feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
0.375,-2.308,1.611,0.313,-2.045,1.198,0.3,-1.839,-0.224,1.728,-2.26,-0.437,-0.575,0.883,-1.22,0
-0.632,0.946,0.786,-0.745,0.63,1.786,1.018,-0.16,-1.424,-1.154,-0.579,0.287,0.461,-1.151,-0.821,1
-0.66,-0.317,1.107,0.145,-1.69,-0.887,-0.513,-1.102,-0.247,1.591,0.819,-0.665,1.305,1.616,0.676,1
-0.797,0.242,-0.107,0.146,1.324,-0.816,-0.804,1.243,-0.607,-0.348,0.674,-2.261,-0.612,-0.666,-0.674,1
-0.32,-0.374,0.778,-1.481,0.745,1.687,-1.97,-0.05,0.588,-0.28,0.21,-0.577,-2.559,0.67,-1.115,1
-0.084,-0.654,-0.229,1.539,-0.446,-0.113,-1.159,0.355,-0.761,1.697,-0.811,-0.624,0.378,0.473,-0.241,1
-0.569,0.363,-1.562,-0.363,0.175,-0.636,0.133,-0.928,-1.479,-0.346,0.602,-0.016,0.18,-0.083,-0.176,1
-1.503,0.365,1.007,-0.388,-0.358,-1.433,0.501,-0.014,-0.388,0.07,1.443,0.787,0.709,0.95,0.211,1
1.107,-0.141,-0.057,-0.835,-0.166,-0.15,-0.557,-0.463,-0.224,1.302,-1.161,0.732,0.02,0.978,-0.957,0
-1.103,0.981,0.745,-0.556,-0.365,-0.456,0.75,0.114,0.168,-0.269,1.007,-0.7,-0.127,0.922,1.036,1
-0.32,-0.366,1.215,-0.273,-1.461,-0.661,-1.379,-0.502,-0.622,0.497,-0.913,2.826,0.259,-0.866,-2.013,1
-1.702,-0.776,0.483,-0.133,0.661,0.522,0.579,-0.781,1.159,0.348,-0.039,-0.785,1.284,0.064,-0.11,0
0.186,0.124,0.454,-0.378,-0.355,-0.035,1.676,0.175,-0.226,1.991,-0.128,-0.673,-0.815,-0.504,-0.336,0
-1.582,-0.833,-1.269,-0.657,-1.279,-0.378,-0.145,0.75,-1.27,0.222,-0.124,0.385,0.995,-0.721,0.548,1
0.868,0.739,-0.729,2.393,1.512,-0.893,-1.098,-0.633,0.617,-0.611,-0.75,0.14,-0.756,-1.881,0.41,0
-0.411,0.182,-0.659,-1.465,-0.242,-0.278,0.17,0.066,-0.347,-0.163,-0.728,1.297,-0.884,-1.303,-0.251,0
0.878,0.109,0.384,2.57,-0.254,0.386,-1.269,0.158,-0.947,1.56,-0.188,-0.164,1.429,0.65,-1.136,1
0.12,-2.088,-1.42,0.783,-0.706,-0.403,-0.329,0.059,0.763,0.897,1.115,0.484,-0.155,-0.486,-0.54,0
-1.539,-1.312,1.607,0.456,-0.503,-0.726,-0.525,1.299,0.077,-2.113,-0.067,1.006,-1.731,0.805,-0.534,1
1.338,-0.464,-0.312,2.208,-1.166,1.025,-1.287,0.408,0.758,-1.545,0.815,0.213,1.667,-0.486,-0.49,1
0.023,0.251,0.669,-1.822,-1.19,0.336,-0.177,-1.157,-0.066,-0.835,1.165,0.709,0.384,-1.138,-0.686,1
-0.915,-1.873,0.318,-0.023,0.109,1.526,1.626,0.447,-0.219,-0.559,0.069,0.478,1.171,0.369,-0.592,0
1.135,0.09,1.063,-0.54,-0.622,1.26,-1.397,1.332,-0.876,0.722,1.004,-1.667,0.17,-0.674,-0.193,1
1.437,-1.247,0.123,-0.462,0.418,-2.139,-0.856,1.388,0.065,1.838,-0.817,1.242,0.63,-0.391,0.123,1
-0.15,1.603,-0.045,-1.09,0.101,0.516,-0.189,-0.003,0.091,0.073,1.14,-0.091,-0.394,-0.453,-0.882,1
0.007,1.195,-0.466,0.131,0.087,0.374,-1.0,1.99,-0.445,0.065,-1.111,-1.66,0.842,0.235,-0.016,0
0.441,-0.738,-1.733,-0.241,-0.322,0.925,-0.25,-0.337,-0.94,0.887,-0.313,-0.238,-1.311,-0.016,-0.521,0
-0.373,-0.661,-0.005,-0.457,-0.629,1.591,0.228,-0.496,0.133,0.599,1.232,1.199,0.061,1.077,-1.825,1
0.419,-0.032,-0.305,0.783,0.101,0.979,0.946,-1.76,0.548,-0.533,0.088,0.946,-0.657,1.503,-0.151,0
-2.208,0.244,0.127,1.136,-0.776,-0.65,-0.855,-0.903,-1.097,0.191,0.436,-0.173,-1.055,0.121,0.496,1
-1.11,0.556,0.919,0.113,0.683,0.519,-0.135,-0.031,1.722,-2.835,0.486,-0.313,0.858,-0.981,0.558,1
2.335,-2.272,-0.431,0.528,0.793,0.92,0.476,-0.244,-0.46,0.64,0.562,0.139,-0.655,-1.396,-1.057,0
-0.101,0.059,-0.947,0.64,-0.54,-0.746,0.643,-1.366,-0.481,1.891,-1.717,-1.906,-1.097,-0.572,-0.305,1
-0.471,-1.501,0.797,0.043,1.625,0.127,1.198,0.509,0.253,1.103,-0.399,0.656,0.422,1.994,1.306,1
-0.556,0.913,-0.125,-0.115,-0.889,-0.015,-0.198,0.887,-0.042,-2.046,1.325,0.896,1.075,-0.235,1.367,1
0.909,-0.176,0.708,-1.192,-2.487,1.234,-0.205,-0.91,-0.887,-0.005,0.251,-1.733,-1.419,0.233,-1.433,0
1.682,-0.878,1.483,-2.016,1.315,-0.652,-0.19,-0.391,0.089,-0.657,0.776,0.122,-0.094,-0.673,1.792,1
-0.817,0.505,0.775,-0.658,-0.131,2.17,-0.676,-0.345,0.361,-0.569,-0.317,0.043,1.154,1.096,0.308,1
-0.599,-1.823,-0.373,0.284,-1.804,0.013,0.185,1.096,0.191,1.024,-0.018,-1.107,0.759,-0.681,-1.497,0
-0.038,-1.026,0.871,-0.943,1.622,-0.873,1.639,-1.308,0.025,-0.68,0.037,0.204,0.854,0.596,-0.625,0
-1.556,0.308,0.166,0.975,0.439,2.27,-1.585,0.289,-0.533,-0.426,-0.862,0.547,0.047,-2.247,-1.027,0
1.162,0.096,0.728,1.029,1.528,-1.974,-0.636,1.508,2.09,1.058,0.286,0.65,0.521,-0.086,0.429,1
0.016,-0.394,-0.989,1.266,-0.447,1.077,-0.455,-1.701,-1.008,-0.022,1.041,0.405,-1.177,1.143,0.077,1
-0.591,-1.44,1.143,1.511,0.557,-0.088,-0.216,-0.581,-1.223,-0.707,0.213,2.333,1.472,0.296,0.708,0
-1.016,-1.962,-1.945,-0.442,-0.903,0.446,-1.219,0.446,1.162,0.914,-0.564,-1.065,-0.553,1.503,-1.544,1
0.043,-0.584,-0.478,1.312,1.347,0.364,0.513,0.941,1.215,0.914,0.008,-0.753,0.334,0.719,0.242,0
1.07,-0.027,-0.344,-0.533,2.01,-2.432,-1.535,0.156,-0.157,-0.149,-1.235,-1.364,-1.551,-0.858,0.754,1
-0.017,-0.385,-1.007,0.527,-0.123,-0.897,-0.188,0.221,1.165,1.076,0.019,-0.138,-0.513,-2.109,-0.897,1
1.173,0.374,0.001,-0.234,0.11,-1.624,-0.252,-1.17,-0.627,-1.126,1.775,0.449,0.438,0.185,-2.117,1
-0.628,1.395,-0.039,0.634,1.105,-0.537,0.297,-0.93,0.538,2.625,0.108,0.93,-0.753,-0.901,-0.21,1
0.741,0.728,-0.313,0.78,-0.5,1.171,0.679,-0.01,-0.182,-0.441,-1.058,0.875,-0.077,0.063,-0.398,1
0.169,0.294,0.764,0.072,-0.303,0.206,0.526,0.881,-2.117,-1.448,-0.835,1.594,1.206,-0.306,-0.894,1
-2.494,-0.246,1.824,0.686,-1.361,-0.395,2.037,-2.291,-0.593,-3.071,-0.238,-0.91,0.272,0.534,-0.693,1
-0.12,-0.488,-1.084,1.218,1.039,-1.067,-0.691,-0.946,0.361,-0.162,0.296,2.709,1.456,-1.159,-0.401,0
0.117,-0.35,-0.217,-0.934,-0.419,1.602,-0.084,0.503,-1.29,-1.426,0.158,-1.535,-2.916,1.715,0.574,1
1.176,2.01,-0.657,0.171,-0.445,0.083,0.117,-0.849,1.653,-0.828,-1.453,-1.043,1.82,0.754,-1.333,1
-1.599,-0.865,-0.093,-2.393,0.437,0.054,-1.712,-1.25,-0.218,0.361,-0.409,0.475,-0.304,-0.528,3.249,1
1.423,0.041,1.018,-1.628,-0.085,0.887,0.576,-0.51,-0.135,-0.801,-0.35,1.03,-0.133,-0.821,-0.324,1
-0.389,-1.323,-0.385,-2.176,-0.373,-1.455,0.851,-0.765,2.311,-0.432,0.862,-1.808,2.294,-2.275,0.466,1
1.217,-1.651,-0.64,-1.72,0.776,0.182,-1.631,-1.076,-0.937,-1.353,-0.85,1.615,0.393,1.141,0.244,0
-0.205,-0.284,0.692,-0.224,-0.136,-1.126,1.575,-0.481,-1.316,-0.993,0.067,-0.496,-0.554,0.811,-0.253,1
-0.14,1.479,-3.173,0.407,0.556,-0.525,0.093,-0.174,0.643,-0.976,0.527,-1.814,1.701,-2.799,0.947,1
0.427,1.532,0.924,0.383,-0.765,0.041,0.53,-0.842,0.45,1.698,-1.431,-0.108,-0.504,-1.128,0.419,1
-0.935,-2.172,-0.175,0.906,-1.021,-0.598,0.16,-0.985,0.323,0.371,-0.713,0.014,0.909,1.916,-0.683,0
-0.558,-0.405,0.12,0.855,0.731,2.089,-0.866,0.794,0.355,0.423,0.407,-0.255,0.225,0.049,0.016,1
-0.298,0.482,-0.259,-0.751,1.716,-0.272,0.091,-0.942,-1.298,0.132,1.068,0.611,1.479,1.134,0.473,0
0.12,1.336,2.66,2.596,-2.176,-0.285,-0.656,0.884,1.553,-3.36,-2.04,0.107,1.768,0.268,-0.26,0
0.613,0.194,-0.435,-0.018,-0.643,-1.307,1.296,-1.044,1.33,-0.643,1.12,1.219,0.329,-0.94,1.674,1
-0.011,0.93,0.554,-0.605,1.346,-0.87,1.063,0.021,1.446,1.097,-0.468,0.786,-0.094,0.915,0.113,1
0.153,0.231,-0.248,0.364,-2.99,0.162,0.269,0.082,1.113,0.519,-2.291,0.309,-0.45,-0.303,0.394,1
0.579,0.683,0.795,-1.013,-0.392,-0.245,1.97,0.038,0.299,3.087,0.738,0.938,-0.259,-0.445,1.358,1
1.737,1.4,-0.707,0.195,1.485,1.629,0.33,1.139,1.548,-0.656,0.838,-1.344,0.998,1.232,-0.21,0
0.866,0.147,1.017,-1.646,-1.818,1.733,-0.323,-0.934,1.447,-1.35,-2.173,-1.079,-0.439,0.629,0.054,1
0.821,0.207,0.777,0.737,-0.76,0.189,-0.201,0.403,-1.791,0.309,-0.934,-0.617,-1.093,1.544,-0.997,1
-0.408,0.483,-0.244,-2.306,0.027,0.937,0.237,-1.405,-0.958,0.099,-1.532,1.4,1.118,-1.528,-0.594,1
-0.003,-0.199,0.593,-1.474,2.406,1.322,-0.17,-0.822,1.267,-1.052,-1.304,-1.125,0.95,-1.83,-1.166,0
-0.552,-0.704,-1.82,-1.989,0.064,0.706,0.568,-0.004,1.647,-1.287,-2.782,-0.11,0.149,0.263,0.358,1
-0.465,-0.305,0.741,-1.818,-1.788,-1.065,-0.037,-0.623,-0.074,-0.762,-0.607,-0.03,0.899,0.661,-1.89,1
-0.522,-0.19,0.648,-0.097,1.94,-1.508,0.208,-0.374,0.42,2.328,-1.235,-0.23,-0.698,-0.926,-1.679,1
-0.386,0.732,0.064,1.285,-0.94,0.485,0.437,1.729,0.661,-1.126,-0.715,0.565,-0.605,1.888,-0.039,1
-0.716,-1.752,-0.672,0.645,1.34,-0.771,0.329,0.739,0.032,0.016,-0.653,1.765,0.582,0.136,1.023,0
1.335,0.979,0.773,-0.011,-0.665,0.034,1.432,2.278,0.921,-1.02,0.722,-1.087,1.364,-0.034,-0.3,0
-0.538,-0.829,-1.206,-0.805,0.191,0.958,0.321,-0.819,-0.046,2.359,-0.322,0.288,-1.114,-0.491,-0.327,1
-1.084,1.374,0.807,0.231,0.091,0.662,1.103,-0.274,-0.945,-0.889,-1.536,0.544,0.577,-0.659,1.098,1
-0.918,-0.078,-0.484,-1.409,-0.893,0.256,-0.569,-0.171,-0.434,-0.191,0.576,-1.593,0.883,-2.207,1.663,1
1.125,0.793,0.252,-0.789,1.601,1.104,-1.257,-0.452,1.515,-0.049,0.867,0.716,-1.109,-0.86,-0.514,1
-0.321,0.947,0.086,0.552,0.257,-0.228,-1.279,2.207,0.412,1.547,0.207,-0.64,0.009,-0.326,-1.327,1
-1.561,0.904,0.603,0.757,0.113,-1.109,0.604,1.044,-2.133,0.355,3.043,0.705,-0.629,-0.278,0.104,1
0.455,-0.0,-0.712,-0.568,1.334,1.099,-1.322,-0.533,-0.771,-0.196,-0.282,1.514,-0.557,0.394,-1.807,0
0.702,1.189,1.263,1.338,-1.366,0.33,-1.526,0.325,-0.262,0.56,-0.735,0.604,1.465,-0.499,2.209,1
0.913,1.529,0.047,-1.692,-0.358,-3.434,-1.687,-2.416,1.495,-2.125,-0.21,0.025,-0.485,-0.804,-0.357,1
0.658,2.224,-0.009,0.237,0.233,1.388,0.616,1.193,1.548,1.225,-0.301,0.399,0.137,0.347,1.158,1
-0.338,0.888,-0.486,0.825,-1.375,1.69,0.853,1.488,-0.933,-1.149,0.055,0.117,-0.361,-0.337,-0.807,1
0.523,0.898,0.24,-0.793,-0.441,0.67,-0.624,-1.334,0.218,2.001,0.248,-0.221,-0.517,0.177,-1.388,1
-0.145,-0.263,-1.834,-0.285,1.368,-0.859,1.009,2.345,-1.535,2.426,-0.205,-1.368,-0.88,-0.177,-0.277,1
0.707,1.107,-0.255,-0.515,-1.557,0.209,-1.255,-0.803,0.029,-0.394,1.001,-0.851,-1.465,1.111,1.214,1
-0.976,-0.85,-1.036,-0.237,1.328,-1.861,-0.85,-0.089,-0.802,1.211,2.507,-0.035,-1.036,0.134,-1.07,0
0.074,0.561,1.149,-0.836,0.308,-0.896,0.052,0.814,-0.365,-0.574,-2.469,0.644,-0.488,1.72,-0.172,0
-0.569,0.777,-0.843,0.488,0.572,-0.569,1.237,-0.735,0.032,-0.436,1.254,-0.287,-0.299,-0.145,-1.423,1
0.672,-2.416,-0.748,1.164,0.624,1.798,1.73,1.517,1.431,0.541,1.633,0.142,-1.166,-0.845,0.835,0
0.795,1.796,-0.786,-1.903,2.112,0.834,-0.186,-0.189,-0.657,-0.583,-1.17,-1.734,-1.063,1.374,-0.123,1
0.874,1.359,-0.495,1.073,-0.68,1.923,0.219,-0.195,0.745,-0.732,0.549,1.309,0.807,0.613,1.142,1
-1.15,0.288,0.762,-1.844,-0.705,1.426,-0.884,-0.189,-1.096,0.229,0.713,0.108,1.139,-0.437,1.991,1
-1.319,1.892,0.01,-0.448,-0.653,0.016,-0.382,0.857,0.914,1.432,-0.469,-0.003,1.18,0.222,0.621,1
1.214,-1.036,0.663,-0.539,0.631,-0.098,-0.103,-0.302,-0.644,-0.136,-0.7,-1.78,-0.034,-1.064,1.394,1
-0.316,0.635,-0.414,0.197,1.06,1.203,-1.111,-0.768,1.13,0.491,0.917,-0.036,-1.111,0.365,-0.538,1
0.283,-0.462,-0.312,-0.948,0.632,-0.359,-0.888,0.476,0.616,0.229,-0.817,-1.535,0.389,0.656,0.445,1
-0.537,-0.856,-0.959,-0.478,-1.198,-0.246,0.741,-0.501,0.156,-1.041,-1.296,1.127,0.311,-1.595,0.397,0
0.834,1.102,-0.838,2.246,-0.158,0.493,-0.683,0.706,-0.311,-0.531,0.373,0.494,-1.002,0.066,-1.042,1
0.0,-0.714,1.753,0.786,0.689,-1.176,-0.406,1.589,1.606,-1.68,0.981,1.236,-0.74,0.501,-1.572,1
-2.137,0.57,-0.4,-0.124,0.317,-0.124,0.993,0.744,-0.185,1.072,1.48,-0.747,0.588,-2.167,-0.842,1
0.845,-0.028,-1.581,1.115,0.313,-0.039,-0.541,-0.201,0.389,1.016,0.167,0.06,2.001,-0.98,-0.602,0
1.07,-0.735,-0.413,-1.457,0.228,0.012,-0.296,0.37,0.88,0.892,-0.456,-0.19,-0.366,-0.879,-0.813,1
-0.652,0.133,-0.047,-0.029,-1.189,0.218,-0.9,-0.559,1.308,1.363,-0.418,-1.437,-1.232,-0.242,-0.916,0
-0.422,0.591,0.593,-0.837,-1.777,0.899,0.612,0.233,0.043,-1.237,1.061,0.032,0.845,-0.801,1.227,1
1.175,-0.391,-0.22,-0.321,-1.771,-0.252,-0.545,0.013,-1.372,0.394,-0.864,2.506,-0.578,0.026,1.743,0
-0.922,0.623,0.286,2.529,1.133,0.205,0.457,-1.45,0.669,0.166,1.066,0.113,0.439,1.718,0.418,0
-0.465,0.088,1.244,0.391,-0.434,-1.384,0.977,-0.428,-0.538,0.681,1.841,1.387,1.368,1.587,-0.413,0
-0.35,-1.903,1.779,-0.904,1.801,0.767,-0.744,0.659,-0.658,1.041,0.39,1.679,0.04,-0.189,-0.288,0
-0.044,0.404,-0.394,-0.061,0.079,1.193,0.479,0.493,0.547,2.038,-0.506,0.456,0.483,0.73,0.265,1
0.442,1.466,0.3,0.878,-1.203,1.5,1.512,-1.82,2.262,0.362,-0.215,0.88,0.765,0.914,-0.892,1
0.06,0.135,-1.417,0.618,-0.123,-1.101,0.522,0.298,0.004,-0.666,0.018,-0.085,0.214,1.446,0.25,1
-0.074,0.194,-1.778,-0.904,1.139,-0.136,-1.083,1.076,-0.557,-1.292,0.004,-0.577,1.895,0.493,-1.14,0
0.386,2.45,0.803,-1.627,0.872,3.14,-0.664,-0.351,1.582,-0.085,1.752,-0.397,-1.12,-1.162,-0.106,1
-0.907,0.532,-1.183,-0.414,-0.005,0.82,0.534,0.508,-0.789,0.051,0.247,-0.761,-2.353,-0.059,0.024,1
1.553,-0.846,0.528,0.329,-0.225,-0.588,1.497,0.869,-0.614,-0.339,-0.62,1.035,0.644,-0.155,-0.485,1
-0.602,0.458,-0.554,1.631,0.19,0.044,-1.982,1.054,1.131,-0.088,-1.288,1.58,-0.876,-0.057,1.11,1
-0.387,-0.841,1.036,0.416,0.184,-0.469,1.625,2.492,-0.588,-0.798,-0.477,-0.351,-2.131,-1.768,-0.061,1
0.982,0.008,-0.017,-1.616,0.214,0.837,-0.605,1.512,-1.278,3.071,-0.153,0.571,1.15,0.353,1.185,1
0.732,-0.706,0.472,-1.059,0.498,-0.321,1.027,0.132,1.14,0.154,0.0,-0.65,0.645,0.117,-0.443,1
1.308,1.198,-1.003,-0.72,-0.26,-0.273,-0.251,0.558,0.148,0.373,-0.229,-0.846,0.539,-0.311,1.505,1
0.769,1.77,0.284,0.461,-1.465,0.323,0.736,0.782,1.228,-0.115,2.379,-0.422,-0.269,2.499,-0.005,1
-1.676,-0.294,0.367,-0.609,0.117,0.055,-0.074,-0.358,1.325,0.705,1.774,-0.754,0.149,-1.589,0.129,1
0.09,-0.203,0.284,-0.435,0.579,0.332,0.228,-1.352,1.733,0.585,-0.654,0.179,-2.337,0.222,-0.051,1
0.787,1.471,0.618,-1.205,0.427,0.082,-0.616,-0.645,0.076,0.483,0.031,-1.307,-2.024,-1.25,0.918,1
0.919,0.149,-0.575,0.714,0.18,-0.244,-1.179,0.625,2.104,2.212,0.322,-0.384,1.036,-0.642,0.707,1
-0.396,-1.358,-1.895,-0.174,-0.315,1.386,0.78,0.488,0.415,0.847,-2.224,1.084,-0.564,0.082,-0.408,1
0.634,-0.367,-1.051,-1.92,0.762,-0.455,0.17,-0.491,-0.28,1.914,2.724,0.261,0.315,-0.541,-0.96,0
0.699,0.18,-0.669,-0.919,2.309,0.364,-0.405,-1.257,0.567,-2.683,1.77,-0.425,-0.248,-0.158,0.462,0
1.263,0.277,-0.382,0.297,0.281,-0.94,1.273,-0.468,1.927,-0.168,0.734,-1.192,0.48,-0.156,-1.089,1
0.058,-0.127,0.46,1.577,0.3,-0.428,-0.162,-1.097,-1.346,-0.949,1.993,-0.218,0.223,0.542,-0.729,1
1.039,-0.45,-2.422,-0.06,0.408,-1.641,1.366,-0.717,0.807,-0.63,-0.478,0.697,0.824,-1.491,1.57,0
0.523,-1.125,1.578,0.886,-0.847,0.524,0.932,-0.189,0.139,-0.279,-2.041,-2.33,-0.484,-1.964,-0.075,0
-0.625,0.765,-0.749,-0.689,0.396,-1.163,0.05,0.665,-1.16,-0.79,0.364,0.436,-0.138,-0.022,-0.526,1
-2.223,-0.598,0.336,-0.856,0.685,-1.126,-2.235,-0.91,-1.861,0.157,-1.1,0.095,0.856,1.867,-0.024,1
1.101,0.288,0.02,-0.413,0.475,1.254,-1.052,0.676,0.344,-0.312,0.167,0.127,1.29,1.098,-0.475,1
1.313,0.305,1.147,-0.697,0.323,-0.426,-0.333,0.068,-1.992,-1.252,2.406,-1.46,0.282,-1.3,0.311,1
0.323,1.297,-0.12,-0.855,-0.097,1.062,-1.536,1.466,-0.873,0.711,0.311,0.651,0.802,-0.622,-0.147,1
-0.181,-0.002,-0.493,-0.971,-0.013,-0.003,0.72,-0.14,0.166,1.323,-1.434,1.336,-0.807,-0.526,0.439,0
0.708,1.961,-0.122,-0.347,-0.548,-0.419,0.176,0.509,-0.263,0.248,0.217,0.987,-1.54,-0.749,3.176,1
-1.39,1.151,-0.203,-1.269,-0.232,-2.322,-0.23,-1.305,-0.118,0.948,-0.112,-0.67,-0.069,0.031,-0.999,1
-0.296,-2.241,-0.93,-0.513,1.127,1.467,1.111,-1.129,-0.204,1.339,0.271,0.107,-0.266,0.079,-0.766,0
-0.186,-0.098,-0.302,-0.308,-0.881,-0.717,0.32,2.565,0.908,1.223,0.662,0.401,1.433,1.158,-1.123,0
1.43,-0.604,-0.149,-1.088,1.036,-0.22,-0.14,-1.539,-0.241,-1.598,1.629,0.308,-0.311,-0.409,0.198,1
-0.666,-2.819,-0.084,-0.767,-1.538,0.129,-1.342,0.501,1.221,-1.427,-1.558,-1.04,-0.33,1.419,0.994,1
-0.203,-0.699,0.15,0.953,1.165,0.003,-0.807,0.318,0.999,-0.035,-0.163,0.348,0.189,-0.991,0.622,1
-0.445,-0.636,-0.722,-0.693,1.236,0.328,-0.233,-0.714,-0.946,0.169,0.235,-0.928,0.64,0.28,-0.258,0
0.218,0.363,-0.855,0.275,-0.809,0.065,0.256,0.5,-0.076,1.604,1.112,0.671,1.97,-0.801,1.171,1
0.196,0.125,-0.163,1.205,-1.189,-1.559,-2.649,-0.45,0.527,2.343,-0.495,-1.847,1.119,-0.469,-0.077,1
-0.473,0.317,0.867,-1.098,0.808,1.295,-0.566,-1.784,0.928,0.485,0.247,-0.08,-1.271,1.855,-1.238,1
0.973,-0.04,-1.571,-1.398,0.892,-1.744,-0.058,-0.582,0.137,0.707,-0.224,1.68,-0.714,0.604,-0.687,1
-2.034,0.701,0.534,-0.299,0.513,-2.572,1.398,-0.664,0.898,-0.092,-0.491,0.452,-0.631,-0.731,-1.619,1
1.607,-0.167,-0.031,-0.619,1.99,-1.219,-0.078,-0.113,0.506,0.161,0.037,-0.439,0.292,1.699,0.474,0
-1.761,-2.292,0.82,0.93,-1.27,-0.246,-2.1,1.146,-0.877,0.781,0.82,0.015,-1.105,0.031,0.552,0
-0.456,0.769,-1.09,0.456,0.069,-0.532,0.342,-1.384,0.493,0.238,0.272,-0.034,1.19,0.561,1.673,1
0.141,-0.267,0.435,1.018,-2.41,0.093,1.937,-1.125,-0.459,-0.113,0.276,-1.217,1.705,-0.519,-0.203,1
0.695,-0.118,0.083,2.001,0.132,0.145,0.983,-2.119,-1.018,-0.342,-0.02,-0.599,-0.906,0.523,0.45,1
0.135,-0.23,0.854,1.066,-1.155,0.219,1.767,0.586,-0.855,0.71,-1.225,-0.446,0.811,-0.903,0.056,0
0.18,-2.229,-1.064,-0.071,1.167,0.462,-0.103,-0.219,0.161,0.925,-0.594,1.399,1.549,-0.998,-0.385,0
-0.108,-0.015,-1.371,-1.152,-1.465,-0.824,0.349,1.081,0.359,-1.483,-1.45,0.236,0.588,0.858,1.309,1
-0.239,0.485,0.758,-1.117,-0.084,1.604,-0.264,0.078,-1.134,-1.145,-0.632,-0.783,1.361,-1.643,1.673,1
0.087,-0.745,1.148,-0.572,-0.588,0.359,1.392,1.445,-1.583,0.693,-0.815,-0.315,0.704,-0.171,-1.073,1
-1.34,-1.878,-0.654,-1.093,0.56,0.6,-2.789,0.08,-0.635,-0.511,-0.646,-0.526,1.238,-0.085,-0.835,0
-0.34,0.711,-0.162,0.43,0.97,0.46,0.248,0.191,-1.809,-0.293,-0.381,1.405,1.536,1.146,-1.521,1
-2.732,-0.46,1.06,-0.334,-0.082,-1.339,-0.265,0.53,-0.11,1.367,0.534,-0.572,0.149,2.703,1.046,0
0.479,0.869,-0.655,-0.016,0.972,0.447,-0.129,-0.235,1.448,0.214,0.25,1.501,-1.167,0.939,-0.327,1
-0.862,0.625,0.748,-1.437,1.722,1.79,-1.091,-0.882,-2.134,-2.009,0.864,0.111,-0.878,1.309,-0.404,0
1.156,-1.229,0.563,0.308,-1.11,-0.252,-1.17,-0.876,0.899,-0.371,-0.673,1.021,-0.157,-1.911,-1.704,0
-0.07,0.259,-0.447,0.216,-0.531,-1.005,-0.503,0.051,-1.216,1.954,0.389,-2.648,1.304,-1.063,-0.718,1
0.415,-1.818,1.093,0.429,-0.065,-0.221,-1.162,-1.214,1.567,-0.045,-0.123,1.726,0.553,1.689,-0.665,0
-1.392,0.983,1.78,-0.816,1.545,-0.251,0.669,1.343,-0.313,-0.384,1.287,-1.409,2.052,-1.156,1.121,0
-0.022,0.539,-1.814,-0.608,0.516,1.351,-0.543,1.943,0.237,0.547,-0.054,0.643,1.118,1.605,0.228,1
0.394,1.207,-1.145,1.197,2.134,1.024,-0.579,1.351,-0.113,-1.528,0.915,-0.302,-1.452,-1.793,1.214,1
0.764,-0.365,-0.419,-0.472,-0.712,-0.05,0.686,0.596,1.242,0.908,-1.181,2.037,-1.287,1.173,0.98,0
-0.501,-0.991,1.354,-0.415,0.511,1.24,-1.239,-0.669,-0.255,-1.808,1.788,-0.72,1.265,1.105,-0.868,0
-0.44,-0.72,0.743,-0.105,0.54,0.938,0.275,0.129,-0.51,-0.469,-0.068,-0.339,0.793,0.914,1.376,1
0.093,0.547,0.452,-1.158,0.536,-0.303,0.855,-1.557,1.693,-1.096,0.782,0.815,1.282,-0.724,-1.151,1
0.613,1.129,-0.253,-0.868,-0.722,-0.104,-0.365,0.208,1.119,-2.699,0.611,0.845,1.044,-0.806,0.672,1
0.794,-0.264,-1.031,1.031,1.427,1.548,0.155,-1.592,-1.199,-0.198,-0.413,-0.212,0.027,-0.013,-1.072,0
1.53,-0.625,-0.286,0.476,-1.437,1.474,2.24,-0.5,-0.738,-0.045,1.428,-0.556,0.813,-0.384,0.757,1
1.764,-1.051,0.842,1.237,0.962,-0.718,-0.026,-1.651,0.273,0.361,-1.04,-0.111,1.465,1.459,-0.543,0
1.158,-0.304,0.152,0.355,0.859,0.338,-0.267,-0.663,-1.39,0.975,-0.446,0.886,-0.716,0.385,-1.331,1
-1.213,-0.069,0.87,0.415,-0.713,2.885,-0.388,0.454,-0.274,-1.192,-1.136,-0.613,0.68,0.861,-0.415,1
-0.345,0.115,0.318,-0.946,0.108,-0.847,1.037,1.155,-1.496,0.008,1.431,-0.706,-0.036,-1.279,1.041,1
-0.22,-1.848,-0.051,-1.053,-1.75,-1.563,0.542,-0.698,-2.007,-0.982,0.543,0.535,-0.016,-0.211,0.241,1
-0.415,-0.256,-0.567,-0.905,-0.029,0.39,-1.27,0.975,0.152,-0.398,1.956,2.293,-1.26,-1.624,-0.823,1
-0.885,-0.4,1.171,0.378,-0.422,0.986,-0.188,0.664,-0.461,-0.329,1.482,-0.417,-0.236,0.034,0.414,1
-1.884,0.515,-0.204,-0.405,-0.211,-1.341,-0.178,0.752,-0.089,-0.079,0.411,-0.927,-0.353,-1.182,0.779,1
-0.0,1.575,0.763,1.578,-0.806,-1.196,-1.361,1.287,-0.359,-1.643,-0.353,0.407,0.136,0.429,-0.301,1
