feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,target
-0.4,-2.426,0.03,0.046,0.569,-0.607,-0.808,0.77,0.679,-0.462,-0.399,0.323,0.088,0.928,2.497,0.459,-1.606,-0.588,-0.589,-0.945,0.058,-0.859,0.642,0.261,0.077,1.243,0.019,-0.587,-1.552,0.666,0
0.155,1.107,-0.407,0.174,-0.282,-2.181,-0.383,-0.845,-0.437,-2.018,-1.303,0.874,0.561,-0.056,-0.202,0.249,-0.74,0.631,-0.129,-0.269,0.302,0.097,1.081,0.273,-0.712,0.748,0.704,-0.035,-0.696,-0.629,1
0.424,1.002,0.335,0.768,0.222,1.615,0.601,1.027,-0.075,0.221,1.97,-0.764,0.538,0.135,0.278,1.235,0.767,1.258,-0.126,0.298,-0.497,0.877,-0.292,-0.68,1.286,0.161,0.221,1.128,-0.579,1.322,0
1.044,0.231,1.001,0.647,-0.127,1.449,-0.535,0.091,-0.995,0.185,-0.618,-1.657,-0.414,1.47,-0.885,-0.832,-0.352,-0.403,0.17,0.25,1.041,-0.496,0.768,-0.821,-0.889,-0.58,-0.172,1.212,0.048,0.387,1
1.494,-1.018,1.5,0.017,-0.498,1.767,-0.179,-1.183,-1.193,0.583,-0.836,-0.17,-0.699,0.426,0.564,0.104,-2.412,0.271,0.376,-0.234,0.608,-0.223,-0.206,-1.153,0.547,0.355,-0.91,-0.616,0.483,1.252,0
1.136,1.449,-0.063,-0.926,0.018,0.733,0.422,-1.146,-1.049,-1.198,0.992,-0.242,-0.051,0.031,0.053,-1.664,0.213,-0.06,0.228,0.095,0.648,0.853,-0.522,0.921,2.477,2.206,1.117,0.285,0.588,-0.196,0
0.418,1.081,-0.281,1.095,0.01,-1.886,1.029,1.321,-0.964,-1.308,0.639,-1.75,-1.044,1.584,1.624,0.354,0.92,-0.753,1.786,-1.438,0.631,0.825,1.044,2.243,-2.137,0.398,-0.206,0.394,-0.552,1.344,1
0.117,-0.254,-0.657,-2.04,-0.039,1.138,1.147,-0.222,-0.6,-0.004,-0.192,-0.176,0.384,0.055,-2.011,0.789,2.112,-1.33,-0.792,-0.89,0.708,-0.178,0.508,-1.198,0.22,-1.833,-0.492,-0.278,0.311,-0.131,0
-0.451,-0.198,-0.649,1.397,-0.322,0.922,0.804,0.188,-0.061,-1.21,1.281,-2.332,-0.589,-0.302,-0.716,0.153,1.024,0.099,-0.283,1.72,-0.075,-1.097,-0.012,1.917,0.697,-0.33,-0.325,-1.995,1.3,-0.238,0
-0.578,0.648,0.757,-0.242,0.163,0.476,-1.448,0.682,0.423,-0.381,0.759,-0.234,-0.443,0.804,1.805,-0.703,-0.381,-0.668,0.147,1.515,-0.227,-0.807,-0.33,-0.552,-0.776,1.118,1.374,1.269,0.461,0.347,0
0.051,-0.378,-0.14,0.293,-0.128,0.489,-1.256,-0.352,-1.101,-1.024,0.391,-0.952,1.897,-0.617,1.136,-1.132,0.28,1.403,0.066,-1.138,-1.448,-0.263,0.339,-1.054,-0.836,-1.051,-1.915,-0.013,1.205,-0.016,1
-1.044,-0.752,-0.278,0.914,-0.561,-0.879,0.503,0.903,-0.369,1.006,2.189,1.417,-0.888,0.353,0.881,1.694,0.005,-1.085,-0.057,-0.959,2.394,-1.373,0.137,1.556,0.017,0.098,-0.848,-0.882,1.549,-0.631,0
1.231,-1.379,0.846,0.687,-0.056,-0.256,-0.134,-1.788,-0.98,0.622,0.787,-0.251,-3.035,-1.8,-0.168,0.673,1.067,0.453,0.97,-0.2,1.014,1.256,0.87,-0.779,1.368,-2.3,-0.803,2.003,-0.683,-0.301,0
-0.133,1.011,-1.142,0.259,0.387,-1.081,-0.634,0.154,0.185,-0.274,-0.52,-0.199,-0.463,-0.218,0.973,0.388,0.051,-0.282,-0.377,0.079,-1.996,-0.36,-0.972,1.235,0.036,0.553,1.773,-0.263,1.545,0.061,1
-0.005,-0.799,-1.292,-0.376,-0.805,-0.94,-0.077,2.531,-0.453,-0.544,1.045,-0.425,-0.423,1.353,0.363,0.649,-1.088,-0.527,1.099,-0.041,-0.212,0.792,-0.319,-0.314,1.173,0.354,0.525,-0.457,-0.489,-1.182,0
0.802,0.141,0.02,-1.347,-0.085,-0.065,-1.396,1.049,-1.416,0.071,-1.718,1.637,0.624,0.785,-2.659,-1.224,0.182,-1.318,-0.68,1.305,-0.795,-1.001,0.839,-1.406,-0.282,2.017,1.133,-0.931,1.191,0.056,0
-0.998,-0.403,-0.975,1.079,-0.499,-0.057,-0.511,-0.574,1.248,0.013,-0.412,0.831,0.29,-1.096,-0.334,0.458,0.412,-1.117,-0.495,2.231,-0.048,-1.742,1.045,0.513,0.037,-1.078,1.009,-1.521,-2.152,0.937,0
-1.269,-1.329,1.062,-0.203,1.882,-1.304,-2.35,1.67,-1.171,-1.803,-0.685,0.087,1.156,0.712,0.158,-0.107,-0.162,-0.852,-0.262,-1.908,-0.502,0.453,0.294,-1.62,-0.381,-2.325,-0.427,-0.055,-1.059,1.536,0
0.76,0.415,1.223,0.387,-0.472,0.114,0.827,-2.229,0.272,0.881,2.237,1.15,0.217,-0.054,1.879,0.124,0.675,-0.564,0.047,0.632,-0.31,0.043,0.208,-0.766,-0.854,-1.077,1.631,1.548,0.971,0.617,1
1.083,-0.716,1.736,-0.064,-0.74,-0.572,-0.584,0.397,-0.669,0.293,0.121,-0.975,0.941,1.083,-1.388,-0.244,-1.668,0.329,0.308,-0.154,0.943,0.056,0.527,-0.558,-2.601,0.379,-0.203,0.133,0.012,-0.609,1
-0.299,0.262,-0.625,0.991,-1.606,0.761,-0.877,-1.257,0.593,-1.11,-3.12,0.758,0.193,0.758,2.102,-0.076,-0.976,1.297,-1.881,-0.784,-0.638,-0.599,-0.558,0.086,-0.266,-0.43,0.194,1.197,0.681,-0.246,0
0.767,-0.775,-0.147,0.051,-0.726,0.676,-0.331,0.932,2.731,0.679,-0.123,1.223,0.043,-0.269,1.836,0.137,0.861,-0.048,-1.489,1.35,0.416,0.708,0.145,2.286,-1.741,-0.493,-0.626,0.184,-0.481,-0.091,1
-1.51,0.754,-0.283,1.185,1.153,1.967,0.874,2.06,-0.701,0.862,0.991,-0.359,0.563,-0.866,-1.243,0.697,0.437,1.244,0.721,2.028,0.927,0.376,0.586,0.389,0.434,-2.492,1.673,-0.65,1.234,1.147,0
-0.92,0.521,-0.202,-0.917,-2.54,-0.021,-1.391,-0.083,0.003,-0.535,-0.32,-1.114,0.685,1.208,2.252,0.895,-0.686,-1.527,-0.33,-0.564,0.284,0.653,-0.596,-0.483,1.334,0.609,-0.533,-0.878,1.05,0.753,0
0.228,0.02,0.331,-0.096,-0.466,2.505,-1.619,-0.91,0.211,0.46,-0.267,0.224,-0.965,-1.866,0.006,-0.49,0.827,1.182,1.232,0.878,-0.477,-0.195,0.67,0.617,0.842,-1.561,0.71,0.931,0.232,-2.056,1
-0.193,0.902,1.036,-0.174,-0.17,-0.22,0.109,0.589,-1.466,0.052,1.425,-0.902,1.615,-0.075,-0.135,-0.887,0.816,-2.258,0.939,-0.064,-0.167,0.48,-1.276,0.446,0.525,-0.677,-1.694,-0.637,-0.161,1.188,0
-0.977,-0.964,-0.3,-0.28,0.042,-0.413,-1.119,-0.255,-1.917,0.877,0.728,2.161,0.609,1.589,-1.399,0.748,1.343,0.753,-0.512,-1.735,-1.093,-0.258,1.643,0.783,-0.775,-0.111,-1.302,-1.125,-0.173,1.289,1
0.806,1.219,0.333,0.968,-1.221,-0.845,0.276,1.93,0.207,-1.209,0.575,2.3,0.355,0.043,0.514,2.018,-0.421,0.592,-0.641,1.162,1.059,1.661,1.727,0.136,0.543,0.654,0.532,2.15,-1.882,1.302,0
-1.828,-1.558,1.05,-0.267,-0.977,-2.78,-2.022,0.888,2.211,0.433,-3.772,0.324,0.804,0.665,-0.794,-2.063,-0.662,0.671,-0.087,-0.446,-0.127,-0.17,0.681,0.633,1.305,0.293,-0.33,0.514,0.584,0.51,0
0.539,-0.483,0.774,-0.184,0.829,-0.275,0.197,0.072,-0.448,0.825,-1.089,-1.461,1.668,-0.042,-0.334,-0.594,-0.342,-0.592,0.507,-0.921,-0.792,1.678,1.088,-0.164,-0.46,1.196,-0.06,1.194,0.985,0.144,1
-0.626,-1.035,1.409,-0.672,-0.686,0.446,0.532,1.789,0.92,-2.103,-0.106,-0.622,0.353,-0.325,0.123,-0.181,-0.117,0.866,0.431,2.16,-0.635,0.094,1.077,0.583,0.584,1.022,-0.511,-1.962,-1.005,0.106,0
-0.602,-0.165,-0.658,0.075,0.792,0.519,-0.093,1.143,-0.04,1.218,-0.424,-0.567,0.629,-1.792,-1.105,-0.685,0.989,0.685,0.071,0.497,0.772,-0.652,-0.624,1.637,-0.438,0.458,-2.071,0.173,-0.851,0.34,0
-0.669,-1.101,-0.261,1.044,0.909,1.539,0.907,-0.538,0.414,-0.769,-0.514,0.049,0.771,-0.774,-0.686,0.738,-0.03,-0.286,-0.947,-0.337,-0.58,0.621,0.794,-0.841,0.38,0.588,-0.179,-0.879,0.617,-0.818,0
0.053,-0.531,0.589,0.727,1.337,-1.017,-0.194,2.371,0.264,-1.245,1.417,-0.437,0.133,0.822,-0.288,1.524,-0.092,-1.161,1.195,0.936,-0.716,-0.529,-0.535,0.597,-0.353,-0.971,0.992,-0.123,-0.831,0.248,1
-0.619,1.419,-1.593,0.254,1.915,1.197,0.211,0.803,-0.37,-1.444,-0.524,0.856,1.01,0.305,0.33,-0.447,1.49,1.882,-0.526,-1.844,0.358,-1.234,-0.244,0.03,0.247,0.055,2.014,-0.84,-1.009,1.641,1
0.706,-0.491,0.969,-1.083,0.257,-0.107,0.755,1.32,-0.679,0.846,0.437,-0.647,-1.299,-1.341,-0.417,-0.948,2.23,-0.63,1.045,0.921,-1.409,1.861,0.408,0.227,-0.229,0.323,1.66,-1.747,-0.728,1.786,0
-0.008,-0.813,-1.221,0.227,0.982,-0.954,-1.811,-0.701,0.087,-0.605,2.596,0.442,2.735,-1.207,0.483,-0.904,1.448,1.174,0.61,0.777,-1.244,-0.424,-0.05,-0.497,-0.691,-0.046,1.032,0.532,1.813,0.291,1
-2.049,-0.201,-0.219,-0.356,-1.392,-1.145,-1.957,-0.404,0.454,-1.41,0.143,-0.005,-2.201,0.288,1.875,-0.318,0.212,-1.49,-0.951,-1.237,1.154,-0.774,-0.12,-1.64,-0.156,0.344,0.087,-1.287,1.706,-0.746,0
0.466,-0.485,1.198,-0.679,0.462,0.487,-0.252,-0.755,-1.219,-0.292,0.843,1.994,0.088,0.28,1.571,-0.299,-1.837,1.233,0.351,-0.152,0.752,0.811,-1.741,1.507,0.603,0.264,0.86,0.151,-0.103,0.026,1
-0.395,0.547,-0.178,0.367,-1.253,0.031,-0.547,1.084,-1.588,-0.212,-0.254,1.285,-0.467,-0.165,-0.969,0.344,0.218,1.322,1.434,-0.36,1.09,-0.607,0.857,0.93,0.154,0.709,0.234,-0.99,-1.706,0.509,1
-0.439,-0.315,1.382,-0.034,-0.516,-0.861,-0.08,-0.374,-0.464,-0.421,-2.145,-0.49,0.68,0.261,1.078,-0.563,0.206,-1.276,1.088,0.293,-0.504,0.026,-1.156,0.856,0.597,-0.637,0.928,-0.738,0.711,1.064,0
-0.46,-1.119,0.089,-0.067,1.554,0.888,1.203,0.165,0.192,-1.924,1.599,-1.23,-0.234,0.42,-0.342,0.502,-0.911,-1.768,0.287,-1.301,-0.041,0.828,0.542,1.547,0.074,-0.014,0.18,-0.726,2.277,-0.452,0
-0.2,1.539,-0.091,-1.479,0.55,1.14,-0.652,-0.007,-0.903,0.545,2.255,0.935,0.306,0.536,-0.868,0.608,-0.205,-0.849,-1.473,-0.705,-0.502,-0.218,2.087,-2.003,-0.18,1.023,0.79,0.722,1.094,0.53,0
-0.979,0.488,-0.564,-0.227,-0.07,-0.27,-0.93,0.583,1.294,0.131,-1.04,1.257,-0.905,-0.206,-0.806,1.409,1.011,-0.117,-0.31,0.718,1.486,-0.265,-1.235,0.444,-0.33,0.35,0.365,0.98,0.043,1.654,0
-0.041,-0.724,-0.645,-1.068,0.53,1.303,2.658,0.145,1.515,1.759,0.868,0.057,-0.492,-0.638,-1.737,-1.122,1.366,0.636,-0.526,1.02,0.001,0.462,0.18,-0.288,-0.951,0.542,1.438,2.01,-0.524,0.28,0
0.708,-0.357,-1.773,1.786,2.13,0.117,0.222,-0.629,0.565,-0.396,-1.364,0.732,0.457,1.844,0.095,-2.551,0.027,0.162,0.492,1.876,-0.195,-1.165,-2.154,-1.078,0.16,1.177,-2.052,1.127,-0.65,0.571,0
0.916,0.938,1.109,-0.667,0.437,0.115,-1.036,-0.503,-1.674,-0.188,-0.251,-0.752,-0.53,-0.771,1.819,0.336,1.127,-0.493,-0.952,0.497,0.518,-0.17,-0.935,0.996,-2.402,1.123,-0.868,0.383,0.734,0.477,0
-0.464,-0.081,-0.53,0.121,0.542,1.152,0.221,1.045,0.691,0.468,0.026,0.118,0.708,-0.442,0.049,-1.134,-1.481,0.737,0.239,-0.546,-0.7,1.386,0.107,0.333,0.199,0.314,-0.587,0.077,-1.411,-1.487,0
0.13,-0.003,0.194,-0.102,1.252,0.206,0.994,0.413,0.719,-0.277,0.104,1.904,-0.782,0.434,-1.014,1.327,-0.567,0.362,-0.808,0.697,0.749,-0.382,-0.836,1.694,1.609,-2.332,0.942,-1.749,0.703,1.783,0
-2.768,1.19,1.911,-1.206,-0.629,0.059,-0.688,1.486,0.197,-0.462,0.365,1.118,0.606,0.141,-0.296,2.195,0.754,-0.036,-1.207,0.432,1.213,1.475,0.802,-0.369,-3.159,-0.091,0.86,-0.324,-0.099,-1.042,0
-1.517,0.694,0.892,-1.548,-1.855,-1.101,-1.239,-1.041,-0.933,0.045,0.912,-0.531,2.284,0.588,-1.966,-0.455,1.009,-0.365,0.279,-0.422,0.216,0.795,-0.301,-0.452,0.225,-0.121,1.423,-1.267,-0.326,0.823,1
0.78,0.665,-0.562,1.49,-1.251,-0.609,0.258,-0.665,0.259,-1.598,-0.673,1.316,1.311,-0.834,-0.275,0.37,1.227,0.069,1.437,0.389,-0.471,-0.726,1.115,1.387,-0.196,0.017,-1.061,-0.189,-0.249,0.559,1
-0.847,-0.126,0.434,-0.851,1.129,-0.57,-1.502,-2.288,0.072,-0.147,0.11,-0.953,-3.828,-0.679,0.446,-0.209,-0.302,-1.027,0.683,-0.24,0.661,-2.568,1.75,-0.939,0.8,-0.966,0.301,0.354,0.784,-1.676,1
0.397,-1.706,-0.085,-0.873,0.603,-0.714,0.868,0.012,-0.272,-0.618,1.347,-0.106,-1.281,-1.206,-0.309,-0.871,-1.432,-1.224,-0.497,2.438,-2.613,1.27,1.637,-1.302,-1.867,0.509,0.083,1.02,-1.409,0.398,0
-1.613,-0.183,-0.771,1.247,1.679,1.282,-1.225,-0.386,-1.632,1.006,-0.572,-0.884,0.84,2.725,1.31,-2.054,0.335,0.31,1.945,0.567,-0.231,-0.72,1.252,1.231,-0.157,0.193,0.554,-2.239,-2.191,1.011,0
0.867,-0.944,0.549,0.319,0.832,-1.953,0.906,0.63,0.439,-0.058,-1.262,2.687,0.478,-0.769,-0.646,-1.185,-0.432,0.167,-1.349,0.627,-0.845,-0.241,-0.351,1.05,-0.565,1.365,-1.496,-0.415,0.937,-0.631,0
-1.385,-0.555,1.252,-0.126,0.848,-0.345,-0.407,-1.065,0.25,0.766,0.057,-1.625,-1.652,-0.368,0.34,-0.314,0.462,-0.371,-1.421,1.226,0.053,0.267,-1.79,0.247,0.856,0.706,0.314,0.695,0.364,0.216,0
-0.394,0.22,0.482,-0.334,-0.893,-0.789,-0.515,0.396,0.102,0.112,-1.912,1.013,0.551,-1.763,-1.554,0.889,-1.643,-0.25,0.692,-0.003,0.859,-1.435,1.251,-0.342,0.249,1.216,0.275,-0.508,1.2,0.294,0
0.928,0.335,-0.544,-2.079,-0.077,-0.765,-0.23,-1.624,0.196,-0.913,0.164,0.584,-1.223,1.098,-1.607,-2.762,-1.18,0.069,-0.716,0.867,0.313,-1.466,-0.564,0.347,0.514,0.887,1.64,-1.527,-1.973,-0.787,1
-0.973,0.983,0.196,-1.443,0.741,0.44,-0.208,-0.695,-0.131,-0.218,-0.826,-0.93,1.754,-1.052,-0.971,0.181,-1.628,0.963,0.01,0.825,0.327,-0.501,-0.731,-0.871,0.527,-0.477,2.661,-0.23,-1.369,0.636,1
0.271,-0.987,2.003,-2.214,0.018,-1.038,1.248,-0.931,-0.591,-0.828,1.308,0.894,-0.356,-0.749,-1.682,0.796,-0.233,-1.293,-0.002,-0.215,-1.824,-1.784,0.335,-1.039,-1.076,0.379,1.277,-1.594,-1.996,0.809,1
-0.288,-0.79,-0.625,-1.876,0.253,-0.012,-0.518,-1.318,-0.615,-0.815,-0.969,-1.495,0.703,-0.049,1.196,0.013,0.044,-0.729,-1.008,-1.166,0.416,1.285,-0.362,0.265,1.13,0.349,0.329,-0.973,1.36,-1.414,1
0.794,-1.302,2.24,1.312,-0.538,0.328,0.237,-2.555,0.511,1.221,-0.169,1.476,-0.722,-1.009,-2.476,0.723,-1.294,0.418,0.162,1.318,0.326,-0.386,0.879,0.891,-1.437,1.943,1.208,-0.587,-1.804,1.127,1
0.728,1.929,-0.484,-0.143,1.833,0.015,0.329,1.129,-0.258,0.307,-0.474,0.214,0.03,-0.523,1.589,0.982,-0.966,1.116,-0.358,-1.609,-0.156,-1.092,-1.102,0.856,-0.986,-2.702,-0.722,1.363,-1.658,-0.041,1
-0.375,-0.048,0.21,-1.669,-2.113,-2.457,1.291,0.133,-0.209,0.499,-0.532,0.929,0.677,-0.023,0.004,0.002,0.508,-0.518,1.016,0.085,1.671,1.266,-1.274,0.517,1.194,0.129,0.558,0.748,-1.172,0.829,0
-0.402,1.71,-0.664,-0.241,0.407,0.392,-0.314,-0.703,2.327,-0.306,0.302,-0.28,1.154,-0.936,-0.306,0.873,0.223,-0.493,1.263,-1.254,-0.236,-0.624,2.509,-0.773,0.099,-0.522,-1.238,-0.819,-0.306,-1.199,0
-0.218,0.728,1.174,0.977,-0.333,-0.996,0.974,-1.144,-0.447,-0.355,-1.299,-0.168,-0.834,0.325,0.249,-0.365,-1.39,-0.198,0.382,1.242,-0.696,-0.29,-0.108,0.427,0.03,-0.199,-1.409,0.455,-1.248,-0.399,1
-0.583,-1.869,0.244,0.529,-0.054,-0.454,0.719,-0.231,-0.044,0.192,-1.245,1.753,0.562,0.601,-2.646,0.769,-0.92,-0.531,0.111,2.259,1.408,-0.247,0.283,-0.387,0.131,1.377,1.114,-0.808,0.342,0.345,0
1.992,-2.103,-0.181,0.034,-2.208,1.024,0.458,0.956,-0.052,1.033,0.166,0.907,-2.336,0.093,1.184,-0.602,0.016,0.8,-1.352,0.771,-0.532,0.438,1.448,-0.547,1.061,0.39,2.394,1.846,1.847,-0.439,0
-0.963,1.438,0.531,-0.832,0.96,0.527,0.963,-0.659,-0.378,-0.858,-1.652,-2.019,-0.729,-2.17,-0.698,0.513,-1.524,0.433,-0.39,1.353,-0.598,0.157,0.467,1.454,-0.847,0.635,0.303,1.205,-1.431,0.877,0
0.667,-0.262,0.903,-0.08,1.064,-2.018,-1.123,-0.956,-1.315,1.087,0.644,-1.158,-0.08,0.649,-2.873,0.51,-0.149,-0.64,1.462,0.714,-1.401,-1.104,0.218,-0.756,0.44,-0.03,-2.204,-1.776,0.23,-0.704,1
0.75,-0.783,-0.403,-0.71,0.905,1.718,0.272,1.052,-0.881,0.154,-0.654,-0.917,3.611,0.705,-2.556,0.619,-1.777,1.463,-0.959,0.204,-0.274,-0.668,1.248,1.934,0.506,0.352,0.107,-0.272,-0.232,-0.676,1
-0.104,0.581,-2.491,-0.131,-0.425,0.007,1.02,0.69,-2.466,0.363,0.809,-0.733,0.515,0.586,-0.006,1.172,0.297,0.571,-2.041,1.063,-0.375,1.225,0.619,-1.243,1.167,0.355,-0.427,1.394,-0.347,-0.485,0
0.316,-0.163,-0.736,-1.78,0.828,1.402,-1.907,0.314,-0.968,0.587,-0.894,-0.87,1.321,0.374,1.467,0.28,-1.401,-1.247,0.104,0.848,0.459,0.584,0.864,-0.144,1.555,0.533,-0.396,0.054,-0.772,3.113,0
0.465,2.247,-0.797,0.57,-0.701,-1.654,-1.889,1.071,1.179,-0.313,1.936,-0.181,-2.034,1.123,0.277,-0.15,0.476,0.611,0.054,0.881,-1.276,0.297,1.269,-0.398,-1.659,-0.97,0.557,-0.224,1.015,0.074,1
-0.187,-0.043,1.64,0.188,-0.111,1.959,0.977,-0.702,-0.823,-1.89,-0.487,0.177,-1.479,-0.247,1.019,0.794,-0.472,2.26,1.05,0.802,1.415,-0.521,-0.228,-0.514,1.199,-0.263,-0.776,2.032,0.515,-0.288,1
-0.544,-2.499,-0.544,1.392,0.178,-0.174,-2.186,-1.23,-0.676,-0.097,0.823,0.867,1.116,0.784,-0.15,-0.172,-0.028,-0.577,-1.757,0.53,1.609,0.754,-0.626,-0.269,-0.572,1.422,1.391,-0.881,-1.299,1.343,0
0.705,1.264,-0.59,-1.253,-1.083,-0.062,-1.595,0.552,0.062,1.115,2.734,0.905,-0.036,1.359,0.196,0.418,-1.994,0.26,0.307,-0.741,-0.849,-0.93,0.654,-0.864,0.433,0.011,-0.891,-0.99,-1.845,-0.452,0
-0.1,0.894,0.733,0.158,-0.562,-0.375,0.544,-0.528,0.84,-0.312,0.407,0.463,-0.602,1.162,1.293,0.91,0.115,-2.088,0.164,1.76,0.714,2.142,0.957,-0.194,-0.444,-0.127,0.323,-0.61,-0.149,-1.191,0
-1.385,2.618,-0.601,-0.732,-0.057,1.728,-0.58,0.984,-0.156,-0.197,-1.007,0.454,-0.274,0.144,-1.939,-0.012,-0.967,-1.55,-0.636,-0.775,0.59,0.575,0.579,0.973,-0.936,-0.707,0.552,0.842,0.145,-0.377,0
0.688,-0.315,-0.507,0.919,0.588,0.858,0.158,0.297,-1.83,0.661,-0.226,0.75,0.111,-0.037,-0.546,-1.855,-1.82,0.104,-1.081,1.403,1.292,-0.197,0.131,-0.129,-0.611,-0.968,-0.431,0.083,1.008,-0.068,1
0.435,1.734,0.323,0.223,0.958,0.626,-0.297,1.908,-0.227,-0.38,0.982,-0.262,1.098,-1.001,-0.339,-0.548,-1.49,-0.322,-1.323,-0.054,0.95,-0.089,-0.454,1.04,0.338,-0.819,0.615,1.491,0.389,-1.883,0
-0.846,-0.706,-0.471,3.086,0.064,1.248,-2.419,-0.122,-1.364,0.067,0.819,0.184,1.036,0.889,1.599,0.722,0.862,0.898,-0.904,-1.124,0.944,0.898,0.388,-0.889,-0.601,0.103,-0.576,-0.518,-0.161,1.112,0
-0.333,0.71,0.477,0.03,0.135,-0.397,2.727,-1.222,-0.995,1.94,-1.6,0.564,-0.011,-0.205,0.129,-1.119,-1.087,0.113,1.299,0.237,-2.13,-1.157,-0.621,0.542,1.486,1.107,0.889,-0.291,1.662,-1.565,1
0.922,2.385,-1.21,-1.059,0.153,-0.17,-0.876,-1.492,-0.919,-1.688,0.258,0.541,0.288,-0.199,-1.105,1.138,0.069,1.233,-0.769,0.703,1.859,1.562,1.83,-0.109,0.348,0.771,1.905,-1.172,-0.294,-0.185,1
-2.661,0.189,-0.693,1.042,0.828,0.686,0.015,-0.605,-0.099,1.057,1.08,0.107,-1.089,0.08,1.214,-1.967,0.504,0.402,0.165,0.342,-0.663,-1.754,-1.345,1.237,-0.927,-1.383,-0.788,0.398,0.443,-1.71,0
-2.629,-0.724,-1.087,0.715,-0.404,-0.529,-0.597,-0.091,1.605,-0.313,-0.04,1.785,-0.721,-1.357,-0.56,-1.105,-0.995,-0.949,0.065,0.576,0.748,-0.798,0.138,-1.559,0.786,1.133,1.183,-3.1,1.7,0.662,0
0.058,-0.559,0.271,-0.051,-0.883,1.097,-0.636,-1.263,1.229,-1.007,0.032,-2.677,-0.874,2.392,1.199,-0.379,1.433,-0.581,-0.27,1.277,0.588,0.496,0.44,-0.715,1.513,-1.129,-0.448,-0.911,-0.22,1.254,1
0.109,-0.091,0.329,0.188,0.09,1.062,-2.011,0.058,-0.789,-0.268,-0.467,-0.054,1.455,1.378,1.804,-0.22,0.5,1.45,-0.034,1.027,-0.896,0.253,-0.161,1.271,-0.496,2.369,-0.55,0.128,1.615,-0.361,0
0.071,0.529,0.665,-0.831,-0.34,-1.023,1.019,-0.848,-0.502,0.247,0.048,-1.211,0.812,-0.44,-0.793,-0.952,-0.777,0.851,-1.289,0.48,1.531,1.363,-0.046,1.213,-1.068,-0.82,0.504,-1.231,-0.71,0.405,1
0.044,-1.17,-2.357,-0.591,-0.188,0.028,0.028,-1.19,0.811,-1.439,0.159,-0.84,0.903,-0.154,0.271,1.926,1.103,1.12,-0.201,-0.033,0.759,1.108,0.983,0.441,1.943,0.089,0.282,-0.657,0.532,-0.123,1
1.293,-0.404,0.322,0.842,-1.158,-0.692,1.579,-0.166,1.05,0.175,-0.305,-0.109,0.427,-0.325,0.64,1.683,0.237,1.064,0.034,1.022,-0.018,1.179,0.756,-1.342,0.223,-1.041,0.358,0.313,0.784,0.342,1
-1.085,0.649,-0.056,-1.22,-2.089,-0.222,-0.481,0.065,1.932,-0.481,-0.527,0.217,1.009,-0.44,-1.119,-0.34,2.096,0.616,0.882,-1.12,-1.38,-0.153,0.18,-0.626,0.217,-1.657,-0.66,-1.61,-0.571,0.851,1
-0.502,-0.095,0.335,-3.02,-0.474,-0.145,-0.815,-2.032,-0.0,-0.112,-2.528,-1.107,1.688,-0.557,-0.122,0.695,1.255,0.581,-1.336,0.055,0.22,-0.702,-1.003,-1.941,1.169,-0.587,0.207,-1.28,1.2,-0.509,0
0.449,-0.399,1.558,-0.676,0.297,-1.39,-0.329,0.611,2.384,0.022,-1.443,1.151,-0.369,-0.889,0.939,0.158,1.688,2.408,-0.484,-0.141,-0.473,-0.039,0.298,-0.118,-0.547,0.247,0.599,1.341,-0.246,-0.983,1
-1.251,-0.237,0.047,-0.576,-0.268,0.55,0.28,-0.904,0.735,-1.982,0.348,0.099,-0.891,-0.774,-0.338,-0.379,-2.059,0.086,0.185,-0.803,0.012,0.259,0.222,0.562,-0.391,0.863,1.256,0.096,-1.111,0.829,1
0.816,-0.034,0.013,0.062,1.448,-0.49,1.439,0.292,-0.175,0.656,-0.44,-1.908,2.412,-0.897,-0.934,0.942,-1.246,-0.107,-0.29,-0.101,0.115,-1.229,0.182,1.204,-1.005,0.701,0.309,2.549,0.152,0.622,1
1.224,-0.52,-0.871,-0.419,-1.819,-0.325,-0.744,-0.971,-1.006,0.077,1.505,-0.017,0.31,-0.853,-1.967,-1.49,-0.758,0.957,-2.259,0.389,-0.33,0.913,-1.011,-1.484,0.388,0.456,0.571,-0.435,0.585,-1.246,1
0.926,-1.014,0.286,-1.23,-0.812,-0.277,-0.747,-1.258,0.317,0.987,-0.207,-0.542,-1.202,0.266,1.094,1.145,1.071,-1.504,-1.367,0.685,-0.622,-2.02,2.156,1.075,0.024,1.0,0.146,-1.2,0.443,-1.128,1
-0.64,0.455,-0.211,0.221,1.227,-1.844,0.385,2.227,-0.259,-0.781,0.149,-0.731,-0.704,-0.276,0.016,0.198,0.906,1.061,-0.049,2.015,0.681,-0.334,-0.821,0.245,-0.593,0.139,1.017,-2.335,1.142,0.534,0
0.146,-0.42,0.54,0.303,-0.261,1.721,-1.719,0.66,0.986,-1.911,0.156,-0.508,1.447,0.197,-1.286,-0.37,-0.222,2.555,-0.595,0.134,1.053,0.126,0.315,0.386,0.553,0.661,-0.763,0.458,-0.241,-0.325,1
