feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,target
-0.931,-0.41,1.63,-0.396,-0.809,-0.816,-0.179,-0.733,-0.816,1.142,0.161,1.125,0.095,0.668,0.225,-0.852,0.452,-0.736,1.462,0.057,-0.624,-0.309,0.186,0.027,1.389,-1.459,0.773,1.282,1.922,1.515,1
-0.94,1.76,0.47,-1.151,-0.677,0.979,0.785,0.923,-1.356,-0.405,-0.694,0.388,-0.986,0.247,1.321,0.512,0.207,0.424,0.855,-0.752,-0.732,-0.35,0.147,0.338,-0.56,-0.333,2.071,0.268,-0.491,0.087,1
-0.192,-0.02,1.342,0.877,0.938,0.024,1.528,-0.08,-0.912,-1.194,0.92,0.289,-0.879,1.381,-0.699,-1.226,-1.969,2.351,0.354,-0.106,-2.409,-1.264,-0.425,0.241,-0.241,-0.683,0.283,-0.755,-0.023,0.045,0
-0.049,0.689,-0.64,-0.852,0.574,-1.026,0.553,1.259,0.232,-1.732,-0.301,0.893,-0.289,-0.726,0.466,-0.832,-0.846,-0.386,-0.151,0.819,-0.254,-0.475,-0.78,0.779,0.099,-0.754,0.905,-1.123,0.219,-0.092,1
0.576,-1.025,0.194,1.59,-0.781,0.181,0.568,-1.315,-0.037,-1.175,-0.524,0.855,0.715,0.855,0.697,-0.787,0.686,-0.289,0.161,-0.187,0.706,0.126,-0.226,-0.408,-0.61,-1.348,0.831,0.235,0.239,-0.152,1
1.35,0.316,0.173,-1.598,-0.883,-0.729,1.082,0.69,0.147,-0.26,1.229,0.402,0.292,-1.484,-1.289,0.823,-1.882,-0.244,1.832,-0.53,-0.82,-0.823,0.551,-1.142,1.874,1.369,-1.257,-1.622,-0.566,0.666,1
0.251,0.763,-0.963,-0.595,-0.226,0.895,-0.071,0.198,-0.088,0.466,0.745,-0.675,-0.867,-2.006,2.204,-0.337,-0.077,0.601,0.799,-1.382,-0.687,0.315,-1.217,-0.232,-0.118,-0.707,0.857,-0.607,-2.503,-0.518,1
-0.396,-0.007,-1.865,-1.259,0.445,1.588,1.103,0.122,-0.628,-0.617,0.837,-0.213,-1.038,-0.532,-1.448,-0.74,-1.99,-0.809,-2.649,0.645,1.663,-0.61,-0.555,1.207,-0.727,-0.258,0.734,-0.647,0.457,-0.506,1
-0.079,0.226,1.392,-0.165,-0.862,1.041,-0.19,2.051,-0.353,0.914,0.592,0.728,0.52,0.4,-0.162,0.381,0.282,-0.26,-0.176,1.29,-1.81,0.045,-0.511,1.692,-1.009,2.552,0.272,-0.453,0.778,0.562,1
-1.734,0.115,0.597,1.401,1.267,0.567,1.418,0.879,1.713,0.506,-0.565,-0.095,0.277,0.296,1.208,-2.08,0.823,-0.548,0.346,1.22,-0.435,-1.736,-1.441,1.454,1.204,-0.951,-2.295,-0.834,2.157,1.08,0
-0.816,0.711,-0.242,0.991,0.551,0.63,0.176,1.634,1.26,-0.634,-0.866,0.285,-0.54,-0.069,-0.9,0.164,-0.57,-0.172,1.949,-1.573,-0.12,0.677,-2.55,1.389,2.071,-0.416,1.74,-1.508,0.942,1.177,1
-0.886,-0.897,-0.45,-1.282,-0.091,1.569,0.629,-0.14,-0.834,-1.064,-0.497,-0.897,0.234,0.133,1.753,-1.564,0.264,0.589,-0.696,-0.982,0.907,0.131,0.367,0.894,0.99,1.069,0.882,0.119,-1.69,-0.657,1
-1.413,1.786,-0.187,0.457,0.509,0.124,-0.776,-0.908,1.659,-0.977,-1.438,-1.079,-1.032,0.491,-0.992,0.377,-0.947,0.416,-0.741,-2.031,0.746,-0.233,-1.717,-1.565,1.161,-1.728,0.624,0.196,0.957,0.992,0
-0.754,1.385,-1.088,-0.688,-0.034,-1.296,1.018,2.094,0.223,0.04,-0.11,1.21,0.846,1.1,-2.867,0.433,2.362,-0.946,1.683,0.465,-0.948,-0.527,-0.176,1.684,-0.006,-1.284,0.17,0.845,0.28,0.921,0
1.983,-1.056,-0.787,-0.317,-0.093,-0.392,-1.927,-0.919,1.127,1.419,-0.301,-1.69,0.928,-1.124,-1.052,-0.447,0.523,-0.339,-1.758,-0.652,0.808,0.444,0.121,0.794,-0.269,1.632,1.456,0.851,1.305,0.863,0
-0.538,0.539,-0.188,-1.651,0.62,-1.127,0.405,0.219,-1.155,1.52,-1.838,1.219,-0.187,1.079,0.141,-0.992,-1.549,-1.335,-1.668,-1.848,0.026,0.768,-0.103,-1.164,-0.174,-0.978,0.074,0.216,-2.414,0.628,0
0.604,-0.062,-0.272,2.053,-0.664,0.459,-1.687,0.032,-0.249,-1.243,1.621,0.151,1.458,0.859,0.412,-0.383,0.207,-0.845,0.262,-0.791,-0.353,-0.428,1.689,1.213,-0.085,1.041,-0.524,-0.513,0.43,1.815,0
-1.151,-0.306,0.808,0.796,0.224,-0.051,0.738,1.502,0.821,-0.057,-1.987,0.998,0.003,0.078,-1.071,-1.021,1.732,0.542,0.305,1.136,0.684,0.269,0.821,0.275,-0.389,-0.202,2.094,-0.384,0.531,2.565,1
-0.067,-0.084,0.507,-0.905,-0.138,1.336,1.066,0.938,-0.576,0.266,-0.515,1.826,0.92,0.048,0.75,-1.682,-0.037,-0.059,0.669,-0.437,-2.338,1.858,-1.724,-0.275,0.453,1.295,0.059,-0.812,-0.171,0.973,1
-0.984,0.129,-1.107,-0.13,1.006,-1.375,1.198,-2.204,-1.146,-1.454,-0.238,-1.622,-0.314,-0.722,-0.194,-0.072,-0.775,0.26,1.2,-1.079,1.296,-0.18,-1.93,0.285,0.796,-0.26,0.307,-0.799,0.608,-0.803,1
-0.057,-0.243,0.915,-2.119,-1.256,1.841,0.863,-1.98,0.411,0.054,0.24,-0.338,-1.102,0.234,-0.472,-1.328,1.949,0.8,-0.011,-0.139,-1.949,-0.705,-0.929,0.538,-1.931,0.176,1.217,0.9,1.151,0.027,0
-1.496,-0.181,-1.671,0.377,-1.827,0.489,-0.558,0.373,-0.688,-1.458,-0.611,-0.676,-1.914,0.934,-0.434,1.478,0.769,2.331,-0.467,0.535,1.856,-0.117,0.669,-0.061,-0.143,-1.309,0.033,1.442,-0.633,-0.031,1
1.584,-0.468,-0.032,0.72,0.518,-0.484,1.37,0.188,-1.295,-0.132,0.09,-0.441,0.206,-1.006,1.112,-0.745,-0.971,-0.005,0.858,0.803,0.905,1.721,0.323,0.55,-0.642,0.229,-0.537,0.534,-1.06,-2.221,1
0.707,-0.214,-0.49,0.501,-0.922,0.159,-0.649,0.49,-0.28,0.941,-0.113,-0.862,0.138,0.013,0.335,-0.243,-0.651,-0.33,1.375,-1.033,0.06,-0.208,-0.989,-1.061,0.706,-0.229,-0.03,0.79,-0.223,1.508,0
0.6,-0.339,0.155,-0.279,0.871,0.763,0.696,0.441,-0.159,1.698,-0.056,-0.455,1.294,0.195,-1.775,1.509,-0.476,1.113,2.19,0.353,0.447,0.719,-1.93,0.998,-1.378,1.154,-1.093,-0.871,0.223,0.253,1
0.217,0.47,0.327,-0.095,-0.183,0.338,-0.69,0.047,0.549,-1.995,-0.949,-0.287,-0.902,-1.53,-1.219,1.146,0.202,-0.426,-0.151,-2.106,-0.63,1.242,-0.026,-0.541,-0.348,-0.782,-0.489,0.718,1.849,-2.432,1
-0.47,0.438,0.77,-0.149,0.249,0.539,0.059,0.288,-0.625,1.517,-0.61,-1.838,1.185,1.388,0.137,-0.842,-1.644,-0.064,-0.201,0.3,-1.353,0.833,-0.13,0.584,-0.386,-1.658,-0.227,0.631,-0.158,-0.2,1
0.466,0.56,0.917,-1.984,-0.016,0.034,-1.466,-0.327,-0.593,0.865,0.426,-0.234,-0.718,-2.245,0.552,0.886,-1.339,-0.4,0.747,-0.39,0.748,-0.446,1.08,2.621,0.686,1.535,-0.195,-1.401,0.438,-0.059,1
1.814,0.951,-1.203,-0.514,-0.853,-0.599,-0.299,-0.719,-1.436,0.634,-0.541,1.326,0.296,0.172,0.813,-0.637,-1.347,0.652,-1.351,2.109,-0.833,-0.941,-0.866,0.397,0.335,0.231,-1.211,-1.259,-0.01,0.978,1
0.075,-1.882,1.978,0.38,0.042,0.284,-2.161,-0.539,0.304,-0.35,1.171,-0.892,1.705,-1.713,1.092,1.902,-0.299,0.243,-0.552,-0.733,0.504,-0.182,-0.762,-0.848,0.664,2.391,0.467,0.751,-0.385,-0.066,0
0.695,-0.747,0.208,-0.127,-1.108,1.501,0.529,-1.558,-0.22,-0.888,-0.232,-0.481,-0.878,0.039,0.035,-1.36,-0.371,-0.04,0.585,0.581,0.278,0.734,-0.374,-0.395,-1.245,-0.426,-0.926,0.335,1.025,-0.691,1
-0.533,-2.006,0.537,0.425,-0.398,0.431,-0.07,-1.919,-1.186,1.396,0.318,1.049,-0.889,-0.149,0.012,-0.365,-0.146,1.142,2.019,-1.199,-0.09,1.014,-0.519,0.801,-0.745,1.911,0.323,-0.543,-2.022,0.782,0
1.836,-0.474,-0.386,0.367,0.345,0.555,0.352,0.767,0.745,1.487,-0.051,0.253,0.795,1.264,-0.04,-0.191,-0.438,-0.009,0.257,-0.003,-1.165,-0.46,0.182,0.185,0.721,-0.283,0.094,1.657,1.13,0.633,1
0.235,0.085,1.627,1.494,0.452,0.681,-2.739,-0.044,-0.132,-0.202,-0.148,-0.207,-0.415,-0.561,-1.522,-0.687,-1.207,0.274,1.593,0.824,0.175,0.378,-0.525,1.187,0.449,0.602,0.083,0.382,-1.002,-0.221,1
-0.653,-2.485,0.614,0.989,-1.656,0.176,0.886,0.022,-0.241,1.424,0.816,0.266,-0.232,2.055,0.437,1.109,1.684,-0.114,0.37,0.251,1.164,-0.877,-0.674,-0.653,-0.754,-0.1,-2.361,2.246,-1.324,-0.197,0
0.292,-1.213,0.737,0.928,0.629,-0.236,-0.023,-2.781,-0.842,-0.672,0.133,-1.204,1.334,-2.036,0.278,0.391,-0.67,-0.083,0.069,-0.263,0.742,0.29,-0.438,-1.386,-0.771,-0.317,-1.613,-0.948,-0.374,-0.872,1
0.744,-0.174,-0.918,-2.133,-0.413,-0.476,0.503,0.27,-0.043,1.036,1.342,-0.119,-0.077,0.595,0.572,2.664,-1.107,1.027,0.287,-0.11,2.381,-0.419,0.683,1.787,-0.023,0.749,-1.176,0.267,-0.229,0.541,0
0.694,1.856,-0.798,1.026,1.147,0.009,-0.303,-1.072,-0.132,1.031,-0.872,0.186,1.757,1.229,0.594,0.688,-0.511,0.804,1.561,-0.541,-0.986,-0.683,-0.327,-0.832,1.963,0.592,-0.637,-0.2,-2.15,0.127,1
0.378,1.793,0.943,-0.672,0.731,2.25,0.111,-2.841,-0.806,1.42,0.803,0.745,-1.537,-1.053,0.068,-1.47,-1.714,0.073,-0.164,-1.81,0.143,0.161,0.722,-1.801,1.434,-0.466,0.621,0.018,-0.432,-0.348,1
0.974,1.176,-0.126,1.213,0.935,-0.078,-1.465,-1.957,0.102,-0.344,1.244,0.057,0.948,0.964,0.693,1.228,0.812,-1.351,-0.623,2.178,1.46,-0.997,-0.088,-0.358,-1.778,0.03,0.364,-0.705,0.781,1.241,0
-1.291,0.697,0.559,0.44,0.674,-0.576,-0.845,-0.57,-0.375,0.43,-0.613,-1.132,-0.1,1.395,2.239,-0.446,-0.304,-1.576,-0.688,0.083,1.138,1.851,0.111,0.027,-0.348,-0.339,0.651,2.176,0.321,1.326,0
0.412,1.109,0.783,-1.345,-0.508,-0.45,0.464,-1.999,-0.741,0.701,-1.394,0.847,-1.719,0.533,-1.19,0.342,-0.3,1.004,0.692,1.048,-0.151,-2.298,-0.124,-0.8,0.743,-0.809,-0.507,-0.693,0.888,-1.533,0
-0.497,0.591,1.119,0.154,-1.294,-0.571,1.383,0.625,-0.652,-0.838,-1.259,0.314,0.519,0.571,1.664,2.191,-0.977,-1.861,-0.239,0.564,0.339,1.53,2.691,0.658,-1.197,-1.96,-0.757,-1.006,-0.461,-0.77,1
-1.313,-0.051,1.496,0.845,-0.424,1.325,-0.047,-0.535,1.659,-0.34,-1.255,-1.187,0.132,0.341,-2.676,-1.416,1.319,-0.212,-1.032,1.673,1.725,0.933,-1.397,0.182,-2.005,-1.495,0.596,-0.364,-0.228,-0.624,1
-0.719,-0.071,-0.738,-0.705,0.454,0.262,-1.216,-0.256,-1.124,1.228,0.029,1.871,-0.312,0.273,-0.792,-0.011,-0.133,1.867,0.707,-0.172,-0.011,-0.586,2.028,-0.115,0.177,0.931,-1.152,0.422,0.086,-1.487,0
-0.843,-0.981,0.352,1.342,1.019,-1.078,0.771,0.468,-0.722,-0.72,-1.394,1.978,0.659,0.749,-0.807,0.44,1.127,0.177,-0.446,1.184,-1.676,-0.637,-0.614,0.046,-0.41,-0.573,0.679,1.124,-1.647,1.593,1
-0.792,0.475,0.119,0.793,-1.68,-0.182,0.101,-0.425,-0.062,-1.044,0.879,-1.199,-0.685,-0.237,0.843,1.299,-0.941,-0.511,-1.693,0.508,-2.546,-0.266,-0.24,0.658,0.212,0.016,0.403,-1.196,-0.716,-1.77,0
0.914,-0.358,1.339,0.416,-0.686,0.829,0.93,-0.651,-0.559,-1.142,-1.539,-1.188,-2.038,0.499,-1.094,-0.797,-0.065,-0.068,0.476,-1.489,0.334,-1.034,-1.04,-0.07,1.062,-0.47,0.614,2.089,0.825,0.437,1
0.148,-0.706,0.973,0.525,1.718,0.646,1.027,0.911,-0.797,0.228,0.071,0.472,2.1,-0.809,-1.1,-1.084,1.902,1.795,-0.587,0.018,1.223,-1.128,1.188,-0.743,0.259,-0.006,-0.668,0.464,-0.352,-0.865,0
-0.511,1.089,-1.686,0.691,-0.215,0.461,0.074,-0.713,2.216,-0.286,-1.188,-0.075,-2.515,1.315,0.278,0.102,-0.832,0.081,0.799,-1.664,2.398,0.872,1.076,1.635,-3.025,-0.176,0.678,-0.002,-1.244,1.418,1
-0.831,1.409,0.531,1.45,-0.843,-0.437,0.381,-0.177,0.236,0.497,-0.647,-0.325,-1.048,2.205,-1.685,-0.523,-0.693,-0.148,0.525,-0.533,-1.228,0.839,-0.317,-1.47,1.624,0.474,1.042,-0.625,0.27,0.786,0
-1.114,-1.235,0.346,1.332,0.564,-0.374,0.307,0.628,-0.509,-0.73,-0.164,-0.25,-0.637,-1.013,1.101,-1.514,-0.102,0.236,0.305,0.318,0.456,0.662,-1.537,0.455,0.243,1.983,-1.246,0.916,0.811,2.036,1
-0.241,0.679,-0.699,0.556,-0.267,-0.54,-0.673,-0.149,1.419,1.958,1.159,1.418,-0.362,-0.044,-0.108,-0.612,-0.255,-0.036,0.692,0.121,-1.685,0.2,1.871,-3.159,-0.193,0.851,-0.917,0.228,-0.252,-0.475,0
-0.372,-0.74,-0.343,0.679,-0.128,-1.095,0.448,1.15,-0.944,1.758,1.059,-0.871,0.119,0.761,0.13,-0.502,-0.263,0.563,-1.136,-1.505,-0.571,-1.001,0.587,1.063,0.476,-0.255,0.461,0.419,-0.823,1.942,1
-1.544,0.127,4.221,-1.94,-0.19,-0.441,0.365,-1.645,-0.598,-0.411,-0.903,0.339,0.068,-0.787,0.632,0.49,1.064,0.379,1.962,-0.721,0.723,0.595,-1.089,-0.5,-1.185,1.077,2.365,0.485,0.254,0.028,1
-1.154,-1.385,-0.053,0.632,1.942,0.757,1.54,-1.157,0.361,0.113,1.759,0.494,-0.568,0.154,1.039,-0.696,-0.609,-0.205,-0.032,-1.079,-3.361,0.407,2.322,-0.632,0.395,-0.979,0.569,0.103,0.899,-1.554,0
-2.11,-0.504,1.814,-1.22,-0.363,1.097,-0.647,-1.336,1.462,1.09,-0.354,-0.391,-1.42,0.289,-1.027,-1.483,0.927,1.019,1.805,-0.046,0.659,0.232,-0.446,1.494,0.718,-0.957,0.094,0.798,-0.607,1.627,1
-1.343,0.677,-0.323,-0.702,-1.486,-1.048,0.034,-1.003,0.019,-0.492,-0.497,0.743,0.668,-0.644,2.181,1.188,-1.517,-0.463,1.182,-1.438,1.53,-0.299,-0.878,0.189,0.053,-0.259,-1.274,0.349,-0.052,0.096,1
0.762,0.451,-0.225,0.943,-1.377,0.828,0.142,-0.643,1.233,0.281,0.314,-0.669,0.308,-0.467,0.492,0.046,-1.809,0.146,-0.877,-0.336,0.882,-0.365,-0.269,-0.981,0.768,-1.519,-0.202,-0.155,0.802,0.83,1
0.744,0.443,-1.388,-0.951,1.855,0.031,-1.414,0.508,1.233,1.173,0.434,0.306,0.161,-0.317,-1.206,-0.014,-0.175,0.454,1.203,0.883,-1.447,1.474,-0.704,-2.989,0.528,0.004,0.699,1.884,-1.223,-0.503,0
1.326,-0.39,-1.271,-0.111,-0.429,-0.122,-0.622,0.722,-1.305,0.479,0.653,-2.386,1.119,1.015,-0.365,-0.851,0.755,-0.915,0.311,-1.456,0.407,-0.636,-0.027,0.753,1.021,-0.686,-0.347,1.042,-1.146,0.502,0
0.351,0.206,0.483,-1.342,1.888,-2.707,0.839,0.879,-0.803,3.248,0.357,1.537,0.246,-0.868,0.7,1.199,-0.714,-0.052,2.221,-1.388,0.425,0.853,0.094,-1.04,0.704,-0.344,0.195,1.335,0.874,0.774,0
0.308,-1.593,-1.236,-2.246,0.696,0.389,-2.533,-0.364,0.877,-0.435,-1.171,-0.844,0.559,-1.549,-1.833,1.164,0.043,-0.181,1.572,0.512,0.21,-0.636,1.687,1.137,-1.456,0.751,1.648,0.971,-0.876,-2.107,0
0.229,-1.8,0.463,1.223,-2.71,0.66,-0.021,-0.384,0.495,0.19,0.99,-0.975,0.834,-1.224,1.628,-0.196,-0.798,0.164,1.708,1.002,2.019,0.786,-2.366,-0.851,-0.445,0.155,0.34,-0.502,-0.465,-0.934,1
1.289,-1.512,-0.026,-0.707,-2.125,-0.993,-0.683,0.974,-0.059,0.319,0.503,0.403,-0.208,0.805,-0.026,-1.115,-0.269,-1.049,0.055,-0.219,-0.282,-0.541,-0.528,-0.716,-1.002,1.993,-0.613,-1.478,-0.02,-1.284,0
0.136,-0.368,0.175,-1.018,-0.09,1.494,2.345,-0.307,-0.809,-0.258,-1.081,0.549,1.646,-1.105,0.128,-0.535,-0.132,-1.164,0.772,-0.182,-0.037,-0.621,-0.029,-2.16,-1.841,0.219,0.375,-1.849,-0.76,-0.417,1
1.378,0.867,-1.932,0.99,1.051,0.098,0.288,-0.367,1.203,0.453,-0.317,-0.313,0.636,0.251,-0.875,2.029,0.422,0.199,-1.124,-0.03,-0.047,-0.713,-0.907,0.183,-2.029,0.984,-0.148,-0.473,0.126,0.726,0
-1.834,1.172,0.273,0.532,0.416,0.115,1.137,0.253,0.522,1.509,-1.232,0.364,0.615,0.302,-0.09,0.421,1.073,2.868,-0.966,0.815,0.239,-1.366,-0.955,-1.484,-1.667,-1.666,-0.156,-1.121,1.215,1.06,1
0.523,-0.669,-0.148,0.026,-0.601,0.083,-1.35,0.304,0.787,-0.644,-1.218,0.244,-0.356,1.096,0.113,1.939,0.286,-0.692,2.168,-0.545,-0.161,0.899,1.7,0.238,0.9,0.491,0.833,1.281,-0.065,0.921,1
0.27,0.779,0.023,0.375,-0.755,-0.225,2.04,1.303,0.745,0.007,0.538,-1.142,-1.309,-1.823,3.405,-1.081,0.294,-1.066,0.35,1.723,-0.195,-0.363,0.358,0.696,1.051,1.176,-0.096,1.15,-0.646,-0.321,1
1.627,-2.293,-0.376,-1.043,0.086,1.196,-2.138,1.482,0.089,-0.071,0.515,0.66,-0.544,-2.066,0.702,-0.382,-1.059,-2.078,-0.349,-0.032,-0.91,1.544,-0.857,1.622,-1.333,-0.453,0.54,-0.877,1.721,-1.542,1
-0.922,-1.348,-1.072,-0.618,-1.653,0.873,-1.769,-0.718,0.885,1.237,-1.357,1.315,1.849,-0.608,0.449,0.193,-0.581,-0.22,-1.377,0.905,2.16,-0.396,-0.334,0.882,0.002,1.535,-1.002,-0.428,-0.32,0.332,1
0.106,-0.103,-0.517,0.685,-0.353,0.216,-1.845,-0.081,-0.782,0.288,-0.442,-0.082,-0.553,-0.985,0.433,-0.308,2.145,1.059,-1.558,0.107,-2.045,1.39,-0.366,0.885,0.448,0.052,-1.152,-0.368,-0.556,-0.211,1
1.148,1.256,0.931,-0.918,-0.393,0.789,0.116,-0.076,-1.419,0.326,-0.486,0.432,0.45,1.176,-1.734,-1.19,-1.318,1.281,0.029,0.131,-0.158,-0.124,0.031,-0.759,-0.867,-0.042,-0.207,-0.102,-0.489,-1.286,1
0.955,0.127,1.31,1.298,-1.157,-1.035,0.527,-0.575,1.308,-0.382,0.713,0.527,0.296,0.284,-0.345,0.973,1.065,1.957,0.615,0.731,-0.435,-0.647,-1.163,1.605,-0.067,0.299,0.84,2.149,0.176,-0.992,1
-1.259,0.332,2.528,-1.558,1.367,0.108,-0.942,-1.241,0.515,0.185,-1.316,2.13,0.936,-0.094,1.34,0.815,1.336,-1.431,0.662,0.313,-1.491,-0.575,0.762,1.191,1.297,-0.443,-0.745,-0.984,-1.634,-0.996,1
-0.768,-0.215,-0.983,0.366,-0.358,0.178,-0.041,-1.155,-0.143,2.615,-1.175,0.524,-0.487,-0.275,-0.94,1.638,0.763,1.415,-0.104,0.665,0.434,-0.962,-0.055,-0.339,0.467,-0.68,1.789,-0.711,-1.092,0.498,0
1.078,-0.035,1.032,-0.381,0.569,-1.098,0.102,-0.592,-1.131,-0.432,-0.045,0.556,-2.866,-0.169,-1.044,-0.033,0.68,-1.224,0.802,-1.631,0.362,-0.497,-0.108,0.442,-0.016,0.389,-0.077,0.767,0.197,0.242,0
2.735,0.743,0.465,-0.371,-1.319,0.138,1.046,-0.827,-0.751,-0.579,-0.179,-0.332,-0.824,-1.767,-0.682,0.066,0.37,0.155,-0.517,0.18,0.13,0.944,0.143,0.089,0.05,-0.556,0.628,1.493,0.876,-0.097,1
0.054,-0.486,0.819,1.132,0.133,0.35,-0.139,1.136,0.395,-0.961,0.375,-0.979,-0.856,0.117,0.187,0.238,-2.512,1.3,1.793,-0.967,-0.0,-0.845,0.615,3.314,-0.334,0.827,1.909,1.105,-0.337,-0.101,1
-0.032,0.673,0.778,-1.285,1.602,-0.231,-0.106,-0.15,-0.434,0.223,-1.498,0.032,-0.863,0.211,-0.654,-0.034,1.241,-1.253,0.888,-0.37,1.062,0.771,-2.61,-2.215,-2.383,1.062,0.344,1.341,1.163,-1.367,0
0.972,1.515,-0.566,1.01,0.728,-0.422,-0.396,-1.897,1.224,-1.71,0.748,0.444,1.435,2.68,-0.601,1.041,1.282,-0.606,-1.378,-0.161,-0.12,0.917,-0.106,-0.678,-0.644,0.636,1.546,0.614,-0.767,-0.837,1
-1.093,-1.018,0.471,-0.654,1.081,1.937,-0.822,-1.733,1.379,0.271,-0.683,-0.328,-0.554,-1.21,1.48,-0.996,0.3,-0.063,-1.508,-0.631,0.158,1.918,-1.022,-0.8,1.61,-0.396,-0.937,1.244,0.64,0.59,1
-1.131,-0.829,-0.393,0.717,1.516,1.226,1.851,-3.453,-0.142,0.091,0.611,0.181,0.727,-1.362,0.974,0.701,-0.664,-0.968,-0.541,0.318,-0.209,-1.003,0.367,0.899,0.045,0.337,0.659,-1.214,-0.048,-0.764,1
0.098,-0.727,-0.306,-0.622,1.666,1.758,-1.238,2.378,1.559,0.987,0.155,0.606,-0.768,0.004,-0.838,-0.138,-0.536,-1.201,0.377,-1.15,0.689,1.044,-0.486,-0.932,0.463,1.764,0.038,-0.66,-0.099,1.028,1
1.282,-1.007,0.012,1.437,1.843,0.907,-0.96,0.233,-0.008,0.264,-1.679,-0.473,-0.281,-0.913,-0.157,-0.346,-0.02,0.424,-0.947,-0.269,1.426,-1.255,1.936,-0.83,-0.711,-0.186,0.382,0.028,-1.806,0.55,0
-1.627,-0.684,2.01,1.617,-0.609,-1.764,1.31,-0.616,0.107,-1.474,0.625,-0.029,-0.472,0.57,-1.578,-0.485,0.279,0.941,0.765,-0.288,0.835,-1.039,-0.441,-0.414,-0.447,-0.067,0.158,0.424,-1.175,1.446,1
0.289,-0.575,-0.486,-0.417,0.209,-0.155,-1.075,-0.656,-0.538,-0.339,-0.274,1.491,0.856,0.635,0.276,0.424,-1.781,-0.247,-0.613,-0.907,1.279,0.562,0.751,-0.338,0.484,-2.381,-1.034,2.163,-0.178,0.561,1
0.629,0.722,-0.279,-0.99,-1.981,0.04,-0.628,-0.921,-0.288,-1.054,-1.597,-0.153,0.231,1.007,0.121,0.537,-0.808,1.769,0.179,0.516,-0.463,-0.634,-0.145,0.195,0.509,0.993,0.588,-0.438,0.538,-0.858,1
1.194,-1.781,-0.78,1.314,1.682,-0.889,-1.638,0.77,-0.443,0.674,0.532,-0.979,0.066,0.05,0.071,2.525,0.458,-1.711,0.532,0.483,0.388,-1.458,-0.278,0.522,0.218,-0.751,0.884,-0.081,-0.885,-0.253,0
2.236,0.002,-0.547,-0.913,0.75,1.18,-1.152,0.981,0.32,-1.238,-0.573,-1.185,-1.429,-0.035,0.551,0.495,-2.627,0.794,0.061,0.093,-0.445,-0.11,-0.6,-0.591,-0.878,-0.228,-0.61,-0.881,0.208,-1.247,0
0.95,-0.177,-0.684,-0.465,0.665,-0.414,-0.323,0.03,-0.313,-0.138,0.34,2.008,-1.363,-2.525,1.736,-1.021,-0.005,1.084,-1.267,-0.535,-0.098,1.069,-0.863,-0.152,0.275,-0.782,-0.119,0.312,-1.39,-0.119,1
-0.507,-0.95,0.782,0.226,2.272,-0.654,0.936,-1.941,-1.532,0.735,-2.048,-0.78,0.727,0.239,0.74,1.561,0.594,0.289,0.645,-0.756,0.381,-0.011,1.315,0.046,0.898,-0.793,-0.589,1.54,1.088,-0.07,1
0.186,-0.12,-1.922,-1.09,1.435,0.82,0.128,0.095,1.858,-1.4,-0.162,-1.138,0.234,-1.085,0.482,0.839,-0.077,1.766,0.596,-1.292,-1.022,-1.125,0.834,0.979,1.407,0.73,0.462,-0.109,1.856,-2.215,0
0.93,1.647,1.38,0.738,-1.567,-0.059,-1.146,0.626,-0.137,-0.745,0.86,1.565,1.338,-0.006,0.04,-0.181,-0.816,0.569,-1.383,1.082,-1.484,-1.718,-0.247,0.75,-1.168,0.404,1.292,-0.863,-0.44,1.194,1
0.699,1.327,-1.117,0.07,0.628,1.861,-0.198,1.876,0.839,-0.148,-1.315,-0.021,-1.323,-0.343,0.121,1.816,0.353,0.715,-0.485,1.585,1.56,-0.769,0.543,-1.176,1.563,-1.474,0.263,0.0,0.119,-1.287,1
1.247,-1.387,0.428,0.844,-0.695,1.71,-0.304,0.684,0.812,-2.346,0.637,0.974,-0.281,0.75,0.73,0.076,2.508,1.259,0.23,0.13,-0.967,0.428,-1.285,0.293,-1.028,-0.686,0.106,-0.143,0.59,0.167,0
1.384,-1.271,-0.419,-1.662,-0.052,-0.078,-1.06,0.823,-0.855,0.794,-1.172,0.407,-0.617,-0.614,1.087,0.617,0.285,1.325,-1.253,-0.105,-0.255,-0.297,-1.307,0.97,-0.05,2.744,1.196,-0.619,-0.379,2.063,1
-0.3,-0.532,0.562,-2.105,0.381,0.034,-0.475,-0.26,0.91,0.871,2.027,-2.179,-0.145,0.857,-1.06,-0.474,0.835,0.552,0.988,0.247,-1.39,0.788,0.262,0.324,-0.007,-0.661,1.01,1.578,0.367,0.928,0
0.339,-0.263,-0.808,0.059,-0.466,-0.886,-0.355,-0.281,0.119,-1.608,-0.053,-0.755,1.125,0.215,1.161,1.479,-0.246,0.762,-0.189,0.062,0.268,0.605,0.013,-0.197,1.645,1.339,1.27,-0.458,0.637,0.344,0
-0.447,-0.734,0.128,-0.102,-0.44,-0.325,-0.768,-1.376,-0.265,1.159,1.136,-0.3,0.387,0.18,1.279,-0.836,-1.292,-0.019,0.021,-0.288,-0.564,-0.144,-0.509,1.454,-0.501,2.199,-2.401,-0.919,-1.179,-0.585,0
