feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,target
0.35,0.785,-1.781,0.977,-0.962,1.677,-1.995,-0.985,1.44,1.302,-0.378,-2.019,-0.292,1.737,-0.376,0.899,0.181,-0.431,1.094,0.661,-0.59,1.396,1.969,0.348,0.403,0.595,0.518,-0.103,-1.124,-1.89,1
0.01,-0.403,-1.099,0.015,0.985,-1.7,-1.05,0.092,0.045,0.175,-1.15,0.644,-1.102,-0.021,-0.553,-2.004,-0.467,-0.886,1.157,-0.97,-0.387,-0.235,0.144,2.122,-1.407,-0.72,-1.975,0.932,-1.045,0.592,0
0.25,0.68,0.485,-0.763,1.249,-1.359,-2.231,2.014,0.416,-0.119,-0.09,0.806,1.452,-1.243,1.05,1.23,0.14,-1.304,-0.139,-0.441,-0.395,0.789,0.607,1.516,-0.685,-0.399,0.701,-0.083,0.48,-0.271,1
0.18,-0.424,-0.717,0.419,-0.138,-0.93,0.791,-1.667,1.25,-0.567,0.071,0.611,1.155,-0.031,1.273,-0.279,0.901,-0.854,-1.597,0.818,0.663,-0.21,-0.319,-1.419,-0.917,3.423,0.65,-1.242,0.989,1.488,1
-0.739,-1.364,-1.417,0.344,-1.33,0.742,-1.832,0.118,0.485,-1.061,-0.058,-0.026,-0.885,0.47,-2.159,0.292,0.097,-0.543,1.37,0.033,-0.295,-1.851,1.463,0.497,-0.691,-0.419,-0.36,0.337,-1.496,0.245,0
0.385,0.722,-0.172,-1.715,1.382,-0.544,-1.32,-0.637,-1.97,0.425,-1.648,0.551,0.789,0.183,0.138,0.355,-1.336,-0.069,0.001,0.749,0.953,-1.097,0.342,-0.392,1.932,0.129,-0.739,2.099,0.421,0.61,0
2.173,-0.273,-0.873,-0.401,-0.411,-0.547,0.732,-0.368,0.677,-0.629,-0.967,-1.268,0.407,0.268,-1.786,-1.002,2.386,-0.726,-0.13,0.562,-0.544,1.922,-1.074,-0.116,0.641,-1.79,-0.876,-0.703,-0.073,1.131,0
1.249,0.495,0.455,-1.625,-1.121,-0.58,-0.044,-0.549,1.321,2.145,0.122,1.003,-0.352,-0.951,0.152,1.754,-1.301,-2.093,-0.077,-1.18,1.862,1.61,-0.801,-1.192,-0.94,-0.131,0.793,1.025,-0.157,0.123,0
-1.52,0.374,-0.305,0.715,-0.339,0.748,-0.432,0.437,0.031,0.389,-1.896,0.013,0.833,-0.672,-0.375,-0.433,-0.973,1.396,0.895,-0.123,0.494,0.081,-0.459,0.591,1.443,0.378,-2.609,-0.205,-0.429,-1.46,0
1.133,1.286,-0.975,1.112,1.093,0.566,-1.95,-0.141,0.071,-1.512,-0.979,-0.029,-0.095,0.18,0.171,0.829,1.052,1.269,1.183,-1.473,1.0,-1.73,1.18,1.205,0.726,1.075,-0.543,0.641,-1.688,-2.634,0
0.417,-0.102,1.043,-0.281,-1.051,-0.652,0.198,-1.104,-0.852,0.252,1.354,-1.97,0.168,0.382,-0.061,-1.026,-0.299,-0.389,0.289,-1.514,0.749,-0.283,1.118,-1.676,0.039,2.076,0.804,0.92,0.166,-1.209,0
-0.436,1.211,-0.455,-1.055,-0.491,0.007,0.894,-1.211,-0.031,0.142,0.14,0.474,-1.608,0.474,-0.033,-2.07,-0.146,1.334,0.923,0.008,0.048,1.153,1.071,-0.669,0.701,-1.585,-0.401,0.863,1.419,0.163,0
0.319,0.74,-1.296,-1.187,1.734,2.489,1.366,-0.113,-0.446,0.634,0.498,0.044,0.189,0.999,0.843,0.377,-0.663,1.847,-0.066,0.084,-0.497,0.465,-0.806,1.016,1.654,0.164,1.444,-1.636,-0.779,1.418,0
0.687,0.282,0.509,-1.391,0.073,-1.036,0.466,1.286,-0.479,0.569,-0.282,-1.964,-0.727,0.639,0.234,1.953,-1.015,0.443,-1.298,0.926,2.317,-0.382,1.449,0.505,2.954,-1.177,-0.268,-1.0,-0.264,-1.259,0
0.865,-1.352,0.782,0.51,1.393,0.902,-1.663,-0.614,0.713,-0.374,0.635,-1.129,-0.236,-1.182,-0.808,0.011,0.377,-1.891,-0.303,-0.362,0.041,-0.028,-0.087,0.15,-0.086,-1.408,-0.461,1.947,-1.169,-0.176,0
0.794,2.269,1.858,-0.926,-1.365,0.308,-0.213,0.89,-0.031,1.263,-0.459,0.776,-0.59,0.452,-0.259,1.624,0.895,-1.035,0.575,-1.328,-0.315,0.82,2.194,0.093,-0.847,2.4,-0.556,-1.838,-1.433,0.606,0
0.892,1.801,0.421,-1.083,1.26,-1.833,0.198,1.038,-1.852,-0.667,-0.317,0.608,-0.178,-0.342,0.08,0.234,-1.457,1.03,0.383,2.326,0.711,-0.138,1.274,-0.04,0.27,-2.578,0.335,0.763,0.893,-2.398,1
0.474,-0.321,-0.93,-2.13,-0.005,-0.1,1.846,-0.668,-0.226,-0.935,0.434,-0.363,1.417,-0.465,1.24,0.736,0.305,0.116,-0.179,0.11,0.327,-0.008,-1.891,-1.947,0.533,1.112,-0.492,0.041,1.413,0.956,0
-1.872,-0.646,0.756,-2.058,0.349,0.44,-0.422,0.703,-0.224,-0.544,1.161,0.505,0.003,-0.998,1.485,0.647,1.572,0.214,-0.257,-0.76,-0.066,-0.392,0.34,1.142,-0.587,0.652,0.512,1.394,0.138,0.135,0
0.158,2.021,-0.3,-0.367,0.346,-0.202,0.616,-0.643,1.431,-0.252,0.367,0.224,0.995,-0.605,-0.107,1.093,-0.222,2.094,-1.115,-1.666,-0.082,-0.833,0.241,0.923,-1.147,0.378,0.099,-0.743,0.138,-1.095,0
-0.368,-1.094,0.677,1.077,-0.133,0.452,-2.093,-0.733,-0.503,2.364,-0.368,-0.347,-0.644,0.467,1.033,1.247,0.353,0.274,-0.447,-0.402,1.226,-1.234,-0.944,-1.142,-0.839,0.626,0.42,0.734,0.652,0.238,0
1.44,0.402,-2.446,-1.794,-0.337,-0.963,0.28,-0.93,-0.344,0.038,0.55,-1.556,1.356,-1.726,0.933,-0.02,-0.458,-1.605,0.403,-0.289,0.985,0.38,0.442,0.444,1.017,0.561,-0.093,0.442,0.058,-0.106,0
-0.695,-0.505,-0.24,1.648,0.885,0.532,0.731,0.593,0.317,0.364,0.413,0.614,0.674,-0.336,0.191,0.854,0.114,1.45,-1.625,0.02,-0.364,-0.245,0.082,-0.78,1.191,1.128,0.083,-1.127,-1.297,1.011,0
0.122,-1.266,0.456,0.545,-0.325,0.126,0.668,0.516,0.74,-1.096,0.245,0.835,-0.026,-0.6,-0.31,1.744,1.768,-1.507,0.348,-0.237,-0.596,-0.452,1.389,0.094,-0.602,-0.158,0.556,1.666,1.378,-0.23,1
0.598,-1.235,-1.234,0.757,1.755,0.936,-0.071,0.745,0.186,1.281,0.924,-1.185,0.316,2.245,0.297,0.278,0.021,-0.808,-1.463,0.224,0.285,-0.721,0.082,1.053,0.316,-0.233,2.161,0.625,1.519,1.055,0
-2.346,0.16,-1.167,-0.47,-1.286,-1.237,2.075,1.4,0.719,0.585,1.839,-0.723,0.78,-1.248,1.385,0.93,0.466,-0.691,0.76,0.097,-0.586,-0.702,-1.181,-0.757,-1.355,-0.877,-0.859,0.702,0.226,0.195,1
-1.288,0.144,0.017,-0.983,0.635,-0.203,-0.425,-0.268,1.91,0.297,1.53,0.137,1.206,-0.797,0.294,0.124,0.536,0.888,-0.851,-1.459,-0.293,0.533,-0.745,-1.187,1.466,-1.4,0.318,0.35,-0.668,0.4,0
0.409,0.944,1.527,0.497,0.082,-0.752,-1.016,-0.096,1.849,-0.011,-0.237,-1.045,-0.193,0.241,-0.664,1.097,1.271,0.587,0.639,-1.272,0.848,-1.111,-0.184,-2.73,0.509,0.306,-1.12,-0.056,0.927,-0.8,0
1.192,0.073,-2.095,0.52,-0.245,0.649,0.077,0.096,0.218,-0.345,-1.667,0.966,0.732,-0.106,0.671,0.142,0.792,0.097,0.723,-0.04,0.005,1.084,0.401,0.201,-0.012,-2.592,-0.652,-0.092,-1.507,1.297,1
1.572,1.04,0.072,-0.886,-1.142,-0.762,0.761,1.021,0.545,-0.324,-0.676,2.135,0.144,-0.53,0.82,-0.31,1.128,0.519,-0.02,-0.627,-0.079,0.09,-0.655,-1.138,-2.231,0.113,-0.168,0.038,-0.912,-0.765,1
-0.32,-0.999,-0.474,-0.224,-0.509,0.943,-0.872,0.846,-2.01,-0.094,0.424,-0.547,0.487,1.771,-1.835,0.094,0.562,-1.244,0.278,-0.07,-0.489,-0.002,-1.711,-0.732,0.807,0.07,0.452,1.04,0.404,-1.843,1
1.535,-1.302,0.256,0.902,0.732,-1.783,-1.823,0.283,-0.13,0.17,-0.164,-0.844,-0.001,1.45,-1.723,0.173,0.119,-0.317,-0.177,-0.494,-0.024,-1.236,0.848,0.399,-0.457,0.052,-0.272,-1.647,-0.105,1.893,0
-0.003,-0.501,-0.587,-0.375,-0.151,1.436,-0.124,-0.984,0.045,0.066,2.564,1.878,1.483,0.741,-0.127,0.436,-0.013,0.014,-0.672,0.544,0.193,0.578,0.228,-1.742,-1.727,-0.295,-0.845,-0.931,-0.234,0.623,0
0.234,-1.467,1.436,-0.967,0.965,0.721,0.576,-0.703,-1.072,-0.737,0.085,0.698,0.707,1.242,-2.263,-1.198,-0.657,0.974,0.601,-0.755,0.103,1.098,0.487,-0.121,2.015,0.231,0.906,0.878,-2.523,-1.187,0
0.521,-1.874,0.054,0.903,-1.029,1.133,-0.566,0.422,-0.101,-0.928,-0.252,-1.234,-0.46,2.209,-0.571,0.319,0.084,1.248,0.274,2.255,-0.712,-0.755,0.234,1.097,-0.341,0.262,-2.904,-0.534,0.589,-0.707,0
-0.879,-0.408,-0.303,1.015,1.9,-0.023,-0.541,0.063,-0.274,0.808,-0.912,-0.931,-0.737,-1.479,-0.615,0.671,0.415,-1.467,-0.323,-0.124,-0.406,0.331,-0.665,-0.101,2.248,-0.661,-0.512,1.609,-0.226,-1.517,1
-0.029,-0.452,-0.627,-0.886,0.821,1.998,0.352,0.05,0.264,0.725,1.028,0.96,-0.503,-1.226,-0.285,0.09,2.035,-0.065,-0.231,0.467,-0.653,-0.349,0.297,0.795,0.787,0.304,-1.331,-0.156,-0.755,-0.209,0
-1.305,0.891,-0.226,0.339,0.215,-0.055,-0.879,-0.534,-0.47,-2.418,0.88,-0.069,-0.393,1.654,-1.17,-0.346,-1.103,0.009,-0.427,0.748,-1.347,0.09,-0.67,-0.278,0.508,0.163,0.759,1.519,-0.391,-1.223,0
-0.231,-1.099,-0.833,-1.098,0.687,0.774,-1.089,0.776,0.004,-0.911,-0.765,0.423,0.517,0.012,0.32,0.045,0.111,0.78,0.298,0.644,1.595,0.66,1.234,-0.675,0.341,0.045,0.286,-0.404,-1.086,-0.296,0
0.327,0.106,-0.95,-0.577,-0.267,-0.844,-0.979,-0.19,-1.964,0.569,-0.247,0.05,0.868,-0.454,-0.739,0.167,-1.317,0.998,0.948,0.283,-0.626,-0.163,0.706,-0.082,-1.99,1.094,-0.771,1.762,0.89,0.696,0
0.887,0.008,0.099,-0.598,-1.036,-1.196,-0.456,2.306,0.361,0.828,-0.16,0.172,0.13,-0.673,0.643,-0.538,0.051,-0.153,-0.127,0.472,-1.986,0.757,0.253,1.079,0.012,-1.002,-0.847,-0.507,1.039,-1.018,1
0.693,-1.686,-0.737,0.324,1.098,-0.647,1.785,-1.416,-0.192,-0.354,0.966,0.46,-0.703,-1.096,-1.188,0.095,2.347,-0.732,0.36,0.079,0.078,0.971,-0.377,1.113,1.763,1.199,1.273,0.875,-0.262,1.542,0
-1.484,-0.177,3.142,0.672,1.142,-1.206,-1.302,-1.54,-0.002,0.986,-0.401,0.304,0.092,0.444,1.645,-0.113,-1.527,-1.62,-0.39,0.221,-0.122,1.0,0.4,0.411,0.203,1.85,0.199,0.251,-0.662,2.989,0
0.555,0.312,-1.524,0.869,0.514,1.44,0.962,-0.481,1.302,-0.07,0.233,0.34,-0.152,0.886,-0.347,0.592,0.767,0.281,-0.393,1.914,-0.07,0.535,2.052,-0.338,0.383,-0.971,0.088,0.659,-1.389,0.054,0
0.256,-0.72,0.347,0.023,0.699,-0.606,0.159,-0.062,0.375,0.047,1.375,1.746,-2.092,0.789,0.659,-1.25,-0.508,-0.586,-1.278,-1.165,-0.363,-1.339,-0.006,-1.386,-1.475,0.284,-0.709,2.004,-0.784,-2.45,1
1.132,0.96,-0.053,-0.599,-0.255,-1.334,-1.57,-0.454,0.258,-0.169,0.228,1.795,-0.75,-0.604,-0.153,-0.35,-1.772,-1.3,0.195,-0.07,-0.469,-1.219,-1.296,-0.113,0.369,-1.635,2.175,-0.034,-0.49,-1.34,1
-0.873,0.514,-0.656,-0.418,-1.371,-0.357,0.076,0.148,0.292,-1.128,0.778,-0.275,0.895,0.662,-0.214,-0.222,-0.394,0.163,0.857,-0.279,-2.454,0.875,1.255,1.46,-1.678,-1.034,1.128,-0.535,1.841,-0.556,0
2.244,0.988,1.012,0.338,1.118,-0.985,0.421,0.302,-0.16,1.486,-0.258,1.209,0.96,-0.654,1.998,-0.41,0.536,0.143,0.504,0.234,-0.996,0.328,-0.711,-1.328,0.175,1.104,0.181,0.429,1.348,-1.0,1
0.47,1.754,-1.371,0.46,0.358,-1.128,0.639,-0.235,1.057,0.81,-0.584,0.137,-0.387,-0.039,1.697,-0.667,0.812,-1.178,-0.133,-1.535,2.034,0.625,-0.018,0.72,-0.81,0.569,-2.634,0.876,0.086,0.161,0
0.094,2.06,0.985,-1.212,0.686,-1.106,-0.446,0.387,-0.841,1.064,0.845,-0.96,-1.37,-1.133,-0.401,1.149,-1.967,-0.431,-0.251,0.247,0.132,-1.276,-1.809,-1.428,0.214,0.609,-0.049,-1.494,-0.197,1.092,0
-1.375,-0.298,-0.36,-0.918,-1.833,1.888,-2.321,0.385,-0.586,1.456,-1.701,0.525,0.627,-2.056,0.409,0.523,-0.633,-0.682,-0.802,0.416,-0.205,-0.871,-0.663,-0.656,0.345,1.571,-0.412,-0.394,-1.661,-0.294,1
-1.12,0.852,0.319,1.298,0.909,-0.639,0.298,1.62,-0.831,1.234,1.561,0.814,-0.781,1.698,-0.505,-0.365,1.949,-0.011,-0.407,-1.207,1.261,0.886,-1.191,-0.702,0.398,-0.189,-0.718,1.163,0.055,-0.327,1
0.407,0.655,-1.955,-1.188,-0.101,0.523,0.089,0.748,0.316,-0.7,-1.125,-1.345,0.751,-0.873,0.769,-0.247,-0.035,-0.018,-0.437,0.683,-0.549,-0.188,0.506,1.343,0.317,0.276,-1.548,0.494,-0.236,1.991,0
-1.371,-1.336,-0.154,0.332,-0.285,1.112,-1.993,-0.911,0.741,-0.722,-0.463,-1.124,-1.038,0.187,-0.561,1.044,0.352,-1.848,1.479,0.313,-0.351,0.132,-1.387,-0.222,0.072,2.115,0.932,1.627,0.966,-1.448,1
0.258,0.898,1.834,1.107,0.078,0.891,0.048,-0.267,0.725,-2.42,0.875,1.396,-2.237,0.095,0.532,-1.54,-0.358,-0.551,0.127,0.612,0.245,-0.611,0.18,0.04,0.172,0.371,-2.011,-0.84,-0.423,1.406,0
-0.628,-1.665,0.741,-1.552,-0.466,-0.793,0.886,-1.675,0.468,0.998,-1.053,-0.873,-0.708,-0.271,-0.455,0.939,0.281,-0.462,-1.685,-0.597,1.011,0.5,-0.072,-0.541,0.063,-0.742,0.8,-1.722,0.671,-0.643,1
-0.072,1.413,-1.386,-1.362,2.309,0.059,0.499,1.179,-0.403,1.17,-0.172,-1.946,-0.471,-0.056,1.421,1.573,0.12,0.955,-0.231,0.292,2.761,1.495,-0.513,0.17,1.654,0.869,1.573,0.609,0.738,0.543,0
0.481,-1.49,-1.627,-0.169,-1.175,2.101,-1.344,-0.501,-0.728,-0.376,1.223,1.658,1.947,1.442,-0.418,-0.701,-2.536,0.546,-0.247,1.321,1.765,1.317,0.437,0.69,0.165,-0.745,1.147,-1.298,-0.341,-0.948,0
-0.61,0.085,0.678,-0.15,2.692,0.184,-1.662,-1.868,0.57,-0.002,-0.066,-0.413,-0.5,-0.312,1.539,-1.797,-2.412,0.008,0.388,-2.307,-0.726,-3.179,-1.33,-1.101,0.172,-0.372,0.943,-0.213,0.853,-1.196,1
1.052,-0.512,2.395,0.874,-0.744,0.225,-1.273,-0.18,-0.374,-0.142,0.628,-0.687,-2.916,-0.735,0.314,-0.648,-1.2,-0.601,-0.047,0.594,-2.068,1.174,-1.479,-0.274,0.734,0.518,0.301,-0.535,0.042,0.46,0
2.047,-0.194,0.094,1.121,0.915,-0.256,2.162,0.753,-1.036,-1.376,0.217,-0.681,-1.186,0.986,0.863,0.266,0.036,0.162,0.524,-0.484,-0.316,1.407,-0.942,1.241,-0.898,-0.083,0.09,0.043,0.013,-0.207,0
-0.569,1.939,-0.114,0.014,-0.157,0.162,-0.484,-0.131,0.579,-0.55,0.048,-0.293,-0.865,-0.264,2.263,0.18,0.928,1.887,-1.812,1.59,-0.203,-0.465,-3.007,1.145,0.8,-1.095,-0.563,0.694,0.733,0.69,0
0.829,-0.125,-0.048,-0.492,-1.281,1.781,1.632,0.207,0.673,-0.54,0.307,-0.391,0.405,0.534,2.228,-0.76,-0.227,2.395,-0.796,-0.289,-0.783,0.283,0.341,0.424,0.697,0.52,-0.865,0.759,-0.954,1.15,1
0.453,-1.369,0.441,-0.161,-1.083,0.552,1.698,0.001,1.625,-1.336,-1.748,-1.13,-1.611,0.713,0.408,-0.269,-0.982,-0.747,-1.144,-0.231,-0.715,-0.365,-1.904,1.873,0.398,0.258,-0.057,1.382,-2.043,-0.831,1
0.685,-0.417,0.928,-0.223,-1.331,-0.558,-0.15,0.378,0.849,-0.506,-1.943,-0.255,-2.133,1.028,1.461,-2.69,0.804,0.333,-1.955,0.291,-0.186,-1.513,-1.037,-0.487,-0.959,-1.191,-1.66,-0.946,1.197,-0.48,0
-0.584,-0.34,1.939,0.03,-0.351,0.379,-0.619,-0.259,-1.609,-3.256,1.663,1.814,-0.107,0.736,-1.02,-0.008,0.648,1.495,-0.321,0.057,-0.088,-0.073,-0.119,1.635,-1.057,-1.068,-0.22,0.066,-1.237,0.656,0
-0.283,-0.469,-1.382,-0.755,-0.549,0.284,0.606,0.042,-0.051,0.929,-0.856,-1.032,1.504,-0.002,0.591,-0.055,0.159,-1.451,0.69,-2.091,-1.505,0.722,-0.109,0.936,-0.667,-1.491,-1.027,-0.692,-0.863,-0.125,1
-1.203,0.496,0.166,-1.254,-0.919,0.978,0.677,1.848,-0.53,-0.632,-0.477,0.677,1.273,0.636,1.905,0.408,0.203,1.686,-1.072,-1.075,1.851,0.093,0.451,0.946,0.661,1.048,-2.496,1.66,-0.573,-1.019,0
-0.397,-0.632,0.478,-0.237,0.02,-1.61,1.51,0.101,1.129,0.226,0.168,0.841,0.863,1.052,0.948,0.626,0.45,0.353,0.757,-0.22,-1.301,1.35,-0.568,0.633,0.416,1.685,-0.209,-0.885,1.052,-1.18,1
0.824,1.766,0.008,-0.21,-0.845,-1.541,-0.13,1.09,-0.192,-0.894,1.042,-0.929,-0.554,0.172,-0.94,0.193,1.941,-0.323,0.741,-0.049,0.877,0.016,1.411,-0.169,2.188,-0.749,0.905,0.86,1.75,1.112,1
-1.163,0.172,-0.35,0.685,-0.227,0.036,-0.553,-1.921,-1.06,-2.536,-0.12,-1.066,0.042,0.829,0.649,-1.104,0.79,0.612,1.71,-0.028,1.581,-0.843,0.09,0.125,-2.278,0.206,-1.675,0.025,-1.251,0.782,0
0.607,-1.015,-0.149,-0.245,1.433,-1.106,0.633,-1.149,-0.666,-0.223,-1.048,-1.513,-2.594,0.328,-0.286,1.769,-1.373,-1.201,0.283,-0.029,-0.925,0.123,0.484,0.983,-1.121,-2.52,0.723,0.402,1.351,-0.119,1
1.028,-1.322,-0.423,1.208,-0.87,-0.498,-1.028,-1.755,-2.449,-0.847,-0.551,0.483,-0.192,-0.232,-0.026,-0.613,-0.027,2.074,0.296,0.723,0.109,0.179,-0.539,-0.323,1.973,1.075,-0.662,0.14,-1.423,-0.661,1
-1.833,-0.278,0.867,1.373,0.272,1.414,-0.749,-0.041,0.267,0.609,-0.116,-0.42,0.407,-0.041,0.287,-1.425,0.167,-1.457,-0.385,-1.8,0.161,1.489,-0.298,-1.407,0.457,0.037,-0.314,-1.88,0.416,0.637,1
0.368,1.059,-1.183,1.305,-2.312,1.729,-0.062,0.958,1.286,-1.239,2.97,0.113,-0.959,1.581,2.164,-0.534,0.032,-1.266,0.431,1.236,0.795,0.79,0.595,1.516,0.575,-0.308,-1.953,0.705,0.839,0.244,0
0.179,0.73,0.431,1.413,-0.364,1.18,-0.284,-0.172,1.558,-1.231,0.304,0.837,-1.266,-0.502,-0.603,1.425,0.818,0.699,0.751,0.929,0.606,1.186,0.227,-0.592,0.94,0.895,0.078,0.913,-1.214,1.043,0
-2.781,-2.363,-1.237,1.171,-0.128,0.917,-0.066,-0.484,-0.427,-1.625,-0.023,-0.239,-0.181,-0.089,-0.424,-1.07,-0.513,1.765,1.817,-0.404,0.774,0.34,0.632,0.21,0.004,0.363,0.371,-0.654,0.091,-0.756,0
-0.465,0.309,-1.507,0.527,1.681,0.529,-0.461,-1.131,1.277,0.026,-1.306,-1.579,0.399,-1.326,1.168,1.498,-0.538,-2.012,-0.778,1.434,-1.475,-0.783,-0.453,-2.139,0.577,1.504,0.826,-0.204,-0.601,-2.109,1
0.429,0.297,-0.234,0.024,-0.266,-0.169,-1.144,-0.877,-0.187,0.266,1.262,-0.144,-0.292,-1.063,-0.578,0.794,-1.301,-0.763,-1.472,0.25,0.468,-0.199,1.818,-1.8,0.015,1.013,2.528,0.977,0.91,0.164,1
-0.519,1.224,-0.173,1.932,-1.923,-0.453,-0.056,1.107,0.649,1.143,0.475,1.026,-0.41,-0.851,1.432,-1.146,-1.78,1.939,-1.355,-0.75,-1.032,-0.119,-0.957,-0.952,0.196,0.384,0.105,0.097,0.355,-0.306,0
0.712,-0.987,0.093,0.379,-0.192,-0.114,0.534,-0.756,-2.041,0.176,-1.473,-0.897,0.855,0.339,-1.061,0.227,0.749,0.274,-0.362,-0.095,0.967,-0.07,1.825,1.426,-1.926,0.752,-1.006,-0.208,-0.551,-0.265,0
-0.001,-0.311,-0.057,-0.167,1.045,-0.069,0.145,-0.051,-0.206,-1.505,0.593,-0.458,-0.449,0.481,-0.673,0.384,-0.636,-1.059,1.721,-0.066,1.174,-0.54,1.627,-0.736,-1.156,0.393,-0.671,-1.716,0.657,-0.773,1
2.763,0.452,-1.305,1.331,-0.675,1.18,-0.426,0.493,0.141,0.702,0.294,0.744,-2.018,0.428,0.44,0.581,0.058,0.606,-1.168,1.994,-0.424,-0.491,-0.476,0.147,0.371,0.286,0.4,0.062,1.114,-0.964,0
-0.102,0.725,0.22,1.159,-1.138,1.851,-0.277,-0.949,0.789,-0.954,-0.141,-0.549,-0.915,-0.858,0.059,1.651,1.281,0.764,0.829,-1.152,0.864,-0.637,-0.765,-0.962,0.473,0.148,-1.766,1.434,0.864,-0.437,0
1.525,-0.329,0.24,1.122,0.036,1.383,0.004,-0.257,-0.838,0.514,-1.098,1.635,-0.718,-0.146,0.64,0.047,0.953,-0.956,-0.674,1.475,-1.25,0.484,-0.706,-1.424,-0.93,-0.817,-0.385,-1.152,2.097,0.76,0
-0.45,0.351,1.298,-1.115,0.864,-0.619,0.154,-1.478,-0.791,0.307,0.634,0.093,0.532,-0.745,1.77,0.077,-0.534,-0.562,-0.915,-0.273,1.204,0.957,-2.497,0.233,-0.644,0.153,-0.402,0.264,-0.654,0.508,0
0.909,-0.108,0.165,-0.526,-0.007,-0.821,1.56,-1.216,1.308,1.408,-2.133,0.124,-0.358,-0.193,0.43,-0.104,0.294,-0.722,-0.092,-0.535,-0.549,0.675,-0.351,0.422,-0.008,-1.171,0.994,1.241,-0.243,1.291,0
0.033,-0.253,0.083,1.097,-0.667,-1.655,0.839,-1.125,0.574,0.09,0.43,2.471,-1.32,0.419,-0.97,-1.401,-0.719,-0.744,-0.297,0.789,-1.909,-0.001,0.834,-0.514,-1.165,0.517,-0.043,-0.35,1.401,0.209,1
-0.411,1.088,0.685,1.832,-0.116,-1.211,-1.039,1.336,-0.014,1.301,0.515,-0.476,1.895,0.408,1.876,0.077,-0.555,0.582,1.031,-1.173,0.634,0.187,0.32,-1.186,1.287,1.435,1.328,-1.932,-0.014,0.209,1
-0.487,1.367,0.548,0.326,-0.105,-1.206,-0.507,1.126,-0.89,-0.046,0.011,0.542,-1.651,0.656,1.119,0.238,0.485,1.434,-2.6,1.204,-1.68,-0.209,0.209,-2.648,-0.344,-0.941,-0.892,0.469,0.497,-1.838,1
0.763,0.413,1.09,0.666,-0.274,-1.012,0.722,-0.67,1.033,-0.696,0.97,-0.318,2.143,0.073,0.077,0.685,0.352,1.807,0.217,-0.053,0.683,-0.131,-2.569,1.679,0.056,-0.345,-2.135,0.732,0.115,0.042,0
1.195,-1.089,-0.509,-0.292,1.034,0.925,0.326,0.257,-1.122,0.55,-0.644,-0.671,-0.985,1.094,-0.792,0.944,0.978,1.885,1.198,-0.824,1.115,-0.936,-1.633,1.54,0.259,-1.154,0.565,-0.462,2.196,0.573,1
-0.284,-0.276,-0.845,1.923,-0.058,-0.709,-0.169,-0.62,0.621,0.991,0.688,0.774,1.372,1.457,-0.407,1.09,-0.053,0.674,2.704,-0.688,0.445,-0.876,0.225,0.622,-1.5,0.164,0.637,0.465,0.962,0.572,1
-0.015,-0.608,-2.249,-0.574,-0.139,0.694,0.307,1.398,0.841,1.174,0.208,-0.419,-0.203,0.304,1.61,1.045,0.873,0.418,0.432,-1.026,1.431,-0.557,-1.234,-1.225,0.995,0.514,0.5,0.919,1.242,-2.247,0
-0.145,-1.132,1.989,0.702,0.176,1.129,0.683,0.681,0.649,0.538,-1.002,-0.732,0.02,0.232,-1.383,0.913,1.265,0.969,1.024,-0.008,-0.744,-2.118,0.665,-0.629,-0.375,-1.236,-0.288,-1.084,0.539,-0.228,1
0.245,-0.444,0.488,-0.006,-0.354,-0.301,1.531,-1.327,0.0,-0.424,0.282,-0.205,-0.432,-1.442,-0.237,0.874,0.8,1.055,-0.748,-0.119,0.855,-1.698,-1.865,-1.156,-0.174,-1.048,0.467,0.935,-0.197,-0.285,0
0.177,-0.883,-0.74,-1.616,-0.792,-0.967,1.239,0.391,0.184,-1.052,-1.043,0.047,-1.81,-0.258,-0.393,0.666,-2.734,-1.322,-0.489,0.25,0.408,0.437,-0.945,-0.542,0.943,0.012,-0.421,1.079,1.492,0.169,0
-0.203,-1.212,-0.576,-1.099,-0.207,-0.117,-0.96,0.937,-0.384,-1.109,0.042,-0.274,-0.789,1.319,0.891,-1.31,1.118,-1.026,-1.815,0.422,0.988,0.762,0.766,0.329,-0.58,0.669,0.21,0.9,-1.126,-0.174,0
-0.864,-0.118,-0.798,-3.339,-0.444,0.464,0.184,0.496,-0.974,0.351,-0.554,0.139,0.167,0.616,-0.59,0.942,0.279,-0.143,0.918,-1.123,0.37,-0.12,-1.677,-0.575,-0.517,0.108,-0.436,0.189,0.235,1.163,0
0.258,0.086,0.319,1.259,-0.029,-1.207,1.274,1.464,-1.054,-0.352,0.302,-0.126,0.787,-0.003,-1.721,1.351,-1.449,0.935,1.424,0.258,-0.154,1.022,0.934,-0.106,1.245,-0.999,0.797,0.238,-1.078,0.683,1
-0.57,-0.412,2.049,0.003,-0.153,-0.138,0.517,-0.461,1.583,0.097,-0.37,-0.487,-2.397,-0.59,-0.564,0.429,-0.736,-1.442,1.123,-0.202,-1.279,-0.188,-0.815,-0.199,0.266,0.054,0.403,0.681,1.343,-1.725,1
