feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
-0.696,-1.379,1.034,-0.367,0.441,-0.287,-1.199,0.97,1.008,0.139,1
0.205,0.787,1.241,-0.308,0.368,-1.19,2.366,0.029,1.705,1.232,0
-1.303,-1.195,-0.004,0.908,1.859,0.877,-0.825,0.833,0.388,0.05,1
0.618,0.74,0.078,-0.557,2.355,1.296,-0.789,-0.674,-0.236,-0.294,1
-0.321,1.251,0.783,-0.336,-2.698,-0.326,0.972,0.684,0.665,1.661,1
-0.055,0.866,-0.382,-1.258,0.515,0.029,-2.304,-0.138,-1.01,0.357,1
1.15,0.603,-0.498,0.543,-0.062,-1.695,-0.066,-0.388,1.949,0.072,0
1.996,1.46,0.612,1.039,-0.856,-0.277,0.285,0.489,0.717,0.765,0
-1.468,0.147,1.649,-1.096,-0.884,0.953,0.505,0.725,0.205,-0.146,1
-2.188,-0.385,-0.503,-1.734,-0.755,-0.659,0.348,0.2,0.771,0.223,1
-0.524,-1.486,-0.464,1.152,-1.007,1.494,0.127,0.165,-2.239,1.008,1
0.415,1.307,-0.368,-0.492,-0.803,1.731,-0.732,1.759,2.989,-1.209,1
-0.162,0.465,0.834,0.015,-0.469,-0.29,-1.625,-0.18,1.257,-0.749,1
1.481,0.419,-0.276,-2.219,-0.242,1.994,0.276,-0.527,0.942,3.259,1
-1.463,-0.964,-1.888,-0.151,0.311,1.099,0.3,1.47,-0.095,-0.57,1
-0.195,-0.151,-0.523,1.294,0.543,-0.354,1.092,-1.824,2.215,-0.262,0
-0.405,-0.515,0.28,1.794,-0.156,-0.535,-0.252,1.866,-0.226,0.289,0
0.203,0.307,-0.931,0.692,-0.204,-0.144,1.034,-0.858,-1.657,-0.568,1
-1.103,2.381,-1.018,0.219,1.052,0.236,-0.741,-1.112,1.123,-0.306,1
-0.434,0.562,-1.016,0.04,-0.398,-1.031,-0.867,0.361,1.033,-0.517,1
0.118,0.465,1.949,-0.746,1.077,1.143,-1.326,-1.066,-1.539,1.973,1
-0.798,0.073,0.699,0.214,-0.389,0.096,-0.678,0.231,-0.333,-0.054,1
0.364,-0.661,-1.614,-3.323,0.865,-1.414,-0.315,2.081,0.149,0.643,1
-0.605,0.473,0.113,0.03,-0.214,1.304,0.417,0.807,1.465,-1.943,1
-0.161,-0.982,0.072,0.541,0.827,-0.216,-0.127,-1.697,-0.048,-1.955,0
0.94,-0.129,1.547,-0.878,-0.02,0.368,0.962,-0.834,-0.091,0.866,1
0.845,-0.19,0.165,0.271,-0.01,0.345,-0.379,0.806,1.345,0.036,1
0.294,0.185,0.519,0.315,-0.62,0.317,0.674,0.149,-0.926,1.028,0
-1.21,-0.427,-1.208,1.23,-0.903,0.071,-0.148,-1.595,-0.24,0.672,1
-0.297,-1.229,0.319,-2.603,0.089,-0.537,0.281,0.01,-0.441,0.046,1
-1.595,-1.138,-0.593,-1.159,-0.093,0.848,0.292,1.435,-0.864,-0.043,1
1.711,0.67,1.746,-1.332,-0.599,0.298,0.314,-2.458,-0.311,0.586,1
0.668,-1.127,0.255,0.362,0.019,-1.467,1.134,0.658,0.497,-0.441,0
0.385,1.038,0.076,0.092,0.136,-2.143,-0.982,-1.328,1.055,0.431,0
-1.35,-1.072,-0.911,0.613,1.44,-0.829,1.353,-1.914,-0.854,0.574,0
0.716,-1.163,0.709,1.173,-1.413,0.965,1.004,-1.416,-0.31,0.888,1
1.096,-0.674,1.206,0.431,0.386,-0.583,-0.019,-2.534,-1.93,-0.58,0
1.634,1.303,-0.364,-1.58,1.061,1.038,0.341,1.397,0.119,-0.513,1
1.124,-0.204,-0.068,-0.126,-0.216,-0.951,-0.617,0.47,-0.073,-1.349,1
-0.432,-0.353,0.287,2.088,1.357,0.856,-0.644,0.175,0.421,0.409,1
-0.748,-0.875,-0.953,-1.496,0.826,-0.516,-0.051,-1.852,0.025,-1.5,1
0.623,-0.779,-0.63,0.012,-1.427,0.77,0.262,0.761,-0.402,-0.231,1
-0.294,-0.797,-0.349,1.973,-0.567,0.782,1.841,-1.527,-0.847,-0.557,1
1.436,0.263,0.118,0.459,-0.386,-0.264,0.453,-0.357,0.672,-1.209,1
-0.676,-1.644,0.047,-0.631,-0.397,0.162,0.416,-1.702,2.13,-0.702,1
0.668,1.113,-0.652,-0.055,-0.612,-1.505,-0.181,2.033,1.198,0.742,0
-0.668,-0.477,-0.181,0.01,-0.022,-1.15,-1.88,0.492,0.545,-1.566,1
-1.6,-1.043,-0.591,0.145,-0.847,-0.926,-0.425,0.284,-0.094,0.903,1
-0.044,0.614,-0.048,-1.375,0.317,-1.719,0.523,1.064,-0.271,0.977,0
-0.017,-2.707,-0.068,-0.767,-0.352,-0.792,-0.865,-0.832,0.443,0.625,1
-2.24,0.635,-0.971,0.155,-0.384,-1.027,0.876,-0.828,-0.023,0.874,1
-1.981,1.653,-0.063,-1.145,0.54,0.258,1.028,0.993,1.95,0.069,1
-2.175,1.566,0.258,0.744,-1.373,0.099,-0.282,-0.318,-0.295,-0.021,1
-0.905,-0.07,0.847,-0.306,1.193,-0.702,-0.167,0.458,0.321,-1.344,0
-0.128,0.693,0.684,0.461,-0.349,0.649,0.557,0.326,1.553,-0.369,1
0.422,-0.754,-0.613,-0.79,-0.122,-0.552,-2.299,-1.201,-1.243,0.861,1
1.092,1.899,1.356,1.541,0.278,-0.878,1.527,-0.495,-1.754,-1.339,0
-0.393,0.256,0.54,0.03,0.048,1.682,-0.13,-0.521,0.413,0.015,1
0.622,0.396,-1.417,-0.381,0.859,0.008,-0.0,-0.392,-0.288,1.374,0
0.565,1.028,0.305,1.97,-0.036,-3.457,-0.538,0.245,-0.573,-0.388,0
0.315,-0.181,0.659,0.117,0.234,-2.014,0.376,-2.141,1.166,0.375,0
0.749,-1.663,-0.816,0.267,1.691,-1.154,-0.644,-0.157,-0.31,0.038,0
-1.339,-1.455,-0.926,-0.28,1.196,1.286,0.297,-0.758,-0.179,-2.06,1
-0.645,1.329,-0.471,-0.457,0.032,-0.235,0.239,0.57,2.691,-0.168,1
1.498,0.939,0.168,-0.159,0.277,-0.157,0.668,0.272,1.489,0.083,1
0.331,0.668,-0.458,-0.513,0.813,0.833,-0.79,1.555,-0.177,0.305,1
1.511,1.896,0.729,0.77,1.064,-1.316,1.699,-0.507,-0.559,-0.524,0
1.087,1.631,0.605,-0.901,0.019,-0.36,1.111,-0.095,1.152,-0.078,0
-1.282,-0.367,-0.448,0.209,-0.516,-2.081,-0.698,-1.651,-1.497,0.031,1
0.522,-0.215,-0.342,1.334,0.111,-0.778,0.019,-0.939,1.015,-0.377,0
-0.375,-1.606,0.567,0.22,-0.478,0.035,0.438,0.536,-0.059,0.629,0
-0.946,0.619,1.038,1.966,-0.763,0.153,-0.554,1.077,-1.746,0.561,1
0.901,-0.977,-0.242,-1.823,0.51,-1.576,0.202,-0.663,0.14,-0.409,1
1.303,1.134,0.908,0.669,-0.3,2.098,-0.289,-2.095,-0.536,0.337,1
-0.339,-0.089,0.592,0.482,1.015,1.116,-0.497,-1.142,0.311,0.625,1
-0.6,-0.253,0.774,1.193,1.435,-0.138,-1.937,-0.547,-1.38,-1.294,1
-0.218,-0.239,-0.049,-0.035,0.728,-0.139,2.995,0.431,-1.23,0.677,0
-1.46,0.778,-0.734,0.881,-2.094,0.305,-1.325,-1.48,-0.205,0.195,1
1.163,-0.471,-0.117,-0.707,0.766,0.224,-1.425,0.922,0.331,-0.722,1
1.167,0.412,-0.707,-0.536,-0.965,0.813,-0.672,-0.988,-0.192,-0.595,1
1.381,-0.646,1.038,-0.061,0.431,-0.87,-1.562,1.732,0.782,-2.31,1
0.173,-0.734,-1.786,-1.462,1.425,-1.094,-0.403,-0.31,0.191,0.539,0
0.353,1.938,1.185,0.965,0.872,1.817,-0.314,-0.393,0.439,-1.239,1
2.149,-1.621,-1.434,0.484,1.596,1.966,2.708,0.338,0.369,-0.606,1
-0.721,0.542,1.049,-0.878,1.278,-0.746,-0.934,0.048,0.809,-0.076,0
0.203,-0.249,-0.308,0.29,0.522,-0.071,1.182,-1.425,2.076,0.258,1
1.437,-1.606,-0.416,-0.217,-0.564,0.114,-1.538,-0.151,1.279,-1.009,1
0.792,1.75,0.144,-2.347,-0.358,-1.291,1.098,-0.391,-1.624,-0.338,0
1.116,1.717,-0.258,-0.567,1.961,-0.842,-1.513,-0.444,-1.098,0.304,1
-1.22,0.064,-1.046,0.366,-0.72,-0.229,-0.583,1.102,0.583,0.293,1
0.988,-0.968,1.001,0.482,0.084,-0.859,0.055,0.493,-1.449,-0.323,0
-0.596,0.652,0.419,-0.762,1.392,-0.33,0.503,0.737,-0.474,-1.393,0
0.176,0.224,1.378,0.667,1.135,-1.096,2.221,-0.802,1.527,-1.958,0
0.139,0.569,-0.614,1.906,-0.39,-0.268,1.332,-1.423,-1.527,-0.057,0
-0.074,-1.315,-0.179,-2.34,2.18,-1.909,1.705,-0.919,0.321,-1.083,0
2.321,0.554,0.383,2.078,0.356,0.207,0.056,-0.425,0.211,0.582,0
0.138,0.098,-1.218,-0.699,-0.912,-1.052,-1.17,-0.519,0.041,-0.028,1
0.328,-0.851,-0.664,-0.924,0.046,-0.033,0.867,0.981,0.169,0.712,0
-0.616,-0.513,-1.304,-0.743,-0.587,1.539,-1.356,-0.994,2.315,0.487,1
1.083,-2.496,-0.63,0.451,-0.808,-0.307,-0.224,0.162,0.308,-0.086,1
-0.824,1.701,-0.759,0.11,-0.389,0.308,-2.487,-0.54,0.01,3.141,1
-0.298,-0.091,1.553,-0.708,0.107,0.553,0.834,0.598,0.052,-0.412,0
0.06,-2.331,1.346,-2.633,-0.646,-1.038,1.059,-0.263,-0.84,-1.011,1
2.057,1.405,-0.323,0.153,0.44,-0.925,1.273,1.669,-1.176,-0.245,0
-2.052,-1.309,-0.61,-1.554,1.179,0.548,1.145,1.007,1.527,1.736,0
-0.726,-1.244,1.232,0.167,1.814,0.331,-0.705,0.084,-1.474,-0.769,1
-0.843,-0.628,-1.17,-0.821,0.654,-0.259,0.367,-0.725,0.236,-0.398,0
0.112,0.598,-1.255,-1.085,0.039,-1.466,-1.414,1.886,-0.762,-0.896,1
2.352,0.108,-0.003,0.254,-1.282,-0.159,0.187,-1.52,-0.138,-0.765,1
0.422,0.07,0.29,1.211,0.998,-0.438,-2.712,0.741,0.128,0.562,1
0.67,-1.128,0.977,-0.704,0.201,0.771,-0.928,0.589,-0.013,-0.562,1
-0.54,-1.323,-1.42,-0.524,1.134,0.13,-1.831,-0.047,-0.037,-1.738,1
-1.55,0.373,-0.173,-1.208,-0.635,-0.78,-0.985,-1.417,0.146,0.515,1
1.569,-0.511,0.162,-1.14,0.756,1.448,0.014,0.545,0.507,-0.071,1
-0.622,0.635,0.161,0.312,-0.037,0.347,-0.072,0.217,0.157,1.204,1
0.239,0.62,-0.029,0.006,1.004,-0.794,0.155,-0.782,0.57,-0.414,0
-0.626,0.067,0.534,0.272,1.337,-0.313,2.322,-0.192,-0.357,0.302,0
-0.587,2.338,0.555,-1.351,-0.036,0.61,-0.939,-1.367,-0.099,0.93,1
0.056,-0.949,-0.537,0.51,0.641,0.941,-1.5,-0.674,-0.478,-0.081,1
-0.858,0.331,-0.146,-1.479,-0.993,-2.472,-0.536,-0.877,0.444,0.661,1
0.727,1.384,-0.624,1.026,-1.698,0.878,0.624,-1.187,1.211,0.32,1
-0.223,-0.064,-1.224,-0.366,0.433,-1.179,-0.414,0.073,-0.088,-1.514,0
0.134,-0.259,0.074,0.33,0.749,0.752,0.794,0.16,1.555,-0.859,1
1.64,-0.775,0.835,0.782,1.061,-0.329,0.805,1.354,-0.506,0.458,0
0.637,-1.379,0.043,-1.861,0.102,-0.453,-0.246,0.051,0.352,-1.043,1
1.754,-0.853,0.505,0.922,0.563,-0.719,-1.288,0.639,0.351,-0.504,1
-0.393,-0.334,-0.931,-1.146,-0.352,1.544,-2.702,-0.095,0.34,-0.685,1
2.053,-0.484,1.514,1.354,0.884,0.514,1.376,-0.283,-1.039,0.031,0
-0.382,-0.396,-0.371,-0.933,0.181,1.91,1.291,-0.033,1.298,0.402,1
-1.423,-0.322,1.51,1.358,0.067,-1.243,0.163,-0.771,-0.768,0.953,0
0.766,-1.393,0.704,1.616,-0.427,-0.184,0.214,-0.713,-0.758,-0.28,0
-1.167,-1.859,0.535,2.295,-0.089,1.128,0.326,-0.05,1.745,-2.836,1
0.29,-0.615,-0.633,-1.068,0.603,1.708,-0.358,-1.455,-0.033,-1.509,1
0.02,-1.64,-1.51,-1.961,1.296,0.612,0.288,0.503,1.178,-1.087,1
-0.167,2.408,1.391,-0.619,0.052,-0.548,1.511,0.189,-0.015,-1.59,0
-0.578,0.056,-0.829,-0.148,-2.15,0.97,0.708,-0.433,0.761,1.372,1
0.546,-0.4,0.3,0.735,-0.862,-0.112,1.308,0.146,1.035,-0.702,0
-1.669,0.361,-0.169,-1.268,-0.378,-0.758,-2.152,-0.07,0.577,-0.789,1
-0.57,-1.533,0.697,0.603,0.335,0.301,-0.037,0.543,-0.39,0.658,0
0.164,-0.709,0.41,-2.014,1.367,-0.558,-0.593,-0.444,1.492,0.752,1
1.05,0.222,2.542,-1.409,-0.998,-1.446,0.84,-0.741,1.164,-2.793,0
-1.457,-0.42,0.612,-0.823,-0.375,-1.281,0.536,-0.667,0.026,-0.786,0
-0.841,0.906,1.459,0.351,-1.368,0.487,-0.045,-0.952,0.59,0.791,1
-0.664,0.589,-0.558,0.654,0.085,-0.226,-1.765,0.921,-0.578,1.171,1
2.077,-0.407,0.446,0.833,-1.918,0.505,0.244,0.382,1.054,-1.51,1
1.46,-0.982,-0.413,0.585,-1.465,-0.295,0.304,-0.658,1.254,-0.431,1
0.527,0.217,0.636,-0.304,0.613,-0.082,0.476,0.518,0.53,0.905,0
0.073,0.417,-0.307,0.052,0.153,0.808,0.551,0.173,0.819,-0.02,1
-1.525,-0.257,-2.431,-0.262,0.612,0.074,0.428,0.319,-1.564,-0.33,1
0.525,-1.155,0.242,-0.449,-0.362,0.069,-0.462,-0.754,-0.211,-1.522,1
-0.126,2.021,-1.011,0.405,-0.723,0.698,0.998,-0.859,0.378,-0.144,1
0.789,0.019,0.077,0.033,-0.689,-0.428,1.258,1.143,0.195,-0.016,0
0.611,-1.405,0.932,-0.057,-0.627,1.366,0.043,-0.777,1.133,0.293,1
-0.102,0.286,0.09,-0.77,-0.529,0.125,1.837,-1.688,1.207,0.117,1
0.355,0.563,1.042,1.848,1.011,-0.332,-0.681,-0.161,-0.888,-1.534,0
1.891,-0.814,1.423,-1.201,-0.541,-1.396,-0.842,-0.925,0.9,0.499,1
-1.597,0.458,0.718,-0.345,0.081,0.166,-0.018,-1.024,-0.884,1.182,1
-0.124,0.79,-0.641,-0.492,-0.047,-0.747,-1.456,0.128,0.203,-0.093,1
1.529,0.58,-0.485,-0.581,0.038,-0.104,-0.986,-0.149,0.599,0.267,1
1.408,0.887,0.96,1.932,0.528,1.945,-0.223,-0.1,0.322,-0.576,1
-0.926,-0.238,-0.009,0.18,-0.719,0.36,1.486,-1.291,-0.517,0.246,1
-0.876,-1.154,0.371,0.702,2.147,0.888,1.013,-1.218,0.822,1.456,0
0.259,-0.353,0.21,0.531,-0.818,0.531,-0.029,-1.42,-0.364,-0.506,1
1.388,0.215,0.082,-0.189,0.195,-0.191,0.954,0.931,0.395,-0.458,1
0.111,-0.834,2.502,0.706,0.788,-0.443,1.014,-0.822,-1.391,-0.396,0
1.865,1.62,0.024,-0.003,1.13,1.757,0.378,0.734,0.869,-0.226,1
0.344,-0.431,0.989,-0.294,0.144,1.932,-0.511,-0.472,1.575,0.148,1
2.717,-0.029,0.63,-1.513,-0.845,1.117,0.089,0.224,0.131,-1.115,1
0.125,-0.041,0.467,0.301,0.42,-0.59,-0.209,0.424,-0.458,-2.232,0
-1.49,0.419,-0.513,1.329,0.982,0.207,-0.055,-0.829,-0.087,-1.235,1
-0.18,0.729,0.313,0.184,-0.949,0.07,-0.578,-1.734,0.766,1.084,1
1.556,0.245,0.521,-0.461,0.8,1.281,-0.914,-0.266,-0.932,-1.339,1
-0.191,-0.671,0.422,-0.506,-0.917,0.344,0.542,1.038,-0.03,-0.331,1
0.154,0.908,-0.332,2.561,-1.127,-0.417,-1.117,2.029,-1.223,1.109,1
-0.015,0.769,2.282,-2.3,-2.46,-0.537,-1.07,-1.179,-0.965,-0.143,1
-1.432,1.491,-2.702,-0.612,1.842,-0.294,-0.069,2.374,1.804,-0.663,1
0.621,-0.226,-0.73,1.452,-2.492,0.85,1.524,0.344,0.498,0.418,1
0.337,0.273,1.15,0.112,-0.372,-0.981,1.278,-1.128,-0.227,0.181,0
-1.142,1.454,-0.894,1.119,-0.089,-0.244,0.331,-0.381,-0.762,0.477,1
-1.227,0.005,3.27,-0.33,1.713,2.28,0.354,-1.763,1.122,-0.904,1
0.334,-0.324,-1.422,-1.645,-0.185,-0.332,0.116,-0.7,0.273,-1.458,1
0.717,-1.448,0.913,-0.469,-0.636,1.682,0.24,-0.297,-0.004,-0.914,1
-0.63,-1.452,-0.273,-1.728,0.712,0.074,0.328,0.63,1.076,0.457,1
0.868,-1.282,1.47,-0.041,0.331,0.211,1.896,-0.46,1.061,-1.529,1
0.503,0.788,-1.699,1.222,-1.402,-0.218,-0.41,0.089,0.53,0.236,1
0.075,0.047,1.024,1.072,0.196,-0.147,1.001,-0.638,-0.513,-0.19,0
1.43,0.195,0.721,-0.061,0.441,-0.552,1.112,0.22,-0.349,0.252,0
0.488,-0.952,-0.736,0.513,0.906,-2.409,0.617,-0.493,0.792,-0.096,0
0.224,0.544,0.113,-0.106,-1.755,-0.472,0.044,0.474,-1.195,0.727,0
2.266,-0.886,-0.202,1.572,0.919,0.802,0.171,-0.648,0.076,-0.187,1
-1.294,-0.017,-0.272,-0.196,-0.816,0.03,-1.289,1.297,0.648,0.751,1
-0.044,-1.459,-2.016,-0.639,-0.285,-1.748,0.947,-0.059,-0.728,0.065,0
-1.393,-0.153,1.631,0.49,2.716,0.797,-1.778,0.23,1.08,-0.028,1
-0.035,-0.576,-0.738,-0.469,-0.628,-0.217,-0.66,0.903,-0.166,-1.36,1
1.334,-1.663,-0.429,0.135,-0.05,-0.291,-0.723,-0.191,-0.026,-0.494,1
-0.943,-0.755,-0.125,1.237,0.261,1.388,-0.357,0.526,0.997,0.146,1
0.929,-0.801,-1.737,0.156,0.957,-0.206,-0.261,0.553,-0.343,0.65,0
1.312,-2.441,0.75,0.442,-0.427,-2.298,0.665,2.584,0.354,1.221,0
-1.638,-0.975,0.72,-0.467,-0.491,-1.265,-0.001,-1.603,0.045,-1.39,1
0.691,-1.396,-0.809,-0.979,1.163,0.532,0.291,-0.629,-0.381,-0.234,1
-2.06,1.081,1.689,0.778,-0.277,0.915,-1.742,-0.576,0.405,-0.59,1
0.638,-1.963,-0.316,-1.764,0.563,-0.14,1.028,0.688,-0.845,0.023,1
-0.35,-0.445,-1.988,-0.505,0.22,0.126,1.772,0.096,0.747,0.947,0
0.145,0.356,-1.394,0.885,-0.176,0.595,0.163,-0.845,0.813,-1.949,1
0.712,-0.29,1.223,0.979,-0.259,-0.893,-1.028,0.558,-0.002,0.794,0
2.586,0.421,0.615,0.184,-0.128,-0.68,-0.617,1.941,0.659,-0.392,1
-0.649,-1.137,1.66,-0.761,-1.476,0.196,1.046,0.869,1.142,1.057,1
2.973,-1.453,-1.175,1.305,1.141,-0.425,-0.847,-0.575,0.299,1.457,1
-1.193,1.486,-0.519,1.606,0.857,1.112,1.362,0.985,-0.285,0.134,1
0.308,-1.012,-0.361,1.04,-0.149,1.213,0.691,0.413,-0.211,0.557,1
0.759,0.769,1.919,0.777,-0.002,-0.714,1.338,-0.886,0.581,2.279,0
0.215,1.229,-2.086,0.348,0.023,-0.069,-1.381,1.603,-0.711,0.935,1
-0.158,1.766,0.105,1.448,0.113,-1.894,0.732,0.59,0.939,-1.244,0
-0.621,0.984,1.066,-1.191,-0.546,-0.507,0.472,0.41,1.245,0.839,1
0.746,-1.054,-0.931,1.118,-0.129,-2.287,0.58,1.068,-0.966,0.484,0
0.953,0.175,0.716,1.096,0.889,2.04,-0.419,0.48,0.322,1.648,1
-0.94,1.277,0.105,-2.768,-0.932,-1.098,0.174,-0.357,1.119,0.722,1
0.509,-0.486,-0.907,0.105,-0.044,-0.106,-1.201,-1.187,0.773,0.481,1
-0.347,-0.511,-0.38,0.555,0.432,0.286,-1.798,1.581,0.86,-0.694,1
-1.13,-1.538,0.49,-0.041,-1.484,-0.831,1.299,0.763,1.792,-1.614,1
1.942,0.332,-0.544,0.559,0.099,1.02,-0.378,-0.368,2.834,0.698,1
0.317,-0.446,-0.24,-0.776,-0.104,0.607,0.0,-1.977,-0.769,0.947,1
-0.996,-1.286,1.042,-2.07,-1.373,1.21,-1.348,-1.043,0.623,0.666,1
-0.07,-0.892,0.713,-0.579,-0.39,-0.91,-0.514,-1.127,-1.372,2.069,1
0.798,0.614,-0.748,1.231,1.472,-0.967,1.108,-1.572,-0.412,1.085,0
1.878,0.415,-0.641,-0.041,1.126,-0.481,-0.342,0.645,0.891,1.22,0
0.006,1.685,-0.573,-0.53,-0.628,-0.3,-1.383,0.627,-1.037,-1.389,1
-1.313,-0.905,1.119,-0.732,0.721,-0.287,0.094,-0.151,-0.11,1.8,1
-0.53,-0.921,1.131,-0.763,-0.222,-0.029,-0.692,0.487,0.465,-1.774,1
-2.723,0.58,-0.533,-0.466,1.032,-1.03,0.03,-0.496,0.378,-1.877,0
1.179,2.254,0.303,0.989,1.591,0.206,2.089,-0.431,-0.029,0.443,0
0.803,-1.967,0.621,0.226,-0.747,0.019,-1.207,0.712,-0.025,-0.906,1
0.152,0.522,-0.33,1.133,1.378,-0.861,-2.244,0.579,0.569,-0.444,1
0.321,0.536,0.525,-0.786,0.859,0.681,-0.957,-0.483,-1.454,1.071,1
-0.163,-1.634,1.336,0.405,1.034,-0.848,-0.521,-0.068,0.843,0.56,0
-0.745,0.149,-0.844,-0.155,-0.359,0.17,0.068,-0.814,-1.139,0.942,1
0.392,0.367,0.342,1.117,-2.836,-0.704,-0.76,-0.366,-1.035,-0.28,1
-0.823,0.915,1.674,-0.564,-0.297,-1.453,0.562,-0.303,0.248,0.23,0
-1.672,0.215,-0.333,-0.034,0.573,0.521,0.017,0.113,-0.337,-0.706,1
-0.008,0.121,1.054,0.084,0.837,-1.71,-1.084,0.186,-1.538,1.069,0
-0.647,0.594,-0.151,-1.109,1.263,1.326,0.969,-0.155,-0.298,1.285,1
0.547,2.014,0.403,-0.387,0.193,-0.048,0.214,-1.099,0.824,0.341,0
2.056,-1.04,0.712,0.935,-0.25,0.21,0.153,0.897,-0.326,-0.85,1
-0.478,0.296,-1.725,-1.303,-0.797,-0.915,0.063,-0.71,1.279,-0.885,1
-0.154,-1.421,0.6,-0.069,-1.814,-0.511,-0.076,0.095,0.474,0.176,1
-1.628,-1.31,-0.573,-0.606,-0.267,1.442,-2.681,-1.271,-0.227,-2.094,1
0.003,0.199,-0.783,-0.769,0.129,0.578,-1.888,-1.194,0.536,-0.507,1
-1.989,0.099,2.333,-0.554,-0.156,0.4,0.626,0.238,-0.536,-1.389,0
0.353,-0.427,-0.739,-1.716,0.043,-0.141,0.909,1.74,-1.355,-1.003,1
0.073,0.168,-0.348,1.554,-0.033,0.24,0.949,-0.089,-0.993,0.008,1
0.707,-1.553,0.408,-0.0,0.554,0.372,1.304,0.455,1.04,0.865,0
-1.696,-0.299,0.241,1.247,-0.32,-0.253,-1.079,-0.404,0.071,-0.477,1
2.014,-0.834,0.134,-0.74,-1.425,0.412,0.366,0.873,0.795,-0.618,1
0.346,-1.194,-0.338,0.726,0.28,-0.81,-1.751,0.421,-0.433,0.319,0
-0.933,0.672,0.196,0.493,0.27,-0.54,0.566,-2.043,0.506,0.725,1
-1.071,-0.525,-0.03,-1.705,-1.531,-0.767,0.792,1.005,0.105,0.333,1
-0.547,0.024,-0.355,-1.975,-0.518,-0.941,-0.082,-0.566,-1.625,-0.422,1
-1.073,0.038,-0.238,-0.874,0.275,-0.661,-0.855,-0.197,-0.046,0.113,0
1.041,0.208,0.134,0.868,-1.297,-0.091,-0.506,1.409,-0.053,-0.309,1
1.962,0.536,-1.82,2.159,0.025,0.516,-0.268,-1.039,1.954,1.263,1
-1.234,1.146,-0.685,-1.748,1.073,-1.991,-0.893,0.796,0.599,-0.913,0
1.334,1.2,-0.356,-0.756,-1.036,0.061,0.529,-0.333,-0.571,0.344,0
-1.71,-0.4,0.685,-0.388,-2.341,-0.802,0.504,0.969,-2.964,-2.073,0
-0.127,-0.349,-2.299,0.982,0.27,0.24,-0.098,0.255,-0.307,-2.752,1
-0.89,0.077,1.64,0.849,-2.344,-0.538,0.394,0.557,0.051,1.199,1
-0.089,0.844,0.851,-0.044,2.414,0.463,-0.48,-0.563,0.035,1.608,1
-2.11,-0.844,0.343,-0.473,0.796,-1.696,1.248,-0.722,-0.95,0.099,0
-0.432,1.061,1.291,0.075,0.682,-1.528,-0.438,-0.381,0.131,1.219,0
-1.268,0.003,-0.412,0.494,0.252,0.147,-0.009,0.119,0.849,0.198,1
-1.036,-0.125,-1.151,-1.186,1.196,1.244,0.005,-0.098,0.849,-1.013,1
0.894,1.878,1.328,-0.277,-1.364,-0.307,2.266,0.795,2.593,0.012,0
1.008,1.154,-0.017,0.777,-0.004,-0.725,0.99,-1.323,-1.328,0.33,0
-1.304,0.435,-1.011,-0.828,0.553,-1.516,-1.066,0.783,0.151,1.884,0
-1.912,0.742,0.124,0.791,0.693,1.121,0.545,0.296,0.866,-1.363,1
-0.328,1.049,0.413,-0.069,-0.634,-0.773,0.829,-0.156,0.945,0.871,1
-1.085,-0.186,-1.032,-0.915,1.247,1.058,-0.672,-0.003,-0.459,1.213,1
0.032,-0.142,1.692,-1.422,0.112,1.244,-0.034,-1.242,-0.019,-0.868,1
1.404,-0.193,0.194,0.926,-0.458,-0.755,-0.397,-0.208,0.003,-0.737,0
0.812,0.647,0.123,-0.367,-1.443,0.819,1.207,1.273,0.077,-0.045,1
-1.436,1.511,0.119,0.703,0.539,0.461,-0.735,-0.084,-0.219,-1.447,1
0.141,0.462,-0.575,-0.146,-0.697,-0.472,-1.463,-1.317,-0.387,-0.232,1
-0.648,0.518,1.058,-0.004,-1.209,-0.705,-0.534,-0.376,-0.188,0.08,1
0.033,-1.68,-0.649,-0.015,-0.16,0.524,0.564,-1.605,-0.46,0.851,1
1.152,0.583,-0.606,-0.069,-2.042,-0.662,-0.375,2.926,1.474,-0.325,1
0.653,1.771,-0.305,-0.513,-0.682,-1.033,-0.554,0.769,0.73,0.731,0
-0.796,-1.3,2.456,-0.799,-1.5,-0.445,1.731,-1.24,-0.387,-0.551,1
-1.654,-0.015,-0.816,-1.271,0.163,-0.713,-1.031,-1.325,0.368,-1.898,1
-0.876,-0.665,-0.523,-1.537,0.304,0.381,-0.298,0.762,1.107,-0.223,1
-1.417,-0.062,0.159,-0.122,-0.857,0.487,1.392,-0.921,-2.009,1.224,1
0.255,-0.877,-0.299,0.547,-0.831,-1.753,1.344,-0.356,0.077,-0.106,0
-0.64,0.25,0.602,0.151,0.05,0.255,-1.0,-1.381,0.402,-1.115,1
-0.234,0.61,-0.046,-1.143,-1.05,-0.626,-1.398,-0.441,-1.447,-0.584,1
0.559,1.89,-0.327,2.281,-0.862,0.228,0.76,0.275,1.272,-0.385,1
-0.321,0.147,-0.346,0.72,-2.083,-0.822,-0.35,1.737,0.988,0.469,1
-0.185,-2.869,0.294,-1.178,-0.503,-0.231,-0.725,2.036,-1.329,0.41,1
-0.181,0.027,2.604,0.727,-0.825,-0.007,-0.915,-1.99,-0.052,-0.927,0
