feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
-2.161,-0.569,-2.002,-1.23,0.877,-2.092,1.594,2.564,-0.127,0.231,1
0.792,-0.308,0.676,2.681,-0.871,0.036,1.099,-0.28,0.531,0.532,0
-1.585,2.422,0.477,0.596,0.279,0.239,0.474,0.031,-0.149,-0.365,1
-1.816,1.113,1.172,-1.718,1.024,-1.037,-1.998,1.509,0.197,1.069,0
0.485,0.006,1.001,0.705,-0.698,0.473,-0.657,-0.868,-0.104,0.976,1
-0.883,-0.706,-1.28,0.136,-0.281,1.725,0.127,-0.881,-0.638,0.534,1
0.168,-1.081,0.865,0.982,0.724,0.133,-0.628,-0.146,-0.424,-1.488,1
0.858,3.035,-1.149,0.227,0.031,0.015,1.177,-0.965,-0.247,-0.68,1
-1.01,-0.388,-1.38,1.07,-0.904,0.768,0.439,-0.503,2.117,1.219,0
-0.785,1.09,-0.066,1.257,0.158,-1.743,-1.294,1.307,0.709,0.295,1
-0.694,-0.801,-0.078,-0.501,-2.227,-0.173,-0.663,-0.55,0.059,1.538,1
1.044,-0.263,0.219,0.051,1.127,0.545,-0.219,0.412,-1.132,-2.389,0
0.718,-1.583,-0.963,-1.054,-0.611,0.11,0.124,-1.439,-0.459,0.719,1
-0.096,-0.681,0.734,0.094,1.083,0.809,-0.977,-0.261,0.902,0.318,1
1.505,-0.0,-0.84,-0.996,1.97,-0.624,0.781,-1.474,0.913,-0.814,1
-0.328,-1.603,0.157,1.24,-1.339,-0.104,0.157,-1.513,0.991,0.557,1
-0.678,0.968,0.836,-2.077,0.926,1.882,0.028,-0.363,0.455,0.759,1
-0.963,0.954,-1.412,0.813,1.435,0.058,-0.895,-0.086,-0.605,-0.688,1
0.206,-0.719,-1.145,0.889,0.248,0.976,-1.003,-0.869,1.035,1.141,1
-0.611,0.567,-0.153,-0.292,-1.207,-0.168,-1.021,0.455,0.056,0.191,1
-0.003,-0.642,-0.235,0.183,0.827,0.682,0.406,1.706,1.166,-0.24,0
0.225,-2.376,0.402,-2.295,0.954,-0.388,2.196,0.841,-1.489,0.585,1
-0.641,-1.906,-0.215,0.167,0.086,-0.38,-1.383,0.567,-2.206,0.286,1
2.499,0.055,-1.184,0.82,0.799,0.343,-0.711,0.407,0.956,0.307,0
0.318,-1.83,1.851,-1.289,1.267,-0.969,-0.461,0.841,-0.194,-0.14,0
0.071,-0.068,1.269,2.291,-0.08,-2.143,1.594,2.538,-0.496,1.559,0
-1.202,-0.635,0.206,1.208,-1.298,-1.784,-1.739,1.733,0.734,0.994,1
0.008,-0.283,-1.071,-0.395,0.724,1.135,0.137,-0.283,0.845,-1.665,0
0.901,0.292,0.983,-1.65,-0.845,-1.778,1.68,-0.308,0.178,0.306,0
0.647,1.3,0.643,-1.319,-0.569,-1.9,0.252,0.725,-0.011,0.326,0
-0.399,-0.546,-0.949,-0.583,0.608,1.859,-2.049,1.22,1.375,0.497,1
-0.505,1.31,-0.083,0.216,0.11,-0.499,1.411,0.91,0.836,-0.455,0
-0.143,0.109,0.691,0.434,0.165,0.93,0.431,-2.241,0.348,-1.498,1
0.29,-0.283,-0.749,-1.425,-0.325,0.249,-1.405,0.007,-0.66,-0.929,1
1.041,1.73,-0.896,-1.749,0.238,-1.806,-0.415,-1.711,0.365,-0.58,1
-0.71,-0.273,0.872,0.216,0.522,0.341,1.011,-0.047,0.299,-0.421,1
-1.038,0.639,0.023,-1.036,0.692,-0.679,-0.925,-0.311,0.197,0.631,1
-1.723,-0.521,0.061,0.421,1.058,1.325,1.133,0.425,0.774,0.141,0
-0.278,0.016,-0.906,-0.603,0.052,-0.599,-3.029,0.262,2.572,-0.475,1
0.362,-0.579,-0.725,1.381,-0.153,-1.385,0.454,0.388,-0.666,-0.542,1
2.93,0.04,-0.693,-0.622,0.746,-0.464,0.354,0.573,-1.925,1.346,0
1.214,-0.087,-0.756,-0.609,0.065,0.207,-0.484,-0.493,-0.606,-0.384,1
-1.5,1.424,0.426,1.725,-1.177,-0.557,0.626,-0.022,-1.742,-0.767,1
1.43,0.392,-1.397,-2.002,0.238,2.49,0.313,-0.388,0.893,0.725,1
0.434,0.974,-0.004,0.073,-0.259,0.796,0.579,-0.135,-1.356,-0.394,1
1.368,1.286,-1.334,0.943,-1.138,-1.121,-0.662,1.878,-0.905,-0.011,1
-0.306,-2.031,0.283,0.386,-0.236,-1.225,-0.793,0.47,0.096,1.716,1
-0.16,-0.17,-0.821,0.024,0.53,-0.378,1.417,0.491,0.916,0.174,0
0.19,-0.158,-1.969,-0.245,-0.678,0.478,-1.891,0.299,1.51,-0.401,1
0.362,0.444,0.372,0.173,-1.214,1.944,1.137,-0.977,0.972,0.158,1
-0.129,0.946,0.749,1.349,1.659,-0.682,0.859,1.069,1.035,-1.089,0
-0.983,0.186,1.563,-1.385,-0.454,0.698,0.547,0.552,0.24,-1.13,1
-0.291,-1.446,0.328,-0.224,0.634,1.271,0.526,-0.089,0.084,-0.551,1
-0.453,1.059,-1.751,0.831,-0.2,-1.224,-0.167,-0.637,-0.824,-0.367,1
0.576,-0.54,2.144,-0.847,1.005,0.099,-0.925,0.672,0.419,-0.221,0
0.542,0.271,0.653,-0.226,-0.27,1.133,1.283,0.402,1.557,2.038,0
-0.113,-1.007,-0.38,-0.678,-1.053,0.223,1.023,0.776,0.646,0.74,1
-0.75,-1.135,0.431,-0.223,0.04,0.355,1.938,-1.255,0.46,1.5,1
0.39,0.404,-0.479,-0.576,-2.324,-0.285,-0.504,0.582,-2.675,0.185,1
-1.313,-0.776,-0.095,-1.172,0.512,0.345,-1.171,0.256,0.452,-0.777,1
-2.579,1.333,0.31,0.081,0.137,1.276,0.426,0.122,0.557,0.305,1
-0.508,-0.384,-0.186,-0.164,0.504,1.202,0.548,-0.51,1.642,-1.37,0
-0.133,0.612,-2.773,0.436,0.125,1.518,0.685,1.685,-0.555,-0.391,0
1.033,0.165,-0.592,-0.015,-0.38,-0.262,-0.523,-0.423,0.077,1.605,1
1.269,0.191,0.362,-1.11,0.157,0.618,1.484,-0.264,0.919,0.15,0
-1.976,-0.659,-0.676,0.077,-0.397,-0.399,-1.867,1.031,-0.301,-0.05,1
1.668,0.709,0.987,-0.662,1.184,-1.639,0.778,-0.865,-0.419,0.913,0
0.269,0.02,0.209,0.982,-1.045,-0.812,0.494,1.259,0.062,-1.385,1
-1.494,0.906,-0.79,-0.422,2.009,-0.672,-2.076,-0.091,-0.599,-0.251,1
-1.177,-0.763,1.022,0.586,0.772,-1.958,1.624,-1.904,-1.881,1.475,1
1.636,-0.965,1.141,0.416,2.026,-1.013,0.349,0.582,-0.393,0.454,0
-1.179,0.79,1.142,0.557,0.121,0.446,-0.977,-0.585,-1.55,0.302,1
-0.347,-0.203,-0.443,1.271,-0.677,0.648,-0.976,1.839,-0.003,0.41,1
-0.72,0.645,-1.018,-1.102,0.917,1.109,-2.089,2.154,0.353,0.413,1
-0.925,-1.502,0.705,0.371,-0.714,-0.159,-0.329,0.641,-0.234,0.189,1
0.02,-0.242,-1.851,0.268,-0.022,0.422,-0.86,0.291,0.653,2.098,1
-0.924,-0.46,0.107,0.149,2.116,0.264,-1.117,1.14,-1.15,0.723,1
-0.822,1.331,-0.302,-1.095,0.598,-0.491,-0.196,-1.643,-0.068,-2.245,1
1.578,-0.516,-0.198,0.838,-0.354,1.394,-0.39,0.95,-2.148,-0.062,0
0.262,0.415,-0.55,0.256,0.809,-0.529,0.448,-0.801,0.632,1.397,1
-1.116,0.143,0.851,1.193,0.544,-1.208,1.191,1.283,-1.451,-0.424,1
0.927,0.026,0.706,1.062,-1.612,0.453,1.141,0.238,-0.127,0.053,0
1.092,-1.302,1.352,-1.175,1.566,-0.228,1.123,-0.742,0.229,-0.454,1
0.797,1.405,-0.877,-0.35,-2.46,1.248,2.15,-0.32,0.593,0.371,1
-1.511,-0.639,1.132,0.426,-0.284,0.368,1.078,0.364,1.405,1.093,1
-1.037,0.979,0.456,0.268,-2.552,0.071,0.358,1.88,-0.746,-1.482,1
1.421,-1.994,0.076,-0.576,-0.579,-1.461,-2.052,-1.131,1.258,-0.571,1
0.784,0.41,0.306,-0.23,0.238,-1.802,0.347,-0.298,0.235,-0.11,0
-1.323,-1.734,-0.266,-1.408,-0.746,1.431,1.914,-1.551,-1.43,0.205,1
-0.159,0.052,0.638,1.08,-1.211,0.601,0.077,-0.885,0.371,1.475,1
-1.751,-0.029,-0.664,-1.484,0.081,-0.547,-1.051,-0.648,-1.357,-1.331,1
0.511,-1.462,1.452,1.465,-0.194,-0.073,0.061,-0.616,1.015,0.595,0
0.765,1.998,0.391,1.995,-0.635,1.069,1.161,-1.779,0.809,-0.106,1
-0.027,0.334,-0.275,-0.297,-0.514,1.586,1.394,-0.547,2.069,-0.179,0
0.81,-0.48,-0.638,1.18,-1.642,0.89,0.226,0.707,0.661,0.453,1
-1.394,0.688,0.243,0.061,-0.561,-0.483,0.477,0.17,0.845,1.798,1
1.431,-0.984,0.012,0.303,-0.757,0.733,-1.003,0.211,1.464,-1.084,1
-0.673,-0.252,-2.298,1.541,0.454,0.159,-0.086,0.263,0.493,1.318,0
0.454,-0.482,2.981,-0.809,-0.773,-1.038,1.18,-0.692,-1.085,0.779,0
-0.646,-1.416,0.866,-0.376,-0.79,-0.528,-1.129,-0.089,0.108,2.201,1
-2.041,0.396,-0.614,0.642,-3.08,-1.362,-0.296,1.128,-0.789,-0.039,1
-0.761,0.544,0.454,0.911,0.999,-0.271,-0.954,-0.674,0.308,-0.128,1
0.037,0.516,0.917,-0.523,-0.188,-0.993,-0.529,-1.31,-1.417,-1.607,1
-0.167,-0.868,-0.403,-1.507,0.549,-1.272,-0.828,-0.344,-0.732,-0.564,1
0.04,-0.478,-0.435,0.588,-1.19,0.311,-0.576,0.327,0.63,1.879,1
-2.474,1.303,-0.595,0.356,0.032,-0.12,1.089,-0.792,-2.298,0.24,1
0.399,-1.225,0.036,1.179,-1.766,-1.002,1.553,0.18,-1.115,-0.936,1
-0.419,-0.816,0.017,-1.184,0.483,-0.191,-1.472,-0.341,1.297,-2.006,1
0.282,-0.811,-1.549,0.049,-0.771,0.642,0.615,-0.203,-1.662,0.881,1
-1.628,-0.514,0.538,-1.227,-1.179,-1.172,1.6,-0.386,-0.325,1.117,1
-1.328,-1.249,-0.1,1.251,-0.11,-1.405,-0.607,0.937,0.265,-1.508,1
-0.423,-0.452,-0.682,-0.96,0.44,-0.148,-0.364,-0.472,-0.733,1.435,1
0.018,-0.085,1.649,-0.181,-1.858,0.97,-1.587,0.049,1.133,-1.953,1
0.563,-0.252,1.447,0.978,-1.319,-0.071,0.269,-0.699,1.587,0.142,0
0.376,-0.792,2.668,-0.14,0.942,-0.012,-0.52,1.852,1.837,2.074,0
-0.737,-0.769,-0.051,1.599,0.212,1.106,1.312,0.424,-0.492,1.656,1
0.411,-0.243,0.863,-1.449,0.314,-1.005,-1.344,1.268,-1.294,-0.741,0
-0.33,0.33,0.981,-1.491,0.539,1.336,-0.564,0.663,0.431,-0.773,1
-0.803,0.464,-0.171,2.707,0.662,-0.654,0.728,0.093,-0.18,0.7,0
-1.251,0.909,-0.158,-0.439,0.739,-0.468,-1.596,-1.667,0.339,0.375,1
-1.329,0.564,0.805,0.745,-0.174,1.108,0.515,0.893,-1.511,-0.851,1
2.082,1.068,-1.428,-0.332,1.705,0.606,1.112,-0.564,-1.365,0.179,1
0.565,0.327,0.014,2.692,1.273,-0.634,0.568,0.511,0.975,1.977,0
-1.274,-0.787,2.138,0.343,0.95,-1.535,-0.171,0.98,-0.059,2.073,0
-0.398,-0.202,-0.164,-1.239,-1.056,1.246,-0.725,-1.045,0.563,0.173,1
1.99,-1.182,0.304,2.226,0.306,-0.63,0.776,-0.511,0.3,0.173,0
0.086,0.108,1.063,1.841,-0.569,-1.446,-0.256,1.173,-0.428,-0.299,0
0.149,1.661,-2.622,-0.432,-0.101,-0.439,-1.978,-0.036,-0.787,-0.117,1
1.899,0.452,-0.585,0.174,-0.203,-1.271,0.873,0.141,-1.406,0.408,0
1.458,-0.532,0.897,-1.139,-1.31,-0.096,-2.411,-0.01,-0.661,0.803,0
-0.07,-1.517,0.2,-0.247,0.236,0.762,-0.506,0.749,1.068,-2.637,0
0.695,-0.323,0.597,-0.625,1.647,-1.708,0.096,-0.286,1.017,-0.658,0
-0.4,-1.797,-0.378,0.232,-0.732,-0.404,1.206,-0.694,-1.516,2.024,1
-0.808,0.094,0.273,0.544,-2.476,0.211,0.254,-0.732,-1.38,-0.21,1
0.892,0.183,0.504,-1.007,-1.339,-0.45,-0.16,-1.609,0.181,1.864,0
-1.201,-0.072,0.144,-0.149,-0.451,0.307,0.981,-0.54,-0.421,0.407,1
-0.319,0.883,0.665,-2.191,0.484,0.688,1.644,-0.097,-0.973,0.905,1
-0.908,1.159,-1.467,1.719,-0.367,2.358,-0.46,-0.059,-1.242,-0.024,1
-2.043,0.191,0.576,-0.518,0.92,0.986,0.057,0.159,0.651,0.02,1
0.848,2.075,-0.381,-0.946,-0.459,-0.694,0.3,-1.39,1.299,-1.804,1
1.838,-0.722,0.629,-0.069,-1.212,-0.529,-1.557,-1.2,0.274,-0.613,1
0.985,1.621,0.507,-0.126,0.035,1.315,-0.688,-0.103,0.377,0.664,1
0.059,0.699,-0.16,-1.092,0.025,0.494,-0.573,0.69,0.677,0.542,1
-0.178,-0.76,0.488,-1.456,0.935,0.303,-0.534,-0.289,0.965,1.729,1
-0.804,-0.287,-1.258,0.084,0.997,-0.766,-0.368,-0.16,0.731,-0.499,1
-0.306,0.978,0.905,-0.902,-0.228,-0.948,-0.154,1.032,0.18,-0.272,0
0.159,1.114,-0.571,-0.987,-1.678,1.828,-1.402,-0.135,-0.58,1.03,1
0.167,0.13,0.338,1.026,-1.155,0.211,0.075,0.44,0.029,0.182,1
0.035,-1.896,0.55,0.198,-0.331,-1.322,-0.244,-0.496,1.651,0.799,1
0.696,-0.932,0.185,0.039,-1.023,0.32,-0.843,-2.109,0.518,0.622,1
0.018,1.376,-0.024,-0.114,-0.284,-0.106,0.342,-0.22,-0.094,-0.515,1
0.514,0.395,0.561,-0.007,-0.498,0.471,-0.591,-0.415,0.532,1.318,1
-0.79,-0.509,0.237,1.217,0.215,1.248,2.461,0.142,1.838,-0.228,0
0.962,0.045,-2.038,-1.092,-0.174,-1.065,0.927,-0.162,0.369,-0.26,1
0.127,-1.703,0.642,-0.682,-1.646,0.157,-0.362,-0.128,-0.308,-1.714,1
0.234,-0.403,-1.402,-0.866,0.834,0.179,1.002,-0.677,0.028,-1.037,1
1.425,0.366,0.849,0.474,0.542,0.002,-0.544,0.181,-0.77,-1.035,0
0.731,1.673,0.355,0.303,0.048,0.503,-0.026,-1.853,0.213,0.806,1
0.702,-0.649,-0.473,2.219,-1.868,-1.373,-1.013,1.366,1.189,-2.78,1
-1.031,-0.702,0.81,0.895,-1.227,0.786,-2.096,0.454,-0.439,0.484,1
0.926,0.069,1.482,-0.913,-1.607,-0.597,0.791,1.114,1.433,0.35,0
0.293,0.998,0.935,0.086,-0.591,-0.603,0.69,0.723,-0.424,1.326,0
-1.067,0.624,-2.451,1.301,-1.357,0.401,1.013,-0.072,0.031,-0.756,1
-0.796,-0.687,1.909,-0.494,-0.063,0.95,0.669,0.125,0.509,-1.065,1
-0.465,-0.915,-0.401,-0.089,-0.951,0.28,0.065,-2.057,1.113,-0.758,1
0.098,0.889,0.346,-0.114,1.457,-1.131,1.233,0.879,0.766,0.432,0
-1.018,0.012,0.67,1.203,0.83,-0.919,0.958,0.272,0.992,0.383,0
-0.503,1.523,-2.502,-0.625,-0.452,-0.572,1.731,0.405,0.591,0.521,1
0.263,1.463,0.807,2.106,0.125,-1.074,-0.045,-0.774,1.448,-1.809,1
0.714,1.473,-1.772,0.048,0.203,-0.689,-0.541,2.047,-0.588,-0.835,1
0.05,0.438,1.383,-1.389,0.39,-1.538,-2.017,0.857,0.047,-0.35,0
-0.877,-0.383,-0.059,0.761,-0.975,0.901,-0.433,-1.508,2.263,0.889,1
0.736,-0.622,-0.568,-1.425,0.498,-1.395,-2.804,0.481,0.33,1.494,0
1.692,0.16,1.025,0.129,-0.464,1.384,-0.684,-0.366,0.409,-0.138,0
-0.482,-0.96,0.884,-1.103,0.461,-0.627,-0.059,1.432,-0.321,-0.321,1
-1.382,-0.367,-1.377,-0.658,1.82,-0.52,1.48,0.425,-0.304,0.07,1
-1.513,1.358,0.324,-1.068,0.09,3.131,-0.854,-0.836,1.299,-0.711,1
0.281,0.153,0.094,0.875,-1.227,1.321,1.034,-0.495,-3.387,2.095,1
0.273,-0.03,0.086,-1.73,0.081,1.269,-0.343,0.988,1.373,-0.33,1
-0.541,0.518,-1.135,0.471,1.92,0.475,0.567,0.246,2.888,-0.556,0
0.017,-0.396,-1.005,0.158,-2.73,-0.128,-0.443,-1.8,-0.487,-0.36,1
-0.259,1.356,-0.627,0.473,-0.685,1.417,0.858,0.883,-0.965,-1.34,1
0.034,-0.446,0.152,1.623,-0.43,-0.162,-1.028,-0.992,0.294,-0.36,1
-0.133,-0.098,-1.994,0.116,-0.673,0.855,-1.179,-0.954,-0.97,0.314,1
1.2,-0.183,-0.18,-0.103,-0.109,0.578,1.75,0.002,0.365,-0.895,0
-0.363,1.18,0.827,1.458,-1.029,-1.296,0.284,-2.202,0.549,-1.293,1
0.451,-0.395,1.716,0.154,-1.465,-0.517,-0.879,-0.81,0.679,0.337,0
-0.529,0.932,0.676,0.144,2.182,0.038,0.218,2.395,0.402,1.687,0
-2.744,-1.904,0.919,0.123,2.827,0.474,-1.915,-1.538,-0.653,0.164,1
-0.197,1.039,-0.391,1.021,-1.227,-2.058,0.599,-0.136,-0.219,-0.47,1
-0.95,-0.681,-0.981,-0.752,-1.032,-1.808,0.218,0.686,0.437,-1.956,1
1.292,-1.698,-1.203,-1.647,-0.79,-1.314,1.212,0.933,-0.261,1.515,0
-1.521,-1.167,-2.033,-0.083,1.448,0.154,-0.19,-0.99,0.379,1.921,1
0.031,0.313,-1.2,-0.227,-0.238,-0.683,0.462,-0.917,-1.665,0.706,1
0.903,-0.382,0.198,-0.032,-0.926,1.17,0.247,-2.151,1.215,-0.33,1
-0.516,0.023,-0.675,1.309,-1.666,0.329,-0.849,0.975,-0.373,0.609,1
-0.759,-0.649,-1.337,1.17,-0.558,0.387,-0.491,-0.325,0.131,0.624,1
0.679,0.396,0.669,-0.196,-0.32,0.204,-1.962,-0.547,-0.135,0.526,1
1.234,0.191,-0.193,1.577,0.119,0.29,-2.093,-0.045,0.111,0.389,1
0.548,-1.35,-0.447,-0.71,-1.751,0.902,-1.384,-0.808,1.207,0.189,1
-0.653,-0.236,0.606,-0.356,1.464,-0.824,-0.358,-0.938,1.437,1.586,1
-1.267,-0.383,0.832,1.844,0.022,0.288,0.399,2.459,0.457,1.107,0
0.917,-0.231,-1.499,0.643,0.182,-1.076,1.572,1.009,0.403,1.615,0
0.448,0.55,0.22,-0.02,0.202,-0.305,-0.119,0.802,-0.387,1.561,0
0.05,-0.333,0.982,1.098,-0.257,-2.262,0.169,-1.614,-0.011,1.21,1
-1.448,1.361,-1.306,1.641,-0.339,0.133,-0.914,-0.155,0.395,-0.099,1
-1.814,-0.693,1.377,1.037,0.522,-2.009,-0.787,0.072,-1.958,-0.168,1
-0.094,-1.502,0.908,-0.627,1.346,0.328,1.341,1.216,0.959,0.514,0
0.576,0.078,-1.061,2.042,0.651,-1.007,0.358,-1.08,0.047,2.201,1
0.759,-1.586,-0.673,-1.226,1.34,-1.162,1.478,1.56,-0.323,2.119,1
0.788,-1.963,-0.526,2.64,1.172,1.272,-0.7,-1.097,-0.552,-0.326,0
0.621,-1.41,-0.415,3.069,0.37,-0.728,-0.929,0.898,-0.484,0.033,0
-0.109,0.467,-1.1,0.87,0.914,-0.933,-1.924,0.544,1.674,-0.146,1
-0.663,1.212,0.922,0.571,-0.705,2.054,0.957,-1.022,0.291,-0.083,1
1.52,-0.358,-0.61,-1.506,-0.773,1.085,1.487,0.604,-1.126,0.376,0
1.959,-0.796,0.454,-2.507,0.404,-1.522,-0.513,-1.381,-0.533,1.082,0
0.641,-1.73,-2.148,0.497,-1.269,-0.242,-1.075,-0.682,1.007,-0.828,1
0.661,-0.033,-0.14,1.026,-1.972,0.6,1.361,-0.173,0.756,-0.146,1
-0.094,0.297,0.119,0.117,-0.567,-1.753,-0.5,-0.811,2.027,-2.569,1
1.023,-0.531,2.509,0.95,1.45,1.91,-0.415,-2.154,-1.184,-0.133,1
-0.613,1.065,-1.361,1.184,-1.167,-0.251,0.333,1.123,1.876,0.274,1
0.28,0.728,0.024,2.394,-1.313,-0.486,0.401,1.077,2.587,-0.739,0
0.33,2.811,-0.879,-0.331,0.646,0.178,-1.129,-0.36,-2.383,1.351,1
-0.407,-0.302,-1.535,1.602,-1.069,0.085,0.339,-1.223,0.198,0.385,1
-0.073,0.878,0.13,-0.666,0.492,-0.983,-1.295,-1.5,1.156,-0.753,1
0.59,-1.331,1.276,-1.151,1.454,0.22,-0.265,0.775,0.13,1.044,0
-1.779,0.356,-0.054,0.071,-0.806,-0.351,1.128,0.026,-0.149,0.395,1
1.974,-0.44,2.382,-0.346,2.695,-0.854,-0.278,0.777,-0.439,1.173,0
1.397,-0.413,0.689,0.034,-0.298,-1.17,1.524,1.298,0.659,-0.822,0
-0.146,0.779,0.64,0.808,0.573,1.39,-0.235,-0.539,-1.161,-1.486,1
0.135,1.355,1.95,1.081,0.784,1.862,0.673,-0.432,1.801,1.334,0
-0.318,1.118,1.891,0.2,-0.178,-0.263,0.751,0.183,-0.998,0.458,0
0.792,-0.964,0.466,1.354,-1.459,0.375,0.746,0.266,-1.085,-1.508,1
-0.434,0.957,1.254,-1.038,0.525,-0.838,1.723,-1.173,0.727,-1.719,1
2.384,-1.165,-0.205,-0.538,1.297,-1.614,-0.816,-0.151,-0.502,0.804,0
-1.133,-0.744,-0.701,-0.422,-1.533,-1.934,0.351,-0.64,0.019,-0.715,1
-0.703,0.77,0.94,1.083,-0.652,0.286,0.101,0.098,-0.808,1.442,1
-0.646,0.048,1.383,-0.667,0.788,-0.16,-0.103,0.274,1.158,-0.22,1
0.422,-0.327,2.341,-0.535,1.055,-0.403,0.645,-0.631,-1.281,0.009,1
1.233,0.624,1.521,-0.498,0.754,-0.389,2.592,0.085,-2.031,0.646,0
1.217,0.031,1.082,-1.9,-2.707,-0.787,-0.62,1.828,0.488,0.137,0
-0.757,-1.064,1.961,-0.439,0.892,1.872,0.245,0.702,0.91,-0.732,0
-0.666,-0.328,-1.439,-1.28,-0.196,0.199,-0.597,-1.035,0.421,-0.549,1
-1.254,-1.27,0.649,0.234,-0.155,-0.434,-1.096,-1.123,-1.865,-2.121,1
-0.672,-0.756,-1.045,-0.28,1.21,-0.989,0.35,-0.264,-1.063,-0.747,1
0.327,-0.499,-1.472,0.502,0.428,1.004,1.708,-0.267,-0.591,2.362,1
1.208,-0.549,1.531,0.444,-2.458,0.65,0.024,0.26,0.735,-0.006,0
-0.788,1.137,-1.737,0.961,-0.488,-0.657,-0.472,0.36,0.531,1.008,1
1.61,1.602,0.02,0.573,0.372,0.226,-0.754,-0.338,0.417,0.229,0
0.194,1.042,-1.126,-0.041,0.716,0.342,-0.678,0.178,-0.162,-0.027,1
-0.338,0.616,-1.576,-1.186,0.328,-0.035,0.189,1.038,0.779,-0.65,1
-0.481,0.131,0.835,1.612,-0.494,0.305,2.131,0.027,0.786,0.813,0
0.045,-1.744,-1.31,-1.422,-0.32,0.012,0.753,-0.885,0.898,-1.674,1
-1.145,0.223,-0.937,-0.175,0.835,-1.252,0.264,1.295,-0.544,2.05,1
0.065,1.448,-0.207,1.521,-1.234,-0.787,-0.727,-0.26,-0.182,0.409,1
0.219,-0.457,-0.652,-0.321,-0.506,0.815,0.684,-1.224,0.909,-0.602,1
0.853,-0.687,1.131,-0.346,-0.674,-0.162,1.832,-0.727,-0.441,-1.156,1
-1.107,-0.604,0.014,-0.219,-1.005,1.27,1.212,-0.362,1.116,0.414,1
0.121,0.837,-0.664,-2.04,-0.621,-0.958,-0.502,0.459,-1.307,0.93,0
1.071,1.338,0.278,-1.329,-0.289,-2.518,-2.533,-0.023,-0.556,2.075,0
-0.84,0.952,0.204,-0.886,1.05,0.557,0.138,-0.153,1.217,1.779,1
-0.709,-0.984,-0.171,0.27,0.319,-0.691,0.35,-0.321,-1.187,-0.831,1
-1.114,1.262,0.681,2.017,0.481,0.314,-0.523,-0.261,-2.145,1.025,1
2.145,-0.344,0.913,-2.461,-0.46,0.064,-0.46,-0.598,0.844,-0.639,0
-1.219,-0.184,-1.74,-0.44,0.979,1.004,1.839,-0.703,-2.138,0.366,1
-2.165,0.979,0.38,-1.928,0.92,-1.607,-1.356,-0.259,0.086,-0.377,1
0.976,-0.841,-0.962,-0.581,1.152,-0.559,-0.251,2.171,-1.23,0.309,1
-0.461,-1.003,-3.369,0.783,-0.344,0.348,-1.718,-0.893,-0.746,0.151,1
-0.786,-0.351,1.252,-0.36,-0.44,1.988,-0.693,0.46,0.601,0.806,1
0.98,0.917,-0.117,0.211,0.523,-1.769,-0.812,-0.877,-0.013,1.115,0
-0.447,1.315,1.038,2.203,-0.908,2.094,-0.924,-0.553,0.093,1.056,1
0.836,0.4,-0.522,1.808,-0.132,-1.093,-2.486,-0.039,0.802,-0.185,1
0.534,-0.498,0.896,-1.269,0.042,0.968,-1.761,1.098,0.858,-0.956,0
-0.047,-0.691,-0.389,0.046,-0.379,1.577,-0.043,1.354,-1.125,-0.179,1
0.204,0.927,-0.324,0.685,1.072,-1.0,0.97,-1.724,1.617,-0.93,0
0.419,2.068,-1.234,2.679,0.3,-1.304,0.751,0.373,0.171,0.6,0
-0.197,-0.119,0.974,1.073,-1.026,-1.13,-0.291,-1.687,1.56,1.841,1
-0.773,-0.241,2.39,-0.548,0.644,0.75,-1.205,1.426,-0.724,0.279,0
-0.866,0.846,0.612,-0.809,-0.2,-2.404,1.563,-0.629,0.804,0.668,1
-0.518,0.954,0.726,-0.577,-0.801,-1.123,-0.782,-0.512,-0.824,-1.023,1
-1.393,-0.41,0.851,0.888,0.583,0.785,1.514,1.251,-1.937,-1.205,0
-1.039,-0.143,1.13,0.588,0.021,0.125,0.255,-0.402,-1.781,-0.081,1
-1.76,0.821,-0.15,-1.869,-0.65,0.693,-1.108,-0.147,-2.246,0.403,1
0.104,0.313,0.194,-0.403,0.728,1.436,-1.437,0.524,-0.27,0.017,1
1.278,-0.305,-0.013,1.343,0.86,0.244,1.977,0.533,-0.879,-0.261,0
-0.128,-0.387,-0.109,0.714,0.037,0.737,-1.074,-0.816,1.198,-1.377,1
1.067,0.507,0.476,0.91,-1.501,-0.113,-1.2,-0.793,-2.731,-0.015,1
-0.04,-0.115,1.458,0.484,1.408,-2.269,0.393,-0.427,0.365,0.807,0
-1.56,-0.056,-0.713,0.263,1.133,0.883,0.976,0.353,-0.51,0.048,1
0.779,-0.084,0.846,1.186,-0.447,0.805,0.831,-0.412,-0.195,1.032,0
-0.642,-1.069,-0.038,-0.832,0.818,0.148,0.369,0.523,-1.136,2.015,1
-0.578,-0.219,0.356,0.751,0.217,0.402,0.925,-0.249,-0.347,0.812,1
-0.608,-0.81,1.702,-0.968,1.086,1.866,1.496,1.022,1.549,-0.089,0
-0.888,-0.684,-0.015,-0.03,-0.831,-1.784,-1.239,0.937,-0.832,0.913,1
0.355,1.598,0.685,-0.238,-0.8,0.23,-0.191,-0.365,-0.658,-1.219,1
-1.055,-0.937,0.073,0.245,-1.473,-0.104,-0.556,0.304,0.904,0.598,1
-1.418,-0.056,-1.369,-0.557,-0.367,1.523,1.471,-0.437,-1.175,0.249,1
