,Plate_ID,Thickness (mm),Width (mm),Length (mm),Hardness (HB),Tensile_Strength (MPa),Elongation (%),Surface_Defect (Binary),Weld_Defect (Binary),Heat_Treatment (Binary),label
560,561,15,198,1344,169,384,13,0,1,1,1
561,562,6,231,1354,193,408,13,0,1,0,1
562,563,9,229,837,220,538,17,0,1,0,1
563,564,9,211,1028,246,479,20,1,0,0,1
564,565,9,198,855,236,495,18,1,1,0,1
565,566,5,192,1347,171,521,18,1,0,0,1
566,567,5,225,1155,161,590,27,1,1,0,1
567,568,15,245,865,193,533,27,1,0,0,1
568,569,18,196,1149,217,359,15,0,1,0,1
569,570,13,225,1029,246,533,26,0,1,1,1
570,571,19,217,1155,179,599,13,1,1,1,1
571,572,16,230,1154,171,494,28,1,1,0,1
572,573,16,204,891,231,417,13,1,1,0,1
573,574,9,228,862,219,519,26,0,1,0,1
574,575,11,184,862,241,564,10,1,0,0,1
575,576,14,231,1297,151,397,25,0,1,0,1
576,577,17,226,1051,183,562,12,0,1,1,1
577,578,16,220,1390,190,438,21,0,1,0,1
578,579,8,194,958,193,575,28,0,0,1,0
579,580,8,190,1147,201,408,10,0,1,1,1
580,581,17,207,851,244,562,23,1,0,1,1
581,582,7,193,1316,232,563,18,0,1,0,1
582,583,6,184,1059,204,386,11,1,0,0,1
583,584,15,195,1292,229,586,25,0,0,0,0
584,585,7,209,900,201,362,16,1,0,1,1
585,586,6,222,1211,195,376,16,0,1,1,1
586,587,16,205,1100,243,352,22,0,0,1,0
587,588,8,202,1056,154,372,28,0,0,0,1
588,589,17,223,928,206,396,28,0,0,1,0
589,590,9,235,1056,198,433,27,0,0,0,1
590,591,15,182,896,170,599,29,0,0,0,0
591,592,6,205,829,166,368,15,0,1,1,1
592,593,6,180,1189,203,384,24,1,0,1,1
593,594,5,236,869,235,445,12,1,1,0,1
594,595,12,242,1086,216,545,11,1,1,0,1
595,596,13,226,816,170,350,16,0,1,1,1
596,597,15,192,1137,206,505,28,1,1,1,1
597,598,9,242,1003,174,398,19,0,0,1,1
598,599,8,217,809,193,588,15,1,1,0,1
599,600,10,211,876,234,564,27,0,1,0,1
600,601,11,208,1031,213,594,14,0,0,1,0
601,602,8,239,1232,165,481,29,0,0,0,1
602,603,7,220,1211,247,574,29,1,1,1,1
603,604,14,209,953,174,361,11,0,0,0,0
604,605,13,208,911,238,462,14,0,1,1,1
605,606,17,232,1388,241,566,29,0,1,1,1
606,607,6,222,1336,211,506,29,1,0,1,1
607,608,17,190,834,153,390,17,1,0,1,1
608,609,9,197,876,169,551,14,1,0,0,1
609,610,15,180,987,162,352,29,0,0,1,0
610,611,5,219,1355,194,556,25,0,1,0,1
611,612,13,218,1077,224,409,12,0,1,0,1
612,613,18,245,1284,159,594,22,0,0,0,0
613,614,8,228,1297,213,360,15,0,0,1,1
614,615,14,225,1310,242,482,13,1,1,0,1
615,616,10,229,1164,196,551,19,0,1,1,1
616,617,10,202,1324,245,459,27,0,1,1,1
617,618,6,245,898,237,477,29,1,0,0,1
618,619,12,246,1079,163,440,27,1,0,0,1
619,620,18,212,1331,219,457,21,0,0,1,0
620,621,19,230,1397,195,358,12,0,0,0,0
621,622,13,215,868,157,387,21,0,1,0,1
622,623,11,203,1001,191,582,21,1,0,0,1
623,624,9,207,1336,166,576,11,1,1,0,1
624,625,12,181,1275,200,586,27,1,1,1,1
625,626,8,189,1072,189,596,11,1,0,0,1
626,627,10,191,950,185,452,11,0,0,0,0
627,628,16,244,925,178,441,17,1,0,0,1
628,629,17,247,828,231,590,10,1,1,1,1
629,630,8,241,1084,187,536,22,0,0,0,0
630,631,11,234,933,151,536,27,1,1,1,1
631,632,9,216,1378,231,527,17,1,1,1,1
632,633,12,199,1219,180,595,22,0,0,1,0
633,634,8,249,1389,184,369,16,0,0,0,1
634,635,5,242,1279,153,385,12,0,0,1,1
635,636,10,248,1278,183,514,19,1,1,1,1
636,637,16,221,1061,193,474,28,1,0,1,1
637,638,16,196,829,239,424,22,1,1,0,1
638,639,19,237,891,151,399,28,0,0,0,0
639,640,14,185,1249,248,496,17,1,1,1,1
640,641,8,202,1117,206,354,27,0,1,0,1
641,642,12,183,1288,199,566,24,0,1,0,1
642,643,10,188,954,190,557,16,1,0,0,1
643,644,10,242,1084,232,399,16,1,0,0,1
644,645,17,221,1223,191,572,12,1,1,1,1
645,646,13,191,905,204,363,27,0,1,0,1
646,647,16,214,909,235,529,23,1,1,1,1
647,648,19,229,1177,197,494,29,1,1,0,1
648,649,5,219,1060,242,533,26,0,1,1,1
649,650,13,238,1238,215,454,18,0,1,1,1
650,651,8,185,1184,191,587,19,0,1,1,1
651,652,11,192,1067,188,553,17,1,1,1,1
652,653,14,239,979,162,411,28,0,1,0,1
653,654,15,195,1327,229,448,29,1,0,0,1
654,655,8,184,1297,178,367,11,0,0,1,1
655,656,7,202,870,175,548,29,0,0,0,0
656,657,16,232,895,203,374,21,0,0,0,0
657,658,12,246,802,236,443,13,1,1,1,1
658,659,5,185,1308,213,571,12,0,0,1,0
659,660,8,219,1073,241,416,10,1,0,0,1
660,661,15,221,1042,227,553,24,1,0,1,1
661,662,19,202,960,183,396,10,1,0,0,1
662,663,5,199,1025,228,518,18,0,1,1,1
663,664,8,242,1222,158,559,14,1,0,1,1
664,665,11,209,1380,218,517,29,0,1,1,1
665,666,6,189,1060,196,359,28,0,1,0,1
666,667,17,191,1135,235,457,15,1,0,0,1
667,668,16,206,927,195,376,17,0,1,1,1
668,669,14,181,1077,242,370,12,1,1,1,1
669,670,7,226,1171,172,535,29,1,1,0,1
670,671,18,235,902,164,546,11,0,0,0,0
671,672,14,190,1072,150,456,23,0,1,1,1
672,673,9,204,802,200,416,20,0,0,0,1
673,674,14,223,974,204,402,27,0,1,0,1
674,675,18,193,910,200,389,16,0,0,0,0
675,676,16,235,1088,159,433,10,1,0,0,1
676,677,6,185,1031,183,541,17,1,0,0,1
677,678,8,203,1185,190,466,15,0,0,1,1
678,679,7,222,1092,190,485,20,1,0,1,1
679,680,9,229,1064,157,381,19,1,1,0,1
680,681,18,236,1359,176,446,11,0,0,0,0
681,682,14,223,800,179,546,10,1,1,0,1
682,683,12,204,963,200,594,13,1,0,1,1
683,684,9,201,826,207,505,18,1,0,0,1
684,685,14,198,990,167,502,22,1,1,1,1
685,686,19,243,1059,160,584,13,1,0,1,1
686,687,9,209,1059,193,405,12,1,1,1,1
687,688,6,217,1154,212,486,27,1,1,0,1
688,689,7,229,916,247,394,11,1,0,0,1
689,690,18,220,964,215,403,18,1,0,1,1
690,691,19,191,1226,169,568,16,1,1,1,1
691,692,18,236,1166,243,388,11,1,1,0,1
692,693,12,243,820,156,505,21,1,0,0,1
693,694,7,194,1033,155,576,26,0,1,1,1
694,695,8,212,933,218,393,23,0,1,0,1
695,696,14,245,883,216,554,23,0,0,1,0
696,697,15,245,1059,190,589,24,1,0,1,1
697,698,12,216,951,230,358,26,1,1,1,1
698,699,15,205,848,221,518,13,0,0,0,0
699,700,11,230,1017,190,470,23,1,1,1,1
700,701,11,192,1316,174,587,16,1,0,0,1
701,702,17,204,1040,237,382,28,0,1,1,1
702,703,7,199,1004,202,542,11,1,1,0,1
703,704,15,247,1227,172,589,18,1,1,1,1
704,705,8,190,1038,191,559,24,1,0,0,1
705,706,11,187,843,156,554,28,1,0,1,1
706,707,19,232,1312,228,366,19,1,1,1,1
707,708,5,194,1363,201,467,17,0,0,1,1
708,709,18,226,823,189,598,22,1,0,0,1
709,710,17,215,1248,174,425,19,1,0,0,1
710,711,15,203,802,181,429,26,1,1,0,1
711,712,13,241,1068,170,570,11,1,1,1,1
712,713,5,233,1376,168,401,27,1,1,1,1
713,714,15,192,872,185,542,11,1,1,0,1
714,715,16,225,1197,246,460,28,1,0,0,1
715,716,18,187,931,234,570,25,0,0,0,0
716,717,12,227,1030,238,514,24,1,1,1,1
717,718,19,219,1254,246,410,17,0,1,0,1
718,719,11,199,1204,241,368,16,0,1,0,1
719,720,18,230,802,194,559,27,0,0,1,0
720,721,10,245,975,232,503,18,0,0,1,0
721,722,19,223,1311,172,390,25,0,1,1,1
722,723,14,236,1370,248,503,11,1,1,0,1
723,724,11,230,910,181,354,17,1,1,1,1
724,725,10,214,1394,200,488,18,0,0,1,0
725,726,16,191,1054,168,447,18,1,0,1,1
726,727,7,191,1392,228,436,10,0,0,0,1
727,728,12,216,1113,157,575,19,0,0,0,0
728,729,17,229,1089,161,460,12,0,1,1,1
729,730,6,228,1290,213,560,10,1,0,1,1
730,731,14,191,869,224,513,20,1,1,1,1
731,732,7,214,1021,207,590,18,0,1,0,1
732,733,7,219,879,208,434,23,0,1,0,1
733,734,17,190,889,188,483,13,1,0,0,1
734,735,19,182,1293,191,408,15,0,1,1,1
735,736,10,226,1080,236,449,22,0,0,0,0
736,737,16,231,1156,214,525,10,0,1,0,1
737,738,11,221,1245,184,555,13,0,1,0,1
738,739,9,183,877,231,582,21,1,1,1,1
739,740,18,196,1324,192,453,10,0,0,0,0
740,741,7,243,913,202,508,18,1,0,1,1
741,742,17,244,1361,220,489,24,0,0,1,0
742,743,19,193,931,153,358,13,1,1,0,1
743,744,18,218,915,190,471,10,0,0,1,0
744,745,7,184,1197,241,376,19,1,1,0,1
745,746,6,183,875,226,454,16,0,0,0,1
746,747,17,199,817,189,445,13,0,1,1,1
747,748,5,196,868,235,568,13,0,1,1,1
748,749,14,204,1271,175,400,25,1,0,1,1
749,750,5,191,1103,150,579,10,0,0,1,0
750,751,7,202,1130,184,369,16,1,1,0,1
751,752,13,240,1222,215,533,22,0,1,1,1
752,753,8,182,1045,193,381,28,1,0,1,1
753,754,18,188,1232,187,548,15,1,1,1,1
754,755,15,218,1348,239,529,11,1,0,0,1
755,756,5,232,1277,237,387,27,0,1,1,1
756,757,15,243,1347,192,489,25,1,0,1,1
757,758,16,201,1255,218,429,18,0,1,1,1
758,759,13,184,808,202,522,19,1,0,1,1
759,760,13,211,901,221,403,23,0,1,1,1
760,761,6,217,1191,243,482,26,1,0,0,1
761,762,5,187,1261,151,577,19,1,0,1,1
762,763,10,202,882,173,592,14,1,0,1,1
763,764,13,222,1176,237,495,17,1,1,1,1
764,765,7,239,1329,238,586,15,0,0,1,0
765,766,8,234,926,239,375,17,1,0,1,1
766,767,17,231,1064,219,532,13,0,0,0,0
767,768,19,203,847,172,472,11,1,1,0,1
768,769,10,205,1355,230,426,19,0,0,1,0
769,770,16,237,1100,245,350,11,0,0,1,0
770,771,8,249,875,214,446,18,0,0,0,1
771,772,13,225,1105,217,548,26,1,0,1,1
772,773,11,231,850,247,577,16,1,1,1,1
773,774,9,239,938,181,519,24,0,0,1,0
774,775,11,224,971,220,454,22,1,0,0,1
775,776,17,206,902,202,433,16,0,1,0,1
776,777,8,223,1374,214,473,10,0,0,1,1
777,778,11,212,1283,158,449,20,1,0,1,1
778,779,7,210,1138,174,443,22,1,0,0,1
779,780,17,194,1118,220,584,23,0,1,0,1
780,781,17,241,1173,225,565,11,0,1,1,1
781,782,11,181,1219,218,375,10,1,1,0,1
782,783,10,227,1141,212,562,19,1,1,0,1
783,784,16,223,1025,221,473,14,0,0,1,0
784,785,10,195,889,175,522,13,0,1,1,1
785,786,18,248,1258,201,422,19,1,0,1,1
786,787,14,219,1313,192,388,18,1,0,0,1
787,788,9,180,1306,155,564,29,1,0,0,1
788,789,11,238,1205,187,581,23,0,1,1,1
789,790,18,192,1225,154,400,17,0,0,0,0
790,791,10,223,813,212,595,29,0,1,1,1
791,792,16,234,1122,192,493,22,1,0,1,1
792,793,6,227,1010,162,482,12,0,0,0,1
793,794,8,202,1012,166,553,14,1,0,0,1
794,795,18,211,1112,207,376,23,1,1,0,1
795,796,8,214,1141,219,425,23,1,0,1,1
796,797,15,222,837,163,376,17,1,0,0,1
797,798,13,248,1230,161,554,19,0,1,1,1
798,799,19,242,1011,236,378,17,0,0,1,0
799,800,14,216,1274,189,478,25,0,0,1,0
800,801,10,224,1190,150,419,21,0,0,1,0
801,802,18,186,1312,174,407,19,1,1,1,1
802,803,10,228,1192,177,580,11,1,0,1,1
803,804,11,189,1179,180,363,21,0,0,0,0
804,805,5,208,1039,238,372,26,0,0,1,1
805,806,14,236,1225,242,566,21,0,1,0,1
806,807,19,189,863,174,411,11,0,0,1,0
807,808,12,246,857,244,440,18,0,1,0,1
808,809,10,189,1351,202,412,11,1,0,0,1
809,810,6,216,1235,182,483,22,1,0,1,1
810,811,10,208,1165,212,432,27,1,0,1,1
811,812,11,244,1151,211,394,18,1,1,0,1
812,813,17,193,873,249,460,10,0,1,0,1
813,814,15,182,1319,236,570,12,0,0,1,0
814,815,15,217,1155,197,417,16,0,1,0,1
815,816,16,183,1046,158,373,15,1,0,1,1
816,817,11,230,1315,153,487,20,0,1,0,1
817,818,19,241,1074,202,529,26,0,1,0,1
818,819,19,208,846,228,355,19,1,0,1,1
819,820,13,215,1161,210,568,21,1,0,0,1
820,821,12,233,945,209,383,17,0,1,1,1
821,822,18,206,911,231,479,11,1,0,0,1
822,823,10,222,955,209,413,23,1,0,0,1
823,824,16,226,854,233,574,22,0,1,1,1
824,825,15,249,1203,238,434,15,0,0,0,0
825,826,8,208,999,238,599,15,1,0,0,1
826,827,15,223,1383,249,539,26,1,0,0,1
827,828,7,242,1227,215,589,21,0,1,0,1
828,829,14,189,874,226,441,18,1,0,0,1
829,830,16,218,1175,234,584,15,0,1,0,1
830,831,14,211,1276,157,554,25,1,0,0,1
831,832,8,202,1011,236,381,26,0,1,0,1
832,833,18,237,1223,194,587,17,0,1,1,1
833,834,19,201,1214,229,569,18,1,0,0,1
834,835,7,241,1023,182,536,16,0,1,1,1
835,836,10,221,975,183,481,21,0,0,1,0
836,837,15,221,904,227,593,26,0,0,0,0
837,838,9,203,1169,151,434,10,1,0,0,1
838,839,6,232,919,153,488,19,0,1,0,1
839,840,10,203,1101,189,529,25,1,1,1,1
840,841,19,221,983,212,423,22,0,0,1,0
841,842,13,240,910,212,547,14,1,0,1,1
842,843,8,227,1120,177,491,27,0,0,0,1
843,844,10,195,1269,208,410,13,1,0,0,1
844,845,13,216,1211,248,454,16,1,1,0,1
845,846,9,245,805,197,431,19,0,0,1,1
846,847,15,222,835,175,536,26,0,1,0,1
847,848,6,180,995,230,395,14,1,0,0,1
848,849,12,186,956,223,503,24,1,0,0,1
849,850,13,247,937,175,481,23,1,0,0,1
850,851,6,211,1099,214,542,11,1,1,1,1
851,852,7,209,907,165,596,27,1,0,1,1
852,853,6,196,1270,230,556,25,0,0,1,0
853,854,19,247,932,157,594,11,1,1,0,1
854,855,6,206,1116,173,364,25,0,1,1,1
855,856,12,186,1228,190,565,20,0,0,0,0
856,857,10,191,802,188,548,27,0,1,1,1
857,858,16,235,869,187,365,13,1,0,1,1
858,859,19,223,1359,218,355,29,1,1,1,1
859,860,5,247,1004,248,404,24,1,0,0,1
860,861,9,200,879,236,350,14,1,0,0,1
861,862,6,194,1353,210,581,23,1,0,0,1
862,863,6,194,1315,199,549,22,0,1,0,1
863,864,18,243,1168,180,539,25,1,0,0,1
864,865,17,223,959,247,431,11,1,1,0,1
865,866,11,207,1254,241,382,14,0,0,1,0
866,867,19,200,897,221,408,29,1,0,1,1
867,868,11,203,975,227,379,15,1,0,0,1
868,869,5,214,1067,239,509,10,1,1,1,1
869,870,7,212,1118,187,557,27,0,0,0,0
870,871,8,245,990,181,553,27,0,1,1,1
871,872,12,202,931,199,585,27,1,1,0,1
872,873,17,201,907,197,509,17,1,1,1,1
873,874,14,237,969,203,368,18,1,1,1,1
874,875,19,248,1110,158,457,28,1,1,0,1
875,876,7,225,1081,168,452,15,0,0,1,1
876,877,16,219,1190,234,564,12,1,0,1,1
877,878,9,204,871,175,421,13,0,1,0,1
878,879,14,197,1149,189,594,10,0,0,1,0
879,880,19,232,1350,243,577,13,0,0,0,0
880,881,5,188,1063,152,540,11,0,1,0,1
881,882,17,185,1170,200,369,24,0,1,0,1
882,883,11,190,1016,231,419,22,1,1,1,1
883,884,14,242,1107,247,527,16,0,1,0,1
884,885,7,209,1099,153,542,14,0,1,0,1
885,886,9,191,1226,176,585,16,0,1,0,1
886,887,12,210,1039,203,479,27,1,1,1,1
887,888,8,238,929,238,400,11,1,1,1,1
888,889,5,222,1162,213,531,26,0,0,1,0
889,890,17,205,1365,244,410,12,0,0,1,0
890,891,10,234,1248,207,408,24,0,0,0,0
891,892,9,205,1183,215,556,20,0,1,0,1
892,893,18,225,856,232,466,27,1,0,0,1
893,894,5,183,943,221,535,15,1,0,0,1
894,895,18,217,1136,193,496,18,0,1,1,1
895,896,7,213,1000,219,519,18,1,0,1,1
896,897,8,240,1161,208,356,11,0,1,1,1
897,898,6,187,991,190,578,15,0,1,1,1
898,899,12,240,1227,169,521,10,0,1,0,1
899,900,15,217,1209,184,591,10,1,0,1,1
900,901,6,196,928,235,510,21,1,0,1,1
901,902,19,225,923,238,425,29,0,1,0,1
902,903,18,219,1105,244,565,16,1,1,0,1
903,904,8,213,1223,215,473,24,1,0,0,1
904,905,15,245,1186,150,374,15,1,0,1,1
905,906,9,248,998,238,400,26,1,1,0,1
906,907,15,204,1131,197,486,28,0,0,0,0
907,908,6,186,1067,154,467,15,1,0,0,1
908,909,12,240,1261,214,433,13,0,1,1,1
909,910,9,241,990,186,352,20,0,1,0,1
910,911,5,239,1192,210,592,20,0,0,1,0
911,912,15,209,827,200,378,19,0,0,0,0
912,913,7,208,1164,205,388,17,0,1,0,1
913,914,17,204,1354,234,598,10,1,1,1,1
914,915,15,183,1199,218,524,10,0,0,0,0
915,916,12,201,1184,155,393,24,0,0,0,0
916,917,9,186,967,211,447,12,0,0,0,1
917,918,5,201,1349,228,466,15,1,1,1,1
918,919,7,207,1318,172,363,13,0,0,1,1
919,920,11,206,1388,229,395,13,0,1,1,1
920,921,14,244,864,233,383,23,1,0,1,1
921,922,7,183,850,226,360,28,0,1,1,1
922,923,9,233,977,211,465,27,0,0,1,1
923,924,17,217,1212,189,437,12,0,0,0,0
924,925,14,187,1249,182,475,12,1,1,1,1
925,926,14,191,850,207,427,29,1,1,1,1
926,927,17,182,1191,180,465,28,0,0,0,0
927,928,10,234,1117,234,588,14,0,1,1,1
928,929,9,185,1294,170,380,21,1,1,1,1
929,930,15,197,950,208,414,13,1,0,0,1
930,931,9,185,1119,219,457,27,0,0,0,1
931,932,14,210,1279,224,549,12,0,1,0,1
932,933,15,183,1364,238,417,29,1,0,1,1
933,934,17,180,1191,225,476,18,0,0,0,0
934,935,13,224,836,171,460,19,1,0,1,1
935,936,6,224,1264,220,478,24,1,0,0,1
936,937,10,241,1034,215,445,13,1,0,0,1
937,938,12,180,1204,202,486,22,0,1,0,1
938,939,5,197,1350,163,417,27,1,1,1,1
939,940,15,209,1188,229,361,20,0,0,1,0
940,941,6,214,944,193,501,27,0,0,0,0
941,942,15,239,911,235,370,10,1,0,1,1
942,943,8,201,984,217,351,27,1,0,1,1
943,944,14,243,1051,243,548,21,1,1,0,1
944,945,7,197,927,159,588,18,1,1,0,1
945,946,13,218,815,204,418,12,0,1,1,1
946,947,7,181,1272,238,520,26,1,0,1,1
947,948,9,195,1060,205,449,14,1,1,0,1
948,949,19,197,1396,205,474,19,0,0,0,0
949,950,17,233,905,206,589,20,0,0,0,0
950,951,13,202,1364,199,372,25,1,1,1,1
951,952,7,227,1052,170,508,27,1,1,0,1
952,953,14,246,1277,187,388,17,1,0,0,1
953,954,13,191,1044,203,425,23,1,1,0,1
954,955,12,189,1018,211,402,13,1,1,1,1
955,956,15,220,1180,233,448,27,0,0,1,0
956,957,16,234,1019,190,597,13,1,1,1,1
957,958,17,231,988,217,545,23,0,0,1,0
958,959,13,227,866,187,463,29,1,1,1,1
959,960,7,184,1309,153,584,28,0,0,0,0
960,961,8,190,1335,234,542,22,1,0,1,1
961,962,17,186,828,188,356,24,0,0,1,0
962,963,8,224,1049,244,383,20,1,1,0,1
963,964,18,188,1377,183,379,23,1,0,0,1
964,965,11,198,868,239,435,23,1,1,1,1
965,966,5,182,836,191,364,23,0,0,0,1
966,967,15,249,824,172,402,29,1,1,1,1
967,968,8,209,1132,216,436,11,1,0,0,1
968,969,11,207,1090,207,441,13,0,1,1,1
969,970,16,197,1141,177,545,22,1,1,0,1
970,971,8,238,1375,208,463,18,0,0,0,1
971,972,14,191,1092,178,444,29,1,0,1,1
972,973,11,229,1225,210,453,20,0,1,0,1
973,974,8,183,1062,249,524,16,1,0,0,1
974,975,7,191,1087,197,437,21,0,1,1,1
975,976,7,237,1306,183,374,23,1,1,1,1
976,977,7,230,1039,175,585,17,1,0,0,1
977,978,11,195,1318,224,491,23,1,1,1,1
978,979,9,237,978,222,510,28,0,1,1,1
979,980,16,183,927,231,382,28,1,1,1,1
980,981,11,240,1259,239,592,25,1,0,0,1
981,982,5,219,960,157,468,24,0,0,1,1
982,983,9,209,1273,201,591,11,1,0,0,1
983,984,18,233,1350,179,375,23,1,0,0,1
984,985,14,247,1085,189,423,29,1,0,0,1
985,986,7,236,1058,191,451,28,0,0,0,1
986,987,6,225,1395,170,458,17,0,0,1,1
987,988,17,191,1132,183,495,26,0,1,1,1
988,989,11,185,864,160,501,23,1,1,0,1
989,990,6,210,1225,226,385,21,1,1,1,1
990,991,12,238,950,197,471,22,1,0,0,1
991,992,17,248,1329,152,385,16,1,0,1,1
992,993,10,239,804,246,512,27,0,1,0,1
993,994,11,212,932,238,434,10,0,0,0,0
994,995,6,217,1202,203,547,19,0,1,0,1
995,996,15,223,814,219,370,15,1,1,1,1
996,997,11,240,810,169,356,16,0,0,0,0
997,998,18,225,1106,150,486,11,1,1,1,1
998,999,11,209,803,167,350,29,0,0,1,0
999,1000,11,207,808,237,411,18,1,0,1,1
