,Party affiliation,Campaign contributions,Average contribution,Ideological score,Voting record,Committee memberships,Bill sponsorship,Media coverage,label
489,0,965,229,3,RDRDDD,8,3,49,1
490,0,603,21,3,RDRDRRDDDDR,5,6,10,0
491,1,275,386,3,RRDRDDRRDDDR,2,3,32,1
492,0,942,422,4,DRRRRRDRRRDDR,0,15,41,1
493,1,492,273,1,DDRDRRDRRD,6,6,78,1
494,1,586,118,2,DDDDDDRRDRR,3,1,72,0
495,0,486,217,4,DDDDDRRRRRDR,0,11,91,1
496,0,521,463,4,RRRDRRDRDDDRDR,5,1,78,1
497,1,544,17,2,RRRDDRDRDDDRDD,8,0,71,0
498,1,831,176,1,DDDRDRRDRR,3,13,70,0
499,1,428,245,2,RDDDRR,1,3,68,1
500,0,724,331,3,RDDDDRRDRDRRD,6,14,19,1
501,0,692,160,4,RRDRDRRDDDD,4,15,52,1
502,1,752,411,3,DRRDDRR,6,8,27,1
503,1,191,162,3,RDDRRRD,2,10,62,1
504,0,842,460,1,DRDRRDDRRRRRDD,9,2,45,1
505,0,617,230,2,DRRRDR,7,3,93,1
506,1,635,350,3,DRRDRRRDDD,5,2,35,1
507,0,153,350,4,RRDRRDRDRRD,9,2,64,1
508,0,811,78,1,RRRDDD,9,17,22,0
509,1,270,210,4,DDDRD,5,13,60,1
510,0,478,92,2,DDDRDRD,8,12,18,0
511,0,468,58,2,RDDRDRRRRDDRRD,1,2,59,1
512,1,636,489,1,RRRDRRRRRDDD,8,8,22,1
513,0,383,430,2,DRDDDRRDRD,8,2,74,1
514,1,332,276,1,DDDDDRR,7,19,42,1
515,0,317,64,3,DDRRDD,9,3,59,0
516,1,131,54,1,RDRDRDDDRDRRR,3,15,77,1
517,0,39,202,4,RRDDRRRD,7,10,4,1
518,0,759,432,3,DRRRDRRRDDD,4,15,45,1
519,0,156,229,3,DDDRRRDDDRD,6,12,38,1
520,1,868,442,3,RRRDDRDRRRRRR,4,13,41,1
521,0,248,406,1,RRRDDRRRDDDD,7,0,90,1
522,0,509,294,3,RRRRDRRRRDDDDD,0,0,13,1
523,0,455,48,1,DDRDRDDRDR,2,19,83,0
524,1,24,315,2,DRRRRDRDRR,5,17,62,1
525,1,984,402,1,RDRRRDDRRRRR,0,19,75,1
526,1,772,489,3,RRRDRRR,4,3,47,1
527,0,385,181,4,DDDRRDDRRRRD,2,19,97,1
528,1,116,411,3,DDDRRRDRD,3,10,41,1
529,0,866,124,3,RRRDRRRRRRR,1,15,60,1
530,0,180,479,4,DRRDDRDDD,4,15,27,1
531,0,479,33,3,RDDDDDDD,4,14,55,0
532,0,278,32,3,DRRRRRRRDDDD,7,8,14,1
533,1,267,144,1,RRDDRRR,2,3,22,1
534,1,47,272,2,DDRDD,1,4,16,1
535,1,493,332,1,DDDDRRRDDRDRRR,8,12,81,1
536,0,254,433,1,RRDRRRRRDDDR,6,0,22,1
537,1,606,260,2,DRRDRRDRDRRR,8,8,96,1
538,0,413,85,2,DRRDRRRDRRRDD,7,19,95,1
539,0,712,20,4,RRDRRDDDDRD,5,10,96,1
540,1,840,317,1,DRRRR,5,13,66,1
541,1,545,54,3,DRDRD,6,11,21,0
542,0,298,35,4,DDRRRDDDDRDRRD,4,13,80,1
543,0,322,321,2,RDRRRDD,4,15,79,1
544,1,848,124,2,RRDRRDRRDDR,2,17,57,1
545,1,400,401,1,DDDDDRRRD,9,7,40,1
546,1,243,404,3,RDDDRRRD,0,11,88,1
547,1,380,452,2,DRDRDRDR,8,10,25,1
548,1,300,324,1,RDRDRRRRRR,7,6,54,1
549,1,76,444,1,DDDDDRDRD,2,4,54,1
550,1,387,466,2,RRRRRRR,9,11,78,1
551,0,536,264,3,RRDDDRRDRDRRRD,1,0,42,1
552,1,819,484,2,RRDDDR,0,17,7,1
553,1,546,37,1,DRRRRDRDDR,0,1,11,1
554,1,202,242,4,RRRRRRDDRRDD,5,8,0,1
555,1,76,288,4,RDRDRDDRDRDRR,9,8,4,1
556,0,566,335,3,RRDDRD,7,2,42,1
557,1,957,150,4,RDDRDDDDDR,2,9,98,1
558,0,943,211,2,RDDRDDDRRDRR,5,14,12,1
559,0,79,404,2,DDRDDDRDRDRRD,4,5,34,1
560,0,443,96,2,DRRRRD,8,15,42,1
561,1,282,122,1,RRDDDRRD,3,18,1,0
562,1,730,157,3,DRRDDRDRRD,4,0,34,0
563,0,719,315,3,RDRRRDDDDR,8,17,3,1
564,1,908,319,2,DRRRDRRRRRDR,3,13,61,1
565,0,381,212,1,RDRDRRDDRRRRD,3,17,33,1
566,1,206,483,3,DRRDDRDDDDRDDR,9,9,58,1
567,0,511,38,1,RDRDRDRDRRDDRR,7,16,92,1
568,1,683,65,1,DRDDDRRDDDDRDD,8,0,34,0
569,0,291,469,1,DDRRRDRDRRDDR,7,12,93,1
570,1,231,191,3,DDDDRRDDRDRR,8,9,39,0
571,0,126,117,4,DDDRDRRDRRRR,4,4,3,1
572,1,936,219,3,DDDRDR,1,5,97,1
573,0,549,50,1,RRRRRDRRR,1,0,14,1
574,1,914,383,1,DRDDDR,3,2,42,1
575,1,179,441,1,DRDRDRR,9,11,96,1
576,0,362,17,1,RDRDDRRRD,2,19,7,1
577,1,888,426,3,RDDRRRDR,9,19,51,1
578,0,848,483,3,RRRRRDRRRR,7,16,72,1
579,0,156,249,2,RDDRRDDDRDRD,4,2,25,1
580,0,849,158,3,RDDDDRDRRDRRR,4,19,20,1
581,0,336,446,3,DDRDRRRDRDRRDD,9,4,29,1
582,1,376,92,1,DDDDDDD,0,13,74,0
583,0,354,122,3,RRDDDRRDRDRDDD,4,14,43,0
584,1,578,192,4,RDRDDDD,0,19,45,1
585,0,229,463,2,RDRDR,5,11,98,1
586,1,676,115,2,DDDDRRDDRDD,4,14,38,0
587,1,180,329,3,DDDRRDRDRD,9,18,86,1
588,0,403,138,4,DRRRDDRDRDD,7,18,4,1
589,0,64,375,4,DDDRRDDRDRRDR,1,17,46,1
590,1,272,104,1,RDDRRDR,8,13,73,1
591,1,35,42,2,DDRRRR,8,18,16,1
592,0,757,382,4,RDRRDDD,3,8,62,1
593,1,229,25,4,RRRRRDRDDDRRD,4,1,37,1
594,1,613,446,4,DRRDRRDDDRD,2,6,99,1
595,1,496,460,3,DDRDRDDRR,7,13,93,1
596,1,945,353,3,RDRDDDDRRDDRD,5,7,78,1
597,0,113,385,1,RDDRDDRRRRDR,6,15,97,1
598,1,403,166,3,RDDRRRDDDDRRD,0,17,97,0
599,1,852,31,1,RDRDRDDRRDRDR,8,3,67,1
600,1,102,249,3,RDRDDRRDDDDDDR,2,14,25,1
601,0,603,269,4,RDRDD,8,4,49,1
602,1,929,336,4,DRRDDDRRDDRR,4,9,53,1
603,1,697,293,1,RDDDDRDDDDDRD,2,18,30,1
604,1,980,63,2,DRDRRDRRRDRRDR,3,18,58,1
605,1,998,98,3,RDRDDRRD,9,13,65,0
606,1,388,323,2,DDRDR,1,12,51,1
607,1,674,292,4,DRDDDDD,6,1,87,1
608,1,744,33,3,RDRRDD,6,0,33,0
609,0,974,105,4,RDDDRD,1,18,13,1
610,1,996,45,2,DDRDRRRR,5,5,31,1
611,0,847,405,1,RRDDDDDDRRRR,1,6,76,1
612,0,77,271,4,RDRRRD,3,15,51,1
613,1,284,435,2,RDRDRDD,6,8,39,1
614,0,438,90,2,RDDRDDRRDD,6,16,16,0
615,0,301,142,1,RRRRRDDRRRRRR,0,16,88,1
616,0,589,443,2,DDDDDDRD,1,3,18,1
617,0,251,353,2,RDDDRDRRDRD,3,19,50,1
618,1,146,320,4,RRRRDRRDRDRRD,1,5,41,1
619,1,871,434,2,DDRRRRDRRDDRDR,4,18,95,1
620,1,80,404,4,DRRDDRRDRDDDRD,3,8,25,1
621,1,552,38,4,DDDDDDRDRDD,1,5,58,1
622,1,985,55,2,DDRDDRRR,3,15,71,0
623,0,582,76,2,RDDDRDDDRR,8,9,4,0
624,0,810,33,3,RRRDRRDRDDRRRD,6,9,81,1
625,0,229,416,2,DRDRRDDDRD,4,14,82,1
626,1,369,339,3,RRDRDRDRDDRRR,5,6,16,1
627,1,195,196,4,DDRDDRDD,7,10,98,1
628,1,151,186,3,RRRRRRRDRRDRR,9,11,25,1
629,1,585,1,1,RRDDDR,8,4,94,0
630,1,397,96,4,RDRDRDDDDR,4,9,68,1
631,1,771,12,3,RDRRDR,7,2,55,1
632,0,20,490,2,DDDDD,4,17,62,1
633,0,660,97,3,DRRDDRRDR,4,3,32,1
634,0,865,247,3,RRRRRRDRD,8,9,85,1
635,0,274,461,4,RRRRDDRRD,8,19,22,1
636,0,25,218,3,RRDDRD,5,16,27,1
637,1,668,162,4,RDRDRDR,7,13,36,1
638,1,331,206,2,DRDRDRRD,3,10,53,1
639,1,371,22,1,DDRRDRRDRRRDRD,3,5,35,1
640,0,295,297,3,DDDDDDDDRDD,5,15,39,1
641,1,384,446,2,DDDRRD,5,14,30,1
642,1,856,93,1,DRRDRRRRDD,6,14,45,1
643,1,638,424,1,DDDRRDD,6,5,79,1
644,1,8,66,1,DDDDRRDD,6,7,7,0
645,0,642,464,3,RRDDRD,0,1,54,1
646,0,821,486,3,RDDRDRRDRDRD,4,9,24,1
647,0,659,146,4,RDRRRD,0,4,73,1
648,0,140,141,2,DRRDRRRDRDDRR,1,5,14,1
649,1,656,415,3,RRDDD,2,4,18,1
650,0,215,95,3,RDRRDR,1,15,20,1
651,0,861,294,1,RDRDDRRD,1,10,69,1
652,1,237,123,2,DDDDDDDDRRDRDD,3,1,47,0
653,1,427,249,2,DDRRRDRR,0,4,63,1
654,0,602,194,3,DDRDRRRRDRR,2,13,35,1
655,0,510,234,2,DDRDDDDDRRRRR,5,7,70,1
656,0,542,391,4,RDDDR,6,8,43,1
657,1,284,247,4,DDRRDRD,1,2,38,1
658,1,151,280,4,RRDDRRDRD,4,10,55,1
659,0,41,436,1,DDDDRRDRRRDDDD,0,14,74,1
660,0,155,203,1,RRRRDDR,4,15,37,1
661,0,706,270,2,DDDRRR,1,10,16,1
662,1,611,301,2,DDDRRRDDRRDD,9,5,42,1
663,1,595,14,4,DDRDDRRDRDD,8,1,85,1
664,1,25,65,3,RDRRDR,7,11,96,1
665,1,221,240,4,DRDDRDRRDDRD,6,15,52,1
666,1,903,218,4,DRDRDDDRRRDDRD,8,9,13,1
667,0,391,306,1,RDRRRDDR,6,13,77,1
668,1,668,344,3,DDDRRRRRRDRRRR,0,6,80,1
669,0,154,295,2,RRRRRDDDR,3,4,50,1
670,0,837,95,2,DRRDRRRRDRRD,9,9,66,1
671,1,687,327,1,RDDDRRDR,7,18,17,1
672,1,438,482,4,DDRRRRRDDDDRDR,4,2,89,1
673,0,873,255,4,DRDRDDDRRRRD,4,10,16,1
674,0,657,466,1,DRDDRDRRDRD,4,13,1,1
675,1,18,44,1,DRRDDRRDDRDD,9,16,78,0
676,1,623,256,2,RRRRDR,4,3,96,1
677,0,997,323,3,RDRRD,9,19,9,1
678,0,531,221,3,DDDRRDDRRRR,2,10,23,1
679,1,860,445,4,DDDDRRRRDRDRRD,8,2,58,1
680,0,552,194,4,RDRDRRRDRR,1,10,22,1
681,1,966,458,3,RRDDDRR,8,17,92,1
682,0,502,359,1,RDRDRRRRRDR,3,17,46,1
683,1,578,408,4,RRDRRRRRR,2,7,24,1
684,0,643,62,2,RRDDD,9,19,13,0
685,1,72,13,3,DRRDRR,6,14,23,1
686,1,265,130,1,RRDRDDRDRDDR,6,10,39,0
687,0,788,115,3,DRDDRDRDRRRD,1,5,45,0
688,1,381,26,3,RRDRRDRRRDRRD,1,3,39,1
689,1,162,2,3,DDRDRRDRRRDDR,3,17,27,1
690,0,467,51,3,DRRDDDDDRR,5,18,93,0
691,0,473,395,4,DRRRR,7,14,9,1
692,0,55,10,3,RDDDDDRRDDDR,3,3,83,0
693,1,506,222,4,DRRRDDRRDD,9,11,22,1
694,1,977,310,1,RDRRRRRD,7,17,88,1
695,1,828,460,4,DRRRRDDDR,7,17,53,1
696,1,714,96,1,RRRDRDRRRRDR,4,3,76,1
697,1,893,233,2,DDDRRDRDRRRDR,8,14,10,1
698,0,382,303,4,RDRDR,7,19,21,1
699,1,120,273,1,DDDRDDRD,6,17,37,1
700,1,833,233,1,DRRRRDR,2,1,54,1
701,1,242,290,4,DRDRDD,4,3,49,1
702,0,647,487,3,RRDRDR,6,19,69,1
703,0,924,416,3,DDDDR,5,7,22,1
704,0,385,498,3,RDRRDDRDR,1,9,32,1
705,1,118,16,1,DRDRDRRRRRRD,2,1,87,1
706,0,32,54,4,RDDDRR,0,11,63,1
707,1,263,369,2,DDDDRDRD,2,14,88,1
708,0,681,467,4,RRRDRRDDRRD,0,0,36,1
709,0,949,125,4,DRRDRDDRDRDRRD,6,13,59,1
710,1,478,22,2,DDDRDRDDRD,9,11,49,0
711,1,224,6,3,DRRRRRRRRDRR,1,13,27,1
712,0,212,51,4,DDDDDDRRRRRR,9,4,96,1
713,0,893,194,4,DDDDRDDDDR,6,6,70,1
714,0,553,417,4,DRDRDDDRDDRD,4,1,36,1
715,0,186,486,1,RDRRDRDDDRDD,7,18,67,1
716,1,916,33,3,RRDDRRDRDRRD,2,19,3,1
717,1,485,3,2,RRDDRDRDDR,8,5,66,0
718,1,550,294,2,RRDDRDDDRDDRR,8,11,17,1
719,0,272,284,1,RRDRRD,8,9,92,1
720,1,396,179,4,RRDDDRDD,4,9,0,1
721,1,976,94,2,DDRDDRDRDR,7,6,90,0
722,0,96,289,2,DRDRDDDRRDRRRD,9,6,8,1
723,1,296,179,4,RDDRDDDDDRDR,9,11,92,1
724,0,870,9,2,DDRRRRR,7,19,30,1
725,1,102,312,3,RDDRDRDRRDRR,7,2,95,1
726,1,554,285,3,RDDRDDDDRRRRD,1,18,3,1
727,1,430,129,3,DRRDRRRRDRDRDR,5,10,29,1
728,1,275,73,1,RRDRRDRRDDDDD,9,19,28,0
729,0,726,437,4,RRRDD,2,14,48,1
730,0,292,237,1,RDRRDRD,3,2,50,1
731,0,326,308,1,RDRDRR,8,7,36,1
732,0,646,428,2,DDRDDDD,9,4,39,1
733,0,408,159,1,RRDRRR,6,14,35,1
734,0,337,420,2,DDRDR,0,0,79,1
735,1,112,116,4,RRRRDDRDRDDR,1,15,13,1
736,1,804,390,4,DDDRDDRRRD,8,19,66,1
737,0,470,301,4,DRDRDDDR,8,14,39,1
738,0,797,432,2,RRRDR,4,4,22,1
739,0,617,81,3,DDDDRRRDD,0,12,66,0
740,0,163,170,4,DDDDRRR,2,12,99,1
741,1,374,199,2,DRRRDRRRRDRRRD,7,12,62,1
742,1,652,129,4,RDRDDDDDDD,5,19,89,1
743,0,954,277,2,DDRDRDRRRRD,0,0,13,1
744,0,865,74,3,DDDDRRDDRRDD,6,1,13,0
745,1,497,51,4,RDRRDDRDRD,7,12,6,1
746,0,831,331,1,RRRRRDRDRDRDRD,0,17,18,1
747,0,278,453,2,DRRDDDR,4,5,89,1
748,1,366,41,2,DRRDRDD,3,13,53,0
749,0,728,450,3,RDDRDDDRDRRD,6,0,78,1
750,1,195,101,4,RDDDRRDDDDRRD,7,9,59,1
751,0,712,341,3,DDDDRRRRDRRR,4,3,3,1
752,0,787,142,1,RRRRR,0,12,23,1
753,0,428,58,2,DRRDR,6,1,73,1
754,0,537,240,1,RRDRRD,0,5,82,1
755,0,195,415,2,DDDRDRDDRDR,1,6,62,1
756,0,141,231,2,RRDRDRD,3,3,9,1
757,0,834,416,4,DRRRDDDR,1,19,30,1
758,1,27,142,3,RDDDDRDD,1,12,22,0
759,0,93,224,1,DDDDDRRDDRRDRR,1,3,70,1
760,1,645,222,3,RRDRRR,1,16,71,1
761,1,192,5,1,DRRRRRR,7,12,57,1
762,1,472,76,3,RRRDRRDRDD,8,13,32,1
763,0,572,344,3,DDDDDRRRDRRDRD,3,11,97,1
764,1,853,345,2,RDRRDDR,9,14,62,1
765,0,115,101,1,DRDDDRRRDRDR,1,4,20,0
766,0,690,435,3,RRDDRRDRDR,1,12,81,1
767,0,371,69,4,DDRDDR,6,14,54,1
768,0,495,184,2,DRRRDDDR,1,13,0,0
769,1,40,239,4,DDRDDDDDRDDDDR,0,6,15,1
770,0,347,118,1,DDRRRRDRR,0,19,53,1
771,0,379,332,2,DRDDRDR,8,11,79,1
772,1,430,163,1,RDDDDDRD,3,12,97,0
773,0,387,328,4,RRRDDDRRRRRDDR,8,9,48,1
774,0,945,477,4,RRDRDRRDDRDRR,5,16,1,1
775,1,890,273,4,RDRDDRRR,9,1,18,1
776,0,127,154,3,DRDRRRR,9,4,72,1
777,0,516,484,2,DDDRDRRDR,2,7,89,1
778,1,754,403,1,RDRDRDRD,5,1,35,1
779,0,814,13,4,RDRRDDDRR,0,19,21,1
780,0,175,115,3,RRRDRDRD,4,15,98,1
781,0,47,306,4,DRRDDRDDRDDD,6,15,97,1
782,0,755,407,4,RDDRRD,9,5,76,1
783,0,14,194,1,DDRRDDD,6,14,96,0
784,0,622,393,4,RRRRRRDD,4,2,46,1
785,1,706,276,1,DRRRRDDDDDDRRD,3,13,92,1
786,1,725,353,3,DDRDRDDR,0,0,68,1
787,0,113,215,2,RDDRRDRD,0,8,47,1
788,1,336,286,3,RRRDDRDRRRRDRD,8,5,87,1
789,0,750,384,2,DDDRRRDRRRR,2,10,59,1
790,1,723,442,2,DDRRDRRDRDDRDR,7,1,78,1
791,1,474,315,1,DDRRRRD,9,10,33,1
792,0,926,252,4,RRRRRD,2,13,60,1
793,1,17,208,3,DRDDDRDDRD,4,16,17,1
794,0,922,62,1,RRDRDDRRRRD,8,4,51,1
795,0,954,421,3,DDRDDRDRDDDRD,0,15,4,1
796,0,957,121,1,RRDRR,4,8,15,1
797,1,106,286,3,RDRDRDRRRR,3,4,27,1
798,0,418,164,2,DDDDRD,9,2,59,0
799,1,785,62,4,DDDRD,0,5,52,1
800,1,669,4,3,RRDDRDDRDDR,1,12,7,0
801,1,637,371,1,DRDDRRRRDRD,3,17,3,1
802,1,234,449,2,RDDDDDRRRDRRRR,8,16,54,1
803,0,773,150,4,RDRDRRRRRRR,3,12,90,1
804,0,896,20,4,RDDRDDDRRDRRR,8,15,7,1
805,1,759,344,1,DDRRRRRR,0,16,85,1
806,1,666,127,2,RRDDDDDRDDDRD,1,13,27,0
807,0,875,35,1,DDRDDDDRRDD,8,9,70,0
808,1,484,362,2,DDRDR,8,15,89,1
809,0,817,53,1,RRRDRRDRDDRRDD,6,11,58,1
810,1,121,378,3,DRDDRRDDDRDDR,0,12,74,1
811,1,923,57,2,RRDRRDDD,5,11,93,0
812,0,614,374,2,RRDDRD,8,1,78,1
813,1,90,442,3,RDRDDDDDRDD,3,0,2,1
814,1,63,388,1,DRRRRDDRDDRD,9,16,1,1
815,1,190,178,2,DRRRR,2,14,94,1
816,0,808,294,4,DRRDRRDDRD,6,12,84,1
817,0,254,151,4,DRDRR,1,16,98,1
818,1,358,85,1,DDDRRD,8,3,61,0
819,0,494,212,2,RDRDRRRRRD,0,10,78,1
820,0,688,408,4,DDRDDD,9,8,37,1
821,1,131,115,3,DDRDRRDDRDDD,7,19,51,0
822,0,744,165,3,RDDRD,1,14,85,0
823,0,628,308,3,RRRRDRD,4,15,39,1
824,1,170,297,2,DRRRDDDDDDR,4,17,73,1
825,0,304,384,4,RRDRDRRRRDR,7,7,63,1
826,1,913,117,1,RDDDRRDDDDDD,9,11,60,0
827,0,8,187,3,DRRRDRD,0,14,90,1
828,1,895,203,2,RDRDRDDDRRD,8,16,40,1
829,1,403,300,1,RDRDDRRRDDRDRR,8,6,33,1
830,0,216,304,3,DDRDRDDRR,7,9,42,1
831,1,73,183,3,DDDDDRDDDDR,3,15,79,0
832,1,126,322,2,DDDRDDRRDDR,6,7,4,1
833,1,391,471,2,DRRDDDR,4,5,76,1
834,1,685,171,1,DRDDDRRR,5,12,90,0
835,0,929,20,2,RDDRRD,2,19,73,0
836,0,943,213,3,DRDDDDDDDDRRD,5,17,96,1
837,1,732,288,1,RRDRD,5,7,23,1
838,1,851,478,4,DDRDDRRRDRDRD,8,4,65,1
839,1,794,389,3,RDDDRDDDDR,1,6,13,1
840,0,11,61,1,RDDRR,5,12,85,1
841,1,762,202,2,RRRDR,8,16,35,1
842,0,335,458,1,RRDDDRRDDRRD,0,8,38,1
843,0,754,273,4,DRRDRDRRRRR,8,16,23,1
844,0,537,139,3,DRDDRDRRRRD,9,7,12,1
845,1,682,330,2,RDDRDDDR,3,13,82,1
846,0,857,162,1,RRRDDDRD,1,9,41,0
847,0,148,261,2,DRRRDRD,0,17,76,1
848,0,589,85,3,DDDRRDRDRRRRDR,6,13,77,1
849,1,329,193,4,DDDDRD,5,13,26,1
850,1,520,142,4,RDDRDDRRDRDRD,5,10,84,1
851,0,695,239,4,RDDRRDR,3,7,67,1
852,1,995,210,4,RDDRRRDD,0,7,8,1
853,0,576,51,1,RDDDDD,6,4,32,0
854,0,779,442,1,DDDDD,8,16,29,1
855,1,968,8,4,DDRDDDRDDRDDDR,6,17,87,1
856,0,785,317,3,DRDRRDDDRRRD,6,19,1,1
857,0,949,90,3,DRRRRRRRDRRR,0,19,39,1
858,1,941,158,2,DRDDRDDRRRDD,9,10,66,0
859,0,63,19,2,DRRRRDDRDRDRR,9,8,19,1
860,1,608,352,1,RRDDRDDDDDDD,0,4,38,1
861,1,439,490,1,RRRRDDRRDR,4,19,36,1
862,0,413,20,1,RRRDDDRD,9,19,54,0
863,0,592,133,1,DRDRDDRDD,9,0,20,0
864,1,641,316,1,DDDDDRDRDRDRDD,7,11,12,1
865,1,395,42,2,DRRDDDDDRDRD,8,3,18,0
866,0,632,283,3,DRRRDRRDDR,0,13,90,1
867,0,284,24,4,DRRDRDR,5,12,80,1
868,0,271,152,3,DDDRRRRDDDDR,3,15,21,0
869,0,420,33,2,DDDDD,6,17,51,0
870,0,169,491,4,DDRDRDRRRRDRD,3,16,70,1
871,0,631,61,3,RDRRDRRRRD,9,13,64,1
872,1,826,438,3,RDRDRD,8,3,90,1
873,0,919,404,3,DRDRDDR,9,19,7,1
874,1,906,394,2,RRRDRDRDRR,7,12,23,1
875,1,468,169,1,RRRRRDRD,1,7,45,1
876,0,603,309,4,RDDRRDRDRDDRRR,1,6,33,1
877,1,855,42,4,DDDDRRDRRRDRDR,5,8,99,1
878,1,26,404,2,RRDRDRRDRDDR,9,14,41,1
879,0,66,13,3,DRRRRRDDDDRRRR,6,15,74,1
880,0,16,419,3,RRRRRRDDDDDRRD,0,9,94,1
881,1,955,50,3,DRRRRRR,8,12,41,1
882,1,898,18,2,DRRRDDRD,4,18,71,0
883,1,645,298,1,RDRDR,0,7,1,1
884,0,762,241,2,RRDRRRRDDD,4,11,12,1
885,0,230,372,3,RRDRD,2,3,61,1
886,1,340,10,4,DDRDRRRDDR,2,15,74,1
887,1,165,320,4,RDDRD,6,19,86,1
888,0,155,331,3,DDDRDRRRDDD,8,16,90,1
889,1,816,235,1,DDDRDDDRRDRD,3,4,85,1
890,1,643,456,2,RDDRDRRRDDD,8,0,44,1
891,1,572,376,4,RDRDRRRRRD,4,14,17,1
892,0,785,88,2,DRDRRDDRDDR,0,6,46,0
893,1,309,227,3,DDRRRDRDRD,1,15,74,1
894,0,909,422,1,RRDDDRDRD,9,15,3,1
895,0,39,7,3,RRDRDD,0,17,32,0
896,1,798,201,4,RDRDRDRRRD,5,13,28,1
897,1,26,25,3,DDDDDRDDRRRRRD,2,2,37,0
898,1,808,331,3,DDDRRRDDR,1,7,84,1
899,0,748,109,1,DRDRRRDRRDDR,9,10,32,1
900,0,272,158,2,DRRDRD,8,15,66,0
901,1,310,476,3,DDRDRRDRDRRD,3,7,93,1
902,1,71,105,1,RDDDDRRDDRD,6,7,31,0
903,0,208,136,1,DRRDRRRRRRD,8,4,54,1
904,1,531,460,4,DDDRRDD,7,13,49,1
905,0,150,6,2,RDRDDRRD,4,4,41,0
906,0,878,270,1,RRDRDD,9,6,58,1
907,1,410,405,3,RDRDDRR,6,7,31,1
908,0,446,34,3,DRRRDRDRDRDRD,9,9,71,1
909,0,873,4,3,DRRDRRDDRD,0,16,44,0
910,1,89,457,4,DDDRRRDRRDRRR,8,2,66,1
911,0,549,228,4,DDRDRDDRRRDDD,0,2,31,1
912,1,695,264,2,RDDDRRDR,9,7,56,1
913,0,560,144,3,DRDDRDRDRDRR,2,18,37,0
914,0,65,484,3,RDDRDDDDDDDD,7,7,88,1
915,1,511,46,4,RDDDRD,0,5,78,1
916,0,207,183,4,DRDDRDDRRR,5,16,91,1
917,1,897,375,1,RDDRRDRR,5,18,90,1
918,0,250,339,4,DDRRDRRDDRRD,4,19,67,1
919,0,139,45,1,RDRDD,6,16,28,0
920,0,97,79,2,DRDDRRDDDDRR,6,18,87,0
921,1,598,412,4,DRDRDDRRDRDRDD,5,5,26,1
922,1,652,433,4,RRDDRRDR,8,17,43,1
923,1,748,168,4,RRRRDRDRD,4,18,65,1
924,1,457,446,1,DDDRDDRRRRD,2,12,2,1
925,1,694,355,3,RDRDDDRDDRR,3,7,40,1
926,0,999,335,3,RRDRRRDDDDD,3,5,8,1
927,1,530,376,4,DRRDRRDRDR,5,0,99,1
928,0,497,314,3,RRRDRDRR,7,10,20,1
929,0,490,363,3,DRDDRRD,8,5,41,1
930,0,248,166,3,DRDDR,6,11,87,0
931,0,329,357,4,RDRRRDDRR,7,18,3,1
932,1,26,251,1,DRDRRDDRRDRDRR,6,6,40,1
933,0,880,26,4,DDRRDRRDRDR,4,16,96,1
934,1,248,365,2,RDRRDRDDDRDD,2,18,36,1
935,0,795,340,3,DRRDDDDDDRRRD,0,7,20,1
936,1,561,344,3,RDDRR,5,13,49,1
937,1,838,237,2,RDRRRDDDDDD,8,13,45,1
938,0,229,421,1,DRDRDRRDRDDD,9,19,22,1
939,0,735,303,2,RDRRRDDDD,1,14,85,1
940,0,187,108,2,RDDRDDRDDRDDRD,3,13,61,0
941,1,970,439,3,RDDRRDRDRDD,7,19,49,1
942,0,4,238,4,DRRRDDDRDD,3,6,46,1
943,1,988,230,2,RRRDDDDD,8,9,52,1
944,1,513,304,2,RDDRR,5,16,67,1
945,1,613,7,2,RDDDRRDRDRD,9,7,94,0
946,0,261,90,4,RRRRDRDRRRDD,0,19,45,1
947,1,533,384,2,DDDDRDRDRDR,9,1,48,1
948,1,525,391,1,DRRDDDRRDRRR,9,19,62,1
949,1,98,53,1,RDRDDR,8,3,53,0
950,0,65,351,2,DRDDDRDD,2,9,59,1
951,1,850,347,1,DRRRDRDR,2,18,53,1
952,0,873,214,3,DDDRDRRRRRDDR,5,2,65,1
953,0,856,19,2,DDRRRRRDR,1,6,2,1
954,1,842,41,2,DDRRDRRDRDRR,9,16,1,1
955,0,823,448,1,RDDRDRDDDD,5,9,47,1
956,1,25,175,1,DDRDDRR,6,15,75,0
957,1,218,210,1,RRRDRRDDRR,1,1,64,1
958,1,391,90,3,DDDRDDRDR,4,16,99,0
959,1,461,281,2,RDDRRRDRDR,8,5,22,1
960,1,559,141,4,RRDDD,3,2,66,1
961,0,714,264,2,DDRRD,3,6,61,1
962,0,239,412,3,DRRDD,8,6,98,1
963,0,741,380,1,RDDRRRRRDR,9,0,71,1
964,1,126,15,1,RDDDRD,5,17,66,0
965,1,187,16,4,RDDRRRRDRDDRD,6,0,11,1
966,0,202,352,4,DRRDR,5,10,58,1
967,1,934,474,4,RRDDDD,1,15,61,1
968,0,438,312,4,DRRRDDRRRDRDRR,1,5,6,1
969,0,94,18,3,RDRRRRRRRRDDD,4,7,7,1
970,1,554,59,3,DDDRRDRDR,6,8,73,0
971,1,423,141,1,DRRDRRRRD,5,4,58,1
972,1,727,167,1,DDRRDDRD,3,1,67,0
973,0,212,74,3,RRDRDDRRD,0,5,95,1
974,1,810,316,4,RDRRDDDRDRR,9,1,87,1
