,CustomerID,Age,Gender,Income (USD),Loan Amount (USD),Credit Score,Employment Status,Debt-to-Income Ratio,Number of Credit Cards,Home Ownership,Previous Defaults,Credit Utilization,label
342,343,39,Male,112364,17523,572,Part-Time,0.14,6,Own,0,0.21,0
343,344,33,Female,30943,15254,797,Employed,0.18,0,Rented,0,0.4,1
344,345,50,Female,131661,25298,790,Employed,0.52,8,Own,1,0.49,0
345,346,58,Male,58469,6793,614,Part-Time,0.59,3,Rented,1,0.16,0
346,347,70,Male,37060,38959,311,Self-Employed,0.26,2,Own,0,0.65,0
347,348,39,Female,105887,7025,444,Employed,0.12,3,Own,1,0.04,0
348,349,53,Female,36629,48173,847,Unemployed,0.22,8,Own,1,0.84,0
349,350,21,Male,95583,17793,671,Unemployed,0.54,8,Rented,1,0.75,0
350,351,33,Female,38454,40889,426,Self-Employed,0.6,10,Own,1,0.55,0
351,352,39,Male,68156,20689,362,Self-Employed,0.35,5,Rented,1,0.64,0
352,353,44,Male,48961,36836,815,Part-Time,0.08,4,Rented,0,0.26,1
353,354,19,Male,73786,36161,717,Self-Employed,0.08,6,Own,0,0.52,1
354,355,39,Female,110073,15384,336,Part-Time,0.25,8,Rented,1,0.11,0
355,356,42,Male,103576,33328,816,Part-Time,0.32,5,Own,1,0.16,0
356,357,52,Male,134489,14936,809,Employed,0.4,0,Rented,0,0.75,1
357,358,63,Female,143361,41273,452,Unemployed,0.18,8,Own,0,0.41,0
358,359,57,Female,31972,11345,729,Unemployed,0.59,0,Own,0,0.78,0
359,360,50,Male,54308,31948,786,Unemployed,0.58,7,Own,0,0.44,0
360,361,65,Male,85451,31624,502,Part-Time,0.05,8,Own,0,0.31,0
361,362,27,Male,96260,47903,391,Self-Employed,0.25,4,Own,1,0.75,0
362,363,49,Male,76079,10270,640,Employed,0.3,3,Own,1,0.6,0
363,364,62,Male,85775,28573,654,Employed,0.53,5,Rented,0,0.33,0
364,365,24,Male,102181,47879,838,Employed,0.1,7,Rented,1,0.98,0
365,366,24,Male,49871,31832,336,Self-Employed,0.29,9,Own,1,0.37,0
366,367,18,Female,43086,42415,511,Unemployed,0.45,8,Rented,0,0.63,0
367,368,27,Male,127064,21610,435,Employed,0.45,0,Rented,0,0.33,0
368,369,56,Female,128932,43638,381,Part-Time,0.26,0,Own,1,0.88,0
369,370,44,Male,65553,21140,448,Part-Time,0.05,0,Own,0,0.39,0
370,371,54,Female,56864,28088,408,Self-Employed,0.32,6,Own,1,0.01,0
371,372,62,Female,119203,44055,521,Employed,0.23,0,Rented,1,0.84,0
372,373,49,Female,88985,46138,360,Part-Time,0.48,1,Own,1,0.23,0
373,374,23,Female,39632,32538,645,Employed,0.53,5,Own,0,0.46,0
374,375,66,Male,91226,47185,474,Part-Time,0.47,2,Own,1,0.58,0
375,376,63,Female,128073,45199,317,Self-Employed,0.43,3,Own,1,0.55,0
376,377,45,Male,56597,27268,678,Employed,0.29,7,Own,0,0.63,1
377,378,31,Female,145018,5184,395,Part-Time,0.08,7,Rented,1,0.15,0
378,379,40,Female,139081,42999,699,Unemployed,0.28,10,Rented,0,0.41,1
379,380,21,Female,74178,7303,475,Employed,0.16,4,Rented,1,0.34,0
380,381,35,Male,57254,46831,470,Unemployed,0.11,5,Rented,1,0.28,0
381,382,49,Male,34120,42899,690,Employed,0.14,7,Own,1,0.47,0
382,383,49,Female,33915,21015,663,Self-Employed,0.32,9,Own,1,0.42,0
383,384,35,Male,136587,6632,618,Self-Employed,0.23,0,Rented,0,0.06,1
384,385,25,Male,80314,45368,708,Unemployed,0.23,0,Rented,0,0.65,1
385,386,64,Male,60489,5649,670,Self-Employed,0.54,10,Rented,1,0.14,0
386,387,56,Female,109556,10888,803,Unemployed,0.54,7,Own,0,0.67,0
387,388,55,Male,111748,42572,627,Part-Time,0.14,5,Own,0,0.49,1
388,389,24,Male,110994,39735,314,Employed,0.51,0,Rented,0,0.51,0
389,390,39,Male,101672,20257,801,Employed,0.0,10,Rented,1,0.41,0
390,391,70,Female,67089,34678,552,Self-Employed,0.25,9,Rented,0,0.8,0
391,392,24,Female,39686,9855,430,Employed,0.08,6,Own,0,0.67,0
392,393,56,Female,141237,10864,519,Unemployed,0.29,10,Own,1,0.82,0
393,394,57,Male,30651,22884,809,Unemployed,0.2,5,Own,1,0.89,0
394,395,59,Female,35043,27214,343,Self-Employed,0.49,1,Rented,0,0.58,0
395,396,47,Female,45838,31222,524,Part-Time,0.23,10,Rented,1,0.28,0
396,397,36,Female,89295,24074,842,Part-Time,0.12,7,Rented,0,0.69,1
397,398,69,Male,103270,35120,499,Employed,0.27,10,Own,1,0.26,0
398,399,20,Female,136774,9932,791,Self-Employed,0.54,10,Rented,0,0.58,0
399,400,25,Male,62475,14766,719,Self-Employed,0.22,1,Rented,1,0.25,0
400,401,45,Male,45118,32822,345,Self-Employed,0.33,1,Rented,0,0.08,0
401,402,36,Male,41085,29488,586,Self-Employed,0.26,8,Own,1,0.58,0
402,403,70,Female,129997,40483,646,Self-Employed,0.57,0,Own,0,0.57,0
403,404,58,Male,124704,31083,505,Self-Employed,0.29,6,Rented,1,0.22,0
404,405,53,Male,103541,29352,508,Self-Employed,0.35,0,Own,1,0.81,0
405,406,40,Female,104506,48720,845,Part-Time,0.01,4,Own,1,0.06,0
406,407,38,Male,110499,28205,837,Part-Time,0.45,2,Own,0,0.41,0
407,408,37,Male,134999,20159,464,Self-Employed,0.4,6,Rented,0,0.4,0
408,409,48,Male,93685,20293,437,Employed,0.04,2,Rented,0,0.16,0
409,410,19,Male,31456,26466,345,Self-Employed,0.31,2,Rented,0,0.72,0
410,411,41,Male,72360,44084,797,Unemployed,0.41,1,Own,1,0.96,0
411,412,70,Male,71738,32169,449,Unemployed,0.57,6,Rented,1,0.02,0
412,413,53,Female,54450,10985,559,Part-Time,0.39,5,Rented,0,0.45,0
413,414,57,Female,123179,18306,331,Part-Time,0.23,10,Rented,1,0.3,0
414,415,38,Male,51688,29497,648,Employed,0.36,2,Own,1,0.22,0
415,416,45,Female,142679,10391,672,Unemployed,0.06,7,Rented,1,0.84,0
416,417,30,Female,69512,41943,315,Self-Employed,0.4,7,Own,0,0.56,0
417,418,68,Male,111885,16413,550,Employed,0.3,6,Rented,0,0.58,0
418,419,36,Male,95928,25906,664,Part-Time,0.44,2,Own,1,0.41,0
419,420,46,Female,50968,27359,742,Part-Time,0.14,6,Rented,1,0.7,0
420,421,49,Female,61311,30205,593,Part-Time,0.46,8,Rented,0,0.71,0
421,422,26,Female,75706,40215,838,Employed,0.45,1,Own,0,0.11,0
422,423,58,Female,108358,25107,330,Employed,0.1,6,Rented,0,0.3,0
423,424,69,Female,77720,43614,357,Employed,0.42,8,Own,1,0.06,0
424,425,47,Male,53487,48897,557,Unemployed,0.29,8,Own,1,0.82,0
425,426,44,Male,148820,34447,554,Unemployed,0.52,8,Own,1,0.08,0
426,427,30,Female,102526,46928,476,Employed,0.28,10,Rented,1,0.03,0
427,428,23,Female,50446,30161,744,Unemployed,0.07,4,Own,0,0.78,1
428,429,26,Male,52116,37516,472,Self-Employed,0.23,2,Rented,0,0.89,0
429,430,21,Male,93112,22294,721,Part-Time,0.03,2,Rented,0,0.81,1
430,431,47,Female,34332,33347,414,Unemployed,0.35,9,Rented,0,0.44,0
431,432,69,Female,71217,25673,775,Part-Time,0.19,2,Rented,0,0.48,1
432,433,67,Female,78320,31795,770,Part-Time,0.12,10,Rented,0,0.79,1
433,434,55,Female,55429,38101,600,Part-Time,0.34,4,Rented,1,0.01,0
434,435,34,Male,111162,19970,742,Part-Time,0.41,1,Own,0,0.76,0
435,436,55,Male,96513,23860,458,Self-Employed,0.52,6,Rented,0,0.34,0
436,437,63,Female,135912,42632,351,Part-Time,0.27,3,Rented,1,0.16,0
437,438,48,Female,116158,28538,500,Employed,0.0,9,Own,1,0.19,0
438,439,54,Female,37897,10187,831,Employed,0.54,2,Own,1,0.92,0
439,440,21,Male,89310,48468,690,Employed,0.47,8,Own,1,0.42,0
440,441,64,Male,38532,32005,305,Self-Employed,0.3,9,Own,1,0.65,0
441,442,22,Female,69887,15951,650,Unemployed,0.17,3,Own,1,0.42,0
442,443,33,Male,84491,10785,318,Unemployed,0.52,5,Rented,1,0.77,0
443,444,68,Male,106152,33744,565,Employed,0.22,3,Own,1,0.03,0
444,445,41,Male,87109,37669,573,Unemployed,0.23,4,Own,0,0.07,0
445,446,44,Male,52085,12563,562,Employed,0.33,0,Own,0,0.14,0
446,447,58,Female,109617,32698,338,Unemployed,0.24,9,Own,0,0.35,0
447,448,45,Male,35824,49251,430,Self-Employed,0.52,8,Rented,0,0.01,0
448,449,29,Female,131277,19500,795,Unemployed,0.24,7,Rented,1,0.97,0
449,450,25,Male,84221,46196,566,Part-Time,0.44,4,Rented,1,0.56,0
450,451,40,Female,121748,38610,611,Unemployed,0.46,6,Rented,1,0.55,0
451,452,65,Female,135325,33189,612,Unemployed,0.08,4,Rented,0,0.26,1
452,453,49,Male,135603,28529,482,Part-Time,0.07,6,Rented,1,0.15,0
453,454,47,Male,142418,36515,845,Unemployed,0.44,6,Rented,1,0.37,0
454,455,27,Male,91268,30787,341,Employed,0.21,1,Own,0,0.35,0
455,456,41,Female,95603,39293,489,Self-Employed,0.27,7,Own,0,0.13,0
456,457,34,Male,37372,20888,445,Part-Time,0.04,0,Rented,0,0.74,0
457,458,56,Male,61970,34111,446,Part-Time,0.24,8,Rented,1,0.24,0
458,459,42,Male,42936,32792,733,Unemployed,0.52,3,Rented,1,0.09,0
459,460,66,Male,76076,12291,684,Employed,0.4,4,Own,0,0.49,1
460,461,53,Female,32624,9580,453,Part-Time,0.54,7,Rented,0,0.61,0
461,462,37,Male,84699,17781,828,Unemployed,0.38,5,Rented,1,0.04,0
462,463,32,Female,52517,8638,441,Unemployed,0.39,5,Rented,0,0.82,0
463,464,33,Male,44124,35949,573,Unemployed,0.06,3,Own,1,0.63,0
464,465,34,Male,109364,10357,400,Part-Time,0.47,4,Rented,0,0.53,0
465,466,26,Female,86570,42518,845,Part-Time,0.34,4,Rented,1,0.09,0
466,467,18,Female,57872,44652,689,Part-Time,0.56,6,Own,1,0.72,0
467,468,62,Male,124792,10413,310,Part-Time,0.51,8,Own,0,0.36,0
468,469,50,Male,126435,38971,659,Employed,0.03,8,Own,0,0.5,1
469,470,55,Female,71090,11650,790,Unemployed,0.19,2,Own,1,0.75,0
470,471,53,Male,133292,12635,530,Employed,0.52,7,Rented,1,0.82,0
471,472,57,Female,100222,33329,744,Part-Time,0.35,4,Rented,1,0.39,0
472,473,58,Female,31931,49101,654,Unemployed,0.19,10,Rented,0,0.71,1
473,474,37,Male,107104,20635,386,Self-Employed,0.09,1,Rented,1,0.81,0
474,475,70,Male,81913,46984,391,Employed,0.1,5,Own,1,0.85,0
475,476,56,Female,134539,34147,339,Unemployed,0.17,5,Rented,0,0.05,0
476,477,22,Female,105536,38665,737,Part-Time,0.49,0,Own,1,0.2,0
477,478,39,Male,146608,16072,797,Self-Employed,0.31,7,Rented,0,0.79,1
478,479,44,Male,125017,14470,522,Part-Time,0.32,5,Own,0,0.69,0
479,480,49,Male,90561,21191,467,Employed,0.3,4,Rented,0,0.19,0
480,481,38,Female,145250,22234,321,Part-Time,0.52,0,Rented,1,0.07,0
481,482,37,Female,62802,45314,758,Employed,0.21,0,Rented,0,0.45,1
482,483,65,Male,85753,29522,666,Self-Employed,0.4,5,Own,0,0.18,1
483,484,64,Male,147914,8925,553,Self-Employed,0.05,4,Own,0,0.96,0
484,485,49,Female,103855,7206,349,Self-Employed,0.32,5,Own,0,0.21,0
485,486,37,Male,130334,25725,536,Self-Employed,0.3,7,Rented,0,0.2,0
486,487,52,Female,66556,11902,626,Part-Time,0.06,4,Own,1,0.74,0
487,488,51,Female,143503,43336,401,Self-Employed,0.07,10,Rented,1,0.22,0
488,489,22,Male,141197,23116,364,Self-Employed,0.2,3,Rented,0,0.58,0
489,490,21,Female,67394,42882,429,Unemployed,0.37,8,Rented,0,0.59,0
490,491,64,Female,141726,48019,493,Part-Time,0.39,7,Rented,1,0.01,0
491,492,51,Male,66006,27874,557,Self-Employed,0.28,4,Own,1,0.43,0
492,493,58,Male,97672,35321,585,Unemployed,0.17,5,Own,1,0.95,0
493,494,20,Male,116649,42301,354,Part-Time,0.34,3,Own,1,0.25,0
494,495,58,Female,73443,16190,538,Part-Time,0.33,8,Own,1,0.86,0
495,496,20,Female,117282,38076,496,Employed,0.54,2,Rented,0,0.68,0
496,497,42,Male,80356,21764,479,Part-Time,0.03,3,Own,0,0.6,0
497,498,26,Female,31065,16877,479,Unemployed,0.47,5,Rented,1,0.16,0
498,499,34,Female,70618,21142,609,Part-Time,0.25,6,Own,0,0.97,1
499,500,63,Female,119855,21764,526,Unemployed,0.08,0,Own,1,0.67,0
500,501,37,Female,37006,40093,775,Employed,0.44,5,Rented,1,0.2,0
501,502,60,Female,73760,47467,512,Self-Employed,0.29,1,Own,0,0.19,0
502,503,67,Female,91564,40931,502,Unemployed,0.47,9,Own,1,0.56,0
503,504,22,Male,103454,19082,320,Unemployed,0.33,8,Own,0,0.14,0
504,505,48,Female,94247,11358,385,Self-Employed,0.39,9,Rented,1,0.59,0
505,506,21,Male,56742,17273,682,Self-Employed,0.34,2,Rented,0,0.47,1
506,507,54,Male,44041,12490,360,Self-Employed,0.33,5,Rented,1,0.01,0
507,508,60,Male,134156,20876,687,Part-Time,0.17,3,Own,0,0.19,1
508,509,62,Female,109123,23298,325,Unemployed,0.01,9,Own,0,0.33,0
509,510,68,Female,112132,42617,609,Self-Employed,0.5,9,Rented,1,0.73,0
510,511,55,Female,119760,5865,571,Unemployed,0.25,7,Rented,0,0.99,0
511,512,53,Female,92709,25744,468,Unemployed,0.15,7,Rented,1,0.64,0
512,513,48,Male,70090,42045,607,Self-Employed,0.34,3,Rented,0,0.23,1
513,514,62,Female,54417,48292,787,Part-Time,0.47,0,Rented,0,0.7,0
514,515,32,Male,35804,11819,463,Self-Employed,0.2,0,Own,1,0.73,0
515,516,33,Male,41162,18456,347,Unemployed,0.45,2,Own,1,0.45,0
516,517,50,Female,66047,30289,567,Employed,0.34,3,Own,0,0.95,0
517,518,68,Female,87985,16160,632,Part-Time,0.39,7,Rented,0,0.12,1
518,519,59,Male,110949,42870,545,Unemployed,0.03,10,Rented,0,0.5,0
519,520,39,Female,35079,27351,574,Unemployed,0.56,8,Rented,1,0.61,0
520,521,48,Male,73928,35861,651,Self-Employed,0.09,0,Rented,0,0.42,1
521,522,54,Male,47065,20586,844,Employed,0.43,7,Own,0,0.35,0
522,523,66,Male,123538,12709,503,Unemployed,0.17,3,Own,1,0.76,0
523,524,55,Male,139246,26639,492,Unemployed,0.0,4,Own,1,0.3,0
524,525,66,Male,52920,48955,645,Unemployed,0.01,9,Rented,1,0.09,0
525,526,30,Female,131167,5028,622,Self-Employed,0.12,0,Own,1,0.39,0
526,527,49,Female,126993,19906,457,Unemployed,0.52,7,Rented,1,0.61,0
527,528,26,Male,95601,35718,804,Self-Employed,0.04,0,Rented,1,0.6,0
528,529,65,Female,91031,23994,598,Part-Time,0.49,5,Own,0,0.7,0
529,530,56,Male,31863,14051,734,Self-Employed,0.35,1,Own,1,0.11,0
530,531,55,Male,37465,12925,647,Part-Time,0.55,4,Rented,0,0.61,0
531,532,27,Female,132058,11780,353,Unemployed,0.26,5,Rented,0,0.98,0
532,533,22,Male,47558,23049,490,Unemployed,0.21,3,Own,0,0.24,0
533,534,62,Female,95753,9084,809,Self-Employed,0.36,7,Own,0,0.02,1
534,535,70,Female,54178,25224,801,Part-Time,0.21,0,Own,0,0.19,1
535,536,19,Female,67044,11363,577,Part-Time,0.41,5,Own,0,0.13,0
536,537,21,Female,104369,27204,480,Self-Employed,0.08,9,Rented,0,0.22,0
537,538,26,Female,79256,16690,677,Employed,0.09,2,Own,0,0.28,1
538,539,67,Female,72848,18265,506,Part-Time,0.5,4,Own,1,0.86,0
539,540,19,Female,72632,35238,666,Employed,0.07,6,Rented,0,0.51,1
540,541,61,Female,128833,45121,803,Employed,0.17,6,Rented,1,0.53,0
541,542,52,Male,137442,13431,654,Part-Time,0.38,3,Own,0,0.82,1
542,543,63,Male,57055,17041,467,Self-Employed,0.51,9,Own,0,0.63,0
543,544,25,Male,82861,45977,815,Part-Time,0.59,5,Rented,1,0.96,0
544,545,66,Female,112599,18651,440,Unemployed,0.35,10,Own,0,0.34,0
545,546,31,Female,144836,15971,648,Part-Time,0.46,10,Own,0,0.41,0
546,547,63,Male,103209,43792,767,Part-Time,0.47,6,Own,0,0.37,0
547,548,24,Female,127415,43241,558,Unemployed,0.3,5,Own,1,0.22,0
548,549,65,Female,128620,32905,727,Unemployed,0.32,9,Rented,0,0.14,1
549,550,69,Female,66028,6717,468,Part-Time,0.02,3,Own,0,0.46,0
550,551,35,Female,134783,13248,514,Part-Time,0.26,0,Rented,1,0.86,0
551,552,37,Female,78868,10401,829,Unemployed,0.45,7,Own,1,0.14,0
552,553,54,Female,69860,23917,613,Employed,0.06,10,Own,0,0.15,1
553,554,55,Male,85581,46998,629,Part-Time,0.38,0,Rented,0,0.88,1
554,555,38,Female,117709,38158,562,Employed,0.04,7,Own,1,1.0,0
555,556,54,Female,50858,47756,425,Self-Employed,0.36,6,Own,0,0.18,0
556,557,39,Male,97141,19476,592,Unemployed,0.14,1,Own,0,0.66,0
557,558,57,Male,132878,46974,703,Employed,0.52,9,Rented,1,0.73,0
558,559,23,Male,57232,23554,390,Employed,0.39,5,Rented,1,0.99,0
559,560,55,Male,114006,15128,779,Employed,0.57,4,Own,1,0.05,0
560,561,53,Female,32337,17473,326,Self-Employed,0.37,3,Own,0,0.53,0
561,562,41,Male,139527,12103,568,Unemployed,0.09,6,Own,1,0.61,0
562,563,24,Male,31788,25667,452,Self-Employed,0.1,8,Rented,1,0.19,0
563,564,22,Female,45388,33113,306,Part-Time,0.39,6,Rented,0,0.62,0
564,565,50,Male,109341,49507,636,Self-Employed,0.07,5,Rented,0,0.72,1
565,566,25,Female,68349,49259,557,Self-Employed,0.4,0,Own,0,0.0,0
566,567,43,Female,49825,30645,468,Unemployed,0.59,0,Own,0,0.5,0
567,568,56,Male,63824,26186,471,Employed,0.22,8,Own,1,0.45,0
568,569,49,Female,105477,43199,339,Part-Time,0.57,8,Rented,0,0.83,0
569,570,57,Female,58028,32866,519,Unemployed,0.28,9,Rented,1,0.93,0
570,571,69,Male,41125,34784,461,Employed,0.24,0,Own,0,0.33,0
571,572,42,Female,51950,40637,777,Self-Employed,0.54,7,Own,0,0.71,0
572,573,59,Male,65664,14985,402,Employed,0.5,9,Own,1,0.48,0
573,574,30,Female,76167,10125,827,Unemployed,0.45,4,Own,0,0.07,0
574,575,30,Male,130931,29292,539,Employed,0.44,4,Rented,0,0.96,0
575,576,49,Male,121833,47503,705,Part-Time,0.23,3,Rented,0,0.64,1
576,577,21,Male,33001,46063,753,Employed,0.5,9,Own,1,0.93,0
577,578,64,Male,81006,15626,396,Self-Employed,0.5,0,Rented,1,0.11,0
578,579,38,Male,82874,29838,306,Employed,0.37,2,Rented,1,0.67,0
579,580,70,Female,128047,12875,760,Employed,0.19,7,Rented,0,0.15,1
580,581,39,Male,86409,13302,622,Employed,0.2,3,Own,1,0.57,0
581,582,59,Male,32697,31271,487,Employed,0.4,5,Rented,1,0.98,0
582,583,28,Female,115232,29131,342,Self-Employed,0.07,4,Rented,0,0.07,0
583,584,65,Female,144040,15457,731,Part-Time,0.33,9,Rented,0,0.44,1
584,585,27,Male,147348,34136,333,Part-Time,0.23,0,Rented,1,0.26,0
585,586,42,Female,37112,47391,643,Self-Employed,0.17,3,Rented,0,0.72,1
586,587,23,Female,93115,18676,528,Part-Time,0.47,4,Rented,1,0.21,0
587,588,49,Female,68043,28237,683,Unemployed,0.48,10,Own,1,0.86,0
588,589,59,Female,86330,19025,365,Self-Employed,0.23,5,Own,1,0.72,0
589,590,24,Female,75821,24622,407,Unemployed,0.05,8,Rented,0,0.82,0
590,591,36,Male,69388,19820,486,Unemployed,0.1,6,Rented,1,0.95,0
591,592,44,Female,108958,27741,704,Part-Time,0.31,9,Own,0,0.2,1
592,593,53,Male,128308,32021,441,Employed,0.35,0,Rented,1,0.9,0
593,594,29,Female,108300,5057,599,Part-Time,0.11,6,Own,1,0.49,0
594,595,29,Female,63751,15827,514,Employed,0.27,5,Rented,1,0.89,0
595,596,30,Female,94456,9839,381,Self-Employed,0.12,1,Own,0,0.84,0
596,597,39,Female,39086,36642,757,Unemployed,0.43,7,Own,1,0.03,0
597,598,59,Female,82920,29607,620,Employed,0.41,9,Own,1,0.42,0
598,599,31,Female,76059,34538,756,Employed,0.39,6,Own,0,0.03,1
599,600,34,Female,52140,23670,401,Part-Time,0.3,0,Own,1,0.6,0
600,601,25,Female,119748,21625,490,Unemployed,0.28,6,Rented,1,0.84,0
601,602,66,Male,142545,36550,796,Unemployed,0.47,4,Rented,0,0.84,0
602,603,46,Female,87616,6290,743,Part-Time,0.53,10,Rented,1,0.23,0
603,604,31,Female,77163,21174,789,Part-Time,0.42,10,Own,0,0.2,0
604,605,33,Male,136202,34934,462,Unemployed,0.4,6,Rented,1,0.08,0
605,606,30,Male,76185,6148,351,Part-Time,0.09,3,Own,0,0.45,0
606,607,67,Female,38545,15668,559,Unemployed,0.16,1,Own,0,0.98,0
607,608,49,Male,63316,25255,469,Part-Time,0.36,7,Rented,0,0.67,0
608,609,47,Female,102837,48915,610,Part-Time,0.5,8,Rented,0,0.7,0
609,610,43,Male,48753,44167,849,Self-Employed,0.08,6,Rented,0,0.7,1
610,611,43,Male,67043,30996,493,Part-Time,0.18,6,Own,1,0.4,0
611,612,34,Male,57013,31301,316,Self-Employed,0.21,4,Own,1,0.18,0
612,613,27,Female,62274,39694,496,Employed,0.59,0,Own,1,0.15,0
613,614,40,Female,140231,16752,302,Unemployed,0.59,4,Rented,1,0.35,0
614,615,39,Female,31388,49525,758,Employed,0.15,4,Own,0,0.37,1
615,616,70,Female,74380,13259,714,Self-Employed,0.24,10,Rented,1,0.82,0
616,617,30,Male,128825,13302,391,Unemployed,0.03,4,Rented,1,0.79,0
617,618,68,Male,127471,36733,316,Self-Employed,0.53,0,Own,1,0.08,0
618,619,54,Female,144201,36599,396,Unemployed,0.3,10,Own,1,0.77,0
619,620,65,Male,76511,11348,571,Unemployed,0.34,4,Own,1,0.47,0
620,621,61,Male,115694,42057,788,Self-Employed,0.08,0,Own,0,0.74,1
621,622,37,Female,103436,36207,692,Employed,0.4,4,Own,1,0.86,0
622,623,54,Male,76026,43640,420,Employed,0.6,1,Own,1,0.83,0
623,624,42,Female,80591,25439,706,Unemployed,0.4,6,Own,1,0.43,0
624,625,55,Female,41525,11958,666,Unemployed,0.23,8,Rented,1,0.14,0
625,626,70,Male,53173,10817,360,Self-Employed,0.19,10,Rented,1,0.62,0
626,627,18,Male,82545,17191,447,Employed,0.34,2,Own,0,0.93,0
627,628,38,Female,103408,48970,518,Self-Employed,0.52,8,Rented,1,0.03,0
628,629,62,Female,53701,18250,300,Self-Employed,0.58,0,Rented,1,0.41,0
629,630,24,Male,144261,22265,551,Part-Time,0.46,0,Own,1,0.25,0
630,631,48,Female,79363,11476,346,Self-Employed,0.26,4,Rented,0,0.97,0
631,632,29,Female,36373,48888,484,Self-Employed,0.01,7,Rented,0,0.26,0
632,633,60,Female,69525,13855,517,Part-Time,0.07,4,Own,0,0.09,0
633,634,52,Male,85488,11952,607,Unemployed,0.19,1,Rented,0,0.35,1
634,635,48,Male,32950,47208,500,Self-Employed,0.03,2,Own,1,0.31,0
635,636,25,Female,133820,48638,334,Employed,0.59,8,Own,0,0.76,0
636,637,66,Male,110226,19312,377,Unemployed,0.39,4,Own,1,0.84,0
637,638,44,Male,114554,18117,734,Employed,0.51,7,Rented,1,0.11,0
638,639,70,Female,95732,29064,456,Self-Employed,0.31,0,Rented,0,0.42,0
639,640,48,Female,146827,19815,803,Part-Time,0.52,5,Rented,0,0.35,0
640,641,56,Female,133675,40070,748,Employed,0.36,2,Rented,1,0.33,0
641,642,26,Female,127480,17743,459,Part-Time,0.32,1,Rented,1,0.51,0
642,643,37,Female,139922,22758,590,Part-Time,0.09,4,Rented,0,0.98,0
643,644,27,Male,109305,10400,588,Self-Employed,0.14,9,Rented,0,0.23,0
644,645,70,Female,111186,48690,558,Part-Time,0.39,5,Own,0,0.61,0
645,646,53,Male,91178,16580,436,Unemployed,0.57,3,Own,0,0.13,0
646,647,49,Male,53523,12480,382,Self-Employed,0.41,5,Rented,0,0.49,0
647,648,60,Female,135099,31102,396,Employed,0.42,6,Own,1,0.57,0
648,649,49,Male,115688,47082,476,Unemployed,0.15,9,Own,1,0.96,0
649,650,50,Male,131523,37290,653,Unemployed,0.39,1,Rented,1,0.67,0
650,651,62,Female,33959,18727,721,Part-Time,0.12,4,Rented,1,0.36,0
651,652,33,Male,116342,49523,502,Unemployed,0.54,10,Own,0,0.36,0
652,653,36,Female,68085,22836,791,Unemployed,0.44,7,Rented,0,0.96,0
653,654,47,Male,81417,32966,540,Part-Time,0.01,7,Own,1,0.99,0
654,655,32,Female,93811,35220,770,Self-Employed,0.52,6,Own,0,0.03,0
655,656,63,Male,47229,49402,308,Self-Employed,0.14,10,Own,0,0.98,0
656,657,60,Male,93386,15725,503,Employed,0.03,6,Rented,0,0.03,0
657,658,35,Male,51660,34793,631,Part-Time,0.5,5,Own,0,0.58,0
658,659,35,Male,118896,20106,400,Unemployed,0.53,8,Rented,0,0.57,0
659,660,70,Female,120210,37384,729,Unemployed,0.55,2,Rented,0,0.41,0
660,661,65,Female,87414,45682,549,Self-Employed,0.32,0,Rented,1,0.38,0
661,662,38,Male,136775,7032,469,Part-Time,0.3,9,Rented,1,0.85,0
662,663,33,Female,130882,48045,777,Part-Time,0.54,4,Rented,0,0.77,0
663,664,54,Female,38158,33900,362,Employed,0.28,6,Rented,0,0.68,0
664,665,47,Female,119823,33274,594,Unemployed,0.37,9,Rented,1,0.66,0
665,666,61,Female,137427,22902,560,Unemployed,0.58,1,Own,1,0.06,0
666,667,56,Female,80675,26813,338,Self-Employed,0.17,1,Own,0,0.91,0
667,668,30,Male,111600,18998,466,Part-Time,0.54,2,Own,0,0.6,0
668,669,63,Male,135873,37958,393,Self-Employed,0.19,7,Own,1,0.82,0
669,670,57,Female,76328,35506,327,Employed,0.28,10,Own,1,0.3,0
670,671,42,Female,37698,13933,345,Employed,0.52,7,Own,1,0.57,0
671,672,45,Female,53006,13843,746,Employed,0.01,3,Own,0,0.81,1
672,673,53,Male,83407,15095,631,Unemployed,0.39,6,Rented,0,0.08,1
673,674,33,Female,47397,38573,508,Employed,0.21,4,Own,0,0.11,0
674,675,67,Female,120509,24739,811,Employed,0.29,7,Rented,0,0.41,1
675,676,41,Male,62325,23727,435,Employed,0.33,8,Own,1,0.77,0
676,677,39,Female,57776,21711,808,Part-Time,0.08,9,Rented,1,0.34,0
677,678,32,Female,61091,28383,566,Unemployed,0.53,2,Own,0,0.4,0
678,679,32,Male,43189,34662,448,Employed,0.17,2,Own,1,0.69,0
679,680,25,Male,57708,16418,483,Unemployed,0.45,9,Own,0,0.7,0
680,681,66,Female,127389,43047,485,Part-Time,0.42,7,Rented,0,0.04,0
681,682,42,Female,75724,37860,346,Self-Employed,0.39,4,Rented,0,0.53,0
682,683,31,Male,49923,27390,569,Unemployed,0.5,5,Own,1,0.3,0
683,684,49,Male,72244,7587,736,Part-Time,0.24,2,Rented,1,0.44,0
684,685,66,Male,124882,39621,433,Unemployed,0.48,7,Own,0,0.21,0
685,686,30,Female,69754,7212,735,Self-Employed,0.25,9,Rented,0,0.29,1
686,687,65,Male,63391,26779,546,Part-Time,0.52,7,Rented,0,0.23,0
