,Years of Service,Total Number of Bills Introduced,Number of Bills Passed,Number of Bills Voted Against,Number of Amendments Introduced,Number of Amendments Voted Against,Number of Committee Assignments,Number of Subcommittees Assigned,Number of Bills Voted For,label
293,6.899862980017838,80.67653241533905,6,6,13.213838361483814,6,2.795647432989787,1,22,1
294,5.547602185701449,16.727996646894837,1,29,17.56096333834534,13,3.2536696742813325,1,11,1
295,1.752711436690501,79.69305604948363,20,23,20.925712331028734,25,1.7252602426145491,3,5,1
296,6.407689671909132,76.98609093694976,11,24,18.62373409937944,14,1.781787986859937,0,29,1
297,8.782238012442921,31.089780872688255,9,21,15.033532284531878,6,3.9684201965025165,0,12,1
298,4.253815078683753,83.21200121987053,7,9,28.08817123493169,3,3.422346314502385,3,29,1
299,7.7074696960436855,58.16726773324413,3,19,3.2516447706351084,13,2.925773964545588,2,5,1
300,12.50595654855532,77.81499842040922,24,17,4.9952306367096035,19,0.7877564992147984,3,20,1
301,6.218677228328159,24.417639866070306,9,13,11.566802009943588,7,4.479578234157356,4,9,1
302,9.067825132673182,23.115217517303122,8,2,12.396107521459346,3,0.2409541390645048,3,27,1
303,3.451335587195916,56.33839660017406,28,3,17.727677619383066,11,0.861875301413208,2,16,1
304,4.804005608541997,98.52184514061186,12,2,28.337605464441676,24,2.0813764441799525,2,11,1
305,1.0953535838809012,4.4489801908273785,3,12,6.8027345423104935,28,0.6807586947247246,3,28,1
306,11.620537261480502,47.088020247367,14,14,14.034849173771907,9,1.8676663178684083,0,11,1
307,6.019094841967174,63.89202781983096,7,29,24.028955921422597,6,3.0237500601434144,2,8,1
308,5.913882430111849,99.57845060542574,19,3,23.74115211653516,29,4.581618846030844,4,29,1
309,4.075903247250534,27.873680885466044,1,12,21.329531223750855,1,4.527818420616696,0,11,1
310,1.9745965704100332,45.812959357066894,6,7,6.428275423492944,13,3.2009926239369353,2,24,1
311,10.409421722462938,94.12611131153906,11,2,0.7541303417764156,25,4.389340550146018,4,21,1
312,4.885663709307739,31.194691505627137,3,13,17.23922207640099,11,3.6883682444336157,1,18,1
313,13.522506347385502,44.66297947883622,8,2,27.811024705994498,2,0.8407710488979886,0,24,1
314,6.343830537435663,19.02584144084428,23,28,3.8210058087141685,16,3.479349414548974,2,27,1
315,7.062418794415261,14.479577344969597,5,11,23.52506261283049,3,1.4403924743090628,3,19,1
316,3.9045105173654715,46.22157063464066,4,13,22.476938610357596,0,1.8844931067151038,4,14,1
317,5.212887924514786,13.178683737955888,27,17,26.77311162061396,12,0.7078165781212292,2,7,1
318,4.539795371248159,38.78082879211392,25,17,8.41867232069351,22,4.273691848264612,3,22,1
319,14.343992537051777,55.642781266623366,10,12,1.7499381324349161,24,2.458401258907574,2,8,1
320,8.000775522360271,68.66074976009561,10,5,16.647749267289452,12,3.445944335698224,0,28,1
321,14.82667597401264,95.7786464309167,6,23,24.940721705317813,25,3.159979096279684,3,13,1
322,13.586299636455688,9.601648269629493,6,29,26.94429775858737,22,2.4463071593881898,0,5,1
323,7.990442226151556,5.9376506320241385,9,0,23.34064200939156,11,2.8559487960443892,3,27,1
324,1.3274710427237697,12.54887104422464,26,3,24.789868774496462,25,3.4745127177943393,2,6,1
325,8.592399953699406,86.09044446317661,6,27,5.268205237841578,15,1.468492906232231,3,23,1
326,14.142001111999368,88.32875265088897,8,27,1.9685874346318877,26,0.25121225340345943,2,7,1
327,3.206788404151716,4.232627276045486,8,20,1.7839994783463864,14,2.0663181752700925,3,25,1
328,8.828999287684915,57.35365150040456,19,24,27.3667072592017,10,2.130244583304549,3,24,1
329,3.5213714847540536,98.92261745492468,25,13,7.890316310313023,24,1.2277067084375604,4,13,1
330,12.953713942880775,75.57966350621768,15,29,6.8340740972359075,14,2.765278666875844,3,24,1
331,8.590013920937833,69.83003915571378,2,14,4.276016510716756,24,2.054500074114449,3,5,1
332,8.538972155573376,14.03587044812481,29,18,15.79442437823814,5,4.242717923916689,2,23,1
333,12.329672525136724,89.0850423279352,23,6,17.817293494926982,4,4.399833844551092,0,27,0
334,12.189959518241507,41.551080172219166,10,8,5.016219224170397,15,4.684505117623196,4,6,1
335,4.807099011321007,52.220773135876954,9,22,26.582252790194396,20,1.3486570101836208,1,17,1
336,6.908079208529681,84.5552843296178,20,5,27.57085600265657,19,0.7697103995106713,2,9,1
337,11.778583931647203,79.50492728592128,6,25,3.9886400081035243,7,2.4230462435901594,3,13,0
338,10.383036027591896,67.50263614807704,27,21,22.43876162621017,18,4.201500624223278,4,23,1
339,4.71406587323054,53.43090724926345,6,19,4.745364927356187,12,4.576280067204635,4,10,1
340,11.855035622200687,42.007084858851705,24,4,1.5350339833814997,18,1.9152074892711357,2,14,1
341,12.36812642639635,65.98374087148633,23,28,16.851235328258774,20,0.13681040561966284,0,13,1
342,14.559538985398927,83.86329458252624,22,10,27.134968946584777,24,3.6344064245795016,2,13,1
343,5.915871143906054,44.466897716831646,17,22,12.06291048193896,16,1.7727386165721999,2,7,1
344,7.83810206368689,91.79352404771815,21,18,4.501562173165946,25,4.391582529854084,2,23,1
345,11.524226364699109,74.33185400076961,28,27,8.490981813909475,2,1.1192913244348972,1,27,0
346,12.8973094308207,53.45710374199133,11,12,9.576481642740346,6,2.9995145789662985,0,2,0
347,4.819777404129633,92.83508478185631,9,29,16.512718941753402,26,1.0505721679151607,0,26,1
348,5.934926128163774,47.22807638085774,2,5,28.47117399908287,12,2.2855389527679804,3,23,1
349,12.193943758874699,39.23063724043707,9,18,12.89094177489281,28,3.9875034815727677,1,27,1
350,5.59991300348064,69.28148854312977,6,29,24.73398400764272,4,0.4351091295416948,2,12,1
351,10.329974843097105,99.83191391591801,22,27,9.468131706541692,24,3.3214818170810636,1,6,1
352,14.240909337721076,96.16256064450074,17,26,16.359707782313205,2,3.3530526310006654,3,16,0
353,10.881147180287119,40.82688579287306,9,0,10.055439431953253,8,1.6117981010825244,4,16,1
354,10.242213976488221,49.96871583442749,13,22,28.729038147924808,8,2.1191303117421607,4,11,1
355,12.90415012443833,37.580510220775906,10,1,2.662581489670891,3,1.515917506641931,0,23,1
356,8.525672028510817,15.303909146557416,18,28,11.281146916996509,9,2.424664864683982,3,2,1
357,3.255390722478224,94.35941983405145,23,27,10.018973313191097,23,1.679184833814094,3,4,1
358,6.094377305468265,96.79745829199776,1,8,20.62276667021518,24,2.2427058959528727,0,15,1
359,4.029123485574894,94.35778870977188,17,7,18.210631460540753,6,1.308399603321737,4,11,1
360,7.792295253755851,81.41565160529646,26,9,23.28586209833023,24,0.7717609444582235,2,1,1
361,3.1663768977752893,0.7549059809300984,27,27,29.28691645259031,3,0.881528365510878,4,13,1
362,8.66007343879864,0.37182773003492375,18,16,14.481342882494202,22,3.9713588200748458,3,9,1
363,13.761061556355187,21.37024866397065,6,23,21.77383798570404,11,3.6671442442034294,3,11,1
364,2.2435595431430304,99.17595707782976,19,5,20.299078607906328,24,4.974793807171772,2,28,1
365,6.32034303635903,80.86670108744637,7,2,10.98720127094486,8,3.460884016692336,0,3,1
366,2.797089185913218,51.99934795298601,12,5,2.263319411056741,2,1.8701958042262534,0,5,1
367,1.8730703813226792,9.26754085985284,20,9,7.517960203841656,5,4.373184678677528,0,15,1
368,13.566447820836405,23.03415159131842,7,10,18.158124517930816,24,4.700799752255367,0,26,1
369,1.9774653044733936,75.30237456689454,22,24,4.566008835425145,18,1.8419456534396499,2,15,1
370,5.843154857400746,80.945805318167,1,16,28.19273216565436,24,3.449554043794883,0,23,1
371,8.252291930513767,89.75280613694339,11,5,11.983135885783977,4,4.593230822905086,2,25,1
372,5.452514768707977,84.02986951886616,26,17,7.454622044820262,19,4.631250316315091,4,0,1
373,4.147666467231731,15.492158634389453,16,5,15.073494619422382,7,0.363609637629686,3,2,1
374,5.31352088389365,43.67026599991609,8,27,13.340966783274116,12,1.0311324192658289,4,4,1
375,14.473525798227078,33.67778443254188,12,3,24.102216836303043,14,3.723579985669537,1,3,1
376,7.551513642909255,5.811961203489602,0,3,14.047235819741513,5,3.7747438710096985,3,19,1
377,3.9802982208628617,1.2297167315752255,7,6,11.490496258724754,17,0.07774243445895168,0,11,1
378,13.01850115305503,9.085184401453262,4,13,26.462152666031574,11,0.1543564311748874,4,6,1
379,2.6631831277118456,33.485282500373216,16,29,0.6682392521485225,5,4.776470380727061,4,1,1
380,6.1852738067629645,65.80131307492907,4,8,15.407238942688045,12,2.482913450940462,1,24,1
381,13.253338729292524,83.21767557192152,29,25,24.484817802026708,5,2.4908252775382085,1,15,0
382,6.51958292892182,42.80646889151332,17,13,24.021140999315953,28,3.9287834915167053,1,25,1
383,2.8085420795381673,41.33099098737281,23,17,12.244260763242366,4,0.7929481078787126,0,27,1
384,3.2056009454563865,16.059994923359998,22,9,7.965286215351059,0,1.7024818094584,4,24,1
385,6.022121754892204,27.684732179701786,25,27,26.607667221101906,14,4.491940764825159,3,6,1
386,1.3737433463133524,34.456723304919514,20,25,12.951376093817542,2,4.7921746125991636,0,19,1
387,4.073139613116174,40.78735551454845,22,14,7.091372647773937,24,3.014531280651357,3,14,1
388,2.155450857213342,51.83344888196875,4,3,4.702880435858954,29,2.948578917850177,2,12,1
389,11.601923661559635,3.424149815523614,28,26,1.9646742403021167,10,4.543005253815496,0,29,1
390,4.459564466085909,10.29558754763954,11,2,18.24457811163972,3,4.598251183891037,2,28,1
391,14.969276202141083,45.67617443166372,3,5,11.46789431423044,12,1.395324617129385,3,2,1
392,9.341128218120808,92.76571499982028,14,10,20.669498768501217,25,4.873409007887673,1,29,1
393,11.70533216840525,10.645243977791786,15,4,0.5387126336043413,5,3.760892646147011,2,7,1
394,3.594959866291381,15.304070817825666,26,29,12.799432272650375,16,1.5274204013694566,2,17,1
395,4.598490247723643,43.11013369135049,14,29,12.70863595126764,7,1.9200399869379288,0,9,1
396,5.0340008797093665,23.844948032648116,1,2,2.012460107605051,13,4.442193063411166,1,20,1
397,11.074701138374357,3.497073193630329,21,21,9.657501744434066,3,3.1371260118326374,3,25,1
398,10.41394553301505,74.59748109265169,6,29,9.230867592600076,13,0.28511495487572314,2,5,1
399,2.730784305806096,85.99898700377089,15,6,8.313581269952058,22,0.4038950935317043,4,28,1
400,4.180953861814964,47.93707997875837,10,21,25.831966257649125,17,0.9277647194841748,3,21,1
401,11.072049719722164,30.725947349263006,23,1,17.82641194869041,22,3.938637212182481,3,1,1
402,6.723776844172715,99.59610290819477,18,24,23.116681023940757,5,1.5417581729911312,2,6,1
403,4.981132236577783,93.12922618846089,12,2,16.53193903558093,6,3.3444663198561564,0,26,1
404,3.850129071791016,85.43262989670698,28,25,1.285439906245892,4,0.8007102584482217,2,6,1
405,8.541072273624403,68.666772590939,7,10,22.904570160467102,17,3.516227119442337,1,4,1
406,12.900348364036624,48.21590533547758,17,28,21.13268104642615,10,0.019836878001748826,4,7,1
407,3.795106576164895,43.065965683855666,25,15,6.965987904067084,10,0.07348234279345556,0,23,1
408,10.432889218483794,30.961855811118046,4,5,11.641287007099603,2,2.9376588534016945,0,2,1
409,6.029963085649138,20.651033850125135,3,13,5.429689196340103,5,1.6894846591382424,0,4,1
410,3.2873540257490617,28.22203073711992,13,25,11.638688764796575,27,2.7625992032171465,2,15,1
411,4.323082880484078,95.03860762350025,22,0,14.939388129714805,16,4.045833435583005,0,25,1
412,13.521734319455812,69.44677415797818,3,12,13.71083396180621,16,0.7634001673701452,1,22,1
413,2.569402643454181,98.10550334374403,16,12,6.090522084583561,5,2.1337598138812597,4,6,1
414,14.853738676605293,49.30674983621489,28,20,0.9155195854738651,7,4.043941931185522,4,18,1
415,3.627612644007341,81.3079465722754,9,7,23.752290600653108,20,2.4321901175097134,3,16,1
416,3.1513211380031425,82.28373054091574,8,11,16.729803593738144,29,1.5971094121418017,4,19,1
417,7.656157252537881,57.27482196935366,15,2,25.36745568403523,17,4.310120475662734,4,23,1
418,6.2182056763235884,45.412548797636944,14,11,4.919853682657479,17,4.181803566818822,3,18,1
419,13.610361854898242,62.75917648544335,22,23,1.8104401348137356,21,4.966553047507095,4,16,1
420,7.93689597185639,17.805187695351833,26,10,14.676814395989226,25,2.0967514872842727,1,26,1
421,12.21685962272364,94.04058095534019,13,12,20.677358697383646,13,4.139513241364875,0,8,1
422,14.244666627989172,90.57502435027803,11,10,21.641057241964837,24,1.3649145250803019,0,23,1
423,11.147193721247863,78.12211961469572,2,8,17.17427305729263,12,3.077344220729347,3,25,1
424,3.873395326411213,70.84184979609147,26,14,11.795625585739431,16,4.869037304411968,1,22,1
425,13.394276345913221,36.1076509712183,1,6,27.326819300342333,3,0.27133416952036415,0,3,1
426,4.50449262999369,88.70142806731091,29,19,6.150950742461917,23,0.01560004945463822,4,8,1
427,12.382780826300015,90.81039547029242,15,25,0.8296950121504332,18,4.4563359080232425,2,13,1
428,11.226004826133908,85.2184401699326,18,15,16.75985136969642,14,4.036305263896099,4,20,1
429,13.042334022873513,54.24912645995998,2,19,27.150165007811868,26,1.1629510692958966,1,1,1
430,4.8503171840268475,74.80272583683477,8,13,20.976922553782906,13,3.912221556240612,4,14,1
431,1.9401517692374872,87.08834676689045,26,27,9.210236222353283,7,1.4355591878941247,3,11,1
432,4.7409086349298075,7.668357411876103,22,14,15.499493433370917,1,0.3640568082963358,0,5,1
433,10.679086495855215,17.992403518846533,4,11,2.59994578753048,23,3.9262232900361793,1,14,1
434,6.964863345882788,98.79495200105204,29,7,6.011384233823892,27,2.146143202933837,1,22,1
435,12.973029509330306,24.668121017266063,25,11,4.674824597131595,3,0.6325639078343076,3,17,1
436,12.034961598762637,73.58902298314568,15,0,10.181821126171766,8,3.411729452707884,2,4,0
437,5.2086974902646395,60.99496370749634,25,27,2.501242330603155,6,3.7276038633904425,4,21,1
438,11.532309753943506,11.439031274676347,26,28,20.78828726295209,18,2.7898662641262897,0,18,1
439,6.429728755872956,14.594658119033,4,16,28.677298600690037,0,0.8825731080499166,0,16,1
440,6.666200101402845,4.838245838582111,17,3,21.25808835316823,24,4.50766213955579,0,0,1
441,14.79748899646342,48.15194129537394,10,26,21.873524306888402,5,3.509655163099166,3,18,1
442,4.195656571371475,63.73487321417358,9,18,1.9980667137248642,14,0.23021516631370087,1,10,1
443,3.4930222110839098,79.35119387058673,12,27,24.59807158582079,27,1.8984881067167692,1,23,1
444,12.224684624214472,15.172586319567882,20,16,22.136256325354353,0,4.334357071241563,0,18,1
445,1.2364313789998946,60.87434637061144,8,29,17.96243489832992,8,0.45639892357765,1,16,1
446,11.264527866933179,45.92250197165788,26,0,11.58183008740456,11,1.4832608585778984,0,11,1
447,6.2895028580079675,70.37691830318848,11,25,11.73468979251272,7,4.711858173292717,2,21,1
448,10.629602217446271,53.08627081334265,8,24,17.404712903939313,20,4.712651731032716,2,13,1
449,7.26690445945217,27.68605247934174,28,11,29.3215561563133,1,2.6751482779130553,0,22,1
450,11.344593255060573,72.91505610551262,3,17,4.201232349827022,14,1.4053741365852357,3,7,1
451,1.8730168475611952,36.385705854824856,17,4,12.368562369482598,13,3.290942943175954,2,19,1
452,9.878157644327894,88.8370189430068,18,18,8.009898164566005,1,4.305006803718424,0,17,1
453,11.017549074112175,36.478237235050614,9,4,12.144816574997359,9,1.2709962865845976,1,11,1
454,1.7835786542618237,62.60731412496368,21,12,13.24175577297038,10,3.3313187342956403,2,0,1
455,4.480602043440205,6.879975753141709,17,18,28.64405420286122,14,0.9097782026306028,4,20,1
456,9.359414783353657,65.39356845392564,3,16,17.230745394945156,22,0.34000787755437967,1,12,1
457,13.427664564323065,13.017517223231733,2,12,12.07880894252243,19,2.5835564495780234,0,4,1
458,5.972983873718844,73.32060771143595,20,2,2.706935609764145,1,4.8776318491525,1,1,1
459,6.741737778431434,39.68182061939976,1,12,11.237322885440882,12,4.600086966695071,0,24,1
460,6.262628614396651,89.35573550594212,5,8,17.170341256687855,8,0.9894999902399709,4,25,1
461,13.78107573559436,49.51627115269508,18,25,27.44575882161603,0,1.7950991142740387,3,2,1
462,10.530255284030869,93.96236882194219,7,27,19.239674533602646,3,4.878842931483946,2,17,0
463,4.9814553005324065,7.213621152722527,2,25,22.21651663294039,23,0.14008270695442804,0,28,1
464,9.85930246599529,45.07591390977287,17,23,22.466080061801037,5,3.060097203438763,4,23,1
465,10.081109173078259,42.61272503630088,25,25,8.15699818126929,12,2.1335262447149734,2,28,1
466,9.723808014989121,41.651858919557796,27,13,18.583038990757863,1,2.10732903366043,3,28,1
467,4.031482352167054,14.342239178540005,23,3,26.57741718570402,1,2.879732452355033,2,14,1
468,6.630411262095529,12.359167942812753,18,11,11.323363755119358,15,1.6055172466863488,2,3,1
469,3.139932027949463,87.46401954029616,6,17,4.149259619976313,29,3.0375220303811465,4,29,1
470,14.927742314354779,96.56610044479649,1,4,17.490768679447548,3,3.2412274312903646,4,23,0
471,3.828538548255967,25.37075786004185,27,23,4.625749130138908,28,2.806491013907136,4,5,1
472,6.733835904518372,34.10646197194621,4,15,6.086246751741772,4,0.5557335916286049,1,25,1
473,7.366090505786831,15.436618122444589,25,28,20.059060030551155,19,3.1563640078898283,1,15,1
474,8.287773182553618,37.33078715942629,17,11,16.441564060885135,19,1.113163622279481,2,6,1
475,13.560622030769883,22.92316260155094,16,4,8.018610779405561,20,3.4754582563557763,0,8,1
476,8.861155949551154,55.01001676521034,4,27,18.158711641067622,16,3.1436717261861187,3,7,1
477,7.38185948299617,88.60959804539566,25,11,20.3487055621688,15,0.19719535010005562,1,13,1
478,8.481934519335622,12.395976822960897,8,5,19.98852280313556,22,2.698723938749772,0,15,1
479,9.7849106570436,37.77691844017982,18,8,5.493944980442478,5,4.47538683713807,3,27,1
480,5.160026330458596,78.61888013601283,23,25,23.363799098120285,15,4.538174540102279,3,12,1
481,9.138177660687077,25.58155094834671,29,6,6.183838013346717,24,1.6464326086117753,4,27,1
482,10.571621028785676,71.0827016037037,15,5,7.8010370423502975,8,3.3806257934142576,4,0,0
483,2.728999987503739,75.98468598020361,24,24,1.5900216690065105,12,4.690699306336982,3,18,1
484,7.398580681425338,69.56568768832858,20,22,18.314519336703423,20,4.16146941386404,3,27,1
485,3.9945315607576712,0.015892508788750703,2,6,27.988112168172123,20,1.6278126441708085,2,26,1
486,11.813467881216843,87.0376624177211,26,25,3.7934306930140016,4,1.548655700135324,3,10,0
487,7.692365308149221,33.781216856583775,21,16,6.0937142876368,24,3.0094287505287087,4,6,1
488,10.90103159338467,41.575271190598706,18,4,20.78604793348201,2,3.9632892406751403,1,18,1
489,11.403602777764736,81.95701901457116,7,12,14.307630124548579,13,4.258557718202022,2,25,1
490,11.559260367655384,46.39114979797206,12,15,25.912151621647574,5,1.762661127257732,3,28,1
491,7.6699525781558275,55.0860894729845,20,10,23.324413806332405,25,2.149670590920578,2,7,1
492,2.4880887392835067,59.43540284543675,10,14,1.197527073092346,2,4.316870873830428,1,19,1
493,4.420914449309551,65.63398830457912,8,3,24.490465470562086,26,4.399888587443634,3,15,1
494,8.124911950856916,84.38727945600209,6,12,2.6284120302346183,13,0.16358752982973568,1,7,1
495,9.67103310303231,17.509438709952807,19,17,20.932957891437283,2,1.0628009618858942,1,3,1
496,2.784060301171162,20.65610717003209,12,16,11.443147692135906,4,2.2824592553848664,3,8,1
497,2.0805496153090974,36.49406413338285,20,23,16.120553555763525,3,4.162089448829732,2,27,1
498,11.507440293855932,17.73533592290444,27,7,19.69902036838049,4,2.3947227295894944,1,2,1
499,3.9157544796477604,98.28620017819522,25,15,7.3368669164925935,0,2.535869853529448,0,8,1
500,8.792959607289323,3.130111964777227,29,7,11.409025525180752,18,2.263153686105654,4,1,1
501,10.54341514261226,64.98093390682997,8,15,5.488796741685232,14,1.615171635482799,1,22,1
502,10.191771382595967,96.07967503836417,12,26,10.931589692541841,17,0.388996138372556,1,24,1
503,9.56966866384843,22.859883899530665,29,13,13.781564479738377,14,3.3845891060229865,1,15,1
504,8.42510775460342,30.48593951647456,2,3,13.015949395246619,24,2.6559533043501222,4,5,1
505,4.583131059141194,6.880921381864768,14,28,6.269287008318654,16,2.0687986604650033,4,25,1
506,11.85094562127753,40.004025918304464,7,10,13.749856272487445,13,2.9790653377127536,2,11,1
507,10.136682533707024,45.810931742118875,14,1,12.638095826500392,23,1.6347995923950942,0,2,1
508,14.240793489882721,86.85866474203647,5,8,19.898942659322543,9,1.1305602436599882,4,6,0
509,13.780108242619107,77.380321659111,28,9,28.829389543947805,20,4.37215247418603,0,5,1
510,13.128885283944433,66.34529265947118,25,22,6.7250096283840355,8,1.8895170064946343,3,11,0
511,12.02725847594775,81.90630565421306,7,15,11.718447742046735,25,4.296222398560693,1,2,1
512,6.755185145723995,24.2714469798321,1,14,24.413318783131427,13,0.971842792330655,2,1,1
513,5.668153054249454,81.48925228349799,7,24,23.271048057621265,29,4.49459418610816,2,0,1
514,5.531987462194701,57.76506001909628,21,25,8.092094026458307,28,0.664240461333645,3,5,1
515,10.979711943332903,82.44890147464082,16,21,0.9698414732577465,22,0.8386111992332923,1,24,1
516,4.104930162811994,82.4728575224594,10,28,24.258172990902693,15,4.568445740466688,2,16,1
517,14.847904232001069,97.09826632731436,2,10,25.644807379537806,4,0.5766851484049457,0,9,0
518,1.6798824151019978,24.84808347123343,1,8,13.071924341174148,27,1.7352947411590625,1,24,1
519,2.2872403657411646,20.578187711690845,17,28,6.729427564015914,13,2.9201731471813557,1,11,1
520,7.208870815710772,20.872367947679848,7,12,15.586115582385702,4,4.984215496718835,4,29,1
521,1.015926705165334,68.85212548233585,24,18,29.478759938006345,9,3.7167814160860386,0,15,1
522,8.11128115412532,21.18964356808123,17,3,15.713848276584763,25,1.690028460101769,0,15,1
523,2.560154406050188,64.34099069905011,18,10,9.112196653254752,19,2.49879657549395,4,22,1
524,14.106650859701656,20.87369029310594,29,28,2.336101908145898,9,0.5457268378759955,2,13,1
525,11.710434738056199,28.091526295742653,6,0,20.748894157668314,29,4.859192729023522,3,6,1
526,14.60405352493888,69.81614695691178,24,9,24.977032438760375,20,4.886708360061853,1,1,1
527,1.6936475058114089,12.107003170556174,25,8,5.058810670826697,3,1.7326397737499566,0,3,1
528,10.573058275683815,30.30831475440492,4,23,17.44658772867626,15,2.0714952871034886,3,19,1
529,4.205042408193702,34.902237682160255,22,22,4.036518585518939,23,4.073425122874902,2,23,1
530,6.357846410513623,30.652663992586447,23,20,26.50527174674865,0,2.089953982660691,3,14,1
531,6.387681061870111,39.459307456258976,16,24,11.95946831951105,12,2.01652010379584,4,19,1
532,14.570929649893522,29.969658886446858,16,1,26.01051935545212,2,0.5837725032237701,1,28,1
533,5.061473706020072,87.29439435477063,24,10,27.821992958327964,17,3.2323761660678008,4,0,1
534,6.131296741490437,15.516721241086795,23,0,12.813061409388858,14,4.48948916149493,1,11,1
535,3.0818722237287366,91.76163124749137,18,23,7.914435205926464,15,1.7158046563205809,1,1,1
536,7.223231285511839,22.161246985577232,0,25,27.253567629336466,15,1.2428584861063918,1,0,1
537,14.356137047098676,67.29139985052431,24,29,21.588805138829226,18,4.4169350015970075,3,1,1
538,5.199839933689309,3.7503774623920294,3,0,7.595326345914561,5,4.960744027734224,1,7,1
539,13.928060129024383,78.2158870689561,11,8,22.18540715494814,16,1.1516011872878846,1,5,1
540,9.14070019863788,12.599557297129538,25,8,0.989435928680038,4,1.2158391099577237,2,22,1
541,7.9477474665999495,71.49104073760147,7,7,23.282219649451076,19,1.9198118686501058,2,17,1
542,3.6896189966087616,72.73722471182758,1,11,3.2118192651437383,25,1.2992672320877696,0,28,1
543,14.980243462782823,70.64077595643957,17,11,11.434868963549029,12,2.9612351234998857,3,24,1
544,8.692623867835982,99.7026969351863,29,29,24.525534649839116,7,2.3705324345689482,2,26,1
545,2.2212732610508548,62.70031107018291,6,28,29.39937187034841,5,4.258130005305648,0,1,1
546,2.0257743985978713,17.18662913230331,26,19,0.4117956914665899,4,2.02159818317875,3,3,1
547,6.539330045611046,36.574819363798824,28,13,0.5264116856133616,26,4.329925967549712,0,14,1
548,5.01644625342658,2.3631119905081377,16,28,28.52496103720202,11,4.435813521679982,2,6,1
549,9.139717460306672,29.111843786898937,24,2,15.854964614522935,1,3.8382660570118263,4,8,1
550,1.7162712176244619,27.37978595321384,20,20,6.952967292017548,8,2.928443764465121,4,1,1
551,14.122242974391273,54.34864166236617,2,27,19.675357325777682,16,3.5035990019270358,0,10,1
552,5.394036387488386,65.59774273355235,15,16,14.320139616845253,27,1.645230619139853,1,13,1
553,5.2396190696878175,66.6539841303293,13,3,5.524763670894623,6,2.355114553490388,3,24,1
554,3.260894326918139,11.57704779649108,4,29,0.8435837357053266,6,0.9178661399060667,2,10,1
555,6.382416296208479,29.362123257442107,5,4,16.680504297684614,4,1.7728513318256627,0,11,1
556,13.606330267095457,15.861237886698365,19,25,3.467576327289313,29,1.652169884230782,0,18,1
557,9.085312555536138,64.73014063463094,13,0,26.20300098713587,20,3.595695384791846,0,1,1
558,8.840985956390483,38.887512632498186,29,2,6.946195823101045,5,3.83030875294782,4,17,1
559,5.128337603098154,76.16045176566058,8,22,2.0006129025343045,9,3.619742201695704,1,11,1
560,9.286983842890187,2.1705184823723966,9,10,5.175104585886034,12,2.8314305885735447,3,10,1
561,4.695555523335215,6.041477132264406,23,21,26.863945899072537,26,4.070155111284839,0,15,1
562,7.083745615497415,44.99744748527499,10,9,17.777325356317828,16,3.8495574692698993,4,22,1
563,10.40399773762697,39.3910596313699,11,16,28.265623921180254,24,4.126690759094418,4,5,1
564,14.224014824521383,63.21362110284024,0,14,5.911578426214418,15,0.9442939028822545,4,7,1
565,5.7232683111100515,59.81696653955676,1,4,7.973275948017264,4,4.357508100100046,2,16,1
566,5.570074211574001,48.39233548712383,11,9,17.87091949762683,2,4.686068908418334,1,26,1
567,12.78009402255658,54.29607206131527,24,2,5.673709100976778,12,0.938622816071612,4,28,1
568,6.026872726757933,26.690842011768535,17,8,2.3507903647135575,22,0.4278156830777369,0,24,1
569,4.780271538558105,53.03639715762702,29,24,18.681032891559056,25,0.9581911583717512,4,29,1
570,9.24490825151361,81.82170260759716,5,5,16.366039655205398,7,0.06172791809551326,2,18,1
571,7.25109552793218,1.845214183000321,19,18,13.288471180783606,16,3.911738127605211,3,10,1
572,9.374260278848467,59.70992249211662,10,13,25.79720728470263,4,2.926746692035872,3,6,1
573,1.4848533422423933,79.90892551494662,29,24,8.419190438002786,3,3.4692993594751584,0,7,1
574,2.2358445387160857,78.46228603637229,10,2,28.927289649573236,20,1.6624505599404338,0,27,1
575,12.819024530852651,31.800583582405707,10,11,26.540841301958416,6,0.5034099285291016,3,2,1
576,5.602533706366298,24.31287487412799,11,8,7.406553040046092,7,1.5202163654196492,1,11,1
577,10.375442890703821,75.59675403977897,11,22,15.25498998767304,7,3.5531998152293713,1,10,0
578,8.95883451682989,1.3030246605450269,7,13,11.390073919824307,29,2.5983309847478857,1,28,1
579,1.8156958074959908,90.5089710818762,14,22,27.253179312704383,15,1.4167767257672281,0,18,1
580,5.8385188719841565,71.4972615199503,9,20,28.36456860789708,9,4.119793323721544,1,9,1
581,1.0496951039160067,78.19335767495275,3,2,0.7784419402544462,15,0.005824290305933566,1,26,1
582,1.9853251108412528,72.95700933915276,15,25,11.688421088350264,18,1.338263108943754,1,27,1
583,4.391830316144645,98.98771616350159,23,8,20.706672444609737,29,1.9411399152015125,0,21,1
584,8.75850827059376,58.360690847899356,29,28,14.593946328539007,15,1.5418433553954536,1,6,1
585,7.883690318265114,7.197583760545223,6,24,19.720511610062324,12,3.836221659183881,1,5,1
586,7.664517087938918,11.576398174800516,10,14,28.90000437755785,1,2.724395256421249,0,26,1
587,2.2499585077769897,18.06462826692492,1,15,17.620361249954108,19,0.6402426297364822,1,9,1
588,7.800400441564715,77.09871172755136,10,23,9.239691894774335,12,4.425085619548477,2,25,1
