,Age,Race,Location,Time,Weather,Severity,Record,Weapon,Injuries,Relationship,label
407,52,White,Los Angeles,2,Rainy,4,1,0,1,Victim,1
408,52,White,Los Angeles,4,Clear,2,0,1,0,Defendant,0
409,79,Asian,Houston,4,Cloudy,4,0,1,1,Unknown,1
410,26,White,New York,2,Rainy,2,1,0,1,Defendant,1
411,16,Black,Houston,3,Cloudy,2,1,0,0,Defendant,0
412,79,Other,Los Angeles,2,Cloudy,1,1,1,0,Defendant,0
413,52,Hispanic,Phoenix,5,Rainy,4,1,0,0,Unknown,1
414,11,Other,New York,2,Cloudy,2,0,0,0,Victim,0
415,8,Hispanic,New York,5,Cloudy,4,1,1,1,Victim,1
416,10,Black,Phoenix,1,Snowy,1,0,1,0,Unknown,0
417,54,Hispanic,Los Angeles,4,Clear,4,0,1,1,Defendant,1
418,1,Black,Phoenix,5,Rainy,2,0,0,0,Defendant,1
419,17,Other,Houston,5,Snowy,4,1,1,1,Unknown,1
420,64,Other,Phoenix,1,Clear,2,1,0,1,Unknown,0
421,74,Asian,Chicago,2,Snowy,3,1,0,0,Victim,0
422,59,Hispanic,Houston,4,Clear,5,0,0,0,Defendant,1
423,12,White,Phoenix,4,Cloudy,4,1,1,1,Victim,1
424,39,Hispanic,Phoenix,3,Snowy,4,1,1,0,Unknown,1
425,18,Hispanic,Houston,4,Cloudy,2,1,1,1,Defendant,0
426,64,Black,Houston,5,Cloudy,5,1,1,1,Defendant,1
427,32,Hispanic,Los Angeles,2,Cloudy,4,0,1,1,Unknown,1
428,67,Asian,Chicago,2,Rainy,3,0,1,0,Unknown,1
429,52,Asian,Los Angeles,1,Cloudy,3,1,1,1,Victim,0
430,53,White,Los Angeles,5,Clear,2,0,1,1,Defendant,0
431,73,White,Chicago,4,Snowy,3,1,0,0,Unknown,0
432,3,White,New York,4,Cloudy,1,1,0,1,Victim,0
433,2,White,Los Angeles,4,Snowy,2,1,0,1,Unknown,0
434,8,Hispanic,New York,5,Cloudy,5,1,0,1,Defendant,1
435,44,White,Phoenix,3,Rainy,2,0,0,0,Victim,1
436,31,Asian,Chicago,3,Clear,5,0,0,0,Defendant,1
437,25,Other,Houston,3,Clear,3,1,1,1,Unknown,0
438,23,Hispanic,Los Angeles,2,Snowy,4,1,0,1,Victim,1
439,69,Asian,Houston,1,Cloudy,2,1,1,0,Defendant,0
440,74,Asian,Los Angeles,5,Snowy,5,0,1,0,Defendant,1
441,73,Black,Houston,2,Snowy,4,1,1,1,Defendant,1
442,55,Other,Houston,1,Cloudy,3,0,0,0,Defendant,0
443,8,Asian,Houston,5,Snowy,5,1,1,0,Defendant,1
444,71,Hispanic,Phoenix,1,Cloudy,5,0,1,1,Victim,1
445,68,Black,Chicago,2,Rainy,3,0,0,1,Victim,1
446,38,Asian,New York,3,Rainy,3,0,0,1,Victim,1
447,48,Other,Chicago,1,Snowy,3,1,0,1,Defendant,0
448,38,Black,Chicago,2,Clear,3,0,1,0,Unknown,0
449,29,Asian,Phoenix,1,Cloudy,2,1,0,1,Unknown,0
450,41,White,Houston,1,Snowy,2,1,1,0,Victim,0
451,35,White,Phoenix,4,Clear,4,1,0,0,Unknown,1
452,69,White,Chicago,4,Snowy,4,0,1,0,Unknown,1
453,64,White,New York,3,Snowy,5,0,0,0,Defendant,1
454,21,Hispanic,Los Angeles,3,Rainy,4,1,1,1,Victim,1
455,63,White,Chicago,4,Rainy,2,1,0,1,Unknown,1
456,52,Other,Phoenix,2,Clear,1,0,1,0,Unknown,0
457,26,White,Chicago,3,Snowy,5,1,0,0,Defendant,1
458,65,Other,Phoenix,1,Snowy,2,1,1,0,Victim,0
459,2,White,Los Angeles,2,Clear,1,0,1,0,Victim,0
460,64,Black,Los Angeles,5,Rainy,5,1,0,1,Defendant,1
461,61,Asian,New York,3,Clear,1,0,0,1,Defendant,0
462,37,White,Chicago,5,Snowy,5,0,0,0,Victim,1
463,25,Black,Phoenix,2,Cloudy,3,0,0,0,Unknown,0
464,7,Other,Chicago,5,Snowy,3,1,1,1,Defendant,0
465,8,Hispanic,New York,5,Clear,4,1,1,1,Defendant,1
466,58,Other,New York,4,Cloudy,2,0,0,1,Victim,0
467,78,Hispanic,Houston,2,Rainy,4,0,0,0,Victim,1
468,59,White,Phoenix,5,Snowy,2,0,1,0,Victim,0
469,9,Other,Phoenix,2,Cloudy,3,1,1,1,Victim,0
470,78,White,Houston,2,Clear,1,0,1,0,Defendant,0
471,73,Asian,Houston,5,Snowy,1,1,1,0,Defendant,0
472,55,Other,Phoenix,3,Cloudy,4,0,1,1,Unknown,1
473,72,Asian,Chicago,4,Cloudy,3,1,0,1,Defendant,0
474,65,Asian,New York,5,Clear,5,1,1,0,Defendant,1
475,73,Hispanic,New York,3,Snowy,4,1,1,1,Unknown,1
476,6,Other,Los Angeles,4,Clear,1,1,0,1,Defendant,0
477,70,Other,Houston,2,Clear,2,1,1,0,Defendant,0
478,6,Asian,Phoenix,1,Snowy,4,0,0,1,Defendant,1
479,63,Asian,Chicago,4,Clear,1,0,1,0,Defendant,0
480,22,Other,Houston,5,Cloudy,4,0,1,0,Unknown,1
481,43,White,Chicago,3,Cloudy,5,0,0,0,Unknown,1
482,14,Other,New York,3,Snowy,1,1,1,1,Unknown,0
483,42,Black,Los Angeles,4,Snowy,2,0,1,0,Defendant,0
484,22,Other,Los Angeles,5,Clear,5,0,1,1,Defendant,1
485,71,White,Houston,1,Rainy,4,1,1,1,Unknown,1
486,53,Asian,Phoenix,5,Cloudy,3,1,1,0,Victim,0
487,77,White,Houston,5,Snowy,4,0,0,0,Defendant,1
488,68,Black,Chicago,2,Clear,2,1,0,1,Victim,0
489,17,White,Chicago,2,Cloudy,5,0,1,1,Victim,1
490,2,Hispanic,Phoenix,1,Cloudy,2,0,0,0,Victim,0
491,36,Hispanic,Chicago,5,Clear,5,1,0,0,Defendant,1
492,49,White,New York,5,Rainy,3,1,1,1,Victim,1
493,69,Hispanic,Los Angeles,3,Cloudy,5,0,0,0,Victim,1
494,33,Hispanic,New York,3,Clear,4,0,0,1,Unknown,1
495,17,Black,New York,3,Rainy,1,0,0,0,Unknown,1
496,10,White,Chicago,1,Cloudy,4,1,1,0,Unknown,1
497,14,Hispanic,Chicago,1,Cloudy,5,1,0,0,Defendant,1
498,53,Black,New York,4,Rainy,2,1,0,0,Unknown,1
499,49,Hispanic,Chicago,4,Cloudy,4,0,0,1,Defendant,1
500,53,Black,Chicago,1,Clear,3,1,1,0,Defendant,0
501,76,Asian,Los Angeles,5,Rainy,4,0,0,0,Victim,1
502,68,Black,Phoenix,3,Snowy,4,1,0,1,Defendant,1
503,30,White,Chicago,1,Clear,4,0,1,1,Victim,1
504,64,Other,Los Angeles,3,Rainy,3,0,0,1,Defendant,1
505,36,Asian,Los Angeles,3,Clear,1,0,1,0,Victim,0
506,30,White,New York,3,Snowy,4,1,0,1,Unknown,1
507,32,Black,Chicago,3,Snowy,3,0,0,1,Victim,0
508,70,Black,Chicago,3,Snowy,3,1,0,1,Unknown,0
509,42,White,Phoenix,4,Rainy,1,0,1,1,Unknown,1
510,39,Other,Los Angeles,3,Cloudy,4,0,0,0,Victim,1
511,54,White,Phoenix,3,Clear,2,0,1,0,Unknown,0
512,63,Other,Phoenix,3,Cloudy,1,1,0,0,Defendant,0
513,26,Other,Phoenix,4,Snowy,5,1,0,1,Unknown,1
514,57,Hispanic,Phoenix,5,Clear,2,1,1,1,Defendant,0
515,60,Black,Phoenix,2,Cloudy,1,1,0,1,Victim,0
516,22,Black,Chicago,1,Snowy,5,0,1,0,Defendant,1
517,77,Other,Los Angeles,5,Cloudy,1,1,1,1,Defendant,0
518,72,Black,Phoenix,1,Rainy,5,1,0,0,Victim,1
519,63,White,Houston,2,Clear,4,0,0,1,Defendant,1
520,5,Asian,Houston,4,Snowy,4,1,0,0,Unknown,1
521,2,Other,New York,1,Clear,1,1,0,0,Victim,0
522,11,White,Los Angeles,2,Snowy,4,1,1,0,Unknown,1
523,24,Asian,New York,4,Clear,5,1,0,0,Defendant,1
524,50,White,Chicago,3,Clear,5,0,1,0,Defendant,1
525,67,White,New York,3,Clear,1,0,1,1,Victim,0
526,78,White,New York,2,Clear,4,0,0,1,Unknown,1
527,79,Asian,Phoenix,1,Clear,2,1,1,1,Defendant,0
528,42,Hispanic,Phoenix,5,Clear,1,1,1,1,Victim,0
529,34,Hispanic,Chicago,2,Snowy,1,0,1,1,Victim,0
530,42,Hispanic,Los Angeles,4,Cloudy,4,0,1,0,Unknown,1
531,52,Hispanic,New York,5,Snowy,4,1,1,1,Defendant,1
532,10,Hispanic,Phoenix,3,Snowy,2,1,0,1,Unknown,0
533,2,Black,Los Angeles,1,Rainy,4,1,1,0,Unknown,1
534,68,White,Phoenix,2,Cloudy,3,1,0,1,Defendant,0
535,17,Hispanic,Phoenix,5,Snowy,3,0,0,1,Unknown,0
536,70,Asian,Chicago,1,Cloudy,2,1,1,0,Unknown,0
537,37,Black,Los Angeles,2,Rainy,3,1,1,1,Victim,1
538,58,White,Houston,4,Snowy,3,1,0,1,Defendant,0
539,3,Asian,Phoenix,5,Clear,3,0,0,0,Defendant,0
540,7,Hispanic,Houston,3,Snowy,1,1,0,1,Victim,0
541,33,Asian,Houston,1,Clear,1,0,0,1,Defendant,0
542,37,Black,Chicago,1,Clear,3,1,1,0,Defendant,0
543,38,White,Houston,3,Cloudy,2,1,1,0,Unknown,0
544,50,Other,Phoenix,4,Clear,3,1,1,1,Unknown,0
545,18,White,Los Angeles,2,Rainy,5,0,0,0,Victim,1
546,12,White,Phoenix,1,Clear,1,0,1,1,Unknown,0
547,16,Black,New York,1,Cloudy,3,0,0,1,Defendant,0
548,74,Asian,Houston,1,Rainy,1,0,0,0,Defendant,1
549,3,Black,Houston,5,Cloudy,2,0,0,1,Victim,0
550,65,Asian,New York,1,Rainy,5,1,0,1,Unknown,1
551,4,White,Chicago,3,Cloudy,3,1,1,1,Unknown,0
552,5,Asian,New York,2,Cloudy,5,0,0,1,Defendant,1
553,18,Hispanic,New York,2,Rainy,1,1,0,1,Defendant,1
554,18,White,Phoenix,4,Snowy,2,0,1,0,Unknown,0
555,71,White,Phoenix,1,Cloudy,3,0,0,0,Victim,0
556,20,Asian,Phoenix,2,Cloudy,4,0,1,0,Victim,1
557,60,Asian,Los Angeles,5,Rainy,5,1,1,1,Victim,1
558,2,Black,Chicago,1,Clear,4,1,1,0,Victim,1
559,34,White,Los Angeles,3,Rainy,5,0,1,1,Victim,1
560,4,Black,Houston,2,Clear,1,1,0,0,Unknown,0
561,37,Other,Los Angeles,2,Clear,3,0,1,1,Unknown,0
562,60,Asian,New York,3,Snowy,3,0,0,0,Victim,0
563,49,Hispanic,Phoenix,2,Cloudy,1,0,1,0,Defendant,0
564,8,Hispanic,Los Angeles,4,Rainy,4,1,1,1,Victim,1
565,1,White,Phoenix,4,Cloudy,3,1,1,0,Defendant,0
566,45,Hispanic,Chicago,2,Rainy,1,1,1,1,Defendant,1
567,38,Hispanic,Los Angeles,3,Clear,1,0,0,1,Victim,0
568,77,Asian,Chicago,3,Cloudy,2,1,1,1,Victim,0
569,53,White,New York,3,Snowy,1,1,0,0,Victim,0
570,18,Black,Phoenix,4,Cloudy,4,1,0,1,Unknown,1
571,67,Black,New York,1,Snowy,1,1,1,1,Victim,0
572,33,Asian,Chicago,2,Clear,4,0,1,0,Unknown,1
573,22,White,Phoenix,1,Snowy,3,0,1,1,Victim,0
574,41,Other,Chicago,3,Snowy,3,1,1,1,Unknown,0
575,43,Asian,Phoenix,3,Cloudy,4,0,0,0,Defendant,1
576,56,Hispanic,Los Angeles,5,Clear,5,0,1,1,Victim,1
577,50,White,Chicago,4,Clear,4,1,0,0,Unknown,1
578,2,Hispanic,Chicago,1,Clear,4,1,1,0,Unknown,1
579,56,Black,Los Angeles,3,Rainy,5,0,1,1,Defendant,1
580,1,White,New York,2,Rainy,1,0,0,0,Victim,1
581,4,Other,Houston,3,Rainy,5,1,0,0,Victim,1
582,66,Hispanic,Chicago,5,Clear,1,1,0,0,Victim,0
583,59,Other,New York,1,Snowy,1,0,0,1,Victim,0
584,30,Asian,Houston,1,Snowy,1,0,0,1,Unknown,0
585,21,Other,Houston,2,Clear,1,0,0,1,Unknown,0
586,76,White,Houston,1,Clear,1,1,0,0,Victim,0
587,58,Black,Los Angeles,5,Rainy,5,1,1,0,Defendant,1
588,23,Black,Los Angeles,2,Rainy,4,0,1,0,Unknown,1
589,76,Other,Phoenix,4,Snowy,3,1,1,1,Unknown,0
590,64,Black,Phoenix,1,Cloudy,2,1,1,0,Victim,0
591,2,Asian,Los Angeles,4,Snowy,3,0,0,1,Victim,0
592,27,Asian,Los Angeles,4,Clear,4,0,0,1,Defendant,1
593,33,Black,Phoenix,2,Rainy,3,0,1,1,Defendant,1
594,57,Hispanic,Phoenix,2,Rainy,1,0,0,0,Unknown,1
595,68,Hispanic,Houston,5,Clear,2,0,1,1,Victim,0
596,2,White,Phoenix,5,Snowy,3,1,0,1,Defendant,0
597,21,Asian,Phoenix,2,Cloudy,3,1,0,1,Unknown,0
598,27,Black,Los Angeles,3,Clear,4,0,1,0,Defendant,1
599,11,Other,Chicago,3,Snowy,3,1,0,1,Victim,0
600,59,Other,Chicago,1,Clear,2,0,1,1,Unknown,0
601,27,White,Phoenix,1,Cloudy,2,1,1,0,Victim,0
602,33,Black,Houston,5,Clear,2,1,0,1,Defendant,0
603,54,Black,Los Angeles,3,Clear,2,0,0,1,Unknown,0
604,22,Asian,Phoenix,4,Snowy,4,0,0,1,Defendant,1
605,3,Asian,New York,5,Snowy,2,1,1,0,Defendant,0
606,66,Hispanic,Houston,1,Cloudy,5,0,0,1,Victim,1
607,76,Other,Los Angeles,4,Rainy,4,0,1,0,Victim,1
608,16,Hispanic,Chicago,4,Snowy,2,0,1,0,Defendant,0
609,31,Asian,Los Angeles,4,Snowy,2,1,1,1,Victim,0
610,44,Other,New York,2,Snowy,3,1,0,0,Victim,0
611,62,White,New York,1,Cloudy,3,1,0,1,Victim,0
612,44,White,Phoenix,3,Snowy,5,0,0,0,Unknown,1
613,75,Other,Houston,1,Clear,4,1,1,0,Victim,1
614,29,Other,Phoenix,1,Clear,5,0,0,1,Victim,1
615,76,Asian,Los Angeles,2,Clear,2,0,1,1,Unknown,0
616,62,Hispanic,New York,3,Clear,4,0,1,1,Victim,1
617,70,Black,Los Angeles,1,Cloudy,1,1,1,1,Victim,0
618,27,Hispanic,Chicago,4,Rainy,5,1,0,1,Unknown,1
619,32,Hispanic,New York,4,Snowy,1,1,0,1,Victim,0
620,53,White,Los Angeles,1,Clear,4,1,1,0,Victim,1
621,29,White,New York,3,Snowy,1,1,1,1,Defendant,0
622,13,White,Los Angeles,1,Snowy,3,1,1,0,Defendant,0
623,75,Asian,New York,1,Cloudy,4,0,1,1,Defendant,1
624,45,Black,New York,2,Rainy,4,0,0,1,Victim,1
625,62,Hispanic,Los Angeles,2,Rainy,1,1,0,0,Defendant,1
626,52,Other,New York,5,Rainy,3,1,0,1,Defendant,1
627,26,Hispanic,Los Angeles,2,Clear,3,0,0,1,Defendant,0
628,23,Black,Houston,3,Cloudy,1,0,1,0,Defendant,0
629,52,Asian,New York,4,Clear,2,1,1,0,Victim,0
630,70,Black,New York,3,Rainy,1,0,1,1,Victim,1
631,1,Black,Los Angeles,4,Cloudy,3,1,1,0,Victim,0
632,43,White,Chicago,2,Cloudy,3,1,0,0,Victim,0
633,9,White,Houston,4,Cloudy,2,0,0,1,Unknown,0
634,73,Black,Houston,1,Clear,1,0,0,1,Victim,0
635,74,White,Phoenix,1,Clear,4,0,0,1,Victim,1
636,6,Black,Chicago,1,Clear,1,1,1,0,Unknown,0
637,7,Black,New York,4,Snowy,5,1,1,1,Unknown,1
638,26,Hispanic,Chicago,1,Snowy,1,1,1,0,Unknown,0
639,69,Black,Houston,4,Snowy,3,1,1,1,Victim,0
640,21,Other,Phoenix,3,Snowy,1,1,0,0,Unknown,0
641,4,Other,Chicago,3,Rainy,2,0,0,0,Defendant,1
642,78,Asian,Chicago,2,Snowy,1,1,0,1,Unknown,0
643,69,Black,Chicago,3,Snowy,2,1,1,0,Victim,0
644,63,Other,Chicago,3,Snowy,4,1,1,1,Defendant,1
645,66,Black,Phoenix,1,Cloudy,1,0,0,0,Victim,0
646,46,Black,New York,2,Snowy,4,0,1,0,Unknown,1
647,31,Asian,New York,2,Rainy,4,1,1,1,Unknown,1
648,68,White,Los Angeles,4,Rainy,5,0,0,1,Unknown,1
649,15,Other,Phoenix,5,Cloudy,4,0,1,0,Unknown,1
650,42,Hispanic,Los Angeles,2,Clear,4,0,1,0,Victim,1
651,6,Other,Los Angeles,1,Rainy,1,0,0,0,Victim,1
652,11,Asian,Chicago,2,Snowy,1,1,0,0,Unknown,0
653,47,White,New York,2,Cloudy,5,0,1,0,Unknown,1
654,15,Other,New York,2,Cloudy,1,1,1,0,Unknown,0
655,34,White,Phoenix,1,Rainy,5,0,0,1,Unknown,1
656,5,White,Chicago,5,Snowy,3,1,1,0,Defendant,0
657,48,Asian,Chicago,3,Rainy,2,0,0,1,Unknown,1
658,32,Black,Houston,3,Clear,2,1,1,0,Unknown,0
659,2,Black,Phoenix,2,Rainy,2,1,0,1,Unknown,1
660,60,Other,Phoenix,3,Clear,1,1,1,0,Unknown,0
661,74,Hispanic,New York,4,Rainy,2,1,1,0,Unknown,1
662,6,Hispanic,New York,3,Rainy,1,0,1,1,Unknown,1
663,20,Asian,Phoenix,3,Snowy,4,1,0,0,Victim,1
664,70,Other,New York,5,Cloudy,4,1,0,1,Victim,1
665,76,White,Houston,5,Snowy,1,0,1,1,Defendant,0
666,65,Black,Los Angeles,5,Snowy,2,0,1,0,Unknown,0
667,3,Black,Los Angeles,5,Cloudy,2,1,0,1,Defendant,0
668,25,Other,Chicago,1,Cloudy,1,1,1,1,Unknown,0
669,30,White,New York,2,Clear,5,1,0,0,Defendant,1
670,67,Asian,Los Angeles,2,Rainy,1,1,1,1,Unknown,1
671,45,Black,New York,3,Cloudy,3,1,0,1,Unknown,0
672,69,Other,Houston,3,Rainy,2,1,0,1,Victim,1
673,78,Hispanic,Los Angeles,3,Rainy,1,1,0,1,Unknown,1
674,31,Black,Houston,2,Snowy,1,1,1,1,Defendant,0
675,66,Asian,Houston,4,Clear,3,1,1,1,Unknown,0
676,61,Hispanic,New York,4,Snowy,4,1,1,0,Unknown,1
677,71,Asian,Phoenix,1,Rainy,1,0,0,1,Victim,1
678,30,Black,Houston,1,Clear,2,1,1,1,Unknown,0
679,23,Other,Los Angeles,4,Cloudy,5,0,0,1,Unknown,1
680,71,Asian,New York,1,Snowy,3,0,1,1,Unknown,0
681,1,Black,Los Angeles,5,Snowy,2,0,1,1,Unknown,0
682,57,White,Phoenix,5,Clear,2,1,1,1,Unknown,0
683,62,Black,Los Angeles,4,Clear,4,1,1,0,Defendant,1
684,50,Asian,New York,5,Snowy,5,0,0,1,Unknown,1
685,16,Black,New York,3,Snowy,5,1,0,0,Unknown,1
686,79,Asian,New York,3,Cloudy,1,0,0,0,Defendant,0
687,24,Other,Chicago,2,Cloudy,2,0,1,0,Defendant,0
688,12,Other,Chicago,1,Snowy,3,0,0,0,Victim,0
689,50,Black,Chicago,4,Cloudy,1,0,0,0,Unknown,0
690,66,Hispanic,Houston,1,Cloudy,1,1,0,0,Unknown,0
691,9,Asian,Houston,1,Rainy,3,0,0,0,Unknown,1
692,25,Hispanic,Houston,3,Cloudy,2,1,1,0,Defendant,0
693,24,White,Chicago,1,Rainy,2,0,1,0,Unknown,1
694,73,Other,Los Angeles,2,Rainy,1,1,1,0,Victim,1
695,21,Hispanic,Los Angeles,4,Cloudy,4,0,1,0,Defendant,1
696,72,Asian,Houston,3,Clear,3,0,1,1,Victim,0
697,15,Hispanic,New York,2,Rainy,4,1,0,1,Unknown,1
698,3,Other,Chicago,5,Clear,5,1,1,0,Defendant,1
699,15,Hispanic,Los Angeles,4,Rainy,2,0,0,1,Unknown,1
700,34,Asian,Los Angeles,5,Cloudy,2,1,1,1,Unknown,0
701,63,White,Los Angeles,5,Snowy,5,0,0,1,Victim,1
702,65,Other,Chicago,4,Rainy,2,0,1,1,Defendant,1
703,31,White,Phoenix,2,Snowy,1,0,1,1,Victim,0
704,29,Black,Houston,4,Snowy,3,1,1,1,Defendant,0
705,7,Hispanic,Phoenix,5,Cloudy,4,1,1,0,Victim,1
706,52,Hispanic,Chicago,2,Clear,1,1,0,0,Unknown,0
707,44,Hispanic,New York,2,Cloudy,3,0,0,1,Victim,0
708,73,Hispanic,Chicago,3,Snowy,2,0,0,1,Defendant,0
709,20,Other,Chicago,5,Cloudy,5,0,1,1,Victim,1
710,11,Other,Los Angeles,2,Snowy,3,0,1,0,Defendant,0
711,35,Other,Los Angeles,3,Snowy,4,0,1,1,Victim,1
712,72,Asian,Phoenix,2,Snowy,2,0,1,1,Defendant,0
713,45,Hispanic,Los Angeles,4,Rainy,2,1,1,0,Defendant,1
714,58,Black,Chicago,3,Snowy,4,0,1,1,Unknown,1
715,27,White,Phoenix,1,Clear,1,1,0,1,Victim,0
716,49,Other,Phoenix,2,Cloudy,3,1,0,1,Defendant,0
717,20,Asian,New York,5,Cloudy,4,0,1,0,Defendant,1
718,17,Hispanic,Phoenix,1,Clear,3,0,0,0,Defendant,0
719,22,Other,Phoenix,2,Snowy,5,0,1,1,Defendant,1
720,69,Other,New York,4,Clear,5,0,1,1,Victim,1
721,57,Black,Los Angeles,2,Snowy,5,1,1,1,Defendant,1
722,49,Other,New York,3,Cloudy,4,1,0,1,Unknown,1
723,64,Asian,Phoenix,2,Snowy,3,0,0,0,Unknown,0
724,70,Other,Houston,5,Cloudy,2,1,0,0,Defendant,0
725,40,Asian,Chicago,5,Clear,4,1,0,0,Defendant,1
726,68,Black,Los Angeles,3,Clear,1,1,1,1,Unknown,0
727,74,Black,Houston,4,Clear,1,0,1,1,Unknown,0
728,55,Other,New York,1,Snowy,1,1,1,1,Victim,0
729,75,Black,Phoenix,2,Rainy,1,0,1,0,Unknown,1
730,18,Other,Phoenix,3,Cloudy,4,0,0,0,Unknown,1
731,47,Black,Los Angeles,3,Cloudy,2,1,0,1,Victim,0
732,39,Asian,Los Angeles,3,Snowy,5,1,0,0,Defendant,1
733,5,Black,Phoenix,3,Rainy,1,1,1,0,Defendant,1
734,16,Other,Houston,1,Cloudy,2,0,0,1,Defendant,0
735,25,Other,Los Angeles,4,Clear,3,0,0,0,Defendant,0
736,36,Hispanic,Chicago,1,Rainy,2,1,0,1,Victim,1
737,58,Black,Chicago,1,Clear,4,0,0,1,Victim,1
738,40,Hispanic,Los Angeles,1,Cloudy,2,0,0,1,Unknown,0
739,74,Asian,Chicago,3,Clear,3,1,0,1,Unknown,0
740,9,White,Chicago,1,Clear,4,1,1,0,Victim,1
741,24,Asian,New York,1,Snowy,4,0,1,1,Unknown,1
742,3,Asian,Chicago,3,Snowy,5,0,0,1,Unknown,1
743,18,Asian,Chicago,2,Cloudy,5,1,0,1,Defendant,1
744,20,Hispanic,Houston,3,Clear,5,1,1,0,Unknown,1
745,20,Other,Los Angeles,1,Rainy,4,1,1,1,Unknown,1
746,13,Black,Phoenix,3,Snowy,4,1,1,0,Victim,1
747,77,White,Los Angeles,3,Rainy,5,0,0,1,Unknown,1
748,75,Hispanic,New York,5,Clear,2,0,1,0,Victim,0
749,62,White,Chicago,5,Rainy,5,1,0,1,Victim,1
750,56,Other,Phoenix,2,Rainy,1,0,0,1,Defendant,1
751,59,Asian,Los Angeles,1,Cloudy,2,1,0,1,Defendant,0
752,57,Asian,Houston,2,Cloudy,2,1,1,0,Unknown,0
753,59,Asian,Chicago,1,Cloudy,3,0,0,0,Unknown,0
754,59,Asian,New York,5,Clear,3,0,0,0,Victim,0
755,58,White,New York,1,Rainy,3,1,0,1,Defendant,1
756,34,Hispanic,New York,3,Snowy,5,1,0,0,Defendant,1
757,5,Hispanic,Los Angeles,3,Clear,4,1,1,0,Victim,1
758,22,Asian,Houston,1,Rainy,2,0,1,0,Unknown,1
759,64,Black,New York,2,Cloudy,3,0,1,1,Victim,0
760,44,White,Houston,5,Clear,4,0,0,1,Defendant,1
761,10,White,Chicago,1,Clear,4,0,0,0,Unknown,1
762,43,Hispanic,Chicago,2,Cloudy,1,0,0,1,Victim,0
763,25,Other,Los Angeles,1,Clear,4,1,1,1,Defendant,1
764,32,Other,Houston,2,Clear,4,1,1,0,Defendant,1
765,21,Asian,Houston,1,Cloudy,3,1,0,0,Victim,0
766,6,Asian,Houston,4,Snowy,3,1,1,0,Unknown,0
767,77,Other,Los Angeles,2,Rainy,2,0,1,0,Unknown,1
768,60,White,New York,4,Rainy,4,0,0,0,Defendant,1
769,60,Asian,Chicago,3,Cloudy,4,1,1,1,Defendant,1
770,68,Asian,Phoenix,3,Clear,4,0,1,0,Unknown,1
771,30,Other,Houston,3,Clear,5,0,1,0,Victim,1
772,73,Asian,Chicago,4,Snowy,2,0,1,1,Unknown,0
773,7,Other,New York,3,Clear,5,1,0,0,Victim,1
774,27,Asian,Los Angeles,5,Rainy,1,1,0,1,Victim,1
775,14,Asian,Houston,3,Cloudy,5,0,0,1,Victim,1
776,43,Asian,Houston,1,Cloudy,5,1,1,1,Unknown,1
777,20,Asian,New York,4,Rainy,4,1,0,0,Defendant,1
778,74,Black,Houston,5,Rainy,4,0,0,1,Unknown,1
779,39,White,Houston,3,Snowy,3,0,1,1,Defendant,0
780,20,Hispanic,Phoenix,4,Cloudy,5,0,1,0,Defendant,1
781,18,Hispanic,New York,1,Snowy,5,1,1,0,Victim,1
782,16,Other,Chicago,5,Cloudy,2,1,1,0,Unknown,0
783,32,Hispanic,New York,4,Snowy,4,0,0,0,Unknown,1
784,23,Black,Chicago,2,Rainy,3,0,1,0,Unknown,1
785,5,Other,Los Angeles,2,Rainy,1,1,0,0,Unknown,1
786,24,Asian,Los Angeles,2,Rainy,5,0,1,0,Victim,1
787,56,White,Phoenix,4,Snowy,3,0,1,0,Defendant,0
788,28,Black,New York,5,Rainy,2,0,1,0,Victim,1
789,13,White,Los Angeles,3,Rainy,5,0,0,0,Unknown,1
790,51,Hispanic,Chicago,3,Rainy,2,0,1,1,Unknown,1
791,27,White,Chicago,3,Cloudy,5,0,1,0,Victim,1
792,3,Black,New York,1,Cloudy,4,1,0,0,Victim,1
793,76,Black,Houston,3,Cloudy,4,0,1,1,Unknown,1
794,66,Hispanic,Phoenix,4,Clear,4,1,1,1,Victim,1
795,23,Asian,Houston,4,Cloudy,3,1,0,1,Victim,0
796,29,Hispanic,Los Angeles,3,Cloudy,2,1,0,0,Victim,0
797,3,Black,New York,3,Snowy,5,1,0,1,Defendant,1
798,46,White,Houston,2,Cloudy,1,1,0,1,Defendant,0
799,21,White,Chicago,5,Clear,1,0,1,0,Defendant,0
800,27,White,New York,4,Cloudy,4,1,1,1,Defendant,1
801,9,Other,Phoenix,3,Cloudy,1,0,1,1,Victim,0
802,49,Black,Phoenix,3,Clear,1,0,0,1,Defendant,0
803,62,White,Houston,1,Clear,3,0,1,1,Defendant,0
804,43,White,Houston,5,Clear,2,1,1,1,Victim,0
805,59,Black,Los Angeles,5,Cloudy,4,1,0,1,Unknown,1
806,7,Other,Chicago,5,Rainy,5,1,0,0,Defendant,1
807,17,Hispanic,Houston,4,Rainy,4,1,1,1,Victim,1
808,47,Black,Houston,4,Cloudy,1,0,1,0,Unknown,0
809,72,White,Los Angeles,1,Cloudy,5,1,1,1,Victim,1
810,69,Black,Chicago,1,Snowy,1,0,0,1,Unknown,0
811,11,Asian,Houston,3,Snowy,3,1,1,0,Defendant,0
812,38,Black,Houston,5,Clear,2,0,1,1,Victim,0
813,65,Black,Chicago,3,Cloudy,4,0,0,0,Unknown,1
