,age,gender,prior_convictions,sentence_length_months,education_level,employment_status,income_level,marital_status,geographic_area,crime_type,probation_violations,substance_abuse,mental_health_issues,parole_status,time_served,recidivism_score,community_support,family_stability,label
345,48,M,4,13,4,0,53,3,8,1,1,0,0,1,17,6,5,1,0
346,52,M,2,1,2,1,15,3,5,1,0,0,1,0,17,4,3,3,0
347,50,M,0,19,4,2,51,1,15,3,0,0,1,1,4,1,2,2,0
348,38,F,0,12,2,0,34,3,16,3,0,1,1,0,5,8,2,1,1
349,49,M,4,8,1,2,66,2,1,4,0,0,1,0,23,2,4,1,0
350,40,M,0,8,2,1,94,1,16,2,1,0,1,1,10,8,3,4,0
351,50,M,3,12,2,0,64,3,5,1,2,1,0,0,28,6,4,2,1
352,20,M,1,33,3,0,25,0,3,1,2,0,0,0,33,8,3,5,0
353,35,F,4,26,2,0,23,1,15,1,1,1,0,1,26,6,2,2,1
354,42,F,2,28,2,1,48,1,13,1,1,0,0,0,29,5,4,2,0
355,59,M,3,5,3,2,37,0,16,3,2,1,0,0,27,5,5,1,1
356,48,M,4,8,4,0,60,3,11,2,2,0,1,1,18,10,3,4,1
357,20,M,0,25,3,2,58,3,2,2,1,0,1,1,10,10,2,4,1
358,57,M,0,27,1,2,18,1,6,4,1,1,0,1,5,8,1,2,1
359,63,M,0,23,3,1,67,1,6,3,0,0,0,1,10,7,3,2,0
360,41,M,0,30,1,0,54,3,14,1,0,1,0,1,21,8,3,3,0
361,49,F,2,23,4,2,31,3,11,2,2,0,1,0,24,8,5,1,1
362,64,M,3,20,3,0,41,2,8,2,1,1,1,1,3,7,3,5,1
363,39,F,1,18,3,0,78,1,8,3,2,0,0,0,31,2,3,5,0
364,40,F,2,18,4,1,96,1,1,4,0,0,1,1,2,9,5,4,0
365,19,M,2,2,1,0,78,0,7,4,0,0,0,0,2,7,5,1,0
366,44,F,1,4,3,0,51,2,6,1,2,1,1,0,34,6,4,4,1
367,59,F,1,30,1,2,62,3,8,4,0,1,1,1,20,9,2,5,1
368,19,F,0,33,3,1,68,2,19,2,1,1,0,0,33,1,2,2,0
369,43,F,2,18,2,0,83,3,8,4,2,1,1,0,4,2,4,1,1
370,34,F,4,19,3,2,48,3,14,1,1,1,1,1,11,1,2,1,1
371,57,F,1,28,4,1,24,2,18,2,1,0,0,1,5,10,3,3,0
372,50,M,1,20,4,1,80,1,16,4,0,0,1,1,25,3,4,2,0
373,26,F,3,33,1,2,38,3,9,4,1,0,0,1,34,5,4,2,0
374,60,F,4,12,3,2,12,2,15,3,2,0,1,0,9,1,2,4,1
375,56,F,4,15,1,2,92,0,10,1,1,0,0,0,6,4,1,1,0
376,46,M,1,2,1,2,19,2,16,4,1,1,0,0,18,8,2,4,1
377,59,F,0,29,2,2,38,0,4,3,1,0,1,0,14,6,1,2,0
378,43,M,3,10,2,0,88,3,13,2,1,1,1,0,19,1,4,3,1
379,52,F,4,2,4,0,44,2,5,3,1,0,0,0,14,1,1,1,0
380,42,M,1,11,1,1,15,2,7,3,0,1,1,1,17,3,3,2,0
381,41,M,4,13,4,0,21,0,9,4,2,1,1,0,35,10,5,3,1
382,30,F,3,10,3,0,47,2,8,4,0,1,1,0,29,8,1,5,1
383,24,F,3,14,1,0,86,2,16,4,2,0,0,0,17,8,5,2,0
384,53,M,2,18,1,2,28,3,6,3,2,0,0,1,8,3,3,5,0
385,62,F,1,9,3,1,76,2,16,2,2,0,0,1,1,7,5,4,0
386,37,M,3,28,3,1,17,1,6,1,2,0,1,1,7,3,3,5,1
387,18,M,2,3,4,1,17,0,14,3,2,1,1,1,5,4,5,2,1
388,25,M,2,20,4,1,93,2,1,4,1,1,0,0,24,9,5,5,0
389,63,M,4,6,3,0,56,0,9,1,0,1,0,0,28,4,2,1,1
390,33,M,4,27,4,0,13,0,13,2,0,1,1,0,17,3,1,2,1
391,31,F,2,2,3,2,60,0,19,1,1,0,1,1,20,5,5,3,0
392,29,M,4,29,1,1,94,2,17,4,2,1,1,0,3,7,4,5,1
393,40,M,3,3,1,0,76,2,11,3,0,0,1,0,26,5,2,1,0
394,32,F,0,16,2,0,54,0,8,3,1,1,0,0,15,4,1,4,0
395,45,M,3,30,1,2,17,1,5,4,1,1,1,1,8,8,2,4,1
396,51,F,2,2,3,2,96,0,10,3,0,1,1,1,13,4,1,5,0
397,19,F,2,17,4,2,25,1,7,4,0,0,0,1,3,2,3,4,0
398,49,F,3,12,2,0,86,0,10,3,2,0,0,0,1,10,5,3,0
399,40,M,4,35,4,0,76,3,4,3,2,1,1,0,9,6,4,2,1
400,39,M,4,1,3,2,18,0,9,3,0,1,0,0,31,2,2,1,1
401,42,M,2,15,1,1,69,0,14,2,2,1,1,0,26,3,2,5,1
402,39,F,1,26,2,2,87,2,2,2,1,0,1,1,17,1,2,4,0
403,39,M,4,21,3,2,86,1,9,4,2,0,0,0,34,5,2,2,0
404,59,F,3,31,2,2,80,3,1,2,2,0,0,1,9,9,5,3,0
405,23,M,4,25,2,2,24,1,10,4,1,1,1,0,13,2,1,4,1
406,32,F,3,23,1,0,80,3,10,1,2,0,0,1,5,7,5,4,0
407,60,M,2,24,3,1,50,0,3,1,1,1,1,0,13,5,3,1,0
408,54,M,4,28,4,2,31,2,6,2,2,0,1,0,1,2,5,3,1
409,50,M,3,21,2,1,33,2,6,1,0,1,1,1,25,8,5,3,1
410,25,F,2,18,2,1,53,1,2,1,2,1,0,1,4,6,3,5,0
411,61,F,1,35,4,1,10,2,18,3,0,0,1,0,10,4,5,1,0
412,61,M,3,9,3,2,19,1,2,3,0,1,1,0,28,4,1,5,1
413,22,M,1,30,2,0,89,1,12,4,0,1,1,0,6,2,4,1,0
414,56,F,1,34,2,2,81,3,5,1,0,1,0,1,27,3,3,3,0
415,21,F,0,32,2,1,65,1,7,4,0,0,1,0,12,7,2,1,0
416,23,F,4,3,3,1,98,3,16,4,1,1,1,1,3,3,1,1,1
417,62,M,3,3,3,0,59,2,1,1,1,0,1,0,33,5,4,1,0
418,49,F,1,28,4,2,21,1,1,2,1,0,0,0,10,10,1,2,1
419,47,M,0,15,3,1,98,1,17,1,0,1,1,0,31,6,1,2,0
420,64,F,2,23,3,0,90,0,1,3,2,0,1,0,15,6,2,3,1
421,52,M,3,11,1,1,69,1,13,1,1,1,0,1,7,4,4,1,1
422,57,F,1,32,4,0,35,1,9,2,2,0,0,1,14,6,1,3,0
423,33,F,4,33,2,0,87,0,15,4,2,1,1,0,14,3,2,2,1
424,30,F,0,24,3,2,50,0,3,4,0,0,1,0,3,7,3,1,0
425,59,F,1,34,2,1,45,2,14,3,0,1,1,0,3,7,2,5,0
426,47,F,4,28,2,2,32,1,11,3,0,1,0,1,22,4,5,2,1
427,36,M,1,7,1,1,52,2,12,3,1,1,0,0,19,2,2,2,0
428,34,F,3,4,3,2,15,2,13,4,0,1,1,1,35,7,2,2,1
429,36,F,3,1,4,1,78,0,13,3,1,0,0,1,12,3,2,1,0
430,45,F,3,1,3,2,52,3,1,1,1,0,1,1,5,1,1,4,0
431,43,M,0,20,2,0,34,2,10,4,1,1,1,1,10,2,4,5,0
432,54,F,3,19,4,1,27,3,3,2,1,0,0,0,33,10,2,5,1
433,43,M,4,29,3,1,71,1,4,4,0,1,1,0,13,9,2,3,1
434,40,F,1,10,2,0,22,0,16,1,1,1,0,1,35,8,5,1,0
435,26,F,2,18,2,2,52,1,8,1,0,0,0,0,32,6,5,2,0
436,29,M,4,28,1,1,87,1,16,3,0,0,1,0,11,6,3,4,0
437,18,F,4,35,1,1,37,0,17,4,1,1,0,0,24,1,3,1,1
438,18,M,3,31,1,2,27,1,19,4,0,0,1,1,35,2,5,1,0
439,64,M,0,27,2,0,68,0,15,4,2,1,0,0,19,4,4,4,0
440,51,F,1,11,3,2,69,3,16,2,0,0,1,0,6,3,3,2,0
441,49,M,0,5,1,2,72,1,15,3,0,0,1,0,35,1,4,1,0
442,42,F,1,8,3,2,66,0,2,1,1,0,1,0,4,8,5,5,0
443,57,F,1,34,1,1,60,2,11,1,1,0,0,0,33,7,3,5,0
444,62,M,0,12,4,0,65,1,1,3,0,0,1,0,13,4,2,4,0
445,18,M,4,1,4,0,36,3,15,1,1,1,0,0,19,9,5,2,1
446,33,M,1,31,1,2,41,0,19,1,2,0,0,0,12,4,3,4,0
447,56,M,0,4,2,1,18,1,4,3,2,0,0,0,11,1,4,1,0
448,22,F,1,5,1,2,93,1,11,1,1,1,0,0,6,10,4,5,0
449,39,F,2,30,1,1,77,1,5,4,0,1,0,1,12,1,3,3,0
450,46,M,4,24,2,1,55,3,3,2,2,1,1,0,27,1,4,4,1
451,20,F,3,3,4,1,76,0,13,3,2,0,0,1,25,1,3,3,0
452,29,F,1,11,3,1,35,2,10,2,0,0,1,0,3,4,3,3,0
453,43,F,2,4,1,0,17,2,11,1,1,1,1,1,3,1,4,5,0
454,33,F,3,26,2,1,15,2,18,1,2,1,0,1,20,2,1,4,1
455,54,M,3,27,1,1,89,0,2,4,0,1,1,0,28,4,2,3,1
456,39,M,1,27,2,2,33,2,7,3,0,1,1,1,23,7,5,1,0
457,46,F,0,6,3,2,57,3,9,1,2,0,0,1,3,2,2,2,0
458,31,M,1,15,3,0,54,0,10,3,1,0,1,1,24,8,5,2,0
459,45,M,2,30,4,2,22,1,18,3,2,0,0,0,6,7,5,5,0
460,22,M,3,35,2,1,78,3,7,3,0,0,0,1,20,9,2,4,1
461,64,F,1,23,2,2,34,1,7,3,2,0,0,1,11,6,3,4,0
462,47,F,0,6,4,0,29,2,3,3,1,1,1,0,32,4,4,2,0
463,63,F,1,4,4,2,91,3,12,2,0,0,1,1,27,6,1,1,0
464,22,M,4,18,2,2,91,0,7,4,1,1,1,1,21,4,1,2,1
465,29,F,0,9,4,0,75,3,17,3,2,1,1,1,13,7,1,2,1
466,33,F,2,29,3,0,83,1,1,2,2,1,0,0,22,9,2,4,1
467,43,M,3,13,1,1,54,0,5,1,1,0,0,1,35,3,2,3,0
468,43,F,1,17,3,2,56,3,16,3,2,1,1,0,22,3,3,1,1
469,38,F,0,32,4,1,72,3,15,1,1,0,0,1,28,2,1,4,0
470,56,M,4,22,2,2,85,3,2,3,2,1,1,1,21,1,3,2,1
471,53,M,0,4,2,2,86,3,9,2,1,0,0,1,18,1,1,3,0
472,50,M,4,5,3,1,64,0,7,2,1,1,0,1,31,3,2,1,1
473,47,F,2,13,2,2,84,1,4,2,0,0,0,0,21,7,4,5,0
474,54,F,3,34,4,2,28,3,18,4,0,1,0,1,14,9,4,1,1
475,40,F,2,22,3,2,44,0,4,1,1,1,0,0,25,2,4,1,0
476,27,M,1,23,2,0,62,1,13,4,2,1,1,1,27,7,4,2,1
477,22,M,0,3,1,1,35,3,1,3,2,1,1,0,23,1,5,2,1
478,53,F,4,34,1,0,23,1,3,1,2,0,0,1,31,2,1,5,0
479,51,F,4,32,4,1,54,1,16,2,1,0,1,1,29,6,4,5,0
480,48,M,0,21,2,1,53,0,4,1,1,0,0,0,30,5,5,5,0
481,27,M,0,21,4,2,97,1,16,2,1,1,0,0,26,8,5,4,0
482,36,M,1,11,3,1,74,0,19,4,1,1,0,0,20,2,5,4,0
483,49,M,2,4,1,0,60,3,1,4,0,1,0,0,19,1,3,2,0
484,18,F,4,1,3,0,52,1,5,2,1,1,1,1,27,7,3,2,1
485,22,M,1,28,2,0,95,1,19,2,2,1,0,0,25,6,5,5,0
486,62,F,2,24,4,1,32,2,11,3,0,1,1,0,23,8,4,4,0
487,21,F,1,35,4,0,65,3,13,4,2,0,0,0,29,8,1,3,1
488,33,F,4,13,4,1,28,3,5,4,1,0,0,1,15,2,2,4,0
489,41,M,0,34,3,0,91,2,4,3,0,0,1,1,3,8,3,2,0
490,33,M,0,11,1,0,85,2,4,4,1,0,0,1,10,6,4,4,0
491,19,M,2,17,3,1,64,0,4,2,0,0,0,1,15,9,4,2,0
492,45,M,3,35,3,0,69,0,4,1,2,0,1,0,16,7,2,5,1
493,49,F,2,18,2,2,68,1,18,1,1,0,1,1,17,2,2,5,0
494,44,M,3,22,2,1,42,1,18,4,1,0,1,0,19,8,4,5,0
495,37,M,1,24,2,1,28,1,16,3,0,1,0,1,11,9,2,3,1
496,41,F,1,19,1,1,37,1,9,2,0,1,0,0,5,7,4,3,0
497,29,M,4,21,1,2,61,0,18,1,1,1,1,0,5,4,2,2,1
498,52,F,3,8,2,1,58,3,2,2,0,1,1,0,14,9,2,1,1
499,50,F,4,28,2,0,46,1,4,4,1,1,0,0,26,4,4,3,1
500,50,F,0,5,1,0,35,3,12,4,0,1,0,0,8,4,5,2,0
501,60,F,3,17,4,0,49,1,7,1,2,1,1,1,5,9,4,4,1
502,54,F,2,19,1,1,89,2,15,4,0,0,1,0,7,8,1,5,1
503,29,F,0,27,1,0,47,1,7,3,2,0,1,0,16,4,2,5,1
504,20,F,0,34,1,1,86,1,17,4,0,1,1,0,14,8,3,5,0
505,18,F,2,11,2,0,96,1,16,4,0,0,0,0,4,8,2,2,1
506,50,M,0,12,4,2,63,0,19,4,1,0,0,1,17,7,1,5,0
507,57,M,3,21,1,2,31,2,9,2,0,0,0,1,6,10,3,3,0
508,27,M,4,11,2,2,25,1,14,2,0,0,0,0,16,6,3,4,0
509,60,M,0,28,3,2,37,1,17,1,2,0,1,0,29,8,4,5,1
510,61,F,3,5,3,1,44,3,5,1,0,1,0,0,10,7,5,2,1
511,46,M,1,17,1,0,69,2,2,1,1,0,1,0,29,5,4,4,0
512,30,F,3,20,3,2,54,1,16,4,2,1,0,1,14,4,3,5,1
513,29,M,4,12,4,1,55,3,14,2,1,1,0,1,4,2,3,1,1
514,48,M,3,6,3,2,81,3,14,3,1,1,0,0,13,8,5,5,1
515,63,M,2,17,3,2,64,0,1,4,1,0,1,0,18,9,2,3,1
516,19,F,4,19,4,1,95,3,3,4,1,1,0,0,33,4,5,4,1
517,52,M,1,26,1,1,94,1,7,4,2,1,1,0,21,4,4,3,1
518,40,F,2,32,1,0,35,0,15,3,0,1,1,0,16,5,2,1,0
519,34,F,3,6,4,0,94,0,19,1,1,1,0,1,15,2,4,1,1
520,43,M,4,11,4,2,34,1,2,3,2,0,1,1,5,7,5,3,1
521,25,M,1,33,4,2,74,2,19,1,1,1,0,0,6,5,2,4,0
522,46,M,2,24,3,0,15,3,9,3,0,1,1,1,3,6,5,1,0
523,43,F,1,23,4,0,32,0,19,2,2,1,0,1,12,4,1,1,0
524,27,M,3,15,2,1,73,2,5,4,2,1,1,1,33,8,3,5,1
525,43,F,1,27,3,0,96,1,18,4,0,0,1,0,33,8,2,2,1
526,51,F,0,11,1,0,52,3,16,4,2,1,0,1,31,5,3,1,0
527,58,M,2,17,1,2,32,3,4,1,0,1,0,1,21,6,1,4,0
528,24,M,1,14,1,0,39,0,12,3,2,1,0,0,27,3,2,4,0
529,21,F,3,27,3,2,86,3,7,2,2,1,0,1,27,1,3,5,1
530,62,F,3,18,2,0,27,3,14,3,0,1,1,0,8,9,3,4,1
531,28,F,1,28,4,1,96,3,12,4,0,1,1,1,32,9,2,5,1
532,46,M,3,4,4,0,88,3,3,2,2,0,1,0,26,3,3,1,1
533,53,F,4,7,1,0,30,1,5,2,2,1,1,0,2,4,3,1,1
534,42,M,4,35,1,0,66,2,17,4,0,0,0,1,12,7,2,1,0
535,38,F,4,9,3,2,32,1,10,3,0,0,1,1,22,2,3,1,0
536,53,F,0,8,2,1,54,1,10,4,2,1,0,0,17,3,3,2,0
537,27,M,1,17,4,0,53,0,11,3,2,0,1,0,7,6,4,2,1
538,54,F,0,17,3,2,91,3,17,2,2,1,0,1,4,8,4,1,0
539,26,M,3,33,4,1,97,1,5,2,0,0,0,1,32,1,1,4,0
540,41,M,0,32,1,2,56,3,13,4,2,1,0,1,11,4,4,5,0
541,52,F,3,8,4,2,49,1,10,2,1,0,0,1,1,1,4,3,0
542,52,M,3,19,2,1,60,1,9,1,0,0,0,0,25,2,1,5,0
543,53,M,2,3,2,0,51,0,17,2,2,1,1,0,24,8,3,3,1
544,35,F,4,5,1,2,16,2,1,1,0,0,0,0,17,6,3,3,0
545,56,M,3,13,2,2,59,2,4,2,1,0,1,1,8,9,4,1,0
546,49,M,2,31,2,0,57,1,4,4,0,0,1,1,27,2,1,3,0
547,41,M,4,16,3,0,93,0,18,4,2,0,0,0,18,3,3,1,0
548,40,F,3,32,4,1,15,3,9,1,1,0,1,0,27,9,5,2,0
549,49,M,3,22,1,1,18,3,18,4,1,1,1,0,22,9,2,4,1
550,54,F,0,29,1,1,66,1,14,2,2,0,1,0,16,6,2,3,1
551,29,F,0,22,1,0,40,2,15,2,2,0,0,0,2,3,2,4,0
552,30,M,4,3,1,2,30,0,6,4,2,1,0,0,5,5,4,1,1
553,40,M,3,10,1,2,99,2,10,2,0,1,0,1,18,2,2,3,1
554,42,M,1,21,2,1,49,3,15,3,0,1,0,0,3,7,2,5,0
555,52,F,0,16,3,0,54,2,4,3,0,0,1,0,27,10,5,2,0
556,58,M,4,12,1,2,86,3,18,2,2,0,1,0,17,8,3,2,1
557,47,M,3,2,3,1,58,0,18,4,2,0,1,0,16,6,5,3,1
558,34,M,3,24,3,2,96,0,17,1,0,0,1,0,6,8,4,2,0
559,37,M,1,35,2,2,29,1,12,4,1,1,1,0,7,2,2,5,0
560,42,M,4,30,1,0,26,1,7,1,0,1,1,0,14,3,3,4,1
561,39,F,3,30,2,0,37,2,16,4,1,0,0,1,15,7,2,5,0
562,30,F,0,35,1,2,50,0,11,2,2,0,1,0,33,10,2,2,1
563,36,M,1,19,2,1,75,0,14,3,2,0,1,1,27,1,4,4,1
564,53,M,4,8,3,0,34,1,3,4,0,0,1,1,29,7,2,5,0
565,29,M,1,26,1,2,67,3,19,1,0,1,0,1,5,6,1,1,0
566,58,M,0,7,4,0,50,2,18,3,2,1,1,0,29,8,3,1,1
567,36,F,4,30,3,0,15,2,10,1,0,0,1,0,32,7,3,4,0
568,29,M,1,7,4,0,84,1,6,2,2,1,0,0,6,4,1,4,0
569,26,F,2,3,3,2,47,0,13,3,2,0,1,0,2,3,4,4,1
570,24,F,0,1,2,1,15,1,10,1,1,0,0,0,6,3,2,1,0
571,45,M,0,25,1,1,54,1,18,4,0,1,0,0,4,4,2,5,0
572,31,F,0,1,3,1,84,1,16,2,2,0,1,0,29,9,3,4,1
573,48,F,2,15,2,0,23,1,6,2,0,1,1,0,25,9,4,1,0
574,36,F,2,13,1,2,75,3,13,2,1,0,0,0,9,2,4,4,0
575,64,F,3,8,1,0,49,3,4,4,1,1,1,0,3,5,4,4,1
576,33,M,1,5,3,1,12,0,14,4,0,0,1,1,26,1,2,4,0
577,22,M,3,9,1,1,33,1,1,3,0,1,0,0,27,4,4,1,1
578,52,F,1,1,3,2,28,3,5,4,2,0,0,0,32,2,1,5,0
579,29,M,2,35,1,0,27,0,8,3,1,0,1,0,1,8,5,1,0
580,42,M,2,2,4,1,73,1,12,2,1,1,0,1,16,4,4,1,0
581,38,M,3,23,2,2,97,2,2,3,1,0,1,0,11,5,5,4,0
582,53,M,4,9,4,0,44,3,12,1,0,1,1,0,26,4,2,3,1
583,40,M,3,34,3,0,71,0,5,2,2,1,1,1,1,5,4,3,1
584,33,F,1,14,4,1,10,2,5,2,0,0,1,0,26,5,3,3,0
585,56,M,3,4,3,1,34,1,13,3,0,0,0,1,28,5,2,1,0
586,62,M,0,30,1,0,54,1,9,2,0,0,1,1,9,3,1,4,0
587,59,M,1,31,1,0,58,1,10,4,2,0,0,1,22,7,1,3,0
588,56,M,1,11,3,1,98,3,1,1,0,1,1,1,8,3,5,2,0
589,31,F,4,35,4,0,25,0,3,3,1,0,1,0,27,2,5,2,0
590,48,F,2,8,1,1,28,2,18,3,1,0,0,1,19,3,3,2,0
591,22,F,1,3,2,0,32,0,12,2,1,0,1,1,25,3,3,5,0
592,52,F,2,14,1,1,92,3,3,4,2,1,0,0,21,8,1,4,1
593,40,M,3,13,2,2,34,0,9,2,0,0,0,0,24,4,4,1,0
594,46,F,0,32,4,1,25,3,2,2,2,1,1,0,24,3,1,1,1
595,60,M,4,34,2,1,63,1,3,3,0,0,1,1,19,10,1,4,1
596,28,M,2,19,2,2,82,2,14,2,1,1,1,0,2,5,3,5,0
597,35,M,1,16,2,0,10,1,4,1,0,0,1,1,14,4,5,4,0
598,64,M,2,2,2,2,51,0,19,2,0,0,0,1,32,9,3,5,0
599,29,M,1,17,1,1,28,1,13,2,0,1,1,0,32,8,3,3,0
600,26,F,2,34,2,0,43,2,7,3,2,0,1,0,28,7,3,3,1
601,27,F,1,16,1,2,89,1,12,2,0,0,1,0,13,8,1,5,1
602,61,F,3,2,2,0,64,2,3,4,0,0,1,0,12,5,4,4,0
603,34,F,1,2,3,0,27,2,9,3,0,1,1,0,8,4,1,3,0
604,55,M,1,26,4,2,43,1,2,2,2,0,0,0,15,7,2,4,0
605,24,F,0,13,2,0,98,3,9,1,2,1,1,1,26,1,3,3,1
606,63,M,1,31,3,2,54,0,12,1,2,1,0,1,12,6,3,4,0
607,30,F,0,34,2,1,15,3,12,3,0,1,1,0,27,8,2,4,1
608,57,M,4,3,2,0,30,3,15,3,1,0,1,1,18,7,3,2,0
609,59,M,0,8,2,1,79,1,2,2,1,1,1,1,27,2,3,5,0
610,26,F,3,23,3,1,57,0,18,4,1,1,0,1,9,7,3,1,1
611,44,M,0,14,4,0,48,0,13,2,0,0,1,1,1,6,2,5,0
612,19,M,4,27,3,2,40,3,14,1,1,1,0,1,7,5,1,4,1
613,22,F,3,29,4,0,19,1,5,4,1,1,0,1,26,4,3,4,1
614,46,M,2,1,2,1,39,0,10,4,1,0,1,0,7,1,4,5,0
615,54,F,2,17,1,1,27,3,12,4,0,0,0,0,7,2,2,4,0
616,55,F,0,30,2,2,69,0,10,2,1,1,1,0,8,7,5,3,0
617,36,F,0,13,4,0,97,1,11,1,1,0,1,1,16,10,2,4,1
618,25,M,4,21,3,1,82,1,2,3,0,0,0,0,3,3,1,5,0
619,62,M,4,19,2,1,24,1,5,2,2,0,1,0,10,5,2,5,1
620,18,M,1,19,3,1,13,0,7,3,1,1,1,0,7,8,5,5,0
621,39,F,4,25,3,2,72,2,6,4,2,1,0,1,21,8,4,2,1
622,34,M,1,22,3,1,49,0,3,4,1,0,0,0,31,6,5,2,0
623,24,F,3,31,2,1,18,2,13,2,0,1,0,1,23,5,2,2,1
624,42,F,0,17,3,0,18,1,3,1,2,0,0,0,27,2,5,2,0
625,62,M,3,23,3,0,35,3,6,4,2,0,0,0,22,9,2,2,1
626,21,F,4,32,2,1,13,2,11,3,2,0,0,0,27,1,4,2,0
627,53,M,3,10,3,1,90,1,17,3,2,0,1,1,4,2,4,2,1
628,23,M,3,10,2,0,25,1,10,2,1,0,0,1,24,1,1,5,0
629,48,M,3,8,4,2,24,2,12,3,1,1,0,1,23,4,4,1,1
630,36,M,4,20,4,2,61,3,17,1,2,1,1,1,19,4,3,2,1
631,61,M,3,32,4,2,78,1,4,4,1,1,1,1,3,5,5,5,1
632,56,F,1,14,3,2,14,2,2,3,2,1,0,0,27,5,5,1,0
633,44,F,4,28,1,2,29,3,11,3,2,0,0,0,3,8,2,2,1
634,27,F,3,24,1,2,88,3,7,4,0,0,1,1,28,3,4,1,0
635,43,M,4,15,3,2,27,1,2,2,2,1,0,1,17,6,1,1,1
636,36,M,2,22,1,2,11,0,18,3,1,1,0,0,31,3,1,3,0
637,56,M,1,30,2,0,22,0,4,2,2,0,1,1,10,2,1,4,1
638,20,F,3,4,1,2,13,1,8,2,0,0,0,0,22,8,3,3,0
639,62,M,2,13,3,2,51,3,14,3,1,0,1,1,30,1,4,1,0
640,30,F,2,23,3,2,83,1,12,1,0,1,0,0,21,9,1,5,1
641,45,F,4,8,2,1,70,2,18,2,0,0,1,1,23,7,3,2,0
642,37,M,2,18,4,0,17,0,11,3,2,0,1,1,12,10,5,4,1
643,45,M,1,12,3,0,76,2,8,2,0,1,1,0,25,4,2,2,0
644,25,F,1,31,2,0,72,1,2,4,0,1,0,0,20,3,4,5,0
645,58,M,0,14,1,2,18,1,15,1,1,1,1,1,7,6,4,4,0
646,56,F,1,34,1,2,20,3,9,1,0,0,0,1,29,9,5,3,0
647,18,M,2,18,2,1,51,3,19,4,2,0,1,0,29,9,4,1,1
648,20,M,1,34,2,0,22,3,8,4,2,1,1,1,13,4,4,5,1
649,30,F,4,11,3,2,45,2,19,2,2,0,1,0,3,10,4,1,1
650,45,M,0,12,1,0,22,3,5,4,0,0,0,0,2,5,4,1,0
651,42,F,2,15,2,1,21,1,11,1,1,0,0,1,16,9,3,2,0
652,50,M,0,31,1,1,46,3,15,4,2,1,1,0,30,2,3,5,1
653,55,F,2,29,2,1,83,0,8,3,0,1,0,0,6,2,2,1,0
654,23,F,4,26,1,0,82,3,19,3,2,0,0,1,7,5,4,3,0
655,61,M,0,18,4,2,61,2,8,2,2,0,0,0,5,1,5,4,0
656,62,F,3,32,3,2,80,0,19,1,1,0,1,0,7,8,1,5,1
657,49,M,2,22,1,1,11,0,18,3,2,0,0,0,34,5,2,2,0
658,62,M,3,17,4,2,65,0,10,4,1,1,1,0,32,10,1,5,1
659,64,M,0,23,1,1,69,2,7,3,0,1,1,1,13,2,1,2,0
660,38,F,3,24,1,0,32,1,9,3,2,0,1,0,30,9,4,4,1
661,33,F,3,8,4,1,49,3,1,2,0,0,0,1,25,2,5,3,0
662,38,M,0,6,1,0,73,0,19,4,0,1,1,0,21,7,1,1,0
663,28,M,4,5,1,1,94,0,5,4,0,0,0,1,21,8,1,5,1
664,54,F,3,29,3,2,32,0,19,4,2,1,0,0,28,6,2,2,1
665,53,M,3,28,4,2,38,1,1,2,1,0,1,1,20,7,5,4,0
666,52,M,4,11,4,1,87,1,15,4,2,1,1,0,34,1,5,1,1
667,36,F,3,1,2,2,99,2,16,4,0,0,1,0,5,4,1,4,0
668,37,M,3,19,1,2,60,1,7,3,1,0,0,0,18,7,5,3,0
669,35,F,3,9,3,2,78,3,12,3,0,1,0,0,11,1,2,1,1
670,64,M,1,27,1,0,98,2,8,4,1,1,1,1,17,1,2,1,0
671,58,F,4,34,1,2,40,2,5,1,2,0,1,1,22,6,2,1,1
672,31,M,3,4,2,0,59,3,10,1,1,0,0,0,20,4,4,2,0
673,32,M,4,18,1,1,29,3,5,4,2,1,0,1,6,3,1,1,1
674,48,F,2,15,3,2,64,3,17,1,0,1,1,0,34,5,5,4,0
675,18,M,2,13,3,2,90,2,5,2,1,0,0,0,14,9,2,2,1
676,20,F,3,19,2,2,11,2,15,3,0,0,0,1,23,10,1,1,1
677,33,M,4,6,1,1,34,2,13,2,1,1,0,1,20,10,1,4,1
678,40,F,4,12,3,0,22,3,1,3,2,1,0,1,13,10,4,4,1
679,28,F,4,17,1,0,79,3,11,1,1,1,0,0,32,3,5,5,1
680,29,F,1,23,1,2,76,0,1,1,1,1,0,0,26,5,5,4,0
681,27,F,2,26,1,1,67,1,11,4,2,1,1,1,14,10,2,3,1
682,49,M,4,29,2,1,91,0,18,1,2,0,0,0,8,5,2,1,0
683,33,M,4,33,1,1,84,3,18,1,2,0,1,1,22,9,1,1,1
684,25,F,1,27,3,1,93,2,16,4,1,1,1,1,22,10,5,1,0
685,55,F,1,25,1,1,73,3,13,4,0,0,0,1,16,4,5,4,0
686,29,F,4,10,3,0,78,1,7,3,1,0,1,1,27,1,2,4,0
687,41,M,0,23,1,0,92,0,1,1,1,1,1,1,10,10,3,1,0
688,45,M,4,21,3,0,95,0,16,3,0,0,1,1,25,5,1,2,0
689,25,M,4,21,3,2,68,2,1,3,2,0,0,0,31,1,5,2,0
690,45,M,1,13,1,1,69,0,17,2,1,0,1,0,21,6,4,3,0
691,53,F,1,33,1,2,92,0,6,1,0,1,0,1,27,10,4,5,0
