,total_revenue,net_profit,current_ratio,debt_to_equity,cash_flow,num_of_transactions,avg_transaction_amt,num_of_clients,avg_client_balance,num_of_complaints,audit_score,change_in_revenue,change_in_profit,num_of_directors,num_of_legal_actions,label
230,61394291.2003174,44826890.769384585,4.610799350740585,0.661080362698009,6934682.285254952,178,25841.17395097441,4163,94562.84058297536,61,48.756536327892476,-14.456545611776484,-39.81550005824623,8,4,1
231,38865961.597676836,12864800.002437456,2.3705568282329086,2.064141654702047,-399775.9189566383,4659,39652.58446516424,7799,98694.25749807683,83,38.11750009651801,61.58322161779286,-35.523138444047476,12,1,0
232,31147795.72598695,35418924.14787788,2.5677309868898455,1.1131265679418323,-404016.95510432986,6117,21660.491906171592,7848,5446.040154364424,83,71.88779803941351,21.015680175741167,-77.77334045057896,12,6,0
233,3461092.075663622,4549254.997930722,2.074326062408847,1.0784585882240783,-1731601.5860668488,2752,23430.798806372954,5049,15884.241598444885,4,88.38761119858817,-5.781247398873603,-92.86785866782547,8,6,0
234,1387496.4678036731,1194066.5063139696,3.323777693907948,2.581211714495824,-1402305.4689989376,4418,49318.471985511766,1620,42928.88513780124,9,0.5212518476924943,70.2919413612663,-3.8177514647462942,11,7,0
235,23493560.105368443,27800147.167907108,4.029836524781917,3.392270876618226,1164105.5031458694,5485,21294.142107542608,9078,19447.014158096325,79,93.36165192303673,54.50704005295425,-90.33435616709616,12,7,0
236,41234222.39329855,34588792.75607036,3.4166603437204004,4.566929206966798,-1219934.1270703245,9548,30223.401424923224,3455,37024.15896906145,62,51.151513608322496,90.60093446870499,10.074517913218386,9,4,1
237,85274855.56884396,39687229.92441335,3.866932032778074,2.560593852741902,2426549.099911307,7154,2774.2560507237777,5577,13780.538636103704,24,70.07318803632651,-25.18375399716834,-19.136478246662875,3,0,0
238,80049940.05011211,16680920.0419944,4.576881485791672,4.832609997785818,7993300.37472819,927,42118.393506502485,5898,46194.66391545723,43,85.56245661758771,47.37839269547398,-70.2125532660875,3,3,0
239,27449360.996211,-170466.77334120695,4.385959392521429,4.714010775159506,1915843.0878591118,5023,32425.994046528198,6867,27897.767000756667,24,46.710369231426995,-13.364079786773601,-19.071558473102556,6,3,1
240,25209503.855445635,23715721.474123366,3.533263037391631,4.338806396923366,6734009.950952459,3485,20230.804137997537,1677,35838.60052010742,29,83.49740733648903,85.53744779524627,-72.55034250968518,14,2,0
241,23504885.035932716,300604.04136513243,1.4658708330699288,2.5498885983158512,-873080.4220276389,6156,857.6685207282616,6193,10336.95249481201,13,17.761981945520223,-35.07508786150765,-34.1894188734382,4,7,0
242,34584496.712357834,4145217.7888753964,3.3696628296886795,0.7904293240711193,5912502.249033914,2065,29603.85758864552,8446,43384.67702030403,85,15.916753447981446,48.424270966731584,19.93404743633434,5,2,0
243,50321673.23660685,15997795.637853293,2.777373930832299,1.1677319020953862,1800966.1990892203,2527,682.2585327839015,6608,98342.50348519541,42,65.74713688561535,68.66285822920449,-30.71210598840439,14,4,0
244,44428109.43112597,21577188.50278895,3.72748653954689,3.2735830132886807,6997034.544364458,2941,110.12051475544455,5322,33554.47164123784,27,87.01430055517372,3.2376760547060783,-77.69510225536777,9,1,0
245,22609046.67936788,13613206.782097252,4.2481924177681165,2.1665994033925613,-364975.8313234176,8905,30824.123179360264,7931,87766.49820940106,93,89.24261775360394,93.12071190757138,8.574302273441774,9,5,0
246,13914689.584418185,28884195.958487745,3.8422467373388787,0.8193279955945825,8774600.533173783,8854,9491.402513360985,9033,84476.71502074483,18,64.37404583772465,77.60960268790559,-71.98473755949867,14,5,0
247,2245203.436133343,2295164.355513807,4.309525264825783,2.447070274832621,910926.4347752393,6663,9634.78310841886,3797,95253.78341142385,41,52.548923020931745,-5.807255047264491,10.782481155516422,5,7,1
248,16242360.627983881,6801275.367099028,0.7873986800346073,0.18540967296002503,2237653.5193741173,5940,32680.914713345548,9347,79220.84171444236,19,33.13930876965162,-48.8688360926002,-28.097156617625004,4,7,0
249,70830280.64921771,34610549.2381494,0.6422901720685879,3.6960873174080073,9402168.5298165,7910,2732.174537571745,9332,66300.08587882269,98,98.00004155993314,-5.501423582290869,-31.938736135854768,3,0,0
250,25120218.36521271,6678113.1066948455,1.6632525546481727,0.4605483429994852,4941788.316770307,6164,15704.607795654088,1657,85801.8599785183,85,31.969568666625047,-7.803429429388622,27.71525567862122,11,4,1
251,47391579.202029474,31808647.679306332,4.552997378488827,3.1826567375693835,2389258.227556263,7244,7514.123511993853,5124,8488.823385077614,78,74.41861072315932,83.49469112513634,6.290528651100317,12,1,0
252,59538813.74340122,2261573.3480449603,4.206466629427883,3.9857505073654376,9395225.76440358,4452,29029.809671336865,7203,46820.23506268197,10,53.19817999050007,95.06817673821212,-95.0633804567591,5,9,0
253,88797249.3803291,20072805.09551659,3.5722728400789023,0.7499549848244311,1948929.002680384,284,33105.16947863342,6783,98936.36762289083,53,60.85123425253467,-39.434002104460944,-55.57385280975964,11,4,0
254,88996654.74094853,8459178.241119709,3.653414003478722,2.641329584263462,-861551.4478978429,5909,36070.735887272225,116,77190.4149781785,97,39.34805505886262,20.694224279997513,30.638099127484793,6,9,1
255,74827639.63445453,5036632.268026914,3.7700171116619563,3.9174308203614014,9962186.654313037,4165,12798.799285082343,8050,96245.46242568508,23,96.48231254722478,32.249799779469356,-97.25107471822021,12,8,0
256,4480542.212801641,28135155.56681199,4.741712152181361,1.377103928309307,1214139.0467069661,7281,4508.02509424737,7695,78183.80125721444,69,57.1682326099271,-36.06325080054451,-18.21198306070444,8,3,1
257,57931971.48945607,46380956.4862839,4.2448601853840096,0.8982913057079336,8215094.184395289,8537,3980.2486642477966,9520,87613.31477677227,16,93.778763045879,6.6246563706283865,9.173850376091579,9,7,0
258,78871763.61231914,2266745.920139216,3.305256741621714,1.7504136437405389,-13510.462122953031,7604,21336.269845113653,4208,70946.43359801591,27,0.7591416173914123,-2.4376373910574074,-6.721587177313623,12,0,0
259,2711516.431572958,20788489.53501073,3.495719458657132,2.8180259652582476,6776247.661328537,7526,47294.928232682614,9055,76289.69843730674,49,57.267058319112095,30.408453149063092,14.079830315665461,8,7,1
260,55418776.75200125,35230539.606144905,1.4618311792750487,2.918870014788275,4293392.733667024,9157,10925.56526063888,452,52794.62297411057,94,71.71868897252715,49.1786349597907,8.853777337211866,3,5,0
261,85918650.43281691,22865735.500235263,3.457934713203226,0.7412940339426664,9770878.699481556,2187,12874.24298701039,7975,92499.53238059916,99,74.50801711622181,55.52276657448499,3.8046042729669978,8,7,0
262,47936105.50838443,40228045.27831488,2.4110555558830633,2.3420873536024613,4633964.273108794,700,5089.395665187653,4216,82678.85215171281,54,90.49768817816813,-29.48674645799187,23.230979138847815,13,5,0
263,1406514.0868473968,8572088.45113865,1.1883284177258469,1.4145827581434907,-1699818.1773097506,7904,30298.235181001815,2975,84544.6116008976,72,0.44016090037862776,71.94215529169321,-3.1463997325692503,8,2,0
264,2090322.4752251385,47959507.353900895,4.128812686609584,4.225918668518259,5246535.875489055,5637,34009.65005366138,3043,67627.90099534218,9,0.03301592594764369,51.78130446861384,-39.63722586145269,7,7,0
265,42246967.703961305,18950712.702513296,2.7961119491141555,1.6365181471137509,-256202.52396048745,3133,32164.413847629963,9328,31153.41476163765,20,47.226346079521534,83.36123751200793,-29.213633512811867,5,4,0
266,16345858.074258702,16749266.463685893,4.898412687602397,4.209652170215912,7582490.983385045,2156,43063.455640086824,821,4527.349743623794,57,2.929370500537065,17.40040891531511,7.508717402217584,12,9,1
267,66780615.0522327,43667592.62240988,1.7675570951353623,2.199966601748782,8278818.357878787,8824,24346.97045955228,7421,93629.8578115449,33,97.45325536623746,84.08346440832872,31.4459044500191,5,4,0
268,71171127.22570924,27975285.110534213,2.6630155053728455,3.6602702525496214,3785122.225536572,5184,6766.129186314869,9911,59025.914531744194,94,22.206517454139195,79.86611835341131,-59.16717987403365,13,6,1
269,18610099.75060223,25580439.266092487,2.515979546009907,2.599295119866304,7398657.484627584,2142,14505.786278685411,5763,30516.154143665884,92,47.26647293648447,15.761399853890438,-48.68848060433938,12,5,1
270,88964795.563924,36212384.93618576,1.0435078509466043,3.147616858241785,-258671.17422073847,8060,33138.377172396526,8217,15764.375676906242,42,6.113763001222361,7.171497293946793,39.61090945436189,9,8,1
271,44748876.65291366,28781629.033195063,2.4175187547385075,2.0372469032207774,3904938.2384277526,457,30675.442588390913,1606,83122.79338457472,10,52.20484161712585,89.92180224553852,-13.223231138583188,10,6,0
272,15141744.85160045,7707040.060234324,1.793990553894162,3.864213162256705,2727331.176287016,477,26573.606330660976,1201,83815.49925031031,32,37.99561251474085,57.27471018076565,-73.15572742974985,5,2,0
273,76660908.20887016,33546979.954678945,1.2214421211512048,2.183427979510926,5335808.6446369765,4588,34164.072713499925,5364,81636.28884492262,57,4.466002887722375,89.23680196571135,-0.4457291631425875,5,4,1
274,79207475.50166051,6240178.403747488,1.7697001281626268,2.3415620682705276,-1466273.7343620802,4897,31887.672976146303,1267,64863.18650471184,45,33.51242666962248,69.54621683437196,48.614323330906956,9,8,1
275,64290251.79388029,40195814.11937013,1.549632610698764,2.6366254743316904,7025474.058983529,3407,44072.17822877433,3994,37235.523371595715,60,39.14360202228556,41.39461589371216,23.518034670560013,12,9,1
276,85493089.76705275,49481698.184469685,3.803330889526451,4.175938180091319,-1050448.526303796,2696,29321.518055040917,8089,31102.958193245442,61,98.992149127494,-32.62208344943532,11.861170482710406,14,1,0
277,73999924.23103645,18558075.061226204,0.6384883021662204,3.330956750147178,5877658.210361978,883,38941.137867092795,2092,1846.9222416988482,0,20.788587191937545,-6.277899113135227,-68.79300186005962,9,0,0
278,88338367.98547207,21960172.859201632,3.2785823656094957,1.8108858941721742,-1778513.2935206695,6024,12472.92244052507,6353,83527.14831013579,20,54.47796153700997,95.32636106475874,31.420967702601075,13,7,0
279,43954916.80006247,1844899.6018820214,3.922976039106229,3.38456620650956,7982656.765080754,2479,33925.220100223945,8947,9655.837051870603,61,98.73155491986286,-2.086685192869332,-21.13167346966803,11,7,0
280,75012115.6818448,193525.9981702034,2.6632555541103793,3.2478902077420293,96395.5626853758,7931,45114.59621321465,2719,63444.744806036,63,79.20192079401352,-36.01176953219438,33.393503310793335,8,1,0
281,99975404.77947539,46031676.41125455,4.692042410035633,4.661994451810552,4185969.7117238855,9274,19317.32977859667,2163,50903.41973716875,86,99.33675008820889,56.13300338789797,-50.525825586268105,9,7,0
282,72768188.5544423,5995515.052179199,3.685463128564409,4.222940536524215,1137914.8447314324,9334,38966.254157565396,3027,53142.24653370876,72,96.82983146601693,60.10063818155264,-90.69234210468508,13,4,0
283,12304194.243476084,22011826.751753252,3.8656564309013777,3.272489926381116,6671766.424732821,5367,36253.225594712,4428,92744.57168546956,55,48.95395420941543,-7.181341956927383,-28.60360470103808,12,1,0
284,52313553.52048911,40675408.504705854,1.3862006934839162,1.773384842351814,1856213.202276655,7738,3023.333533747533,7277,4129.886115852969,0,69.63758498705658,-5.3492030980544385,-59.524359277318354,3,6,0
285,59147431.333059765,44410597.37638014,3.997830091275831,3.919924599420221,6695310.323059807,2638,29096.340065722412,6311,77565.83023824845,20,11.04431269411511,20.333947826317583,7.284393466444726,9,6,0
286,18246856.83206771,25729583.106815115,4.244426312374017,2.918520636007725,1418454.4820257183,961,6552.957992580079,472,6153.187438363406,21,44.11488250468019,-46.73165753566167,43.56598292840485,4,2,0
287,96326271.78362572,28034142.511285465,2.125698747826953,4.9278229416944175,7029677.09122912,1976,48367.59265291803,8772,4777.206987602343,53,80.90185422666974,68.39845155417454,3.6461226727345917,9,0,0
288,18382397.985827014,33319040.609395258,1.4601338061483706,1.31278002999204,-1632734.0439571491,3626,40579.80475989778,140,43551.95211599681,3,50.53353209771434,-2.4366819088811624,33.040089456380514,5,3,0
289,18578234.051609054,48049814.74225762,2.232728056416275,0.4903136205613461,1399736.0244861813,9977,5530.7038722936495,3422,7244.442259953706,64,70.26990328172319,78.06446530029663,-32.046397959819046,11,1,0
290,91601546.65948094,29934833.027697507,3.8282358605006173,0.44246987825094364,3983602.077283347,1722,6131.512282501537,6086,79125.25117799829,50,74.57513299842769,70.39456324000506,15.746110579295248,7,3,0
291,47055337.879045434,27753500.602545485,2.379375526409162,3.236148902923234,-1459285.0169632942,5618,29743.969052885317,1992,53426.74627118538,73,25.346914124289388,49.210304967817464,26.456515500755515,9,7,1
292,7255639.648177104,233973.83093252918,3.8149334385115456,4.702375121666467,232408.73645534366,2757,17277.214249950506,3855,3874.83948331767,62,87.56993729425655,-1.2687699351066968,6.631344137531357,10,1,0
293,60220562.49391433,3587959.9521289817,1.0110404343989194,0.10946638002837543,9214443.77969444,2032,1793.5476607018086,9482,5009.567961710032,14,45.9822430909179,27.447484249175503,-23.833407089565313,14,0,0
294,60580808.514671735,28647167.14451181,4.12705269719818,3.6562781300931095,9722011.18216227,8799,27104.993316261003,147,61654.18444420846,35,21.018510362154373,16.724388639693842,-6.120083557694798,4,2,0
295,7385575.109969618,46780139.584263764,1.6394336673906083,3.319619394411433,6876999.368685827,3578,19422.862729308054,1529,80805.06994818208,28,86.54158817884438,0.8322829373011302,5.07604935183204,13,9,0
296,97279727.06773254,43267913.094169445,1.6201804447156718,3.688290541875383,1026400.6074029543,2756,5098.770793968545,4676,44342.15359620258,51,41.781880610625365,77.22044339547674,-62.03733951678597,3,6,1
297,54858966.564162984,49120235.611106336,3.1567143434173732,1.8414864931354444,1126209.345231628,9413,40105.92359318634,5197,55903.48648202682,45,75.03124383797197,22.526061186649798,21.436889137247718,9,5,0
298,56419776.49579666,26155618.89684434,0.8155312058614534,4.12043257882349,5749484.2935408745,389,45758.08442567636,3697,80183.11595094025,68,54.80330722215929,74.90846466957197,42.548680845090985,8,5,1
299,52491426.03573706,39290512.391107224,0.6183397700810085,0.3190639639524236,-588804.6008155788,7111,37841.86700400579,5493,61440.1112301401,28,38.18717522345004,-34.21722887872636,-30.214102723009603,8,6,1
300,61462446.18481738,41940216.740211695,1.6746289938205217,3.8016123930479355,9379712.565164398,5958,41129.99438531305,129,23251.263528223128,46,80.98764150385693,-28.84628170994964,5.16007746648161,4,7,0
301,27165675.52460174,32225598.69520852,2.9213039783067023,1.40865251261053,697754.7941222149,7423,10863.703834942562,5627,61692.15056107838,90,58.446993164461304,96.59804576694651,10.553885868553095,5,2,0
302,29436893.44950924,16606870.162832614,4.584273738013523,2.436505096804551,9995627.505105326,2929,13215.46889838412,2273,63199.66644745614,24,39.05621024270317,38.16526939091344,-0.6628678717779621,6,2,0
303,51622569.88981714,23233910.950218618,4.308958293382881,4.13091773063038,3948805.543629525,6062,10465.950637944428,2619,73676.59110723154,79,10.959787033512702,26.465451024857344,-17.93273375070467,5,9,1
304,80861899.62159438,42824812.14830017,2.7070090696443896,1.4296592724365715,7257159.867915235,4912,38264.91839670992,4568,62466.544568123325,15,89.54453137667079,28.473409471616748,32.24719318622158,4,7,0
305,5936593.072923707,14576670.26209928,0.6667339716207175,1.0075168070550782,-1973790.8659333133,7364,47398.45809277813,1173,96954.97091534577,99,3.5469585341666554,-17.709683895071024,-32.66099360966584,5,6,1
306,60737017.00980435,46149028.12896575,2.908637305831891,3.438434608204633,8664956.857019702,9692,35856.01847635843,2673,20531.54256298978,88,86.31873483680562,57.805592425295956,-90.83455652700947,8,9,0
307,80871036.10812508,11105220.241844587,3.67158019966383,2.7136349683833423,1240024.5373669653,8858,44079.26490573382,1453,95157.97727714056,40,35.996152488315545,-37.28290644053685,26.68345635682404,11,4,1
308,16534809.931685489,37350578.96541742,2.0262403963626516,2.6205789568563045,6015240.934576783,1573,31953.01978941447,2628,54295.60954465161,64,63.93387635014059,35.99855696545349,1.097190847482608,6,3,0
309,2487231.6560760634,31343241.334459785,0.9997848647674461,1.3581706261357747,7676263.369523076,2087,19413.612032912013,381,67523.65790899629,68,92.21997238356853,35.615319487885216,27.388793974946978,8,5,0
310,31958616.219004348,37354771.77659849,1.7535557894254674,0.2709134985181355,-30227.113291975344,7773,21316.792665768742,7535,10846.698147766796,19,15.170661550389841,87.12826362002664,-79.21788363329586,3,8,0
311,59226226.96623021,21586052.407846037,3.972149890105163,2.110318777825413,3310113.7759507475,3360,3812.3055367618713,789,38677.0181964326,68,56.69504756388102,28.92742151572905,-95.38705892354255,14,5,1
312,14690034.167070024,46598373.65897622,2.0805972452749772,0.6221414542920631,3926031.28782308,7590,1621.2869025390028,8283,77168.53549985409,35,76.44328623701921,-29.44059560387307,40.15618105737519,8,7,0
313,43186114.72627606,31439846.221779607,4.153916708085696,4.539346838181091,1745433.5840704544,6839,34789.006429244415,5030,70984.19049480004,92,75.75838327190574,35.91298888722439,-77.84075412241386,14,0,0
314,55679828.24005351,14058938.129989943,1.9378465331336412,0.3021265850114796,3781069.9567477778,3351,21949.52315595847,3928,4973.799428375609,97,52.563191459950396,-36.300853345200146,21.447849810567774,5,5,1
315,60289426.3809744,31741981.067933258,1.2359976728621815,2.2150891855034693,1810547.8918640567,6005,27633.142649328744,1999,55112.832086227216,57,62.47394599064581,-19.430924705011748,23.48149132709537,11,1,0
316,28166760.379037138,13984195.233955074,2.461317617811237,0.35600336013405665,2328972.9406625107,5400,27905.179318739694,3510,9739.541103872534,47,75.75269941328445,-45.33371237188758,6.305780082350452,6,2,0
317,40602933.96264285,14328435.783873647,2.5352353053011254,0.568164985367355,6031974.144432867,5154,13904.921875998405,2178,99589.78648863807,81,84.10276377574118,26.99403736892475,-80.31066833606936,9,5,0
318,78055583.67768832,19679724.83685383,0.5724869834720163,3.328446667917908,5591119.219659965,1816,23820.83091593306,4547,89832.36226479617,1,76.18130968758638,-37.32010770596415,0.10979368412112933,6,1,0
319,94180254.71794786,42547736.08724051,1.0267028271784677,3.2708451787730635,787188.7095703031,9304,23564.473072301727,2204,3086.9853824251586,79,35.40049431812427,20.40915677969936,33.362987499029856,13,3,1
320,86326152.78070746,24765042.656896595,1.3321670844776785,0.26195575490925493,8769794.617545094,1410,19451.93970033146,5280,86006.30831136045,28,99.67264010577331,89.94175529862162,-36.17025327986752,8,5,0
321,56864066.67160976,33784492.532625474,1.011142928204037,0.10554422809226396,8353462.548056688,717,41042.73540088347,7494,92023.53045528235,96,43.45026937193044,57.9642119528998,-37.97247184321017,9,4,1
322,41618987.491450705,19294370.883860383,2.036867339396137,0.4862085784896416,4108999.6802794198,4357,22585.641984195416,1287,36001.27403378205,15,2.446470275893342,-38.38824886620604,-33.57125356308714,4,5,0
323,33962704.8227704,12812074.710247513,4.840802850276581,3.8386945987885173,3199008.9123490043,6199,30202.043999074092,8747,72230.66384972882,34,36.2616951585462,-16.36852816867352,-87.65921639856903,12,5,1
324,13370700.042317787,47709328.11616968,2.791501422471851,2.964424716482385,2522271.795809306,568,44781.230013022265,5290,44768.27087457012,61,12.778295457384326,51.04936298401513,33.803835354496016,8,7,1
325,11548573.474395184,29980852.97971466,3.324002107417909,0.2867794014236089,6487215.02399727,6005,43318.36946180318,4865,65868.01597305806,80,12.1442615728375,84.20527915362754,30.377429597076542,10,8,1
326,69147404.86645211,46664542.59842727,2.1037391533536267,2.491675377776854,6059992.686513646,1239,44526.5890787693,9636,34691.423025520955,3,28.153504010689435,-45.06221198540693,49.686398268542945,14,4,0
327,26719647.20094488,9772356.61101491,1.9556949273941573,3.588943849566812,354167.28325574426,9728,13536.749573427447,306,32933.364426693566,67,5.337549417726084,71.86766975808911,-12.22252877523799,8,5,1
328,26211506.956812233,6918155.277603104,0.6041604736175377,4.357861833543951,6057496.375604335,8828,1797.3752909877385,1770,43018.95499690033,50,68.8512188409563,34.272082050746306,12.67874546770787,4,5,0
329,99821310.39330079,42719056.809757136,2.7515014505421007,4.676778804229151,1029174.3292244794,1051,13090.286654771695,7397,15411.208106597614,88,7.398888420190508,31.913698794458895,-69.59921405390429,6,5,1
330,19604669.829505745,33886319.237171195,2.6762405303824983,1.704458758474927,-1777299.9617176931,8112,13971.431913754397,7126,83282.75747910287,32,20.32895554359562,93.67197741300367,0.129322733625429,3,1,0
331,15657916.189394137,8922214.212308887,1.2102382678150536,0.765578899225002,6390504.130448524,3106,45472.54831991215,1121,35521.09164080203,77,9.289971449411938,62.146691889515964,-2.5400726863913974,9,3,1
332,10769837.54823214,13102664.883508656,3.9394580009301663,1.2609370115840928,5737523.229528995,6175,32479.674505256633,1672,40614.80583667867,23,6.316773090303107,77.51783020841678,35.18131037624187,10,0,0
333,58400729.17151282,39933529.047028214,2.717034486399513,3.903240310997097,2929711.148492098,7990,4131.112782131327,2116,89511.40665751231,74,26.775166553954165,3.0993354317000055,24.61890842586112,12,0,0
334,63158518.77420805,22420365.309794772,2.02547286572708,4.860272653707322,4308232.671034073,6052,6812.160870754502,9311,50165.75759225396,24,57.189896766036995,33.15460612426148,40.76996939266448,4,0,0
335,37157564.699431315,33362295.57855759,1.1610900906031714,2.385328725065865,9366030.300469115,7177,7826.022470821672,8692,54881.13702573543,27,96.46855564468417,42.310851614165614,30.325020905241132,12,6,0
336,54005920.21563531,15576777.11786855,2.984723721369556,1.59623074638417,5142402.170865253,9142,31539.566321037713,947,95693.31435293275,6,87.55566543496063,-1.7624089456302414,30.304084234827798,7,0,0
337,79051553.56354634,18752112.615131274,3.8876766173996438,2.203033851604169,5894607.224038377,2071,36783.9305740748,5225,88785.91193135393,35,87.59339254453248,35.53721874210993,-90.44150099669226,13,5,0
338,81992312.6638531,49530984.2104668,1.7689970870823726,1.593584408761149,-1233064.148610307,1291,42989.213332741536,8323,17777.20417995551,9,17.606703603765762,-14.501693078042926,26.89429290439338,10,1,0
339,95833295.49584918,12004662.902323285,1.4845745820952514,1.3567888637150562,-8066.471898497082,4020,47034.79571277184,8978,47848.2879618924,35,26.49071934978201,-28.493649339764065,-8.878240824532284,13,5,1
340,82602530.60636458,25076047.04034396,2.8487073382905965,3.00937868679518,1611427.3169390582,7865,10125.142641452767,4224,97158.326515426,94,7.63933167953057,6.095538891599894,-42.93333223510582,10,5,1
341,56919302.235025235,42142318.33112188,1.1990448612950761,0.17710630383036757,4472551.816337717,6293,15523.13561196625,5831,37864.263524631664,82,77.84683399151851,60.89344431196555,-91.52280634179066,7,2,0
342,18786039.61784775,11580772.290125828,3.4997602396742824,1.3718060184584422,7319090.751799855,3146,12054.127893204291,3994,37785.737743103804,17,6.981630148556195,87.42807221108313,1.6510662152070097,10,7,0
343,10876592.212581398,20468294.7125587,3.224046325749037,3.3407721814404465,1854890.533463044,404,17970.14029493358,6476,20307.99294712628,5,55.66956708208532,18.657107724734885,-50.769737419357384,8,3,0
344,6396677.1011750605,30562110.012184408,0.8918692231614288,0.2571072119033446,2276589.165745287,6439,45737.52211581628,5485,12317.988297793396,91,24.787557232395073,46.42355324131475,-29.833560252094784,7,6,1
345,66986057.34675299,23800001.649492677,0.6643417072161824,0.5076889008937815,1073810.622084986,8143,28776.872718621107,9933,74290.1742848422,6,24.344563402874474,-34.544430353734924,2.259265558270144,13,3,0
346,80946089.28440131,22704864.46180103,3.291298936648632,1.5376411094503457,1055311.9515436706,5008,36922.68527135873,9421,77233.01640145014,11,99.07250552476052,85.66956378284931,36.766182053621435,6,0,0
347,51359711.11772382,17806741.431767244,1.8243219829493336,4.401243513184026,9386366.15073756,2904,24531.45584453276,2985,96932.28338679699,40,75.67798069785374,35.29063203549016,23.81553734074977,7,5,0
348,6416703.308530354,29125639.552633718,0.8890058892802934,3.8479421848099515,5625486.15542668,4036,1491.4527711394203,5883,77568.40287963094,62,83.69393582910502,67.05073714377356,-32.41043063446003,14,4,0
349,54011586.88454248,31030821.24514232,3.9174291723041894,0.20856748413959328,-129185.077520638,812,3256.5645255908257,8138,25091.89690932627,97,57.198268534401265,69.16618013820907,-41.83252638304316,6,8,1
350,93639176.89093049,32491121.81551881,1.9131980135793984,2.5583928017736106,6666982.937011119,6948,26919.255411830894,511,4971.541250563029,24,87.10142873937492,-11.527921044784115,-64.03303917339288,3,8,0
351,60163705.90231358,3053589.4492544807,2.568197973372006,1.4459687205383422,6664253.720320348,9973,35953.51228926028,166,98558.30105259636,80,64.54905391663529,29.376167977277433,-44.135987323604766,5,7,0
352,81133321.35781868,31367225.873458467,1.5656581735419617,3.278363729404109,5997642.35264446,9625,10805.759850060138,5835,34704.61885881697,52,94.61737047963453,94.07196273414661,-83.34304190621526,10,6,0
353,80215112.1907833,47638477.528452255,3.3229268526108404,3.6356140247079605,-383354.65891203657,8466,36109.38322091559,6557,31885.182700809655,32,28.133858604563677,-36.554818276875835,45.66582625471318,9,1,0
354,93280780.87828463,26819804.894168224,1.8566978690946174,4.328026627933484,2895897.8016350428,3305,40542.75538550145,9896,90689.56576518886,86,59.5319545782895,52.457484704434506,-13.91238340606317,14,7,1
355,77252647.79933746,35620987.66671684,4.856094325524328,2.42953956180967,-718924.0340670424,5285,20624.279044187457,5880,58924.88995595363,72,69.01313479368922,94.33961170527579,-80.82912358071806,9,2,0
356,75022350.88729587,27614981.541840497,3.6632639687760795,4.972805433873364,7799446.049105639,9708,37333.64068056304,4611,22272.24621106432,5,39.29373050278067,-4.913433791896679,-47.07909861011414,13,5,0
357,24176163.832093418,42664401.238894925,1.115250243680596,4.901931925706836,5862065.718135031,6606,20231.29601890657,8177,89020.52802890772,61,87.97079824040533,79.21718821065221,-17.94412845690161,5,9,0
358,6932590.376787064,46443946.27717723,2.3751267785306007,4.422616949908062,4086447.241213821,1872,33933.61394127825,709,99342.7246504196,65,97.98031631041543,90.04863181124074,-20.06715450386956,11,6,0
359,52242347.04032696,8803104.914466145,2.2343949487844537,2.9168605262745473,2116185.7180071594,1174,38211.65261351118,2172,9581.177553932243,8,49.37694913726616,62.062931409223765,-94.67449469220514,8,5,0
360,13318986.586728765,21561431.846134894,2.904111998241724,2.0502315437686938,210993.69393320102,5547,49596.734584490136,1636,86362.91120194623,66,39.06406548043391,-15.300753153956258,42.62615513436671,10,4,1
361,96257391.75152114,19315296.097102426,4.28868803515664,1.8854929196849466,-722628.9340027052,8883,17302.563270076625,4732,39661.054070755,15,47.19379285564587,0.10010782398908447,-58.693647778758304,10,3,0
362,29702551.50066983,19963363.726613574,3.125399068323508,0.15941127542994968,9630887.290442795,5364,20581.486989701843,6849,52883.17220416373,88,85.27367457319316,-44.62860583734039,-97.57229966021632,5,1,0
363,85441476.13504502,5838971.152007733,0.7770050491999967,1.3209550364875962,395783.7034722767,7422,8322.721967538058,8876,91566.7816007331,87,64.54684255181677,74.71798513680328,-88.53339865745762,6,8,0
364,39374837.89504347,40587594.16202632,3.4493706356128477,3.6221603512509066,-1281504.479343372,6751,10243.449267170254,7037,97364.5403817366,92,4.477237251809507,77.44167797666199,-12.970764512803456,8,6,1
365,32996230.735880367,1306195.2722542302,0.5371938407563628,3.0577972894760266,9540001.266189957,2510,34685.08037978897,8025,26954.22713047114,54,54.216991044571486,44.906546494928904,-79.33217189873547,4,6,1
366,93580698.6652855,26175443.690221425,4.009822072431769,4.590468726920915,4587420.896293925,9139,45856.42722821608,2932,22072.226325031465,39,1.7300122740969814,2.879177689577702,-93.74128107197451,14,3,1
367,36968934.63653617,32924858.596256908,3.499862325850589,0.3451091078911336,7559880.819893714,6541,19760.517335478966,5299,8971.139300559673,25,77.85353710034055,-38.47834585401192,-43.0560300380933,14,4,0
368,39638502.957650505,9977206.621973298,1.889535462586637,0.86085535556892,-1474809.8336201773,8785,9033.230119435284,2861,56617.98741355166,37,32.83122735424637,62.95864148723642,-6.585821148971718,13,5,1
369,11503086.181678006,45245434.70098918,1.8159881206528208,3.967294567825438,4803350.289755856,8837,14290.719994180554,5577,2346.835149616159,34,47.200748211732936,58.97892904148843,-83.22402927375815,14,1,0
