,Firm_ID,Annual_Revenue (Million),Expenses (Million),Number_of_Employees,Industry_Code,Years_In_Business,Credit_Score,Audit_Status,Transaction_Volume (Million),Regulatory_Compliance (0/1),Previous_Fraud_Incident (0/1),label
459,460,221,169.68,313,5,2,312,1,72.65,0,0,1
460,461,269,140.73,744,1,8,683,1,323.73,1,1,1
461,462,207,149.74,788,3,11,698,1,385.98,1,1,1
462,463,270,207.52,831,4,29,318,0,281.83,1,0,1
463,464,95,61.79,805,2,18,790,0,161.65,1,0,0
464,465,166,140.59,755,1,3,718,0,157.23,1,0,0
465,466,55,30.14,229,2,30,636,1,79.55,1,0,1
466,467,148,79.0,108,3,26,718,1,220.6,1,0,0
467,468,173,143.19,884,5,1,421,1,74.48,0,0,1
468,469,282,203.88,885,5,11,731,0,221.74,1,1,1
469,470,86,69.64,202,4,16,343,1,112.74,0,1,1
470,471,73,50.78,496,5,18,616,0,17.11,0,0,1
471,472,142,86.75,610,1,30,680,1,111.74,1,0,0
472,473,290,251.89,445,5,16,444,1,323.67,1,0,1
473,474,95,81.68,478,4,23,626,1,189.32,1,0,1
474,475,230,186.9,116,3,10,662,1,230.37,0,0,0
475,476,144,89.64,130,3,18,349,1,237.67,1,0,1
476,477,148,113.31,37,5,6,364,0,136.3,1,1,1
477,478,237,157.0,874,2,19,654,1,382.31,1,0,0
478,479,274,148.29,229,3,4,463,0,337.37,0,0,1
479,480,165,150.61,534,5,27,440,1,294.45,0,0,1
480,481,240,134.78,116,4,13,427,1,211.39,1,0,1
481,482,262,243.03,72,5,24,697,0,327.02,0,0,1
482,483,209,146.45,414,3,14,762,0,271.08,1,1,1
483,484,264,153.99,650,4,3,486,1,235.76,1,0,1
484,485,210,156.21,464,5,10,489,1,78.58,0,0,1
485,486,116,103.57,437,1,6,687,1,32.22,0,0,0
486,487,177,146.82,512,4,1,728,0,23.31,0,0,1
487,488,67,57.82,693,1,23,583,0,117.9,1,1,1
488,489,74,58.94,46,2,24,536,1,40.65,0,0,1
489,490,283,229.66,674,4,27,493,1,142.03,1,1,1
490,491,272,239.94,177,1,14,586,0,407.58,1,0,1
491,492,103,63.07,306,3,8,435,1,72.93,1,0,1
492,493,107,77.07,261,3,19,470,0,113.58,0,0,1
493,494,116,69.55,855,2,14,458,1,47.42,0,0,1
494,495,153,144.5,395,4,10,500,1,294.3,1,0,1
495,496,223,206.24,257,4,17,786,1,383.12,1,0,1
496,497,73,37.8,680,4,9,803,1,127.11,1,0,0
497,498,163,133.25,465,2,29,670,1,142.28,0,0,0
498,499,81,74.23,428,4,6,402,0,125.43,0,0,1
499,500,224,130.2,240,3,11,424,0,83.63,1,0,1
500,501,135,102.0,420,1,25,612,1,15.71,0,0,1
501,502,200,182.39,528,3,7,757,1,27.59,1,0,1
502,503,243,125.21,569,3,17,529,1,295.13,1,0,1
503,504,176,143.24,592,1,28,496,1,169.88,0,0,1
504,505,204,129.3,520,3,28,722,1,221.18,1,0,0
505,506,283,259.22,471,2,1,470,0,32.31,1,0,1
506,507,179,167.72,290,1,22,681,1,161.66,0,0,1
507,508,267,246.95,802,3,5,472,1,390.98,1,0,1
508,509,66,47.08,379,5,9,752,1,62.11,0,1,1
509,510,153,135.85,381,3,18,649,1,228.16,0,0,1
510,511,210,184.81,549,2,24,793,0,113.97,0,0,1
511,512,186,119.71,349,4,27,303,1,305.96,1,0,1
512,513,92,80.32,167,3,21,392,1,112.06,1,0,1
513,514,295,152.41,579,4,2,305,1,147.63,1,1,1
514,515,225,172.87,652,5,29,587,0,123.7,0,0,1
515,516,88,53.11,397,3,26,445,0,113.81,1,1,1
516,517,270,149.65,249,1,11,723,0,452.76,0,1,1
517,518,219,117.08,366,4,27,756,0,194.84,1,0,0
518,519,296,240.75,252,5,28,501,1,174.87,1,0,1
519,520,75,48.97,677,1,6,511,1,131.05,0,0,1
520,521,148,122.27,797,1,26,305,1,203.0,0,0,1
521,522,99,52.41,389,1,8,675,1,94.18,1,0,0
522,523,202,129.66,358,1,4,746,1,207.46,0,0,0
523,524,201,149.3,492,3,18,405,0,98.11,1,0,1
524,525,62,53.06,590,3,28,700,1,80.04,0,0,0
525,526,109,70.13,833,3,11,395,1,85.2,0,0,1
526,527,299,233.71,411,5,5,687,0,595.53,1,1,1
527,528,184,165.36,865,5,15,751,0,186.27,1,0,0
528,529,106,82.38,619,5,28,715,1,108.46,1,1,1
529,530,85,51.41,646,2,18,803,1,99.89,0,0,0
530,531,222,113.44,198,5,2,753,1,408.89,0,0,0
531,532,69,61.52,246,3,22,590,0,111.89,0,0,1
532,533,114,58.09,407,3,11,833,1,109.11,1,0,0
533,534,57,50.94,148,2,26,492,1,83.54,1,0,1
534,535,287,211.81,219,2,25,449,0,348.37,1,0,1
535,536,193,178.06,796,5,13,814,1,199.85,1,1,1
536,537,191,164.16,399,4,4,692,0,88.89,0,0,1
537,538,253,240.11,807,2,22,615,1,248.31,1,0,1
538,539,164,107.88,178,1,7,375,0,93.0,1,1,1
539,540,264,223.14,705,3,29,569,0,485.28,1,0,1
540,541,192,130.73,681,1,11,524,0,141.56,0,0,1
541,542,141,100.95,888,3,22,829,0,269.21,0,0,1
542,543,147,115.01,517,3,24,412,1,163.58,1,1,1
543,544,115,102.71,799,2,4,550,0,149.49,0,0,1
544,545,81,76.37,403,2,28,532,1,91.66,0,0,1
545,546,264,223.27,810,1,15,382,0,91.3,0,0,1
546,547,240,165.12,722,3,1,424,1,195.37,1,1,1
547,548,135,93.1,189,1,23,474,1,38.93,0,0,1
548,549,100,83.19,380,4,3,368,0,128.36,0,1,1
549,550,202,122.7,317,1,14,346,1,191.71,0,0,1
550,551,235,129.18,317,5,6,555,0,370.87,1,0,1
551,552,112,73.87,255,1,18,329,1,58.12,1,0,1
552,553,239,150.39,552,5,25,580,1,98.63,1,0,1
553,554,174,110.2,551,5,1,536,1,151.73,1,1,1
554,555,199,120.42,812,5,6,547,1,370.24,1,0,1
555,556,107,55.53,302,4,6,667,1,155.13,0,0,0
556,557,107,54.36,431,1,21,794,0,95.87,0,0,1
557,558,135,127.5,212,1,16,324,0,146.18,0,0,1
558,559,98,67.86,694,4,29,789,1,25.48,0,0,0
559,560,229,154.1,517,3,5,793,1,451.29,0,0,0
560,561,219,176.48,856,2,17,613,1,299.19,1,0,1
561,562,119,71.19,875,1,10,674,1,76.43,1,0,0
562,563,64,59.36,153,2,28,324,1,77.63,1,0,1
563,564,103,87.95,655,4,21,633,1,31.73,1,0,1
564,565,284,153.43,819,3,18,654,1,549.57,0,0,0
565,566,237,163.03,443,3,7,415,1,102.41,0,0,1
566,567,150,134.34,754,3,3,347,1,199.69,1,0,1
567,568,274,253.49,201,4,13,398,0,155.18,1,1,1
568,569,57,40.49,317,5,15,758,0,83.41,0,0,1
569,570,102,79.16,464,5,20,822,1,160.75,1,1,1
570,571,109,62.69,715,2,19,704,0,150.37,1,1,1
571,572,285,269.62,142,5,3,513,1,361.25,1,0,1
572,573,157,94.87,151,5,4,802,1,281.92,1,0,0
573,574,54,49.91,573,3,5,747,1,13.47,0,1,1
574,575,152,120.44,251,3,1,557,1,110.77,0,0,1
575,576,245,189.5,660,2,4,420,1,140.08,1,0,1
576,577,55,40.19,68,1,12,353,1,108.75,0,0,1
577,578,158,95.4,526,2,28,630,1,132.69,1,0,1
578,579,273,158.19,809,2,27,540,1,407.31,1,0,1
579,580,165,98.87,262,4,24,829,1,231.16,0,0,0
580,581,143,83.5,559,4,10,782,1,71.92,1,0,0
581,582,96,81.68,178,2,23,486,1,53.19,1,0,1
582,583,148,97.32,426,2,25,561,1,93.9,0,0,1
583,584,104,54.71,690,2,21,663,1,91.64,1,0,0
584,585,217,203.13,667,5,29,790,1,118.31,1,0,1
585,586,101,90.67,331,4,26,730,1,13.87,1,1,1
586,587,193,177.08,389,2,20,538,1,341.77,0,0,1
587,588,62,58.76,267,3,24,603,1,119.95,1,0,1
588,589,163,94.26,676,3,25,597,1,122.08,1,0,1
589,590,173,117.35,692,5,13,375,1,128.57,0,0,1
590,591,155,130.39,265,5,23,632,1,17.59,0,0,1
591,592,207,168.33,765,1,14,773,1,288.24,1,1,1
592,593,196,111.57,232,1,23,582,1,326.99,0,0,1
593,594,194,168.22,285,1,5,371,1,73.44,1,1,1
594,595,169,101.57,627,5,4,562,0,68.17,1,0,1
595,596,112,67.28,691,5,14,311,1,179.33,1,0,1
596,597,68,50.43,264,5,10,440,1,86.42,0,0,1
597,598,141,108.12,374,3,17,316,1,26.12,1,1,1
598,599,107,81.43,563,5,10,362,1,137.26,0,0,1
599,600,232,125.55,889,3,26,552,1,159.37,1,0,1
600,601,139,124.39,826,1,7,764,1,111.28,1,1,1
601,602,278,172.23,810,1,16,675,0,434.37,1,0,0
602,603,267,149.06,495,1,1,819,1,438.09,1,0,0
603,604,166,149.39,799,2,17,389,1,142.87,1,1,1
604,605,111,103.23,570,2,21,474,0,210.85,0,0,1
605,606,72,63.93,242,4,29,375,0,62.8,1,0,1
606,607,176,152.11,492,4,9,699,1,275.7,1,0,0
607,608,186,147.84,465,4,6,370,1,189.6,0,0,1
608,609,189,141.35,312,2,19,479,0,341.2,0,0,1
609,610,294,158.51,591,2,13,423,1,536.48,1,0,1
610,611,178,121.72,636,4,3,680,1,47.36,0,0,0
611,612,107,71.44,492,4,7,592,1,201.09,1,0,1
612,613,171,105.49,436,5,22,494,1,285.32,1,1,1
613,614,50,41.28,117,4,9,527,1,80.17,0,1,1
614,615,288,208.27,73,5,22,730,1,138.74,1,0,1
615,616,83,44.53,490,3,5,735,1,135.27,0,0,0
616,617,145,86.87,307,2,10,760,1,248.71,1,1,1
617,618,175,141.31,712,4,23,320,0,113.64,1,0,1
618,619,167,89.22,450,2,17,363,1,318.85,1,0,1
619,620,97,85.66,730,2,12,464,0,18.89,1,1,1
620,621,138,99.75,382,2,23,326,0,53.11,1,0,1
621,622,281,201.27,725,3,16,610,0,315.11,1,0,1
622,623,286,219.24,544,1,3,584,0,341.49,0,0,1
623,624,166,144.6,732,4,30,580,1,220.08,0,0,1
624,625,178,116.86,659,1,25,463,0,23.54,1,0,1
625,626,65,52.33,48,1,22,523,1,125.11,1,0,1
626,627,238,179.59,52,1,9,445,1,43.96,1,0,1
627,628,280,173.65,442,2,29,329,1,104.11,1,0,1
628,629,241,215.79,59,5,15,344,0,30.52,0,0,1
629,630,240,206.12,836,2,5,770,1,282.49,1,0,0
630,631,118,93.96,137,2,23,333,1,220.81,1,0,1
631,632,71,62.68,396,1,13,726,1,96.94,0,0,0
632,633,142,126.42,310,2,14,520,1,236.15,0,1,1
633,634,296,242.35,157,1,20,833,1,37.07,1,0,0
634,635,244,213.9,258,5,15,666,1,275.68,0,0,0
635,636,125,101.73,140,4,16,849,1,121.65,0,0,0
636,637,203,163.63,165,1,23,415,1,212.75,0,0,1
637,638,193,150.23,391,5,13,538,0,45.78,1,0,1
638,639,228,191.23,215,4,17,634,1,319.3,1,0,1
639,640,278,158.84,685,3,23,740,0,293.6,1,0,0
640,641,135,121.01,613,1,8,447,1,209.76,1,0,1
641,642,234,208.81,158,1,21,308,1,239.16,0,1,1
642,643,78,40.03,290,3,2,587,1,29.94,1,0,1
643,644,255,222.26,544,3,5,687,1,339.58,0,0,0
644,645,269,150.1,478,1,6,349,1,115.01,0,0,1
645,646,118,76.79,133,3,12,816,1,207.39,1,0,0
646,647,96,80.12,512,2,18,577,1,121.43,1,1,1
647,648,290,165.98,253,4,30,599,1,115.62,0,0,1
648,649,143,124.14,861,4,22,434,0,275.77,0,0,1
649,650,287,250.97,895,4,22,446,1,311.36,1,0,1
650,651,239,174.08,520,2,1,789,1,57.0,0,0,1
651,652,293,147.34,502,3,30,777,0,378.26,0,0,1
652,653,246,154.78,39,5,17,458,1,142.95,0,0,1
653,654,253,196.74,434,3,30,683,0,411.64,0,1,1
654,655,193,181.72,331,1,11,462,1,319.2,1,0,1
655,656,267,209.41,260,4,10,740,1,523.32,0,0,0
656,657,267,164.72,760,3,19,488,1,281.3,0,0,1
657,658,225,176.69,95,5,14,714,0,216.99,1,0,1
658,659,134,99.56,141,1,26,638,0,205.23,1,0,1
659,660,88,74.88,42,2,10,480,0,30.95,0,0,1
660,661,149,81.67,422,2,15,587,1,169.73,0,0,1
661,662,82,69.08,529,5,28,486,1,93.31,0,0,1
662,663,271,201.51,627,1,19,437,1,73.17,1,1,1
663,664,150,140.0,263,4,4,429,1,134.13,1,0,1
664,665,72,47.08,631,3,2,493,1,123.93,1,1,1
665,666,299,234.62,343,1,9,615,1,516.28,1,1,1
666,667,59,54.25,595,2,10,443,1,17.02,1,0,1
667,668,295,161.11,41,5,28,315,1,80.35,1,0,1
668,669,118,108.77,238,5,11,601,1,70.7,1,0,1
669,670,149,120.62,43,3,14,722,0,262.55,0,1,1
670,671,83,44.03,662,5,7,544,0,28.63,1,0,1
671,672,229,145.51,447,5,23,406,1,336.17,0,0,1
672,673,272,222.68,466,1,15,387,0,79.48,0,1,1
673,674,187,99.17,406,4,22,428,1,240.1,1,0,1
674,675,299,227.83,49,3,19,640,1,232.18,0,0,1
675,676,196,128.51,616,1,22,303,1,313.39,1,0,1
676,677,235,183.16,784,4,15,626,1,127.84,1,0,1
677,678,145,75.48,764,1,30,709,0,190.6,1,0,0
678,679,50,44.61,99,1,28,605,1,27.39,1,0,1
679,680,297,278.61,853,5,24,524,1,432.42,0,0,1
680,681,118,110.45,240,4,8,647,1,207.68,1,1,1
681,682,286,239.48,130,3,11,620,1,97.5,1,0,1
682,683,53,29.6,727,3,29,480,1,92.57,1,1,1
683,684,65,54.68,161,4,9,685,1,79.81,1,1,1
684,685,73,37.31,652,5,15,407,1,24.93,0,0,1
685,686,129,65.78,410,2,1,830,0,117.69,1,0,0
686,687,296,191.1,161,1,30,709,1,120.07,0,0,0
687,688,51,36.71,49,5,1,595,1,72.96,1,0,1
688,689,290,245.54,565,4,19,470,1,447.14,0,0,1
689,690,269,217.21,256,1,3,630,1,80.97,1,0,1
690,691,177,124.02,183,3,10,792,1,187.91,0,0,0
691,692,209,130.23,834,2,8,494,1,344.39,0,1,1
692,693,268,254.25,771,3,15,311,1,503.49,1,0,1
693,694,133,92.01,498,4,10,494,0,143.07,1,0,1
694,695,201,141.33,851,1,1,789,1,383.01,1,0,0
695,696,189,108.42,900,4,29,481,0,211.27,1,1,1
696,697,227,194.69,434,1,18,615,0,192.71,1,0,1
697,698,212,172.18,231,5,2,329,1,362.86,1,1,1
698,699,173,103.69,67,2,19,395,1,179.34,0,0,1
699,700,82,44.04,801,5,13,680,1,81.72,1,0,0
700,701,210,169.31,217,5,22,743,0,216.63,0,0,1
701,702,238,189.1,86,4,1,597,1,406.72,1,0,1
702,703,228,142.04,49,2,2,660,1,383.2,1,0,1
703,704,220,204.14,302,1,29,673,1,190.67,1,0,1
704,705,150,85.2,148,1,16,602,1,109.99,1,0,1
705,706,61,42.37,612,3,15,720,1,63.11,1,1,1
706,707,116,107.26,545,1,13,545,1,137.84,1,0,1
707,708,114,78.53,250,4,16,536,1,63.02,0,1,1
708,709,210,165.34,555,5,17,833,0,337.79,1,0,0
709,710,217,147.33,544,5,21,484,1,222.28,0,0,1
710,711,123,76.68,757,5,29,767,1,90.37,1,0,0
711,712,92,86.74,770,2,29,662,1,27.87,0,0,1
712,713,93,63.63,365,1,7,582,0,51.5,0,0,1
713,714,78,70.38,727,4,24,635,1,148.48,0,0,1
714,715,190,114.66,84,2,26,461,1,129.14,1,0,1
715,716,61,36.35,529,3,17,459,1,25.67,1,0,1
716,717,144,74.02,795,4,7,773,0,140.44,0,0,1
717,718,95,75.36,565,4,13,621,1,64.93,1,1,1
718,719,179,119.18,191,4,5,311,1,29.86,0,0,1
719,720,292,259.58,699,5,26,723,1,208.48,1,0,0
720,721,291,207.47,623,4,17,372,0,329.94,1,0,1
721,722,84,78.6,188,1,3,500,1,96.45,1,0,1
722,723,264,154.04,217,4,7,821,1,205.25,1,0,0
723,724,130,115.81,89,5,26,804,0,123.48,0,0,1
724,725,139,118.08,846,4,17,338,0,268.89,1,0,1
725,726,57,48.27,348,3,7,359,1,46.57,1,0,1
726,727,142,124.98,240,3,21,620,0,83.87,1,0,1
727,728,203,171.02,435,5,1,734,0,114.21,1,0,0
728,729,251,196.23,693,1,17,707,1,243.41,0,0,0
729,730,139,77.71,138,1,30,685,1,214.49,1,1,1
730,731,211,108.59,105,2,17,377,0,103.68,1,0,1
731,732,164,149.96,571,5,11,493,1,237.42,0,0,1
732,733,154,119.73,343,4,25,584,0,21.59,0,1,1
733,734,184,157.95,146,5,27,826,0,164.86,0,1,1
734,735,245,175.59,897,2,29,823,0,385.67,1,0,0
735,736,107,59.15,733,5,3,455,1,79.56,1,0,1
736,737,294,163.56,48,5,15,639,0,344.3,0,1,1
737,738,163,131.79,461,2,29,424,0,79.78,0,0,1
738,739,286,198.38,714,1,21,579,1,431.8,1,1,1
739,740,124,73.19,769,4,11,427,1,24.72,1,0,1
740,741,206,148.57,379,2,26,613,0,354.29,0,0,1
741,742,169,89.38,212,3,28,631,1,80.54,0,0,1
742,743,213,162.28,142,1,16,449,0,375.17,1,0,1
743,744,266,165.2,212,3,25,753,1,204.77,0,1,1
744,745,70,60.12,510,1,22,335,1,103.12,0,1,1
745,746,298,190.62,175,4,28,719,1,210.55,1,0,0
746,747,213,150.13,860,4,9,321,1,387.92,1,0,1
747,748,187,94.48,657,5,24,505,1,63.69,0,1,1
748,749,150,79.89,142,3,24,655,0,65.88,0,0,1
749,750,250,169.16,792,1,1,739,1,259.19,0,0,1
750,751,201,143.91,505,4,29,395,0,51.39,0,0,1
751,752,241,185.57,792,2,25,463,1,113.84,1,0,1
752,753,276,174.22,332,4,22,447,1,522.51,1,0,1
753,754,226,183.68,854,2,16,829,1,441.9,1,0,0
754,755,148,131.28,147,1,9,593,1,120.6,1,0,1
755,756,289,245.92,842,4,19,494,1,535.88,1,1,1
756,757,85,44.02,190,4,12,779,1,96.49,0,0,0
757,758,259,185.5,430,1,19,422,0,158.64,1,0,1
758,759,290,158.69,227,4,22,699,1,416.02,1,0,0
759,760,280,170.5,289,2,9,751,1,378.54,1,0,0
760,761,145,136.88,689,4,7,403,1,287.0,0,0,1
761,762,201,113.39,781,3,14,761,1,121.32,1,0,0
762,763,200,144.9,76,5,29,695,0,275.38,1,0,0
763,764,239,185.98,428,2,19,636,1,47.52,1,0,1
764,765,273,222.8,739,3,19,441,1,86.25,0,0,1
765,766,86,64.66,588,1,2,616,0,9.24,1,0,1
766,767,61,30.77,107,2,9,826,1,121.94,1,0,0
767,768,162,104.8,153,5,13,700,1,263.14,1,0,0
768,769,232,170.05,104,5,15,609,1,369.99,1,0,1
769,770,62,33.45,900,1,3,794,1,66.25,0,0,0
770,771,72,47.36,166,1,11,408,0,48.25,0,1,1
771,772,266,136.97,631,2,21,671,1,103.05,0,1,1
772,773,148,79.23,429,4,14,505,1,94.85,1,0,1
773,774,154,104.51,866,1,30,342,1,125.41,0,0,1
774,775,79,44.22,534,4,25,544,1,121.42,1,0,1
775,776,66,49.86,529,3,8,586,0,74.27,1,1,1
776,777,162,131.26,602,5,18,654,0,40.05,0,0,1
777,778,111,95.49,167,4,19,775,1,14.9,1,0,0
778,779,133,78.48,79,5,16,382,1,39.16,1,0,1
779,780,161,92.63,800,4,2,409,1,141.67,1,0,1
780,781,266,145.52,648,3,8,489,0,498.24,1,1,1
781,782,135,106.16,654,1,22,550,1,176.99,1,0,1
782,783,190,155.4,891,3,6,590,1,308.46,0,0,1
783,784,236,121.35,283,1,12,500,1,232.72,1,0,1
784,785,68,62.65,659,1,15,625,0,53.53,0,0,1
785,786,226,118.29,739,5,25,810,1,69.15,1,0,0
786,787,149,110.79,878,3,8,708,1,262.88,0,0,0
787,788,189,154.81,592,4,4,807,1,300.13,1,1,1
788,789,238,212.28,786,3,15,371,1,99.82,1,0,1
789,790,282,231.62,455,5,28,546,1,302.67,1,0,1
790,791,196,168.71,576,1,20,643,1,201.1,0,1,1
791,792,125,81.59,331,5,25,353,1,160.96,1,0,1
792,793,58,50.27,610,2,17,827,0,110.07,1,0,0
793,794,248,132.94,378,2,13,831,1,297.99,1,0,0
794,795,77,69.51,861,4,18,492,0,86.73,0,1,1
795,796,255,190.34,78,5,2,357,1,49.88,1,0,1
796,797,272,236.04,103,4,13,736,1,59.71,1,1,1
797,798,177,124.53,733,4,13,410,1,80.7,0,0,1
798,799,101,79.75,290,2,22,428,1,16.33,1,0,1
799,800,132,97.27,385,4,15,625,0,199.63,1,0,1
800,801,299,247.94,611,2,20,307,1,440.82,1,0,1
801,802,160,85.88,631,1,29,328,1,57.36,0,0,1
802,803,193,101.74,289,5,27,411,0,325.89,1,0,1
803,804,166,101.46,667,4,10,430,1,65.42,1,1,1
804,805,118,67.47,772,2,29,487,0,79.32,1,0,1
805,806,148,132.06,324,3,3,774,1,84.81,1,0,0
806,807,189,113.14,670,4,19,663,1,152.6,1,0,0
807,808,74,69.5,821,1,3,503,0,43.21,1,0,1
808,809,229,149.22,342,1,22,511,1,235.64,0,0,1
809,810,172,100.1,641,3,14,575,0,150.34,1,0,1
810,811,262,224.11,867,2,8,372,0,517.31,1,0,1
811,812,277,220.61,838,4,27,542,0,57.13,0,0,1
812,813,102,73.87,211,2,23,401,1,37.75,0,0,1
813,814,200,149.98,715,1,30,470,1,40.07,1,1,1
814,815,193,158.96,857,2,4,487,1,248.8,1,1,1
815,816,106,63.9,393,1,27,740,0,21.58,0,0,1
816,817,88,83.45,217,2,28,385,0,148.65,1,0,1
817,818,158,148.31,598,3,20,775,1,169.48,0,0,1
818,819,230,182.31,572,5,11,351,1,253.3,1,0,1
819,820,91,53.67,625,3,26,410,1,106.2,1,0,1
820,821,235,189.43,693,3,11,342,0,99.77,1,0,1
821,822,216,115.02,577,5,27,510,1,102.73,0,0,1
822,823,191,98.13,754,5,30,499,1,134.8,1,0,1
823,824,272,167.54,437,4,11,325,1,333.92,0,0,1
824,825,171,121.1,647,4,2,598,1,85.37,1,0,1
825,826,182,162.11,443,3,30,376,0,58.43,1,0,1
826,827,212,175.37,371,3,17,436,1,411.96,1,1,1
827,828,264,220.23,249,1,9,319,1,37.43,0,0,1
828,829,270,186.7,192,1,28,739,1,438.78,1,0,0
829,830,284,186.21,249,4,28,510,1,453.62,1,0,1
830,831,124,82.7,299,4,2,850,1,82.42,0,1,1
831,832,195,184.17,661,1,29,734,1,69.75,1,0,1
832,833,288,149.2,877,1,24,506,0,108.49,1,0,1
833,834,125,111.27,429,2,15,738,1,178.14,1,1,1
834,835,58,44.1,211,2,16,341,1,76.64,1,0,1
835,836,123,85.78,647,1,25,710,1,195.23,1,0,0
836,837,235,194.2,758,2,4,822,1,442.09,0,0,0
837,838,285,204.92,234,5,8,726,0,403.18,1,0,0
838,839,194,173.25,611,4,9,574,1,76.85,1,0,1
839,840,279,252.58,585,4,26,747,1,156.95,0,0,1
840,841,56,38.63,870,1,26,668,0,95.21,1,0,0
841,842,223,139.28,842,3,5,519,1,110.98,1,0,1
842,843,190,145.65,257,1,16,531,0,45.18,1,0,1
843,844,217,197.59,725,2,13,627,1,311.66,0,0,1
844,845,219,130.26,648,3,30,742,1,189.39,0,0,0
845,846,186,145.14,625,2,7,351,1,343.74,1,1,1
846,847,227,178.01,879,5,26,675,1,303.16,0,0,0
847,848,76,63.07,279,2,20,562,1,20.66,1,0,1
848,849,171,95.62,470,5,17,566,1,325.06,0,0,1
849,850,243,199.78,562,5,3,658,1,143.68,0,0,0
850,851,54,49.09,225,2,5,616,1,40.0,1,0,1
851,852,78,45.31,719,2,19,623,1,67.41,0,0,1
852,853,214,129.88,548,5,12,720,0,42.23,1,0,0
853,854,215,201.48,99,3,29,345,1,224.33,1,0,1
854,855,132,76.75,668,5,27,568,0,44.13,0,0,1
855,856,185,163.63,428,4,7,680,1,159.44,0,0,0
856,857,289,208.52,701,5,28,417,1,221.47,1,0,1
857,858,158,96.58,789,3,9,415,1,247.81,0,0,1
858,859,114,101.67,232,4,28,559,1,185.37,1,0,1
859,860,135,94.55,177,1,6,374,1,52.85,1,0,1
860,861,293,214.38,501,1,29,779,1,233.36,1,0,0
861,862,194,128.36,684,3,26,604,0,157.02,1,0,1
862,863,120,92.02,228,5,17,306,0,46.52,1,0,1
863,864,266,152.57,455,2,16,665,0,430.14,1,1,1
864,865,94,63.54,695,3,23,822,1,135.71,0,0,0
865,866,181,169.46,521,4,3,647,0,83.57,0,0,1
866,867,85,52.37,171,4,21,737,1,67.73,0,1,1
867,868,119,94.67,342,1,26,514,1,35.82,1,0,1
868,869,208,134.44,194,4,4,728,0,269.07,1,0,0
869,870,68,57.67,343,3,10,797,1,22.48,1,0,0
870,871,238,133.02,50,4,5,839,1,469.64,0,0,1
871,872,157,147.02,111,3,21,666,0,248.58,1,0,1
872,873,231,162.67,610,2,22,612,1,194.38,1,0,1
873,874,216,130.94,160,1,30,837,1,259.04,0,0,0
874,875,140,74.63,628,4,10,353,1,256.42,1,0,1
875,876,251,144.67,759,3,12,840,1,289.35,0,0,0
876,877,139,102.01,334,5,10,766,1,59.99,1,0,0
877,878,68,44.31,400,1,29,463,1,55.73,0,0,1
878,879,88,76.82,886,2,13,633,0,149.77,1,0,1
879,880,175,121.43,882,3,11,846,1,231.7,1,0,0
880,881,244,149.31,413,2,22,647,1,326.08,1,0,1
881,882,222,172.65,474,2,16,572,0,387.83,1,0,1
882,883,190,155.43,454,4,8,713,1,341.72,1,0,0
883,884,291,167.37,190,4,8,799,1,537.65,1,0,0
884,885,269,154.79,207,3,27,392,1,75.38,1,0,1
885,886,175,90.39,658,5,25,378,1,198.42,0,0,1
886,887,107,88.96,737,3,8,516,1,161.25,1,0,1
887,888,197,157.35,519,5,13,657,1,303.02,0,0,0
888,889,269,191.95,356,2,27,806,1,336.99,0,0,0
889,890,249,219.09,627,1,2,480,1,103.81,1,0,1
890,891,110,94.88,318,3,30,545,1,177.66,1,0,1
891,892,176,134.36,622,3,30,543,1,258.41,0,1,1
892,893,154,137.17,693,5,12,805,1,40.6,1,0,0
893,894,216,128.01,602,2,10,721,1,211.95,1,1,1
894,895,50,27.52,602,2,12,619,1,21.53,1,1,1
895,896,180,111.85,383,5,11,386,1,133.42,0,0,1
896,897,254,133.53,57,2,15,516,0,34.13,1,0,1
897,898,141,104.2,72,4,16,789,1,121.35,0,0,0
898,899,239,220.23,710,1,17,818,1,273.6,1,1,1
899,900,298,154.28,452,3,26,577,0,380.61,0,0,1
900,901,240,133.19,627,1,2,468,1,326.55,0,1,1
901,902,162,113.97,206,3,18,629,1,273.61,1,0,1
902,903,202,185.89,558,4,12,740,1,102.89,1,0,1
903,904,105,67.44,639,2,19,690,0,34.54,0,0,1
904,905,210,152.93,523,5,26,795,1,360.76,0,0,0
905,906,215,111.52,227,4,23,680,1,85.48,1,0,0
906,907,166,94.08,639,1,18,605,0,324.04,0,0,1
907,908,183,172.75,606,5,30,812,1,311.25,1,1,1
908,909,107,99.97,871,2,17,487,1,112.53,0,0,1
909,910,93,46.71,882,4,30,815,0,182.72,0,0,1
910,911,222,206.09,546,5,6,726,1,63.27,0,0,1
911,912,209,164.61,543,4,25,801,1,141.25,1,0,0
912,913,222,197.71,51,4,15,559,1,291.4,0,0,1
913,914,110,77.51,141,2,3,812,0,84.15,0,0,1
914,915,96,70.27,86,3,6,370,0,178.94,1,0,1
915,916,198,142.56,95,5,3,777,0,44.49,1,0,0
916,917,129,103.21,871,2,30,477,1,147.56,0,0,1
917,918,167,93.99,127,4,29,756,1,204.18,1,0,0
918,919,262,134.53,173,2,1,488,0,351.13,1,0,1
919,920,252,160.92,464,3,30,590,0,147.61,0,0,1
920,921,278,227.16,666,5,13,819,1,220.36,0,0,0
