,CustomerID,Age,MonthlySpend,Tenure (Months),LastPurchaseDaysAgo,CustomerServiceCalls,SubscriptionType,EngagementScore,label
577,578,56,51.14,4,2,3,Standard,16,1
578,579,32,39.97,25,22,4,Premium,84,0
579,580,61,45.35,10,30,1,Premium,74,0
580,581,62,65.18,30,15,3,Basic,29,1
581,582,28,10.88,7,29,4,Basic,90,1
582,583,68,37.4,36,19,3,Standard,89,0
583,584,47,59.6,14,26,1,Basic,41,0
584,585,55,86.39,18,21,1,Standard,92,0
585,586,45,16.76,31,4,2,Standard,77,0
586,587,46,94.52,19,5,2,Basic,84,0
587,588,40,33.66,18,7,3,Basic,89,0
588,589,57,53.14,25,0,2,Basic,22,1
589,590,38,19.8,21,1,2,Standard,16,1
590,591,50,80.79,16,12,4,Standard,5,1
591,592,30,80.55,19,8,3,Basic,98,0
592,593,70,93.01,6,4,0,Premium,93,0
593,594,47,65.15,22,9,1,Basic,26,1
594,595,67,93.43,32,21,3,Basic,36,0
595,596,21,84.07,18,18,4,Standard,39,0
596,597,65,47.35,3,29,5,Premium,12,1
597,598,29,92.21,26,11,3,Basic,38,0
598,599,40,36.25,20,1,4,Premium,99,0
599,600,27,50.13,14,3,5,Premium,68,0
600,601,46,84.06,29,23,2,Standard,47,0
601,602,62,65.33,18,21,4,Standard,94,0
602,603,35,39.81,22,10,5,Premium,19,1
603,604,40,90.52,6,26,3,Premium,55,0
604,605,24,10.67,17,13,3,Basic,78,0
605,606,33,86.6,8,16,0,Standard,69,0
606,607,57,32.45,18,28,2,Basic,82,0
607,608,37,98.54,36,24,1,Premium,62,0
608,609,44,13.67,27,30,1,Premium,13,1
609,610,41,23.23,14,23,3,Premium,58,0
610,611,61,34.37,22,12,5,Premium,30,0
611,612,33,21.86,7,18,1,Premium,98,0
612,613,68,37.14,7,4,5,Basic,17,1
613,614,38,62.54,21,20,1,Standard,29,1
614,615,67,21.51,3,25,2,Basic,72,1
615,616,63,73.38,4,23,4,Basic,33,1
616,617,62,49.61,1,13,0,Basic,62,0
617,618,48,70.23,35,4,1,Standard,64,0
618,619,61,46.03,10,27,0,Basic,66,0
619,620,51,58.8,15,16,4,Premium,37,0
620,621,18,25.29,15,22,4,Standard,99,1
621,622,33,83.76,33,15,3,Standard,70,0
622,623,60,75.01,29,10,3,Standard,96,0
623,624,49,30.19,32,19,3,Premium,4,1
624,625,46,30.92,30,18,5,Standard,10,1
625,626,25,30.61,33,20,5,Basic,48,0
626,627,47,23.52,35,21,1,Basic,68,0
627,628,31,59.77,18,9,1,Standard,19,1
628,629,44,27.2,17,24,4,Standard,95,1
629,630,56,49.82,30,12,2,Standard,87,0
630,631,22,23.97,32,7,4,Basic,54,1
631,632,63,62.01,25,7,5,Basic,75,0
632,633,53,15.74,12,25,3,Basic,49,0
633,634,51,83.91,23,22,5,Basic,66,0
634,635,64,40.82,6,7,3,Premium,76,0
635,636,27,19.01,10,2,0,Premium,24,1
636,637,24,54.87,21,22,3,Premium,65,0
637,638,55,90.99,24,19,2,Basic,70,0
638,639,53,56.99,4,21,0,Standard,13,1
639,640,32,65.64,22,20,0,Basic,97,0
640,641,36,76.47,12,16,2,Standard,61,0
641,642,70,12.92,11,15,2,Premium,38,0
642,643,49,83.69,7,2,2,Premium,70,0
643,644,31,14.79,8,2,5,Basic,46,1
644,645,70,19.3,9,5,5,Premium,1,1
645,646,23,18.86,33,12,1,Basic,68,0
646,647,37,96.38,18,26,2,Standard,89,0
647,648,63,57.84,27,23,5,Premium,94,0
648,649,62,10.12,33,12,2,Premium,32,0
649,650,31,92.36,7,3,4,Standard,57,0
650,651,70,96.38,22,7,0,Basic,1,1
651,652,67,97.38,10,13,2,Standard,91,0
652,653,45,45.3,36,30,1,Premium,60,0
653,654,42,38.88,11,12,4,Standard,29,1
654,655,51,69.95,31,3,2,Standard,29,1
655,656,22,38.65,23,10,4,Standard,14,1
656,657,62,60.27,21,27,0,Standard,96,0
657,658,30,19.04,14,21,2,Premium,61,0
658,659,45,35.58,9,27,3,Premium,9,1
659,660,31,92.06,13,3,0,Basic,94,0
660,661,32,11.85,27,25,3,Basic,73,0
661,662,19,55.32,26,20,3,Premium,26,1
662,663,24,26.03,26,18,0,Basic,77,0
663,664,41,86.51,25,10,1,Premium,5,1
664,665,24,57.18,27,15,1,Premium,80,0
665,666,54,96.59,14,28,3,Premium,11,1
666,667,21,56.69,16,12,4,Basic,10,1
667,668,21,36.14,34,9,4,Basic,26,1
668,669,69,21.32,6,12,2,Basic,5,1
669,670,21,11.11,26,28,1,Basic,64,0
670,671,56,52.53,26,11,0,Basic,17,1
671,672,62,62.79,2,26,4,Premium,100,1
672,673,22,24.4,18,29,2,Basic,53,0
673,674,48,40.4,13,12,0,Basic,35,0
674,675,28,44.26,30,22,3,Basic,97,0
675,676,24,41.66,33,28,3,Standard,74,0
676,677,56,63.6,20,12,1,Premium,0,1
677,678,49,57.12,22,7,0,Premium,88,0
678,679,65,55.1,13,19,2,Basic,78,0
679,680,50,34.09,1,28,0,Premium,53,1
680,681,58,82.23,18,3,2,Standard,38,0
681,682,42,98.02,6,6,0,Premium,38,0
682,683,43,79.08,10,10,3,Standard,0,1
683,684,44,18.61,11,6,4,Basic,69,1
684,685,47,97.98,3,9,2,Basic,19,1
685,686,23,70.37,9,6,2,Standard,49,0
686,687,30,17.56,32,11,5,Standard,5,1
687,688,21,97.22,24,12,4,Basic,54,0
688,689,37,65.57,3,18,3,Standard,74,1
689,690,54,12.24,3,19,5,Standard,23,1
690,691,19,30.21,26,4,3,Standard,98,0
691,692,23,56.74,30,0,3,Premium,57,0
692,693,61,94.92,17,0,2,Premium,9,1
693,694,61,14.55,21,15,0,Standard,87,0
694,695,33,50.75,24,25,5,Standard,16,1
695,696,30,18.15,34,15,2,Standard,97,0
696,697,61,47.24,30,4,2,Premium,20,1
697,698,26,22.27,19,15,5,Standard,55,1
698,699,56,84.49,28,26,2,Premium,78,0
699,700,49,37.83,33,30,2,Basic,61,0
700,701,24,78.97,19,13,1,Premium,35,0
701,702,59,20.19,17,19,2,Basic,95,0
702,703,25,96.48,1,18,3,Basic,74,1
703,704,66,60.47,12,1,0,Basic,51,0
704,705,57,31.33,32,19,1,Standard,85,0
705,706,31,82.19,1,21,3,Premium,53,1
706,707,26,61.96,8,25,5,Basic,48,0
707,708,63,31.85,21,30,1,Premium,17,1
708,709,39,69.51,3,29,3,Basic,13,1
709,710,24,66.96,27,30,3,Premium,56,0
710,711,29,96.55,30,26,5,Standard,81,0
711,712,27,74.67,19,0,2,Premium,66,0
712,713,51,69.76,26,16,3,Basic,28,1
713,714,30,38.06,3,15,4,Standard,79,0
714,715,69,79.86,15,4,1,Premium,90,0
715,716,65,17.84,3,15,5,Standard,4,1
716,717,68,20.54,35,6,5,Premium,85,1
717,718,54,26.26,20,30,2,Standard,9,1
718,719,20,64.62,10,27,0,Premium,56,0
719,720,45,27.22,13,25,3,Standard,73,0
720,721,45,10.01,2,15,3,Premium,45,0
721,722,54,62.46,27,20,5,Standard,20,1
722,723,33,35.55,1,29,2,Basic,49,1
723,724,59,67.49,26,8,4,Standard,9,1
724,725,56,53.2,5,21,1,Standard,39,1
725,726,58,87.7,18,28,3,Basic,43,0
726,727,39,12.12,7,3,5,Basic,91,1
727,728,68,61.03,8,3,4,Standard,7,1
728,729,67,52.67,11,29,5,Standard,90,0
729,730,49,70.76,12,4,0,Standard,77,0
730,731,26,61.23,18,13,2,Premium,89,0
731,732,62,96.28,24,20,5,Standard,94,0
732,733,52,32.64,31,29,0,Standard,69,0
733,734,26,70.59,9,2,4,Standard,31,0
734,735,20,81.41,19,11,3,Basic,90,0
735,736,34,57.23,26,12,5,Premium,53,0
736,737,58,35.25,30,5,0,Standard,80,0
737,738,29,41.64,34,8,3,Basic,76,0
738,739,28,50.92,4,22,5,Premium,26,1
739,740,30,19.77,25,11,0,Standard,58,0
740,741,36,38.69,1,8,3,Premium,76,0
741,742,69,16.27,10,23,0,Basic,24,1
742,743,43,50.61,9,12,3,Standard,12,1
743,744,22,31.46,30,26,2,Premium,33,0
744,745,70,61.08,15,26,3,Standard,21,1
745,746,19,87.91,36,20,0,Premium,47,0
746,747,23,27.85,23,17,5,Premium,37,1
747,748,20,44.27,3,7,4,Standard,97,0
748,749,20,21.87,20,23,1,Standard,11,1
749,750,62,53.81,28,30,4,Standard,43,0
750,751,61,52.14,27,3,1,Premium,43,0
751,752,57,53.12,22,5,3,Standard,92,0
752,753,67,98.92,9,23,5,Standard,68,0
753,754,36,12.1,30,16,0,Basic,42,0
754,755,34,41.47,18,13,0,Standard,72,0
755,756,35,68.95,11,7,0,Basic,69,0
756,757,65,27.51,14,9,0,Premium,16,1
757,758,38,74.52,18,10,2,Premium,75,0
758,759,62,21.49,16,19,3,Premium,20,1
759,760,32,50.51,21,14,1,Standard,81,0
760,761,38,70.18,35,21,4,Standard,43,0
761,762,51,20.5,29,4,1,Standard,2,1
762,763,27,92.65,36,10,3,Basic,8,1
763,764,26,41.85,11,20,5,Standard,53,0
764,765,67,89.06,8,4,4,Standard,99,0
765,766,42,75.6,14,23,1,Standard,54,0
766,767,43,25.68,3,16,3,Standard,5,1
767,768,52,93.36,8,22,2,Standard,55,0
768,769,49,38.37,24,29,3,Premium,68,0
769,770,53,54.1,26,13,1,Basic,3,1
770,771,36,74.7,30,12,1,Premium,68,0
771,772,23,93.58,31,15,0,Basic,41,0
772,773,62,38.39,32,3,0,Basic,16,1
773,774,41,88.76,28,26,5,Premium,96,0
774,775,51,23.15,34,2,5,Basic,82,1
775,776,66,89.36,22,16,2,Basic,27,1
776,777,48,82.16,2,19,4,Basic,58,1
777,778,52,39.51,2,10,5,Standard,21,1
778,779,47,35.95,12,12,3,Basic,41,0
779,780,30,77.64,12,2,0,Premium,60,0
780,781,60,39.12,25,13,2,Standard,43,0
781,782,25,77.14,2,22,4,Basic,16,1
782,783,69,69.25,17,12,5,Premium,3,1
783,784,22,63.8,15,9,2,Premium,55,0
784,785,61,35.41,6,16,1,Standard,77,0
785,786,61,67.9,20,3,0,Standard,53,0
786,787,18,56.66,14,0,1,Basic,4,1
787,788,18,12.46,18,25,2,Standard,88,0
788,789,56,92.07,28,12,1,Basic,55,0
789,790,67,53.97,10,2,0,Basic,87,0
790,791,27,89.01,17,28,1,Basic,22,1
791,792,38,11.52,11,0,2,Premium,54,0
792,793,26,80.52,26,21,5,Basic,50,0
793,794,66,95.86,25,28,4,Premium,24,1
794,795,24,40.39,6,23,5,Premium,3,1
795,796,70,64.41,1,1,5,Standard,66,0
796,797,38,10.17,11,26,4,Basic,32,1
797,798,62,42.81,13,0,1,Premium,83,0
798,799,19,43.3,23,21,3,Basic,63,0
799,800,59,91.93,23,22,4,Premium,87,0
800,801,22,40.24,1,19,0,Standard,20,1
801,802,46,79.22,35,2,1,Premium,13,1
802,803,19,89.5,6,10,0,Standard,36,0
803,804,37,90.42,2,1,3,Standard,83,0
804,805,64,49.12,4,25,0,Standard,20,1
805,806,48,96.75,15,7,1,Premium,57,0
806,807,20,97.62,25,11,1,Basic,34,0
807,808,34,84.24,36,13,4,Standard,3,1
808,809,65,90.36,11,21,0,Standard,87,0
809,810,32,17.61,29,22,5,Basic,60,1
810,811,40,48.78,21,22,3,Premium,53,0
811,812,34,44.67,17,7,3,Basic,98,0
812,813,29,27.93,27,1,0,Premium,57,0
813,814,32,39.32,6,27,4,Basic,91,0
814,815,38,33.24,30,25,1,Premium,1,1
815,816,49,67.5,21,7,5,Basic,41,0
816,817,28,38.09,17,6,5,Standard,89,0
817,818,58,36.86,21,6,1,Basic,19,1
818,819,32,25.41,11,8,4,Standard,47,1
819,820,56,32.22,21,25,1,Standard,62,0
820,821,29,63.64,12,3,0,Premium,80,0
821,822,31,67.01,13,8,1,Basic,43,0
822,823,64,48.08,22,13,1,Standard,57,0
823,824,18,72.84,18,14,1,Standard,11,1
824,825,58,24.88,2,18,4,Basic,45,1
825,826,25,59.79,16,27,0,Basic,20,1
826,827,30,70.04,17,7,3,Premium,29,1
827,828,19,67.21,29,18,5,Standard,42,0
828,829,36,57.3,35,19,1,Standard,71,0
829,830,62,21.04,28,6,3,Premium,50,0
830,831,21,16.1,25,29,2,Standard,11,1
831,832,64,39.6,20,30,4,Standard,76,0
832,833,20,47.97,15,14,0,Premium,18,1
833,834,40,28.2,5,23,0,Premium,70,1
834,835,44,32.13,4,15,5,Premium,72,0
835,836,36,10.14,23,4,2,Standard,76,0
836,837,52,24.82,17,30,2,Standard,18,1
837,838,27,14.15,15,2,5,Basic,19,1
838,839,69,54.33,4,16,3,Basic,64,1
839,840,61,73.8,18,11,2,Standard,10,1
840,841,21,82.15,23,17,3,Premium,91,0
841,842,30,68.13,15,15,1,Standard,92,0
842,843,59,34.04,24,21,1,Premium,15,1
843,844,56,45.13,34,9,0,Standard,35,0
844,845,66,54.56,5,5,4,Basic,84,0
845,846,65,36.45,4,1,5,Standard,19,1
846,847,47,62.81,35,13,2,Basic,22,1
847,848,39,54.42,29,5,1,Basic,63,0
848,849,19,81.5,13,17,0,Basic,13,1
849,850,44,91.17,13,4,4,Basic,12,1
850,851,70,44.4,7,29,0,Premium,67,0
851,852,49,89.0,30,18,5,Premium,1,1
852,853,45,58.4,9,11,2,Premium,87,0
853,854,26,33.7,26,30,2,Premium,68,0
854,855,35,89.01,26,24,4,Standard,0,1
855,856,42,93.47,23,22,2,Premium,73,0
856,857,24,91.28,6,26,5,Standard,85,0
857,858,64,50.1,9,7,5,Standard,18,1
858,859,24,58.48,23,1,5,Premium,28,1
859,860,44,24.07,11,19,1,Premium,28,1
860,861,29,94.41,24,3,4,Premium,16,1
861,862,41,13.2,22,6,0,Premium,89,0
862,863,65,84.14,23,23,0,Basic,6,1
863,864,30,28.29,9,28,5,Standard,43,1
864,865,49,38.21,18,17,2,Premium,78,0
865,866,49,74.29,28,16,3,Basic,36,0
866,867,34,15.95,20,11,0,Standard,76,0
867,868,57,79.67,26,10,2,Standard,8,1
868,869,47,14.76,21,18,2,Premium,8,1
869,870,65,84.57,12,1,2,Premium,45,0
870,871,41,55.17,33,2,0,Basic,50,0
871,872,63,92.62,2,6,4,Standard,44,0
872,873,54,60.25,15,27,2,Basic,36,0
873,874,66,29.66,2,6,1,Basic,27,1
874,875,43,31.18,26,28,2,Basic,25,1
875,876,43,52.13,33,12,0,Premium,68,0
876,877,55,99.28,23,19,1,Premium,56,0
877,878,35,42.77,17,13,4,Basic,29,1
878,879,36,83.07,20,20,3,Standard,30,0
879,880,63,61.78,2,13,1,Premium,37,0
880,881,40,94.46,13,8,5,Premium,76,0
881,882,20,77.54,4,21,0,Basic,65,1
882,883,55,11.63,27,25,4,Premium,38,1
883,884,64,18.77,11,20,4,Basic,14,1
884,885,44,25.26,10,18,2,Basic,38,0
885,886,27,53.96,15,23,3,Premium,13,1
886,887,58,83.97,33,4,5,Premium,37,0
887,888,68,87.9,17,27,0,Standard,93,0
888,889,19,57.22,8,24,1,Basic,94,0
889,890,45,65.24,28,12,5,Standard,39,0
890,891,53,30.65,34,29,2,Premium,11,1
891,892,62,17.19,30,28,2,Premium,33,0
892,893,60,16.25,20,22,2,Premium,59,0
893,894,63,19.54,33,9,4,Standard,60,1
894,895,30,38.01,14,5,4,Premium,47,0
895,896,24,42.76,31,18,5,Basic,39,0
896,897,65,87.8,9,2,0,Basic,23,1
897,898,34,93.87,8,15,1,Basic,0,1
898,899,37,24.05,3,26,5,Premium,2,1
899,900,70,74.48,28,11,0,Standard,43,0
900,901,58,60.98,24,17,2,Basic,79,0
901,902,65,60.77,25,28,1,Standard,6,1
902,903,67,57.72,31,13,5,Premium,73,0
903,904,49,17.97,29,19,1,Standard,12,1
904,905,20,24.63,5,16,2,Premium,55,1
905,906,32,40.68,29,18,0,Basic,47,0
906,907,30,46.97,28,20,5,Standard,98,0
907,908,26,11.83,26,19,1,Standard,67,0
908,909,42,13.32,3,24,0,Premium,73,1
909,910,69,18.43,26,24,2,Basic,26,1
910,911,31,15.91,20,5,0,Premium,47,0
911,912,27,93.94,10,26,5,Premium,87,0
912,913,56,29.72,18,17,1,Premium,62,0
913,914,36,96.45,17,26,4,Standard,16,1
914,915,27,16.58,26,14,4,Basic,12,1
915,916,59,84.67,19,29,5,Basic,76,0
916,917,64,63.13,7,27,1,Premium,56,0
917,918,53,45.98,14,16,5,Basic,94,0
918,919,20,56.0,1,21,0,Premium,44,1
919,920,58,99.41,33,30,5,Premium,16,1
920,921,41,23.29,23,23,2,Basic,58,0
921,922,54,50.55,5,28,3,Standard,32,1
922,923,30,99.09,3,12,5,Standard,57,0
923,924,52,67.98,10,1,2,Standard,66,0
924,925,46,99.14,13,3,5,Premium,7,1
925,926,66,20.17,29,8,0,Premium,40,0
926,927,31,23.7,4,16,0,Premium,100,1
927,928,54,35.62,19,8,4,Premium,56,0
928,929,61,66.82,20,28,5,Standard,34,0
929,930,28,38.01,30,14,2,Premium,6,1
930,931,33,66.64,2,14,2,Basic,77,0
931,932,60,14.55,10,5,0,Standard,47,0
932,933,54,30.05,16,16,3,Standard,56,0
933,934,56,49.8,13,9,4,Basic,7,1
934,935,48,52.55,2,22,0,Standard,46,1
935,936,61,50.99,21,1,2,Basic,51,0
936,937,39,57.97,17,21,0,Premium,17,1
937,938,21,47.6,7,7,4,Basic,16,1
938,939,30,91.31,17,8,3,Standard,32,0
939,940,36,82.57,17,22,2,Standard,22,1
940,941,35,48.06,34,25,1,Basic,21,1
941,942,48,83.99,7,25,1,Premium,76,0
942,943,56,80.61,27,2,0,Premium,45,0
943,944,38,58.35,25,9,3,Standard,18,1
944,945,35,61.02,27,27,5,Premium,16,1
945,946,63,53.13,26,3,1,Premium,41,0
946,947,67,59.53,18,24,2,Premium,63,0
947,948,50,55.91,4,14,0,Premium,68,0
948,949,68,34.85,31,25,5,Premium,97,0
949,950,22,40.55,12,29,5,Basic,63,0
950,951,53,97.69,21,1,3,Basic,38,0
951,952,40,97.54,18,6,1,Basic,10,1
952,953,69,16.7,24,17,3,Premium,7,1
953,954,21,85.64,27,4,2,Premium,86,0
954,955,57,86.03,8,26,4,Standard,70,0
955,956,70,69.21,1,6,4,Standard,30,0
956,957,45,92.04,14,28,0,Premium,86,0
957,958,39,94.42,13,16,1,Basic,52,0
958,959,57,42.22,22,11,2,Standard,50,0
959,960,39,93.99,25,6,5,Premium,66,0
960,961,36,44.85,5,2,3,Basic,12,1
961,962,41,47.74,27,11,1,Basic,29,1
962,963,68,58.88,34,3,2,Standard,59,0
963,964,33,91.15,12,21,3,Standard,98,0
964,965,43,38.58,17,13,5,Standard,19,1
965,966,32,69.76,12,12,1,Standard,24,1
966,967,50,46.17,8,17,1,Basic,77,0
967,968,42,69.3,30,18,4,Standard,61,0
968,969,22,85.02,12,12,2,Standard,89,0
969,970,34,39.59,33,30,5,Standard,84,0
970,971,59,31.31,1,23,2,Premium,20,1
971,972,53,89.19,25,8,4,Basic,60,0
972,973,36,45.73,31,5,0,Premium,56,0
973,974,22,72.76,13,23,0,Basic,41,0
974,975,41,63.6,29,10,3,Standard,33,0
975,976,68,83.1,32,2,0,Premium,30,0
976,977,43,14.59,4,13,2,Standard,11,1
977,978,58,20.88,11,8,5,Premium,25,1
978,979,46,50.68,9,26,0,Basic,22,1
979,980,31,26.14,29,30,2,Standard,53,0
980,981,33,55.18,26,15,5,Premium,60,0
981,982,68,39.07,12,30,1,Basic,79,0
982,983,26,74.76,5,11,0,Standard,57,0
983,984,69,80.88,30,7,5,Standard,0,1
984,985,46,72.36,28,22,0,Standard,69,0
985,986,21,32.32,17,28,2,Premium,37,0
986,987,18,37.17,8,24,0,Premium,40,0
987,988,35,14.02,27,0,1,Premium,42,0
988,989,63,83.33,28,19,3,Standard,54,0
989,990,65,55.47,29,1,3,Basic,2,1
990,991,31,36.93,16,21,0,Basic,40,0
991,992,27,70.82,19,14,3,Basic,68,0
992,993,30,96.32,31,16,3,Standard,57,0
993,994,26,17.43,20,16,3,Basic,41,0
994,995,37,77.32,33,10,2,Standard,75,0
995,996,22,49.21,28,21,4,Basic,54,0
996,997,63,38.73,9,10,1,Premium,36,0
997,998,29,49.24,5,7,5,Premium,28,1
998,999,47,28.16,28,3,4,Standard,52,1
999,1000,49,27.35,2,29,3,Standard,97,1
