,Lines of Code,Cyclomatic Complexity,Number of Functions,Number of Classes,Function Complexity,Class Inheritance,Test Case Count,Developer Experience,label
421,475,28,2,5,0.870370447223755,4.0258734484404295,24,8,1
422,285,25,27,15,9.760084945046929,4.991786829472062,1,1,1
423,171,25,3,13,0.6919293142562433,1.5614053868039606,43,8,1
424,334,14,1,10,6.59001813596162,4.8315049698553425,21,7,0
425,224,28,47,14,4.258931357959689,2.525155828323404,18,8,1
426,187,19,14,6,3.3068126901451866,4.405653212336763,43,8,1
427,301,13,25,9,7.949939618909138,4.531021031646322,4,6,1
428,448,18,42,7,9.083551763174238,3.1350751262361642,47,1,1
429,144,17,5,17,8.062948269224412,1.081947272564886,14,0,1
430,106,6,8,4,3.0717653120659714,3.5137119590716552,22,9,1
431,54,23,15,14,7.204409356485741,1.4903474394144345,11,6,1
432,289,22,48,10,0.13523128241186066,1.1521013477511055,35,1,1
433,425,8,35,5,9.711258404002427,2.645238245331468,34,1,1
434,83,10,15,1,8.20268491703259,4.280765905639058,10,2,1
435,238,22,2,14,6.430674573395559,3.4661932490180973,0,9,1
436,88,26,31,9,1.9186953191911793,3.816620765694016,19,2,1
437,87,9,34,9,5.931810968712853,3.993103504094942,10,4,1
438,489,28,7,7,4.525853486367229,4.6020488327519695,38,4,1
439,53,9,45,5,9.596179333760995,4.226220143453935,20,4,1
440,60,23,20,19,8.752154501701337,3.479685868054086,39,4,1
441,199,23,8,2,9.815797716648895,2.1124152982795943,29,5,1
442,164,23,7,18,3.9704564453274105,3.2189173405455396,7,4,1
443,185,18,3,10,6.6382988046256255,1.6493242327867463,49,0,1
444,365,28,39,12,4.741269254950993,4.837354750087687,15,1,1
445,444,15,18,13,7.599658753141918,4.844646263601478,15,5,1
446,291,18,6,4,1.4229607451499993,0.11697495812382053,34,5,1
447,253,24,31,3,0.32300322141438187,0.2729604187389345,20,5,1
448,200,18,5,4,8.615653672244221,0.08581128868428434,2,4,1
449,213,26,22,5,1.7757174461969238,0.2840668390232626,45,0,1
450,472,17,40,7,0.575754460774589,2.6779097370569014,3,6,1
451,280,29,30,14,5.562434199321213,1.1572334040633843,25,8,1
452,315,15,3,12,0.0033210415526041537,3.3289974843414187,44,4,1
453,306,12,30,13,7.166910640007391,2.5932415635672825,10,4,1
454,314,15,37,7,6.7378839969459525,0.3743177085213506,10,6,1
455,305,13,38,18,7.671143792672645,1.4676048241792061,9,1,1
456,428,28,7,12,8.772267066534354,3.4550472213993046,49,3,1
457,302,22,23,4,5.956180539339567,1.646090790603233,5,2,1
458,50,12,27,8,7.742878917545712,3.1291685648250493,31,1,1
459,400,12,38,3,6.279181640909453,3.457516603418416,5,4,1
460,333,5,9,1,0.3238128255215478,0.583640060678503,7,5,1
461,435,5,15,13,8.855261007620928,0.9360554574844465,37,4,1
462,64,17,39,11,0.016124687589147424,3.382693707456241,32,6,1
463,170,14,41,9,9.980700428627852,4.0670792571003265,21,3,1
464,467,18,30,19,8.859568465920358,0.6656346329626561,1,7,1
465,205,8,10,16,1.0712616343789416,3.968669770676996,36,7,0
466,290,13,25,4,4.59588643773982,3.210233865590411,25,0,1
467,442,27,16,4,7.87483565522777,0.8784036980668841,13,9,1
468,317,26,31,2,8.036054176168303,4.637793471676227,10,6,1
469,308,11,26,8,6.159438663612432,3.8180607152127592,31,2,1
470,231,14,23,12,8.91581233804877,0.5395724129287588,42,9,1
471,202,16,8,15,4.493612862265241,3.517731584820172,42,1,1
472,182,18,28,3,6.557810324254118,4.305609590273864,15,5,1
473,461,9,26,17,2.2029705853994566,4.51051373002947,9,5,1
474,294,10,39,2,1.3553793789006263,1.6137542241799696,10,2,1
475,330,5,8,11,1.420324107441786,2.575475249510595,8,7,0
476,216,21,33,2,1.5284454910793588,0.30762911962962936,28,0,1
477,198,24,31,7,6.6615424218055,3.253064652032447,35,2,1
478,97,15,44,4,6.839875791940439,4.522322547191048,43,6,1
479,313,22,13,12,1.5444893712077068,1.7556591687405128,40,1,1
480,261,27,33,8,9.975662317840923,1.379298402350178,6,7,1
481,267,8,32,7,8.92385351214223,1.37633849373964,27,0,1
482,352,19,25,2,5.378934955410099,3.838672101924004,32,9,1
483,54,12,43,6,4.390502893080351,3.3602806917778816,21,5,1
484,262,20,47,17,7.299921447228284,4.396547074351024,21,6,1
485,383,27,22,18,0.8819899393953945,2.079711724196653,21,1,1
486,87,26,10,3,5.0642572140360445,1.7567109888863959,0,2,1
487,245,13,9,9,0.2454620393046547,2.9422598918621508,39,3,0
488,379,10,12,2,5.019245970247152,0.9826816925869936,2,1,1
489,380,21,5,1,2.327835413774525,2.6907006667015434,39,5,1
490,378,8,36,16,5.916575485453912,3.618870503876787,13,7,1
491,199,14,29,4,9.208936211823824,1.8813578185500064,8,0,1
492,463,21,26,8,5.813523481987549,1.3159600903293156,26,2,1
493,142,24,1,2,8.507495296687441,1.2115331604436208,13,5,1
494,477,28,16,1,4.289834360371538,3.7520949995321273,40,9,1
495,108,17,48,5,2.8279142530959342,2.564170342383621,45,4,1
496,445,27,6,12,1.6885665583323017,3.6215999261013083,29,8,1
497,53,14,21,15,1.362477147735549,1.3380914709532898,29,4,1
498,63,12,15,7,3.1677391993701165,4.275668293083963,25,4,1
499,301,14,41,15,7.061443406447049,3.082959605403885,33,0,1
500,219,22,4,9,9.92316195926927,2.0130424650811483,41,1,1
501,263,15,32,8,3.481380005738904,0.22307469105944278,30,7,1
502,299,29,25,8,6.152282925499123,4.4064323003420265,7,5,1
503,59,17,15,7,1.6659268443634079,4.459296238463147,28,3,1
504,117,19,6,9,5.881550317412611,4.230379257410039,34,9,1
505,419,19,40,10,8.266557787642284,4.675352601322375,15,2,1
506,103,11,41,12,4.89421942799397,3.3112693424243744,9,5,1
507,198,24,1,16,9.328068652837521,2.9431345024431916,0,0,1
508,221,18,35,7,6.570351234444384,0.37299318194858877,17,1,1
509,489,5,17,18,9.440680104907518,3.4378758920159527,8,0,1
510,326,9,43,19,8.317175015109243,2.847837356783282,35,3,1
511,229,19,9,10,0.4021338736618474,0.44782966152534964,7,5,1
512,75,18,36,11,6.592181766896435,0.39197018467920675,38,5,1
513,84,28,43,9,3.048970976883595,1.3879721338072821,32,1,1
514,349,16,25,16,0.28231999771351046,3.6602348121078423,11,8,1
515,129,9,18,8,9.431743272510447,4.419661927261575,27,3,1
516,306,10,35,4,2.194231408326278,1.9909047274347635,25,1,1
517,279,13,28,18,5.685064612302152,4.463676621545604,1,2,1
518,97,11,35,2,6.682003791514792,0.011374316594784384,40,9,1
519,451,7,38,13,6.5779260679119105,1.215925510084908,43,1,1
520,216,23,18,3,3.7139902881263556,4.688021223270795,7,2,1
521,141,10,43,17,5.155879134066189,3.395380889399396,36,0,1
522,82,10,1,7,2.8273932032210625,4.985310124146277,23,6,0
523,273,11,38,4,2.704443770074807,0.8290644253712287,4,9,1
524,63,8,44,12,5.679719174834737,4.000110226305534,6,8,1
525,156,21,28,19,9.109809458013649,4.7817567213636325,21,8,1
526,177,28,24,7,1.1211056254355956,2.6365545338093006,28,6,1
527,240,13,48,17,3.5486517701399753,1.3606365574912576,34,9,1
528,395,20,27,12,2.930077691571231,1.9450347507031012,30,4,1
529,81,15,12,2,2.9610347747138377,1.9738441383938192,40,2,1
530,425,25,21,8,1.4061768117402618,4.039533230806838,25,1,1
531,57,10,43,10,1.4502762622811072,0.8401562988408467,4,1,1
532,115,20,10,8,4.476134925047236,3.7181558357286693,42,5,1
533,147,8,17,4,6.525772628728416,3.581647600371368,33,4,1
534,370,23,20,13,9.679145499422635,2.4363629812709204,24,9,1
535,308,28,18,3,0.24386501600388133,4.8959347694020625,47,4,1
536,73,9,25,5,2.789996765055495,4.2154162353718325,48,7,1
537,119,8,9,5,6.895862001256271,2.311965881953647,25,0,1
538,334,29,9,13,2.212070336264934,0.7445460022418882,24,8,1
539,284,11,7,5,8.57081969697662,4.45578228745714,29,6,1
540,195,27,29,8,4.233489897206207,3.2592682313284147,4,2,1
541,402,29,16,1,5.8928722683478245,0.37258638234643315,5,6,1
542,472,19,19,18,4.227384017269353,3.610797430430326,3,0,1
543,408,6,35,2,8.04120848219113,1.6199263158993866,44,3,1
544,410,22,40,4,9.436705006536837,4.18810257190591,31,2,1
545,430,27,45,1,2.6238364658805757,2.043384648497495,39,3,1
546,323,7,35,13,1.4399129732854432,4.672631052086918,38,5,1
547,57,14,40,19,9.920850377150318,4.082847205652201,8,6,1
548,123,25,33,3,8.944640401082351,1.1474780032901482,3,3,1
549,181,15,6,16,4.250885781465346,2.291584208590737,26,8,1
550,445,12,2,8,2.0606363291622687,3.057200352254857,24,3,0
551,478,7,21,13,2.418273831700155,2.2097800240018284,29,0,1
552,83,5,49,18,6.228878100641836,1.945079181615883,45,3,1
553,104,25,47,13,0.30974664833464893,2.9540811512491807,49,4,1
554,306,20,6,19,7.968481703187601,0.2821710540161143,23,5,1
555,213,27,46,1,6.015325188647742,3.1956643130855813,36,5,1
556,336,23,1,8,3.35758224423257,4.627101658802441,48,5,1
557,419,6,9,13,1.178162560780428,4.619881835278483,43,2,0
558,141,10,33,11,3.034049610665812,4.064784943206598,48,7,1
559,338,23,28,17,1.8507627882100641,2.374368840622939,24,6,1
560,206,14,8,18,2.931096056359319,1.1243737101324243,35,4,0
561,414,26,24,6,1.1751034265840132,2.4775401130835997,29,5,1
562,279,24,48,3,8.85780849191845,4.306793694443923,37,7,1
563,410,11,43,2,2.592574976857801,3.0606467617001822,0,3,1
564,103,22,29,4,2.728550947165309,3.5445874573495297,41,0,1
565,425,24,46,18,8.76814612386305,0.04139962907997896,45,3,1
566,371,14,35,17,9.515942068515894,1.0240846632226193,40,6,1
567,294,29,40,1,3.4321870952265785,4.060228260394715,24,2,1
568,250,28,29,19,3.7400200131762795,1.9400665312059362,39,1,1
569,51,11,49,16,7.5374373850796985,0.08070977858585904,11,2,1
570,154,18,10,19,7.530401242184802,3.5683636448517815,37,0,1
571,121,14,26,3,1.2629194951890577,3.5428661684473455,46,3,1
572,160,21,16,5,6.970819455172329,3.8477151887106213,45,3,1
573,381,12,7,11,1.0024483618889024,2.43038791434673,43,1,0
574,127,21,15,4,6.790418577834942,2.089049100724354,2,3,1
575,479,18,46,14,2.262152109262848,2.9717820542484628,5,5,1
576,154,19,18,11,5.451450332149003,0.8693613756957747,43,5,1
577,416,10,13,19,6.267878847068509,4.240250631963421,14,1,0
578,416,26,38,2,4.137281357268218,3.646310598957894,39,4,1
579,228,27,24,18,8.09360827048883,1.0061274039285584,26,8,1
580,134,11,4,16,0.22600322098832337,4.894327667587393,47,4,0
581,59,9,39,14,3.3742699979745137,2.2863899281723294,14,6,1
582,180,6,37,2,8.366227685754938,3.398710056829609,41,6,1
583,275,28,17,1,9.179670663717237,3.751487197279137,4,2,1
584,146,8,47,15,7.172150234132935,3.7783071999811124,40,9,1
585,189,14,23,10,2.06950542500726,0.7538831688996361,13,2,1
586,120,25,25,1,9.841275712980284,1.876001397573333,17,2,1
587,57,17,14,17,8.541851662618772,0.9995186824939067,8,9,0
588,353,19,25,3,5.7080519647592745,4.719643081818799,43,8,1
589,93,14,38,10,5.893904496542902,1.8586250945683176,40,4,1
590,284,9,32,6,3.522260401293776,4.287680092855808,41,1,1
591,363,5,33,10,5.949227145916437,3.371357173023987,46,7,1
592,280,24,17,7,2.5242592498089076,0.3131358788182942,37,0,1
593,405,27,44,6,7.717660174548771,4.030834892502116,20,6,1
594,382,7,24,1,8.160288165475473,1.8329626369751035,8,9,1
595,89,20,34,8,1.7342693257763386,2.7633779621778847,16,8,1
596,328,16,4,19,6.852910280226565,0.5263692267064052,47,0,1
597,334,6,39,17,4.153178985626246,4.613407279333353,1,7,1
598,441,14,12,15,0.035951262401969775,2.2805440400774035,47,4,0
599,169,5,45,5,6.077111771293486,1.228591725321434,17,5,1
600,197,26,19,16,4.020491339208544,3.596585236556659,39,6,1
601,379,24,26,4,1.0419261784666745,4.800686590185195,19,4,1
602,147,24,20,15,9.637595778604053,1.0912213919741665,14,5,1
603,171,26,19,1,0.17425261921062085,0.09843089402962746,14,8,1
604,113,27,17,8,1.9100902964052802,3.5500488817739964,4,1,1
605,389,25,45,10,4.340376681982293,3.2566752561953467,20,4,1
606,366,11,18,10,0.9081545490802156,2.7696255867104655,1,7,1
607,314,6,32,18,5.819170311151284,4.592961423861313,6,0,1
608,113,9,41,14,7.8153008239744555,4.2176435717085585,30,2,1
609,463,9,17,10,1.815237835177168,1.4901759710510358,24,3,1
610,140,22,21,17,2.8046943608353505,1.6663485801966194,8,7,1
611,258,21,46,13,0.19295235275119227,3.4384846935525584,6,2,1
612,294,18,38,14,1.3398357277281292,0.9338951580486576,1,0,1
613,370,28,20,3,8.327806756281127,4.588416575101194,22,9,1
614,262,6,24,19,4.645480977776266,2.330208669984307,33,0,1
615,311,10,44,9,1.1281330633811237,4.477939781050609,24,0,1
616,258,9,41,16,9.346533460704993,2.6700566439869577,0,8,1
617,408,20,42,8,2.7030611108508085,3.928055186863764,36,9,1
618,326,20,9,11,5.535087369810316,1.0286346646262101,36,5,1
619,113,29,25,6,4.565923948422078,0.44245302392913743,1,5,1
620,498,7,44,18,4.674410470326389,0.8165855956482143,24,7,1
621,118,26,31,19,4.529797188398819,2.8933164082737157,7,0,1
622,157,28,20,9,4.891169327829107,2.367497295419128,26,1,1
623,271,22,47,8,9.13919121378741,3.275524987549674,7,8,1
624,190,14,38,9,3.280073460122821,1.1771097899256473,45,4,1
625,347,21,49,15,1.8784230357277276,1.2159048543731736,32,3,1
626,436,7,43,9,9.16525693513011,0.755283151929364,14,7,1
627,93,10,16,1,2.093811520506467,0.1638564349299526,8,0,1
628,308,13,28,5,6.016862323131816,0.3792239598716246,41,5,1
629,91,16,2,8,6.109789596313162,2.701622819971063,7,3,0
630,323,10,14,16,5.684112052809636,2.2187445041592673,25,2,0
631,434,24,35,3,2.7638217272165577,2.489004193487464,41,5,1
632,298,7,25,6,6.734016958184315,1.0434258826965692,25,1,1
633,248,15,15,19,4.68139092922617,0.4036592637301173,25,1,1
634,402,13,10,5,6.340084394528978,2.481861404396189,22,7,1
635,145,24,12,5,9.639251432746876,2.948670828487967,23,3,1
636,144,23,32,2,5.260112893689564,1.2685247389112293,25,7,1
637,210,20,20,15,9.504288293523564,3.7252349942953042,49,5,1
638,346,14,27,4,4.120863567363882,0.6041739837083626,24,3,1
639,474,19,38,13,5.623457606955377,1.5899032936953028,10,2,1
640,490,20,6,3,1.767616936959957,1.5069028551067953,10,1,1
641,410,28,33,8,8.295252032728763,2.742894477410087,14,9,1
642,335,8,19,1,0.810032040298323,3.966665137135382,16,1,1
643,452,8,10,7,2.3183398704402935,3.720954669026671,4,5,1
644,415,19,3,10,0.08511693178618995,1.8869568436675166,43,8,1
645,192,8,11,4,9.877200585521837,4.979919305752997,30,0,1
646,267,11,28,11,4.5042927750938,3.416753559835838,44,3,1
647,100,16,5,18,4.278055532525241,3.7234123754359545,44,2,1
648,178,17,3,2,8.02746043830753,3.255451226366803,9,9,1
649,495,12,13,3,2.1690613896287303,0.7226356766409686,12,8,1
650,85,23,32,14,6.612189951198366,0.5506346241063287,30,5,1
651,364,19,20,3,9.672118304063797,2.657441427122302,9,6,1
652,200,28,10,6,0.6554362261125213,4.367926432894348,17,6,1
653,216,6,18,10,9.198092474450593,3.519507416057838,36,0,1
654,174,16,24,8,0.6793101508111254,0.48591033659173277,23,8,1
655,454,17,11,14,5.8675077406859355,0.7734089807332151,15,6,1
656,117,27,43,19,6.21409066869453,1.6982916334238385,27,9,1
657,456,18,43,7,9.29998717106741,2.5840995532467854,10,1,1
658,201,9,37,3,6.7186820468968635,3.5268876053617184,41,4,1
659,104,6,23,9,4.432438819217102,4.822952024322381,34,4,1
660,166,6,20,16,2.760368274996167,3.8174214928088674,45,2,1
661,367,12,29,17,0.6399227846055644,1.1311294194965087,31,9,1
662,460,29,10,3,9.098143601453238,1.3018266502324312,24,8,1
663,145,11,34,3,1.533501510945381,1.1558399054864248,23,1,1
664,302,9,12,18,2.6045167877105415,1.0376321570659948,48,6,0
665,61,27,34,6,7.764913941381226,0.8432107807973338,8,8,1
666,209,19,16,7,2.534250074336548,3.92828516983962,5,7,1
667,400,19,13,17,4.82592769501208,1.250946401578397,5,2,1
668,52,27,26,16,3.1823897822669,2.6448182872194588,33,5,1
669,381,21,25,15,1.0566091672975864,2.973859672499865,46,7,1
670,463,17,7,14,5.10394606307084,4.822415921108209,32,1,1
671,490,24,40,1,0.23636728764741322,0.5857417375463458,9,3,1
672,404,7,19,5,0.13538587715809403,4.063884331962923,32,3,1
673,223,8,17,2,0.8952087281974264,4.365514664336445,37,8,1
674,65,20,40,19,9.359359770667755,0.6426460097760783,46,6,1
675,256,27,24,15,4.511195556477535,1.9172074538455275,16,1,1
676,483,7,17,15,6.511141329913749,0.8620997412502579,39,0,1
677,93,17,40,12,2.0734584252910726,4.743990798037016,43,1,1
678,325,25,47,2,3.979322665788941,2.373933575450793,34,0,1
679,220,18,16,14,5.119228151891871,3.2125871158132515,42,5,1
680,462,5,48,3,1.4178679655796633,3.3844348124217305,36,6,1
681,419,8,42,16,3.732708403890684,0.6302911192977989,16,8,1
682,393,27,44,17,0.977966982759636,0.16323025275633285,27,1,1
683,275,25,33,9,4.198197170168352,2.986066060907764,4,9,1
684,288,25,22,19,2.493980023485125,1.7163098302829793,22,0,1
685,442,22,25,4,1.3544791752082908,3.2315637568751816,15,0,1
686,60,13,32,7,0.564949401755549,1.0114042465006285,28,5,1
687,377,15,11,15,0.5297338686878361,2.4931916146733695,23,7,1
688,310,9,25,7,3.01664779313062,1.0942595286045431,41,6,1
689,96,17,11,4,6.482954543375682,3.870469449730471,4,3,1
690,78,5,46,14,3.718051731100822,4.171157980492427,33,8,1
691,415,18,38,2,5.791941214144107,4.596943995603742,43,0,1
692,143,8,35,4,1.5318805693322501,1.3490733373670576,16,8,1
693,76,18,23,6,1.9353696110802554,2.6048376804585383,43,7,1
694,156,9,8,13,1.0995001737246257,3.5512463649637427,7,2,1
695,425,22,37,4,0.6575916513734814,2.8691840864566776,30,7,1
696,365,28,12,5,6.017135144911481,1.5321845909410365,11,6,1
697,411,25,22,1,1.698036783112551,3.8826883918966013,39,1,1
698,144,18,4,1,6.153240578859308,4.7790150123485295,20,2,1
699,260,7,47,9,9.042298973239815,3.964894760248454,1,2,1
700,156,28,12,6,6.861289803534364,1.410965191240559,33,7,1
701,71,15,20,7,7.743441054434214,2.175697530484722,8,0,1
702,328,28,29,16,7.435113022752706,2.9788503909484954,18,0,1
703,439,6,23,12,2.1190787821893178,4.391157155826861,16,6,1
704,179,25,45,6,9.40214891954714,3.7098469626615573,5,3,1
705,338,23,2,3,9.541175425836647,0.3095785591139749,49,6,1
706,382,22,26,8,6.344610468478026,0.6843008969119241,43,1,1
707,70,21,23,2,3.6763190823597536,0.02019654606315535,15,5,1
708,315,9,20,4,4.014063935040218,2.433207768329747,15,2,1
709,370,21,47,2,3.6440488672094604,4.230289940801906,44,2,1
710,180,17,18,17,5.398448458235114,0.9908424940662669,23,1,1
711,428,26,6,17,1.0256427696701742,3.9100763064900104,44,3,1
712,271,7,42,7,9.870407091798656,1.9292001406474553,32,1,1
713,477,17,33,8,8.693322028679619,0.05657724394272978,11,8,1
714,165,7,28,10,0.25380165276184585,4.930452667145123,23,0,1
715,417,11,23,13,1.1973602915630777,0.6272197980551814,12,7,1
716,267,11,23,17,7.103062426188985,3.8163899526973837,6,3,1
717,376,14,47,8,5.5095789211250406,0.9244422941385244,15,3,1
718,260,6,41,15,5.421500394258574,0.4481490087863682,27,2,1
719,456,9,31,3,8.520137482745596,3.80363562094985,21,7,1
720,280,29,27,17,1.7095750239725338,3.0462455343683095,46,2,1
721,360,20,43,15,0.37757327325946166,3.298497017124526,28,4,1
722,206,22,39,4,9.988254223237245,0.7242323035974074,18,8,1
723,459,28,24,4,5.48453292062835,2.2081395395036116,30,4,1
724,285,7,6,6,9.45650092181117,4.500504240695193,15,5,0
725,299,21,24,7,3.089651224098313,3.3188606104343075,10,9,1
726,84,6,36,19,2.3967455661694648,4.939907890506413,6,3,1
727,434,24,48,3,1.0618806926570934,4.646949396245225,36,7,1
728,89,13,5,4,1.334432178431364,0.6100984098968704,1,8,1
729,494,11,1,11,2.9365451775423477,3.2486949452106915,38,3,0
730,472,10,1,3,2.5489667113769587,3.171923891807081,4,7,0
731,440,10,31,17,0.013429273917289208,4.446332192688778,15,6,1
732,86,9,5,10,9.786992151183288,2.3341255596180206,11,7,0
733,232,20,49,1,3.478095401118544,4.4041916884816,40,8,1
734,299,26,5,15,0.48596586265051034,0.9853590201244422,25,5,1
735,138,7,42,17,4.486026889794919,3.4652739604394482,4,8,1
736,334,16,10,16,2.815813775580287,4.290888203303832,34,4,1
737,90,28,20,13,8.194434439502059,3.9037977063948364,7,2,1
738,56,29,13,17,5.069024197948357,2.1637624324434848,13,0,0
739,330,20,15,18,9.988809513350486,4.406519315605649,3,2,1
740,251,23,47,2,0.03288633111085515,0.8019827212918423,37,4,1
741,72,9,10,13,9.05690160869055,4.989448676125131,48,3,0
742,308,20,3,10,9.030301297952873,1.6003569229928616,28,1,1
743,80,28,9,8,8.8479676642903,3.432311501832754,41,9,1
744,274,22,11,4,9.289341830115621,4.2149616039309805,27,1,1
745,253,20,44,16,1.61759826528168,0.20979276910171318,23,0,1
746,407,28,21,11,3.6032147704792274,0.10602184410693827,45,2,1
747,491,8,6,1,6.805202676975421,3.1013419548003873,25,6,1
748,220,8,7,8,2.256518473861304,2.2079971922914945,38,9,0
749,160,19,49,13,3.7682824744863197,0.6865457972796674,26,0,1
750,188,24,23,3,0.8300876247604172,0.3639418022561658,3,7,1
751,211,7,2,2,6.574114208230423,4.732750103314424,41,6,0
752,356,17,40,13,4.0238147306011465,0.7108825501415056,33,9,1
753,142,6,18,17,8.035894722432262,2.3818344451772018,32,5,1
754,299,8,8,5,7.87000215949086,3.4377793533243786,33,2,1
755,358,10,46,13,4.036453863645898,2.657434844426168,34,2,1
756,302,6,27,8,7.235344205045574,4.062908881590611,34,5,1
757,194,18,7,6,7.254330190734004,2.0918342953287192,30,0,1
758,238,21,1,19,8.787604378617287,3.9791747989023634,13,1,1
759,215,27,15,19,7.074575686479219,4.559602595731335,42,3,1
760,272,9,43,4,3.3406835328936344,4.283024702245105,29,8,1
761,485,7,39,8,6.477846827704363,4.619965637300475,29,8,1
762,79,18,25,14,6.039449797802437,3.842067255877388,24,5,1
763,148,24,45,8,7.959858625720195,1.8739126842025455,36,6,1
764,327,22,19,13,5.883205594852714,4.099805806628301,40,4,1
765,483,10,41,13,9.15822551142221,2.772242384406725,21,0,1
766,385,5,15,12,8.202928416005298,2.628421116192362,1,6,1
767,187,13,23,15,1.5002068289284909,0.9362660471914502,13,3,1
768,463,19,24,4,6.8910924310939095,2.5261646117762204,43,4,1
769,244,8,1,3,5.1876619697105975,1.937914828386635,36,0,0
770,166,23,24,5,3.370958970898296,2.605352733222923,26,1,1
771,404,6,17,13,5.92890326382062,0.7875337090112855,32,4,1
772,146,10,26,16,2.3872121163156814,2.816466620689331,38,0,1
773,179,28,32,3,6.257727197765126,0.7925749873146298,2,7,1
774,98,15,9,15,9.179926697707444,3.683104013796552,7,7,0
775,257,18,44,12,4.14878889747893,1.656912085691327,19,7,1
776,412,23,2,13,8.457884432737874,0.4275133456716529,7,6,1
777,212,11,20,1,3.047209536150394,1.0945694529216266,7,0,1
778,492,8,20,15,3.608069055276315,0.6372948313898341,21,5,1
779,268,14,45,18,0.3483861901838847,4.17103581948839,9,4,1
780,428,14,6,9,3.90205648745225,0.8908079986764456,18,6,0
781,74,5,8,9,2.003850925811077,3.637359759991452,21,5,0
782,240,22,43,6,8.06094845920872,0.8002665736499098,4,3,1
783,483,17,47,8,4.580948361522154,2.4175141764532713,33,5,1
784,456,5,24,19,8.878734055666545,2.948116226290953,25,9,1
785,439,11,45,19,5.670379748306099,2.991995371259479,38,0,1
786,120,9,14,3,0.5279526274054402,1.5233086584947286,35,1,1
787,401,10,38,18,6.793717194973934,3.33399001449139,4,7,1
788,311,20,24,8,5.9553402812667935,2.172388267801768,39,2,1
789,483,27,27,15,5.038981417378206,4.581734091146604,25,2,1
790,474,13,11,15,6.6048515865449176,1.2182661809292195,36,5,0
791,129,15,34,12,7.315499187359426,3.2089803632130884,3,5,1
792,287,16,7,18,6.734042831104436,1.7022969315638,9,7,1
793,447,10,44,13,4.891185766392436,3.477011515732436,30,6,1
794,205,8,25,19,4.83942441843862,3.9284955555659913,12,2,1
795,273,9,8,2,6.24167707931317,0.13151408691894906,31,3,1
796,274,15,38,10,9.468030284538873,1.0482507649159638,33,8,1
797,366,24,6,1,8.061605948591367,3.0982781907149133,1,8,1
798,149,6,39,8,2.818212907267974,0.48384833186812193,12,3,1
799,473,12,5,4,9.165858568030693,3.8613644909335583,5,9,1
800,302,18,44,9,5.056100247153226,4.786682854200803,21,1,1
801,131,8,45,5,1.9252336775641732,4.537747234893949,43,4,1
802,169,7,46,1,7.542430465150534,3.874898650620305,39,3,1
803,352,20,24,2,7.419707258695135,2.596816538815552,21,3,1
804,331,20,4,18,3.2113878392343875,3.9025818549477536,5,6,1
805,400,21,35,11,5.371860415274984,4.3279693658243,47,1,1
806,137,25,33,16,2.3235289454955965,4.088248732028362,9,0,1
807,244,23,27,16,8.995727967609694,1.2325418797743437,29,5,1
808,148,27,44,9,8.09654668978321,3.6428785557170187,0,3,1
809,141,15,20,12,6.463595688137694,0.372768004407133,48,5,1
810,70,8,25,10,0.0429838584759501,3.5062271773349254,23,8,1
811,102,11,29,15,8.781222302919554,2.2398464790916295,42,5,1
812,314,19,1,10,9.52772424063986,1.890371588378651,7,6,1
813,413,25,31,8,6.070399198025738,2.5629295802016525,47,5,1
814,364,29,2,9,6.886793430429547,3.813239202132688,40,7,1
815,97,7,24,7,8.62212934580032,1.511303151421017,45,7,1
816,402,29,19,15,7.678144990451763,3.5837244188111326,46,9,1
817,465,7,5,6,0.05486999188009656,2.8520333195639465,35,4,0
818,214,22,7,12,2.1172066585896596,4.856118196818866,2,2,1
819,492,27,7,10,8.821191351151665,4.343513743241683,19,2,1
820,296,19,35,18,8.095787159519672,1.5541947027648013,18,6,1
821,117,27,18,2,2.0081430054406733,1.893598897181021,16,0,1
822,343,6,40,14,3.6120631425572203,2.2901980951929723,3,1,1
823,341,7,16,4,7.180759045756316,0.9282763525682108,29,8,1
824,489,7,49,15,1.4273744783199394,0.3699333409115152,40,2,1
825,489,22,40,10,2.707151378658695,2.5832793172718924,36,2,1
826,427,19,4,9,4.710077946021047,2.8910700247944314,36,0,1
827,170,29,34,2,3.456877075705248,0.46998216919279967,22,0,1
828,288,28,6,4,2.022121032314762,3.5260751479291907,42,5,1
829,106,18,6,2,3.562421649394454,2.7251454431472903,11,7,1
830,372,25,28,12,5.463318912824202,1.1992856833432763,10,9,1
831,186,17,28,10,6.504188223851451,4.406215933667752,15,2,1
832,298,11,13,18,9.18974713526847,3.0120761953470625,46,4,0
833,495,28,49,15,9.19074850563566,0.3293800756565096,7,5,1
834,253,14,37,5,4.835177856987953,3.722021248974869,11,9,1
835,475,10,4,19,3.8034000929621725,2.4709366212608455,23,8,0
836,57,24,2,18,1.760789881068845,2.4789636748322783,32,8,0
837,62,14,13,16,8.69214088309659,2.003219231144521,48,2,0
838,345,12,2,16,1.2118368187509476,4.426415459728084,2,8,0
839,426,29,39,15,5.536203116912323,4.58842613774948,25,2,1
840,261,15,18,7,6.932519872520986,1.339437273996134,22,7,1
841,172,17,7,12,7.536401738790312,2.4760927807082527,3,0,1
842,284,11,1,16,0.21975688954116168,3.8137638193178915,12,8,0
843,308,8,34,16,3.4519872261642357,0.11837003825133419,24,0,1
