,age,attendance_rate,average_score,num_subjects,num_activities,num_awards,num_suspensions,parental_education,parental_occupation,family_income,label
363,17,2.9247283034559146,0.98,4,3,10,0,secondary,self-employed,16038,0
364,16,82.58167505647627,0.82,7,8,5,7,secondary,white-collar,42031,1
365,17,12.886986747344519,0.84,10,5,4,1,primary,white-collar,25082,1
366,16,33.51188542591419,0.78,4,0,10,4,secondary,self-employed,24648,0
367,15,74.35082562916078,0.64,2,2,8,8,primary,self-employed,10364,1
368,16,16.07598960483082,0.7,4,10,1,7,secondary,blue-collar,44568,0
369,17,81.79670241190622,0.71,8,1,10,1,secondary,blue-collar,24110,1
370,14,83.21341779577419,0.69,9,8,1,8,secondary,blue-collar,15958,1
371,16,50.746773376083624,0.67,3,0,10,4,tertiary,white-collar,19096,1
372,14,0.638587171683358,0.83,7,8,8,9,tertiary,self-employed,17436,1
373,15,28.703813317491278,0.87,9,8,2,5,primary,white-collar,31177,1
374,13,61.69269183757422,1.0,4,7,7,2,secondary,self-employed,36754,0
375,15,98.11861780274235,0.95,10,7,10,2,primary,blue-collar,34544,1
376,16,63.18135270166684,0.96,3,10,8,9,secondary,blue-collar,22638,0
377,14,25.98035810641598,0.8,5,0,7,7,tertiary,blue-collar,10179,0
378,14,63.40057030996113,0.67,1,10,3,10,tertiary,blue-collar,13873,1
379,17,53.99853797158555,0.68,3,7,0,9,secondary,self-employed,27570,1
380,14,77.98453951511436,0.74,8,9,3,9,secondary,blue-collar,58223,1
381,17,10.698063882695841,0.99,8,2,8,1,tertiary,self-employed,27157,1
382,13,76.1027902502028,0.77,4,10,1,10,tertiary,self-employed,55565,0
383,16,54.12665786761103,0.79,2,6,2,1,primary,white-collar,14460,0
384,17,96.29920038589947,0.65,8,10,9,4,tertiary,blue-collar,58084,1
385,13,34.187216603868606,0.71,8,0,7,5,secondary,blue-collar,10352,1
386,14,63.26218931339481,0.61,10,0,5,1,primary,white-collar,31586,1
387,14,93.20281055100175,0.66,4,9,7,4,secondary,self-employed,15344,1
388,13,10.250972799067926,0.75,3,4,6,6,primary,blue-collar,14507,0
389,14,93.72284872364511,0.62,2,4,4,9,secondary,self-employed,47598,1
390,13,68.78857223008133,0.62,9,7,8,9,tertiary,white-collar,53988,1
391,17,6.78370591051719,0.86,1,6,3,7,secondary,self-employed,42885,0
392,17,30.096356694681624,0.99,7,7,5,6,primary,blue-collar,26865,1
393,13,70.81720886452815,0.97,5,5,1,7,secondary,self-employed,47055,0
394,17,6.73506014687717,0.92,8,5,1,8,primary,self-employed,37213,1
395,17,58.217046017627325,0.87,4,1,1,4,secondary,blue-collar,14477,0
396,17,34.588305695295674,0.6,7,5,9,4,tertiary,blue-collar,16533,1
397,15,62.091551776747714,0.67,5,4,6,10,tertiary,self-employed,59395,1
398,16,4.5742033812512854,0.96,5,2,1,9,secondary,self-employed,33396,0
399,14,87.15368061523763,0.91,9,5,1,3,secondary,white-collar,22755,1
400,15,97.3488969177397,0.96,9,7,8,8,secondary,blue-collar,10865,1
401,17,96.88778552856915,0.63,9,8,6,4,primary,self-employed,21173,1
402,13,74.96518317429248,0.89,6,0,10,1,secondary,blue-collar,48097,1
403,17,13.008624013063198,0.65,6,2,2,9,secondary,white-collar,43371,1
404,16,75.82631959290225,0.78,5,2,2,7,primary,self-employed,48524,0
405,17,2.458691645880151,0.91,9,10,6,6,tertiary,self-employed,21254,1
406,13,2.2123551528997254,0.68,10,7,4,7,secondary,self-employed,14018,1
407,16,32.36102191495412,0.71,8,0,9,2,secondary,blue-collar,15192,1
408,17,48.864319040466576,0.7,7,4,5,3,tertiary,white-collar,12015,1
409,16,77.04074178077931,0.75,7,2,7,4,tertiary,blue-collar,52618,1
410,14,68.32953766065052,0.6,6,1,8,5,primary,self-employed,13380,1
411,14,44.590270637674834,0.8,5,7,0,0,secondary,white-collar,38343,0
412,17,27.362666628166586,0.89,4,2,2,3,secondary,self-employed,13770,0
413,16,99.71245001577111,0.72,3,6,10,10,primary,self-employed,15829,1
414,13,42.6181302235973,0.93,3,10,6,9,tertiary,blue-collar,44381,0
415,17,45.13870243296755,0.63,6,0,5,4,primary,self-employed,55915,1
416,14,16.362382119166917,0.87,4,5,6,6,tertiary,white-collar,25545,0
417,14,79.48095487499293,0.97,6,2,7,4,primary,self-employed,28263,1
418,17,69.36822257814886,0.9,3,7,5,0,tertiary,self-employed,48140,0
419,16,22.07696127887604,0.86,4,5,2,10,primary,blue-collar,53306,0
420,14,8.238104561584269,0.64,9,1,1,6,tertiary,white-collar,35675,1
421,16,68.0499302074713,0.84,5,5,6,7,tertiary,blue-collar,35362,0
422,14,65.45112142811352,0.62,7,6,10,6,tertiary,self-employed,10148,1
423,14,27.32595269982093,0.92,10,4,0,10,tertiary,blue-collar,11754,1
424,15,95.08635622504103,0.63,2,2,2,3,tertiary,blue-collar,36745,1
425,14,15.105789178090024,0.84,5,3,10,7,secondary,blue-collar,17378,0
426,13,43.23348010426019,0.79,9,3,3,4,tertiary,blue-collar,56359,1
427,17,94.36159201675989,0.93,3,5,0,9,secondary,self-employed,30140,1
428,17,41.97273169261223,0.85,9,9,4,8,tertiary,self-employed,19371,1
429,16,63.85259476640856,0.64,6,0,9,9,secondary,white-collar,36999,1
430,14,39.75943979627943,0.94,4,10,2,4,secondary,blue-collar,22779,0
431,13,27.421520234867003,0.87,7,3,1,0,primary,blue-collar,41075,1
432,16,98.39776479598282,0.88,8,9,2,8,tertiary,white-collar,40697,1
433,15,40.9334006315043,0.68,6,3,7,4,primary,blue-collar,19795,1
434,16,89.40992036791344,0.97,5,9,5,5,primary,white-collar,48460,0
435,16,22.995460589108617,0.65,6,0,6,3,tertiary,self-employed,14218,1
436,14,21.31047040250833,0.78,5,8,5,5,primary,white-collar,47571,0
437,15,3.113408288451136,0.7,8,3,5,7,tertiary,blue-collar,21672,1
438,16,65.1666825375885,0.61,1,6,2,2,primary,white-collar,41042,1
439,13,36.852634372376116,0.68,7,2,7,4,tertiary,self-employed,45950,1
440,13,86.4358249839637,0.8,10,9,6,1,tertiary,blue-collar,21009,1
441,17,47.32099066915572,0.83,10,2,6,1,tertiary,self-employed,57096,1
442,15,96.81934279147217,0.93,2,7,5,6,secondary,self-employed,29544,1
443,15,18.552551570312115,0.81,9,7,4,9,primary,white-collar,39381,1
444,17,86.86231679556109,0.62,1,10,9,9,secondary,self-employed,35287,1
445,16,77.65968527917417,0.71,10,0,7,10,primary,blue-collar,12586,1
446,15,77.0921844644052,0.87,6,9,4,9,primary,self-employed,12648,1
447,13,84.47832281168877,0.89,9,1,8,5,primary,self-employed,50081,1
448,13,76.10239909429988,0.85,1,7,8,3,secondary,white-collar,28101,0
449,14,62.62203216314154,0.8,4,0,0,4,primary,self-employed,55312,0
450,15,13.124487768238758,0.87,4,7,5,0,secondary,white-collar,31692,0
451,16,3.2526179491251916,0.85,9,7,6,6,tertiary,white-collar,17407,1
452,17,92.08478478156869,0.92,5,1,2,7,primary,blue-collar,27254,1
453,17,61.665031452073805,0.8,5,3,6,8,primary,blue-collar,25234,0
454,16,79.65372909761763,0.94,6,5,10,7,tertiary,blue-collar,32211,1
455,14,48.152235151255006,0.93,1,10,10,4,tertiary,blue-collar,39480,0
456,17,11.730818896239448,1.0,1,8,6,2,primary,white-collar,57780,0
457,15,12.518579220255043,0.77,9,7,10,9,tertiary,self-employed,34846,1
458,14,68.55652872289714,0.7,3,7,1,10,secondary,blue-collar,52503,0
459,15,43.030589489946266,0.82,4,6,6,8,secondary,blue-collar,56193,0
460,13,20.052472670033673,0.81,1,8,0,5,primary,blue-collar,58466,0
461,14,49.15945467414369,0.76,9,1,4,4,secondary,self-employed,25321,1
462,17,6.420893707513409,0.64,8,2,8,2,secondary,blue-collar,22646,1
463,14,58.19714019143988,0.7,2,9,6,5,primary,self-employed,32117,0
464,14,26.899340443509768,0.89,8,7,6,2,tertiary,white-collar,14893,1
465,14,79.75591006371882,0.74,7,5,10,9,primary,white-collar,19476,1
466,14,31.036195892357377,0.86,6,9,1,5,secondary,white-collar,27270,1
467,15,45.52201490818012,0.94,1,8,7,3,primary,self-employed,31702,0
468,13,1.1620539908100636,0.92,7,9,2,1,primary,blue-collar,14382,1
469,16,7.244688779455888,0.79,10,3,7,7,secondary,blue-collar,11785,1
470,14,39.24935564066848,0.75,7,7,2,3,secondary,blue-collar,55798,1
471,17,47.99388347171235,0.93,9,9,9,8,primary,blue-collar,21735,1
472,14,60.00205481193037,0.61,1,2,6,6,secondary,blue-collar,40177,1
473,17,29.166257870930323,0.94,2,2,1,1,secondary,self-employed,40712,0
474,15,69.49818861265426,0.99,9,7,3,3,secondary,white-collar,26679,1
475,17,86.01223971892045,0.87,9,4,10,4,secondary,blue-collar,53013,1
476,16,77.98509888933498,0.98,6,2,5,2,secondary,white-collar,45365,1
477,13,3.9618825348357145,0.65,6,9,10,8,secondary,self-employed,27064,1
478,17,48.0506947257829,0.68,4,10,8,4,tertiary,self-employed,40563,1
479,17,10.493017841817487,0.79,4,0,4,1,primary,blue-collar,43092,0
480,13,24.204501586252746,0.6,5,2,8,10,secondary,self-employed,57928,1
481,16,98.66625932671465,0.67,3,8,4,2,primary,white-collar,36867,1
482,14,14.249554290151323,0.82,1,4,9,8,tertiary,blue-collar,55382,0
483,17,49.888815345135605,0.62,1,9,7,6,secondary,blue-collar,43754,1
484,13,61.81557343181191,0.63,7,1,0,1,primary,white-collar,29502,1
485,15,70.2464970544104,0.84,1,6,6,8,secondary,blue-collar,10760,0
486,13,55.96486834869141,0.97,1,1,3,3,secondary,blue-collar,34142,0
487,15,0.9770847419183659,0.74,3,3,4,8,secondary,white-collar,54653,0
488,16,32.64613082439919,0.8,10,6,5,1,secondary,blue-collar,51996,1
489,14,51.771164338471145,0.94,4,3,4,9,secondary,blue-collar,27290,0
490,13,8.786649914483336,0.73,4,6,0,3,secondary,white-collar,15499,0
491,17,35.06269312091808,0.95,2,6,8,4,secondary,self-employed,10364,0
492,16,3.3203108791366565,0.71,1,0,1,1,tertiary,white-collar,29797,0
493,13,7.857849715502074,0.76,3,5,8,9,tertiary,blue-collar,50795,0
494,17,39.69232762015961,0.98,4,8,9,0,secondary,white-collar,42535,0
495,13,13.271575404306034,0.68,3,1,1,6,secondary,blue-collar,56300,1
496,15,56.75408482615582,0.94,8,2,8,9,tertiary,blue-collar,57176,1
497,13,68.94649691372658,0.72,10,9,5,0,tertiary,white-collar,26105,1
498,13,80.05866991090829,0.74,1,4,10,10,tertiary,blue-collar,17939,0
499,13,20.01502442448101,0.77,2,8,8,10,secondary,self-employed,23936,0
500,16,16.748258225906977,0.92,7,3,5,7,primary,blue-collar,52029,1
501,13,10.456784033440025,0.65,4,0,5,2,primary,white-collar,25863,1
502,17,63.64302495436367,0.86,8,3,10,9,primary,self-employed,22561,1
503,15,70.64757264869012,0.82,3,5,1,5,primary,self-employed,20447,0
504,15,3.1586144825642037,0.86,6,4,7,6,secondary,blue-collar,40624,1
505,13,93.62122462436898,0.93,9,0,2,9,primary,white-collar,56940,1
506,16,5.1971283651472415,0.97,1,3,6,0,tertiary,blue-collar,54646,0
507,16,54.12963353010704,0.73,1,5,4,5,tertiary,blue-collar,22411,0
508,17,70.90605194509165,0.95,8,9,2,6,primary,white-collar,29465,1
509,13,87.09691237460856,0.67,3,9,0,5,tertiary,white-collar,48216,1
510,15,71.40869321324278,0.94,5,3,7,3,secondary,blue-collar,29642,0
511,16,80.17280830697918,0.78,1,8,2,0,primary,self-employed,41262,0
512,13,33.94501925428061,0.89,5,4,1,10,primary,blue-collar,40363,0
513,16,81.48251137465122,0.73,6,7,0,8,secondary,self-employed,12107,1
514,16,8.011484638467515,0.79,8,8,3,3,tertiary,blue-collar,17928,1
515,15,89.48166560605276,0.84,3,9,7,6,secondary,white-collar,58002,0
516,14,54.75923761537362,0.99,3,4,2,6,secondary,self-employed,29317,0
517,17,81.72977699624937,0.83,10,5,0,1,tertiary,white-collar,59078,1
518,17,45.23182845183001,0.73,9,0,3,0,secondary,white-collar,35017,1
519,15,64.35776951965249,0.85,4,10,8,7,tertiary,white-collar,23528,0
520,16,52.640266093611324,0.97,4,6,0,7,tertiary,white-collar,23313,0
521,13,73.15895217553319,0.82,7,3,10,6,secondary,white-collar,11559,1
522,16,8.162998203058958,0.81,2,10,1,7,tertiary,blue-collar,25167,0
523,15,6.03520839905638,0.78,8,1,8,2,secondary,self-employed,25343,1
524,17,24.710323401014644,0.62,6,4,1,10,tertiary,blue-collar,48598,1
525,16,15.954468011318834,0.78,3,2,2,1,primary,blue-collar,17523,0
526,17,87.17835665922017,0.68,9,5,6,6,tertiary,blue-collar,59777,1
527,13,21.92139873580443,0.87,5,7,2,7,tertiary,white-collar,38439,0
528,17,97.58652558191314,0.79,8,6,8,0,secondary,blue-collar,25524,1
529,17,33.68957917711069,0.66,7,2,5,9,tertiary,self-employed,23285,1
530,14,18.211791568869927,0.73,8,7,2,8,primary,blue-collar,20973,1
531,14,78.96985071424791,0.68,7,1,8,10,primary,white-collar,32694,1
532,14,65.87077755008761,0.78,3,9,0,3,tertiary,self-employed,45774,0
533,17,49.8195716453139,0.73,2,8,9,3,tertiary,self-employed,14302,0
534,15,55.53635509376312,0.97,7,3,2,2,primary,self-employed,32391,1
535,17,71.92017782722638,0.95,3,0,0,5,secondary,self-employed,14611,0
536,15,22.845474133129873,0.99,3,7,1,0,primary,blue-collar,19372,0
537,15,99.63339160567419,0.76,2,6,7,5,primary,white-collar,34312,1
538,14,97.4793162146783,0.89,4,10,6,1,tertiary,self-employed,24080,1
539,16,65.03256863469369,0.68,8,4,1,8,tertiary,self-employed,25082,1
540,13,19.954245092914512,0.92,1,9,1,1,primary,white-collar,57409,0
541,14,68.02282424312914,0.84,1,4,8,6,secondary,blue-collar,52861,0
542,14,7.219840897917584,0.73,5,6,5,0,primary,self-employed,40677,0
543,16,3.0652502205806065,0.7,5,4,4,6,primary,blue-collar,30874,0
544,13,25.76828885112137,0.94,1,7,9,4,secondary,blue-collar,18378,0
545,17,46.26229567393163,1.0,6,10,5,7,primary,blue-collar,11597,1
546,17,86.82725054083805,0.73,1,5,8,3,primary,blue-collar,21600,0
547,14,72.7169069766308,0.89,5,4,10,9,tertiary,self-employed,13747,0
548,13,74.2706521199981,1.0,9,8,6,6,secondary,self-employed,23879,1
549,14,42.54933344480754,0.63,5,10,9,5,tertiary,blue-collar,23017,1
550,15,34.59349925469629,0.63,6,1,9,4,tertiary,blue-collar,34815,1
551,14,37.10387629846027,0.87,8,0,8,3,secondary,white-collar,28964,1
552,14,98.76495637360578,0.67,1,7,3,6,secondary,white-collar,38812,1
553,17,4.010919141248248,0.61,2,2,1,4,primary,white-collar,50200,1
554,17,86.70314961224486,1.0,9,10,7,4,tertiary,self-employed,34714,1
555,17,57.86754085723934,0.81,3,6,3,0,secondary,white-collar,28890,0
556,15,43.86154191895905,1.0,6,9,8,1,tertiary,self-employed,14725,1
557,17,72.52576604151365,0.75,5,10,3,4,tertiary,self-employed,53205,0
558,13,48.666894142470284,0.88,2,7,7,2,secondary,self-employed,30684,0
559,16,87.34232380816606,0.89,7,5,8,1,primary,self-employed,36325,1
560,13,90.07018640112585,0.71,4,9,8,3,tertiary,white-collar,42542,1
561,13,42.17209268734554,0.94,1,8,9,3,secondary,blue-collar,56037,0
562,17,27.682779723505156,0.7,4,6,3,3,primary,blue-collar,23092,0
563,16,59.23503285933622,0.8,6,9,0,3,tertiary,blue-collar,40382,1
564,16,91.2363345616691,0.8,7,4,2,2,secondary,white-collar,49770,1
565,16,21.066218900566657,0.64,7,7,8,6,tertiary,blue-collar,35457,1
566,15,62.296658356348274,0.79,7,1,3,8,secondary,white-collar,16131,1
567,17,63.156022009252055,0.96,3,6,4,4,secondary,white-collar,56029,0
568,16,73.3113022415281,0.62,6,3,6,3,tertiary,white-collar,35215,1
569,15,13.15676851272598,0.92,8,8,4,10,tertiary,blue-collar,22612,1
570,14,71.58249646820886,0.68,4,0,3,1,secondary,blue-collar,47305,1
571,14,90.9032520665641,0.68,8,6,1,1,primary,blue-collar,23091,1
572,15,17.968310887024195,0.63,2,5,1,4,tertiary,self-employed,45103,1
573,15,23.754332492387764,0.94,10,7,3,6,secondary,white-collar,47089,1
574,17,97.13950940416396,0.76,9,4,9,9,secondary,self-employed,39759,1
575,17,18.097695270948975,0.93,9,0,9,9,primary,white-collar,56022,1
576,14,85.4385093369579,0.83,8,0,8,8,primary,blue-collar,10559,1
577,16,49.227785644803475,0.91,10,8,7,6,primary,white-collar,10713,1
578,14,24.723107440317705,0.6,10,9,2,4,tertiary,white-collar,47361,1
579,16,87.07499012725114,0.67,1,5,8,9,secondary,self-employed,25184,1
580,16,44.53052550026655,0.82,2,9,4,9,secondary,white-collar,25261,0
581,17,51.48173539296902,0.99,6,4,10,9,secondary,blue-collar,30372,1
582,13,35.92333693997657,0.71,10,0,2,5,primary,white-collar,42140,1
583,13,59.29508514349274,0.71,5,5,4,10,secondary,white-collar,43024,0
584,15,16.352387258502276,0.74,9,5,9,2,tertiary,white-collar,57342,1
585,17,39.10815366517607,1.0,5,2,3,4,primary,self-employed,42544,0
586,16,96.94123223352875,0.78,2,7,7,7,primary,white-collar,10037,1
587,13,25.813343270112753,0.85,10,0,4,0,primary,white-collar,53032,1
588,16,65.67366645412922,0.88,4,0,9,0,primary,self-employed,22697,0
589,13,32.51900642246949,0.81,9,5,7,6,tertiary,self-employed,51420,1
590,13,77.34731256866006,0.99,1,9,8,4,secondary,self-employed,58698,0
591,13,13.087366071834982,0.8,1,0,3,4,tertiary,self-employed,41707,0
592,17,96.98210450785447,0.97,7,5,6,0,secondary,blue-collar,36016,1
593,14,45.37895413836392,0.79,3,0,1,8,tertiary,blue-collar,44600,0
594,16,23.605046334646396,0.88,10,5,5,0,primary,white-collar,58285,1
595,17,7.349674733001265,0.63,2,2,7,4,primary,blue-collar,33984,1
596,17,16.975790508754073,0.66,9,7,6,9,tertiary,white-collar,15167,1
597,17,51.977394855601766,0.87,3,5,6,8,tertiary,blue-collar,10432,0
598,17,33.70031764312863,0.87,2,10,7,3,secondary,self-employed,14151,0
599,17,82.88833658826094,0.63,8,0,6,7,tertiary,self-employed,57680,1
600,15,43.08875236618059,0.81,10,4,4,5,tertiary,blue-collar,16411,1
601,16,24.871427258762992,0.71,6,7,6,10,secondary,blue-collar,40788,1
602,17,61.714498660403,0.62,6,2,9,2,secondary,white-collar,36623,1
603,16,70.67772168854458,0.81,10,5,2,3,secondary,white-collar,32104,1
604,15,16.704190790094987,0.61,7,4,4,1,tertiary,white-collar,10256,1
605,15,16.761921628831765,0.83,7,5,6,0,secondary,self-employed,43439,1
606,16,3.667142693354297,0.93,6,9,8,7,primary,self-employed,43257,1
607,13,73.64020150656405,0.86,4,0,1,0,primary,self-employed,49657,0
608,14,66.38045276218051,1.0,9,6,3,10,primary,self-employed,54674,1
609,13,47.46308757498139,0.6,6,8,6,0,tertiary,white-collar,28066,1
610,13,84.41704489691972,0.67,4,1,0,3,primary,self-employed,55371,1
611,13,80.56701529500532,0.82,3,9,1,9,tertiary,self-employed,42746,0
612,17,58.535436439675216,0.97,4,4,8,9,tertiary,self-employed,12460,0
613,15,86.82712805132586,0.65,3,9,9,5,primary,self-employed,47297,1
614,13,20.584121003676824,0.81,2,3,6,8,secondary,blue-collar,44743,0
615,15,11.191961939772789,0.84,5,5,9,0,tertiary,white-collar,13216,0
616,16,26.974961151698963,0.77,2,5,6,6,primary,white-collar,24267,0
617,14,5.708685608931486,0.76,6,10,5,9,tertiary,self-employed,19581,1
618,16,53.1169528001032,0.71,3,1,2,10,secondary,blue-collar,14515,0
619,16,93.66056922949615,0.65,6,1,9,4,secondary,white-collar,32076,1
620,17,3.9343540668509647,0.85,10,3,2,7,primary,white-collar,54816,1
621,14,12.21099140100268,0.86,9,0,1,6,tertiary,self-employed,19776,1
622,16,45.21990282834353,0.67,1,8,10,3,tertiary,self-employed,31947,1
623,16,93.38750175279048,0.78,6,6,5,3,tertiary,white-collar,12963,1
624,14,31.61561049767505,0.6,9,6,3,5,tertiary,white-collar,16786,1
625,14,50.723480868839246,0.88,4,2,4,5,primary,blue-collar,23866,0
626,16,4.15728590503921,0.94,2,10,2,8,secondary,white-collar,48968,0
627,14,14.834320096208886,0.99,4,2,5,4,primary,white-collar,42305,0
628,16,98.66301229588468,0.73,1,0,10,7,tertiary,self-employed,27360,1
629,16,96.51186964360456,0.94,3,2,2,4,tertiary,white-collar,50113,1
630,17,0.49399809344096157,0.79,10,2,7,1,secondary,self-employed,42813,1
631,13,95.18117854232389,0.72,9,3,8,5,tertiary,white-collar,11193,1
632,16,63.91199378155004,0.97,10,3,3,8,primary,white-collar,14512,1
633,15,86.79182945200222,0.67,5,2,8,2,primary,white-collar,32666,1
634,13,45.47398556338591,0.79,6,9,6,0,secondary,blue-collar,26630,1
635,13,51.55960285792502,0.92,3,7,2,0,primary,self-employed,18983,0
636,13,48.88465802569202,0.85,5,7,6,2,primary,blue-collar,10636,0
637,17,66.68642575461044,0.98,8,0,0,9,primary,white-collar,13775,1
638,16,13.96512547563129,0.8,6,6,2,4,primary,blue-collar,12421,1
639,17,2.9973589872677953,1.0,4,10,5,2,tertiary,self-employed,23025,0
640,16,30.79299415911909,0.68,2,1,3,8,primary,white-collar,19280,1
641,17,70.46807627366466,0.83,9,0,6,7,secondary,blue-collar,46951,1
642,17,20.185345212294838,0.96,1,2,2,2,secondary,blue-collar,21351,0
643,15,67.34324333249174,1.0,1,3,0,8,primary,self-employed,59864,0
644,17,96.99120461072704,0.76,4,5,8,5,secondary,blue-collar,48091,1
645,14,9.39007157894184,0.83,7,9,5,6,primary,self-employed,55656,1
646,15,67.26021182251263,0.8,1,4,7,3,secondary,white-collar,40171,0
647,17,44.375021930457116,0.98,9,3,2,3,secondary,white-collar,13644,1
648,13,86.81422543775054,1.0,4,7,7,1,primary,blue-collar,26142,0
649,14,17.71497894473859,0.98,3,10,1,4,primary,white-collar,17773,0
650,14,69.26259522261645,0.72,1,3,3,7,tertiary,white-collar,38466,0
651,14,83.81152896481102,0.7,10,9,2,6,primary,blue-collar,20778,1
652,15,94.46142194740233,0.78,4,1,9,6,primary,white-collar,22501,1
653,17,68.32480282896458,0.7,9,2,0,5,tertiary,blue-collar,57177,1
654,17,49.71747640084273,0.72,10,5,6,2,primary,self-employed,12108,1
655,13,61.78472402012139,0.6,6,7,10,4,primary,self-employed,39369,1
656,13,86.89049844787182,0.99,6,7,9,0,tertiary,self-employed,46382,1
657,14,57.060974663882966,0.78,1,10,1,6,primary,blue-collar,35818,0
658,13,3.038705969683686,0.71,10,8,3,8,primary,blue-collar,20251,1
659,15,93.09486955069778,0.67,2,6,8,0,tertiary,white-collar,33341,1
660,17,68.95267510315611,0.67,6,1,5,1,tertiary,white-collar,21678,1
661,14,67.65133857772466,0.71,2,7,7,2,secondary,white-collar,24367,0
662,13,21.567515239771716,0.92,3,6,1,2,primary,white-collar,39672,0
663,15,65.88854702326572,0.85,4,7,6,7,secondary,white-collar,14332,0
664,15,39.386440565415846,0.98,5,2,5,6,secondary,blue-collar,22002,0
665,13,65.12329770414921,0.87,9,6,8,5,tertiary,blue-collar,30284,1
666,17,10.659303030799073,0.64,4,9,6,9,primary,self-employed,25700,1
667,13,65.7845304603036,0.67,9,8,0,9,primary,self-employed,23769,1
668,14,99.94137257706666,0.84,10,2,7,10,tertiary,self-employed,39318,1
669,13,4.821203886055603,0.86,3,9,10,3,secondary,self-employed,34323,0
670,15,97.71741842213173,0.82,8,5,9,8,tertiary,blue-collar,37610,1
671,13,40.690796072287064,0.89,1,1,2,0,primary,blue-collar,16963,0
672,17,87.07534503372591,0.82,9,1,1,10,tertiary,blue-collar,17838,1
673,16,78.23854840582734,0.79,9,4,2,1,primary,white-collar,55167,1
674,13,56.70162609866678,0.77,10,4,10,3,secondary,white-collar,22243,1
675,17,73.84492092513266,0.77,2,6,5,2,primary,self-employed,37939,0
676,17,87.8515561301348,0.61,4,1,2,0,secondary,white-collar,11845,1
677,15,40.4140321651033,0.63,8,10,9,4,secondary,blue-collar,56710,1
678,17,32.70331615632387,0.89,7,6,4,6,primary,self-employed,26766,1
679,17,66.75933855635847,0.92,1,4,5,1,primary,self-employed,46880,0
680,17,80.78459419412586,0.95,5,5,7,4,secondary,white-collar,22780,0
681,17,76.22851347766158,0.77,7,7,6,5,tertiary,self-employed,58458,1
682,14,79.78136488586345,0.96,4,9,10,10,primary,white-collar,52856,0
683,14,43.5583314812933,0.78,1,3,7,6,secondary,white-collar,11509,0
684,15,81.78342161750216,0.87,9,6,2,0,secondary,self-employed,33957,1
685,13,12.020905537060845,0.99,5,5,3,6,tertiary,white-collar,55172,0
686,17,54.448909796084955,0.79,2,9,5,3,primary,white-collar,44346,0
687,13,0.575866049812157,0.92,8,1,10,7,secondary,white-collar,27263,1
688,13,32.45858299002703,0.71,2,7,6,3,tertiary,white-collar,56874,0
689,15,36.646153487139784,0.74,3,9,8,5,secondary,self-employed,36148,0
690,17,39.61726916092554,1.0,10,8,0,8,primary,blue-collar,41533,1
691,17,69.54672066898621,0.98,1,4,7,4,tertiary,blue-collar,52608,0
692,16,38.85581012703457,0.61,2,9,7,3,secondary,white-collar,22931,1
693,13,44.86936226225306,0.88,7,3,5,7,tertiary,white-collar,11359,1
694,13,23.754413087432745,1.0,10,5,3,8,primary,white-collar,34532,1
695,14,37.325179162934006,0.69,2,7,2,3,tertiary,blue-collar,30344,1
696,16,22.726962726315147,0.61,6,10,10,2,primary,white-collar,14242,1
697,14,7.319592376844364,0.7,3,2,2,7,secondary,self-employed,30601,0
698,14,60.34485933813779,0.72,4,9,5,4,primary,self-employed,59232,0
699,14,66.82127985550163,0.69,8,10,7,1,secondary,self-employed,29116,1
700,15,61.94903460096145,0.73,3,10,6,9,secondary,blue-collar,45477,0
701,15,46.34940438005724,0.77,10,0,10,8,primary,white-collar,40782,1
702,14,37.978578017922985,0.68,6,3,0,2,secondary,white-collar,55559,1
703,16,86.33336495718252,0.98,1,3,10,1,tertiary,white-collar,59819,0
704,13,51.908178513621806,0.87,7,0,5,0,secondary,blue-collar,28880,1
705,16,47.9181877629731,0.62,8,8,6,7,primary,blue-collar,13499,1
706,17,2.5642065806435688,0.79,8,2,6,10,tertiary,blue-collar,41587,1
707,15,34.12478276261564,0.65,3,4,8,2,tertiary,blue-collar,54458,1
708,13,38.019561878585705,0.86,10,5,10,6,secondary,self-employed,36020,1
709,13,39.88227808969005,0.61,1,7,10,0,secondary,blue-collar,18080,1
710,17,58.017236922733225,0.88,9,5,9,0,primary,blue-collar,33207,1
711,17,53.360254672687844,0.97,6,2,4,8,tertiary,blue-collar,43957,1
712,14,60.79050927934446,0.62,9,5,0,7,primary,white-collar,23908,1
713,15,76.48832615421283,0.75,7,0,1,2,secondary,white-collar,40652,1
714,15,81.29857387160935,0.89,1,3,3,5,tertiary,white-collar,40344,0
715,16,71.81230762264944,0.99,1,5,4,10,primary,self-employed,35034,0
716,14,95.55236959549347,0.61,6,6,8,2,primary,self-employed,35788,1
717,14,1.823258267636163,0.76,5,10,10,3,primary,blue-collar,22751,0
718,14,19.57779856835461,1.0,9,10,0,0,primary,white-collar,57482,1
719,14,0.756287497814212,0.71,2,9,2,4,primary,self-employed,43793,0
720,15,64.7474714154603,0.94,8,2,4,0,tertiary,white-collar,42839,1
721,15,89.8030548949987,0.6,5,8,2,0,primary,self-employed,48314,1
722,14,24.34822965762993,0.74,2,6,3,9,tertiary,self-employed,45453,0
723,16,92.70345447963066,0.85,10,0,2,10,primary,blue-collar,19385,1
724,13,6.026739028956085,0.96,6,1,3,10,secondary,blue-collar,28232,1
725,13,93.44360268055144,0.8,10,0,0,6,secondary,self-employed,53344,1
