,transaction_amount,time_of_day,transaction_frequency,location_discrepancy,device_id_change,ip_address_change,user_age,user_balance_before,transaction_time_diff,merchant_category,transaction_location_distance,number_of_previous_frauds,transaction_hour,transaction_day_of_week,transaction_month,user_transaction_count,user_average_transaction,is_first_transaction,label
195,349209.5811205651,5,16,0,0,1,24,992135.6394785828,1061.9012756550558,3,705.4966519346239,9,17,0,6,148,5916.584738656049,0,0
196,725955.6816106826,4,22,0,0,0,98,857530.6077519237,364.0858569940165,5,671.779270254866,3,7,5,8,405,3105.034420467308,0,0
197,897110.2609814745,15,23,1,0,1,81,97366.8937912211,96.88984260698095,7,394.3411463506643,4,4,3,7,258,9944.310081117608,0,1
198,887086.4253942531,12,44,0,0,1,81,706371.9968099961,385.9160643135043,3,1.2844255268014138,3,6,5,11,730,383.0842853219451,0,0
199,779875.5480588684,4,18,0,1,1,19,345579.58587081305,1313.5798609653968,6,120.15925873562195,1,15,3,1,479,1622.7341028650212,1,0
200,642031.6497339713,12,4,1,1,1,93,6982.261880348117,911.7772918499121,5,534.5545447560391,0,22,6,4,90,8925.424699895324,1,1
201,84139.97415364918,16,31,1,0,0,59,403480.9690269996,1038.3187116929355,1,675.1298858444197,7,13,0,3,824,605.637828497901,1,1
202,161628.72247832664,17,43,1,0,0,99,234754.4217249713,370.299385597098,10,417.4482838964625,3,4,5,6,864,8868.207805228543,0,1
203,898554.1895415373,7,0,1,0,1,71,818869.2705204715,1035.9189440277412,6,730.6790115283902,4,23,2,9,10,7152.217608367248,1,1
204,606429.0635952994,12,22,0,0,0,92,337330.60884576547,40.49496904021021,8,521.8622953321787,5,8,5,9,87,366.8496871053691,1,1
205,9197.061524659131,18,36,0,1,1,33,827523.6939538171,540.4627379131399,1,74.1761955943122,7,3,0,7,762,4293.206135341337,1,0
206,101471.55185131668,2,7,0,0,1,35,597.9388347953085,902.5248219009569,2,192.01625096794882,10,3,1,12,838,7544.717205307621,1,0
207,663501.7724730382,23,12,0,1,1,76,307819.15002611914,210.37905437950113,4,839.9982232439429,7,15,1,9,151,5831.00701530515,1,1
208,5061.593795602848,7,7,0,0,0,33,241165.21430776195,1185.125147203586,2,724.9127466244395,6,23,5,8,988,9358.71356093166,1,0
209,160808.05980941816,1,22,1,0,1,23,233567.36106861098,338.44507028916286,9,894.761987012495,3,16,5,5,625,8676.44165267967,0,1
210,548733.7938792482,7,42,0,0,1,74,68186.6197654627,939.2848024585626,10,117.55724912093658,5,14,3,9,30,3326.4830268651067,0,0
211,691895.2007737412,12,0,0,0,0,64,187124.27041050172,583.4838853084748,8,990.2225346150739,3,3,0,7,128,846.2811089289482,1,0
212,651961.2629829879,12,44,0,1,0,65,555549.5698856199,858.3027774878119,8,209.4067139499336,6,5,3,5,78,9442.570953886117,0,0
213,224269.3172178667,0,50,1,1,0,59,291361.0728377445,154.7287957856277,4,11.779876286642011,10,15,2,8,421,5172.872504811588,0,1
214,712179.2242257437,5,23,1,1,0,93,417394.782329148,24.354431887114547,5,997.4229390535542,0,3,6,7,55,743.9854997432415,1,1
215,237249.0951243092,23,34,0,0,1,77,376866.8803471885,1309.7727754276336,4,281.07388544511315,4,5,1,9,480,8165.757967836662,0,0
216,325399.7049052708,18,23,1,0,0,94,875904.9249998946,388.26721262474325,9,668.01945251256,9,4,4,10,305,8685.066021789204,1,1
217,746491.4076531101,15,16,1,1,1,21,905298.9990105155,1180.3348840038611,2,176.6823141763052,9,15,4,1,546,6394.250007519308,0,1
218,649632.9025508857,7,4,1,1,0,19,492956.9716558601,1439.0644326799684,8,580.2285321991417,3,15,0,9,105,4475.095181773742,1,1
219,849223.4120019438,0,19,1,0,0,76,330155.9503156044,304.4610115184321,2,904.0349864545593,10,9,0,7,172,6621.733501505604,0,1
220,657612.8957242145,15,20,1,0,0,44,106800.70400236364,381.8458673040321,1,320.1811674284386,6,8,4,1,499,7066.839890214279,0,1
221,568308.6076523856,8,39,1,1,0,44,953402.879382095,954.5180941939186,10,670.2539760443592,8,3,0,1,22,8930.300650560099,0,1
222,93674.7768913448,12,30,1,0,0,96,60226.94490029745,1390.2460338248945,3,187.9035887984165,4,13,1,5,287,9558.617245130577,0,1
223,367715.8093822755,10,45,0,0,0,89,297650.27756828046,1318.7726613946713,9,624.7953987187252,3,3,2,8,391,5143.21418069979,1,0
224,265202.3750297018,12,35,0,1,1,24,298066.20117000415,724.1407488944423,3,336.4503518175101,8,11,2,9,617,7984.94735032029,0,0
225,243989.65093918715,20,10,1,0,0,80,320401.2861402149,1144.9588068384835,9,211.20825858795166,4,23,3,12,149,9645.09591482099,1,1
226,973010.55502234,9,14,0,1,0,63,164286.84327240929,195.47402846385754,7,313.1820507036351,8,9,1,6,272,1512.4418690362784,1,0
227,393097.7307357832,3,18,0,0,0,80,783161.4309236972,1407.5109852537778,10,178.84106850779935,7,3,6,12,788,182.68963341695076,0,0
228,892046.5562566477,5,6,1,1,0,29,122497.86196598921,1388.6686570118206,1,901.9161078378828,3,17,0,10,299,8689.639038845211,0,1
229,631138.6296858767,6,50,0,0,1,30,634906.6591531629,235.76969934600618,10,397.1868863171288,10,12,0,12,172,1952.7413797382753,1,0
230,794811.3055935354,4,27,1,1,0,60,123846.02670581746,431.1692997164735,5,245.27930497436734,10,12,6,8,47,424.7972415303431,0,1
231,502637.0980788212,10,50,1,1,0,34,70535.63759295655,144.2231964097444,9,448.4078410159329,6,13,3,6,626,1600.969775613069,1,1
232,576903.8888573203,12,42,1,1,0,80,909429.5036858765,391.27334241337877,3,320.53616680649554,4,17,3,11,787,3841.1552712885805,0,1
233,492517.698893687,18,4,0,1,0,98,190128.7663187057,1174.9763367578976,9,744.419253813326,9,0,0,6,816,2192.664823268785,1,0
234,195242.99584561464,22,4,0,0,1,53,821250.1545597042,544.7744743179736,5,971.2199118854944,3,20,0,4,992,3052.54323846814,0,0
235,722452.1180369841,9,29,0,0,0,25,544630.8711071358,127.29163269133207,9,438.03365669764685,4,15,6,11,207,9752.940761359949,0,0
236,280772.3696331322,9,31,0,1,1,86,77856.51960876961,492.80475568162257,10,861.0333999722404,4,14,1,5,453,7044.058397570309,1,1
237,24315.976188294175,10,7,1,0,0,97,955448.1914380675,1413.1920013074434,6,565.8630735596195,10,21,6,2,395,7121.920160614757,1,1
238,645472.2994524449,20,9,1,0,1,53,246961.16699189253,906.7443771732522,9,157.23566509423347,8,4,3,3,975,946.8628004254809,1,1
239,177110.68763594216,6,37,0,0,1,45,859645.3453526065,599.2717628248672,7,690.6227420813416,8,5,6,3,925,7320.986377243219,0,0
240,940458.5849483284,17,46,1,0,0,64,168810.0057845642,239.8154594360688,7,513.4344971258201,5,5,6,12,754,7393.44593610972,0,1
241,953928.5774633016,3,31,1,0,0,93,853942.8821418529,1420.0945880885206,8,650.6065232521034,3,2,6,11,301,6597.453586616139,0,1
242,914864.3910718046,1,47,0,1,1,47,13228.812905293986,1182.0225733389054,7,889.6874125716649,1,15,1,5,708,2284.370675615791,0,1
243,370158.7065538574,13,27,1,1,1,40,511780.45656948065,405.3273155293239,9,440.43457065604605,2,11,5,5,676,4230.3675604600585,1,1
244,15456.626374301262,12,16,0,1,0,33,769442.5794215568,100.89892183851282,9,901.1776232173556,1,3,0,6,176,8462.766083931707,1,0
245,928318.5633045398,11,30,1,1,1,31,934795.5174927834,81.54080262368356,6,750.6690142816549,4,0,4,5,855,6702.01959138997,0,1
246,428184.15403547283,6,7,0,0,1,91,909202.1362064871,173.3445352879687,7,488.6049258779848,5,3,6,12,783,7327.691022310673,0,0
247,966654.8193771214,1,39,1,0,1,88,819624.8695476449,836.3067604047671,2,603.2221356579637,10,0,4,6,110,5873.748127514088,0,1
248,963619.9774530531,12,24,1,1,0,69,888191.349661304,1337.419326535909,9,325.5811325190114,4,20,5,8,684,4495.871495251794,1,1
249,853009.4569372655,13,8,0,0,1,54,199219.6858370765,715.3105363286177,1,983.5972997387742,1,7,0,2,963,7590.522510150981,1,0
250,294448.8991250968,16,1,0,0,1,46,284184.29571172874,1213.841494736924,1,667.3511630503959,4,23,3,4,864,679.2674644049059,0,0
251,385097.734750948,8,14,0,1,1,84,288968.5249210585,642.0767325981233,3,43.84685249662989,8,4,4,6,202,6731.6105961953135,1,0
252,851136.6730054902,16,49,0,0,0,32,377053.93100169883,1020.3603059056684,6,326.62190574800877,3,1,3,12,168,9972.045106461714,0,0
253,316922.01198705763,7,2,1,1,0,64,393320.6703851887,1053.8967416925611,5,623.3144337590575,9,11,4,5,614,7801.921492761022,0,1
254,169492.75499116504,1,48,1,1,1,63,544555.3246546754,250.50773650080765,2,56.3332777992398,1,21,3,1,86,2905.6422101394373,1,1
255,556801.2668903376,23,35,0,0,0,69,159879.7633664414,520.1511249251689,9,23.884191319142765,2,16,6,9,654,2778.202168858859,1,0
256,936154.7747992332,12,3,1,0,1,36,691246.6637859893,917.7151054147545,10,450.0242395278026,2,6,4,3,959,6672.189433748483,1,1
257,696029.799714675,2,13,0,1,0,94,167566.5393045065,101.80311578548731,4,332.69017969267003,8,10,3,2,849,8958.543611542735,1,0
258,570061.1743887533,15,40,0,1,0,38,310308.48210454755,520.6178703786575,4,438.2986080331659,3,3,5,9,725,5779.501628981021,0,0
259,97176.50279900359,5,40,1,0,1,81,503345.13060615404,770.1112314449172,5,262.6933098800052,0,4,1,7,51,5274.027597677712,1,1
260,615007.2305490975,18,24,1,1,0,54,796440.5615234773,1434.5632699842797,8,164.7177469429809,0,5,3,5,112,1603.849734595375,1,1
261,990053.8502037248,6,49,0,1,0,44,739469.2332387273,683.3283301763147,10,689.1433569803377,6,10,1,12,463,7154.572399028612,1,0
262,140084.02383568388,9,9,0,1,0,72,645534.3564105222,1175.121730244626,4,514.5711162678004,6,0,1,6,442,7022.989173392712,1,0
263,518329.6571804402,8,20,0,0,1,46,155773.26058017017,622.1768904959296,5,200.15421124936682,1,9,0,12,271,9669.514253824553,0,0
264,877373.0731542247,1,35,1,1,0,37,547045.3456155778,1146.8026405723808,4,319.58942625999833,8,19,6,11,577,3001.928841134801,0,1
265,740768.6203465182,14,11,1,0,0,42,87446.50179988545,857.3973143329561,6,591.8079076633259,8,23,5,4,344,7564.457199220555,1,1
266,697015.7440251106,4,26,1,1,1,87,377363.17679665075,1276.6974357634535,3,72.22934827247785,4,20,1,1,183,4340.6582713236785,1,1
267,702484.0869622685,21,39,1,0,0,80,413516.53028995916,591.7572753841582,8,147.45300926617955,2,10,2,4,503,5584.7323314334335,0,1
268,359491.15762484365,3,1,0,1,0,53,39811.43944575383,870.1983645429295,6,73.24560410739012,2,23,6,9,844,8164.540391467026,0,0
269,293591.85132857494,19,12,0,0,0,19,273988.09946997184,907.2269000911115,10,812.3173327141188,2,16,1,1,10,2219.958230239306,1,0
270,809361.157384902,3,31,0,0,0,39,955649.4672664894,601.0314361926816,5,752.4092332120092,5,7,3,10,494,3428.693966586754,0,0
271,810113.3965780468,17,30,0,0,0,33,953632.6078296895,207.8093429099734,2,753.3129318792571,3,12,1,3,234,7733.088968889268,0,0
272,867072.3199093805,3,15,0,1,1,35,352327.0542525393,134.7255459537632,10,716.325343476028,7,19,3,5,298,5704.583448299457,0,1
273,913240.5534240658,16,31,0,1,1,86,43100.10894832406,24.007032863471665,10,669.3854236698692,10,17,3,7,244,924.238244821533,0,1
274,511342.40374751383,11,31,1,1,0,71,179094.93932818156,1257.8893405131091,7,476.991915378175,10,21,2,9,509,4301.864365926463,1,1
275,501516.29967203666,21,33,1,0,0,47,392217.79343354015,340.52387362372014,2,642.278163507115,10,15,1,6,351,5866.337263397034,0,1
276,798295.1809838234,16,10,0,1,0,62,947779.6979692298,304.569718965746,1,38.36155478797465,4,1,1,3,267,9095.174069277362,0,0
277,649963.9342781259,9,9,0,0,1,36,141199.06353718493,1059.8909766135343,7,621.4644226567846,0,4,4,7,630,1884.888614505887,1,0
278,701966.8802380345,21,14,1,1,1,51,763515.8436682122,460.8232028458441,5,777.8777055368772,8,17,6,4,656,8059.531624245145,1,1
279,795792.6714781744,0,16,1,0,0,30,108682.53937469207,728.7043570730447,1,500.3583603843902,0,2,4,3,893,1306.2535245210827,1,1
280,890005.3429175129,21,39,1,0,0,60,981257.5773912768,234.01593402833706,4,357.51332842723696,5,21,0,7,201,2422.3641784014717,0,1
281,337995.16347158427,23,17,1,0,1,79,381616.49910913495,1382.0338389052356,4,277.42673480097915,0,16,3,11,239,2433.4464014623954,1,1
282,375582.9588841145,17,8,0,1,0,39,775234.538899056,1226.2772160248219,10,642.8020501620824,2,15,2,11,334,8774.793184296366,0,0
283,93981.94890104959,17,24,0,1,1,69,342591.08281113184,1243.8570570696047,7,692.8011986299088,9,5,4,7,915,1990.1849299729506,1,1
284,578280.1452133725,13,39,0,1,1,69,627668.8771588088,585.7541979436875,9,870.9675998625426,4,18,1,4,415,7869.609400246821,0,1
285,35942.28343731935,14,13,0,0,0,53,192016.08474003672,1097.8001477383289,2,342.3340824609907,9,6,0,12,969,4618.070722130859,1,0
286,465598.02347648,11,24,0,0,1,90,146021.01929696254,207.18166376128343,1,769.7723073855856,6,17,2,7,484,9990.90768706543,1,0
287,542644.6392811303,3,49,1,1,0,36,938064.1395681313,12.4113637321636,2,561.3558241893379,9,13,5,11,437,8390.916595606068,0,1
288,286541.25926287187,2,21,0,1,0,55,917647.2779044334,28.7610229123605,7,882.8364906780791,7,5,1,2,999,7397.033947446836,1,1
289,590833.2646606781,19,29,1,1,0,87,887468.9402128824,844.706501862567,10,527.8121082956208,8,7,1,1,246,8707.264359258888,1,1
290,30500.259634046928,11,19,0,0,0,96,625433.4501665934,655.7686635570348,6,517.6298283979672,5,14,5,12,858,6340.30758574641,1,0
291,37348.19837573253,6,20,0,0,0,74,808268.2112162783,745.9421024282684,4,577.8770814409091,10,14,3,2,8,8436.52412876241,1,0
292,822600.5624336527,10,43,0,0,0,37,69036.93691137491,10.746922200795943,1,749.3153551424344,8,14,3,4,152,2611.275862346085,1,1
293,360190.6478093565,0,31,0,0,1,26,334789.04189067916,608.6687323066931,1,964.690478828461,7,15,4,8,392,977.0411339786383,0,0
294,127060.52138127964,5,50,0,0,1,49,313703.12475715624,1034.0181521292395,5,73.56335421576566,8,0,4,3,211,6159.323911546617,0,0
295,522243.2648323718,14,45,1,1,1,21,635645.3219526133,637.4789308331076,1,53.43460239101716,9,10,1,10,367,4346.909579731933,1,1
296,769993.5553986753,14,48,1,0,1,67,355957.77347064053,1054.3956570896,7,937.5503374073385,3,4,6,6,944,4264.413688516367,1,1
297,215821.0353386329,18,20,1,0,0,99,148506.78164368082,335.54730873144206,1,529.8756255182061,8,4,1,6,670,5267.483256821937,0,1
298,622890.4795900955,10,34,0,0,1,22,596467.0754135437,1170.9244864536847,1,614.9030145669361,6,20,4,9,570,3613.83250182931,0,0
299,85347.47414029334,22,31,0,0,1,37,814383.9206690815,847.3409862529713,2,482.42360159472884,4,5,5,9,86,6260.599053832977,1,0
300,51681.73065179049,1,29,1,0,1,92,382123.4944599732,303.498863179065,10,93.65745260747448,4,1,4,4,55,305.6933677926256,0,1
301,531354.6362546016,13,38,0,1,0,54,132268.7150984817,340.87748522951944,3,768.0893784186666,0,5,1,9,713,9698.913719904214,1,0
302,540635.1262037553,1,48,0,0,1,39,196688.19731282306,904.3638689801334,1,747.2246450885868,1,13,2,6,634,9247.090673365785,1,0
303,637429.9051239075,3,11,1,0,0,75,237483.305169384,1195.1130142259185,9,311.703321492812,9,10,1,2,446,9352.702273117711,1,1
304,726091.3364617482,16,40,0,0,1,85,299897.5929945362,598.5040061219835,10,306.2392452284004,2,3,2,10,620,3650.0413058022277,1,0
305,975852.0797040138,2,46,1,1,0,61,642795.0705063092,371.9526179437328,8,837.8413809055185,7,23,2,11,304,5318.914257681421,0,1
306,516300.35313819186,12,17,0,1,0,51,600945.484537719,1248.4967139512646,5,72.35725774132662,5,8,1,6,132,9541.306489269722,0,0
307,322956.47971168126,8,20,1,1,1,94,696079.8615670392,963.7463401212023,2,881.1051483565658,9,23,6,2,421,9023.461540815302,0,1
308,795186.1968168417,6,12,0,0,0,59,362501.9845315132,645.2431016876302,5,256.66168989591444,10,2,6,8,904,7902.446856566714,1,0
309,270832.2585537517,14,20,0,1,0,26,823997.6518799784,702.5762812021947,6,592.9847477554939,4,15,0,4,385,4073.321825160026,0,0
310,438971.4263159219,22,7,1,0,1,24,204087.66115576026,294.12931382841083,1,935.9941790017778,0,10,4,5,988,5643.396588429503,1,1
311,78456.39055770214,10,45,0,0,1,85,469040.7475181539,902.5957872933752,4,678.1225015366464,10,3,6,8,198,7929.126813041735,1,0
312,25350.753161950073,19,39,0,1,1,36,800938.7215414303,516.5892151817596,9,414.4298124670366,8,0,3,11,47,2730.1272252803624,0,0
313,962648.4150514409,1,45,1,0,0,48,180158.64773261925,1433.7290544110629,2,689.5342089054152,2,20,1,8,740,6264.497417787432,1,1
314,835980.1221524046,14,6,0,0,0,52,109863.11374078295,691.4642619771186,5,343.9796363163702,2,21,2,12,757,8279.34496917532,1,0
315,695974.2091339559,13,22,1,0,0,74,883683.9676879897,699.6752729130429,1,277.2584163491861,1,15,1,12,203,7074.550842781096,1,1
316,408952.95032474044,19,43,0,1,1,78,342929.6627591959,814.8265738713675,4,996.6832779346797,3,18,4,6,261,4794.811517103695,0,1
317,173294.32833790258,21,31,0,0,0,48,683870.124909032,1320.1286444909954,4,750.7902311797877,1,15,5,4,690,5846.087749467988,1,0
318,156437.05110671563,10,10,0,0,0,100,25348.60426393848,1153.1780637980405,6,644.7199773818177,8,10,6,1,24,9886.75554470251,0,0
319,250242.90566216636,2,21,0,1,0,70,690046.8884094496,649.6273005088916,10,355.28964321931875,9,7,6,12,687,6019.881926594155,1,0
320,549226.6692138538,16,21,1,0,0,49,316101.3115469705,1034.9269430008262,9,49.160829155048155,6,22,6,7,786,7856.179684008897,0,1
321,714595.9255541031,11,42,0,0,0,83,55740.85358744174,844.1791182442968,3,31.05687603515561,7,0,2,8,340,7266.050377728982,1,0
322,660197.3801157575,23,24,1,1,0,76,609812.761548117,709.0085501297984,9,554.1812554487988,2,20,3,9,412,7014.909140387477,0,1
323,279933.9041466039,20,21,0,0,0,27,240803.81607317325,276.93471280946477,6,762.032721039051,5,8,3,2,973,7163.6933874498845,0,0
324,954865.2811145413,14,27,0,0,1,19,386807.24205188,668.0682193750429,7,537.3791904438551,9,11,6,1,261,4544.102968717126,1,0
325,737896.9193167994,15,28,0,0,1,83,80580.8122865136,353.9787653125075,10,840.7850719391146,5,21,3,4,286,4741.607003579508,1,0
326,554354.0569678602,4,12,0,0,1,77,147163.25109494533,1317.3726957863828,2,33.426533093221636,0,7,5,5,513,4678.63269498045,1,0
327,611720.7501171448,19,17,1,0,0,34,297977.23549584375,482.98581143473956,10,366.7520764259401,5,16,6,10,86,332.5557395800088,1,1
328,419600.0682317893,5,1,1,1,0,33,89759.50056015713,1371.2601809280561,6,237.07039117417804,2,9,0,12,850,2410.6608926699314,0,1
329,247730.99702384757,18,28,1,1,1,33,910826.2646863152,767.5996177363842,6,447.272968157122,10,6,2,1,430,1545.6485208587615,1,1
330,355972.6850915348,4,20,1,1,0,63,6047.043183978418,909.4239052936708,2,72.37639319412249,2,18,5,5,581,8864.451249522459,0,1
331,757846.112885908,2,14,0,1,1,56,483860.2188643114,781.834240064632,2,954.1316415710726,2,5,2,6,31,2749.7009148358256,1,1
332,14393.498485820983,0,26,1,0,0,48,123247.45813255144,186.3080884320493,2,223.25540106936091,9,20,6,3,710,1384.4349602290592,0,1
333,116072.64934618982,5,49,1,0,0,18,307679.08947794855,541.182555371435,10,922.3077754835848,10,23,5,12,603,1197.6781214395303,0,1
334,46002.65156172633,14,30,0,0,1,28,926059.5598182655,142.77040167977847,1,425.8931550366818,10,23,6,7,440,6999.9013456232415,0,0
335,40728.81191168212,1,14,0,0,1,21,161694.55327398685,897.0538236240697,5,985.5241332552181,9,18,5,6,985,60.84304831648368,1,0
336,855460.5854564013,2,50,0,0,1,88,965832.3197183326,643.498841088632,8,554.0583834602107,10,17,6,4,349,4713.049304521065,1,0
337,703657.8623434451,16,22,0,1,1,43,205794.37698942173,1120.298359062149,2,930.8328641758075,7,14,0,3,895,1188.7198672709064,0,1
338,474173.8343455869,23,23,1,1,1,67,741566.1084668295,317.4774926390926,5,5.348988694222845,4,1,2,5,412,8496.635279725275,0,1
339,97834.16967265986,11,43,1,0,0,29,546677.2648973117,236.97512413824228,8,748.2388061809002,3,13,5,3,528,9584.503980021018,0,1
340,491615.8802006736,17,12,0,0,0,98,884478.7275967592,585.1184125878257,10,903.0506531025154,8,20,0,10,310,9587.546574602875,0,0
341,473471.776045848,14,21,0,0,0,92,553993.255503131,1334.2829518344688,5,139.72056697895408,8,9,1,9,949,4419.646669826604,0,0
342,173201.8781779965,11,42,0,1,1,82,534559.2191563087,1023.0074136178729,2,96.12585173215149,0,15,6,9,396,6445.151799199721,1,0
343,433851.65489945654,15,36,1,0,1,64,195458.0003683999,603.2500197018029,3,424.5726071859556,1,6,4,6,788,5997.045368066081,0,1
344,398504.7404123261,7,32,1,0,1,70,166229.3620516587,744.8719244462072,6,933.6789061329351,7,7,5,11,338,3500.3955134705157,1,1
345,615850.1018937154,13,2,0,0,1,88,916489.1511155142,121.26673609502161,5,542.3865601904388,4,9,3,6,674,4440.650473560398,1,0
346,635093.6545167073,16,18,0,1,1,19,327838.1988500341,1417.7892907816029,4,527.4564637217321,6,14,0,12,437,643.2463290958844,1,1
347,45304.01931900442,20,22,1,0,1,41,372082.25496289594,959.6265187606832,4,141.12611829932186,0,7,0,4,704,7956.992369724546,0,1
348,374612.62088034506,7,28,0,1,0,21,759823.6584283884,410.98185858732836,5,0.7895110932187865,9,12,5,4,663,2408.042713511069,0,0
349,625859.9194556372,14,29,0,1,0,36,338823.48242280737,843.5640876699518,2,810.1400907454612,4,11,0,2,365,4605.278706090451,0,0
350,503136.2635487251,13,38,1,1,0,43,952062.4466390028,157.65460713935133,9,87.57456298623822,10,7,1,10,923,4806.212529959103,0,1
351,856489.8426234239,17,43,0,1,0,92,737927.7689988003,1390.8048030829204,2,633.849818735324,2,14,0,4,113,5607.121784395791,1,0
352,658693.6350320088,19,46,1,1,0,57,597429.24257342,251.69038255204694,10,914.6164545151914,9,11,4,8,785,8178.76820011452,1,1
353,162934.43545208542,6,24,0,1,1,67,880895.1605447525,933.1636579995084,2,208.651913158431,1,10,4,10,176,6918.813543027035,1,0
354,70568.75669474236,2,36,0,0,1,60,49605.90834948275,353.45442605605984,10,665.2728362369108,1,18,6,2,149,6630.633860661429,0,0
355,642419.2817821228,11,46,1,0,1,92,257062.69218920876,1033.2883910138914,9,78.69857670750946,8,13,6,9,178,5267.45969059444,0,1
356,26511.320276508704,20,7,1,0,1,84,465036.33422091,1118.6227688260046,3,603.755143837613,3,17,3,1,936,959.5665899083497,0,1
357,585775.5854157074,23,41,0,1,1,29,226978.539471521,969.724409632463,10,163.93172095320273,3,12,1,2,382,4020.0906964238975,0,0
358,940230.2420226552,2,15,1,0,1,84,743905.1873021519,884.8792227674772,7,735.953560515178,6,3,4,2,223,9573.168939737008,0,1
359,575474.1821211372,19,7,0,1,0,44,919208.0310537252,1285.1554952908969,4,301.2312947939082,9,16,5,11,259,9955.480797401773,0,0
360,388169.93232482264,13,0,0,1,1,71,423770.1199309234,113.22246382525158,6,463.3910088046462,9,18,2,6,785,7304.984156027721,1,0
361,643288.222009471,14,43,1,1,1,83,342132.60011189495,476.51726272348105,4,599.4305420276216,1,8,2,7,189,2275.15735559682,1,1
362,458252.89590898773,13,4,0,0,1,66,961550.7321375662,357.5339706684182,10,171.27341066623958,2,22,2,3,306,1018.9154411274992,0,0
363,545616.793859767,6,2,0,1,1,33,444852.43282754085,1422.7401053742071,7,741.637818617621,2,6,6,11,378,4147.649442818402,1,1
364,941464.809361877,16,0,1,1,0,19,489048.4004492832,560.7212827202978,1,302.6403406368145,5,0,5,9,602,8565.720457874333,1,1
365,386102.6439397479,11,3,1,0,0,77,351649.8723419054,1054.962286906174,3,662.3718599127535,2,6,0,5,343,7218.645180307606,1,1
366,961190.5642120086,19,39,0,0,1,71,909548.4730121384,986.0042359886465,3,158.28305069937366,10,6,5,5,774,8838.923536488674,1,0
367,905350.6429025573,3,34,1,1,0,47,568955.4832818507,305.3969819674239,1,688.1176592063503,4,19,0,11,156,6157.766989213375,0,1
368,195791.1428313851,8,31,1,1,0,55,762174.5871816446,344.1566595046339,6,128.18807281046173,3,6,2,12,712,1303.2923426132772,1,1
369,69361.31018155244,5,41,1,0,1,45,811806.7183508864,405.0497715163691,9,425.3564962699836,2,7,3,4,55,1147.9685220219708,0,1
370,100778.01036964662,15,33,1,0,1,42,341849.0419172582,592.0232806935061,8,247.20607373887682,7,15,3,9,766,480.03254627826647,0,1
371,18221.83546933147,21,42,0,0,1,27,433694.33132038004,337.4280945367586,7,748.3752494281825,9,2,0,8,442,5670.804034935604,1,0
372,94442.96981149878,21,24,0,1,1,77,848471.7744062647,28.298135155460837,10,262.03500450687454,2,12,2,12,685,2428.8699373855243,0,1
373,683006.7765862892,20,9,0,0,1,59,363255.35167581023,1266.3260018023616,8,881.7173063953962,5,9,5,4,200,7343.839069713092,1,0
374,71188.65774834249,20,20,1,0,0,57,793935.1334518513,1390.478157188473,6,891.8202114066129,6,17,3,4,403,6862.502496075715,0,1
375,318975.637104005,1,45,1,0,1,94,940992.3225744371,491.86135732545785,9,196.44131522278585,6,6,0,2,614,3181.1142429757456,0,1
376,844875.3125207014,23,38,1,1,1,59,623210.373068007,487.4499063726809,3,613.8459450077243,1,20,5,9,797,1768.024896623979,1,1
377,23271.945503106508,7,26,1,0,1,64,741627.2874518889,10.212210395094221,10,87.71764171996432,2,20,2,3,663,1024.0124739565142,1,1
378,814468.4844442509,10,26,1,0,0,54,805097.3120411349,979.5609911957387,10,391.53709960162917,9,4,1,4,623,7373.155364978232,0,1
379,281854.78195485217,12,1,1,0,1,97,845039.6488966425,1188.6334498780254,9,713.3217295012722,9,22,2,7,928,4504.415449849378,1,1
380,118164.83644000797,16,40,1,0,1,39,395053.337856796,211.11595251840455,4,659.4232468499163,3,23,6,10,778,3235.305906482248,0,1
381,696737.168396779,7,47,0,0,1,74,51263.45917599817,229.91954308869705,7,624.700669406608,6,21,2,8,603,8566.531591532963,1,0
382,628942.8504904555,20,12,0,1,0,44,401876.2712367395,1137.7198799588703,9,282.5408636624436,1,6,5,8,177,5936.136229561675,0,0
383,877472.0147523328,17,8,1,1,1,58,673756.2297840897,887.4586776299683,2,378.024949434402,2,21,5,4,449,5180.028183942481,0,1
384,735071.0464531754,17,35,1,1,1,97,450350.3857807928,64.5992029839125,2,102.94614470028618,6,16,4,7,743,7433.794215964508,0,1
385,803480.9323500392,13,21,1,0,1,51,748963.1508603985,896.4676662656856,9,719.0228204336009,6,3,4,10,541,8155.833246521481,0,1
386,282034.57975096075,14,41,0,1,0,49,356982.4294686639,444.8415208950231,3,503.88879679127353,9,23,5,1,955,6860.734693495641,0,0
387,177439.5520053274,5,25,0,1,1,83,634744.1411040295,530.9642238780182,9,708.7656323456546,2,22,5,6,301,4400.068785930341,1,1
388,750614.7541347109,10,11,1,1,1,29,186419.80485397458,1108.4132423475075,5,248.94352479687277,0,15,1,6,707,3792.9941337339483,0,1
389,806834.7411989166,12,16,1,0,1,57,749369.4366449569,1167.7466774485592,6,324.4382286350662,2,18,1,6,307,7716.65166607764,1,1
390,990505.1420956219,0,13,0,0,0,90,545695.9688130259,576.5135426493562,2,334.21533726011467,4,9,2,12,751,5179.076427331254,1,0
391,412617.6827852497,5,13,0,1,1,93,204064.3885466006,1363.900227849151,8,25.7424097472162,6,2,6,2,869,7043.863741312978,0,0
