,Age,Income,Months_Since_Last_Purchase,Total_Spent,Number_of_Transactions,Campaign_Opened,Campaign_Clicked,Days_Since_Last_Campaign,Customer_Loyalty_Score,Average_Order_Value,Number_of_Products_Viewed,Campaign_Sent,Time_Spent_on_Site,label
248,81,114377,13,3214.9570124788197,48,4,2,79,24.34670440667601,648.1021272610714,81,5,176.05035465633742,0
249,66,49192,16,4764.369863437916,37,5,3,311,45.776461270413414,18.35838399922396,10,2,55.987465938381334,0
250,34,66542,23,2260.289978159997,1,4,1,237,75.9520148716944,653.9942214202483,92,10,21.191182268809538,0
251,61,147015,20,6404.760421758439,35,5,1,181,20.59881841884732,618.5851490721153,16,4,22.448214398317724,0
252,47,62520,2,9789.811151748088,25,3,2,24,70.92961271407681,309.8471167532799,25,3,58.24466371565522,1
253,63,84772,22,6034.930960433787,10,0,3,155,2.1149823349416286,85.79428489948948,22,2,122.83674479690785,1
254,23,70106,6,3578.1408411354887,7,0,1,4,41.8932977983946,90.93544991304114,55,7,160.8640652194345,0
255,54,101121,16,6478.174459905284,43,5,1,119,77.58650652027869,923.2237469852286,51,9,179.85006139631295,0
256,41,45559,11,1229.2067846538757,39,3,1,276,33.873295577443145,689.2793212258372,47,2,124.75067687384656,0
257,63,125595,8,8886.590802653986,42,1,0,17,56.37371014453995,127.10261377074039,19,5,1.126262549610746,0
258,70,53742,14,5030.839507798363,21,4,3,197,20.49792328259108,356.72316930890634,1,6,37.2633553037067,0
259,77,89669,17,4493.49742039642,19,4,1,56,74.19953911261723,592.4829939015964,87,6,19.94524077067359,0
260,80,172826,20,5858.647884535192,7,2,0,92,5.227910326875962,835.5717050906487,30,1,72.664895113802,0
261,49,155044,12,6247.838627894024,28,3,3,18,85.25426448755003,43.66092871300853,26,2,100.27019872674919,0
262,50,90831,20,717.7580622651303,39,2,1,352,19.819638642166815,236.63313147000886,1,9,8.67943571571217,0
263,84,132217,7,6826.172212234024,25,5,2,192,87.43980317083307,889.74899029538,77,9,69.69559515913106,0
264,35,61873,13,2419.316803155296,29,2,0,236,35.25292413005173,9.165550183816485,3,3,35.835934925064514,0
265,42,126532,7,7139.526325065898,16,0,0,276,72.26835744744866,201.3991027938874,12,6,129.41403325177478,0
266,71,146267,13,8225.347943841967,19,4,1,226,31.922529778618845,959.024175972966,99,1,92.854473864868,0
267,75,160975,6,8039.585075525203,15,2,1,232,90.59116712346476,613.4018465221711,34,2,99.06352938678175,0
268,84,154092,22,5525.009674078891,45,0,0,39,12.663712551837436,261.6713666375065,71,6,85.53835760669222,0
269,63,61755,11,5201.698923107511,42,3,2,322,17.85197892725987,66.99109439584761,65,6,191.2039420973134,0
270,41,105956,10,1428.7596133941172,6,2,2,152,49.303012515880226,28.191340447222156,5,9,42.947025024312644,0
271,49,106988,21,7753.461504031356,15,5,3,126,8.193843903814614,244.74507963692727,30,2,103.33285196877486,0
272,64,65648,21,2714.093804467144,44,5,1,236,19.598018470176193,881.4858195889104,9,0,147.20347367306718,0
273,40,145991,10,4966.954228179466,46,5,2,54,94.37663822120143,415.9136542975095,20,2,111.36888262691251,0
274,83,160588,24,2842.740929275167,47,4,3,171,97.64896611478872,720.333369165993,73,4,185.80417714336022,1
275,44,135005,21,1338.2836299969315,26,2,2,108,37.62593293304219,918.2850353799578,22,6,75.59367112825683,0
276,19,22396,12,6295.576968917366,22,3,1,353,92.32860210139357,408.0404616028166,2,3,92.7351611546356,0
277,34,104082,17,543.3203482290382,23,2,3,183,54.48246756734317,191.27737103739705,31,10,17.704463042945683,0
278,50,170201,1,7486.452341262,8,4,3,197,26.974246587376705,517.1179308569194,19,10,121.7998222103857,1
279,26,148322,20,3175.8679526111664,34,0,3,86,70.23987210805987,908.0836870598545,73,0,57.64239368962121,0
280,60,152663,14,1.3469300448532007,50,4,2,200,65.89018065748571,804.3744141377006,28,5,32.061807903113774,0
281,65,31303,19,5111.291392372298,19,5,1,336,98.91253191087334,65.82984336315378,51,1,108.90625858090162,0
282,56,181633,17,468.51908527603126,36,0,3,321,26.50472874092833,692.5728000775819,45,2,106.46205267598212,0
283,59,91719,14,2761.695578208995,41,5,0,274,67.20595026617355,571.8975224589537,33,3,15.174328244809509,0
284,43,119616,18,7069.764874557161,16,1,1,210,5.202375502944689,907.4631763464255,100,5,139.64309069889455,0
285,67,144165,22,626.8962162186587,46,4,0,117,11.36460386967194,122.48141685029724,83,5,124.75443813017057,0
286,42,106231,23,8393.384923560023,30,4,0,190,0.3918374951093262,534.0361132046567,60,6,37.80345654929944,0
287,41,27314,11,38.199226585831084,7,3,3,41,99.94606810596731,879.4626935118923,71,4,93.88697243080877,0
288,30,39623,12,2468.2386920190224,14,2,3,41,80.22736971474778,410.023786741743,70,6,144.064583295712,1
289,77,125228,21,7409.040561520715,30,0,2,314,78.67230147335408,481.99491773286707,69,1,105.8871481082553,0
290,24,184202,10,3162.701497293068,29,0,2,275,50.97260752881797,70.46067766695829,10,0,79.09781523671404,0
291,74,117624,4,1018.9238806601353,45,3,2,328,30.006708290543994,278.14364044891084,81,9,64.46769161618873,0
292,53,177364,0,3602.3391880042786,19,3,1,16,15.126428446267592,324.5066491689473,92,7,122.07877332881071,1
293,62,131785,23,2703.9328638452553,38,2,2,282,28.467473884646367,945.1224487448869,88,0,187.82173966204812,0
294,37,106206,2,8427.11902160555,11,5,0,257,37.597122192913915,282.66736054115904,62,1,134.34896809549667,1
295,82,89274,21,3133.479175851431,48,2,2,62,75.6310096980294,460.868735269652,20,10,14.949180727263101,0
296,25,153541,18,7889.324717760072,16,4,3,61,53.96617889031524,671.3044235642798,2,9,92.13699469642675,0
297,33,73947,22,8918.721448107348,41,5,2,99,7.748362655548268,162.18337240787739,81,5,178.1648263021255,0
298,31,173606,6,4338.174195765296,29,1,1,18,1.802900895891224,486.44238714187446,87,0,18.892485160217376,0
299,32,68874,11,9099.43143854392,28,2,1,16,10.233217953406315,738.5390394759075,9,9,197.77514242750865,0
300,83,69708,14,3773.1805396319282,18,3,0,324,41.049871369737936,866.855213027066,26,2,189.81387872908425,0
301,49,94553,24,9640.784164901082,45,5,1,245,93.31929170490183,626.2592746624267,11,6,15.654896145975172,0
302,80,88344,4,892.8952452557293,10,2,2,250,63.74024812092216,669.0535153169479,6,7,186.682664089911,0
303,68,69138,14,6870.192665032428,33,0,3,80,80.18258998755151,126.28347258456895,16,3,72.62651805189245,0
304,42,67638,7,4938.140404569287,49,1,1,38,46.637459450454855,945.7764972463472,64,2,168.9418334151725,0
305,75,98249,9,3876.4880545564706,6,4,0,35,36.16660831950428,132.57407748448236,63,0,83.6766675426543,0
306,80,125865,15,6327.118787486009,43,0,2,196,10.840037271662272,774.6729371817983,25,8,88.17102254050317,0
307,79,22719,7,7038.570916343312,33,0,0,157,87.5933022186205,264.8163217783188,14,9,126.84861819550852,0
308,39,173962,0,43.63269650309087,19,1,1,203,78.31600290279029,933.5931437012516,32,5,154.89548385519666,1
309,75,187581,11,1669.5308874719872,49,4,1,195,16.811809759772512,719.9595393694796,61,5,6.757830189649727,0
310,75,62534,4,7130.460506343187,37,3,0,215,51.22605638762605,753.8137129783689,100,8,118.63119910542686,0
311,66,112241,2,6663.854135782065,23,5,2,284,48.73748079212449,219.0591730598833,46,0,37.346598819474195,1
312,69,169859,0,9660.475051286772,9,4,1,195,62.50915526865286,443.0399766351608,94,5,69.18990357264059,1
313,59,146209,3,7610.37790250783,31,2,3,306,94.61868939912613,617.8131945892864,34,4,69.5937332310433,1
314,32,199917,7,9507.72707731338,14,0,1,151,57.97714417624796,769.9736182066009,64,10,93.81206804423073,0
315,71,112124,2,7025.405015348069,36,2,2,13,54.02172667786186,103.95937591238958,71,5,66.82728237523467,1
316,77,111659,9,2980.5220863944314,19,3,1,324,5.032293293466394,962.3653164545284,75,10,21.472223690133553,0
317,25,184134,1,1053.6492225085647,2,2,0,145,6.290747601802393,890.220670554556,82,7,29.125747705090287,1
318,70,95713,10,7818.238633449356,36,4,1,56,18.734679132678888,270.34859049558435,24,4,6.687597112219534,0
319,77,95418,24,6441.492214759159,39,2,1,210,3.247077169174828,822.760243032332,56,1,94.04981706575086,0
320,22,148232,9,481.86012393296227,7,3,2,267,74.33528955700123,518.3239230398234,31,1,190.8895389705977,0
321,23,185904,20,3600.504659009783,39,3,0,209,72.3330303993963,461.80648156201863,62,9,23.13504472962331,0
322,64,183038,13,9567.998154842862,43,3,2,16,13.605623443164294,314.4341058114054,11,4,189.2528986006164,0
323,72,164059,6,5004.011457102012,22,4,1,285,83.60789007952809,580.9685866315924,62,2,146.6723029464187,0
324,57,188383,1,4327.291360197047,39,3,3,343,15.478603484611197,729.8891177035978,76,9,127.49976058683264,1
325,69,51575,8,4576.99605159294,10,0,1,202,30.11755869973588,410.93290496275824,91,2,129.05555106471257,0
326,33,83852,15,2088.827240051637,45,3,2,98,24.8976899161365,629.2191930082921,0,7,165.34552967925643,0
327,30,152079,12,3687.071708647952,7,2,3,278,37.23070985730478,699.3129211553038,50,6,21.383972875964275,0
328,47,96242,8,3698.1325598717663,28,5,2,208,25.466376588996187,711.1218170152858,69,0,100.95086471310834,0
329,36,198589,19,523.550201874724,29,2,2,128,48.8950926438452,51.966098131180246,7,4,139.4182276521517,0
330,34,49257,3,7675.676285179183,9,5,0,334,40.74078813546854,859.747805685067,67,8,117.36408901471273,0
331,80,193279,21,4165.04431903879,38,2,3,287,98.65694907793265,458.25331476504795,4,3,166.55581420465893,1
332,36,164353,9,8221.798868164233,27,4,1,251,5.592635012822567,262.41608169621446,88,0,14.4543418022703,0
333,75,81246,21,8503.480011198953,48,2,2,264,14.218137638735161,241.76450747968158,85,7,138.1402078998332,0
334,72,21435,11,2119.9405469865806,35,4,1,270,5.282589390860249,483.01411284395044,91,4,106.80554607694354,0
335,79,111357,16,6573.534821701286,12,4,0,187,62.58411949823758,886.8315394689592,38,1,75.83217279598868,0
336,40,177732,13,4722.818041629817,31,3,0,213,5.450927741371958,378.34758168264693,22,0,68.05499644680617,0
337,26,156156,13,8801.56737921485,35,0,3,282,83.64397373761233,749.7257467835433,67,2,124.16652655483857,1
338,29,164579,24,2157.406791764541,36,5,0,210,51.19386306819278,96.8187309872186,51,8,178.19907492885295,0
339,18,103807,1,6778.1320031004425,25,3,0,364,52.70076245815337,476.05670215106176,3,0,99.23518522022306,0
340,75,196611,20,6077.521222527225,21,3,1,75,56.15945077121942,991.6861403927356,46,3,164.94463281538404,0
341,18,135953,24,2953.0147757183277,3,4,0,147,17.081370630621073,770.4378027923369,20,7,80.4312763687935,0
342,51,158563,19,1366.0090365117262,30,4,0,320,19.769030311448756,210.52848844061302,100,7,20.47889255863531,0
343,65,143797,10,6516.397604772766,17,5,2,212,31.88173228730047,501.4414736979107,55,9,12.301147291727709,0
344,18,83888,15,7385.974581323307,37,2,0,108,59.34964158218514,233.62476364856656,65,10,10.266874264735515,0
345,33,93609,18,3156.2734376335,23,2,2,128,21.011777594021453,409.56092726250927,58,10,76.03002839153399,0
346,78,29077,22,6448.326040223138,22,3,0,9,11.633172713326124,780.0840237349647,6,7,67.44755016716842,0
347,81,40953,5,3951.309076115033,21,1,0,46,97.01168864184322,771.2248152904036,48,9,143.5874047245139,1
348,80,134682,23,7132.068832826178,1,1,3,314,2.1981814809622913,228.10037790238513,15,7,148.56430031697317,1
349,39,87889,18,1992.1527489405312,30,2,3,95,80.26974053360216,922.2233181548602,16,3,10.170793766747966,0
350,84,174893,4,8902.150026361744,10,1,2,102,78.8035149575022,592.5681827648268,83,7,44.22465257780299,0
351,43,188639,3,2874.095964655797,27,2,0,341,29.7214113845096,379.92429096201454,86,8,54.85237003177994,0
352,33,135374,14,3677.859877561529,45,4,1,145,13.56266160073134,501.9355807808606,97,6,109.52239682856188,0
353,68,44860,3,580.9195208034978,31,3,3,26,14.562864670542341,605.0712534377437,74,1,28.90304478139005,0
354,74,172267,19,1115.1221232127639,4,0,1,219,69.74316172371925,559.8905318457854,33,8,26.788243880000074,0
355,46,97475,9,5158.619027123281,37,3,3,17,64.28065910861737,486.4050355361782,32,10,188.7577778415916,1
356,64,107266,23,2675.926767279715,9,2,3,166,78.27456742513867,504.9328040894001,25,7,160.8405814595562,1
357,79,172499,21,8354.802257421943,39,2,0,81,93.74811723991047,176.41191042788617,65,4,36.13098041823406,0
358,33,120732,2,146.93388654953844,45,3,3,71,69.1927363266592,812.7329043046793,62,2,81.3135615810982,1
359,65,47083,4,3790.940486719362,23,5,1,309,15.585153655144346,541.7603199410154,86,6,71.1243998515131,0
360,56,77372,5,3373.4554676909265,34,2,3,253,24.344261676541066,131.0798617047031,40,1,158.20081481308145,1
361,50,143786,20,193.27630917601036,43,1,2,161,84.21937308731145,766.157101582778,85,2,102.04258329562441,0
362,40,195136,21,1243.6839900051023,47,1,0,326,20.93060758342086,932.4439783773508,57,8,25.569947398693404,0
363,27,27813,7,4136.426749186353,22,2,0,37,7.252231695448142,947.3068992369621,97,3,147.79841263124877,0
364,51,51598,6,4928.645844474467,16,2,2,200,70.32800540422505,369.01773241117274,78,3,79.37759564498378,0
365,69,113106,20,4042.897472548691,0,5,2,199,40.2526355490142,135.51687356075405,9,2,52.58484952642941,0
366,27,47082,9,5309.376784120938,30,1,2,254,92.00400525459035,518.3996266330652,14,4,75.09972440414403,0
367,36,49241,5,5951.316749056815,30,2,3,178,65.02550710936616,112.60922934922068,41,2,99.55131272137928,0
368,75,195641,13,99.2382112783563,41,2,0,34,9.041897779166074,933.9874185126173,92,8,68.62310328340189,0
369,18,31745,3,4640.951594535039,41,5,2,81,94.78565672536607,183.579627355146,56,2,48.381154518351565,1
370,21,46029,24,9634.992408875883,33,5,3,219,25.85572636402459,252.76585995116406,86,1,79.70040576079607,0
371,33,164097,12,5190.322801295487,8,3,2,157,33.72124904062858,406.6365268849704,16,4,3.8345821499796484,0
372,41,143395,19,6775.422674589532,21,5,1,3,40.2260413683542,383.1644685591258,59,5,154.49956921926278,0
373,19,165360,16,3118.638579168832,12,0,1,166,5.122429640431325,794.662892397889,8,0,34.18897871351716,0
374,49,109186,22,7739.913781527625,24,1,0,203,49.65154222306049,456.31682055096235,35,10,8.78092272612745,0
375,41,157612,6,7729.214818761151,47,3,3,193,12.331849107529225,170.76826000333688,72,5,130.73973858101584,1
376,29,117768,3,5212.96047654139,17,0,1,234,40.097032668835176,267.2098954860741,79,9,154.78722576473444,0
377,67,61846,13,9760.138232792136,50,2,1,205,35.07097879920843,509.113385187522,35,2,162.76582631856863,0
378,52,95932,2,1255.5021476265338,11,2,3,149,77.28400834265034,147.4539174261349,47,3,98.70183653211998,1
379,50,168554,23,169.47664889580994,39,3,2,158,80.3170511632731,611.6556756460141,50,5,41.07363693799706,0
380,50,43411,4,7701.58211757096,16,5,3,278,15.3412882389088,565.7473065511459,96,7,147.44553544996535,1
381,78,98797,15,8071.5553736488255,14,2,2,303,36.65511873792262,714.7023163822577,94,8,139.94261543086742,0
382,68,72307,22,1202.0722912057624,41,4,1,165,37.33531610318317,937.7046153793676,69,5,49.254146820634645,0
383,60,154165,19,2655.8283295860606,14,3,1,310,15.141044393608505,912.2545611011557,73,6,180.68155117255858,0
384,29,42042,3,175.5236336662891,14,0,1,67,79.84535050511906,946.0756180688313,79,4,20.8742916165658,0
385,84,72930,23,2933.086107805647,38,3,0,87,70.72283283354233,244.71559702370092,67,8,196.53764791826512,0
386,82,195485,23,7731.418739186715,12,1,0,216,19.038178629703474,131.56530663935462,21,3,172.0495621954929,0
387,50,117883,1,5179.605277125789,16,5,0,0,36.6721908593799,302.2767004964485,76,9,137.57972909581503,1
388,57,53756,17,3480.955931682881,31,5,3,134,10.580502485651422,895.0851727663146,79,10,187.74997765596657,1
389,60,73268,18,3717.3929490633027,8,3,1,184,62.820659709304394,972.0534746234882,92,5,144.46223366474155,0
390,61,190286,18,13.536257154681541,39,2,1,350,12.137192454861967,859.324951070476,5,4,38.09139940600919,0
391,46,179674,16,2998.005275652359,19,2,3,139,98.59341686249178,110.0177211275436,25,0,88.43122762256235,0
392,30,68901,13,6464.587416379305,25,4,0,105,78.06820746878623,947.4279980597931,74,4,14.30060486632707,0
393,29,119986,18,9741.944438163571,26,4,3,132,39.023854958399504,423.35802735078596,87,4,77.93148445762309,0
394,63,183268,21,8470.608269838995,20,5,0,107,57.85639322793544,9.310290762353679,92,8,148.32060394744173,0
395,19,148386,23,235.94964645529126,17,4,1,177,91.13418162164088,442.3937407481936,2,0,77.28867018616347,0
396,52,25626,12,8985.606046748393,12,0,2,297,55.40992803958261,46.06916967546759,51,4,66.05883509362683,0
397,25,158496,11,7831.984132986259,15,4,0,357,17.44984863979552,543.8779211611176,73,6,119.07114450206238,0
398,43,32857,5,7803.761235709804,8,0,1,358,37.87033555811593,338.55402743705133,59,10,174.440905799779,0
399,51,171054,20,4579.957590035715,11,4,1,145,84.31448650297455,473.43493359404874,62,5,9.516638509222485,0
400,24,153052,3,3980.0529295450283,43,5,2,73,64.42130159896179,613.170360743117,64,5,77.09408693994708,0
401,75,199362,18,3029.1572883319263,37,5,1,107,65.07243843338003,868.8010958178203,51,6,31.64814836305254,0
402,46,46431,15,656.9485895436577,18,0,1,121,86.68214856884892,661.9015764719286,89,5,139.0708501463739,0
403,53,104976,12,2282.353634936991,6,3,0,16,89.39730574625047,434.0488684781807,75,4,21.144912086226974,0
404,38,102711,3,2466.0363497802464,34,5,0,195,91.97925717794362,819.427853670365,13,9,132.96155171604892,1
405,53,46385,22,4840.770697102016,47,3,2,326,9.48491932531561,905.5821375731322,88,4,57.236174159581466,0
406,27,189230,16,7474.44406596694,17,2,2,317,54.41260019631009,119.75996643219722,71,8,39.78336274744494,0
407,41,174091,22,4738.098283979466,15,0,1,296,74.05095212183186,531.9329775527915,67,7,187.27051156499707,0
408,81,38639,0,578.444494471606,38,5,0,251,75.69268451270138,284.51195974244416,27,9,3.7049153491911735,1
409,66,105530,17,9577.89800988204,3,1,2,118,60.67162019700039,47.0611978769474,70,3,87.55545437791379,0
410,53,41563,19,9427.243190941123,24,2,2,161,16.678733518367416,668.5466951139854,9,3,4.325398492358756,0
411,41,190413,16,7851.895431484084,31,3,3,197,79.74205539416643,862.7707774592255,56,9,96.7186096208658,0
412,40,135672,14,9913.279015642205,39,5,2,44,72.01113335149458,162.90265447739404,99,4,100.20947555888364,0
413,79,156848,10,5444.823328002629,12,0,1,313,8.613577154903629,812.4136576239005,65,2,64.3324942789494,0
414,54,187516,24,9627.68350253206,44,4,0,178,46.380982467437626,853.3957335369416,89,7,26.432355505004736,0
415,29,159783,21,756.0504061675077,16,1,2,43,17.39773995218036,914.3404426664835,49,6,75.27750754689507,0
416,72,102970,12,3656.807482613713,48,3,3,270,33.74770457129719,265.28508908605244,13,4,134.4525879865132,1
417,30,105553,0,2253.812680067658,36,2,0,77,1.8081092205685434,903.9530651898892,15,9,156.47916172889182,0
418,40,181779,16,1958.3308413427003,5,0,2,325,40.032986841075825,320.66275473643225,53,2,106.15012047762846,0
419,47,190182,5,1408.029488926761,18,1,3,177,54.987692115621044,552.3380134555028,42,4,117.96687888795113,0
420,34,102879,3,6224.136415659967,12,0,2,356,61.95825928270868,50.50747083228213,41,2,40.12327422493054,0
421,79,189899,19,7813.21855747305,25,5,0,2,66.34903451287101,43.881088368743605,80,9,57.46606664552989,0
422,30,156727,15,5782.983994203607,13,4,0,213,83.629131310246,720.3732127322029,21,4,32.37912201047168,0
423,76,64859,14,1469.6270958820967,30,2,0,341,21.546290727573002,444.47997797779107,67,0,49.859070000922266,0
424,36,72098,14,8111.237699334709,3,0,1,73,12.048182243846794,256.29237536921755,18,5,44.977356045106355,0
425,66,166323,5,6359.547071637285,38,3,2,50,85.15371718979256,190.4134960249102,65,9,103.88975727824752,1
426,29,142413,14,3881.657061269955,7,5,1,66,15.661281489264988,669.953490859218,38,3,112.53775115814588,0
427,78,20526,13,6741.302955360629,24,5,0,331,97.47600813361953,0.40154402533987277,72,3,188.9894841643009,0
428,36,88760,10,2599.0497924283286,12,2,3,92,84.2538229398637,805.8911691968542,18,7,39.11412942030461,0
429,26,67837,6,3451.922084942105,31,5,2,175,50.08766058895991,79.24960612992882,15,1,128.3351420322992,0
430,45,31536,8,9174.858431319903,37,3,1,144,98.14214249220252,191.48961490811945,53,3,163.45185379750458,0
431,69,48541,15,2905.045056714204,37,0,2,6,9.737672910800422,386.2363952990896,24,1,112.04829275661051,0
432,33,99083,4,4699.882681579366,27,2,3,268,30.306576117510165,484.8587397161036,17,0,51.00073050021514,0
433,29,54531,24,8901.411373960147,29,5,1,321,63.822441504061146,354.9951158139418,22,9,52.510046004000046,0
434,42,28712,19,7077.213502675275,2,5,0,3,35.00068684731787,320.7121649842939,84,2,7.850610614199982,0
435,69,124101,9,622.0322616470276,27,3,1,137,92.83725519807918,963.9160120731884,10,7,61.08884530969634,0
436,70,85455,17,1473.0304427897033,2,4,2,230,6.562608817781756,641.5796812433942,38,5,148.92073580067603,0
437,40,94744,2,78.41590771916817,44,4,2,87,54.941183206096454,23.43295536738821,67,6,9.503551441422076,1
438,33,149749,12,6309.217902291634,33,5,2,16,59.08662673951145,430.17590844431317,24,1,43.85905650096613,0
439,74,25109,10,4476.7342541041835,15,0,2,51,65.27281237772242,875.0086997439702,62,5,141.2464997063564,0
440,56,69268,16,1342.7485090227553,21,2,0,133,25.566622333181442,301.45618641066795,95,7,156.53031256457533,0
441,70,74615,21,9579.341210567705,31,5,1,210,36.45664275198644,94.55634477438824,29,7,91.06368201238568,0
442,59,102503,12,5296.597239456199,37,1,0,324,84.36805296649777,758.3847715899178,44,3,139.61486769572977,0
443,75,180831,5,2418.932941128892,7,2,0,218,19.494276897015983,606.0138319360813,89,5,77.5904337309784,0
444,56,105708,16,5006.035711547075,7,4,0,204,82.68678471733621,570.3125078265039,60,4,31.982649004825504,0
445,31,122471,12,6796.203327351078,5,5,2,210,56.26554229027424,53.57655960740792,99,8,79.62989870458131,0
446,22,177661,18,762.3921797356447,13,3,2,276,76.21875111940821,140.49900979551734,50,7,115.99356404062857,0
447,52,181087,20,2747.0381504789198,31,1,2,23,71.36073662634715,622.5493962131138,97,1,189.61065637057806,0
448,35,180081,18,8069.654908839936,34,5,1,3,20.7511495384879,207.8238414588358,8,6,13.750190417735464,0
449,26,103309,9,4596.648704026612,9,0,3,151,56.88127364338729,504.07007974842435,75,6,101.47881876899211,0
450,75,146446,2,5465.771420322949,2,1,2,258,86.77231528050923,544.8816860293934,1,10,65.78395564214487,1
451,34,126661,13,4328.160022094693,11,5,1,323,43.211623680192936,283.5071902709394,4,0,101.6623388553389,0
452,24,177215,18,438.9994264300512,48,0,2,356,96.65907702233167,948.4251555414928,61,0,4.795089475306336,0
453,63,26154,4,1657.4977982015594,30,1,2,167,45.221510010171805,842.4641068355752,68,3,62.60507094031627,0
454,30,172876,4,4455.416387418909,28,0,0,175,14.278563666788468,722.3735076327985,51,4,163.973629505401,0
455,57,192760,19,2091.854654079278,4,0,0,309,38.94346800776732,77.99386640940908,85,3,110.7883467709275,0
456,59,84288,16,499.7902865967874,24,1,0,290,95.17024063905372,106.13001930901945,4,6,90.11649856322347,0
457,26,71195,20,8436.496640518237,40,1,1,55,31.97208493398542,492.7813458649557,58,2,57.105014343067914,0
458,67,40581,9,9811.925291641159,30,0,3,107,86.80981598670628,160.71334919098567,67,6,59.60850455827118,0
459,44,50087,4,7931.428739967394,20,4,3,295,88.12506816818897,978.2654635294741,8,7,76.62028671811689,1
460,83,184053,3,8537.84921704667,19,1,1,323,35.01865243319611,158.52023402740946,92,5,167.11414199291207,0
461,22,89298,5,2419.771303170454,38,5,2,301,8.325765805063213,487.467835463974,21,5,193.44264136165367,0
462,46,66167,3,9606.269755131998,21,2,1,333,72.45579091588182,364.12105684150544,26,7,87.73107627007491,0
463,54,194480,6,1969.2570445342838,3,3,2,140,31.1512299013986,639.386421454098,9,7,78.67056774955236,0
464,55,59499,6,9514.298103618323,12,0,1,154,78.29236142575724,129.0364088894249,79,6,169.31015516397255,0
465,25,145816,17,9948.19293965951,44,0,1,261,44.26548482604331,430.3164280423909,60,5,85.38106412726071,0
466,82,189631,2,7117.228057460487,41,3,1,272,48.52667423426216,274.70503280714365,50,5,110.40363445913025,1
467,34,116347,0,9811.437317918218,49,4,3,231,77.79094067485369,887.751524671688,9,9,46.18833291974889,0
468,62,68787,23,5695.397795671037,48,3,0,240,38.23633310616279,40.585712134695086,5,10,148.70050715581505,0
469,21,55488,24,2595.4178317609035,19,1,1,354,44.31273453229145,913.7274940064592,61,5,106.39766365415637,0
470,53,94441,3,4369.958856656209,12,3,3,336,37.619046876962216,832.9941385530004,4,7,161.80691004806832,1
471,48,42431,5,5935.60935378786,16,0,0,257,36.734051527728,297.57071644081543,69,0,156.14654600573394,0
472,36,81681,8,730.8156202701499,35,3,0,248,52.594657690145944,789.2906546771047,62,4,43.00095365400571,0
473,78,142720,21,6223.432646172461,32,2,1,76,80.87994445011508,31.21356033874756,55,2,143.12711011155247,0
474,71,69153,13,9811.778367622945,0,5,2,179,36.176831192256586,966.8655502933937,58,7,160.01088159027427,0
475,56,26368,11,1901.0764978372763,14,1,2,65,52.42547205377367,526.5949425897893,62,10,69.22144815647901,0
476,36,178496,24,7925.951162883833,12,3,2,307,67.07273254426008,303.28102606544525,88,5,34.52182258045491,0
477,56,132360,19,9078.987937796193,16,0,1,347,26.9439446303655,362.5832125946771,58,1,0.526431115917636,0
478,84,196076,23,9437.015928202209,23,5,2,170,27.752280490239258,66.40535346049737,50,6,90.18073061862964,0
479,62,132755,24,9601.356044054472,7,1,3,21,93.34131270234548,989.3495140420392,49,6,70.48654630776832,0
480,30,76985,3,5214.5963872147195,49,0,3,106,72.35345733310886,39.291945150692456,3,4,110.98196676508178,0
481,75,70069,20,9773.079079915036,26,4,3,322,57.71866762233089,654.907123147859,47,7,37.60821851775715,0
482,37,72326,23,7573.102071344389,44,2,3,226,64.7720054420612,442.7359277064583,31,4,171.93310953329504,1
483,78,128737,11,1616.714362369619,22,4,0,215,2.9299443103418366,948.9162181887151,50,0,51.55104312562193,0
484,56,174470,9,4769.0010646797,45,2,3,68,61.81029655616969,245.99974030679516,51,8,45.28592101752999,0
485,18,70861,21,7183.31175372004,7,3,2,83,50.95088732242019,532.0868239380113,98,3,96.14281129687119,0
486,20,95897,6,2473.4031581908334,7,1,1,102,54.574967977943565,482.35620858275297,73,1,99.77020474885485,0
487,79,147118,2,6406.151835488874,25,3,2,38,35.94238268308171,702.8664440501013,33,3,43.017045757018565,1
488,80,88577,22,6666.004790466192,46,2,3,12,8.14738977129419,68.01023195242051,35,8,54.37214534518316,0
489,42,29078,13,1626.9974380856588,12,2,0,296,19.33392336120522,193.78913002335486,69,1,33.94104783104899,0
490,73,176075,23,5650.853124527563,38,2,3,312,95.07447132126717,214.56482009284983,42,3,143.69203566463335,1
491,50,82768,9,7716.269109786077,36,5,1,180,40.8699562270934,738.1507548416897,15,1,154.0178062508164,0
492,55,71047,15,4988.956645359419,48,0,2,267,46.66831558308642,189.13869632674007,58,4,92.46569949185653,0
493,23,91626,15,121.03116776107426,27,1,1,12,5.270978985343899,573.4917638909767,52,2,142.81740453700348,0
494,75,77660,21,90.38469079292177,24,3,1,119,3.756622954398059,215.2438205009537,18,9,147.1870783874891,0
495,61,152997,9,3570.293439700122,15,3,1,352,71.71814470467577,861.6249500839784,97,1,27.65510553556172,0
496,62,137832,24,9261.94068431782,1,4,2,56,53.80946641211113,942.1854544896386,88,8,193.23560496690735,0
497,49,150406,12,2286.767796036088,17,2,3,39,50.87059842162667,518.4929749422405,94,4,164.2063894192862,1
498,62,145150,5,6343.636888716872,16,2,1,335,24.312453042266867,352.3088842091783,40,9,40.8966922391647,0
