,Thickness_mm,SurfaceFinishScore,Hardness_HRC,DefectType1,DefectType2,DefectType3,DefectType4,InspectorRating,Sensor1_Voltage,Sensor2_Temperature,RunID,TimeSinceLastService,DefectSize_mm,SystemLogError,label
220,8.815225784600687,4,53,1,1,1,0,3,5.138991370772104,23.970672808661362,187,7.9617435647246175,4.962528737742552,0,1
221,8.636617206670943,4,56,0,1,0,1,5,4.153477781137267,22.472985263818792,198,0.5289380519533493,1.3883168017874414,0,1
222,7.687349535656185,4,56,0,0,1,1,5,4.1992287976154445,24.473737854156504,136,6.711144033933143,3.089840976347558,0,1
223,8.235431606118867,2,67,1,1,0,1,4,4.692692994993552,21.338342185971488,195,19.520403150489884,4.663690887456339,1,1
224,8.030404735363451,4,52,0,1,1,1,3,4.048425778248294,22.052993486191333,170,17.471111524541776,1.1610345599500067,0,1
225,7.987979286758167,1,50,1,0,0,1,5,3.5532167321553683,24.492984552844852,132,6.587561340684354,4.868843890404651,1,1
226,9.44602110950489,6,53,1,1,0,0,2,4.970457036203192,24.481283582357896,130,11.755908101327444,4.76364755478031,0,1
227,8.28619544933352,1,55,1,0,0,0,4,4.7512998258829064,23.428563844123403,154,16.94593491070988,4.480573941762182,1,1
228,9.284093110354227,10,58,1,0,1,0,1,4.661511998111318,24.2949027356111,111,8.825486735001373,1.4655043459850101,1,1
229,8.762277251994526,6,63,1,0,0,0,4,4.9833682579836465,20.443866334781163,110,0.3591572750030192,3.353247752049425,1,1
230,9.089622607083296,1,61,0,1,1,1,2,4.850461675124075,24.324974881038884,187,1.4902092363728014,3.9240116283255806,0,1
231,8.505274186210384,6,69,0,0,1,0,3,3.9117639763566423,21.603099532751134,171,10.207854426974132,4.937125676883934,0,1
232,8.653807769252719,10,53,0,0,1,1,1,4.204962093886702,20.89165756214108,131,19.388787513517567,1.3119071993661668,0,1
233,8.485035387637728,8,61,1,1,1,1,1,3.75222028335725,21.19684918171023,156,13.864190844377354,3.947116547836834,1,1
234,7.890485975596089,2,59,1,0,1,0,3,3.759714026835762,22.089842540069434,137,1.4183238287713906,2.024605264672008,0,1
235,8.944904230523012,2,56,1,1,0,0,4,4.852391492713078,21.255960023022336,159,3.7872175158372556,1.2903190950560104,0,1
236,8.061544724881712,4,52,1,1,1,0,5,5.217200213964997,21.602837930082494,185,15.426462864337001,2.396196235462347,1,1
237,7.548631932862907,3,63,0,1,1,0,4,5.425465167722278,20.67489243035821,197,16.828795199124894,4.072261604668774,0,1
238,8.790944591814336,4,59,0,1,1,1,2,4.756694235098889,21.480883827794994,118,12.353891723771817,2.5918241166682345,0,1
239,7.854221358814097,7,65,1,0,1,1,5,3.868202646721914,22.861419072710007,183,12.888463392596332,2.9188539509137184,1,1
240,9.380917168705828,1,65,1,0,1,0,4,3.711300690897861,22.20926854045532,155,0.5667490076676929,4.978217345900545,1,1
241,9.407857154005175,6,59,1,0,0,1,3,5.125701943073516,21.733593806179556,113,16.57060519163017,2.295991848008417,0,1
242,9.329728780440897,3,62,0,0,0,1,2,4.6575129527199985,23.73226064428557,132,15.765504163416592,3.2693033961915794,1,1
243,8.24031740051089,10,55,0,0,1,1,2,4.73657004202744,24.46754985696659,109,5.180702882066943,2.1435989072691735,0,1
244,7.530913233057735,7,61,0,1,0,0,2,5.0629241775094185,23.783946114511984,179,14.173534399310139,2.2675354084791723,0,1
245,9.356637125175451,10,58,1,0,0,1,5,4.906554455464903,21.660003510588396,163,4.297092128499962,3.6303833905043366,0,1
246,8.356368296634628,2,62,1,0,1,0,1,5.168916505712193,23.722210839187767,163,0.8066032210302598,4.720491392426975,0,1
247,9.433309638087339,2,53,0,0,0,0,5,3.612427810919757,20.759900912370256,161,4.0227308518075455,0.0,0,1
248,9.427239954178505,4,60,1,1,1,1,4,4.99504127349301,20.651589940456454,167,3.57257753508599,2.9406152772154464,1,1
249,9.20601891093472,1,69,0,1,0,1,1,5.201705514644191,21.728135185180793,190,6.754959934696945,3.9577996802695092,1,1
250,8.08889778413917,3,67,1,0,0,0,4,4.072270084916629,24.038511845220285,191,8.368989943509161,0.9014295146763371,0,1
251,8.270195457203851,9,60,0,1,0,1,1,4.780894547986506,21.23174123621151,142,10.170777829954158,1.4502111684436714,1,1
252,9.202273343033713,7,53,1,0,1,1,5,4.128324127673944,20.316267044493397,179,9.535077510166563,2.759592384137896,1,1
253,8.133844010312556,7,67,0,0,0,0,2,5.415942132964908,20.658547676031777,158,5.413492119305787,0.0,0,1
254,7.838985493372185,4,50,0,1,0,0,3,3.5668471448710077,24.2937248426479,151,0.5834133714814893,0.5900527563294866,1,1
255,8.6136025249167,2,56,0,1,1,0,2,4.65958568766591,23.168916423736437,196,12.102032444743013,1.6378474044315146,1,1
256,9.372309548321562,4,55,0,0,1,0,5,3.83300709409903,21.266005816849884,118,7.914896596947088,2.8283058042123477,0,1
257,8.892059593349947,6,64,0,0,0,1,1,4.924440410354317,22.776479126640908,120,5.973443147750994,0.5673253921533532,0,1
258,8.64012234017873,3,67,0,1,1,1,2,3.8517805668373244,22.637898112126752,121,17.338820856610248,1.6904582880171877,0,1
259,7.694352987541537,1,60,1,0,0,0,5,3.970766523796715,23.277179892203307,108,14.934866155963196,2.8131386876414126,0,1
260,8.73001445339834,8,69,1,1,0,0,4,4.488741622091516,21.16593777210808,108,17.155310967448845,3.0791716159156053,0,1
261,9.480107700208526,5,64,1,0,1,0,3,5.329669899993756,24.32201493597199,172,9.89965589424922,4.665882618748874,0,1
262,7.780168030473048,5,65,0,1,1,1,2,3.9234287442959417,21.546842810400065,126,2.6186250425355495,3.404055304627735,0,1
263,8.536659304727474,4,56,0,0,1,0,1,3.7884800422362073,23.470658269881184,116,13.924428722425448,2.366311111384972,1,1
264,9.254746143855911,6,59,1,0,0,1,4,5.017953663708061,20.080623231861075,143,4.121475598743505,4.686580297098805,0,1
265,8.981537235508409,3,61,0,1,1,0,5,4.501239064667862,21.863285649470736,144,8.824593381834337,4.031973425245074,1,1
266,8.894031481990536,9,63,0,0,0,0,3,5.323570224763543,21.75854908979404,107,1.30001577897777,0.0,1,1
267,8.904968167974218,5,54,0,0,1,0,1,3.7932291143196846,22.717422142915073,179,16.50616804845965,1.400040145007364,0,1
268,8.21898230243951,3,67,0,1,0,1,5,4.791855786046079,20.363681308885983,117,2.5188128209500116,1.088790626069689,1,1
269,8.087183688528986,1,54,0,0,1,1,5,3.9657582923036303,23.950656868630542,132,18.061950140986195,3.541152360842298,1,1
270,9.118722310957027,10,52,1,0,0,1,2,3.8135208573032786,21.088904008837844,100,17.284612045231142,3.0194742450964274,1,1
271,9.120226789358362,6,54,1,0,1,0,2,4.866858830314541,23.38518907441005,175,9.291655288784922,4.0535312620674,0,1
272,9.234144637160208,2,66,1,1,0,1,1,4.687369239817467,24.016060616220464,105,14.887364086079813,3.824622725354089,1,1
273,9.326481105112943,3,68,1,1,1,1,5,5.009654916724663,22.809384781207566,140,12.388901476363065,3.3134519023588176,1,1
274,8.522684797721876,1,68,1,1,1,0,2,4.1189251528923645,23.704416033609927,154,16.061512846754898,4.938719772330015,0,1
275,8.5030325893744,9,61,0,0,0,0,3,4.39594331276438,23.309301561075028,104,8.63610201571824,0.0,1,1
276,9.09659035793355,8,58,0,0,1,1,3,4.310943352660837,21.777648985760038,158,15.716169684887,2.901153785496839,1,1
277,8.799927861555531,2,50,0,0,0,1,5,5.468178927933028,24.044292695167826,179,9.24913634130296,1.0089759042577393,1,1
278,8.903933754515407,8,67,0,0,0,1,2,4.084497913478776,21.47350684942764,117,18.819315756855875,4.227231041671947,1,1
279,9.091585338872202,9,53,1,1,1,1,1,4.089634476693534,22.856064588757587,148,9.727442016502952,1.6333401305556905,1,1
280,9.280010683635133,1,59,1,0,0,0,1,4.209096417657214,23.726988695707696,181,9.25238543867459,3.9978596666476323,0,1
281,8.175990313703071,5,56,1,0,1,0,1,4.629188162580643,21.894779549062537,164,15.701437231270255,4.806981932000231,1,1
282,8.251165905279889,8,50,0,0,1,0,3,4.0046454885274905,21.513838038087126,182,16.43155383521676,3.6355798128395356,0,1
283,7.687963879681738,2,66,1,1,0,1,2,5.330579880758548,22.296730050864113,153,11.089782286423414,3.182135724274105,1,1
284,8.656560281992348,4,51,0,0,1,1,2,4.031371129732527,24.089817471745768,160,3.595956269901508,2.5717377905376826,0,1
285,7.571884547593484,7,60,1,0,0,0,3,5.291631463120389,24.649608815728325,107,9.35516461915159,2.1398443969793144,0,1
286,8.43119603626492,3,58,1,0,0,0,1,3.7069501272931693,22.72541706429945,102,19.36145005819357,2.088521379373263,0,1
287,8.585289269415153,5,56,0,0,1,1,1,4.813125404799305,23.307331026618257,124,15.059723860783702,3.363677175693158,1,1
288,8.073082504256568,8,66,0,0,1,1,5,5.313971036876487,24.51636811119457,168,16.223252077582643,3.8807290262198566,1,1
289,8.681666521138022,10,66,1,1,0,0,4,3.837498876796459,20.49273425706471,154,0.6565099763848026,3.5533268126798645,1,1
290,7.561000499878099,3,51,1,0,0,0,2,5.43665392019851,21.160392889330826,139,9.357189252683199,1.3928454553710323,1,1
291,7.574696377498428,4,55,0,0,1,0,2,4.405766720831023,23.54450003125791,182,12.932422673151107,2.7229423106457102,1,1
292,9.145201121319317,9,63,1,0,1,1,2,5.391430216882049,24.118722309561498,181,16.600653672561492,4.062380324823783,0,1
293,8.220381282822526,7,55,1,0,1,1,4,4.853640087260094,24.28514514165289,149,0.9854730716554294,2.640668351850753,0,1
294,7.754121025303769,1,51,0,0,1,1,5,4.103173739747103,22.075535884274665,194,17.048777712837463,2.9148047588097223,0,1
295,8.544486520109608,4,50,1,0,0,1,4,3.876605049834213,20.446699511459336,132,10.968018734838234,3.9701122167686997,1,1
296,9.039987106197222,4,59,0,0,1,1,1,4.107470092450199,22.1889073864981,117,3.9462794115211985,3.475693878192912,1,1
297,7.931642054993686,9,54,1,0,0,1,1,3.68603481852535,21.15367295103527,156,6.345104328994,2.3420521439707667,0,1
298,8.745780951638,6,51,0,0,0,0,2,3.7877359326866595,21.45598227498312,115,5.638591035031215,0.0,1,1
299,7.670694929987536,9,65,1,0,1,0,3,3.709320880692962,23.86133778418753,179,10.617180685769515,4.529357200373985,1,1
300,7.603363442337216,6,51,0,1,0,1,2,4.345887087483115,20.377635430129434,137,1.0337135982226364,1.2315518089856536,0,1
301,8.562709263136297,6,59,1,1,1,0,3,5.091156752515173,24.13790608740351,140,3.1707231699984706,4.979824018656461,0,1
302,8.581270243220214,5,51,0,1,0,1,4,3.7827671084326804,22.138345429120847,106,16.253860867515648,1.0348366031430674,1,1
303,8.774859802996414,5,65,1,1,1,0,1,3.760640866344672,22.980319655502974,177,2.6520798149362212,0.5672748699690751,1,1
304,8.952182667445323,2,65,1,0,0,1,3,4.786857899034661,20.448261156178393,152,4.667925389162539,4.505085055169441,0,1
305,9.45170415892507,8,68,1,1,0,0,4,3.8943659639361323,21.686795391786397,162,9.067412112083147,1.6022907876468024,1,1
306,8.53260069660239,8,56,1,1,1,0,1,3.695220076217983,20.44850459507423,188,10.34241776226661,3.783648323510244,0,1
307,8.145912945882491,1,61,1,0,1,1,3,3.833697156411155,24.807718614405548,131,15.272209592283172,4.149569187194312,0,1
308,9.090372389537407,8,64,1,1,0,1,2,5.347462791753552,24.03630824663125,137,8.946648533323756,4.365438759644526,0,1
309,8.04166450252415,5,57,1,1,0,0,2,5.142942505552382,22.2981637717823,121,15.797292420710775,4.96217406048875,1,1
310,8.377942841411272,2,55,1,0,1,0,2,4.208129124710188,21.118012741618355,115,12.366926140909149,1.8231786951799958,0,1
311,7.656912762684532,2,59,1,0,0,1,4,4.811641534654786,24.667275526249263,151,2.261994788476449,3.696095038672666,0,1
312,7.550701486830915,6,52,0,0,1,0,2,4.574551347336076,21.72298297863486,128,3.1266287678567717,1.019299362263727,1,1
313,9.425296829355851,9,68,0,1,0,1,5,4.854248526965128,20.804922158436874,115,8.740674508995417,2.3306418111058225,0,1
314,9.171960241024411,1,66,1,1,1,1,1,4.865342304925519,22.815821942269775,175,7.937787861780792,4.315872619906656,1,1
315,8.891948412187396,6,56,0,0,0,0,4,4.757468030119986,24.71887060172408,116,14.870885392745892,0.0,1,1
316,8.31790588882854,9,69,1,0,1,1,2,4.032202737074617,20.019151452501614,163,11.614742795947038,2.1544612072659874,1,1
317,7.846588640141691,8,53,1,1,1,0,1,3.578012841525636,21.190624216269995,190,7.762661620044986,3.159929212410263,0,1
318,7.812874085342172,6,63,0,0,0,0,3,4.411133563980218,24.69223820205204,188,3.4152056690077126,0.0,0,1
319,8.00048579632919,3,69,1,1,1,1,2,5.281947769381407,20.85542983428581,112,4.536742046509903,2.766980496760853,1,1
320,8.59845332941224,8,64,1,0,0,0,1,4.638994517037152,20.5662172581991,171,11.51002036938118,3.406781890004203,1,1
321,8.929191845400124,9,57,0,0,1,1,5,5.164782083403816,22.850936078999023,155,8.46877609799585,4.878024752244627,1,1
322,8.820394753435462,1,64,0,1,1,1,3,5.483248685922456,24.30921911647415,104,10.298550177213441,0.7508098692563095,0,1
323,8.059867793891886,9,69,1,0,1,1,5,3.8272324082765525,22.38554908846963,111,3.4135487060446734,3.0828268287573337,1,1
324,9.409730561326388,6,63,0,0,0,0,1,4.883555278283964,24.972821283422626,140,13.258125046891315,0.0,1,1
325,8.975793833391537,6,58,0,0,1,1,5,4.84858714740005,23.395858497689964,102,17.05077481711934,4.383629506626281,1,1
326,8.608708105022801,4,57,1,1,0,0,1,5.459910894716557,20.37037453605224,198,5.158790135738012,2.6662222028679237,0,1
327,8.723441492468705,1,66,0,0,1,1,1,5.471201467905601,24.964160658409877,132,9.830284516636532,0.8533723367370777,1,1
328,8.33920012485558,10,51,0,0,0,1,5,4.873357223448259,22.03947118390095,185,19.510546580418037,3.022427085875469,0,1
329,7.9954619790023145,8,52,1,0,0,1,1,3.9872295839643885,21.437012669227414,149,6.664834811014552,1.994332508707192,0,1
330,8.211945357302524,2,57,0,0,0,0,2,5.097111676261198,22.78939591788943,155,11.900926898475223,0.0,1,1
331,9.015692220928738,1,61,0,0,1,0,1,3.714058268422076,21.52153795910432,108,1.8039140040048873,1.1972380340207116,1,1
332,7.528786977259512,2,50,1,0,0,1,4,5.061398608343257,20.43228753560076,181,12.120300049588863,4.320655309775629,1,1
333,7.732145281013833,1,59,1,1,1,1,1,5.320392248289393,20.007141715395882,149,1.7926354660923582,2.8471978084600473,0,1
334,7.5920052840435055,1,69,1,1,0,0,4,4.265666789536871,22.24791676460131,128,19.184708706476442,4.6997438557058,0,1
335,7.58145760463794,9,52,0,0,0,0,1,4.761270589966161,24.184317111132962,138,14.313253041446227,0.0,0,1
336,9.210921168022015,1,55,1,1,0,0,1,4.360285464193653,22.861575928150383,190,15.763195762714128,4.127074270713811,1,1
337,8.907315718760048,4,56,1,1,0,1,5,4.375530109976257,24.996036494717202,199,14.082087215432736,3.618373071981503,0,1
338,8.44834765817465,10,69,0,0,1,0,2,4.1207417782162405,21.434233228236,144,11.794580721529314,0.5226147651439037,1,1
339,7.695668321302003,6,67,1,1,0,1,2,5.0242592409006495,21.402275323800275,116,8.998255621710108,2.4252055548721247,1,1
340,8.483231750233665,7,60,1,1,0,0,3,5.37235312833301,20.798747301169723,155,17.167467595221247,1.3886882674341454,1,1
341,8.446943541561131,2,68,1,1,1,1,5,5.381501718468922,20.820317941326675,197,19.13671335086126,4.598590599719905,0,1
342,7.846403739820031,6,54,1,1,0,1,5,3.8495625697498674,21.425932980050238,145,9.980723458081627,1.2856279310436212,0,1
343,8.367703298475947,7,68,0,1,0,1,2,5.249487299313132,23.964200226367637,166,18.63070098310524,1.7872702324667848,0,1
344,8.297009468794746,10,60,1,1,0,0,5,4.974862882854245,24.52878395318224,168,11.66665819977035,2.8257654548052464,1,1
345,8.731700196104432,10,61,1,1,0,0,2,4.005674801380579,24.875435848538405,113,10.767683737928664,1.6851362854913567,0,1
346,8.770187301735287,2,59,0,1,1,0,5,3.634569225843029,21.161448270482264,166,9.089654659107133,1.4443910477560453,0,1
347,7.590608019544089,2,57,1,0,1,1,1,4.035994533768756,24.40648772807046,122,4.185755230602397,3.195946962962386,1,1
348,8.249225229252943,10,58,0,0,0,1,2,5.324416473563051,21.641275446386686,193,0.07439321636118379,0.9001828523976074,1,1
349,8.751719831428472,7,53,0,1,1,0,2,4.766357349791544,20.564202722584422,160,4.830124537121225,0.7617549142441613,0,1
350,8.506272517160175,1,54,0,1,1,1,4,4.942109321795744,24.350124627600827,122,10.194463432071304,2.1751038283373214,1,1
351,9.212979682376645,8,57,1,0,0,1,5,4.014304702218192,23.180528173218093,126,7.599199045195051,3.7429900452853806,0,1
352,8.81738726323789,3,58,0,1,1,1,5,4.93877631114964,20.82365448040531,153,8.969704560052676,2.996630412232766,1,1
353,7.825868854162859,6,64,0,1,0,0,2,3.5562430125558473,22.149156287565013,109,19.61296439128099,2.4029441081005047,1,1
354,7.6411374948008595,9,64,0,0,1,1,1,4.250642691546028,21.43628847438534,188,7.005447413386552,3.0458820390106207,0,1
355,8.78483855641263,6,65,1,0,1,0,1,4.753506697084663,23.683972843550986,176,9.043658787202158,2.144531680939731,1,1
356,7.553022621083244,9,63,1,0,1,0,1,3.7921931310826404,22.26708115312134,115,2.6703110270563912,4.712658509444508,1,1
357,8.671551162546926,7,57,1,1,0,0,5,5.14600714889387,24.946399725531926,140,0.9591546487397529,0.7470720090984845,1,1
358,9.380460482849916,9,67,1,1,1,0,4,3.970062597623837,20.273724911297975,197,15.508190291849893,3.5302616556342583,0,1
359,8.650948355751758,2,59,1,0,0,0,2,4.804562225636893,21.775076330681234,154,11.413663501439572,4.510771991724877,1,1
360,8.276339852413043,8,69,1,0,0,1,3,4.310394285150659,22.40950083554989,160,15.214096120877901,4.1174811893086405,1,1
361,8.786576436884706,8,55,1,1,1,0,4,4.692087190955294,22.515667773741598,185,2.9972559777310326,1.3281846566965103,0,1
362,8.416505780983034,2,61,0,0,0,0,3,3.714901105257816,21.579679111928183,180,11.436575423653819,0.0,0,1
363,8.59123357863187,4,51,0,1,1,0,4,3.5338255998432144,23.64620124548784,186,5.072849486827511,1.8316685704112976,1,1
364,9.38292961755305,7,56,0,1,0,1,1,5.319128854760603,24.373735367444873,199,4.561236338000398,3.7267157241819713,1,1
365,8.272205275601548,4,65,0,0,0,1,5,4.039260017534366,24.693596509889314,148,0.23052028105970512,0.8792175163134449,1,1
366,9.422381127647828,4,52,1,0,1,1,3,5.139354005560918,24.02546688399763,172,2.606814471381438,4.153377649246629,0,1
367,9.310701283912127,6,62,0,1,1,1,4,5.4987006009444,24.252900986532996,151,6.185362229993907,3.7350812507215565,1,1
368,7.891582269578593,10,52,0,0,1,0,5,3.9228625159978225,22.75272650309998,101,2.337575211818781,3.7832299215590415,0,1
369,7.638722601750331,6,67,0,0,1,0,3,4.030341482366711,24.129441132134072,195,19.71716880821875,0.9510861662041612,0,1
370,7.701556002754853,10,60,0,0,0,1,2,4.825719575269331,21.51751954573976,149,6.172652970479014,3.7299224516730387,1,1
371,7.5364436513031,3,57,1,0,0,1,4,5.4308972692012425,21.992393810546073,185,2.6064789340465633,3.559181563489865,1,1
372,7.688885921511857,9,55,1,1,0,1,2,5.331628696381488,21.584565069092722,142,3.981646256559155,4.239151208698328,0,1
373,8.866013546832713,10,50,1,1,1,1,1,4.50575104013117,22.336936677239628,176,11.75406456682953,0.6871818031541128,1,1
374,7.642377296920458,2,50,0,1,0,0,2,5.09022056505345,21.42789808119318,107,1.2808704772957702,0.6039980081050649,1,1
375,8.137951260587522,6,57,1,1,1,1,2,3.771491706199802,24.808057211272235,158,17.248682602823138,2.1785319494535234,0,1
376,9.18975062193891,7,54,0,0,0,1,4,5.454876368408025,21.56422314002834,164,19.229993584742946,1.169547277321188,1,1
377,7.546543871471652,9,65,1,0,1,1,1,5.428706468071973,20.4902226905547,180,4.934948413347618,3.0127301490659986,0,1
378,9.128936965177871,3,60,1,1,0,1,2,3.827457915758342,22.63408583025207,111,9.001905371817188,4.62807005678037,1,1
379,8.0637095495468,10,54,1,1,0,1,5,4.098846249606213,20.285495392225883,103,0.4426890205899414,2.261658786503071,0,1
380,7.7363296552433125,3,53,1,0,1,1,3,3.7003099950135336,20.5527158315429,176,12.81420449454443,4.302276697726718,0,1
381,8.893474330728301,7,55,1,1,0,1,2,4.043435197796359,21.09694694598123,194,8.278521161051778,0.5010839353303991,1,1
382,8.757885693559768,4,63,0,1,1,0,1,5.1319115788304135,22.32175124941071,140,5.401169322031114,1.258315895566329,0,1
383,9.254944027054107,8,68,1,0,0,0,2,4.256631214330519,22.16625466154514,106,4.1367422123321695,0.6369059284433853,0,1
384,8.97014208760777,7,58,0,1,0,0,3,3.6767939342935168,23.998459310013956,186,13.080461553175208,1.9766623123178089,1,1
385,9.106961860769697,5,61,0,0,1,0,1,4.1844510495578096,23.697373269420567,187,8.32434062064629,4.586853180634263,1,1
386,8.064069145142613,7,60,0,0,1,0,4,5.46276666848256,22.131591469953506,168,3.5931857805982403,0.9362845561954449,1,1
387,7.854879087559445,3,63,0,1,0,0,1,4.759367190518406,21.66852103787815,168,13.782181629736481,3.2288439953471015,0,1
388,9.001229503281717,2,65,0,0,0,1,4,4.332321892812315,21.582343920307494,180,11.301445660733872,2.5317317260374987,0,1
389,9.113669478534527,6,50,1,1,0,1,1,3.8330770269945402,23.869975436470046,129,17.173441098589922,4.7231069556461565,0,1
390,9.481010284001346,2,62,1,0,0,0,3,5.472353594567389,20.26036203110635,172,2.349517977529858,1.0513361414169222,1,1
391,8.325235353822853,3,62,1,1,0,1,3,5.141698018526258,20.06410824755303,105,15.713332038889122,1.4541253272600303,0,1
392,8.244036171585567,6,51,1,1,0,0,1,4.062954604901838,23.97772195963324,188,13.47033573634518,0.6329388587517197,0,1
393,9.052825921483993,5,53,0,1,1,1,2,3.640137391442379,22.385731879945247,118,2.3002187365619564,2.4527086233411817,1,1
394,8.181607080506035,8,55,1,0,1,1,3,3.613251114755116,20.65440569276788,179,13.896414597434415,1.7502480480409444,0,1
395,9.361514651207129,9,54,1,0,1,1,4,3.7407562990110677,21.177829672972507,184,8.830945777596607,4.414576702506444,1,1
396,9.216825503686024,3,52,0,1,0,1,4,4.661537167228843,24.662519765486913,165,18.899695711116863,3.222233659389898,1,1
397,8.357988054750036,10,50,0,0,0,1,5,5.3575268424109845,24.29751487812449,109,2.8322270123579862,3.2634083208906577,1,1
398,9.001742135582994,3,53,1,1,0,1,4,4.493486856011969,23.54892525111986,115,12.85666781631476,2.893598135965861,0,1
399,9.009085748169365,3,69,1,1,1,0,5,5.185890964912394,22.411126151686634,136,7.6396009092589185,0.9133265175314045,0,1
400,7.706247737671865,6,51,0,0,1,0,1,4.391773239719615,22.60161813095693,178,19.136293411817554,2.5025840767640988,0,1
401,9.305105813359134,1,54,1,1,0,1,1,4.91716709153565,24.876222676419793,176,6.59949790580553,4.997773353688324,1,1
402,8.510504744895714,7,52,1,0,0,0,1,4.963745474573002,24.828852219421435,176,19.243718189836002,4.258531808807067,1,1
403,9.152914932215483,1,58,1,1,1,1,2,3.847927411806677,21.07634522892917,131,18.02971702201498,4.520565743752021,1,1
404,8.140099202061224,5,69,1,0,1,0,2,4.222432117951623,24.05552283152659,146,5.407664706213127,4.204518616609247,0,1
405,9.291046456992401,10,55,0,1,1,1,5,4.774604313076048,20.986213330835085,171,16.070835536528556,0.963687620439422,0,1
406,8.278403357468326,8,67,0,1,0,0,4,3.6413932163687326,21.067687389419756,142,19.91208403607012,1.5235171432915984,0,1
407,7.521675302960597,4,55,0,0,0,1,4,4.223080375525913,23.380465170822884,181,5.053260043425647,0.5140474311038433,0,1
408,9.310763952838528,5,68,1,1,0,0,1,4.569598932562385,22.02500549293774,135,8.735543386466393,1.8657955619515016,0,1
409,7.682573353572267,4,61,1,1,1,1,3,5.492448986089277,24.6577220355326,125,10.403614731335193,0.9887333105592166,1,1
410,8.13862727518083,4,60,1,0,1,0,2,4.4490671252448815,20.445048674480045,109,5.898622716077286,2.6275700538571236,0,1
411,9.40012393410161,8,51,1,1,0,1,2,5.132113514228648,22.557628204047464,130,0.3052967929205952,3.5470736985825586,1,1
412,9.401214293875112,2,64,1,0,0,1,1,4.364134570133236,24.592607652215605,196,4.402584883950533,4.435273827671347,1,1
413,8.646875776246572,1,61,0,1,1,1,2,5.092781445239417,24.520568302397525,128,5.638737686835169,3.871477242909042,0,1
414,8.763674424339598,3,61,1,0,0,0,1,4.690829603240217,20.782646067078705,104,8.871994026363744,4.7236351810032735,1,1
415,8.39689104395664,9,58,1,1,1,0,5,5.273190883004797,21.833188500482283,176,3.4220495682680374,0.7425423067720496,0,1
416,8.08642154339613,4,51,0,1,1,0,4,4.32188510470022,23.095607000233482,100,17.465087133833453,0.5548092593744365,0,1
417,8.157329090739832,10,52,1,1,0,1,3,4.708608839642958,20.796974423857012,186,14.098222654626722,3.4760215122629567,1,1
418,8.845036912154077,5,61,0,0,1,0,4,4.7600373612376545,24.840110860228695,102,1.7040095511932396,1.8020858460001081,0,1
419,9.00474905887536,2,65,0,0,0,1,4,4.334765883600946,24.5737466436383,166,13.001849022798629,1.6407545724759791,0,1
420,9.083158087451697,4,50,0,0,1,0,5,3.788624087374963,20.834750895172345,170,13.073129528112409,1.9889918946220742,1,1
421,9.079236285589108,2,52,0,0,1,0,2,3.687118813824671,20.605777306304926,199,19.124423472872554,1.7140822605156387,1,1
422,7.68241220609738,2,69,0,1,0,0,3,3.533343101199266,20.427042414041328,134,0.060417427123224954,2.801463828357143,1,1
423,8.488840609405162,4,51,1,1,1,0,2,5.247068528490429,24.547218320183156,114,4.958648996116144,2.4806680125085965,1,1
424,7.615117520033289,6,58,0,0,0,1,4,3.9729498244773893,20.968119048977304,166,18.55582958750631,2.8059284811949534,1,1
425,8.59905776464747,7,68,0,0,0,0,1,3.9230134985635363,22.081424642721775,192,18.64267830796566,0.0,1,1
426,8.383061002746754,10,64,1,0,1,0,4,4.972070800852131,22.244256828260013,129,14.411728387412747,3.5272112517519627,0,1
427,9.275408365516599,3,67,1,1,0,1,2,4.1400322261747835,22.995055221067837,181,15.315266420950799,2.2420872903701676,0,1
428,8.201830025104158,3,60,0,0,0,1,4,4.512089384823673,20.358676718737126,174,1.8296591585929423,1.6308845921397055,0,1
429,7.734134032855212,10,65,1,0,0,0,1,3.8250221305949124,21.13379308700258,142,10.277516695564673,1.2479024156393546,1,1
430,7.785983364105672,6,66,1,1,0,0,5,5.419491442923938,24.65745193459463,159,4.6316598257799875,2.072633537896815,0,1
431,9.023021263434945,3,54,0,1,0,1,2,5.203162800034475,24.54205053634285,139,3.6243608722723453,3.838129138607774,1,1
432,8.736436126632523,2,61,0,0,0,1,4,5.227579245930007,23.90645323702846,164,16.20606598246665,3.905172095501613,0,1
433,7.702245352245581,8,60,1,1,1,1,2,4.31354749714401,20.09700622809108,128,2.7007627336109485,3.501074240078946,1,1
434,7.668213612229994,5,64,0,0,0,0,5,5.024722427414345,21.63503384248051,173,9.373032739927705,0.0,0,0
435,8.90193826291824,1,52,0,1,1,0,4,3.7877523107795605,23.13979367671454,191,18.77156479172066,1.5531267888809357,1,1
436,7.6455260127283875,3,50,1,0,1,0,4,3.5172380051835606,21.37595105886738,194,3.716641111306851,3.14638810634614,1,1
437,9.143720118580713,10,69,0,0,0,1,2,3.5399458651560565,24.547933475268888,118,19.55986847476469,3.068103477095816,1,1
438,8.912484454312992,8,65,0,0,1,1,2,4.673203474809121,23.16944730916221,102,19.88575971522118,2.679197891493765,1,1
439,7.6626975612837995,4,51,0,0,1,1,1,4.410789810495881,20.359533586582227,135,11.112343093648057,2.974905438727389,0,1
440,7.669675428170384,7,51,0,1,0,0,5,4.53603069781704,24.545027944178514,142,3.4028548035431583,2.7130578468065063,0,1
