,Incident_ID,Crime_Type,Location_Type,Time_of_Day,Day_of_Week,Prior_Reports,Officer_Experience,Resolution,Witnesses,Evidence_Collected,Suspect_ID,label
342,343,Disorderly Conduct,Commercial,16:22,Tuesday,4,1,Unresolved,2,1,,1
343,344,Burglary,Apartment,05:52,Monday,1,11,Solved,0,0,,0
344,345,Theft,Residential,12:28,Tuesday,7,15,Unresolved,1,1,,1
345,346,Fraud,Residential,07:10,Saturday,1,1,Unresolved,1,1,,1
346,347,Robbery,Commercial,14:44,Thursday,7,16,Solved,1,1,109.0,1
347,348,Drug Offense,Public Space,17:49,Saturday,6,1,Unresolved,1,1,,1
348,349,Burglary,Commercial,16:21,Wednesday,2,3,Solved,2,0,,1
349,350,Assault,Online,12:34,Wednesday,3,5,Unresolved,0,1,,1
350,351,Theft,Street,20:55,Saturday,6,6,Solved,1,0,,1
351,352,Theft,Online,06:11,Tuesday,3,14,Solved,1,1,102.0,1
352,353,Robbery,Public Space,03:23,Friday,8,19,Unresolved,0,1,,1
353,354,Disorderly Conduct,Street,10:45,Monday,6,11,Solved,0,0,,0
354,355,Assault,Public Space,17:38,Thursday,0,4,Unresolved,0,0,,0
355,356,Drug Offense,Street,04:15,Friday,0,13,Unresolved,0,1,103.0,1
356,357,Burglary,Commercial,10:53,Wednesday,3,15,Unresolved,0,1,,1
357,358,Vandalism,Commercial,02:47,Friday,8,10,Solved,2,1,106.0,1
358,359,Assault,Public Space,10:41,Saturday,3,11,Unresolved,0,0,101.0,1
359,360,Theft,Street,22:54,Saturday,4,18,Unresolved,2,1,106.0,1
360,361,Robbery,Apartment,01:47,Sunday,0,16,Solved,0,1,105.0,1
361,362,Drug Offense,Public Space,16:09,Sunday,1,6,Unresolved,0,0,102.0,0
362,363,Robbery,Public Space,17:43,Monday,10,8,Unresolved,1,1,103.0,1
363,364,Burglary,Online,07:58,Wednesday,3,13,Solved,1,1,,1
364,365,Fraud,Residential,02:58,Tuesday,3,19,Unresolved,1,1,,1
365,366,Fraud,Public Space,19:23,Thursday,10,11,Solved,1,0,,1
366,367,Assault,Apartment,02:37,Saturday,9,14,Solved,1,1,,1
367,368,Robbery,Commercial,01:34,Thursday,5,11,Solved,1,1,108.0,1
368,369,Vandalism,Street,16:08,Wednesday,5,20,Unresolved,0,1,105.0,1
369,370,Vandalism,Residential,03:21,Tuesday,7,20,Solved,0,1,102.0,1
370,371,Fraud,Street,22:33,Sunday,8,12,Unresolved,1,0,,1
371,372,Fraud,Commercial,23:59,Saturday,0,8,Unresolved,1,1,,1
372,373,Robbery,Public Space,08:45,Monday,0,6,Unresolved,1,1,,1
373,374,Disorderly Conduct,Online,10:01,Thursday,5,0,Solved,0,1,,1
374,375,Theft,Apartment,20:33,Wednesday,3,9,Unresolved,1,1,,1
375,376,Robbery,Residential,04:06,Thursday,10,5,Unresolved,1,0,107.0,1
376,377,Drug Offense,Apartment,21:03,Sunday,3,14,Solved,0,1,107.0,1
377,378,Assault,Apartment,13:33,Sunday,0,14,Unresolved,0,1,100.0,1
378,379,Burglary,Apartment,22:43,Tuesday,8,8,Unresolved,2,0,109.0,1
379,380,Disorderly Conduct,Apartment,09:24,Monday,10,12,Unresolved,1,1,104.0,1
380,381,Vandalism,Commercial,00:50,Sunday,2,0,Solved,0,0,,0
381,382,Disorderly Conduct,Apartment,22:47,Tuesday,4,8,Solved,2,1,103.0,1
382,383,Robbery,Online,14:31,Sunday,9,2,Solved,0,0,,0
383,384,Drug Offense,Apartment,13:40,Saturday,0,8,Solved,2,0,108.0,1
384,385,Disorderly Conduct,Commercial,20:54,Friday,7,19,Unresolved,2,1,101.0,1
385,386,Fraud,Street,14:57,Tuesday,2,14,Unresolved,1,0,103.0,1
386,387,Vandalism,Commercial,06:35,Tuesday,0,6,Unresolved,1,0,,1
387,388,Disorderly Conduct,Online,20:49,Thursday,9,3,Unresolved,2,1,105.0,1
388,389,Vandalism,Online,07:11,Sunday,5,19,Unresolved,1,1,106.0,1
389,390,Burglary,Public Space,14:14,Tuesday,0,16,Solved,0,1,107.0,1
390,391,Vandalism,Commercial,16:33,Wednesday,2,3,Unresolved,0,1,,1
391,392,Disorderly Conduct,Street,11:34,Saturday,4,18,Solved,2,1,,1
392,393,Drug Offense,Public Space,06:37,Thursday,3,4,Solved,2,1,100.0,1
393,394,Vandalism,Public Space,13:54,Thursday,6,15,Unresolved,0,1,102.0,1
394,395,Vandalism,Residential,04:29,Friday,5,2,Solved,0,1,,1
395,396,Robbery,Apartment,03:14,Saturday,2,10,Solved,2,1,107.0,1
396,397,Robbery,Public Space,06:34,Wednesday,10,14,Unresolved,0,0,104.0,0
397,398,Fraud,Public Space,12:09,Saturday,7,18,Solved,0,0,109.0,0
398,399,Assault,Online,22:01,Tuesday,7,20,Solved,2,0,104.0,1
399,400,Theft,Street,11:59,Friday,1,13,Solved,1,0,104.0,1
400,401,Drug Offense,Public Space,23:27,Wednesday,6,15,Solved,0,0,106.0,0
401,402,Theft,Street,21:43,Friday,0,5,Solved,1,0,108.0,1
402,403,Theft,Apartment,18:50,Saturday,1,4,Unresolved,1,0,,1
403,404,Vandalism,Online,20:02,Monday,7,20,Solved,0,1,102.0,1
404,405,Disorderly Conduct,Residential,05:31,Saturday,0,16,Unresolved,1,0,108.0,1
405,406,Fraud,Residential,01:23,Tuesday,1,15,Solved,2,0,,1
406,407,Burglary,Apartment,12:58,Friday,0,1,Solved,0,0,,0
407,408,Disorderly Conduct,Apartment,08:12,Monday,4,10,Unresolved,0,0,,0
408,409,Disorderly Conduct,Online,22:13,Tuesday,6,3,Unresolved,1,0,107.0,1
409,410,Burglary,Online,18:10,Friday,5,5,Unresolved,0,1,108.0,1
410,411,Vandalism,Commercial,13:15,Friday,5,6,Unresolved,0,0,105.0,0
411,412,Fraud,Public Space,09:19,Saturday,5,16,Solved,1,0,,1
412,413,Drug Offense,Public Space,15:59,Sunday,7,7,Solved,1,1,106.0,1
413,414,Theft,Public Space,01:56,Friday,4,0,Unresolved,0,0,,0
414,415,Assault,Street,15:13,Friday,9,14,Solved,0,1,101.0,1
415,416,Fraud,Commercial,20:27,Thursday,6,19,Solved,2,1,106.0,1
416,417,Theft,Public Space,17:25,Sunday,2,11,Solved,2,1,,1
417,418,Burglary,Street,05:06,Friday,8,14,Unresolved,0,0,103.0,0
418,419,Theft,Street,12:33,Saturday,9,14,Solved,0,0,,0
419,420,Robbery,Residential,14:48,Thursday,2,8,Solved,2,1,106.0,1
420,421,Robbery,Street,12:06,Thursday,5,15,Solved,1,0,,1
421,422,Assault,Apartment,00:34,Monday,2,1,Unresolved,0,0,,0
422,423,Drug Offense,Online,19:49,Tuesday,0,14,Solved,2,1,104.0,1
423,424,Theft,Street,06:20,Thursday,0,14,Solved,2,1,108.0,1
424,425,Robbery,Apartment,16:27,Wednesday,2,6,Unresolved,0,0,,0
425,426,Drug Offense,Apartment,11:15,Thursday,3,20,Unresolved,0,1,101.0,1
426,427,Fraud,Residential,23:09,Wednesday,1,12,Unresolved,2,1,,1
427,428,Fraud,Residential,22:47,Sunday,8,16,Unresolved,0,0,,0
428,429,Robbery,Street,19:49,Monday,10,10,Solved,1,0,,1
429,430,Drug Offense,Residential,14:54,Wednesday,7,9,Solved,0,1,102.0,1
430,431,Drug Offense,Residential,10:49,Monday,2,0,Solved,2,0,107.0,1
431,432,Robbery,Online,05:32,Monday,6,13,Unresolved,2,0,,1
432,433,Vandalism,Public Space,22:38,Monday,3,4,Solved,0,0,106.0,0
433,434,Burglary,Street,11:51,Wednesday,4,7,Unresolved,2,0,,1
434,435,Drug Offense,Street,03:30,Wednesday,3,0,Unresolved,1,0,,1
435,436,Fraud,Street,09:52,Monday,8,6,Solved,0,0,,0
436,437,Vandalism,Residential,01:40,Sunday,10,1,Solved,0,1,,1
437,438,Theft,Online,09:51,Monday,6,6,Solved,2,1,100.0,1
438,439,Vandalism,Residential,10:56,Sunday,3,6,Solved,1,1,,1
439,440,Robbery,Apartment,13:02,Tuesday,7,8,Solved,0,1,,1
440,441,Vandalism,Commercial,00:06,Sunday,1,3,Unresolved,2,1,109.0,1
441,442,Burglary,Commercial,03:38,Sunday,6,6,Solved,0,0,,0
442,443,Robbery,Commercial,15:09,Sunday,10,19,Solved,1,0,101.0,1
443,444,Assault,Public Space,14:15,Monday,0,17,Solved,2,1,107.0,1
444,445,Theft,Residential,05:03,Friday,7,12,Unresolved,0,0,102.0,0
445,446,Fraud,Apartment,03:55,Tuesday,5,10,Unresolved,2,1,106.0,1
446,447,Assault,Apartment,22:35,Tuesday,4,8,Unresolved,2,0,,1
447,448,Vandalism,Commercial,21:21,Tuesday,8,13,Unresolved,1,1,100.0,1
448,449,Drug Offense,Online,16:44,Friday,8,7,Solved,1,0,108.0,1
449,450,Vandalism,Public Space,01:31,Tuesday,2,20,Solved,0,1,,1
450,451,Disorderly Conduct,Public Space,19:05,Tuesday,8,13,Solved,2,0,104.0,1
451,452,Fraud,Commercial,21:32,Wednesday,8,20,Solved,2,1,,1
452,453,Fraud,Commercial,07:49,Saturday,1,16,Unresolved,2,0,,1
453,454,Disorderly Conduct,Residential,20:35,Wednesday,4,13,Solved,0,0,105.0,0
454,455,Drug Offense,Online,04:04,Monday,10,4,Solved,1,1,102.0,1
455,456,Assault,Public Space,14:09,Monday,1,9,Unresolved,1,1,101.0,1
456,457,Assault,Apartment,07:57,Sunday,0,5,Unresolved,2,1,103.0,1
457,458,Drug Offense,Commercial,06:11,Thursday,6,9,Unresolved,0,1,,1
458,459,Burglary,Residential,10:12,Saturday,3,10,Solved,2,1,,1
459,460,Disorderly Conduct,Apartment,14:48,Friday,4,5,Unresolved,1,1,103.0,1
460,461,Theft,Public Space,21:53,Wednesday,3,9,Unresolved,2,1,102.0,1
461,462,Robbery,Commercial,17:26,Monday,5,13,Solved,2,1,,1
462,463,Disorderly Conduct,Online,07:05,Friday,10,19,Unresolved,2,0,104.0,1
463,464,Assault,Commercial,10:28,Tuesday,1,2,Unresolved,1,0,,1
464,465,Theft,Online,08:57,Friday,7,6,Solved,0,0,,0
465,466,Robbery,Residential,04:06,Wednesday,3,1,Solved,2,0,,1
466,467,Vandalism,Residential,21:58,Saturday,7,6,Solved,1,1,,1
467,468,Robbery,Public Space,14:52,Thursday,2,16,Solved,2,0,,1
468,469,Assault,Online,21:03,Sunday,10,12,Unresolved,0,0,102.0,1
469,470,Burglary,Commercial,18:44,Wednesday,4,20,Solved,2,1,,1
470,471,Burglary,Residential,00:00,Sunday,2,8,Unresolved,0,0,,0
471,472,Theft,Commercial,21:45,Saturday,6,12,Unresolved,1,1,,1
472,473,Vandalism,Public Space,08:55,Monday,2,14,Unresolved,0,0,102.0,0
473,474,Theft,Online,11:49,Sunday,7,12,Solved,0,0,102.0,0
474,475,Drug Offense,Commercial,08:07,Monday,8,16,Solved,1,1,101.0,1
475,476,Burglary,Apartment,13:27,Friday,1,7,Solved,0,1,,1
476,477,Theft,Commercial,08:51,Wednesday,2,8,Solved,0,0,106.0,0
477,478,Drug Offense,Street,01:32,Monday,6,8,Solved,1,0,,1
478,479,Vandalism,Street,12:24,Tuesday,4,7,Unresolved,0,0,,0
479,480,Fraud,Public Space,09:39,Tuesday,9,15,Solved,0,1,105.0,1
480,481,Robbery,Public Space,06:55,Thursday,6,19,Unresolved,2,1,,1
481,482,Theft,Public Space,11:48,Friday,1,6,Solved,0,1,105.0,1
482,483,Drug Offense,Apartment,11:47,Monday,3,16,Unresolved,0,1,,1
483,484,Burglary,Online,09:58,Thursday,0,6,Unresolved,0,1,,1
484,485,Disorderly Conduct,Apartment,11:10,Tuesday,4,5,Solved,1,1,107.0,1
485,486,Robbery,Commercial,13:53,Thursday,7,4,Unresolved,0,0,107.0,0
486,487,Theft,Residential,19:44,Thursday,0,16,Unresolved,1,1,109.0,1
487,488,Burglary,Online,01:58,Monday,6,7,Unresolved,1,1,,1
488,489,Fraud,Street,19:06,Monday,6,0,Unresolved,0,0,,0
489,490,Robbery,Street,00:56,Monday,6,15,Solved,0,0,,0
490,491,Assault,Street,02:28,Friday,0,16,Solved,0,1,,1
491,492,Burglary,Commercial,19:11,Sunday,10,2,Solved,0,1,100.0,1
492,493,Assault,Commercial,04:11,Thursday,2,12,Unresolved,0,1,,1
493,494,Vandalism,Public Space,02:19,Thursday,10,7,Unresolved,0,1,,1
494,495,Theft,Residential,04:59,Friday,1,15,Unresolved,0,0,,0
495,496,Fraud,Public Space,00:15,Tuesday,4,6,Solved,1,0,,1
496,497,Drug Offense,Commercial,08:41,Wednesday,1,20,Unresolved,2,0,,1
497,498,Theft,Apartment,09:12,Sunday,4,14,Unresolved,1,1,,1
498,499,Burglary,Public Space,15:19,Tuesday,4,1,Solved,0,0,101.0,0
499,500,Assault,Online,03:45,Friday,3,1,Solved,2,1,104.0,1
500,501,Disorderly Conduct,Commercial,16:27,Sunday,10,9,Solved,2,0,102.0,1
501,502,Assault,Commercial,04:12,Sunday,6,4,Unresolved,0,1,107.0,1
502,503,Robbery,Apartment,02:36,Thursday,9,3,Unresolved,0,1,103.0,1
503,504,Theft,Apartment,15:18,Thursday,5,14,Solved,1,0,,1
504,505,Theft,Apartment,18:16,Monday,1,12,Solved,2,0,107.0,1
505,506,Burglary,Residential,17:17,Monday,3,16,Unresolved,2,1,,1
506,507,Disorderly Conduct,Online,22:39,Thursday,10,20,Unresolved,0,0,102.0,0
507,508,Assault,Commercial,17:08,Thursday,6,0,Unresolved,0,1,104.0,1
508,509,Burglary,Apartment,18:41,Saturday,8,17,Unresolved,2,1,,1
509,510,Burglary,Residential,01:59,Sunday,8,14,Solved,2,0,106.0,1
510,511,Vandalism,Street,16:56,Monday,2,13,Unresolved,0,0,,0
511,512,Assault,Online,23:44,Monday,0,8,Solved,0,1,,1
512,513,Burglary,Street,10:47,Tuesday,8,11,Unresolved,0,1,107.0,1
513,514,Assault,Street,19:38,Thursday,7,4,Solved,1,1,106.0,1
514,515,Burglary,Commercial,02:47,Sunday,6,1,Unresolved,1,1,106.0,1
515,516,Disorderly Conduct,Residential,18:19,Thursday,5,6,Solved,0,1,,1
516,517,Drug Offense,Residential,15:33,Friday,9,20,Unresolved,1,1,,1
517,518,Disorderly Conduct,Street,13:25,Tuesday,6,8,Solved,2,0,,1
518,519,Disorderly Conduct,Online,19:41,Wednesday,10,17,Solved,2,0,104.0,1
519,520,Burglary,Public Space,18:23,Wednesday,8,3,Unresolved,0,0,,0
520,521,Disorderly Conduct,Street,10:17,Wednesday,5,1,Solved,2,1,100.0,1
521,522,Disorderly Conduct,Commercial,10:08,Sunday,9,0,Unresolved,2,1,109.0,1
522,523,Disorderly Conduct,Street,18:19,Saturday,2,11,Unresolved,2,0,106.0,1
523,524,Burglary,Online,09:29,Monday,2,12,Unresolved,2,0,,1
524,525,Fraud,Online,02:02,Sunday,3,13,Unresolved,2,0,,1
525,526,Drug Offense,Street,23:39,Wednesday,9,4,Unresolved,1,1,107.0,1
526,527,Theft,Residential,05:51,Friday,9,2,Unresolved,1,1,,1
527,528,Assault,Street,00:51,Sunday,7,3,Unresolved,0,1,,1
528,529,Fraud,Apartment,23:37,Sunday,9,16,Solved,2,0,100.0,1
529,530,Robbery,Apartment,01:50,Monday,8,18,Solved,1,0,,1
530,531,Drug Offense,Public Space,06:10,Monday,7,10,Unresolved,1,0,,1
531,532,Fraud,Commercial,10:35,Wednesday,10,7,Solved,1,1,,1
532,533,Disorderly Conduct,Commercial,19:15,Monday,9,11,Solved,2,0,102.0,1
533,534,Theft,Residential,04:23,Tuesday,1,17,Solved,1,0,101.0,1
534,535,Burglary,Commercial,06:56,Tuesday,3,17,Solved,0,1,105.0,1
535,536,Vandalism,Public Space,15:46,Wednesday,3,8,Unresolved,0,1,107.0,1
536,537,Theft,Apartment,04:32,Sunday,1,4,Unresolved,2,0,104.0,1
537,538,Drug Offense,Residential,19:53,Friday,7,20,Unresolved,0,1,,1
538,539,Vandalism,Online,21:40,Monday,2,16,Unresolved,1,0,102.0,1
539,540,Burglary,Apartment,20:36,Thursday,1,12,Solved,2,1,106.0,1
540,541,Theft,Public Space,21:26,Sunday,6,5,Solved,0,1,105.0,1
541,542,Robbery,Residential,05:34,Wednesday,0,13,Solved,2,1,102.0,1
542,543,Assault,Street,05:39,Saturday,5,14,Unresolved,1,1,,1
543,544,Assault,Commercial,05:31,Monday,2,13,Solved,0,1,,1
544,545,Drug Offense,Public Space,15:27,Wednesday,2,3,Solved,1,1,103.0,1
545,546,Fraud,Residential,15:26,Wednesday,4,17,Unresolved,0,0,,0
546,547,Burglary,Apartment,20:02,Friday,2,0,Unresolved,2,0,,1
547,548,Burglary,Residential,16:20,Thursday,3,11,Solved,0,0,107.0,0
548,549,Assault,Street,05:37,Monday,2,8,Solved,0,1,,1
549,550,Theft,Public Space,21:18,Wednesday,6,9,Unresolved,0,1,107.0,1
550,551,Burglary,Residential,19:46,Wednesday,2,20,Unresolved,2,0,101.0,1
551,552,Robbery,Online,18:01,Sunday,9,17,Solved,0,0,,0
552,553,Robbery,Public Space,07:38,Monday,3,16,Solved,1,0,100.0,1
553,554,Burglary,Public Space,07:44,Wednesday,1,18,Unresolved,2,1,109.0,1
554,555,Burglary,Apartment,21:26,Wednesday,1,3,Unresolved,2,0,104.0,1
555,556,Assault,Commercial,14:11,Wednesday,8,15,Unresolved,1,0,106.0,1
556,557,Drug Offense,Online,14:13,Tuesday,10,6,Unresolved,2,0,,1
557,558,Assault,Street,06:16,Tuesday,0,8,Unresolved,0,0,,0
558,559,Drug Offense,Residential,04:19,Thursday,0,7,Solved,2,1,,1
559,560,Disorderly Conduct,Commercial,09:18,Friday,9,6,Solved,1,0,,1
560,561,Robbery,Apartment,17:29,Sunday,0,9,Unresolved,2,0,,1
561,562,Drug Offense,Commercial,23:09,Sunday,2,7,Unresolved,1,1,104.0,1
562,563,Assault,Public Space,01:37,Monday,1,16,Unresolved,2,1,107.0,1
563,564,Burglary,Public Space,02:50,Friday,2,11,Solved,1,1,101.0,1
564,565,Drug Offense,Street,04:06,Friday,4,13,Unresolved,2,1,,1
565,566,Assault,Online,06:26,Sunday,8,11,Solved,0,1,,1
566,567,Robbery,Residential,09:32,Tuesday,1,1,Unresolved,1,0,,1
567,568,Vandalism,Residential,10:54,Thursday,10,11,Solved,1,0,,1
568,569,Disorderly Conduct,Apartment,06:05,Friday,0,13,Unresolved,2,0,105.0,1
569,570,Drug Offense,Street,05:12,Sunday,10,6,Unresolved,2,1,105.0,1
570,571,Robbery,Residential,15:12,Friday,5,12,Solved,2,0,,1
571,572,Robbery,Online,01:18,Wednesday,2,20,Solved,0,1,,1
572,573,Theft,Public Space,18:18,Monday,6,3,Unresolved,2,1,,1
573,574,Vandalism,Street,17:56,Thursday,5,0,Unresolved,1,0,,1
574,575,Drug Offense,Commercial,05:01,Sunday,10,16,Solved,2,1,,1
575,576,Assault,Street,18:25,Monday,6,2,Solved,0,0,,0
576,577,Drug Offense,Street,05:19,Tuesday,4,16,Solved,2,1,105.0,1
577,578,Drug Offense,Online,22:53,Friday,0,7,Unresolved,2,0,106.0,1
578,579,Vandalism,Online,14:05,Friday,2,2,Solved,1,1,101.0,1
579,580,Fraud,Residential,02:10,Saturday,2,9,Solved,2,1,,1
580,581,Robbery,Apartment,07:56,Monday,6,1,Unresolved,0,1,,1
581,582,Robbery,Apartment,21:49,Tuesday,2,3,Unresolved,2,0,,1
582,583,Robbery,Online,16:50,Sunday,10,13,Solved,2,1,,1
583,584,Robbery,Residential,18:23,Saturday,4,10,Unresolved,1,0,,1
584,585,Vandalism,Residential,20:48,Saturday,3,13,Unresolved,2,1,,1
585,586,Assault,Residential,03:06,Wednesday,3,12,Unresolved,1,0,,1
586,587,Burglary,Online,04:57,Saturday,6,3,Solved,1,1,,1
587,588,Theft,Apartment,15:05,Saturday,0,1,Unresolved,2,0,109.0,1
588,589,Fraud,Residential,13:57,Wednesday,6,1,Solved,1,1,107.0,1
589,590,Fraud,Online,19:01,Friday,7,10,Solved,1,1,,1
590,591,Disorderly Conduct,Commercial,17:49,Friday,2,4,Solved,2,1,107.0,1
591,592,Robbery,Commercial,12:59,Thursday,2,8,Unresolved,2,0,,1
592,593,Disorderly Conduct,Public Space,17:16,Saturday,3,19,Unresolved,0,1,109.0,1
593,594,Robbery,Commercial,12:27,Monday,5,20,Unresolved,0,1,,1
594,595,Theft,Street,11:34,Friday,6,16,Solved,1,1,,1
595,596,Robbery,Public Space,21:38,Tuesday,0,11,Unresolved,1,0,108.0,1
596,597,Burglary,Commercial,00:36,Sunday,3,17,Unresolved,2,1,,1
597,598,Fraud,Street,20:00,Monday,6,2,Solved,0,0,102.0,0
598,599,Drug Offense,Commercial,03:31,Thursday,10,4,Unresolved,0,0,103.0,0
599,600,Theft,Online,00:12,Saturday,1,20,Solved,2,1,106.0,1
600,601,Fraud,Street,13:46,Wednesday,0,19,Unresolved,2,1,107.0,1
601,602,Assault,Residential,16:11,Thursday,0,13,Solved,2,0,,1
602,603,Fraud,Online,06:54,Monday,9,15,Unresolved,2,0,108.0,1
603,604,Theft,Street,18:54,Wednesday,5,18,Unresolved,0,1,106.0,1
604,605,Burglary,Online,02:49,Tuesday,4,8,Unresolved,2,0,,1
605,606,Vandalism,Residential,03:25,Wednesday,0,16,Solved,2,0,100.0,1
606,607,Assault,Street,02:43,Wednesday,9,6,Solved,0,1,109.0,1
607,608,Drug Offense,Street,22:27,Tuesday,2,9,Solved,2,1,105.0,1
608,609,Robbery,Online,11:16,Friday,10,3,Unresolved,0,0,,0
609,610,Theft,Commercial,05:46,Friday,6,9,Unresolved,0,0,104.0,0
610,611,Assault,Street,01:07,Wednesday,8,2,Solved,2,1,107.0,1
611,612,Theft,Commercial,13:36,Sunday,8,8,Solved,2,0,,1
612,613,Drug Offense,Street,02:41,Wednesday,5,12,Unresolved,1,0,107.0,1
613,614,Theft,Apartment,06:10,Thursday,2,0,Unresolved,1,1,,1
614,615,Disorderly Conduct,Public Space,14:01,Sunday,0,14,Solved,0,0,103.0,0
615,616,Fraud,Commercial,04:42,Friday,2,14,Solved,0,0,102.0,0
616,617,Fraud,Commercial,07:12,Tuesday,9,10,Solved,1,0,,1
617,618,Assault,Residential,10:16,Saturday,1,9,Unresolved,0,0,103.0,0
618,619,Burglary,Apartment,14:32,Saturday,10,6,Unresolved,1,1,,1
619,620,Vandalism,Residential,18:15,Wednesday,4,0,Unresolved,2,0,,1
620,621,Assault,Apartment,18:12,Wednesday,7,6,Solved,2,0,,1
621,622,Theft,Apartment,22:21,Saturday,4,4,Unresolved,2,1,,1
622,623,Drug Offense,Online,22:35,Thursday,0,15,Solved,0,0,105.0,0
623,624,Fraud,Online,10:49,Thursday,2,7,Solved,2,0,100.0,1
624,625,Robbery,Online,17:09,Thursday,4,1,Unresolved,0,1,,1
625,626,Robbery,Street,16:29,Monday,6,7,Solved,2,0,,1
626,627,Drug Offense,Residential,12:29,Tuesday,4,13,Solved,0,0,105.0,0
627,628,Theft,Public Space,13:29,Monday,9,3,Unresolved,0,0,107.0,0
628,629,Vandalism,Apartment,06:09,Wednesday,4,14,Solved,1,0,104.0,1
629,630,Disorderly Conduct,Apartment,02:01,Thursday,6,6,Unresolved,1,0,,1
630,631,Drug Offense,Commercial,18:38,Thursday,7,19,Unresolved,1,0,103.0,1
631,632,Theft,Street,04:59,Saturday,7,7,Unresolved,0,0,108.0,0
632,633,Assault,Public Space,02:24,Saturday,6,10,Solved,1,1,108.0,1
633,634,Vandalism,Online,01:54,Sunday,2,1,Solved,1,1,100.0,1
634,635,Disorderly Conduct,Apartment,21:37,Thursday,10,8,Solved,1,1,102.0,1
635,636,Disorderly Conduct,Commercial,13:38,Friday,1,5,Solved,0,0,,0
636,637,Burglary,Residential,21:01,Saturday,0,0,Unresolved,0,1,104.0,1
637,638,Theft,Apartment,10:52,Tuesday,5,2,Solved,1,1,,1
638,639,Disorderly Conduct,Commercial,02:40,Monday,8,9,Solved,1,1,,1
639,640,Robbery,Residential,07:25,Tuesday,2,4,Unresolved,0,1,104.0,1
640,641,Robbery,Street,10:49,Saturday,4,11,Unresolved,0,0,,0
641,642,Fraud,Online,00:14,Thursday,8,0,Unresolved,1,0,104.0,1
642,643,Vandalism,Residential,03:03,Wednesday,8,8,Solved,1,0,100.0,1
643,644,Disorderly Conduct,Apartment,09:10,Friday,6,20,Unresolved,1,1,,1
644,645,Burglary,Public Space,17:22,Saturday,3,12,Unresolved,0,0,109.0,0
645,646,Theft,Residential,14:02,Tuesday,10,18,Solved,1,1,107.0,1
646,647,Burglary,Public Space,06:38,Wednesday,1,6,Solved,0,0,,0
647,648,Fraud,Public Space,16:21,Saturday,1,15,Solved,2,0,,1
648,649,Assault,Residential,19:26,Thursday,3,7,Unresolved,1,1,100.0,1
649,650,Burglary,Street,23:15,Sunday,0,18,Solved,2,1,100.0,1
650,651,Assault,Residential,15:39,Thursday,3,6,Unresolved,0,0,108.0,0
651,652,Robbery,Commercial,02:51,Thursday,10,3,Unresolved,2,0,103.0,1
652,653,Assault,Online,14:32,Thursday,5,9,Unresolved,1,0,105.0,1
653,654,Theft,Public Space,09:01,Saturday,5,0,Solved,2,1,106.0,1
654,655,Vandalism,Online,06:45,Sunday,6,16,Solved,2,1,,1
655,656,Vandalism,Apartment,15:26,Friday,4,20,Solved,2,1,,1
656,657,Theft,Public Space,14:06,Friday,8,12,Solved,0,1,,1
657,658,Theft,Apartment,12:56,Tuesday,1,18,Unresolved,1,0,,1
658,659,Theft,Commercial,09:08,Saturday,1,12,Solved,0,1,,1
659,660,Drug Offense,Commercial,08:05,Sunday,3,8,Solved,2,1,,1
660,661,Disorderly Conduct,Online,23:56,Sunday,3,4,Solved,2,1,,1
661,662,Fraud,Commercial,11:29,Thursday,3,0,Solved,0,0,107.0,0
662,663,Assault,Residential,22:19,Friday,0,1,Unresolved,0,0,,0
663,664,Disorderly Conduct,Public Space,19:53,Saturday,3,10,Unresolved,2,1,,1
664,665,Theft,Apartment,13:26,Wednesday,4,3,Unresolved,1,1,104.0,1
665,666,Vandalism,Online,19:58,Friday,8,8,Solved,0,0,,0
666,667,Burglary,Online,06:39,Friday,2,4,Unresolved,2,0,,1
667,668,Burglary,Commercial,07:29,Sunday,2,4,Unresolved,2,1,,1
668,669,Drug Offense,Commercial,07:01,Tuesday,4,7,Solved,1,0,100.0,1
669,670,Disorderly Conduct,Apartment,13:09,Friday,9,1,Solved,2,1,104.0,1
670,671,Disorderly Conduct,Public Space,17:17,Wednesday,5,6,Unresolved,0,0,106.0,0
671,672,Disorderly Conduct,Public Space,17:15,Thursday,2,16,Unresolved,2,1,,1
672,673,Assault,Online,19:04,Monday,0,10,Unresolved,2,1,101.0,1
673,674,Assault,Apartment,19:30,Tuesday,9,14,Solved,2,1,,1
674,675,Fraud,Online,04:19,Wednesday,7,2,Solved,2,1,,1
675,676,Assault,Street,22:31,Tuesday,0,12,Unresolved,1,0,,1
676,677,Vandalism,Public Space,09:16,Saturday,1,17,Unresolved,0,0,,0
677,678,Vandalism,Apartment,12:48,Thursday,2,19,Unresolved,2,1,106.0,1
678,679,Disorderly Conduct,Apartment,17:12,Friday,5,19,Unresolved,0,0,105.0,0
679,680,Fraud,Online,16:59,Saturday,3,2,Solved,1,1,104.0,1
680,681,Disorderly Conduct,Commercial,14:25,Friday,3,1,Unresolved,0,0,,0
681,682,Drug Offense,Apartment,11:27,Sunday,8,4,Unresolved,1,1,101.0,1
682,683,Assault,Online,09:44,Wednesday,5,19,Unresolved,0,0,106.0,1
683,684,Assault,Residential,10:34,Thursday,1,4,Solved,0,0,,0
684,685,Disorderly Conduct,Commercial,21:09,Monday,6,12,Solved,2,0,,1
685,686,Disorderly Conduct,Commercial,10:37,Monday,2,7,Unresolved,0,0,,0
