,Transaction_ID,Amount,Transaction_Type,Location,Time,Device_Type,Account_Age (days),Velocity (transactions/hour),Is_International,label
275,276,977.12,Cash Withdraw,Toronto,2026-01-26 16:37:13.613449,ATM,2359,33,Yes,1
276,277,1956.63,Credit,New York,2026-01-18 06:02:13.613452,Mobile,2008,35,No,0
277,278,4733.09,Credit,Toronto,2026-01-25 15:30:13.613454,ATM,3346,8,Yes,0
278,279,1236.85,Debit,Atlanta,2025-12-28 07:24:13.613457,Tablet,4131,14,No,0
279,280,3343.46,Wire Transfer,New York,2026-01-18 10:12:13.613460,ATM,4817,44,Yes,1
280,281,3702.05,Credit,Miami,2026-01-12 04:46:13.613463,Tablet,3744,19,Yes,1
281,282,2243.4,Cash Withdraw,Toronto,2025-12-29 19:49:13.613465,ATM,519,7,Yes,1
282,283,4687.94,Debit,Miami,2026-01-01 02:33:13.613468,Desktop,269,57,No,0
283,284,3684.6,Credit,Atlanta,2026-01-03 21:17:13.613471,Desktop,4734,27,Yes,1
284,285,2292.33,Wire Transfer,San Francisco,2026-01-15 21:43:13.613474,ATM,4186,50,No,1
285,286,2848.83,Cash Withdraw,Toronto,2026-01-08 10:32:13.613476,Desktop,1389,18,Yes,1
286,287,3464.6,Cash Withdraw,San Francisco,2026-01-09 14:53:13.613479,ATM,1695,56,No,1
287,288,2962.99,Debit,Seattle,2026-01-14 08:06:13.613482,Desktop,3274,15,Yes,1
288,289,4394.09,Debit,Seattle,2025-12-29 07:03:13.613485,Desktop,1390,10,Yes,0
289,290,1787.66,Cash Withdraw,Atlanta,2026-01-13 06:51:13.613488,Mobile,3866,41,Yes,1
290,291,1502.93,Wire Transfer,New York,2026-01-12 21:30:13.613491,Mobile,3030,7,No,0
291,292,1073.13,Credit,Atlanta,2026-01-17 18:04:13.613493,Mobile,2336,32,No,0
292,293,193.73,Debit,San Francisco,2026-01-26 08:49:13.613496,Mobile,3675,9,No,0
293,294,219.85,Credit,Chicago,2025-12-31 15:30:13.613499,Tablet,4577,17,Yes,0
294,295,4350.93,Wire Transfer,San Francisco,2026-01-09 15:47:13.613502,Tablet,501,34,No,1
295,296,3393.57,Debit,Atlanta,2026-01-06 18:22:13.613505,Mobile,1662,42,Yes,1
296,297,3304.36,Cash Withdraw,New York,2026-01-14 03:05:13.613507,Mobile,2100,49,Yes,1
297,298,3075.14,Credit,New York,2026-01-27 18:26:13.613510,Tablet,103,2,Yes,0
298,299,4246.85,Cash Withdraw,San Francisco,2026-01-01 18:23:13.613513,ATM,2747,39,Yes,1
299,300,2403.93,Wire Transfer,Atlanta,2026-01-22 14:37:13.613515,ATM,3277,26,Yes,1
300,301,4352.7,Credit,Atlanta,2026-01-06 04:33:13.613518,ATM,3086,58,No,0
301,302,1800.43,Cash Withdraw,Chicago,2025-12-29 08:52:13.613521,Desktop,3538,27,No,1
302,303,4633.9,Debit,Dallas,2026-01-09 04:59:13.613524,Tablet,1328,45,No,0
303,304,3494.79,Wire Transfer,Dallas,2025-12-30 20:54:13.613526,ATM,2475,5,No,1
304,305,1289.6,Debit,Los Angeles,2026-01-14 12:45:13.613529,Desktop,1680,46,Yes,1
305,306,2822.6,Credit,Dallas,2026-01-16 20:43:13.613532,Mobile,3747,13,Yes,1
306,307,2667.49,Debit,Atlanta,2026-01-18 09:26:13.613535,ATM,2563,6,No,0
307,308,693.8,Cash Withdraw,Dallas,2025-12-28 06:54:13.613538,Mobile,4164,9,No,1
308,309,2958.26,Wire Transfer,Atlanta,2025-12-28 21:16:13.613541,Tablet,3318,14,Yes,1
309,310,1577.35,Cash Withdraw,Seattle,2026-01-24 20:07:13.613544,ATM,2437,30,Yes,1
310,311,266.48,Cash Withdraw,Seattle,2026-01-22 18:04:13.613547,Tablet,308,28,No,0
311,312,4743.54,Credit,Dallas,2026-01-26 22:28:13.613550,Mobile,3997,41,Yes,1
312,313,3209.24,Cash Withdraw,New York,2026-01-06 16:02:13.613552,Desktop,1090,53,Yes,1
313,314,4385.21,Wire Transfer,Seattle,2026-01-26 00:38:13.613555,Desktop,4556,16,Yes,1
314,315,3381.9,Wire Transfer,Los Angeles,2026-01-15 09:48:13.613558,ATM,2395,58,Yes,1
315,316,1788.13,Credit,Miami,2026-01-01 05:18:13.613561,Mobile,4005,50,Yes,1
316,317,2565.88,Wire Transfer,Miami,2026-01-06 19:30:13.613563,Desktop,667,28,Yes,1
317,318,3380.36,Credit,Atlanta,2026-01-17 22:53:13.613566,Mobile,4164,48,No,0
318,319,4801.46,Wire Transfer,Seattle,2026-01-03 22:16:13.613569,Mobile,2235,43,Yes,1
319,320,1272.08,Debit,Atlanta,2026-01-05 23:33:13.613572,ATM,1237,14,Yes,1
320,321,4375.51,Cash Withdraw,Dallas,2026-01-07 18:12:13.613575,ATM,1624,25,Yes,1
321,322,4620.77,Credit,Atlanta,2026-01-14 07:35:13.613578,ATM,1375,11,No,0
322,323,3353.73,Debit,New York,2026-01-03 00:32:13.613581,Mobile,3312,24,Yes,1
323,324,4656.68,Cash Withdraw,San Francisco,2026-01-14 05:15:13.613584,Mobile,177,40,Yes,1
324,325,1992.4,Debit,Seattle,2026-01-03 11:24:13.613586,ATM,1354,4,Yes,0
325,326,4765.32,Debit,New York,2026-01-18 04:30:13.613589,Tablet,2929,3,Yes,0
326,327,3515.4,Cash Withdraw,San Francisco,2026-01-19 19:49:13.613592,Desktop,626,43,Yes,1
327,328,214.82,Wire Transfer,Dallas,2026-01-21 01:32:13.613595,Desktop,2655,47,Yes,0
328,329,4534.83,Debit,Miami,2026-01-01 12:44:13.613598,ATM,3609,40,No,0
329,330,2424.94,Credit,Atlanta,2026-01-01 05:57:13.613601,Desktop,3716,56,No,0
330,331,2304.33,Debit,Dallas,2026-01-24 20:08:13.613603,ATM,4275,30,No,0
331,332,2834.5,Credit,San Francisco,2026-01-15 03:35:13.613606,Tablet,395,2,No,0
332,333,751.18,Cash Withdraw,Atlanta,2026-01-19 07:52:13.613609,Desktop,1169,52,Yes,1
333,334,2348.48,Debit,Seattle,2026-01-08 04:32:13.613612,Tablet,4972,2,Yes,0
334,335,4156.48,Debit,New York,2026-01-25 04:04:13.613615,Desktop,198,25,Yes,1
335,336,82.33,Wire Transfer,Seattle,2026-01-15 13:26:13.613617,ATM,969,49,Yes,0
336,337,1368.22,Wire Transfer,Los Angeles,2026-01-15 09:35:13.613620,ATM,3909,16,Yes,1
337,338,17.26,Wire Transfer,Miami,2025-12-30 16:11:13.613623,Tablet,3156,59,No,0
338,339,2081.48,Credit,Dallas,2026-01-12 17:01:13.613625,Tablet,4765,9,Yes,0
339,340,3642.94,Cash Withdraw,San Francisco,2025-12-29 11:30:13.613628,Mobile,2505,1,Yes,1
340,341,3994.87,Cash Withdraw,San Francisco,2026-01-26 16:34:13.613631,Mobile,1277,23,No,1
341,342,4726.22,Debit,New York,2026-01-12 21:35:13.613634,ATM,4168,10,No,0
342,343,3044.48,Wire Transfer,Los Angeles,2026-01-02 13:30:13.613637,ATM,4319,23,Yes,1
343,344,1276.86,Debit,San Francisco,2026-01-06 09:44:13.613639,Mobile,1270,34,Yes,1
344,345,4621.12,Wire Transfer,New York,2025-12-28 16:54:13.613642,ATM,1365,22,No,1
345,346,3877.7,Wire Transfer,San Francisco,2025-12-30 12:07:13.613645,ATM,924,31,No,1
346,347,2874.27,Cash Withdraw,Toronto,2026-01-06 00:58:13.613648,Mobile,471,22,Yes,1
347,348,3479.72,Wire Transfer,Seattle,2026-01-07 14:36:13.613650,Mobile,3017,33,No,1
348,349,4621.96,Debit,Toronto,2025-12-28 04:24:13.613653,ATM,2055,40,Yes,1
349,350,3563.41,Credit,San Francisco,2025-12-30 11:48:13.613656,ATM,4284,18,No,0
350,351,1845.03,Credit,Toronto,2026-01-23 18:21:13.613659,Mobile,2052,1,No,0
351,352,3566.58,Credit,Chicago,2026-01-17 12:00:13.613661,ATM,2955,59,Yes,1
352,353,206.19,Cash Withdraw,Los Angeles,2025-12-30 23:39:13.613664,Mobile,1149,50,Yes,0
353,354,1935.15,Cash Withdraw,Toronto,2026-01-19 01:04:13.613667,Tablet,3087,1,Yes,1
354,355,2034.58,Wire Transfer,Dallas,2026-01-10 17:27:13.613670,Tablet,960,14,No,1
355,356,838.36,Cash Withdraw,Toronto,2026-01-18 02:28:13.613672,Tablet,630,55,Yes,1
356,357,120.31,Debit,San Francisco,2026-01-24 07:40:13.613675,ATM,775,20,No,0
357,358,671.24,Credit,Los Angeles,2026-01-27 22:19:13.613685,ATM,360,34,No,0
358,359,3274.83,Wire Transfer,Los Angeles,2026-01-27 15:25:13.613689,Desktop,518,4,No,1
359,360,4012.43,Credit,Seattle,2026-01-01 19:39:13.613692,Tablet,1344,42,No,0
360,361,4941.08,Debit,Chicago,2026-01-12 22:22:13.613694,Mobile,1970,26,No,0
361,362,1735.09,Credit,San Francisco,2026-01-06 00:14:13.613697,Tablet,3228,23,No,0
362,363,2998.9,Credit,New York,2026-01-27 05:55:13.613700,Mobile,2900,6,No,0
363,364,4686.04,Cash Withdraw,San Francisco,2026-01-20 03:57:13.613702,Mobile,935,5,No,1
364,365,839.37,Debit,San Francisco,2026-01-25 18:01:13.613705,Desktop,1987,45,Yes,0
365,366,3589.64,Credit,Los Angeles,2026-01-19 06:52:13.613708,ATM,4997,32,No,0
366,367,3776.12,Wire Transfer,Seattle,2026-01-11 02:55:13.613711,ATM,377,57,No,1
367,368,449.43,Wire Transfer,Los Angeles,2026-01-18 11:11:13.613713,ATM,3561,48,Yes,0
368,369,4306.94,Wire Transfer,Toronto,2025-12-30 13:49:13.613716,Desktop,1775,16,Yes,1
369,370,4066.46,Credit,Chicago,2026-01-12 10:38:13.613719,Tablet,1506,45,Yes,1
370,371,171.85,Debit,Los Angeles,2026-01-12 05:23:13.613721,Desktop,2655,41,No,0
371,372,459.97,Debit,San Francisco,2025-12-31 06:52:13.613724,Desktop,1011,29,No,0
372,373,250.39,Wire Transfer,Miami,2026-01-09 17:19:13.613727,ATM,3478,7,Yes,0
373,374,1677.04,Debit,Toronto,2026-01-02 05:29:13.613729,Tablet,1231,39,Yes,1
374,375,2548.9,Wire Transfer,Toronto,2026-01-03 13:05:13.613732,ATM,1178,45,Yes,1
375,376,2664.08,Cash Withdraw,Dallas,2026-01-18 05:06:13.613734,Tablet,3858,6,Yes,1
376,377,1342.0,Debit,Dallas,2026-01-13 04:14:13.613737,Tablet,2096,5,No,0
377,378,4558.43,Debit,Los Angeles,2025-12-28 02:09:13.613740,Tablet,1673,3,Yes,0
378,379,1844.47,Wire Transfer,Seattle,2026-01-20 08:29:13.613743,Mobile,1929,0,Yes,0
379,380,232.52,Wire Transfer,Dallas,2026-01-26 03:47:13.613745,Tablet,3840,14,Yes,0
380,381,1504.63,Wire Transfer,New York,2026-01-01 06:01:13.613748,Mobile,3179,30,No,0
381,382,2657.89,Credit,Los Angeles,2026-01-01 04:40:13.613751,Mobile,4269,24,No,0
382,383,2044.07,Credit,Chicago,2026-01-22 10:23:13.613753,Mobile,2554,46,No,0
383,384,1372.84,Wire Transfer,Dallas,2026-01-27 21:39:13.613756,Mobile,2446,32,Yes,1
384,385,660.96,Credit,Dallas,2026-01-22 10:02:13.613758,Desktop,4390,51,No,0
385,386,4096.73,Wire Transfer,Los Angeles,2026-01-20 04:41:13.613761,Mobile,552,34,Yes,1
386,387,4980.75,Wire Transfer,Atlanta,2026-01-03 04:42:13.613764,ATM,2898,54,Yes,1
387,388,1651.06,Wire Transfer,New York,2026-01-06 22:23:13.613766,Mobile,1040,4,No,0
388,389,1911.2,Cash Withdraw,Los Angeles,2026-01-04 06:48:13.613769,Mobile,885,4,No,1
389,390,3092.1,Cash Withdraw,Seattle,2026-01-05 03:17:13.613771,Tablet,3052,35,No,1
390,391,3593.62,Credit,Toronto,2025-12-30 12:21:13.613774,Mobile,4230,16,Yes,1
391,392,1963.19,Credit,New York,2026-01-26 01:49:13.613777,ATM,4867,52,No,0
392,393,4525.12,Credit,Toronto,2026-01-15 10:09:13.613779,Tablet,3598,51,Yes,1
393,394,2802.22,Wire Transfer,Dallas,2026-01-18 11:34:13.613782,Mobile,2556,13,Yes,1
394,395,2254.7,Cash Withdraw,Seattle,2026-01-01 13:17:13.613785,Tablet,1090,57,No,1
395,396,3235.13,Wire Transfer,Chicago,2026-01-07 00:01:13.613788,ATM,4576,28,No,1
396,397,4764.26,Cash Withdraw,Toronto,2025-12-28 16:36:13.613790,Mobile,4959,7,Yes,1
397,398,3973.79,Credit,Los Angeles,2026-01-01 04:38:13.613793,Mobile,459,33,Yes,1
398,399,204.87,Wire Transfer,Seattle,2025-12-28 12:06:13.613796,Mobile,4722,39,No,0
399,400,1664.89,Wire Transfer,Seattle,2026-01-04 08:52:13.613798,Mobile,4255,0,Yes,0
400,401,2355.37,Credit,Los Angeles,2026-01-07 17:51:13.613801,Tablet,2008,28,Yes,1
401,402,1576.02,Wire Transfer,Toronto,2026-01-10 01:02:13.613804,Mobile,1921,35,No,0
402,403,3502.44,Credit,Chicago,2026-01-09 12:56:13.613807,Desktop,4528,50,No,0
403,404,4132.21,Wire Transfer,Seattle,2026-01-05 18:21:13.613809,Desktop,1004,36,No,1
404,405,3658.07,Wire Transfer,Los Angeles,2026-01-07 12:23:13.613812,Mobile,3084,28,No,1
405,406,4946.72,Debit,Miami,2026-01-23 19:48:13.613814,Desktop,2115,4,Yes,0
406,407,1366.38,Credit,Chicago,2026-01-11 07:08:13.613817,Desktop,2590,52,Yes,1
407,408,4375.57,Wire Transfer,Chicago,2026-01-05 11:03:13.613820,Desktop,2144,31,Yes,1
408,409,3834.28,Wire Transfer,Atlanta,2025-12-28 22:37:13.613822,Mobile,4311,59,No,1
409,410,1814.08,Debit,Toronto,2026-01-11 18:37:13.613825,Desktop,2242,51,Yes,1
410,411,3671.95,Cash Withdraw,Seattle,2025-12-30 00:11:13.613828,Mobile,4981,23,Yes,1
411,412,524.86,Cash Withdraw,Atlanta,2026-01-15 00:10:13.613830,Desktop,2087,18,No,1
412,413,3947.72,Debit,Toronto,2026-01-24 11:49:13.613833,Tablet,939,11,No,0
413,414,2663.99,Cash Withdraw,Atlanta,2026-01-19 01:56:13.613836,Tablet,4302,51,Yes,1
414,415,1464.99,Credit,Dallas,2026-01-06 14:13:13.613839,ATM,3971,0,Yes,0
415,416,3280.61,Cash Withdraw,New York,2026-01-17 07:01:13.613842,Desktop,4000,6,No,1
416,417,3209.89,Wire Transfer,Atlanta,2026-01-24 15:33:13.613844,Mobile,4651,16,Yes,1
417,418,1051.38,Cash Withdraw,Dallas,2026-01-01 23:37:13.613847,ATM,3409,33,No,1
418,419,156.84,Cash Withdraw,New York,2026-01-14 01:13:13.613850,Mobile,771,42,No,0
419,420,2170.94,Credit,Chicago,2026-01-09 01:23:13.613853,Mobile,249,6,Yes,0
420,421,2849.71,Wire Transfer,Los Angeles,2026-01-27 16:39:13.613855,Mobile,373,16,No,1
421,422,4383.64,Wire Transfer,New York,2026-01-16 23:29:13.613858,Mobile,2927,58,Yes,1
422,423,4641.44,Cash Withdraw,San Francisco,2026-01-14 05:47:13.613861,Tablet,3858,2,No,1
423,424,2646.38,Cash Withdraw,Toronto,2026-01-19 03:17:13.613864,Desktop,4931,28,Yes,1
424,425,3770.25,Wire Transfer,Chicago,2025-12-29 12:19:13.613867,Desktop,702,21,Yes,1
425,426,2199.32,Cash Withdraw,Atlanta,2026-01-01 02:19:13.613869,Tablet,2186,37,No,1
426,427,3731.68,Credit,Miami,2026-01-01 17:09:13.613872,Desktop,942,53,Yes,1
427,428,1027.98,Debit,Chicago,2026-01-19 11:39:13.613875,Mobile,3915,42,No,0
428,429,1858.47,Cash Withdraw,Atlanta,2026-01-06 08:28:13.613878,ATM,794,28,Yes,1
429,430,3172.97,Debit,San Francisco,2026-01-01 20:05:13.613880,Mobile,678,49,Yes,1
430,431,95.7,Debit,Dallas,2026-01-13 08:16:13.613883,ATM,1562,49,No,0
431,432,3613.69,Wire Transfer,Dallas,2026-01-05 15:01:13.613886,Tablet,4054,53,No,1
432,433,4178.5,Debit,Chicago,2026-01-08 00:20:13.613888,ATM,453,41,Yes,1
433,434,1998.71,Wire Transfer,Seattle,2026-01-02 11:32:13.613891,Desktop,2467,4,Yes,0
434,435,2242.47,Credit,New York,2026-01-18 15:36:13.613894,Tablet,3657,29,Yes,1
435,436,4257.15,Cash Withdraw,Chicago,2026-01-14 22:26:13.613896,Tablet,4147,22,No,1
436,437,3879.39,Wire Transfer,Atlanta,2026-01-13 21:07:13.613899,Tablet,3755,54,Yes,1
437,438,1444.31,Wire Transfer,Chicago,2026-01-26 05:23:13.613902,Tablet,210,20,Yes,1
438,439,1623.26,Wire Transfer,Miami,2026-01-22 12:43:13.613905,Mobile,4984,55,Yes,1
439,440,3396.0,Credit,Toronto,2026-01-14 04:14:13.613907,Mobile,1927,25,Yes,1
440,441,2818.17,Cash Withdraw,Miami,2026-01-06 23:36:13.613910,Mobile,4946,53,No,1
441,442,815.34,Wire Transfer,Chicago,2026-01-27 22:07:13.613913,Mobile,3967,46,Yes,0
442,443,1553.1,Debit,Toronto,2026-01-17 23:19:13.613915,Desktop,1878,20,Yes,1
443,444,4500.42,Cash Withdraw,Miami,2026-01-04 05:12:13.613918,Mobile,627,19,Yes,1
444,445,3442.43,Credit,San Francisco,2026-01-05 11:13:13.613921,Tablet,2727,22,No,0
445,446,4929.94,Cash Withdraw,Dallas,2026-01-19 03:37:13.613924,ATM,1459,3,No,1
446,447,3836.23,Wire Transfer,Miami,2026-01-21 21:32:13.613926,ATM,2825,20,No,1
447,448,4710.16,Debit,Seattle,2025-12-29 01:26:13.613929,Desktop,1251,20,No,0
448,449,1084.86,Cash Withdraw,Miami,2026-01-09 14:27:13.613932,Desktop,4759,0,No,1
449,450,3858.57,Wire Transfer,Atlanta,2025-12-29 09:43:13.613935,Desktop,4364,14,Yes,1
450,451,105.99,Wire Transfer,New York,2026-01-08 11:56:13.613937,Mobile,2164,16,Yes,0
451,452,3355.45,Credit,Dallas,2026-01-13 10:36:13.613940,ATM,1624,50,No,0
452,453,2349.06,Debit,Los Angeles,2026-01-24 20:22:13.613943,Tablet,1854,13,No,0
453,454,1737.07,Debit,Chicago,2026-01-15 00:43:13.613945,Desktop,754,58,Yes,1
454,455,4312.71,Debit,Atlanta,2026-01-04 09:46:13.613948,Desktop,1869,18,Yes,1
455,456,4272.07,Credit,Seattle,2026-01-10 11:33:13.613951,Mobile,182,49,Yes,1
456,457,116.4,Credit,San Francisco,2025-12-28 03:49:13.613954,Mobile,1514,59,No,0
457,458,3049.48,Wire Transfer,Chicago,2026-01-13 23:06:13.613957,ATM,903,33,No,1
458,459,1842.32,Credit,Seattle,2026-01-15 22:22:13.613960,Tablet,3345,5,Yes,0
459,460,2081.23,Cash Withdraw,Los Angeles,2026-01-13 21:55:13.613963,Desktop,3454,44,Yes,1
460,461,4161.04,Credit,Los Angeles,2025-12-28 00:06:13.613965,ATM,3608,48,No,0
461,462,1552.65,Debit,Seattle,2026-01-27 19:48:13.613968,Mobile,2557,5,Yes,0
462,463,4715.53,Debit,Dallas,2026-01-09 18:53:13.613971,ATM,2140,52,No,0
463,464,902.27,Cash Withdraw,New York,2026-01-05 09:57:13.613974,Tablet,4245,53,No,1
464,465,3315.3,Debit,Miami,2026-01-19 14:14:13.613976,ATM,2165,4,No,0
465,466,3362.16,Debit,Atlanta,2026-01-24 05:34:13.613979,Desktop,2613,6,No,0
466,467,1264.71,Cash Withdraw,Los Angeles,2026-01-01 11:23:13.613982,Mobile,2022,32,No,1
467,468,1627.13,Debit,San Francisco,2025-12-30 08:50:13.613984,Mobile,2822,12,Yes,1
468,469,4174.82,Wire Transfer,Miami,2026-01-17 23:27:13.613987,Mobile,2282,50,Yes,1
469,470,3810.22,Cash Withdraw,Seattle,2026-01-22 15:37:13.613990,ATM,1571,53,Yes,1
470,471,1648.83,Credit,Dallas,2026-01-01 23:36:13.613993,Mobile,1973,0,No,0
471,472,2672.11,Cash Withdraw,Toronto,2026-01-24 05:26:13.613996,Desktop,3987,12,No,1
472,473,313.09,Debit,San Francisco,2026-01-04 09:13:13.613998,Desktop,2245,42,Yes,0
473,474,1047.69,Wire Transfer,Los Angeles,2026-01-09 23:49:13.614001,Desktop,2443,26,No,0
474,475,2431.67,Debit,New York,2026-01-03 05:39:13.614004,ATM,714,6,No,0
475,476,434.44,Debit,Chicago,2026-01-23 17:46:13.614006,ATM,3546,51,No,0
476,477,4217.45,Debit,San Francisco,2026-01-05 05:29:13.614009,Desktop,223,2,Yes,0
477,478,3591.44,Credit,Los Angeles,2026-01-12 18:53:13.614012,Mobile,864,57,No,0
478,479,4718.45,Credit,New York,2025-12-28 10:10:13.614014,Desktop,4626,24,Yes,1
479,480,3468.87,Wire Transfer,Dallas,2026-01-02 05:55:13.614017,Desktop,1426,32,No,1
480,481,4702.3,Debit,Toronto,2026-01-19 20:32:13.614020,Desktop,2305,39,Yes,1
481,482,2774.79,Wire Transfer,Los Angeles,2026-01-01 12:52:13.614023,Tablet,654,16,No,1
482,483,3003.09,Credit,New York,2025-12-28 09:57:13.614025,ATM,1160,44,No,0
483,484,4884.97,Debit,Atlanta,2026-01-16 23:59:13.614028,Tablet,1843,13,No,0
484,485,3212.44,Wire Transfer,Los Angeles,2025-12-31 20:09:13.614030,ATM,444,36,Yes,1
485,486,158.78,Debit,Miami,2026-01-09 17:14:13.614033,Desktop,2466,57,No,0
486,487,3620.39,Credit,Dallas,2026-01-10 20:51:13.614036,Desktop,4670,55,Yes,1
487,488,4527.82,Debit,Chicago,2026-01-17 17:58:13.614038,Mobile,4437,53,Yes,1
488,489,3978.92,Credit,Seattle,2026-01-08 12:21:13.614041,ATM,2858,22,Yes,1
489,490,2921.25,Credit,Atlanta,2026-01-27 16:41:13.614044,ATM,1281,58,Yes,1
490,491,3358.16,Cash Withdraw,Los Angeles,2026-01-07 22:23:13.614047,Tablet,3040,23,No,1
491,492,4951.01,Wire Transfer,Miami,2026-01-17 18:45:13.614050,Desktop,3796,28,Yes,1
492,493,457.86,Debit,New York,2026-01-16 04:17:13.614052,Mobile,3638,37,Yes,0
493,494,3337.89,Credit,Toronto,2025-12-28 03:08:13.614055,ATM,3759,58,No,0
494,495,1420.57,Credit,Chicago,2026-01-18 02:44:13.614058,Desktop,100,53,No,0
495,496,3202.25,Wire Transfer,Chicago,2026-01-14 06:51:13.614060,ATM,2087,26,No,1
496,497,3040.08,Wire Transfer,Toronto,2026-01-07 23:43:13.614063,Mobile,2311,37,No,1
497,498,771.52,Cash Withdraw,Chicago,2026-01-17 07:13:13.614066,Desktop,4246,52,Yes,1
498,499,1037.7,Cash Withdraw,Seattle,2026-01-19 00:36:13.614068,Desktop,2738,39,No,1
499,500,3110.04,Cash Withdraw,Miami,2026-01-20 09:01:13.614071,Desktop,1608,44,Yes,1
500,501,645.51,Debit,Atlanta,2026-01-02 20:18:13.614074,Tablet,2954,49,Yes,0
501,502,1329.58,Wire Transfer,Seattle,2026-01-03 19:55:13.614076,Desktop,3982,22,No,0
502,503,4177.05,Debit,Dallas,2026-01-02 09:46:13.614079,ATM,3195,30,Yes,1
503,504,1638.82,Cash Withdraw,Seattle,2026-01-08 11:35:13.614082,Desktop,4340,35,Yes,1
504,505,2442.86,Wire Transfer,Toronto,2026-01-01 22:59:13.614085,Desktop,4683,16,Yes,1
505,506,4706.0,Cash Withdraw,Miami,2026-01-13 20:26:13.614087,ATM,3093,36,No,1
506,507,1139.61,Cash Withdraw,San Francisco,2026-01-09 18:47:13.614090,Tablet,2963,2,Yes,1
507,508,1951.18,Wire Transfer,Los Angeles,2026-01-13 06:20:13.614093,Desktop,2663,35,Yes,1
508,509,3034.26,Cash Withdraw,New York,2026-01-27 14:23:13.614095,Desktop,856,54,Yes,1
509,510,3777.92,Credit,New York,2026-01-03 22:52:13.614098,ATM,2147,4,No,0
510,511,4508.76,Cash Withdraw,New York,2026-01-17 11:55:13.614101,Tablet,4926,45,Yes,1
511,512,4577.79,Debit,Toronto,2026-01-17 05:56:13.614103,Desktop,1387,14,No,0
512,513,3884.32,Wire Transfer,Chicago,2026-01-12 02:55:13.614106,ATM,1717,51,Yes,1
513,514,1145.51,Wire Transfer,Atlanta,2026-01-10 02:36:13.614109,Tablet,4152,48,No,0
514,515,128.92,Wire Transfer,Chicago,2026-01-02 22:49:13.614111,Desktop,1726,5,Yes,0
515,516,1921.95,Wire Transfer,San Francisco,2026-01-04 23:46:13.614114,Mobile,1954,58,No,0
516,517,712.04,Cash Withdraw,Miami,2026-01-23 20:37:13.614117,ATM,185,9,No,1
517,518,3553.39,Cash Withdraw,San Francisco,2026-01-07 04:19:13.614120,Tablet,522,53,No,1
518,519,3307.35,Wire Transfer,Toronto,2026-01-14 06:45:13.614122,Desktop,2312,31,Yes,1
519,520,224.64,Cash Withdraw,Chicago,2026-01-27 01:50:13.614125,Desktop,1249,22,No,0
520,521,4183.79,Cash Withdraw,San Francisco,2026-01-13 03:40:13.614128,Desktop,1659,47,Yes,1
521,522,1247.47,Debit,Seattle,2026-01-08 23:51:13.614131,ATM,1003,16,No,0
522,523,2163.97,Credit,Atlanta,2026-01-04 21:59:13.614134,Desktop,3228,45,No,0
523,524,3341.33,Wire Transfer,Toronto,2026-01-07 21:52:13.614137,Tablet,3139,19,Yes,1
524,525,2149.95,Debit,Seattle,2026-01-04 08:39:13.614139,ATM,1929,43,Yes,1
525,526,2209.23,Debit,Seattle,2025-12-31 15:37:13.614142,Desktop,394,40,No,0
526,527,332.81,Credit,Dallas,2026-01-04 06:36:13.614145,ATM,1618,14,Yes,0
527,528,2010.21,Cash Withdraw,Dallas,2026-01-26 07:32:13.614147,Tablet,3642,43,No,1
528,529,3825.42,Cash Withdraw,Atlanta,2026-01-23 07:37:13.614150,Desktop,661,45,Yes,1
529,530,4576.31,Cash Withdraw,Atlanta,2026-01-18 16:48:13.614153,ATM,4165,57,No,1
530,531,2070.42,Credit,Seattle,2026-01-10 17:16:13.614156,Desktop,320,21,Yes,1
531,532,2120.81,Cash Withdraw,Atlanta,2026-01-23 03:37:13.614158,ATM,2225,49,Yes,1
532,533,3514.62,Debit,New York,2026-01-06 15:19:13.614161,Mobile,584,51,No,0
533,534,4714.15,Wire Transfer,Toronto,2026-01-24 18:44:13.614164,Desktop,3601,5,Yes,1
534,535,1338.97,Wire Transfer,Chicago,2026-01-01 04:15:13.614166,Mobile,582,3,No,0
535,536,2203.52,Cash Withdraw,Toronto,2026-01-16 08:39:13.614169,Mobile,3697,57,No,1
536,537,3980.89,Credit,New York,2026-01-10 14:48:13.614171,Tablet,1768,22,Yes,1
537,538,3050.42,Wire Transfer,Dallas,2026-01-13 08:08:13.614174,Desktop,1557,43,No,1
538,539,557.38,Debit,San Francisco,2026-01-08 03:42:13.614177,Tablet,1799,44,No,0
539,540,3140.53,Debit,New York,2026-01-05 19:15:13.614179,Desktop,4207,18,Yes,1
540,541,937.8,Credit,San Francisco,2026-01-23 14:35:13.614182,Tablet,999,53,No,0
541,542,2553.53,Cash Withdraw,Seattle,2025-12-29 19:31:13.614184,Desktop,758,44,No,1
542,543,2647.87,Cash Withdraw,Atlanta,2026-01-06 23:43:13.614187,Desktop,283,30,No,1
543,544,4381.64,Cash Withdraw,Dallas,2026-01-17 22:36:13.614190,Desktop,4897,43,Yes,1
544,545,2315.16,Credit,Dallas,2025-12-28 04:37:13.614192,Desktop,131,51,Yes,1
545,546,1400.81,Debit,Atlanta,2026-01-25 22:14:13.614195,Tablet,1294,2,No,0
546,547,1158.68,Debit,New York,2026-01-26 16:09:13.614198,Desktop,61,27,Yes,1
547,548,4371.89,Wire Transfer,Seattle,2026-01-25 19:02:13.614200,ATM,2212,2,Yes,1
