,Age,Gender,Industry,JobRole,YearsAtCompany,MentalHealthDaysTaken,PhysicalHealthDaysTaken,MentalHealthDiscussedWithManager,PhysicalHealthDiscussedWithManager,AccessToMentalHealthResources,AccessToPhysicalHealthResources,WorkplaceStressLevel,ManagerSupport,EmployeeSatisfaction,CompanySize,RemoteWork,MentalHealthTrainingForManagers,MentalHealthPolicies,label
340,46,1,3,0,23,13,7,0,1,0,2,3,1,1,1,0,1,0,0
341,51,2,0,4,20,9,8,0,0,0,2,1,4,2,2,0,0,1,0
342,30,2,2,4,18,7,8,1,0,2,1,2,1,2,2,0,1,1,1
343,21,0,1,3,22,7,10,0,1,2,3,3,1,3,1,0,0,0,0
344,39,0,4,4,2,5,9,1,0,2,2,3,1,4,1,1,1,1,1
345,53,2,2,3,21,12,2,0,0,2,1,2,1,1,2,0,0,1,0
346,57,0,5,5,2,1,5,0,1,0,0,1,3,1,2,1,0,1,0
347,23,0,3,0,15,5,6,0,0,0,1,4,3,2,2,0,1,1,1
348,40,0,5,0,2,11,1,0,1,0,3,2,1,4,1,1,1,0,0
349,49,2,4,5,11,7,8,1,1,3,2,4,2,4,1,0,0,0,1
350,58,3,2,1,4,2,0,0,0,1,0,3,3,4,2,1,0,1,0
351,40,3,3,1,15,10,0,0,0,0,2,4,4,3,2,1,1,1,1
352,48,3,1,0,2,12,13,1,0,3,3,1,3,4,2,1,1,0,1
353,37,2,2,5,21,6,13,0,1,0,0,3,4,4,1,0,0,0,0
354,52,2,4,4,2,12,1,0,0,0,2,4,1,1,1,0,0,1,0
355,29,1,1,4,26,4,11,1,0,2,1,1,4,4,2,1,0,1,1
356,27,3,0,3,3,6,0,0,1,1,0,1,3,3,2,0,0,0,0
357,37,3,2,2,3,13,4,0,1,2,0,2,4,3,2,0,0,1,1
358,25,1,0,3,2,12,3,1,1,3,2,4,3,4,2,0,1,1,1
359,39,0,0,2,24,13,13,1,0,0,3,1,1,2,2,0,0,1,0
360,25,2,1,2,21,6,13,0,0,0,0,4,1,1,1,1,1,0,0
361,19,0,5,0,21,3,9,0,0,3,3,2,2,2,2,0,0,0,0
362,19,0,5,0,19,5,5,1,0,0,0,2,3,2,1,0,1,0,0
363,40,2,2,3,8,9,9,1,0,1,1,2,4,1,1,0,0,1,1
364,55,0,3,3,1,8,12,0,1,2,1,2,3,2,1,0,0,0,0
365,36,1,2,2,10,13,2,1,1,1,2,3,3,3,1,0,1,1,1
366,56,2,2,3,21,4,10,1,1,0,3,4,3,1,1,0,0,0,0
367,36,3,4,2,3,8,10,1,0,2,0,2,1,3,2,1,1,1,1
368,56,0,2,0,2,9,5,1,0,2,2,4,2,3,1,1,0,1,0
369,37,2,2,0,21,8,8,1,1,3,1,2,4,3,1,1,1,1,1
370,47,0,0,0,11,6,12,0,1,1,0,1,2,3,1,0,0,1,0
371,57,0,5,2,21,6,3,0,1,2,3,4,4,1,2,1,0,1,1
372,27,1,1,3,25,9,13,0,0,3,2,4,4,4,2,1,0,0,0
373,41,1,3,2,7,4,7,1,1,3,3,1,1,1,2,1,0,0,0
374,49,1,2,1,28,10,11,1,0,3,1,1,3,3,2,0,0,1,0
375,18,2,0,4,28,0,8,0,1,3,0,3,3,1,1,1,0,1,0
376,64,0,2,1,29,10,1,1,1,0,3,4,1,2,2,1,1,1,1
377,33,1,5,2,4,2,3,0,1,1,1,2,4,1,2,0,1,1,1
378,26,2,5,0,19,4,7,0,0,3,1,3,3,2,2,1,1,0,0
379,30,0,3,2,7,11,6,1,1,1,3,2,4,2,1,0,0,0,1
380,19,3,1,5,10,7,10,1,1,3,3,3,2,3,2,1,0,1,0
381,36,0,4,0,11,0,0,1,0,0,1,2,1,1,2,1,0,1,0
382,29,3,1,3,9,2,10,0,0,1,3,1,1,1,1,1,0,0,0
383,33,0,3,5,19,4,13,1,1,0,3,4,3,1,1,0,1,0,0
384,46,2,0,4,27,7,6,1,1,1,0,3,4,2,1,0,1,1,1
385,52,0,1,4,21,4,12,1,1,1,2,4,1,3,2,0,0,1,0
386,44,0,2,5,22,3,4,1,0,0,3,2,1,2,1,1,0,1,0
387,41,1,3,3,22,9,0,0,1,3,3,4,4,3,1,1,0,1,0
388,63,2,1,2,26,9,10,1,1,1,3,3,3,1,2,1,1,0,0
389,51,3,4,3,22,2,10,0,1,0,3,4,2,2,1,0,0,0,0
390,51,3,0,1,28,11,4,1,1,0,3,4,3,1,2,0,1,1,1
391,46,2,2,1,5,13,12,1,1,1,1,2,3,3,1,1,0,1,0
392,31,1,3,5,25,11,3,0,0,1,3,2,4,1,1,0,0,1,1
393,40,0,3,4,21,11,11,1,1,1,2,2,1,4,2,1,1,1,1
394,57,1,2,3,25,9,5,0,0,0,0,4,3,3,2,1,1,0,0
395,25,1,5,4,6,13,12,0,1,2,3,1,3,1,2,1,0,0,0
396,33,2,4,0,26,5,2,1,0,3,0,1,1,4,2,1,0,0,1
397,56,0,3,1,5,13,7,1,1,0,0,1,3,3,1,1,0,1,0
398,56,0,3,0,15,13,4,1,1,1,1,4,3,3,2,1,1,1,1
399,19,3,1,0,24,8,8,1,0,2,1,2,1,1,1,1,0,0,0
400,37,0,4,2,26,4,0,1,1,1,3,3,2,1,1,0,0,0,0
401,36,0,3,2,7,0,10,1,0,2,2,2,1,3,1,1,1,0,0
402,24,0,1,3,12,5,12,0,0,1,1,1,2,3,2,0,1,0,0
403,30,3,4,0,11,13,7,0,0,3,3,4,1,1,2,1,1,1,1
404,30,2,4,5,12,4,6,0,1,2,2,4,1,1,2,0,0,1,0
405,64,3,1,5,28,13,0,0,1,2,3,1,3,4,1,0,0,0,0
406,19,0,4,3,11,13,13,0,1,3,2,1,3,3,1,1,1,1,1
407,45,3,3,3,5,8,10,0,0,1,0,2,4,3,2,0,0,0,1
408,61,0,2,2,20,5,6,1,0,1,1,3,3,2,1,0,1,0,0
409,44,0,2,4,21,3,9,0,0,3,1,2,1,1,2,1,0,1,0
410,35,2,1,5,24,2,7,1,0,0,2,4,1,2,1,0,0,0,0
411,43,0,5,5,27,4,10,0,0,2,0,4,4,4,1,0,0,0,1
412,19,3,4,2,5,0,4,1,0,3,0,4,2,2,2,1,1,1,1
413,21,0,2,3,3,6,9,0,0,2,0,4,4,4,2,1,1,0,1
414,44,1,3,0,5,6,1,1,1,2,2,3,3,2,1,0,1,1,1
415,28,1,1,3,16,9,4,1,0,1,0,3,1,4,1,0,0,1,1
416,24,2,1,3,18,8,4,0,0,0,1,4,4,3,1,1,0,0,0
417,24,2,5,4,8,9,8,1,1,1,2,2,4,1,2,1,0,0,1
418,48,2,1,4,7,4,0,1,1,0,3,3,2,1,2,1,1,1,1
419,20,3,2,1,24,8,8,1,1,1,0,2,4,4,1,0,0,1,1
420,61,3,3,5,26,8,2,1,0,0,1,1,4,2,2,0,0,1,0
421,44,3,0,1,7,8,13,1,1,0,1,4,1,2,2,0,0,1,0
422,23,1,2,3,7,8,11,1,1,0,1,3,2,4,2,1,1,0,1
423,43,0,1,4,16,8,4,1,1,2,2,1,1,2,1,1,1,1,1
424,64,3,3,1,8,5,9,0,1,2,0,1,1,3,1,0,1,0,0
425,51,3,2,0,28,0,6,1,0,1,2,4,3,2,2,0,1,1,1
426,21,0,0,5,9,4,4,0,0,0,3,1,1,2,1,1,0,1,0
427,27,1,3,0,12,0,10,0,1,3,0,2,4,2,1,0,0,0,0
428,30,2,2,1,28,7,11,0,1,1,1,3,1,3,1,0,0,0,0
429,62,0,3,4,16,9,5,1,0,1,3,4,3,4,2,0,0,1,1
430,49,0,2,1,10,2,6,1,1,0,2,2,3,3,2,0,1,0,0
431,38,3,1,5,14,6,11,1,0,3,0,4,3,1,2,0,0,0,0
432,58,1,2,2,26,2,10,1,0,1,3,3,3,2,1,1,0,0,0
433,56,1,2,2,16,5,12,1,0,1,0,4,2,4,1,1,0,0,1
434,64,2,3,1,5,8,10,1,0,3,1,4,1,2,1,1,0,1,0
435,33,3,2,2,20,8,12,1,1,2,3,2,2,4,2,0,0,1,1
436,40,2,3,4,25,9,8,0,1,3,3,2,1,1,1,1,1,1,1
437,33,2,5,0,24,5,3,1,1,3,1,2,4,4,1,0,0,0,1
438,57,3,5,3,26,9,8,0,0,3,0,3,2,1,1,0,1,1,1
439,57,2,2,4,16,1,7,0,1,0,0,3,4,2,2,0,1,0,0
440,39,2,4,0,17,13,8,0,1,3,0,3,3,2,1,0,0,1,0
441,35,3,0,5,27,3,0,0,0,0,0,1,2,1,1,0,0,1,0
442,20,3,2,0,17,11,3,1,0,0,2,1,1,4,1,1,0,0,1
443,43,2,5,4,14,4,2,1,1,0,2,3,4,3,1,1,0,0,0
444,58,1,3,0,25,6,11,1,1,0,2,4,3,1,2,1,1,0,0
445,37,1,5,4,25,11,1,1,1,0,2,4,1,3,2,1,0,0,0
446,60,0,4,3,1,0,6,1,1,0,1,4,3,3,1,1,1,1,1
447,44,2,4,1,9,3,8,1,0,3,0,2,4,2,1,0,1,1,1
448,37,1,2,5,7,9,0,1,0,1,2,3,4,2,2,0,1,1,1
449,60,3,5,5,17,5,1,0,0,3,3,1,2,4,2,1,0,0,0
450,25,1,2,2,7,8,4,0,1,2,1,1,2,4,2,0,1,1,1
451,49,2,5,1,3,7,12,0,0,1,0,2,4,2,1,0,1,1,1
452,24,2,3,4,6,7,7,1,1,3,3,1,1,4,1,0,1,0,1
453,56,3,1,3,13,13,1,0,1,3,2,3,2,4,2,0,1,1,1
454,34,3,5,1,3,1,13,1,0,2,3,4,1,3,1,0,1,1,1
455,31,0,4,4,3,9,11,0,0,1,1,3,4,2,1,1,1,1,1
456,36,0,4,4,24,9,1,1,1,2,3,3,3,2,1,0,1,0,0
457,59,2,2,1,28,8,12,1,1,1,0,1,2,2,2,1,1,0,0
458,19,1,3,4,9,1,0,1,1,1,0,2,3,4,2,0,1,1,1
459,47,1,0,3,22,8,5,0,1,3,2,1,2,4,1,1,0,1,0
460,43,2,1,2,4,2,4,0,0,2,2,4,3,1,2,1,0,1,0
461,41,1,4,5,1,5,3,0,0,3,3,1,2,4,1,1,0,0,0
462,32,1,1,1,4,8,1,0,1,3,2,2,3,4,1,0,1,0,0
463,38,2,3,0,17,9,1,1,0,1,1,4,2,4,2,0,1,1,1
464,19,3,4,4,28,5,3,0,0,3,3,1,1,4,2,1,0,0,0
465,47,0,2,1,2,12,7,0,1,3,3,3,4,1,2,0,1,0,0
466,60,2,4,3,18,13,7,1,1,3,1,4,1,3,1,0,1,0,0
467,47,1,0,2,17,5,10,1,1,3,0,4,3,1,2,0,0,1,0
468,59,3,0,3,13,5,4,0,1,1,1,1,2,1,2,1,0,0,0
469,59,1,4,2,20,5,2,1,1,3,0,4,2,4,2,1,0,0,1
470,49,0,1,0,25,10,9,0,1,0,1,3,4,4,2,1,0,0,0
471,55,2,3,5,16,2,6,0,1,1,0,2,3,3,1,1,0,0,0
472,32,3,4,5,16,6,13,0,1,1,3,3,1,4,1,0,1,0,0
473,60,2,1,0,6,7,12,0,0,3,1,3,2,1,2,0,1,1,1
474,51,2,4,1,27,11,3,1,0,2,0,1,2,3,2,1,0,0,0
475,37,0,4,2,3,5,5,1,0,3,2,4,1,1,1,0,0,0,0
476,22,0,0,3,17,4,11,0,1,0,1,1,2,2,1,0,0,0,0
477,30,3,3,4,25,13,7,0,1,0,3,2,4,1,1,1,0,0,0
478,22,0,3,4,22,9,5,0,0,3,0,3,1,1,2,0,0,0,0
479,34,3,2,3,24,0,9,1,1,2,3,1,1,3,2,0,1,0,0
480,35,0,4,2,29,9,5,0,1,2,0,1,1,4,1,0,0,0,0
481,43,0,4,4,5,9,13,1,1,3,0,4,2,3,1,0,1,1,1
482,45,0,5,3,23,2,3,1,0,0,0,1,4,4,2,1,1,0,1
483,25,3,3,3,8,1,0,1,1,0,0,2,4,2,2,0,0,0,0
484,29,2,2,5,9,0,12,0,1,1,0,2,4,2,2,0,1,1,1
485,39,0,4,5,29,8,8,1,1,0,3,1,3,2,1,1,1,1,1
486,23,3,3,5,1,1,10,1,0,3,0,2,4,3,2,0,1,1,1
487,24,1,2,0,2,13,9,0,1,0,2,1,2,1,2,0,1,1,1
488,46,3,1,2,22,4,4,0,0,0,1,3,4,3,1,1,1,0,0
489,60,2,4,1,18,13,1,1,1,0,2,2,4,1,2,1,1,0,0
490,61,2,4,5,8,5,2,0,1,0,1,4,1,4,1,1,1,1,1
491,64,3,4,3,22,0,1,0,1,1,0,4,1,3,1,0,1,0,0
492,60,1,0,1,13,6,2,0,1,2,2,1,2,3,1,0,1,1,1
493,53,0,5,0,16,10,2,0,0,2,3,3,4,3,1,0,1,1,1
494,27,1,2,0,1,8,7,0,1,2,3,3,1,4,1,0,1,1,1
495,59,1,0,2,2,8,7,1,1,1,3,2,1,4,2,1,1,0,1
496,57,3,4,2,20,1,7,1,1,2,1,3,3,2,1,0,0,1,0
497,37,0,1,5,9,3,1,1,1,2,0,1,3,3,2,1,0,0,0
498,23,3,0,5,10,1,13,1,1,2,2,4,2,4,1,1,0,0,1
499,19,1,1,2,2,5,6,1,1,3,3,3,2,3,1,1,1,1,1
500,26,1,0,5,8,4,0,1,1,0,1,1,2,1,1,0,1,1,1
501,48,2,0,2,4,3,12,0,1,2,0,2,4,2,1,0,1,1,1
502,35,1,1,4,3,3,4,1,0,1,2,1,1,1,2,0,1,1,1
503,52,1,5,5,18,1,8,1,1,3,1,1,4,3,1,1,0,0,0
504,56,0,0,0,24,10,13,0,0,1,0,1,4,1,1,0,0,0,1
505,41,0,1,4,18,1,2,1,1,0,2,1,1,1,1,0,0,1,0
506,29,0,5,2,22,0,11,0,1,2,0,3,3,3,2,0,0,1,0
507,37,1,2,5,15,0,11,1,1,1,3,4,1,3,1,0,1,1,1
508,27,3,3,3,5,2,0,0,0,0,2,1,1,3,1,0,1,0,0
509,50,3,0,2,9,3,7,0,0,2,1,1,3,3,1,0,1,1,1
510,42,1,2,2,12,11,6,1,0,3,2,4,3,2,2,1,0,0,0
511,30,2,3,4,21,3,3,0,0,0,1,2,1,4,1,1,1,1,1
512,25,3,4,3,27,11,6,0,1,2,0,1,1,2,2,1,0,1,0
513,27,0,0,1,4,5,13,0,1,2,1,4,4,3,1,0,1,0,1
514,35,1,2,2,25,10,7,0,1,1,0,3,2,4,1,0,1,0,0
515,50,2,3,4,25,10,7,1,1,2,0,2,1,1,1,0,1,1,1
516,20,1,1,2,6,11,7,1,0,3,1,1,3,1,2,0,1,0,0
517,42,1,5,3,24,4,7,0,0,0,1,2,4,2,2,0,0,1,0
518,53,2,5,1,18,0,7,0,1,2,2,2,4,4,2,1,1,1,1
519,33,2,2,4,3,9,0,1,0,0,0,3,2,1,2,1,1,1,1
520,18,2,0,5,8,7,5,0,0,1,0,2,1,4,2,0,0,0,0
521,61,2,5,5,16,7,5,0,1,3,0,1,4,3,1,1,1,0,0
522,24,0,3,2,18,0,7,0,0,2,2,1,1,2,1,0,0,1,0
523,25,3,5,5,26,13,8,0,0,0,3,4,1,1,1,0,0,0,0
524,22,0,4,0,28,8,4,0,1,0,1,1,1,3,2,0,0,0,0
525,62,0,1,1,12,11,0,0,1,3,3,1,2,3,1,0,1,0,0
526,42,3,5,0,23,13,12,0,0,2,1,4,3,3,2,0,1,0,0
527,54,1,2,3,15,12,6,0,1,1,1,4,1,1,2,1,0,1,0
528,63,1,1,1,14,3,9,1,0,1,2,2,1,2,2,1,0,1,0
529,25,3,5,1,4,3,12,0,1,3,1,2,2,3,1,0,0,0,0
530,25,2,2,2,4,11,7,1,0,3,3,3,2,4,2,1,1,1,1
531,22,1,2,1,16,6,4,0,1,3,3,4,1,1,1,1,0,0,0
532,51,0,2,1,14,9,11,1,1,1,3,1,3,3,1,0,0,0,0
533,41,0,5,3,15,9,12,0,1,0,1,1,1,3,1,1,0,0,0
534,19,3,5,3,9,1,10,1,0,2,0,1,2,1,1,0,0,0,0
535,47,2,4,2,28,0,11,0,0,3,2,3,4,3,2,0,0,0,0
536,25,3,3,5,2,3,1,1,0,0,2,4,2,1,2,1,1,0,0
537,50,2,3,3,25,3,11,1,1,0,1,4,1,3,2,1,0,0,0
538,42,1,4,2,5,12,11,1,1,3,2,2,4,1,1,1,1,0,0
539,18,3,2,5,24,0,10,1,1,3,0,4,4,4,2,0,0,1,1
540,23,0,0,3,5,9,1,0,0,1,3,3,3,4,1,0,0,0,0
541,31,1,3,3,21,7,11,1,1,1,0,4,4,1,1,0,0,1,1
542,27,2,3,4,2,4,3,0,0,2,1,1,3,2,1,0,1,1,1
543,27,0,0,5,28,5,7,1,0,2,0,2,4,4,2,1,0,0,1
544,39,1,4,3,29,5,2,1,1,1,2,2,2,1,2,1,1,1,1
545,30,1,5,2,14,9,1,0,1,2,1,4,1,2,1,0,0,0,0
546,39,3,5,1,26,9,11,1,1,3,2,1,2,3,1,0,1,0,0
547,30,1,4,5,25,5,6,0,0,2,3,2,2,3,2,1,0,0,0
548,18,2,3,5,5,7,10,1,0,3,3,1,4,1,1,0,0,1,0
549,37,2,3,2,26,11,11,1,1,0,2,3,1,4,2,0,1,0,1
550,33,2,2,2,22,5,11,0,1,2,3,4,3,2,2,0,1,0,0
551,41,3,2,3,10,7,0,1,0,2,3,1,4,3,2,0,0,0,1
552,43,1,5,5,2,12,4,0,0,0,3,2,3,1,1,0,1,1,1
553,26,0,5,1,1,8,11,0,1,1,3,1,2,2,2,1,0,1,0
554,32,0,3,0,12,2,0,1,0,1,3,1,4,3,2,0,1,0,1
555,23,1,3,4,6,11,0,0,0,1,2,3,1,4,1,1,0,1,0
556,20,1,0,0,19,5,11,0,0,0,0,4,3,4,2,1,1,0,0
557,60,1,5,0,24,6,9,1,0,2,1,3,4,4,1,1,0,0,1
558,41,3,0,2,2,2,1,1,1,1,3,2,4,2,1,1,1,0,1
559,20,3,3,0,2,13,2,0,1,1,1,2,1,2,2,0,1,0,0
560,54,0,2,1,25,12,7,1,1,3,2,2,1,4,2,0,1,0,1
561,62,2,0,5,29,9,2,1,1,1,2,2,1,3,1,1,0,1,0
562,39,1,3,3,2,0,12,0,1,2,1,3,1,4,2,0,0,1,0
563,30,0,1,0,14,10,9,0,0,1,2,2,3,4,2,1,1,0,0
564,19,3,2,2,6,13,2,0,0,0,2,4,3,2,1,1,0,0,0
565,34,2,2,0,4,13,6,0,0,1,1,2,4,2,1,1,0,1,1
566,33,0,3,0,27,6,2,1,0,1,2,3,2,4,1,0,1,0,1
567,39,2,2,2,28,7,13,0,0,1,1,3,4,4,1,1,1,0,1
568,47,3,1,2,13,6,9,1,0,2,1,2,2,1,2,0,1,1,1
569,38,2,4,4,21,13,1,0,1,2,2,4,4,1,2,0,0,1,1
570,19,3,4,0,14,9,7,0,0,1,1,3,4,3,1,1,1,0,1
571,24,2,4,5,27,7,11,0,1,3,2,2,4,2,1,0,0,0,0
572,26,1,3,3,13,10,4,0,0,0,1,4,1,3,2,1,0,1,0
573,24,2,2,0,19,8,7,1,1,1,2,4,3,3,1,1,0,0,0
574,22,0,2,1,5,7,3,1,1,0,2,3,3,3,2,0,1,0,0
575,20,0,5,1,18,6,2,1,1,0,0,2,1,2,2,1,0,1,0
576,38,3,3,1,8,11,4,0,0,2,1,1,3,4,1,0,1,0,0
577,38,1,2,3,24,11,4,1,1,1,1,1,1,2,2,1,1,1,1
578,27,2,2,4,2,13,12,0,0,3,2,4,4,4,2,0,0,1,0
579,42,2,4,1,15,9,13,1,1,1,1,3,1,3,1,0,0,0,0
580,21,3,0,0,16,7,11,0,0,3,1,4,1,2,2,0,1,1,1
581,60,1,4,0,4,12,4,1,0,3,3,3,3,4,1,1,1,1,1
582,57,3,3,3,29,7,12,1,0,1,2,4,2,3,1,1,1,0,0
583,24,2,3,3,24,10,0,0,1,0,3,1,1,2,1,0,0,1,0
584,49,0,2,2,19,0,6,1,1,2,3,3,3,1,1,1,0,0,0
585,20,2,0,1,25,10,0,0,0,3,1,2,4,3,2,1,0,0,0
586,47,2,5,0,6,0,9,0,0,3,1,4,1,4,1,1,1,0,0
587,60,2,4,4,28,9,13,1,1,0,2,1,1,2,1,0,1,1,1
588,58,3,0,0,27,8,5,0,0,0,1,4,4,3,2,1,1,1,1
589,33,1,4,2,18,0,2,1,1,3,0,2,2,3,2,1,1,0,0
590,40,1,2,4,24,8,12,1,0,0,2,4,1,3,2,0,1,0,0
591,51,0,0,1,8,1,3,0,0,3,0,2,4,4,2,1,1,1,1
592,54,0,1,2,20,2,10,0,0,1,3,4,3,4,1,1,1,1,1
593,55,0,0,3,21,3,5,0,0,1,2,1,2,2,1,1,1,1,1
594,20,0,3,5,23,1,13,0,1,1,0,2,2,4,2,1,0,1,0
595,47,1,2,0,25,11,7,0,1,0,1,2,3,1,1,0,0,1,0
596,61,0,0,3,10,0,0,1,1,1,0,2,1,3,1,1,0,0,0
597,53,1,3,5,26,11,10,0,0,0,3,4,4,2,2,0,0,1,0
598,64,0,3,4,12,12,10,0,0,2,3,1,3,1,2,0,1,0,0
599,50,0,4,2,7,13,5,1,0,1,2,3,4,4,1,1,0,1,1
600,35,2,2,5,12,5,13,1,0,1,3,3,2,1,1,0,0,0,0
601,28,1,0,3,13,5,5,0,0,0,3,1,4,4,2,1,1,1,1
602,54,2,3,0,13,7,0,0,0,3,3,3,1,1,1,0,1,1,1
603,32,0,5,3,28,1,9,1,1,1,1,2,4,3,1,1,1,0,1
604,53,0,5,2,15,11,11,0,1,1,0,3,3,4,1,0,1,1,1
605,36,3,4,0,19,13,8,0,1,1,3,4,2,1,2,0,1,0,0
606,41,1,3,1,18,9,10,1,0,2,2,1,3,4,1,1,0,1,1
607,20,3,5,3,23,4,13,0,0,0,3,4,3,3,2,1,0,1,0
608,39,0,4,3,3,7,3,0,0,2,0,4,2,3,2,0,0,0,0
609,39,2,5,0,1,10,1,0,1,1,3,3,4,1,2,0,0,0,1
610,34,2,4,2,13,8,4,0,0,2,1,2,2,2,1,0,0,0,0
611,40,2,5,0,26,10,0,0,1,3,1,4,3,1,1,1,0,0,0
612,37,1,2,3,20,6,1,0,1,2,2,4,2,2,1,1,0,1,0
613,46,3,0,4,10,4,6,0,1,2,1,2,2,2,2,0,1,0,0
614,22,3,2,2,15,5,10,0,1,1,1,4,1,1,1,1,0,1,0
615,19,2,5,0,17,6,0,0,0,0,2,1,1,4,2,0,0,0,0
616,23,1,0,5,15,5,10,1,0,0,3,2,3,2,1,0,1,1,1
617,40,0,3,5,14,11,11,0,0,2,0,4,1,1,2,0,0,0,0
618,55,3,5,4,16,12,12,0,0,3,2,2,2,4,1,0,1,1,1
619,64,1,1,0,11,12,13,1,1,0,3,3,3,3,1,0,0,0,0
620,47,1,3,0,8,13,9,1,0,3,3,2,2,2,2,1,1,0,0
621,54,1,0,1,19,12,1,0,1,0,1,1,2,1,2,0,1,1,1
622,60,2,0,3,28,10,13,1,1,2,0,3,3,4,2,1,1,0,1
623,23,0,5,2,17,6,10,0,0,3,0,2,3,1,1,0,1,1,1
624,56,1,3,2,9,10,2,0,1,2,2,4,2,1,1,1,1,1,1
625,59,0,5,2,14,9,2,1,0,1,2,2,1,3,1,1,0,0,0
626,35,3,4,1,29,2,9,0,0,3,2,4,4,1,2,1,1,0,0
627,23,0,3,5,8,11,6,1,0,1,3,4,1,3,1,0,0,1,0
628,22,1,2,3,18,1,2,0,1,0,2,2,1,3,1,1,1,1,1
629,48,3,5,4,4,7,10,0,0,0,2,1,4,1,1,0,0,1,0
630,61,1,3,0,16,3,5,0,1,1,0,3,1,2,1,0,0,1,0
631,42,1,4,1,18,6,8,1,1,2,2,2,3,3,2,1,0,1,0
632,32,1,1,3,23,11,3,0,1,1,0,2,3,4,1,1,0,0,0
633,58,2,3,2,25,5,6,0,0,0,2,3,2,1,2,1,1,0,0
634,31,0,1,4,26,8,10,1,1,3,2,3,4,3,1,0,0,0,0
635,37,0,1,2,21,3,5,1,1,2,2,3,3,2,1,1,1,0,0
636,29,3,1,5,15,6,6,0,1,1,3,1,2,1,2,1,0,0,0
637,41,3,0,3,13,3,10,1,1,3,1,4,2,1,2,1,0,0,0
638,19,3,4,4,2,7,13,1,1,0,3,3,2,1,2,0,1,1,1
639,64,2,5,4,6,9,2,1,0,2,1,3,1,2,2,0,0,0,0
640,28,1,3,5,19,12,6,0,1,0,0,4,1,2,2,1,0,0,0
641,60,0,4,0,22,7,11,0,0,0,3,3,1,3,1,1,0,0,0
642,36,0,4,1,8,10,6,0,0,3,0,4,2,1,1,1,0,0,0
643,40,2,1,0,13,13,10,0,0,1,1,2,3,1,2,1,1,1,1
644,20,1,0,3,27,9,0,1,0,1,3,4,2,3,1,1,1,0,0
645,47,0,3,2,25,4,0,0,0,3,0,2,1,4,1,1,1,0,0
646,38,2,0,2,15,10,5,1,0,2,0,1,4,3,2,1,1,1,1
647,52,1,2,2,16,6,0,1,0,0,2,1,1,3,1,0,0,0,0
648,51,1,1,3,25,10,6,0,0,3,1,3,2,4,1,0,1,1,1
649,29,1,0,1,18,11,4,0,0,2,0,4,3,1,1,1,1,1,1
650,19,1,0,2,28,10,9,0,0,1,1,2,4,1,2,0,1,1,1
651,55,1,0,1,27,0,7,1,0,2,1,3,3,2,1,0,0,1,0
652,22,2,3,5,28,4,10,0,0,1,0,1,1,3,1,1,0,0,0
653,27,2,1,5,28,6,8,0,0,3,3,2,4,4,2,1,0,1,0
654,23,0,0,2,3,13,12,0,0,3,2,4,1,1,2,1,0,0,0
655,27,2,0,2,2,5,13,1,1,1,1,4,2,3,2,1,0,1,0
656,62,2,2,3,28,11,10,1,1,1,1,2,1,1,2,1,0,1,0
657,59,1,0,2,12,4,4,1,1,3,3,3,2,1,2,0,0,1,0
658,56,3,1,4,7,10,0,1,1,0,1,2,3,3,2,1,0,1,0
659,26,1,3,2,21,3,12,0,0,0,0,4,1,3,1,0,0,0,0
660,47,3,3,3,21,4,2,1,1,1,3,4,3,3,1,1,0,0,0
661,53,2,3,4,27,3,3,1,1,0,3,3,3,2,1,0,0,1,0
662,32,2,0,5,8,13,9,1,0,0,1,2,2,4,2,1,1,0,1
663,53,0,1,1,13,5,7,1,0,2,3,3,4,4,2,1,0,1,1
664,34,3,4,3,19,1,12,0,1,1,0,3,2,1,2,0,0,1,0
665,45,0,1,0,11,11,0,1,0,2,2,2,3,3,2,1,0,1,0
666,51,1,5,1,1,1,8,0,1,1,3,2,2,2,1,1,0,1,0
667,26,0,5,4,24,1,7,1,1,3,0,3,4,2,1,1,0,0,0
668,23,0,5,2,23,1,12,0,1,3,1,2,3,1,2,0,1,1,1
669,48,1,1,2,11,5,9,0,0,0,3,3,2,3,2,1,0,1,0
670,40,2,1,0,26,8,10,0,0,0,3,1,3,2,1,0,1,1,1
671,27,3,0,5,2,8,13,1,1,1,0,2,3,1,1,0,1,0,0
672,38,2,1,2,19,2,9,0,0,1,1,2,3,1,2,1,1,1,1
673,39,3,3,0,27,10,11,1,0,1,3,1,1,4,1,0,1,1,1
674,28,1,4,0,5,11,4,0,1,3,0,1,2,1,2,1,0,0,0
675,33,2,4,0,21,12,3,0,1,0,3,1,4,2,1,0,0,1,0
676,51,1,3,4,21,4,0,1,1,1,1,4,2,4,1,0,0,0,1
677,37,0,5,0,9,13,8,0,0,1,0,3,2,1,1,0,0,0,0
678,21,3,3,2,14,7,7,1,1,0,1,1,1,1,1,1,0,1,0
679,30,3,2,5,20,13,9,0,1,3,2,1,1,4,2,0,0,0,0
680,21,3,1,3,15,0,11,0,1,0,2,4,2,3,1,0,1,1,1
681,29,2,3,1,5,7,5,1,1,1,0,4,2,2,1,1,0,0,0
682,51,3,1,1,8,0,0,1,1,2,3,4,4,2,2,1,0,0,1
683,61,0,0,2,19,2,10,1,1,3,1,2,1,4,2,0,1,1,1
684,56,2,1,3,7,0,5,0,0,1,2,4,4,1,2,0,1,0,1
