,User ID,Transaction Date,Transaction Amount,Transaction Type,Merchant Name,Merchant Location,Previous Transactions,Previous Successful Transactions,Flag Indicators,Time of Day,Day of Week,Week of Year,label
254,255,2023-01-01,4507,Bill Payment,Apple Inc.,"New York, NY",2,0,None,0,6,52,0
255,256,2023-01-01,9,Bill Payment,Apple Inc.,"Los Angeles, CA",4,0,Flagged for high-dollar fraud,0,6,52,1
256,257,2023-01-01,3157,Purchase,Amazon,Unknown,3,4,None,0,6,52,0
257,258,2023-01-01,3235,Transfer,Target,"Chicago, IL",3,1,None,0,6,52,0
258,259,2023-01-01,5705,Transfer,Unknown,"Chicago, IL",4,2,Flagged for high-dollar fraud,0,6,52,1
259,260,2023-01-01,2932,Purchase,Apple Inc.,Unknown,4,2,Flagged for high-dollar fraud,0,6,52,1
260,261,2023-01-01,8250,Bill Payment,Target,Unknown,0,1,None,0,6,52,1
261,262,2023-01-01,285,Purchase,Target,"Chicago, IL",8,0,Flagged for high-dollar fraud,0,6,52,1
262,263,2023-01-01,3580,Purchase,Target,Unknown,2,2,Flagged for high-dollar fraud,0,6,52,1
263,264,2023-01-01,2935,Purchase,Unknown,"Los Angeles, CA",0,1,None,0,6,52,0
264,265,2023-01-01,6983,Transfer,Target,"Los Angeles, CA",7,3,Flagged for suspicious behavior,0,6,52,1
265,266,2023-01-01,4675,Purchase,Apple Inc.,"Los Angeles, CA",4,0,Flagged for high-dollar fraud,0,6,52,1
266,267,2023-01-01,2511,Purchase,Target,Unknown,1,2,None,0,6,52,0
267,268,2023-01-01,6878,Bill Payment,Unknown,"New York, NY",4,4,None,0,6,52,1
268,269,2023-01-01,2407,Purchase,Apple Inc.,Unknown,3,4,Flagged for suspicious behavior,0,6,52,1
269,270,2023-01-01,7473,Transfer,Apple Inc.,"Chicago, IL",8,4,Flagged for suspicious behavior,0,6,52,1
270,271,2023-01-01,9665,Purchase,Apple Inc.,"Los Angeles, CA",9,3,Flagged for suspicious behavior,0,6,52,1
271,272,2023-01-01,2423,Transfer,Apple Inc.,Unknown,7,2,None,0,6,52,0
272,273,2023-01-01,61,Transfer,Target,"New York, NY",1,2,Flagged for suspicious behavior,0,6,52,1
273,274,2023-01-01,8638,Purchase,Amazon,"Chicago, IL",2,2,None,0,6,52,1
274,275,2023-01-01,5767,Purchase,Unknown,"Chicago, IL",0,2,Flagged for high-dollar fraud,0,6,52,1
275,276,2023-01-01,1950,Bill Payment,Target,"Chicago, IL",6,1,Flagged for high-dollar fraud,0,6,52,1
276,277,2023-01-01,110,Bill Payment,Amazon,"Chicago, IL",2,0,Flagged for high-dollar fraud,0,6,52,1
277,278,2023-01-01,696,Bill Payment,Amazon,"New York, NY",1,3,None,0,6,52,0
278,279,2023-01-01,9834,Purchase,Amazon,"New York, NY",1,1,None,0,6,52,1
279,280,2023-01-01,4598,Purchase,Unknown,"Los Angeles, CA",1,4,Flagged for high-dollar fraud,0,6,52,1
280,281,2023-01-01,6013,Transfer,Target,"New York, NY",7,0,None,0,6,52,1
281,282,2023-01-01,4404,Transfer,Target,"Chicago, IL",1,1,Flagged for high-dollar fraud,0,6,52,1
282,283,2023-01-01,2647,Bill Payment,Apple Inc.,"Chicago, IL",5,4,Flagged for high-dollar fraud,0,6,52,1
283,284,2023-01-01,2595,Transfer,Target,"Chicago, IL",7,0,None,0,6,52,0
284,285,2023-01-01,5127,Purchase,Unknown,Unknown,0,4,Flagged for high-dollar fraud,0,6,52,1
285,286,2023-01-01,7338,Transfer,Target,"Chicago, IL",8,0,Flagged for suspicious behavior,0,6,52,1
286,287,2023-01-01,6105,Transfer,Unknown,"Chicago, IL",0,4,None,0,6,52,1
287,288,2023-01-01,8612,Bill Payment,Unknown,Unknown,2,3,Flagged for suspicious behavior,0,6,52,1
288,289,2023-01-01,3369,Purchase,Apple Inc.,"New York, NY",0,0,Flagged for high-dollar fraud,0,6,52,1
289,290,2023-01-01,4246,Bill Payment,Target,"New York, NY",9,2,None,0,6,52,0
290,291,2023-01-01,1482,Transfer,Unknown,"New York, NY",6,1,None,0,6,52,0
291,292,2023-01-01,1723,Bill Payment,Unknown,"New York, NY",8,2,Flagged for high-dollar fraud,0,6,52,1
292,293,2023-01-01,3599,Bill Payment,Apple Inc.,"Chicago, IL",8,0,Flagged for suspicious behavior,0,6,52,1
293,294,2023-01-01,3985,Transfer,Target,"Los Angeles, CA",8,4,Flagged for high-dollar fraud,0,6,52,1
294,295,2023-01-01,8788,Transfer,Unknown,"New York, NY",7,0,Flagged for high-dollar fraud,0,6,52,1
295,296,2023-01-01,1270,Transfer,Amazon,"Chicago, IL",1,2,Flagged for high-dollar fraud,0,6,52,1
296,297,2023-01-01,789,Transfer,Target,"New York, NY",2,4,Flagged for suspicious behavior,0,6,52,1
297,298,2023-01-01,4311,Transfer,Apple Inc.,Unknown,0,1,Flagged for suspicious behavior,0,6,52,1
298,299,2023-01-01,8865,Purchase,Amazon,"Chicago, IL",5,2,Flagged for suspicious behavior,0,6,52,1
299,300,2023-01-01,8225,Bill Payment,Unknown,"Los Angeles, CA",3,3,Flagged for suspicious behavior,0,6,52,1
300,301,2023-01-01,9964,Purchase,Amazon,"New York, NY",4,3,Flagged for high-dollar fraud,0,6,52,1
301,302,2023-01-01,6589,Bill Payment,Unknown,Unknown,1,2,Flagged for high-dollar fraud,0,6,52,1
302,303,2023-01-01,4458,Bill Payment,Apple Inc.,Unknown,4,1,Flagged for high-dollar fraud,0,6,52,1
303,304,2023-01-01,2105,Purchase,Target,"Los Angeles, CA",8,3,Flagged for suspicious behavior,0,6,52,1
304,305,2023-01-01,8642,Bill Payment,Target,Unknown,3,0,Flagged for high-dollar fraud,0,6,52,1
305,306,2023-01-01,1953,Bill Payment,Unknown,Unknown,0,1,None,0,6,52,0
306,307,2023-01-01,2495,Transfer,Apple Inc.,Unknown,3,1,None,0,6,52,0
307,308,2023-01-01,4428,Purchase,Amazon,"New York, NY",7,1,Flagged for high-dollar fraud,0,6,52,1
308,309,2023-01-01,1095,Bill Payment,Apple Inc.,"Los Angeles, CA",5,3,None,0,6,52,0
309,310,2023-01-01,4249,Purchase,Target,"New York, NY",4,0,None,0,6,52,0
310,311,2023-01-01,9735,Transfer,Unknown,"Los Angeles, CA",5,0,None,0,6,52,1
311,312,2023-01-01,3460,Transfer,Unknown,"New York, NY",0,0,None,0,6,52,0
312,313,2023-01-01,1940,Transfer,Amazon,"New York, NY",4,2,Flagged for high-dollar fraud,0,6,52,1
313,314,2023-01-01,2287,Transfer,Target,"Chicago, IL",4,0,Flagged for suspicious behavior,0,6,52,1
314,315,2023-01-01,903,Bill Payment,Apple Inc.,"Chicago, IL",3,3,None,0,6,52,0
315,316,2023-01-01,1180,Bill Payment,Amazon,"New York, NY",7,2,Flagged for high-dollar fraud,0,6,52,1
316,317,2023-01-01,4964,Bill Payment,Amazon,"New York, NY",7,0,None,0,6,52,0
317,318,2023-01-01,4620,Transfer,Amazon,"New York, NY",8,0,Flagged for high-dollar fraud,0,6,52,1
318,319,2023-01-01,1918,Purchase,Apple Inc.,"Los Angeles, CA",9,0,None,0,6,52,0
319,320,2023-01-01,4033,Bill Payment,Amazon,Unknown,8,4,Flagged for high-dollar fraud,0,6,52,1
320,321,2023-01-01,8892,Bill Payment,Unknown,"Chicago, IL",6,0,None,0,6,52,1
321,322,2023-01-01,6456,Transfer,Unknown,"Chicago, IL",0,1,Flagged for suspicious behavior,0,6,52,1
322,323,2023-01-01,76,Transfer,Apple Inc.,"New York, NY",4,1,Flagged for suspicious behavior,0,6,52,1
323,324,2023-01-01,3294,Purchase,Amazon,"Los Angeles, CA",7,4,None,0,6,52,0
324,325,2023-01-01,2154,Transfer,Apple Inc.,Unknown,9,0,Flagged for suspicious behavior,0,6,52,1
325,326,2023-01-01,6922,Transfer,Amazon,"Los Angeles, CA",6,3,Flagged for suspicious behavior,0,6,52,1
326,327,2023-01-01,6694,Purchase,Apple Inc.,"Los Angeles, CA",5,4,Flagged for high-dollar fraud,0,6,52,1
327,328,2023-01-01,7029,Purchase,Target,"New York, NY",3,1,Flagged for high-dollar fraud,0,6,52,1
328,329,2023-01-01,9155,Purchase,Target,Unknown,9,2,Flagged for high-dollar fraud,0,6,52,1
329,330,2023-01-01,8827,Bill Payment,Apple Inc.,"Los Angeles, CA",5,4,Flagged for suspicious behavior,0,6,52,1
330,331,2023-01-01,5776,Purchase,Amazon,Unknown,3,0,None,0,6,52,1
331,332,2023-01-01,5337,Bill Payment,Target,Unknown,1,2,Flagged for suspicious behavior,0,6,52,1
332,333,2023-01-01,1092,Bill Payment,Amazon,"Chicago, IL",7,2,Flagged for high-dollar fraud,0,6,52,1
333,334,2023-01-01,808,Transfer,Apple Inc.,"Los Angeles, CA",5,4,Flagged for suspicious behavior,0,6,52,1
334,335,2023-01-01,3031,Transfer,Unknown,"New York, NY",7,1,None,0,6,52,0
335,336,2023-01-01,9624,Purchase,Apple Inc.,"Chicago, IL",7,3,None,0,6,52,1
336,337,2023-01-01,2130,Transfer,Amazon,"New York, NY",5,1,None,0,6,52,0
337,338,2023-01-01,683,Transfer,Unknown,"Chicago, IL",8,3,Flagged for suspicious behavior,0,6,52,1
338,339,2023-01-01,8601,Transfer,Unknown,"New York, NY",2,1,Flagged for high-dollar fraud,0,6,52,1
339,340,2023-01-01,2456,Transfer,Apple Inc.,"Los Angeles, CA",4,1,Flagged for high-dollar fraud,0,6,52,1
340,341,2023-01-01,3457,Bill Payment,Unknown,"New York, NY",3,0,None,0,6,52,0
341,342,2023-01-01,4341,Bill Payment,Apple Inc.,"Los Angeles, CA",2,3,None,0,6,52,0
342,343,2023-01-01,7834,Transfer,Target,"Chicago, IL",9,2,Flagged for high-dollar fraud,0,6,52,1
343,344,2023-01-01,986,Bill Payment,Apple Inc.,"New York, NY",2,3,Flagged for suspicious behavior,0,6,52,1
344,345,2023-01-01,497,Purchase,Unknown,"Los Angeles, CA",3,3,Flagged for high-dollar fraud,0,6,52,1
345,346,2023-01-01,2011,Transfer,Amazon,Unknown,5,0,None,0,6,52,0
346,347,2023-01-01,6210,Bill Payment,Amazon,"Los Angeles, CA",1,4,None,0,6,52,1
347,348,2023-01-01,2340,Purchase,Unknown,"New York, NY",7,0,Flagged for suspicious behavior,0,6,52,1
348,349,2023-01-01,1565,Purchase,Amazon,Unknown,3,4,Flagged for suspicious behavior,0,6,52,1
349,350,2023-01-01,2530,Transfer,Amazon,"Chicago, IL",4,1,Flagged for high-dollar fraud,0,6,52,1
350,351,2023-01-01,4539,Purchase,Target,"New York, NY",0,2,Flagged for high-dollar fraud,0,6,52,1
351,352,2023-01-01,7714,Transfer,Target,"Los Angeles, CA",7,2,None,0,6,52,1
352,353,2023-01-01,9412,Purchase,Amazon,"Los Angeles, CA",3,2,Flagged for suspicious behavior,0,6,52,1
353,354,2023-01-01,7589,Transfer,Target,"Chicago, IL",1,2,None,0,6,52,1
354,355,2023-01-01,4010,Transfer,Unknown,"New York, NY",9,0,Flagged for suspicious behavior,0,6,52,1
355,356,2023-01-01,6524,Bill Payment,Apple Inc.,"Chicago, IL",2,0,Flagged for high-dollar fraud,0,6,52,1
356,357,2023-01-01,5228,Purchase,Apple Inc.,"Chicago, IL",9,4,Flagged for high-dollar fraud,0,6,52,1
357,358,2023-01-01,5733,Transfer,Apple Inc.,"New York, NY",8,0,Flagged for high-dollar fraud,0,6,52,1
358,359,2023-01-01,8401,Bill Payment,Unknown,"New York, NY",6,1,Flagged for high-dollar fraud,0,6,52,1
359,360,2023-01-01,3519,Bill Payment,Amazon,"New York, NY",9,3,None,0,6,52,0
360,361,2023-01-01,8657,Transfer,Unknown,"New York, NY",4,0,Flagged for high-dollar fraud,0,6,52,1
361,362,2023-01-01,971,Transfer,Target,Unknown,5,2,Flagged for suspicious behavior,0,6,52,1
362,363,2023-01-01,8660,Bill Payment,Apple Inc.,"Chicago, IL",0,1,Flagged for suspicious behavior,0,6,52,1
363,364,2023-01-01,3685,Purchase,Unknown,"Chicago, IL",9,3,None,0,6,52,0
364,365,2023-01-01,8022,Purchase,Target,Unknown,4,1,None,0,6,52,1
365,366,2023-01-01,3909,Purchase,Apple Inc.,"Los Angeles, CA",3,0,Flagged for suspicious behavior,0,6,52,1
366,367,2023-01-01,4591,Transfer,Amazon,Unknown,8,2,Flagged for suspicious behavior,0,6,52,1
367,368,2023-01-01,7519,Purchase,Unknown,"Los Angeles, CA",7,3,Flagged for high-dollar fraud,0,6,52,1
368,369,2023-01-01,2075,Bill Payment,Target,"Los Angeles, CA",9,0,None,0,6,52,0
369,370,2023-01-01,830,Purchase,Amazon,"Los Angeles, CA",6,2,Flagged for suspicious behavior,0,6,52,1
370,371,2023-01-01,5595,Purchase,Unknown,"Los Angeles, CA",8,1,Flagged for high-dollar fraud,0,6,52,1
371,372,2023-01-01,8319,Bill Payment,Unknown,Unknown,2,0,Flagged for high-dollar fraud,0,6,52,1
372,373,2023-01-01,9009,Transfer,Target,"Chicago, IL",8,0,Flagged for suspicious behavior,0,6,52,1
373,374,2023-01-01,2062,Bill Payment,Target,"Chicago, IL",6,1,None,0,6,52,0
374,375,2023-01-01,4231,Bill Payment,Amazon,Unknown,9,0,None,0,6,52,0
375,376,2023-01-01,9746,Bill Payment,Target,"Chicago, IL",8,0,None,0,6,52,1
376,377,2023-01-01,6628,Bill Payment,Apple Inc.,"Chicago, IL",4,3,Flagged for suspicious behavior,0,6,52,1
377,378,2023-01-01,5788,Bill Payment,Target,"New York, NY",1,2,Flagged for high-dollar fraud,0,6,52,1
378,379,2023-01-01,7489,Bill Payment,Apple Inc.,"New York, NY",3,1,None,0,6,52,1
379,380,2023-01-01,6868,Bill Payment,Target,Unknown,7,3,Flagged for suspicious behavior,0,6,52,1
380,381,2023-01-01,1463,Transfer,Amazon,"Los Angeles, CA",0,2,Flagged for suspicious behavior,0,6,52,1
381,382,2023-01-01,1891,Purchase,Target,"Chicago, IL",2,1,Flagged for suspicious behavior,0,6,52,1
382,383,2023-01-01,1534,Purchase,Apple Inc.,"Los Angeles, CA",4,4,Flagged for suspicious behavior,0,6,52,1
383,384,2023-01-01,9201,Transfer,Amazon,Unknown,7,4,None,0,6,52,1
384,385,2023-01-01,5526,Purchase,Target,"Chicago, IL",1,1,Flagged for suspicious behavior,0,6,52,1
385,386,2023-01-01,4822,Bill Payment,Apple Inc.,"Los Angeles, CA",8,0,None,0,6,52,0
386,387,2023-01-01,2399,Purchase,Target,"Los Angeles, CA",1,3,Flagged for high-dollar fraud,0,6,52,1
387,388,2023-01-01,7928,Purchase,Amazon,Unknown,9,4,None,0,6,52,1
388,389,2023-01-01,9792,Purchase,Apple Inc.,Unknown,2,4,None,0,6,52,1
389,390,2023-01-01,6753,Transfer,Apple Inc.,"Chicago, IL",4,2,Flagged for suspicious behavior,0,6,52,1
390,391,2023-01-01,7177,Purchase,Apple Inc.,"Chicago, IL",8,0,Flagged for high-dollar fraud,0,6,52,1
391,392,2023-01-01,7453,Purchase,Amazon,Unknown,3,2,None,0,6,52,1
392,393,2023-01-01,649,Purchase,Amazon,"New York, NY",3,2,Flagged for high-dollar fraud,0,6,52,1
393,394,2023-01-01,3570,Bill Payment,Amazon,"New York, NY",6,3,Flagged for high-dollar fraud,0,6,52,1
394,395,2023-01-01,4337,Transfer,Target,"Los Angeles, CA",2,2,Flagged for high-dollar fraud,0,6,52,1
395,396,2023-01-01,9622,Purchase,Apple Inc.,"Los Angeles, CA",0,1,Flagged for suspicious behavior,0,6,52,1
396,397,2023-01-01,6238,Purchase,Unknown,Unknown,7,2,None,0,6,52,1
397,398,2023-01-01,5464,Transfer,Target,"Los Angeles, CA",1,2,Flagged for high-dollar fraud,0,6,52,1
398,399,2023-01-01,5918,Purchase,Unknown,"Los Angeles, CA",9,0,Flagged for high-dollar fraud,0,6,52,1
399,400,2023-01-01,5145,Transfer,Unknown,"Chicago, IL",4,2,Flagged for suspicious behavior,0,6,52,1
400,401,2023-01-01,4037,Transfer,Target,Unknown,1,2,Flagged for suspicious behavior,0,6,52,1
401,402,2023-01-01,9109,Bill Payment,Apple Inc.,Unknown,9,3,Flagged for suspicious behavior,0,6,52,1
402,403,2023-01-01,9618,Purchase,Target,Unknown,2,1,Flagged for suspicious behavior,0,6,52,1
403,404,2023-01-01,4115,Purchase,Amazon,Unknown,3,4,Flagged for suspicious behavior,0,6,52,1
404,405,2023-01-01,8157,Purchase,Apple Inc.,"New York, NY",8,2,Flagged for suspicious behavior,0,6,52,1
405,406,2023-01-01,37,Purchase,Target,"Los Angeles, CA",1,4,None,0,6,52,0
406,407,2023-01-01,1062,Purchase,Unknown,"Los Angeles, CA",9,3,Flagged for suspicious behavior,0,6,52,1
407,408,2023-01-01,5140,Transfer,Amazon,Unknown,3,2,Flagged for suspicious behavior,0,6,52,1
408,409,2023-01-01,8492,Transfer,Unknown,"Los Angeles, CA",3,3,Flagged for suspicious behavior,0,6,52,1
409,410,2023-01-01,3528,Purchase,Unknown,"New York, NY",7,4,Flagged for high-dollar fraud,0,6,52,1
410,411,2023-01-01,1312,Bill Payment,Target,Unknown,9,3,Flagged for high-dollar fraud,0,6,52,1
411,412,2023-01-01,284,Bill Payment,Target,"New York, NY",5,1,Flagged for high-dollar fraud,0,6,52,1
412,413,2023-01-01,7336,Bill Payment,Unknown,Unknown,7,3,Flagged for suspicious behavior,0,6,52,1
413,414,2023-01-01,8474,Transfer,Amazon,"New York, NY",3,0,Flagged for suspicious behavior,0,6,52,1
414,415,2023-01-01,3645,Purchase,Unknown,"New York, NY",4,3,None,0,6,52,0
415,416,2023-01-01,8648,Transfer,Amazon,"Los Angeles, CA",1,0,Flagged for suspicious behavior,0,6,52,1
416,417,2023-01-01,5075,Purchase,Target,Unknown,1,4,None,0,6,52,1
417,418,2023-01-01,1102,Transfer,Apple Inc.,"Los Angeles, CA",0,0,Flagged for suspicious behavior,0,6,52,1
418,419,2023-01-01,5916,Transfer,Unknown,"Los Angeles, CA",3,2,Flagged for high-dollar fraud,0,6,52,1
419,420,2023-01-01,5222,Bill Payment,Amazon,"Los Angeles, CA",6,1,Flagged for high-dollar fraud,0,6,52,1
420,421,2023-01-01,6848,Bill Payment,Amazon,Unknown,2,3,Flagged for suspicious behavior,0,6,52,1
421,422,2023-01-01,3421,Transfer,Target,"New York, NY",2,4,Flagged for suspicious behavior,0,6,52,1
422,423,2023-01-01,1751,Bill Payment,Target,"Los Angeles, CA",7,1,Flagged for suspicious behavior,0,6,52,1
423,424,2023-01-01,5717,Purchase,Amazon,"Chicago, IL",8,2,Flagged for high-dollar fraud,0,6,52,1
424,425,2023-01-01,2009,Purchase,Amazon,"Chicago, IL",1,0,Flagged for suspicious behavior,0,6,52,1
425,426,2023-01-01,6914,Bill Payment,Apple Inc.,"Chicago, IL",5,4,Flagged for suspicious behavior,0,6,52,1
426,427,2023-01-01,21,Transfer,Amazon,"Chicago, IL",4,3,Flagged for high-dollar fraud,0,6,52,1
427,428,2023-01-01,6892,Purchase,Unknown,Unknown,3,4,None,0,6,52,1
428,429,2023-01-01,8232,Bill Payment,Target,"Los Angeles, CA",1,2,Flagged for high-dollar fraud,0,6,52,1
429,430,2023-01-01,1983,Purchase,Apple Inc.,"New York, NY",5,4,Flagged for suspicious behavior,0,6,52,1
430,431,2023-01-01,9525,Bill Payment,Target,"Los Angeles, CA",5,1,None,0,6,52,1
431,432,2023-01-01,6522,Bill Payment,Unknown,Unknown,9,1,Flagged for high-dollar fraud,0,6,52,1
432,433,2023-01-01,156,Transfer,Unknown,"Los Angeles, CA",3,4,None,0,6,52,0
433,434,2023-01-01,3147,Purchase,Target,"New York, NY",3,0,None,0,6,52,0
434,435,2023-01-01,8149,Bill Payment,Apple Inc.,"New York, NY",4,3,Flagged for suspicious behavior,0,6,52,1
435,436,2023-01-01,2000,Transfer,Target,"New York, NY",6,4,Flagged for suspicious behavior,0,6,52,1
436,437,2023-01-01,7873,Transfer,Unknown,"Los Angeles, CA",7,2,Flagged for suspicious behavior,0,6,52,1
437,438,2023-01-01,2452,Purchase,Target,"New York, NY",0,3,None,0,6,52,0
438,439,2023-01-01,2503,Purchase,Amazon,"Chicago, IL",9,4,Flagged for suspicious behavior,0,6,52,1
439,440,2023-01-01,5847,Transfer,Amazon,"New York, NY",4,2,None,0,6,52,1
440,441,2023-01-01,1322,Transfer,Unknown,"Los Angeles, CA",4,1,Flagged for suspicious behavior,0,6,52,1
441,442,2023-01-01,6248,Transfer,Amazon,"New York, NY",1,1,Flagged for suspicious behavior,0,6,52,1
442,443,2023-01-01,6406,Transfer,Unknown,"Chicago, IL",6,4,Flagged for high-dollar fraud,0,6,52,1
443,444,2023-01-01,2699,Transfer,Apple Inc.,Unknown,3,0,Flagged for high-dollar fraud,0,6,52,1
444,445,2023-01-01,574,Bill Payment,Unknown,"New York, NY",4,0,None,0,6,52,0
445,446,2023-01-01,6801,Bill Payment,Apple Inc.,"Los Angeles, CA",4,1,None,0,6,52,1
446,447,2023-01-01,9211,Transfer,Amazon,Unknown,9,0,Flagged for high-dollar fraud,0,6,52,1
447,448,2023-01-01,2340,Bill Payment,Unknown,"New York, NY",3,2,Flagged for suspicious behavior,0,6,52,1
448,449,2023-01-01,1615,Purchase,Target,"New York, NY",5,2,None,0,6,52,0
449,450,2023-01-01,5401,Purchase,Target,"Los Angeles, CA",8,4,None,0,6,52,1
450,451,2023-01-01,7982,Bill Payment,Apple Inc.,"New York, NY",3,2,Flagged for high-dollar fraud,0,6,52,1
451,452,2023-01-01,893,Transfer,Apple Inc.,"Los Angeles, CA",0,1,None,0,6,52,0
452,453,2023-01-01,1129,Purchase,Unknown,"Chicago, IL",1,0,Flagged for high-dollar fraud,0,6,52,1
453,454,2023-01-01,1753,Purchase,Unknown,"Los Angeles, CA",6,3,None,0,6,52,0
454,455,2023-01-01,5162,Bill Payment,Unknown,"Chicago, IL",7,0,Flagged for high-dollar fraud,0,6,52,1
455,456,2023-01-01,6108,Transfer,Target,Unknown,4,0,Flagged for high-dollar fraud,0,6,52,1
456,457,2023-01-01,1971,Bill Payment,Amazon,"New York, NY",3,4,Flagged for high-dollar fraud,0,6,52,1
457,458,2023-01-01,2219,Transfer,Apple Inc.,"Chicago, IL",6,4,Flagged for suspicious behavior,0,6,52,1
458,459,2023-01-01,6185,Purchase,Target,"Chicago, IL",2,0,None,0,6,52,1
459,460,2023-01-01,8214,Purchase,Amazon,"Los Angeles, CA",9,4,None,0,6,52,1
460,461,2023-01-01,8224,Transfer,Apple Inc.,"New York, NY",0,1,Flagged for suspicious behavior,0,6,52,1
461,462,2023-01-01,5561,Purchase,Target,"Chicago, IL",6,4,None,0,6,52,1
462,463,2023-01-01,9255,Bill Payment,Unknown,"New York, NY",2,0,Flagged for suspicious behavior,0,6,52,1
463,464,2023-01-01,820,Transfer,Target,"Chicago, IL",6,4,Flagged for high-dollar fraud,0,6,52,1
464,465,2023-01-01,6753,Bill Payment,Apple Inc.,"New York, NY",2,2,Flagged for suspicious behavior,0,6,52,1
465,466,2023-01-01,5587,Bill Payment,Target,"Los Angeles, CA",0,3,None,0,6,52,1
466,467,2023-01-01,8994,Purchase,Target,"New York, NY",0,3,Flagged for suspicious behavior,0,6,52,1
467,468,2023-01-01,1201,Purchase,Target,"Chicago, IL",3,1,None,0,6,52,0
468,469,2023-01-01,8813,Bill Payment,Unknown,Unknown,3,2,Flagged for high-dollar fraud,0,6,52,1
469,470,2023-01-01,3943,Bill Payment,Amazon,Unknown,8,0,Flagged for high-dollar fraud,0,6,52,1
470,471,2023-01-01,6379,Bill Payment,Amazon,"Chicago, IL",7,2,Flagged for suspicious behavior,0,6,52,1
471,472,2023-01-01,259,Bill Payment,Target,Unknown,5,4,Flagged for high-dollar fraud,0,6,52,1
472,473,2023-01-01,7515,Bill Payment,Target,"New York, NY",0,3,Flagged for suspicious behavior,0,6,52,1
473,474,2023-01-01,5889,Transfer,Amazon,"New York, NY",3,1,Flagged for suspicious behavior,0,6,52,1
474,475,2023-01-01,2890,Purchase,Amazon,"Los Angeles, CA",8,0,Flagged for suspicious behavior,0,6,52,1
475,476,2023-01-01,3631,Bill Payment,Unknown,"Chicago, IL",8,0,Flagged for high-dollar fraud,0,6,52,1
476,477,2023-01-01,1321,Bill Payment,Unknown,"Chicago, IL",3,1,Flagged for suspicious behavior,0,6,52,1
477,478,2023-01-01,6841,Bill Payment,Target,"Chicago, IL",6,4,None,0,6,52,1
478,479,2023-01-01,4649,Transfer,Unknown,"Los Angeles, CA",7,2,Flagged for high-dollar fraud,0,6,52,1
479,480,2023-01-01,1698,Transfer,Unknown,"Los Angeles, CA",4,2,Flagged for high-dollar fraud,0,6,52,1
480,481,2023-01-01,2788,Purchase,Apple Inc.,"Chicago, IL",3,1,None,0,6,52,0
481,482,2023-01-01,9144,Purchase,Apple Inc.,Unknown,7,2,Flagged for suspicious behavior,0,6,52,1
482,483,2023-01-01,6904,Purchase,Unknown,Unknown,2,1,None,0,6,52,1
483,484,2023-01-01,7010,Bill Payment,Apple Inc.,"New York, NY",8,2,Flagged for suspicious behavior,0,6,52,1
484,485,2023-01-01,7251,Bill Payment,Amazon,"New York, NY",4,3,None,0,6,52,1
485,486,2023-01-01,3312,Bill Payment,Amazon,"Chicago, IL",4,4,Flagged for high-dollar fraud,0,6,52,1
486,487,2023-01-01,7137,Purchase,Apple Inc.,Unknown,3,2,None,0,6,52,1
487,488,2023-01-01,5311,Transfer,Apple Inc.,"Los Angeles, CA",0,3,Flagged for suspicious behavior,0,6,52,1
488,489,2023-01-01,3330,Transfer,Target,"Los Angeles, CA",1,4,Flagged for suspicious behavior,0,6,52,1
489,490,2023-01-01,3551,Transfer,Apple Inc.,"Chicago, IL",8,1,None,0,6,52,0
490,491,2023-01-01,875,Purchase,Apple Inc.,"Chicago, IL",5,2,Flagged for suspicious behavior,0,6,52,1
491,492,2023-01-01,9231,Bill Payment,Amazon,"Los Angeles, CA",3,3,Flagged for suspicious behavior,0,6,52,1
492,493,2023-01-01,9083,Purchase,Apple Inc.,"Los Angeles, CA",4,1,Flagged for high-dollar fraud,0,6,52,1
493,494,2023-01-01,9478,Bill Payment,Target,Unknown,6,3,Flagged for suspicious behavior,0,6,52,1
494,495,2023-01-01,3340,Transfer,Apple Inc.,Unknown,1,1,Flagged for high-dollar fraud,0,6,52,1
495,496,2023-01-01,7485,Bill Payment,Target,"New York, NY",2,4,Flagged for suspicious behavior,0,6,52,1
496,497,2023-01-01,46,Purchase,Target,"Los Angeles, CA",7,1,None,0,6,52,0
497,498,2023-01-01,5556,Bill Payment,Apple Inc.,"Chicago, IL",7,2,Flagged for suspicious behavior,0,6,52,1
498,499,2023-01-01,7915,Transfer,Target,"Chicago, IL",7,3,None,0,6,52,1
499,500,2023-01-01,9428,Purchase,Target,"Chicago, IL",9,2,Flagged for high-dollar fraud,0,6,52,1
500,501,2023-01-01,566,Purchase,Apple Inc.,"Chicago, IL",7,2,None,0,6,52,0
501,502,2023-01-01,2484,Transfer,Amazon,"Chicago, IL",2,2,None,0,6,52,0
502,503,2023-01-01,996,Transfer,Amazon,Unknown,7,0,None,0,6,52,0
503,504,2023-01-01,683,Transfer,Target,Unknown,9,2,None,0,6,52,0
504,505,2023-01-01,7344,Purchase,Amazon,"New York, NY",5,2,None,0,6,52,1
505,506,2023-01-01,3927,Purchase,Target,"Chicago, IL",3,4,Flagged for high-dollar fraud,0,6,52,1
506,507,2023-01-01,7982,Bill Payment,Target,"Los Angeles, CA",2,2,None,0,6,52,1
507,508,2023-01-01,4363,Bill Payment,Amazon,"Los Angeles, CA",4,0,Flagged for suspicious behavior,0,6,52,1
508,509,2023-01-01,6130,Bill Payment,Apple Inc.,Unknown,3,2,None,0,6,52,1
