,weight,formula,carbon_atoms,hydrogen_atoms,oxygen_atoms,nitrogen_atoms,sulfur_atoms,halogen_atoms,label
460,247.01049871084194,C5H8N4O4S2,20,53,37,25,10,3,1
461,459.6841208464254,BrH,18,56,39,28,16,4,1
462,498.41795170616933,C5H8N4O4S2,16,57,48,32,14,7,1
463,433.34750603886386,ClH,26,52,40,27,14,4,1
464,584.8690193898167,ClH,26,59,36,35,10,2,0
465,349.9482318094816,BrH,11,59,40,32,18,6,1
466,314.2848345127443,BrH,15,57,46,32,10,6,1
467,547.4396512757842,C5H8N4O4S2,23,43,30,36,14,7,1
468,289.43833540778104,C3H8N2O4,15,40,37,39,19,6,1
469,585.2890157762445,C5H8N4O4S2,11,57,35,24,18,5,1
470,204.86178987592655,C3H8N2O4,10,40,47,36,13,1,0
471,587.9515306830556,ClH,19,52,35,28,17,5,1
472,217.26396478023045,C2H4O2,14,59,34,21,15,3,1
473,556.4572454792285,BrH,11,59,42,37,12,5,1
474,411.08044363451995,C3H8N2O4,25,49,48,28,13,3,1
475,597.1859184477202,C5H8N4O4S2,11,50,37,25,11,3,1
476,229.51862589415956,ClH,19,48,38,30,10,1,0
477,421.5417137605283,C3H8N2O4,11,48,46,25,17,2,1
478,587.7210142476396,C5H8N4O4S2,25,44,32,25,10,7,1
479,409.2391376680595,BrH,25,40,48,32,10,1,0
480,451.759455254105,BrH,28,56,40,30,13,7,1
481,478.29947559384686,F,16,41,46,33,19,6,1
482,381.8164259071093,C2H4O2,21,52,48,21,19,6,1
483,451.0232320336254,F,24,48,31,27,15,5,1
484,433.72572476924006,ClH,17,43,37,22,18,3,1
485,560.4632041963955,C3H8N2O4,15,44,48,22,10,4,1
486,218.17855213658316,ClH,19,50,36,20,16,4,1
487,312.3852758368921,C5H8N4O4S2,12,58,46,38,19,7,1
488,580.1645936306235,BrH,28,42,35,37,14,3,1
489,556.1055135563665,F,26,51,48,36,17,7,1
490,382.26270111428516,F,16,58,35,39,16,1,0
491,448.0530391206147,F,29,58,31,32,13,2,0
492,310.95247319245306,ClH,13,52,35,22,13,1,0
493,275.24846388950454,BrH,23,46,34,20,15,3,1
494,385.4793619759929,C3H8N2O4,29,54,48,23,15,3,1
495,341.3408912104211,C5H8N4O4S2,24,46,49,32,18,2,0
496,433.4624447403488,C3H8N2O4,17,47,33,36,14,7,1
497,231.09385478599393,ClH,24,44,46,30,17,5,1
498,589.7579230664667,C5H8N4O4S2,29,53,40,21,14,5,1
499,594.4842977918411,F,23,43,33,35,11,2,0
500,479.26468560789806,C2H4O2,18,49,42,21,15,5,1
501,414.43854653764816,ClH,17,59,49,38,18,4,1
502,323.8110465145311,ClH,26,54,46,38,12,5,1
503,525.5180078827794,BrH,11,57,38,35,10,5,1
504,473.89246902155173,C3H8N2O4,12,59,33,38,10,5,1
505,265.0467757379565,ClH,17,52,43,28,12,4,1
506,564.370873797537,ClH,21,47,48,20,19,7,1
507,529.0148971692677,F,10,48,32,29,14,5,1
508,579.9199653167695,F,19,55,43,38,12,6,1
509,490.287803355344,C5H8N4O4S2,29,58,37,20,18,4,1
510,445.366078374316,C2H4O2,12,55,30,21,17,2,0
511,367.29721451624755,BrH,15,46,39,35,12,1,0
512,573.0913933416052,C2H4O2,16,53,47,31,18,2,0
513,546.4255558001634,C5H8N4O4S2,29,53,45,27,15,1,0
514,218.08746804247576,F,27,43,37,37,16,2,0
515,210.5467897989008,C3H8N2O4,20,54,30,21,13,6,1
516,350.58534675121984,F,28,42,41,32,13,1,0
517,524.2213323127332,BrH,14,44,37,25,11,1,0
518,594.9104517259777,F,28,40,45,25,14,3,1
519,260.1667564414113,BrH,20,42,47,28,17,1,1
520,437.652286140854,BrH,21,54,33,35,16,1,0
521,352.3563426524086,BrH,19,47,35,30,16,3,1
522,587.9657591258413,C5H8N4O4S2,17,43,41,26,15,5,1
523,536.8475692542835,BrH,18,41,38,29,12,5,1
524,535.3314818844551,BrH,13,49,44,29,14,3,1
525,387.4772639179881,C3H8N2O4,14,43,45,39,10,4,1
526,365.9278009350661,C2H4O2,17,42,41,37,16,1,0
527,309.3628287722825,ClH,18,41,43,39,18,1,0
528,222.55019866037085,C2H4O2,24,56,42,28,10,3,1
529,545.8889505020213,BrH,24,59,31,34,11,3,1
530,525.160403652031,C3H8N2O4,25,52,32,23,12,4,1
531,599.8870693144522,F,23,44,39,27,12,6,1
532,598.6547348295621,C3H8N2O4,17,48,38,28,17,5,1
533,422.172682241051,BrH,27,45,49,32,16,2,0
534,507.5949660722042,C3H8N2O4,19,44,37,28,15,6,1
535,577.9062919529713,C3H8N2O4,29,49,39,23,19,7,1
536,539.8589562709647,BrH,15,47,48,36,19,5,1
537,298.93924069727905,C5H8N4O4S2,21,46,32,35,13,1,0
538,380.2176541240374,C3H8N2O4,11,46,34,34,18,7,1
539,251.663766060598,ClH,16,45,32,22,10,6,1
540,581.620410903489,ClH,25,59,45,39,11,3,1
541,442.469853780352,C3H8N2O4,12,42,46,24,13,4,1
542,291.4571222013851,C5H8N4O4S2,22,58,44,24,12,5,1
543,468.68027376234267,F,12,54,32,39,10,4,1
544,447.25129618315833,BrH,27,43,41,34,14,7,1
545,343.2650872131362,ClH,20,51,38,37,16,5,1
546,245.42303687985162,F,17,45,41,34,11,6,1
547,468.6292782371198,C3H8N2O4,15,58,44,21,14,1,1
548,408.1230803615173,F,10,43,31,32,15,2,0
549,508.9273566942557,C2H4O2,10,54,47,23,16,4,1
550,408.0654004447973,ClH,17,48,49,29,10,4,1
551,540.872600127416,C3H8N2O4,14,44,41,32,16,2,0
552,420.7627355097942,BrH,25,52,33,29,13,4,1
553,424.37518861415447,C5H8N4O4S2,20,57,45,28,17,4,1
554,550.6614410633381,C3H8N2O4,14,44,45,27,13,5,1
555,361.39314648495883,BrH,13,55,30,22,15,5,1
556,253.6060913802563,C5H8N4O4S2,15,58,31,35,18,2,0
557,211.5130705253356,C5H8N4O4S2,23,53,32,33,14,7,1
558,502.0549022694476,C3H8N2O4,28,55,49,28,13,1,0
559,448.12382054138584,F,18,54,46,30,17,6,1
560,481.63190723968944,F,21,43,49,22,18,6,1
561,285.1856646035643,C5H8N4O4S2,20,46,30,24,13,7,1
562,254.5485902347079,F,23,55,49,29,12,4,1
563,205.81786626715277,C2H4O2,25,47,35,32,17,1,0
564,340.2350235226388,C5H8N4O4S2,10,56,44,23,14,2,1
565,435.96707474185325,C5H8N4O4S2,22,55,43,32,11,7,1
566,356.8976180398929,BrH,22,49,49,31,19,2,1
567,374.98996880949164,F,11,49,44,24,18,5,1
568,561.6634777974994,C5H8N4O4S2,13,41,43,29,12,4,1
569,339.3021868093201,C2H4O2,15,48,34,28,11,3,1
570,405.5957956639243,BrH,14,56,35,39,10,2,0
571,513.4612050964572,C3H8N2O4,12,50,46,26,17,7,1
572,358.61711292850805,C5H8N4O4S2,10,49,40,21,12,4,1
573,448.8346800911494,C2H4O2,13,56,45,26,16,1,1
574,544.9454834986981,ClH,29,43,41,27,10,7,1
575,579.8082494630569,C2H4O2,11,55,44,26,10,5,1
576,258.8293923716152,C2H4O2,14,59,33,33,18,6,1
577,570.6350500645977,BrH,12,54,47,38,17,1,0
578,396.84651723181526,C3H8N2O4,18,44,32,24,12,2,0
579,303.29775531958336,ClH,29,45,37,37,15,2,0
580,383.65430249530453,F,15,56,32,39,12,1,0
581,592.0130301141908,F,27,40,37,31,13,2,0
582,397.04723759714784,C2H4O2,15,58,47,36,10,7,1
583,331.5006441150033,BrH,28,43,39,32,14,4,1
584,453.3603417266903,BrH,21,56,49,21,10,2,0
585,296.0582475112772,F,20,48,46,32,10,5,1
586,230.34533124346558,ClH,11,41,37,26,19,4,1
587,251.55188876425967,C3H8N2O4,24,47,40,29,16,7,1
588,251.21833558310897,ClH,21,54,34,25,15,3,1
589,260.7610774049177,C5H8N4O4S2,21,46,42,22,11,2,0
590,255.53086905976406,C5H8N4O4S2,18,45,34,22,11,2,0
591,456.34989792128584,C3H8N2O4,11,40,42,37,16,5,1
592,272.75203375965793,F,12,54,35,30,10,7,1
593,338.2669133295453,C3H8N2O4,21,46,34,39,11,5,1
594,558.7153639624048,BrH,25,56,38,24,17,6,1
595,389.58465610514895,C5H8N4O4S2,10,41,45,38,15,7,1
596,467.0230954084109,C2H4O2,12,48,31,38,11,1,0
597,268.92794848065193,C2H4O2,29,48,30,34,16,1,0
598,276.91560752346834,F,11,52,37,35,13,1,0
599,216.34744650659155,BrH,18,45,48,28,11,5,1
600,267.5740252288658,ClH,28,45,40,23,15,1,1
601,311.43613561278346,BrH,24,59,41,34,18,7,1
602,270.8041937106987,C2H4O2,27,59,41,31,18,1,0
603,235.48101350282224,C2H4O2,20,42,36,22,17,3,1
604,248.25434844024034,C5H8N4O4S2,25,56,42,33,12,1,0
605,384.3115072130903,BrH,26,56,37,36,12,2,0
606,282.53348736231703,BrH,14,51,38,38,11,6,1
607,345.7079444192302,C2H4O2,21,55,36,25,14,5,1
608,401.36690834194275,ClH,20,54,44,23,13,4,1
609,476.1579314517461,F,24,52,31,26,16,6,1
610,215.72485593643958,F,12,40,49,38,13,3,1
611,519.7641595636171,BrH,10,56,41,36,18,5,1
612,451.16015579636314,F,29,42,30,35,11,7,1
613,232.70361277954876,C2H4O2,25,54,37,34,15,5,1
614,549.431449642711,C2H4O2,11,43,34,27,16,2,0
615,568.3489602127253,BrH,11,43,44,38,13,7,1
616,224.4311839419455,BrH,12,57,30,27,15,6,1
617,310.75105925888147,C5H8N4O4S2,17,56,30,37,16,6,1
618,522.4805119172245,BrH,24,58,39,35,13,1,0
619,499.30387615346336,ClH,16,50,39,39,17,7,1
620,273.8084077425509,F,15,59,44,38,18,2,0
621,283.7397293346841,BrH,18,42,46,29,10,1,0
622,348.1888411165528,C3H8N2O4,29,47,35,36,16,1,0
623,393.8091940764085,C5H8N4O4S2,10,53,32,32,18,5,1
624,447.3019086121184,C3H8N2O4,17,40,42,32,19,6,1
625,347.565455827909,C2H4O2,12,53,45,26,14,1,0
626,385.01388645325915,F,13,41,37,29,11,3,1
627,498.9883752535026,BrH,24,43,44,21,19,3,1
628,214.67328115623917,C3H8N2O4,15,58,46,23,15,6,1
629,300.9747777376083,F,24,45,46,25,16,3,1
630,485.33983435382095,C2H4O2,12,40,42,37,11,5,1
631,558.0827350748798,ClH,23,56,46,25,11,2,0
632,404.67097684626646,C5H8N4O4S2,29,47,35,36,19,4,1
633,412.84539410612626,F,23,58,46,33,19,1,0
634,242.8688045359104,F,13,40,45,30,10,4,1
635,378.96494672938184,ClH,21,44,43,38,13,2,0
636,413.0469065820092,F,26,55,42,21,16,2,1
637,296.98820145389186,C2H4O2,16,45,35,22,18,5,1
638,307.6972923797524,C2H4O2,18,47,32,30,12,3,1
639,350.91366524184906,ClH,12,52,43,25,16,3,1
640,208.02847911109055,C5H8N4O4S2,22,55,43,33,16,2,0
641,328.83166623327133,BrH,24,42,44,38,16,5,1
642,284.57920279861787,C3H8N2O4,27,58,37,35,11,5,1
643,330.99894087116587,BrH,28,51,44,26,15,6,1
644,247.90485272770047,F,10,55,42,27,11,7,1
645,556.210912295958,C3H8N2O4,15,50,46,38,15,1,0
646,437.43698142161946,ClH,11,49,32,39,19,7,1
647,471.6409276577958,ClH,23,59,35,35,12,3,1
648,515.6684954429353,C5H8N4O4S2,15,43,34,26,11,2,0
649,399.3768795716229,C3H8N2O4,23,51,46,28,15,6,1
650,234.76811523496949,C2H4O2,13,41,31,32,11,4,1
651,414.8426167274191,C3H8N2O4,17,58,44,20,14,3,1
652,434.73644720835165,F,12,44,34,27,11,1,0
653,498.17578967373197,C2H4O2,28,47,49,23,12,5,1
654,372.6638184918718,ClH,23,46,35,22,12,2,0
655,251.03212111822552,C3H8N2O4,29,53,35,22,15,3,1
656,313.5103623194898,BrH,26,42,47,32,15,4,1
657,345.23291855945405,C5H8N4O4S2,17,57,47,27,19,1,1
658,458.3668965326405,BrH,23,55,33,26,12,1,0
659,428.31132186756474,C5H8N4O4S2,15,58,46,20,12,6,1
660,342.4386903591385,F,25,58,43,35,10,3,1
661,594.6060995171919,BrH,28,57,43,25,16,4,1
662,442.3099277427549,C3H8N2O4,23,59,42,26,17,1,1
663,294.8907166943978,C3H8N2O4,28,55,36,31,11,2,0
664,240.7129890481615,BrH,12,47,41,28,13,1,0
665,261.14365567373284,C3H8N2O4,19,40,44,30,19,4,1
666,298.38309135380325,F,28,56,48,29,16,5,1
667,264.2725493038223,C2H4O2,18,51,40,20,17,5,1
668,274.6268096205223,F,29,50,44,37,10,6,1
669,314.03806747753885,C5H8N4O4S2,22,44,41,23,13,3,1
670,269.3494381179019,F,16,51,32,24,15,4,1
671,558.7061698505701,C5H8N4O4S2,23,56,46,28,12,6,1
672,232.0934982646569,C3H8N2O4,18,45,32,36,14,7,1
673,409.80455582810185,C2H4O2,28,40,48,22,19,1,0
674,364.1587307958646,C3H8N2O4,24,44,49,35,18,7,1
675,592.9514467634426,ClH,29,53,33,24,12,1,0
676,244.81556086722094,C3H8N2O4,23,44,32,35,14,5,1
677,359.1422396182967,C5H8N4O4S2,15,40,45,22,17,6,1
678,587.7881733101476,C3H8N2O4,13,57,41,39,15,5,1
679,546.2028503575921,C3H8N2O4,17,55,37,34,13,2,0
680,526.8288283797119,C2H4O2,26,48,46,22,17,7,1
681,303.16113081797596,C3H8N2O4,18,58,36,39,12,7,1
682,268.3550349560263,C2H4O2,10,44,40,33,12,5,1
683,467.4572879697724,BrH,29,41,47,35,13,2,0
684,571.7503956510343,ClH,23,54,30,36,18,1,0
685,422.70515720557194,C2H4O2,20,46,32,39,14,6,1
686,428.64507578795997,C5H8N4O4S2,12,43,33,37,17,2,0
687,311.99163746411364,BrH,18,40,42,37,15,6,1
688,507.79717327677474,C2H4O2,23,52,35,33,12,7,1
689,274.81749942300934,C2H4O2,18,59,43,37,17,6,1
690,329.47169456169746,ClH,13,46,34,34,18,7,1
691,370.1745754465667,C5H8N4O4S2,13,54,45,34,17,2,0
692,403.044151473782,F,17,53,44,25,13,7,1
693,296.96389296603206,F,11,58,44,34,15,3,1
694,245.93472989568141,C2H4O2,18,59,33,37,10,7,1
695,444.24801697665305,C3H8N2O4,23,57,37,23,13,5,1
696,315.4522212961023,C5H8N4O4S2,18,49,45,27,17,2,1
697,432.4952885690449,BrH,25,48,45,34,10,1,0
698,261.7450861096809,C3H8N2O4,26,47,33,22,12,6,1
699,392.456040741927,C3H8N2O4,25,49,42,34,10,4,1
700,413.03577302063434,C5H8N4O4S2,21,56,42,32,18,2,0
701,220.72941472897077,C2H4O2,12,41,31,28,11,5,1
702,334.6417112775682,C2H4O2,20,45,32,21,18,7,1
703,253.7658707755897,C2H4O2,23,44,37,27,13,6,1
704,225.3499881891071,C2H4O2,27,48,44,39,11,3,1
705,595.9840929559781,F,14,44,40,36,13,1,0
706,328.9415379898892,C2H4O2,25,57,38,32,19,3,1
707,523.949778341854,F,29,59,36,20,15,4,1
708,301.85626190550556,F,14,48,42,21,16,2,1
709,472.6010888895717,C2H4O2,12,56,31,34,12,6,1
710,504.0911439558746,ClH,21,56,37,31,12,2,0
711,438.2554962431377,BrH,10,51,36,33,19,5,1
712,388.63047542006336,C3H8N2O4,18,46,41,21,17,2,0
713,364.7363656589074,F,18,42,48,37,14,1,0
714,339.54730661719816,C5H8N4O4S2,13,49,36,26,13,4,1
715,571.8116576991304,C5H8N4O4S2,12,41,39,25,16,3,1
716,532.2477631150916,BrH,26,42,45,33,16,4,1
717,586.0107642666051,C5H8N4O4S2,11,55,32,27,18,6,1
718,249.71888939421788,ClH,10,41,39,21,18,2,0
719,492.3469900814577,C5H8N4O4S2,17,49,35,36,14,6,1
720,575.3361827284151,C3H8N2O4,22,45,47,24,17,3,1
721,272.49322646626405,C3H8N2O4,24,50,47,33,19,6,1
722,226.59850694671098,F,17,46,34,39,10,5,1
723,496.44825971602364,C2H4O2,21,54,36,22,18,4,1
724,429.7892452719648,ClH,21,45,31,24,17,3,1
725,536.7315107033088,F,23,59,40,35,15,3,1
726,255.9089506505158,ClH,24,48,42,37,12,7,1
727,518.1069247439561,C2H4O2,24,59,34,36,12,3,1
728,280.6509280190978,C5H8N4O4S2,18,51,35,30,17,7,1
729,265.4623771462818,C5H8N4O4S2,28,58,43,36,14,1,0
730,265.7063191723972,C2H4O2,29,59,41,35,19,7,1
731,525.8298880925529,F,17,42,33,21,16,4,1
732,466.07888827848006,C2H4O2,28,54,35,23,14,6,1
733,409.2261699076477,BrH,15,41,39,26,17,7,1
734,343.532193649401,C3H8N2O4,29,41,47,21,19,3,1
735,550.8802163252433,F,28,42,44,25,19,4,1
736,356.9780429690542,ClH,13,45,37,36,13,7,1
737,526.6397757886309,BrH,16,54,38,26,11,7,1
738,375.65396342808737,F,13,49,34,24,12,3,1
739,350.777771769963,C2H4O2,21,48,39,24,17,5,1
740,385.07191426784254,C2H4O2,22,40,49,39,16,5,1
741,320.55114966565685,C2H4O2,12,55,35,35,11,7,1
742,499.04375207050043,C2H4O2,21,45,45,38,15,5,1
743,401.0881560369917,ClH,11,48,32,28,18,2,1
744,292.8850780587269,BrH,11,43,39,24,13,3,1
745,559.8298293098273,C5H8N4O4S2,18,41,40,27,18,2,1
746,353.55648854928455,C3H8N2O4,10,43,40,28,11,4,1
747,417.4211444455955,ClH,17,40,46,24,11,2,0
748,562.5888443858188,ClH,15,58,33,29,18,4,1
749,449.69519836559687,C5H8N4O4S2,15,49,33,21,16,7,1
750,246.75921628334564,C5H8N4O4S2,27,54,46,28,16,4,1
751,575.93284944539,C3H8N2O4,26,58,38,30,10,4,1
752,451.08322122856714,C3H8N2O4,21,55,48,23,15,6,1
753,333.96224586283444,C5H8N4O4S2,15,43,34,21,16,2,1
754,255.7088290653549,C2H4O2,17,41,35,25,15,6,1
755,517.6100757081184,ClH,28,52,32,33,15,7,1
756,448.02910237140543,F,19,40,30,20,11,3,1
757,413.38443679052864,C3H8N2O4,10,56,49,37,15,2,0
758,557.5570332203831,C3H8N2O4,22,52,45,26,13,3,1
759,515.4388844898124,C5H8N4O4S2,26,43,40,20,18,3,1
760,260.66995189310046,BrH,12,46,42,20,10,4,1
761,324.6888271182193,F,17,56,39,20,17,2,0
762,299.3956559257863,F,23,48,32,23,14,3,1
763,497.5785170290708,C3H8N2O4,12,43,38,23,10,5,1
764,213.41297389431176,C2H4O2,25,58,41,37,13,3,1
765,427.9558739485266,BrH,22,40,43,30,10,5,1
766,504.9834742962762,F,29,49,30,20,15,2,1
767,550.7062547046999,C3H8N2O4,26,43,47,29,11,7,1
768,336.832699486363,F,22,48,46,28,14,6,1
769,528.5029218688051,BrH,15,52,38,23,16,2,1
770,244.2526947820829,BrH,26,53,38,25,11,6,1
771,538.5809166938072,ClH,23,49,39,35,15,6,1
772,250.99546493279297,C5H8N4O4S2,26,45,48,21,15,2,1
773,358.9149162241469,C5H8N4O4S2,17,55,44,37,14,3,1
774,518.9181463118214,C3H8N2O4,20,45,34,29,14,1,0
775,259.9669709395095,BrH,29,56,44,36,12,3,1
776,291.7005580930566,ClH,10,49,49,32,19,3,1
777,488.9010273572265,ClH,16,57,31,37,19,7,1
778,488.01461461842973,F,26,57,42,32,11,4,1
779,456.4590531541189,F,19,42,45,36,16,4,1
780,477.57937778684,ClH,20,59,44,24,10,3,1
781,417.0897773390385,F,18,54,39,30,15,5,1
782,300.71962356278107,BrH,18,54,43,26,15,7,1
783,338.27839740156776,C2H4O2,14,43,39,29,12,6,1
784,272.6390867205703,BrH,26,48,43,36,11,4,1
785,563.3802245334514,ClH,18,58,38,34,11,3,1
786,433.3567179064482,ClH,26,56,43,37,18,7,1
787,360.34056670545596,BrH,28,50,32,38,14,1,0
788,384.8023214576531,F,16,48,49,21,16,5,1
789,578.9133358447261,F,18,49,45,23,14,2,1
790,261.34056124643206,C5H8N4O4S2,16,57,31,22,16,3,1
791,434.49193280671886,ClH,22,59,39,26,13,7,1
792,402.3554715537864,C3H8N2O4,20,52,32,37,17,3,1
793,444.5816941738591,C5H8N4O4S2,23,47,40,29,19,6,1
794,207.2440735283362,F,28,46,40,26,19,5,1
795,548.8495635776605,BrH,20,56,42,27,16,4,1
796,572.847312993445,F,22,54,36,25,19,4,1
797,426.05327343568354,BrH,23,59,46,20,14,4,1
798,478.6603295507569,C5H8N4O4S2,22,54,31,23,15,2,1
799,568.9997524709183,ClH,10,40,41,33,14,7,1
800,482.89545372535946,F,17,53,39,36,16,5,1
801,261.01561716570455,BrH,21,44,47,39,11,5,1
802,430.5153440667253,ClH,28,50,40,37,14,4,1
803,442.6860185531424,C3H8N2O4,21,55,45,30,19,4,1
804,369.6522685209544,BrH,17,41,46,33,12,6,1
805,494.57769424988913,C5H8N4O4S2,17,47,48,28,18,1,1
806,573.7468059076059,C3H8N2O4,22,50,47,34,15,1,0
807,570.2274051627105,C3H8N2O4,21,57,32,31,19,3,1
808,380.33574856165285,C2H4O2,25,42,45,29,12,3,1
809,245.2952183363021,F,10,40,35,38,16,5,1
810,593.9364795849337,BrH,22,50,41,38,13,5,1
811,535.5592345783737,C3H8N2O4,16,55,40,25,12,2,0
812,249.86507248130675,C2H4O2,14,57,44,39,17,2,0
813,568.336753046949,C5H8N4O4S2,17,55,44,25,13,1,0
814,547.9585448248513,ClH,23,49,45,27,10,3,1
815,407.53522285042885,BrH,22,57,39,20,15,1,1
816,436.51017429797173,C3H8N2O4,24,45,41,36,19,1,0
817,359.6010815480521,F,26,58,42,36,10,3,1
818,221.90465552881253,C2H4O2,24,43,33,34,14,7,1
819,334.07889665836035,C3H8N2O4,29,52,36,26,16,2,1
820,521.1413794392046,F,27,53,31,38,15,6,1
821,201.85280920184115,C3H8N2O4,27,42,44,22,11,6,1
822,333.3996686764577,BrH,11,49,37,30,13,6,1
823,359.26747743637736,BrH,13,45,36,39,11,3,1
824,414.9582411751692,BrH,10,40,44,38,10,4,1
825,567.9422465651041,C5H8N4O4S2,13,53,43,28,12,4,1
826,338.5383977463845,C5H8N4O4S2,27,47,37,29,12,4,1
827,338.7812807584911,C2H4O2,14,58,41,21,16,5,1
828,495.00049924389936,BrH,28,53,42,20,10,2,0
829,380.88717635592286,F,24,49,40,35,18,2,0
830,289.8419291759928,C3H8N2O4,17,56,46,37,15,7,1
831,380.9758064530773,ClH,29,48,46,36,13,7,1
832,256.34280815191994,F,26,45,33,25,12,5,1
833,270.5547946024893,C5H8N4O4S2,10,50,37,33,12,1,0
834,399.3471090957919,C5H8N4O4S2,21,46,34,34,11,7,1
835,367.57017980181917,F,28,56,45,33,11,6,1
836,565.93836042724,C5H8N4O4S2,24,40,33,22,19,4,1
837,344.95755964665324,BrH,18,44,44,38,14,6,1
838,432.2353401112174,C2H4O2,16,48,41,31,18,4,1
839,452.90571516781216,C3H8N2O4,11,57,34,21,11,6,1
840,205.23778263533345,C2H4O2,18,41,45,22,11,1,0
841,465.41494880668427,C3H8N2O4,19,50,43,37,15,6,1
842,271.21438674790056,C3H8N2O4,11,45,39,20,19,6,1
843,584.428126987782,C2H4O2,28,47,36,39,11,3,1
844,259.4650911012452,F,20,43,42,25,13,6,1
845,365.8496494908095,C3H8N2O4,22,57,49,24,15,3,1
846,234.13986723145754,C2H4O2,19,50,34,20,14,2,1
847,598.7497007383789,C3H8N2O4,23,44,32,38,10,5,1
848,400.87800413249704,ClH,27,54,44,20,15,6,1
849,438.1540069280175,F,28,57,33,35,10,2,0
850,226.830590955371,BrH,18,41,44,31,12,7,1
851,499.98418815967113,C3H8N2O4,16,50,43,27,19,7,1
852,283.9622372382343,ClH,12,52,49,35,14,3,1
853,559.2217157762855,BrH,29,43,48,20,19,6,1
854,282.0558561928029,BrH,15,46,42,23,14,6,1
855,276.2750882654666,C3H8N2O4,11,50,39,29,19,1,1
856,214.61986713923795,C2H4O2,15,43,34,30,15,2,0
857,388.8267780439997,C3H8N2O4,12,54,49,36,19,4,1
858,425.9364533050466,ClH,25,40,49,26,17,4,1
859,226.28345577134095,BrH,17,42,35,31,14,1,0
860,510.2110466780042,C3H8N2O4,11,53,33,26,10,3,1
861,381.315533899211,C2H4O2,26,45,31,31,14,4,1
862,409.756107731032,C3H8N2O4,18,57,45,34,12,4,1
863,376.3050987752913,F,21,40,47,21,13,7,1
864,360.3052243501304,C2H4O2,12,45,34,33,17,7,1
865,423.85613252328716,ClH,20,45,33,32,16,5,1
866,262.096098372285,BrH,10,55,42,23,14,2,1
867,272.7712521981084,C3H8N2O4,22,44,48,33,11,3,1
868,544.7142484054069,C2H4O2,24,56,31,33,15,6,1
869,578.4461848534531,F,14,49,42,35,15,2,0
870,349.3237265119012,C2H4O2,26,57,40,26,19,3,1
871,308.2978692574215,C5H8N4O4S2,15,46,33,38,19,4,1
872,457.59981729560633,F,20,42,49,21,15,5,1
873,363.49366843923855,ClH,27,52,49,29,18,2,1
874,210.15454226413794,BrH,13,54,44,37,17,4,1
875,262.46103894647615,ClH,12,59,33,36,17,3,1
876,486.388891538959,C3H8N2O4,22,58,38,24,10,2,0
877,463.56957676406057,C2H4O2,18,42,36,31,14,6,1
878,210.8383970013934,C5H8N4O4S2,15,43,48,25,16,2,1
879,288.7888647731798,F,21,44,48,28,15,4,1
880,292.42991863522855,F,11,40,35,39,14,2,0
881,468.75709743949136,C2H4O2,12,43,35,20,17,6,1
882,207.88421510174567,C5H8N4O4S2,12,51,49,34,12,5,1
883,241.64343279382953,C2H4O2,21,49,44,25,15,5,1
884,519.9664341492758,C3H8N2O4,24,59,44,38,14,4,1
885,271.4178648217335,ClH,18,52,49,37,17,3,1
886,461.0984431407499,F,17,53,38,25,13,4,1
887,295.27311241869063,C3H8N2O4,20,44,33,32,17,5,1
888,239.77655710373807,ClH,25,43,47,20,19,1,0
889,297.2688763997816,C3H8N2O4,13,53,47,32,11,1,0
890,488.9067727422637,C5H8N4O4S2,10,49,34,26,18,2,1
891,542.2785872425143,F,16,56,49,34,18,6,1
892,532.0879458267966,C2H4O2,11,49,40,31,19,7,1
893,358.87341184738193,C2H4O2,14,46,34,20,19,7,1
894,467.2340546282585,ClH,16,55,33,34,15,7,1
895,281.9937181663284,BrH,13,40,41,23,13,2,0
896,317.25909210440534,C5H8N4O4S2,14,56,31,32,13,1,0
897,558.5343274084479,ClH,10,48,42,24,15,5,1
898,205.20076940429442,BrH,10,45,39,21,14,2,1
899,234.2034123417872,C3H8N2O4,24,58,38,20,15,7,1
900,283.1545020584109,C5H8N4O4S2,29,52,39,35,16,7,1
901,210.61288154952788,C3H8N2O4,28,42,36,25,16,4,1
902,272.57417403591893,F,19,46,33,35,18,7,1
903,433.2166243878769,C5H8N4O4S2,27,48,48,33,17,6,1
904,368.5698202369992,BrH,12,44,39,22,15,7,1
905,557.06868443079,F,20,49,32,34,15,4,1
906,526.9774246953764,C2H4O2,24,56,48,22,14,7,1
907,336.7269406791504,BrH,20,51,31,21,10,6,1
908,303.769373372517,ClH,26,55,49,20,18,5,1
909,351.8769632669067,C2H4O2,26,42,39,28,18,2,1
910,436.1179770059231,C2H4O2,15,48,31,28,18,6,1
911,307.2254563291505,ClH,14,54,31,26,17,4,1
912,449.65956313965364,C5H8N4O4S2,17,44,46,22,19,2,0
913,363.7646608764962,C2H4O2,11,52,45,37,12,2,0
914,420.8188723407921,BrH,25,53,45,30,10,4,1
915,374.45061165412665,F,29,59,43,26,17,1,1
916,317.7863038167671,C2H4O2,21,54,36,28,16,7,1
917,579.3813227848627,BrH,15,55,40,20,14,6,1
918,505.4423176639043,C3H8N2O4,10,52,30,33,19,4,1
919,256.045270306581,BrH,13,56,40,39,16,5,1
920,547.3871903591651,F,26,47,33,25,19,3,1
921,394.97247929980546,BrH,22,41,36,26,13,4,1
922,557.8208907576366,ClH,27,44,44,29,18,7,1
923,519.9421023789262,F,14,45,47,26,19,7,1
