,Age,Income,EmploymentDuration,DebtToIncomeRatio,CreditScore,NumOpenCreditLines,NumCreditInquiries,LoanAmount,LoanTerm,PaymentHistory,NumDependents,HasMortgage,HasCarLoan,OccupationType,EducationLevel,label
230,50,178694.68389866303,27,0.31562734376335,442,12,4,137425.87997292946,139,0.9532371787812328,4,0,1,7,5,1
231,65,193036.75187328333,25,0.6448326040223138,500,3,2,262007.45242871274,116,0.5409862355280837,4,1,1,10,1,0
232,76,103784.60157859704,10,0.39513090761150327,479,9,8,121013.19488554838,21,0.7152670825092443,3,1,1,6,5,0
233,39,178232.8664410637,8,0.7132068832826177,663,12,7,66165.4112637802,159,0.5567323077592178,2,0,1,6,1,0
234,47,20926.13073584866,6,0.1992152748940531,778,9,2,66226.97105381156,151,0.8547406185919787,5,1,0,2,1,1
235,55,167590.445133458,21,0.8902150026361744,770,8,8,293721.7175838528,201,0.9295830945975689,5,1,0,8,3,0
236,68,61152.529074486236,16,0.28740959646557973,683,7,5,368705.8479804424,105,0.1842198992963593,1,0,0,8,1,0
237,71,183566.23566848622,16,0.3677859877561529,716,2,6,164158.8393749787,240,0.4368600365571266,4,0,1,7,5,0
238,25,20201.62006641971,1,0.058091952080349785,607,15,3,22152.101357938453,74,0.3923821009327213,2,1,1,9,3,0
239,44,120112.71230715625,5,0.1115122123212764,666,13,3,67976.31903382031,351,0.40521512329927867,3,0,0,8,1,0
240,44,156194.44468128824,13,0.5158619027123281,300,8,1,457773.8073668433,36,0.1255241812278759,0,1,0,9,3,0
241,38,66563.89952562343,5,0.2675926767279715,343,20,4,249304.11149677925,279,0.8136157259807193,3,0,1,9,4,0
242,47,54763.915625712754,1,0.8354802257421944,397,10,7,229518.5407595115,292,0.03576624301493525,3,1,1,6,3,0
243,45,35137.68040423724,0,0.014693388654953843,564,2,6,23834.343263495004,22,0.5282266077271569,2,0,1,2,4,0
244,81,78758.04377059273,9,0.3790940486719362,439,4,6,365675.326046865,331,0.6618783880446912,4,0,0,7,4,0
245,78,120771.97621558931,20,0.3373455467690927,780,9,5,266393.70006137906,212,0.2074694380588772,2,0,1,3,3,0
246,65,40851.89422044638,4,0.019327630917601035,536,12,2,105030.06336282779,137,0.9058501920987956,0,0,1,7,5,1
247,36,87805.16515762378,1,0.12436839900051022,371,3,4,59486.51128962331,317,0.8385492070247931,2,0,1,9,5,1
248,21,21633.032837490493,21,0.41364267491863527,489,12,0,194776.99249783927,201,0.4710837294839253,1,0,0,10,5,0
249,52,167362.2956899715,15,0.49286458444744663,567,11,6,419395.1722765377,100,0.4111489323401387,3,0,1,10,2,0
250,81,43120.769256774445,24,0.4042897472548691,620,4,8,433320.8068045071,127,0.23656792521110004,4,0,0,2,4,0
251,66,71001.7306878047,1,0.5309376784120938,406,9,0,303408.95829584,188,0.7299932246449636,5,0,1,6,3,0
252,34,23316.989372879143,9,0.5951316749056815,531,8,1,365130.5314789206,25,0.13174379963196414,0,1,1,6,5,0
253,61,97803.34110065221,1,0.00992382112783563,341,19,2,62002.114764420825,268,0.680237753843783,5,0,0,9,5,0
254,47,171221.87049341938,15,0.4640951594535039,438,6,2,296122.40240658814,220,0.8424569861184136,3,1,1,9,3,0
255,63,90587.21806013539,15,0.9634992408875883,572,1,7,335148.02322615497,292,0.22847157591702372,2,0,0,5,4,0
256,23,52309.51821629002,18,0.5190322801295487,780,6,6,104352.85724232714,339,0.8664274028987562,5,1,1,5,3,1
257,54,155665.79012909345,28,0.6775422674589532,715,7,5,440676.59279057814,336,0.033323199439508455,1,1,0,9,2,0
258,41,161985.25673673398,6,0.3118638579168832,805,6,9,101523.38507290478,116,0.9127873853865254,2,0,1,8,2,1
259,63,51275.62555536203,21,0.7739913781527625,723,20,9,160171.29312399295,158,0.11836222785129802,3,0,0,7,3,0
260,70,158753.73953737816,11,0.7729214818761151,706,13,10,312175.639276612,290,0.6457591779380326,5,1,0,8,4,0
261,77,190513.61988614083,23,0.521296047654139,689,18,3,320983.2822397117,20,0.2500824689139418,0,1,1,6,5,0
262,80,49947.96564780902,14,0.9760138232792136,641,4,8,351195.4467887468,129,0.8365523911696138,5,0,0,3,2,0
263,49,158777.17265578438,7,0.12555021476265338,792,17,0,60445.797968761806,105,0.5123003609154665,5,0,1,7,2,0
264,50,147542.96082847327,5,0.016947664889580993,491,19,10,425484.8928146349,155,0.13524119124650136,4,0,0,8,4,0
265,84,105243.29991831593,27,0.770158211757096,798,11,1,268759.3304802136,300,0.5709915713259784,5,1,1,8,2,0
266,35,30425.68290058369,26,0.8071555373648825,532,16,3,238304.28808200883,25,0.40788261019698313,3,0,1,1,2,0
267,42,33444.99519641372,9,0.12020722912057624,526,12,2,490643.32413418725,268,0.6614478166131011,0,0,1,7,4,0
268,71,173434.63865575657,2,0.2655828329586061,670,1,0,371487.25698580476,357,0.8819032847634595,3,0,1,3,3,0
269,75,198226.70709511646,18,0.01755236336662891,438,12,4,63412.98317659056,197,0.40938913118341846,1,0,0,2,5,0
270,84,141689.40629361582,30,0.2933086107805647,448,6,6,379486.88777698914,356,0.28988067953385965,2,0,1,2,5,0
271,63,100272.49526185787,16,0.7731418739186715,414,9,1,52148.2223165704,218,0.014515094527608796,5,1,1,8,2,0
272,41,136563.25581234338,6,0.5179605277125789,749,5,4,18597.9284439275,357,0.5748390378598749,4,1,1,9,5,0
273,49,126991.25466113815,20,0.3480955931682881,362,2,5,204794.81815859908,183,0.40227476743143353,0,0,1,3,3,0
274,64,89050.20687301192,19,0.3717392949063303,403,2,10,496821.19554551324,281,0.3746492190148287,4,0,1,3,2,0
275,40,31812.70602332233,25,0.0013536257154681541,572,17,6,91567.54841645701,232,0.18293532128421253,4,1,0,6,5,0
276,83,167872.33053333938,30,0.2998005275652359,305,10,0,337958.95004576107,163,0.4300553451912743,4,0,1,10,1,0
277,44,86930.03526297043,3,0.6464587416379305,446,19,6,90831.05277202908,122,0.9844419535833683,5,1,0,1,1,1
278,19,167381.41580427685,13,0.9741944438163571,483,4,3,363769.5526044011,194,0.29775415367224434,0,0,0,6,1,0
279,34,65451.574943908796,19,0.8470608269838995,327,18,7,255150.06577772394,350,0.5997044134081002,0,1,1,3,1,0
280,50,20185.30637221401,21,0.023594964645529126,849,18,3,341585.9964942413,83,0.7764868813156668,4,1,1,4,1,0
281,26,48608.89098981617,14,0.8985606046748393,418,14,5,105422.22207754612,294,0.7491578231765317,2,0,0,9,2,0
282,60,104337.09501834518,23,0.7831984132986259,592,15,8,374086.0245976485,85,0.32877428749259074,5,1,0,3,4,0
283,65,189974.65429240937,7,0.7803761235709804,670,8,4,497831.43451323983,226,0.6108600835168504,5,0,0,1,4,0
284,56,38394.851544869416,20,0.4579957590035715,543,3,3,334496.9978098501,339,0.8712646852701572,3,1,1,3,2,0
285,59,173757.75940308187,14,0.3980052929545028,517,14,7,249272.59904607447,34,0.015447427733077945,5,0,0,7,2,0
286,43,114864.33731813518,21,0.3029157288331926,476,11,8,461971.1243665361,79,0.43573435684330764,4,0,0,7,3,0
287,67,168665.7378439814,19,0.06569485895436578,598,2,3,12846.661904778768,104,0.22427341824190528,1,0,1,5,4,0
288,42,73707.39757819867,27,0.2282353634936991,357,13,2,366312.14204648143,332,0.38863229039883895,4,1,0,1,1,0
289,41,171190.48964104493,13,0.24660363497802462,568,16,7,444929.5258228374,335,0.41598960797524165,0,0,1,8,2,0
290,30,159108.10040302482,26,0.4840770697102016,607,18,4,35528.91889237394,74,0.746670964786637,5,0,0,10,1,0
291,77,61409.66294565811,28,0.747444406596694,587,5,1,227781.76435580032,235,0.09382187239544315,5,0,1,8,4,0
292,24,43640.32275368805,8,0.4738098283979466,404,3,9,106336.12970524946,236,0.5125839031325105,3,1,0,10,5,0
293,74,176249.77805581273,7,0.057844449447160606,527,6,8,285426.4919659759,357,0.5641947917987453,1,0,1,10,5,0
294,53,193382.59761922373,25,0.9577898009882039,546,18,2,326523.76450881193,348,0.4941576035518044,5,1,1,10,2,0
295,62,25634.416474552923,27,0.9427243190941123,793,16,1,154798.47554973373,114,0.7318732530627201,3,1,0,2,3,0
296,37,151628.6120552634,25,0.7851895431484084,382,15,0,232690.9264906599,226,0.3837912559068474,3,1,1,10,1,0
297,82,183714.4119706073,16,0.9913279015642206,485,14,7,143273.04521189694,203,0.9449670636400761,1,0,0,3,2,1
298,25,174324.81657664976,30,0.5444823328002629,551,7,10,187848.6264052813,171,0.48180344253894136,4,0,1,4,3,0
299,33,193613.68500863755,1,0.9627683502532061,654,18,2,83972.27856076967,218,0.5712139096147976,4,1,1,1,1,0
300,31,156816.9341188575,24,0.07560504061675077,509,7,6,443351.92457488755,280,0.8255308233467494,4,0,1,4,4,0
301,32,99613.77722856385,23,0.3656807482613713,746,17,0,9955.153226772532,205,0.27523610593112247,2,0,1,5,5,0
302,83,76151.35828912348,29,0.22538126800676583,759,15,0,441792.54728967533,163,0.07520202876280246,4,1,1,3,3,0
303,49,77733.69327886295,2,0.19583308413427003,771,19,8,287981.04478312057,248,0.7077839783624825,1,1,1,10,1,0
304,80,150396.08107054105,7,0.14080294889267608,669,18,7,169170.63286762364,99,0.48301185554837867,2,0,1,2,2,0
305,68,154250.66216557357,11,0.6224136415659967,791,9,2,362913.27710286324,22,0.8965042509589948,4,1,0,6,1,0
306,42,56064.64583876828,0,0.7813218557473051,436,16,5,256337.31517201883,198,0.9826800487224341,2,0,0,8,2,0
307,75,176262.10642829558,9,0.5782983994203607,666,12,10,252058.78576326522,225,0.3991093505747292,1,1,1,7,5,0
308,80,148686.32723640458,19,0.14696270958820967,483,12,2,59520.43004488839,26,0.41543901625966084,4,0,1,1,5,0
309,79,121295.05154180888,2,0.8111237699334709,586,6,3,197810.4328429773,277,0.40796260220572644,0,0,1,4,1,0
310,39,104875.84281845229,5,0.6359547071637285,771,9,0,124326.85119908463,308,0.32455410973092613,5,1,0,3,1,0
311,75,117781.90504219246,6,0.3881657061269955,674,1,4,12769.473270158425,84,0.7816870977663974,1,0,1,6,2,0
312,75,48664.23289026761,19,0.674130295536063,836,3,0,183249.31723714605,63,0.7589957624907276,3,0,0,9,2,1
313,66,56666.224869729354,22,0.25990497924283285,810,5,0,49461.95406567435,139,0.47864487055052485,3,1,1,9,3,0
314,69,36409.6082731145,24,0.3451922084942105,549,17,9,132130.86867396667,39,0.04466121637889875,1,0,1,7,3,0
315,59,47658.44686900028,26,0.9174858431319902,809,5,10,50795.72748563175,76,0.3095593015130734,3,0,1,9,3,0
316,32,101664.85422895088,17,0.2905045056714204,372,16,10,54966.10465041743,28,0.2923030465548375,1,0,1,8,1,0
317,71,115463.7908710861,10,0.4699882681579366,581,13,6,103510.5907355182,149,0.8110872462002584,0,1,1,5,3,1
318,77,23215.140646097487,18,0.8901411373960146,659,10,5,499925.37602076813,330,0.08757557341617472,1,1,0,9,1,0
319,25,163423.60901552497,4,0.7077213502675275,309,18,1,6081.150714338142,240,0.8056753790427041,4,1,1,7,5,1
320,70,72950.23520182603,18,0.06220322616470275,510,1,10,321142.9548796006,265,0.669183652199143,4,1,0,5,4,0
321,77,184130.486292784,10,0.14730304427897034,451,2,1,74915.63052314588,221,0.7324414591304492,2,1,0,8,5,0
322,22,194152.02745047997,23,0.007841590771916818,304,10,10,460710.927671834,305,0.4322131875850235,3,0,1,7,1,0
323,85,53382.59744179778,11,0.6309217902291634,494,5,6,51348.28220014647,242,0.6797257960017582,5,0,1,9,1,0
324,23,103177.51233781892,9,0.4476734254104183,582,13,0,477756.2776274871,252,0.6090289447069158,3,0,1,10,4,0
325,64,20221.73032995666,7,0.13427485090227553,763,18,1,307408.5618043216,81,0.7689801952286295,1,1,0,1,2,0
326,72,127698.90772203685,23,0.9579341210567704,412,15,7,5627.698073167672,115,0.44676983446825214,5,0,0,9,2,0
327,57,129315.16068728082,27,0.5296597239456199,570,20,5,447533.562968819,215,0.4728256248963024,5,1,0,7,2,0
328,69,64557.192008607526,27,0.24189329411288918,462,6,1,263247.34167662455,64,0.6435762227398202,3,0,1,1,3,0
329,33,120514.28106497563,8,0.5006035711547075,759,7,6,135021.51898858984,341,0.1080774936663883,5,1,0,1,2,0
330,30,60597.22563987238,3,0.6796203327351078,404,18,3,384803.19287023693,65,0.4362444483643173,5,0,0,5,3,0
331,47,48948.58443407421,4,0.07623921797356448,581,19,1,463699.44917400065,287,0.9719508452598056,4,0,0,8,3,0
332,36,137273.50402440765,20,0.274703815047892,461,15,5,244426.95745766297,346,0.03755232006004561,0,1,1,9,2,0
333,34,78666.58351137348,7,0.8069654908839936,650,6,10,161198.9698493399,42,0.3160047228663938,1,0,0,6,2,0
334,80,126247.50899941204,22,0.45966487040266124,733,8,8,395527.83634778875,146,0.31410981908937075,3,0,0,10,4,0
335,36,97984.414814898,8,0.5465771420322949,439,12,10,342483.82140528504,69,0.6334641192357726,4,1,1,8,4,0
336,75,197183.2533325227,14,0.43281600220946925,770,0,8,444932.47945638484,116,0.1058003594241399,2,0,1,6,3,0
337,72,46924.51568016184,14,0.04389994264300512,431,7,7,347794.4363167905,277,0.6285440308788611,5,0,1,6,4,0
338,79,103627.74739444583,15,0.16574977982015593,386,3,2,125546.52775527046,21,0.09504024065161942,5,1,0,4,3,0
339,40,142482.19274467853,13,0.4455416387418909,482,2,2,466171.32863071444,264,0.09495364741833101,3,1,0,5,1,0
340,26,91198.11509839437,7,0.20918546540792782,667,2,1,56893.6948669657,306,0.7281833571884823,0,1,0,2,3,0
341,29,195445.9733367242,17,0.04997902865967874,428,12,4,137631.6613028897,167,0.32413517383279633,0,1,1,3,3,0
342,18,149939.77302684833,9,0.8436496640518237,545,7,3,262496.33082332334,169,0.9774229477137478,3,1,0,3,4,0
343,75,138257.09436160873,27,0.9811925291641158,677,6,6,285042.3029050962,48,0.03735293643555493,3,0,1,5,1,0
344,18,156270.6681700202,19,0.7931428739967394,448,0,3,12578.740380318188,130,0.4451066637179941,4,1,1,5,5,0
345,51,191476.75484696907,5,0.853784921704667,732,15,8,391383.49928136525,78,0.11313593767402363,3,1,0,6,5,0
346,65,183407.35753723522,11,0.24197713031704537,768,5,1,183995.6226205678,253,0.35137896675810865,2,0,0,5,5,0
347,18,150371.35546275415,1,0.9606269755131998,745,6,10,206177.1777960582,310,0.9982224506090506,4,0,0,6,1,0
348,33,154849.09503823097,6,0.19692570445342839,780,11,5,405637.9244962881,224,0.8888425117385318,5,0,1,8,2,1
349,78,46265.97332632618,15,0.9514298103618323,593,8,6,192745.27890513456,319,0.048324408855396905,5,0,1,2,1,0
350,81,38502.632808679824,2,0.994819293965951,442,10,3,28376.313864903637,112,0.5632558438256834,5,0,0,4,4,0
351,80,122762.81033194957,12,0.7117228057460487,549,9,5,92337.6863828234,67,0.6478223048244357,5,1,1,6,3,0
352,39,23306.1746492972,2,0.9811437317918219,601,20,6,478172.07033215027,343,0.20953462395012568,1,0,0,5,3,0
353,84,106824.14867928647,26,0.5695397795671037,324,0,3,39850.65438924451,335,0.14510557339645025,2,1,0,1,4,0
354,43,57862.92438539635,17,0.25954178317609033,369,17,7,180690.94447916804,250,0.9043811346655234,4,0,0,9,4,1
355,33,82282.98217607112,10,0.43699588566562086,411,3,8,254073.68769041557,242,0.9688164414833766,4,1,1,3,3,0
356,68,159644.85244273208,7,0.593560935378786,663,4,0,249174.00953258722,103,0.9918928573196418,5,0,1,2,2,0
357,74,189422.75076182958,5,0.07308156202701499,602,8,6,6960.171791010663,290,0.7897617737346345,0,1,0,9,2,0
358,46,33034.928986341474,0,0.6223432646172461,770,16,8,253075.55207145773,120,0.6635020694052571,4,1,0,7,2,0
359,64,116163.59707576012,27,0.9811778367622945,390,2,9,194967.36669881755,328,0.3457302521929979,2,1,1,5,4,0
360,79,178856.027447528,0,0.19010764978372763,829,15,4,486179.2710599058,179,0.17139831232475244,3,1,0,6,3,0
361,33,34851.536199275826,22,0.7925951162883833,491,4,1,83783.74657694576,311,0.0789805993662317,2,1,1,4,3,0
362,65,168412.5284414301,7,0.9078987937796194,541,15,9,180306.32739595004,229,0.693297468551492,5,1,0,1,3,0
363,56,84404.24316708885,4,0.9437015928202208,437,2,5,212643.33511946077,233,0.7847234151793583,5,1,1,4,1,0
364,50,77977.04639948036,27,0.9601356044054472,644,19,6,198393.30086496964,172,0.82645365245498,1,1,0,9,1,1
365,40,195943.94953666144,15,0.5214596387214719,479,14,1,334586.25968767196,27,0.9137650033037986,4,1,1,1,5,0
366,27,56154.63617521295,10,0.9773079079915037,802,2,1,111678.86448614557,289,0.8799295636383736,4,1,0,10,1,1
367,51,144774.90934808255,4,0.7573102071344389,502,19,9,114430.41864292596,68,0.9997412722580926,4,0,1,3,2,1
368,69,167859.33104177596,3,0.1616714362369619,491,13,9,365959.4195079223,73,0.24406401096725128,5,1,1,5,2,0
369,27,27413.0291502689,29,0.47690010646797,304,15,0,252643.8067456989,338,0.7633076152122106,4,1,1,7,2,0
370,36,140669.38250379422,5,0.718331175372004,536,16,3,210502.05964836865,253,0.5864595123747977,0,0,1,9,2,0
371,75,191278.99538395886,13,0.24734031581908333,610,19,6,88755.51058023964,101,0.2612451324535824,0,1,0,6,5,0
372,18,42359.59401105068,21,0.6406151835488874,848,17,8,97825.97534152247,83,0.9819053222869428,3,1,1,3,2,1
373,21,181319.83448330688,18,0.6666004790466192,355,17,2,10223.060223870769,337,0.8978981047742521,4,0,1,7,4,1
374,33,127059.7947278485,8,0.1626997438085659,742,13,10,50256.00308654607,41,0.12851566844411644,1,0,0,4,4,0
375,41,130988.82473524532,11,0.5650853124527563,536,17,6,280635.1538716693,299,0.026158342323419848,3,1,1,3,4,0
376,19,130329.95147580907,10,0.7716269109786077,496,14,6,446477.19935416285,97,0.6883307623326769,5,0,0,7,1,0
377,49,73790.45954071649,13,0.4988956645359419,813,14,6,147146.55873962594,245,0.6041306288565351,4,1,1,7,3,0
378,41,188336.32675390274,22,0.012103116776107425,748,5,1,167234.87681858343,246,0.9358156241111459,0,1,1,4,5,1
379,29,190523.08327358696,15,0.009038469079292177,659,14,5,62224.777252698535,324,0.23400528716036983,1,1,1,7,4,0
380,67,132554.83883851062,0,0.3570293439700122,329,17,1,197372.31807551585,276,0.08438794789498705,3,0,1,2,4,0
381,52,161016.09066949063,30,0.926194068431782,407,3,5,23424.743761817936,298,0.25921533377198647,1,1,1,1,2,0
382,50,130206.43745860843,12,0.22867677960360877,744,7,9,459212.3446496406,338,0.01892764051146345,4,1,1,2,4,0
383,50,107191.72056332731,22,0.6343636888716871,737,14,2,338190.1173216417,280,0.035892751188932426,2,0,0,4,2,0
384,78,138947.62129386514,20,0.22207587069332058,756,2,1,495420.66064964334,197,0.9148578059207596,1,1,0,8,2,1
385,68,119540.26146655252,20,0.3216699896595486,794,14,5,441997.4655258544,142,0.3520165825018783,1,1,1,3,3,0
386,60,127545.65527374741,29,0.848042089601484,546,12,1,239130.34388058557,302,0.41080900100968065,5,1,1,10,1,0
387,29,161089.85961539514,12,0.7288614422699469,842,8,4,262244.0904194366,288,0.01837165453810441,0,1,0,6,2,0
388,84,106562.68966081727,1,0.09539927731321063,738,1,1,99335.14302601095,331,0.2705217801718466,4,1,0,6,2,1
389,82,27335.7390966451,3,0.4287020209864336,577,7,2,233709.47470558004,191,0.804725983741431,1,1,1,9,3,0
390,50,49519.9065781095,27,0.029169763645264468,410,19,2,451998.7973789418,301,0.6154909596667192,4,0,1,9,2,0
391,57,98949.29896811691,5,0.480890146603009,684,16,5,30172.44469973146,174,0.7537806010864153,0,1,1,4,5,0
392,60,150468.7807773305,25,0.6624340117010681,490,12,5,432460.6174841633,282,0.44721374079378506,5,1,1,9,1,0
393,61,126790.15669583218,30,0.11850262359815156,789,0,9,173769.1618130918,107,0.30972922175133,4,0,1,6,5,0
394,46,137052.95345722168,26,0.28888493890916567,725,1,2,450258.81872267334,273,0.4828100933283703,0,1,1,2,4,0
395,30,106270.2071437317,22,0.3978366255021569,704,14,2,470735.5536390349,299,0.32307106840575117,0,1,0,10,1,0
396,29,130833.5639496037,26,0.9195310246560497,634,11,0,337078.11906594347,94,0.838971096674068,3,0,1,6,4,0
397,63,79223.1388066392,4,0.993255015422964,508,13,6,333889.77436337556,236,0.2976737155928457,5,0,1,2,2,0
398,19,104632.86668539971,24,0.044911298995615856,321,1,7,229113.39716582635,234,0.6597636404530838,5,0,0,8,3,0
399,52,153970.231807092,2,0.761007923495392,507,17,1,418592.4111491352,129,0.13698222230952783,4,0,0,4,5,0
400,25,176929.90021516182,0,0.37172406640234323,307,6,3,480998.3154244752,203,0.6868664937349099,2,0,0,5,4,0
401,43,98057.96011215,3,0.39245818622948003,828,5,9,388665.491167864,90,0.9132997116000338,3,0,0,8,2,0
402,51,27859.098387325015,24,0.7542649733470227,465,13,6,312858.68320957106,89,0.6085831546399083,5,0,1,8,5,0
403,24,49101.05794642448,19,0.9184264321454086,795,7,7,305362.4834315617,158,0.5598553800344772,0,1,0,6,5,0
404,85,23755.00507247686,1,0.9509285945025484,728,1,0,425487.60128391284,118,0.9611182680216402,5,1,0,4,4,1
405,75,137587.3434627194,25,0.5771225860383208,462,16,3,272895.8640567927,282,0.6273965553158464,2,1,1,1,2,0
406,46,79816.63256391961,29,0.3571211593005028,665,4,5,402910.6436931672,255,0.2595504332730826,1,0,0,7,3,0
407,53,117646.15442948615,29,0.7875490858587793,825,13,2,256898.20131125164,84,0.2923910238477404,1,1,0,8,4,0
408,38,108789.83242108392,4,0.25100138326230026,538,19,4,35909.91611209244,37,0.7053066425359272,5,0,1,9,5,0
409,53,34674.768119436805,2,0.5640740288335178,371,20,9,195053.76940755683,221,0.7354365938921863,5,1,1,2,5,0
410,27,92587.04500228973,28,0.35857846152487316,744,20,8,224998.27404739187,103,0.3034962317890152,3,1,1,1,1,0
411,41,59701.00248601819,27,0.6566310737078761,808,2,10,75100.53626837552,136,0.3453439779263302,5,1,1,4,2,0
412,81,95311.96196017749,28,0.2403989128935069,568,4,2,55735.68294866034,84,0.991056508739087,2,1,1,5,1,1
413,66,56644.09046160368,8,0.19159294573482577,714,15,4,270055.1500801923,134,0.10195254958027744,5,0,1,10,3,0
414,53,171281.43312984804,19,0.9182390866754371,544,17,7,47146.10009526066,320,0.4046450284400993,4,0,1,1,4,0
415,41,51354.80058408566,5,0.1018036829495369,359,16,5,154957.85810559156,195,0.062447531197507455,2,1,0,5,5,0
416,40,192940.49926765586,17,0.5059579077349317,305,10,3,373575.50310172257,198,0.821078361998241,3,0,0,6,2,0
417,79,94863.32590644935,5,0.22085278296300892,706,16,7,482393.9288861505,209,0.09234583894543225,4,0,1,3,5,0
418,54,172324.15256342888,18,0.03892996332566745,516,15,10,360345.9373732046,89,0.6740073564627111,4,1,0,7,1,0
419,29,133177.6672770701,27,0.03601881829142639,325,1,2,496349.64648417075,359,0.05648342400348205,1,0,1,6,1,0
420,72,152363.0537598355,11,0.17522177210582734,304,3,2,350677.2957833043,197,0.6728550378096911,2,0,0,4,4,0
421,30,158190.29985202046,24,0.8667703545060003,831,20,3,150428.26297389212,355,0.8430369469277033,4,0,1,3,2,1
422,40,110872.0787407432,10,0.28247874397702666,689,6,8,337666.0075501541,264,0.39882152692405737,3,0,0,5,2,0
423,47,117794.09420539191,1,0.9504591705752957,747,1,4,352567.5987724674,24,0.5221264934321769,1,1,1,3,4,0
424,34,112519.25620557049,14,0.5816222929891935,445,5,7,189004.857385148,310,0.4015417380052825,4,1,0,10,1,0
425,79,125850.50805621425,11,0.4366141897687661,687,16,5,13768.356051647563,87,0.3004887586326389,2,0,1,9,1,0
426,30,25291.000236171312,11,0.5800888346694546,548,6,2,353083.893463866,62,0.8032634006271282,1,1,0,9,1,0
427,76,91192.73057282275,8,0.5166983852262678,825,4,7,15741.547161393102,286,0.2720025737309897,2,1,0,6,5,0
428,36,129113.96844101087,20,0.7587762537573252,761,4,8,317438.0986397352,160,0.722943424389447,2,1,1,6,3,0
429,66,127590.24174605559,23,0.28249606597285226,312,19,7,85990.16192756477,230,0.20619707925520225,2,0,0,4,1,0
430,29,162732.09702901368,1,0.3530503916003024,683,15,3,284973.74623528146,133,0.24985379607832958,1,0,0,4,3,0
431,78,137901.68098977953,21,0.8940943025332507,698,18,10,254436.947563397,222,0.33646116257721226,4,1,0,2,3,0
432,36,198583.99694132103,2,0.9464565131504055,318,8,5,11689.252941560373,291,0.5891563773937882,5,1,0,10,2,0
433,26,71093.8151495561,11,0.8925582274864745,790,4,0,184618.57941257622,37,0.4544223191595411,0,0,0,4,4,0
434,45,84647.18533992166,27,0.4194479939573136,718,7,3,302540.12786116987,184,0.7451448098278204,4,1,1,8,5,0
435,69,89092.48733620332,29,0.7803655030068817,636,8,7,425060.243189896,167,0.2135673003361923,1,0,1,10,3,0
436,33,103846.30526364474,25,0.4763357333010988,718,4,0,444877.846349076,249,0.010672287848834117,0,1,0,2,5,0
437,29,170479.6514806177,15,0.4975398521461022,421,9,2,244505.73516644552,93,0.77655747178522,0,0,1,9,2,0
438,42,62442.57691265777,20,0.20468010905728395,731,1,0,365569.1312132219,284,0.8216493338800724,0,0,0,1,1,1
439,69,159680.0372663773,27,0.5911303032585165,343,8,8,161645.01538406155,79,0.05948016310838955,5,0,1,2,3,0
440,70,92955.83295543381,23,0.18613589775334793,616,10,1,174382.27085053542,55,0.6109075221583965,3,0,0,2,4,0
441,40,128333.96905916154,25,0.33156469906719377,680,3,8,101259.4419952453,72,0.37820678387307793,1,1,0,6,2,0
442,33,133857.2959807351,29,0.8550302016199351,444,1,3,283164.3144466535,134,0.7938956551945168,5,0,0,7,5,0
443,74,87112.75469400821,0,0.20707580921085522,626,5,1,160709.25470904578,360,0.8744145541964785,5,1,0,3,1,1
444,56,112270.73693704493,20,0.07115828517343281,662,13,3,46763.59373705999,207,0.8510037667972491,3,0,1,9,5,1
445,70,94345.61143658546,2,0.0690075926128163,349,0,10,344078.0128982735,341,0.7772042473508521,0,0,1,5,4,0
446,59,32443.9015135915,19,0.9407845205031079,364,17,10,355337.8377646721,334,0.26905222874216295,3,1,1,5,3,0
447,75,98689.76998702878,1,0.5069204379618346,654,6,9,183196.24729563363,122,0.8118896435683167,3,1,0,4,4,1
448,56,37530.81065963939,8,0.40941207181701833,463,0,5,42978.08273073129,269,0.5334784759062927,5,1,1,9,5,0
449,31,92903.74383445787,18,0.8108785810079184,440,0,10,216017.37011469583,100,0.05275661483209082,1,0,1,8,5,0
450,22,126725.31196972073,14,0.835825927910516,427,0,6,223956.05173485665,209,0.45693884989824896,2,0,0,4,4,0
451,52,124294.68188183014,17,0.3321910331156046,697,3,2,335992.088024457,293,0.9421579170299933,3,1,0,4,4,0
452,35,139271.83022149766,25,0.6936180574737952,762,3,2,161131.11367304833,211,0.8878593497355527,3,0,0,2,4,1
453,26,37147.07143183274,10,0.7711228158518866,486,17,9,342886.64349174616,110,0.10226428099711604,0,1,1,9,1,0
454,75,137382.18419547883,24,0.6546506868659545,489,10,7,436386.8281699072,38,0.7441266857143702,0,0,1,3,5,0
455,34,76186.65020536046,22,0.15159507480009937,687,0,4,122555.59096928891,100,0.8057928659582347,5,0,0,4,2,1
456,24,91828.27030468,15,0.875883083517057,728,9,3,489565.1802793504,157,0.2713881882367648,0,0,1,7,1,0
457,63,174437.52570608704,21,0.5390945527360087,583,8,6,196252.22788271945,193,0.4716085707410923,4,1,0,10,1,0
458,30,21625.472743319046,16,0.2824724263700037,536,3,6,137293.04914779557,268,0.7109879414636829,3,0,1,8,1,0
459,57,125914.27400130898,4,0.4252281854376939,493,5,8,213648.0353425938,200,0.4390414888211479,0,1,0,8,2,0
460,59,127768.51641801937,11,0.03757109039890738,586,15,8,51726.75057241029,251,0.11279691886657695,1,1,1,4,4,0
461,26,91398.75974184116,10,0.12786680122241756,435,1,4,67224.42372349725,207,0.7058824446817216,4,0,1,7,5,0
