,Student_ID,Age,Gender,GPA,Hours_Studied_Per_Week,Family_Income,Parent_Education_Level,Participation_In_Extracurriculars,Number_of_Siblings,label
428,429,16,Male,3.9,15,77730,Bachelor’s Degree,No,4,1
429,430,17,Female,3.9,6,38648,Bachelor’s Degree,Yes,1,0
430,431,18,Male,3.7,10,36327,Some College,No,4,0
431,432,16,Male,2.9,6,28975,High School Diploma,No,0,0
432,433,18,Male,3.0,18,66613,Doctorate,Yes,4,1
433,434,17,Male,2.9,19,33738,High School Diploma,No,1,0
434,435,15,Female,3.2,19,44183,Some College,No,2,0
435,436,15,Male,3.2,13,39197,Master’s Degree,Yes,4,0
436,437,18,Male,2.5,10,32882,Some College,No,4,0
437,438,17,Male,3.2,8,72909,Bachelor’s Degree,Yes,4,1
438,439,16,Male,2.7,18,47147,Some College,No,4,0
439,440,18,Female,3.8,7,46955,Bachelor’s Degree,No,3,0
440,441,18,Male,2.3,20,56399,Some College,Yes,0,0
441,442,15,Female,3.9,12,72839,Bachelor’s Degree,Yes,2,1
442,443,18,Male,2.0,10,38750,Some College,Yes,1,0
443,444,16,Male,2.5,17,43285,Some College,Yes,0,0
444,445,15,Male,3.0,7,50534,Doctorate,No,3,0
445,446,16,Male,2.3,9,26651,Some College,Yes,0,0
446,447,18,Female,3.5,12,45985,High School Diploma,Yes,3,0
447,448,16,Male,3.9,19,79121,Doctorate,No,0,1
448,449,18,Female,2.5,6,39164,Bachelor’s Degree,No,2,0
449,450,17,Male,3.5,16,65537,High School Diploma,Yes,3,1
450,451,18,Male,2.9,18,61754,Some College,Yes,3,0
451,452,18,Female,3.4,14,60610,Doctorate,Yes,0,1
452,453,17,Male,3.2,10,33543,Some College,No,1,0
453,454,15,Male,2.1,18,26396,High School Diploma,No,1,0
454,455,18,Female,3.4,20,45095,Some College,No,3,0
455,456,17,Female,3.9,17,45659,Bachelor’s Degree,No,4,1
456,457,18,Female,3.0,13,69363,Some College,Yes,2,0
457,458,15,Male,3.4,17,68855,Bachelor’s Degree,No,2,1
458,459,17,Male,3.2,18,61147,Doctorate,No,0,1
459,460,18,Male,3.3,10,40226,Doctorate,No,0,0
460,461,18,Female,3.8,19,55925,Some College,Yes,4,1
461,462,15,Female,3.9,9,51876,Bachelor’s Degree,Yes,0,1
462,463,18,Male,2.4,13,33255,Master’s Degree,No,2,0
463,464,16,Male,2.6,19,42089,High School Diploma,Yes,1,0
464,465,18,Female,2.7,11,61012,High School Diploma,No,0,0
465,466,16,Female,2.5,18,61015,Bachelor’s Degree,Yes,4,1
466,467,18,Female,2.0,6,53442,Doctorate,No,0,0
467,468,18,Male,3.7,19,47219,Doctorate,No,2,1
468,469,17,Male,3.9,15,57086,Doctorate,Yes,3,1
469,470,16,Male,2.5,16,43903,Master’s Degree,No,1,1
470,471,18,Male,3.2,9,48538,Doctorate,No,3,0
471,472,17,Male,3.0,14,31934,High School Diploma,Yes,0,0
472,473,18,Female,3.0,13,33088,Some College,No,0,0
473,474,18,Male,3.3,20,34974,High School Diploma,No,3,0
474,475,18,Male,3.4,6,77440,High School Diploma,Yes,2,1
475,476,15,Female,3.7,7,67275,High School Diploma,No,1,1
476,477,17,Female,2.1,6,79303,Bachelor’s Degree,No,3,0
477,478,17,Male,3.5,19,50627,Doctorate,Yes,2,1
478,479,16,Male,2.3,19,33772,High School Diploma,No,1,0
479,480,18,Female,2.1,20,60891,Bachelor’s Degree,Yes,1,1
480,481,17,Male,2.1,19,26638,High School Diploma,No,3,0
481,482,16,Female,2.5,19,33270,High School Diploma,No,2,0
482,483,16,Male,3.1,8,64901,Some College,No,4,1
483,484,18,Female,3.3,12,45948,Bachelor’s Degree,No,2,0
484,485,17,Female,2.9,13,54205,Master’s Degree,Yes,2,0
485,486,18,Female,3.4,20,44244,Some College,No,4,0
486,487,17,Female,2.9,10,55790,Doctorate,No,3,0
487,488,16,Male,2.7,11,49352,Doctorate,No,1,0
488,489,17,Male,2.8,14,50162,Some College,No,1,0
489,490,16,Female,3.9,6,64871,Master’s Degree,No,3,1
490,491,18,Female,2.0,11,68796,Some College,Yes,2,0
491,492,16,Female,3.8,19,34958,High School Diploma,No,3,0
492,493,18,Male,2.4,14,60430,High School Diploma,Yes,2,0
493,494,16,Female,2.9,20,70696,Doctorate,No,1,1
494,495,18,Male,3.7,13,34345,Some College,No,0,0
495,496,18,Male,3.7,6,37458,Master’s Degree,No,1,0
496,497,18,Male,3.7,8,47736,Some College,No,1,0
497,498,16,Female,2.6,12,48966,High School Diploma,Yes,0,0
498,499,16,Male,3.9,7,37598,Some College,Yes,4,0
499,500,17,Male,2.0,15,73228,Some College,Yes,1,0
500,501,16,Female,3.7,19,60917,Doctorate,Yes,0,1
501,502,17,Male,2.4,20,70269,Some College,Yes,3,0
502,503,17,Male,3.9,13,73653,Doctorate,Yes,2,1
503,504,18,Female,3.8,6,66778,Master’s Degree,Yes,3,1
504,505,17,Female,2.6,14,31536,High School Diploma,No,4,0
505,506,15,Male,3.7,18,31114,Master’s Degree,Yes,0,1
506,507,18,Female,3.4,14,35056,Bachelor’s Degree,No,2,0
507,508,18,Female,2.1,12,79066,Some College,Yes,2,0
508,509,16,Female,3.5,16,68592,High School Diploma,Yes,0,1
509,510,17,Female,3.5,8,74470,Some College,Yes,3,1
510,511,17,Male,2.4,20,42345,Some College,No,1,0
511,512,17,Male,2.1,15,37346,Master’s Degree,Yes,4,0
512,513,18,Male,2.3,9,28363,Some College,Yes,4,0
513,514,18,Male,3.5,8,35638,Some College,Yes,0,0
514,515,17,Male,3.5,9,76832,Bachelor’s Degree,Yes,2,1
515,516,17,Female,3.6,8,41866,Some College,No,2,0
516,517,16,Female,2.5,18,31225,Bachelor’s Degree,Yes,3,1
517,518,17,Male,3.7,14,31984,Some College,Yes,1,0
518,519,16,Male,2.0,15,28185,Doctorate,Yes,2,0
519,520,16,Male,2.6,17,55412,High School Diploma,No,2,0
520,521,15,Female,2.4,8,25988,Master’s Degree,Yes,3,0
521,522,18,Female,3.7,11,54022,Bachelor’s Degree,Yes,2,1
522,523,15,Male,2.5,13,75329,Some College,No,1,0
523,524,15,Female,3.4,15,73369,Some College,No,3,1
524,525,16,Female,3.9,17,62850,High School Diploma,No,4,1
525,526,15,Male,2.0,11,26509,Master’s Degree,No,2,0
526,527,16,Female,3.6,6,64852,Master’s Degree,No,2,1
527,528,15,Male,3.3,16,69786,High School Diploma,Yes,2,1
528,529,15,Female,2.7,11,69468,Master’s Degree,No,1,0
529,530,17,Male,3.0,7,78065,Doctorate,No,2,0
530,531,16,Male,2.5,6,68200,High School Diploma,No,1,0
531,532,17,Male,2.5,7,79533,Master’s Degree,No,0,0
532,533,18,Female,2.7,7,46837,Bachelor’s Degree,Yes,0,0
533,534,18,Male,3.2,16,75145,Some College,Yes,0,1
534,535,17,Male,2.9,18,35991,Doctorate,Yes,4,1
535,536,16,Male,2.6,16,37730,High School Diploma,Yes,1,0
536,537,18,Female,3.4,12,38218,Bachelor’s Degree,No,0,0
537,538,15,Female,2.2,6,77866,Master’s Degree,Yes,0,0
538,539,16,Female,3.2,20,52528,Master’s Degree,No,1,1
539,540,16,Female,3.5,9,37049,Master’s Degree,No,3,0
540,541,17,Male,3.4,12,44852,Doctorate,Yes,3,0
541,542,15,Female,3.6,14,65956,High School Diploma,Yes,3,1
542,543,17,Male,3.8,15,75604,Bachelor’s Degree,Yes,3,1
543,544,16,Male,2.8,8,71869,Master’s Degree,Yes,1,0
544,545,16,Male,2.7,14,72720,High School Diploma,Yes,3,0
545,546,16,Female,3.6,11,35398,Bachelor’s Degree,Yes,0,0
546,547,15,Male,2.7,9,63139,Doctorate,Yes,2,0
547,548,17,Male,3.9,6,64540,High School Diploma,No,1,1
548,549,16,Female,3.9,17,78293,Doctorate,No,1,1
549,550,15,Female,3.7,15,36368,Master’s Degree,Yes,1,0
550,551,15,Female,2.4,19,67300,Doctorate,No,2,1
551,552,17,Male,3.7,16,78157,Some College,No,2,1
552,553,18,Male,3.7,19,42675,High School Diploma,No,3,0
553,554,15,Female,2.8,15,44210,Master’s Degree,Yes,3,0
554,555,17,Male,4.0,9,50705,Master’s Degree,No,2,1
555,556,17,Female,3.7,7,78704,Some College,No,2,1
556,557,18,Male,4.0,18,68699,Some College,Yes,3,1
557,558,18,Female,3.7,10,49028,Doctorate,Yes,4,0
558,559,15,Female,2.9,8,65966,Master’s Degree,No,4,0
559,560,17,Female,3.4,19,63472,Some College,No,4,1
560,561,15,Female,2.7,18,53992,Doctorate,Yes,3,1
561,562,17,Male,2.8,18,44540,Bachelor’s Degree,Yes,4,1
562,563,16,Male,3.0,13,62960,Doctorate,No,1,0
563,564,16,Male,3.0,12,53940,Bachelor’s Degree,Yes,4,0
564,565,16,Male,3.4,12,26255,Master’s Degree,Yes,1,0
565,566,16,Female,2.7,8,68176,Master’s Degree,Yes,4,0
566,567,17,Male,2.9,8,44996,Master’s Degree,No,1,0
567,568,15,Male,3.7,13,49887,Doctorate,No,1,0
568,569,17,Male,3.6,18,76978,Some College,No,3,1
569,570,16,Male,2.6,9,26347,Master’s Degree,No,0,0
570,571,15,Female,2.9,12,73029,Doctorate,No,3,0
571,572,18,Male,3.0,8,43176,Bachelor’s Degree,Yes,1,0
572,573,17,Female,2.9,6,34721,Master’s Degree,Yes,3,0
573,574,17,Female,3.5,18,44348,Doctorate,No,4,1
574,575,18,Female,2.1,6,63855,Bachelor’s Degree,No,0,0
575,576,15,Female,2.6,10,32916,Master’s Degree,No,4,0
576,577,16,Male,3.3,15,55998,Bachelor’s Degree,No,3,1
577,578,16,Male,2.7,18,52051,Doctorate,No,2,1
578,579,18,Female,2.8,11,38341,Master’s Degree,No,4,0
579,580,17,Male,3.4,8,29550,Bachelor’s Degree,No,2,0
580,581,15,Female,2.4,20,41569,High School Diploma,No,1,0
581,582,16,Male,2.6,15,58408,Bachelor’s Degree,No,4,0
582,583,17,Male,3.8,6,54717,Master’s Degree,Yes,0,1
583,584,18,Male,3.9,18,59674,Doctorate,No,4,1
584,585,18,Male,2.1,15,74220,Bachelor’s Degree,No,1,0
585,586,17,Male,3.1,10,67967,High School Diploma,No,1,1
586,587,15,Female,3.4,15,70424,Some College,Yes,1,1
587,588,15,Male,3.5,9,37868,High School Diploma,No,1,0
588,589,15,Male,2.9,9,42142,High School Diploma,Yes,0,0
589,590,18,Female,3.2,7,59575,Master’s Degree,Yes,2,1
590,591,15,Male,3.4,7,31448,Doctorate,Yes,4,0
591,592,16,Female,2.6,12,72524,Doctorate,Yes,3,0
592,593,18,Male,3.6,18,73606,Bachelor’s Degree,No,3,1
593,594,17,Male,3.1,11,38184,Doctorate,Yes,2,0
594,595,15,Male,3.6,7,45955,Doctorate,Yes,4,0
595,596,17,Male,2.5,15,68047,Some College,No,0,0
596,597,18,Female,2.3,20,58583,Doctorate,No,1,1
597,598,17,Female,3.6,12,64525,Bachelor’s Degree,Yes,3,1
598,599,15,Male,2.4,18,76541,Bachelor’s Degree,Yes,1,1
599,600,15,Female,3.1,11,26966,High School Diploma,Yes,1,0
600,601,15,Male,2.2,6,30279,Doctorate,Yes,4,0
601,602,18,Male,3.2,19,53921,Doctorate,No,1,1
602,603,16,Male,4.0,20,76928,Master’s Degree,No,4,1
603,604,18,Female,3.4,15,72960,Doctorate,No,1,1
604,605,16,Female,2.8,15,65229,Doctorate,No,3,0
605,606,16,Female,3.1,12,25834,Some College,No,1,0
606,607,16,Male,2.4,8,75182,Master’s Degree,No,2,0
607,608,18,Female,2.3,16,49541,Doctorate,No,1,1
608,609,15,Male,2.5,15,45722,Some College,Yes,0,0
609,610,18,Male,3.9,11,50666,Doctorate,No,4,1
610,611,18,Female,3.8,16,48201,Bachelor’s Degree,No,0,1
611,612,17,Male,3.2,8,48433,Some College,No,3,0
612,613,18,Male,3.6,7,59184,Master’s Degree,No,2,1
613,614,16,Male,3.2,18,58891,Bachelor’s Degree,No,4,1
614,615,15,Female,3.9,8,51122,Doctorate,No,0,1
615,616,17,Female,3.8,9,29732,High School Diploma,No,2,0
616,617,15,Female,3.8,13,49360,High School Diploma,No,4,0
617,618,18,Female,2.3,14,45266,Bachelor’s Degree,Yes,0,0
618,619,15,Female,3.1,8,35250,High School Diploma,Yes,3,0
619,620,15,Male,2.8,18,79747,Bachelor’s Degree,No,0,1
620,621,17,Female,3.8,19,51450,High School Diploma,Yes,1,1
621,622,16,Female,3.6,12,64968,Bachelor’s Degree,Yes,1,1
622,623,18,Male,3.4,16,74587,High School Diploma,No,2,1
623,624,16,Female,3.5,13,65218,Doctorate,No,3,1
624,625,17,Female,2.9,14,40250,Bachelor’s Degree,No,0,0
625,626,18,Female,3.4,18,49062,Some College,Yes,2,0
626,627,16,Male,3.7,14,52220,High School Diploma,Yes,4,1
627,628,16,Female,2.4,6,39461,Doctorate,Yes,1,0
628,629,18,Female,2.5,12,33834,Doctorate,No,4,0
629,630,18,Male,2.5,19,55158,Bachelor’s Degree,No,2,1
630,631,18,Male,2.8,8,65207,Master’s Degree,Yes,4,0
631,632,15,Male,2.3,18,66311,Bachelor’s Degree,No,4,1
632,633,16,Female,2.6,6,28018,Bachelor’s Degree,Yes,4,0
633,634,17,Female,2.6,17,29901,Master’s Degree,Yes,4,1
634,635,18,Female,2.0,17,66175,Master’s Degree,Yes,4,1
635,636,17,Male,4.0,13,49238,Bachelor’s Degree,No,0,0
636,637,17,Male,3.7,12,34397,Master’s Degree,No,4,0
637,638,17,Female,3.7,17,48446,Some College,No,1,0
638,639,17,Male,2.1,17,56348,Doctorate,No,2,1
639,640,17,Male,3.8,12,31725,Master’s Degree,No,4,0
640,641,15,Male,3.7,8,69042,Some College,Yes,4,1
641,642,17,Male,2.1,16,72052,Master’s Degree,No,3,1
642,643,16,Male,2.6,14,60102,Master’s Degree,Yes,2,0
643,644,17,Female,3.6,20,35394,High School Diploma,Yes,3,0
644,645,16,Female,2.5,8,63971,High School Diploma,No,3,0
645,646,15,Female,2.5,10,71178,Master’s Degree,No,2,0
646,647,15,Female,2.3,16,61167,Doctorate,Yes,4,1
647,648,17,Female,3.4,15,52983,Doctorate,No,1,1
648,649,18,Female,3.2,6,59856,Some College,Yes,1,1
649,650,18,Female,2.8,7,62806,High School Diploma,No,2,0
650,651,16,Male,3.0,17,59455,High School Diploma,Yes,0,0
651,652,15,Female,3.2,8,57564,Master’s Degree,No,0,1
652,653,18,Female,2.2,11,30387,Bachelor’s Degree,No,3,0
653,654,15,Female,3.7,20,69985,Some College,Yes,2,1
654,655,18,Female,3.8,10,39649,Bachelor’s Degree,Yes,4,0
655,656,15,Female,2.9,20,69571,Doctorate,Yes,3,1
656,657,18,Female,2.7,13,57503,High School Diploma,No,3,0
657,658,18,Male,2.6,11,55110,Doctorate,Yes,2,0
658,659,18,Female,3.4,19,50048,Some College,No,4,1
659,660,16,Male,3.9,10,69322,Master’s Degree,Yes,3,1
660,661,17,Female,2.5,20,35629,Doctorate,Yes,0,1
661,662,16,Male,3.0,10,37769,High School Diploma,Yes,2,0
662,663,17,Female,3.9,15,66983,Master’s Degree,Yes,4,1
663,664,17,Female,3.1,16,59375,Bachelor’s Degree,No,2,1
664,665,18,Female,2.4,17,54044,Master’s Degree,No,2,1
665,666,16,Male,3.7,15,73047,Doctorate,No,2,1
666,667,16,Female,2.1,15,33694,Master’s Degree,Yes,0,0
667,668,16,Male,2.1,17,33582,High School Diploma,No,0,0
668,669,16,Female,2.9,18,69521,Doctorate,Yes,2,1
669,670,16,Male,3.1,10,48723,Master’s Degree,No,0,0
670,671,18,Female,3.3,10,35051,High School Diploma,No,0,0
671,672,17,Male,2.6,11,76797,Doctorate,Yes,2,0
672,673,16,Male,3.8,7,69220,Master’s Degree,No,4,1
673,674,15,Female,2.6,10,78930,Doctorate,No,4,0
674,675,18,Female,3.1,6,42925,High School Diploma,Yes,1,0
675,676,15,Female,3.4,16,72783,High School Diploma,No,4,1
676,677,18,Female,3.3,6,31415,Master’s Degree,Yes,1,0
677,678,17,Male,3.1,15,52223,Master’s Degree,Yes,1,1
678,679,18,Female,3.2,10,55121,Bachelor’s Degree,Yes,0,1
679,680,15,Male,3.1,15,71114,Doctorate,Yes,2,1
680,681,16,Male,3.7,11,79726,Bachelor’s Degree,No,0,1
681,682,18,Male,3.3,11,68215,Bachelor’s Degree,Yes,2,1
682,683,16,Female,3.5,18,61020,Master’s Degree,No,3,1
683,684,16,Male,2.2,10,65364,High School Diploma,No,3,0
684,685,15,Female,3.5,16,46258,Bachelor’s Degree,Yes,4,1
685,686,15,Female,2.2,9,27813,Bachelor’s Degree,Yes,3,0
686,687,18,Male,3.7,10,74015,Doctorate,No,1,1
687,688,16,Male,2.8,8,40149,Doctorate,Yes,0,0
688,689,15,Female,2.1,14,59842,Bachelor’s Degree,Yes,1,0
689,690,17,Male,2.3,12,39468,Some College,No,0,0
690,691,18,Female,3.6,16,72188,Doctorate,No,3,1
691,692,18,Female,3.7,17,40382,Master’s Degree,Yes,3,1
692,693,16,Female,2.4,12,33571,High School Diploma,No,0,0
693,694,16,Male,2.3,6,79903,Bachelor’s Degree,No,1,0
694,695,15,Female,3.6,16,48442,Some College,No,4,0
695,696,16,Female,3.1,17,64195,Master’s Degree,No,2,1
696,697,16,Male,2.7,14,53905,Master’s Degree,No,3,0
697,698,15,Female,2.5,6,36945,Doctorate,No,0,0
698,699,16,Female,2.7,13,34583,Bachelor’s Degree,No,2,0
699,700,18,Male,2.9,7,33729,High School Diploma,No,4,0
700,701,18,Female,2.6,18,59928,Bachelor’s Degree,Yes,3,1
701,702,17,Male,2.9,12,29185,Bachelor’s Degree,No,2,0
702,703,17,Male,2.3,14,36751,Bachelor’s Degree,Yes,2,0
703,704,18,Female,2.7,14,67520,Bachelor’s Degree,No,0,0
704,705,15,Female,3.7,16,71341,Doctorate,Yes,2,1
705,706,17,Female,2.7,7,56303,Master’s Degree,No,3,0
706,707,17,Male,3.7,14,26908,Bachelor’s Degree,No,4,0
707,708,15,Male,3.9,8,38291,High School Diploma,No,0,0
708,709,18,Male,2.7,11,74102,Doctorate,No,4,0
709,710,16,Male,3.8,12,37781,High School Diploma,Yes,2,0
710,711,16,Female,3.5,19,60710,Some College,Yes,4,1
711,712,16,Female,3.2,17,78172,Doctorate,Yes,0,1
712,713,17,Male,3.3,8,25674,Master’s Degree,Yes,1,0
713,714,15,Female,2.6,12,60151,Doctorate,Yes,1,0
714,715,16,Male,3.2,14,65439,Bachelor’s Degree,Yes,0,1
715,716,17,Female,2.5,10,60497,Master’s Degree,Yes,4,0
716,717,17,Male,2.9,19,54217,High School Diploma,Yes,2,0
717,718,15,Male,2.9,6,29381,Some College,Yes,0,0
718,719,15,Male,2.0,6,35679,High School Diploma,No,1,0
719,720,18,Male,2.3,14,37636,Some College,Yes,3,0
720,721,18,Male,3.2,7,61833,High School Diploma,Yes,3,1
721,722,17,Male,3.4,20,42581,Bachelor’s Degree,No,0,1
722,723,18,Female,3.0,11,77839,High School Diploma,No,4,0
723,724,17,Female,3.9,15,66269,Doctorate,No,4,1
724,725,18,Male,2.1,17,27477,High School Diploma,No,4,0
725,726,16,Male,3.5,6,63847,High School Diploma,Yes,4,1
726,727,17,Male,2.5,16,77803,High School Diploma,No,0,0
727,728,15,Male,2.2,8,59033,Some College,Yes,0,0
728,729,18,Female,3.9,9,35583,Some College,No,0,0
729,730,16,Female,2.6,20,70844,High School Diploma,Yes,2,0
730,731,18,Male,2.6,15,65299,Bachelor’s Degree,Yes,4,0
731,732,17,Female,2.1,10,78960,Doctorate,No,4,0
732,733,16,Female,3.6,10,70519,Some College,Yes,0,1
733,734,17,Male,2.8,12,67255,Doctorate,Yes,3,0
734,735,15,Male,3.0,12,74085,High School Diploma,Yes,1,0
735,736,15,Female,2.7,6,70663,Bachelor’s Degree,Yes,0,0
736,737,17,Female,3.1,19,74483,Doctorate,No,0,1
737,738,16,Female,3.9,11,25771,High School Diploma,No,4,0
738,739,16,Male,3.6,9,52555,Master’s Degree,Yes,0,1
739,740,16,Male,2.5,15,55754,Doctorate,Yes,0,0
740,741,18,Male,2.5,15,25158,Master’s Degree,Yes,0,0
741,742,17,Female,2.6,11,57540,Some College,Yes,0,0
742,743,15,Female,3.9,7,35042,Some College,No,1,0
743,744,18,Male,3.6,19,59435,Doctorate,Yes,3,1
744,745,15,Male,2.1,13,29979,Doctorate,No,1,0
745,746,18,Female,2.4,20,67286,High School Diploma,No,2,0
746,747,17,Male,2.6,10,62245,Some College,Yes,2,0
747,748,15,Male,3.9,6,33483,High School Diploma,No,1,0
748,749,16,Male,3.6,15,27180,Some College,No,1,0
749,750,17,Female,3.9,12,54411,High School Diploma,No,1,1
750,751,17,Female,3.9,11,32747,Bachelor’s Degree,Yes,1,0
751,752,18,Female,2.2,9,60401,Doctorate,Yes,4,0
752,753,18,Female,3.6,12,68601,High School Diploma,Yes,0,1
753,754,18,Female,3.8,18,68072,Some College,Yes,1,1
754,755,15,Female,4.0,7,48095,Doctorate,Yes,1,0
755,756,16,Female,2.2,17,74555,Doctorate,Yes,3,1
756,757,17,Male,3.8,11,28274,Master’s Degree,Yes,0,0
757,758,16,Female,2.2,14,51841,Bachelor’s Degree,No,0,0
758,759,17,Male,2.9,10,40005,Doctorate,Yes,4,0
759,760,16,Male,4.0,13,30161,High School Diploma,No,2,0
760,761,18,Male,3.7,20,43970,High School Diploma,No,0,0
761,762,16,Female,3.4,9,41331,Master’s Degree,No,4,0
762,763,16,Male,3.0,11,32232,High School Diploma,No,3,0
763,764,15,Male,2.4,15,31900,Master’s Degree,No,3,0
764,765,18,Male,2.8,17,47309,Doctorate,Yes,4,1
765,766,16,Male,2.9,18,68817,Bachelor’s Degree,Yes,2,1
766,767,15,Male,3.1,14,29583,Some College,Yes,1,0
767,768,15,Male,2.7,17,72801,Master’s Degree,No,1,1
768,769,18,Female,3.1,15,38877,Some College,No,2,0
769,770,18,Male,2.9,11,57149,Master’s Degree,Yes,1,0
770,771,15,Male,2.9,12,37599,Bachelor’s Degree,No,4,0
771,772,17,Female,3.1,6,76460,Bachelor’s Degree,No,4,1
772,773,18,Male,2.8,6,44550,Master’s Degree,No,1,0
773,774,16,Female,3.7,8,41452,Bachelor’s Degree,No,2,0
774,775,15,Male,2.5,20,74617,Doctorate,No,1,1
775,776,16,Female,2.4,12,25377,Master’s Degree,Yes,1,0
776,777,17,Male,3.8,12,78736,Bachelor’s Degree,Yes,3,1
777,778,15,Female,3.2,11,36665,Doctorate,No,2,0
778,779,17,Male,3.4,15,62968,High School Diploma,Yes,0,1
779,780,16,Female,3.6,10,60927,High School Diploma,No,1,1
780,781,17,Male,2.9,7,52225,Doctorate,Yes,0,0
781,782,15,Male,3.5,16,78806,High School Diploma,Yes,0,1
782,783,15,Female,2.8,14,49042,Doctorate,Yes,3,0
783,784,16,Male,3.2,19,77075,Master’s Degree,Yes,2,1
784,785,15,Female,2.7,6,67358,Some College,Yes,3,0
785,786,18,Female,2.3,11,55255,High School Diploma,Yes,3,0
786,787,16,Female,2.7,20,37019,Some College,Yes,3,0
787,788,16,Female,2.1,19,69753,Master’s Degree,No,3,1
788,789,18,Female,2.5,9,43342,Master’s Degree,No,1,0
789,790,18,Male,3.3,15,63558,Doctorate,No,4,1
790,791,18,Male,3.2,17,64422,Master’s Degree,No,4,1
791,792,17,Female,2.3,14,65914,Master’s Degree,No,4,0
792,793,16,Female,3.7,17,61712,Some College,No,0,1
793,794,18,Female,3.1,11,74754,Doctorate,Yes,0,1
794,795,16,Male,3.4,6,73835,Doctorate,Yes,2,1
795,796,15,Male,2.7,10,67811,Master’s Degree,No,4,0
796,797,15,Female,3.3,10,62707,Master’s Degree,No,0,1
797,798,18,Female,3.0,13,77911,High School Diploma,No,1,0
798,799,15,Male,3.0,13,64699,Doctorate,Yes,3,0
799,800,18,Female,2.6,9,70470,Master’s Degree,Yes,3,0
800,801,18,Male,2.0,20,57480,Doctorate,No,2,1
801,802,16,Female,3.1,7,36953,Some College,No,2,0
802,803,17,Female,4.0,9,26030,Some College,No,4,0
803,804,16,Male,4.0,12,54418,High School Diploma,No,4,1
804,805,16,Female,2.1,8,63703,Doctorate,Yes,0,0
805,806,18,Female,3.0,18,77358,Some College,No,3,0
806,807,16,Female,2.6,12,54695,Bachelor’s Degree,Yes,4,0
807,808,17,Male,2.5,15,53570,Some College,No,2,0
808,809,16,Female,3.8,13,46505,Some College,Yes,2,0
809,810,17,Male,2.2,6,45341,Bachelor’s Degree,Yes,3,0
810,811,15,Male,2.8,13,27718,Some College,No,2,0
811,812,17,Male,3.1,9,28041,Bachelor’s Degree,No,3,0
812,813,17,Female,3.8,10,37927,High School Diploma,Yes,3,0
813,814,18,Female,3.6,8,76852,Bachelor’s Degree,Yes,1,1
814,815,18,Female,3.3,6,60114,Bachelor’s Degree,Yes,0,1
815,816,18,Female,2.6,12,53093,Doctorate,Yes,2,0
816,817,17,Female,2.0,13,31500,Master’s Degree,No,3,0
817,818,17,Male,3.3,16,36565,Bachelor’s Degree,Yes,4,1
818,819,17,Female,3.5,11,36980,Some College,No,0,0
819,820,16,Female,3.1,19,51456,Master’s Degree,No,1,1
820,821,18,Female,2.4,12,36172,Bachelor’s Degree,No,3,0
821,822,15,Female,2.6,20,62022,High School Diploma,No,4,0
822,823,15,Male,2.9,12,77714,Some College,Yes,0,0
823,824,16,Male,2.1,15,40936,Doctorate,Yes,2,0
824,825,16,Female,3.5,19,43177,Doctorate,No,1,1
825,826,18,Female,3.9,12,54990,Bachelor’s Degree,No,3,1
826,827,17,Female,2.4,13,73368,High School Diploma,Yes,4,0
827,828,16,Male,2.5,11,45629,Master’s Degree,No,3,0
828,829,15,Male,3.2,19,60663,Master’s Degree,No,4,1
829,830,16,Female,3.4,16,65326,Doctorate,No,1,1
830,831,16,Male,3.7,16,50264,Some College,Yes,2,1
831,832,15,Male,2.6,11,60999,Master’s Degree,No,0,0
832,833,17,Male,3.8,15,46134,High School Diploma,Yes,2,0
833,834,18,Male,2.6,11,52267,Master’s Degree,No,2,0
834,835,15,Female,2.9,16,68543,High School Diploma,No,0,0
835,836,15,Male,2.5,10,25954,Some College,No,4,0
836,837,17,Male,2.5,20,63898,Master’s Degree,Yes,4,1
837,838,18,Male,3.6,14,33965,Bachelor’s Degree,Yes,3,0
838,839,18,Female,3.1,10,76409,High School Diploma,No,4,1
839,840,15,Male,3.9,14,69921,Master’s Degree,No,1,1
840,841,16,Male,3.3,20,52703,High School Diploma,No,1,1
841,842,15,Female,3.8,13,57877,Master’s Degree,No,3,1
842,843,16,Female,2.5,19,45617,Doctorate,Yes,0,1
843,844,16,Male,3.8,7,31815,Doctorate,Yes,3,0
844,845,18,Female,3.8,9,46019,Master’s Degree,Yes,1,0
845,846,15,Male,2.3,7,58403,High School Diploma,Yes,0,0
846,847,18,Male,2.6,15,49594,Doctorate,Yes,1,0
847,848,16,Female,3.9,19,32641,Bachelor’s Degree,No,4,1
848,849,15,Female,3.2,14,35417,Some College,No,3,0
849,850,18,Male,2.2,9,42806,Master’s Degree,No,3,0
850,851,17,Female,2.0,7,33705,Some College,Yes,3,0
851,852,18,Female,2.6,10,69089,Some College,Yes,3,0
852,853,15,Male,2.6,18,62251,Some College,Yes,3,0
853,854,15,Female,2.5,11,26563,Bachelor’s Degree,Yes,0,0
854,855,16,Male,3.5,19,71065,Master’s Degree,Yes,4,1
855,856,17,Male,3.2,9,74968,Bachelor’s Degree,Yes,4,1
856,857,18,Male,2.2,12,29529,Bachelor’s Degree,No,2,0
857,858,16,Female,3.6,8,34645,Doctorate,Yes,4,0
858,859,15,Male,3.9,20,70519,Master’s Degree,Yes,2,1
859,860,18,Male,2.8,18,52845,Master’s Degree,No,0,1
860,861,17,Female,3.6,9,36933,Some College,No,3,0
