,Lines_of_Code,Cyclomatic_Complexity,Code_Churn,Bugs_Reported,Code_Coverage,Number_of_Commits,Time_Since_Last_Update,Number_of_Dependencies,Number_of_Review_Comments,Number_of_Exception_Handlers,Code_Duplication_Ratio,Number_of_Unit_Tests,label
332,1092,6,163,3,55.95703359980241,44,291,2,12,9,0.42862953156353056,20,1
333,1239,5,72,2,75.61964103660533,33,333,9,7,4,0.3465162198426131,22,0
334,290,19,102,1,67.4415953729315,20,180,2,0,6,0.26484051477612613,21,0
335,352,9,129,2,68.74124621749988,42,358,3,16,5,0.41682259446287867,11,0
336,1080,24,106,3,81.06653120778536,32,235,10,11,8,0.21543213216629326,44,1
337,1027,15,136,0,85.93590566311012,42,343,1,3,7,0.10505703854946463,45,1
338,1284,14,106,0,55.53017994365804,35,196,7,12,3,0.1495778115392007,26,1
339,1379,6,23,2,51.77951154032382,18,308,1,8,4,0.2575303689637242,37,0
340,1446,7,86,2,99.71651513428574,37,80,11,6,6,0.27035208840985614,37,0
341,227,27,145,2,61.636417445777596,13,135,9,4,7,0.4047346049562045,31,1
342,117,27,27,1,52.691526245422956,31,22,11,4,4,0.3977628345896439,47,1
343,665,16,87,2,59.493766454796,28,331,11,16,8,0.2948696130302417,16,1
344,669,24,113,0,51.94789231742321,17,225,1,8,9,0.39258488684908344,24,0
345,1446,9,79,0,69.59054473085858,30,58,5,5,3,0.10396899456389877,41,0
346,785,9,133,1,90.12008922256621,33,93,7,18,3,0.03453161827571423,20,0
347,725,10,92,0,67.06222248788603,47,192,3,15,7,0.43808057309100307,33,0
348,1411,34,58,4,72.20917034391833,32,103,9,1,0,0.04702170194375709,12,0
349,953,13,93,1,83.77933867837194,32,7,8,9,7,0.13087733057455866,39,0
350,1061,6,147,5,75.44470350349401,12,128,13,15,4,0.35070628531594844,15,1
351,254,25,69,2,93.07228430106622,27,55,3,4,0,0.21062948943738147,11,0
352,589,16,80,2,93.30178375228783,33,231,5,14,3,0.4393938452585993,23,0
353,884,7,147,7,50.49553477455768,9,362,7,12,1,0.15601009938451207,27,1
354,1227,24,153,2,88.90231532415996,46,62,12,12,3,0.015816959867986057,40,1
355,345,30,151,2,73.03668001208369,11,240,14,12,7,0.15732126387476464,22,0
356,1299,26,64,2,99.44202706518315,46,90,4,14,4,0.2932567741005675,35,0
357,1162,16,97,0,74.16160379377176,40,232,5,13,0,0.19420980394761375,21,0
358,858,28,165,0,99.34479726941487,45,233,3,7,6,0.27208765032179005,27,1
359,637,21,53,2,87.72846806028683,31,354,9,10,0,0.43953307822915916,18,0
360,1020,14,39,1,62.430244230665316,6,333,10,17,8,0.45711767657288055,30,0
361,507,34,176,2,76.91974896434789,29,292,9,3,2,0.14032729168051494,49,0
362,624,28,106,0,99.60678197392915,13,345,7,9,2,0.23644883190225136,33,0
363,927,31,15,1,92.87653038759618,31,152,10,0,5,0.27908056746831106,43,0
364,1002,18,103,2,54.868344689561056,5,145,2,4,9,0.4750651038752411,17,1
365,135,27,114,1,85.3185998404998,27,130,7,12,5,0.4993224863905485,42,0
366,784,21,78,2,67.27897929354066,14,141,7,0,5,0.12534955193234806,32,0
367,119,22,198,2,50.349113094017405,46,93,11,7,0,0.36622013695944955,22,0
368,420,23,178,4,70.17404845134998,29,114,5,2,4,0.19523522049426564,23,0
369,611,21,13,1,61.73772108624856,7,284,9,2,5,0.013973016474244482,23,0
370,499,18,7,1,90.94346352602358,10,143,13,6,7,0.014533735993592154,25,0
371,753,13,89,1,66.86653044228828,10,223,12,3,0,0.2356773437055053,47,0
372,1071,12,30,0,91.37618469769086,6,232,11,2,4,0.24928410737212398,48,0
373,570,6,76,1,50.029896941739764,22,33,3,14,2,0.021059151320986902,35,0
374,1266,17,52,1,65.39095750130596,27,276,4,7,1,0.3465944342194082,35,0
375,1215,29,198,0,62.0582607153881,6,170,1,2,7,0.15406166041152702,10,1
376,1477,11,160,0,61.678368053430546,16,140,6,6,6,0.2843476197526152,41,1
377,933,13,121,0,53.40933098827313,26,357,4,17,9,0.15745034585105522,24,1
378,826,26,158,3,59.35621352052509,41,201,1,10,6,0.09189581428596051,30,1
379,953,26,157,2,77.777478494281,24,23,2,10,4,0.2095151319134489,27,1
380,150,15,16,1,64.56805364188722,43,224,3,16,8,0.12381394874734536,39,0
381,674,18,137,4,70.8697391164574,28,270,9,5,4,0.27205247869039234,22,0
382,1313,8,52,2,68.84334401735943,24,347,13,7,1,0.10742597984037518,33,0
383,1248,30,41,0,93.79524624999473,5,153,8,0,2,0.25911892855586727,39,0
384,249,30,48,1,95.26494995052578,5,333,7,9,3,0.0871154722857451,11,0
385,413,33,19,2,74.647848582793,21,85,13,18,4,0.33877760764803466,28,0
386,669,17,47,0,66.50779751578023,5,109,11,2,2,0.3794294653762978,34,0
387,1465,6,180,0,55.34003520011818,49,31,12,3,6,0.06409317478246755,23,1
388,404,27,91,2,97.67014396910474,34,229,14,10,4,0.2392231818982962,15,0
389,781,9,74,3,53.011347245014875,45,240,4,14,4,0.044727133320888054,21,0
390,937,15,50,2,64.88251387841402,7,363,1,0,5,0.3031093983155812,29,0
391,1177,10,112,2,64.90331005850021,15,310,8,8,6,0.13955810598552623,32,1
392,1102,22,127,1,66.02006430701074,28,141,4,10,9,0.26853598385096683,39,1
393,543,25,175,0,58.214342163620465,26,156,3,18,9,0.2635558945983027,39,0
394,712,14,25,1,89.15807154618486,48,299,9,12,7,0.4629336296349622,47,0
395,1092,8,155,1,56.12489309829946,49,345,10,15,8,0.2790507790586742,39,1
396,363,13,111,0,81.74533295765814,30,99,4,3,3,0.29566925506197467,39,0
397,1176,10,84,1,56.19230133529087,17,47,4,0,4,0.20681003162454634,45,0
398,1103,6,51,1,53.52678187964783,5,327,14,19,4,0.47504900555958024,43,0
399,104,21,121,1,95.47147518429382,28,67,9,12,7,0.39082109562540873,25,0
400,1226,9,128,2,59.506438315935284,14,62,13,0,8,0.14984859224839236,33,1
401,1319,29,147,3,91.0625077279852,39,109,12,4,6,0.4236626970303537,23,1
402,873,10,29,1,77.2315435553568,28,167,11,4,4,0.22187421649069408,35,0
403,976,30,40,2,53.89282598043848,32,37,12,13,2,0.416046900331461,17,1
404,1091,16,55,4,97.77240957190338,40,119,14,13,0,0.413215153463816,23,0
405,983,27,19,2,62.34805834959462,20,86,2,7,8,0.10254639151379864,40,1
406,1473,25,72,0,92.98226726763033,44,52,14,3,4,0.3535591543779527,11,0
407,146,14,25,2,58.44050028922821,20,91,12,6,8,0.15241505496020025,13,1
408,966,26,145,3,92.69714410709264,21,289,5,19,9,0.15577140829640743,10,1
409,922,25,23,1,50.6614406452647,19,337,4,18,3,0.15521055767148456,29,0
410,1035,31,38,1,75.58902282847403,20,298,9,14,4,0.3655284413043746,23,0
411,755,29,82,1,88.47212897107784,19,204,12,3,3,0.12261476047834267,49,0
412,368,10,129,2,96.73977587463916,38,238,5,18,1,0.010443859270584211,34,0
413,469,31,121,4,95.46010681032436,15,155,9,8,0,0.36046605820649025,34,0
414,735,12,56,4,90.98124347738224,5,240,11,12,7,0.09388052447921137,12,1
415,1229,6,31,1,94.4095674830652,19,136,9,13,3,0.06119637370083898,14,0
416,756,16,161,1,59.960984291853826,30,362,14,13,4,0.12638289909108946,47,0
417,219,17,160,6,64.20921478558644,8,64,2,9,5,0.19615125593812496,35,0
418,930,29,39,1,64.44842624605292,47,123,14,15,7,0.24319410046186835,49,1
419,1181,25,140,2,68.85269655008494,9,254,9,4,7,0.0318393199491891,47,1
420,1469,11,148,0,69.66603351925943,39,114,3,5,6,0.4855809329874066,47,1
421,840,14,110,1,77.22776623273377,17,20,4,1,3,0.3608708961755835,13,1
422,216,17,168,3,57.99398816832207,14,16,1,12,5,0.16836509200892472,16,0
423,890,21,162,4,84.56233318929947,15,145,14,12,3,0.1661616560698447,39,1
424,1250,30,150,3,58.37832696522533,22,208,1,18,6,0.2297858491905451,39,1
425,1112,25,6,2,65.51542410522738,38,19,1,17,0,0.31685996315388615,28,0
426,1181,32,181,0,75.1672565303077,43,166,9,18,4,0.0817228026285942,48,1
427,733,34,81,1,89.82202807617386,45,38,11,0,9,0.10257560874482663,44,0
428,612,30,136,1,86.97346166193637,46,181,8,7,9,0.43112294558843994,49,0
429,901,18,94,3,82.27671782052612,27,349,5,15,3,0.13556491270564555,42,0
430,1219,6,93,4,57.78866302900851,11,105,5,1,6,0.196295549007837,42,0
431,1241,32,98,1,77.35226728077889,43,100,9,7,8,0.43692320696555736,23,0
432,659,26,11,1,54.37232508999427,7,90,3,5,4,0.33494243640591304,47,1
433,587,15,99,1,68.86815883983255,16,300,3,15,3,0.1774388208774273,19,0
434,1360,5,112,1,70.67582651449796,11,332,7,10,8,0.3450127774050642,37,1
435,996,23,78,2,51.99057197228769,30,79,9,16,4,0.019644775536892718,23,0
436,1395,25,43,2,63.69940497349859,37,73,6,18,8,0.370464903405569,45,0
437,1312,8,145,2,97.78247336332447,41,176,14,10,7,0.24863785985295736,47,1
438,803,23,163,3,97.68163039148448,19,96,2,7,3,0.408459252169386,25,1
439,680,30,75,1,67.61635271262696,6,345,1,3,6,0.4777724494831695,30,1
440,889,33,195,2,52.1550054474162,45,103,2,10,4,0.46363638925233847,37,1
441,960,25,60,1,58.954746966409076,11,224,14,7,9,0.45553987129311696,42,0
442,346,15,174,2,69.610889671677,36,6,14,8,3,0.2609632784076047,15,0
443,1199,12,193,1,97.38898489846149,8,122,1,1,4,0.18646963592807964,24,1
444,253,15,46,1,57.059953176859246,24,236,10,15,4,0.23786730911802967,12,0
445,1096,8,188,2,88.1757921834106,40,116,10,5,8,0.3480490416235468,44,1
446,1209,21,40,1,55.4341269687346,36,163,9,18,8,0.4431589106668815,23,0
447,796,31,88,1,99.06287886956383,32,226,10,7,5,0.11142328847005857,11,0
448,1408,11,122,0,69.08082495545675,17,230,12,13,3,0.45991464764623446,38,1
449,1343,12,11,1,88.7617269449528,5,182,14,15,1,0.40943831366524563,13,0
450,1192,7,58,1,67.12955414055659,39,249,13,11,2,0.48963944743733495,35,0
451,1170,26,133,2,81.38344385794043,34,318,8,4,1,0.4413233689080267,21,1
452,1108,6,176,0,59.60080423700184,40,210,7,18,4,0.14716929154903427,11,1
453,193,27,124,2,57.30105096484813,29,144,3,17,5,0.06191839655858337,26,1
454,1057,19,177,3,96.90320697840656,20,345,8,8,4,0.06499812527587842,44,1
455,1111,28,110,0,95.88236389522167,23,96,2,1,1,0.1526994261033553,19,1
456,552,26,51,2,94.37344701064413,5,346,2,19,4,0.3109500247524242,31,0
457,1327,26,127,2,81.27167250832967,9,244,11,11,8,0.4041169597876145,30,1
458,1011,9,145,1,90.41341056081392,26,86,10,1,3,0.45063265042096673,24,1
459,317,28,123,2,53.451846845568745,28,184,3,9,9,0.31563915834092404,44,1
460,573,5,154,0,66.73945209453396,47,121,7,0,1,0.012759343246546328,30,0
461,531,30,122,3,65.68515623785781,49,332,1,3,2,0.10129522049408142,30,1
462,440,8,25,3,81.78226609763067,41,92,8,11,2,0.05886583988815029,30,0
463,650,19,141,0,67.79788867353203,40,70,12,8,8,0.18802899302881493,41,0
464,1412,24,30,1,57.42533908218404,40,133,7,3,3,0.2556619868805355,14,0
465,1377,23,13,2,79.82335377067719,8,279,4,8,0,0.03126461750349482,48,0
466,456,7,19,1,90.71919603345407,40,137,14,5,0,0.18075420813987111,18,0
467,122,24,14,2,69.10617472299866,22,314,5,0,6,0.09779804056640806,27,0
468,621,15,126,0,56.61343575492408,20,187,10,9,6,0.32706438146684824,30,0
469,1223,21,125,1,59.83440986564115,45,221,13,13,1,0.23749346096892662,17,1
470,901,34,129,3,61.8741652584692,22,46,1,17,8,0.2527056469976153,43,1
471,1303,31,174,2,64.99487964972681,26,278,4,5,8,0.21956897613639595,19,1
472,1346,17,76,3,82.13975352531546,6,192,1,17,4,0.47844965813841783,33,0
473,861,15,156,1,80.04727422688595,25,8,1,19,2,0.11522021130956597,49,1
474,541,6,53,0,84.80399307835197,40,276,10,15,2,0.2631654873234984,33,0
475,868,13,158,2,68.12509922657566,48,179,1,14,2,0.3706485104990146,41,1
476,1115,30,95,1,91.19988259399892,43,334,7,15,5,0.2828537624359357,42,0
477,1448,6,41,1,60.204383057788014,43,39,7,7,3,0.4652202340012325,47,0
478,615,25,72,0,73.4520373759077,33,293,4,12,7,0.19520449426422926,43,0
479,1139,13,54,2,90.0469360770715,30,178,13,10,4,0.23720114482885724,20,0
480,891,13,156,1,59.00793238663096,25,162,12,6,0,0.05337593445521693,40,1
481,435,12,23,6,55.49315568703915,21,331,2,16,8,0.308409564415445,27,0
482,357,21,104,3,94.18419838439948,20,104,12,17,0,0.15122386453957196,32,0
483,596,5,64,0,67.14648313795979,35,161,3,18,5,0.08855142936262873,31,0
484,995,29,171,2,84.1935062454516,13,287,8,12,0,0.27682033352320895,27,1
485,259,33,93,1,51.267430213196924,35,123,13,14,2,0.2708320290561562,49,1
486,951,15,150,2,84.50234442047248,18,54,8,0,9,0.0471771041997833,48,1
487,789,12,151,3,65.80506557734853,41,34,11,15,4,0.3521255722122917,29,0
488,479,14,168,2,52.787042679372085,6,242,11,4,9,0.31564837341891794,22,0
489,1056,29,187,2,80.49063807740585,18,113,6,2,6,0.10261846854578363,10,1
490,790,11,73,2,62.04019080365866,37,318,10,9,9,0.24002308245548148,13,1
491,1391,7,179,0,69.340362102594,39,23,9,18,7,0.3629582290744944,33,1
492,1291,7,53,1,54.02904061432568,43,46,11,4,8,0.2694235128652255,45,0
493,1166,22,112,0,57.35816255474727,24,312,12,6,5,0.20378964732994942,45,1
494,384,9,165,2,64.89886177479218,6,135,9,13,8,0.16794584445966237,11,1
495,496,16,123,2,54.48797502800786,45,118,4,2,7,0.30909299465558626,37,0
496,111,16,153,1,95.54131323431577,23,189,12,12,8,0.47016326217201787,35,0
497,1425,23,154,0,50.30235215919892,41,131,1,12,9,0.33915497183396687,32,1
498,1376,34,180,0,74.19301094321557,22,212,1,9,3,0.0466254927817946,24,1
499,598,10,41,0,56.162372906627574,20,113,12,1,8,0.23573563700624556,45,0
500,853,6,147,4,65.38395447389743,8,44,10,5,6,0.44650382444020753,36,1
501,134,16,167,1,96.30297799091328,16,128,5,7,4,0.056286588642532574,15,0
502,826,23,164,1,58.08472766369934,33,364,14,3,4,0.49454909894739624,44,1
503,948,9,15,1,98.29161598591662,11,158,13,11,0,0.4750440028862564,48,0
504,189,16,142,3,60.289718849471086,18,273,2,14,1,0.048354495557639175,47,0
505,875,31,82,3,87.07830542334148,16,315,6,7,9,0.4673725270202819,44,0
506,704,31,81,3,77.33386324486558,39,355,7,6,2,0.18793496922713648,45,0
507,1069,21,189,1,94.22393637983797,9,340,1,13,7,0.42390749186717264,19,1
508,1121,33,157,1,77.69966277515655,21,45,6,18,5,0.21500783547950306,39,1
509,517,21,6,5,76.72796095781544,46,108,8,13,9,0.2260190052242328,47,0
510,214,14,68,1,59.772900018419996,36,219,12,12,4,0.3207791145789959,38,0
511,716,29,39,1,58.311468102582936,14,318,5,0,0,0.38949393544523186,48,1
512,1319,27,11,1,95.82445755577571,47,315,14,18,8,0.02655668396464183,13,1
513,925,21,89,0,66.39190994250171,21,177,12,0,2,0.3006464378082958,14,0
514,1198,19,150,0,68.6041127481448,9,228,7,3,2,0.10149916710771177,13,1
515,512,16,71,0,87.99118292141942,49,191,10,9,1,0.17951526375296945,45,0
516,1499,34,46,3,66.94117412114036,46,160,6,2,3,0.1805046464160561,25,1
517,828,20,122,0,97.60312233195015,13,267,4,19,1,0.2398395667083653,34,1
518,1400,28,129,0,86.89638844994002,37,358,7,8,8,0.17372684181932496,23,1
519,1120,23,171,0,79.871462128671,40,326,10,2,9,0.0626069480408272,20,1
520,860,12,173,1,94.04475802723763,40,190,9,5,6,0.0813580818774712,38,1
521,775,25,28,1,52.48029541747414,22,175,10,5,7,0.026384612924937857,43,0
522,556,21,192,0,62.85313460946044,13,290,10,11,2,0.2404220518110896,31,0
523,1019,27,50,2,73.25181671104549,33,357,13,0,5,0.4776793704779644,23,0
524,291,9,23,0,61.34892697357605,18,145,7,15,9,0.06668085958757711,33,0
525,838,26,72,1,87.1952593651076,29,232,12,4,5,0.47366960157151017,48,0
526,1222,20,106,0,95.96040155268625,19,360,14,8,0,0.36934714221872583,35,1
527,1077,10,46,3,71.18850599654617,10,204,5,9,5,0.32237441343774,45,0
528,1108,12,36,2,67.10663000559475,46,213,7,12,2,0.3261861001085458,48,0
529,195,29,171,1,98.07753660687831,33,40,3,14,2,0.41509654771417825,25,0
530,762,22,113,1,72.24262164137704,19,275,2,11,2,0.06239073354611247,47,0
531,1313,29,40,3,74.45242002246417,33,323,11,4,9,0.25732961854711545,41,0
532,136,16,101,1,67.58249361709527,8,82,5,4,9,0.3515746577477717,15,1
533,1492,19,168,1,95.47742365060691,22,181,4,17,7,0.2975420180860462,43,1
534,378,31,135,1,78.44777416409254,48,320,5,11,4,0.4180617448014144,17,0
535,316,30,77,2,88.10872935908223,43,83,8,2,3,0.04541313741556223,39,0
536,966,13,140,1,90.59033591754431,20,303,12,6,8,0.34844350935459134,36,1
537,972,17,101,0,67.09245209586291,15,262,4,16,8,0.2716735878885117,16,1
538,1396,30,127,1,71.684716566019,18,272,9,18,0,0.19578882335017228,36,1
539,161,19,74,2,92.42358872031323,7,200,7,17,1,0.17673474129467512,34,0
540,695,14,173,1,68.16276758379051,46,240,10,0,7,0.3142079900593545,24,0
541,828,20,17,0,89.69675667259256,42,180,13,4,4,0.44658773357568976,34,0
542,1465,11,53,5,97.04961612872185,49,171,12,1,6,0.2531262037895465,31,0
543,496,21,64,2,81.16051865340035,46,295,7,0,0,0.4141143503976909,27,0
544,798,27,134,0,87.08136437259444,22,177,13,6,9,0.20705662710354408,21,0
545,1142,30,192,3,90.25486560205675,24,237,13,10,4,0.060173286768656506,32,1
546,276,25,9,3,92.25198244483212,29,138,8,10,2,0.040137810864732885,48,0
547,495,26,176,0,69.7526668928398,42,327,12,17,9,0.035153841948602015,34,1
548,544,30,31,2,52.56317295879991,17,311,6,16,1,0.1962735695592583,19,1
549,1356,11,164,1,70.09381356183698,8,129,8,1,1,0.17524649790956262,39,1
550,175,18,153,1,83.68781148920449,18,49,3,6,8,0.36178914157505904,19,1
551,364,19,12,2,72.51751928903964,37,164,10,6,3,0.37398253577658425,43,0
552,554,25,54,2,87.44815754301993,32,277,10,9,3,0.03491844472853251,22,0
553,817,11,71,0,67.8491214734332,41,293,14,2,6,0.11835039881561732,38,0
554,834,13,48,1,81.73720705520148,12,116,1,11,9,0.14438830657786086,47,0
555,950,23,129,0,59.32099024269873,48,24,6,2,9,0.2783298722299766,18,1
556,1490,20,62,1,87.46847183224784,38,311,1,10,1,0.08081245971440562,22,0
557,243,12,7,3,77.28479844065129,48,25,9,11,2,0.07563119750600017,46,0
558,984,22,90,0,60.203219427330026,9,127,14,3,2,0.47245655571189943,23,0
559,1192,31,74,2,64.59555867489036,9,234,2,15,5,0.4040594245759127,46,1
560,1222,27,134,3,87.43043542909162,35,209,11,19,2,0.09852090202467344,18,1
561,495,33,176,4,74.13006178307603,49,93,2,17,4,0.20921822587369057,17,0
562,1148,22,6,1,60.80157201965361,13,94,7,3,3,0.18425477963620712,48,0
563,1047,34,106,3,98.36355951851488,46,327,2,5,2,0.39759199629204955,49,1
564,990,24,39,0,85.75625099084439,36,225,10,14,7,0.26000432907427984,12,1
565,1274,11,102,5,97.85674162698982,37,280,8,0,9,0.07264637112679884,49,1
566,1267,7,34,3,71.35525226801715,7,11,6,2,2,0.3721061109465595,42,0
567,668,22,120,2,73.75501703458602,34,329,14,4,5,0.2044751093302103,41,0
568,1162,31,12,0,94.89776080925097,16,12,7,16,6,0.13883288133975205,16,1
569,208,14,154,1,76.25246701226924,33,35,7,13,6,0.19399432479015288,28,0
570,1165,11,48,0,85.36394559528335,7,228,6,8,1,0.2539007161673792,43,0
571,1309,21,190,2,62.6086438747765,30,220,10,2,2,0.17812660304433464,23,1
572,1034,18,40,0,72.33632343513203,34,141,11,12,9,0.12853382856996134,28,0
573,497,28,81,0,56.17249329051776,13,23,9,2,9,0.20526599411395036,35,1
574,1346,7,35,2,60.299001793848085,30,83,13,10,3,0.01939472626745014,26,0
575,733,16,51,2,50.04717076338155,6,229,9,1,6,0.3885239445871938,37,0
576,1256,32,59,1,51.963252582433014,7,344,7,14,1,0.09376299784811704,28,1
577,1286,17,110,2,98.86419115884647,8,80,9,12,2,0.03151326067901225,36,1
578,1338,6,194,1,62.117684756838116,29,353,13,18,6,0.3303123595234888,28,1
579,832,7,162,1,83.1655354752001,17,290,10,15,6,0.3892287031235994,42,1
580,334,9,125,1,91.95498493998058,43,331,3,17,9,0.4087762744804932,16,1
581,757,15,59,4,77.53302296182821,48,159,3,6,2,0.251819499503694,38,0
582,850,12,148,0,57.65722500419781,39,128,1,12,0,0.11063041049809279,14,1
583,687,30,16,2,86.40582186680831,27,190,5,3,2,0.3712415618524151,39,0
584,1132,27,149,0,80.01257050497915,13,31,4,8,4,0.3528594078056252,17,1
585,1197,27,148,1,86.56252946736876,6,359,2,9,6,0.1306726597105549,21,1
586,1053,16,144,1,88.48733114285436,45,15,9,8,3,0.45266980037276855,22,1
587,591,11,140,1,98.77051838423725,48,313,3,6,0,0.06114201446058621,35,0
588,1012,19,7,1,78.6781640013355,35,75,8,14,5,0.49151723739974956,27,0
589,1376,28,148,5,67.0820556345301,48,34,6,7,1,0.43152142737895766,29,1
590,1353,21,34,1,82.42322784501185,6,359,14,18,2,0.34707033628474687,25,0
591,1297,8,27,1,53.422035462131305,36,196,13,10,3,0.4699874452571181,46,0
592,1291,33,96,0,94.8698659160793,22,331,5,4,5,0.3639324724786168,12,0
593,269,26,119,3,55.96905056690984,17,29,1,1,5,0.1033239285447225,36,1
594,1045,29,108,2,66.39214189429092,9,194,4,9,6,0.22665650767527776,24,1
595,894,17,122,0,90.78726903130604,46,16,3,15,4,0.04503648192250133,43,1
596,733,22,9,1,79.8656189165356,48,77,1,12,6,0.20093213692117656,31,0
597,1317,5,108,0,69.68177601387211,14,293,12,7,1,0.37338547967123226,49,1
598,128,20,112,2,73.67178296875107,47,81,5,8,0,0.19935724195610052,32,0
599,1288,17,69,1,92.72736966010902,29,124,6,10,9,0.17184414597938572,13,1
600,438,14,125,1,67.00021930299461,38,19,2,10,7,0.30172430403005285,32,0
601,1488,16,34,3,93.48248424060856,41,102,14,15,0,0.4373802192094586,18,0
602,1465,34,153,3,54.406721548834575,34,77,3,9,1,0.03331576434759509,33,1
603,599,6,88,4,88.83992186043153,11,229,11,11,9,0.19888051300287035,30,0
604,610,27,154,2,92.37738165273682,10,297,14,5,5,0.08753796348947872,25,0
605,1450,7,36,1,59.09088264186694,7,203,6,11,0,0.3507235828586161,34,0
606,316,14,165,3,71.51732661861001,17,61,4,9,9,0.06180503461125609,35,0
607,1424,6,20,0,58.27498873318278,7,26,9,17,2,0.33575580170431985,18,0
608,1255,34,42,5,85.33020644971089,30,71,5,17,6,0.1502286266909746,24,0
609,1193,31,146,0,76.76738840308283,28,103,4,3,7,0.10746923873124009,48,1
610,1375,27,40,2,81.76616733541604,10,326,2,8,3,0.4688127533342428,42,0
611,544,17,155,2,59.824348347810556,47,363,6,6,2,0.019077042605518374,10,0
612,975,17,118,3,60.587293102620976,46,157,10,17,0,0.22451086322588878,14,1
613,1305,22,70,1,52.07486627549532,16,363,2,7,8,0.020597226306278953,18,1
614,266,7,109,2,66.10337675978649,40,359,12,10,9,0.2469605935711212,15,1
615,190,31,89,2,77.98723306668374,6,194,13,6,5,0.2555132151192649,37,0
616,813,11,6,1,92.89674569986644,15,275,7,8,5,0.16761461098342603,35,0
617,138,18,197,0,83.34637237293404,43,324,3,7,8,0.0747592709872616,37,0
618,1249,24,79,5,71.76981616998756,38,186,9,2,0,0.1944298934898929,49,0
619,272,33,71,2,97.65600571970688,30,326,11,16,5,0.33940884056695736,24,0
620,752,34,184,0,85.96226002879159,22,113,5,1,4,0.393373946235785,15,0
621,853,21,194,1,96.5082601431275,25,313,8,14,5,0.27006779517018975,36,1
622,1343,33,155,3,76.37939866360828,40,165,11,13,7,0.2990188532754802,47,1
623,1181,34,158,0,62.94521373965698,44,61,6,17,4,0.10830202185107982,13,1
624,575,25,59,0,52.6413343182361,48,92,14,15,1,0.15079186328154823,20,0
625,555,16,10,1,86.30424257419253,26,286,12,19,1,0.08932884892565562,30,0
626,928,29,167,4,56.06514990027671,34,153,10,3,9,0.13215472150225954,39,1
627,994,20,154,2,65.13875641359836,47,225,8,19,4,0.12019452231051056,27,1
628,1484,28,175,1,76.62354539419488,34,127,13,5,2,0.26452990533170645,44,1
629,1124,16,147,2,78.22082938898738,12,193,13,5,9,0.2857174903374574,12,1
630,486,19,90,4,80.0291598493568,38,115,11,10,2,0.4730242362025372,21,0
631,447,29,64,0,58.31276651748503,13,262,12,16,7,0.1058296170797463,36,1
632,289,14,105,1,68.98687024108244,24,18,3,2,6,0.324421097979133,39,0
633,604,34,16,4,80.85971135584833,44,10,3,12,0,0.4104570418038862,30,0
634,1314,29,53,1,98.49094323168924,29,92,5,2,4,0.28451831725369575,47,0
635,1492,11,46,0,86.38155688498443,23,139,11,15,8,0.1349517897255271,30,0
636,923,24,170,1,96.1301878546979,9,333,10,14,3,0.1386496127098001,47,1
637,1028,9,86,1,88.11060291570885,15,357,3,10,0,0.02923399600478996,49,0
638,1033,5,177,0,79.58584844462003,19,340,8,17,7,0.15966767100875603,24,1
639,1240,34,39,0,59.60116845681723,12,52,10,14,4,0.37485580271165625,27,1
640,233,21,162,4,83.33428259462565,23,195,13,4,1,0.033283701031484085,38,0
641,157,7,162,2,81.16897829799535,27,206,12,15,0,0.11745468842736702,47,0
642,784,17,138,1,80.12345852286333,31,287,14,15,2,0.35605392428057314,30,0
643,771,18,71,1,74.48929339941203,44,93,8,16,8,0.39349926578320954,26,0
644,272,28,84,1,76.43283019946378,36,309,2,8,0,0.23310602093034494,27,0
645,914,34,11,0,66.7221263559052,30,145,12,2,3,0.35205642585453795,46,1
646,1272,22,184,1,75.96563463211515,31,86,4,19,7,0.2000965626408971,47,1
647,179,8,18,2,59.877795283923916,23,153,10,12,7,0.08835749006182247,21,0
648,985,22,77,0,90.25871986801883,46,2,13,2,9,0.2050932518262242,20,0
649,1336,34,147,1,59.28884773493539,33,342,1,6,7,0.29418423189954,29,1
650,302,9,153,2,54.24831449447332,43,260,4,5,9,0.47454610810791625,18,1
651,863,29,167,2,71.81230131785787,45,164,12,8,7,0.04368796652345189,10,1
652,1352,20,70,1,82.91537197530309,37,6,13,11,3,0.25862310598403065,12,0
653,1350,5,95,1,71.88584124667707,23,149,13,14,7,0.17117069132325496,30,0
654,146,25,134,1,63.83770659756543,41,205,11,19,8,0.2590727301955803,32,0
655,1356,18,167,1,77.90855919452204,23,118,13,2,6,0.02174796921450052,18,1
656,1428,19,24,1,67.35011677061,37,89,4,9,1,0.16338242380377485,28,0
657,1266,13,14,3,96.64338450633166,20,154,10,0,8,0.41173539228823247,28,0
658,1496,19,29,2,96.1322569801786,27,167,9,18,7,0.28143144958877236,32,0
659,1382,21,198,4,75.11859099860477,11,161,3,18,4,0.23078542147989753,36,1
660,755,29,29,2,66.39419970091292,30,270,2,12,2,0.1499072851405164,36,1
661,570,28,58,2,86.85662069783196,36,56,9,11,6,0.1560408361677644,48,0
662,1070,8,37,2,51.83564717415333,16,228,9,0,1,0.1977197024593864,45,0
663,1135,16,168,2,73.73845030218257,12,337,1,18,2,0.4194296478826346,21,1
664,1453,31,99,0,66.81616971351667,9,149,6,15,8,0.4839344713360515,36,1
665,835,30,18,1,96.02679425512773,46,46,10,14,3,0.22494113686168352,43,0
666,883,9,69,2,50.600151363634126,32,144,8,15,3,0.2027428909864033,42,0
