,age,gender,time_of_day,day_of_week,location_type,crime_type,witness_present,police_response_time,alcohol_involved,prior_arrests,weapon_used,property_damage,reported_by,incident_duration,label
420,27,1,1,3,2,3,1,42,0,5,0,8691,1,106,1
421,86,0,10,0,2,0,0,58,1,5,0,7813,2,13,1
422,51,0,17,0,2,3,0,48,0,0,0,1414,0,68,0
423,69,2,23,3,1,0,0,26,1,0,0,6708,0,114,0
424,27,0,14,1,0,0,1,48,1,2,0,8721,0,43,1
425,36,1,8,2,2,3,0,14,0,2,1,6635,0,57,1
426,75,1,22,6,2,3,0,59,0,2,0,3621,0,36,1
427,18,0,18,0,1,0,0,10,0,2,0,5315,0,120,0
428,86,2,8,6,2,1,0,21,0,4,0,754,2,14,1
429,21,2,2,1,0,1,0,55,0,4,0,2347,2,82,0
430,33,0,20,6,1,3,0,54,0,0,0,726,1,72,0
431,41,0,8,4,0,2,0,42,1,1,0,4923,0,96,0
432,97,1,13,0,0,1,1,28,0,5,0,2649,1,27,1
433,19,0,18,1,1,3,1,55,1,1,0,2815,1,106,0
434,49,2,6,1,2,1,0,14,0,3,1,9066,2,37,1
435,41,0,15,2,0,2,1,60,1,4,0,3279,1,87,1
436,29,1,15,2,0,3,0,12,0,2,1,2984,2,71,1
437,67,1,0,4,0,2,1,25,1,2,0,3807,1,76,1
438,52,1,3,1,0,3,1,60,0,3,0,7876,0,25,1
439,50,1,3,5,1,2,0,10,0,1,0,6099,1,67,0
440,50,1,6,1,1,1,0,25,0,2,0,607,2,90,1
441,78,0,7,2,0,1,0,43,0,1,1,6169,2,4,0
442,68,0,16,5,2,2,0,28,0,5,0,7790,2,106,1
443,60,0,4,0,0,2,1,37,0,3,0,5573,1,100,1
444,29,0,6,0,2,2,0,22,0,1,1,634,1,79,1
445,84,1,19,6,0,3,0,60,1,5,0,1074,2,96,1
446,82,2,19,3,2,1,0,32,0,1,0,1914,0,93,0
447,50,0,3,2,0,3,0,56,0,1,0,588,0,74,0
448,57,2,5,3,2,1,0,36,1,2,1,3231,1,85,1
449,91,0,6,5,0,0,0,16,0,0,0,6351,1,118,0
450,60,0,17,2,0,3,1,52,0,4,0,3838,2,16,1
451,61,2,4,4,2,1,0,46,0,1,0,1973,1,111,0
452,46,1,19,1,1,1,0,31,1,1,1,5044,1,19,0
453,30,0,2,4,2,3,1,14,1,1,0,6103,2,29,1
454,29,0,6,5,1,3,0,50,1,0,0,6683,2,116,0
455,63,0,21,2,0,1,1,56,0,5,0,5837,1,51,1
456,19,2,13,5,2,3,1,46,1,3,1,9443,0,18,0
457,52,1,6,1,2,2,0,36,0,2,1,6783,1,58,1
458,98,2,4,0,2,3,0,46,0,0,1,5594,0,44,0
459,25,2,21,0,1,3,0,30,0,5,0,3822,0,16,1
460,43,1,4,5,1,3,0,29,0,1,0,3389,0,65,0
461,91,2,22,3,0,1,0,15,0,5,0,5914,2,112,1
462,51,1,1,2,1,2,0,27,0,0,1,1780,2,2,1
463,24,0,20,2,1,0,0,38,0,0,0,3688,2,56,0
464,85,1,21,0,0,0,0,56,0,0,0,9916,1,79,0
465,75,0,5,6,2,2,1,44,1,3,0,7211,2,103,1
466,92,2,14,4,2,2,0,27,0,4,0,5037,2,28,1
467,46,2,20,6,0,2,0,33,1,2,0,6319,1,65,1
468,53,0,9,1,2,1,0,35,0,3,0,9869,1,5,1
469,38,2,22,4,1,0,1,11,1,3,0,8640,0,106,1
470,53,1,23,4,0,2,0,44,0,4,0,81,1,22,1
471,27,0,6,5,0,1,1,37,0,3,0,6278,1,117,1
472,90,2,4,0,0,0,0,25,0,0,0,6999,2,100,0
473,41,0,0,6,2,3,1,6,0,0,0,1406,0,110,1
474,81,1,12,6,0,1,0,22,1,5,0,7410,0,13,1
475,66,1,20,0,0,0,0,51,0,1,0,1480,1,65,0
476,53,2,17,6,0,1,0,37,0,3,0,9271,2,16,1
477,99,1,12,0,2,0,0,41,1,1,0,3598,2,119,0
478,41,0,20,5,1,0,0,38,0,2,0,7993,2,105,1
479,40,1,20,3,0,3,0,24,0,0,0,4183,2,86,0
480,79,0,17,4,1,1,1,39,0,5,0,3680,1,64,1
481,54,0,4,5,2,2,1,55,0,2,1,7644,2,32,1
482,29,1,12,2,2,3,0,54,0,5,0,4310,0,80,1
483,72,2,3,1,2,3,0,58,0,4,0,1758,0,51,1
484,30,1,16,3,2,0,0,22,1,0,0,2599,1,79,0
485,40,0,2,2,1,2,1,50,0,2,0,5616,2,58,1
486,47,0,16,4,0,1,0,28,0,4,0,5813,2,46,1
487,34,1,10,6,2,2,1,12,0,2,0,3853,2,52,1
488,79,2,20,0,2,2,0,34,1,5,0,2292,2,106,1
489,30,2,19,4,1,2,0,48,1,4,0,1501,1,117,1
490,76,0,22,5,1,2,1,57,0,4,1,8422,2,63,1
491,36,0,20,1,2,2,1,14,1,0,0,7550,1,76,1
492,66,2,3,5,0,0,0,27,0,1,0,4250,2,60,0
493,29,1,1,3,0,0,0,56,0,5,0,9390,2,65,1
494,78,0,19,3,2,3,1,53,0,5,0,6991,0,117,1
495,36,0,15,1,1,0,0,15,0,4,1,114,1,81,1
496,93,2,17,2,2,3,1,6,0,4,0,9605,0,105,1
497,26,1,7,2,2,3,0,30,1,0,1,4406,1,55,0
498,88,2,2,3,1,1,1,40,0,1,0,9184,2,115,0
499,45,1,8,3,2,2,1,37,1,5,0,2347,2,57,1
500,95,1,19,6,2,0,0,51,0,3,0,1041,1,114,1
501,69,1,5,0,2,1,1,17,0,3,0,6927,0,92,1
502,100,0,9,6,1,0,0,44,0,1,0,11,1,71,0
503,33,2,20,6,0,3,0,29,0,2,0,7980,1,73,1
504,86,2,9,2,0,0,0,8,0,0,0,7871,2,86,0
505,29,1,12,1,1,2,0,46,0,1,0,6375,0,26,0
506,42,0,16,2,0,3,1,23,0,3,1,7098,1,117,1
507,69,0,8,0,2,3,0,22,0,4,0,3676,0,12,1
508,70,2,16,5,0,1,0,41,1,3,0,6109,0,71,1
509,40,0,23,3,2,2,0,34,0,4,0,5397,1,46,1
510,33,0,8,3,0,3,0,23,0,0,0,3065,0,47,0
511,74,1,8,0,1,2,0,27,0,4,0,2036,2,79,1
512,56,0,0,6,0,0,1,58,1,1,1,3046,2,38,0
513,70,1,1,1,0,2,1,20,1,4,1,540,2,21,1
514,59,2,15,3,0,3,1,5,0,2,0,76,2,14,1
515,75,0,0,4,1,1,0,16,0,1,1,3067,0,2,0
516,56,2,9,6,0,3,0,28,0,0,0,23,2,72,0
517,31,2,17,3,1,2,0,38,1,1,0,5134,1,109,0
518,22,0,7,4,2,2,0,57,0,2,0,675,2,119,0
519,52,0,20,0,0,3,0,12,0,0,0,6668,1,70,0
520,92,2,10,0,1,2,0,22,0,3,0,4267,1,101,1
521,35,0,22,6,1,0,0,52,0,2,0,5988,2,101,1
522,93,1,1,3,0,3,1,9,1,0,0,7652,2,33,1
523,26,1,7,2,2,1,0,30,0,4,0,8680,0,105,1
524,91,0,21,4,1,3,0,34,0,1,0,1485,1,6,0
525,75,2,7,1,0,0,0,58,0,0,1,3659,2,116,0
526,34,0,16,3,2,0,0,17,1,1,0,2419,0,90,0
527,24,0,14,1,1,0,1,23,1,4,0,7740,2,103,0
528,63,2,16,3,1,0,0,33,0,0,0,7143,2,105,0
529,30,2,22,2,2,0,0,7,0,3,0,3495,2,37,1
530,57,1,23,2,2,1,0,30,1,2,0,756,1,14,1
531,59,2,12,6,0,2,0,44,0,0,0,8448,2,37,0
532,26,1,18,6,0,0,0,16,0,4,0,1779,0,8,1
533,67,2,4,2,1,0,1,6,0,0,0,6487,2,103,1
534,44,0,11,5,2,3,1,15,1,1,0,9664,2,77,1
535,83,1,0,2,2,1,1,48,0,5,0,258,0,13,1
536,22,1,22,0,2,1,0,32,1,0,0,4075,0,40,0
537,46,1,4,0,1,2,1,22,0,3,0,8498,1,107,1
538,54,0,7,5,2,1,0,17,0,0,1,8014,1,92,0
539,55,0,12,4,2,3,0,41,0,2,0,1118,1,58,1
540,100,0,7,1,1,3,1,26,0,0,1,7631,1,18,0
541,25,0,22,3,0,2,0,16,0,5,0,3017,0,57,1
542,82,0,10,3,0,3,0,6,0,1,1,4341,2,83,0
543,34,1,0,5,1,0,1,41,0,0,0,1658,2,38,0
544,88,0,12,0,2,0,0,11,1,3,0,8378,2,32,1
545,62,1,18,6,1,3,0,30,1,4,1,1797,1,86,1
546,21,0,23,3,0,2,0,30,0,0,0,9116,0,66,0
547,53,2,2,0,0,1,1,28,0,0,0,784,0,77,0
548,87,1,23,4,1,2,1,16,0,2,0,5691,0,87,1
549,48,2,16,1,1,1,1,20,0,3,0,3196,2,25,1
550,36,1,4,4,0,3,0,27,1,5,1,9552,1,92,1
551,78,2,19,5,1,3,0,44,0,4,0,8532,0,58,1
552,71,0,20,2,0,0,0,13,0,1,0,562,1,75,0
553,56,0,7,2,1,1,0,36,1,0,0,4746,0,33,0
554,91,0,13,2,1,2,0,19,0,5,0,2999,1,88,1
555,36,1,3,4,1,3,0,41,0,4,0,1193,0,66,1
556,56,2,10,3,0,2,0,17,0,1,0,68,1,30,0
557,84,0,19,1,1,0,1,9,0,5,0,5679,0,81,1
558,62,2,14,2,0,1,0,15,0,3,0,2428,0,104,1
559,30,2,18,5,0,1,0,14,1,3,1,6200,1,34,1
560,75,0,6,5,1,3,0,56,1,4,0,5396,1,102,1
561,37,0,18,2,1,1,1,17,0,1,0,6993,2,86,0
562,89,2,18,2,0,3,1,45,1,3,0,3598,1,69,1
563,78,0,10,1,0,0,1,57,0,4,0,9035,0,48,1
564,56,0,4,2,2,1,1,50,1,3,0,573,0,40,1
565,18,0,4,1,0,3,0,54,0,3,1,4214,1,51,0
566,20,1,21,5,2,2,0,19,1,5,0,7636,2,80,0
567,94,2,7,2,2,3,0,46,1,5,1,1478,1,13,1
568,79,2,9,4,2,1,0,60,0,3,0,9705,0,90,1
569,80,1,5,6,1,0,0,11,1,2,0,6127,0,31,1
570,42,2,14,4,1,1,0,44,1,5,0,9160,2,116,1
571,73,0,15,5,0,1,1,32,1,1,0,6676,1,39,0
572,50,2,16,1,2,3,1,36,0,4,0,2196,0,63,1
573,55,0,7,4,1,2,1,39,1,4,1,9703,0,48,1
574,23,1,7,1,1,1,1,19,1,1,0,8166,0,87,0
575,75,0,8,4,1,2,1,52,0,1,1,8846,1,48,1
576,61,2,1,4,1,3,0,40,1,1,0,6050,1,61,0
577,62,2,14,1,1,2,0,25,0,1,0,4650,2,12,0
578,49,2,17,3,2,3,1,10,0,0,0,8484,0,78,1
579,62,1,2,4,2,0,1,5,0,4,0,4526,0,56,1
580,78,1,16,2,2,2,0,8,0,0,1,4412,2,18,1
581,64,2,3,6,2,2,1,15,0,3,0,5443,0,27,1
582,38,0,3,5,0,0,0,48,0,3,0,9780,2,28,1
583,97,1,13,3,2,2,0,30,1,4,0,8787,2,82,1
584,92,2,8,1,1,0,1,41,0,3,0,2593,0,80,1
585,53,2,8,3,2,1,0,27,0,1,0,9107,1,52,0
586,36,1,22,0,0,3,0,33,0,0,0,6852,1,16,0
587,37,1,17,0,1,0,0,25,0,1,0,6629,1,77,0
588,74,1,9,4,2,2,1,52,1,3,0,3869,1,58,1
589,35,0,20,4,2,0,0,49,0,5,0,7971,0,93,1
590,64,0,3,2,2,2,1,49,1,0,0,9167,2,9,0
591,66,2,11,6,1,1,0,53,0,1,0,9267,2,26,0
592,31,1,7,5,1,0,0,31,0,4,0,7822,0,28,1
593,32,0,1,3,0,1,1,43,0,1,0,2989,1,105,0
594,48,1,21,0,1,3,0,44,0,5,0,7062,2,77,1
595,18,2,12,4,1,2,1,17,0,3,0,5340,0,36,0
596,71,0,20,5,2,2,0,27,0,0,0,9643,0,9,0
597,20,0,15,3,1,1,1,20,0,4,0,3823,1,47,0
598,33,0,1,4,2,3,0,34,1,0,0,3932,0,78,0
599,74,2,10,4,2,0,0,8,0,4,0,8554,2,51,1
600,92,1,9,0,1,0,0,44,0,0,1,2429,2,76,0
601,29,0,14,0,0,2,0,20,0,3,0,7444,0,117,1
602,91,2,16,4,0,1,1,35,0,4,0,7147,2,57,1
603,33,1,7,1,1,1,0,57,1,2,0,7631,0,32,1
604,89,2,17,4,0,0,0,46,0,0,0,3598,2,102,0
605,93,1,22,5,2,3,0,29,0,0,0,4329,1,67,0
606,41,2,8,4,2,3,0,48,1,1,0,6718,2,57,0
607,45,1,7,2,1,0,1,16,0,4,0,9923,1,54,1
608,25,0,13,6,0,0,0,30,0,5,0,8218,1,116,1
609,53,1,17,2,0,1,1,41,0,2,0,92,0,16,1
610,25,2,21,2,2,3,1,52,0,3,0,8500,1,62,1
611,75,2,19,1,1,0,1,37,1,1,0,51,2,84,0
612,77,1,19,1,0,0,0,32,1,2,0,318,2,96,1
613,67,0,20,4,1,2,1,13,1,4,0,5688,1,56,1
614,45,0,11,2,0,0,1,16,0,2,0,7018,0,23,1
615,58,1,18,1,2,0,1,9,0,0,1,7210,1,17,1
616,81,1,13,0,2,3,0,58,1,0,0,3956,2,80,0
617,44,2,16,4,1,1,1,56,0,1,0,6057,2,38,0
618,80,0,23,5,2,3,1,58,0,4,0,6875,1,72,1
619,34,1,20,6,0,1,1,32,0,4,1,4431,1,83,1
620,90,0,2,3,2,2,0,60,0,2,0,1525,1,30,1
621,50,1,22,4,1,0,0,39,0,1,0,7043,2,58,0
622,94,1,6,3,1,2,1,9,1,4,0,1278,2,98,1
623,46,0,16,2,1,1,0,38,1,5,0,8705,2,78,1
624,30,1,11,6,0,3,1,50,0,5,1,6125,0,22,1
625,63,1,8,3,0,3,0,38,0,0,0,7874,2,108,0
626,52,2,14,2,0,2,0,17,0,2,0,9925,2,17,1
627,23,1,17,0,0,1,0,43,1,3,1,6900,0,15,0
628,99,1,20,3,0,2,0,46,0,0,0,2500,0,114,0
629,86,1,12,6,2,2,1,49,1,1,0,3464,0,48,0
630,64,2,20,4,0,0,1,52,0,4,0,2259,0,32,1
631,42,0,7,2,0,2,1,18,0,0,0,7496,0,77,0
632,83,2,13,4,2,0,0,15,0,3,0,2659,0,85,1
633,27,2,7,6,0,0,1,46,1,3,0,255,1,113,1
634,73,0,13,1,1,3,1,42,0,5,0,1502,1,40,1
635,47,2,6,2,0,0,0,8,0,1,0,4656,1,97,0
636,22,0,22,3,0,0,0,57,0,0,1,5430,1,57,0
637,50,2,11,2,1,3,1,37,1,2,0,8598,2,58,1
638,82,0,10,4,1,2,1,11,1,0,1,3176,0,91,1
639,35,1,21,0,1,1,1,60,0,5,0,1860,2,99,1
640,66,2,21,2,1,1,0,45,1,3,0,6158,0,16,1
641,28,2,10,3,0,1,1,12,0,1,1,5806,0,28,1
642,43,2,21,1,1,2,0,41,0,1,0,4354,2,98,0
643,80,2,12,5,1,0,0,55,0,2,0,722,1,111,1
644,76,1,17,0,2,1,0,14,0,1,0,7579,2,1,0
645,44,2,1,1,1,2,0,47,1,5,0,9474,2,41,1
646,66,1,20,2,1,0,0,19,1,5,0,613,0,48,1
647,94,1,14,4,2,3,0,42,0,5,1,3331,0,31,1
648,50,1,19,6,2,1,1,19,0,1,0,5790,0,36,0
649,18,1,17,4,0,0,1,9,1,1,0,3116,1,108,1
650,38,0,14,3,2,1,0,33,1,5,0,9004,2,33,1
651,72,0,18,4,0,1,1,23,0,1,0,9978,2,33,0
652,23,2,22,0,2,1,0,58,1,1,0,330,1,103,0
653,98,0,23,4,2,0,0,55,0,3,0,2212,2,82,1
654,86,0,11,3,0,2,1,14,0,0,0,9408,2,23,1
655,22,2,12,5,2,0,0,16,1,4,0,5493,0,60,0
656,20,2,21,2,0,1,0,58,0,1,1,7232,1,87,0
657,70,2,10,6,2,0,0,8,0,4,0,5614,0,79,1
658,40,0,4,2,1,3,0,35,0,4,0,5913,1,90,1
659,70,0,0,4,2,2,1,22,1,3,0,5913,0,30,1
660,54,2,23,1,0,0,0,20,1,1,0,5611,2,89,0
661,91,1,2,2,2,3,0,44,0,5,0,9432,1,45,1
662,91,2,21,5,0,2,0,40,0,4,1,319,1,80,1
663,100,1,18,4,0,3,1,29,0,1,0,8085,0,39,0
664,34,1,22,6,1,2,0,27,0,2,1,4200,1,112,1
665,95,2,6,3,1,0,1,16,0,5,0,4791,2,45,1
666,90,2,11,5,0,3,0,38,1,2,1,329,2,78,1
667,18,2,14,4,2,1,0,40,0,2,0,8851,2,81,0
668,68,0,4,5,0,3,0,41,0,4,1,6742,0,12,1
669,62,1,14,2,0,2,0,7,0,2,0,4916,1,93,1
670,94,0,7,6,2,0,0,13,0,3,0,1793,0,32,1
671,21,0,9,3,2,2,0,57,1,3,1,6457,2,56,1
672,79,2,15,4,2,3,1,22,0,4,0,8125,1,24,1
673,82,0,7,0,2,3,0,47,0,1,0,5703,2,116,0
674,49,2,0,3,0,1,1,39,0,0,0,6170,1,13,0
675,51,1,11,0,0,0,0,59,0,1,1,6644,1,120,0
676,89,2,4,5,1,0,0,38,0,1,0,7420,0,20,0
677,56,0,2,1,0,3,0,45,0,1,0,4155,1,79,0
678,43,0,0,3,2,0,1,18,0,1,0,8411,2,56,0
679,51,2,3,5,1,1,0,8,0,5,0,2611,1,53,1
680,71,2,7,0,2,2,0,33,0,0,1,5691,2,68,1
681,20,0,2,2,0,0,0,45,0,5,0,2593,0,54,0
682,67,1,9,2,1,3,0,49,1,2,0,95,2,34,1
683,29,1,1,1,2,2,0,54,0,1,1,9180,1,28,1
684,82,2,10,3,1,2,0,19,0,3,0,9304,2,50,1
685,71,1,9,3,1,1,0,32,0,4,0,6041,2,2,1
686,22,0,20,3,0,3,0,46,0,4,0,5063,1,111,0
687,74,2,13,5,2,0,1,20,1,5,0,8437,2,94,1
688,34,0,6,6,1,3,0,16,0,5,0,3349,1,26,1
689,64,0,1,6,1,2,0,56,1,3,0,7644,0,51,1
690,40,1,8,1,2,3,0,9,0,1,0,6560,2,47,0
691,96,2,15,3,1,0,1,38,0,0,0,5247,0,26,0
692,31,2,12,5,1,0,0,46,1,2,0,5356,2,84,1
693,83,1,8,2,1,1,0,5,0,4,0,4077,2,106,1
694,92,0,19,0,2,0,0,43,0,2,0,4898,0,92,1
695,68,0,3,5,2,0,0,36,0,0,0,1417,2,120,0
696,55,0,21,6,2,3,0,30,1,5,0,8846,2,84,1
697,81,0,9,6,2,3,1,21,0,4,0,110,0,75,1
698,55,2,21,2,0,2,1,52,1,2,0,8281,2,74,1
699,67,2,11,2,1,1,1,31,0,5,0,8954,1,61,1
700,99,1,16,0,2,3,0,28,1,0,0,7391,2,23,0
701,47,1,13,2,1,0,0,39,0,2,0,5132,2,37,1
702,96,2,13,1,1,2,0,50,1,1,0,2504,2,41,0
703,68,2,1,0,0,3,0,46,0,5,0,9656,0,52,1
704,80,0,20,2,2,1,0,58,1,0,1,8289,1,83,0
705,69,0,19,4,2,1,1,43,0,2,1,5239,1,109,1
706,55,1,10,5,1,2,0,30,0,1,0,292,2,82,0
707,96,2,15,2,2,2,0,53,0,1,0,1734,0,49,0
708,47,1,18,1,1,2,0,42,0,0,0,5120,0,27,0
709,68,2,22,3,1,2,0,27,0,3,0,6393,1,6,1
710,98,0,5,2,0,2,0,26,1,4,0,2196,0,74,1
711,22,1,23,6,0,0,1,8,1,0,0,3466,2,66,1
712,46,1,18,6,0,0,0,53,0,1,0,1906,2,24,0
713,21,2,4,6,1,3,1,13,1,1,0,1721,0,38,1
714,27,0,3,3,2,1,1,8,0,0,0,1816,2,28,1
715,73,1,14,6,0,0,1,11,0,3,0,8444,1,28,1
716,34,0,3,4,2,0,0,27,1,4,0,4227,2,117,1
717,91,1,19,2,0,0,0,6,0,2,0,5775,0,109,1
718,34,0,9,6,0,3,0,53,1,0,0,3849,1,114,0
719,86,2,23,0,1,2,1,28,0,4,0,5228,2,103,1
720,51,1,21,3,0,3,0,44,0,4,0,6849,1,66,1
721,23,1,2,4,0,1,1,59,0,5,0,1058,0,61,0
722,70,0,4,0,1,1,0,35,0,1,0,2322,2,46,0
723,83,0,5,0,2,1,0,51,0,2,0,8378,2,69,1
724,94,1,20,0,0,1,0,35,1,0,1,948,1,114,0
725,60,2,21,0,1,0,0,51,1,1,1,8179,2,75,0
726,92,0,7,2,0,0,0,44,1,5,0,4359,2,74,1
727,40,0,6,6,1,3,1,52,0,5,0,5660,2,43,1
728,72,0,20,5,2,2,1,55,0,1,0,7254,2,59,0
729,97,1,9,2,2,1,1,47,0,3,1,8401,0,2,1
730,92,1,5,2,1,3,1,38,0,4,0,2093,2,15,1
731,33,1,13,4,1,0,1,59,0,0,1,1563,1,103,0
732,25,1,3,4,1,0,0,28,1,0,0,8217,0,105,0
733,21,2,12,6,2,2,1,53,0,0,0,174,1,37,0
734,21,2,19,5,0,2,0,30,0,1,1,1334,1,71,1
735,73,1,16,4,2,2,0,20,0,3,0,321,1,20,1
736,42,2,22,6,1,3,1,51,0,2,0,5698,0,98,1
737,84,0,6,6,1,0,0,17,0,5,0,5604,0,35,1
738,84,0,3,1,2,0,0,19,1,1,0,6742,0,34,0
739,44,0,13,5,1,2,0,31,0,2,0,7436,2,117,1
740,49,1,2,4,2,1,0,8,1,5,0,8524,1,86,1
741,67,0,23,5,1,2,1,20,0,5,0,5674,0,31,1
742,78,2,4,2,0,3,0,34,0,3,0,5002,1,87,1
743,68,1,15,2,0,2,0,48,0,4,1,910,0,19,1
744,36,2,22,5,1,2,0,34,1,0,0,949,0,68,0
745,38,0,19,1,2,3,0,40,1,2,0,5425,0,24,1
746,22,0,3,1,0,2,1,7,0,1,0,2514,1,84,1
747,99,0,23,5,2,0,0,26,0,2,0,7701,2,39,1
748,59,1,23,4,1,1,0,53,0,4,0,100,0,92,1
749,78,2,1,3,2,2,1,26,0,0,1,4646,0,54,1
750,39,1,17,1,0,3,1,54,1,2,0,6945,0,39,1
751,38,1,18,0,2,1,1,54,0,4,0,2400,2,17,1
752,87,0,18,2,2,3,1,59,0,1,0,5801,1,19,0
753,18,1,16,5,1,1,0,53,0,3,0,2343,1,118,0
754,22,1,13,0,1,1,0,16,0,5,1,352,1,48,0
755,29,0,18,5,1,2,0,59,0,1,0,2955,1,35,0
756,63,1,21,6,0,0,1,25,0,0,0,1018,0,32,0
757,51,0,23,2,0,2,0,60,1,5,0,1179,2,47,1
758,66,0,12,2,1,3,0,8,1,1,0,5193,0,110,0
759,95,0,11,1,1,3,0,35,0,1,0,3536,2,47,0
760,62,0,5,1,0,1,0,48,1,1,0,2502,1,64,0
761,44,1,20,0,0,1,0,35,0,1,0,3819,2,46,0
762,90,0,3,6,0,0,1,27,0,5,0,6855,0,103,1
763,43,0,18,5,0,2,0,58,0,0,0,979,0,35,0
764,64,1,15,6,1,3,1,57,0,4,1,976,1,94,1
765,73,1,12,2,0,1,1,24,0,2,1,9563,0,17,1
766,80,2,3,0,1,0,0,19,0,3,0,2280,0,42,1
767,65,1,22,3,2,3,0,27,0,2,0,5897,2,111,1
768,78,1,16,0,2,1,0,32,1,2,0,107,0,29,1
769,98,2,22,4,0,3,0,20,0,3,0,9164,1,70,1
770,43,1,0,0,2,0,1,41,0,5,0,1626,1,17,1
771,53,1,17,6,2,0,0,25,0,0,0,8895,0,81,0
772,18,1,19,4,2,3,0,19,0,3,1,6229,1,14,0
773,25,1,16,4,0,2,0,21,0,0,1,6877,2,24,1
774,69,2,14,4,0,3,1,54,1,5,0,874,2,57,1
775,96,1,10,3,2,1,1,41,0,2,0,5543,0,50,1
776,64,1,21,0,1,2,1,17,0,0,0,3809,0,57,0
777,73,2,12,6,2,1,1,23,0,5,0,2107,2,101,1
778,31,0,0,0,0,3,0,34,0,5,0,9465,1,61,1
779,45,2,16,3,0,2,1,49,0,4,0,559,0,104,1
780,95,0,5,2,0,1,0,22,0,3,1,8308,0,39,1
781,19,2,3,1,2,3,1,18,0,4,0,4969,1,55,0
782,43,2,19,6,1,3,1,40,0,2,0,3046,0,96,1
783,31,1,15,6,0,2,0,40,0,3,0,43,1,36,1
784,76,0,14,0,0,3,1,24,1,2,0,508,1,114,1
785,73,1,14,1,2,0,1,56,0,4,0,6107,1,37,1
786,24,0,5,5,1,1,0,23,1,5,1,3439,1,112,0
787,20,2,14,5,2,1,1,49,1,2,0,3928,1,14,0
788,40,2,13,3,0,3,0,48,0,3,0,5411,2,27,1
789,35,0,10,5,1,3,0,11,0,3,0,916,1,83,1
790,55,1,6,6,1,0,0,48,0,2,0,798,2,31,1
791,32,1,8,5,0,2,0,57,0,3,1,4971,1,110,1
792,81,1,15,2,1,3,1,8,0,5,0,1760,0,73,1
793,45,1,4,2,1,3,1,38,1,5,1,3275,2,102,1
794,91,2,19,2,2,3,1,6,1,3,0,818,0,81,1
795,56,2,9,5,0,3,0,9,0,2,0,5040,1,83,1
796,74,2,17,3,0,1,1,59,0,4,0,3065,1,44,1
797,34,2,2,4,0,3,0,14,0,3,0,3259,0,68,1
798,61,2,12,4,0,1,1,36,1,3,0,906,1,48,1
799,42,1,10,1,0,3,0,46,0,3,0,602,0,57,1
800,34,1,16,4,1,2,0,45,0,3,0,4295,1,75,1
801,30,1,21,4,2,0,1,17,1,2,0,9983,1,22,1
802,42,1,12,2,0,2,0,43,0,4,0,3527,2,4,1
803,85,2,5,2,2,3,0,9,1,4,0,4543,0,81,1
804,27,2,16,5,2,3,0,14,0,0,0,1811,1,72,0
805,84,2,12,1,1,3,0,14,0,3,0,9032,0,46,1
806,35,0,18,0,0,2,0,42,1,3,0,7963,2,59,1
807,51,1,20,6,1,3,0,31,0,0,0,5249,0,34,0
808,25,1,18,1,0,2,0,55,0,4,0,4615,2,11,1
809,57,2,9,1,1,1,0,25,0,1,0,9228,0,31,0
810,100,1,2,3,2,0,1,12,0,5,0,8916,0,11,1
811,59,1,13,5,0,0,0,5,0,1,0,6766,2,120,0
812,58,2,18,3,2,2,1,32,0,4,1,9179,1,118,1
813,23,0,4,1,2,1,1,53,0,3,0,802,1,56,0
814,69,0,4,1,1,2,0,43,0,1,0,2582,1,38,0
815,43,0,19,1,0,1,1,18,1,2,0,6445,0,117,1
816,81,2,16,4,2,3,1,25,1,2,0,3837,0,21,1
817,76,1,20,6,1,1,1,34,0,0,1,8718,1,110,0
818,73,2,9,6,0,1,0,25,0,4,0,1665,0,94,1
819,76,2,4,3,0,1,0,53,0,4,1,9330,0,10,1
820,87,1,3,1,2,0,1,13,0,1,1,8651,1,26,1
821,50,0,5,6,0,1,1,21,1,3,0,6975,2,91,1
822,70,0,3,2,2,3,1,9,1,4,0,2552,0,8,1
823,39,2,6,6,0,3,0,35,0,1,0,7475,0,103,0
824,38,0,6,5,1,3,1,56,0,1,0,2808,0,8,0
825,87,2,17,5,2,1,1,44,0,5,0,5633,0,60,1
826,87,2,2,6,2,2,0,42,0,5,0,6096,2,72,1
827,21,1,0,2,0,2,0,47,0,4,0,8823,1,119,0
828,92,1,23,5,0,3,0,23,1,1,0,2456,0,34,0
829,79,1,3,4,2,0,1,40,1,0,0,9173,1,16,0
830,79,2,5,6,0,2,1,54,0,0,1,5423,0,105,1
831,41,1,8,4,1,1,1,37,0,5,0,4317,2,13,1
832,72,0,21,6,0,2,0,17,1,4,1,1556,1,87,1
833,26,0,13,0,1,3,0,18,0,3,0,2205,2,76,1
834,20,2,11,0,1,0,0,60,0,0,0,3955,0,91,0
835,48,2,19,0,1,2,0,37,0,0,0,9113,2,22,0
836,57,1,23,5,1,2,1,33,1,5,0,6805,2,96,1
837,53,2,3,4,1,3,1,47,0,5,0,404,0,113,1
838,41,2,20,4,0,0,1,53,0,4,0,1620,0,27,1
839,23,0,23,4,1,0,1,40,1,5,1,2952,1,64,0
840,83,0,11,2,0,3,0,48,1,2,0,8080,0,2,1
841,92,1,9,4,1,1,0,14,1,1,0,3118,1,109,0
842,21,2,21,2,2,2,1,35,0,0,1,7380,2,97,1
