,Age,Gender,Race,Income Level,Parents' Education,School Type,Learning Disability,Access to Technology,Student Motivation,Teacher Evaluation,label
368,14.841841841841841,male,other,high,Bachelor's degree,private,no,yes,low,excellent,1
369,14.846846846846846,male,black,low,associate's degree,private,no,no,high,good,1
370,14.851851851851851,male,white,low,Bachelor's degree,private,no,yes,medium,good,1
371,14.856856856856856,male,white,medium,Bachelor's degree,private,no,no,high,good,1
372,14.861861861861861,male,white,high,high school diploma,public,no,no,high,fair,0
373,14.866866866866866,female,other,high,high school diploma,public,yes,yes,medium,poor,0
374,14.871871871871871,female,other,high,Bachelor's degree,private,yes,no,low,good,1
375,14.876876876876876,female,black,high,Bachelor's degree,private,yes,no,low,excellent,1
376,14.881881881881881,male,black,low,associate's degree,public,yes,yes,high,good,1
377,14.886886886886886,female,other,high,high school diploma,public,yes,yes,low,good,0
378,14.891891891891891,male,other,medium,associate's degree,private,no,yes,low,poor,1
379,14.896896896896896,female,white,low,high school diploma,public,yes,yes,medium,excellent,0
380,14.901901901901901,male,other,low,Bachelor's degree,private,yes,no,medium,excellent,1
381,14.906906906906906,male,other,medium,Bachelor's degree,public,yes,no,high,good,1
382,14.911911911911911,male,white,low,Bachelor's degree,public,no,yes,medium,fair,0
383,14.916916916916916,male,black,high,associate's degree,public,yes,yes,low,fair,0
384,14.921921921921921,male,black,medium,high school diploma,private,yes,yes,medium,excellent,0
385,14.926926926926926,female,white,low,associate's degree,private,no,yes,low,poor,1
386,14.931931931931931,male,other,medium,Bachelor's degree,public,yes,no,medium,fair,0
387,14.936936936936936,female,black,low,high school diploma,public,no,no,medium,excellent,0
388,14.941941941941941,female,white,low,associate's degree,public,yes,yes,high,excellent,1
389,14.946946946946946,male,other,medium,associate's degree,public,yes,no,high,fair,0
390,14.951951951951951,male,white,medium,Bachelor's degree,private,no,yes,high,fair,1
391,14.956956956956956,male,black,low,high school diploma,public,no,yes,medium,fair,0
392,14.961961961961961,female,white,low,Bachelor's degree,private,no,yes,medium,good,1
393,14.966966966966966,female,black,high,associate's degree,private,yes,yes,high,good,1
394,14.971971971971971,male,other,medium,associate's degree,private,no,no,high,excellent,1
395,14.976976976976976,male,black,medium,high school diploma,public,yes,no,high,good,1
396,14.981981981981981,male,other,low,associate's degree,public,yes,yes,medium,excellent,0
397,14.986986986986986,male,other,medium,Bachelor's degree,private,no,yes,low,poor,1
398,14.991991991991991,male,white,low,high school diploma,public,yes,yes,low,poor,0
399,14.996996996996996,female,black,low,associate's degree,public,yes,yes,high,poor,0
400,15.002002002002001,female,black,medium,associate's degree,public,yes,no,high,fair,0
401,15.007007007007008,male,other,high,associate's degree,private,no,yes,high,good,1
402,15.012012012012011,female,black,high,associate's degree,public,yes,no,medium,poor,0
403,15.017017017017018,male,white,low,associate's degree,public,no,no,low,excellent,0
404,15.022022022022021,female,black,medium,Bachelor's degree,private,no,yes,low,fair,1
405,15.027027027027028,male,black,low,high school diploma,private,yes,yes,high,excellent,1
406,15.032032032032031,female,white,low,associate's degree,public,yes,no,low,excellent,0
407,15.037037037037038,female,other,low,Bachelor's degree,private,yes,no,low,excellent,1
408,15.042042042042041,male,other,low,high school diploma,private,yes,no,low,good,0
409,15.047047047047048,male,black,low,associate's degree,public,yes,yes,medium,good,0
410,15.052052052052051,male,black,high,associate's degree,public,yes,yes,high,excellent,1
411,15.057057057057058,male,white,medium,associate's degree,public,yes,no,high,poor,0
412,15.062062062062061,female,black,low,high school diploma,private,yes,yes,low,good,0
413,15.067067067067068,female,other,high,Bachelor's degree,private,yes,no,medium,poor,1
414,15.072072072072071,female,other,low,high school diploma,private,no,no,high,fair,0
415,15.077077077077078,female,other,high,associate's degree,private,yes,yes,low,fair,1
416,15.082082082082081,male,other,high,high school diploma,public,no,yes,high,excellent,1
417,15.087087087087088,male,other,high,Bachelor's degree,public,yes,yes,high,excellent,1
418,15.092092092092091,male,black,high,Bachelor's degree,public,no,yes,high,poor,0
419,15.097097097097098,female,other,high,associate's degree,private,no,yes,low,poor,1
420,15.102102102102101,male,white,high,high school diploma,private,no,no,medium,good,0
421,15.107107107107108,male,other,low,associate's degree,private,no,no,low,excellent,1
422,15.112112112112111,male,other,medium,high school diploma,private,yes,yes,high,fair,0
423,15.117117117117118,male,other,medium,associate's degree,public,no,yes,high,excellent,1
424,15.122122122122121,female,black,medium,high school diploma,private,yes,yes,high,poor,0
425,15.127127127127128,female,white,low,Bachelor's degree,public,no,yes,medium,poor,0
426,15.132132132132131,male,other,high,associate's degree,private,no,yes,high,good,1
427,15.137137137137138,male,black,medium,Bachelor's degree,public,yes,no,low,good,0
428,15.142142142142141,male,other,medium,Bachelor's degree,public,no,no,high,excellent,1
429,15.147147147147148,male,white,medium,Bachelor's degree,public,yes,yes,high,fair,0
430,15.152152152152151,male,other,high,high school diploma,public,no,no,high,excellent,1
431,15.157157157157158,female,black,low,Bachelor's degree,public,no,yes,low,poor,0
432,15.162162162162161,female,other,medium,high school diploma,public,no,yes,high,fair,0
433,15.167167167167168,female,black,high,associate's degree,private,yes,yes,low,fair,1
434,15.172172172172171,male,white,high,associate's degree,public,no,no,low,excellent,0
435,15.177177177177178,male,other,medium,associate's degree,private,yes,yes,medium,good,1
436,15.182182182182181,male,black,low,Bachelor's degree,public,yes,yes,high,poor,0
437,15.187187187187188,female,other,low,associate's degree,private,no,no,high,good,1
438,15.192192192192191,female,black,medium,high school diploma,private,no,yes,medium,good,0
439,15.197197197197198,female,black,low,high school diploma,private,yes,yes,high,fair,0
440,15.202202202202201,male,black,low,associate's degree,public,no,yes,high,good,1
441,15.207207207207208,female,other,medium,high school diploma,public,yes,no,medium,good,0
442,15.212212212212211,female,other,low,high school diploma,private,yes,no,low,excellent,0
443,15.217217217217218,female,white,high,associate's degree,private,no,yes,high,fair,1
444,15.222222222222221,female,black,high,associate's degree,private,no,no,high,fair,1
445,15.227227227227228,female,black,medium,high school diploma,private,no,yes,high,good,1
446,15.232232232232231,female,black,high,high school diploma,private,no,yes,low,good,0
447,15.237237237237238,female,white,low,Bachelor's degree,private,yes,yes,low,good,1
448,15.242242242242241,male,white,low,associate's degree,public,no,yes,medium,fair,0
449,15.247247247247248,female,black,medium,associate's degree,private,no,yes,high,excellent,1
450,15.252252252252251,female,other,low,associate's degree,private,no,no,medium,poor,1
451,15.257257257257258,male,white,medium,associate's degree,public,yes,yes,high,good,1
452,15.262262262262261,female,other,medium,Bachelor's degree,private,no,no,high,fair,1
453,15.267267267267268,female,other,high,high school diploma,private,yes,yes,medium,fair,0
454,15.272272272272271,female,black,medium,associate's degree,private,no,yes,high,good,1
455,15.277277277277278,male,white,medium,associate's degree,private,no,yes,high,good,1
456,15.282282282282281,female,other,low,high school diploma,private,yes,yes,medium,fair,0
457,15.287287287287288,male,other,medium,high school diploma,private,no,no,low,good,0
458,15.292292292292291,female,black,low,Bachelor's degree,public,no,yes,high,poor,0
459,15.297297297297298,female,other,high,high school diploma,public,yes,yes,high,poor,0
460,15.302302302302301,male,other,medium,Bachelor's degree,public,yes,yes,high,poor,0
461,15.307307307307308,male,black,low,associate's degree,private,yes,yes,high,good,1
462,15.312312312312311,female,other,high,Bachelor's degree,public,no,yes,high,good,1
463,15.317317317317318,female,other,low,high school diploma,public,yes,yes,high,poor,0
464,15.322322322322321,male,other,low,high school diploma,private,no,yes,medium,poor,0
465,15.327327327327328,female,other,low,associate's degree,public,yes,yes,low,poor,0
466,15.332332332332332,female,white,high,Bachelor's degree,public,no,yes,high,excellent,1
467,15.337337337337338,female,other,medium,Bachelor's degree,public,no,no,medium,good,0
468,15.342342342342342,female,black,low,Bachelor's degree,public,no,no,medium,excellent,0
469,15.347347347347348,female,other,low,high school diploma,private,yes,yes,high,good,1
470,15.352352352352352,male,black,high,Bachelor's degree,private,no,no,high,poor,1
471,15.357357357357358,female,other,low,high school diploma,private,yes,yes,high,fair,0
472,15.362362362362362,male,white,low,high school diploma,private,yes,yes,low,fair,0
473,15.367367367367368,female,black,low,high school diploma,private,no,yes,low,fair,0
474,15.372372372372372,male,other,high,Bachelor's degree,private,yes,yes,high,good,1
475,15.377377377377378,female,other,high,Bachelor's degree,public,no,yes,high,poor,0
476,15.382382382382382,male,white,low,high school diploma,public,yes,yes,low,good,0
477,15.387387387387388,female,other,medium,high school diploma,public,yes,yes,low,excellent,0
478,15.392392392392392,male,white,medium,high school diploma,private,yes,no,high,fair,0
479,15.397397397397398,female,black,high,high school diploma,private,no,yes,medium,fair,0
480,15.402402402402402,male,black,medium,associate's degree,public,yes,yes,low,excellent,0
481,15.407407407407408,female,other,medium,high school diploma,public,yes,no,high,poor,0
482,15.412412412412412,female,other,low,Bachelor's degree,public,no,yes,high,fair,0
483,15.417417417417418,male,white,high,high school diploma,public,yes,no,medium,poor,0
484,15.422422422422422,male,white,low,associate's degree,public,yes,no,low,poor,0
485,15.427427427427428,female,white,low,associate's degree,public,yes,yes,high,poor,0
486,15.432432432432432,female,black,low,Bachelor's degree,public,yes,yes,high,good,1
487,15.437437437437438,male,white,low,associate's degree,public,no,no,high,good,1
488,15.442442442442442,male,white,low,associate's degree,private,yes,yes,low,good,1
489,15.447447447447448,male,black,medium,Bachelor's degree,private,yes,no,low,fair,1
490,15.452452452452452,male,other,medium,associate's degree,private,no,yes,medium,good,1
491,15.457457457457458,male,black,high,Bachelor's degree,public,yes,no,medium,poor,0
492,15.462462462462462,male,black,medium,associate's degree,public,no,no,high,excellent,1
493,15.467467467467468,female,other,high,Bachelor's degree,private,no,yes,low,fair,1
494,15.472472472472472,male,white,medium,associate's degree,public,yes,no,medium,good,0
495,15.477477477477478,male,other,low,high school diploma,private,no,yes,low,fair,0
496,15.482482482482482,male,black,low,high school diploma,public,no,no,high,excellent,1
497,15.487487487487488,female,other,low,Bachelor's degree,public,no,yes,low,fair,0
498,15.492492492492492,female,other,medium,associate's degree,private,yes,no,low,poor,1
499,15.497497497497498,male,white,low,associate's degree,public,yes,yes,high,fair,0
500,15.502502502502502,male,white,low,associate's degree,private,yes,yes,high,excellent,1
501,15.507507507507508,male,other,high,high school diploma,public,no,no,medium,excellent,0
502,15.512512512512512,male,white,high,high school diploma,private,no,yes,medium,fair,0
503,15.517517517517518,male,other,low,high school diploma,public,yes,no,high,fair,0
504,15.522522522522522,male,white,low,Bachelor's degree,public,no,yes,low,poor,0
505,15.527527527527528,male,black,low,associate's degree,public,no,no,high,poor,0
506,15.532532532532532,male,other,high,associate's degree,public,yes,yes,low,good,0
507,15.537537537537538,male,black,medium,associate's degree,private,no,yes,low,poor,1
508,15.542542542542542,female,other,high,associate's degree,private,yes,yes,high,fair,1
509,15.547547547547548,female,black,high,associate's degree,private,no,no,high,good,1
510,15.552552552552552,male,white,medium,Bachelor's degree,public,yes,no,low,poor,0
511,15.557557557557558,male,white,low,Bachelor's degree,private,yes,yes,low,good,1
512,15.562562562562562,male,other,low,high school diploma,private,no,yes,high,excellent,1
513,15.567567567567568,male,white,medium,associate's degree,public,yes,yes,high,excellent,1
514,15.572572572572572,male,other,high,high school diploma,public,yes,yes,low,fair,0
515,15.577577577577578,male,black,low,high school diploma,public,yes,no,high,excellent,1
516,15.582582582582582,male,other,high,Bachelor's degree,private,no,no,low,excellent,1
517,15.587587587587588,male,black,high,high school diploma,private,yes,no,high,excellent,1
518,15.592592592592592,female,other,medium,high school diploma,public,no,yes,medium,good,0
519,15.597597597597598,male,black,medium,Bachelor's degree,public,yes,no,low,good,0
520,15.602602602602602,male,black,high,Bachelor's degree,public,yes,yes,low,poor,0
521,15.607607607607608,female,other,medium,high school diploma,public,yes,yes,low,excellent,0
522,15.612612612612612,female,other,medium,high school diploma,private,no,yes,high,excellent,1
523,15.617617617617618,female,other,medium,high school diploma,public,no,yes,low,excellent,0
524,15.622622622622622,male,other,high,associate's degree,private,no,yes,low,poor,1
525,15.627627627627628,male,white,low,associate's degree,private,no,no,low,fair,1
526,15.632632632632632,female,black,medium,associate's degree,private,yes,no,high,excellent,1
527,15.637637637637638,male,other,low,associate's degree,public,no,no,high,excellent,1
528,15.642642642642642,male,white,low,high school diploma,public,yes,no,low,excellent,0
529,15.647647647647648,female,other,high,associate's degree,public,no,yes,medium,excellent,0
530,15.652652652652652,male,other,low,associate's degree,public,no,yes,high,excellent,1
531,15.657657657657658,male,other,high,Bachelor's degree,private,no,no,high,excellent,1
532,15.662662662662662,male,other,medium,associate's degree,private,no,no,low,excellent,1
533,15.667667667667668,male,white,medium,associate's degree,public,no,no,low,good,0
534,15.672672672672672,male,other,low,high school diploma,public,yes,yes,medium,poor,0
535,15.677677677677679,female,white,high,Bachelor's degree,private,yes,no,high,excellent,1
536,15.682682682682682,female,white,low,associate's degree,private,yes,no,high,good,1
537,15.687687687687689,male,white,medium,high school diploma,public,yes,no,medium,poor,0
538,15.692692692692692,male,white,medium,high school diploma,private,no,no,high,excellent,1
539,15.697697697697699,female,white,medium,high school diploma,public,yes,no,low,excellent,0
540,15.702702702702702,male,white,high,high school diploma,public,yes,no,medium,excellent,0
541,15.707707707707709,male,white,medium,Bachelor's degree,public,yes,no,high,good,1
542,15.712712712712712,male,white,high,high school diploma,private,no,yes,low,poor,0
543,15.717717717717719,female,white,medium,high school diploma,private,no,yes,low,fair,0
544,15.722722722722722,male,white,low,Bachelor's degree,private,no,yes,high,good,1
545,15.727727727727729,male,black,high,Bachelor's degree,public,no,yes,low,good,0
546,15.732732732732732,female,other,medium,high school diploma,public,no,yes,high,fair,0
547,15.737737737737739,female,white,high,high school diploma,public,no,yes,low,fair,0
548,15.742742742742742,male,other,high,high school diploma,private,yes,no,low,good,0
549,15.747747747747749,female,other,low,high school diploma,private,no,yes,medium,poor,0
550,15.752752752752752,female,white,low,Bachelor's degree,public,no,yes,high,excellent,1
551,15.757757757757759,male,other,medium,Bachelor's degree,public,yes,no,medium,excellent,0
552,15.762762762762762,male,white,high,associate's degree,public,no,yes,high,excellent,1
553,15.767767767767769,male,other,high,associate's degree,private,yes,yes,low,poor,1
554,15.772772772772772,female,other,low,high school diploma,private,no,yes,high,fair,0
555,15.777777777777779,female,white,low,associate's degree,private,yes,no,low,good,1
556,15.782782782782782,female,black,high,high school diploma,public,no,no,high,excellent,1
557,15.787787787787789,female,black,high,Bachelor's degree,private,no,no,high,good,1
558,15.792792792792792,female,other,high,high school diploma,private,no,no,low,good,0
559,15.797797797797799,male,white,low,Bachelor's degree,public,yes,yes,high,fair,0
560,15.802802802802802,male,black,low,high school diploma,private,yes,no,high,excellent,1
561,15.807807807807809,male,white,medium,Bachelor's degree,private,yes,no,low,fair,1
562,15.812812812812812,female,black,low,high school diploma,public,no,no,high,excellent,1
563,15.817817817817819,female,black,high,high school diploma,private,yes,no,low,good,0
564,15.822822822822822,female,other,high,associate's degree,public,yes,yes,high,good,1
565,15.827827827827829,female,other,high,Bachelor's degree,private,yes,no,medium,good,1
566,15.832832832832832,male,black,low,Bachelor's degree,public,no,yes,high,fair,0
567,15.837837837837839,female,other,high,Bachelor's degree,private,yes,no,high,excellent,1
568,15.842842842842842,female,other,low,high school diploma,private,no,yes,medium,good,0
569,15.847847847847849,male,white,medium,high school diploma,private,yes,yes,high,excellent,1
570,15.852852852852852,female,black,high,high school diploma,private,yes,no,high,good,1
571,15.857857857857859,male,white,high,associate's degree,public,no,yes,low,excellent,0
572,15.862862862862862,female,white,high,associate's degree,private,no,yes,low,excellent,1
573,15.867867867867869,male,white,high,high school diploma,public,no,no,high,excellent,1
574,15.872872872872872,male,other,high,associate's degree,private,yes,yes,low,good,1
575,15.877877877877879,female,other,medium,Bachelor's degree,public,no,yes,medium,good,0
576,15.882882882882882,female,white,low,associate's degree,private,yes,yes,medium,poor,1
577,15.887887887887889,female,other,high,associate's degree,private,yes,no,high,excellent,1
578,15.892892892892892,male,black,medium,high school diploma,public,no,yes,high,excellent,1
579,15.897897897897899,female,white,low,associate's degree,private,no,no,high,poor,1
580,15.902902902902902,male,other,high,associate's degree,public,yes,yes,low,fair,0
581,15.907907907907909,female,black,high,Bachelor's degree,public,yes,no,high,good,1
582,15.912912912912912,male,white,medium,associate's degree,public,no,yes,high,good,1
583,15.917917917917919,male,other,medium,associate's degree,private,yes,yes,low,poor,1
584,15.922922922922922,male,black,low,high school diploma,public,no,yes,medium,fair,0
585,15.927927927927929,male,white,medium,Bachelor's degree,public,no,yes,medium,fair,0
586,15.932932932932932,male,black,medium,Bachelor's degree,private,yes,yes,low,excellent,1
587,15.937937937937939,female,other,medium,associate's degree,private,no,yes,low,excellent,1
588,15.942942942942942,female,black,medium,Bachelor's degree,private,yes,yes,low,excellent,1
589,15.947947947947949,female,white,medium,associate's degree,public,yes,no,medium,poor,0
590,15.952952952952952,female,white,medium,associate's degree,private,yes,no,medium,good,1
591,15.957957957957959,male,black,high,associate's degree,public,no,yes,medium,fair,0
592,15.962962962962962,male,black,low,high school diploma,public,yes,yes,high,excellent,1
593,15.967967967967969,female,other,medium,associate's degree,public,yes,no,low,excellent,0
594,15.972972972972972,female,white,medium,Bachelor's degree,private,no,no,low,fair,1
595,15.977977977977979,female,black,medium,Bachelor's degree,private,no,no,low,good,1
596,15.982982982982982,male,other,low,Bachelor's degree,public,no,no,medium,fair,0
597,15.987987987987989,female,white,low,associate's degree,public,no,no,medium,poor,0
598,15.992992992992992,female,other,low,associate's degree,public,yes,no,medium,excellent,0
599,15.997997997997999,female,black,high,Bachelor's degree,public,no,yes,high,excellent,1
600,16.003003003003002,female,other,high,high school diploma,public,no,yes,low,poor,1
601,16.00800800800801,female,black,medium,high school diploma,private,no,no,high,poor,1
602,16.013013013013012,female,white,low,high school diploma,public,no,yes,low,fair,0
603,16.01801801801802,female,other,low,Bachelor's degree,private,no,no,high,poor,1
604,16.023023023023022,male,other,low,Bachelor's degree,private,no,no,medium,good,1
605,16.02802802802803,female,other,low,Bachelor's degree,public,no,no,high,fair,0
606,16.033033033033032,male,black,high,Bachelor's degree,private,yes,no,high,fair,1
607,16.03803803803804,male,other,medium,associate's degree,public,no,no,high,fair,1
608,16.043043043043042,male,other,medium,high school diploma,private,no,yes,high,poor,1
609,16.04804804804805,male,black,high,associate's degree,private,no,no,low,good,1
610,16.053053053053052,female,black,high,associate's degree,public,no,no,high,excellent,1
611,16.05805805805806,male,other,medium,Bachelor's degree,private,no,yes,high,poor,1
612,16.063063063063062,female,white,medium,high school diploma,public,yes,yes,medium,excellent,1
613,16.06806806806807,female,other,low,Bachelor's degree,public,yes,no,low,good,0
614,16.073073073073072,female,black,low,Bachelor's degree,private,no,yes,low,fair,1
615,16.07807807807808,male,black,high,high school diploma,public,no,yes,medium,excellent,1
616,16.083083083083082,female,white,low,associate's degree,public,yes,no,high,excellent,1
617,16.08808808808809,female,other,medium,associate's degree,public,yes,yes,low,good,1
618,16.093093093093092,female,white,low,associate's degree,private,yes,yes,high,good,1
619,16.0980980980981,female,black,medium,Bachelor's degree,private,no,yes,medium,excellent,1
620,16.103103103103102,male,black,medium,high school diploma,public,no,yes,medium,excellent,1
621,16.10810810810811,female,other,high,high school diploma,public,no,yes,low,good,1
622,16.113113113113112,female,black,high,Bachelor's degree,public,no,yes,medium,poor,1
623,16.11811811811812,male,white,low,high school diploma,public,no,yes,high,fair,0
624,16.123123123123122,female,black,low,associate's degree,private,no,no,medium,poor,1
625,16.12812812812813,male,other,low,Bachelor's degree,private,yes,yes,low,good,1
626,16.133133133133132,male,other,low,high school diploma,private,no,no,high,fair,0
627,16.13813813813814,female,white,medium,Bachelor's degree,private,yes,no,medium,good,1
628,16.143143143143142,male,white,medium,high school diploma,private,yes,yes,medium,excellent,1
629,16.14814814814815,female,black,low,associate's degree,private,yes,yes,low,excellent,1
630,16.153153153153152,male,other,medium,high school diploma,private,no,no,high,excellent,1
631,16.15815815815816,female,other,high,associate's degree,private,no,yes,medium,poor,1
632,16.163163163163162,female,black,low,associate's degree,private,yes,no,medium,poor,1
633,16.16816816816817,male,white,high,Bachelor's degree,private,yes,no,medium,poor,1
634,16.173173173173172,female,white,medium,Bachelor's degree,private,yes,no,high,fair,1
635,16.17817817817818,male,black,low,high school diploma,private,yes,no,low,excellent,0
636,16.183183183183182,female,black,low,Bachelor's degree,public,no,yes,low,excellent,0
637,16.18818818818819,male,white,high,high school diploma,private,no,no,low,poor,1
638,16.193193193193192,female,other,medium,high school diploma,private,no,no,medium,excellent,1
639,16.1981981981982,male,white,medium,Bachelor's degree,private,yes,no,low,good,1
640,16.203203203203202,male,other,medium,associate's degree,private,no,yes,medium,good,1
641,16.20820820820821,male,black,high,high school diploma,private,no,no,low,fair,1
642,16.213213213213212,female,white,medium,Bachelor's degree,private,no,no,medium,fair,1
643,16.21821821821822,male,other,low,Bachelor's degree,private,no,yes,low,poor,1
644,16.223223223223222,female,black,medium,Bachelor's degree,public,no,yes,low,poor,1
645,16.22822822822823,female,white,medium,associate's degree,public,no,yes,high,poor,1
646,16.233233233233232,male,black,low,associate's degree,private,no,yes,high,fair,1
647,16.23823823823824,male,black,low,associate's degree,public,no,no,high,fair,0
648,16.243243243243242,male,other,medium,associate's degree,public,no,yes,high,poor,1
649,16.24824824824825,male,white,medium,associate's degree,private,yes,no,low,good,1
650,16.253253253253252,female,other,high,high school diploma,private,yes,no,low,poor,1
651,16.25825825825826,female,black,high,associate's degree,private,no,no,high,poor,1
652,16.263263263263262,male,white,medium,associate's degree,private,no,yes,medium,good,1
653,16.26826826826827,male,other,low,associate's degree,private,yes,no,low,excellent,1
654,16.273273273273272,male,other,high,Bachelor's degree,private,yes,no,high,poor,1
655,16.27827827827828,female,black,high,Bachelor's degree,private,yes,yes,medium,excellent,1
656,16.283283283283282,male,white,medium,high school diploma,private,no,yes,high,good,1
657,16.28828828828829,female,white,high,associate's degree,private,yes,no,high,good,1
658,16.293293293293292,male,other,medium,associate's degree,private,yes,yes,medium,excellent,1
659,16.2982982982983,male,other,low,associate's degree,public,no,no,low,good,0
660,16.303303303303302,female,other,low,high school diploma,public,yes,yes,high,fair,0
661,16.30830830830831,male,black,high,Bachelor's degree,private,yes,no,high,good,1
662,16.313313313313312,female,white,low,associate's degree,private,yes,no,low,excellent,1
663,16.31831831831832,male,other,low,high school diploma,private,yes,yes,high,fair,0
664,16.323323323323322,male,white,medium,high school diploma,private,yes,no,medium,good,1
665,16.32832832832833,male,black,medium,high school diploma,private,yes,no,medium,excellent,1
666,16.333333333333332,male,black,medium,Bachelor's degree,private,yes,no,high,excellent,1
667,16.33833833833834,male,black,low,high school diploma,private,no,yes,medium,poor,0
668,16.343343343343342,male,white,medium,Bachelor's degree,public,no,no,high,excellent,1
669,16.34834834834835,male,white,medium,associate's degree,private,yes,no,high,poor,1
670,16.353353353353352,male,black,high,associate's degree,private,no,yes,medium,poor,1
671,16.35835835835836,male,black,medium,Bachelor's degree,private,yes,no,high,excellent,1
672,16.363363363363362,male,other,medium,high school diploma,private,no,yes,medium,poor,1
673,16.36836836836837,male,white,high,Bachelor's degree,public,no,no,low,good,1
674,16.373373373373372,female,other,low,high school diploma,private,no,yes,medium,fair,0
675,16.37837837837838,female,white,high,Bachelor's degree,private,yes,no,medium,good,1
676,16.383383383383382,male,black,medium,high school diploma,public,no,yes,medium,poor,1
677,16.38838838838839,male,other,medium,associate's degree,private,yes,yes,medium,excellent,1
678,16.393393393393392,male,white,medium,associate's degree,private,no,yes,medium,poor,1
679,16.3983983983984,female,white,medium,associate's degree,private,yes,yes,high,good,1
680,16.403403403403402,female,other,high,associate's degree,private,yes,yes,high,fair,1
681,16.40840840840841,male,black,medium,Bachelor's degree,private,no,no,high,fair,1
682,16.413413413413412,female,black,low,Bachelor's degree,private,yes,yes,low,good,1
683,16.41841841841842,male,white,high,associate's degree,private,no,no,high,good,1
684,16.423423423423422,female,black,low,Bachelor's degree,public,yes,no,high,excellent,1
685,16.42842842842843,female,white,high,high school diploma,private,yes,yes,low,poor,1
686,16.433433433433432,female,white,medium,high school diploma,private,no,yes,medium,excellent,1
687,16.43843843843844,female,other,low,high school diploma,public,yes,yes,high,fair,0
688,16.443443443443442,male,other,high,high school diploma,public,no,no,low,good,1
689,16.44844844844845,male,white,low,high school diploma,private,yes,no,low,fair,0
690,16.453453453453452,male,black,medium,associate's degree,private,no,yes,high,fair,1
691,16.45845845845846,female,black,high,Bachelor's degree,private,no,no,medium,poor,1
692,16.463463463463462,female,other,high,associate's degree,private,yes,no,medium,excellent,1
693,16.46846846846847,female,other,medium,associate's degree,private,no,yes,high,good,1
694,16.473473473473472,male,black,high,Bachelor's degree,public,no,no,high,poor,1
695,16.47847847847848,male,other,low,Bachelor's degree,public,yes,yes,low,good,0
696,16.483483483483482,male,black,low,high school diploma,private,yes,yes,medium,good,0
697,16.48848848848849,male,other,medium,high school diploma,private,yes,no,low,good,1
698,16.493493493493492,male,other,low,associate's degree,private,no,yes,medium,excellent,1
699,16.4984984984985,female,other,high,high school diploma,public,no,no,high,excellent,1
700,16.503503503503502,female,other,medium,associate's degree,private,yes,no,low,excellent,1
701,16.50850850850851,female,black,low,associate's degree,public,no,no,medium,fair,0
702,16.513513513513512,female,black,low,associate's degree,public,no,yes,low,excellent,0
703,16.51851851851852,female,black,high,associate's degree,private,no,yes,high,excellent,1
704,16.523523523523522,female,other,medium,high school diploma,private,no,yes,medium,good,1
705,16.52852852852853,male,other,low,high school diploma,private,no,no,low,excellent,0
706,16.533533533533532,female,white,medium,Bachelor's degree,public,yes,yes,high,good,1
707,16.53853853853854,female,white,low,Bachelor's degree,private,yes,no,low,excellent,1
708,16.543543543543542,female,black,high,Bachelor's degree,private,yes,no,high,excellent,1
709,16.54854854854855,female,other,medium,high school diploma,public,yes,yes,low,good,1
710,16.553553553553552,male,other,low,associate's degree,private,yes,yes,high,poor,1
711,16.55855855855856,female,other,medium,associate's degree,private,no,no,medium,poor,1
712,16.563563563563562,male,other,low,Bachelor's degree,private,no,no,high,fair,1
713,16.56856856856857,female,other,medium,associate's degree,public,yes,yes,low,fair,1
714,16.573573573573572,male,black,medium,associate's degree,public,yes,yes,medium,good,1
715,16.57857857857858,female,black,medium,associate's degree,public,no,no,low,good,1
716,16.583583583583582,female,other,medium,high school diploma,private,no,no,medium,good,1
717,16.58858858858859,male,other,medium,Bachelor's degree,private,no,yes,high,poor,1
718,16.593593593593592,male,white,medium,high school diploma,public,yes,yes,low,excellent,1
719,16.5985985985986,male,black,low,high school diploma,public,no,yes,medium,good,0
720,16.603603603603602,female,white,medium,Bachelor's degree,public,no,no,low,fair,1
721,16.60860860860861,male,white,high,Bachelor's degree,private,yes,no,high,poor,1
722,16.613613613613612,male,other,medium,high school diploma,public,yes,no,high,excellent,1
723,16.61861861861862,female,other,low,associate's degree,public,yes,yes,high,fair,0
724,16.623623623623622,male,other,low,Bachelor's degree,private,no,no,low,excellent,1
725,16.62862862862863,male,white,low,high school diploma,private,no,no,low,poor,0
726,16.633633633633632,female,white,medium,Bachelor's degree,public,no,no,high,excellent,1
727,16.63863863863864,female,other,low,associate's degree,private,no,yes,high,good,1
728,16.643643643643642,female,other,high,associate's degree,public,yes,yes,low,excellent,1
729,16.64864864864865,female,white,medium,associate's degree,public,yes,no,low,poor,1
730,16.653653653653652,male,black,medium,Bachelor's degree,private,no,no,high,good,1
731,16.65865865865866,male,black,medium,associate's degree,public,no,no,high,good,1
732,16.663663663663662,male,black,low,high school diploma,private,no,no,high,good,1
733,16.66866866866867,female,white,high,Bachelor's degree,private,yes,yes,medium,poor,1
734,16.673673673673672,female,black,medium,high school diploma,private,yes,no,medium,fair,1
735,16.67867867867868,female,white,medium,high school diploma,public,no,no,high,fair,1
736,16.683683683683682,female,white,low,associate's degree,public,yes,no,high,fair,0
737,16.68868868868869,female,other,high,associate's degree,private,no,yes,medium,good,1
738,16.693693693693692,male,other,low,associate's degree,public,no,no,low,fair,0
