,MemberID,Age,Gender,MembershipDuration,AverageWeeklyVisits,PreferredClassType,AttendanceLastMonth,ClassDuration,MotivationLevel,ClassDay,label
440,441,54,Male,26,6,Dance,3,90,3,Thursday,1
441,442,36,Female,55,5,Zumba,0,30,10,Tuesday,1
442,443,33,Female,50,3,Zumba,5,45,3,Saturday,1
443,444,57,Female,7,2,HIIT,0,45,7,Monday,0
444,445,47,Female,28,4,Pilates,5,45,1,Friday,1
445,446,54,Male,54,1,Dance,0,45,1,Friday,1
446,447,53,Female,36,4,Pilates,4,45,7,Tuesday,1
447,448,21,Female,44,3,HIIT,1,30,6,Tuesday,1
448,449,58,Male,50,6,Yoga,4,90,8,Friday,1
449,450,27,Male,39,3,HIIT,4,60,5,Saturday,1
450,451,54,Male,29,5,Zumba,1,60,7,Thursday,1
451,452,55,Female,38,4,Dance,0,90,5,Tuesday,1
452,453,55,Male,27,3,Yoga,2,60,1,Saturday,1
453,454,33,Female,8,2,Zumba,2,30,5,Sunday,0
454,455,46,Male,8,6,Zumba,1,90,9,Thursday,0
455,456,55,Female,17,3,Cycling,3,30,8,Monday,1
456,457,32,Female,21,7,Pilates,1,30,8,Monday,1
457,458,36,Male,24,5,Yoga,4,90,6,Thursday,1
458,459,52,Female,18,7,Zumba,4,45,10,Friday,1
459,460,41,Male,1,5,Zumba,4,60,7,Sunday,1
460,461,31,Female,30,5,Dance,4,45,10,Tuesday,1
461,462,24,Female,17,6,Kickboxing,5,90,3,Saturday,1
462,463,18,Female,55,1,Dance,1,90,3,Tuesday,1
463,464,19,Male,44,1,Zumba,1,45,1,Friday,1
464,465,51,Female,49,5,Yoga,3,30,4,Saturday,1
465,466,54,Female,53,1,Weightlifting,4,60,10,Tuesday,1
466,467,52,Male,27,6,Weightlifting,4,60,5,Sunday,1
467,468,52,Male,21,5,Kickboxing,4,90,5,Sunday,1
468,469,22,Female,16,4,Pilates,3,45,10,Wednesday,1
469,470,50,Male,26,4,Yoga,0,45,5,Friday,1
470,471,28,Female,11,6,Pilates,1,90,3,Monday,0
471,472,34,Male,56,1,Pilates,3,30,6,Saturday,1
472,473,58,Female,8,3,HIIT,2,60,2,Saturday,0
473,474,36,Female,27,6,Pilates,4,45,6,Friday,1
474,475,49,Male,16,2,HIIT,5,60,8,Monday,1
475,476,45,Female,4,6,Zumba,2,30,1,Friday,0
476,477,49,Male,32,3,Zumba,2,45,5,Wednesday,1
477,478,37,Female,9,4,Cycling,5,90,1,Friday,0
478,479,45,Male,59,2,Yoga,3,45,6,Sunday,1
479,480,25,Female,55,6,Pilates,4,45,7,Wednesday,1
480,481,58,Female,38,6,Kickboxing,1,90,2,Monday,1
481,482,48,Male,30,1,Pilates,0,90,6,Saturday,1
482,483,18,Male,9,4,Cycling,1,90,8,Friday,1
483,484,25,Female,24,5,Weightlifting,4,60,5,Monday,1
484,485,53,Female,4,4,Weightlifting,5,60,5,Thursday,0
485,486,30,Male,59,4,Kickboxing,3,60,5,Friday,1
486,487,24,Female,37,7,Weightlifting,2,90,2,Saturday,1
487,488,46,Male,8,6,Dance,0,30,6,Saturday,0
488,489,36,Female,15,2,Zumba,4,60,3,Tuesday,1
489,490,59,Male,3,2,Weightlifting,5,60,8,Wednesday,0
490,491,24,Male,26,7,Yoga,3,45,3,Friday,1
491,492,53,Male,22,4,Zumba,4,90,7,Wednesday,1
492,493,33,Male,47,2,Zumba,5,30,7,Saturday,1
493,494,21,Male,47,7,Dance,1,60,8,Tuesday,1
494,495,38,Female,17,1,Kickboxing,5,30,8,Friday,1
495,496,58,Male,7,3,Yoga,3,90,8,Sunday,0
496,497,33,Male,7,3,HIIT,0,60,2,Sunday,0
497,498,25,Female,33,6,Weightlifting,1,60,10,Tuesday,1
498,499,21,Female,55,7,Kickboxing,1,30,6,Thursday,1
499,500,20,Male,37,6,Dance,1,60,4,Friday,1
500,501,29,Female,8,2,Dance,1,90,4,Thursday,0
501,502,42,Male,23,7,Pilates,1,90,5,Sunday,1
502,503,45,Female,10,6,Yoga,4,45,9,Tuesday,1
503,504,44,Male,25,4,Yoga,4,30,2,Wednesday,1
504,505,54,Female,16,2,HIIT,2,90,5,Monday,1
505,506,29,Male,51,2,Cycling,3,30,3,Wednesday,1
506,507,32,Female,57,7,Cycling,3,30,1,Sunday,1
507,508,55,Male,42,7,Weightlifting,3,60,1,Sunday,1
508,509,25,Male,59,3,HIIT,5,45,2,Thursday,1
509,510,44,Male,52,4,HIIT,1,90,1,Wednesday,1
510,511,55,Male,26,4,HIIT,2,90,5,Monday,1
511,512,45,Male,18,5,Dance,5,30,8,Sunday,1
512,513,36,Male,40,4,Pilates,2,30,5,Friday,1
513,514,23,Male,1,2,Weightlifting,0,60,7,Sunday,1
514,515,21,Female,33,5,Weightlifting,4,45,3,Friday,1
515,516,24,Male,13,4,Weightlifting,5,60,7,Tuesday,1
516,517,30,Female,49,4,Zumba,5,60,10,Tuesday,1
517,518,20,Female,58,4,Zumba,5,90,4,Sunday,1
518,519,30,Male,4,1,Yoga,3,90,1,Tuesday,0
519,520,45,Female,33,2,Yoga,2,45,4,Monday,1
520,521,35,Male,3,7,Pilates,2,45,10,Monday,0
521,522,27,Female,15,1,Weightlifting,0,60,7,Friday,1
522,523,21,Female,5,7,Pilates,3,45,7,Friday,1
523,524,38,Female,57,7,Pilates,5,45,7,Tuesday,1
524,525,59,Female,56,6,Weightlifting,3,45,5,Thursday,1
525,526,43,Female,24,3,Pilates,0,90,4,Saturday,1
526,527,57,Male,35,5,Kickboxing,0,60,5,Thursday,1
527,528,37,Female,36,3,Kickboxing,4,30,7,Sunday,1
528,529,35,Female,48,1,Kickboxing,0,60,4,Wednesday,1
529,530,38,Male,59,4,Pilates,5,30,7,Wednesday,1
530,531,51,Male,51,4,HIIT,4,45,4,Tuesday,1
531,532,41,Female,2,6,Kickboxing,4,90,2,Saturday,1
532,533,33,Female,60,7,Yoga,2,90,6,Tuesday,1
533,534,35,Female,51,3,Kickboxing,2,45,7,Wednesday,1
534,535,28,Male,38,4,Cycling,0,60,7,Tuesday,1
535,536,39,Male,44,4,Dance,1,30,1,Sunday,1
536,537,23,Male,44,1,HIIT,2,30,4,Friday,1
537,538,54,Female,37,5,Kickboxing,1,90,4,Tuesday,1
538,539,32,Male,28,1,HIIT,4,30,4,Monday,1
539,540,45,Male,38,6,Yoga,3,45,2,Friday,1
540,541,27,Male,19,7,Weightlifting,4,90,9,Saturday,1
541,542,53,Female,10,7,Dance,4,45,9,Tuesday,1
542,543,59,Female,34,6,Dance,4,45,9,Tuesday,1
543,544,48,Male,44,2,Yoga,2,45,4,Sunday,1
544,545,36,Female,1,4,Zumba,3,90,7,Monday,0
545,546,26,Female,16,3,HIIT,3,30,6,Saturday,1
546,547,41,Female,50,6,Yoga,1,90,4,Monday,1
547,548,50,Female,44,7,HIIT,3,60,2,Wednesday,1
548,549,29,Female,1,2,Zumba,3,30,6,Tuesday,1
549,550,55,Female,17,3,Dance,4,30,10,Sunday,1
550,551,49,Female,19,5,Kickboxing,0,90,8,Wednesday,1
551,552,29,Female,51,4,Zumba,2,45,6,Saturday,1
552,553,60,Male,25,7,Pilates,5,90,1,Saturday,1
553,554,32,Male,11,5,Zumba,5,45,1,Sunday,1
554,555,22,Male,14,3,Yoga,5,60,2,Friday,1
555,556,53,Female,27,1,Dance,1,90,3,Sunday,1
556,557,59,Female,12,3,Yoga,1,45,8,Tuesday,0
557,558,54,Male,41,1,Dance,2,30,10,Monday,1
558,559,51,Male,31,3,Zumba,4,30,8,Friday,1
559,560,51,Female,19,5,Weightlifting,4,60,9,Saturday,1
560,561,37,Female,16,4,Zumba,0,60,4,Wednesday,1
561,562,37,Male,6,7,Yoga,4,30,2,Monday,1
562,563,53,Male,23,3,Yoga,3,90,10,Sunday,1
563,564,48,Female,19,7,Kickboxing,4,90,5,Sunday,1
564,565,39,Male,20,3,Dance,2,30,10,Sunday,1
565,566,53,Female,31,3,Dance,5,90,9,Thursday,1
566,567,49,Male,25,4,Yoga,0,30,8,Saturday,1
567,568,37,Male,14,3,Pilates,4,60,2,Friday,1
568,569,33,Female,37,6,Cycling,0,60,10,Wednesday,1
569,570,43,Male,41,1,Kickboxing,1,90,9,Tuesday,1
570,571,42,Male,52,2,HIIT,1,45,5,Sunday,1
571,572,38,Female,7,3,Dance,1,90,8,Tuesday,0
572,573,41,Male,38,7,Weightlifting,3,30,10,Wednesday,1
573,574,59,Male,14,2,Zumba,1,60,6,Friday,1
574,575,29,Male,49,1,Kickboxing,1,60,4,Wednesday,1
575,576,27,Male,56,3,Pilates,5,30,2,Thursday,1
576,577,49,Male,11,2,Weightlifting,3,60,4,Monday,0
577,578,55,Male,13,3,Cycling,1,90,9,Saturday,1
578,579,44,Male,2,3,Zumba,1,30,3,Monday,0
579,580,30,Female,43,6,HIIT,5,45,6,Monday,1
580,581,31,Female,35,3,Yoga,3,90,8,Sunday,1
581,582,32,Male,58,4,Weightlifting,0,45,10,Sunday,1
582,583,31,Male,31,3,Kickboxing,3,60,1,Friday,1
583,584,26,Male,44,2,Yoga,2,45,2,Monday,1
584,585,48,Female,21,6,Pilates,1,30,2,Wednesday,1
585,586,56,Female,17,1,Weightlifting,0,90,6,Friday,1
586,587,34,Female,38,3,Dance,3,60,7,Friday,1
587,588,33,Female,43,2,Cycling,4,60,2,Thursday,1
588,589,25,Male,56,3,HIIT,4,90,7,Friday,1
589,590,47,Female,43,3,Cycling,5,90,4,Saturday,1
590,591,59,Male,8,7,Kickboxing,2,90,5,Sunday,0
591,592,42,Male,35,1,Yoga,0,60,3,Tuesday,1
592,593,44,Female,55,4,Pilates,1,90,4,Tuesday,1
593,594,44,Female,10,4,Weightlifting,2,30,1,Tuesday,0
594,595,23,Female,15,4,Pilates,4,30,7,Monday,1
595,596,45,Male,51,7,Yoga,4,60,7,Sunday,1
596,597,41,Female,52,4,Yoga,1,60,10,Saturday,1
597,598,18,Female,50,5,HIIT,4,30,9,Monday,1
598,599,59,Male,58,4,Weightlifting,1,60,2,Thursday,1
599,600,45,Female,37,4,Pilates,4,60,6,Tuesday,1
600,601,56,Male,30,5,Kickboxing,5,45,8,Sunday,1
601,602,42,Female,33,1,Yoga,3,30,9,Friday,1
602,603,33,Male,10,1,HIIT,4,45,9,Tuesday,0
603,604,40,Female,19,7,Zumba,2,45,5,Monday,1
604,605,49,Female,8,3,Zumba,2,30,7,Thursday,0
605,606,43,Female,15,1,Weightlifting,2,90,10,Monday,1
606,607,22,Female,39,4,Zumba,2,60,9,Friday,1
607,608,58,Male,57,3,Weightlifting,0,30,8,Tuesday,1
608,609,41,Male,31,5,Kickboxing,0,90,2,Tuesday,1
609,610,58,Female,51,1,Yoga,0,30,10,Tuesday,1
610,611,26,Male,42,6,Dance,2,45,8,Friday,1
611,612,53,Female,8,5,Dance,1,90,1,Friday,0
612,613,29,Female,56,4,Kickboxing,1,60,2,Thursday,1
613,614,35,Female,10,2,Yoga,0,45,5,Monday,0
614,615,24,Female,17,7,HIIT,4,30,4,Sunday,1
615,616,22,Female,24,6,Kickboxing,4,30,10,Friday,1
616,617,20,Male,1,2,Cycling,4,30,4,Sunday,0
617,618,23,Female,4,5,Yoga,0,30,5,Tuesday,0
618,619,39,Male,23,3,Dance,1,45,10,Monday,1
619,620,60,Male,21,1,HIIT,3,60,4,Tuesday,1
620,621,32,Male,55,4,Cycling,5,60,6,Monday,1
621,622,40,Male,18,1,Weightlifting,0,60,4,Friday,1
622,623,27,Male,13,3,Kickboxing,2,30,1,Tuesday,1
623,624,36,Female,47,2,Zumba,2,30,6,Sunday,1
624,625,60,Male,60,6,Zumba,2,90,9,Thursday,1
625,626,58,Male,48,2,Pilates,1,30,5,Saturday,1
626,627,58,Female,38,2,HIIT,5,30,5,Saturday,1
627,628,47,Female,9,7,Yoga,5,45,4,Wednesday,1
628,629,33,Male,37,3,Dance,1,30,7,Friday,1
629,630,28,Male,20,6,Kickboxing,2,60,9,Monday,1
630,631,51,Female,21,2,Zumba,2,30,9,Friday,1
631,632,23,Male,37,5,Zumba,3,90,8,Tuesday,1
632,633,41,Male,27,5,Pilates,2,60,1,Friday,1
633,634,52,Female,46,7,Kickboxing,0,90,1,Sunday,1
634,635,48,Female,48,5,Dance,3,45,10,Thursday,1
635,636,34,Female,43,5,Dance,4,30,6,Monday,1
636,637,40,Male,50,1,Dance,4,30,7,Tuesday,1
637,638,57,Female,40,5,Zumba,4,60,8,Wednesday,1
638,639,22,Male,60,6,Weightlifting,1,60,6,Tuesday,1
639,640,48,Female,20,3,Dance,3,60,10,Friday,1
640,641,23,Female,38,5,Yoga,0,30,5,Friday,1
641,642,24,Male,38,1,Dance,2,30,10,Thursday,1
642,643,24,Male,24,5,HIIT,4,45,6,Sunday,1
643,644,40,Male,30,1,Kickboxing,3,45,4,Thursday,1
644,645,52,Female,54,1,Weightlifting,3,30,3,Wednesday,1
645,646,27,Male,34,6,Weightlifting,1,60,5,Thursday,1
646,647,37,Female,45,1,Kickboxing,5,60,9,Thursday,1
647,648,46,Male,35,1,Pilates,3,45,7,Sunday,1
648,649,32,Female,46,7,Kickboxing,4,45,9,Saturday,1
649,650,22,Female,30,2,Pilates,5,30,8,Monday,1
650,651,25,Male,49,3,Kickboxing,3,45,1,Saturday,1
651,652,33,Male,32,6,Dance,1,90,2,Friday,1
652,653,39,Male,54,3,HIIT,0,30,6,Thursday,1
653,654,28,Female,33,5,Dance,5,30,3,Thursday,1
654,655,56,Male,14,6,Cycling,3,45,6,Sunday,1
655,656,53,Male,37,5,Zumba,5,90,5,Wednesday,1
656,657,36,Male,43,5,Dance,0,90,4,Thursday,1
657,658,51,Female,28,5,Yoga,1,30,4,Friday,1
658,659,29,Female,54,5,Zumba,2,90,3,Wednesday,1
659,660,49,Female,9,3,Weightlifting,5,60,7,Thursday,0
660,661,25,Male,20,7,Dance,5,60,8,Monday,1
661,662,46,Female,21,7,HIIT,0,30,2,Thursday,1
662,663,23,Male,32,3,HIIT,3,45,9,Tuesday,1
663,664,49,Female,42,2,Zumba,5,30,9,Tuesday,1
664,665,24,Male,28,1,Zumba,2,90,5,Saturday,1
665,666,42,Male,6,2,Yoga,5,45,7,Saturday,0
666,667,29,Male,30,7,Dance,1,60,6,Thursday,1
667,668,35,Female,14,5,Zumba,0,45,3,Saturday,1
668,669,28,Male,17,6,Weightlifting,3,90,5,Sunday,1
669,670,41,Female,5,4,Zumba,0,90,7,Sunday,0
670,671,36,Female,38,4,Yoga,4,60,9,Friday,1
671,672,58,Male,59,7,Yoga,2,60,8,Wednesday,1
672,673,36,Female,22,1,Kickboxing,2,30,9,Monday,1
673,674,41,Male,14,1,Zumba,4,60,5,Saturday,1
674,675,50,Female,59,2,Zumba,3,30,2,Tuesday,1
675,676,60,Female,21,5,Yoga,3,45,2,Monday,1
676,677,33,Male,13,4,Kickboxing,2,30,7,Friday,1
677,678,21,Male,28,2,Zumba,3,90,9,Sunday,1
678,679,57,Male,32,5,Zumba,2,30,8,Friday,1
679,680,51,Female,3,2,Kickboxing,2,90,5,Thursday,0
680,681,57,Male,38,5,Zumba,3,30,2,Saturday,1
681,682,49,Male,49,4,Pilates,0,45,8,Tuesday,1
682,683,27,Male,30,2,Yoga,2,45,2,Monday,1
683,684,18,Female,43,7,Cycling,4,30,6,Wednesday,1
684,685,33,Male,17,2,Yoga,3,90,4,Thursday,1
685,686,60,Male,5,1,HIIT,0,90,2,Tuesday,0
686,687,58,Female,46,4,Dance,5,60,8,Thursday,1
687,688,58,Female,4,3,Zumba,1,60,10,Friday,0
688,689,37,Female,42,1,Weightlifting,3,45,10,Tuesday,1
689,690,60,Male,22,3,HIIT,4,30,6,Thursday,1
690,691,52,Male,51,4,HIIT,3,90,8,Sunday,1
691,692,55,Female,47,7,Cycling,4,60,4,Wednesday,1
692,693,19,Female,26,3,Kickboxing,0,45,3,Wednesday,1
693,694,41,Female,28,3,Pilates,3,60,8,Sunday,1
694,695,19,Male,9,2,Zumba,5,60,6,Thursday,1
695,696,31,Male,35,6,Kickboxing,2,60,9,Sunday,1
696,697,34,Male,47,2,Weightlifting,3,60,5,Saturday,1
697,698,25,Female,51,4,Yoga,0,60,4,Monday,1
698,699,57,Female,30,7,Dance,2,60,8,Thursday,1
699,700,31,Female,31,7,HIIT,3,45,4,Sunday,1
700,701,55,Male,59,7,Kickboxing,4,60,9,Sunday,1
701,702,35,Female,25,3,Dance,0,30,6,Monday,1
702,703,40,Male,1,4,Cycling,0,45,8,Saturday,0
703,704,56,Female,31,4,HIIT,4,45,8,Friday,1
704,705,23,Male,34,2,Cycling,0,45,5,Saturday,1
705,706,29,Female,28,3,Yoga,1,90,7,Friday,1
706,707,42,Male,39,4,Pilates,3,30,4,Wednesday,1
707,708,47,Male,27,7,Dance,2,60,1,Thursday,1
708,709,56,Female,48,4,Zumba,2,30,3,Saturday,1
709,710,19,Male,7,1,Dance,0,60,2,Wednesday,0
710,711,39,Male,5,6,Weightlifting,1,60,6,Tuesday,0
711,712,37,Male,34,2,Dance,4,90,5,Thursday,1
712,713,30,Male,35,6,Kickboxing,2,60,4,Saturday,1
713,714,43,Male,10,5,Yoga,4,30,2,Thursday,1
714,715,34,Female,58,6,Yoga,1,90,9,Wednesday,1
715,716,48,Female,42,2,Yoga,4,30,6,Wednesday,1
716,717,60,Male,36,3,Pilates,0,90,3,Saturday,1
717,718,50,Female,54,2,Kickboxing,2,90,3,Saturday,1
718,719,56,Male,2,6,Yoga,5,30,3,Thursday,1
719,720,36,Male,34,5,Yoga,0,90,3,Monday,1
720,721,34,Male,19,1,Zumba,0,90,6,Wednesday,1
721,722,46,Male,45,5,Zumba,4,30,2,Monday,1
722,723,50,Male,19,3,HIIT,5,45,2,Sunday,1
723,724,33,Female,17,1,Kickboxing,3,45,6,Monday,1
724,725,18,Male,26,2,Pilates,3,45,3,Sunday,1
725,726,24,Female,15,6,Yoga,5,30,4,Tuesday,1
726,727,21,Female,22,1,Kickboxing,5,30,5,Sunday,1
727,728,57,Male,32,1,Dance,0,60,7,Monday,1
728,729,35,Female,26,2,Weightlifting,0,90,2,Tuesday,1
729,730,36,Male,3,5,Cycling,2,90,4,Tuesday,0
730,731,39,Male,13,6,Pilates,1,60,7,Wednesday,1
731,732,36,Male,20,2,Kickboxing,5,60,1,Saturday,1
732,733,50,Male,28,3,Kickboxing,4,30,8,Tuesday,1
733,734,37,Female,23,3,Weightlifting,2,90,6,Wednesday,1
734,735,40,Male,56,7,Zumba,0,90,5,Monday,1
735,736,55,Male,2,3,HIIT,1,90,5,Sunday,0
736,737,50,Female,47,5,Yoga,2,60,10,Monday,1
737,738,56,Male,49,7,Yoga,4,90,8,Monday,1
738,739,25,Female,14,3,Yoga,4,45,1,Monday,1
739,740,56,Female,48,4,Yoga,4,30,9,Wednesday,1
740,741,60,Female,6,2,Pilates,2,90,1,Thursday,0
741,742,53,Male,34,1,Weightlifting,4,45,4,Friday,1
742,743,29,Male,54,2,Kickboxing,3,60,7,Tuesday,1
743,744,59,Male,14,6,HIIT,0,90,5,Thursday,1
744,745,56,Female,32,4,Weightlifting,4,45,9,Wednesday,1
745,746,59,Male,9,6,Cycling,3,60,9,Saturday,0
746,747,54,Male,34,3,Yoga,2,45,5,Monday,1
747,748,58,Male,4,2,Yoga,3,90,4,Sunday,0
748,749,18,Male,42,4,Cycling,1,90,3,Sunday,1
749,750,39,Female,7,7,Pilates,2,45,10,Wednesday,0
750,751,60,Female,59,5,Yoga,1,90,3,Wednesday,1
751,752,33,Male,43,1,Weightlifting,4,60,10,Tuesday,1
752,753,56,Male,20,7,Zumba,5,45,2,Monday,1
753,754,30,Female,33,5,Kickboxing,1,30,6,Thursday,1
754,755,38,Male,41,5,Kickboxing,2,30,5,Saturday,1
755,756,30,Female,3,3,Cycling,5,45,7,Thursday,1
756,757,18,Male,53,3,Cycling,1,60,10,Monday,1
757,758,29,Female,38,4,Kickboxing,1,45,3,Sunday,1
758,759,40,Female,18,6,Yoga,2,90,4,Saturday,1
759,760,51,Female,6,7,Pilates,2,60,8,Wednesday,0
760,761,32,Female,51,1,Cycling,1,90,9,Tuesday,1
761,762,33,Male,17,5,Weightlifting,0,30,9,Friday,1
762,763,36,Male,1,3,Zumba,4,90,8,Monday,0
763,764,56,Female,29,5,Dance,2,60,5,Friday,1
764,765,21,Female,53,7,HIIT,4,90,9,Saturday,1
765,766,45,Female,47,6,Kickboxing,1,45,5,Tuesday,1
766,767,42,Female,17,6,Yoga,4,45,6,Friday,1
767,768,35,Female,24,3,Yoga,3,60,1,Wednesday,1
768,769,57,Female,18,4,Zumba,0,45,4,Sunday,1
769,770,32,Male,30,7,Pilates,5,30,10,Monday,1
770,771,33,Male,5,2,Dance,1,45,8,Thursday,0
771,772,41,Male,15,6,Cycling,4,45,7,Sunday,1
772,773,52,Male,23,5,Zumba,0,90,2,Saturday,1
773,774,31,Female,36,7,Kickboxing,1,45,9,Sunday,1
774,775,49,Female,30,7,Pilates,2,30,7,Tuesday,1
775,776,51,Male,33,6,Yoga,4,90,1,Sunday,1
776,777,36,Male,11,5,Pilates,4,60,5,Sunday,1
777,778,48,Female,9,1,Cycling,1,90,5,Thursday,0
778,779,28,Male,50,4,HIIT,1,90,7,Thursday,1
779,780,57,Male,38,2,Weightlifting,5,90,10,Wednesday,1
780,781,43,Male,2,4,Weightlifting,5,45,7,Tuesday,0
781,782,38,Female,15,3,Kickboxing,5,90,4,Friday,1
782,783,28,Female,25,2,Yoga,2,45,8,Thursday,1
783,784,59,Male,40,4,HIIT,5,30,4,Sunday,1
784,785,57,Male,13,2,Dance,3,45,10,Tuesday,1
785,786,45,Female,30,7,Dance,3,60,4,Monday,1
786,787,57,Male,56,1,Cycling,2,90,4,Tuesday,1
787,788,58,Female,46,2,HIIT,3,60,8,Wednesday,1
788,789,41,Female,35,4,Pilates,3,60,8,Sunday,1
789,790,23,Male,43,5,HIIT,0,45,5,Tuesday,1
790,791,21,Female,9,3,HIIT,3,30,6,Sunday,1
791,792,21,Male,6,7,HIIT,2,30,5,Monday,0
792,793,26,Male,45,5,Dance,0,60,2,Thursday,1
793,794,47,Female,39,5,Kickboxing,3,30,9,Wednesday,1
794,795,24,Male,1,5,Yoga,1,90,8,Monday,1
795,796,47,Female,51,6,Weightlifting,5,60,4,Thursday,1
796,797,21,Male,57,3,Zumba,5,45,1,Tuesday,1
797,798,22,Female,45,6,Yoga,0,90,10,Monday,1
798,799,49,Female,44,6,HIIT,0,30,8,Wednesday,1
799,800,43,Male,57,3,Cycling,5,45,1,Wednesday,1
800,801,35,Male,25,2,Kickboxing,5,30,4,Tuesday,1
801,802,20,Female,34,6,Dance,2,30,1,Saturday,1
802,803,18,Male,60,4,Cycling,2,60,7,Thursday,1
803,804,22,Female,5,4,Cycling,5,30,8,Monday,1
804,805,52,Male,43,5,Cycling,1,45,7,Wednesday,1
805,806,45,Male,37,4,HIIT,0,45,3,Monday,1
806,807,22,Male,29,4,Zumba,5,60,4,Monday,1
807,808,33,Female,26,7,Weightlifting,4,45,10,Monday,1
808,809,24,Female,37,7,Cycling,4,60,10,Sunday,1
809,810,56,Female,32,6,Pilates,1,90,1,Sunday,1
810,811,39,Female,22,6,Dance,0,90,1,Saturday,1
811,812,52,Male,16,3,HIIT,2,90,9,Thursday,1
812,813,53,Female,58,5,Yoga,5,60,2,Tuesday,1
813,814,57,Male,12,1,HIIT,3,30,9,Wednesday,0
814,815,60,Female,49,4,Yoga,2,60,7,Wednesday,1
815,816,29,Female,60,3,Weightlifting,4,90,4,Saturday,1
816,817,49,Female,28,7,Kickboxing,5,30,10,Friday,1
817,818,57,Female,28,2,Zumba,3,90,5,Thursday,1
818,819,26,Female,56,2,HIIT,3,30,10,Thursday,1
819,820,51,Female,31,1,HIIT,3,30,3,Friday,1
820,821,57,Female,9,5,Pilates,0,45,7,Wednesday,0
821,822,42,Female,42,5,Yoga,5,30,3,Wednesday,1
822,823,31,Female,56,4,Dance,5,45,3,Monday,1
823,824,29,Male,14,5,Cycling,3,90,3,Tuesday,1
824,825,49,Female,14,5,HIIT,0,45,10,Wednesday,1
825,826,42,Male,59,2,Dance,0,90,9,Thursday,1
826,827,27,Female,38,1,Cycling,1,45,2,Sunday,1
827,828,37,Female,48,6,HIIT,3,90,9,Friday,1
828,829,39,Male,53,4,Zumba,4,60,7,Friday,1
829,830,40,Male,4,5,Weightlifting,4,45,4,Thursday,1
830,831,60,Male,4,3,Kickboxing,3,45,3,Monday,0
831,832,38,Male,44,5,Cycling,2,45,2,Friday,1
832,833,37,Male,21,6,Dance,3,60,7,Sunday,1
833,834,23,Male,13,5,HIIT,4,60,6,Monday,1
834,835,46,Male,30,2,Cycling,0,30,5,Monday,1
835,836,30,Female,13,5,Yoga,4,60,2,Sunday,1
836,837,45,Female,26,6,Dance,2,60,5,Wednesday,1
837,838,32,Male,36,3,Weightlifting,2,45,1,Saturday,1
838,839,46,Female,37,3,Kickboxing,3,60,9,Tuesday,1
839,840,22,Female,28,3,Kickboxing,2,60,1,Saturday,1
840,841,22,Male,3,1,Zumba,2,30,5,Monday,0
841,842,31,Male,15,2,Dance,2,30,9,Monday,1
842,843,56,Male,32,7,Dance,4,60,3,Saturday,1
843,844,37,Female,12,2,HIIT,4,60,3,Sunday,0
844,845,57,Male,39,2,Kickboxing,2,60,9,Tuesday,1
845,846,31,Female,19,2,Pilates,0,90,1,Sunday,1
846,847,54,Female,55,2,Cycling,4,30,8,Saturday,1
847,848,51,Female,24,7,Kickboxing,3,60,3,Friday,1
848,849,49,Male,20,7,Dance,4,60,3,Sunday,1
849,850,24,Female,1,5,Yoga,4,90,3,Monday,1
850,851,39,Male,8,6,Yoga,1,90,2,Wednesday,0
851,852,44,Male,36,4,Cycling,4,45,9,Wednesday,1
852,853,34,Female,27,1,Zumba,4,60,1,Tuesday,1
853,854,36,Male,51,5,HIIT,0,60,3,Wednesday,1
854,855,39,Female,26,5,HIIT,2,45,8,Monday,1
855,856,39,Male,45,5,Weightlifting,5,90,4,Thursday,1
856,857,52,Male,26,3,Cycling,4,90,2,Wednesday,1
857,858,25,Male,38,7,Weightlifting,0,90,8,Saturday,1
858,859,38,Male,13,6,HIIT,5,30,10,Wednesday,1
859,860,56,Male,15,5,Kickboxing,1,60,6,Monday,1
860,861,55,Female,47,7,Dance,1,90,9,Friday,1
861,862,26,Female,21,7,Pilates,1,60,5,Wednesday,1
862,863,60,Male,56,1,Pilates,3,45,4,Saturday,1
863,864,37,Female,41,5,Pilates,4,60,4,Saturday,1
864,865,30,Female,45,2,HIIT,0,90,2,Thursday,1
865,866,54,Male,19,6,Kickboxing,3,60,6,Saturday,1
866,867,34,Male,60,2,Zumba,0,45,2,Sunday,1
867,868,44,Male,33,4,Yoga,3,30,3,Tuesday,1
868,869,25,Male,14,7,Pilates,3,45,6,Thursday,1
869,870,59,Male,40,1,Weightlifting,4,90,6,Friday,1
870,871,32,Male,27,3,Yoga,3,90,7,Thursday,1
871,872,35,Male,35,6,Cycling,5,30,3,Saturday,1
872,873,51,Female,53,1,Yoga,5,60,5,Wednesday,1
873,874,35,Female,37,7,Weightlifting,1,60,4,Monday,1
874,875,39,Female,56,1,Weightlifting,5,45,2,Sunday,1
875,876,57,Male,29,1,Pilates,4,30,1,Tuesday,1
876,877,55,Male,47,1,Pilates,3,60,10,Sunday,1
877,878,25,Female,50,2,Dance,1,60,2,Friday,1
878,879,54,Male,27,5,Cycling,1,30,8,Monday,1
879,880,43,Female,40,6,Pilates,2,60,9,Friday,1
880,881,47,Male,14,6,Cycling,4,45,1,Wednesday,1
881,882,24,Male,14,2,Weightlifting,4,90,7,Tuesday,1
882,883,26,Male,51,4,HIIT,2,90,6,Saturday,1
883,884,44,Female,54,4,Kickboxing,0,60,7,Monday,1
