,Representative_ID,Age,Years_in_Office,Total_Votes,Party_Affiliation,District_Income_Level,Urbanization_Score,Education_Level,Party_Leader,label
630,631,34,22,267,1,45,50,29,0,1
631,632,56,7,271,0,68,5,54,1,0
632,633,37,38,124,0,66,90,6,1,0
633,634,38,24,154,1,76,68,74,1,1
634,635,44,15,197,1,88,68,97,0,1
635,636,65,34,197,1,73,81,11,1,1
636,637,70,16,176,1,57,91,59,1,1
637,638,36,17,58,0,81,34,51,0,0
638,639,61,26,249,0,49,85,26,1,1
639,640,37,14,64,0,77,33,11,0,0
640,641,44,16,275,0,98,62,12,0,0
641,642,66,4,265,0,83,67,71,0,1
642,643,48,15,146,0,56,17,79,0,0
643,644,68,14,154,0,98,25,61,0,1
644,645,35,33,282,0,52,85,28,1,1
645,646,48,18,286,1,91,96,34,0,1
646,647,57,7,112,0,99,60,59,1,0
647,648,46,9,281,0,87,77,28,0,0
648,649,48,4,268,0,81,94,30,1,0
649,650,60,25,70,0,66,73,76,0,0
650,651,40,21,54,0,92,87,75,0,1
651,652,44,22,174,1,41,84,60,0,1
652,653,39,12,212,1,73,47,1,1,0
653,654,52,8,134,1,70,71,32,1,1
654,655,32,19,245,0,62,95,71,1,0
655,656,32,27,162,0,46,30,61,0,1
656,657,47,36,225,0,77,33,58,0,1
657,658,54,23,129,0,72,86,39,1,0
658,659,49,32,298,1,51,88,48,0,1
659,660,58,19,272,1,84,6,31,1,0
660,661,51,29,267,0,51,82,37,0,1
661,662,44,8,239,0,58,6,91,1,0
662,663,68,16,165,1,48,46,78,1,0
663,664,39,35,212,1,49,7,86,0,1
664,665,50,13,247,1,56,77,87,1,1
665,666,58,18,146,1,89,0,12,0,0
666,667,61,6,70,1,79,76,84,0,1
667,668,39,2,129,1,78,2,53,0,0
668,669,42,32,288,1,80,52,75,1,1
669,670,52,31,88,0,49,91,12,1,0
670,671,52,10,211,0,51,37,38,1,0
671,672,60,1,283,1,54,50,22,0,0
672,673,33,25,170,0,70,14,91,0,1
673,674,32,3,173,1,54,99,13,1,1
674,675,50,16,192,0,67,66,16,0,0
675,676,31,16,55,1,43,63,23,0,1
676,677,33,27,243,0,75,67,57,1,1
677,678,30,29,265,1,94,4,62,1,1
678,679,44,39,105,0,40,89,33,0,0
679,680,62,22,98,0,97,88,50,0,0
680,681,35,23,141,1,83,9,85,1,1
681,682,36,28,178,1,96,7,9,1,1
682,683,48,3,114,1,73,11,71,0,0
683,684,30,37,77,0,86,63,20,0,0
684,685,68,28,149,0,56,58,36,0,0
685,686,48,18,197,0,78,66,6,1,0
686,687,55,26,225,0,77,90,89,0,1
687,688,41,28,121,1,83,49,12,0,0
688,689,51,35,114,1,90,22,79,0,1
689,690,42,34,267,0,72,39,29,0,1
690,691,57,5,100,1,99,96,30,0,1
691,692,43,22,220,1,60,77,4,0,1
692,693,51,38,98,1,65,86,31,1,1
693,694,59,7,202,1,85,94,15,1,1
694,695,49,1,123,0,75,76,72,1,0
695,696,56,12,253,1,44,75,21,0,1
696,697,67,39,218,1,72,98,63,1,1
697,698,70,20,248,1,40,17,43,0,0
698,699,63,30,241,0,92,20,39,0,1
699,700,68,35,238,1,45,0,36,0,1
700,701,70,37,61,0,76,37,77,0,0
701,702,66,26,288,0,41,40,15,0,1
702,703,30,35,153,1,96,41,42,1,1
703,704,44,22,130,1,92,8,83,1,1
704,705,61,20,246,0,98,22,62,1,1
705,706,37,12,176,0,98,77,14,0,0
706,707,62,36,63,0,44,10,43,1,0
707,708,47,25,83,0,65,70,89,0,0
708,709,58,39,97,1,80,30,8,1,0
709,710,61,6,110,0,90,87,64,1,1
710,711,62,38,258,1,92,25,98,1,1
711,712,34,21,84,1,86,29,43,1,0
712,713,47,38,168,0,52,33,19,1,1
713,714,39,22,114,1,51,45,69,1,0
714,715,65,29,108,0,44,68,73,0,0
715,716,62,17,291,0,41,4,32,0,0
716,717,52,17,291,0,98,60,79,0,1
717,718,69,9,85,1,43,82,99,0,1
718,719,34,38,256,1,98,37,5,0,1
719,720,63,29,196,0,66,27,82,1,1
720,721,53,25,292,1,89,25,30,0,1
721,722,46,6,91,1,92,60,65,0,1
722,723,60,6,118,1,49,22,17,0,0
723,724,36,4,196,1,52,45,27,0,0
724,725,46,0,156,1,83,29,67,0,1
725,726,57,17,88,0,41,66,64,0,0
726,727,67,12,118,1,65,91,79,0,1
727,728,51,24,229,1,54,32,44,0,1
728,729,44,39,61,0,85,2,57,0,0
729,730,66,7,132,1,96,68,46,1,1
730,731,44,9,224,1,49,82,65,0,1
731,732,54,31,253,1,61,41,51,0,1
732,733,50,16,85,0,79,61,35,1,0
733,734,67,37,175,1,64,57,0,1,1
734,735,31,14,112,1,54,56,38,0,1
735,736,56,14,125,0,52,0,86,0,0
736,737,61,39,131,0,47,72,89,0,0
737,738,50,19,290,1,60,59,74,1,1
738,739,33,14,100,0,60,68,0,0,0
739,740,48,34,289,0,61,58,74,1,1
740,741,31,5,92,0,85,45,87,1,1
741,742,55,29,83,1,72,33,73,1,0
742,743,63,7,289,1,84,100,13,1,1
743,744,43,30,146,0,66,96,77,1,0
744,745,44,31,98,0,79,24,70,0,0
745,746,49,14,195,0,89,41,22,0,0
746,747,63,17,174,0,61,28,42,1,0
747,748,65,12,238,1,69,24,21,1,0
748,749,48,23,106,0,48,53,59,1,0
749,750,38,39,142,1,84,72,99,1,1
750,751,36,13,158,0,74,66,26,0,0
751,752,59,27,54,1,57,14,55,1,0
752,753,42,10,266,1,81,3,1,1,0
753,754,56,5,73,0,44,37,38,0,0
754,755,64,24,270,1,66,19,50,0,1
755,756,42,0,241,1,96,22,18,0,0
756,757,44,24,108,1,45,36,61,0,0
757,758,38,1,87,0,71,61,70,1,0
758,759,52,31,210,1,47,7,75,1,1
759,760,65,12,59,1,95,36,66,1,1
760,761,69,32,214,0,78,44,62,1,1
761,762,32,31,274,0,60,96,4,1,1
762,763,63,23,264,1,57,32,71,1,1
763,764,48,26,299,1,53,6,77,1,1
764,765,57,3,175,0,54,21,60,1,0
765,766,52,23,60,0,81,4,99,1,1
766,767,69,22,73,1,65,14,70,0,0
767,768,36,28,137,1,92,20,6,1,0
768,769,70,33,248,0,83,88,49,0,1
769,770,41,20,163,0,71,16,45,0,0
770,771,43,29,70,1,78,55,95,0,1
771,772,44,25,197,1,67,49,71,0,1
772,773,32,19,294,0,99,6,75,1,1
773,774,44,15,59,1,78,49,73,0,0
774,775,53,2,266,1,82,59,13,0,1
775,776,37,36,224,1,71,82,72,1,1
776,777,34,39,277,1,52,6,93,0,1
777,778,33,24,289,0,54,39,68,1,1
778,779,43,22,224,0,57,44,64,1,1
779,780,45,0,192,1,78,58,64,1,1
780,781,49,32,221,1,45,87,56,1,1
781,782,53,14,281,1,94,74,61,0,1
782,783,35,16,281,1,50,54,19,1,1
783,784,60,33,291,0,71,63,74,0,1
784,785,35,16,239,1,79,64,25,0,1
785,786,64,40,183,1,59,53,43,1,1
786,787,44,3,278,0,72,95,66,0,0
787,788,58,12,115,0,79,39,69,1,0
788,789,32,3,253,1,47,52,61,0,1
789,790,40,6,171,0,90,43,44,0,0
790,791,32,8,181,0,74,62,10,0,0
791,792,57,22,72,1,44,1,71,0,0
792,793,39,32,62,1,74,78,92,1,1
793,794,62,32,258,0,86,20,73,1,1
794,795,45,19,208,1,53,87,33,0,1
795,796,39,3,65,0,60,49,87,0,0
796,797,62,0,90,0,86,80,45,0,0
797,798,65,33,267,0,63,51,80,0,1
798,799,32,26,269,1,56,8,31,1,1
799,800,34,20,50,1,57,98,74,0,1
800,801,41,23,160,0,73,19,97,0,1
801,802,42,14,61,0,51,82,87,0,0
802,803,53,34,278,1,55,17,4,1,1
803,804,61,24,168,0,43,83,62,0,1
804,805,45,8,233,0,64,29,28,1,0
805,806,61,16,227,1,73,64,47,1,1
806,807,66,20,69,1,67,23,97,0,0
807,808,65,12,243,1,85,87,15,0,1
808,809,50,2,85,1,50,46,24,0,0
809,810,41,3,128,0,52,82,100,1,0
810,811,50,3,215,1,70,93,71,1,1
811,812,50,27,199,1,99,89,28,0,1
812,813,35,6,157,0,64,43,51,1,0
813,814,38,25,238,0,78,28,45,0,1
814,815,30,10,227,0,49,76,24,0,0
815,816,41,23,145,1,63,67,22,0,1
816,817,43,9,108,0,40,16,33,0,0
817,818,35,36,69,1,100,96,66,0,1
818,819,30,12,213,0,92,4,93,0,1
819,820,51,38,175,1,64,91,33,1,1
820,821,63,18,146,0,67,87,31,1,0
821,822,40,18,192,1,75,80,28,1,1
822,823,32,11,111,1,57,49,8,0,0
823,824,35,21,291,0,45,39,65,0,1
824,825,35,36,287,0,41,45,56,0,1
825,826,49,29,180,1,42,50,38,1,1
826,827,50,11,142,0,85,10,6,0,0
827,828,31,28,288,1,47,11,68,1,1
828,829,55,20,140,1,70,12,7,0,0
829,830,60,10,182,1,87,63,95,1,1
830,831,55,36,172,0,58,7,17,0,1
831,832,61,17,233,1,89,64,81,0,1
832,833,39,26,208,1,45,8,48,1,1
833,834,52,36,135,1,53,91,15,1,1
834,835,35,11,212,1,42,1,20,1,0
835,836,52,22,167,0,87,77,9,0,1
836,837,57,33,248,0,40,12,3,1,1
837,838,59,37,247,1,83,1,43,1,1
838,839,43,22,75,0,69,67,7,0,0
839,840,66,24,167,0,85,75,54,0,1
840,841,61,3,50,1,58,47,18,1,0
841,842,63,29,260,0,93,73,63,0,1
842,843,70,29,56,0,58,2,39,1,0
843,844,51,12,213,0,48,67,50,1,0
844,845,60,13,125,0,46,5,8,1,0
845,846,36,7,261,0,85,86,29,0,0
846,847,70,23,136,0,76,4,55,1,0
847,848,50,17,202,1,89,2,80,1,1
848,849,45,34,143,0,80,9,43,0,0
849,850,49,24,236,1,92,42,58,1,1
850,851,48,16,110,1,46,18,14,1,0
851,852,61,31,78,1,48,13,67,1,0
852,853,44,23,144,0,43,20,69,0,0
853,854,34,6,67,0,64,42,60,1,0
854,855,40,12,90,1,88,27,79,0,1
855,856,44,26,196,1,51,20,89,0,1
856,857,58,4,295,1,45,35,100,1,0
857,858,33,35,181,0,57,23,22,1,1
858,859,65,25,242,0,79,53,76,0,1
859,860,52,30,90,0,60,37,46,1,0
860,861,44,9,172,1,54,16,16,1,0
861,862,32,25,192,0,42,21,56,0,1
862,863,61,21,231,0,41,82,53,1,1
863,864,39,11,241,1,95,44,90,1,1
864,865,69,31,249,0,94,73,51,0,1
865,866,67,26,192,1,80,60,21,1,1
866,867,51,32,256,0,79,10,100,0,1
867,868,43,19,227,1,98,60,82,0,1
868,869,46,38,280,0,43,37,38,1,1
869,870,50,40,71,1,71,65,98,0,1
870,871,44,39,195,0,41,32,12,1,1
871,872,44,12,129,1,85,42,77,1,1
872,873,30,13,179,1,68,30,94,0,0
873,874,53,39,85,0,41,34,65,0,0
874,875,41,21,69,0,73,36,51,0,0
875,876,39,17,193,1,66,46,100,0,0
876,877,60,28,116,0,99,99,13,0,0
877,878,40,15,169,1,93,22,72,0,1
878,879,45,34,207,1,78,35,73,1,1
879,880,38,33,104,0,83,39,62,1,1
880,881,43,2,115,0,77,89,70,0,0
881,882,48,3,276,0,57,88,27,1,0
882,883,60,4,75,1,75,80,88,0,1
883,884,38,9,234,1,58,14,45,0,0
884,885,65,28,246,0,66,36,27,1,1
885,886,68,31,179,1,84,3,1,1,1
886,887,55,30,292,1,59,21,16,0,1
887,888,37,1,105,0,60,80,58,0,0
888,889,53,11,261,1,62,21,51,0,0
889,890,37,26,239,1,69,80,3,1,1
890,891,48,4,83,1,64,77,76,0,1
891,892,59,36,275,0,70,77,81,0,1
892,893,51,26,295,0,66,16,2,1,1
893,894,38,22,105,1,73,71,36,1,1
894,895,33,32,104,0,47,97,96,1,0
895,896,66,3,69,1,58,89,23,0,1
896,897,37,20,99,0,80,93,71,0,1
897,898,30,23,202,1,65,85,34,1,1
898,899,57,30,133,1,67,79,1,0,1
899,900,35,23,202,1,43,93,32,0,1
900,901,65,9,102,1,70,79,75,1,1
901,902,40,1,191,0,55,37,85,1,0
902,903,34,30,237,1,90,23,76,0,1
903,904,53,24,160,1,49,99,9,1,1
904,905,47,3,285,0,77,98,80,1,0
905,906,49,10,220,0,87,5,61,0,1
906,907,57,16,284,1,49,67,42,0,1
907,908,42,1,239,1,84,81,68,0,1
908,909,34,5,280,0,48,5,58,0,0
909,910,59,8,253,1,78,25,8,0,0
910,911,30,4,161,1,75,100,76,0,1
911,912,51,19,118,1,90,90,59,1,1
912,913,47,28,240,1,97,40,62,1,1
913,914,34,20,51,1,75,74,51,1,1
914,915,60,8,231,1,58,37,22,0,0
915,916,35,27,65,1,99,79,29,0,1
916,917,56,7,232,1,58,82,42,0,1
917,918,54,30,143,1,51,42,67,0,0
918,919,58,19,288,0,52,52,20,0,0
919,920,57,26,220,0,64,14,42,1,1
920,921,45,7,238,0,75,89,72,0,0
921,922,41,20,215,1,64,55,6,1,1
922,923,49,27,94,1,67,55,15,0,1
923,924,47,22,175,1,81,30,22,1,1
924,925,63,5,228,0,92,82,57,1,0
925,926,52,2,219,0,78,56,86,1,0
926,927,56,4,73,1,69,50,30,1,0
927,928,46,8,164,0,44,23,68,1,0
928,929,50,6,207,0,56,57,5,1,0
929,930,69,3,214,1,57,72,64,1,1
930,931,60,38,298,1,82,86,58,0,1
931,932,32,4,172,0,86,3,27,0,0
932,933,46,10,230,1,60,9,17,1,0
933,934,55,14,240,0,61,62,87,0,0
934,935,52,33,280,0,78,72,76,0,1
935,936,35,12,188,0,89,82,96,1,1
936,937,57,6,127,1,97,14,9,0,0
937,938,37,39,200,0,96,97,6,1,1
938,939,37,5,166,0,45,62,36,0,0
939,940,48,38,129,1,89,18,95,1,1
940,941,67,29,99,1,55,62,44,0,1
941,942,58,21,134,0,41,55,85,1,0
942,943,52,24,232,1,90,20,15,0,1
943,944,61,27,232,1,40,33,87,0,1
944,945,39,19,53,0,96,16,13,0,0
945,946,56,38,274,1,69,17,10,1,1
946,947,30,2,231,0,97,80,82,1,1
947,948,68,4,110,1,82,65,86,0,1
948,949,58,0,160,1,91,50,33,0,0
949,950,32,14,127,0,76,64,59,1,0
950,951,66,25,132,0,87,42,12,0,0
951,952,60,2,300,1,62,56,38,0,1
952,953,40,39,182,1,40,9,43,1,1
953,954,51,40,149,1,58,36,27,1,0
954,955,47,33,272,0,85,47,39,0,1
955,956,64,4,286,1,42,68,15,1,1
956,957,35,30,195,0,41,55,49,0,1
957,958,32,12,221,1,95,75,27,0,1
958,959,34,0,80,1,76,35,67,1,0
959,960,38,21,168,1,56,30,91,0,1
960,961,57,14,143,1,67,54,59,1,1
961,962,48,25,198,1,57,37,11,1,1
962,963,57,17,224,0,72,72,15,0,0
963,964,56,8,79,0,54,89,52,1,0
964,965,42,0,104,0,61,14,53,0,0
965,966,67,8,154,1,80,15,48,1,0
966,967,50,22,245,0,66,76,35,0,1
967,968,56,1,246,0,94,88,61,1,1
968,969,35,13,90,1,76,93,83,0,1
969,970,67,37,222,1,71,52,25,0,1
970,971,40,39,123,0,99,55,55,1,0
971,972,70,17,268,0,84,6,89,0,1
972,973,46,15,257,0,58,56,21,0,0
973,974,68,28,207,0,67,54,72,0,1
974,975,36,10,126,0,67,51,68,0,0
975,976,59,5,277,0,95,3,80,0,1
976,977,50,2,134,0,49,42,48,0,0
977,978,30,13,222,1,59,39,97,1,0
978,979,54,1,294,0,64,29,1,1,0
979,980,61,31,153,1,60,9,52,1,1
980,981,37,30,222,1,53,93,6,1,1
981,982,34,10,128,1,61,6,99,0,0
982,983,59,21,261,0,92,35,76,0,1
983,984,37,2,133,0,65,34,19,1,0
984,985,48,30,222,1,83,87,93,0,1
985,986,59,32,232,0,50,38,29,1,1
986,987,44,23,236,0,94,35,74,0,1
987,988,65,0,182,1,46,19,94,0,0
988,989,56,14,295,0,56,48,66,1,0
989,990,42,36,295,1,57,95,58,0,1
990,991,43,26,173,1,46,58,65,1,1
991,992,66,37,81,1,95,48,2,1,0
992,993,59,26,55,1,59,89,55,1,1
993,994,68,11,143,0,77,25,78,0,0
994,995,42,2,75,1,50,35,16,0,0
995,996,45,29,86,0,83,42,51,1,0
996,997,36,31,62,0,97,98,6,0,0
997,998,56,22,142,0,55,42,4,1,0
998,999,64,1,246,0,90,98,97,1,1
999,1000,44,6,74,1,94,75,96,0,1
