,age,gender,english_score,mathematics_score,science_score,attendance_rate,parent_education_level,weekly_study_hours,school_type,previous_schooling_completion,standardized_test_score,special_needs,label
494,15,1,92,71,64,80,1,18,0,1,57,0,1
495,17,0,41,83,66,78,1,6,1,1,73,0,0
496,17,1,63,40,85,78,0,16,1,0,78,1,0
497,18,1,47,62,62,74,1,26,1,0,80,1,0
498,15,0,50,76,69,95,1,28,1,1,81,1,1
499,18,0,52,47,84,70,0,10,0,0,89,0,0
500,17,0,56,52,86,86,1,8,1,1,62,0,0
501,15,1,47,47,62,91,2,17,1,1,46,0,1
502,15,1,60,96,88,71,2,8,1,1,98,1,1
503,18,0,57,62,86,93,0,26,1,0,78,0,1
504,17,0,69,82,59,82,1,18,0,1,42,0,0
505,15,0,57,40,57,78,2,20,0,1,51,1,1
506,18,1,85,84,57,98,2,8,0,1,46,0,1
507,17,1,86,90,41,73,1,28,1,0,88,0,1
508,18,1,70,63,43,74,1,29,1,0,65,1,0
509,16,1,77,74,69,80,2,5,0,0,72,1,1
510,15,0,71,63,72,93,2,17,1,1,76,0,1
511,16,0,50,56,75,88,0,8,1,0,87,1,0
512,17,0,84,44,57,90,0,24,0,1,54,0,0
513,16,0,64,59,76,72,2,22,0,0,41,1,0
514,16,1,72,60,58,81,0,10,1,1,80,0,0
515,17,1,99,79,86,95,2,7,1,0,46,1,1
516,18,0,77,97,67,88,2,27,1,1,71,0,1
517,16,0,80,70,79,88,0,17,0,0,43,1,0
518,18,1,47,85,59,82,0,20,0,0,59,1,0
519,16,0,50,75,88,97,1,9,0,0,89,1,1
520,18,1,61,50,72,76,1,8,0,1,92,1,0
521,17,0,90,91,51,84,1,25,1,0,75,1,1
522,16,0,63,54,97,92,2,12,0,0,71,1,1
523,17,0,80,58,90,76,0,23,0,0,67,1,1
524,16,0,56,46,54,95,2,18,1,0,52,0,1
525,17,0,51,90,80,77,0,11,1,1,40,0,0
526,17,0,96,67,78,74,2,18,1,0,99,1,1
527,16,0,85,90,41,90,1,10,0,1,95,1,1
528,16,1,71,82,68,83,1,16,1,1,74,0,1
529,16,1,54,97,80,73,1,20,1,1,87,0,1
530,15,1,55,44,49,92,2,21,0,1,69,1,1
531,18,1,93,44,41,79,0,17,0,0,93,0,0
532,15,1,61,69,90,89,0,27,1,1,75,0,1
533,15,0,67,93,50,84,1,18,0,1,96,1,1
534,17,0,59,71,52,87,1,11,1,1,94,1,0
535,16,1,72,47,49,89,1,18,1,1,64,1,0
536,18,0,49,49,53,82,1,19,0,0,55,0,0
537,17,1,79,77,57,98,0,16,1,0,97,1,1
538,15,1,71,86,90,77,2,21,0,1,58,1,1
539,16,0,89,71,93,78,2,13,0,1,40,0,1
540,17,0,99,87,48,85,2,26,0,1,44,1,1
541,16,0,72,67,96,88,2,19,1,0,90,0,1
542,17,1,41,56,78,85,1,16,0,0,61,0,0
543,16,0,72,70,67,76,1,6,0,0,63,0,0
544,15,1,72,47,42,83,1,9,1,0,82,0,0
545,18,1,80,79,59,97,2,17,1,0,84,0,1
546,15,1,52,64,45,83,1,24,1,1,91,0,0
547,18,0,69,48,66,94,1,27,1,0,76,1,1
548,16,0,72,41,92,96,0,12,0,0,92,1,1
549,17,1,52,54,41,73,0,18,0,1,75,1,0
550,15,0,91,89,68,95,1,19,0,0,75,0,1
551,18,0,65,42,77,84,0,15,1,0,43,1,0
552,15,0,61,88,42,72,0,5,1,0,75,0,0
553,18,1,78,75,55,74,1,25,0,1,91,1,1
554,15,1,41,43,69,70,1,7,1,0,92,0,0
555,18,0,77,53,79,72,1,21,1,1,57,1,0
556,18,1,78,80,41,84,1,23,0,1,89,0,1
557,16,0,65,80,56,93,2,18,0,0,55,1,1
558,18,0,85,64,80,96,2,26,1,0,80,0,1
559,16,0,97,97,51,77,1,27,1,0,57,1,1
560,18,0,89,94,74,98,0,12,1,0,61,0,1
561,17,1,54,89,82,73,1,17,0,1,41,1,0
562,17,1,73,49,40,71,1,24,0,0,60,1,0
563,17,1,81,60,94,98,0,7,0,1,75,1,1
564,18,0,94,75,84,93,2,9,0,1,83,0,1
565,16,0,83,51,54,93,1,13,0,1,78,0,0
566,16,0,88,66,65,79,1,10,1,1,86,0,1
567,18,1,79,79,76,73,2,29,1,1,78,0,1
568,17,0,50,41,60,72,2,26,1,0,68,0,0
569,17,1,42,93,88,71,0,6,0,1,93,1,1
570,16,1,98,52,70,94,2,17,0,1,65,0,1
571,17,1,45,92,64,86,2,9,0,0,60,1,0
572,15,1,48,71,62,92,2,29,1,0,56,1,1
573,16,1,45,70,63,90,0,12,0,1,55,0,0
574,17,1,48,55,96,93,2,27,0,1,99,1,1
575,16,0,78,71,77,89,2,5,1,0,70,0,1
576,15,0,70,71,67,92,0,24,0,1,90,0,1
577,16,1,71,99,60,82,2,16,1,0,48,0,0
578,16,1,80,73,93,74,2,27,0,0,70,1,1
579,16,0,89,50,82,99,0,15,0,1,53,0,0
580,16,1,51,49,57,90,1,11,1,0,88,0,0
581,15,1,47,54,75,99,0,19,1,1,76,0,1
582,18,0,47,56,74,78,2,26,1,1,41,1,1
583,16,1,89,79,84,94,2,28,1,1,91,0,1
584,16,1,67,57,94,98,2,15,1,0,87,1,1
585,17,1,59,94,48,94,0,26,1,1,85,1,1
586,16,0,86,48,92,97,2,20,0,0,53,0,1
587,17,0,98,64,77,91,2,7,0,1,98,1,1
588,18,0,46,79,97,75,0,24,1,1,72,1,1
589,15,1,50,98,69,74,1,18,0,0,74,0,1
590,15,1,59,53,99,94,1,7,1,1,97,0,1
591,18,0,55,99,83,79,2,5,0,1,78,0,1
592,15,1,43,97,73,77,0,25,1,0,97,1,1
593,18,1,45,64,71,76,2,19,0,0,86,0,0
594,18,1,97,89,42,76,0,5,0,0,90,1,1
595,18,1,61,61,42,75,0,21,0,1,59,1,0
596,15,1,65,91,67,90,1,6,0,0,41,1,0
597,17,0,42,69,83,98,1,24,0,0,90,1,1
598,18,1,80,59,54,89,0,10,1,1,80,1,0
599,16,0,99,60,80,72,2,12,1,0,58,0,1
600,15,1,81,83,62,88,1,20,1,1,98,0,1
601,18,0,53,71,79,91,2,23,0,1,76,1,1
602,18,1,50,90,50,84,1,5,1,0,57,1,0
603,16,0,57,85,87,73,1,7,0,1,55,0,1
604,17,1,93,88,71,97,2,7,0,0,43,0,1
605,17,0,51,95,97,81,1,9,0,0,51,1,1
606,17,1,62,60,98,75,1,16,1,0,68,1,1
607,18,0,51,74,96,88,2,16,0,0,46,0,0
608,18,1,52,97,93,73,1,24,1,1,53,0,1
609,18,0,64,71,75,84,1,17,1,1,94,1,1
610,15,0,84,69,99,78,1,24,0,0,51,0,1
611,16,1,90,94,72,74,2,13,0,0,74,0,1
612,18,1,97,78,63,82,0,11,1,1,44,1,1
613,16,0,58,88,78,92,2,8,1,0,56,1,0
614,16,1,94,51,73,95,0,23,1,1,97,1,1
615,17,0,85,80,95,87,1,26,1,0,81,0,1
616,15,0,75,86,67,99,0,23,1,1,71,1,1
617,18,0,84,57,76,99,2,10,1,1,49,0,1
618,17,1,47,60,46,74,2,17,0,1,82,1,1
619,17,0,68,52,43,94,1,15,1,0,56,1,0
620,18,0,94,60,76,85,0,17,1,0,44,0,0
621,16,1,92,47,95,96,1,17,1,0,84,0,1
622,17,1,94,85,40,88,1,29,1,0,81,1,1
623,16,1,71,79,40,83,2,26,0,0,48,1,0
624,15,1,90,85,86,94,0,24,0,1,88,0,1
625,16,0,83,46,59,99,0,19,1,1,72,1,1
626,15,0,57,62,58,85,0,25,1,1,75,0,0
627,16,0,45,83,68,96,0,17,1,1,75,0,1
628,17,0,57,71,49,84,1,26,0,1,57,1,0
629,17,1,58,50,99,91,1,15,0,1,48,0,0
630,15,0,61,61,57,73,2,23,0,1,96,0,1
631,18,0,76,61,67,76,1,12,0,0,68,0,0
632,15,1,71,82,74,85,1,24,0,1,89,1,1
633,15,0,95,64,82,93,2,12,0,0,53,0,1
634,16,0,80,61,86,91,2,14,1,1,64,1,1
635,16,0,98,67,70,90,2,20,0,1,54,1,1
636,15,0,42,68,66,91,1,23,0,0,45,1,1
637,17,0,67,52,50,90,1,27,1,1,95,0,0
638,16,0,49,57,88,77,2,15,0,0,81,0,0
639,18,1,90,41,88,86,2,17,1,1,68,1,1
640,16,1,74,68,77,85,2,13,0,0,54,1,0
641,16,0,68,60,44,96,1,24,1,1,68,0,1
642,18,0,93,54,47,92,1,28,1,0,43,1,1
643,15,1,54,91,73,79,0,23,1,0,57,1,0
644,18,0,72,66,87,79,1,20,1,1,89,0,1
645,15,0,46,89,91,96,1,11,1,1,96,1,1
646,15,0,51,70,95,71,1,23,0,0,88,0,1
647,15,1,88,54,51,99,2,16,0,1,83,0,1
648,18,0,69,90,77,78,1,19,1,0,78,1,1
649,15,1,60,62,40,86,2,27,1,1,55,0,1
650,17,0,70,63,70,80,0,18,1,0,50,0,0
651,18,1,97,83,43,79,0,15,0,1,53,0,0
652,17,1,63,52,88,91,2,14,1,0,42,1,0
653,15,0,59,61,84,94,2,15,1,1,90,1,1
654,16,1,76,82,89,86,2,10,1,0,89,1,1
655,15,0,43,76,44,73,1,6,1,0,81,0,0
656,17,1,67,72,69,85,0,15,0,1,77,0,1
657,17,0,83,95,95,89,2,23,1,1,84,1,1
658,18,0,59,42,63,84,1,10,1,0,81,1,0
659,16,1,99,93,98,94,0,18,0,0,57,0,1
660,18,0,63,58,42,96,1,24,1,0,97,1,1
661,17,0,89,62,50,90,0,10,1,0,59,1,0
662,15,1,88,68,84,74,1,21,0,1,97,1,1
663,16,0,90,69,43,75,0,14,0,0,87,1,1
664,15,0,71,78,65,86,0,5,0,0,64,1,0
665,15,1,80,83,66,70,1,7,1,0,96,0,1
666,16,1,75,86,85,94,2,12,1,1,77,1,1
667,18,0,97,64,93,88,0,12,0,0,52,1,1
668,15,0,92,76,82,73,2,24,0,1,43,0,1
669,17,1,73,86,66,86,1,26,0,1,94,0,1
670,15,1,75,47,81,78,2,19,1,1,53,0,1
671,16,0,41,81,90,93,2,28,1,1,72,0,1
672,16,1,54,97,89,71,2,11,0,1,67,1,1
673,16,0,73,55,45,77,2,15,1,1,91,1,1
674,18,0,75,47,98,84,2,11,0,1,76,1,1
675,15,0,45,40,54,76,0,8,1,0,47,1,0
676,18,0,78,83,92,96,0,29,1,0,83,0,1
677,18,0,81,44,69,75,0,16,1,1,73,0,0
678,16,1,90,42,81,70,1,10,1,0,83,1,1
679,16,1,90,40,76,84,2,18,0,0,44,1,0
680,18,1,97,43,97,92,0,16,1,1,93,1,1
681,15,1,93,79,76,95,1,15,1,0,44,1,1
682,17,0,51,74,81,76,0,23,0,1,70,0,0
683,18,0,42,71,99,98,0,25,1,0,84,1,1
684,15,0,84,81,76,99,2,9,0,1,48,0,1
685,16,0,57,73,74,94,1,18,0,1,81,0,1
686,16,1,79,82,62,86,2,25,1,0,71,0,1
687,15,0,60,64,45,71,2,28,1,0,72,0,0
688,17,0,54,49,43,96,0,20,0,1,42,1,1
689,16,1,72,60,57,78,2,29,0,1,69,1,1
690,16,1,74,85,99,98,1,17,0,1,89,1,1
691,16,1,65,78,48,78,2,29,1,0,51,1,0
692,15,1,47,66,88,82,2,26,0,0,68,0,0
693,18,0,75,66,68,75,2,26,0,0,42,0,0
694,16,0,87,41,52,75,0,29,0,0,65,0,0
695,18,1,69,80,98,89,1,24,1,1,96,1,1
696,17,0,62,87,86,89,0,26,0,1,69,0,1
697,16,0,81,52,91,90,0,8,1,1,48,0,0
698,16,0,83,48,56,72,0,15,1,1,65,0,0
699,17,1,53,91,84,86,0,21,0,0,41,0,0
700,16,0,53,75,71,86,0,11,1,1,42,1,0
701,18,1,41,61,87,81,1,18,0,1,85,0,0
702,15,0,94,81,61,85,2,15,1,0,43,0,0
703,18,0,76,65,43,84,0,26,1,0,64,1,0
704,15,0,44,97,44,82,0,13,0,1,90,1,0
705,15,1,77,93,76,92,1,27,0,0,52,1,1
706,18,0,84,51,80,70,1,17,0,1,78,0,1
707,18,1,80,56,88,86,2,27,1,0,83,0,1
708,18,1,93,53,52,72,1,22,1,0,74,0,0
709,18,1,99,53,73,95,2,15,0,1,94,0,1
710,17,0,86,96,84,84,0,19,0,0,62,1,1
711,16,0,53,73,61,73,0,29,1,1,48,0,0
712,15,0,95,92,92,73,2,29,1,0,41,0,1
713,18,0,78,96,98,87,1,26,1,0,93,1,1
714,18,1,64,59,62,86,2,23,0,0,80,1,0
715,18,1,59,50,90,88,1,5,1,0,83,1,1
716,17,1,41,55,42,80,0,8,0,0,70,0,0
717,18,0,78,90,81,89,1,18,1,1,83,0,1
718,18,1,45,70,73,72,2,18,1,0,86,0,0
719,18,0,56,94,71,77,2,7,0,1,41,0,1
720,16,1,98,45,84,83,0,21,0,0,71,0,1
721,17,0,64,95,90,95,1,7,0,1,57,1,1
722,18,0,96,58,97,70,1,20,1,0,52,1,1
723,15,1,67,76,88,83,1,18,1,1,85,0,1
724,15,1,41,97,60,71,0,24,1,1,44,0,0
725,15,1,74,43,85,98,1,17,0,0,97,0,1
726,17,1,76,86,83,92,2,19,1,0,81,0,1
727,17,0,44,43,60,73,1,18,0,0,83,0,0
728,15,1,40,59,83,93,0,28,0,1,49,1,1
729,18,1,79,49,50,96,1,29,0,1,95,1,1
730,17,1,51,63,78,98,1,23,1,0,82,1,1
731,15,0,95,93,43,88,2,10,1,0,64,0,1
732,15,0,75,74,90,75,1,14,0,1,73,0,1
733,18,1,84,65,40,94,2,19,1,1,76,1,1
734,16,0,62,76,67,70,2,25,0,0,69,1,0
735,17,1,86,77,63,86,0,26,0,1,46,0,0
736,18,0,70,60,74,77,2,24,1,0,45,1,0
737,15,0,50,93,52,88,2,10,0,0,93,1,1
738,15,0,49,79,86,90,0,27,0,0,94,0,1
739,18,0,42,78,73,70,2,29,1,1,42,1,1
740,17,1,93,60,50,74,0,14,0,1,52,1,0
741,16,1,53,49,75,96,1,11,0,1,42,1,0
742,16,1,55,77,90,85,0,26,0,1,65,0,1
743,15,0,49,85,56,75,2,21,0,0,96,1,1
744,17,1,68,43,74,77,0,22,0,1,63,1,0
745,16,1,49,99,99,82,2,21,0,0,92,1,1
746,17,1,51,96,57,85,1,13,0,0,45,0,0
747,17,0,69,84,79,99,0,14,1,0,82,0,1
748,15,0,80,59,61,72,1,14,1,1,99,1,1
749,16,0,40,56,96,88,2,29,0,0,97,0,1
750,18,1,44,94,63,81,2,11,0,0,88,1,1
751,15,1,59,46,97,85,1,20,1,1,81,0,1
752,16,1,47,43,58,96,0,22,1,0,51,0,1
753,16,0,82,68,76,80,0,10,1,1,88,1,1
754,16,0,51,53,78,79,2,24,1,1,75,1,1
755,16,1,40,42,60,94,1,5,1,1,41,1,0
756,16,0,96,63,47,89,1,5,0,0,50,0,0
757,17,0,93,76,67,73,0,16,1,1,78,1,1
758,15,0,59,55,44,81,0,25,1,1,73,0,0
759,17,0,67,97,56,92,0,6,1,1,65,0,1
760,18,1,96,94,76,71,1,8,0,1,57,1,1
761,16,0,82,91,75,93,0,21,0,0,60,0,1
762,15,0,76,43,93,91,0,8,0,1,75,1,1
763,16,0,86,95,58,88,2,15,0,0,79,0,1
764,15,0,76,63,66,94,0,26,0,1,91,1,1
765,17,1,51,73,92,74,0,8,0,0,85,0,1
766,15,1,76,69,73,77,1,5,1,1,83,0,1
767,18,0,88,57,50,76,1,11,0,0,61,1,0
768,18,0,88,58,93,83,2,22,0,1,92,0,1
769,15,0,95,70,84,93,0,13,1,0,98,1,1
770,15,0,83,99,86,92,2,7,0,0,69,0,1
771,15,0,95,99,51,72,1,12,1,0,89,0,1
772,15,0,67,58,93,87,2,28,1,1,82,0,1
773,18,1,86,88,60,85,1,23,0,0,99,1,1
774,16,0,54,85,93,92,2,8,1,0,69,1,1
775,15,1,45,58,50,88,2,22,1,0,47,1,0
776,15,1,83,61,78,88,0,24,1,0,73,1,1
777,18,0,98,63,67,87,2,15,1,1,96,1,1
778,18,1,59,84,44,89,0,18,0,0,86,0,0
779,17,1,89,51,56,85,0,29,1,0,48,0,0
780,15,1,53,69,95,77,0,22,0,0,90,1,1
781,17,1,41,97,59,97,0,20,1,1,59,0,1
782,18,1,48,77,80,70,2,7,1,0,79,0,1
783,18,1,76,92,85,86,1,19,1,0,64,0,1
784,16,0,59,70,97,81,1,8,0,0,58,0,1
785,15,1,65,75,51,99,1,9,0,0,44,1,0
786,17,1,68,58,45,90,2,21,0,1,50,0,1
787,18,1,40,87,56,80,0,11,1,0,54,1,0
788,18,0,94,84,90,74,1,20,1,0,47,1,1
789,17,1,74,75,58,96,2,18,1,1,58,0,1
790,16,0,45,69,65,81,0,20,1,1,62,1,0
791,18,1,76,94,87,86,1,11,0,1,66,0,1
792,15,0,92,88,83,75,0,13,1,0,79,0,1
793,18,0,98,94,83,70,1,8,0,1,71,0,1
794,15,1,44,72,91,74,1,26,1,0,65,1,0
795,17,1,72,57,71,94,1,15,0,1,66,1,0
796,15,0,88,91,45,97,0,6,0,0,58,1,1
797,17,1,90,88,94,83,2,16,1,1,89,0,1
798,15,0,53,98,97,74,0,16,1,0,81,0,1
799,17,0,51,67,75,91,1,8,0,1,68,0,0
800,15,0,81,98,77,93,0,22,1,0,78,1,1
801,16,0,59,86,50,96,2,25,1,0,99,0,1
802,15,0,92,50,72,70,0,11,0,0,80,0,1
803,15,1,89,96,63,99,2,5,0,0,72,1,1
804,16,0,63,99,62,87,2,27,0,0,58,1,1
805,18,0,98,93,54,85,0,17,0,0,76,1,1
806,18,1,82,84,66,78,1,10,1,0,58,0,1
807,15,0,73,72,50,88,2,10,0,0,72,0,0
808,16,1,64,56,96,91,0,16,0,1,86,0,1
809,15,1,89,45,90,74,2,12,0,0,55,1,0
810,17,1,68,43,89,96,1,28,1,0,62,1,1
811,17,0,96,59,56,71,0,26,0,1,46,1,0
812,15,0,78,87,90,99,0,23,1,0,65,1,1
813,18,0,70,86,92,84,0,9,0,1,71,0,1
814,18,1,95,66,53,76,1,22,0,0,51,0,0
815,15,0,86,54,66,73,2,9,1,1,47,0,1
816,15,1,82,45,57,70,0,29,0,1,44,0,0
817,17,0,89,86,67,82,2,14,0,0,81,0,1
818,18,1,62,53,90,89,2,5,1,1,67,0,1
819,15,0,83,99,86,91,1,14,0,0,92,0,1
820,17,0,77,50,86,76,0,9,0,0,44,0,0
821,18,0,59,78,43,84,2,16,0,0,88,1,0
822,16,1,62,48,46,92,0,26,0,0,65,1,1
823,17,1,84,65,84,83,0,11,1,1,44,0,0
824,18,0,91,55,74,92,1,13,0,0,61,1,1
825,18,0,55,44,87,88,0,26,1,1,54,0,0
826,17,1,89,96,48,91,0,25,0,1,52,0,1
827,16,1,81,91,47,98,2,16,1,0,67,1,1
828,17,1,99,49,91,93,1,27,0,0,72,0,1
829,18,0,94,89,84,89,0,5,1,0,82,0,1
830,15,1,47,42,56,98,2,15,0,0,62,0,0
831,15,0,89,52,56,93,1,25,1,1,72,0,1
832,17,1,60,82,88,87,1,19,1,0,82,0,1
833,18,0,40,88,72,79,2,6,0,1,57,0,1
834,15,1,94,69,71,78,2,24,1,0,89,0,1
835,18,1,47,93,47,94,2,11,0,0,92,1,0
836,17,1,68,84,58,77,2,25,0,0,69,1,0
837,15,1,71,45,77,95,2,16,0,0,65,0,1
838,18,1,77,56,42,99,0,26,0,1,55,1,1
839,15,0,44,98,98,98,0,22,0,1,52,0,1
840,17,1,86,84,44,79,1,7,1,0,78,0,1
841,18,1,61,90,52,86,0,11,0,1,72,0,0
842,15,1,86,92,86,71,0,15,0,1,65,0,1
843,17,0,73,58,85,75,0,22,0,0,87,1,1
844,15,1,40,81,70,95,2,16,0,0,40,1,1
845,15,0,94,74,94,74,1,10,0,1,88,1,1
846,16,1,94,85,55,97,1,9,0,1,77,1,1
847,16,1,65,65,89,99,1,5,1,1,41,0,0
848,17,0,82,90,71,78,1,16,1,1,88,1,1
849,16,1,49,44,61,74,0,15,0,0,45,0,0
850,17,0,69,68,68,87,0,8,1,0,85,0,1
851,16,0,89,76,61,95,2,22,0,1,89,1,1
852,15,1,57,59,82,89,1,8,0,0,77,0,0
853,17,0,56,88,42,78,0,21,0,1,81,1,0
854,17,1,65,60,93,86,0,6,0,1,63,1,1
855,15,1,47,49,49,96,2,28,0,0,57,1,1
856,17,0,86,44,81,86,2,26,1,1,66,1,1
857,17,0,79,75,60,81,2,6,1,1,80,1,1
858,16,0,88,45,55,76,0,16,1,0,47,0,0
859,17,0,51,65,51,96,0,10,1,0,67,1,0
860,18,1,66,43,41,72,2,14,0,1,49,1,1
861,15,1,47,78,80,79,1,29,1,1,56,0,0
862,16,0,64,78,63,71,2,27,0,0,94,1,1
863,16,1,85,89,74,94,2,29,1,1,68,1,1
864,18,1,43,74,95,72,2,25,1,1,97,0,1
865,15,1,72,40,69,85,2,27,1,0,45,0,0
866,15,1,40,63,96,71,0,20,1,0,53,1,0
867,16,0,58,96,69,97,1,18,0,0,61,0,1
868,17,0,70,75,86,93,2,11,1,0,93,1,1
869,16,1,55,45,74,79,1,23,1,0,45,0,0
870,15,0,53,80,58,75,1,27,0,0,65,1,0
871,18,0,92,93,89,91,1,21,0,1,78,1,1
872,16,0,87,85,47,95,2,13,1,1,51,1,1
873,15,1,44,99,65,80,0,17,0,0,74,0,1
874,16,1,80,83,88,92,2,26,0,0,53,1,1
875,17,1,65,99,79,76,1,9,0,1,61,0,1
876,16,0,67,96,46,96,1,27,1,1,90,1,1
877,16,1,41,70,69,98,0,9,0,1,62,1,0
878,15,1,89,59,46,84,2,14,1,0,87,1,1
879,15,0,45,63,42,75,1,25,1,0,46,1,0
880,15,1,48,64,40,89,0,14,1,1,79,1,0
881,16,1,72,75,75,96,1,11,1,0,89,0,1
882,17,0,80,60,64,78,0,19,0,0,64,0,0
883,18,0,64,69,76,91,0,11,1,0,52,0,0
884,18,0,87,63,40,89,2,19,0,1,60,1,1
885,15,1,52,83,54,81,1,7,1,1,80,1,0
886,15,1,48,81,76,88,2,23,0,0,49,0,0
887,16,1,92,69,52,89,1,14,1,0,92,1,1
888,18,0,52,61,79,72,2,19,0,0,94,1,1
889,15,0,70,67,47,84,1,7,1,0,98,1,1
890,17,1,80,46,44,71,2,10,1,0,48,0,0
891,17,1,50,74,99,99,0,16,0,1,54,0,1
892,15,0,43,94,48,90,1,19,1,0,91,0,0
893,15,0,73,67,40,71,1,10,1,0,41,0,0
894,18,0,77,53,75,91,0,17,1,0,64,0,1
895,18,0,85,95,74,72,2,23,0,1,52,1,1
896,16,1,43,49,41,75,1,7,1,1,73,1,0
897,18,0,77,55,79,84,1,12,1,0,90,1,1
898,17,1,58,55,62,96,2,12,0,1,97,1,1
899,17,1,45,93,48,79,0,27,0,1,73,0,0
900,15,1,73,70,73,78,2,24,0,1,74,0,1
901,18,0,57,81,85,70,2,19,0,1,77,1,1
902,16,0,52,64,53,85,2,8,0,1,42,0,1
903,17,0,80,52,43,75,1,23,1,1,81,1,0
904,17,0,62,45,69,78,0,25,1,0,95,1,0
905,16,1,58,83,70,96,0,7,1,1,98,1,1
906,16,0,84,48,77,73,2,17,0,1,45,1,1
907,17,0,50,84,50,96,1,12,1,0,94,0,0
908,17,1,40,75,74,97,2,27,0,0,87,1,1
909,16,0,63,95,47,71,1,20,0,0,88,0,1
910,17,1,93,82,42,98,1,17,1,0,58,1,1
911,15,1,46,59,53,73,1,7,0,1,42,1,0
912,15,1,64,57,99,70,1,20,0,1,57,1,0
913,16,1,60,97,52,88,0,13,1,1,78,1,1
914,18,1,54,82,84,95,1,18,0,1,48,0,1
915,16,1,40,96,71,94,1,17,0,0,91,1,1
916,16,1,51,60,73,79,2,25,1,1,51,0,1
917,18,1,97,43,84,90,2,29,0,1,44,1,1
918,18,0,46,89,58,84,0,11,0,0,42,1,0
919,18,0,54,72,98,96,2,19,1,1,50,1,1
920,15,0,60,66,77,91,1,11,1,1,96,0,1
921,17,0,58,46,55,88,2,10,1,1,69,1,1
922,15,1,99,45,41,85,0,6,1,1,43,1,0
923,17,0,68,54,79,90,2,13,0,0,44,1,0
924,15,1,64,57,56,96,2,26,0,0,40,1,1
925,17,0,72,71,94,93,0,28,1,0,66,1,1
926,15,0,88,95,73,91,0,21,0,0,67,0,1
927,18,0,71,50,81,73,1,9,0,0,68,0,0
928,16,1,88,59,99,71,2,16,1,1,57,1,1
929,15,0,74,63,55,99,1,5,1,1,51,1,0
930,17,1,83,54,77,94,2,14,0,0,52,0,0
931,18,1,77,87,99,82,2,15,1,0,80,1,1
932,15,0,65,46,41,97,1,20,1,0,41,0,1
933,15,0,50,60,41,70,2,18,1,1,76,1,1
934,18,0,74,81,65,86,2,12,0,0,84,1,1
935,15,1,47,65,52,82,2,28,1,1,55,0,1
936,16,0,85,83,95,73,0,21,0,1,87,1,1
937,15,1,53,95,86,76,1,29,0,1,63,0,1
938,16,1,49,53,70,86,0,22,0,1,74,0,0
939,16,0,41,96,99,78,1,16,1,0,61,0,1
940,18,0,85,76,73,73,1,29,1,1,75,1,1
941,15,1,48,97,78,88,2,21,1,1,50,0,1
942,18,1,42,60,42,70,1,18,1,0,94,0,0
943,15,1,60,57,47,79,0,20,1,1,97,1,0
944,15,0,65,44,62,73,0,18,0,1,85,1,0
945,17,1,47,42,53,78,0,13,0,1,68,1,0
946,15,0,87,62,95,82,1,8,0,0,74,1,1
947,18,1,41,65,94,83,0,29,1,1,87,1,1
948,16,1,45,76,66,79,1,27,0,1,93,1,0
949,15,0,67,63,93,75,0,15,0,0,54,0,0
950,17,1,92,88,68,85,0,10,1,0,99,1,1
951,18,0,68,58,78,75,1,19,1,1,70,0,0
952,15,0,65,90,92,86,0,9,0,1,81,1,1
953,18,1,64,64,78,79,2,15,0,0,80,0,1
954,17,0,51,60,40,87,1,29,1,1,82,0,0
955,17,0,44,51,56,96,1,22,1,0,55,1,1
956,18,1,73,96,80,91,1,17,1,1,49,1,1
957,15,0,87,80,69,87,2,15,1,0,88,0,1
958,16,0,76,72,92,72,1,18,0,1,71,1,1
959,17,0,54,89,52,89,0,22,0,0,90,1,1
960,15,1,83,92,60,96,0,29,1,0,41,0,1
961,15,0,75,43,58,90,0,23,0,0,63,0,0
962,16,1,54,81,92,94,1,28,0,0,62,0,1
963,17,1,82,96,58,97,0,19,1,0,41,1,1
964,17,0,87,46,96,84,1,13,0,1,77,1,1
965,15,0,62,61,64,84,0,12,0,1,70,1,0
966,15,0,45,94,61,73,2,24,0,0,90,1,1
967,16,1,85,72,70,98,2,5,1,1,79,0,1
968,16,0,89,56,56,96,2,8,1,1,65,1,1
969,17,0,83,63,94,78,2,18,0,1,68,0,1
970,18,0,98,73,62,96,1,29,1,1,42,1,1
971,17,0,82,67,71,95,0,6,1,1,97,1,1
972,15,0,84,97,49,88,2,20,1,1,53,0,1
973,17,1,60,82,49,93,1,7,0,0,64,1,0
974,18,1,62,80,75,97,2,12,0,1,87,1,1
975,16,0,82,78,47,86,2,10,1,1,40,0,1
976,18,0,94,61,93,80,1,20,0,1,92,1,1
977,18,0,55,88,91,94,1,28,0,0,42,0,1
978,18,0,86,56,59,78,0,20,0,1,93,0,1
979,16,1,92,73,71,79,0,11,0,1,65,0,1
980,18,0,99,45,89,87,2,17,0,1,57,0,1
981,18,1,54,85,53,89,2,17,1,0,48,1,0
982,18,1,64,45,89,82,0,9,0,1,77,1,0
983,15,0,75,73,67,77,0,29,0,0,62,1,0
984,18,1,50,40,85,76,1,24,0,1,60,0,0
985,16,1,90,49,91,86,0,26,1,0,96,1,1
986,18,1,54,60,92,90,0,22,1,0,40,1,0
987,18,1,43,44,63,92,2,19,1,0,60,1,1
988,16,0,60,41,54,84,0,22,0,1,66,1,0
989,18,0,52,61,61,89,2,6,1,0,81,0,0
990,16,1,61,87,69,84,0,14,1,0,98,0,1
