,age,education_years,work_experience_years,household_income,num_children,distance_to_city,number_of_jobs,hours_per_week,credit_score,property_ownership,car_ownership,label
365,61,16,6,76342.88643579656,0,20.2347135813756,3,42,514,0,0,0
366,45,14,15,106490.70898239207,3,68.99631466011624,2,35,719,1,1,1
367,54,15,15,97090.29168056035,2,22.029059295231672,3,50,400,1,0,1
368,44,15,27,114296.48239223557,3,70.9252110984649,1,55,820,1,0,1
369,43,17,0,90164.69171601454,2,26.811825271627022,2,35,608,0,0,1
370,32,18,3,64869.79856623533,4,16.1673735142709,2,38,809,1,0,0
371,26,11,3,69144.664223746,1,20.702026563580958,4,45,362,0,1,0
372,55,18,6,105699.52666317813,4,5.189252845811676,1,40,525,0,1,1
373,64,19,7,82114.66830757694,2,73.28026369608537,4,36,404,0,1,1
374,39,18,16,73566.45048094232,1,74.57809966054602,2,39,724,0,0,1
375,20,19,4,78270.1232726483,0,53.91866824175965,1,39,554,0,1,0
376,27,19,6,101189.50589090795,0,20.32946610026145,2,59,728,0,1,1
377,35,16,27,118854.52469516566,3,12.937662063515525,1,54,733,1,1,1
378,33,10,19,93096.9377601651,2,6.817251811542266,2,49,506,0,1,1
379,31,16,28,104749.42853027058,2,20.746076811695968,3,47,327,1,0,1
380,42,19,19,127608.13779155709,0,89.63127582339894,3,57,635,0,0,1
381,34,14,3,84166.78595348838,4,27.94599996165977,4,53,368,1,1,1
382,47,15,27,115208.23162568708,1,38.65577608563549,3,49,812,1,0,1
383,53,19,5,92835.26928788719,4,15.007821025726653,2,58,466,1,1,1
384,21,16,6,108327.88776604936,4,26.124323951076178,2,38,667,1,1,1
385,51,14,17,91409.21671069111,0,54.326334224119485,3,44,550,0,1,1
386,42,16,4,82983.56775419456,0,62.73650489408699,4,33,469,0,0,1
387,41,18,19,120609.5681396137,0,28.30846984579005,3,37,389,0,1,1
388,44,12,29,105176.40615958007,3,10.484555126386134,1,38,745,0,0,1
389,41,17,28,114218.93931820708,4,42.148122567102874,1,42,593,1,0,1
390,41,11,2,44032.70134715071,2,27.249320238001744,1,38,449,1,1,0
391,61,16,6,106916.64389006671,1,25.857622706831183,3,55,431,1,0,1
392,25,11,26,90024.45579031344,3,96.18696625777825,3,33,732,0,0,1
393,34,13,27,112946.04923944105,2,63.548546162943786,3,46,358,1,1,1
394,62,16,21,103853.02312046509,4,57.90345210134911,1,45,498,0,0,1
395,56,12,13,81887.70490142114,0,44.49863483471558,4,44,514,1,0,1
396,52,11,6,85127.12191445073,4,45.74971167586371,2,32,771,1,1,1
397,27,19,4,102152.60040096786,1,56.38597536461768,3,54,546,1,1,1
398,63,16,28,92101.16105093484,3,71.16083166843019,4,49,681,1,0,1
399,63,10,21,105042.56338832875,3,71.7038791372738,2,34,538,1,1,1
400,24,17,4,73477.26047258703,1,21.31092123201771,2,52,666,0,1,0
401,58,12,29,112388.40294139416,2,52.51071144727956,2,34,467,1,0,1
402,23,11,22,119097.17562754112,2,44.13601902823969,4,49,350,0,0,1
403,25,12,1,56020.56537077149,3,87.7000617955915,4,44,679,0,1,0
404,64,14,29,104909.33332314438,3,64.98479751574575,1,47,773,0,0,1
405,51,17,26,108981.38199251144,0,55.58788630951827,4,44,379,0,1,1
406,49,19,20,101137.3081219368,2,15.962491006997151,4,31,666,0,1,1
407,54,16,21,137826.79535420975,1,62.535599485724084,4,58,760,0,0,1
408,59,16,5,71272.4983542621,2,16.134371039622174,2,42,838,0,0,0
409,35,16,14,89049.76309287769,0,37.03462467874645,3,33,751,0,1,1
410,32,17,20,126121.3381494582,3,18.569986657361525,1,39,763,1,1,1
411,61,10,9,72618.41775154702,3,70.74699646731504,3,42,777,1,1,1
412,49,13,22,85233.60672128084,0,24.593950814434496,3,39,719,0,1,1
413,38,15,25,117333.8882039031,1,42.22664045286247,4,58,513,0,0,1
414,36,18,23,115580.15293191603,3,90.08910387378397,1,38,668,0,1,1
415,38,11,6,68886.88262663042,4,24.410056422902176,3,37,413,1,0,0
416,47,10,4,76153.45180830898,3,53.241481076084014,3,32,802,1,0,0
417,45,19,0,66609.23319834295,4,44.830807810772086,1,45,610,0,1,0
418,56,11,12,67848.50455375387,0,6.721783899344325,4,43,768,0,0,0
419,45,16,20,93883.10475673973,0,80.31202078941722,3,38,343,1,0,1
420,42,12,25,117772.29324488157,3,11.559361099886974,2,59,714,1,1,1
421,28,19,17,119419.75836513576,2,50.05422699281059,3,50,545,0,0,1
422,31,11,12,61856.53738716904,4,58.26443801920024,2,40,383,0,0,0
423,20,16,20,107631.2849020694,1,64.70051337838578,4,32,506,0,1,1
424,20,11,20,87976.6053673093,3,70.42000478424818,3,34,450,0,1,1
425,53,12,17,88358.88576149734,1,29.06087643465793,1,58,827,1,1,1
426,51,16,4,66189.77553052739,3,5.94798378255269,1,39,464,1,1,0
427,44,13,12,89760.98992737905,2,73.72714792371664,3,42,444,0,1,1
428,59,10,3,87049.0795155807,2,55.88737693801997,4,33,336,0,1,1
429,64,14,16,97811.27737143493,2,84.43118180468863,4,53,632,0,1,1
430,20,18,2,72324.59253512815,2,83.03189447556596,1,42,702,1,0,1
431,35,17,16,70723.86639681616,0,85.1159859398489,3,41,713,0,0,1
432,58,18,27,133388.1630684263,0,51.08399269805631,4,34,344,0,1,1
433,24,19,10,109793.0242745713,4,36.69469760450224,1,39,701,0,0,1
434,41,18,20,117521.25126926502,1,80.19802924618016,2,57,505,1,0,1
435,48,16,19,127276.26247209296,3,47.87294073777922,3,53,361,0,1,1
436,22,13,22,99737.4360633876,3,22.42700865832628,2,38,719,1,0,1
437,31,14,20,93223.31914781775,0,86.22253185834006,2,49,767,0,1,1
438,45,10,25,96384.82426108449,3,88.84318829337299,4,36,318,0,0,1
439,35,10,29,82589.14351431731,0,49.29942683331616,4,31,664,0,1,1
440,56,12,3,66455.7090274808,4,12.19147409442981,4,51,599,1,0,1
441,41,17,1,102481.9327170036,1,41.84347854210847,3,53,306,0,0,1
442,48,11,19,106769.57763101388,4,81.33607764894732,2,57,727,0,0,1
443,33,13,15,75360.49915709428,2,90.66853271189173,3,52,416,1,1,1
444,47,11,27,78731.53923650857,2,24.329910537271605,4,36,806,1,0,0
445,24,14,17,87756.12993838478,2,11.362493142400794,2,37,845,1,0,1
446,49,18,7,74913.01284992407,4,88.34829304761968,3,36,624,0,1,0
447,24,10,2,83047.65798733087,3,41.993469202993154,3,50,354,1,1,1
448,31,14,8,91397.38298621292,1,56.46729160541851,1,52,341,0,0,1
449,35,18,28,137125.28125730797,2,96.96625214482209,3,58,596,1,0,1
450,45,10,19,96192.6834209172,2,11.323649151851171,4,43,530,1,0,1
451,45,18,28,110001.83701952739,2,66.59021070794907,3,55,752,1,0,1
452,40,17,5,66031.0663144727,1,12.040015144612372,2,48,693,0,1,0
453,58,13,9,83158.36235394177,2,40.669548204317536,3,34,821,0,0,1
454,55,19,20,85776.95925678697,1,81.36238179337744,1,52,657,0,0,1
455,52,14,9,82836.67834059818,2,46.17986211178527,2,54,743,0,1,1
456,49,14,12,76187.48214751085,4,99.73232362078029,2,47,427,0,0,0
457,56,15,16,88468.06167325217,4,58.110632069927206,1,49,704,0,0,1
458,42,16,8,70483.96587607636,1,35.51040450041558,4,41,691,0,0,0
459,29,17,16,92825.32208030319,4,25.910575960951547,2,52,492,0,1,1
460,24,17,23,127273.59613891774,1,38.29945075718537,4,46,377,0,1,1
461,55,11,8,95627.69426326614,4,40.39066100715733,2,42,384,1,0,1
462,53,18,8,111411.10666280074,4,11.527799383776292,2,31,329,1,0,1
463,50,16,0,89146.72043887945,1,40.10954894554345,4,54,348,0,1,1
464,29,13,1,79113.15396471237,3,49.10265937522637,2,42,444,0,0,0
465,38,13,27,122726.16694227056,4,73.66008646268644,4,55,368,0,0,1
466,51,17,15,72570.6205935156,2,67.38930104855277,1,36,357,0,1,1
467,20,13,28,121967.79073821704,3,72.33273724676965,4,57,778,1,1,1
468,24,15,0,101745.44336201975,1,5.794549778301424,1,39,744,1,1,1
469,64,14,9,77881.6749614281,3,25.678402960150926,2,52,595,0,0,0
470,23,12,17,109346.58681415557,0,67.86000739798637,4,35,470,1,0,1
471,35,19,25,140816.79170566995,0,50.978989977075976,2,32,446,1,0,1
472,43,11,27,116392.46104823778,4,5.504780188492865,4,55,783,0,0,1
473,35,18,7,92846.2159783507,4,81.42699103102312,1,32,605,0,1,1
474,21,19,20,91282.51378993201,2,78.41690946258205,1,47,745,0,0,1
475,47,18,27,125683.06791139444,3,57.09982048438845,4,40,520,0,0,1
476,51,10,10,73550.43941300601,0,11.314015948745851,1,51,677,1,1,1
477,46,19,22,115155.16555432568,4,77.81892970559554,2,49,565,0,1,1
478,39,12,1,76543.78706824139,3,60.45279083447957,2,34,394,1,0,0
479,43,17,7,40591.89492876175,4,79.28619783000612,3,48,561,0,1,0
480,31,15,26,113766.25253915603,4,76.41596427760484,1,51,370,1,1,1
481,54,14,21,144757.8619553776,0,81.28519683599453,2,56,518,0,0,1
482,52,14,7,61911.615350520966,0,54.21076630843936,4,57,832,0,0,0
483,52,15,16,97775.07862838378,4,18.330829228383926,1,48,391,1,0,1
484,62,16,14,75355.27135042718,1,68.75995997107043,2,59,426,1,0,1
485,56,10,16,71390.62793892549,4,63.94500957993721,1,44,379,1,1,1
486,31,18,27,88777.64453849978,4,75.51405278391329,4,59,537,0,1,1
487,22,12,22,101336.20012621727,2,21.138695574819852,2,45,671,1,0,1
488,20,13,23,117727.93984936754,2,23.522643990527477,3,53,785,1,0,1
489,52,19,12,102666.63428474456,2,89.5889041358362,3,38,324,1,1,1
490,59,10,18,69234.86841548908,1,76.24789085294672,1,33,455,1,0,0
491,29,19,4,82794.99332973454,1,91.28170642653068,4,44,816,1,0,1
492,62,12,11,91730.19251575596,4,77.07795551057247,2,54,829,1,0,1
493,63,11,0,57429.65244446226,2,61.72975406907868,4,41,356,1,0,1
494,48,11,22,79710.94287138298,1,67.142610017648,2,52,318,1,1,1
495,32,10,4,65439.736459755535,0,89.46715277430094,1,32,683,1,0,0
496,31,17,7,78830.04477698216,4,59.98664167863435,2,52,492,0,1,0
497,50,12,12,89919.50996824479,3,65.07717581119681,4,43,536,0,0,1
498,21,12,7,101987.19660373665,4,19.865288020342057,4,46,686,1,0,1
499,54,15,24,144462.62524503496,3,50.02251591102976,1,48,725,0,1,1
500,42,17,22,105418.11740029378,2,73.0577256360194,4,35,576,0,0,1
501,36,18,10,101652.60462529032,3,30.739556340054715,2,33,526,1,1,1
502,45,18,0,75299.53249309654,2,24.21414714983082,1,36,622,1,0,0
503,27,13,12,91198.67104761086,0,34.813546781319474,2,59,452,1,0,1
504,48,14,18,118363.71571514814,3,27.942559659319176,4,48,536,1,0,1
505,45,11,23,92084.24797187545,4,25.416700518457606,1,46,354,1,0,1
506,29,18,2,95326.16917546332,2,45.36083007246826,2,54,735,1,0,1
507,45,17,23,122282.40211097823,4,91.24465881893573,4,45,408,0,1,1
508,53,12,16,88312.05909969224,1,53.17066644017824,4,44,483,1,1,1
509,60,18,4,117363.68475644945,2,22.852436177455687,3,51,667,0,0,1
510,26,12,19,99979.82461121192,3,12.312308591183037,4,37,497,1,0,1
511,23,18,20,115274.23087526808,2,71.1348337881029,2,48,670,1,1,1
512,64,11,7,64708.868662917004,4,41.36588262145684,1,37,672,0,1,0
513,30,19,25,123483.19292947112,0,83.07393992560912,3,47,796,1,0,1
514,48,18,13,99181.63463096265,2,67.65352302087317,4,57,500,1,0,1
515,55,17,3,92508.98595286408,3,80.64293780143001,4,45,808,0,1,1
516,44,18,10,99930.88032635592,1,30.83487374475263,4,49,621,1,0,1
517,40,14,19,114963.43868307176,0,70.77409763380052,2,48,574,0,1,1
518,55,11,14,86019.1379807535,1,30.085888545903284,3,39,510,1,0,1
519,29,17,18,132857.28797616158,2,94.2115055477777,2,46,803,1,1,1
520,56,15,6,78594.01748678058,4,65.45555674567056,3,42,417,0,1,0
521,28,17,18,92689.94751881447,4,35.8286210166575,1,42,341,1,0,1
522,43,14,27,106661.5254561305,3,30.6036269177659,2,36,614,0,1,1
523,54,19,18,127511.16455832179,4,23.138025581806133,2,56,628,0,0,1
524,54,11,10,96501.93271766389,0,70.99089109490414,1,39,316,0,0,1
525,55,15,25,101212.8225042973,4,25.777983234803095,3,31,582,1,0,1
526,37,14,4,81008.64689891621,3,61.55381026311146,4,33,557,1,0,1
527,58,14,4,93601.0544826909,2,30.140327557908947,1,54,318,0,1,1
528,51,10,29,78437.55530780726,2,67.88704975541751,4,35,828,1,0,0
529,43,11,21,110240.13791592389,4,82.41927421135122,4,53,722,1,0,1
530,42,17,7,74186.53361325289,1,78.91239809874205,1,47,765,1,0,1
531,51,12,9,69495.97604130692,2,77.28087643842426,3,52,672,0,0,0
532,56,19,5,90183.72484078378,4,22.833628540763947,4,35,380,1,1,1
533,31,12,14,91032.27548964041,3,13.396569963529277,1,58,847,0,0,1
534,32,17,15,116872.35405531665,4,71.40013870630163,2,59,723,1,1,1
535,42,17,27,124710.64082452955,2,39.992985310463375,2,54,728,1,1,1
536,44,11,16,93769.37623064448,3,46.072891508317994,2,52,687,0,1,1
537,54,17,7,76219.03186965064,4,7.959163815372151,1,46,503,1,0,1
538,60,10,7,79915.41343889455,0,29.659762681129674,2,43,495,0,0,0
539,49,15,24,109802.36504477504,3,8.199258368074082,4,53,584,1,0,1
540,36,17,8,93406.66863367663,0,88.52264839711853,2,40,495,0,0,1
541,39,12,1,77643.29567329741,1,28.122684905760394,2,55,606,1,1,1
542,44,17,14,107944.91151443135,3,57.94703110943576,4,48,313,1,1,1
543,41,10,17,94366.43266125662,0,8.703035462807389,2,59,445,1,0,1
544,32,18,2,87019.1768682348,2,68.35050217403752,4,31,356,0,0,1
545,38,18,16,121156.33371895432,2,35.687597846638916,2,57,509,0,0,1
546,55,14,3,65965.95138216548,1,90.30232276097826,4,32,828,0,0,0
547,31,19,29,101449.06154984105,3,89.3712279487334,2,40,643,1,0,1
548,60,13,3,81350.36190982178,3,35.902608744366034,4,35,578,0,0,1
549,38,15,13,77153.94053475384,3,90.59128509059445,1,58,508,0,0,0
550,31,16,8,105193.22237426174,1,99.63497898238398,4,43,634,0,1,1
551,28,14,8,85993.71485216587,3,83.41448809177507,2,48,587,0,1,1
552,26,19,24,114515.48506968719,2,85.26277803674675,2,55,551,0,1,1
553,47,18,25,123257.44727875022,0,28.65582993036354,3,45,564,0,1,1
554,33,12,22,105769.98141175711,2,59.78672789148685,4,50,570,0,0,1
555,50,16,29,116528.3055333386,2,11.389311826899945,1,51,718,0,0,1
556,38,19,17,126478.38595912578,0,14.017203998058623,4,53,510,0,0,1
557,35,19,9,80419.43551258808,2,99.8947981431626,4,36,664,0,0,1
558,24,14,20,118883.8109646313,1,36.03072869546154,1,59,375,1,0,1
559,54,16,3,77016.77434273185,0,76.07747164464041,4,56,620,1,1,1
560,31,11,11,85578.07586409964,2,81.63318003754756,1,37,732,0,0,1
561,44,13,26,96756.2900157113,4,86.51221074568677,1,48,408,1,1,1
562,40,11,7,60344.974651801895,2,99.77468825320487,4,49,821,1,0,1
563,55,16,1,89952.53395219547,1,27.942166099402446,4,45,346,0,1,1
564,42,11,21,97041.93617515548,3,8.833328551671471,2,51,678,0,0,1
565,35,10,12,65655.95764729379,2,44.063194209485665,2,56,395,0,1,0
566,58,18,20,71927.13367991654,3,17.357663633749958,3,36,402,1,0,1
567,64,10,15,79859.51952521781,4,7.130459470395237,3,38,445,0,0,0
568,61,17,27,135811.36198160535,2,39.24054857844118,4,42,326,1,0,1
569,58,11,1,71342.46843048128,0,79.45513385214745,1,30,829,0,0,0
570,33,17,10,91036.09316596425,3,58.78716566638173,3,58,381,1,1,1
571,50,12,9,95492.34728656866,4,34.71390897498364,4,37,727,1,0,1
572,24,15,14,113750.22974202796,0,67.16249052180837,3,53,778,0,1,1
573,54,12,16,115721.59981337393,0,27.04172712933702,1,51,461,0,0,1
574,42,16,7,99440.1545962982,0,6.366237376848077,4,33,701,1,1,1
575,48,19,17,113907.85626109509,0,77.6135717114606,1,32,807,1,0,1
576,62,18,22,124253.84831208442,2,64.25559306208086,4,56,337,0,0,1
577,30,11,8,65966.48832237403,2,77.4187493275912,3,32,810,0,1,0
578,37,14,24,84005.83332967966,2,8.699111585328232,2,51,692,1,0,1
579,31,15,7,74456.65083090862,4,84.52636464391196,3,42,793,0,0,0
580,28,13,26,113881.30520484787,4,63.854989003448814,3,37,499,1,1,1
581,29,13,13,76858.70954269638,4,58.52255831770081,2,36,554,0,0,0
582,63,13,27,107601.19750484562,1,64.3383345708805,2,56,478,0,1,1
583,36,11,25,68657.1680801786,4,87.12115845249458,4,30,846,0,0,0
584,57,13,24,98695.70801145685,2,60.75896812309617,4,56,688,1,1,1
585,26,10,17,87354.14819377975,2,60.19028608937703,1,45,697,0,1,1
586,32,15,21,103932.70667181892,1,99.11451992124775,1,35,457,1,1,1
587,59,10,19,78275.6171987893,1,76.88936587151396,3,36,303,0,1,0
588,61,19,29,106721.04303984162,4,47.017911517857854,2,41,466,1,0,1
589,28,15,19,114522.49772707661,3,72.20271500312813,1,52,767,1,0,1
590,46,10,20,93780.15315603736,1,41.976894810719905,3,38,708,0,1,1
591,21,15,11,107892.92853108564,0,26.743168935932403,2,56,711,1,0,1
592,24,19,18,127339.76237580871,2,61.70092830433715,4,40,503,1,0,1
593,48,17,13,87765.01920780337,0,93.17729932082538,3,39,493,1,0,1
594,56,11,16,89601.29972270202,2,93.26825440146897,4,50,534,1,1,1
595,57,11,23,96893.34654534611,2,37.48100142002158,1,30,449,0,0,1
596,38,13,20,85170.92161057674,1,55.12935929106102,1,47,458,0,0,1
597,27,12,2,76680.47555557494,1,25.105410364136816,2,33,578,0,1,0
598,64,13,25,96853.6996887668,0,99.58495540239393,3,34,703,1,0,1
599,20,16,29,148749.18111116416,2,98.20620124745389,4,38,610,1,1,1
600,41,10,22,101162.87510886573,0,66.70334832220749,2,56,367,0,1,1
601,36,15,6,102283.12969999698,3,81.41933566935997,1,46,762,0,1,1
602,26,12,16,98302.42244160507,0,72.93451532195151,1,32,387,1,0,1
603,44,19,11,79584.07441244772,4,61.35003080874948,3,45,516,0,0,1
604,64,16,8,66264.23944489224,0,10.068059713945281,4,34,300,0,1,0
605,23,19,14,105795.08845336927,4,48.2026125425028,3,45,434,1,1,1
606,55,11,17,99404.78499690912,4,69.104698705904,4,32,650,0,1,1
607,25,11,20,97350.44712750011,4,69.36550331895005,4,49,439,1,1,1
608,50,13,12,89160.4446227513,3,40.44664875012644,3,44,432,0,1,1
609,38,10,29,103515.6632691356,0,94.46073873251291,2,59,477,1,1,1
610,63,12,20,72595.63539792923,0,20.898918062494197,3,32,657,1,0,0
611,58,18,29,103465.48186664091,3,52.53414739047826,3,49,679,1,1,1
612,46,16,7,64633.59577878812,2,70.63397777232817,1,43,749,1,1,1
613,29,16,13,80392.90593531514,1,71.22790155972187,1,45,762,1,1,1
614,45,13,7,83278.84139390787,0,66.62070089303748,3,58,407,0,0,1
615,38,11,13,105582.62130885845,1,31.152380277926717,3,58,421,0,0,1
616,58,13,6,76832.00988680458,3,19.839624025229085,1,46,316,0,0,0
617,22,15,22,112563.67023081888,2,65.41433104853753,4,57,495,1,0,1
618,64,12,11,91431.7531159879,2,61.933701033246585,3,53,626,0,1,1
619,32,10,10,92383.7914833707,2,22.038820977477894,2,49,617,1,0,1
620,47,17,21,92878.36508578094,3,71.98821882920352,2,52,778,1,1,1
621,39,14,21,114975.83876611837,4,48.24133921469736,2,47,551,0,1,1
622,47,14,10,66970.48241558114,4,68.43725620229952,3,47,802,1,1,1
623,27,13,24,96555.30833529268,1,84.54987257816431,4,51,418,0,1,1
624,60,15,21,101130.20884761095,4,21.1242007148077,4,43,797,1,1,1
625,58,12,27,115561.23459926122,4,6.818762459699484,1,47,785,1,1,1
626,20,18,28,133238.9027478813,2,79.01474570759974,3,44,344,0,0,1
627,22,14,12,101874.41003245092,2,62.92125538949851,4,44,613,1,0,1
628,32,12,17,107665.4574061328,1,71.46575911410156,3,35,478,0,0,1
629,47,10,1,65831.12492619437,0,84.62472262392104,1,56,717,1,0,1
630,44,19,28,133292.20526065177,1,81.26703880832754,1,44,377,0,0,1
631,52,15,20,116965.4802507876,1,96.28741395823835,1,47,625,1,1,1
632,57,11,14,43260.18252006748,3,55.91383249095123,2,33,656,0,0,0
633,25,12,19,92622.6820864513,3,51.407085102691006,3,52,715,0,0,1
634,63,10,26,103871.59715124578,1,43.17928398961936,1,37,814,1,0,1
635,64,18,17,98288.75956480845,1,19.60064907019943,3,44,513,0,1,1
636,51,17,14,77742.73805936685,1,59.39768712379213,2,32,373,1,1,1
637,64,11,18,129646.81877857973,4,31.316189810967984,2,59,808,1,1,1
638,40,17,22,104539.39158155197,3,92.52421366023268,1,44,631,0,0,1
639,35,18,23,110555.9251919947,1,60.40312640632427,1,42,392,0,0,1
640,40,10,11,57799.097419460486,2,61.31981714827047,4,38,818,0,0,0
641,30,14,12,74878.6929238906,2,38.71784278331595,3,31,568,0,0,0
642,56,17,21,96035.44113752735,4,9.938988437882212,1,53,675,0,0,1
643,55,11,10,96283.84556656785,4,8.015657710433919,4,37,303,1,1,1
644,54,13,4,96808.66237916308,0,45.216838694553765,3,58,437,0,0,1
645,38,16,28,114289.85906194017,0,13.033710919237596,1,59,530,1,1,1
646,39,12,0,86274.98054117756,0,62.65046077631322,4,49,828,0,0,1
647,37,14,23,94762.57603709547,4,88.69243553576746,4,46,351,0,1,1
648,60,17,2,85073.5153912142,4,88.8769075692786,3,42,624,0,1,1
649,33,19,21,104065.99260965749,4,67.60931396256208,4,30,576,1,1,1
650,34,12,18,93550.65695769756,2,25.067023989928447,3,31,835,0,1,1
651,50,13,22,107145.54390199654,4,86.98469897909284,3,59,785,1,0,1
652,20,18,28,119356.80094973589,2,89.17887635475478,3,44,815,1,0,1
653,22,16,29,132653.02012875705,0,23.682090570531077,2,41,451,1,0,1
654,35,10,6,86355.66738869215,0,75.05547814821433,4,43,782,0,1,1
655,42,13,11,90835.50570170677,0,32.21935714807668,3,54,558,1,0,1
656,30,13,14,94968.16732654595,1,81.25082967352832,1,58,623,0,0,1
657,31,18,24,121465.67879541389,1,99.73760049084225,2,31,467,1,0,1
658,29,15,4,88293.71329890861,3,7.852470506292317,2,47,609,0,0,1
659,51,18,14,96377.23587713658,3,90.24975725013853,4,51,778,1,1,1
660,35,15,7,72325.42983345584,3,64.14990069187252,3,36,355,0,1,0
661,27,15,9,98722.0041814608,1,97.47134882065801,4,58,772,0,0,1
662,57,14,25,95218.35275356582,1,49.17590416501062,2,52,595,0,0,1
663,31,14,15,117496.83868730057,3,85.50185340428051,3,58,760,1,0,1
664,43,11,7,70886.352867802,3,10.927436516836337,1,54,623,1,1,1
665,47,17,0,100828.44039491942,4,36.851509757438095,3,35,440,0,1,1
666,27,17,11,92653.21670759501,3,11.366571086364948,2,43,561,1,1,1
667,47,10,4,50966.05981155958,4,97.6575976805117,1,37,719,1,0,0
668,55,17,2,94707.01001893941,2,82.6125211908245,3,56,540,1,1,1
669,45,14,0,67904.8123758673,1,85.9920050183672,1,51,654,1,1,1
670,27,11,3,67310.24156614291,3,94.10669698621994,1,31,479,1,1,0
671,47,11,7,75682.60546694104,1,13.08483118137961,2,46,365,1,1,1
672,47,15,2,94094.51045359804,1,41.63177128876667,1,34,647,1,1,1
673,56,18,9,99463.82842610547,1,11.748314459180202,4,43,470,0,0,1
674,60,10,1,59421.22028651934,2,25.02534464725272,2,54,773,0,0,0
675,55,15,10,89704.96445268099,0,26.789748818578875,4,53,833,1,0,1
676,46,18,24,127095.94949142094,3,49.565185049519975,1,59,666,0,0,1
677,36,17,9,122780.71126145232,0,30.513405908096047,4,58,406,0,1,1
678,28,15,20,105591.23188060039,0,14.592920147687304,3,49,738,0,0,1
679,52,12,13,78788.46889876944,0,20.911653463940233,1,50,526,1,0,1
680,39,17,6,116360.98573589089,1,18.99117853744864,3,58,743,1,0,1
681,32,18,26,122636.3403333172,4,97.44229580166834,4,50,741,1,1,1
682,47,10,26,119741.45435667549,1,77.13278815725499,3,51,695,1,0,1
683,48,18,1,85506.26981628918,1,96.93733920060839,1,32,383,1,1,1
684,32,15,8,77852.27895213405,0,46.77534621825131,3,34,312,0,1,0
685,54,15,15,106681.07699303608,1,31.445005757952377,4,45,792,1,1,1
686,25,13,12,94853.04566488009,0,80.83785373487274,4,47,567,0,0,1
687,37,10,8,75077.18851161403,4,35.994122213908945,4,55,824,1,1,1
688,24,19,19,110807.50773261068,3,33.441420502008086,1,46,419,0,0,1
689,44,17,3,86220.2082046821,0,27.088069259743964,4,40,652,1,0,1
690,21,11,21,105787.09252819009,4,17.31950293130236,1,46,356,1,0,1
691,29,10,9,88411.90411490189,3,29.363990796592766,3,45,339,1,1,1
692,49,11,25,88788.3602955312,2,38.75537610501933,4,55,635,1,1,1
693,64,10,25,83762.18882089292,0,69.02944977384439,3,52,472,1,0,1
694,24,10,21,88605.6493958543,0,10.9436600108479,2,31,846,1,1,1
695,52,18,11,93742.38131727936,2,24.99815926820758,3,33,558,0,1,1
696,20,10,16,100321.78931999193,2,81.85724582770926,2,50,816,1,1,1
697,37,13,13,96251.67952140543,0,18.95758274045822,3,36,822,0,0,1
698,51,19,13,118502.72020220917,2,37.551288919639546,1,31,416,1,1,1
699,30,15,24,104134.96815704239,1,87.14259757652331,3,59,483,0,1,1
700,40,16,1,71149.81373066053,3,19.717904558627055,1,35,415,0,0,0
701,45,11,20,79959.78994613794,3,12.85999938372804,1,46,461,0,1,0
702,44,15,24,110189.55124499615,3,51.03110953260103,4,36,842,0,0,1
703,41,16,19,108639.79008166636,1,33.72985357146096,1,54,536,0,1,1
704,46,19,10,65269.757514277,2,58.52379462596614,2,34,365,0,1,1
705,32,19,15,98964.4074358219,4,81.36146459593014,4,34,369,1,1,1
706,52,11,18,98588.09719853054,2,18.0291063745106,4,49,746,0,1,1
707,53,11,22,95326.47520714949,0,60.166413032657076,3,45,715,1,1,1
708,60,19,5,99798.65618252441,3,53.023332237037074,1,48,831,1,1,1
709,54,16,23,85262.0902780515,2,18.68748467125396,1,38,740,0,0,1
710,20,10,18,105401.48470523774,4,64.27985612525333,2,34,763,0,1,1
711,40,17,4,94654.09940630017,0,30.995839696773306,3,37,695,1,1,1
712,25,12,25,70827.3037407366,1,51.344260261681185,3,38,694,0,1,0
713,47,15,3,80770.74996973232,1,12.815870806320879,4,34,625,0,0,1
714,36,18,14,101667.778723017,4,48.66048543529419,4,39,390,0,0,1
715,24,15,28,99100.31740295087,0,34.114029464067926,4,54,369,0,0,1
716,50,18,3,88348.14343207114,3,83.12621506260867,2,31,465,0,1,1
717,24,16,19,125693.23539189248,2,10.412979064749987,2,38,513,0,1,1
718,57,18,9,85596.079535895,0,44.76769111724134,4,40,634,0,0,1
719,22,11,23,97999.03117342482,1,48.55098529248661,3,33,668,1,0,1
720,42,17,21,108435.20012246215,4,73.87557724841628,2,51,348,0,0,1
721,56,17,2,103046.48401550722,4,59.557319633570046,3,51,351,1,1,1
722,56,11,25,98948.1128289655,2,68.38517203344719,3,51,588,1,0,1
723,29,13,4,55558.26649772612,4,78.81968213691684,1,31,538,1,1,0
724,29,16,5,102217.2695797442,4,86.90928249752793,4,52,432,1,1,1
725,38,13,20,91150.18252976611,0,34.8181721886347,1,58,465,0,1,1
726,36,13,21,119327.31281791562,3,56.11215700957078,4,35,673,1,0,1
727,40,15,7,101171.0268626413,2,84.81026745172399,4,56,672,1,1,1
728,33,19,6,85066.71607868551,0,98.99785744168037,3,43,777,1,0,1
729,28,15,20,107654.55746013598,3,89.5043345491575,4,30,778,1,0,1
730,20,19,9,101847.69499207093,0,40.2893899493158,3,47,599,1,0,1
