,Average student grade,Number of office hours,Number of student complaints,Average student satisfaction,Years of experience,Teaching method,Conciseness of lectures,Clarity of explanations,Ability to engage students,label
265,2.783309086988459,8.743354199438784,2,1,6.554711547280202,Flipped classroom,83.72913757291059,1,3,1
266,4.527908373813641,6.123612064816664,2,5,3.5417762252839635,Online learning,125.72657056767022,2,3,0
267,4.406912368192337,8.194116024705343,4,3,8.281215696017712,Traditional lecture,78.73857571117695,4,4,0
268,1.8267290832703815,8.364790793832043,1,5,4.369193921134498,Traditional lecture,164.06796268963703,1,4,0
269,4.9325607559555475,9.400625554080484,2,2,1.3237525035853415,Flipped classroom,14.140337679897907,4,4,0
270,4.311127546665023,3.7278295152458627,0,3,3.3349843798433207,Traditional lecture,89.09976926310894,3,2,0
271,2.63542294225974,1.5909960160882308,2,2,6.177186140054161,Online learning,44.16174509139286,1,5,1
272,4.650758803478391,4.312366613689852,3,5,9.295915028534145,Online learning,122.27184518550165,4,1,1
273,1.9567324525119472,2.9472821437627585,2,5,2.3633836182117296,Online learning,130.52046734232667,1,5,0
274,3.2314728892399533,3.361156124493776,4,2,3.5613475897759006,Online learning,21.42273655129849,5,3,0
275,1.971794457835875,1.153608616306191,0,1,6.614553592332527,Flipped classroom,129.9851025268307,4,1,1
276,2.71093060063262,4.09468941645608,3,2,3.7220506060535588,Online learning,128.87373600599517,2,4,0
277,2.5060775357354026,0.58275596288898,1,5,5.941431075592699,Traditional lecture,69.8709864273104,4,3,0
278,3.711081825981887,1.414612085955883,1,5,4.574765882071059,Traditional lecture,81.79966408371232,2,4,0
279,2.1252774522295192,3.906546030200131,2,5,1.5488156633956718,Online learning,181.26946612839726,3,5,0
280,4.632888099772503,4.415310378705929,0,1,1.5829748010954603,Flipped classroom,21.905286349064745,5,1,0
281,1.379376549200464,4.824861785840071,2,2,2.09072862909594,Flipped classroom,141.04636226480554,2,4,0
282,2.4501908682701505,1.639007153098373,4,1,6.528196234919106,Online learning,131.60967508735183,4,3,1
283,3.1959346872593377,1.7858367840163758,0,4,0.3146132371177368,Flipped classroom,65.49182418300505,2,5,0
284,2.0235548065066586,1.2737760077291338,1,3,1.116376622165346,Traditional lecture,13.928516648312561,5,5,0
285,2.233529178799418,3.4251680480167868,0,5,1.9270842434539204,Flipped classroom,112.54280828544307,1,1,0
286,1.1006385109761396,1.1263333795274155,0,5,1.395152152689071,Traditional lecture,30.059327598339223,1,1,0
287,2.3659754737357637,2.477428592739418,0,3,2.5251078647237413,Flipped classroom,54.684495488280824,3,3,0
288,1.8461573730484369,1.1048006478056405,4,4,5.509564704593927,Flipped classroom,140.19251542403228,1,3,1
289,2.6915412849052465,7.930051645496121,1,2,2.49839525797364,Traditional lecture,59.227009778373855,3,4,0
290,3.755096152793558,5.948921995390267,3,5,0.8976770479660567,Traditional lecture,17.35159465292735,1,3,0
291,2.924862613921203,5.406826221479566,4,2,8.61686924215951,Online learning,169.95413499487677,4,2,1
292,4.294104927271453,4.607266895262155,3,4,4.721360119450974,Flipped classroom,28.177764112227855,3,4,0
293,1.6645363981880648,6.190375609121571,4,4,5.887549047766839,Flipped classroom,176.48322106924178,1,2,1
294,2.4973945242616584,5.300941195198958,2,1,3.3001976538387625,Online learning,77.32342206486456,5,4,0
295,2.237091205225687,2.48173557972898,0,1,8.713108290340038,Traditional lecture,60.0832656175307,1,1,0
296,2.2113488685584146,4.277760865960555,0,1,3.1789992242575895,Online learning,155.46140578197415,1,1,0
297,4.141241253598114,7.42470527413459,1,3,8.420733867080962,Online learning,32.72314503199523,3,3,1
298,3.0335554271588436,5.130861522120024,0,4,5.4270088074780904,Online learning,49.8084084557257,5,2,1
299,1.9577358357096966,6.89703559402273,4,4,2.744101961169909,Traditional lecture,68.54308169938905,4,3,0
300,2.3838494654445834,3.134027713066442,1,2,2.6942441955345906,Traditional lecture,90.14206372449624,2,5,0
301,1.2758511585048495,9.491801410074352,1,5,1.3747436481319442,Online learning,68.84833722129062,5,2,0
302,4.102891332311916,4.167252116062715,1,4,6.58009045373489,Flipped classroom,71.02833034518159,3,3,1
303,3.9242990600515553,7.65504337881177,4,4,6.873061163720898,Traditional lecture,127.54245677455451,2,2,0
304,3.26389088941031,2.6756032074508584,1,2,7.800609136431651,Flipped classroom,196.3366803746882,1,1,1
305,2.483643632155709,2.1050530141228494,4,3,8.068709926344678,Traditional lecture,38.084128276190896,2,3,0
306,2.7168892434466234,6.238557448073259,1,1,6.178856520158612,Traditional lecture,2.1529395639027227,5,1,0
307,2.363678354598908,8.913128598089022,0,1,2.179631049312052,Flipped classroom,25.608257605500473,2,3,0
308,1.152378713167022,6.2969523313452935,3,5,4.457739581239207,Flipped classroom,121.95097513159787,5,3,0
309,3.6596907832493266,0.9296890644264211,0,5,5.342059439788081,Online learning,33.188304056773866,1,4,1
310,2.8472051495225483,7.553212927181589,1,1,4.29714445612799,Flipped classroom,21.731323046871466,5,1,0
311,3.872907840829631,5.192258970008583,0,2,0.2566976589426073,Online learning,114.59290533999645,3,4,0
312,4.0382791589147224,4.570306724521669,0,2,3.9348159655952086,Online learning,151.6018345007912,1,5,0
313,4.059499330633098,3.4978647343461144,4,5,7.483184716531676,Flipped classroom,5.682560849699447,1,3,1
314,3.245430433549035,0.7994431582106309,1,2,9.082184317105696,Flipped classroom,129.92269002083398,4,5,1
315,2.41129688136628,1.8743080504440945,0,5,5.4227978532739805,Traditional lecture,163.69646111676403,1,2,0
316,3.151639392039105,8.367201039558745,1,5,4.819553940640608,Traditional lecture,44.90859247233243,5,3,0
317,3.353797880759178,4.7827825941316515,0,4,2.493560881580519,Traditional lecture,181.0539547899589,1,3,0
318,1.4908066639311133,5.32039770677006,2,1,3.16635846550259,Online learning,58.70596889873525,4,1,0
319,2.770002230137617,3.720300985033772,4,4,9.37224941949586,Flipped classroom,35.15942736702278,1,4,1
320,4.887914383759185,7.8850090291507815,4,4,6.7134853261662535,Flipped classroom,51.96357988044076,3,4,1
321,2.7390295398565265,7.088877333136578,2,5,3.9863866576439824,Traditional lecture,48.235738654964535,2,2,0
322,1.8009952396417912,5.262834286783235,3,5,5.441589768906794,Flipped classroom,57.24767339912851,4,3,1
323,4.860028774210264,5.305857182230116,3,5,9.459090157356467,Traditional lecture,46.66791614863792,5,3,0
324,1.416004632282227,9.089588353764256,4,4,7.773733625822272,Traditional lecture,2.274075184390645,3,4,0
325,1.0301345528355963,7.221791964959092,0,5,0.8955133002357651,Flipped classroom,145.60471325563324,4,4,0
326,2.11811436359488,4.933593938559785,0,1,1.9850453827343262,Online learning,49.66088581132351,5,1,0
327,2.8615171843018974,9.723633082806312,3,1,2.462692739699328,Traditional lecture,26.561046047456436,5,4,0
328,4.941880753465705,7.816580118281457,0,1,8.906141754430369,Flipped classroom,0.24562983469804678,4,3,1
329,2.7199882686002756,6.025882964999648,1,2,1.5288252319186868,Online learning,121.87254640703114,2,3,0
330,3.1031010986383567,4.707486726769666,4,4,7.985731292878016,Online learning,100.26242968636723,2,1,1
331,2.1706194611766274,9.874151746867618,0,1,2.0846078709521954,Online learning,165.53244717322758,3,2,0
332,1.3006098689487366,0.43406858229556367,3,5,0.33349694200260127,Online learning,63.58738652504894,5,5,0
333,1.4553335296730063,0.522175547921685,1,1,6.523063740121762,Online learning,8.359660419042259,5,1,1
334,3.3485869618338215,8.692224280865632,1,1,3.1589409802274493,Flipped classroom,192.53120278332554,2,2,0
335,3.5194847751912097,4.116866216376036,4,2,7.090233796095805,Flipped classroom,182.93088973380196,3,4,1
336,1.4056519033315262,1.0483609197569888,0,5,3.2695744283450523,Flipped classroom,174.78589650364526,4,2,0
337,3.466870382524179,2.103803965011201,1,1,4.8251544156004,Flipped classroom,44.633563385836304,4,1,0
338,2.128433372578343,4.503707824338137,2,5,5.986585150862652,Online learning,3.9305207420091914,5,3,1
339,2.727897838441061,7.147579961745345,2,1,8.083070396419492,Traditional lecture,162.48433053293533,2,1,0
340,3.2312886620298524,7.56072199068084,0,5,3.174281894226756,Traditional lecture,140.1110648244639,2,1,0
341,3.934196742630653,5.387124052323896,4,2,4.767154259620158,Flipped classroom,198.48895261549364,4,2,0
342,3.1163479894372057,1.6570885336362307,2,4,3.5532175208756076,Traditional lecture,12.23900277064718,1,3,0
343,2.353307241806893,8.126133766814078,0,1,8.074552899790294,Traditional lecture,120.13531669255137,2,3,0
344,3.7992702740042845,2.926523694429277,0,2,7.5801868004899875,Online learning,191.68742524564286,5,1,1
345,2.630364975930874,1.2492304866421888,3,4,3.200457778952941,Flipped classroom,159.55840903758892,2,1,0
346,3.107261274753546,0.6137874940188448,4,4,8.11299610209485,Online learning,19.548723304536274,4,1,1
347,2.9971750770950054,4.736027488775925,3,1,2.1178309591073985,Traditional lecture,159.81939422208308,1,4,0
348,4.412639143741703,8.015938163701225,0,3,1.6877177634822638,Traditional lecture,53.17037716271218,3,4,0
349,2.369957248752133,6.538211065294215,4,2,6.961719508055156,Flipped classroom,75.9899045509455,2,4,1
350,4.108867511068016,3.8311069255316568,4,2,1.9946604255193845,Online learning,146.18328854086792,2,3,0
351,4.010283560748147,2.171582276074341,4,3,0.5259535290382933,Traditional lecture,191.3462993070392,1,4,0
352,2.134072590849557,7.887256340244461,0,3,8.77376753893368,Flipped classroom,73.90998781731,1,4,1
353,3.1572511870380167,5.517585513875355,2,4,3.375471461871724,Traditional lecture,135.92656212657423,5,1,0
354,2.8051763402695666,4.819261700783244,4,1,5.095248185760324,Traditional lecture,16.604580080765775,1,3,0
355,4.920276306452118,0.3185908786319869,2,2,2.969291188049702,Online learning,83.92919705872754,2,3,0
356,3.975684264474216,0.46044598896720634,0,1,5.307835297256674,Online learning,36.497262142761585,1,5,1
357,3.2221128935615737,6.325237491809004,1,4,9.976613043718764,Traditional lecture,109.19531901898043,2,3,0
358,4.255814924446247,6.19270714712921,1,1,6.8925103172561055,Online learning,180.60203452982964,2,3,1
359,3.714165864719466,4.6201298851950785,3,3,2.9552964257368908,Flipped classroom,121.85120566434865,2,1,0
360,4.236916616335578,2.3565563596390646,2,3,3.359640527394884,Traditional lecture,145.4280759849264,5,4,0
361,3.822160164471268,8.992782972604655,0,5,2.6324941707716887,Traditional lecture,176.25793359082627,3,3,0
362,4.883447464673479,6.334335938601068,1,3,0.07764176249471344,Flipped classroom,145.88867335307,5,3,0
363,4.524881234928262,5.005864783467754,4,1,9.00412871056414,Traditional lecture,22.52851303547676,4,3,0
364,2.2246945405434038,1.231630125809271,2,5,8.4943401033137,Online learning,140.98444871437263,3,4,1
365,1.326433411616497,9.50113215874086,0,5,9.533363781215122,Flipped classroom,35.15011686912799,2,2,1
366,2.8231529484319355,3.1621929508189317,3,5,1.4051816919565396,Traditional lecture,119.8916292036206,3,3,0
367,1.8357246144712613,1.6020689052292147,0,4,6.880988451976497,Traditional lecture,198.16333063573063,3,3,0
368,1.0498581586776576,2.7097517187635645,1,1,4.834067935476801,Traditional lecture,31.18681992395549,3,3,0
369,2.46957130885934,0.2911634720772427,1,2,7.628199158342797,Traditional lecture,180.09346189567336,1,4,0
370,1.5239990898665607,5.723196849833663,4,5,1.5684985008338737,Traditional lecture,178.56362054914962,1,1,0
371,3.346609827977578,7.087952417165113,0,2,3.5987716132857637,Flipped classroom,32.12602131686619,1,5,0
372,4.424967030701621,0.6158834594404883,2,3,2.3811865087697837,Online learning,67.17889157552834,1,5,0
373,1.8403558948544236,9.425179813482215,1,1,2.5403051818462696,Traditional lecture,145.15459430709117,5,2,0
374,4.352124752413143,3.8781086229428254,1,2,5.047317960734553,Online learning,36.547905508130654,3,3,1
375,3.8420393333036915,4.828674567686142,2,1,1.3780702968657221,Traditional lecture,44.484039912737686,5,2,0
376,4.757420508936656,2.5460680632976795,3,2,1.5472397715888153,Online learning,103.91782504992852,3,3,0
377,1.6816809269944493,7.3287476590769,1,2,9.395909241562405,Online learning,12.233170453268261,4,3,1
378,1.2425459135784136,6.435253645917475,2,2,5.933863486946512,Flipped classroom,180.7687732988359,2,3,1
379,4.922549928420386,6.359003924887057,1,2,4.954693551934862,Traditional lecture,93.52157429183035,2,3,0
380,3.4124099205022307,1.825405502208326,3,5,2.905778396857388,Traditional lecture,84.30892169050574,5,3,0
381,1.5939218184046884,6.3752024060077,3,5,1.674535050329985,Flipped classroom,63.23607276299099,5,3,0
382,3.503882941218749,4.5336486766333035,2,2,7.765834898239678,Online learning,115.59025742707927,1,1,1
383,1.9360160292134232,2.3651379557705776,0,3,1.1446443626084701,Flipped classroom,146.8870156153117,2,5,0
384,4.788913069594006,3.467682074176097,0,1,1.5109571112589826,Online learning,140.1089402971041,4,4,0
385,2.4872582747038665,6.688906420917848,3,5,5.431712057091048,Flipped classroom,19.613848065848003,4,3,1
386,4.798000005017678,3.374856101399677,2,1,5.5333354056906705,Online learning,130.04926272630797,2,5,1
387,1.6694944458366638,0.5043157502021534,4,4,3.5524075536699087,Traditional lecture,190.02961568211546,3,3,0
388,3.481168627473047,4.398798119342381,3,3,9.54585381525096,Flipped classroom,182.7108092116689,5,1,1
389,4.872041046870731,5.297621716945783,0,3,1.5474717697223817,Online learning,27.057155761034444,2,5,0
390,1.3411553919024275,5.177133936399394,4,1,5.930912556183073,Flipped classroom,135.49694059375938,2,4,1
391,3.9786901344356664,4.103197660779317,4,2,9.453481784285177,Traditional lecture,162.403090501155,3,1,0
392,1.243550320354419,9.133560392579943,2,1,7.027787516556208,Flipped classroom,152.37899198099734,2,5,1
393,4.643601339037998,6.605319423716264,0,2,1.1906788592974449,Online learning,73.9292631047082,3,3,0
394,2.454690676686644,0.11203879924790217,0,5,6.032491042594756,Online learning,81.23966462422018,1,5,1
395,3.0822061808041226,2.5729997816431016,0,1,0.9675444954539547,Traditional lecture,118.18321280550694,5,5,0
396,2.992963558508271,6.681940107903635,3,5,2.817654468243008,Traditional lecture,64.10067442769547,3,1,0
397,2.997415723834545,6.217182746096347,4,4,6.338526933931377,Flipped classroom,117.06047501435542,3,4,1
398,1.3613301693062687,1.2787781007564991,4,2,9.268545678121093,Traditional lecture,4.308396057428965,4,5,0
399,2.7377667115460502,6.877697102614873,2,5,4.345012273783917,Traditional lecture,12.191569641170808,1,5,0
400,4.418127064666729,1.7742221930915236,4,3,1.1451799353883918,Online learning,192.23082938714802,1,4,0
401,2.8890048843135903,2.9903534004737664,0,4,6.028406658005721,Traditional lecture,83.64644907238122,5,2,0
402,1.430157015408343,7.196046789662464,3,5,4.8869032736962055,Flipped classroom,51.4020308823127,2,2,0
403,1.0942674717000656,0.7179613659898576,0,1,7.457019337667326,Traditional lecture,163.6760998422089,3,3,0
404,3.021565834554022,1.3622626823537731,2,3,6.170130371803174,Online learning,131.14404271656073,2,1,1
405,3.48830184635762,7.445258680881825,3,1,3.427691014909653,Online learning,101.40319948710574,4,3,0
406,3.528275080011484,0.46144550455496813,4,1,3.4970738896668796,Flipped classroom,74.07176377219176,2,4,0
407,2.3876171057659894,8.433711130515677,0,5,9.60231746963231,Online learning,181.95884877274003,3,5,1
408,1.529164675774639,8.606361061155134,1,5,7.774323085247092,Flipped classroom,102.5657818122256,3,2,1
409,3.795317770857764,1.9980524340243255,0,3,4.068999130568284,Flipped classroom,194.5392060368886,5,4,0
410,4.912725696558281,2.0468595769258178,2,4,1.6346362081025712,Online learning,63.12818838671599,1,4,0
411,2.9706531814257033,2.9385777319965465,4,5,8.563625378193358,Online learning,78.26000321988221,5,1,1
412,3.7215063937552135,8.283985460790465,2,5,0.9974130011288007,Flipped classroom,124.91957794653159,5,2,0
413,4.55233425378001,9.054641527770587,4,3,3.0698466345643807,Traditional lecture,53.62496866850712,3,4,0
414,3.7165000693540255,2.0769643244197997,1,3,6.026063293423189,Traditional lecture,70.39055613284113,4,3,0
415,4.957354737387726,1.5763710450546953,1,5,2.5473581353529973,Traditional lecture,62.21247873186056,1,2,0
416,2.2367320655215406,7.146183480829668,1,1,8.594109851538262,Flipped classroom,43.86095766514511,2,1,1
417,3.8041376503035367,8.886602599361602,1,5,1.1319181362782793,Flipped classroom,196.92185005073426,1,2,0
418,2.93297471611937,7.605178986327106,4,1,4.182815926920279,Online learning,6.32063751274301,5,1,0
419,4.8452438952121515,4.017412518860994,4,5,1.2183659353442267,Flipped classroom,147.37804537159684,3,3,0
420,4.64269935675585,4.8106999923594005,3,5,7.844172439082983,Flipped classroom,53.1782072028026,2,3,1
421,1.9738568314406804,0.4139403138986075,4,1,5.040304367220363,Flipped classroom,149.9094276707234,2,5,1
422,4.273546395920828,9.680415314182033,4,5,2.4623196162875836,Flipped classroom,165.82135838067066,2,5,0
423,3.687441728983891,8.843636862568253,4,1,5.4362055161443426,Flipped classroom,183.34973988995873,4,3,1
424,2.5981436964250144,1.6142446019596768,1,4,0.8230365218952962,Flipped classroom,98.81092092516974,5,5,0
425,4.816791795956555,1.194675701903637,4,5,1.3917870533350951,Flipped classroom,117.92227592531582,4,4,0
426,3.5902461233646696,6.753521066745307,3,3,3.443164363200472,Flipped classroom,18.087043380690982,5,2,0
427,4.327513211092313,0.5064639414757122,4,3,4.7010288007362675,Online learning,193.54432043558583,2,1,0
428,4.443590463762674,8.516379589417513,0,2,9.179369325762114,Online learning,55.82324261365326,4,5,1
429,2.772791389965849,6.468155857295096,4,3,6.298202188636789,Flipped classroom,35.16329399504827,1,3,1
430,2.6377180635547224,2.770252566169298,3,1,9.759227503485233,Online learning,164.65742222547894,1,3,1
431,4.944757138781176,0.8213408303106262,1,1,2.2976276629393135,Traditional lecture,179.66001015345205,4,3,0
432,3.1181881853667286,0.35729371642128416,2,5,5.4477545560029474,Online learning,146.52111248281358,4,5,1
433,1.709060260726453,2.2486169107404432,4,3,0.36817505351681823,Online learning,194.78613909087625,3,1,0
434,2.125445074340938,6.39337656075195,0,3,4.7243045362115135,Flipped classroom,141.3791712324994,1,3,0
435,1.8984449429175974,9.44975307684599,1,3,5.55210769324502,Traditional lecture,113.53628115171384,5,3,0
436,3.02890023972419,3.6564008171897044,0,5,3.5370023960671517,Flipped classroom,8.382337862809663,5,3,0
437,4.989711025821407,9.046213645984377,2,5,3.883399359556683,Traditional lecture,110.58315693441163,2,2,0
438,4.6486243819265844,9.905565899925344,2,5,5.4599009530266995,Online learning,93.49966950791723,1,5,1
439,3.955111023034575,7.449063609675744,0,1,9.052635703459103,Flipped classroom,178.11718347001943,2,3,1
440,1.4738472346136477,4.694273185641916,1,2,2.8606896413549023,Traditional lecture,75.3168643864623,5,5,0
441,4.9930635356518795,8.383811154656165,1,5,7.642386215460423,Flipped classroom,9.1328484086028,2,2,1
442,4.959976648618435,8.915118347730676,2,3,7.117432591875171,Online learning,116.01689997898201,3,5,1
443,1.904568084207861,7.073596567390923,3,5,0.5360312019716562,Flipped classroom,133.03870179502877,3,5,0
444,2.538210726434167,4.142041142229724,3,3,0.8674641711209907,Traditional lecture,2.7947306214113343,2,3,0
445,4.783284499737212,4.558932796137453,0,3,9.814494421411782,Online learning,147.38193716035101,1,1,1
446,2.4252418733354717,2.8807527712704517,1,4,2.9898974560879377,Flipped classroom,121.09377948534868,2,3,0
447,4.5372447008710175,4.434768389737439,3,4,5.659714151093135,Online learning,193.53546992028498,4,5,1
448,1.4200231248389157,2.993433012426964,1,2,9.721300687371114,Traditional lecture,196.9784805241844,5,2,0
449,2.255777804183744,4.51185615888889,0,2,2.631684365865522,Online learning,197.08617696448258,5,2,0
450,1.693323438101907,5.707374608103784,1,1,1.2707445385637417,Flipped classroom,149.3471053255571,1,2,0
451,4.743562189673126,1.7113185469235082,1,1,5.956318306730291,Traditional lecture,12.127243077026439,5,3,0
452,2.781596484849974,8.910308641194828,4,3,0.8992183041776491,Traditional lecture,4.068442120616367,3,4,0
453,4.053791454185958,1.219705509403206,2,3,6.542294031491242,Traditional lecture,85.97230679815935,5,2,0
454,4.397882574649419,4.181239932960645,4,5,5.4269576920989575,Online learning,110.25413330258607,1,2,1
455,2.7349726055094337,6.540859934420437,4,4,5.839478300796705,Online learning,100.05831186781916,1,4,1
456,2.119040528122187,4.421770105030518,1,5,0.6982326890952373,Flipped classroom,147.87780009451174,1,4,0
457,2.110817097692581,5.477123445261796,1,2,9.89337270901658,Flipped classroom,196.55421302436565,4,4,1
458,3.817836543562028,9.689823351738507,4,4,4.976410846106127,Online learning,129.05705580460045,4,5,0
459,4.171365198079721,7.6071258636725725,0,1,2.557802005088962,Flipped classroom,195.3161620133816,2,5,0
460,1.9254908635611363,6.116947718058245,4,4,3.8574294490286567,Flipped classroom,144.63015654667097,4,4,0
461,1.5562240475908284,1.3046522601468846,2,2,0.7531450060050837,Flipped classroom,169.4722960988559,5,4,0
462,2.6472880079329717,2.3364680262466617,4,1,4.249793340335151,Online learning,40.60037064344662,3,2,0
463,2.6044060580410413,6.841029032941761,4,4,0.19306983928114363,Traditional lecture,18.891945920636633,3,4,0
464,4.572279751519613,5.891984389550623,2,3,6.393464678677365,Traditional lecture,102.3306326289506,3,4,0
465,2.369561657459877,7.965966434922817,1,3,5.709534934040636,Online learning,79.71120536711263,4,3,1
466,2.561168755693134,4.971610343682923,1,2,1.8440869147278705,Online learning,172.27055278798497,5,3,0
467,4.04924199222053,7.941662692877719,1,1,0.5398414871739399,Online learning,171.29998945052736,2,3,0
468,2.9267514129680996,8.639564360437781,0,3,5.708097312404714,Online learning,175.09978860230524,5,2,1
469,2.688656695623675,8.442485052049992,2,2,6.857197615666788,Traditional lecture,163.20213680980805,1,1,0
470,1.6985172506078712,5.094471643835957,1,2,5.887685199633911,Flipped classroom,167.57127374108885,5,2,1
471,2.555298956661921,2.76773861242001,1,3,8.178163138413591,Online learning,44.733995140440406,1,4,1
472,1.3736897642293777,2.5490574290859658,1,4,0.10123882332190415,Traditional lecture,23.19570505301405,1,1,0
473,4.022201019475615,4.768115423866686,1,5,6.713593175871214,Traditional lecture,25.498159782321352,2,4,0
474,2.758777133140691,0.8741535581227167,2,5,9.967834599431303,Traditional lecture,157.76800786862674,1,4,0
475,1.9129359342899654,5.308494715821097,4,2,2.899719809627576,Flipped classroom,149.37186220382915,2,1,0
476,3.311243273892171,4.130341550971643,1,4,5.738080998801757,Online learning,128.47863338901448,4,4,1
477,4.322335915921447,5.038234575705153,2,3,9.59324351774255,Traditional lecture,91.02527757537473,2,2,0
478,1.2463309423875062,6.467487691525468,1,5,6.896557771255273,Flipped classroom,101.67678753956797,5,2,1
479,2.4573804274645985,6.226050150662062,3,5,3.3612809779590167,Flipped classroom,187.5960427213425,2,3,0
480,3.2620551770555983,1.643391245651351,0,1,7.050920649631132,Flipped classroom,148.2624975465707,4,4,1
481,2.3402159137866074,0.2652659585162065,0,2,2.084295297645583,Traditional lecture,99.7548987303983,2,3,0
482,3.591858930314819,2.8643281222782346,4,4,2.6835017309621323,Traditional lecture,175.60451498560857,2,4,0
483,4.760612553894941,1.6571681245904313,1,4,3.911081318717977,Flipped classroom,129.46467172927817,1,1,0
484,1.1580483367882604,7.809918349505925,3,1,3.6939222399760974,Online learning,48.999118522133415,2,1,0
485,4.974051187365891,8.974791524636998,4,2,6.424585806401546,Flipped classroom,164.45703170878065,4,3,1
486,4.573509433703612,4.590135680209056,2,5,3.851375328227099,Traditional lecture,57.08002817206046,3,4,0
487,4.359478901898963,9.905612081788831,3,4,5.308028274849905,Online learning,101.05589094337195,5,5,1
488,4.796307181743566,6.2525723047726265,0,3,5.613299889609537,Traditional lecture,70.60827296245726,3,4,0
489,1.5701266847520157,4.321968807705309,4,3,6.410703655014197,Traditional lecture,191.4517989546389,2,1,0
490,2.707862054549121,4.755032747739593,2,3,1.8124999117738927,Online learning,28.29213488187916,4,4,0
491,2.9824534440891686,2.3443872523394083,1,2,7.8210369889451234,Flipped classroom,115.93148982596593,1,1,1
492,4.288138039973852,1.06556506340445,2,5,2.680419625908872,Traditional lecture,158.1404991995123,3,3,0
493,3.3711114242749325,6.004846277861043,0,4,5.483537573344983,Traditional lecture,15.068871483960788,1,4,0
494,4.115812010882227,2.733529613912279,4,2,7.797523174453824,Online learning,101.06498259086192,2,2,1
495,2.1471018191345563,4.3741935847303175,3,3,7.020058037423881,Flipped classroom,28.679375582912204,5,5,1
496,4.0068103948276725,3.8818914277695438,0,5,1.548699104572273,Traditional lecture,54.27040758986119,1,4,0
497,4.221089230544544,6.802297438845086,1,1,1.2871559079210715,Flipped classroom,162.51992408182656,2,5,0
498,1.2392754976863554,6.831312907047735,2,1,3.4629025187175797,Traditional lecture,51.28373357833909,1,1,0
499,2.646761064398819,1.7607864165566633,3,1,2.192912765235736,Online learning,16.419041675902378,1,1,0
500,3.453926602772113,6.643574617118856,2,2,0.6326711770124605,Online learning,197.45922669426938,3,2,0
501,4.4000707093442575,1.754581242306591,3,2,3.760094409168382,Traditional lecture,0.8522704259577685,3,5,0
502,2.724873466655227,8.233471700840928,2,2,0.6204330663291735,Traditional lecture,24.92380642605061,1,4,0
503,4.9923213221207074,8.488067006202906,4,2,7.442368349398418,Flipped classroom,102.7696736713249,1,3,1
504,3.101202976537524,7.745714548203216,3,2,3.0704624755899,Traditional lecture,189.72342277935635,5,1,0
505,2.0977736130901476,5.28373175931756,3,1,3.9177913075804027,Traditional lecture,19.732503926752653,1,5,0
506,2.3100764503553104,9.331525762355275,1,3,3.695236788578955,Flipped classroom,111.48610996992187,2,3,0
507,3.32102396254533,6.968116582668663,3,1,1.2329199055880424,Flipped classroom,7.30551195531739,1,1,0
508,3.914506735073041,2.760872861456737,1,4,2.2849471844685763,Flipped classroom,34.22163310489425,1,5,0
509,2.779899636133116,1.9358034851505435,2,2,3.8572839063873046,Online learning,84.29404958942672,4,1,0
510,1.8863630136643987,3.180450652749153,4,2,4.791019995961547,Online learning,174.55891395469584,4,2,0
511,1.087187673402505,5.013540962061397,3,5,9.595205668572897,Online learning,92.81273842633414,4,1,1
512,2.783280509947356,3.997670036635438,0,1,6.855464059787211,Flipped classroom,69.55880004479708,5,2,1
513,1.5608544930583572,3.956920692765432,2,5,8.712075074882412,Online learning,43.234368501722685,3,3,1
514,3.54197484641773,0.14398803159624607,1,1,9.46433022485983,Flipped classroom,47.541635163959526,4,3,1
515,1.0495959814450946,9.547293123680006,2,3,1.526606689586939,Traditional lecture,175.4649101565724,5,3,0
516,2.739190890370133,2.546333982604075,1,5,1.4157472486536449,Online learning,36.9866768648166,5,3,0
517,1.7045437193820847,2.5593524377813406,0,2,0.16715664360428595,Online learning,144.58548173093,2,2,0
518,4.008062265632094,5.079519873237897,1,2,0.7818925745455008,Traditional lecture,162.7527050849732,2,1,0
519,4.620333071171396,3.722737339538178,0,3,0.3483969766506667,Online learning,17.86822966400021,2,4,0
520,4.992309646599917,1.3002916618523364,4,2,3.7669240375014734,Online learning,156.07250025211454,3,5,0
521,3.8336905561350743,9.243105860731548,2,4,4.8982911457598535,Flipped classroom,110.79203258560764,3,2,0
522,3.3925845936313155,6.377377772047957,1,4,7.313448264400767,Online learning,154.01116231254366,2,2,1
523,3.135315971886359,8.201348840622831,3,3,7.693315696399477,Traditional lecture,25.763396990940414,1,5,0
524,4.172577769863583,3.325553062217468,4,2,7.699993216494153,Online learning,20.56694831331056,4,3,1
525,3.392098547602975,3.800274630939046,1,2,6.27771885165606,Traditional lecture,95.94931877684418,3,5,0
526,4.785576967036619,0.2323251847962149,4,2,6.5662982148917015,Flipped classroom,181.8099639084512,5,2,1
527,2.1585589332161446,8.752643646542944,1,4,9.881447742141278,Flipped classroom,1.0723571420430345,4,1,1
528,1.0962964461671505,6.991478008344129,4,1,8.166921182091247,Flipped classroom,151.13940004362536,5,2,1
529,2.2806766159701928,0.8992581522013954,0,5,0.5313362223438223,Traditional lecture,4.791496095054426,4,4,0
530,4.777074454742038,0.04987285409819742,0,5,7.714363838497713,Online learning,197.79627809399793,2,5,1
