,Age,Income,MonthlyDebtRepayment,YearsWithCurrentBank,LoanAmount,Education,EmploymentStatus,CreditHistory,LatePaymentHistory,CurrentBankRelationshipStatus,LoanPurpose,label
176,40.13001891877907,24605.647787069218,517.7016918645825,2.066429618768646,19925.691507457475,Bachelor's Degree,Employed,Moderately Satisfied,1,More than 6 years,Start-up Business,1
177,54.53534077157317,48524.90559807875,1055.4221736687173,3.9971957062287267,22455.848581489903,Bachelor's Degree,Employed,Moderately Satisfied,0,1-3 years,Purchase of Vehicle,1
178,37.35343166762044,35171.133392736236,1607.081865768892,6.950624916955958,34507.26158812339,Some College,Employed,Satisfied,0,4-6 years,Personal Loan,1
179,60.0,33446.160241763435,1002.0399533679994,6.031256176887913,17256.969107539488,High School,Unemployed,Satisfied,3,Less than 1 year,Start-up Business,0
180,46.25667347765006,52698.41226730218,942.9882894995517,6.95684422405607,22226.78907715736,Bachelor's Degree,Employed,Dissatisfied,2,Less than 1 year,Purchase of Property,1
181,31.428424435837172,70880.034295169,892.7663731568719,6.044285091867872,15926.293099206923,Bachelor's Degree,Employed,Dissatisfied,0,1-3 years,Start-up Business,1
182,29.291075019388877,63774.7490900347,945.8824954712777,2.7926603429392616,13229.122240904217,Graduate Degree,Employed,Satisfied,3,1-3 years,Purchase of House,1
183,44.824724152431855,26442.490945652346,1411.854542402959,4.338421551344886,15320.738772657842,High School,Employed,Moderately Satisfied,3,1-3 years,Start-up Business,1
184,37.76537214674149,35155.57795144494,336.4414266011479,3.439601741765075,16169.931427826492,High School,Employed,Satisfied,1,1-3 years,Personal Loan,1
185,47.14000494092092,64111.567819823234,1460.0301103888976,7.661149808078081,22875.806380377006,High School,Employed,Satisfied,3,Less than 1 year,Purchase of Vehicle,1
186,44.73237624573545,35262.68909692536,572.8128542649565,2.606422707147377,38792.60629360606,Bachelor's Degree,Employed,Satisfied,1,More than 6 years,Start-up Business,1
187,39.271710873431275,46630.50275004463,920.0043012296755,6.787395378778221,14271.652509793277,High School,Employed,Satisfied,0,Less than 1 year,Purchase of House,1
188,31.53206281931595,58250.78148536828,871.2266739104015,6.785907740217539,16666.9975550763,High School,Employed,Satisfied,1,4-6 years,Purchase of House,1
189,24.851527753141355,35474.83317704547,1176.565980931216,8.659240403432175,19495.015895110013,Graduate Degree,Employed,Satisfied,3,1-3 years,Purchase of Property,1
190,35.53485047932979,51580.6325921894,520.5626944348758,4.1806268147410055,23166.39078967798,High School,Employed,Satisfied,2,More than 6 years,Purchase of Vehicle,1
191,48.56398794323472,29989.617576226934,1138.651799824583,6.424644319160324,22108.40649563828,Bachelor's Degree,Employed,Moderately Satisfied,2,More than 6 years,Purchase of House,1
192,42.14093744130204,40979.48534073179,1607.2928869860557,9.563303673077685,30272.766351584938,Some College,Employed,Moderately Satisfied,0,4-6 years,Personal Loan,1
193,27.54261221288012,54796.72901213806,591.0477986221568,3.764716646132607,1000.0,Bachelor's Degree,Employed,Moderately Satisfied,0,4-6 years,Purchase of Vehicle,1
194,41.73180925851182,26105.09399702496,1056.9118502831186,1.9299195049352806,1000.0,Some College,Employed,Dissatisfied,2,Less than 1 year,Purchase of Vehicle,1
195,43.85317379728837,56607.121069405985,801.4053466610173,1.2399799321844727,16032.974623918806,Graduate Degree,Employed,Satisfied,1,More than 6 years,Purchase of Vehicle,1
196,31.16142563798867,49705.433016099785,1127.7661618579107,6.425424057722663,28778.401500349668,Graduate Degree,Employed,Satisfied,0,More than 6 years,Purchase of House,1
197,41.53725105945528,58287.34931625721,1005.7443332247257,1.2336995838828324,7474.8157471552295,High School,Employed,Moderately Satisfied,3,More than 6 years,Personal Loan,1
198,40.58208718446,53358.712010969924,807.5539272867071,4.255361894124154,1000.0,High School,Unemployed,Satisfied,0,4-6 years,Personal Loan,1
199,28.57029702169377,70462.10644960766,1146.3616854613222,5.874626374077922,24569.435249753667,High School,Employed,Satisfied,1,1-3 years,Start-up Business,1
200,43.577873603482836,51878.36753971861,1541.304432936023,5.370351073659828,21949.257789621715,Bachelor's Degree,Employed,Satisfied,0,More than 6 years,Purchase of Property,1
201,45.60784526368234,43558.91688312121,942.7288624818104,5.850889728368345,11278.332745604563,Graduate Degree,Employed,Moderately Satisfied,3,1-3 years,Purchase of Vehicle,1
202,50.830512431752766,51834.46254548425,1215.9273826444546,5.444579711601708,12115.68319423256,Some College,Employed,Satisfied,3,4-6 years,Start-up Business,1
203,50.53802052034903,58149.470435545816,612.0181126386509,7.557731626626786,12242.050242922604,Bachelor's Degree,Employed,Moderately Satisfied,3,Less than 1 year,Personal Loan,1
204,26.22330632042909,50732.901054885566,713.0690869545974,3.095367238522406,20884.282539791522,High School,Employed,Satisfied,1,More than 6 years,Purchase of Property,1
205,30.621749600848773,50608.87536805824,1141.7218833641132,3.6460097230829374,14989.477790535944,Bachelor's Degree,Employed,Moderately Satisfied,1,1-3 years,Purchase of Property,1
206,45.1503526720866,39470.12468289867,1445.2348085607896,3.454681109458352,23952.511351804158,Graduate Degree,Employed,Moderately Satisfied,3,1-3 years,Start-up Business,1
207,45.13785950912209,40056.48623673578,1106.6840046356979,6.66038362372522,1000.0,High School,Unemployed,Moderately Satisfied,3,4-6 years,Personal Loan,0
208,45.150476863060476,28960.920923004596,906.0825908430537,6.800797176790127,13145.185078977605,Some College,Employed,Satisfied,1,4-6 years,Purchase of House,1
209,60.0,76243.65114780409,999.7874216270062,5.902450638637016,10991.568312711597,High School,Employed,Satisfied,1,4-6 years,Personal Loan,1
210,45.70890510693167,31342.051469130725,624.8776798090847,7.366987333779855,17949.274573020062,Some College,Employed,Moderately Satisfied,1,1-3 years,Purchase of Vehicle,1
211,51.35565640180599,39606.42203306139,1181.35459790661,2.6439182652472386,15695.61793207889,Some College,Employed,Satisfied,2,Less than 1 year,Purchase of House,1
212,49.54001763493203,39223.89101646204,1264.6999186970227,8.334448223102275,26382.750239166133,High School,Unemployed,Satisfied,1,4-6 years,Purchase of House,0
213,46.51391251305798,63423.86565416662,864.3729001500759,8.046477243424516,5125.305826719539,Some College,Employed,Satisfied,3,More than 6 years,Purchase of Vehicle,1
214,36.84730755359654,45575.75482561958,858.9873556721495,6.471243994491493,20363.931810646016,Some College,Unemployed,Dissatisfied,2,More than 6 years,Purchase of Vehicle,0
215,47.589692204932675,68716.131090106,1079.7634688956146,8.56359781754212,24466.691385693644,Some College,Employed,Satisfied,1,4-6 years,Purchase of Vehicle,1
216,32.27174785462428,39897.640636341974,868.9840791878214,1.6867535846444524,34853.179492495634,Some College,Employed,Moderately Satisfied,3,More than 6 years,Purchase of Property,1
217,37.63181393259991,54184.91243335703,980.1602156122533,3.9511037274746963,16145.872231252199,High School,Employed,Satisfied,0,4-6 years,Personal Loan,1
218,35.14636452170897,37469.794201103636,1629.9165367499545,3.5293930786360956,22595.668834820135,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Start-up Business,1
219,40.81874139386323,82177.23691660083,925.892289776201,6.442958647514686,5569.09765950108,Bachelor's Degree,Employed,Moderately Satisfied,3,4-6 years,Purchase of House,1
220,60.0,32186.02371455731,892.4979543936333,2.899718520795709,1000.0,Some College,Employed,Satisfied,0,4-6 years,Purchase of Property,1
221,21.32734807408252,54647.31065340541,805.7374583094522,6.514990298674971,26758.195006253598,High School,Employed,Satisfied,3,4-6 years,Start-up Business,1
222,46.86260190374514,59506.65321398148,1223.257591449981,7.741072287993427,19955.517650815436,Bachelor's Degree,Employed,Moderately Satisfied,1,4-6 years,Purchase of Vehicle,1
223,23.872841288103483,56206.986461772474,945.6327480345691,6.390405800167999,29428.101518387382,Graduate Degree,Unemployed,Moderately Satisfied,1,1-3 years,Personal Loan,1
224,35.280681342105666,47220.68511683438,805.1880885035722,5.567502047323003,9012.776888242006,High School,Employed,Satisfied,0,1-3 years,Personal Loan,1
225,50.889505969673664,48052.689503998605,1396.3912096819035,3.0242533181985016,24159.217116230022,Some College,Employed,Moderately Satisfied,1,Less than 1 year,Purchase of Vehicle,1
226,40.64280019095463,50657.17207968664,1425.8809013540913,3.306298067749271,34950.542724350824,High School,Employed,Moderately Satisfied,3,4-6 years,Personal Loan,1
227,29.222552220706937,47794.96997557267,819.8729302783885,7.499237810593334,23357.64486685813,Some College,Employed,Moderately Satisfied,0,1-3 years,Personal Loan,1
228,32.84696290740032,64458.18675192365,440.0380145918151,6.558698007810665,22212.65204472839,High School,Employed,Satisfied,3,1-3 years,Purchase of Vehicle,1
229,46.79597748934676,83157.84502387026,1302.2541069510767,4.921960961244912,20068.4486465948,Some College,Unemployed,Satisfied,3,4-6 years,Purchase of Vehicle,1
230,32.69633368282864,41637.623224882496,794.6110522719988,4.164180908468219,7432.948342992702,Bachelor's Degree,Unemployed,Dissatisfied,3,4-6 years,Purchase of Vehicle,0
231,42.16458589581975,29452.955306313834,1237.1876797488305,0.9483842537772462,30844.583485682786,Some College,Employed,Moderately Satisfied,1,4-6 years,Purchase of House,1
232,40.45571839903814,48675.76927473118,408.9688546864494,2.8582951626311224,15113.138881559473,Some College,Unemployed,Satisfied,1,4-6 years,Purchase of Property,0
233,33.483996523941826,88695.64006481477,1267.7792014897927,8.822838174279447,24035.866051064135,Some College,Employed,Satisfied,3,More than 6 years,Purchase of Property,1
234,60.0,37944.88148045404,636.6484212157657,2.4390888579950665,7495.725547429971,Some College,Employed,Satisfied,2,More than 6 years,Purchase of Vehicle,1
235,46.33919022318011,74586.75208166102,1219.2292357199574,5.378959642442162,10564.322683937757,High School,Employed,Satisfied,3,More than 6 years,Start-up Business,1
236,20.0,75165.51221114662,1004.2819203509302,7.014887946390397,31480.699193777884,High School,Employed,Satisfied,3,4-6 years,Purchase of House,1
237,41.86454314769428,41696.176374380084,713.8181741810065,2.490154663995415,17221.581688337257,Graduate Degree,Employed,Satisfied,0,1-3 years,Purchase of Vehicle,1
238,33.38213535231612,58534.74618777913,877.8891061219658,5.3694209495621665,31626.203808340357,High School,Employed,Moderately Satisfied,3,More than 6 years,Purchase of House,1
239,48.52433334796224,74425.94934692807,1205.8955370870103,6.87583107502131,19374.15472753186,Bachelor's Degree,Employed,Satisfied,1,1-3 years,Purchase of Property,1
240,32.07479261567299,44313.08388518769,1031.7683359345704,5.0249986438145005,5264.817816337141,Graduate Degree,Employed,Moderately Satisfied,0,1-3 years,Purchase of House,1
241,38.85263558533101,46946.29459846457,1175.3238941417453,10.736806111333536,27136.540797853762,High School,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
242,45.049872789804574,41274.786290770346,1592.9321753546456,1.6628014822436095,15280.861457955138,Some College,Unemployed,Satisfied,0,Less than 1 year,Purchase of Vehicle,1
243,48.657551941701215,34778.649039607,530.7275164866846,7.117457059767758,25589.510508136347,Some College,Employed,Satisfied,2,More than 6 years,Personal Loan,1
244,27.997035929442237,40260.83682400989,1485.1637724905872,4.654396525207071,20201.68694032066,Graduate Degree,Employed,Satisfied,0,4-6 years,Start-up Business,1
245,36.654987641590516,31640.895998566153,1031.3067812569639,6.54384030967335,7655.054176457037,Graduate Degree,Employed,Moderately Satisfied,0,4-6 years,Purchase of House,1
246,35.25054688839044,50511.25202388839,730.3647855030615,5.8826143033984915,21314.358122964553,Bachelor's Degree,Employed,Moderately Satisfied,2,4-6 years,Purchase of House,1
247,33.46670767426288,38450.40153412038,600.905912278303,3.533687605780007,37569.785137222396,High School,Employed,Satisfied,1,4-6 years,Purchase of Property,1
248,57.65454240281097,53506.788676861215,943.26388276689,5.45799278491868,23943.891668115673,Bachelor's Degree,Employed,Satisfied,1,Less than 1 year,Personal Loan,1
249,44.049817109609556,26661.56530694559,1276.4950335773378,1.2841970972034256,19539.857975956296,Some College,Employed,Satisfied,1,4-6 years,Purchase of House,1
250,27.391160456649548,54963.20348321686,961.7352638867397,6.2064950011427875,28602.74721565518,Some College,Employed,Moderately Satisfied,0,4-6 years,Start-up Business,1
251,49.17861947054776,62502.93442413387,1453.3464790742041,5.596316931981051,21685.347721624887,High School,Employed,Moderately Satisfied,3,4-6 years,Purchase of Property,1
252,60.0,20093.96536142817,564.6472929845323,6.277320337286205,21676.273842102353,High School,Employed,Satisfied,0,4-6 years,Purchase of House,1
253,50.32465260551147,55610.848547713584,996.3733156461836,7.116236650174301,11266.998622727178,Bachelor's Degree,Employed,Moderately Satisfied,3,1-3 years,Purchase of Property,1
254,24.806300340459867,68415.03488709938,624.2819666760643,5.735239680419422,21870.78420631679,Some College,Employed,Moderately Satisfied,3,1-3 years,Start-up Business,1
255,35.15765927133749,31855.38471963192,1109.0895647874904,5.296178839596553,28283.547331335558,Some College,Unemployed,Satisfied,1,1-3 years,Personal Loan,0
256,52.669111491866225,75088.58580256555,1266.06621702919,3.2378633266774157,13311.502783199803,Some College,Employed,Satisfied,3,1-3 years,Purchase of Vehicle,1
257,32.92330534381219,56285.285140490676,873.7714618956841,3.575558472701898,31395.96656997558,Graduate Degree,Unemployed,Dissatisfied,0,More than 6 years,Purchase of House,1
258,44.43819428146229,39424.82216362387,218.73584301185974,7.3734692403546624,19266.351806838993,Bachelor's Degree,Employed,Moderately Satisfied,0,More than 6 years,Purchase of House,1
259,47.74634053429337,49163.46383513441,1059.6844440389484,7.8726708114119575,12897.843907691675,High School,Unemployed,Satisfied,1,1-3 years,Purchase of House,0
260,30.73069528421917,58374.903687825834,1131.021565520053,4.523779127375892,27981.056615361955,High School,Employed,Satisfied,2,4-6 years,Personal Loan,1
261,39.404746439382,51140.080871186176,1121.2884264885092,5.092005494506548,17705.646114093845,High School,Employed,Satisfied,0,4-6 years,Personal Loan,1
262,20.0,58081.33988669554,1370.7346575466463,3.190771250012468,26076.119099888863,Graduate Degree,Unemployed,Satisfied,3,1-3 years,Personal Loan,1
263,29.756123586657104,36189.89610380951,678.6838961052854,7.34551369053489,17665.930941931703,Some College,Employed,Moderately Satisfied,0,1-3 years,Start-up Business,1
264,37.4743184860684,52540.41236054117,1204.0648316351349,6.330833647383558,19521.39085176077,Some College,Employed,Satisfied,0,More than 6 years,Purchase of Vehicle,1
265,27.522168180351507,28794.282546425296,1357.7522537433924,8.882434872927497,23948.481634674332,Some College,Employed,Moderately Satisfied,0,4-6 years,Personal Loan,1
266,56.32411303931635,48331.60907976949,466.423724798045,3.243353845640522,22327.176460720046,Some College,Employed,Moderately Satisfied,2,More than 6 years,Personal Loan,1
267,25.698586220393672,36441.38537802815,1095.895547775693,4.243984201963565,4035.7457563860917,Bachelor's Degree,Unemployed,Satisfied,3,1-3 years,Purchase of House,0
268,35.599555133030165,38967.050861153504,848.7460506976986,5.462891845051145,11030.050079244866,Some College,Employed,Satisfied,1,4-6 years,Personal Loan,1
269,41.30740577286091,68541.39762815656,975.5431980695063,6.292979075451541,27435.279878326524,High School,Employed,Satisfied,0,1-3 years,Purchase of Vehicle,1
270,54.412732890661154,66369.65180891403,1104.3029450615008,4.568664724904735,18942.90728878762,High School,Employed,Moderately Satisfied,3,1-3 years,Personal Loan,1
271,25.641378488205607,59137.071813607654,853.8314307659343,3.254077819092599,15810.149577828626,Some College,Employed,Satisfied,3,4-6 years,Purchase of Property,1
272,51.63163752154959,33615.308529911315,797.2875762515165,6.762815057847142,9131.407877940204,Graduate Degree,Employed,Moderately Satisfied,1,1-3 years,Purchase of Vehicle,1
273,40.10233061019587,45253.87325457797,1010.2457252464073,6.442270725091163,11362.109429793212,Some College,Employed,Moderately Satisfied,0,1-3 years,Purchase of Property,1
274,30.18491348952049,68196.46549968775,673.8262183411592,3.16745179887255,3825.610880304421,Graduate Degree,Employed,Satisfied,2,1-3 years,Purchase of Property,1
275,44.62103474263271,52125.753704598574,674.2524613344444,7.7108856022109915,19189.754250387738,Bachelor's Degree,Employed,Dissatisfied,3,Less than 1 year,Purchase of Vehicle,1
276,41.9905969557347,84789.94309972541,1203.811984886951,7.3403974183932075,15212.499355351625,High School,Unemployed,Dissatisfied,1,4-6 years,Purchase of Vehicle,1
277,33.99783122841205,55899.76759091558,655.3617894524032,5.268592994495585,12267.296872117478,High School,Employed,Satisfied,2,4-6 years,Purchase of House,1
278,40.69802084990019,52880.73674735047,1199.8937502727636,5.159195724752073,19455.012598656376,High School,Employed,Satisfied,3,Less than 1 year,Purchase of Property,1
279,36.1468640313824,45363.25303696248,1138.7773878561854,6.108115542231815,22911.765046821904,Bachelor's Degree,Employed,Dissatisfied,0,1-3 years,Personal Loan,1
280,41.13517345251248,52003.11357173423,482.25798136282094,3.276593859487484,36745.58345767956,High School,Employed,Dissatisfied,3,1-3 years,Start-up Business,1
281,46.62130674521047,47712.952454291844,796.7306042993034,5.060062958328165,7904.9326434942905,Some College,Employed,Satisfied,2,4-6 years,Purchase of Property,1
282,55.86016816145352,60621.630150328856,1358.2328209142117,0.6952329107816393,29275.048346404175,Some College,Unemployed,Satisfied,2,Less than 1 year,Personal Loan,1
283,27.62184501173151,64350.53475191876,705.6503406580955,6.752911291005871,27784.812488120577,Bachelor's Degree,Employed,Satisfied,0,4-6 years,Purchase of House,1
284,60.0,38210.158092380756,860.6787213071837,1.8770135551162812,13767.258084986395,High School,Unemployed,Dissatisfied,0,Less than 1 year,Personal Loan,0
285,20.479122004774982,30031.50569663333,1138.6182679755689,8.006839656857998,21625.887636688247,Some College,Employed,Satisfied,1,1-3 years,Purchase of Vehicle,1
286,38.482149049644164,22456.919403450553,1235.0171527847785,4.3397598120671,16338.934005299077,Some College,Employed,Satisfied,0,More than 6 years,Purchase of House,1
287,45.883172064845766,57619.86990368816,924.5383341866512,4.576666036137646,21485.508643349913,Some College,Employed,Moderately Satisfied,1,4-6 years,Purchase of Property,1
288,42.809918677350325,33449.50090739189,820.7469415925075,3.7445321878309885,32073.048107236405,Bachelor's Degree,Employed,Satisfied,2,Less than 1 year,Purchase of Vehicle,1
289,33.77300480179406,20000.0,1426.7109585095523,4.4239222521558474,24844.849861050505,High School,Employed,Moderately Satisfied,2,More than 6 years,Personal Loan,1
290,37.918777496427246,55828.67906796446,1521.6698991392736,7.837062690296073,24068.866985867535,Bachelor's Degree,Unemployed,Satisfied,3,4-6 years,Personal Loan,1
291,35.06999065341167,87394.99276149186,1293.6574152345386,0.024382686929841135,16557.52544036286,Bachelor's Degree,Employed,Moderately Satisfied,3,More than 6 years,Purchase of House,1
292,34.106352430557884,49908.9363269016,1025.5954427695071,7.5539307721763755,8127.546680605319,Some College,Unemployed,Satisfied,1,4-6 years,Purchase of House,0
293,48.496020970210246,62577.36161677463,757.5202835077221,5.676046962203416,18332.254315676735,Bachelor's Degree,Employed,Moderately Satisfied,0,4-6 years,Personal Loan,1
294,43.57015485965047,51227.440378213476,750.8666780330304,2.585956704285569,29652.86523891132,Some College,Employed,Moderately Satisfied,0,More than 6 years,Personal Loan,1
295,33.070904047393455,48516.65520213286,1156.7542315797273,2.8493752139015243,7782.65714728282,High School,Employed,Satisfied,3,1-3 years,Purchase of Vehicle,1
296,48.995998754332504,63786.14724481653,1125.5194662666051,8.352786054416406,11559.285054586438,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Purchase of House,1
297,43.072995208766095,45645.88183717023,1420.4795778839289,3.108986240114538,21010.141889872546,Some College,Unemployed,Satisfied,1,4-6 years,Purchase of Property,0
298,48.1286211883896,54010.88471107854,1195.1350277608417,2.6932989788080812,12122.761721221901,Bachelor's Degree,Employed,Satisfied,2,Less than 1 year,Purchase of Property,1
299,46.29628841923612,54825.467092940205,549.0759094720546,7.274629084729458,13659.8124230783,Some College,Employed,Moderately Satisfied,2,Less than 1 year,Purchase of Vehicle,1
300,31.710049890779278,39978.64319535427,1315.5842853168756,5.677105752571828,16611.211346174583,Graduate Degree,Employed,Moderately Satisfied,0,1-3 years,Purchase of House,1
301,34.39818959803031,64880.635243047844,700.5818118056761,3.124148846927202,9075.060766478804,Some College,Employed,Satisfied,1,4-6 years,Personal Loan,1
302,47.472936051232615,47375.60364956887,884.8086184142945,5.433249950809238,12207.025230269053,High School,Employed,Moderately Satisfied,2,4-6 years,Purchase of Property,1
303,46.10370265433465,38663.82260760733,1075.0600618755084,2.9484946327194455,25627.42333429847,Some College,Employed,Moderately Satisfied,3,4-6 years,Start-up Business,1
304,39.79098406035852,58047.64765355605,1598.7002469351892,7.20164279684521,9541.041742152287,Bachelor's Degree,Employed,Moderately Satisfied,3,Less than 1 year,Personal Loan,1
305,41.17327383308782,36522.98027313444,1932.9755668016082,7.122741929746267,7217.022924041299,Bachelor's Degree,Employed,Satisfied,0,4-6 years,Start-up Business,1
306,52.77664895788425,50422.717360536924,1182.0169177408548,6.064012397643886,14959.800163728845,Some College,Employed,Satisfied,3,More than 6 years,Purchase of Vehicle,1
307,34.0842861116417,49863.21505033695,945.0410143838836,5.723322122494033,25855.644020078766,Graduate Degree,Employed,Satisfied,3,1-3 years,Personal Loan,1
308,45.470973811700375,66288.43348747367,1160.3516945441652,8.522376249734748,18424.625536024883,High School,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
309,37.97807347566106,57120.47349319929,1266.2966277621508,4.999372654776451,16283.351375075054,Some College,Employed,Satisfied,3,4-6 years,Purchase of Property,1
310,37.8231879677278,49624.595618822845,903.7997123328425,2.6362517491583977,20354.870380124856,Graduate Degree,Employed,Satisfied,3,4-6 years,Purchase of House,1
311,50.9877685198719,62266.494488004304,1538.5634067736967,5.898947825664614,6034.340537122784,Graduate Degree,Employed,Satisfied,2,4-6 years,Purchase of House,1
312,48.2541634898803,70853.1132352597,1069.0212277574205,9.172094099074227,23957.645230200258,Bachelor's Degree,Employed,Moderately Satisfied,0,More than 6 years,Personal Loan,1
313,48.135096360006386,58367.154595277934,1149.3229267274182,2.9704810136282958,23067.480251229154,Graduate Degree,Employed,Satisfied,0,1-3 years,Personal Loan,1
314,53.05478807154329,50155.28929765071,1199.7772756163383,4.277074466612029,16725.53220723423,High School,Employed,Satisfied,1,More than 6 years,Purchase of Vehicle,1
315,40.21003841632759,30322.456514747606,1126.4759831843367,5.8328920762029055,28047.396094371332,Graduate Degree,Employed,Satisfied,3,1-3 years,Purchase of Property,1
316,46.81952971294964,34023.29505386941,1251.6821501408836,4.892190301988522,10980.03120837569,Some College,Employed,Satisfied,2,1-3 years,Purchase of House,1
317,36.89733243406544,45421.629434679984,814.8240440359231,3.035392839245371,29023.27194602855,High School,Unemployed,Satisfied,1,Less than 1 year,Purchase of House,0
318,43.24166352488442,40857.31696761075,832.5094738161908,7.243715712460942,21235.94932476201,High School,Employed,Satisfied,0,4-6 years,Personal Loan,1
319,38.698569456323156,47195.43045521831,669.9537301084915,9.640081444034518,17307.579280974613,Some College,Employed,Satisfied,0,4-6 years,Purchase of House,1
320,40.96995964992718,50849.74887345661,1131.8503691860678,5.392262918047814,19841.010917053507,High School,Employed,Satisfied,2,1-3 years,Start-up Business,1
321,45.95157025436914,57945.391315350964,1233.6809510536343,3.1918634205279997,19141.881873512466,Some College,Employed,Satisfied,1,1-3 years,Purchase of Vehicle,1
322,31.817793167665275,48942.518329113635,1137.3318598455658,1.90207894989305,29762.263171341736,High School,Employed,Satisfied,1,More than 6 years,Purchase of Property,1
323,60.0,57297.52465739303,1502.3477300042612,5.515951962442362,11386.566980231892,High School,Employed,Moderately Satisfied,2,More than 6 years,Purchase of Property,1
324,29.93982618500298,50967.1162221518,998.3211943512861,7.207754686632516,13899.846086827214,Some College,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
325,27.85811387212268,20368.00150469193,1200.6224966777538,5.950335492990764,28290.423136579837,Some College,Employed,Satisfied,1,4-6 years,Purchase of House,1
326,51.581108735000676,35909.96909271869,672.4897371582057,4.995192318162292,15235.720518529126,Some College,Employed,Satisfied,0,4-6 years,Personal Loan,1
327,47.91662693962936,47838.686664175766,883.8700892576796,3.8214566964213876,27204.264618652734,Bachelor's Degree,Employed,Satisfied,3,1-3 years,Personal Loan,1
328,46.24119817052155,31854.578857383385,1208.6613272697332,2.8156727345638206,33595.48786406968,Graduate Degree,Employed,Satisfied,0,More than 6 years,Purchase of House,1
329,46.2834550926428,58998.93094994307,1254.7306332229432,6.669502652649764,16785.63978446693,Bachelor's Degree,Employed,Satisfied,2,1-3 years,Purchase of Property,1
330,39.87753227153085,72961.26248515546,911.8099157007454,6.8275432427711715,25450.898612602443,Some College,Employed,Moderately Satisfied,1,4-6 years,Purchase of Vehicle,1
331,31.027456285141685,68281.42777545974,978.52022444258,1.9085404266185337,10770.461749281132,Bachelor's Degree,Employed,Satisfied,1,1-3 years,Purchase of Vehicle,1
332,40.75804558193726,46798.35693604688,544.6378759957572,8.179677956361367,26037.866384542474,High School,Unemployed,Satisfied,3,4-6 years,Purchase of House,0
333,33.22838288487888,72360.89205274929,892.8912397580172,6.148142441788003,21595.391887894137,High School,Employed,Moderately Satisfied,1,4-6 years,Purchase of Vehicle,1
334,49.75119733417751,52230.01185803167,1267.114949055936,7.7991892902915865,23784.30625728172,Some College,Employed,Dissatisfied,3,4-6 years,Personal Loan,1
335,38.52942618497861,44943.71043322941,1172.5615048319698,2.31574450302977,14835.42342371684,Bachelor's Degree,Employed,Satisfied,0,1-3 years,Personal Loan,1
336,31.745028032074885,40798.960046885906,1150.199716414363,2.268351689169122,6711.33267546262,High School,Unemployed,Satisfied,0,4-6 years,Start-up Business,1
337,36.78614158347007,45462.95470267808,1014.932106154288,4.702061380465406,24026.01651799604,High School,Employed,Satisfied,1,1-3 years,Purchase of Property,1
338,44.12931454275624,44177.34772188157,1002.1189475884529,6.005568853790388,3492.7747801643636,High School,Employed,Satisfied,1,1-3 years,Start-up Business,1
339,34.36275447196025,52556.243335632316,801.9036581579659,8.592721645853928,17461.19606205972,Graduate Degree,Employed,Satisfied,2,Less than 1 year,Purchase of Property,1
340,31.777796044335687,52408.60971574797,1209.6485260607606,6.4121578276302635,27529.454931359756,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Purchase of Property,1
341,42.436872114919126,50045.69030230122,1126.291883316817,4.514637446375933,21535.18188698429,High School,Unemployed,Moderately Satisfied,1,4-6 years,Start-up Business,0
342,42.44966571108723,56554.072546195246,1147.6056543978398,2.9472615846682158,35586.7411583185,Some College,Employed,Satisfied,1,4-6 years,Purchase of Property,1
343,34.9305682462887,67859.69412179512,842.1895471997259,7.4600011454383,28200.87322065419,Some College,Employed,Satisfied,0,4-6 years,Purchase of Vehicle,1
344,35.289616943816775,64243.312031619855,353.9971240386267,3.0705891484985703,14768.812893395389,Bachelor's Degree,Unemployed,Satisfied,1,4-6 years,Personal Loan,1
345,42.32049937357636,27726.53047325145,1329.1458135261087,8.256937109544644,20218.50703881151,High School,Employed,Moderately Satisfied,2,4-6 years,Start-up Business,1
346,25.519156585026757,20000.0,856.3487631974788,4.431230700786982,19621.034379644512,Graduate Degree,Employed,Satisfied,0,1-3 years,Personal Loan,1
347,25.925362256234447,64014.79866858911,741.1672707870639,8.181164145235702,7342.585893230982,Some College,Employed,Moderately Satisfied,3,1-3 years,Purchase of Property,1
348,32.81555778747564,29496.819523768685,1208.043673574198,6.357862580118557,12476.808668125173,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Purchase of Property,1
349,37.86552848288153,46628.518971609745,882.3962080242611,4.726009021115083,15513.912744161118,High School,Employed,Satisfied,2,4-6 years,Start-up Business,1
350,43.10907565598005,32448.304609109608,1317.9809152139865,3.9612072563477465,3710.235977152508,Some College,Employed,Satisfied,0,More than 6 years,Purchase of Vehicle,1
351,54.753562169495524,22970.293436299704,1185.1017848730094,4.31818424530784,20379.947746013142,Some College,Employed,Satisfied,3,More than 6 years,Purchase of Property,1
352,48.576596232020194,58121.94092307182,1205.0707969601433,5.8566333847504755,18007.425242775673,Some College,Employed,Satisfied,2,1-3 years,Purchase of Vehicle,1
353,38.40061470036573,61387.327404539705,590.2132866398397,5.154312992435433,6616.848789507407,High School,Unemployed,Satisfied,1,1-3 years,Purchase of Property,1
