,Customer ID,Age,Annual Income,Number of Dependents,Purchase Frequency,Total Purchase Amount,label
464,10322,53,58547.60265533021,1,Low,12680.22689493358,0
465,10908,36,84179.83486372727,6,High,1616.2469737423821,0
466,10486,48,72579.9094115734,9,High,17882.25231882164,0
467,10919,21,73860.4736771544,8,High,7422.907598770384,0
468,10710,30,142825.851810073,10,High,1556.3219906639013,0
469,10375,34,103781.30476719214,8,Medium,15817.805458231669,0
470,10272,38,34396.37675218625,10,High,25535.588256743944,0
471,10372,50,112145.28213694805,3,Medium,28070.734501769544,0
472,10421,45,97105.79461051624,9,Low,13973.812243455595,0
473,10532,29,78632.21149881519,5,Medium,18711.192244991234,0
474,10955,28,146550.24434659292,5,Medium,6293.510912877721,0
475,10689,25,56091.18925239652,0,Medium,13921.677664237579,1
476,10944,60,50555.90470412414,0,High,49961.214198914924,1
477,10765,57,53862.53313525088,5,Low,20551.492217060917,0
478,10404,59,63694.08091825388,1,High,42767.62869651607,0
479,10012,36,80413.87933430012,5,High,10991.839904773507,0
480,10681,38,84112.43905554985,0,High,30310.52620860661,1
481,10955,55,116400.11238402055,10,Low,18045.015065983385,0
482,10810,60,74186.94264746744,2,High,29514.4841612862,0
483,10782,60,137041.5062412019,8,Low,4427.2877093161605,0
484,10439,31,39342.34255495177,6,Medium,14388.875823241231,0
485,10201,43,55493.69890760135,5,High,43041.81728140656,0
486,10461,33,124431.9060466179,1,Low,46808.87865571078,0
487,10056,20,134890.7030230465,1,Medium,36247.11150585104,0
488,10092,46,57706.1345535766,9,Medium,4001.1293834008866,0
489,10154,59,64886.84655363492,4,Medium,35416.78651626915,0
490,10198,58,107893.4588920992,1,Medium,5819.362183642998,0
491,10054,23,122878.643075889,8,Medium,11400.862403497335,0
492,10172,47,48655.48107400948,3,High,35375.081474595936,0
493,10763,56,116668.31248818497,1,Low,28638.02875428729,0
494,10057,55,132975.83589114365,2,Low,6420.561939831806,0
495,10653,60,95522.80173056762,1,High,27904.582622103695,0
496,10687,21,89333.68631424685,1,Medium,49752.05682469611,0
497,10700,49,142624.09413024166,3,Medium,5752.140914666351,0
498,10313,47,132325.22051627588,6,Low,5702.370472698949,0
499,10969,60,109852.24368017181,5,High,10519.552582584689,0
500,10963,60,37635.2762788258,0,Medium,5156.091973216987,0
501,10728,23,82613.58564751549,9,Medium,42026.2409200231,0
502,10116,24,145270.16842329875,1,High,38657.44949516343,0
503,10088,60,85846.83139259266,3,Medium,9971.326039761996,0
504,10236,56,74180.38830526258,1,High,37727.560032494664,0
505,10284,29,65882.7153566682,9,Medium,44143.81422356016,0
506,10517,19,79102.19451015527,9,High,20079.880268680525,0
507,10170,51,88867.84392065107,1,High,41677.52757186456,0
508,10078,55,39390.198600351636,9,Low,49232.32546827358,0
509,10296,21,81434.62796260283,7,High,15701.653451381624,0
510,10040,32,113414.73313188387,10,Medium,12373.719307371835,0
511,10947,28,68108.90720083656,2,Medium,18865.112104363416,0
512,10777,19,40677.06560831689,7,High,15540.392370971163,0
513,10627,36,37317.63590376498,3,Medium,19409.709990801526,0
514,10388,44,115185.91319722778,1,High,5954.300013984434,0
515,10469,53,118483.376892929,5,Medium,3861.3410091305327,0
516,10457,20,52087.52341188972,0,High,15195.023989064575,1
517,10582,50,100807.09633589281,1,High,8312.88764833062,0
518,10097,38,121998.38456341326,5,High,19066.71981086101,0
519,10880,30,135461.06392456073,5,Medium,38569.35590510488,0
520,10732,36,77914.54737776902,10,Low,33664.97952784346,0
521,10715,39,140588.82470353882,6,High,10729.827347935201,0
522,10859,38,135058.8692933976,10,High,32157.673631171492,0
523,10338,22,90600.13736265057,10,High,47410.89595883416,0
524,10736,32,30878.730264719972,5,Medium,3952.7214281787874,0
525,10597,56,102287.8039307008,6,High,35708.744422548145,0
526,10800,22,89069.8923542437,6,Low,17570.984264877574,0
527,10290,27,126821.72808785764,5,Low,23858.910752392952,0
528,10160,33,125369.98506690044,10,High,36899.76650398727,0
529,10858,19,143852.60183262295,2,High,32835.88425688367,0
530,10139,57,100549.46514460673,2,High,40214.02314501713,0
531,10183,38,58497.06819435235,0,Medium,30358.674378674827,1
532,10545,24,125494.47083598969,10,Medium,19379.032039584323,0
533,10170,36,33930.8357380447,10,Medium,19564.88277584264,0
534,10371,39,72788.20913372727,2,High,14420.213299098308,0
535,10430,46,60767.12331435704,5,Low,34103.93986912246,0
536,10241,52,44615.79649622958,0,Low,45777.256908594485,1
537,10089,59,73976.58509633133,10,Low,14393.634519234893,0
538,10452,22,115877.06467137203,5,Low,15071.984263305494,0
539,10077,31,91076.46795614489,4,Low,44656.111642937045,0
540,10156,49,94711.8943021599,5,Low,17693.51226406156,0
541,10215,44,54055.83366928503,2,High,40827.92375124498,0
542,10851,28,57960.38197185965,5,Medium,8536.23485147817,0
543,10227,36,142061.06977034165,0,Low,36086.599061169225,1
544,10022,51,137572.93695323163,8,High,3867.595194541606,0
545,10087,25,107108.79343563048,9,Medium,17960.587649306093,0
546,10824,31,93869.11456541694,6,Medium,37206.28013248043,0
547,10054,35,125796.32596200501,2,Low,26603.719748782227,0
548,10577,59,71961.99266008598,7,Low,29129.643733285684,0
549,10144,36,54421.14000775054,0,High,49736.66662064717,1
550,10721,56,44550.39051016416,3,Medium,14437.669159944746,0
551,10831,51,95865.86519713617,8,Medium,11461.129887091838,0
552,10312,60,97935.16275756343,1,High,2052.871509355617,0
553,10242,18,125988.16734739121,3,Low,4860.104420099833,0
554,10155,24,91218.85567696232,9,High,17576.92333445338,0
555,10905,43,101344.62115774667,10,High,6248.336435755813,0
556,10844,60,64136.49809515239,4,Medium,39996.90467944675,0
557,10224,39,88083.83814399656,1,Low,6959.11966740604,0
558,10565,45,133196.41099170863,0,Low,42347.217003835816,1
559,10731,51,135758.11079039273,3,High,47270.29317199572,0
560,10295,46,46711.80650536204,3,High,14399.19724081,0
561,10636,45,30186.92606173746,5,Medium,46702.1069242322,0
562,10308,25,115912.85452138311,1,High,43143.1422175946,0
563,10803,18,41966.68199126479,5,Medium,17865.805920478426,0
564,10757,21,45587.87311661848,4,Low,33438.336897487425,0
565,10734,29,96940.34006587333,10,Low,5750.486537477949,0
566,10422,39,43891.34229843151,1,Medium,18833.635084577687,0
567,10591,29,64543.381645300666,9,Low,49171.802793918556,0
568,10895,21,140773.48773773242,9,High,25620.686597589556,0
569,10465,60,64299.84803827113,4,High,13860.186030736202,0
570,10578,37,33301.467391633865,4,Medium,22381.027459064037,0
571,10170,55,69777.9575341567,2,Low,48675.208181724614,0
572,10165,34,106525.91056965539,10,Low,14736.163977795393,0
573,10419,22,85599.45366910164,8,Medium,42512.9928183596,0
574,10037,38,78748.98004149087,0,Medium,31870.9814437283,1
575,10080,53,114423.46512362213,1,Low,37406.16675458013,0
576,10214,47,51561.894982371276,2,High,12093.878913210083,0
577,10664,42,143908.90544495906,2,Low,45617.00615595246,0
578,10066,33,79163.08338642097,8,High,38954.42945379495,0
579,10366,50,138199.53285324865,6,Medium,47959.01102802234,0
580,10309,26,116319.7235479654,10,Medium,45456.12122694258,0
581,10592,55,97295.83097881055,2,Medium,19881.266895098,0
582,10286,22,60367.2388042021,4,High,6539.577911584047,0
583,10924,53,91187.19568835568,7,Low,26793.433041224955,0
584,10244,40,49553.97066184579,7,Low,1403.5094311460464,0
585,10784,20,137833.68948028458,8,High,1937.3238517772438,0
586,10124,57,140078.08951522285,2,Low,30159.202247531422,0
587,10615,19,147903.57497326197,0,High,26980.05341866923,1
588,10105,30,64164.91333029285,1,Medium,26172.6776737654,0
589,10777,40,149319.3623947501,10,Low,18927.77228302079,0
590,10044,34,91403.7505752412,2,Low,40907.86821169849,0
591,10842,33,84774.18964585909,7,Medium,17781.611784101726,0
592,10142,41,67789.87631893759,10,High,19558.892704818067,0
593,10755,34,39758.22409667638,1,Low,40149.54485233272,0
594,10899,29,107786.1222154507,3,High,38280.75747186741,0
595,10954,46,57500.36579112046,1,Medium,25279.09572233121,0
596,10780,18,108979.79978053343,1,Low,40878.64486808698,0
597,10987,38,136266.22288379987,9,Medium,31609.011595828324,0
598,10291,19,84192.90883956851,1,Low,19837.938995740627,0
599,10158,23,105410.89837889402,2,High,42955.96382769212,0
600,10292,34,40516.63117077582,3,High,22180.234887958643,0
601,10065,53,139379.59431919042,2,High,28020.00650200788,0
602,10614,47,32551.88961520532,1,Medium,45185.1800242162,0
603,10856,41,149442.57105173013,6,Low,25632.167977107492,0
604,10156,43,84867.66847094407,8,Medium,48297.90858422122,0
605,10915,45,100771.02367755302,3,High,19860.827688637804,0
606,10324,21,67940.64085022174,10,High,48097.11599629541,0
607,10661,60,76382.85963739257,5,Medium,11270.029150232363,0
608,10411,56,143640.48803372023,9,High,33211.70869856086,0
609,10652,42,69005.52250067878,3,High,23921.606881391002,0
610,10978,57,32592.010763338203,9,Medium,7465.371929061597,0
611,10674,33,149173.19672781375,9,High,22613.51482326771,0
612,10021,34,148391.19169588725,3,High,38904.94608503718,0
613,10586,40,48267.112544991774,3,High,34809.2444054636,0
614,10242,30,67921.26502329818,8,High,7914.739799619532,0
615,10092,19,59884.24664045467,9,High,4946.704686183419,0
616,10695,26,73393.28433290645,7,High,14127.403085881446,0
617,10323,30,147985.41458024984,3,Low,27002.59500159403,0
618,10732,31,119432.94107985495,8,Low,24318.352748348127,0
619,10474,54,36093.982785991604,10,Medium,11156.320412587676,0
620,10753,29,112723.5710793551,3,High,32723.00730748048,0
621,10118,22,50228.25631894059,2,Low,39986.97938218182,0
622,10485,22,32823.61397346463,1,Low,19342.4657789058,0
623,10553,48,125875.43382634572,0,Medium,7792.080738211331,0
624,10045,45,111395.15069210887,7,Low,18066.19175360433,0
625,10166,34,93994.09394088536,6,Medium,18128.108378790308,0
626,10323,54,148124.39765840716,8,Medium,3826.731684640586,0
627,10223,38,46972.44067859631,2,High,11965.272611692182,0
628,10444,18,108478.98985221206,2,Medium,34179.56933872593,0
629,10410,48,71487.36138228248,5,Medium,5636.739356545592,0
630,10557,38,79755.42936347704,3,Medium,20623.380839734426,0
631,10465,60,147290.73385005683,1,Low,26716.961141634434,0
632,10588,35,76375.51765057191,1,Low,13856.03310902092,0
633,10584,43,137517.72384483987,6,High,23269.899325627768,0
634,10982,39,92696.57197558861,1,Low,3595.411863161582,0
635,10162,58,58009.78271862428,9,High,26401.99665769856,0
636,10792,48,31986.625364407984,10,High,24395.396752991397,0
637,10325,28,85652.58351622349,1,Medium,10606.270588537047,0
638,10560,54,104906.18561365144,0,Medium,31429.370569166163,1
639,10020,22,114549.05665309174,4,Low,13923.354626709443,0
640,10876,36,74160.89140152394,9,Low,42798.673740603,0
641,10714,33,59738.78391014539,2,High,41260.664287946965,0
642,10497,28,86067.90002400454,10,Low,3328.23026813151,0
643,10110,55,114302.35434770127,4,Medium,17992.519362779214,0
644,10797,46,33019.927987883275,5,Low,13844.524411574459,0
645,10217,54,78722.71510623251,7,High,26191.968528351117,0
646,10068,55,52369.72186675461,5,Low,11911.386220110202,0
647,10281,42,129312.16936006866,2,Low,45552.59362978899,0
648,10263,19,58341.434211617336,8,Low,38124.26878384365,0
649,10302,39,81468.05502728437,8,High,17467.33195913796,0
650,10164,30,91261.50130781127,4,Medium,22238.910564083566,0
651,10212,33,40812.18685066214,2,Low,16244.580214031861,0
652,10070,40,84469.07252029529,10,Medium,1240.460109348209,0
653,10299,36,142116.06683176532,9,Medium,42979.929906134654,0
654,10641,25,98511.99418583131,8,Medium,22138.70573115837,0
655,10597,49,141666.65610635083,4,Medium,2387.112029656867,0
656,10326,55,86126.01952746957,1,High,46429.986883510705,0
657,10009,35,140956.35077215199,7,Medium,7082.895455936627,0
658,10989,32,122615.37862505141,1,Medium,46497.898251685845,0
659,10238,34,94516.97286342036,4,Medium,44611.26209841548,0
660,10484,57,134363.4949468328,2,Low,27975.175602302057,0
661,10098,35,48254.37413795733,1,High,36695.93743078036,0
662,10839,50,148627.24339447482,4,Medium,22162.550595957262,0
663,10338,49,81300.97214112397,10,High,16281.984182032862,0
664,10588,49,73879.14722144621,7,Medium,15193.199274469373,0
665,10974,46,92199.75551349853,2,Low,5305.25987685702,0
666,10561,40,81884.14490771649,1,High,20458.084208276727,0
667,10629,21,113780.52633937355,6,Medium,30844.995437844565,0
668,10299,51,58473.62190966806,5,Low,34662.816705446254,0
669,10081,54,57258.786982782185,7,High,7670.53226600163,0
670,10674,57,131552.0932734143,5,Medium,49564.544027893186,0
671,10066,60,110175.99351422767,2,High,35491.92684615999,0
672,10491,27,131318.06270477286,7,High,19744.414872595546,0
673,10884,31,88751.51906939255,3,High,37913.429303431345,0
674,10165,32,35703.73085288943,9,Medium,12689.65772495748,0
675,10116,35,90772.4016934949,4,High,46724.00515757558,0
676,10332,22,96088.46023852263,10,Low,14760.35739273859,0
677,10334,51,134234.62047478216,8,High,17753.04463437153,0
678,10606,31,103499.35673897695,9,Low,6903.786762175444,0
679,10989,31,128687.55884845283,2,Medium,47756.00042455007,0
680,10047,25,47479.01264703336,0,Low,28457.391963385093,1
681,10751,23,90351.9618775704,7,Low,48014.37748078366,0
682,10261,22,78507.59317881215,8,Medium,46472.97513615324,0
683,10167,29,73920.26318091922,0,Low,1291.2918508008477,0
684,10458,59,80327.05908318589,10,High,41006.96150623465,0
685,10475,29,106708.98795319317,7,Medium,24632.336900910286,0
686,10044,60,99885.23602142044,3,High,8773.049170955612,0
687,10872,47,124497.53304256435,8,Low,13003.990487163104,0
688,10817,28,82984.6468244683,0,High,46717.481087918015,1
689,10237,47,55461.7728009151,3,Low,1539.262270198395,0
690,10645,19,45607.28833642911,9,Medium,5118.154263197196,0
691,10849,31,48110.05702753385,8,Low,31878.28039477582,0
692,10865,50,61946.688199212964,7,Low,19651.810464637976,0
693,10311,25,69929.02950924539,7,High,45928.72799611923,0
694,10197,26,110224.87884752643,10,Low,41486.17846195098,0
695,10947,34,112258.35930338938,9,Low,34130.14421480289,0
696,10902,34,123998.25048303082,10,Low,28252.80008468653,0
697,10900,28,33531.29050622372,5,High,10070.469450243443,0
698,10964,24,98922.93988263165,7,Low,44940.957253766624,0
699,10356,60,111757.36633798144,8,Medium,29125.14769364381,0
700,10573,42,107363.4074284357,5,High,27573.04822220256,0
701,10109,38,127222.79083009329,1,Medium,30067.213720261236,0
702,10721,38,38901.80082962252,6,High,14115.979584721259,0
703,10134,31,69416.16996134276,8,Low,13771.695055929558,0
704,10606,25,89935.52954550496,6,Low,40976.46860177699,0
705,10837,28,108007.8559516887,1,Medium,25375.582361995806,0
706,10519,54,115400.7262734972,6,Medium,41791.37619925331,0
707,10989,22,84367.07964223804,7,Low,21985.380798808117,0
708,10638,34,77586.04895097492,9,Low,37739.87040692636,0
709,10103,22,44866.82785073007,10,Medium,27023.61671622054,0
710,10538,28,54687.75720039018,2,High,11669.133732818924,0
711,10567,46,111558.00848634072,5,Low,10812.430327298738,0
712,10508,49,74188.90468905936,1,High,21527.4420454143,0
713,10977,35,32923.80068946653,5,Medium,6949.961548447105,0
714,10660,32,36819.72161660148,0,Medium,34065.01622628116,1
715,10583,33,61467.809841639275,8,Medium,1055.8440656314697,0
716,10180,20,70043.22533647796,2,Low,35708.755085164055,0
717,10580,19,30728.97467915769,1,High,11403.406512100868,0
718,10506,46,140237.06679366954,1,Low,46943.10441282163,0
719,10614,27,30367.726537506656,7,Low,39421.00143564579,0
720,10639,58,127351.04653471665,8,Low,11347.425812255506,0
721,10156,27,92551.51969273092,6,Medium,29405.69023590936,0
722,10021,54,104992.30594995881,6,Medium,25398.283637046803,0
723,10944,47,41003.14513530541,8,High,42461.32767256081,0
724,10091,60,96175.77354701927,4,Medium,16490.410753093085,0
725,10273,54,138428.89576555995,8,High,33091.93626240551,0
726,10382,42,34513.31449178892,10,Low,47047.64709236222,0
727,10949,60,33830.11435283655,4,Medium,40229.94864381214,0
728,10494,33,61625.75867268159,4,High,31282.8427544404,0
729,10013,43,97972.82895460006,2,Medium,20918.9980895971,0
730,10475,32,45658.62509011737,1,Medium,17962.839518082183,0
731,10518,19,57113.08559775527,0,High,5217.490910037607,0
732,10323,24,41133.67538632686,1,Medium,17693.186923449444,0
733,10997,21,125449.44542768454,3,Medium,27190.522370291157,0
734,10075,27,98650.19903918133,1,Low,42752.27048939545,0
735,10208,36,138356.36905676225,6,Medium,37559.92610824198,0
736,10520,40,123606.41390420224,8,Medium,12773.838736395051,0
737,10466,24,124923.05618535978,4,Medium,7918.2952457280935,0
738,10875,30,129661.35102392847,10,Low,34302.557249247744,0
739,10998,23,118577.1765258204,5,Medium,27445.861000275054,0
740,10687,35,76777.41563983074,8,Medium,43684.38986760164,0
741,10493,37,127618.74069866989,4,Medium,14849.420463610035,0
742,10192,53,118141.9556224384,6,High,7871.237803083655,0
743,10195,53,79813.66288790063,6,Medium,39073.680170671694,0
744,10942,48,117210.42009783037,9,High,11555.000186590025,0
745,10472,24,44422.79493691061,1,Medium,26130.522980091482,0
746,10903,46,132412.08437822922,7,Low,37523.286538853834,0
747,10844,26,62354.860948566085,1,Low,11998.90805705825,0
748,10625,26,86092.72753491373,4,Low,45889.556628304585,0
749,10032,44,96965.02538679332,0,Medium,36236.63297387638,1
750,10062,20,74374.34177007622,3,High,3554.949357419581,0
751,10450,21,93603.1402186348,7,High,41349.33696299199,0
752,10573,54,91512.49582336331,2,Medium,38465.98053942258,0
753,10217,26,116629.54817516687,10,High,26366.723366199232,0
754,10679,18,82150.22967365847,9,Medium,25127.475311259648,0
755,10856,24,57897.93816104617,2,Low,25741.59355148732,0
756,10729,45,60495.53039912501,6,Low,38740.89110033275,0
757,10091,38,45815.47355906087,2,Medium,12492.29756311044,0
758,10292,54,79560.42485406295,0,High,43054.74791347224,1
759,10301,55,37753.79053569014,3,High,9262.859705646,0
760,10035,52,66002.77502197507,6,Low,47734.43540000001,0
761,10047,42,138634.41326551093,8,Medium,13734.554672897757,0
762,10881,23,129280.93633229399,0,Low,10606.74533086045,1
763,10518,37,105223.27530909287,1,Low,2545.7895273937547,0
764,10766,38,137393.43227586529,5,Medium,7512.8961187206405,0
765,10299,19,115994.79608688339,6,High,23877.609468599985,0
766,10588,55,134239.87573332718,5,High,44099.02689339796,0
767,10191,25,148454.50821592484,5,Low,3382.4554348705174,0
768,10387,19,132672.35987558973,1,Medium,7558.060530066885,0
769,10153,27,99094.16107642,2,Low,2576.3529634733854,0
770,10513,26,48408.937772132704,4,Low,30938.5317162295,0
771,10058,18,70390.7856589364,2,Medium,25202.891907314683,0
772,10234,43,107253.07145301528,4,High,17529.4246235775,0
773,10747,47,111774.76029953247,1,Medium,45240.09568612018,0
774,10385,37,42520.47484293041,4,Medium,7646.2897169312255,0
775,10199,40,78730.32926516794,4,Low,36086.547251195996,0
776,10944,29,94731.90247283241,8,Medium,26929.08942000972,0
777,10258,54,94188.5381563616,6,Medium,2892.3132507181444,0
778,10756,58,45812.16583804048,0,Medium,40451.14295693526,1
779,10437,38,57588.36564699607,10,Low,9933.109817077244,0
780,10267,35,145197.64412683022,8,Low,19035.008240901512,0
781,10055,40,43649.06811803111,9,Low,1567.4963467980988,0
782,10525,29,57572.88415266026,6,High,15346.058551462704,0
783,10415,26,46843.032771550344,1,Low,45534.57751691949,0
784,10096,31,96814.27218948446,0,Medium,32433.476943628666,1
785,10801,24,116744.95809103598,3,High,21521.461786793734,0
786,10446,42,55505.02875566908,7,High,38249.134889187306,0
787,10059,33,58771.31746572943,6,Medium,34975.31958723871,0
788,10172,38,36840.34751654649,0,Low,7735.199436739843,1
789,10851,37,56671.48580335511,1,High,34853.20556179633,0
790,10893,29,103088.8926397923,8,Medium,47585.393126714305,0
791,10501,35,86514.87951221182,9,Low,26966.954098301056,0
792,10604,30,104430.89568281452,10,Medium,36055.746941590165,0
793,10552,22,102595.30171285705,1,Medium,23751.09095234797,0
794,10507,51,93414.31313760905,5,Medium,25491.37934213409,0
795,10760,23,37187.41037972671,5,Low,33597.506068835035,0
796,10959,20,144788.4625628053,4,Low,21997.081523338795,0
797,10582,60,102744.72117585593,9,Medium,37435.312144713396,0
798,10072,21,139067.44780264163,8,Low,43539.95846295149,0
799,10630,56,108389.77532418747,4,High,32273.56227140079,0
800,10383,27,60731.59893547029,5,Low,44145.114296240456,0
801,10496,47,148007.95459909333,7,Low,29193.65579276053,0
802,10974,59,65836.89424134194,10,Medium,28261.565311229366,0
803,10424,53,147361.2618008745,0,Low,29513.15651352877,1
804,10796,22,79415.8653867703,1,High,36752.74862445363,0
805,10523,58,119568.80519267435,5,Medium,4974.290476181533,0
806,10442,55,103639.70171659518,5,Low,11128.677711929047,0
807,10235,22,140024.4153341552,8,Medium,40683.88173827042,0
808,10973,19,65498.64621548108,6,Low,16536.375558211075,0
809,10825,31,73864.67180872748,7,High,37149.812157101405,0
810,10743,52,96653.684638261,9,Medium,33367.94896134872,0
811,10130,26,91723.74660172198,5,Low,29636.508077321905,0
812,10821,47,58634.40438375021,1,Low,48070.44787498867,0
813,10113,23,62101.82812843354,4,High,2889.678787811379,0
814,10099,28,80225.23759326551,10,Medium,12603.800605473434,0
815,10231,37,106675.19865305073,0,High,46760.75426029955,1
816,10151,27,97348.66300264365,5,High,8429.953223858896,0
817,10012,32,35851.764597714435,7,High,11093.534871562048,0
818,10471,39,141545.84123480477,10,Medium,11350.037153809788,0
819,10886,21,34442.51601107971,1,Low,15900.577986088663,0
820,10939,22,36007.915146990665,8,High,38683.947066166824,0
821,10477,37,93012.52186117577,4,Medium,10559.012799104235,0
822,10105,50,92466.91880608273,9,Medium,38133.18586972839,0
823,10244,57,37752.94263740693,2,Low,21647.159736626945,0
824,10301,50,111840.04667328703,7,High,13913.11061576941,0
825,10964,25,90193.70863205986,2,Medium,13238.220243981601,0
826,10977,57,149178.68784865318,9,Low,47166.77068687893,0
827,10944,39,107518.74181698951,0,High,19109.77289599357,1
828,10047,58,112889.05957356477,7,High,11720.318597839736,0
829,10867,25,62748.936979085964,10,High,1221.0140402139725,0
830,10347,19,46150.093668225796,5,Low,15050.675457363352,0
831,10147,26,35147.7333237872,0,Low,15155.13412953387,1
832,10063,48,38294.86866346902,9,High,14401.861233717813,0
833,10176,19,146731.0986198357,2,Low,17945.338230779656,0
834,10299,39,65875.57643646031,7,Low,8870.786371043661,0
835,10145,33,83938.99263396584,6,Medium,9983.96647574638,0
836,10323,46,103274.32550065493,2,Medium,40543.2802731058,0
837,10889,18,76518.88799686913,6,Low,1696.6571100380545,0
838,10167,43,88988.0483787483,8,Medium,39765.09080522823,0
839,10754,52,85990.12833035536,1,High,17621.356537340416,0
840,10939,47,87030.68326868734,10,Medium,27280.14435335682,0
841,10619,51,82037.16621936955,7,Low,6734.959659039077,0
842,10260,53,35730.12068040762,7,High,3951.9643158127947,0
843,10505,22,33153.460344985855,4,Low,16840.01055359505,0
844,10406,32,135086.33467889472,1,Medium,44158.14501376496,0
845,10368,53,62152.48350255946,10,Medium,17161.172614699517,0
846,10306,58,55562.36415561022,10,Medium,43978.84518544304,0
847,10780,21,67672.48382242964,6,High,43090.30132276952,0
848,10563,28,38241.75392806491,10,Low,12858.164813043206,0
849,10830,59,120644.01557980533,0,Low,33617.73488226828,1
850,10879,33,38235.40166025878,7,Low,31085.190779443994,0
851,10612,32,122818.53035418868,5,High,34587.948600220094,0
852,10615,47,54853.32640626094,10,Low,24912.116147834528,0
853,10764,41,48704.784950853864,3,Low,32921.769252276106,0
854,10096,56,111806.206309164,3,High,25258.762964431804,0
855,10201,48,117237.6709879283,3,Low,47537.7825144551,0
856,10472,54,120044.32396510114,5,Medium,9226.057595594997,0
857,10050,26,134158.7985590679,7,High,24289.2009727216,0
858,10197,31,65751.2752952787,0,Medium,14306.869839988265,1
859,10300,22,103771.27365872379,6,Medium,36244.16232767466,0
860,10586,55,72053.65196615265,1,Low,3563.2873144614114,0
861,10170,28,98926.08528496335,5,High,43335.00155051752,0
862,10265,36,114978.3623781396,6,Medium,41936.072762581236,0
863,10948,47,79180.2898112894,10,High,12964.37798764176,0
864,10218,27,116177.52142767083,8,Low,14304.876165488782,0
865,10145,56,84715.31049007594,10,Medium,4111.600725837076,0
866,10762,25,35207.23315559776,7,High,39831.36063197371,0
867,10535,54,90988.79950803955,6,Low,41324.58306231911,0
868,10417,21,76635.88064354745,2,Low,19605.93042380546,0
869,10279,27,133362.836653521,2,Low,17362.960206179156,0
870,10698,56,49739.85298786223,9,Medium,22791.36596727591,0
871,10822,55,135519.5166477958,5,High,8806.123056715864,0
872,10629,35,40814.1681810664,7,High,1472.713919060831,0
873,10621,31,47167.64612443023,0,Medium,25981.244495862637,1
874,10431,53,72007.88251950736,2,Medium,46398.21653094224,0
875,10032,55,132801.3636125544,8,Medium,37218.927860013355,0
876,10786,44,143380.0923697119,5,Medium,33713.81918269783,0
877,10789,51,117192.33011894193,6,Medium,44191.169734203,0
878,10421,39,144770.98560276668,6,High,19276.220518399925,0
879,10481,50,81380.32216815502,7,Low,3233.788040460481,0
880,10222,55,136140.09871848207,5,Low,39608.84012747812,0
881,10649,26,74405.39275114489,8,Medium,34195.27202529553,0
882,10218,24,67873.0820036245,6,High,46632.55976607911,0
883,10202,37,30890.347365084664,0,High,31321.484905941168,0
884,10001,42,141725.57172659866,8,Low,17102.55924846982,0
885,10281,40,63145.457022582894,7,Low,3051.4297465882332,0
886,10488,20,41390.93610835372,9,Medium,28487.57782911237,0
887,10095,38,126800.04546262043,6,Low,23985.31466900817,0
888,10362,33,128010.56148912403,5,High,13240.826352327542,0
889,10824,27,59421.51065682735,1,Low,20646.791354635465,0
890,10731,23,121262.4727007434,5,Medium,18118.687224067457,0
891,10231,48,90226.98747667868,10,Low,48400.68191681738,0
892,10227,28,126234.8405168886,8,Low,4505.386694697541,0
893,10571,51,83562.52341249862,6,High,1835.8455499163488,0
894,10503,51,78475.59221473499,3,Low,2677.597264720296,0
895,10160,22,31551.71528311793,9,High,13631.636464603975,0
896,10580,48,78715.37657272439,2,High,32402.48833638875,0
897,10834,29,137496.135703389,0,Low,14294.400917105173,1
898,10694,30,34368.20105514637,7,Low,41514.76601272125,0
899,10420,35,54757.837931602786,8,Low,46364.300738856124,0
900,10445,46,146322.30004073126,6,Low,3225.025273549897,0
901,10050,35,55029.83991185916,5,Low,27628.473054221788,0
902,10907,44,76554.54466945751,7,Low,37598.191706716774,0
903,10479,50,43701.85396526163,5,Medium,33535.85685223238,0
904,10902,44,38447.26311409557,9,High,42686.90344397575,0
905,10397,21,69762.66452598345,2,Low,46455.293094585824,0
906,10376,54,52658.22649990245,6,Low,25196.468571022087,0
907,10209,28,90489.45107716997,7,Low,15218.289738371664,0
908,10486,51,90390.05878277085,7,Medium,40602.19826531374,0
909,10340,41,49607.77541273343,9,Low,33305.41495638374,0
910,10216,27,113522.38186157243,0,High,47947.579728745164,1
911,10793,45,107199.24236531071,9,Low,21002.005452025187,0
912,10440,57,55148.74953756624,2,Low,39447.15358338368,0
913,10965,58,59941.82885543037,10,High,28518.640876291385,0
914,10929,54,54025.56667876315,1,Medium,44218.07826408299,0
915,10559,30,138304.8154526496,3,Low,32607.22242424242,0
916,10079,49,102484.28437664568,1,Medium,12698.760721885235,0
917,10758,19,113064.68039416823,9,Medium,43323.22907616689,0
918,10843,23,35411.60203743721,0,Medium,39509.861503381275,1
919,10168,33,105920.5716740752,3,Low,2887.4984182036746,0
920,10955,37,38620.894223700045,6,Low,49276.90385988699,0
921,10423,39,30123.654994234243,7,Medium,17508.478225841347,0
922,10068,41,62739.21997302481,9,Low,6166.032721581051,0
923,10271,47,91024.64950990595,10,Medium,27288.721264243457,0
924,10111,40,133919.56496977562,1,Low,11516.722862695899,0
925,10582,48,30832.10914193753,10,Medium,25049.623355630258,0
926,10119,52,140051.88981356268,7,Medium,27940.921769759676,0
927,10879,52,79781.22222855994,7,Low,15647.916043795267,0
