,Student_ID,Age,Gender,Parental_Education,Attendance_Rate,GPA,Extracurricular_Activities,Socioeconomic_Status,Study_Hours_Per_Week,label
577,578,16,1,3,97,1.24,1,1,15,0
578,579,18,1,3,76,3.63,3,3,6,1
579,580,16,0,1,100,2.99,0,3,8,0
580,581,17,1,3,73,1.47,0,1,3,0
581,582,18,0,2,88,1.83,1,2,15,0
582,583,16,0,1,99,3.49,5,2,4,1
583,584,18,0,3,100,0.72,0,2,4,0
584,585,16,0,2,91,0.62,4,1,10,0
585,586,16,1,2,73,2.27,0,2,6,0
586,587,17,1,1,91,3.93,0,3,8,1
587,588,16,1,3,98,2.0,0,2,13,0
588,589,17,0,2,97,2.46,4,3,15,1
589,590,16,1,3,71,2.5,4,2,1,0
590,591,18,0,2,95,2.76,4,3,2,0
591,592,16,0,2,80,2.7,4,2,8,0
592,593,18,0,1,71,3.5,0,2,15,0
593,594,17,0,3,96,1.73,1,3,12,1
594,595,16,0,2,91,3.79,3,2,9,1
595,596,18,0,3,95,3.11,3,2,7,1
596,597,16,1,3,80,1.1,0,2,4,0
597,598,18,1,3,94,1.16,2,1,7,0
598,599,16,1,1,79,1.59,3,1,2,0
599,600,18,0,2,83,3.88,4,2,15,1
600,601,18,0,3,89,0.09,2,2,12,0
601,602,16,1,1,72,0.32,1,1,1,0
602,603,16,1,3,88,1.74,5,3,12,1
603,604,18,1,1,90,2.39,2,2,10,0
604,605,17,0,3,77,3.76,1,2,4,0
605,606,17,1,3,78,3.18,2,3,15,1
606,607,17,1,3,94,0.15,3,3,1,1
607,608,17,0,1,91,0.39,4,3,11,1
608,609,16,0,1,75,0.62,1,2,11,0
609,610,18,1,2,84,3.19,1,3,13,0
610,611,17,1,2,89,1.32,2,3,5,0
611,612,17,0,1,96,3.2,4,1,10,1
612,613,17,0,2,93,0.02,0,3,14,0
613,614,17,0,1,76,2.24,1,2,15,0
614,615,18,0,1,70,2.52,4,2,4,0
615,616,16,1,1,78,2.07,0,1,14,0
616,617,18,1,2,98,3.29,1,2,4,1
617,618,17,1,3,91,1.5,4,2,7,0
618,619,17,1,2,97,2.43,5,1,12,1
619,620,17,1,3,85,0.46,1,3,2,1
620,621,17,0,2,75,3.07,3,3,7,0
621,622,18,0,3,73,0.51,4,2,2,0
622,623,16,1,3,84,3.03,2,1,14,0
623,624,17,0,1,78,1.27,2,3,7,0
624,625,18,1,2,79,0.06,5,2,12,1
625,626,17,1,3,98,1.8,0,3,1,1
626,627,17,1,2,95,2.86,3,2,10,0
627,628,17,1,1,93,3.6,5,3,7,1
628,629,18,0,1,74,3.05,0,3,15,0
629,630,16,1,3,77,2.2,2,2,15,0
630,631,18,1,1,71,1.43,4,3,5,0
631,632,18,1,2,89,2.23,5,2,9,0
632,633,18,0,1,99,3.54,3,1,6,1
633,634,18,1,1,83,3.45,1,3,11,0
634,635,18,0,1,75,0.04,5,1,4,0
635,636,16,0,1,96,2.69,5,2,5,0
636,637,17,1,2,97,0.61,1,3,5,0
637,638,17,0,2,78,3.22,4,3,13,1
638,639,18,0,3,79,3.38,2,3,5,1
639,640,18,1,1,91,3.45,5,1,15,1
640,641,18,1,3,94,1.16,5,3,6,1
641,642,17,0,3,77,2.6,0,3,12,1
642,643,17,1,2,73,0.39,2,2,13,0
643,644,17,0,1,85,3.9,4,3,14,1
644,645,18,1,1,75,1.64,2,3,13,0
645,646,18,1,2,79,2.18,0,1,8,0
646,647,17,1,2,98,2.02,0,1,9,0
647,648,18,0,2,92,2.54,3,3,6,0
648,649,16,0,1,96,0.31,5,1,10,0
649,650,17,0,3,91,0.36,3,3,11,1
650,651,17,1,3,81,0.31,3,3,15,1
651,652,18,0,1,73,0.74,5,3,4,0
652,653,16,1,3,88,1.61,2,3,3,1
653,654,17,1,1,73,1.59,5,3,11,1
654,655,16,0,1,84,1.25,1,1,14,0
655,656,16,1,2,79,3.07,2,2,2,0
656,657,18,0,1,87,3.38,5,3,12,1
657,658,17,1,2,85,0.37,0,3,1,0
658,659,16,0,2,97,0.51,3,3,8,0
659,660,17,1,3,92,0.07,4,3,2,1
660,661,18,1,2,85,0.54,1,1,5,0
661,662,17,0,3,79,1.45,2,3,15,1
662,663,18,0,1,89,2.44,1,2,5,0
663,664,17,1,3,77,1.92,4,2,11,1
664,665,17,0,3,77,3.89,5,3,1,1
665,666,18,1,3,75,0.04,3,3,8,1
666,667,16,1,1,81,2.71,3,3,3,0
667,668,16,1,1,100,0.71,0,2,6,0
668,669,17,1,2,82,1.71,5,1,7,0
669,670,17,1,1,84,2.92,5,1,15,1
670,671,17,0,2,84,0.23,2,1,5,0
671,672,16,0,1,72,0.33,0,2,4,0
672,673,18,0,3,71,3.06,1,2,2,0
673,674,18,1,2,80,1.63,4,1,1,0
674,675,18,0,1,93,3.54,5,3,10,1
675,676,16,0,1,75,1.86,4,3,10,0
676,677,18,0,1,98,2.75,5,1,3,0
677,678,16,1,3,84,2.92,0,1,7,0
678,679,17,0,2,70,2.01,0,2,8,0
679,680,18,0,2,89,3.5,1,2,15,0
680,681,18,0,2,77,2.44,3,2,13,0
681,682,16,1,1,100,0.66,4,1,1,0
682,683,17,0,2,85,1.85,5,1,2,0
683,684,18,1,2,85,0.21,5,3,9,0
684,685,16,1,1,71,3.98,0,2,8,0
685,686,16,0,1,70,0.23,5,3,15,1
686,687,18,1,1,100,1.1,4,3,9,0
687,688,17,0,1,78,2.7,3,3,5,0
688,689,18,1,3,87,1.02,4,2,8,0
689,690,16,0,3,93,3.32,3,1,10,1
690,691,16,0,2,83,1.14,3,2,7,0
691,692,16,1,3,93,2.34,2,2,9,0
692,693,17,0,1,84,3.25,1,2,9,0
693,694,16,1,3,92,3.26,4,3,2,1
694,695,17,0,1,70,3.58,3,3,10,0
695,696,16,1,3,75,3.88,4,3,10,1
696,697,17,1,1,91,2.94,0,1,11,0
697,698,18,1,2,92,2.36,1,1,2,0
698,699,17,1,2,97,3.22,1,1,5,1
699,700,18,1,3,75,0.93,0,1,1,0
700,701,17,0,1,83,1.57,0,2,11,0
701,702,18,0,2,73,3.64,4,3,10,0
702,703,17,1,1,83,3.96,2,3,15,0
703,704,18,0,3,73,3.87,4,2,7,0
704,705,16,0,1,98,1.47,4,2,12,1
705,706,18,1,1,78,0.7,3,3,11,0
706,707,17,1,3,73,1.14,4,3,3,1
707,708,16,1,2,98,0.21,1,1,6,0
708,709,16,1,3,97,0.03,5,1,15,1
709,710,18,0,1,97,0.14,2,2,8,0
710,711,18,0,3,79,2.69,0,3,3,1
711,712,16,1,3,81,0.58,1,3,3,1
712,713,18,0,1,73,1.91,0,1,9,0
713,714,16,0,3,81,1.68,3,1,14,0
714,715,16,1,2,81,3.67,4,3,7,0
715,716,18,0,2,89,3.75,3,2,1,0
716,717,18,0,3,92,3.31,0,1,14,1
717,718,17,1,1,80,3.13,4,3,3,0
718,719,18,0,3,80,3.35,5,2,4,0
719,720,16,0,3,74,3.72,5,3,2,1
720,721,16,0,2,99,2.26,4,3,6,0
721,722,17,1,2,98,1.79,3,3,6,0
722,723,17,1,1,82,3.35,0,2,11,0
723,724,16,0,1,72,1.74,2,2,3,0
724,725,17,1,1,100,1.14,3,3,2,0
725,726,16,0,3,75,1.97,1,3,9,1
726,727,18,1,3,85,1.45,1,2,6,0
727,728,16,0,3,82,2.32,1,3,11,1
728,729,17,1,3,87,2.0,0,3,3,1
729,730,18,0,1,85,2.13,1,2,11,0
730,731,16,0,1,94,0.17,1,1,3,0
731,732,16,1,1,79,0.95,4,2,2,0
732,733,17,0,3,94,1.32,4,1,1,0
733,734,17,0,3,91,0.41,4,1,12,1
734,735,16,1,1,78,2.39,0,2,10,0
735,736,18,1,2,73,0.68,1,1,12,0
736,737,17,0,1,98,0.58,3,3,7,0
737,738,18,0,3,84,1.95,1,2,8,0
738,739,17,0,3,86,1.75,4,1,4,0
739,740,18,1,1,76,2.55,5,1,2,0
740,741,16,1,2,89,3.88,1,2,9,0
741,742,18,0,2,71,0.16,4,2,9,0
742,743,16,0,3,85,1.97,1,3,6,1
743,744,18,0,3,81,3.26,5,1,1,0
744,745,16,0,3,77,1.39,0,2,2,0
745,746,16,1,1,100,1.63,2,1,10,0
746,747,18,0,3,78,0.45,2,1,5,0
747,748,17,0,3,100,2.11,1,1,15,0
748,749,16,1,3,73,0.2,3,2,2,0
749,750,18,1,2,93,1.21,1,3,13,0
750,751,16,1,2,81,2.67,5,1,12,1
751,752,16,1,3,92,3.0,1,2,2,0
752,753,18,0,2,77,1.07,2,1,5,0
753,754,16,0,2,79,2.16,1,3,1,0
754,755,17,1,2,92,2.09,1,1,14,0
755,756,18,1,2,95,2.92,4,3,4,0
756,757,16,0,1,83,1.56,1,2,10,0
757,758,18,0,2,76,1.31,4,2,14,1
758,759,18,0,2,77,0.48,0,2,8,0
759,760,17,1,2,78,1.76,3,1,11,0
760,761,18,1,2,99,1.28,1,3,7,0
761,762,18,1,1,100,0.78,4,1,12,1
762,763,18,0,1,75,0.65,5,3,14,1
763,764,18,0,3,76,1.32,5,2,4,0
764,765,18,0,2,73,3.17,4,1,5,0
765,766,16,1,2,77,3.14,5,2,2,0
766,767,18,1,3,88,3.91,5,2,13,1
767,768,16,0,1,81,1.68,1,3,4,0
768,769,16,0,3,93,3.55,2,3,9,1
769,770,17,1,1,94,3.73,2,3,2,1
770,771,17,1,3,88,1.45,1,1,2,0
771,772,18,1,3,99,1.95,1,2,8,0
772,773,17,0,2,89,1.36,2,1,14,0
773,774,16,0,3,87,0.43,1,3,14,1
774,775,18,1,1,94,1.61,1,3,7,0
775,776,17,0,1,81,3.85,2,3,10,0
776,777,16,1,3,71,3.29,4,2,14,1
777,778,17,0,1,86,3.05,0,2,9,0
778,779,18,0,3,84,0.4,1,3,4,1
779,780,17,0,2,80,0.04,2,2,11,0
780,781,18,1,2,80,0.56,5,2,12,1
781,782,18,0,2,86,1.56,1,1,9,0
782,783,17,1,2,85,3.68,1,1,5,0
783,784,18,0,3,91,0.53,4,3,13,1
784,785,18,1,1,71,2.29,0,3,14,0
785,786,18,1,3,80,2.14,1,2,11,0
786,787,18,1,1,91,0.64,0,1,13,0
787,788,17,1,3,70,3.17,2,1,9,0
788,789,18,1,1,89,0.14,2,3,3,0
789,790,18,0,1,94,0.31,5,1,1,0
790,791,18,0,3,85,3.38,3,2,10,0
791,792,18,1,2,86,1.38,4,1,13,1
792,793,16,1,3,78,3.94,2,1,6,0
793,794,17,1,2,79,0.95,5,3,8,0
794,795,17,0,3,90,3.6,1,1,7,0
795,796,16,1,1,99,2.3,1,3,2,0
796,797,17,0,2,92,1.57,2,3,12,0
797,798,16,1,1,81,3.08,3,1,7,0
798,799,17,0,1,95,3.36,5,3,7,1
799,800,17,1,1,70,1.25,4,2,2,0
800,801,18,0,3,97,1.91,5,3,13,1
801,802,16,0,1,87,2.7,3,3,12,0
802,803,16,1,3,77,2.79,0,1,5,0
803,804,17,1,2,72,1.2,4,1,13,1
804,805,16,1,1,76,0.37,4,3,5,0
805,806,18,1,2,73,1.56,1,3,9,0
806,807,17,0,2,100,1.38,4,3,6,0
807,808,17,0,3,83,0.36,4,2,15,1
808,809,18,0,2,90,1.57,1,1,13,0
809,810,16,0,3,90,2.28,4,2,4,0
810,811,16,0,3,81,3.99,3,1,4,0
811,812,17,0,2,81,3.03,4,1,3,0
812,813,17,1,2,75,1.32,2,2,5,0
813,814,18,0,2,86,1.66,4,2,9,0
814,815,16,0,3,86,0.47,4,1,13,1
815,816,16,0,3,83,3.22,0,1,14,0
816,817,16,1,2,100,2.26,0,2,15,0
817,818,18,0,3,78,1.89,5,2,4,0
818,819,18,1,2,97,1.82,3,1,2,0
819,820,17,0,3,76,0.93,0,2,7,0
820,821,17,0,3,82,1.1,5,3,13,1
821,822,17,1,1,92,1.29,3,1,1,0
822,823,17,0,1,80,0.01,5,2,4,0
823,824,16,0,2,74,2.17,0,3,5,0
824,825,16,1,1,78,3.96,0,1,6,0
825,826,16,1,3,79,1.31,1,1,7,0
826,827,16,0,2,85,1.91,3,2,7,0
827,828,18,0,1,98,3.52,5,3,11,1
828,829,18,1,2,70,2.14,4,2,10,0
829,830,16,1,2,77,2.38,0,2,7,0
830,831,17,1,3,75,1.43,3,3,4,1
831,832,16,1,1,76,1.9,4,2,11,1
832,833,17,0,3,89,2.07,0,1,4,0
833,834,18,0,2,99,3.05,2,3,6,1
834,835,18,1,2,96,3.49,4,2,10,1
835,836,17,0,2,85,2.65,0,2,11,0
836,837,16,1,1,95,1.8,0,2,11,0
837,838,16,1,3,82,3.38,5,1,10,0
838,839,17,0,3,70,0.89,4,1,14,1
839,840,16,1,1,100,1.41,3,3,10,0
840,841,16,1,3,90,1.15,1,3,14,1
841,842,18,0,3,88,1.71,5,1,2,0
842,843,17,0,2,87,2.98,0,3,12,0
843,844,16,1,2,98,0.67,3,1,6,0
844,845,18,0,2,96,3.54,2,1,8,1
845,846,16,0,1,77,2.24,5,2,4,0
846,847,16,0,2,71,1.69,4,3,1,0
847,848,17,0,3,82,0.52,3,2,3,0
848,849,16,0,1,86,2.45,3,1,11,0
849,850,18,0,3,88,1.27,3,3,15,1
850,851,16,1,1,77,2.92,1,2,6,0
851,852,17,0,3,78,3.9,1,1,5,0
852,853,16,1,1,96,0.75,5,1,11,1
853,854,16,1,3,78,0.15,5,2,9,0
854,855,17,1,2,99,0.81,2,2,1,0
855,856,16,0,1,86,2.26,0,2,2,0
856,857,16,0,3,84,0.52,1,3,11,1
857,858,17,1,3,92,1.48,5,3,8,1
858,859,16,1,3,84,0.78,1,2,1,0
859,860,18,1,3,91,2.91,1,2,2,0
860,861,16,1,2,90,0.01,1,1,8,0
861,862,16,0,2,77,0.16,5,3,8,0
862,863,17,1,1,74,2.93,5,2,7,0
863,864,17,0,1,86,3.87,2,3,6,0
864,865,17,1,3,76,2.36,3,3,1,1
865,866,17,0,1,80,0.3,4,3,11,1
866,867,16,0,3,90,3.19,4,1,15,1
867,868,18,1,1,76,0.11,3,2,15,0
868,869,18,1,1,74,0.8,0,2,7,0
869,870,18,1,3,86,1.9,2,2,3,0
870,871,17,1,2,72,2.39,2,1,10,0
871,872,16,0,3,85,1.61,1,1,3,0
872,873,16,0,2,94,2.55,3,1,10,0
873,874,16,0,1,97,2.09,1,2,3,0
874,875,18,0,2,85,3.63,4,3,5,0
875,876,18,0,3,84,4.0,4,1,10,0
876,877,17,1,1,85,2.92,3,3,13,0
877,878,18,0,2,77,0.35,4,1,6,0
878,879,18,1,2,85,1.32,5,1,11,1
879,880,18,0,3,94,2.09,2,1,7,0
880,881,18,0,1,84,1.05,1,2,6,0
881,882,16,1,1,80,3.49,2,1,12,0
882,883,18,0,2,92,0.79,3,2,3,0
883,884,18,0,2,74,0.82,3,1,6,0
884,885,18,1,2,90,3.62,4,1,6,0
885,886,18,0,1,79,2.68,0,3,7,0
886,887,18,1,2,78,2.47,5,1,7,0
887,888,18,0,2,90,2.83,0,1,12,0
888,889,17,1,1,81,0.86,3,3,11,0
889,890,17,0,1,98,2.35,2,1,2,0
890,891,16,0,3,91,2.76,5,2,9,0
891,892,17,1,1,99,1.03,1,1,2,0
892,893,16,1,1,73,3.36,0,2,6,0
893,894,17,0,3,90,2.22,0,1,4,0
894,895,17,0,1,82,2.01,2,2,3,0
895,896,17,0,3,96,3.45,3,1,11,1
896,897,16,0,1,98,0.75,4,3,11,1
897,898,16,0,3,97,0.08,5,1,1,0
898,899,17,1,2,72,3.08,2,2,1,0
899,900,17,1,2,98,0.89,3,1,10,0
900,901,16,0,2,72,0.45,5,1,14,1
901,902,16,1,3,99,1.01,5,1,10,0
902,903,17,1,2,93,0.63,1,2,4,0
903,904,17,0,1,83,1.06,3,2,1,0
904,905,17,0,3,98,0.36,4,1,13,1
905,906,17,0,1,95,1.93,3,1,2,0
906,907,16,1,1,91,2.78,3,1,6,0
907,908,18,0,1,88,3.63,2,3,7,0
908,909,16,1,3,85,2.98,4,3,13,1
909,910,16,1,1,97,0.43,4,1,2,0
910,911,18,1,2,71,2.14,0,1,14,0
911,912,18,1,3,74,0.32,0,1,5,0
912,913,16,1,2,74,2.29,1,1,7,0
913,914,16,1,3,87,2.11,1,3,15,1
914,915,18,1,1,94,0.03,4,2,5,0
915,916,18,1,2,95,3.02,5,2,2,1
916,917,18,1,3,81,2.57,5,2,1,0
917,918,16,0,1,82,1.82,3,1,2,0
918,919,17,1,1,72,3.68,0,3,1,0
919,920,18,1,3,91,1.81,1,2,3,0
920,921,17,1,3,94,1.84,4,3,14,1
921,922,17,1,3,88,0.65,3,1,8,0
922,923,16,0,3,79,2.66,2,1,14,0
923,924,16,0,2,74,0.67,3,2,11,0
924,925,17,0,3,81,1.24,0,1,3,0
925,926,16,0,1,79,2.8,5,2,15,1
926,927,18,1,2,76,1.22,3,3,14,0
927,928,18,1,1,87,2.41,0,1,3,0
928,929,17,1,1,96,3.91,2,2,12,1
929,930,17,0,3,88,0.17,3,2,15,0
930,931,18,1,2,85,1.58,2,1,4,0
931,932,18,0,3,82,3.6,0,3,2,1
932,933,17,0,1,76,2.36,0,3,7,0
933,934,18,1,3,88,3.77,0,3,5,1
934,935,16,0,3,86,3.8,5,1,4,0
935,936,16,0,3,100,3.31,4,1,12,1
936,937,17,1,3,98,1.39,0,3,13,1
937,938,16,1,3,81,0.11,1,1,4,0
938,939,17,0,3,70,3.82,3,3,5,1
939,940,16,0,2,76,0.82,5,2,12,1
940,941,16,1,3,95,0.97,4,2,3,0
941,942,17,0,2,76,2.66,2,3,6,0
942,943,18,0,3,99,2.81,2,1,15,0
943,944,17,0,2,72,3.84,1,3,13,0
944,945,17,1,1,89,2.38,3,1,7,0
945,946,18,0,2,82,1.76,5,2,11,1
946,947,16,0,2,88,0.5,1,2,2,0
947,948,17,0,1,70,3.43,5,1,13,1
948,949,17,1,3,79,0.18,3,3,5,1
949,950,17,0,3,92,3.41,5,1,1,1
950,951,16,1,2,87,1.35,2,3,12,0
951,952,16,0,3,80,3.63,1,3,7,1
952,953,18,1,3,74,3.4,2,2,13,0
953,954,17,1,1,74,2.8,3,3,15,0
954,955,18,1,3,88,0.09,1,2,1,0
955,956,18,1,3,75,2.77,5,2,6,0
956,957,17,0,2,84,2.25,1,1,9,0
957,958,17,1,3,80,1.01,4,2,9,0
958,959,18,0,3,88,2.31,4,2,14,1
959,960,16,1,2,99,3.4,3,2,3,1
960,961,18,1,2,89,0.84,3,3,9,0
961,962,16,0,2,72,1.36,1,1,5,0
962,963,16,0,3,73,0.35,5,3,10,1
963,964,18,0,3,78,3.11,4,2,12,1
964,965,17,1,3,96,0.4,3,3,14,1
965,966,18,1,3,88,3.65,1,2,3,0
966,967,18,0,3,74,2.04,5,1,6,0
967,968,16,1,3,77,1.09,3,2,9,0
968,969,18,1,2,80,0.28,0,2,9,0
969,970,17,0,2,99,3.27,4,2,11,1
970,971,18,0,3,73,1.57,3,3,14,1
971,972,18,0,1,85,3.54,5,2,11,1
972,973,16,0,2,84,2.88,5,2,14,1
973,974,17,1,3,83,0.34,2,2,13,0
974,975,17,1,2,73,3.09,1,2,5,0
975,976,16,0,1,96,3.29,1,2,7,1
976,977,17,1,2,73,0.4,4,2,2,0
977,978,17,1,2,76,2.68,4,3,5,0
978,979,18,1,2,72,0.88,5,1,5,0
979,980,16,1,2,75,1.34,1,1,14,0
980,981,17,1,3,94,0.56,5,1,7,0
981,982,16,1,1,93,0.18,5,1,11,1
982,983,18,0,3,97,3.43,3,3,11,1
983,984,17,1,2,73,3.73,4,2,4,0
984,985,16,1,2,73,2.89,4,2,3,0
985,986,17,1,2,77,0.66,1,3,11,0
986,987,16,0,1,97,0.0,1,1,13,0
987,988,18,1,1,88,1.45,3,3,6,0
988,989,18,1,3,72,2.18,1,3,7,1
989,990,17,1,2,100,1.67,0,1,13,0
990,991,17,1,1,86,2.67,5,3,11,1
991,992,16,1,2,77,1.11,3,2,3,0
992,993,17,0,3,80,1.16,5,3,4,1
993,994,18,1,3,83,0.02,2,1,8,0
994,995,18,1,1,97,2.57,3,1,9,0
995,996,18,0,3,86,3.38,0,1,11,0
996,997,17,0,1,95,3.66,2,3,2,1
997,998,16,1,2,75,2.35,3,1,12,0
998,999,18,1,1,90,0.77,1,2,7,0
999,1000,18,1,3,78,1.64,2,1,9,0
