,Total Revenue,Total Expenses,Gross Profit,Number of Employees,Number of Bank Accounts,Number of Countries Operational in,Number of Transactions,Average Transaction Value,Account Suspension/Termination,Customer Complaints,Regulatory Actions,History of Fraud,label
417,7990730,314940,307358,116,9,3,14061,269,True,True,False,True,0
418,9037430,274114,400762,188,8,3,63660,232,False,False,True,True,1
419,4315373,288966,241736,466,9,3,85962,186,False,False,False,True,1
420,3507584,332409,361480,268,5,3,36422,144,False,True,True,True,0
421,3386918,416617,194483,250,8,3,49360,473,False,True,False,False,0
422,6139442,133305,286151,473,3,3,76140,340,True,True,True,False,1
423,4430888,326419,182599,362,6,3,25037,125,False,True,False,True,0
424,5128509,367136,397405,158,10,3,60949,123,True,False,False,False,0
425,6826027,107672,149234,411,2,3,63477,179,True,True,False,False,1
426,2004111,488488,258678,173,10,3,10620,266,True,False,True,False,0
427,2771547,104992,269507,452,2,3,64612,321,True,True,False,False,1
428,7177457,369462,239956,489,3,3,44441,371,True,False,False,False,1
429,4684061,121077,288850,448,3,3,11795,382,True,True,False,True,1
430,3667270,480092,328322,167,10,3,34652,302,True,False,True,True,0
431,2040468,488003,142984,293,9,3,70352,452,False,True,True,False,0
432,8712198,428449,250400,118,2,3,30188,299,False,True,False,False,0
433,5277170,127361,160822,229,1,3,98479,281,False,True,True,True,0
434,5558277,240557,475619,226,10,3,89036,265,False,False,False,True,1
435,5075237,471448,153123,427,4,3,28971,234,True,True,True,True,1
436,1022658,190885,495365,469,6,3,70513,381,False,True,False,True,1
437,8157563,197224,281542,105,7,3,89416,208,True,False,True,False,0
438,6979973,266669,469424,223,4,3,54055,112,True,True,True,True,1
439,9918053,278016,250160,241,1,3,86943,170,False,True,True,False,0
440,8623402,240537,299589,129,6,3,60299,203,False,True,True,False,0
441,2350624,296015,451596,394,1,3,90700,211,True,False,False,False,1
442,7149138,495540,325237,118,10,3,41374,360,False,True,True,True,0
443,6051216,298666,322302,396,10,3,83839,195,False,True,False,False,0
444,2135148,205334,243074,373,1,3,91960,304,True,True,True,False,0
445,6559779,409656,104931,146,7,3,80423,205,True,False,True,True,0
446,5674330,393871,455631,328,9,3,25242,270,True,False,True,True,1
447,9815792,246347,439759,170,2,3,42376,438,False,False,True,False,1
448,6392961,263612,408493,428,10,3,21609,384,True,False,True,True,1
449,4531921,143078,132204,288,4,3,60004,319,False,True,False,True,0
450,7668930,448668,248597,255,6,3,83557,206,True,False,True,True,0
451,4331512,112026,339460,232,4,3,21495,107,False,False,True,True,0
452,4434832,159523,283485,180,9,3,95619,436,True,False,False,False,0
453,6052357,294277,127878,346,2,3,73725,217,True,False,False,False,0
454,3556550,329578,398286,242,5,3,60253,122,False,False,True,False,0
455,5736154,408240,109878,426,1,3,37313,418,False,False,False,True,1
456,1498931,197633,377868,482,8,3,46817,411,False,True,True,True,1
457,7038163,205173,485900,326,10,3,58572,335,False,False,False,True,1
458,1261128,264192,493852,315,9,3,98797,296,False,True,True,True,1
459,5074230,368563,332249,434,6,3,62581,466,True,True,True,False,1
460,8584696,148194,486716,475,5,3,46603,464,True,True,False,False,1
461,7705587,316298,361473,301,9,3,33761,232,False,True,False,False,0
462,5532973,162788,458438,333,7,3,61029,431,False,False,True,True,1
463,5328902,172175,404592,375,10,3,76501,344,True,False,False,True,1
464,6321771,366347,430066,182,6,3,49323,260,False,False,True,False,1
465,5572024,483969,334033,175,5,3,74883,327,False,True,False,True,0
466,6615164,181755,100335,166,6,3,37705,404,True,True,False,True,0
467,4680451,129020,310131,128,1,3,74720,370,False,True,True,False,0
468,1856599,438314,457860,289,9,3,39800,164,True,True,True,False,1
469,5951627,238880,195247,499,7,3,82322,456,False,False,True,False,1
470,7631710,464066,494608,122,1,3,10064,308,False,False,True,True,1
471,9966970,104350,467010,162,2,3,73497,146,True,True,True,False,1
472,8627284,462286,398397,352,7,3,43300,210,False,True,True,False,0
473,4263409,477931,308928,170,10,3,47154,162,True,False,False,True,0
474,6638346,169225,210734,191,10,3,28800,399,True,False,False,True,0
475,2501655,297036,265091,298,2,3,86972,148,True,True,True,False,0
476,2497220,403720,431197,234,10,3,62928,453,True,False,False,False,1
477,1806738,495680,249985,179,2,3,42157,251,False,False,False,True,0
478,5090855,260569,113314,386,3,3,93109,273,False,False,False,False,0
479,2207116,167873,417269,475,9,3,91696,126,False,False,False,True,1
480,2808328,488952,275389,136,10,3,33311,126,True,False,False,True,0
481,8762431,362298,290480,334,6,3,87261,182,False,False,True,False,0
482,7595358,277404,285050,102,1,3,33959,238,True,True,True,True,0
483,8011917,349514,215466,463,8,3,18965,228,False,False,False,True,1
484,4958095,344648,288897,292,1,3,89937,226,True,False,False,True,0
485,5596955,368162,476235,238,1,3,66239,297,False,True,True,True,1
486,9552554,286399,364508,320,6,3,86647,196,False,False,False,True,0
487,3976281,185743,323193,395,2,3,10590,353,False,True,False,False,0
488,9329442,422897,145803,259,3,3,22910,169,False,False,False,False,0
489,5944692,271348,164286,121,9,3,66975,129,False,False,False,False,0
490,5949092,468861,444318,233,8,3,24003,480,False,True,False,True,1
491,5558314,436096,124164,424,1,3,62321,497,True,True,True,False,1
492,3644570,151622,165305,347,1,3,63090,219,False,True,True,True,0
493,8503153,128500,275458,151,6,3,74759,109,False,True,False,True,0
494,6959987,202663,483545,276,4,3,12337,349,True,True,True,False,1
495,1205730,406087,231532,305,4,3,56455,455,True,True,False,True,0
496,8113474,375775,406351,478,5,3,38039,274,True,False,True,True,1
497,4188677,490163,147971,493,4,3,69571,229,False,True,True,False,1
498,1212354,362212,217767,499,4,3,64491,481,True,True,False,False,1
499,5331118,467959,477089,201,9,3,72496,414,False,False,False,False,1
500,8224544,197904,281137,188,5,3,51244,279,True,False,True,True,0
501,9409712,239215,249580,247,3,3,66677,202,False,False,True,True,0
502,2180113,133803,490425,304,5,3,79515,412,False,False,False,True,1
503,7184492,223438,225641,458,6,3,61116,114,False,False,True,False,1
504,7796465,470638,477422,314,8,3,82017,320,True,True,True,True,1
505,7870425,218585,116231,343,1,3,70350,172,False,True,False,False,0
506,6582266,290814,112717,385,2,3,51232,460,True,False,False,True,0
507,3074971,418244,132250,454,4,3,51122,157,False,False,False,False,1
508,9851163,267948,351471,338,10,3,13606,337,True,False,True,False,0
509,2090620,184450,196361,407,1,3,41908,140,False,False,False,False,1
510,9621108,242384,443948,289,4,3,78531,396,True,True,False,False,1
511,4151337,129625,343453,474,8,3,18510,154,True,False,True,True,1
512,5448508,427684,193507,232,1,3,18591,446,False,True,True,False,0
513,5385223,411521,414476,252,2,3,47037,339,True,False,False,True,1
514,1868764,316623,180247,182,7,3,78932,219,True,True,True,True,0
515,6131981,286330,324231,483,7,3,66683,426,True,False,True,True,1
516,1382718,342998,477980,462,9,3,49415,466,False,False,True,False,1
517,1923271,375472,426141,354,1,3,90170,108,True,False,False,True,1
518,5645708,461330,487165,294,5,3,93684,475,True,True,True,False,1
519,8411115,384100,205875,447,4,3,81212,480,False,True,False,False,1
520,3410168,239094,356858,229,10,3,24439,405,True,False,False,False,0
521,9041551,495288,352900,134,6,3,87601,272,True,False,True,False,0
522,8444483,311438,231469,435,3,3,55433,230,False,False,True,False,1
523,5923155,191318,241876,118,5,3,83662,472,False,True,True,False,0
524,3842395,233423,222164,283,1,3,42205,162,False,False,True,True,0
525,4663412,355769,179226,296,10,3,59626,221,True,True,False,True,0
526,2390157,144162,256564,401,5,3,60599,299,False,False,True,True,1
527,8785093,153622,240986,394,5,3,76099,210,True,False,True,False,0
528,8440750,425585,191721,284,7,3,17971,405,False,False,False,False,0
529,1849115,203001,377523,101,7,3,30731,180,True,True,True,True,0
530,3033758,132583,399314,170,5,3,39683,157,False,True,True,True,0
531,6808425,330311,435258,195,4,3,51661,368,False,True,False,True,1
532,9443226,150827,364231,479,8,3,25811,231,False,False,False,True,1
533,6346699,193040,117685,167,9,3,53399,117,False,False,True,True,0
534,6653219,477374,318224,105,4,3,38400,409,False,True,False,False,0
535,9283591,155777,243011,105,7,3,49983,199,False,True,True,True,0
536,8053940,278541,380918,141,9,3,47284,264,False,True,True,False,0
537,3701116,174031,273030,179,4,3,40250,173,True,False,True,False,0
538,7968422,279520,270384,415,4,3,21916,496,True,True,False,True,1
539,7646094,399517,414403,451,4,3,78376,152,False,True,True,False,1
540,7511644,142664,137443,409,8,3,13476,450,False,True,True,False,1
541,5533081,110584,305315,159,7,3,29195,151,True,True,False,False,0
542,4262053,131322,176550,393,4,3,91117,192,True,True,True,True,0
543,3217028,320558,176925,223,3,3,50970,320,True,False,False,True,0
544,6525134,210636,441579,338,7,3,21783,379,False,True,True,True,1
545,9205540,452173,468639,481,10,3,88070,206,False,False,False,False,1
546,9095232,323337,294441,317,10,3,97084,373,True,True,True,False,0
547,2014286,214850,303769,240,2,3,42098,156,True,False,False,True,0
548,1503690,172304,308633,216,9,3,79034,212,True,False,False,False,0
549,6655329,288484,390344,260,7,3,61291,183,False,False,False,False,0
550,6461186,392647,211646,421,2,3,37657,259,False,False,True,True,1
551,4560237,268916,437306,448,9,3,92954,426,True,False,True,True,1
552,4790240,325362,215502,211,9,3,22682,262,False,False,False,False,0
553,1129144,315730,355864,263,2,3,12845,486,False,True,True,False,0
554,1208590,366105,159186,458,10,3,52056,317,True,False,True,False,1
555,8182752,182441,138783,174,3,3,26178,389,False,False,True,False,0
556,2002676,169427,201275,429,8,3,49215,300,False,True,False,True,1
557,8491811,499137,119720,256,9,3,67061,465,True,False,False,False,0
558,9230027,223542,471328,322,6,3,55976,478,True,False,True,False,1
559,1989372,124607,447291,254,1,3,57828,122,True,False,True,False,1
560,3871989,286885,296933,284,9,3,97720,369,True,True,True,True,0
561,7657371,175177,371651,155,7,3,95458,468,False,True,False,False,0
562,8976543,404955,490877,383,2,3,69621,354,False,False,True,True,1
563,7725585,379194,425429,178,8,3,42602,161,True,False,False,True,1
564,9882205,467313,493828,438,8,3,20160,442,True,False,False,False,1
565,4552491,497597,146064,475,10,3,61485,356,True,True,True,True,1
566,7114448,296487,296583,173,9,3,72030,461,False,False,False,True,0
567,3834765,285549,127661,140,3,3,77519,475,True,False,True,True,0
568,8292639,227764,230763,135,1,3,39106,404,True,True,True,False,0
569,8835260,318518,198019,375,9,3,14579,152,False,False,False,False,0
570,3879837,233810,389684,481,3,3,58693,454,False,False,True,False,1
571,7424203,165732,376838,411,9,3,35765,121,True,False,True,True,1
572,1601836,105235,246419,193,2,3,85050,154,True,False,True,True,0
573,2526431,336748,309625,475,8,3,36280,281,False,True,False,False,1
574,3934091,138228,279303,323,10,3,71116,222,True,True,True,True,0
575,9296677,484283,169072,212,2,3,97956,462,False,True,True,True,0
576,4690783,322105,241003,333,4,3,89393,190,True,False,False,True,0
577,5236110,344473,338234,294,2,3,17499,222,True,True,False,True,0
578,1951566,259104,123398,109,5,3,41522,261,True,True,False,False,0
579,3297453,177641,249743,237,7,3,23726,213,False,False,True,True,0
580,9682198,423305,241770,232,6,3,22198,494,False,True,False,False,0
581,4673031,120216,409044,412,8,3,49649,351,True,False,True,False,1
582,1560795,263777,358124,397,5,3,64434,453,True,True,True,False,0
583,8927842,347565,443421,173,3,3,10080,429,False,False,True,False,1
584,5869374,194631,405294,276,8,3,77982,111,True,False,True,False,1
585,5848887,286044,292109,405,2,3,90873,322,True,True,False,True,1
586,2144487,473626,154935,283,5,3,20406,318,True,False,True,True,0
587,8878263,358724,387371,167,7,3,35836,275,False,True,False,True,0
588,9405400,310782,452120,269,9,3,13608,372,True,True,False,False,1
589,3815200,122501,159722,488,2,3,42334,235,True,False,False,True,1
590,5114381,203227,322041,458,6,3,25714,201,True,True,False,True,1
591,2033354,354717,341378,214,5,3,60012,116,True,True,True,False,0
592,5063645,104940,341203,208,9,3,23642,486,False,False,False,True,0
593,8618514,449376,424956,122,6,3,88561,460,True,False,True,True,1
594,9817276,135936,118108,269,7,3,52176,355,False,True,False,True,0
595,2958936,321454,128698,498,10,3,25677,481,False,False,True,True,1
596,6647162,242602,391969,448,10,3,15899,282,False,True,True,True,1
597,7475244,405999,328983,386,10,3,52521,123,True,False,False,False,0
598,2269315,379725,340301,316,10,3,86361,100,True,False,False,True,0
599,9167938,232565,301573,202,10,3,25193,220,True,True,True,False,0
600,3260745,247381,164401,168,1,3,54530,455,True,True,True,False,0
601,8926675,258871,483399,157,7,3,45469,142,True,True,False,True,1
602,3040145,278410,385292,305,9,3,14504,282,True,False,False,False,0
603,9282123,417994,405119,137,5,3,31301,372,True,True,True,True,1
604,5754207,322525,435393,286,10,3,64873,487,True,False,True,False,1
605,5473849,220135,136165,308,9,3,42131,497,True,True,False,True,0
606,5055768,137260,456578,301,8,3,50989,309,True,True,False,True,1
607,7968152,234187,208088,283,8,3,56638,490,True,True,True,True,0
608,5723144,346208,196125,118,9,3,86022,195,False,False,True,False,0
609,8503202,365902,295776,241,1,3,93554,488,False,True,True,False,0
610,8418854,120296,124256,136,2,3,51920,402,True,True,True,False,0
611,3869821,313999,429909,271,1,3,91950,109,True,True,False,False,1
612,9313483,250267,434368,399,1,3,83388,146,False,False,True,True,1
613,1296554,240730,348290,190,2,3,24537,247,True,True,False,False,0
614,2131471,397664,211876,370,6,3,59004,265,True,True,True,False,0
615,7117307,390298,452151,162,10,3,32467,214,False,True,False,False,1
616,5023162,352539,163835,437,3,3,34035,132,True,True,True,False,1
617,9391550,353486,412941,355,7,3,32979,206,False,False,True,True,1
618,8711974,347790,367620,280,9,3,48652,249,True,True,True,False,0
619,3575343,194670,476111,305,7,3,47186,165,True,True,True,False,1
620,4060809,365459,314136,438,2,3,47550,257,True,False,True,True,1
621,9007140,483846,403872,357,5,3,80276,259,True,True,True,False,1
622,9728626,321299,151947,430,2,3,49894,297,True,True,True,True,1
623,8850844,452871,368925,425,1,3,12177,394,False,False,True,True,1
624,9969047,287892,399548,465,10,3,22433,319,True,False,True,False,1
625,6064515,226358,152409,496,10,3,38816,121,True,False,True,False,1
626,4672634,226343,411983,461,9,3,98980,137,False,True,False,True,1
627,1342397,359881,235146,172,4,3,32874,486,True,True,True,False,0
628,9067246,237378,225757,288,1,3,48286,174,False,False,True,False,0
629,6004190,178337,216473,426,9,3,46616,189,False,False,True,False,1
630,2629326,418224,463290,281,4,3,96516,171,False,False,False,False,1
631,1538792,319100,436395,182,6,3,27965,296,False,False,True,False,1
632,4291240,179505,386872,285,8,3,28647,442,True,False,True,False,0
633,3345056,187140,298945,346,6,3,84533,177,False,True,True,True,0
634,2404362,163467,295787,188,2,3,26904,134,False,False,False,False,0
635,1351324,274008,245709,180,2,3,91898,213,True,False,False,True,0
636,9944910,403526,305264,254,6,3,12049,169,False,True,True,True,0
637,4479727,466008,465888,285,6,3,90562,346,True,True,False,False,1
638,5638159,446806,499711,399,4,3,79546,431,False,False,False,False,1
639,6843191,232135,414832,338,8,3,80492,133,False,False,True,False,1
640,3347515,450672,490915,122,7,3,13772,424,False,True,True,False,1
641,2898726,452854,373697,193,1,3,27039,220,False,True,False,True,0
642,8796858,228275,306255,195,2,3,30402,470,False,True,True,True,0
643,6758428,123991,468130,141,7,3,23543,312,True,True,True,True,1
644,8469712,301066,483131,159,7,3,45806,319,True,True,True,True,1
645,4208791,158812,269932,142,7,3,71044,356,True,False,True,False,0
646,8193480,470050,480757,329,10,3,65082,193,True,False,True,False,1
647,8808044,411961,474638,326,7,3,21186,322,True,True,True,True,1
648,3647375,261290,384238,380,9,3,36505,272,False,False,True,True,0
649,2255231,401933,141585,218,5,3,15190,473,True,False,True,False,0
650,4216923,351415,393119,324,1,3,26865,304,True,False,True,True,0
651,5988318,187917,110205,298,4,3,30993,157,False,True,True,True,0
652,5813893,317416,335651,375,3,3,30040,190,False,True,False,True,0
653,7963188,210799,232244,389,5,3,75999,165,True,False,True,False,0
654,3142313,130153,446541,371,7,3,18184,238,False,True,False,True,1
655,8182257,411370,377565,268,10,3,14102,434,False,False,True,True,0
656,6134655,414766,319525,404,7,3,56443,397,True,False,True,True,1
657,2950528,120228,295184,123,5,3,42052,105,True,True,True,False,0
658,9694568,258669,288937,180,6,3,24982,360,True,True,True,True,0
659,9065724,328160,331694,285,1,3,27910,151,False,True,True,True,0
660,2484010,203607,461548,423,5,3,57885,304,True,True,True,False,1
661,9625285,116789,450294,392,4,3,47112,142,True,True,False,False,1
662,3564739,126094,205923,156,2,3,73773,266,True,False,False,True,0
663,6012807,492153,317693,224,3,3,85531,361,True,False,True,True,0
664,5923141,131712,336654,211,9,3,96366,212,True,False,True,False,0
665,9792068,262862,218527,388,10,3,30374,169,False,True,False,False,0
666,5889603,199192,342054,178,5,3,16415,425,True,False,True,True,0
667,3094702,260685,308317,122,8,3,13987,385,False,True,False,False,0
668,4413249,221953,483632,370,1,3,51966,296,False,True,False,True,1
669,6219626,183939,218251,193,3,3,93293,332,True,False,False,True,0
670,4977842,361383,242116,255,6,3,73743,126,False,True,True,True,0
671,4741447,450836,437851,417,3,3,27194,183,False,False,False,True,1
672,4058138,389071,367283,139,6,3,68897,495,False,False,True,False,0
673,1936224,415013,197141,284,9,3,48315,280,True,True,False,False,0
674,9248478,114057,379504,342,1,3,61402,112,False,True,False,True,0
675,4414902,277507,263662,313,9,3,14114,384,False,True,True,True,0
676,4130002,499968,410821,132,9,3,64832,182,True,True,True,True,1
677,9400795,179531,468509,368,8,3,59374,332,True,False,True,True,1
678,5516242,443983,412514,349,1,3,99700,469,False,True,False,False,1
679,5681438,219355,422754,291,1,3,22742,203,False,True,True,True,1
680,5914953,141613,490214,258,4,3,77119,162,False,False,False,False,1
681,8794894,309464,217794,453,8,3,70438,477,True,True,False,True,1
682,5548093,448628,339367,260,1,3,29385,207,False,False,False,True,0
683,3006061,266013,264837,294,9,3,57749,283,True,False,False,True,0
684,6872995,174673,477922,262,9,3,53410,430,True,True,False,True,1
685,5907446,217589,287743,409,5,3,98225,330,False,False,True,True,1
686,2954902,106543,140316,305,3,3,51496,168,True,False,True,False,0
687,2961301,198062,437291,162,8,3,62806,123,False,False,True,False,1
688,9033650,438692,386561,208,5,3,92055,150,False,False,True,True,0
689,2548458,291672,318411,276,7,3,30683,475,False,True,False,False,0
690,8164750,298021,192346,217,6,3,94301,423,True,True,False,False,0
691,6932146,415197,388215,385,1,3,38081,192,True,True,False,True,0
692,6830575,424417,227263,449,3,3,27972,210,False,True,False,True,1
693,5490726,318429,251068,223,8,3,76221,130,True,False,False,False,0
694,1080468,335940,366213,185,3,3,33316,433,True,True,True,False,0
695,6936276,310071,350412,368,6,3,41280,147,True,False,False,False,0
696,8332017,365320,394013,289,10,3,26420,295,False,False,True,True,0
697,7955452,101372,151982,255,7,3,58706,120,True,True,False,True,0
698,1835551,414910,197505,440,9,3,35714,361,False,True,True,False,1
699,7520664,417864,126712,309,3,3,28924,311,False,True,True,True,0
700,8488673,416333,301647,317,8,3,81699,171,True,False,True,True,0
701,1315314,225698,354470,264,4,3,97289,315,False,True,True,True,0
702,7670540,441333,494659,344,7,3,38415,347,True,False,True,True,1
703,5750700,271073,165383,389,9,3,89060,439,False,False,True,False,0
704,9642481,481652,122095,100,2,3,46804,134,False,True,False,True,0
705,2171993,160110,272528,458,7,3,95762,306,False,False,True,True,1
706,5714191,491857,318683,442,3,3,15897,359,True,True,True,True,1
707,9277546,368252,141940,214,2,3,39917,277,True,True,False,True,0
708,7330530,134680,488696,404,3,3,57271,340,True,False,True,True,1
709,7862842,261412,207584,159,9,3,62058,457,False,False,False,True,0
710,6303585,282900,261236,304,6,3,41537,193,False,True,False,False,0
711,3605782,418965,196984,193,7,3,20107,319,False,False,False,False,0
712,7784776,392422,107418,367,2,3,86976,278,False,False,False,False,0
713,1625092,448208,296530,429,5,3,42168,366,False,True,False,False,1
714,8042068,274733,498539,125,1,3,61656,230,False,True,True,True,1
715,2107318,339755,461129,384,3,3,30054,235,False,False,False,True,1
716,9422265,285218,123405,406,3,3,87059,442,True,True,False,False,1
717,5434612,384854,238259,445,4,3,90771,136,False,False,True,False,1
718,9689003,340225,163036,458,10,3,27965,381,True,True,True,True,1
719,7639150,350275,135342,490,6,3,76481,279,False,False,True,True,1
720,7597395,126194,218573,403,10,3,38712,202,False,True,False,True,1
721,5374411,330544,199528,178,9,3,24859,433,False,False,True,True,0
722,9621594,167869,454712,191,8,3,56105,146,True,False,True,False,1
723,3401076,262025,352558,496,7,3,40928,188,True,True,False,True,1
724,9034593,141975,236555,403,10,3,29678,305,True,True,True,False,1
725,9113636,180981,140343,411,8,3,22838,492,True,False,True,False,1
726,4490651,367809,340044,263,2,3,39263,233,False,False,False,False,0
727,9311678,466157,157191,143,10,3,58023,170,True,False,False,False,0
728,9914141,189247,168422,151,5,3,40484,404,True,False,False,False,0
729,4137472,305022,443999,270,2,3,43994,428,True,True,True,False,1
730,4664375,423517,466650,194,4,3,72890,409,True,False,False,True,1
731,3484333,317785,491304,192,5,3,82640,438,True,False,False,True,1
732,8129076,496184,219176,145,9,3,37910,308,False,True,False,False,0
733,9640378,269014,418928,350,1,3,15754,338,False,False,False,True,1
734,7692695,162927,158001,494,3,3,52340,133,False,False,False,True,1
735,3921991,114287,327150,228,10,3,55534,199,True,True,False,False,0
736,7781344,124361,378128,480,7,3,68046,380,True,True,True,True,1
737,8431246,450073,333471,465,1,3,18048,233,True,True,True,False,1
738,4235716,221680,332128,300,9,3,95745,277,True,False,True,True,0
739,6791302,335972,281559,250,1,3,56784,449,False,True,True,True,0
740,7473073,145526,309637,184,9,3,83458,377,True,True,False,True,0
741,8028636,355254,316597,197,8,3,88574,187,False,True,False,True,0
742,1121136,273662,478419,422,9,3,79196,179,False,False,True,False,1
743,2809812,488249,133064,353,8,3,32697,278,True,True,True,False,0
744,8676166,250873,382040,123,1,3,14793,419,False,False,False,False,0
745,5969376,422533,391099,437,5,3,36104,111,True,True,False,True,1
746,6820601,279007,360618,214,9,3,84368,249,False,True,True,True,0
747,5523037,257017,481650,236,6,3,73812,222,False,True,False,True,1
748,3686855,409431,356793,387,7,3,52405,387,False,False,False,False,0
749,4364560,331318,291456,215,8,3,70268,303,True,True,True,False,0
750,7306551,327797,201503,101,9,3,51248,221,False,True,False,True,0
751,3965867,152935,445573,149,4,3,36694,316,False,False,True,False,1
752,4703230,119193,139086,128,7,3,65124,312,False,True,True,True,0
753,3332704,178093,462654,328,6,3,45507,215,False,True,False,False,1
754,5809404,308658,278041,428,1,3,89040,113,True,True,False,False,1
755,1501265,261612,372855,236,10,3,78630,368,False,True,False,True,0
756,2183834,169205,203080,417,8,3,54458,384,False,True,False,True,1
757,8073008,223997,244313,255,9,3,38072,247,True,True,True,False,0
758,1388743,113177,366929,259,7,3,76900,313,False,True,False,False,0
759,5673219,390058,245159,359,10,3,23348,436,False,False,False,True,0
760,8821118,470959,283858,115,10,3,94642,295,False,True,True,False,0
761,5906040,473962,307939,319,1,3,40580,424,False,False,True,True,0
762,6624332,146436,376883,286,1,3,49726,186,True,True,True,True,0
763,3242524,212961,272719,153,3,3,13861,432,False,True,True,False,0
764,9897207,417420,108288,184,2,3,24898,316,False,False,False,False,0
765,5248051,182422,317191,193,7,3,89877,411,False,True,False,True,0
766,2151116,482079,315414,106,6,3,92556,182,True,True,True,False,0
767,1126957,306703,292476,411,2,3,40204,116,False,False,False,True,1
768,4408156,355943,133139,105,4,3,32506,247,True,True,True,False,0
769,7384730,465517,467157,346,7,3,57623,367,True,True,True,True,1
770,2734851,345610,444908,409,8,3,94326,336,True,False,True,False,1
771,1735349,315472,386513,212,1,3,55309,179,False,True,True,False,0
772,5088647,485515,190050,301,9,3,85390,265,False,True,True,False,0
773,2046111,270250,319606,169,10,3,31238,166,False,True,True,False,0
774,8690075,490759,385313,351,6,3,24115,229,True,True,False,True,0
775,8357811,259871,451537,362,4,3,24077,434,True,False,False,False,1
776,9172775,472017,179569,457,9,3,64319,355,True,False,False,True,1
777,2596363,395321,488006,427,3,3,86787,225,True,True,True,True,1
778,3462941,477082,351068,244,9,3,64129,147,True,False,True,False,0
779,8502446,105764,211713,394,2,3,90197,331,False,False,True,True,0
780,9967042,406328,329432,406,1,3,22462,481,True,True,False,True,1
781,3267024,265814,477757,109,3,3,75462,309,False,False,False,False,1
782,3962585,226930,404464,396,9,3,25032,400,False,False,False,False,1
783,5872332,178732,319167,190,7,3,35654,264,False,False,True,False,0
784,7326794,122384,135736,208,4,3,85436,407,True,True,False,False,0
785,4678746,367185,463043,246,10,3,68137,487,False,False,True,True,1
786,9649436,263061,203933,365,8,3,62807,412,True,False,True,True,0
787,6467540,218727,237199,288,8,3,10479,498,False,False,True,True,0
788,3348996,358091,186143,179,4,3,82550,268,False,True,True,False,0
789,9140621,119405,235772,296,4,3,29295,254,True,False,True,True,0
790,8712975,161014,363399,439,7,3,48447,391,False,False,True,False,1
791,1125852,409813,142960,469,3,3,42374,416,True,True,True,False,1
792,8735816,465400,294770,459,1,3,88463,424,True,True,True,True,1
793,8933473,307573,359578,257,5,3,32576,321,False,False,False,False,0
794,5300129,356530,324126,476,8,3,27770,194,False,True,True,False,1
795,2103145,160789,290894,160,7,3,42584,283,False,True,False,True,0
796,6827752,453648,266519,398,2,3,22446,478,True,False,False,True,0
797,4106511,149497,497051,209,6,3,52899,172,False,True,False,True,1
798,6016729,200925,224024,199,2,3,50298,498,True,False,True,False,0
799,1381878,235887,487830,291,7,3,80893,141,True,True,True,True,1
800,8013013,213961,151643,459,5,3,77142,339,True,True,True,False,1
801,5990582,383026,489190,351,6,3,30890,399,False,True,False,True,1
802,4843528,101809,477297,334,7,3,60144,269,True,True,True,False,1
803,1635200,417898,427257,426,2,3,56215,419,True,False,True,False,1
804,6715315,224461,201522,290,8,3,13194,141,False,False,False,False,0
805,6771432,366894,290864,407,4,3,22161,490,True,False,False,False,1
806,1059773,288420,226617,301,4,3,95259,170,False,False,True,True,0
807,4565937,391000,221532,233,1,3,11230,171,True,False,True,False,0
808,7771769,447353,260433,300,6,3,18881,474,True,True,False,True,0
809,1238436,120133,297719,461,5,3,21995,322,True,False,True,False,1
810,4088540,365097,395978,488,7,3,50702,483,True,False,False,False,1
811,7745202,198580,408116,114,2,3,33674,297,False,True,False,True,1
812,4976446,107785,355469,157,6,3,20431,273,True,False,False,True,0
813,1481175,126204,233502,113,6,3,15463,164,True,False,False,False,0
814,4314948,418278,337267,482,8,3,83680,167,True,True,True,True,1
815,2732537,244677,138191,129,6,3,37250,269,False,False,False,True,0
816,9386004,387730,194176,219,6,3,51630,267,True,False,True,False,0
817,7586823,396707,441843,350,8,3,34983,396,False,True,False,False,1
818,1865825,245735,187663,466,4,3,58529,389,False,False,False,False,1
819,1456101,112657,470756,476,4,3,68373,321,False,True,False,True,1
820,1142477,295289,412058,223,10,3,33430,371,False,True,True,False,1
821,5780608,477982,361353,150,5,3,60305,359,False,False,True,False,0
822,1761963,102637,409802,484,4,3,52995,289,False,False,False,True,1
823,7922195,213723,305680,143,1,3,24165,466,False,True,False,False,0
824,9143565,373686,362322,168,1,3,95262,278,False,True,True,True,0
825,6238400,467871,188784,183,5,3,64680,197,True,True,True,False,0
826,2986692,274787,271887,294,9,3,57920,125,False,True,True,False,0
827,8372220,212904,469314,329,8,3,68252,295,True,True,False,True,1
828,6806923,336563,475300,240,7,3,46905,136,True,True,False,True,1
829,8314725,113160,243533,474,2,3,57599,439,False,True,True,True,1
830,4623936,401422,150135,142,7,3,51761,420,False,True,False,True,0
831,5450391,301496,448156,180,1,3,96462,331,True,True,False,False,1
832,6176597,341512,122016,494,10,3,10239,434,True,True,True,False,1
833,8025296,100082,423554,422,10,3,42949,139,True,True,True,False,1
834,6954669,163702,159710,235,5,3,32501,345,True,True,True,True,0
835,8218972,336066,386388,239,1,3,43082,438,True,True,False,True,0
836,5866807,337008,140306,360,6,3,52466,393,True,False,False,True,0
837,9464885,119049,231183,482,5,3,89538,350,True,True,False,False,1
