,Molecule_ID,Molecular_Weight (g/mol),Lipophilicity (LogP),Polar_Surface_Area (Å²),Hydrogen_Bond_Donors,Hydrogen_Bond_Acceptors,label
400,401,233.62441179468496,0.8352095395047493,81.3087499846325,1,6,1
401,402,649.3275114733747,0.8380960814415883,32.90813999257718,2,6,1
402,403,442.7312336728857,0.18335713466771486,93.73320108114176,2,5,1
403,404,609.7578823760257,3.6820100753282023,76.01914911141085,2,7,1
404,405,346.4257925359181,3.3190226381090255,141.8817151523017,1,5,1
405,406,645.6720788180243,2.3731543787490694,129.04026490148425,0,9,0
406,407,382.3848729417648,4.220852244845986,85.6268710755572,0,2,1
407,408,185.63557876975514,4.028350764750266,59.22065976589822,3,3,1
408,409,650.7986277380171,2.9267718219837606,197.84647390800654,3,2,0
409,410,227.46907192878945,4.341356402566293,101.72029181530067,1,0,1
410,411,346.0430915470157,1.0292060501838414,143.88936244044265,4,9,1
411,412,674.0322228664186,0.5595980969886394,45.29953416410494,0,4,1
412,413,674.3157164075292,1.348748057584948,107.40614593869161,3,0,0
413,414,478.1877018241088,0.28543428044657426,24.956609576503787,0,0,1
414,415,508.5553503282956,2.65584764000516,110.98192122388099,1,1,0
415,416,413.1916714287263,4.683028461474807,193.52313328118643,1,3,1
416,417,332.46960128299355,0.19671770334254823,89.15720833744405,4,5,1
417,418,350.9055635923563,0.610549570050134,27.019282263484087,4,7,1
418,419,529.70959716006,2.2609951414171765,25.572042365481835,1,2,1
419,420,571.2347553075936,4.669375087639525,89.83761679043651,3,0,0
420,421,591.6211027374412,1.5807805248837525,48.80448856337493,0,2,1
421,422,590.601434253168,2.536174043441962,24.203377339073462,2,2,1
422,423,227.427173585319,0.20786429525196048,156.11845051103182,4,4,1
423,424,437.09855844534235,0.7417160048104443,102.53414159874032,2,3,0
424,425,209.93055520865502,4.933150614794235,72.06405895507781,3,3,1
425,426,465.75501880834247,4.825593482180228,182.01497294296652,4,8,1
426,427,409.59586071415606,0.02469990467204808,40.90501283609461,2,6,1
427,428,641.6061750343158,4.759058927116195,192.06538921195747,3,3,0
428,429,362.4758065270809,3.195599689077502,76.51400912792352,0,2,1
429,430,240.87484854235504,4.339591472600111,179.91266101556263,3,5,1
430,431,254.35567466747466,2.2736992781692953,128.52971776630307,4,2,1
431,432,575.9855284930856,2.5779801428962514,168.80732475346775,1,5,0
432,433,501.47339292445577,2.444232901284601,197.12236937788356,0,8,0
433,434,232.58379158385094,3.3343212877305217,71.91297880737423,2,5,1
434,435,223.73553917979865,0.6982562737815645,193.00438737336674,4,3,1
435,436,544.5039483587424,0.14986794936338976,90.10674108243566,1,4,1
436,437,217.83676330938064,1.5396497079559546,89.39214285264602,3,5,1
437,438,607.3672308309852,3.5234038136832337,81.26967876581102,1,2,1
438,439,547.245958121378,1.0092672606147417,117.45336932256534,4,7,0
439,440,222.30136593378788,3.3671621666245866,47.74610777212767,4,3,1
440,441,224.1156113242998,4.849560230536352,119.66806736444201,1,7,1
441,442,693.0525808206112,0.46950357894709194,117.50686623380072,3,9,0
442,443,374.6208137931826,3.363010591125631,157.1423262688766,1,9,1
443,444,372.7339164747833,2.2187510965228556,170.0569931487654,4,2,1
444,445,602.6557749739013,4.3407112718875265,99.27944305623633,4,9,0
445,446,672.5692602396066,0.8857489472369295,74.41998488326888,2,6,1
446,447,692.7205531878928,3.4631297611308227,66.680281517077,2,8,1
447,448,571.7566563346496,4.190576448240551,55.03229060687695,0,3,1
448,449,375.6549844760762,4.723071097370116,30.37656479582448,4,7,1
449,450,223.42037268330776,3.4162401414482293,81.6406361902484,2,2,1
450,451,584.1163962822671,2.4858738200421366,68.64458458354099,1,6,1
451,452,470.37020986261865,3.089236201006069,193.9551294559533,3,2,1
452,453,400.59544480842766,4.344524922393591,120.3875887250079,1,6,1
453,454,651.3042802492628,2.8530487331941483,82.50986702549136,3,9,0
454,455,237.8226907991987,0.1519352984841843,124.48416817886527,2,9,1
455,456,436.16505423124676,4.654743477534889,45.05540624222519,0,5,1
456,457,185.9038952790579,3.447633755157806,99.92787485639653,1,1,1
457,458,423.70353383694567,3.3825669288862326,132.72217785579147,1,2,1
458,459,209.27770335455543,1.0783757619885859,108.00160972264125,1,5,1
459,460,241.7853164593974,3.2944273511632858,92.32018411777837,3,3,1
460,461,241.11364832409453,1.9693220282707924,198.89271000194566,2,5,1
461,462,517.589357100353,3.2561648852074603,178.45665718680686,1,0,0
462,463,567.9433372180201,0.5329651515399536,132.21307246869924,1,9,0
463,464,483.35175785052303,3.2892265230151803,122.4879250128109,0,0,1
464,465,680.3297252067619,4.997068628853333,131.71888636842513,0,2,0
465,466,374.93270135232615,0.24106019430278014,56.236179408037984,2,7,1
466,467,328.5702848665676,4.885870921106586,91.12479378757735,2,7,1
467,468,631.6715466585193,2.034539803614353,27.102715920361877,4,3,0
468,469,296.26983603011536,4.353767251686296,105.5982867476288,0,5,1
469,470,680.8757205091179,3.9119274202913674,117.74442511237937,4,7,0
470,471,186.3203268387045,2.8350813049333388,60.994952498577724,3,6,1
471,472,684.3369898879723,3.6922460462566327,193.52519248979246,4,6,0
472,473,202.44315421429957,4.39257780650674,183.70182996870355,1,3,1
473,474,643.394419122997,2.0207016082551648,149.98578238206306,4,8,0
474,475,454.40457672487594,1.6351658078161935,116.00959317776527,2,9,0
475,476,696.3416939820362,3.3379669278179236,176.5944487365833,3,5,0
476,477,218.3742136624074,4.039229709706293,43.517421888223325,1,2,1
477,478,468.0042278886868,3.811425673883079,162.2917629694793,4,4,1
478,479,684.0373185219314,3.9890682442931724,42.4677465140327,3,4,0
479,480,452.0108789684774,2.177916574064665,162.95791925889299,3,4,1
480,481,507.2872918303365,4.089171080875108,69.63816228524425,1,7,1
481,482,541.7893182720009,0.6010452768530422,177.87630458327402,4,8,0
482,483,416.3613536792421,2.722445489804248,189.92757688857162,3,8,1
483,484,506.330201643713,0.028793302490607853,46.78327449292081,3,5,0
484,485,483.84344220001213,1.6229291495013514,103.28160891177083,0,5,0
485,486,648.6021654553142,1.8323076743569895,196.57772806928332,3,8,0
486,487,203.6321177775581,1.980863458046277,107.01333847516639,0,3,1
487,488,326.1008585879598,3.477336033449311,175.43855405261812,4,5,1
488,489,674.2139717198106,1.9427905063517286,125.97167398363757,4,3,0
489,490,642.9371676232765,2.2434681131126535,87.55938342552834,4,0,0
490,491,416.94151144857074,1.1877206543716374,71.44103999465663,2,6,1
491,492,502.4689508567991,1.8662589581467004,56.580156395495706,4,9,0
492,493,324.23821515018903,1.1363481363157573,157.1236744479855,3,5,1
493,494,277.8230030563559,0.3659796188422182,89.57729122814501,1,8,1
494,495,421.1231705687907,3.0172429669068896,112.0295831961352,0,6,1
495,496,363.7431585735475,3.3410639927750814,108.61858640021275,2,6,1
496,497,483.50117816245347,3.0974517300480726,123.91022526196362,4,1,1
497,498,220.4220112217921,2.3174702190028618,175.8038862124194,4,8,1
498,499,686.6852999864066,1.898928900896149,196.53308184501728,1,9,0
499,500,692.8295871293935,4.316668247859126,93.36515754328705,1,8,1
500,501,543.0440912902675,2.5954089256810904,168.95340597913454,2,5,0
501,502,458.7701104989426,2.395909388148655,157.61500303784916,0,2,1
502,503,340.9543604688904,0.12821032903217844,123.23521126200319,4,0,1
503,504,603.1734102476133,1.7062391381307818,192.08848585014795,2,3,0
504,505,536.0602097280173,1.9009780939292853,56.085412795112504,3,2,0
505,506,264.5608084593435,1.9941139044845024,39.66755785573186,3,0,1
506,507,653.6821359367981,2.9008618461366615,173.71315405197598,2,2,0
507,508,607.7193663200478,2.6680127336343924,99.0469669940747,4,3,0
508,509,673.8959549118006,3.039525463967223,172.45439375727088,2,7,0
509,510,557.3741443619472,3.8244163077106412,180.75623693517468,4,8,0
510,511,498.9759018866107,4.064928693580468,31.24236685143286,1,2,1
511,512,397.4863788711218,3.590615381132472,179.02365733749093,2,5,1
512,513,665.0188113440869,4.777618479774674,100.69742996649599,4,9,0
513,514,630.3532225402123,0.09116291338180815,111.8778480207618,2,4,0
514,515,203.51370845521848,0.9788899284177305,132.78665199677783,2,5,1
515,516,193.71082673857103,0.0378143748907106,186.7488692114156,4,3,1
516,517,375.7609507765858,3.237373570773015,23.440896997357527,4,9,1
517,518,601.4877320065532,4.490152744749935,105.83182429720708,0,5,0
518,519,693.3835872437711,1.2174114828814964,143.78996763750092,2,6,0
519,520,258.2167833738347,4.635172723981533,150.08725238568113,3,8,1
520,521,488.9479719831103,0.30133695144780426,144.65583767667943,2,9,0
521,522,378.06324544813117,4.672180134027571,44.19832329346193,2,6,1
522,523,684.3554868635937,1.758113436198172,73.89120590690263,4,5,0
523,524,617.9018400305686,0.5071041422460826,84.56879457506243,2,0,1
524,525,615.9309264497917,2.4293587959316283,164.7986973823109,2,1,0
525,526,423.7204430933846,1.2838828386025396,70.17677703461955,3,0,0
526,527,395.7061412155859,1.4243645098096143,57.92689349609657,4,8,1
527,528,322.17167740396724,1.5364498246314329,192.3406434268573,2,9,1
528,529,209.3152582584821,4.015129489163317,21.5953913204244,1,9,1
529,530,629.6556356526277,2.695806383376272,199.60775402275607,0,8,0
530,531,602.7085247476404,1.5565384957800181,141.8278337943312,3,6,0
531,532,699.8531901087879,3.0516689165545916,169.12447390084108,2,1,0
532,533,698.2511552784308,3.580753371115968,73.03149134231477,1,5,1
533,534,468.8244869133663,1.3631200036676687,22.576749980070797,2,3,1
534,535,579.8734558938654,2.0677455076267575,152.81651334107542,2,0,0
535,536,671.2781795388626,0.6094304666847378,170.14602746012164,4,0,0
536,537,621.816643152254,0.9057467476734016,153.28570375163343,4,4,0
537,538,308.6210129064628,3.405589269824914,45.71305171415095,4,1,1
538,539,414.2829503612486,0.9071917384781347,155.61702600625443,1,3,0
539,540,247.1628958787774,2.6258169183353006,158.40610077937538,2,0,1
540,541,676.1065341745357,3.5452313086121636,138.53729282060988,0,3,0
541,542,495.2108099144576,0.5343846154737192,157.90086790320552,3,5,0
542,543,298.8942588618006,2.836561098144518,172.2658591419918,4,9,1
543,544,529.2843558910455,1.2828139185068188,130.4487405627425,4,3,0
544,545,501.4266850381058,4.814634376187899,35.948848514542235,2,0,1
545,546,366.24461337707703,2.4177282335996235,107.77300574009796,2,6,1
546,547,239.0499479438071,4.029962748875791,33.97688024088891,1,1,1
547,548,529.2180617082558,2.7511327107813086,93.35774558583755,1,8,1
548,549,450.5600044699725,0.21706266427409582,93.27916804261298,4,2,0
549,550,581.6055637025324,3.1657568779701117,31.881771945243486,2,7,1
550,551,450.4850205782366,4.757016711033285,82.78769611450628,0,7,1
551,552,623.1343801656408,3.008059100731656,39.979657782436675,3,2,0
552,553,466.9915561627325,4.095944297133951,165.48233780165998,2,3,1
553,554,471.6877451984009,4.421032316742039,190.58384467360474,2,1,1
554,555,635.8598733823394,1.1403988597446624,33.01696554642895,1,3,1
555,556,389.8110904304465,1.0602241995411332,191.92073731250625,3,8,1
556,557,249.6879187943332,3.0549049442549587,114.06378788061413,4,1,1
557,558,194.96699168293625,2.0551423490335234,73.9218220316973,2,2,1
558,559,572.6713729502819,4.1993065143336015,33.83517354970943,4,3,0
559,560,502.5609667038016,4.500115616990056,110.11236825267521,2,4,0
560,561,546.1214794115963,1.7671068965135905,163.01279800833476,4,0,0
561,562,290.7413639846336,1.1843527948724102,147.27556590800566,3,6,1
562,563,250.91316730512028,3.902627576219309,29.040682063515277,1,9,1
563,564,187.5632261472986,1.3740301777406805,33.122330366222634,3,6,1
564,565,362.3055305794304,4.113071592568392,92.51719087387468,0,8,1
565,566,486.7571971644092,2.118691268243814,73.15228892862979,1,3,1
566,567,383.96690345186084,3.337749496457352,61.82917815008861,3,5,1
567,568,407.4869594523391,0.4776765691733409,70.58080980356846,0,1,1
568,569,650.1625211367491,3.119296623382865,164.62689379343922,2,3,0
569,570,361.0928428521162,2.258838393686146,187.2610496537337,2,1,1
570,571,447.2745343631016,2.9330423158773704,92.91848501496196,4,9,1
571,572,587.4995666253944,0.8400710387243171,183.09998038384947,1,4,0
572,573,386.2022468070605,3.6843687247209105,77.86922622461876,2,6,1
573,574,503.4850841184942,4.3139853877161425,105.75865754188249,1,0,0
574,575,628.4291285483075,1.0836990004538782,60.68521960687995,2,9,1
575,576,673.7507243019738,0.47857277760080863,135.28568759165194,4,9,0
576,577,256.4782100830997,0.11819293023168198,196.2166007314656,3,6,1
577,578,661.8255650839772,3.2098575022163303,128.62875728780816,4,9,0
578,579,435.9004724013598,3.035470180443904,84.40653514043879,0,5,1
579,580,314.2870819154583,2.73348706357035,136.6071402782951,2,5,1
580,581,418.7505932438959,1.1597354805798772,42.12572212376976,0,7,1
581,582,689.6169391484481,1.9545299795275732,179.95863444777174,0,7,0
582,583,436.16140887629217,2.9723816759308654,110.55511114037054,1,5,1
583,584,350.95083734950424,2.483834294295847,100.88295356713557,2,2,1
584,585,509.3684442446974,4.938927601074436,125.45566192163345,0,4,0
585,586,304.8757217646604,0.6821987627836656,132.46109530209245,3,1,1
586,587,219.44893061650524,3.4757227702379687,32.919645120772344,0,4,1
587,588,247.0174553935376,2.0215938405214606,142.87109982021244,3,8,1
588,589,246.58383625804169,2.1409980746280737,63.54770245679533,1,9,1
589,590,258.98940062639304,3.5879888282908814,148.51147385118617,0,0,1
590,591,252.19012977769327,3.4621807566218483,168.0562629891554,4,9,1
591,592,513.2548672976716,4.956279968510941,164.71253135945366,1,4,0
592,593,274.5776438875553,0.6419714472706262,119.45017413342003,3,5,1
593,594,359.74698732840886,0.5205482469208317,113.63058061593522,1,6,1
594,595,646.3299731511261,3.6216940856437057,45.71767304109411,0,8,1
595,596,426.4600529366936,2.8919345850320455,159.5623070725644,2,5,1
596,597,527.1300240309341,1.3708033327990292,68.85368848040858,2,4,1
597,598,269.6063330248475,0.397096844944933,109.40517610723037,3,6,1
598,599,279.9902897805088,0.4282912479821527,71.169336726953,3,0,1
599,600,201.251680458569,4.470954373320591,44.089105339944766,2,4,1
600,601,267.84623279752554,0.9593366235937145,133.32038544051258,3,1,1
601,602,324.8669762966185,1.6168578105776037,29.77976626812269,1,3,1
602,603,272.04545182390837,1.13328201113494,154.756142142716,4,6,1
603,604,226.12531755366894,1.7749815291596867,77.165623147001,4,4,1
604,605,242.7306529723124,0.34711921373046684,20.024244740807358,1,5,1
605,606,419.6049593770174,2.595298954541352,112.00324506270137,4,1,1
606,607,287.2935335710121,0.3380628179610745,28.433343534968564,0,2,1
607,608,369.4203277449992,4.001782539111808,69.7105204077619,1,6,1
608,609,441.77698084452555,1.1685604095521651,147.25576774202892,3,1,0
609,610,539.00531088727,2.700059573022553,31.284131891935857,1,5,1
610,611,200.44231271737144,4.400395437807291,171.08092862408043,2,4,1
611,612,595.6934074327022,3.2543868452359708,20.68758607854496,3,9,0
612,613,506.50820253527206,2.6647889327566765,64.4282964563424,2,0,1
613,614,222.51469661341338,1.621668765576878,153.36273010737287,3,9,1
614,615,634.2608845355242,1.6650095652909895,76.92862695127522,4,3,0
615,616,658.8536482765428,3.3474347759909504,38.34062985188244,1,1,1
616,617,211.76053912452915,4.970696806105837,84.84210538407702,0,3,1
617,618,323.97637703654595,3.309195949246893,68.6707915492146,3,0,1
618,619,599.2246654923919,2.7889170868501245,171.68814238889988,3,1,0
619,620,569.0950389995023,3.6532525511962306,76.40262516532576,2,7,1
620,621,275.95093006531624,2.3260280614185906,162.0078449196813,4,5,1
621,622,288.86164813508935,0.3007117130039261,180.53698606593224,2,1,1
622,623,372.64549345151863,2.8114840793895493,98.08713552377532,2,5,1
623,624,431.9519522993311,4.788126422526901,183.78976589379056,4,9,1
624,625,501.4924811957539,0.8765147117882982,87.91724971337472,0,8,1
625,626,371.8350925762817,3.4500244541033287,193.53411496821948,2,6,1
626,627,420.5180523892369,1.0046684432952824,36.07211441460313,2,8,1
627,628,568.6848878295534,2.6791384223654062,143.6634679705837,3,4,0
628,629,199.0752655031109,0.4833822482335981,108.88652728224716,4,6,1
629,630,311.2672110588908,2.2518546812909257,89.77678498201647,1,6,1
630,631,550.9417846599672,3.7808166444762303,133.88813817474818,0,2,0
631,632,645.5075555973436,1.7378576211949104,146.69427649417963,0,6,0
632,633,446.0722699001464,3.32455862243609,20.785388537055635,4,0,1
633,634,456.6990123379641,3.977249803948646,50.05155597449577,3,8,1
634,635,235.72944589668356,4.635889097397263,148.34828911417736,3,9,1
635,636,412.65443074819643,1.1732104092772677,139.94937444407716,4,5,0
636,637,456.960978556612,1.9965795790465406,193.8885509231619,3,4,0
637,638,306.0846618900594,0.7620800666520872,156.98680224514095,0,6,1
638,639,320.0064800936781,4.962417510791876,191.13908739164086,0,4,1
639,640,376.18776481440375,4.635004839621477,146.45729027626527,1,9,1
640,641,190.4370228444177,2.699785651402798,73.64939755509977,4,4,1
641,642,347.4811661032527,4.210166471882106,38.96568600515417,2,9,1
642,643,289.9529636382032,2.604789886360211,160.7282954020884,2,6,1
643,644,350.2986231325156,3.1179284400137988,135.94685986566486,1,9,1
644,645,242.27630854601063,0.4456221605800831,28.673482230793322,1,6,1
645,646,643.0741859847453,3.7763521024840396,84.8090838621761,3,2,0
646,647,488.66807584810533,0.6385674181761741,192.22396678717152,1,2,0
647,648,533.1332059551346,4.130338151262642,110.07220622783622,1,9,0
648,649,590.369044075816,3.9101404383519296,97.89124448354684,2,2,1
649,650,439.18994344310977,3.5437234887148823,102.38592892867291,3,5,1
650,651,225.19854980546032,0.18080190262381057,57.59889032092947,1,5,1
651,652,459.2954017456448,1.515641779726643,86.36729075566313,1,2,1
652,653,485.15738137085714,1.3155628495542144,86.56638607769179,3,2,0
653,654,567.6285265758515,1.8006820373575954,29.423903633745034,4,7,0
654,655,404.46296403943325,0.4382137338191927,158.16217313322528,3,7,0
655,656,246.34175745369316,4.684789115155314,94.97079774269821,2,6,1
656,657,327.56347101533675,2.7690112035618815,167.9923796269562,4,9,1
657,658,368.8027941272902,1.5276215532901176,173.06264020158116,0,3,1
658,659,515.8769654924326,1.984907585371417,58.15892984575845,3,3,0
659,660,476.8047184278342,2.236012702524178,138.32362679062314,2,2,1
660,661,365.17029746688,3.0029716668030866,105.0107247493367,4,4,1
661,662,692.9879293723494,2.578397138482489,178.42821282586732,3,2,0
662,663,495.0029060655813,4.596959866072087,58.83332225176174,1,7,1
663,664,303.3579317027171,2.484817414529151,142.00637605580795,3,6,1
664,665,232.92688576260994,4.960790074116563,129.39538200549006,0,2,1
665,666,259.4867523758527,4.257124788725479,73.1542659629299,3,8,1
666,667,307.89801875994425,1.042552571786679,44.58816265721107,4,4,1
667,668,263.55431409496896,4.652976073219581,137.29515688590976,4,8,1
668,669,277.014852506679,0.5818319894273805,152.94754246381953,3,6,1
669,670,328.2494877208005,4.087248542455958,76.812921877403,4,6,1
670,671,270.1542695532725,1.9031164673829004,136.0698687240165,1,5,1
671,672,646.3180208057411,4.389871602225347,91.12356337007058,3,1,0
672,673,221.72154774405396,4.340283450537251,148.37723899087118,1,8,1
673,674,452.74592257653245,4.029627000588106,55.85874948092956,1,5,1
674,675,393.406350034624,3.950152181535307,180.23870047451138,2,7,1
675,676,690.8368807924753,1.523395695490204,71.73372736380435,3,0,0
676,677,238.26022912738722,0.4045964152562609,86.20147779610753,4,4,1
677,678,386.88491150378564,2.014900893825807,30.45655137446296,1,0,1
678,679,684.1246253031918,0.8676225749325434,40.07219821782975,2,9,1
679,680,630.0637054648697,3.4747554445123088,112.85514248821906,3,7,0
680,681,604.8774768936255,1.7304986326889278,68.16668181103486,3,7,0
681,682,314.1094700633687,4.878051004299574,170.386440633595,0,0,1
682,683,268.8615454428342,3.20486038672666,22.64480995789169,0,8,1
683,684,527.6944743607041,4.112402818171804,88.23692876094852,1,1,1
684,685,663.2755143463446,0.6626233637092421,80.72219841843668,0,8,1
685,686,469.5167043672435,4.310072411363112,23.478973565168186,1,0,1
686,687,477.23859852434794,4.613785952566972,42.38631182009184,4,9,1
687,688,325.5891287033478,2.4353095940946794,94.45568148535435,1,8,1
688,689,580.1363252598071,3.031264688754887,108.71562520054039,0,3,0
689,690,277.26274924991213,3.8240490045149773,92.77215450587644,4,8,1
690,691,348.31320293020667,0.8741931363020627,115.56878211417688,0,6,1
691,692,401.2269480805367,2.5128303823172122,127.12370148302267,1,5,1
692,693,443.9573969159166,1.9933151388615655,21.786287803010413,2,4,1
693,694,306.05306085584175,0.7318699608112456,103.53712870163069,3,8,1
694,695,239.71514886438584,1.8376721114576573,193.4298633597659,0,1,1
695,696,497.52242206964894,0.34086154692746784,113.42581042331877,1,1,0
696,697,330.087887684933,0.12905953474743492,141.95760814261158,4,8,1
697,698,482.24387513975836,0.6758314457741138,76.13549442503898,0,2,1
698,699,260.2686119425852,4.815575557945869,159.31844806749726,0,7,1
699,700,430.19285296450505,2.747647679475085,159.1258667377007,3,8,1
700,701,456.9465049268247,4.8291108057661,113.83328857774501,1,7,1
701,702,206.94823914766198,2.16248939165066,195.68248819025845,2,3,1
702,703,355.03422466083873,1.5590806654262979,42.5990386572776,4,0,1
703,704,249.8956320082666,2.5307093142012205,23.050579680124578,1,3,1
704,705,212.95498464583923,2.1975584431645507,158.62847811627728,4,8,1
705,706,694.7793208427715,0.5283234213087196,165.28799672567885,0,1,0
706,707,347.623999386856,3.204131573451031,41.637301241703724,3,2,1
707,708,601.13471184441,1.080190912547998,67.8049099325491,3,9,0
708,709,312.4131404771572,3.0979397744891477,23.159425405993204,2,7,1
709,710,534.3814155564432,3.2510054619907667,72.79554994050164,3,5,0
710,711,575.318487142637,0.7601242656432405,159.16553730536089,0,7,0
711,712,489.73214511607904,0.3067481355533408,113.2328949882642,2,6,0
712,713,425.21961804608236,3.9038079303421993,82.65720677029185,1,4,1
713,714,394.15727535657965,2.2990021188466008,86.91307308313945,3,8,1
714,715,361.4114986023576,0.29081897752737895,20.243652628784268,2,3,1
715,716,663.3551550088694,4.9743315858488355,73.96409496174246,0,5,1
716,717,611.9220920496191,0.2889028049818332,136.36257349482747,4,1,0
717,718,681.8139935465865,3.475176144292766,195.35499988694428,4,1,0
718,719,244.63455621248326,4.918394626317068,172.47094885710192,0,1,1
719,720,560.051087105895,1.195900521079628,24.247093636195242,0,9,1
720,721,667.9370375469397,0.7112468434359809,181.74090884147108,4,6,0
721,722,274.2411944061433,0.6069246971121445,160.97571439375267,2,1,1
722,723,214.5780590307243,1.5163757378379779,160.46770224277648,4,1,1
723,724,565.3827376308307,0.5052290550532335,102.43923662064287,0,8,0
724,725,478.7260188535542,3.4608067084706597,91.6409527318105,3,6,1
725,726,617.7509639143015,0.31145899065031346,74.52483118997466,1,2,1
726,727,252.68163584567054,2.5471106407489486,31.82507461178584,3,2,1
727,728,593.5390021671428,4.983484269264884,61.08236542886584,3,6,0
728,729,284.8462064248272,4.069851347530094,64.38865429604442,0,4,1
729,730,265.1010902901663,3.0760971911550543,107.13387254783629,4,9,1
730,731,265.41821492411634,1.5312681039330585,154.53999318740492,2,5,1
731,732,603.5788545203187,3.1194791814581926,105.28576911163039,3,7,0
732,733,525.902554762024,2.6352073195582584,30.41200090048891,4,8,0
733,734,451.99402087994207,2.130416919451857,192.4021641778767,2,0,1
734,735,366.5918517442213,0.6535518837009974,189.6903774369402,3,2,1
735,736,636.1442812228163,4.433021076202333,161.33411776671352,2,6,0
736,737,384.07145585977037,2.2489232441066127,198.43902228155972,4,5,1
737,738,604.6317085252201,0.9731125591038253,118.00681990404733,1,6,0
738,739,408.35015245651357,1.838796754386448,193.2983030455771,4,7,0
739,740,376.01110330095196,2.0706487626446353,33.60890731101514,0,5,1
740,741,420.59348854819535,4.137689477834371,85.82253468704684,2,2,1
741,742,336.71649456535386,3.6680719028070103,60.56862824121785,1,1,1
742,743,568.7568776916505,3.846524468206699,55.2499551441686,2,6,1
743,744,441.41460284808915,0.05515632214323607,45.344530800681696,2,0,1
744,745,300.75060147634497,2.0807699908988075,132.0344554818794,3,2,1
745,746,647.7787781027756,2.4067207581766183,160.6379340345149,0,3,0
746,747,379.62343511406993,0.09596138411528343,124.09371189566492,2,0,1
747,748,462.64748777927406,1.299066043725171,46.45328772587774,4,4,0
748,749,651.3654977015644,3.801449115610675,166.00227858802475,4,9,0
749,750,504.6037578752759,0.6855485286449953,134.47184728947113,3,2,0
750,751,240.7869811683493,2.6765506572629585,89.86982710285919,0,1,1
751,752,668.7127042790071,1.0760093600861875,141.34345319649134,0,2,0
752,753,506.40818759713727,0.060603873219466364,66.78289626370992,4,7,0
753,754,354.1509196216848,1.2060072879977075,82.1345975289579,1,5,1
754,755,252.42147778496138,4.879368774550269,185.14745176375823,3,6,1
755,756,592.8930984205539,4.007685559414948,72.29081102085567,3,5,0
756,757,502.437833082827,4.797883221605167,104.59788826842859,4,5,0
757,758,457.3997678276872,2.4392702196318123,180.22540473128262,4,2,1
758,759,644.824143186498,0.5486809933875175,147.38984304815494,1,7,0
759,760,590.0705498367561,2.739797444868465,31.196580709646497,1,6,1
760,761,258.8709374610306,2.2718866727998046,46.514547970214664,0,6,1
761,762,342.0954752536851,4.22178541369808,21.41148633894503,3,5,1
762,763,309.2143527035222,0.49041290392122294,133.5659222412494,3,4,1
763,764,566.852072137792,2.441205685108891,100.5812165738753,4,9,0
764,765,197.43686606260528,0.7502433234699213,44.169473162409595,0,7,1
765,766,476.34263613308457,1.6233796344502998,192.4281417902187,3,4,0
766,767,576.478516585159,3.686785386938998,115.33875031021158,0,8,0
767,768,635.9181311161096,2.3800906468438328,63.54079294032005,0,8,1
768,769,357.88250933227187,1.8794414257288468,110.10864280784736,4,0,1
769,770,607.0537984294467,1.9723813928501766,142.3316598923194,0,5,0
770,771,237.52850321670775,2.297233842029933,33.72305923524161,1,6,1
771,772,620.1551917019494,3.9250827191852844,69.44668670862056,1,2,1
772,773,246.29410441263087,4.460423444701172,165.25378835911886,2,6,1
773,774,386.589391091391,4.776673432519641,102.73967667247902,4,6,1
774,775,594.593590205368,3.9345169312764754,118.38388556581309,2,1,0
775,776,257.9570622213624,1.5770344787400636,97.90688039770447,1,6,1
776,777,299.2107255209736,3.4406735304327105,27.90198967574092,2,0,1
777,778,555.5713355643945,2.1880156202769596,49.83496036762807,4,4,0
778,779,554.4189990039587,1.2733531102302558,100.19749497354036,4,8,0
779,780,513.3967691003546,4.204357897129613,57.65338377342701,0,6,1
780,781,540.853191122892,0.19213174481162498,28.99622515874217,3,6,0
781,782,462.21671054075,4.508809960677118,171.85693952932826,0,1,1
782,783,310.93551063161544,2.307387323123671,196.61465524954085,4,7,1
783,784,359.76191662203814,3.1860073840414023,162.7657173194131,1,2,1
784,785,274.43081273674136,3.2967696110289135,173.68128590684006,1,7,1
785,786,652.3942918934868,4.475588703532682,63.55588345706817,0,2,1
786,787,483.36373327838265,3.183348410836037,192.91285559237596,4,9,1
787,788,388.44273671709277,3.069667923800309,55.44662680161711,1,6,1
788,789,420.243017894949,0.3332602028034498,191.2573658651298,4,1,0
789,790,672.587336598144,2.59204010972602,199.0674729138712,1,3,0
790,791,259.74272962036173,0.7508450040852083,148.11010503428878,4,5,1
791,792,484.83951264873457,3.687168843607428,196.60587172252795,2,8,1
792,793,443.0621130199223,2.5611096040633723,122.51716032207867,4,4,1
793,794,497.9562024260169,3.4011388960417666,66.71752097169626,4,8,1
794,795,189.41729558683707,0.20836450301192133,98.65925941981176,0,4,1
795,796,633.5044326509587,0.4239600802290161,126.84096836818148,2,9,0
796,797,664.7015068914784,3.5816169403134115,33.154681164862694,3,7,0
797,798,473.86925546638867,0.36042167999336683,132.0217876311043,0,0,0
798,799,542.258428415984,0.356283638826293,196.612010617213,3,6,0
799,800,659.6996782121937,0.06054237617443725,54.21937696107097,1,3,1
800,801,547.7640898429672,4.7825069914974,162.66712093190898,3,4,0
801,802,259.3203023154159,3.687541797295035,183.42178288033148,4,5,1
802,803,479.66994728674285,1.7662570425103208,189.86628670763974,3,4,0
