,Transaction Amount,Transaction Date,Transaction Time,Card Type,Card Holder's Age,Card Issuer,Card Location,Card Location Type,Card Location Category,Card Location City,Card Location State,Card Location Country,Card Location Latitude,Card Location Longitude,Card Location Zip Code,label
187,559.6488034834678,2013-04-02,evening,MasterCard,37,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
188,534.3540725724464,2016-04-01,afternoon,MasterCard,70,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
189,249.43376799144716,2015-07-05,morning,MasterCard,47,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
190,102.17174012784022,2020-09-04,afternoon,Visa,52,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
191,898.2436003737935,2017-03-24,afternoon,Visa,52,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
192,901.4138765916972,2014-03-13,afternoon,MasterCard,66,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
193,636.7704427005352,2016-10-21,morning,MasterCard,56,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
194,345.63949313821365,2022-12-30,evening,Visa,44,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
195,355.7174788665343,2022-07-26,evening,Visa,43,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
196,728.6961220815369,2020-11-12,morning,Visa,31,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
197,898.1391573530514,2014-04-07,afternoon,Visa,34,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
198,888.2155600224661,2020-07-23,morning,MasterCard,35,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
199,782.0767903990476,2017-06-11,morning,Visa,62,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
200,645.6113296927449,2014-05-08,morning,Visa,69,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
201,93.29856534509834,2016-06-30,afternoon,Visa,46,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
202,170.01242695366764,2021-06-01,morning,MasterCard,37,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
203,899.5686466418084,2017-09-16,afternoon,MasterCard,70,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
204,610.364769062994,2019-03-23,morning,Visa,44,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
205,19.10508110046335,2019-06-21,evening,Visa,35,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
206,110.45682743737179,2018-07-06,morning,Visa,21,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
207,666.8667514169753,2020-05-25,morning,MasterCard,18,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
208,15.0109680077565,2013-09-16,evening,MasterCard,67,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
209,169.19997090332367,2015-08-29,afternoon,MasterCard,18,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
210,553.2464514729203,2020-04-19,afternoon,Visa,75,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
211,694.9762457157664,2013-02-10,morning,MasterCard,43,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
212,655.4416469075745,2019-09-01,evening,Visa,62,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
213,232.0266163659542,2020-06-25,afternoon,Visa,37,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
214,715.0574291340605,2015-05-18,morning,Visa,69,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
215,244.87659662183208,2019-04-17,evening,MasterCard,40,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
216,332.14570117767505,2022-07-16,afternoon,Visa,27,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
217,749.0264910668438,2021-07-30,afternoon,MasterCard,76,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
218,653.1365700567425,2018-12-07,evening,MasterCard,28,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
219,850.7311763892361,2022-11-23,evening,Visa,58,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
220,661.03676337734,2018-09-24,evening,Visa,58,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
221,572.6255173021169,2013-11-17,evening,MasterCard,22,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
222,102.73802014981155,2019-02-13,morning,Visa,75,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
223,374.0386450288392,2020-05-22,evening,MasterCard,18,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
224,272.5503440049082,2013-12-22,afternoon,Visa,34,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
225,251.54974694529275,2020-04-23,afternoon,MasterCard,39,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
226,973.2804492049211,2014-04-03,morning,MasterCard,51,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
227,399.1667474200928,2020-05-02,afternoon,MasterCard,73,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
228,893.1260896253422,2022-11-25,afternoon,MasterCard,62,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
229,634.8272397372903,2016-07-01,evening,Visa,58,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
230,796.863190506232,2019-07-07,afternoon,Visa,46,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
231,507.61072217414016,2019-09-20,morning,MasterCard,21,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
232,581.1348457800955,2018-07-21,evening,MasterCard,22,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
233,497.59251688067525,2020-07-02,evening,Visa,28,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
234,203.29055792006406,2021-10-05,morning,Visa,73,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
235,725.2275941088902,2022-11-26,evening,Visa,68,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
236,287.96463881644723,2013-09-23,evening,Visa,38,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
237,34.0728067671393,2018-04-26,morning,Visa,52,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
238,649.0175729480961,2014-09-25,evening,Visa,29,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
239,185.33957261297846,2020-10-28,morning,MasterCard,43,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
240,941.0539985093851,2020-05-04,morning,Visa,68,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
241,954.3892912325615,2021-05-19,afternoon,Visa,36,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
242,915.715746318244,2019-11-21,afternoon,MasterCard,62,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
243,376.45711325288994,2014-06-26,evening,Visa,77,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
244,25.302050363578754,2019-05-18,evening,Visa,24,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
245,929.0353769618481,2016-10-13,morning,Visa,64,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
246,433.9023068341412,2022-02-18,evening,Visa,72,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
247,966.9882708532328,2016-06-10,morning,Visa,24,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
248,963.9837773183604,2017-01-30,morning,MasterCard,43,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
249,854.4793609126865,2015-06-27,evening,Visa,57,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
250,301.5044031488898,2019-04-26,morning,MasterCard,22,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
251,391.246751315906,2018-08-24,afternoon,MasterCard,38,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
252,852.6253048016883,2014-06-26,evening,Visa,31,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
253,323.75278510471486,2017-10-30,afternoon,MasterCard,21,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
254,177.79781921923157,2017-04-15,evening,Visa,40,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
255,561.2332498337666,2017-07-15,morning,MasterCard,59,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
256,936.7932264191732,2018-02-24,evening,MasterCard,37,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
257,699.0694987082233,2019-05-30,afternoon,Visa,32,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
258,574.3605583884713,2019-06-26,morning,Visa,67,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
259,106.20472883306086,2022-05-31,evening,Visa,69,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
260,618.857154432178,2014-03-11,evening,Visa,62,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
261,990.1533116032207,2016-06-23,evening,Visa,46,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
262,148.6831750841588,2014-02-18,afternoon,MasterCard,25,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
263,523.1463558400993,2017-02-22,afternoon,MasterCard,58,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
264,878.5993412086759,2016-06-06,evening,MasterCard,65,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
265,743.3609315766624,2015-11-01,morning,MasterCard,36,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
266,700.0455835853153,2013-01-11,morning,MasterCard,65,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
267,705.4592431472382,2015-03-01,afternoon,MasterCard,56,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
268,365.89623970755764,2018-05-03,morning,MasterCard,63,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
269,300.6559258218484,2015-04-05,afternoon,Visa,45,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
270,811.2675439237285,2022-01-04,evening,Visa,63,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
271,812.012260732389,2015-11-15,afternoon,MasterCard,74,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
272,868.4015953943026,2013-08-25,afternoon,MasterCard,44,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
273,914.1081470309066,2018-04-21,evening,Visa,21,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
274,516.2289748723284,2019-09-26,morning,Visa,75,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
275,506.5011317403276,2022-01-11,afternoon,Visa,32,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
276,800.3122271771074,2022-06-25,afternoon,Visa,52,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
277,653.4642914699875,2016-03-29,evening,MasterCard,54,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
278,704.9472084851263,2021-02-01,morning,Visa,18,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
279,797.83474274174,2017-05-18,afternoon,MasterCard,20,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
280,891.1052883993906,2017-01-12,evening,MasterCard,64,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
281,344.61520528302043,2021-06-24,afternoon,MasterCard,41,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
282,381.8271231135446,2020-09-28,evening,Visa,44,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
283,103.04212044246032,2015-04-25,morning,Visa,57,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
284,582.4973395862122,2020-02-12,morning,MasterCard,78,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
285,45.582851058774665,2015-12-07,morning,MasterCard,53,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
286,470.94203795113555,2021-11-02,morning,MasterCard,51,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
287,547.2181883605009,2013-07-07,afternoon,Visa,46,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
288,293.67583960700154,2015-07-23,afternoon,MasterCard,41,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
289,594.9249279633207,2016-05-27,morning,Visa,41,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
290,40.195247439658935,2013-05-25,morning,MasterCard,59,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
291,46.974706861722275,2018-09-10,morning,MasterCard,21,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
292,824.3745550530617,2017-03-04,afternoon,MasterCard,20,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
293,366.58873499715025,2016-06-03,morning,Visa,51,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
294,135.78990752536595,2013-11-20,morning,Visa,74,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
295,527.0208274542563,2021-05-23,morning,MasterCard,66,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
296,772.2936175676248,2017-06-29,evening,Visa,40,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
297,223.66281722187475,2018-10-07,morning,MasterCard,70,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
298,626.6615710608103,2022-03-13,evening,Visa,73,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
299,94.49399034383032,2017-07-26,evening,Visa,69,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
300,61.16490395692162,2019-08-03,morning,Visa,40,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
301,536.0410852524665,2018-10-06,evening,MasterCard,62,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
302,545.2287703940054,2014-06-20,morning,Visa,22,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
303,641.0556024832244,2018-05-17,afternoon,Visa,48,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
304,728.8304203854349,2019-11-22,afternoon,MasterCard,79,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
305,976.0935586679093,2019-07-25,afternoon,MasterCard,70,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
306,521.1373448181834,2017-05-08,afternoon,MasterCard,79,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
307,329.7269082118335,2022-01-07,evening,MasterCard,58,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
308,797.2343328210167,2013-12-25,morning,Visa,74,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
309,278.12392874945346,2015-01-10,morning,Visa,78,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
310,444.58170649857976,2021-02-01,morning,Visa,74,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
311,87.67181752884329,2021-10-11,afternoon,Visa,77,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
312,35.09723598130294,2015-01-20,afternoon,Visa,71,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
313,963.0219305311458,2016-05-25,morning,MasterCard,23,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
314,837.6203193070837,2021-02-26,afternoon,Visa,54,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
315,699.014464032761,2020-03-30,morning,Visa,74,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
316,414.86341497012717,2019-04-23,morning,Visa,27,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
317,181.5613768701373,2016-02-13,morning,MasterCard,57,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
318,164.8726722443752,2016-04-06,morning,MasterCard,24,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
319,257.74046918294937,2013-05-07,morning,Visa,56,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
320,553.7343980590592,2021-05-26,morning,MasterCard,55,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
321,717.4499634730618,2019-07-25,morning,MasterCard,38,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
322,663.595402950554,2019-08-03,afternoon,MasterCard,78,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
323,287.1345579764834,2020-04-13,morning,MasterCard,37,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
324,955.3166278565621,2019-01-27,morning,MasterCard,20,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
325,740.5179475288109,2021-06-09,afternoon,MasterCard,68,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
326,558.8105119862867,2016-06-24,afternoon,MasterCard,39,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
327,615.6035387720087,2019-08-05,afternoon,Visa,64,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
328,425.40406180351204,2017-04-18,morning,Visa,21,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
329,255.25367960614588,2020-04-18,evening,MasterCard,45,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
330,362.41295186474895,2022-03-30,evening,Visa,29,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
331,760.2676493597254,2019-08-31,afternoon,Visa,55,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
332,24.24955374345831,2014-11-21,evening,MasterCard,68,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
333,124.91191410184707,2017-11-01,afternoon,Visa,53,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
334,55.54261560153522,2021-09-05,morning,MasterCard,64,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
335,50.32151429578043,2019-07-16,evening,MasterCard,58,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
336,856.9059781708971,2013-09-15,morning,MasterCard,22,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
337,706.6212807862235,2021-01-01,evening,Visa,30,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
338,479.4320907964519,2016-11-14,morning,Visa,40,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
339,106.85581904449147,2020-02-26,evening,Visa,75,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
340,496.699716365664,2015-12-18,morning,Visa,67,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
341,478.73705307276003,2020-06-28,morning,MasterCard,47,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
342,181.46985121091504,2016-04-19,evening,MasterCard,79,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
343,439.5131327455933,2020-07-30,morning,Visa,54,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
344,404.5196870533997,2015-06-20,morning,MasterCard,42,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
345,619.6915970716943,2022-12-11,morning,MasterCard,65,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
346,638.7427143589673,2021-09-15,evening,Visa,44,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
347,54.85096967432407,2014-04-07,evening,MasterCard,68,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
348,380.8664884802065,2016-10-27,morning,Visa,31,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
349,629.601316557094,2016-07-23,morning,MasterCard,74,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
350,508.10489599428684,2013-11-08,evening,Visa,79,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
351,857.924942776439,2021-01-28,evening,MasterCard,65,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
352,662.1066953027556,2021-02-14,morning,MasterCard,76,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
353,171.3050828106154,2022-03-23,morning,Visa,64,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
354,79.86305992642555,2021-01-16,morning,Visa,71,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
355,645.9950854242525,2020-11-30,afternoon,Visa,53,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
356,36.24619743620559,2019-07-31,evening,Visa,56,MasterCard,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
357,589.9178254607286,2020-05-29,afternoon,MasterCard,33,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
358,940.8279390107081,2016-05-09,evening,MasterCard,73,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
359,579.7194360971201,2016-02-20,evening,Visa,39,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
360,394.2882269444567,2020-03-07,evening,MasterCard,38,Visa,home,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
361,646.8553362579296,2022-12-04,evening,Visa,71,MasterCard,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
362,463.6703615866015,2020-07-09,evening,Visa,38,Visa,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
363,550.1606214227755,2014-07-03,evening,MasterCard,25,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
364,942.0501606887599,2014-12-28,evening,MasterCard,66,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
365,392.2416114227665,2017-03-07,afternoon,Visa,33,Visa,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
366,961.5786581856751,2014-10-21,morning,Visa,76,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
367,906.2971355365031,2016-02-21,morning,Visa,72,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
368,203.83322344140348,2021-06-11,afternoon,MasterCard,48,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
369,78.6676878664138,2017-07-05,afternoon,MasterCard,59,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
370,109.77022136365238,2013-02-13,afternoon,MasterCard,27,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
371,28.03960739503423,2013-04-10,afternoon,MasterCard,49,MasterCard,office,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
372,103.49853114836911,2019-01-09,evening,Visa,76,Visa,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
373,686.1767056821933,2020-12-25,morning,Visa,51,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
374,80.4767619756267,2013-10-24,evening,Visa,79,MasterCard,gas_station,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,0
375,325.7858739908237,2021-08-04,morning,Visa,26,MasterCard,grocery_store,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
376,846.42655785976,2017-07-11,morning,Visa,34,Visa,mall,in-store,grocery_store,San Francisco,California,USA,37.7749,-122.4194,94103,1
