,age,years_of_experience,education_level,interview_score,offer_salary,job_offer_duration,previous_jobs,distance_to_company,candidate_rating,industry_match,label
360,33,5,2,68,87528,13,2,12,4.142261068055053,0.6308522395637017,1
361,38,7,2,73,70518,12,0,19,4.207806175812337,0.877081774727249,1
362,29,5,4,74,68077,11,1,-4,2.4148265830334257,0.7509426482268988,0
363,32,2,1,68,55311,17,0,-9,4.89853407450361,0.5565088954389208,1
364,33,9,3,78,76034,5,2,18,4.463095841289293,0.5421048102928704,1
365,28,5,4,64,95421,24,1,20,2.6134503835874705,0.596228279105515,0
366,31,5,3,58,77774,10,0,36,2.558495107238211,0.41507693668893914,0
367,30,2,4,84,74777,20,2,17,2.3769834367387483,0.7121004988203922,1
368,30,4,2,84,78221,6,1,23,2.4151356876257553,0.5366993324179935,1
369,26,2,4,63,74889,20,2,13,4.2444853970860885,0.8540374770203283,0
370,30,4,2,88,66870,20,0,18,3.4089627708548704,0.7917592290375806,0
371,32,10,4,66,83233,18,0,32,4.3488025182196015,0.696833556659904,1
372,37,1,1,79,77258,8,1,-6,4.238764683050617,0.5367314447221854,1
373,35,0,3,87,75176,17,1,19,3.813838140515665,0.4364556905877648,1
374,41,9,1,74,65246,7,2,36,4.059099819736039,0.8044987116686548,0
375,26,4,4,82,88035,13,1,18,2.0550671731374255,0.6161659143442062,1
376,34,3,4,67,81647,22,1,32,2.9353329404150657,0.44608752481528235,1
377,31,8,4,72,69471,21,-1,9,3.9134665377782305,0.426863499776004,0
378,41,3,2,72,85018,15,3,15,2.0280348604587326,0.40751058792588335,1
379,26,10,3,64,70024,8,1,15,2.09893083104778,0.8051547775336367,0
380,26,7,3,72,67180,20,2,-7,4.5556639474111496,0.44884167044520257,0
381,27,4,4,52,67403,15,0,3,4.052074585076215,0.6423174712913784,0
382,19,11,4,68,57289,-1,1,4,2.796109199361032,0.5935051346324867,0
383,27,3,2,71,79715,20,0,23,4.063888520356127,0.6767470844983845,1
384,26,7,1,71,56689,15,1,24,4.37737000741779,0.8701506852412761,0
385,31,6,1,71,62716,23,1,18,2.920382849330304,0.8640358035531248,0
386,32,9,3,74,54244,7,1,23,2.1081121324975625,0.5931994466861588,0
387,39,10,2,82,74139,-7,2,13,4.798337374063204,0.30998806297757014,1
388,35,5,4,88,73497,17,0,27,3.0355395148868913,0.577188473714297,1
389,27,3,3,65,71733,17,0,15,2.3194452898541194,0.6940257993256912,0
390,26,6,2,57,64574,3,1,16,3.4755706141794422,0.6625470934137401,0
391,32,3,1,59,63278,8,3,12,4.305403386992401,0.7233684687701335,0
392,23,11,2,68,79644,34,1,22,2.6649419438526776,0.40014922610750425,1
393,39,5,1,70,69494,13,2,11,2.80847015040009,0.7202478142074761,0
394,36,4,2,63,78164,20,1,25,2.7281449603957495,0.4187235521834519,0
395,28,6,3,56,66148,10,3,4,4.9750191584950345,0.7878405874528868,1
396,21,1,1,68,76811,0,-1,4,2.5922112011916276,0.520406948620742,1
397,37,2,3,78,88033,14,1,22,3.7265606508983717,0.7614320316979447,1
398,29,9,3,84,80862,13,-1,14,4.775793924970893,0.3311126392889696,1
399,36,3,1,67,70876,12,-2,10,2.4406897066333375,0.5651090166340936,1
400,22,2,1,69,77572,14,1,24,4.9125625936031,0.7582724394711662,1
401,27,7,4,61,72593,17,1,9,4.8424317031868735,0.44746583561547115,1
402,30,9,4,75,75079,14,1,13,4.653715961174788,0.8169365791181946,1
403,30,7,4,62,71744,6,1,29,2.6436695639900067,0.7100068265182057,0
404,28,8,3,84,73357,18,4,30,3.90216516803295,0.6819151518973688,1
405,33,3,3,48,77121,1,1,31,4.282674418883721,0.5298067552328191,0
406,25,1,4,70,65066,1,2,12,4.958083784589289,0.6135934557477264,1
407,29,10,3,80,64841,20,0,27,2.5412714662441114,0.6882770456356044,0
408,31,4,3,78,61115,19,1,6,4.29807769855789,0.6071003740446788,0
409,33,4,1,115,58997,15,1,6,3.016403509781339,0.753903660561364,0
410,34,9,1,80,62827,5,1,-9,2.526879396704007,0.5819030065195236,0
411,24,7,3,60,76595,10,3,32,3.264130823641565,0.4314775681323197,0
412,22,6,4,74,66072,13,2,6,4.381507736445849,0.4390569588206807,0
413,36,11,2,48,80136,4,1,14,3.3945494111121564,0.3037724497479117,0
414,32,3,4,74,75347,10,-1,6,3.6125693006091453,0.49562251511313704,1
415,26,8,2,63,55315,20,1,22,4.985478230600364,0.7867964663110376,1
416,38,5,4,89,81550,25,4,11,3.197327898672278,0.8162057607444462,1
417,31,6,1,67,83108,12,1,2,3.8462022641277196,0.43160390236223745,1
418,36,10,3,73,65061,20,2,19,3.0957326048461153,0.9233785979664149,0
419,30,7,3,65,79202,2,2,1,3.1783569389861146,0.6265618157620823,0
420,40,7,1,101,66435,20,1,7,4.086922260336224,0.8960361868620266,0
421,39,8,2,70,75977,9,0,-6,4.8136609282846505,0.7593974332100601,1
422,29,4,2,102,62355,17,-1,1,3.6270768514769642,0.7695817249645684,0
423,35,2,2,87,57069,13,2,17,4.305199786846339,0.35527835384894624,0
424,33,2,1,82,71172,24,0,-5,2.2676196764508916,0.4429942324830049,1
425,37,-1,2,81,73763,9,1,0,2.6334741122957808,0.3057296416414072,1
426,25,11,1,81,71023,19,0,15,3.5063949227585973,0.7654829663098792,1
427,33,2,4,46,63160,13,1,10,2.0600351708863243,0.5238848874785315,0
428,35,4,4,71,71001,14,1,35,2.7585649362876765,0.8113241354496252,1
429,21,4,1,88,77693,14,1,33,3.5522038694748983,0.520308542959067,1
430,24,6,3,74,74551,9,0,6,2.044883594768902,0.8325669389942596,1
431,20,7,4,54,76825,15,2,21,2.793638858678125,0.38495386493640343,0
432,29,8,2,74,68299,15,0,22,3.5420924584276086,0.4126925518923803,0
433,34,3,1,101,86717,17,-1,9,3.719447743943737,0.5215697507295587,1
434,38,4,2,94,63238,16,1,0,4.777255079165917,0.5655168027734776,1
435,30,6,2,74,79876,21,1,15,3.9360368697518235,0.5266568270479359,1
436,38,4,3,89,86819,21,1,13,3.244207407589981,0.7963705711400928,1
437,23,10,2,70,79809,8,2,11,4.7910535313992035,0.36301840520736456,1
438,21,6,3,49,72975,21,1,19,4.354648950163383,0.5282910627650172,0
439,30,7,4,61,69717,7,1,7,2.600026763338243,0.8442059996850484,0
440,32,7,1,98,85361,19,0,3,2.3925270840464594,0.34341810022041175,1
441,30,9,2,71,60770,19,2,16,4.027434907228199,0.9125232799863823,0
442,20,6,1,71,65299,2,1,19,3.6796494967309514,0.9411059474768082,0
443,30,1,2,71,71024,16,1,3,4.369020841378267,0.357569312986302,1
444,23,6,1,104,87377,12,-1,24,4.21641515023606,0.48932713946622897,1
445,33,3,2,99,78798,10,2,-3,3.8756346015725454,0.5420604329229814,1
446,32,3,2,108,65320,24,0,9,4.959146514886676,0.8046543896242719,1
447,25,7,2,73,71897,10,0,12,3.600769190331226,0.6873524278758769,1
448,27,9,2,79,68857,9,1,9,2.3393172695051594,0.7188377053201687,0
449,25,5,2,52,67902,16,0,9,4.484820694447965,0.7923813848320288,1
450,30,6,2,97,84789,20,0,34,2.755560087037127,0.37668634963406666,1
451,35,10,2,57,61283,14,-1,6,4.331906444431755,0.8415861469916706,0
452,25,6,2,78,91088,23,2,39,4.871321288000154,0.7586528727170936,1
453,33,13,2,59,83282,19,0,19,4.090386541893023,0.6752721213776407,0
454,27,7,1,66,85909,0,4,16,3.7880904828494035,0.8783279676089868,1
455,26,0,3,62,70371,11,0,20,3.381158527025122,0.7551991300244746,0
456,29,7,2,66,73501,11,0,40,3.09322959798621,0.4311049757101665,1
457,25,6,3,67,60668,18,0,5,3.059014252915509,0.5793344976991833,0
458,27,9,2,67,69753,-3,1,4,3.909118117128772,0.6211278635082266,0
459,24,7,2,88,79937,33,1,7,4.253819350813238,0.33589145738776366,1
460,40,5,1,58,87961,19,2,15,4.035551208453243,0.9205143836840362,0
461,30,1,4,78,63928,16,0,-2,2.595230303580688,0.383575219517971,0
462,27,4,4,93,71345,23,0,15,3.481961540430474,0.7533498236973724,1
463,31,2,1,67,73487,31,-1,32,4.374920216549189,0.6290501734590721,1
464,29,3,3,64,61042,21,-1,17,3.4271122345671685,0.3166609624248747,0
465,29,7,4,72,80913,22,0,12,3.6098698392064814,0.9010858593118349,1
466,33,10,1,93,67760,16,1,9,4.313408144512467,0.8536939257323064,0
467,34,6,1,78,73046,14,0,24,3.9837959187952743,0.6407676531374931,1
468,27,1,4,67,70481,12,2,7,3.228034762647178,0.4488125184906394,1
469,27,6,3,82,67107,9,2,33,4.686238133582657,0.37905487894206125,0
470,29,9,1,58,74930,10,1,34,2.4877012059904358,0.5362051116308822,0
471,18,3,2,85,72844,6,-1,18,4.986549345770975,0.46602838267995883,1
472,22,5,3,81,71281,14,0,15,2.3565577354287117,0.6293492806540941,1
473,37,5,3,70,67715,3,0,25,2.0448499133127167,0.9281660424802287,0
474,38,3,4,62,78195,16,0,26,4.670056703446294,0.6737197705992668,1
475,29,7,4,62,91536,15,0,7,2.734860525097868,0.8784551863285635,0
476,33,5,2,83,76399,16,0,10,4.189098882340163,0.7230712443722551,1
477,32,6,1,93,84961,11,1,2,4.433046124796208,0.6089102422816802,1
478,45,2,4,65,61098,37,0,19,4.57695917309635,0.8554949157766911,1
479,36,4,4,82,76578,25,1,22,4.9747827069925,0.6063892716124484,1
480,29,7,3,44,64026,6,1,2,2.8821191301199973,0.8646083108317346,0
481,25,4,4,66,60231,17,0,10,4.130730025781777,0.4895249002242474,0
482,22,10,4,75,67606,11,2,2,2.3461995748424846,0.38372849794594227,0
483,31,4,4,61,86919,8,0,6,3.2204278740705483,0.8559544018359098,0
484,26,6,4,61,84500,6,-1,21,4.543915079937771,0.6818198564652334,0
485,23,8,3,65,77430,18,1,8,3.1029741381773253,0.877910058861824,0
486,27,1,2,79,59673,10,0,12,3.7732861416068424,0.909587684545049,0
487,25,0,2,72,73037,22,1,-1,3.511320331173902,0.33485845374144196,1
488,38,0,1,41,78017,22,-1,17,3.937854593336135,0.6256300462082643,0
489,34,9,4,43,76755,25,2,15,4.918683168163085,0.543726956898444,1
490,30,3,3,66,56562,9,2,8,2.1672065795042066,0.7068079580955761,0
491,37,13,1,82,66097,18,-1,13,3.721884552504889,0.8158342781815102,0
492,30,3,1,34,74359,19,0,17,4.589086337750855,0.4823836403833398,0
493,26,6,2,68,80363,12,3,7,3.4441481352452827,0.6619189498425615,1
494,38,10,3,67,53039,10,0,0,2.2355815578247187,0.7606735769381847,0
495,33,11,3,96,73379,26,0,33,3.6816180572503128,0.3873802038432271,1
496,25,11,3,69,76430,17,-1,9,2.9962216724714614,0.8291434888683233,1
497,29,9,2,81,83496,19,1,14,2.4648253560138076,0.6939712399044324,1
498,26,8,2,77,81929,9,1,25,4.5471035398504185,0.9171993341238736,1
499,23,7,2,43,80826,6,2,50,3.5647985389733647,0.5206937974349506,0
500,35,7,2,87,67001,11,0,3,4.7998292371371996,0.3702948625191791,1
501,40,3,2,78,55920,14,-1,19,4.418049513809207,0.6292257806740014,0
502,23,3,4,83,71069,8,1,8,4.078915381321002,0.35577700161113524,1
503,33,5,4,134,85016,15,2,10,2.015076510095936,0.9301922401606044,1
504,27,4,3,44,88935,3,-1,8,3.28347036991475,0.3251452228671745,0
505,28,4,1,101,82105,7,2,4,2.592458844956097,0.7897775357197501,1
506,27,7,3,71,79293,20,1,15,4.732393733146603,0.6413165587924585,1
507,26,8,1,79,78796,19,2,0,2.523751954029081,0.5396034241238876,1
508,30,5,2,74,69439,12,1,24,2.8581801549778563,0.3427974069306255,0
509,26,9,1,69,73699,8,-2,16,3.5505103032034975,0.704408500712845,1
510,31,2,3,66,91691,8,1,19,2.7900908569942375,0.6803932141041209,1
511,30,4,3,80,65574,12,2,10,2.6295940318373634,0.4825741274939398,0
512,29,3,1,52,91148,20,0,11,3.797297975308257,0.8916441059167028,0
513,25,-1,4,86,71780,21,1,18,2.2667885682650715,0.49767150477284394,1
514,27,5,2,69,88254,12,1,3,2.174503276162774,0.592321516884869,1
515,34,5,2,58,60932,7,-2,11,3.116735885558214,0.6534455963471262,0
516,33,10,3,68,80859,17,3,6,4.161993363523587,0.36515072081458594,1
517,25,7,4,94,67632,9,0,6,3.664420274821844,0.9059051174888608,0
518,30,2,1,67,60847,11,2,-6,3.2686294054003366,0.5434484990931767,0
519,34,11,2,80,77185,24,1,28,3.6972546926737473,0.3525064890183233,1
520,22,9,4,64,85095,21,2,8,3.0963544539598207,0.5517392628889644,0
521,33,7,2,86,66551,16,1,27,4.8084390062963385,0.6901316556101773,1
522,27,4,4,85,60010,6,1,26,2.164714672732323,0.6338742366838641,0
523,33,2,4,103,74082,16,0,2,4.020174437089506,0.7514522831242281,1
524,26,4,3,72,74126,22,2,4,4.673847994483252,0.3360645623441419,1
525,21,8,2,85,80483,12,-1,41,4.41165412620576,0.48495139667683645,1
526,22,11,1,76,84496,24,2,33,2.55212310446434,0.8324998749460664,1
527,30,10,3,94,74406,24,0,15,2.887779046940865,0.3519308970643845,1
528,31,4,3,64,93555,27,2,18,4.151143816121314,0.8560658705523723,0
529,25,2,1,86,77242,17,1,9,2.2528116775422964,0.35973245985011904,1
530,33,5,3,72,71536,19,2,19,4.435585099497752,0.8423952396796024,1
531,22,0,4,74,58884,25,1,8,4.15672083381437,0.5345124607011723,0
532,30,6,4,76,72373,18,-1,-5,4.188819947706028,0.6979358911171902,1
533,24,5,2,79,71636,11,0,2,2.3007241108027743,0.39937662517119876,1
534,27,4,2,73,84603,12,2,15,4.1532816344486925,0.34300966912136754,1
535,30,0,1,78,79625,17,1,4,4.0394543756599095,0.44035983261308775,1
536,26,7,2,99,63206,6,2,14,4.492767472465552,0.3831049816406521,0
537,28,3,4,90,76723,14,1,4,2.1247878687694084,0.5030638334917606,1
538,35,1,1,88,81715,23,0,7,2.0693320054033766,0.634349110232163,1
539,27,-4,1,68,90280,0,0,24,3.119021299635682,0.6826936513172561,1
540,34,5,2,62,83875,26,1,17,2.4463648515474588,0.8134142697968327,0
541,24,10,4,89,82608,23,-1,15,3.675153432710666,0.7265559306114331,1
542,33,10,1,88,75601,12,3,24,4.752046704520247,0.6956929113342094,1
543,37,4,4,97,78883,19,1,20,3.174439191002047,0.5676583178657535,1
544,18,3,4,66,87495,15,2,29,4.534851131817812,0.6079754827240901,1
545,26,6,4,72,61672,24,-1,10,2.0007226235535995,0.5694385391036176,0
546,33,2,2,50,71506,22,2,11,2.5055439303775526,0.8474079195398989,0
547,29,6,3,69,67274,5,3,2,2.0912706189622567,0.44950029415645987,0
548,32,7,3,90,78792,19,0,11,2.984441541545206,0.303718605502277,1
549,27,9,1,68,87302,14,2,25,4.724568787089508,0.7233579331970554,1
550,30,5,4,85,69030,16,1,28,2.290856370796963,0.4316004193652404,0
551,29,4,2,72,51097,10,-1,25,3.8192293302314013,0.8785748386013759,0
552,36,2,4,80,70878,27,1,-3,3.354487817358333,0.8583801143093264,1
553,31,3,4,58,84135,22,2,26,4.815404637097437,0.3498727917533338,1
554,32,4,2,76,80376,10,0,-3,2.3675574276112816,0.36915246351915026,1
555,28,6,3,30,79282,6,2,24,2.6360835515066867,0.621861534960333,0
556,28,8,4,72,72200,12,-1,11,2.08862590583448,0.6959947308000805,1
557,28,3,4,51,62210,18,0,22,3.3018057488941213,0.47869041936345647,0
558,32,9,3,93,80153,17,1,2,2.8334986986939628,0.7659185158545909,1
559,28,4,2,87,66657,24,1,27,4.609717801670962,0.6866954135972665,1
560,31,5,1,82,96841,21,0,0,3.8148224395932653,0.5111356713365605,1
561,40,3,3,98,80705,22,2,8,3.842272213927105,0.3164914672275051,1
562,34,-2,1,61,69194,17,2,5,3.5957320906439074,0.7875976828440364,0
563,28,8,1,101,68886,5,2,-3,2.275551011687603,0.43958988278630373,0
564,36,7,3,89,74071,14,1,16,3.335056051176066,0.8424079332507084,1
565,28,4,4,71,72605,22,2,33,4.99851556912555,0.5731886690352659,1
566,20,5,1,92,86168,15,1,42,4.5056878725380445,0.6751003377106475,1
567,25,7,1,58,76864,19,3,16,4.6803771625013475,0.8674166747658512,1
568,21,0,2,63,67684,13,0,26,4.469679077739499,0.8613549505979696,1
569,28,3,4,66,93904,8,3,17,2.309125080292948,0.5414877239083226,1
570,30,7,1,67,75493,14,1,20,2.6823447621943988,0.435777780264648,1
571,38,1,2,59,82688,17,0,12,2.0093649540692287,0.8038449505235865,0
572,32,6,4,93,68918,10,2,17,2.9105303746343343,0.5815021323413851,0
573,29,1,3,71,78631,13,1,20,2.3258222070394776,0.42482729581335266,1
574,34,6,3,80,78111,8,2,9,3.418380035904749,0.8878764725061477,1
575,19,5,2,66,56104,23,2,14,4.031382465721705,0.4287677262567068,0
576,31,0,3,48,95153,13,1,14,4.623515885114231,0.3167746593243002,0
577,34,8,1,79,87906,25,0,23,4.247651495272695,0.313181982948823,1
578,23,3,4,46,71028,26,2,4,4.815756787335515,0.7045049816952718,1
579,36,3,1,74,63977,14,1,14,2.1616948711813664,0.7300887894663947,0
580,32,6,1,54,78476,8,2,34,2.0365395062496243,0.5021771082870395,0
581,28,8,3,105,75867,0,-1,27,3.984014341508638,0.5080071430105911,1
582,33,2,1,89,78557,5,1,28,2.8680572306667385,0.5206710447889628,1
583,41,5,3,77,76916,5,0,15,2.7605030483173194,0.742103055393271,1
584,31,6,4,94,80062,25,3,18,2.992661263081383,0.3377869641674386,1
585,31,7,4,62,89473,16,2,25,2.8093881736770925,0.9039256292493616,0
586,28,6,1,83,80681,18,1,31,3.534309218904762,0.44463867871534013,1
587,26,4,2,78,64503,-1,1,-5,3.3204453416723974,0.9497875834073599,0
588,34,3,3,79,88626,7,0,2,3.537285654129969,0.4114897509616715,1
589,26,5,3,94,91406,21,3,28,4.018140834501309,0.8015051972530454,1
590,30,2,1,86,106521,17,3,12,3.161391526913445,0.44521815420425626,1
591,28,-4,3,79,63765,14,1,8,2.7539230614264705,0.35255042106811507,0
592,32,6,3,50,77429,19,3,2,2.4986016104262365,0.8687066608279217,0
593,32,8,2,61,54179,26,0,9,3.0484223585978767,0.8581883184740797,0
594,35,-2,2,73,80531,13,0,1,4.225419425738516,0.5623207550922409,1
595,27,2,1,76,69518,15,1,36,4.2701147303344085,0.7565574926512774,0
596,29,7,2,58,94234,16,1,15,4.000716160052631,0.6620928562445461,0
597,25,11,1,111,67254,32,1,14,2.7020845259206236,0.8544214738879365,0
598,28,5,4,98,58108,0,2,21,3.7642587375640932,0.5047863800571253,0
599,32,3,1,84,70287,20,1,25,3.7120689847305437,0.6403870599993403,1
600,34,4,4,76,55245,14,0,24,3.4527985943291766,0.6154920412829578,0
601,25,9,1,72,82511,19,2,26,3.6499369591515927,0.5300387870669582,1
602,34,3,3,61,54349,10,2,9,3.475371897871004,0.8794457919616419,0
603,37,3,2,76,75285,15,1,12,3.6963690982223247,0.407820651030648,1
604,32,4,4,79,54222,20,2,23,4.146517863863386,0.3971806156884525,0
605,39,2,1,56,71797,37,0,10,2.328884583210319,0.6749911979597882,0
606,26,5,2,80,91434,21,1,15,4.248877256447071,0.7273712494902123,1
607,24,10,1,73,78606,9,0,19,2.4076584503827827,0.42650251531096733,1
608,21,6,2,46,66365,12,0,23,2.199883995231124,0.5539663374655056,0
609,37,4,2,62,74688,12,0,-3,4.928239058664403,0.9152664979361833,1
610,33,4,1,69,75180,2,0,22,4.870975306611324,0.46030132474893803,1
611,30,0,4,103,79726,13,0,13,2.1813096348216923,0.7344344563763061,1
612,31,8,4,83,61331,20,1,22,3.3297603244248863,0.781097105903434,0
613,24,5,3,55,80926,6,2,23,2.5587348148993243,0.5912836546523537,0
614,42,4,2,82,47956,22,1,31,3.4560346914032545,0.9093918913937289,0
615,31,15,3,52,68701,18,-1,29,4.4905317289987625,0.7788268778922137,1
616,31,6,3,91,70117,10,2,28,4.851835324228671,0.5976509769095836,1
617,34,3,1,68,81333,14,0,29,3.902757960354612,0.670067881154461,1
618,32,4,1,74,75226,26,1,18,3.061717001635451,0.7501987382263153,1
619,31,8,1,95,60944,20,1,15,3.809976696933795,0.6849236172789918,0
620,26,5,2,56,65150,15,1,24,2.9360039183253512,0.8711534294869492,0
621,32,1,1,54,76987,13,2,22,4.729470922496181,0.5319776304822608,1
622,39,8,1,66,74209,16,1,12,4.611201389317511,0.49492573103627313,1
623,37,3,2,91,69209,11,0,19,3.674695250838983,0.43899527817192174,0
624,38,11,2,52,70192,0,3,15,2.974396746141082,0.3245589292419868,0
625,27,8,4,33,81962,29,1,6,2.880169026748935,0.32795907684703596,0
626,25,4,1,68,69823,16,1,28,2.100253984115178,0.8655358755210338,0
627,29,9,1,83,74119,18,2,16,4.447462553075885,0.7409555451638397,1
628,30,5,1,93,96699,15,1,35,3.3511496391170237,0.7293460700337159,1
629,35,8,4,68,60763,10,1,-1,2.9753987852007935,0.6995178323076758,0
630,22,6,1,69,56482,14,3,9,3.4133310649932618,0.8519924440511681,0
631,38,2,4,92,82836,4,1,15,4.456213971363956,0.6121735016826577,1
632,29,3,3,47,68214,31,1,26,2.3738426231225636,0.865767038562895,0
633,28,8,4,69,71818,6,1,19,4.572967964725482,0.5336392670184554,1
634,25,4,3,78,67188,8,2,18,4.692526505325062,0.9023598778204087,1
635,22,4,1,82,72402,12,-1,4,4.840123745101664,0.7541270370528059,1
636,34,2,3,67,90985,24,-1,3,3.1924639772678836,0.4671651384158777,1
637,30,6,4,76,83021,15,0,18,2.6514212121130156,0.6666551990976063,1
638,24,11,2,38,83622,6,-1,1,3.1209224554000956,0.6464698649673661,0
639,24,2,3,65,60838,24,1,10,2.99873628869421,0.38963423412471704,0
640,28,5,3,82,63488,20,2,20,2.52846173750858,0.684307888737899,0
641,38,9,1,60,46609,19,0,5,3.8218000103044636,0.5046106554160226,0
642,29,5,4,76,66906,20,0,31,3.4298724815258868,0.33402669842624155,0
643,22,6,3,82,84567,32,1,27,4.59710297697201,0.916626502509267,1
644,29,2,3,70,80169,30,2,-1,2.096328741446175,0.716968739891787,1
645,29,6,3,78,72785,10,-1,6,3.931603782665379,0.8699973057160504,1
646,17,4,3,61,74777,26,2,-8,4.288846635534684,0.7394364032586145,0
647,30,8,2,72,68111,18,2,7,4.278459707564921,0.5320393998910734,0
648,29,9,4,84,77048,18,2,23,4.658221901286575,0.6332472470137274,1
649,33,13,1,77,82659,3,2,11,4.187101228488482,0.7392353942256651,1
650,39,7,1,66,58841,14,3,20,4.783430184943089,0.9241640113809344,1
651,36,6,2,78,77996,9,1,0,2.997969799462674,0.46488514842910267,1
652,29,6,4,86,84324,21,1,23,3.509628250254629,0.8687350881056763,1
653,24,4,3,44,70849,22,1,9,2.042238989848672,0.9006505734412751,0
654,43,6,2,92,82007,0,1,15,2.0208727619098736,0.7357700845283217,1
655,30,4,4,70,103147,15,3,14,2.7203798613545596,0.9053233078108696,1
656,30,6,3,81,73957,23,0,2,2.302421591417256,0.5586210818602895,1
657,30,9,2,93,78933,14,0,3,2.7806341038072606,0.9194605144262877,1
658,31,2,4,54,67619,20,2,25,2.531129883585192,0.7568088701578837,0
659,29,8,1,64,76813,17,2,19,2.0855600745159446,0.32730374882222774,0
660,27,9,1,71,79603,17,1,26,4.727912439218148,0.8894673406823843,1
661,27,5,4,63,76948,13,2,18,2.0246693941666747,0.6149073258715751,0
662,30,-1,1,101,64803,6,1,16,4.208246433011256,0.5992125401055912,0
663,27,3,4,62,77064,7,3,-2,2.4564436607585494,0.6682032938867621,0
664,26,9,3,67,89622,20,1,12,4.7366888659988,0.3970999554012981,1
665,31,5,4,78,79486,15,2,15,4.678387818769657,0.6049579315688091,1
666,29,2,3,57,84620,14,4,35,3.961703439107772,0.8402326908665345,0
667,38,3,2,69,72630,12,2,22,4.016702449401816,0.31006359843938497,1
668,17,8,4,80,82499,13,1,30,2.0160174259090655,0.4773961542108413,1
669,35,7,2,70,77793,22,2,21,4.954614698340806,0.3015954811884987,1
670,36,4,1,74,65491,13,1,8,4.633497810727443,0.5702123509474013,1
671,20,4,3,67,78185,6,3,16,4.685318677190276,0.7734050818209275,1
672,28,4,4,52,65083,20,1,17,3.977733611152616,0.8192016889245084,0
673,28,2,2,80,68671,14,1,6,3.0343607859636097,0.9143733447325542,0
674,23,10,3,101,76893,15,0,11,4.680945947271443,0.6955279984310112,1
675,26,4,3,75,77972,26,2,13,2.874550784453577,0.46550746332438203,1
676,24,9,1,78,63108,15,2,31,3.6881346300266085,0.9006961669388542,0
677,39,10,1,85,85540,17,1,-6,2.299192917031647,0.8039552400222443,1
678,35,8,3,56,80720,7,2,27,4.76586689039825,0.6733785139520438,1
679,36,4,3,101,67953,13,-1,6,2.42231137331364,0.7521661402173083,0
680,34,6,4,78,59624,19,1,1,2.674690417191222,0.9008056307548289,0
681,24,5,3,99,73551,4,1,27,3.674402474384645,0.763056118507399,1
682,27,2,4,64,70541,16,3,22,4.292279000638945,0.539443429930077,0
683,32,6,3,102,76131,16,0,28,3.858053917808897,0.7634683314879127,1
684,24,1,1,87,71369,15,0,23,2.6964017384004686,0.3261808057780021,1
685,34,9,4,83,54925,22,0,36,2.002829127582471,0.5511701151898778,0
686,29,4,2,79,71117,17,0,21,4.271451740922318,0.5641099706996264,1
687,28,6,1,71,71944,25,2,13,4.955621977733282,0.4084448523735425,1
688,34,6,4,93,81337,8,3,18,4.429739360918271,0.3150055623586506,1
689,32,4,4,77,68018,16,1,27,3.3806198544698463,0.3866978038145328,0
690,28,7,2,45,91787,16,2,7,4.711301784197319,0.7255039722680857,1
691,36,4,4,58,55884,8,1,8,3.22954301935505,0.8214877306363968,0
692,25,8,3,72,88112,22,1,12,3.574802252730403,0.9423322702725332,1
693,33,1,2,80,72757,31,1,-6,3.43138930218705,0.5251362770205212,1
694,33,5,1,74,83596,15,1,16,3.342871617996575,0.689596494469716,1
695,28,11,1,93,75798,19,-1,-4,4.325572307881718,0.9091442284298292,1
696,32,2,3,46,86396,16,1,16,3.580306721808476,0.4085771578697992,0
697,24,3,1,77,71126,10,1,24,2.950151366075648,0.7664696311227827,1
698,35,7,4,48,64014,2,2,10,2.774474502975435,0.790736176546956,0
699,29,6,4,86,89205,10,1,32,2.1132419509023004,0.3578340983150699,1
700,27,6,3,74,73865,5,1,0,3.749585485649138,0.8598121003689922,1
701,35,6,1,81,77216,27,0,27,2.6898842462031025,0.8285182806220484,1
702,26,7,1,62,87348,14,1,22,2.4444017660491495,0.3217119542753324,0
703,23,8,3,94,64680,13,2,-2,3.961489891483033,0.35920486967203347,0
704,22,6,2,91,80955,21,0,42,4.043627773464646,0.33193248102970396,1
705,33,4,1,84,69101,7,1,14,4.256464676772998,0.5175832956695854,0
706,24,7,2,73,73678,10,1,6,3.5107306890157743,0.631037843941952,1
707,39,11,1,84,75723,15,0,1,4.682163815611659,0.6460260231705086,1
708,20,5,1,64,59998,22,0,13,4.809028260194683,0.47398339385013766,1
709,38,2,1,88,67212,19,1,14,4.422112819377468,0.8925379762641781,1
710,31,8,1,100,88511,17,0,16,3.9067804460245616,0.5393708134167435,1
711,30,5,4,91,83862,16,1,12,2.9111628607735662,0.32960760137747913,1
712,27,-2,2,64,74374,18,0,21,4.948834764860663,0.49514762250190114,1
713,32,8,2,80,77431,16,2,11,2.822408501575815,0.645221124653701,1
714,30,3,1,56,72058,8,3,-4,2.6079707659712934,0.5653441846823508,0
715,36,5,1,84,88566,15,0,14,3.3264623413597483,0.4779976374145184,1
716,31,6,2,82,72996,7,2,-9,2.170521712137165,0.3853601123468063,1
717,31,6,4,47,77318,16,0,19,4.935483394015373,0.8324569250625493,1
718,28,7,3,58,86460,12,2,5,3.7653006692492745,0.9474944073807245,0
719,30,4,3,71,67226,33,0,17,3.6708562749925258,0.5142023867905233,0
720,32,7,2,70,90588,15,1,28,3.9673888396991597,0.5480536787147925,1
