,Defendant_ID,Age,Gender,Employment_Status,Prior_Convictions,Substance_Abuse,Violent_Crime_Prior,Community_Support,Education_Level,Release_Type,label
780,781,33,Male,Employed,9,No,0,Yes,Bachelor's,Probation,0
781,782,29,Female,Unemployed,1,No,1,Yes,Associate's,Probation,0
782,783,62,Male,Employed,5,Yes,1,No,Less than High School,Jail,1
783,784,59,Female,Unemployed,3,Yes,0,Yes,Bachelor's,Probation,1
784,785,25,Female,Unemployed,4,Yes,0,Yes,High School,Jail,1
785,786,45,Male,Unemployed,6,No,0,Yes,Associate's,Parole,0
786,787,45,Male,Unemployed,9,Yes,0,No,Bachelor's,Jail,1
787,788,55,Male,Unemployed,0,Yes,0,Yes,High School,Jail,1
788,789,57,Male,Unemployed,9,Yes,0,Yes,High School,Parole,1
789,790,62,Female,Employed,5,No,0,Yes,Less than High School,Parole,0
790,791,34,Female,Employed,7,Yes,1,No,Less than High School,Jail,1
791,792,55,Female,Unemployed,0,Yes,0,No,Less than High School,Jail,1
792,793,49,Male,Employed,2,Yes,0,Yes,Bachelor's,Probation,0
793,794,24,Male,Unemployed,6,Yes,0,Yes,Less than High School,Probation,1
794,795,68,Male,Employed,0,Yes,0,No,Less than High School,Probation,0
795,796,44,Female,Unemployed,4,No,0,Yes,Associate's,Parole,0
796,797,63,Female,Unemployed,4,Yes,0,No,Less than High School,Jail,1
797,798,24,Male,Employed,2,No,1,No,Associate's,Parole,1
798,799,59,Male,Unemployed,0,No,0,Yes,Less than High School,Probation,0
799,800,47,Male,Employed,3,Yes,0,No,High School,Jail,0
800,801,36,Female,Employed,10,No,1,Yes,High School,Parole,0
801,802,51,Male,Employed,8,Yes,0,No,High School,Parole,0
802,803,47,Male,Unemployed,6,No,1,No,Bachelor's,Jail,1
803,804,48,Male,Unemployed,4,No,0,No,High School,Parole,0
804,805,67,Female,Employed,5,Yes,1,No,Bachelor's,Jail,1
805,806,35,Female,Unemployed,4,No,0,Yes,Associate's,Parole,0
806,807,20,Female,Unemployed,1,Yes,1,No,Associate's,Parole,1
807,808,40,Male,Employed,8,Yes,1,Yes,High School,Parole,0
808,809,58,Female,Employed,6,No,0,No,Less than High School,Jail,0
809,810,21,Female,Unemployed,10,Yes,1,No,Bachelor's,Parole,1
810,811,55,Male,Employed,8,Yes,0,Yes,Associate's,Parole,0
811,812,64,Female,Unemployed,1,Yes,1,Yes,Bachelor's,Jail,1
812,813,21,Male,Employed,6,No,0,Yes,Less than High School,Parole,1
813,814,47,Male,Unemployed,8,No,1,No,Less than High School,Parole,1
814,815,21,Male,Employed,1,No,1,No,Bachelor's,Parole,1
815,816,49,Male,Employed,1,Yes,0,No,Bachelor's,Probation,0
816,817,22,Male,Unemployed,4,No,0,Yes,High School,Probation,1
817,818,24,Male,Unemployed,0,Yes,0,No,Less than High School,Parole,1
818,819,25,Male,Unemployed,2,Yes,1,Yes,Less than High School,Parole,1
819,820,38,Female,Unemployed,2,Yes,0,Yes,Bachelor's,Parole,1
820,821,47,Female,Unemployed,0,Yes,0,Yes,High School,Parole,1
821,822,41,Male,Employed,6,No,1,No,Less than High School,Probation,1
822,823,65,Female,Employed,8,No,0,Yes,High School,Parole,0
823,824,26,Female,Employed,2,Yes,0,No,Less than High School,Jail,0
824,825,29,Male,Unemployed,1,Yes,0,Yes,Associate's,Parole,1
825,826,64,Female,Unemployed,5,Yes,1,Yes,High School,Jail,1
826,827,55,Male,Employed,4,Yes,0,No,Less than High School,Jail,0
827,828,44,Female,Employed,6,No,0,Yes,Associate's,Probation,0
828,829,46,Male,Unemployed,0,Yes,1,Yes,Bachelor's,Probation,1
829,830,50,Female,Unemployed,1,Yes,1,Yes,Less than High School,Probation,1
830,831,32,Female,Employed,8,No,1,No,Bachelor's,Jail,1
831,832,59,Male,Employed,9,No,1,No,Less than High School,Parole,1
832,833,22,Male,Employed,1,Yes,0,No,Less than High School,Probation,0
833,834,38,Male,Unemployed,6,No,1,Yes,Less than High School,Jail,0
834,835,22,Male,Employed,4,No,0,Yes,High School,Probation,1
835,836,48,Male,Employed,6,No,0,No,Bachelor's,Parole,0
836,837,31,Male,Unemployed,7,Yes,1,Yes,High School,Probation,1
837,838,38,Male,Unemployed,3,Yes,1,No,Associate's,Jail,1
838,839,34,Male,Employed,6,Yes,0,No,High School,Jail,0
839,840,56,Male,Unemployed,8,Yes,1,Yes,High School,Probation,1
840,841,62,Male,Employed,7,No,1,Yes,Less than High School,Parole,0
841,842,34,Female,Employed,7,No,0,Yes,Bachelor's,Probation,0
842,843,70,Female,Employed,7,Yes,0,No,Associate's,Jail,0
843,844,38,Female,Unemployed,7,Yes,1,Yes,Associate's,Probation,1
844,845,36,Male,Unemployed,5,Yes,1,No,Bachelor's,Jail,1
845,846,30,Female,Employed,7,No,0,Yes,Bachelor's,Parole,0
846,847,31,Male,Unemployed,4,No,0,No,Associate's,Jail,0
847,848,66,Female,Employed,1,No,0,No,High School,Probation,0
848,849,51,Female,Unemployed,6,Yes,1,No,Less than High School,Probation,1
849,850,49,Male,Unemployed,0,Yes,0,Yes,Associate's,Parole,1
850,851,28,Male,Employed,10,No,1,No,Bachelor's,Jail,1
851,852,63,Female,Unemployed,5,No,0,No,Bachelor's,Parole,0
852,853,54,Female,Employed,8,No,0,Yes,High School,Parole,0
853,854,43,Male,Unemployed,7,Yes,1,No,Associate's,Probation,1
854,855,33,Male,Employed,4,No,1,No,Associate's,Probation,1
855,856,54,Male,Employed,1,No,1,No,High School,Parole,1
856,857,39,Female,Employed,4,Yes,1,Yes,Bachelor's,Parole,0
857,858,30,Female,Unemployed,9,No,0,No,Associate's,Parole,0
858,859,60,Female,Unemployed,0,No,1,Yes,Bachelor's,Jail,0
859,860,53,Female,Unemployed,9,Yes,1,No,Associate's,Probation,1
860,861,40,Male,Unemployed,9,No,1,Yes,Associate's,Jail,0
861,862,25,Female,Employed,10,Yes,0,Yes,Bachelor's,Probation,0
862,863,67,Female,Employed,10,Yes,1,Yes,Bachelor's,Jail,0
863,864,46,Female,Unemployed,3,No,0,Yes,Less than High School,Probation,0
864,865,55,Female,Unemployed,7,Yes,0,Yes,Bachelor's,Jail,1
865,866,31,Female,Employed,7,No,1,No,High School,Jail,1
866,867,59,Male,Employed,6,No,1,No,Bachelor's,Probation,1
867,868,35,Male,Employed,0,Yes,0,No,Less than High School,Parole,0
868,869,69,Male,Unemployed,2,Yes,0,Yes,Associate's,Parole,1
869,870,33,Female,Unemployed,10,Yes,0,No,High School,Parole,1
870,871,52,Female,Unemployed,1,Yes,1,Yes,Bachelor's,Probation,1
871,872,53,Female,Unemployed,4,Yes,1,Yes,Less than High School,Probation,1
872,873,35,Male,Unemployed,1,No,0,Yes,High School,Jail,0
873,874,60,Male,Unemployed,10,No,0,Yes,High School,Parole,0
874,875,31,Female,Unemployed,4,No,1,Yes,Less than High School,Parole,0
875,876,68,Female,Employed,1,Yes,0,No,Associate's,Probation,0
876,877,20,Male,Employed,5,No,1,No,Bachelor's,Parole,1
877,878,18,Female,Unemployed,6,Yes,1,No,Associate's,Probation,1
878,879,41,Female,Unemployed,6,No,1,Yes,High School,Parole,0
879,880,64,Male,Unemployed,5,Yes,1,No,High School,Parole,1
880,881,23,Female,Employed,8,No,1,No,High School,Probation,1
881,882,49,Male,Employed,0,Yes,0,No,High School,Probation,0
882,883,48,Female,Employed,1,No,0,No,High School,Jail,0
883,884,56,Male,Unemployed,3,Yes,1,No,High School,Jail,1
884,885,39,Female,Employed,6,No,1,Yes,Bachelor's,Parole,0
885,886,43,Female,Unemployed,0,No,0,Yes,Less than High School,Probation,0
886,887,27,Male,Employed,8,Yes,0,Yes,High School,Parole,0
887,888,40,Female,Unemployed,5,Yes,0,No,Associate's,Jail,1
888,889,48,Male,Employed,1,Yes,1,No,Associate's,Parole,1
889,890,24,Female,Employed,2,Yes,1,No,Bachelor's,Parole,1
890,891,18,Female,Employed,0,No,1,No,High School,Probation,1
891,892,53,Female,Employed,9,No,1,Yes,Less than High School,Parole,0
892,893,56,Female,Employed,7,No,1,Yes,Associate's,Parole,0
893,894,21,Female,Unemployed,3,Yes,0,No,High School,Parole,1
894,895,29,Female,Unemployed,8,No,0,No,Less than High School,Jail,0
895,896,26,Male,Unemployed,6,Yes,0,Yes,Bachelor's,Probation,1
896,897,51,Female,Unemployed,0,Yes,1,No,Associate's,Probation,1
897,898,22,Female,Employed,3,Yes,0,Yes,Less than High School,Jail,1
898,899,26,Male,Employed,0,Yes,0,No,Less than High School,Probation,0
899,900,36,Male,Employed,2,Yes,0,No,Less than High School,Parole,0
900,901,50,Female,Employed,4,No,1,No,Less than High School,Jail,1
901,902,63,Male,Unemployed,2,No,0,Yes,Bachelor's,Jail,0
902,903,33,Female,Employed,7,No,0,Yes,High School,Jail,0
903,904,31,Male,Unemployed,10,No,0,Yes,Associate's,Parole,0
904,905,34,Female,Employed,5,Yes,1,Yes,Associate's,Probation,0
905,906,41,Male,Employed,0,Yes,1,No,Less than High School,Parole,1
906,907,34,Male,Unemployed,6,No,0,Yes,Less than High School,Jail,0
907,908,46,Male,Unemployed,1,No,0,Yes,Less than High School,Probation,0
908,909,67,Male,Unemployed,5,Yes,0,No,Associate's,Probation,1
909,910,64,Male,Employed,2,No,0,No,Associate's,Jail,0
910,911,42,Female,Employed,1,No,1,No,Bachelor's,Parole,1
911,912,27,Female,Unemployed,7,No,0,No,Bachelor's,Parole,0
912,913,36,Male,Unemployed,9,Yes,1,No,Less than High School,Jail,1
913,914,60,Female,Unemployed,4,No,0,Yes,High School,Jail,0
914,915,36,Male,Unemployed,2,Yes,0,Yes,Bachelor's,Parole,1
915,916,65,Female,Unemployed,0,No,1,No,High School,Parole,1
916,917,49,Male,Unemployed,8,No,1,No,Bachelor's,Jail,1
917,918,65,Female,Employed,5,Yes,1,No,Associate's,Probation,1
918,919,52,Female,Employed,7,Yes,1,No,Associate's,Parole,1
919,920,52,Male,Unemployed,3,Yes,1,Yes,Bachelor's,Probation,1
920,921,26,Female,Unemployed,6,Yes,1,Yes,Bachelor's,Jail,1
921,922,52,Male,Employed,9,Yes,1,Yes,Associate's,Jail,0
922,923,25,Male,Employed,1,No,0,Yes,Less than High School,Jail,0
923,924,31,Female,Employed,6,No,0,Yes,High School,Parole,0
924,925,65,Female,Unemployed,1,No,0,Yes,Bachelor's,Jail,0
925,926,35,Female,Unemployed,2,No,0,Yes,Bachelor's,Parole,0
926,927,53,Male,Unemployed,2,No,0,Yes,Associate's,Jail,0
927,928,18,Male,Employed,9,Yes,1,Yes,Bachelor's,Probation,1
928,929,45,Male,Unemployed,2,Yes,0,Yes,Less than High School,Probation,1
929,930,50,Male,Unemployed,5,Yes,1,Yes,High School,Parole,1
930,931,44,Female,Employed,6,Yes,0,Yes,Associate's,Parole,0
931,932,58,Female,Unemployed,6,No,0,Yes,Less than High School,Jail,0
932,933,31,Female,Employed,6,Yes,1,No,Associate's,Parole,1
933,934,49,Male,Unemployed,9,Yes,1,No,Less than High School,Probation,1
934,935,62,Female,Employed,6,Yes,0,No,Less than High School,Jail,0
935,936,37,Female,Unemployed,8,No,0,Yes,Less than High School,Jail,0
936,937,31,Female,Employed,6,No,1,No,Less than High School,Jail,1
937,938,33,Female,Employed,5,Yes,0,No,Less than High School,Jail,0
938,939,22,Female,Unemployed,2,Yes,1,Yes,High School,Probation,1
939,940,56,Male,Unemployed,1,Yes,0,No,High School,Parole,1
940,941,53,Male,Unemployed,4,No,0,No,High School,Probation,0
941,942,52,Male,Employed,7,No,1,No,Associate's,Parole,1
942,943,39,Male,Employed,7,No,0,No,Associate's,Probation,0
943,944,63,Female,Employed,2,No,0,No,Bachelor's,Probation,0
944,945,47,Female,Employed,2,No,1,Yes,Less than High School,Parole,0
945,946,38,Male,Employed,3,No,0,Yes,Less than High School,Jail,0
946,947,32,Male,Unemployed,2,No,1,Yes,Associate's,Probation,0
947,948,69,Female,Unemployed,1,No,0,Yes,Less than High School,Parole,0
948,949,27,Female,Unemployed,2,No,1,Yes,Bachelor's,Jail,0
949,950,30,Female,Employed,10,Yes,0,Yes,Less than High School,Probation,0
950,951,35,Male,Unemployed,10,Yes,0,Yes,Associate's,Parole,1
951,952,40,Male,Unemployed,9,Yes,0,No,Associate's,Probation,1
952,953,49,Male,Employed,4,No,0,No,Bachelor's,Probation,0
953,954,39,Male,Employed,10,Yes,1,Yes,Bachelor's,Parole,0
954,955,62,Male,Unemployed,9,No,1,Yes,Bachelor's,Jail,0
955,956,50,Female,Unemployed,8,Yes,0,Yes,High School,Parole,1
956,957,47,Male,Employed,0,No,0,No,Bachelor's,Parole,0
957,958,67,Male,Employed,1,No,1,No,High School,Parole,1
958,959,62,Male,Employed,6,Yes,1,No,Bachelor's,Probation,1
959,960,62,Female,Employed,9,Yes,1,Yes,High School,Probation,0
960,961,25,Female,Unemployed,2,No,1,No,Associate's,Parole,1
961,962,50,Female,Employed,0,Yes,1,Yes,Less than High School,Probation,0
962,963,35,Female,Unemployed,10,No,0,No,Associate's,Probation,0
963,964,47,Female,Employed,6,Yes,0,No,Less than High School,Parole,0
964,965,23,Female,Employed,6,Yes,0,No,Associate's,Probation,1
965,966,29,Female,Unemployed,0,No,0,No,Associate's,Jail,0
966,967,22,Male,Unemployed,9,Yes,1,No,High School,Probation,1
967,968,57,Male,Unemployed,0,Yes,0,No,High School,Probation,1
968,969,36,Female,Unemployed,10,No,0,No,Less than High School,Parole,0
969,970,64,Male,Unemployed,8,Yes,0,Yes,Associate's,Probation,1
970,971,44,Male,Employed,4,No,1,Yes,High School,Jail,0
971,972,29,Male,Employed,2,Yes,1,No,High School,Jail,1
972,973,45,Male,Employed,10,Yes,1,Yes,Associate's,Jail,0
973,974,53,Male,Employed,2,Yes,0,Yes,High School,Jail,0
974,975,28,Female,Unemployed,1,Yes,1,No,High School,Probation,1
975,976,39,Male,Unemployed,7,Yes,1,No,Associate's,Probation,1
976,977,35,Male,Unemployed,7,Yes,0,Yes,High School,Probation,1
977,978,50,Male,Unemployed,0,Yes,1,No,Less than High School,Probation,1
978,979,35,Female,Employed,6,No,1,No,Less than High School,Jail,1
979,980,45,Female,Unemployed,3,Yes,0,No,Less than High School,Parole,1
980,981,52,Female,Unemployed,7,Yes,1,Yes,Bachelor's,Jail,1
981,982,35,Female,Employed,3,Yes,0,Yes,Bachelor's,Probation,0
982,983,20,Female,Unemployed,7,Yes,0,No,Bachelor's,Probation,1
983,984,39,Female,Employed,1,No,0,Yes,High School,Jail,0
984,985,64,Female,Employed,1,Yes,1,Yes,High School,Parole,0
985,986,61,Female,Employed,7,No,0,No,Less than High School,Probation,0
986,987,31,Female,Unemployed,10,No,0,No,Bachelor's,Jail,0
987,988,18,Female,Employed,9,Yes,0,No,High School,Jail,1
988,989,23,Female,Employed,8,No,1,Yes,Less than High School,Jail,1
989,990,22,Male,Employed,6,No,0,No,Less than High School,Parole,1
990,991,55,Female,Employed,3,No,0,No,Associate's,Jail,0
991,992,40,Female,Unemployed,6,Yes,1,No,High School,Probation,1
992,993,60,Female,Unemployed,8,No,0,Yes,Bachelor's,Jail,0
993,994,35,Male,Unemployed,9,No,0,Yes,Bachelor's,Jail,0
994,995,22,Male,Employed,3,Yes,0,No,Associate's,Jail,1
995,996,48,Female,Unemployed,7,No,1,No,Less than High School,Probation,1
996,997,21,Male,Unemployed,10,Yes,1,Yes,Less than High School,Jail,1
997,998,35,Male,Employed,3,Yes,1,No,Associate's,Probation,1
998,999,29,Female,Employed,3,Yes,1,Yes,High School,Jail,0
999,1000,52,Female,Unemployed,3,No,1,No,Less than High School,Probation,1
