,Age,Education,Experience,Salary,Skills,Location,Company size,Industry,Job type,label
360,50,High School Diploma,5,79552,C++,Chicago,679,Technology,Contract,1
361,43,Master's Degree,2,96896,Java,Boston,656,Retail,Contract,1
362,31,Bachelor's Degree,9,56976,SQL,Boston,94,Technology,Contract,1
363,63,High School Diploma,4,52798,C++,Los Angeles,752,Technology,Contract,1
364,63,Bachelor's Degree,7,98133,Data Analytics,New York,937,Technology,Part-time,1
365,31,High School Diploma,9,27877,Java,Boston,952,Retail,Contract,1
366,44,Bachelor's Degree,4,72229,C++,New York,216,Finance,Full-time,1
367,18,Master's Degree,1,48694,C++,New York,632,Finance,Full-time,1
368,41,Master's Degree,6,26779,Python,Chicago,548,Education,Contract,1
369,62,Bachelor's Degree,0,40591,SQL,San Francisco,309,Healthcare,Part-time,0
370,30,High School Diploma,4,59768,SQL,Boston,226,Healthcare,Full-time,1
371,18,Master's Degree,6,76986,Python,Los Angeles,840,Healthcare,Contract,1
372,57,High School Diploma,1,25134,Angular,Los Angeles,247,Technology,Full-time,1
373,52,Bachelor's Degree,2,43632,React,San Francisco,588,Healthcare,Full-time,0
374,36,High School Diploma,0,52877,React,Chicago,406,Retail,Full-time,0
375,29,Master's Degree,2,86319,React,Chicago,374,Finance,Full-time,1
376,40,Bachelor's Degree,4,33507,Java,Los Angeles,133,Finance,Contract,1
377,31,Bachelor's Degree,1,43638,Angular,New York,581,Finance,Part-time,0
378,60,High School Diploma,1,78101,Python,Chicago,42,Technology,Full-time,1
379,33,Master's Degree,5,23761,Data Analytics,Chicago,371,Technology,Contract,1
380,43,High School Diploma,5,72834,Data Analytics,New York,216,Finance,Full-time,1
381,24,Master's Degree,5,90924,Angular,Los Angeles,893,Education,Part-time,0
382,48,Bachelor's Degree,4,60966,React,New York,271,Finance,Full-time,1
383,53,Bachelor's Degree,5,67158,SQL,Boston,279,Finance,Contract,1
384,26,Bachelor's Degree,5,57807,C++,San Francisco,611,Finance,Part-time,1
385,54,Master's Degree,3,74307,Data Analytics,San Francisco,241,Retail,Part-time,1
386,29,Bachelor's Degree,5,26378,Java,San Francisco,467,Retail,Contract,1
387,31,Master's Degree,8,46427,Angular,Los Angeles,492,Finance,Full-time,1
388,20,High School Diploma,1,56995,Data Analytics,San Francisco,376,Finance,Part-time,0
389,51,Master's Degree,2,28991,React,Chicago,849,Healthcare,Full-time,0
390,18,High School Diploma,5,33053,C++,Los Angeles,149,Finance,Part-time,0
391,39,Bachelor's Degree,5,97479,Java,Boston,569,Healthcare,Part-time,1
392,25,Bachelor's Degree,6,44186,Data Analytics,San Francisco,987,Finance,Contract,1
393,61,High School Diploma,2,57576,Python,Boston,307,Technology,Part-time,0
394,34,High School Diploma,4,92592,C++,Chicago,57,Retail,Contract,1
395,39,Bachelor's Degree,9,90306,SQL,San Francisco,100,Finance,Full-time,1
396,21,High School Diploma,0,96435,Python,Boston,434,Retail,Full-time,1
397,53,High School Diploma,4,36107,Data Analytics,Los Angeles,395,Healthcare,Contract,1
398,37,High School Diploma,6,87362,Angular,Boston,288,Healthcare,Part-time,1
399,46,High School Diploma,5,41558,React,New York,589,Technology,Part-time,1
400,33,Bachelor's Degree,3,68593,SQL,New York,401,Retail,Part-time,1
401,57,High School Diploma,4,30324,React,Chicago,602,Education,Full-time,1
402,18,Bachelor's Degree,5,78850,Angular,Boston,424,Education,Part-time,0
403,35,Master's Degree,4,98864,C++,Chicago,79,Finance,Contract,1
404,37,Bachelor's Degree,8,95120,Java,San Francisco,157,Technology,Part-time,1
405,41,Master's Degree,1,97663,Data Analytics,Chicago,162,Retail,Contract,1
406,26,High School Diploma,1,91575,C++,San Francisco,178,Retail,Full-time,0
407,43,Bachelor's Degree,3,44173,Data Analytics,Boston,615,Technology,Part-time,1
408,28,Bachelor's Degree,2,55708,Data Analytics,San Francisco,211,Retail,Contract,0
409,21,High School Diploma,0,98394,React,Chicago,950,Education,Contract,0
410,21,Bachelor's Degree,1,62886,Python,New York,509,Education,Full-time,1
411,46,Bachelor's Degree,0,60491,React,Chicago,523,Technology,Contract,0
412,45,High School Diploma,4,76483,Data Analytics,Chicago,817,Retail,Full-time,1
413,26,High School Diploma,9,40563,React,New York,731,Technology,Full-time,1
414,47,High School Diploma,7,61595,C++,Boston,709,Technology,Full-time,1
415,33,Bachelor's Degree,9,49033,Java,Boston,828,Technology,Contract,1
416,59,Master's Degree,2,88371,C++,Chicago,576,Healthcare,Contract,0
417,45,Master's Degree,2,46048,Angular,New York,755,Education,Contract,0
418,20,Bachelor's Degree,9,30378,C++,New York,112,Retail,Full-time,0
419,48,Bachelor's Degree,4,46610,Python,Los Angeles,142,Healthcare,Contract,1
420,39,Master's Degree,2,45434,SQL,San Francisco,963,Finance,Contract,0
421,51,Bachelor's Degree,9,35482,C++,Chicago,927,Finance,Part-time,1
422,55,Master's Degree,8,82256,React,San Francisco,221,Education,Contract,1
423,45,Master's Degree,4,37486,Python,San Francisco,382,Healthcare,Part-time,1
424,45,Bachelor's Degree,1,62781,SQL,Chicago,717,Technology,Full-time,1
425,40,High School Diploma,4,81259,Java,San Francisco,450,Healthcare,Part-time,1
426,33,Master's Degree,8,45171,C++,Chicago,508,Education,Contract,1
427,24,Master's Degree,4,72721,Python,Boston,537,Healthcare,Part-time,1
428,23,High School Diploma,3,70861,Java,Los Angeles,135,Technology,Full-time,1
429,48,Master's Degree,1,97056,Java,New York,719,Education,Contract,1
430,48,Bachelor's Degree,3,45425,Python,Chicago,174,Healthcare,Contract,1
431,33,Master's Degree,1,90471,Data Analytics,Los Angeles,763,Healthcare,Full-time,1
432,24,Bachelor's Degree,2,53431,SQL,Chicago,369,Technology,Part-time,0
433,41,Bachelor's Degree,4,33974,C++,San Francisco,911,Technology,Part-time,1
434,27,Master's Degree,9,71531,Data Analytics,New York,895,Technology,Contract,1
435,52,High School Diploma,6,62729,Angular,New York,322,Education,Contract,1
436,36,Master's Degree,0,36836,Data Analytics,San Francisco,268,Finance,Part-time,0
437,47,Master's Degree,5,38683,Java,New York,205,Technology,Contract,1
438,61,High School Diploma,7,41625,Angular,Chicago,993,Healthcare,Full-time,1
439,64,Master's Degree,4,94265,Java,San Francisco,56,Technology,Full-time,1
440,24,High School Diploma,0,27526,Data Analytics,Chicago,47,Technology,Contract,0
441,29,Bachelor's Degree,4,77344,SQL,New York,964,Education,Part-time,1
442,48,Bachelor's Degree,4,46188,Data Analytics,San Francisco,803,Healthcare,Part-time,1
443,50,Master's Degree,6,74800,Angular,Boston,237,Education,Contract,1
444,20,High School Diploma,3,65495,Angular,Los Angeles,965,Technology,Contract,0
445,21,High School Diploma,7,91925,Data Analytics,Chicago,83,Education,Part-time,1
446,30,Bachelor's Degree,0,65058,C++,Boston,190,Technology,Part-time,0
447,38,Bachelor's Degree,8,50343,Java,Boston,225,Education,Contract,1
448,51,Bachelor's Degree,5,85237,C++,Los Angeles,405,Technology,Contract,1
449,30,High School Diploma,7,46342,React,New York,950,Finance,Contract,1
450,49,High School Diploma,9,27703,React,San Francisco,758,Education,Part-time,1
451,36,Bachelor's Degree,3,40976,Python,New York,885,Healthcare,Part-time,1
452,60,Master's Degree,4,30172,Angular,Chicago,582,Healthcare,Full-time,1
453,54,High School Diploma,9,85576,Angular,New York,342,Finance,Contract,1
454,35,Master's Degree,1,75297,Angular,San Francisco,665,Education,Full-time,0
455,22,Master's Degree,1,48791,Angular,New York,957,Education,Contract,0
456,47,Master's Degree,7,37589,C++,San Francisco,923,Technology,Full-time,1
457,21,Bachelor's Degree,4,52991,Angular,New York,924,Healthcare,Contract,0
458,64,Bachelor's Degree,2,26513,C++,San Francisco,806,Education,Part-time,0
459,38,High School Diploma,9,92517,Java,New York,868,Healthcare,Full-time,1
460,54,High School Diploma,6,95463,C++,Boston,321,Healthcare,Contract,1
461,30,High School Diploma,9,31816,C++,Los Angeles,866,Technology,Part-time,1
462,54,Master's Degree,3,62980,Python,Los Angeles,74,Education,Part-time,1
463,51,High School Diploma,2,44137,Angular,San Francisco,288,Technology,Full-time,1
464,49,High School Diploma,5,69423,Angular,Los Angeles,58,Healthcare,Contract,1
465,54,High School Diploma,7,99779,SQL,New York,334,Retail,Full-time,1
466,28,Bachelor's Degree,5,29187,Python,New York,852,Healthcare,Part-time,1
467,57,Bachelor's Degree,6,42875,React,Chicago,912,Education,Part-time,1
468,23,High School Diploma,1,48461,Data Analytics,New York,99,Finance,Part-time,0
469,58,Bachelor's Degree,6,45106,SQL,Boston,263,Education,Full-time,1
470,26,Master's Degree,4,86756,SQL,Boston,17,Technology,Contract,1
471,22,High School Diploma,0,32521,SQL,Chicago,834,Education,Contract,0
472,41,Bachelor's Degree,4,49802,Python,Los Angeles,868,Healthcare,Contract,1
473,37,High School Diploma,2,79123,Python,Boston,431,Retail,Part-time,1
474,27,Master's Degree,1,23183,Python,Chicago,910,Healthcare,Full-time,0
475,56,High School Diploma,4,30654,Java,Boston,390,Technology,Full-time,1
476,52,High School Diploma,2,47925,C++,New York,432,Technology,Full-time,1
477,29,Master's Degree,4,60431,React,Los Angeles,580,Finance,Contract,1
478,41,High School Diploma,5,44624,Angular,New York,627,Finance,Part-time,1
479,36,High School Diploma,8,31686,React,San Francisco,532,Healthcare,Part-time,1
480,23,High School Diploma,5,96123,React,Chicago,737,Education,Contract,0
481,25,High School Diploma,4,58421,Data Analytics,Chicago,184,Healthcare,Part-time,1
482,56,Bachelor's Degree,1,86953,C++,Los Angeles,431,Education,Contract,0
483,60,Master's Degree,5,95121,SQL,Chicago,993,Technology,Full-time,1
484,47,Bachelor's Degree,8,35680,Python,Chicago,776,Education,Part-time,1
485,62,Bachelor's Degree,5,60436,React,Boston,866,Education,Full-time,1
486,30,High School Diploma,6,76984,Angular,Los Angeles,828,Retail,Full-time,1
487,22,Bachelor's Degree,9,43263,SQL,San Francisco,800,Finance,Full-time,1
488,36,Bachelor's Degree,1,99724,Data Analytics,Boston,592,Technology,Contract,1
489,40,Bachelor's Degree,8,27920,React,Chicago,986,Finance,Contract,1
490,53,High School Diploma,3,39909,Java,New York,297,Retail,Full-time,1
491,51,Master's Degree,2,28419,Angular,Los Angeles,669,Retail,Part-time,0
492,46,Master's Degree,3,53855,Angular,Chicago,711,Technology,Part-time,1
493,21,Bachelor's Degree,5,49509,React,Boston,737,Technology,Full-time,1
494,20,High School Diploma,1,99774,SQL,Chicago,219,Healthcare,Part-time,0
495,56,Master's Degree,2,87906,C++,Chicago,711,Healthcare,Part-time,0
496,64,Bachelor's Degree,0,77164,C++,Los Angeles,171,Finance,Part-time,0
497,37,High School Diploma,4,24697,C++,San Francisco,132,Finance,Contract,1
498,21,High School Diploma,5,43786,Python,Los Angeles,385,Finance,Full-time,1
499,28,Master's Degree,5,72535,SQL,Chicago,769,Education,Part-time,1
500,44,High School Diploma,8,40921,Data Analytics,Chicago,557,Finance,Full-time,1
501,39,Master's Degree,0,96081,C++,Los Angeles,862,Technology,Full-time,1
502,63,High School Diploma,5,37965,Data Analytics,Los Angeles,829,Healthcare,Full-time,1
503,60,Bachelor's Degree,5,58301,C++,Boston,35,Education,Part-time,1
504,23,Bachelor's Degree,5,73863,SQL,San Francisco,987,Finance,Full-time,1
505,31,Bachelor's Degree,5,58648,Data Analytics,Boston,548,Healthcare,Part-time,1
506,35,Bachelor's Degree,9,77961,C++,Boston,337,Finance,Part-time,1
507,38,Master's Degree,1,39306,Java,Chicago,618,Finance,Part-time,0
508,36,Master's Degree,1,92528,Angular,New York,709,Technology,Contract,0
509,52,Bachelor's Degree,2,55901,Data Analytics,Los Angeles,361,Healthcare,Part-time,0
510,35,High School Diploma,3,38407,Java,New York,612,Technology,Part-time,1
511,39,High School Diploma,9,72929,C++,Boston,514,Education,Part-time,1
512,57,Bachelor's Degree,1,52676,SQL,Chicago,270,Education,Full-time,0
513,40,Master's Degree,1,43736,React,San Francisco,344,Healthcare,Part-time,0
514,50,Bachelor's Degree,6,74698,Data Analytics,Chicago,228,Education,Contract,1
515,36,Bachelor's Degree,4,55056,Python,New York,533,Education,Contract,1
516,36,Master's Degree,3,38091,Python,Los Angeles,748,Technology,Part-time,1
517,33,High School Diploma,5,40257,Python,Chicago,90,Technology,Part-time,1
518,33,Master's Degree,5,81502,Angular,San Francisco,53,Retail,Part-time,1
519,37,High School Diploma,3,60971,React,Boston,481,Finance,Part-time,1
520,48,Bachelor's Degree,2,68403,React,San Francisco,97,Finance,Part-time,0
521,54,Bachelor's Degree,2,77775,C++,New York,218,Education,Contract,0
522,20,Bachelor's Degree,9,95501,C++,Chicago,967,Healthcare,Part-time,0
523,27,Bachelor's Degree,6,98228,SQL,New York,84,Finance,Contract,1
524,62,High School Diploma,7,48726,React,Chicago,561,Healthcare,Contract,1
525,54,Master's Degree,2,27988,Angular,Boston,516,Retail,Contract,0
526,31,Master's Degree,2,72841,Angular,San Francisco,859,Retail,Full-time,0
527,28,High School Diploma,1,90635,Java,New York,18,Retail,Full-time,1
528,34,Master's Degree,7,97380,SQL,Boston,272,Education,Full-time,1
529,40,High School Diploma,6,86215,Data Analytics,Chicago,100,Education,Part-time,1
530,34,High School Diploma,1,27249,React,New York,961,Finance,Contract,0
531,23,High School Diploma,2,77599,SQL,Chicago,992,Retail,Full-time,0
532,24,High School Diploma,7,45877,Angular,New York,77,Education,Contract,0
533,49,High School Diploma,1,24911,Java,Chicago,842,Finance,Contract,0
534,53,Master's Degree,0,31560,C++,Los Angeles,850,Retail,Part-time,0
535,47,High School Diploma,7,91116,Java,San Francisco,50,Finance,Full-time,1
536,28,Master's Degree,2,73599,Data Analytics,Chicago,21,Finance,Full-time,1
537,55,High School Diploma,8,71412,SQL,New York,640,Healthcare,Part-time,1
538,48,Master's Degree,9,26433,React,Boston,719,Education,Part-time,1
539,20,Master's Degree,9,52896,C++,Chicago,710,Healthcare,Full-time,0
540,38,Bachelor's Degree,7,31493,SQL,San Francisco,422,Finance,Contract,1
541,46,Master's Degree,4,43225,React,New York,748,Technology,Part-time,1
542,58,High School Diploma,3,79689,Python,Chicago,540,Healthcare,Part-time,1
543,29,Master's Degree,5,61170,Java,Chicago,987,Technology,Full-time,1
544,47,Bachelor's Degree,0,25026,Java,New York,915,Finance,Part-time,0
545,48,High School Diploma,0,54314,Java,San Francisco,212,Technology,Full-time,1
546,18,Bachelor's Degree,2,65665,Java,Chicago,326,Education,Full-time,1
547,25,Master's Degree,1,33173,Java,Los Angeles,554,Education,Part-time,0
548,35,High School Diploma,2,99329,Python,Los Angeles,66,Retail,Contract,1
549,39,High School Diploma,7,82652,SQL,Los Angeles,908,Education,Contract,1
550,28,Master's Degree,2,65243,Java,San Francisco,540,Retail,Part-time,1
551,55,Bachelor's Degree,5,37643,React,San Francisco,81,Retail,Full-time,1
552,38,High School Diploma,9,50828,Java,San Francisco,993,Healthcare,Part-time,1
553,44,Bachelor's Degree,6,52681,Angular,San Francisco,275,Retail,Contract,1
554,60,Master's Degree,4,93641,SQL,Los Angeles,59,Finance,Part-time,1
555,59,Master's Degree,2,88640,Data Analytics,New York,698,Retail,Contract,1
556,27,High School Diploma,6,86803,Java,San Francisco,799,Healthcare,Part-time,1
557,53,High School Diploma,9,69002,Java,Chicago,933,Education,Contract,1
558,52,Bachelor's Degree,4,93367,Java,San Francisco,282,Education,Contract,1
559,52,Bachelor's Degree,1,70192,Java,Chicago,763,Finance,Contract,1
560,62,High School Diploma,9,33276,Data Analytics,Los Angeles,211,Retail,Full-time,1
561,20,Master's Degree,3,90746,Data Analytics,Boston,44,Healthcare,Full-time,1
562,59,Master's Degree,9,74020,C++,San Francisco,671,Technology,Full-time,1
563,47,High School Diploma,7,59592,SQL,Chicago,463,Technology,Full-time,1
564,47,Bachelor's Degree,3,91609,C++,New York,51,Finance,Part-time,1
565,25,Master's Degree,1,69783,Python,San Francisco,150,Technology,Full-time,1
566,47,High School Diploma,5,71313,SQL,Boston,877,Retail,Contract,1
567,50,Bachelor's Degree,2,34353,Angular,Los Angeles,136,Retail,Contract,0
568,18,High School Diploma,5,43570,C++,New York,522,Healthcare,Contract,0
569,24,High School Diploma,6,74075,Data Analytics,Chicago,177,Retail,Part-time,1
570,22,High School Diploma,6,48172,Java,New York,789,Education,Contract,0
571,49,Master's Degree,9,59693,Data Analytics,Chicago,701,Finance,Part-time,1
572,31,Bachelor's Degree,8,52388,SQL,Boston,601,Healthcare,Full-time,1
573,54,Bachelor's Degree,5,29040,SQL,Boston,143,Education,Part-time,1
574,56,High School Diploma,3,39793,SQL,Los Angeles,699,Finance,Part-time,1
575,48,Master's Degree,8,33276,SQL,New York,507,Retail,Full-time,1
576,50,Bachelor's Degree,4,21904,Python,San Francisco,63,Retail,Part-time,1
577,39,Master's Degree,0,37071,Python,Los Angeles,474,Finance,Full-time,1
578,32,High School Diploma,2,51987,Java,New York,341,Education,Full-time,0
579,33,Master's Degree,8,24380,SQL,Los Angeles,390,Education,Contract,1
580,54,High School Diploma,2,63076,Python,New York,713,Retail,Full-time,1
581,49,High School Diploma,0,92338,Python,Los Angeles,181,Retail,Part-time,1
582,64,Bachelor's Degree,4,43038,Python,Los Angeles,833,Education,Full-time,1
583,21,Bachelor's Degree,4,80180,Data Analytics,San Francisco,207,Finance,Contract,1
584,26,Bachelor's Degree,6,96591,Data Analytics,Boston,132,Education,Part-time,1
585,38,Master's Degree,1,76667,C++,San Francisco,924,Retail,Part-time,0
586,46,High School Diploma,1,34524,C++,Boston,484,Healthcare,Full-time,0
587,38,Bachelor's Degree,5,78490,Angular,San Francisco,761,Technology,Part-time,1
588,28,High School Diploma,4,64167,C++,San Francisco,242,Education,Part-time,1
589,36,Master's Degree,8,72535,Angular,Los Angeles,780,Retail,Full-time,1
590,27,Master's Degree,2,54812,Python,Boston,943,Technology,Full-time,1
591,40,High School Diploma,1,56196,Data Analytics,San Francisco,342,Education,Contract,0
592,40,High School Diploma,1,22289,Java,San Francisco,155,Healthcare,Contract,0
593,52,Master's Degree,3,72659,Data Analytics,San Francisco,396,Finance,Part-time,1
594,20,High School Diploma,4,57004,React,San Francisco,754,Healthcare,Full-time,0
595,22,Bachelor's Degree,4,24960,Python,Chicago,737,Technology,Full-time,1
596,30,Bachelor's Degree,8,96379,React,Boston,198,Retail,Contract,1
597,55,Master's Degree,7,89509,Data Analytics,Los Angeles,542,Finance,Contract,1
598,24,Bachelor's Degree,0,23642,Angular,Chicago,178,Technology,Full-time,1
599,50,Bachelor's Degree,5,39296,SQL,Chicago,178,Education,Contract,1
600,29,High School Diploma,3,42718,React,San Francisco,634,Education,Full-time,1
601,30,High School Diploma,8,58904,SQL,Boston,909,Healthcare,Part-time,1
602,35,High School Diploma,8,81447,Java,San Francisco,888,Technology,Full-time,1
603,31,High School Diploma,5,86764,Angular,New York,879,Education,Contract,1
604,53,Bachelor's Degree,5,56067,Java,Chicago,777,Finance,Part-time,1
605,55,High School Diploma,6,69449,Data Analytics,Los Angeles,334,Healthcare,Part-time,1
606,46,Bachelor's Degree,8,55489,React,New York,749,Retail,Part-time,1
607,43,Bachelor's Degree,2,74581,Java,New York,129,Finance,Full-time,1
608,39,Master's Degree,2,81794,SQL,Chicago,350,Education,Part-time,0
609,43,High School Diploma,6,37440,Java,Chicago,660,Education,Part-time,1
610,23,Master's Degree,4,29052,Angular,New York,244,Retail,Contract,0
611,48,Master's Degree,0,23910,Java,San Francisco,709,Education,Contract,0
612,46,High School Diploma,2,88135,Java,San Francisco,37,Technology,Part-time,1
613,40,High School Diploma,6,91638,SQL,San Francisco,565,Technology,Full-time,1
614,54,Master's Degree,3,66541,Java,New York,194,Finance,Part-time,1
615,30,Bachelor's Degree,9,33990,Data Analytics,Chicago,680,Finance,Contract,1
616,48,Bachelor's Degree,1,38396,Java,New York,385,Education,Contract,0
617,61,Bachelor's Degree,6,80906,Data Analytics,New York,160,Retail,Full-time,1
618,38,Master's Degree,4,32867,Python,Boston,259,Technology,Contract,1
619,35,High School Diploma,7,31161,React,Chicago,28,Retail,Full-time,1
620,19,Master's Degree,1,93122,Python,Chicago,68,Healthcare,Full-time,1
621,35,Bachelor's Degree,2,50465,Java,Los Angeles,220,Education,Full-time,0
622,40,Master's Degree,4,28525,C++,San Francisco,607,Healthcare,Full-time,1
623,40,Bachelor's Degree,4,30374,Angular,Los Angeles,990,Education,Part-time,1
624,31,High School Diploma,1,39682,C++,Los Angeles,108,Education,Contract,0
625,55,High School Diploma,7,94383,React,New York,998,Finance,Full-time,1
626,24,Master's Degree,3,47264,SQL,Chicago,449,Finance,Full-time,1
627,59,High School Diploma,1,28565,Python,Los Angeles,415,Healthcare,Full-time,0
628,49,Master's Degree,4,42378,Data Analytics,Chicago,21,Retail,Full-time,1
629,26,Bachelor's Degree,7,98054,React,San Francisco,163,Education,Part-time,1
630,35,Bachelor's Degree,2,54452,Angular,New York,393,Finance,Contract,0
631,28,Master's Degree,2,61087,Data Analytics,San Francisco,882,Finance,Contract,1
632,46,Bachelor's Degree,6,78180,Python,Los Angeles,133,Retail,Contract,1
633,55,Bachelor's Degree,3,45432,Java,New York,701,Education,Full-time,1
634,37,Master's Degree,4,32791,Data Analytics,Chicago,514,Technology,Full-time,1
635,58,Bachelor's Degree,7,63825,React,Los Angeles,138,Technology,Full-time,1
636,20,Master's Degree,1,47828,Angular,New York,436,Education,Contract,0
637,36,High School Diploma,4,37809,Java,Chicago,787,Finance,Contract,1
638,29,High School Diploma,5,21124,Angular,Chicago,40,Education,Full-time,1
639,60,Master's Degree,0,56316,React,New York,642,Technology,Part-time,0
640,28,Bachelor's Degree,4,61941,C++,New York,932,Retail,Part-time,1
641,36,High School Diploma,2,53206,Java,Boston,443,Healthcare,Full-time,0
642,44,High School Diploma,1,49511,Java,New York,945,Education,Full-time,0
643,42,Bachelor's Degree,3,47320,C++,Boston,261,Technology,Part-time,1
644,29,High School Diploma,9,83549,Java,Chicago,343,Education,Part-time,1
645,28,Bachelor's Degree,6,62476,Java,Chicago,65,Technology,Contract,1
646,31,Master's Degree,9,69547,Angular,San Francisco,806,Healthcare,Full-time,1
647,23,Bachelor's Degree,1,49659,SQL,Los Angeles,718,Education,Full-time,0
648,45,Master's Degree,6,31305,SQL,Chicago,356,Finance,Part-time,1
649,20,Bachelor's Degree,9,29816,Python,San Francisco,798,Education,Part-time,0
650,41,Bachelor's Degree,8,85463,SQL,Boston,821,Education,Part-time,1
651,61,High School Diploma,5,28814,Java,Boston,49,Finance,Full-time,1
652,37,Master's Degree,6,31464,Data Analytics,New York,176,Technology,Full-time,1
653,39,Master's Degree,9,53124,Java,Chicago,391,Technology,Contract,1
654,42,Master's Degree,5,70060,Angular,New York,872,Education,Full-time,1
655,18,Bachelor's Degree,9,39343,C++,Chicago,974,Healthcare,Part-time,0
656,44,Bachelor's Degree,3,22656,Angular,San Francisco,145,Retail,Full-time,1
657,26,Bachelor's Degree,2,99487,C++,Chicago,847,Retail,Contract,0
658,43,Master's Degree,1,70507,SQL,Chicago,999,Retail,Contract,0
659,47,Bachelor's Degree,0,74115,C++,New York,313,Retail,Contract,0
660,22,Master's Degree,8,58674,Data Analytics,Boston,864,Technology,Part-time,0
661,47,Bachelor's Degree,4,44402,React,Chicago,768,Technology,Part-time,1
662,26,Bachelor's Degree,3,53975,C++,San Francisco,263,Finance,Part-time,1
663,20,Bachelor's Degree,4,31827,SQL,Chicago,546,Education,Contract,0
664,57,Master's Degree,7,54744,Java,Boston,221,Finance,Part-time,1
665,33,Master's Degree,7,94397,React,San Francisco,797,Education,Part-time,1
666,48,Bachelor's Degree,5,42808,SQL,Los Angeles,310,Retail,Full-time,1
667,23,Bachelor's Degree,6,77322,SQL,Boston,587,Technology,Full-time,1
668,64,High School Diploma,7,71074,Angular,Chicago,413,Education,Part-time,1
669,29,Bachelor's Degree,3,48790,React,Los Angeles,824,Healthcare,Part-time,1
670,27,Bachelor's Degree,4,46264,Java,Chicago,312,Education,Contract,1
671,19,Bachelor's Degree,6,65783,Python,Boston,672,Technology,Full-time,1
672,44,Master's Degree,1,62177,Python,Los Angeles,588,Technology,Contract,1
673,25,Bachelor's Degree,6,90047,Java,Chicago,457,Retail,Full-time,1
674,63,Master's Degree,5,60116,C++,San Francisco,783,Healthcare,Full-time,1
675,62,Master's Degree,5,77514,SQL,Chicago,568,Technology,Contract,1
676,43,Master's Degree,8,56230,Python,New York,358,Education,Full-time,1
677,43,Bachelor's Degree,6,22636,Python,New York,610,Healthcare,Full-time,1
678,61,Master's Degree,3,89140,Java,Boston,616,Healthcare,Full-time,1
679,57,High School Diploma,7,94560,Java,Boston,986,Education,Contract,1
680,39,Bachelor's Degree,2,72640,React,New York,102,Finance,Contract,0
681,42,Master's Degree,1,45597,Angular,New York,52,Retail,Contract,0
682,38,Master's Degree,6,76373,Java,San Francisco,126,Healthcare,Contract,1
683,25,Master's Degree,8,83974,C++,Boston,446,Technology,Contract,1
684,26,Bachelor's Degree,2,98228,React,San Francisco,940,Finance,Full-time,1
685,26,High School Diploma,4,86504,Angular,San Francisco,541,Education,Contract,1
686,53,Master's Degree,9,69148,C++,New York,845,Education,Part-time,1
687,33,Bachelor's Degree,3,24494,Angular,Los Angeles,518,Technology,Contract,1
688,57,Bachelor's Degree,7,82067,Java,Chicago,557,Technology,Contract,1
689,58,Bachelor's Degree,0,32045,SQL,Los Angeles,821,Healthcare,Contract,0
690,42,High School Diploma,8,28656,React,New York,822,Finance,Full-time,1
691,41,Master's Degree,0,25404,C++,New York,767,Technology,Part-time,0
692,41,High School Diploma,0,82965,Java,San Francisco,436,Finance,Part-time,1
693,30,High School Diploma,7,76426,Data Analytics,New York,100,Finance,Full-time,1
694,51,High School Diploma,7,30065,Python,Los Angeles,766,Finance,Full-time,1
695,49,High School Diploma,9,85166,Data Analytics,New York,582,Education,Contract,1
696,40,Master's Degree,5,38229,Angular,Chicago,518,Technology,Full-time,1
697,46,Master's Degree,5,79618,SQL,Boston,746,Healthcare,Part-time,1
698,49,Master's Degree,7,71262,Angular,San Francisco,606,Education,Contract,1
699,32,Master's Degree,8,46612,React,New York,519,Education,Contract,1
700,64,Master's Degree,1,80716,Python,New York,342,Retail,Contract,1
701,19,High School Diploma,6,56126,SQL,Boston,373,Finance,Part-time,0
702,36,Master's Degree,2,69680,Python,New York,867,Finance,Contract,1
703,51,High School Diploma,6,74173,Data Analytics,Boston,503,Healthcare,Contract,1
704,24,High School Diploma,5,72740,Python,Los Angeles,717,Technology,Full-time,1
705,24,Master's Degree,3,33634,SQL,Chicago,962,Technology,Full-time,1
706,26,Master's Degree,2,54507,Python,Boston,254,Retail,Full-time,0
707,41,Bachelor's Degree,0,56918,Angular,Chicago,686,Finance,Contract,0
708,48,Master's Degree,1,26292,C++,Los Angeles,616,Retail,Part-time,0
709,42,High School Diploma,2,38405,Angular,Los Angeles,773,Technology,Part-time,0
710,62,Master's Degree,7,81926,SQL,Boston,541,Technology,Contract,1
711,43,Master's Degree,5,25527,Python,Los Angeles,140,Finance,Contract,1
712,29,Bachelor's Degree,2,85265,Python,New York,642,Finance,Part-time,1
713,62,Master's Degree,4,62109,Data Analytics,New York,535,Finance,Contract,1
714,60,High School Diploma,5,64526,React,Los Angeles,368,Technology,Contract,1
715,47,High School Diploma,4,94041,React,New York,175,Retail,Part-time,1
716,59,High School Diploma,2,94186,Angular,New York,441,Technology,Contract,0
717,31,High School Diploma,1,25556,Angular,San Francisco,837,Technology,Full-time,1
718,21,Master's Degree,6,79258,C++,San Francisco,23,Education,Part-time,0
719,20,Master's Degree,0,72742,Data Analytics,Chicago,479,Healthcare,Contract,1
720,55,Bachelor's Degree,0,66976,C++,Los Angeles,288,Technology,Contract,0
721,43,Master's Degree,6,29744,Angular,Boston,584,Healthcare,Contract,1
722,23,Master's Degree,8,77689,SQL,San Francisco,75,Finance,Contract,0
