,Age,Job_Experience,Salary_Expectation,Location,Relocation,Current_Job_Tenure,Job_Shift_In_Last_12_Months,Current_Job_Level,Employment_Status,Gender,Education,Current_Job_Description,Applicant_Background,Applicant_Referral,Applicant_Interest,Location_str,Employment_Status_str,label
257,28,2,96882,1,0,5,1,4,1,Male,Bachelor's degree,HR,Creative,Yes,Medium,US,Part-time,0
258,25,2,60491,2,1,9,1,1,1,Male,High School,Finance,Creative,No,High,Other,Part-time,0
259,53,17,83043,1,1,8,4,4,2,Female,Bachelor's degree,Finance,Creative,No,High,US,Full-time,1
260,55,4,92725,3,1,9,4,1,2,Female,Master's degree,Sales,Business,No,High,Other,Full-time,0
261,57,11,65520,2,1,3,3,3,0,Female,Master's degree,Finance,Creative,No,Low,Other,Unemployed,0
262,37,11,82919,1,1,7,1,2,2,Male,PhD,Sales,Business,No,Medium,US,Full-time,1
263,52,18,84442,2,1,9,4,1,1,Male,PhD,IT,Scientific,Yes,High,Other,Part-time,0
264,42,5,41770,3,1,2,1,2,0,Male,Bachelor's degree,Finance,Creative,Yes,Medium,Other,Unemployed,1
265,52,1,67498,3,0,2,4,1,1,Male,High School,IT,Scientific,Yes,High,Other,Part-time,0
266,42,11,81477,3,0,7,0,1,0,Female,PhD,Marketing,Technical,No,Medium,Other,Unemployed,0
267,46,18,20244,2,0,4,2,1,1,Male,Master's degree,Sales,Creative,No,High,Other,Part-time,0
268,35,4,52788,2,1,2,0,1,2,Female,PhD,Marketing,Technical,No,Medium,Other,Full-time,0
269,35,11,99453,1,1,9,4,1,1,Male,PhD,Finance,Technical,No,High,US,Part-time,0
270,19,16,77737,3,1,0,2,2,0,Male,Master's degree,IT,Technical,No,High,Other,Unemployed,0
271,52,16,66489,2,0,2,2,1,1,Female,High School,Finance,Scientific,No,Medium,Other,Part-time,0
272,33,9,91303,3,1,8,4,2,0,Male,PhD,Marketing,Business,No,Medium,Other,Unemployed,0
273,58,16,48390,3,1,4,4,3,1,Male,PhD,Finance,Scientific,Yes,Low,Other,Part-time,0
274,53,14,30247,1,0,9,1,4,2,Female,PhD,HR,Scientific,Yes,Medium,US,Full-time,1
275,50,11,89051,1,1,1,4,1,2,Male,Bachelor's degree,Marketing,Technical,No,High,US,Full-time,1
276,21,15,79719,1,0,6,3,4,1,Female,PhD,Finance,Creative,No,High,US,Part-time,0
277,50,18,54678,1,0,1,4,2,1,Female,Master's degree,IT,Business,No,Medium,US,Part-time,0
278,31,7,96286,3,1,3,3,3,1,Female,High School,Finance,Technical,Yes,Low,Other,Part-time,0
279,38,16,49583,1,1,6,4,3,0,Female,High School,IT,Business,Yes,Medium,US,Unemployed,0
280,37,4,28076,1,1,3,1,3,1,Male,Master's degree,HR,Scientific,No,High,US,Part-time,0
281,25,15,38006,1,0,6,3,4,1,Male,Bachelor's degree,Finance,Business,Yes,High,US,Part-time,1
282,24,5,35051,1,0,6,0,2,0,Male,Master's degree,HR,Business,Yes,Low,US,Unemployed,1
283,20,7,24314,3,0,0,3,1,2,Female,High School,Marketing,Creative,Yes,Medium,Other,Full-time,1
284,34,17,48670,1,1,5,1,1,1,Male,Master's degree,IT,Technical,No,High,US,Part-time,0
285,50,11,87551,3,1,8,3,2,1,Male,Bachelor's degree,Marketing,Business,Yes,High,Other,Part-time,1
286,29,14,30236,2,1,1,4,4,2,Male,High School,IT,Business,Yes,High,Other,Full-time,1
287,39,8,55568,3,1,2,4,1,2,Male,Bachelor's degree,HR,Scientific,No,Medium,Other,Full-time,1
288,39,12,80314,3,0,9,1,2,0,Female,Master's degree,Sales,Scientific,No,Medium,Other,Unemployed,0
289,47,14,36352,1,0,4,2,1,1,Female,PhD,Finance,Business,Yes,Low,US,Part-time,0
290,55,9,65650,2,0,8,4,3,1,Male,Master's degree,HR,Technical,No,High,Other,Part-time,0
291,55,15,30346,2,0,3,0,1,0,Female,Bachelor's degree,IT,Business,Yes,High,Other,Unemployed,1
292,25,6,45156,2,1,0,1,4,2,Male,Master's degree,IT,Business,Yes,Low,Other,Full-time,1
293,44,16,75904,2,1,3,3,2,0,Male,PhD,IT,Creative,No,High,Other,Unemployed,0
294,44,6,34035,3,1,5,3,4,2,Male,Bachelor's degree,IT,Technical,No,Low,Other,Full-time,1
295,51,13,36108,2,0,4,0,2,0,Female,Master's degree,Finance,Creative,Yes,Low,Other,Unemployed,0
296,38,14,22853,3,0,0,4,3,2,Male,Bachelor's degree,Marketing,Technical,No,High,Other,Full-time,1
297,47,6,24176,3,1,3,1,2,0,Female,Bachelor's degree,Sales,Technical,No,Medium,Other,Unemployed,1
298,50,8,45920,3,1,5,0,1,2,Female,High School,Finance,Technical,Yes,Medium,Other,Full-time,0
299,45,18,74850,2,0,9,4,1,2,Male,High School,IT,Creative,Yes,Medium,Other,Full-time,0
300,50,15,26829,1,1,9,1,3,2,Female,Bachelor's degree,Finance,Creative,Yes,Medium,US,Full-time,1
301,22,7,93927,1,0,3,3,2,2,Female,Master's degree,HR,Creative,Yes,High,US,Full-time,1
302,36,17,60667,2,0,8,1,3,2,Male,Master's degree,IT,Scientific,Yes,Low,Other,Full-time,0
303,21,17,85842,1,0,4,2,1,1,Female,Master's degree,Sales,Creative,Yes,Low,US,Part-time,0
304,52,19,55843,1,1,7,1,4,2,Female,PhD,IT,Scientific,No,High,US,Full-time,1
305,34,6,70808,3,1,8,2,3,1,Male,Bachelor's degree,Sales,Scientific,No,Medium,Other,Part-time,1
306,45,2,50543,3,0,9,1,4,2,Male,Bachelor's degree,Sales,Scientific,Yes,Low,Other,Full-time,0
307,47,17,92780,2,1,4,2,4,1,Female,PhD,Marketing,Business,No,High,Other,Part-time,0
308,46,9,26611,2,0,5,3,2,1,Male,Bachelor's degree,Marketing,Business,No,High,Other,Part-time,1
309,23,6,66902,1,0,0,4,3,0,Male,Bachelor's degree,Finance,Business,Yes,Medium,US,Unemployed,1
310,52,16,53043,3,0,6,2,4,2,Female,PhD,Finance,Scientific,No,High,Other,Full-time,0
311,58,13,25271,2,0,3,2,4,0,Female,High School,Sales,Scientific,No,Low,Other,Unemployed,0
312,54,2,92867,2,1,1,3,2,0,Male,Bachelor's degree,IT,Technical,Yes,Low,Other,Unemployed,0
313,41,11,97089,2,0,4,2,2,2,Female,PhD,HR,Scientific,No,High,Other,Full-time,0
314,46,12,78745,2,0,2,0,1,0,Male,Master's degree,HR,Business,No,Low,Other,Unemployed,0
315,48,1,82077,2,1,5,3,4,2,Male,High School,IT,Scientific,Yes,High,Other,Full-time,0
316,52,2,79119,2,0,7,0,1,0,Female,Master's degree,IT,Scientific,No,Low,Other,Unemployed,0
317,50,4,31573,1,0,6,3,4,2,Female,Bachelor's degree,Marketing,Technical,No,Medium,US,Full-time,1
318,38,10,41409,3,1,2,2,1,2,Male,High School,HR,Scientific,No,Low,Other,Full-time,0
319,49,7,44464,3,1,7,0,2,2,Male,PhD,Sales,Creative,Yes,Medium,Other,Full-time,0
320,40,11,62840,2,1,1,2,3,1,Male,Bachelor's degree,Finance,Technical,Yes,Medium,Other,Part-time,1
321,50,6,68785,3,0,9,3,2,0,Male,PhD,Marketing,Scientific,No,High,Other,Unemployed,0
322,20,14,40662,3,1,8,2,1,1,Female,High School,HR,Scientific,No,Medium,Other,Part-time,1
323,35,16,38228,3,1,3,0,1,0,Male,Master's degree,IT,Technical,Yes,Low,Other,Unemployed,0
324,42,3,80721,2,0,0,0,3,0,Female,Bachelor's degree,HR,Scientific,Yes,Low,Other,Unemployed,0
325,59,12,69223,2,0,7,2,4,0,Female,Bachelor's degree,Sales,Business,No,Medium,Other,Unemployed,1
326,48,17,27386,3,0,6,1,1,1,Male,PhD,Marketing,Creative,Yes,High,Other,Part-time,0
327,20,0,26862,3,0,4,3,1,0,Female,High School,IT,Creative,No,Medium,Other,Unemployed,1
328,57,15,60108,2,0,9,3,1,1,Female,PhD,Sales,Business,No,Low,Other,Part-time,0
329,41,12,95023,1,1,4,2,3,2,Male,High School,Finance,Scientific,Yes,Low,US,Full-time,1
330,49,9,47201,3,1,6,1,2,0,Female,Bachelor's degree,Marketing,Scientific,Yes,Medium,Other,Unemployed,1
331,39,11,88578,1,1,4,0,1,0,Female,High School,Sales,Creative,No,Medium,US,Unemployed,0
332,40,1,69966,3,0,7,4,3,2,Male,Bachelor's degree,Sales,Scientific,No,Medium,Other,Full-time,0
333,19,2,74774,1,0,5,4,1,2,Male,High School,IT,Creative,Yes,Low,US,Full-time,1
334,44,9,30386,1,0,4,2,4,0,Male,Master's degree,Finance,Creative,No,Low,US,Unemployed,0
335,59,1,97228,1,1,8,1,3,2,Male,High School,Sales,Business,Yes,Low,US,Full-time,1
336,19,12,35225,2,1,1,1,1,1,Male,Master's degree,Marketing,Creative,Yes,High,Other,Part-time,1
337,43,12,36693,1,0,0,3,3,1,Male,High School,Sales,Scientific,Yes,Low,US,Part-time,0
338,34,17,92197,1,1,7,0,1,0,Male,High School,HR,Scientific,Yes,Low,US,Unemployed,0
339,57,2,63021,1,0,2,1,2,1,Female,PhD,Marketing,Technical,Yes,High,US,Part-time,0
340,50,6,38261,3,1,6,4,1,1,Female,PhD,Marketing,Scientific,No,High,Other,Part-time,0
341,26,13,47378,1,1,9,0,3,0,Male,Bachelor's degree,Sales,Technical,Yes,High,US,Unemployed,1
342,56,19,31937,3,1,7,0,4,2,Female,PhD,IT,Creative,Yes,High,Other,Full-time,0
343,46,16,86330,1,0,5,2,4,0,Female,High School,Marketing,Scientific,Yes,High,US,Unemployed,0
344,59,11,67366,1,1,9,1,4,1,Male,PhD,HR,Business,Yes,High,US,Part-time,0
345,43,15,92322,2,1,8,2,1,0,Female,High School,IT,Business,Yes,Medium,Other,Unemployed,0
346,52,11,60160,3,0,6,1,2,0,Male,Master's degree,IT,Business,Yes,Medium,Other,Unemployed,0
347,42,14,65313,1,1,9,3,1,1,Female,High School,IT,Creative,Yes,Medium,US,Part-time,0
348,41,9,47032,3,0,4,2,4,1,Male,Bachelor's degree,Marketing,Creative,No,Medium,Other,Part-time,1
349,30,6,37358,3,0,7,2,3,0,Female,Master's degree,IT,Technical,No,Low,Other,Unemployed,0
350,24,19,81710,2,0,1,4,4,1,Female,Bachelor's degree,Sales,Business,No,High,Other,Part-time,1
351,53,4,68821,2,0,6,2,3,1,Female,Bachelor's degree,IT,Technical,No,Low,Other,Part-time,0
352,37,0,48365,2,0,3,1,2,1,Male,Bachelor's degree,HR,Technical,Yes,High,Other,Part-time,0
353,18,16,33189,2,1,8,4,3,1,Female,PhD,Finance,Scientific,No,High,Other,Part-time,1
354,25,2,96749,2,0,0,2,1,1,Female,Bachelor's degree,HR,Scientific,Yes,Low,Other,Part-time,0
355,33,12,27248,2,0,6,2,1,1,Male,Master's degree,Marketing,Business,No,Medium,Other,Part-time,0
356,31,13,24369,2,0,5,3,1,2,Male,High School,IT,Creative,No,Low,Other,Full-time,0
357,29,17,83763,2,0,7,2,3,0,Female,Bachelor's degree,IT,Scientific,Yes,Low,Other,Unemployed,1
358,40,3,28050,1,1,4,0,1,1,Female,Master's degree,Sales,Creative,Yes,High,US,Part-time,0
359,32,17,48605,3,0,0,4,1,0,Female,Bachelor's degree,IT,Technical,No,High,Other,Unemployed,1
360,45,4,69616,2,1,0,0,1,2,Female,High School,HR,Technical,No,High,Other,Full-time,0
361,51,15,74479,2,0,8,4,2,1,Male,Master's degree,Marketing,Technical,No,Medium,Other,Part-time,0
362,19,0,60883,3,1,9,3,3,0,Female,Master's degree,Finance,Technical,No,Low,Other,Unemployed,0
363,49,13,53055,1,0,5,2,3,1,Female,High School,IT,Business,Yes,Low,US,Part-time,0
364,40,14,88731,3,0,9,2,4,1,Male,Master's degree,Finance,Technical,No,Medium,Other,Part-time,0
365,39,8,27450,3,1,4,2,3,1,Female,High School,IT,Scientific,No,Low,Other,Part-time,0
366,42,14,22925,2,0,0,4,2,1,Female,Master's degree,Marketing,Technical,No,Low,Other,Part-time,0
367,39,16,70272,3,1,5,2,3,1,Female,Master's degree,HR,Creative,No,High,Other,Part-time,0
368,39,3,25310,3,0,5,0,2,1,Male,High School,Marketing,Scientific,No,Medium,Other,Part-time,0
369,59,11,51817,2,1,2,2,2,1,Male,High School,Finance,Creative,Yes,High,Other,Part-time,0
370,23,4,64528,2,0,7,3,3,2,Female,Master's degree,IT,Creative,Yes,Medium,Other,Full-time,0
371,32,4,75779,2,0,0,0,4,2,Female,Master's degree,Finance,Business,Yes,High,Other,Full-time,0
372,54,10,96310,2,1,0,2,1,1,Male,High School,HR,Business,Yes,Low,Other,Part-time,0
373,50,5,35457,3,0,5,2,1,1,Female,PhD,Marketing,Creative,Yes,Medium,Other,Part-time,0
374,25,6,62311,3,0,9,1,3,2,Female,High School,Finance,Creative,No,Medium,Other,Full-time,0
375,22,13,23980,1,0,0,4,3,2,Male,Master's degree,Finance,Technical,Yes,High,US,Full-time,1
376,56,10,40886,1,0,5,0,2,2,Male,Master's degree,HR,Scientific,Yes,Medium,US,Full-time,1
377,21,12,97112,3,0,0,1,3,1,Male,Master's degree,IT,Technical,No,Low,Other,Part-time,0
378,23,1,70877,1,0,5,3,2,0,Female,High School,Finance,Business,Yes,Low,US,Unemployed,0
379,49,6,56181,3,1,2,4,4,0,Female,Master's degree,HR,Business,Yes,Low,Other,Unemployed,0
380,47,19,53262,1,1,7,0,3,0,Female,PhD,IT,Technical,Yes,High,US,Unemployed,0
381,52,3,20947,2,1,5,2,1,0,Female,Bachelor's degree,IT,Scientific,Yes,Medium,Other,Unemployed,0
382,57,7,20022,1,0,0,0,1,1,Male,PhD,Marketing,Creative,No,High,US,Part-time,0
383,33,19,21128,2,1,4,2,3,0,Female,High School,HR,Technical,No,Low,Other,Unemployed,0
384,30,18,99522,2,0,7,4,2,2,Female,Master's degree,IT,Business,Yes,Medium,Other,Full-time,0
385,59,12,52322,2,0,2,2,1,2,Male,High School,Marketing,Scientific,No,Low,Other,Full-time,0
386,47,13,68929,2,0,5,3,2,0,Male,Bachelor's degree,Sales,Business,Yes,Medium,Other,Unemployed,1
387,36,9,29808,1,0,4,2,3,2,Female,High School,HR,Scientific,No,Medium,US,Full-time,1
388,34,10,72882,3,1,5,3,3,1,Male,Master's degree,Sales,Scientific,No,High,Other,Part-time,0
389,36,1,41725,2,0,9,4,1,0,Male,Bachelor's degree,IT,Scientific,No,Medium,Other,Unemployed,0
390,45,8,92534,1,1,0,4,3,0,Female,Bachelor's degree,HR,Technical,No,Low,US,Unemployed,1
391,43,16,59950,2,0,6,0,4,1,Female,Master's degree,Marketing,Technical,No,Medium,Other,Part-time,0
392,54,2,40557,1,1,8,3,4,2,Female,Master's degree,IT,Technical,No,Low,US,Full-time,1
393,43,5,41825,1,1,1,3,1,1,Female,Master's degree,HR,Scientific,No,High,US,Part-time,0
394,40,4,28998,1,1,9,1,4,1,Male,High School,HR,Scientific,No,Low,US,Part-time,0
395,26,4,56080,3,1,4,1,2,2,Male,PhD,Sales,Business,No,Medium,Other,Full-time,0
396,29,14,77797,1,1,9,1,1,1,Female,High School,IT,Creative,No,Low,US,Part-time,0
397,18,16,35802,1,1,3,2,1,2,Female,High School,Marketing,Technical,No,Low,US,Full-time,1
398,18,8,31167,3,0,5,1,2,2,Male,PhD,Marketing,Scientific,Yes,Medium,Other,Full-time,1
399,51,2,62407,3,1,5,3,4,1,Female,Master's degree,IT,Business,No,Low,Other,Part-time,0
400,49,19,33338,1,0,1,2,4,2,Female,Master's degree,IT,Business,Yes,Medium,US,Full-time,1
401,42,16,96289,3,1,1,4,4,1,Female,PhD,Finance,Business,No,High,Other,Part-time,0
402,57,9,91520,2,0,3,0,1,2,Female,PhD,Sales,Technical,Yes,Low,Other,Full-time,0
403,18,2,38895,2,1,0,1,1,0,Male,High School,IT,Technical,Yes,High,Other,Unemployed,1
404,33,17,67910,3,1,8,4,4,2,Female,Bachelor's degree,IT,Creative,Yes,Low,Other,Full-time,1
405,56,17,85898,3,0,6,3,3,2,Male,PhD,Finance,Business,No,Low,Other,Full-time,0
406,22,16,23454,1,1,6,0,4,1,Female,High School,Finance,Technical,No,High,US,Part-time,1
407,39,2,80797,3,1,2,4,2,2,Female,Bachelor's degree,HR,Business,No,Low,Other,Full-time,0
408,46,2,70637,1,1,2,0,1,0,Male,Master's degree,Marketing,Scientific,No,Low,US,Unemployed,0
409,20,5,25349,2,0,0,1,2,0,Female,Master's degree,Sales,Business,Yes,High,Other,Unemployed,1
410,29,12,59963,3,1,2,3,2,2,Male,High School,HR,Creative,No,Low,Other,Full-time,0
411,43,14,95583,1,0,2,0,1,2,Female,High School,IT,Technical,No,Medium,US,Full-time,1
412,33,8,27750,1,1,3,4,3,0,Female,PhD,Finance,Scientific,No,Low,US,Unemployed,0
413,54,3,42463,2,1,3,1,4,1,Female,Master's degree,Marketing,Technical,No,Low,Other,Part-time,0
414,39,13,94935,3,0,2,1,2,0,Female,High School,HR,Scientific,No,Low,Other,Unemployed,0
415,46,4,78792,2,1,9,4,1,0,Female,Master's degree,Marketing,Business,No,High,Other,Unemployed,0
416,31,1,33686,1,1,7,4,2,2,Male,Master's degree,Finance,Business,No,Medium,US,Full-time,1
417,45,10,83528,1,0,7,0,4,2,Male,PhD,HR,Creative,No,Medium,US,Full-time,1
418,22,8,42787,3,1,0,2,3,0,Female,Bachelor's degree,HR,Creative,Yes,Low,Other,Unemployed,1
419,47,2,34776,1,0,6,1,3,1,Female,PhD,Marketing,Scientific,Yes,High,US,Part-time,0
420,22,8,77427,3,0,1,0,3,0,Male,High School,Finance,Creative,No,High,Other,Unemployed,0
421,29,2,81086,2,0,0,4,1,0,Male,PhD,IT,Creative,No,Medium,Other,Unemployed,0
422,33,1,83308,3,1,2,0,1,1,Female,PhD,HR,Creative,No,High,Other,Part-time,0
423,43,11,35797,3,0,3,4,3,0,Female,Master's degree,IT,Creative,No,Low,Other,Unemployed,0
424,43,9,25302,1,0,5,3,4,0,Male,PhD,Finance,Business,Yes,Low,US,Unemployed,0
425,38,8,83172,1,1,9,4,4,2,Female,High School,HR,Creative,Yes,High,US,Full-time,1
426,56,14,58059,3,0,4,4,1,1,Male,Bachelor's degree,HR,Business,No,Low,Other,Part-time,1
427,53,7,20908,1,1,3,4,3,2,Female,PhD,IT,Business,Yes,Medium,US,Full-time,1
428,50,4,80252,1,1,7,2,4,2,Male,PhD,Sales,Technical,Yes,Low,US,Full-time,1
429,47,10,32877,1,1,3,4,4,1,Male,Bachelor's degree,IT,Business,No,High,US,Part-time,1
430,54,1,34239,3,1,9,1,4,1,Female,High School,IT,Business,No,Medium,Other,Part-time,0
431,40,14,47313,1,0,1,1,1,0,Male,High School,Sales,Creative,No,Low,US,Unemployed,0
432,27,5,62103,3,0,2,0,3,2,Female,PhD,Finance,Business,Yes,Medium,Other,Full-time,0
433,22,7,68408,1,0,5,2,2,1,Female,Master's degree,Finance,Scientific,Yes,High,US,Part-time,0
434,53,4,30534,2,0,7,0,3,2,Female,PhD,HR,Creative,No,Low,Other,Full-time,0
435,51,15,63060,1,0,7,1,3,2,Female,Bachelor's degree,Marketing,Creative,No,Low,US,Full-time,1
436,48,17,37189,1,1,8,1,1,1,Male,Bachelor's degree,Marketing,Creative,Yes,Medium,US,Part-time,1
437,27,5,30967,3,0,6,3,4,0,Female,Bachelor's degree,HR,Technical,Yes,Low,Other,Unemployed,1
438,36,4,85563,3,0,1,4,4,2,Female,PhD,Marketing,Creative,No,Low,Other,Full-time,0
439,49,15,28660,1,0,7,1,1,1,Female,PhD,IT,Business,Yes,Low,US,Part-time,0
440,18,12,59823,2,1,6,0,1,0,Female,High School,IT,Scientific,No,Low,Other,Unemployed,0
441,22,4,75842,1,1,7,0,1,2,Male,Master's degree,Sales,Creative,No,High,US,Full-time,1
442,21,12,29616,1,0,2,4,1,1,Female,PhD,Sales,Creative,Yes,Low,US,Part-time,1
443,33,16,95976,2,1,6,4,1,2,Male,High School,HR,Scientific,Yes,Medium,Other,Full-time,0
444,41,17,68738,3,0,9,3,2,1,Male,PhD,HR,Creative,Yes,High,Other,Part-time,0
445,33,7,33107,1,0,8,2,3,1,Male,High School,HR,Technical,No,Medium,US,Part-time,0
446,19,12,81404,3,1,2,0,3,2,Female,High School,IT,Business,No,Medium,Other,Full-time,0
447,45,18,35954,3,1,9,4,3,2,Female,Master's degree,Marketing,Scientific,No,Medium,Other,Full-time,0
448,49,2,36943,2,0,5,0,4,1,Female,PhD,HR,Scientific,No,High,Other,Part-time,0
449,44,7,60725,2,0,1,4,2,0,Female,High School,HR,Technical,No,High,Other,Unemployed,0
450,37,1,65434,3,1,1,1,3,2,Male,Bachelor's degree,IT,Business,No,High,Other,Full-time,0
451,41,7,30110,1,0,4,0,4,1,Male,Bachelor's degree,IT,Technical,Yes,Low,US,Part-time,1
452,29,12,36462,3,1,4,1,2,1,Female,Bachelor's degree,IT,Business,No,Medium,Other,Part-time,1
453,52,12,99232,1,0,6,0,2,0,Female,Master's degree,Marketing,Technical,No,High,US,Unemployed,0
454,50,0,74081,1,1,1,2,4,0,Female,High School,HR,Creative,No,Medium,US,Unemployed,0
455,50,5,72799,2,0,6,3,2,0,Female,Master's degree,Finance,Technical,No,High,Other,Unemployed,0
456,54,18,86567,1,0,4,1,4,2,Female,PhD,Finance,Scientific,Yes,High,US,Full-time,1
457,29,15,71224,1,1,5,4,3,1,Female,PhD,HR,Scientific,No,High,US,Part-time,0
458,20,7,76063,3,0,7,2,4,1,Female,High School,HR,Scientific,Yes,Medium,Other,Part-time,0
459,18,0,75240,2,0,9,0,2,1,Male,Bachelor's degree,HR,Technical,Yes,Low,Other,Part-time,0
460,50,15,37868,1,1,3,1,3,0,Male,High School,HR,Scientific,No,High,US,Unemployed,0
461,57,8,95973,1,0,6,0,3,1,Male,High School,Marketing,Scientific,No,High,US,Part-time,0
462,27,12,42222,2,0,5,0,1,2,Male,High School,Finance,Creative,Yes,High,Other,Full-time,1
463,46,10,99794,3,0,9,0,1,0,Female,Master's degree,Sales,Creative,Yes,Low,Other,Unemployed,0
464,30,12,83924,2,1,1,3,2,0,Female,PhD,Finance,Business,No,Medium,Other,Unemployed,0
465,29,9,98513,2,1,7,3,4,0,Female,High School,Finance,Business,Yes,Medium,Other,Unemployed,0
466,48,3,74649,1,1,9,4,4,0,Female,High School,IT,Business,No,Medium,US,Unemployed,0
467,19,5,30223,1,0,8,1,2,2,Female,High School,HR,Technical,No,Medium,US,Full-time,1
468,52,6,68166,3,0,4,2,3,1,Male,Master's degree,HR,Business,Yes,High,Other,Part-time,0
469,40,4,59369,1,0,9,2,2,2,Female,Master's degree,HR,Technical,No,Low,US,Full-time,1
470,34,10,89392,1,0,3,2,2,1,Male,Master's degree,IT,Technical,No,High,US,Part-time,0
471,43,12,79526,2,1,5,0,3,2,Female,High School,Marketing,Business,No,Low,Other,Full-time,0
472,25,18,32661,1,0,7,3,4,0,Male,Bachelor's degree,Marketing,Business,Yes,Medium,US,Unemployed,1
473,46,9,35591,3,0,2,1,2,0,Female,Bachelor's degree,Sales,Technical,Yes,Low,Other,Unemployed,1
474,43,9,91718,2,0,9,0,4,2,Male,Bachelor's degree,Marketing,Creative,Yes,High,Other,Full-time,1
475,27,10,75235,3,1,0,3,2,2,Female,PhD,Marketing,Scientific,No,High,Other,Full-time,0
476,43,6,27970,2,0,3,3,3,1,Female,High School,HR,Scientific,Yes,Medium,Other,Part-time,0
477,51,17,67922,1,0,3,1,3,2,Female,Bachelor's degree,Finance,Scientific,Yes,High,US,Full-time,1
478,58,3,50755,2,0,0,1,1,2,Female,Bachelor's degree,Marketing,Creative,Yes,High,Other,Full-time,0
479,24,1,39416,2,0,8,1,3,1,Male,Bachelor's degree,Marketing,Technical,No,Low,Other,Part-time,1
480,21,13,33672,1,0,2,0,1,1,Female,High School,IT,Business,No,High,US,Part-time,1
481,28,12,66996,1,1,4,4,2,1,Male,Bachelor's degree,Sales,Technical,Yes,Medium,US,Part-time,1
482,46,11,94095,3,0,5,1,4,2,Female,Bachelor's degree,IT,Technical,Yes,Medium,Other,Full-time,1
483,53,6,20064,3,0,7,4,3,1,Male,High School,HR,Business,Yes,High,Other,Part-time,0
484,42,1,88835,1,0,5,0,3,0,Female,PhD,Finance,Creative,No,Medium,US,Unemployed,0
485,38,12,90385,1,0,2,4,3,0,Female,Master's degree,Sales,Scientific,Yes,Low,US,Unemployed,0
486,53,13,25639,1,0,5,2,2,0,Male,Bachelor's degree,IT,Scientific,No,Low,US,Unemployed,1
487,27,16,31055,2,0,0,4,1,2,Female,Master's degree,Marketing,Technical,No,High,Other,Full-time,1
488,54,8,79220,2,0,3,1,2,0,Female,PhD,Marketing,Creative,No,High,Other,Unemployed,0
489,26,16,49427,2,0,5,0,4,2,Male,PhD,Sales,Scientific,Yes,Low,Other,Full-time,1
490,41,7,84666,1,0,6,1,2,2,Female,Bachelor's degree,Marketing,Creative,Yes,Medium,US,Full-time,1
491,52,1,84274,3,0,9,2,4,0,Male,High School,IT,Business,No,High,Other,Unemployed,0
492,52,12,30866,1,1,2,1,3,1,Female,PhD,IT,Technical,No,High,US,Part-time,0
493,53,2,23889,2,1,8,1,4,2,Male,Master's degree,Marketing,Technical,No,Medium,Other,Full-time,0
494,35,15,68226,2,1,6,1,4,0,Male,Master's degree,Marketing,Creative,No,High,Other,Unemployed,0
495,56,5,51335,1,1,0,3,1,2,Male,Master's degree,HR,Scientific,Yes,Medium,US,Full-time,1
496,49,18,70547,1,0,1,2,4,1,Male,Master's degree,Finance,Creative,Yes,Medium,US,Part-time,0
497,41,6,46162,2,1,0,1,4,1,Female,PhD,Sales,Business,No,Medium,Other,Part-time,0
498,40,9,44687,2,1,8,1,2,0,Female,Bachelor's degree,IT,Scientific,No,Medium,Other,Unemployed,1
499,49,8,30995,2,0,8,1,3,2,Male,Bachelor's degree,Sales,Scientific,No,Medium,Other,Full-time,1
500,54,1,76488,1,1,6,0,2,2,Female,Master's degree,HR,Creative,Yes,Low,US,Full-time,1
501,29,14,22631,2,1,9,3,2,2,Female,Bachelor's degree,IT,Business,No,Medium,Other,Full-time,1
502,30,4,54954,2,0,2,0,3,2,Female,Master's degree,HR,Scientific,Yes,Low,Other,Full-time,0
503,40,3,25967,3,0,4,3,3,0,Male,Master's degree,HR,Technical,No,Medium,Other,Unemployed,0
504,42,19,84471,1,0,3,1,4,1,Female,High School,Marketing,Business,Yes,High,US,Part-time,0
505,52,3,57116,3,1,6,2,4,0,Female,PhD,Sales,Scientific,Yes,Low,Other,Unemployed,0
506,58,17,54227,3,1,8,4,1,2,Male,PhD,Sales,Creative,No,High,Other,Full-time,0
507,47,3,21942,2,0,1,4,2,2,Female,Master's degree,Marketing,Scientific,Yes,Medium,Other,Full-time,0
508,34,16,67664,1,0,7,1,3,1,Male,PhD,Sales,Technical,Yes,Medium,US,Part-time,0
509,37,11,48069,2,1,8,0,4,2,Male,Bachelor's degree,Marketing,Business,Yes,High,Other,Full-time,1
510,42,16,34407,1,0,9,2,3,0,Male,Master's degree,IT,Scientific,Yes,Medium,US,Unemployed,0
511,39,9,79201,3,1,9,3,4,0,Female,High School,HR,Technical,No,High,Other,Unemployed,0
512,30,0,74348,1,0,8,1,1,1,Female,Bachelor's degree,HR,Scientific,No,Medium,US,Part-time,0
513,36,17,37878,2,0,9,2,1,0,Male,High School,Sales,Scientific,No,Medium,Other,Unemployed,0
514,53,17,98629,2,1,6,2,3,0,Male,High School,Finance,Business,No,Low,Other,Unemployed,0
515,29,13,75420,2,0,8,3,1,0,Male,PhD,HR,Creative,No,High,Other,Unemployed,0
516,58,14,63168,1,0,8,2,3,0,Male,PhD,Marketing,Creative,Yes,Medium,US,Unemployed,0
517,36,11,74862,3,0,2,0,4,2,Male,Master's degree,Finance,Technical,Yes,High,Other,Full-time,0
