,Plate Thickness,Plate Width,Plate Length,Steel Grade,Manufacturing Date,Plate Weight,Processing Method,Plate Usage,Temperature,Humidity,Presence of Defects,label
338,19,2030,3241,ISO,2026-08-05,2597,Rolling,Automotive,22,92,0,0
339,19,2039,3323,ISO,2026-08-06,2445,Rolling,Construction,24,65,0,0
340,18,2228,3730,JIS,2026-08-07,2209,Rolling,Construction,30,99,0,0
341,19,2035,3191,JIS,2026-08-08,2713,Rolling,Construction,26,78,1,0
342,18,2407,3016,ISO,2026-08-09,2301,Forging,Construction,29,91,0,0
343,17,2222,3523,DIN,2026-08-10,3246,Casting,Aerospace,29,86,0,0
344,18,2005,3917,JIS,2026-08-11,2002,Forging,Construction,39,60,0,0
345,18,2321,3400,JIS,2026-08-12,2989,Rolling,Construction,21,92,1,0
346,18,2467,3905,DIN,2026-08-13,3116,Rolling,Construction,22,99,0,0
347,19,2219,3885,DIN,2026-08-14,2519,Rolling,Construction,27,91,0,0
348,19,2074,3704,DIN,2026-08-15,3451,Forging,Aerospace,30,64,0,1
349,18,2003,3021,ISO,2026-08-16,2492,Forging,Construction,32,76,0,0
350,19,2334,3473,DIN,2026-08-17,3258,Casting,Construction,26,67,0,1
351,16,2133,3119,DIN,2026-08-18,2619,Rolling,Automotive,32,93,0,0
352,16,2117,3209,JIS,2026-08-19,3184,Forging,Aerospace,21,68,0,0
353,19,2368,3305,DIN,2026-08-20,2330,Rolling,Automotive,25,82,1,0
354,19,2093,3269,JIS,2026-08-21,2332,Forging,Automotive,28,94,1,0
355,18,2485,3703,ISO,2026-08-22,2049,Forging,Construction,39,66,0,0
356,17,2434,3686,DIN,2026-08-23,2862,Forging,Construction,21,74,1,0
357,19,2061,3284,ISO,2026-08-24,2271,Forging,Construction,37,79,0,0
358,16,2440,3715,ISO,2026-08-25,2579,Rolling,Automotive,35,84,0,0
359,18,2193,3675,JIS,2026-08-26,3275,Forging,Construction,31,62,0,0
360,19,2334,3762,JIS,2026-08-27,2559,Rolling,Construction,26,83,0,0
361,16,2202,3226,ISO,2026-08-28,2695,Forging,Construction,26,93,0,0
362,16,2391,3947,DIN,2026-08-29,3113,Rolling,Construction,36,81,0,0
363,17,2025,3380,JIS,2026-08-30,2445,Forging,Construction,32,70,0,0
364,18,2434,3459,ISO,2026-08-31,3016,Casting,Aerospace,30,67,0,0
365,18,2172,3006,DIN,2026-09-01,3355,Casting,Construction,25,98,0,0
366,17,2299,3028,JIS,2026-09-02,3162,Casting,Automotive,33,94,0,0
367,17,2132,3906,DIN,2026-09-03,2356,Forging,Automotive,25,97,1,0
368,18,2325,3032,ISO,2026-09-04,2273,Forging,Construction,25,67,0,0
369,18,2409,3645,ISO,2026-09-05,3042,Forging,Construction,21,96,0,0
370,19,2117,3878,JIS,2026-09-06,2310,Casting,Construction,39,86,0,0
371,19,2323,3078,DIN,2026-09-07,2869,Rolling,Construction,34,87,0,0
372,17,2274,3927,ISO,2026-09-08,2885,Casting,Automotive,36,99,1,0
373,19,2211,3946,JIS,2026-09-09,2153,Casting,Construction,27,93,0,0
374,16,2224,3458,ISO,2026-09-10,3413,Forging,Construction,24,91,0,0
375,19,2019,3569,JIS,2026-09-11,3283,Rolling,Construction,36,74,0,1
376,19,2112,3982,ISO,2026-09-12,2619,Rolling,Aerospace,39,76,0,0
377,16,2139,3537,JIS,2026-09-13,2882,Casting,Automotive,20,92,1,0
378,17,2046,3481,ISO,2026-09-14,2796,Rolling,Automotive,37,75,0,0
379,16,2000,3429,ISO,2026-09-15,2124,Casting,Automotive,34,88,0,0
380,19,2089,3737,ISO,2026-09-16,3377,Rolling,Construction,24,68,0,1
381,17,2141,3284,ISO,2026-09-17,3296,Rolling,Automotive,26,92,0,0
382,19,2319,3515,JIS,2026-09-18,2618,Casting,Construction,37,88,0,0
383,16,2037,3976,JIS,2026-09-19,2244,Forging,Automotive,25,72,0,0
384,16,2292,3098,ISO,2026-09-20,2847,Forging,Automotive,24,80,0,0
385,19,2381,3396,DIN,2026-09-21,2449,Forging,Construction,38,80,0,0
386,18,2138,3488,JIS,2026-09-22,2929,Rolling,Automotive,29,64,1,0
387,18,2355,3038,JIS,2026-09-23,3270,Forging,Aerospace,34,69,0,0
388,16,2332,3270,DIN,2026-09-24,2519,Rolling,Construction,29,65,0,0
389,16,2490,3886,ISO,2026-09-25,3164,Casting,Automotive,35,72,0,0
390,18,2258,3796,DIN,2026-09-26,2361,Casting,Construction,31,60,0,0
391,18,2160,3156,DIN,2026-09-27,2007,Rolling,Construction,37,79,0,0
392,19,2389,3074,ISO,2026-09-28,2477,Forging,Construction,20,67,0,0
393,19,2177,3883,DIN,2026-09-29,3375,Forging,Construction,35,69,0,1
394,18,2009,3799,ISO,2026-09-30,2494,Rolling,Aerospace,25,68,0,0
395,19,2260,3129,JIS,2026-10-01,2832,Casting,Automotive,22,62,1,0
396,19,2406,3686,ISO,2026-10-02,3450,Rolling,Automotive,21,70,0,1
397,17,2137,3973,DIN,2026-10-03,3062,Rolling,Construction,21,71,0,0
398,19,2171,3083,DIN,2026-10-04,2592,Forging,Aerospace,32,69,0,0
399,16,2385,3021,DIN,2026-10-05,2186,Forging,Construction,28,84,1,0
400,19,2012,3458,ISO,2026-10-06,2753,Forging,Automotive,35,84,1,0
401,19,2167,3538,DIN,2026-10-07,2092,Forging,Construction,24,70,0,0
402,18,2129,3706,DIN,2026-10-08,2085,Forging,Construction,26,95,0,0
403,16,2083,3848,DIN,2026-10-09,3067,Forging,Automotive,32,98,0,0
404,19,2320,3381,DIN,2026-10-10,2136,Rolling,Construction,39,85,0,0
405,19,2318,3747,DIN,2026-10-11,2420,Rolling,Construction,32,73,1,0
406,17,2100,3439,JIS,2026-10-12,2073,Rolling,Construction,26,98,0,0
407,19,2328,3603,ISO,2026-10-13,3179,Rolling,Construction,29,99,0,1
408,19,2272,3988,JIS,2026-10-14,3278,Forging,Construction,34,60,0,1
409,17,2264,3020,DIN,2026-10-15,2170,Rolling,Construction,25,63,0,0
410,18,2458,3302,ISO,2026-10-16,2169,Rolling,Construction,24,89,0,0
411,19,2398,3975,ISO,2026-10-17,2871,Rolling,Construction,21,71,0,0
412,17,2407,3868,ISO,2026-10-18,2321,Casting,Automotive,34,94,0,0
413,16,2037,3954,JIS,2026-10-19,2455,Casting,Construction,35,72,0,0
414,18,2418,3083,JIS,2026-10-20,2943,Forging,Aerospace,38,90,0,0
415,16,2093,3773,JIS,2026-10-21,2789,Casting,Automotive,28,97,0,0
416,16,2094,3658,DIN,2026-10-22,2612,Forging,Construction,38,82,0,0
417,17,2304,3952,DIN,2026-10-23,3178,Forging,Automotive,26,63,0,0
418,19,2068,3452,ISO,2026-10-24,2888,Rolling,Automotive,23,75,0,0
419,17,2317,3386,ISO,2026-10-25,2348,Forging,Aerospace,22,66,1,0
420,17,2443,3506,DIN,2026-10-26,3474,Forging,Construction,39,81,1,0
421,17,2235,3256,ISO,2026-10-27,3196,Forging,Construction,30,88,1,0
422,17,2433,3569,ISO,2026-10-28,2009,Forging,Automotive,20,70,0,0
423,18,2333,3891,DIN,2026-10-29,2739,Forging,Automotive,25,92,0,0
424,19,2372,3933,JIS,2026-10-30,3288,Forging,Automotive,30,88,0,1
425,16,2375,3526,JIS,2026-10-31,3461,Casting,Construction,20,98,1,0
426,16,2458,3161,JIS,2026-11-01,3270,Rolling,Automotive,26,71,1,0
427,19,2136,3956,DIN,2026-11-02,2666,Forging,Aerospace,25,66,1,0
428,16,2417,3162,DIN,2026-11-03,2545,Rolling,Construction,33,98,0,0
429,19,2075,3831,DIN,2026-11-04,2128,Forging,Construction,21,85,1,0
430,16,2482,3792,JIS,2026-11-05,2600,Forging,Construction,23,99,0,0
431,17,2034,3791,ISO,2026-11-06,2604,Rolling,Automotive,30,68,0,0
432,16,2000,3523,DIN,2026-11-07,2326,Forging,Automotive,34,93,0,0
433,19,2295,3785,JIS,2026-11-08,2979,Rolling,Automotive,37,72,0,0
434,19,2319,3270,ISO,2026-11-09,2403,Forging,Construction,20,95,0,0
435,19,2405,3491,DIN,2026-11-10,2628,Rolling,Construction,22,84,0,0
436,19,2059,3207,DIN,2026-11-11,3382,Forging,Construction,22,83,0,1
437,19,2319,3538,ISO,2026-11-12,2717,Rolling,Construction,26,76,0,0
438,18,2348,3583,ISO,2026-11-13,3040,Forging,Automotive,20,61,1,0
439,18,2327,3059,ISO,2026-11-14,2273,Rolling,Aerospace,30,72,0,0
440,16,2266,3429,ISO,2026-11-15,2684,Casting,Aerospace,25,90,0,0
441,19,2360,3984,ISO,2026-11-16,2115,Casting,Aerospace,39,88,1,0
442,16,2228,3656,JIS,2026-11-17,2860,Casting,Construction,22,87,1,0
443,19,2269,3604,ISO,2026-11-18,2692,Forging,Construction,38,86,0,0
444,19,2315,3308,DIN,2026-11-19,3114,Forging,Automotive,21,74,0,1
445,18,2285,3519,ISO,2026-11-20,3105,Rolling,Aerospace,37,90,0,0
446,18,2290,3590,JIS,2026-11-21,2323,Rolling,Construction,31,99,0,0
447,17,2212,3026,ISO,2026-11-22,2960,Rolling,Construction,29,74,0,0
448,18,2164,3685,DIN,2026-11-23,2113,Forging,Construction,24,92,1,0
449,17,2004,3561,JIS,2026-11-24,3081,Casting,Automotive,28,79,0,0
450,17,2338,3198,JIS,2026-11-25,2153,Rolling,Construction,21,71,1,0
451,17,2378,3386,ISO,2026-11-26,3427,Casting,Construction,21,96,1,0
452,17,2077,3348,JIS,2026-11-27,3289,Forging,Construction,25,68,1,0
453,17,2409,3959,DIN,2026-11-28,2314,Forging,Construction,29,82,0,0
454,16,2061,3939,DIN,2026-11-29,3064,Rolling,Automotive,37,67,1,0
455,18,2131,3692,ISO,2026-11-30,2104,Rolling,Construction,31,91,0,0
456,17,2088,3535,ISO,2026-12-01,3216,Forging,Automotive,23,73,0,0
457,19,2236,3827,JIS,2026-12-02,3424,Forging,Automotive,36,86,0,1
458,18,2041,3377,DIN,2026-12-03,3301,Rolling,Automotive,34,84,0,0
459,18,2088,3898,DIN,2026-12-04,2353,Forging,Construction,25,72,0,0
460,17,2401,3915,JIS,2026-12-05,3015,Casting,Aerospace,35,80,0,0
461,16,2295,3557,JIS,2026-12-06,2732,Casting,Construction,36,90,0,0
462,17,2327,3526,ISO,2026-12-07,2708,Casting,Aerospace,22,96,0,0
463,16,2294,3152,DIN,2026-12-08,3279,Rolling,Aerospace,29,64,0,0
464,19,2103,3733,ISO,2026-12-09,2650,Rolling,Construction,24,72,0,0
465,18,2013,3205,JIS,2026-12-10,2823,Forging,Construction,33,87,1,0
466,19,2287,3454,DIN,2026-12-11,2946,Rolling,Construction,32,84,0,0
467,16,2178,3272,JIS,2026-12-12,2660,Rolling,Construction,25,94,0,0
468,16,2124,3893,ISO,2026-12-13,2098,Rolling,Construction,31,98,0,0
469,19,2421,3235,ISO,2026-12-14,2587,Rolling,Construction,27,66,0,0
470,16,2352,3851,ISO,2026-12-15,2281,Rolling,Construction,24,97,0,0
471,19,2022,3739,ISO,2026-12-16,2402,Rolling,Construction,34,91,0,0
472,18,2062,3520,ISO,2026-12-17,3132,Rolling,Construction,35,62,1,0
473,19,2142,3677,JIS,2026-12-18,2699,Rolling,Construction,20,98,0,0
474,18,2480,3943,ISO,2026-12-19,2198,Forging,Construction,35,96,0,0
475,19,2152,3955,ISO,2026-12-20,3326,Forging,Construction,24,81,0,1
476,16,2144,3830,JIS,2026-12-21,2326,Forging,Construction,22,67,1,0
477,19,2224,3725,DIN,2026-12-22,2153,Rolling,Construction,39,76,0,0
478,16,2494,3500,JIS,2026-12-23,2551,Rolling,Automotive,34,86,0,0
479,19,2449,3116,ISO,2026-12-24,2404,Forging,Construction,32,92,0,0
480,19,2461,3385,DIN,2026-12-25,2461,Forging,Construction,35,76,0,0
481,17,2308,3343,ISO,2026-12-26,2131,Forging,Construction,30,71,0,0
482,16,2103,3583,ISO,2026-12-27,2790,Rolling,Automotive,21,86,0,0
483,17,2103,3394,JIS,2026-12-28,2873,Casting,Automotive,25,67,0,0
484,16,2434,3063,ISO,2026-12-29,2083,Rolling,Automotive,25,82,0,0
485,17,2038,3716,DIN,2026-12-30,3422,Rolling,Automotive,33,88,0,0
486,18,2434,3720,DIN,2026-12-31,2753,Forging,Construction,30,79,0,0
487,19,2197,3071,ISO,2027-01-01,2627,Forging,Construction,27,75,0,0
488,16,2133,3788,JIS,2027-01-02,3132,Rolling,Construction,27,76,0,0
489,16,2066,3273,ISO,2027-01-03,2220,Rolling,Aerospace,20,75,1,0
490,19,2390,3989,DIN,2027-01-04,2552,Forging,Automotive,26,78,1,0
491,16,2178,3319,JIS,2027-01-05,3391,Rolling,Automotive,25,67,0,0
492,16,2455,3337,DIN,2027-01-06,3170,Rolling,Construction,27,97,0,0
493,17,2041,3365,JIS,2027-01-07,2111,Rolling,Automotive,38,97,0,0
494,16,2447,3494,ISO,2027-01-08,2614,Casting,Construction,39,88,0,0
495,18,2499,3606,DIN,2027-01-09,2923,Rolling,Construction,27,95,0,0
496,18,2014,3165,ISO,2027-01-10,2474,Casting,Construction,33,85,1,0
497,19,2110,3543,JIS,2027-01-11,2835,Forging,Construction,37,90,0,0
498,16,2156,3010,JIS,2027-01-12,2270,Casting,Construction,35,71,0,0
499,19,2288,3300,ISO,2027-01-13,2420,Casting,Automotive,28,76,0,0
500,18,2499,3728,DIN,2027-01-14,2706,Rolling,Construction,34,74,0,0
501,16,2477,3800,ISO,2027-01-15,3390,Rolling,Construction,29,68,0,0
502,16,2230,3101,DIN,2027-01-16,3303,Rolling,Construction,35,98,0,0
503,19,2410,3424,DIN,2027-01-17,3306,Rolling,Construction,23,71,0,1
504,18,2419,3391,JIS,2027-01-18,2039,Forging,Automotive,39,91,1,0
505,16,2156,3778,DIN,2027-01-19,2188,Rolling,Automotive,32,84,0,0
506,19,2037,3213,ISO,2027-01-20,3187,Rolling,Automotive,24,98,1,1
507,18,2440,3690,ISO,2027-01-21,2993,Rolling,Automotive,26,77,1,0
508,19,2096,3087,ISO,2027-01-22,2535,Casting,Automotive,28,74,0,0
509,17,2484,3552,ISO,2027-01-23,3027,Rolling,Construction,27,91,0,0
510,16,2410,3400,ISO,2027-01-24,2289,Rolling,Automotive,35,65,0,0
511,17,2438,3587,JIS,2027-01-25,2432,Rolling,Construction,25,94,1,0
512,18,2288,3888,DIN,2027-01-26,2470,Casting,Construction,35,93,0,0
513,17,2253,3045,DIN,2027-01-27,3204,Forging,Construction,25,97,0,0
514,17,2195,3671,ISO,2027-01-28,3271,Rolling,Automotive,33,64,0,0
515,18,2085,3462,JIS,2027-01-29,2627,Rolling,Automotive,20,77,0,0
516,19,2321,3591,JIS,2027-01-30,2278,Rolling,Construction,28,75,1,0
517,17,2009,3309,ISO,2027-01-31,2876,Rolling,Automotive,32,67,0,0
518,19,2004,3085,JIS,2027-02-01,2580,Casting,Aerospace,38,84,0,0
519,17,2122,3091,DIN,2027-02-02,2862,Forging,Construction,36,91,0,0
520,19,2329,3659,ISO,2027-02-03,2253,Rolling,Construction,30,85,1,0
521,18,2352,3672,DIN,2027-02-04,2180,Casting,Automotive,27,81,0,0
522,17,2117,3713,DIN,2027-02-05,2680,Rolling,Construction,24,90,0,0
523,18,2293,3935,ISO,2027-02-06,2824,Forging,Automotive,29,69,0,0
524,17,2396,3927,JIS,2027-02-07,2699,Casting,Construction,26,71,0,0
525,18,2158,3241,JIS,2027-02-08,2565,Rolling,Construction,29,87,0,0
526,18,2302,3864,DIN,2027-02-09,3349,Forging,Automotive,23,65,0,0
527,17,2227,3001,DIN,2027-02-10,3380,Rolling,Automotive,28,79,0,0
528,17,2364,3224,DIN,2027-02-11,2679,Rolling,Automotive,33,64,0,0
529,17,2215,3800,DIN,2027-02-12,2390,Rolling,Automotive,21,82,0,0
530,16,2435,3744,DIN,2027-02-13,3108,Rolling,Automotive,28,68,0,0
531,19,2183,3972,ISO,2027-02-14,3340,Forging,Automotive,20,88,0,1
532,16,2014,3925,DIN,2027-02-15,2211,Casting,Construction,29,75,1,0
533,16,2156,3928,JIS,2027-02-16,2383,Forging,Construction,29,81,1,0
534,18,2135,3588,DIN,2027-02-17,2341,Casting,Construction,39,67,0,0
535,17,2260,3115,ISO,2027-02-18,2843,Casting,Automotive,22,79,0,0
536,19,2156,3665,JIS,2027-02-19,3061,Rolling,Construction,25,73,0,1
537,18,2046,3917,ISO,2027-02-20,2419,Rolling,Construction,25,98,0,0
538,16,2323,3102,ISO,2027-02-21,2750,Rolling,Construction,21,96,0,0
539,17,2331,3193,ISO,2027-02-22,3192,Forging,Automotive,37,93,0,0
540,18,2172,3165,ISO,2027-02-23,3366,Casting,Automotive,21,70,0,0
541,17,2129,3870,JIS,2027-02-24,2305,Rolling,Construction,31,99,1,0
542,18,2410,3089,DIN,2027-02-25,2701,Forging,Automotive,24,92,0,0
543,17,2094,3685,ISO,2027-02-26,2868,Forging,Construction,39,90,0,0
544,16,2114,3121,JIS,2027-02-27,2536,Forging,Construction,26,93,0,0
545,19,2242,3142,JIS,2027-02-28,3135,Rolling,Automotive,35,66,0,1
546,16,2419,3993,JIS,2027-03-01,3434,Rolling,Construction,39,82,0,0
547,19,2291,3105,ISO,2027-03-02,2205,Rolling,Aerospace,20,66,0,0
548,17,2281,3886,DIN,2027-03-03,3208,Rolling,Construction,20,84,0,0
549,18,2298,3427,JIS,2027-03-04,3405,Rolling,Construction,36,62,0,0
550,16,2282,3304,JIS,2027-03-05,2495,Forging,Aerospace,20,97,1,0
551,19,2068,3871,ISO,2027-03-06,3402,Rolling,Construction,39,79,0,1
552,16,2147,3970,ISO,2027-03-07,3070,Casting,Aerospace,32,93,0,0
553,19,2010,3316,DIN,2027-03-08,2503,Forging,Aerospace,28,89,0,0
554,16,2253,3962,JIS,2027-03-09,3045,Forging,Construction,34,76,0,0
555,19,2329,3634,DIN,2027-03-10,2212,Rolling,Construction,22,69,0,0
556,19,2359,3901,DIN,2027-03-11,2309,Forging,Construction,33,94,0,0
557,17,2037,3008,ISO,2027-03-12,2660,Casting,Construction,30,79,1,0
558,19,2133,3773,DIN,2027-03-13,2752,Rolling,Construction,31,77,1,0
559,17,2199,3072,JIS,2027-03-14,2271,Rolling,Construction,32,86,0,0
560,19,2022,3358,ISO,2027-03-15,2937,Forging,Construction,32,95,1,0
561,18,2302,3222,JIS,2027-03-16,3225,Rolling,Construction,20,82,0,0
562,18,2345,3415,JIS,2027-03-17,2031,Rolling,Aerospace,29,91,0,0
563,18,2301,3552,ISO,2027-03-18,2442,Rolling,Automotive,22,69,0,0
564,19,2362,3369,DIN,2027-03-19,2161,Rolling,Automotive,23,70,1,0
565,17,2395,3715,ISO,2027-03-20,2766,Forging,Construction,35,97,0,0
566,17,2217,3263,JIS,2027-03-21,2253,Rolling,Automotive,27,65,0,0
567,19,2140,3839,DIN,2027-03-22,2520,Casting,Construction,35,93,0,0
568,18,2103,3689,DIN,2027-03-23,2976,Forging,Automotive,36,95,0,0
569,18,2445,3859,JIS,2027-03-24,2009,Forging,Aerospace,38,96,0,0
570,17,2209,3317,ISO,2027-03-25,2725,Forging,Construction,34,76,1,0
571,18,2472,3083,JIS,2027-03-26,2504,Casting,Automotive,35,99,0,0
572,16,2480,3317,DIN,2027-03-27,2784,Rolling,Automotive,34,99,0,0
573,17,2110,3110,ISO,2027-03-28,2435,Casting,Aerospace,21,71,0,0
574,18,2103,3250,DIN,2027-03-29,3134,Forging,Automotive,30,80,0,0
575,17,2315,3382,JIS,2027-03-30,2152,Forging,Construction,20,99,0,0
576,16,2170,3006,ISO,2027-03-31,2916,Forging,Construction,34,78,0,0
577,17,2459,3458,JIS,2027-04-01,2868,Rolling,Construction,38,62,0,0
578,17,2491,3083,JIS,2027-04-02,3125,Rolling,Automotive,23,77,0,0
579,17,2355,3207,ISO,2027-04-03,2752,Forging,Construction,30,78,0,0
580,17,2495,3899,JIS,2027-04-04,3214,Rolling,Automotive,24,65,0,0
581,16,2323,3389,ISO,2027-04-05,2562,Forging,Construction,22,75,0,0
582,19,2132,3313,ISO,2027-04-06,3104,Rolling,Construction,32,67,0,1
583,17,2375,3021,ISO,2027-04-07,2488,Rolling,Construction,29,77,1,0
584,17,2292,3409,JIS,2027-04-08,2894,Rolling,Automotive,30,98,0,0
585,18,2327,3894,DIN,2027-04-09,3111,Rolling,Construction,37,71,0,0
586,17,2126,3514,ISO,2027-04-10,3217,Forging,Construction,21,69,0,0
587,18,2105,3126,DIN,2027-04-11,2103,Rolling,Construction,26,66,0,0
588,19,2496,3808,DIN,2027-04-12,3119,Casting,Construction,28,60,1,1
589,16,2091,3699,ISO,2027-04-13,3446,Forging,Construction,29,95,0,0
590,16,2286,3873,JIS,2027-04-14,3221,Rolling,Automotive,37,80,0,0
591,19,2377,3013,JIS,2027-04-15,3024,Forging,Construction,26,96,0,1
592,16,2392,3970,DIN,2027-04-16,3006,Casting,Construction,26,83,0,0
593,19,2050,3977,JIS,2027-04-17,2406,Forging,Automotive,22,84,1,0
594,19,2028,3011,DIN,2027-04-18,3401,Rolling,Aerospace,31,66,0,1
595,19,2461,3086,JIS,2027-04-19,2166,Casting,Automotive,26,76,0,0
596,16,2295,3523,DIN,2027-04-20,2508,Forging,Construction,36,88,0,0
597,18,2296,3908,DIN,2027-04-21,2312,Rolling,Automotive,20,89,0,0
598,19,2213,3536,ISO,2027-04-22,3441,Rolling,Aerospace,24,66,1,1
599,17,2266,3300,JIS,2027-04-23,2762,Forging,Automotive,35,92,0,0
600,16,2406,3242,DIN,2027-04-24,2680,Rolling,Construction,34,66,0,0
601,19,2256,3121,ISO,2027-04-25,2476,Casting,Construction,21,83,0,0
602,19,2301,3146,ISO,2027-04-26,2072,Rolling,Automotive,28,70,0,0
603,17,2100,3566,DIN,2027-04-27,3164,Casting,Construction,26,68,0,0
604,18,2404,3749,DIN,2027-04-28,2581,Forging,Construction,23,71,0,0
605,18,2345,3355,JIS,2027-04-29,2261,Rolling,Automotive,39,94,0,0
606,18,2109,3684,JIS,2027-04-30,3363,Rolling,Automotive,37,63,0,0
607,19,2419,3903,ISO,2027-05-01,3331,Forging,Construction,23,95,0,1
608,19,2181,3732,JIS,2027-05-02,2244,Forging,Automotive,32,87,1,0
609,19,2470,3630,ISO,2027-05-03,3360,Forging,Construction,20,72,0,1
610,16,2312,3308,JIS,2027-05-04,2560,Rolling,Construction,22,82,0,0
611,17,2000,3694,JIS,2027-05-05,3099,Rolling,Automotive,35,78,0,0
612,19,2318,3287,DIN,2027-05-06,2174,Rolling,Construction,23,96,0,0
613,17,2437,3306,JIS,2027-05-07,2108,Forging,Construction,35,98,0,0
614,17,2054,3811,ISO,2027-05-08,2182,Rolling,Aerospace,38,83,1,0
615,18,2370,3593,DIN,2027-05-09,2191,Rolling,Construction,20,75,0,0
616,16,2423,3965,JIS,2027-05-10,2064,Forging,Construction,24,92,0,0
617,19,2398,3913,DIN,2027-05-11,2962,Casting,Aerospace,38,71,0,0
618,18,2148,3722,ISO,2027-05-12,3497,Rolling,Automotive,30,93,0,0
619,18,2430,3661,DIN,2027-05-13,3123,Rolling,Automotive,32,66,0,0
620,19,2456,3548,JIS,2027-05-14,2863,Forging,Automotive,39,70,0,0
621,17,2308,3351,ISO,2027-05-15,3151,Forging,Construction,24,90,0,0
622,18,2136,3311,ISO,2027-05-16,3475,Rolling,Automotive,23,88,0,0
623,17,2201,3872,JIS,2027-05-17,2368,Casting,Construction,23,72,0,0
624,16,2435,3058,JIS,2027-05-18,2850,Casting,Automotive,23,90,0,0
625,17,2312,3642,ISO,2027-05-19,2042,Rolling,Construction,23,61,0,0
626,16,2116,3923,ISO,2027-05-20,3442,Rolling,Automotive,39,98,0,0
627,17,2153,3713,ISO,2027-05-21,2487,Forging,Construction,37,74,0,0
628,18,2424,3754,ISO,2027-05-22,2077,Forging,Construction,37,70,0,0
629,18,2290,3034,DIN,2027-05-23,2825,Rolling,Automotive,35,93,0,0
630,16,2062,3444,JIS,2027-05-24,3293,Forging,Automotive,28,98,0,0
631,19,2243,3092,DIN,2027-05-25,2673,Forging,Automotive,37,63,0,0
632,16,2024,3949,DIN,2027-05-26,2700,Rolling,Construction,21,70,0,0
633,16,2089,3958,ISO,2027-05-27,2758,Forging,Construction,23,88,0,0
634,17,2074,3206,JIS,2027-05-28,2727,Casting,Automotive,31,61,0,0
635,17,2293,3352,DIN,2027-05-29,3338,Rolling,Automotive,26,75,0,0
636,16,2385,3902,JIS,2027-05-30,2924,Rolling,Automotive,34,98,1,0
637,18,2390,3331,DIN,2027-05-31,2901,Rolling,Aerospace,26,72,0,0
638,17,2209,3816,ISO,2027-06-01,2888,Casting,Automotive,36,96,0,0
639,19,2474,3861,DIN,2027-06-02,2992,Casting,Construction,35,76,0,0
640,17,2417,3724,ISO,2027-06-03,3191,Rolling,Automotive,38,80,0,0
641,17,2346,3158,DIN,2027-06-04,2338,Forging,Aerospace,28,78,0,0
642,19,2016,3953,ISO,2027-06-05,2192,Forging,Automotive,33,66,0,0
643,16,2127,3956,ISO,2027-06-06,3476,Forging,Automotive,36,97,0,0
644,19,2426,3023,JIS,2027-06-07,2282,Rolling,Automotive,24,67,0,0
645,16,2442,3403,ISO,2027-06-08,3359,Rolling,Construction,21,72,0,0
646,16,2363,3804,JIS,2027-06-09,2389,Rolling,Construction,39,96,0,0
647,16,2250,3515,ISO,2027-06-10,2999,Forging,Construction,35,61,0,0
648,19,2178,3731,DIN,2027-06-11,2524,Rolling,Aerospace,33,70,0,0
649,16,2181,3363,DIN,2027-06-12,3263,Casting,Automotive,33,83,0,0
650,18,2151,3381,DIN,2027-06-13,2658,Rolling,Construction,20,65,0,0
651,19,2024,3531,ISO,2027-06-14,2715,Rolling,Aerospace,22,85,0,0
652,18,2454,3955,ISO,2027-06-15,2890,Forging,Construction,26,66,0,0
653,16,2179,3151,ISO,2027-06-16,3481,Forging,Construction,34,98,0,0
654,17,2197,3561,ISO,2027-06-17,3112,Rolling,Automotive,38,78,0,0
655,16,2343,3688,DIN,2027-06-18,3118,Rolling,Automotive,39,65,1,0
656,18,2160,3946,JIS,2027-06-19,2451,Casting,Construction,21,88,1,0
657,18,2176,3607,JIS,2027-06-20,2427,Rolling,Construction,38,98,0,0
658,19,2284,3616,JIS,2027-06-21,3174,Rolling,Construction,28,61,0,1
659,17,2062,3419,JIS,2027-06-22,3399,Casting,Construction,38,78,0,0
660,19,2490,3249,DIN,2027-06-23,3045,Rolling,Construction,24,63,0,1
661,18,2149,3116,ISO,2027-06-24,2882,Rolling,Construction,37,65,0,0
662,16,2153,3865,JIS,2027-06-25,2312,Rolling,Construction,35,96,0,0
663,17,2155,3511,DIN,2027-06-26,2839,Rolling,Construction,23,87,1,0
664,16,2369,3739,DIN,2027-06-27,2518,Rolling,Construction,31,89,0,0
665,16,2468,3577,ISO,2027-06-28,3229,Rolling,Construction,26,66,0,0
666,17,2048,3334,DIN,2027-06-29,2374,Rolling,Automotive,33,68,0,0
667,19,2454,3417,DIN,2027-06-30,2450,Rolling,Automotive,31,84,1,0
668,16,2336,3931,JIS,2027-07-01,3014,Forging,Construction,22,92,0,0
669,18,2083,3773,DIN,2027-07-02,2594,Rolling,Construction,24,60,0,0
670,16,2360,3294,ISO,2027-07-03,3202,Rolling,Construction,36,65,0,0
671,17,2176,3937,JIS,2027-07-04,3233,Casting,Construction,29,77,1,0
672,17,2147,3754,ISO,2027-07-05,2499,Forging,Construction,29,69,0,0
673,17,2117,3370,DIN,2027-07-06,2463,Rolling,Construction,30,87,1,0
674,19,2341,3185,ISO,2027-07-07,3147,Casting,Construction,36,70,0,1
675,16,2475,3245,JIS,2027-07-08,2112,Rolling,Automotive,24,92,0,0
676,19,2062,3636,JIS,2027-07-09,3035,Rolling,Construction,32,60,0,1
