,Code_ID,Lines_of_Code,Complexity_Score,Code_Avg_Cyclomatic_Complexity,Num_Functions,Num_Variables,Code_Avg_Nesting_Depth,Commented_Lines_Percentage,Previous_Defects,label
493,494,236,3.94,1.6,49,31,7,72.9,5,1
494,495,271,14.76,3.8,17,68,7,98.0,3,0
495,496,940,9.58,4.4,13,79,1,20.07,1,0
496,497,471,8.7,2.2,25,6,2,90.32,2,0
497,498,530,3.49,3.0,9,54,6,72.42,5,0
498,499,344,9.55,3.2,35,24,7,52.16,0,0
499,500,600,6.24,2.8,40,13,6,32.84,0,0
500,501,151,4.83,1.7,21,12,5,53.24,5,0
501,502,748,2.49,2.9,13,38,5,17.01,5,0
502,503,339,11.46,5.9,30,24,1,97.8,4,1
503,504,225,1.69,2.3,6,72,7,39.85,0,0
504,505,410,4.32,2.4,42,59,1,63.92,2,1
505,506,896,7.16,3.7,24,13,2,60.44,3,0
506,507,470,14.1,3.3,7,64,3,26.23,3,0
507,508,602,9.58,1.4,19,16,1,47.12,4,0
508,509,620,5.6,3.6,39,78,4,61.34,4,1
509,510,793,5.82,2.6,45,93,5,57.46,1,0
510,511,149,3.95,3.5,35,48,5,15.52,4,1
511,512,936,10.84,3.0,43,82,3,53.59,1,0
512,513,202,1.68,2.7,42,74,6,6.01,3,1
513,514,392,13.45,5.1,6,71,6,33.04,2,1
514,515,692,2.91,4.9,37,18,2,97.85,0,0
515,516,328,9.87,5.5,6,93,7,78.38,1,0
516,517,501,13.18,4.2,37,32,4,79.06,0,1
517,518,439,10.64,1.3,26,91,1,87.0,1,0
518,519,221,6.24,4.1,19,44,1,39.31,4,0
519,520,785,12.64,4.5,7,5,2,35.89,4,1
520,521,312,11.41,1.8,39,56,1,99.27,0,0
521,522,328,7.27,1.5,19,66,7,90.36,1,0
522,523,848,14.7,1.7,33,45,5,41.97,0,0
523,524,459,11.81,4.2,18,35,7,3.93,0,1
524,525,665,9.83,2.9,46,24,2,75.02,5,1
525,526,876,13.94,5.3,21,57,2,19.74,3,1
526,527,959,1.43,4.1,31,86,4,72.19,0,0
527,528,681,14.88,3.6,7,21,1,83.12,2,0
528,529,987,5.48,4.8,24,55,4,30.55,2,0
529,530,261,7.77,3.2,18,35,5,91.64,1,0
530,531,556,11.35,2.7,21,74,1,72.54,5,0
531,532,553,13.42,4.0,37,84,7,50.37,4,1
532,533,859,9.5,3.8,12,1,3,8.96,0,0
533,534,718,9.96,3.5,47,51,3,60.52,5,1
534,535,394,14.27,4.5,26,45,1,2.53,3,1
535,536,505,5.85,2.2,42,38,2,96.05,4,1
536,537,837,9.23,3.3,42,35,6,59.62,5,1
537,538,837,4.19,3.3,35,39,1,51.28,0,0
538,539,586,8.42,2.6,37,47,7,5.23,2,1
539,540,601,13.13,3.1,18,52,6,91.74,5,0
540,541,733,2.14,4.7,12,57,5,62.86,3,0
541,542,579,13.5,4.8,12,28,3,4.13,2,1
542,543,438,5.13,1.6,34,29,5,18.25,1,0
543,544,939,1.55,5.2,30,47,1,10.64,1,0
544,545,936,11.34,4.3,11,55,3,28.41,3,1
545,546,457,10.59,3.5,17,82,7,70.87,1,0
546,547,651,14.96,3.9,21,72,3,14.66,2,0
547,548,843,5.63,4.2,37,46,6,88.0,2,1
548,549,427,12.55,2.1,37,40,1,24.24,2,1
549,550,929,2.64,1.8,23,79,5,88.18,3,0
550,551,426,10.51,3.1,31,3,7,71.2,1,0
551,552,384,2.06,5.7,23,13,2,73.85,4,0
552,553,460,9.11,2.8,5,45,5,42.89,5,0
553,554,303,8.07,3.4,29,12,3,97.78,4,0
554,555,818,7.32,3.0,45,16,7,87.42,0,0
555,556,960,2.27,2.1,16,54,2,53.24,0,0
556,557,441,5.12,3.7,33,3,3,96.73,2,1
557,558,879,7.43,4.4,29,72,3,57.29,4,0
558,559,906,1.7,2.8,42,57,2,58.45,4,1
559,560,881,9.55,2.2,22,33,7,11.16,1,1
560,561,510,4.86,4.8,37,57,3,15.31,0,0
561,562,168,5.51,2.6,6,78,3,41.5,2,0
562,563,363,2.06,2.9,8,1,6,47.67,5,0
563,564,822,8.18,2.8,38,88,1,47.5,3,1
564,565,233,8.35,4.4,16,34,7,68.41,5,0
565,566,531,5.07,1.2,13,20,5,59.97,4,0
566,567,764,1.6,5.8,48,38,6,86.56,4,1
567,568,305,6.31,5.3,20,2,7,80.39,3,0
568,569,647,7.8,5.7,17,31,5,51.78,0,0
569,570,297,3.63,2.8,37,12,5,4.21,1,0
570,571,960,5.8,1.3,36,36,5,48.72,4,1
571,572,864,10.15,3.6,45,84,1,96.07,5,1
572,573,198,12.8,4.0,39,73,6,21.81,3,1
573,574,917,2.11,5.1,50,36,6,81.23,2,1
574,575,693,1.9,5.8,41,83,6,82.57,1,0
575,576,537,11.49,1.4,46,55,2,99.18,4,1
576,577,821,3.87,3.4,12,82,4,64.33,5,0
577,578,505,3.69,5.4,7,68,2,15.35,2,0
578,579,968,10.87,5.9,19,62,5,32.31,4,1
579,580,925,5.01,5.6,37,99,2,55.99,0,0
580,581,175,8.21,1.5,10,54,2,79.69,1,0
581,582,315,8.98,2.1,44,63,6,40.1,0,0
582,583,367,2.43,4.0,47,55,2,55.34,0,0
583,584,708,6.74,3.5,31,97,5,47.51,1,0
584,585,596,6.89,3.5,44,52,3,64.13,4,1
585,586,748,9.99,5.4,30,55,1,66.53,5,0
586,587,395,11.36,5.6,10,26,7,59.66,1,1
587,588,437,13.07,2.3,24,22,5,59.66,1,0
588,589,617,14.74,2.8,7,73,3,22.87,2,0
589,590,317,14.94,5.0,21,85,2,63.98,4,1
590,591,577,13.66,1.1,23,17,1,98.18,0,0
591,592,782,8.02,3.7,50,52,3,62.23,0,0
592,593,566,13.12,5.4,19,43,3,31.68,3,1
593,594,877,4.2,1.8,5,26,6,12.84,0,1
594,595,618,7.19,3.2,15,12,2,36.44,1,0
595,596,929,7.55,5.4,38,68,1,69.63,1,0
596,597,812,13.22,1.1,7,20,4,2.97,2,0
597,598,108,12.4,1.0,15,41,6,39.38,4,0
598,599,326,13.82,2.5,12,48,6,83.08,5,0
599,600,870,14.73,4.7,30,30,7,16.09,1,1
600,601,505,5.4,3.1,16,25,2,2.28,0,0
601,602,882,7.08,1.2,42,28,6,46.66,5,1
602,603,161,11.43,4.7,29,6,3,43.77,5,1
603,604,651,6.8,5.5,5,99,6,95.54,0,0
604,605,406,1.96,4.7,25,62,4,63.22,5,0
605,606,513,2.84,1.3,44,81,5,25.86,3,1
606,607,283,14.11,2.4,26,18,6,4.04,0,1
607,608,512,5.86,2.2,29,84,7,6.27,1,1
608,609,402,11.85,1.7,8,48,2,16.78,1,0
609,610,187,11.29,2.0,9,4,3,71.75,4,0
610,611,960,11.87,4.1,11,94,1,37.95,5,1
611,612,471,14.39,1.4,15,24,6,67.98,1,0
612,613,527,12.18,5.3,22,28,4,23.26,1,1
613,614,722,14.13,2.7,37,2,7,75.09,5,1
614,615,717,13.78,2.8,30,97,4,99.42,0,0
615,616,503,11.03,1.8,31,11,1,44.75,1,0
616,617,858,14.95,2.8,12,45,2,88.51,1,0
617,618,449,10.65,1.6,13,59,3,1.23,0,0
618,619,599,1.8,1.6,9,37,5,95.76,4,0
619,620,150,11.0,5.5,30,67,2,81.25,1,1
620,621,372,12.73,5.2,11,60,6,29.63,3,1
621,622,412,5.81,2.4,42,87,4,64.27,4,1
622,623,550,3.27,4.9,42,68,3,71.28,1,0
623,624,985,2.98,4.8,6,43,4,25.34,0,0
624,625,654,9.02,3.0,31,90,2,69.31,1,0
625,626,258,1.61,2.8,22,88,3,57.16,0,0
626,627,866,8.32,4.8,41,25,5,6.03,4,1
627,628,520,10.72,3.7,38,76,7,3.52,3,1
628,629,974,14.52,3.5,37,57,5,23.85,4,1
629,630,915,3.6,3.5,43,59,3,59.37,2,1
630,631,512,11.11,3.9,9,94,4,52.73,2,0
631,632,277,10.66,4.8,20,83,7,30.39,0,1
632,633,669,2.13,4.7,13,5,4,19.87,1,0
633,634,941,5.82,1.6,5,93,1,7.91,3,0
634,635,947,1.11,1.9,11,17,1,16.44,2,0
635,636,166,7.88,1.4,12,90,5,48.24,0,0
636,637,853,6.64,1.7,41,2,1,51.87,1,0
637,638,210,4.14,4.2,18,45,7,2.82,3,1
638,639,788,4.36,4.5,11,21,7,53.85,1,0
639,640,190,14.0,4.3,40,40,4,31.63,4,1
640,641,613,4.62,6.0,40,68,2,83.28,1,0
641,642,861,2.15,1.7,13,99,5,84.71,5,0
642,643,543,4.06,4.9,16,47,1,12.83,1,0
643,644,748,7.52,2.9,28,93,5,89.29,3,0
644,645,649,12.5,1.5,33,26,5,58.06,0,0
645,646,550,2.03,4.9,11,3,4,93.23,3,0
646,647,714,6.89,3.7,33,90,1,43.63,3,1
647,648,377,10.76,4.1,24,51,4,15.3,5,1
648,649,990,9.96,5.2,45,57,4,19.68,1,0
649,650,257,4.95,2.9,11,89,1,84.12,2,0
650,651,728,9.1,2.8,6,70,2,66.86,4,0
651,652,152,4.39,2.7,33,41,6,91.83,2,1
652,653,631,4.04,4.0,38,21,3,1.6,5,1
653,654,557,3.74,4.2,18,49,5,36.99,5,0
654,655,823,12.23,4.8,7,62,1,40.42,5,1
655,656,233,3.43,4.4,18,28,7,49.48,2,0
656,657,763,11.84,5.6,9,38,5,90.84,4,1
657,658,652,12.86,1.3,31,6,2,98.51,3,1
658,659,729,9.98,2.9,41,88,3,75.21,4,1
659,660,734,8.23,4.5,38,56,6,32.88,2,1
660,661,956,5.54,3.0,43,97,6,33.34,0,0
661,662,481,9.29,6.0,42,89,4,77.03,0,0
662,663,366,2.36,4.5,50,30,4,88.02,2,1
663,664,206,10.02,2.2,13,23,3,38.94,0,0
664,665,143,5.66,3.0,49,34,4,58.34,4,1
665,666,652,7.58,3.2,25,7,4,95.17,4,0
666,667,485,10.94,3.1,24,92,7,20.74,1,0
667,668,805,7.34,5.2,16,20,4,11.19,1,0
668,669,271,9.22,1.3,30,68,3,35.91,1,0
669,670,740,8.33,3.5,35,20,3,1.37,5,1
670,671,258,13.6,5.9,5,86,6,76.67,5,1
671,672,967,6.73,4.7,19,53,7,30.44,5,0
672,673,992,3.28,2.0,28,36,5,35.43,5,0
673,674,257,13.46,4.0,43,62,6,29.57,3,1
674,675,477,11.75,5.3,33,63,1,97.01,0,1
675,676,551,3.89,5.6,15,1,2,90.74,5,0
676,677,103,11.77,5.6,47,19,1,99.37,1,1
677,678,488,10.23,2.7,35,11,4,78.3,4,1
678,679,697,2.6,4.7,10,15,5,53.23,5,0
679,680,373,5.3,5.4,27,10,1,60.01,4,0
680,681,919,13.85,2.9,46,15,6,12.22,4,1
681,682,222,10.45,2.7,25,35,3,7.48,5,0
682,683,215,12.17,5.8,12,65,2,82.27,4,1
683,684,525,13.54,1.6,38,36,6,83.31,5,1
684,685,308,3.68,5.8,17,51,5,73.57,5,0
685,686,360,2.1,3.3,47,52,3,64.81,5,1
686,687,941,13.1,2.8,44,3,7,86.93,4,1
687,688,308,10.31,1.6,17,59,5,84.56,5,0
688,689,162,10.02,5.5,32,36,2,68.08,2,1
689,690,275,4.76,5.4,33,44,3,36.6,4,1
690,691,784,7.35,5.5,11,42,7,13.86,2,1
691,692,791,8.32,5.9,20,5,3,44.73,3,0
692,693,534,5.32,2.7,35,94,7,2.86,0,1
693,694,243,4.09,4.5,25,94,1,27.65,3,0
694,695,487,6.29,4.1,7,12,5,62.47,3,0
695,696,268,14.3,4.9,31,82,7,11.35,0,1
696,697,273,3.98,1.9,41,75,5,33.18,0,0
697,698,858,14.77,5.1,8,91,3,92.49,2,1
698,699,784,5.81,5.1,14,81,4,85.63,4,0
699,700,416,3.73,2.9,6,27,1,79.15,3,0
700,701,518,11.82,1.4,16,86,7,79.94,1,0
701,702,255,7.43,2.6,45,26,4,38.13,2,1
702,703,671,1.29,4.0,43,31,7,83.47,4,1
703,704,834,13.44,1.3,14,34,6,14.13,4,1
704,705,385,8.33,1.2,44,2,4,52.77,4,1
705,706,981,12.82,5.9,38,35,7,94.22,4,1
706,707,272,10.85,3.7,45,86,2,73.15,4,1
707,708,703,14.19,1.2,27,74,6,53.28,2,0
708,709,111,9.79,1.5,21,19,5,35.05,0,0
709,710,105,5.01,5.7,32,81,6,63.47,4,1
710,711,976,1.55,2.3,13,93,7,88.79,0,0
711,712,749,10.39,5.0,13,55,2,43.69,1,1
712,713,415,11.55,6.0,6,7,2,58.96,4,1
713,714,916,14.9,4.7,40,22,6,89.17,2,1
714,715,930,5.22,5.6,15,67,6,51.3,3,0
715,716,459,12.33,3.2,38,86,7,49.01,2,1
716,717,345,4.07,2.7,43,86,2,17.72,1,0
717,718,377,10.24,2.3,50,96,5,2.15,4,1
718,719,419,7.36,2.7,36,27,1,53.11,0,0
719,720,170,1.79,3.6,29,7,7,26.51,3,0
720,721,483,10.59,5.9,12,3,3,17.55,2,1
721,722,166,4.36,3.4,34,75,6,0.96,4,1
722,723,748,3.09,5.5,14,84,5,40.08,2,0
723,724,726,1.19,3.3,28,41,2,55.35,3,0
724,725,782,11.08,3.2,16,60,5,15.02,5,0
725,726,207,14.02,2.9,40,81,3,33.3,3,1
726,727,105,10.95,3.6,49,26,7,20.48,5,1
727,728,531,7.39,5.1,18,24,2,21.38,4,0
728,729,152,8.32,3.7,13,22,5,15.21,3,0
729,730,180,8.4,2.7,16,65,7,16.03,3,1
730,731,888,4.34,1.3,21,1,4,10.16,3,0
731,732,995,10.73,1.8,23,2,4,86.11,4,0
732,733,856,6.67,3.2,12,54,2,18.15,5,0
733,734,922,9.85,5.6,50,42,3,15.2,1,0
734,735,208,4.11,3.8,19,85,1,42.15,2,0
735,736,598,7.72,2.8,28,44,4,34.84,1,0
736,737,238,10.29,3.3,50,38,7,64.04,0,0
737,738,541,11.21,2.8,50,21,2,30.53,5,1
738,739,241,8.9,1.2,29,56,5,32.68,5,0
739,740,895,6.7,1.5,38,20,1,6.19,1,0
740,741,155,12.3,5.0,11,93,1,26.81,5,1
741,742,335,7.25,4.1,24,72,6,61.68,2,0
742,743,135,7.23,2.7,36,34,7,11.91,1,1
743,744,419,5.72,4.9,21,15,7,23.53,4,0
744,745,372,1.15,5.6,19,38,6,76.79,4,0
745,746,584,6.14,3.9,30,71,1,63.04,5,0
746,747,712,8.42,5.3,26,59,6,57.57,3,0
747,748,301,14.8,1.5,20,40,4,99.52,3,0
748,749,223,3.44,4.1,41,31,2,85.68,2,1
749,750,623,7.6,4.4,29,60,2,57.57,5,0
750,751,271,6.46,5.6,23,70,7,63.1,3,0
751,752,814,13.88,2.5,39,34,4,47.76,0,0
752,753,153,12.27,5.7,43,2,3,63.38,0,1
753,754,787,1.76,1.6,47,74,6,2.17,3,1
754,755,740,12.91,1.8,6,74,2,85.06,5,0
755,756,639,7.95,2.2,42,42,3,68.57,2,1
756,757,676,6.38,1.8,30,28,5,33.34,0,0
757,758,619,7.35,3.4,43,62,6,54.69,3,1
758,759,190,8.21,2.5,18,31,4,21.01,4,0
759,760,400,5.65,3.3,15,46,7,6.06,3,1
760,761,507,5.66,3.8,43,93,1,92.2,1,0
761,762,336,8.79,5.0,16,23,5,34.16,4,0
762,763,141,7.77,2.5,44,26,1,99.05,4,1
763,764,806,10.68,3.0,8,63,6,8.7,1,1
764,765,427,11.4,2.4,38,6,6,8.9,5,1
765,766,737,3.94,1.7,49,48,1,89.05,3,1
766,767,607,10.15,4.3,6,79,2,93.25,3,1
767,768,697,2.83,4.7,42,2,4,76.83,1,0
768,769,895,14.92,4.3,21,73,2,84.79,3,1
769,770,150,3.5,2.1,13,10,4,94.96,2,0
770,771,387,9.57,4.3,11,71,4,59.15,3,0
771,772,566,14.24,4.5,30,49,6,84.02,0,1
772,773,316,9.77,2.6,35,73,1,38.68,5,1
773,774,680,11.24,4.0,6,41,2,52.36,2,0
774,775,337,3.23,1.1,9,36,4,6.29,1,0
775,776,563,2.08,2.0,19,51,3,95.72,2,0
776,777,176,5.98,2.3,30,80,1,10.62,5,0
777,778,379,9.67,5.1,22,40,2,61.87,3,0
778,779,735,5.39,5.8,33,28,1,25.13,4,1
779,780,711,6.99,3.9,17,34,7,82.18,4,0
780,781,215,9.86,2.6,32,67,3,66.43,0,0
781,782,829,14.49,2.5,48,69,6,52.12,4,1
782,783,929,5.07,5.9,14,63,4,49.06,5,0
783,784,965,5.02,2.8,38,31,1,2.25,4,1
784,785,911,10.46,5.8,34,18,2,32.22,4,1
785,786,746,11.33,4.7,12,52,7,78.62,2,1
786,787,795,10.76,3.9,36,43,3,28.76,1,0
787,788,867,9.32,5.3,49,49,3,16.21,2,1
788,789,992,11.35,1.2,24,44,1,13.49,1,0
789,790,759,3.01,2.9,38,87,1,96.35,0,0
790,791,871,11.41,3.8,23,1,4,0.15,2,0
791,792,977,5.2,3.0,24,83,1,20.65,2,0
792,793,633,8.15,1.1,39,92,1,30.26,1,0
793,794,975,4.97,5.6,16,78,7,62.9,3,0
794,795,128,12.48,5.7,37,52,4,10.21,4,1
795,796,141,6.18,5.1,42,23,1,38.86,0,0
796,797,595,4.05,3.6,48,6,7,6.45,0,1
797,798,574,12.63,5.3,49,47,2,62.21,1,1
798,799,463,11.77,5.4,45,60,2,74.08,3,1
799,800,641,5.23,3.6,23,28,2,80.48,0,0
800,801,705,12.9,1.2,35,19,5,44.54,0,0
801,802,566,3.11,2.5,35,17,7,80.79,1,0
802,803,524,9.68,3.2,50,40,5,51.73,5,1
803,804,608,8.32,3.4,5,42,1,90.35,1,0
804,805,325,4.83,5.9,44,57,5,45.48,5,1
805,806,269,3.89,2.4,14,50,5,82.72,5,0
806,807,429,10.97,1.7,13,54,3,37.53,5,0
807,808,542,10.28,2.7,37,40,5,30.27,2,1
808,809,629,7.32,5.2,15,99,5,11.88,5,0
809,810,233,1.59,2.3,41,31,7,31.85,5,1
810,811,230,1.58,2.8,7,67,7,50.54,2,0
811,812,429,4.91,1.8,33,20,2,62.6,4,1
812,813,272,6.49,5.0,14,11,3,68.4,4,0
813,814,777,11.69,4.4,43,7,7,73.29,5,1
814,815,308,7.37,1.3,11,46,7,69.8,4,0
815,816,737,1.46,4.2,34,91,4,98.51,2,1
816,817,929,6.7,5.6,11,23,3,16.56,3,0
817,818,416,11.18,3.9,40,87,2,2.97,0,0
818,819,919,10.86,1.4,39,89,6,56.26,3,1
819,820,962,13.11,5.8,41,39,7,80.64,2,1
820,821,393,11.46,3.8,40,54,2,69.37,2,1
821,822,449,6.39,4.0,13,92,1,22.76,0,0
822,823,187,10.78,3.6,13,17,3,52.21,1,0
823,824,519,5.65,4.1,48,92,3,96.38,5,1
824,825,224,1.88,3.9,43,27,1,27.44,2,1
825,826,685,3.33,3.6,40,2,5,96.64,4,1
826,827,511,7.35,1.5,7,58,4,52.02,3,0
827,828,766,13.0,3.7,33,26,4,53.11,5,1
828,829,631,4.95,2.0,25,94,6,62.05,0,0
829,830,295,3.08,4.4,21,50,4,68.07,5,0
830,831,772,7.55,2.1,28,57,2,88.54,4,0
831,832,478,5.25,5.6,19,31,2,3.27,1,0
832,833,129,4.78,1.0,13,30,4,80.03,2,0
833,834,142,2.58,4.7,20,40,5,88.59,1,0
834,835,528,5.6,1.1,48,15,2,98.23,1,0
835,836,791,2.7,6.0,26,45,5,67.91,3,0
836,837,621,9.47,4.7,36,20,6,65.44,5,1
837,838,955,1.79,5.4,7,33,5,53.54,2,0
838,839,947,13.83,3.0,47,3,1,65.19,2,1
839,840,239,5.8,1.6,45,49,5,64.68,1,0
840,841,231,1.72,1.9,40,36,6,42.9,1,0
841,842,199,12.25,1.0,33,57,4,21.07,4,1
842,843,426,10.83,5.5,16,29,5,95.02,5,1
843,844,880,14.96,2.5,36,2,1,9.69,4,1
844,845,475,13.92,5.1,44,38,6,26.48,5,1
845,846,530,11.01,3.5,43,1,3,93.09,5,1
846,847,424,10.62,2.4,5,63,6,22.8,0,0
847,848,740,1.73,1.6,43,54,7,65.32,4,1
848,849,854,2.41,5.6,33,23,3,19.25,1,0
849,850,896,3.49,4.6,32,20,5,23.23,3,1
850,851,595,7.31,5.3,12,55,6,83.3,5,0
851,852,491,5.81,4.7,7,5,5,76.46,2,0
852,853,336,5.53,3.5,13,6,5,94.86,2,0
853,854,594,8.24,5.8,30,35,3,10.26,0,0
854,855,629,7.68,6.0,34,76,1,33.96,0,0
855,856,889,4.23,1.5,23,1,7,69.97,2,0
856,857,945,2.8,5.5,28,45,7,96.42,0,0
857,858,876,7.99,4.9,40,27,4,9.51,0,0
858,859,541,11.54,2.9,33,6,3,76.56,0,0
859,860,354,6.78,1.6,9,47,1,18.49,3,0
860,861,470,11.04,3.8,19,25,7,62.55,2,0
861,862,109,1.47,3.9,18,11,4,19.34,2,0
862,863,548,8.58,2.5,6,69,2,86.91,5,0
863,864,200,7.35,4.2,25,1,1,57.33,2,0
864,865,265,8.46,4.2,39,17,5,0.22,1,0
865,866,604,14.27,5.3,28,77,1,26.61,2,1
866,867,533,9.58,1.5,33,14,3,21.39,2,1
867,868,740,5.66,1.9,21,67,6,69.63,3,0
868,869,841,10.36,4.4,18,61,6,12.89,1,1
869,870,315,1.85,5.1,35,21,1,42.47,3,1
870,871,744,11.59,6.0,40,29,5,16.85,5,1
871,872,405,10.4,4.1,20,94,3,71.86,2,1
872,873,825,13.45,1.5,29,30,2,55.31,0,0
873,874,304,7.09,3.4,43,99,4,35.01,4,1
874,875,655,7.24,1.9,9,12,5,61.57,1,0
875,876,657,3.01,1.9,25,95,4,13.13,0,0
876,877,367,3.25,1.8,7,80,7,6.25,3,1
877,878,952,8.68,2.5,9,71,3,87.91,2,0
878,879,523,6.15,3.7,24,14,6,92.29,4,0
879,880,414,9.03,3.3,7,1,5,51.85,2,0
880,881,628,2.91,2.4,6,6,5,77.24,2,0
881,882,241,2.73,2.1,14,94,5,41.82,0,0
882,883,107,13.83,3.7,36,28,2,95.92,1,0
883,884,943,8.61,3.6,14,15,5,38.59,3,0
884,885,957,6.62,2.6,22,20,4,36.48,0,0
885,886,354,8.59,2.1,23,62,6,50.14,4,0
886,887,232,3.01,5.2,44,73,7,48.6,5,1
887,888,522,13.81,1.2,37,5,2,33.37,4,1
888,889,500,2.84,3.5,20,5,7,51.62,0,0
889,890,487,9.53,3.2,29,60,3,21.26,1,0
890,891,687,6.15,2.5,28,88,5,37.4,2,0
891,892,922,12.41,3.0,41,96,1,43.45,2,1
892,893,365,4.94,3.2,20,61,1,93.68,5,0
893,894,843,10.5,1.7,35,63,5,32.49,1,0
894,895,206,7.28,2.5,28,51,1,11.58,2,0
895,896,580,8.17,1.2,30,12,2,43.46,2,0
896,897,532,14.31,5.4,37,28,4,88.77,2,1
897,898,744,6.39,5.9,17,40,7,0.1,3,1
898,899,104,14.3,3.2,31,68,5,6.18,5,1
899,900,211,14.35,5.4,36,65,6,52.52,5,1
900,901,533,13.81,4.4,22,58,3,38.46,0,1
901,902,614,7.03,5.7,47,57,3,43.14,1,0
902,903,542,1.6,1.6,23,16,4,10.81,3,0
903,904,325,12.86,4.2,29,5,6,83.21,2,1
904,905,281,2.43,3.5,28,18,1,31.08,0,0
905,906,497,1.93,2.4,47,94,2,17.21,3,1
906,907,298,12.5,5.9,5,26,5,88.46,2,1
907,908,383,10.51,4.3,5,92,6,76.64,5,1
908,909,309,2.17,5.9,33,65,5,14.53,4,1
909,910,262,8.14,2.4,24,54,6,87.05,1,0
910,911,336,9.39,5.3,19,84,3,85.15,5,0
911,912,620,8.9,5.7,42,88,7,6.37,3,1
912,913,275,12.8,3.3,34,10,1,12.19,4,1
913,914,867,9.44,1.0,21,41,2,51.54,2,0
914,915,271,6.86,1.4,49,51,6,74.07,1,0
915,916,538,14.03,2.4,50,10,1,28.4,5,1
916,917,226,1.05,5.1,29,12,4,22.44,4,0
917,918,480,4.67,5.8,15,31,4,0.18,3,0
918,919,269,14.69,4.6,32,5,2,76.39,1,1
919,920,959,4.05,5.1,25,70,1,77.12,0,0
920,921,407,10.81,4.2,7,20,5,28.5,2,1
921,922,391,4.73,4.0,12,64,3,57.0,5,0
922,923,530,3.18,3.9,36,71,6,78.31,5,1
923,924,546,3.63,1.0,19,55,3,91.96,1,0
924,925,412,5.66,5.4,36,69,4,85.47,1,0
925,926,287,8.7,5.2,44,95,7,82.74,0,0
926,927,181,8.01,5.0,43,6,2,71.89,2,1
927,928,525,13.14,5.0,19,28,1,23.46,4,1
928,929,196,11.57,3.5,31,6,6,93.48,0,0
929,930,633,7.0,4.3,34,14,4,53.71,5,1
930,931,305,14.58,5.6,18,60,6,46.45,1,1
931,932,502,11.15,4.5,20,22,6,23.92,3,1
932,933,594,3.21,4.1,28,92,1,75.18,2,0
933,934,979,9.19,1.2,45,87,2,83.21,4,1
934,935,870,9.59,5.7,23,88,2,49.38,5,0
935,936,493,1.28,2.0,45,88,7,12.15,1,1
936,937,839,12.46,5.1,9,98,7,30.9,5,1
937,938,342,14.28,2.2,39,7,1,8.18,1,0
938,939,365,7.02,5.3,15,12,7,49.99,5,0
939,940,979,3.6,5.8,5,59,4,83.94,3,0
940,941,165,7.15,6.0,42,17,1,36.36,4,1
941,942,741,7.76,5.9,19,18,7,0.15,3,1
942,943,867,9.26,3.5,29,50,1,62.56,1,0
943,944,343,7.13,2.2,26,58,6,83.27,0,0
944,945,752,9.64,4.3,28,88,5,69.83,0,0
945,946,457,3.87,1.9,25,66,5,49.16,5,0
946,947,416,10.48,1.1,21,80,2,40.82,4,0
947,948,871,10.27,3.9,38,31,4,19.5,5,1
948,949,354,4.52,2.1,8,39,3,30.0,2,0
949,950,199,8.46,3.1,36,87,1,42.44,2,1
950,951,135,9.8,3.7,21,67,4,39.54,5,0
951,952,582,3.9,4.4,21,2,6,97.62,4,0
952,953,952,13.39,4.0,49,78,4,62.43,1,0
953,954,689,3.59,1.0,35,51,7,18.83,1,1
954,955,814,7.46,3.5,30,48,5,95.26,1,0
955,956,612,3.39,1.0,31,64,2,45.22,0,0
956,957,358,13.07,4.0,43,95,7,49.26,2,1
957,958,901,9.64,5.4,49,13,4,51.08,4,1
958,959,713,12.59,2.5,40,63,6,94.78,4,1
959,960,900,9.9,2.2,36,54,3,54.25,3,1
960,961,330,1.71,3.7,33,81,2,80.82,1,0
961,962,436,9.31,5.9,22,9,5,9.78,2,0
962,963,191,12.86,1.2,46,96,7,52.13,4,1
963,964,183,3.75,1.4,8,60,4,40.65,3,0
964,965,105,1.34,2.9,50,22,3,9.15,3,1
965,966,655,12.29,5.4,11,81,7,86.73,5,1
966,967,701,2.78,2.4,5,44,7,93.34,4,0
967,968,422,11.29,2.6,15,73,2,22.18,1,0
968,969,561,10.91,2.9,48,32,3,98.54,4,1
969,970,216,13.39,3.1,8,67,4,94.01,4,0
970,971,445,9.41,3.9,41,94,7,58.34,4,1
971,972,497,5.71,2.0,22,55,6,49.29,0,0
972,973,678,14.33,2.9,19,12,1,86.26,2,0
973,974,193,14.89,5.4,9,42,1,39.92,2,1
974,975,480,10.14,2.4,13,89,3,42.78,2,0
975,976,656,4.98,1.3,27,93,4,1.3,1,0
976,977,380,9.39,2.8,43,44,7,36.54,4,1
977,978,877,9.04,4.6,40,32,5,64.99,4,1
978,979,627,6.92,1.9,39,64,5,30.43,0,0
979,980,211,10.6,5.7,12,23,2,82.91,5,1
980,981,688,7.7,1.4,40,93,2,65.61,2,1
981,982,293,5.97,2.5,7,1,4,33.53,1,0
982,983,246,7.18,5.9,31,80,7,61.54,2,1
983,984,613,9.18,4.2,50,86,6,84.53,2,1
984,985,126,7.54,3.8,27,17,1,61.4,5,0
985,986,968,1.91,1.3,47,70,5,10.13,2,1
986,987,647,1.79,3.1,49,89,4,85.83,1,0
987,988,864,1.47,4.4,22,16,7,39.95,5,0
988,989,845,6.57,5.8,41,2,7,85.17,3,1
