,Age,Gender,Race,Family Income,Parental Education Level,School Type,Dependents,Attendance,GPA,label
281,18,Female,Black,72902.35289291135,High School Diploma,Public,3,93.18235588786797,3.5285170833282997,1
282,17,Other,Asian,135819.21147267404,Bachelor's Degree,Public,0,88.85558740167433,2.060364621361452,0
283,15,Other,White,74299.34341274636,High School Diploma,Public,2,87.78617931080261,3.2209236661709135,1
284,17,Male,Hispanic,105901.07691459,Bachelor's Degree,Public,0,75.74614457863349,3.942876482368712,0
285,18,Male,White,91755.06432103575,High School Diploma,Private,1,82.43793577244712,2.3517000075382506,1
286,17,Male,White,46526.981493357074,PhD,Public,4,80.92977758218514,3.7815196338703045,1
287,17,Male,White,107888.35173490022,High School Diploma,Charter,0,82.3121751824581,3.21409724952171,0
288,16,Female,Hispanic,132724.19963205676,Bachelor's Degree,Private,0,91.65122968188396,3.1881642745444596,0
289,16,Male,White,41185.49688544129,High School Diploma,Charter,2,87.90129838296942,3.2983733200488645,1
290,18,Female,Asian,120441.61069557499,Master's Degree,Private,3,85.11209978272232,3.9848347975556235,1
291,18,Male,Hispanic,112825.35378227738,Master's Degree,Private,0,91.32606726071901,2.1765538142380985,1
292,15,Female,White,133999.2689996575,High School Diploma,Public,1,79.48416015405239,2.327135422648933,1
293,18,Male,Asian,42491.03185601604,PhD,Public,2,80.91205771043423,3.225390615123654,1
294,15,Other,Hispanic,66683.44552760146,No Diploma,Private,3,87.0320425589534,3.620662319138166,1
295,15,Other,Asian,113314.9784671649,Bachelor's Degree,Private,0,92.64427022362318,2.083340792685351,0
296,17,Male,Hispanic,32642.15746639803,Associate Degree,Private,4,77.72876725053636,3.7762371313602507,1
297,17,Male,Black,118089.08132765864,Master's Degree,Public,4,96.1507177112104,2.3124805262374,1
298,18,Male,Asian,132957.4294801345,Associate Degree,Public,4,93.93303857819309,3.1187236704396257,1
299,16,Female,White,84396.4862852109,No Diploma,Private,2,91.05670701313417,3.533384490375778,1
300,16,Male,Black,82119.58841119826,High School Diploma,Public,4,86.07329078147772,3.3271353516891464,1
301,15,Female,White,63416.27544832392,PhD,Charter,3,95.35627709716255,3.5253620507718098,1
302,18,Female,Asian,30606.22440061048,High School Diploma,Private,2,84.51048227582515,2.5863514465451214,1
303,15,Male,White,52356.421999962724,High School Diploma,Public,1,79.96140880403782,3.7200717647170745,1
304,17,Other,White,147583.69421068454,Master's Degree,Charter,1,79.9405102320177,2.5150048736954274,1
305,18,Other,White,134074.3292545628,No Diploma,Public,4,97.81846875396437,3.4267474824076327,1
306,18,Other,Black,61980.55664987057,No Diploma,Public,2,89.83685181686404,2.213532642632569,1
307,16,Male,White,145649.86285452556,High School Diploma,Public,4,81.02550899401393,3.8667259609722944,1
308,18,Other,Black,74125.51391439431,No Diploma,Charter,4,80.80437115680616,2.5626697918404853,1
309,16,Other,Asian,65710.24497014162,PhD,Private,1,86.9937517640512,2.255961068250098,1
310,18,Male,Hispanic,48336.91625398622,Bachelor's Degree,Public,1,88.99925477067333,2.2512407645536214,1
311,17,Female,Hispanic,138193.32834128087,Associate Degree,Charter,2,97.41538117183694,3.580714982092807,1
312,15,Male,Asian,148439.09892802313,Master's Degree,Public,4,81.39153640571084,3.56542860568484,1
313,16,Other,Asian,69289.3684863219,Bachelor's Degree,Public,2,91.50335319017759,3.3457293085940862,1
314,16,Male,Asian,114411.65080301123,High School Diploma,Private,3,93.15313026671544,3.9558365055329077,1
315,18,Male,Hispanic,70236.40917714656,High School Diploma,Public,3,97.05017473370081,3.942952459194481,1
316,18,Male,Black,42598.88871665463,Master's Degree,Public,0,96.88261629145485,3.4510942639120663,0
317,18,Female,White,77123.07682587887,High School Diploma,Public,1,89.2864988178093,3.681755873863728,1
318,16,Other,Hispanic,96188.39529134112,Associate Degree,Public,2,83.16204324879429,3.552746292087507,1
319,16,Female,Asian,44762.011101179305,High School Diploma,Public,4,82.23202905797379,2.154483543466416,1
320,16,Female,Asian,128192.73297477134,No Diploma,Public,0,92.2009052011694,3.2627632688278667,0
321,18,Male,White,89683.57402719473,Bachelor's Degree,Public,3,94.9446968718779,2.827879600773815,1
322,18,Female,White,58125.95430054876,Associate Degree,Public,4,85.28269738086955,2.9783277782948625,1
323,17,Male,Hispanic,101131.1494251532,Bachelor's Degree,Charter,0,93.10406840457003,2.4429320263556793,0
324,17,Male,Hispanic,125191.11672652826,High School Diploma,Public,0,77.37466867349454,2.0589247644197193,0
325,17,Other,Asian,69314.9218862371,Associate Degree,Public,3,78.04260487685215,3.7980034579889432,1
326,15,Male,Asian,114177.15892807132,High School Diploma,Private,4,85.40209246138097,3.845585229258613,1
327,18,Other,Black,81343.10159768249,Associate Degree,Charter,4,93.10118339225924,3.48238400476714,1
328,18,Other,White,145686.14026147212,Bachelor's Degree,Public,0,97.87219543539763,3.487219706668001,0
329,16,Male,Black,122512.8103923278,PhD,Private,1,91.80786814637938,3.6677121444147085,1
330,17,Female,White,72762.1083026425,Bachelor's Degree,Public,1,79.48657892336081,2.623677199940979,1
331,18,Male,Black,32129.75508741145,Associate Degree,Public,1,85.50198098645798,3.640165748540273,1
332,16,Other,White,108902.38744565136,Associate Degree,Public,0,81.83048483768661,3.3533300231076364,0
333,18,Female,Asian,53744.65903018227,High School Diploma,Public,1,76.6859649350074,3.575181699949047,1
334,18,Other,Asian,44625.50107789593,Associate Degree,Charter,3,95.64463385916099,3.707208530126235,1
335,16,Female,White,141813.17416761525,High School Diploma,Private,0,83.588261977927,3.7805371385351982,0
336,16,Other,Black,149993.87642579002,Associate Degree,Public,1,87.94155813150593,2.0422040509238837,1
337,16,Male,Black,62386.658467726214,Bachelor's Degree,Public,2,89.4173371757134,2.923633212051432,1
338,15,Male,Asian,66212.22625991257,PhD,Public,4,98.01872808074158,3.8977894727467195,1
339,17,Other,White,49798.67270858024,High School Diploma,Public,0,77.50766438239292,3.1538073234022117,0
340,17,Female,Hispanic,84922.17311155485,High School Diploma,Public,4,99.31048541816965,3.431952341438392,1
341,15,Male,Asian,133901.25118028972,High School Diploma,Charter,4,86.15049404738527,2.6696021107208283,1
342,16,Male,White,114180.71425498533,Master's Degree,Public,1,87.98820979566847,2.185525990913583,1
343,16,Other,White,131559.78696919052,Master's Degree,Private,2,99.78665355178997,3.1533649406583284,1
344,15,Female,Hispanic,57417.798680829655,Bachelor's Degree,Public,1,79.3939372528921,2.855174949157873,1
345,18,Other,Hispanic,117654.72808901762,No Diploma,Private,2,93.38193805122953,2.0501834560579777,1
346,15,Other,Black,140223.19540752724,Associate Degree,Public,2,92.07648978920831,2.1915765544294667,1
347,15,Female,Hispanic,63769.93370572685,High School Diploma,Private,4,80.6040472953993,2.925915137175214,1
348,18,Male,White,112878.42523094222,High School Diploma,Private,4,99.15646282773966,2.9984580713591464,1
349,17,Female,Black,78078.88940278254,Bachelor's Degree,Charter,2,75.9145704612193,2.9933625591553765,1
350,16,Other,White,64827.19741907071,High School Diploma,Public,2,91.5150569755957,2.590213823400226,1
351,17,Other,White,146354.81625052192,Associate Degree,Public,2,96.83872191063128,3.1284996034162282,1
352,16,Male,White,71835.98759619513,Associate Degree,Public,4,85.00877624737481,2.977398471875781,1
353,17,Female,Black,42941.96175128248,High School Diploma,Private,3,86.08110226842678,2.4968037865636763,1
354,15,Other,Asian,76630.70515444028,Associate Degree,Charter,3,76.64365440661969,3.2614351030798785,1
355,17,Other,White,83721.39491519789,No Diploma,Public,0,81.58225492944538,3.5273451489350487,0
356,15,Male,Black,120265.29905990855,No Diploma,Charter,3,92.91502641670164,2.1204161709763403,1
357,16,Female,Hispanic,143989.71203364033,Master's Degree,Private,1,99.5574893454505,2.3649983052918535,1
358,16,Male,Asian,128046.83805530552,Associate Degree,Public,4,83.62553982705185,3.4216689742155,1
359,16,Male,White,141712.95735061273,PhD,Private,3,78.70325362278707,2.804154531559025,1
360,15,Other,Asian,87007.21559699174,Associate Degree,Private,2,77.32237814771801,3.171021969901892,1
361,18,Other,White,116317.98818837211,Associate Degree,Private,2,79.50924081971196,3.0525466921595434,1
362,15,Male,Black,67085.95020148829,High School Diploma,Private,1,77.77600718738464,2.3397782212789275,1
363,18,Male,Black,38350.453022282156,No Diploma,Public,0,95.74602894955436,3.214359623236498,0
364,15,Female,White,73856.82303911922,High School Diploma,Public,2,84.58553422425365,2.2298453152202127,1
365,15,Other,White,113749.82739939573,Bachelor's Degree,Public,3,84.94843763730137,3.6140132414553774,1
366,15,Male,Black,62954.653229765245,Bachelor's Degree,Private,2,96.0914334480646,3.002306258206714,1
367,15,Male,Asian,133368.7074769825,Associate Degree,Public,0,93.55094695942495,2.135102874005693,0
368,16,Other,Asian,124892.74199794822,Bachelor's Degree,Private,1,88.1735593390146,3.9735834126734417,1
369,18,Female,Black,53285.105902152354,High School Diploma,Private,0,87.4997386985166,2.9009090737966075,0
370,18,Other,Asian,69700.4114988968,Associate Degree,Private,0,92.41493265978602,3.3997719871694523,0
371,15,Male,Hispanic,129036.31410589101,Master's Degree,Public,4,89.68400672282677,2.2901766363486304,1
372,18,Female,White,59272.53474135593,High School Diploma,Public,2,79.71226035979912,2.2895754883730985,1
373,17,Male,White,69792.25748005568,High School Diploma,Private,2,78.1442323909174,2.3125741997057503,1
374,17,Male,Black,71168.0318907704,Bachelor's Degree,Public,3,85.14600034290564,2.305230534240734,1
375,16,Female,Black,126125.04333909201,Master's Degree,Private,0,87.35202973703052,2.2765048377134987,0
376,16,Female,White,34443.63187260201,High School Diploma,Charter,1,77.05512280744311,3.970953459141093,1
377,16,Male,White,38854.437974569715,High School Diploma,Charter,2,88.39158081034009,2.704252765460379,1
378,17,Other,Hispanic,99414.1857795525,Bachelor's Degree,Charter,2,99.19281597548877,2.3836084100235913,1
379,16,Other,White,77653.438919528,High School Diploma,Charter,1,92.45503986518648,2.8490928878228914,1
380,16,Other,Asian,105946.2383532849,Bachelor's Degree,Public,4,78.56425581821419,3.00536850738247,1
381,15,Male,White,61975.35314152594,Associate Degree,Charter,3,89.2394598959411,2.921235708778056,1
382,16,Female,White,139149.92129778728,Bachelor's Degree,Private,2,95.11053563473425,2.9123584648048357,1
383,17,Other,White,121313.02646093474,Master's Degree,Public,2,83.59151575663768,3.44206042898833,1
384,16,Other,Asian,38129.546466047526,Master's Degree,Charter,3,85.72333463985422,3.350903770670574,1
385,16,Male,White,124068.65727420409,Bachelor's Degree,Private,3,75.05642356839827,2.6547456243692915,1
386,15,Other,White,146349.88467747014,Bachelor's Degree,Charter,2,96.73874547638323,2.368421812151024,1
387,15,Other,Asian,143092.27447049675,Associate Degree,Private,3,86.75457900481899,3.3987834018091725,1
388,16,Male,White,118258.05576305372,No Diploma,Public,3,81.33866479696644,2.6538576703823153,1
389,16,Other,Hispanic,44831.250417745876,High School Diploma,Private,1,79.9401795720417,3.9548303719368385,1
390,17,Female,Asian,99129.21190085448,No Diploma,Private,3,85.67960604123914,3.459852781136071,1
391,18,Female,Hispanic,64107.92746085866,Associate Degree,Public,1,80.58619925593274,2.771985693622222,1
392,18,Female,Asian,146425.55323634966,Master's Degree,Charter,0,97.41946844201813,3.9996769493463766,0
393,16,Female,Hispanic,116098.28704339312,Associate Degree,Public,3,80.66850765266844,2.268228286919146,1
394,18,Female,White,103291.87077449031,Bachelor's Degree,Public,1,85.06086298791483,2.6463056960712117,1
395,18,Female,Black,113410.56511256714,High School Diploma,Private,0,78.51959118811145,3.056639141966609,0
396,18,Other,Hispanic,82557.49549316167,High School Diploma,Public,3,77.97154705784185,2.2481871078909537,1
397,17,Female,Asian,74728.4101725128,High School Diploma,Private,3,80.94328084896108,3.199444094185213,1
398,17,Female,White,142295.9495327957,Master's Degree,Charter,4,75.07430698304414,3.4460898544654457,1
399,16,Female,Hispanic,69831.2561751224,High School Diploma,Public,2,89.9658461164959,2.8444250239319544,1
400,17,Other,Asian,34972.33580792632,Associate Degree,Private,4,80.55704728349897,3.2768484577325863,1
401,18,Male,Hispanic,78100.81849853488,High School Diploma,Charter,3,85.78701898626409,3.748272641281833,1
402,17,Male,Black,124840.84231460067,High School Diploma,Public,4,95.21572281187895,3.918163211254689,1
403,15,Male,Black,107816.20296587034,High School Diploma,Public,4,85.39454934080749,2.833489560050836,1
404,18,Other,Black,145460.49305734495,High School Diploma,Public,3,94.12751658460188,3.443258068357755,1
405,18,Other,Hispanic,42744.224114296514,High School Diploma,Public,2,92.80271054070502,3.5395764076629854,1
406,16,Male,Asian,139385.556267526,Bachelor's Degree,Private,0,96.5407768204042,3.414718183147169,1
407,16,Male,Hispanic,74261.90326968746,High School Diploma,Public,3,84.91421226138098,3.069219472575117,1
408,16,Male,Asian,86880.31025062947,Bachelor's Degree,Public,3,93.56844984819378,2.343602712690895,1
409,17,Male,Hispanic,81417.85853870813,No Diploma,Charter,1,89.07845034277747,2.5382031601661073,1
410,16,Other,White,43974.27373109297,High School Diploma,Charter,0,88.02130515101138,3.189602442349237,0
411,16,Male,Black,59735.57468702264,Bachelor's Degree,Private,3,81.72729593687144,2.7408933193170735,1
412,16,Other,White,119072.58830757503,Bachelor's Degree,Public,2,87.71281743916818,3.843951714868319,1
413,17,Male,White,32760.905021483424,High School Diploma,Charter,0,76.36617337670901,2.332791387847031,0
414,15,Other,White,46066.53292635294,Associate Degree,Public,1,77.88638830913743,2.5856040219581753,1
415,18,Female,White,33025.22025496201,High School Diploma,Public,0,86.9379616246048,2.171776368219077,1
416,16,Male,Black,132886.5668788259,Bachelor's Degree,Public,1,82.4665143776276,3.1329892688663987,1
417,15,Male,Hispanic,104078.97933381356,High School Diploma,Charter,3,97.5833667908806,2.512708644332914,1
418,18,Other,White,50391.43945422706,Bachelor's Degree,Public,3,98.84544441738963,3.833127429355137,1
419,16,Male,White,122252.66676645043,Associate Degree,Private,0,96.96854633553696,2.707654581660921,0
420,16,Female,White,146016.07169418645,High School Diploma,Public,2,76.03222654934173,2.525892392280264,1
421,17,Female,Black,142147.24494360219,Bachelor's Degree,Charter,4,95.48351738589332,3.764868519463562,1
422,15,Female,White,140585.70573745982,High School Diploma,Public,0,86.50484187710973,2.7179004916479546,0
423,17,Other,White,30937.225848689188,High School Diploma,Private,4,76.17310540219863,2.3475497422543947,1
424,18,Female,Asian,100681.61867823343,No Diploma,Public,3,77.94974670623353,3.870041877477214,1
425,15,Other,Black,60795.91399668351,Master's Degree,Charter,2,94.86176748950824,2.0124942839048092,1
426,17,Other,White,97757.66571718304,Associate Degree,Private,0,87.09895642532868,3.563835369594611,0
427,15,Male,Asian,68163.63469926655,Associate Degree,Public,4,89.74922641076176,3.980026453923264,1
428,17,Other,Asian,48439.98513271351,High School Diploma,Charter,0,75.50858507019555,2.3291867914666766,0
429,15,Male,Black,83339.2468030016,High School Diploma,Private,0,75.92697736244219,2.6103244736633595,0
430,15,Other,White,89411.5592611648,High School Diploma,Public,2,85.70712689236981,3.139683621352755,1
431,18,Male,White,148771.86082171494,Associate Degree,Public,4,87.62116874474863,2.632123024748462,1
432,18,Male,White,35086.546096624814,Bachelor's Degree,Private,3,78.97280186929282,3.086354833314797,1
433,18,Male,Asian,66138.62386767319,Associate Degree,Private,3,84.28951202973819,3.8074027878549455,1
434,15,Female,White,132227.2614105987,Master's Degree,Public,3,75.09030308966655,2.5595676618634764,1
435,15,Other,Asian,109163.45977512513,High School Diploma,Public,1,78.33366825294553,3.554440805549397,1
436,18,Male,White,129201.96382150751,No Diploma,Public,1,75.6248558796734,3.1383280548406933,1
437,16,Male,Black,109234.91022717334,Associate Degree,Public,2,97.00708040607904,3.8880030703742277,1
438,18,Male,Hispanic,121144.35709753595,No Diploma,Public,4,76.53448251883674,2.7848479537444293,1
439,17,Other,White,89150.60999964687,High School Diploma,Public,4,89.01417813828145,3.9233079915237683,1
440,18,Male,Hispanic,54585.3231477117,PhD,Private,1,89.62998372394974,3.9261944459027833,1
441,15,Male,Asian,127200.46330046399,Master's Degree,Private,1,75.11024252062623,3.5989866995550255,1
442,18,Male,White,98138.4785596763,High School Diploma,Charter,1,90.30664245321319,2.193763430098227,1
443,15,Other,Hispanic,46740.62325441957,High School Diploma,Private,2,96.19857485594042,2.4744185202413727,1
444,18,Male,Hispanic,126587.28322450393,Associate Degree,Public,0,89.42789380307818,2.1205690972659483,0
445,18,Male,White,145030.30924350937,Bachelor's Degree,Private,0,79.64082182544195,2.3865976302944674,1
446,16,Other,White,71539.6647154159,No Diploma,Public,0,88.76600281929421,2.7610861721728117,0
447,17,Male,White,65221.47025037322,No Diploma,Public,4,92.44458010533168,3.2128623117459734,1
448,16,Other,Black,39813.02138490793,High School Diploma,Charter,0,92.102670470672,2.7710002912132583,0
449,15,Other,Asian,109738.94717392988,Bachelor's Degree,Private,2,90.30295347148109,2.8248219511980626,1
450,15,Male,Hispanic,145075.3942195796,Associate Degree,Public,1,84.56440740831529,2.8000478749345925,1
451,18,Other,Hispanic,46319.12279899292,Master's Degree,Private,4,78.03536102835818,2.1360378731134864,1
452,15,Male,Black,88219.15575831785,High School Diploma,Public,0,76.78486796538124,3.750286753664758,0
453,18,Male,Black,41788.58215838974,Associate Degree,Private,1,90.28765468360609,3.318917453446117,1
454,15,Male,White,34093.1884451779,Bachelor's Degree,Public,4,84.06314068695406,2.6717879247406797,1
455,15,Male,Asian,109740.12608011745,Associate Degree,Public,3,75.05141891328984,3.1998138808168965,1
456,16,Female,Hispanic,134122.46104121977,High School Diploma,Public,2,78.73546019673744,3.052948919121438,1
457,15,Female,Asian,70508.46433512357,High School Diploma,Public,2,92.44931958231871,2.758774018981976,1
458,17,Other,White,135091.8209292119,Associate Degree,Private,2,93.95297747696043,2.27694249161313,1
459,17,Other,White,44046.37189812383,High School Diploma,Private,2,89.57038963542486,3.5454189809975354,1
460,17,Male,White,58555.28183009714,PhD,Public,2,90.12586067653297,2.149674431198154,1
461,15,Female,Asian,138192.80722880622,Associate Degree,Public,0,81.84389927524867,2.388386666490918,0
462,15,Male,Hispanic,91021.18724288043,High School Diploma,Public,0,87.21386326856694,2.129357749796246,0
463,17,Female,White,102983.0860556429,Bachelor's Degree,Charter,3,98.44967692448164,2.5672513097810747,1
464,15,Male,Black,34562.187905100945,High School Diploma,Public,4,84.61968403262415,3.511882365324038,1
465,17,Male,Black,45406.78921774667,Bachelor's Degree,Public,0,90.24937672782428,3.895273644112379,0
466,18,Female,White,36694.89750010238,Associate Degree,Public,2,84.13221439445704,3.7902092602678463,1
467,17,Other,White,138600.0887939603,High School Diploma,Private,1,86.24617492894495,3.0722452312561748,1
468,18,Male,Asian,46175.39566451364,No Diploma,Public,1,94.57126585563577,3.0015990213358776,1
469,18,Other,White,131960.73919305054,PhD,Public,4,84.80077184165673,3.9739133696631903,1
470,15,Other,Asian,72124.16392469438,High School Diploma,Private,3,85.93722179711484,3.0086991472727496,1
471,16,Male,White,126071.6995638936,PhD,Public,3,82.17794999362499,3.504752672133419,1
472,16,Other,Black,73805.22569480969,Associate Degree,Charter,0,95.5563579762811,3.8987843060517235,0
473,16,Female,White,62122.084763145176,Associate Degree,Charter,3,82.57719183271853,2.0128954236831635,1
474,15,Other,White,41239.28414268687,No Diploma,Public,3,93.27359396822337,2.1436043109772562,1
475,15,Male,Black,63684.790868896045,PhD,Public,2,98.1895674498064,3.049036949519728,1
476,18,Female,White,86577.5660060736,Bachelor's Degree,Charter,1,94.21646724503233,2.008523399207011,1
477,18,Male,Hispanic,128101.05586761546,Associate Degree,Private,0,96.7415493305635,3.305271784324757,0
478,16,Male,Hispanic,84301.79457224374,High School Diploma,Public,3,78.54342991047321,3.7708643656646887,1
479,18,Female,White,146572.2689925141,High School Diploma,Charter,3,85.06420308494019,3.842350975081837,1
480,15,Other,Asian,94995.96130257875,Associate Degree,Charter,1,75.64087709596788,2.02610509523583,1
481,18,Other,Hispanic,32993.47557737321,High School Diploma,Private,4,88.06542950410068,3.762473683344871,1
482,15,Other,White,79844.0760229527,Associate Degree,Public,0,99.96813492622749,3.3614498742613668,0
483,16,Female,Hispanic,112667.89288638164,No Diploma,Charter,3,88.46233141381173,3.4845788917372964,1
484,17,Other,Hispanic,58114.99754997897,No Diploma,Public,0,96.54187269449343,3.105992607035853,0
485,17,Female,White,113835.59410177905,Associate Degree,Private,0,99.74544711929524,2.4082192797516617,0
486,15,Other,White,90443.67662178195,No Diploma,Public,4,83.28561442662183,3.3769109980359713,1
487,17,Other,White,33088.53306997383,No Diploma,Charter,3,85.70360055891055,2.673383221106481,1
488,16,Male,Hispanic,122922.35393762469,High School Diploma,Public,0,88.66917245770722,3.1760527157599254,0
489,18,Other,Asian,97244.84445768902,No Diploma,Public,3,93.25683898491646,2.6967301220944173,1
490,18,Male,White,39899.22036973121,High School Diploma,Public,3,87.74430083406831,3.086158506024108,1
491,18,Male,Asian,87025.68401547275,High School Diploma,Public,2,79.61894906861214,2.2453558177582424,1
492,16,Male,White,64475.1458129696,High School Diploma,Public,4,87.5568747893538,2.1274822347113913,1
493,17,Female,Hispanic,135561.78511055198,Associate Degree,Public,0,93.03029367344527,2.1082657038679793,0
494,16,Other,Black,64191.246336869845,High School Diploma,Private,0,93.82740960583286,3.9601495717607857,0
495,17,Male,Hispanic,143002.44851690385,High School Diploma,Public,3,85.4733038085489,3.464968737614071,1
496,18,Female,Hispanic,95535.9299216535,Associate Degree,Public,0,90.20508639026848,3.8318144279209365,0
497,17,Other,Black,68833.64514560656,Master's Degree,Public,2,99.83043424245412,2.628149638167893,1
498,16,Male,Hispanic,127625.40209010929,PhD,Public,2,83.46391942215307,3.1155941397730715,1
499,17,Female,Black,113688.0454038919,High School Diploma,Charter,1,77.77094405146417,3.059642187334807,1
500,18,Female,Asian,79675.49948350554,High School Diploma,Public,0,78.52782469418912,2.168161902782268,0
501,18,Male,Black,105554.19632479118,Associate Degree,Public,0,95.19361420821747,2.37989005131025,0
502,15,Female,Black,123430.11168339376,High School Diploma,Public,4,90.96505019461699,3.221984333749421,1
503,15,Other,White,132186.93531401872,High School Diploma,Public,3,84.16523623958987,3.2266887432279807,1
504,17,Male,Hispanic,127969.52564568764,No Diploma,Public,4,76.32213638750056,2.70580334879111,1
505,16,Other,White,49929.250631210154,High School Diploma,Private,2,77.44339131565792,3.979560337914836,1
506,18,Female,Black,129406.74630043027,High School Diploma,Public,0,89.48812174602435,3.147676415532409,0
507,16,Male,White,37035.48706605266,Associate Degree,Public,0,89.25570046000762,3.317717929876605,0
508,17,Male,White,54020.48178606824,Bachelor's Degree,Public,4,88.97407125983949,3.663805524038491,1
509,17,Other,Black,104751.2064079187,PhD,Public,4,92.0433296022935,2.84726082386885,1
510,16,Female,Black,43763.10305362852,High School Diploma,Charter,1,96.34003588907362,2.503453757606139,1
511,15,Male,White,102401.71140674401,High School Diploma,Private,1,88.54155781224983,2.890522150346377,1
512,17,Male,White,66955.88296362765,PhD,Private,1,86.74082393933267,2.8845325483341733,1
513,18,Female,White,81535.9902185578,Master's Degree,Public,4,97.21362129186838,3.0620776959143923,1
514,15,Male,White,67818.18041345736,Bachelor's Degree,Public,3,94.72636859731509,2.934639309280172,1
515,17,Female,White,38420.82814378854,Master's Degree,Private,4,87.72085958732842,3.435605296871108,1
516,15,Female,Black,90091.05035063531,High School Diploma,Private,2,76.96166002530236,3.2719867175108104,1
517,18,Male,Hispanic,145631.9333273865,Master's Degree,Public,0,82.31242042598967,2.27540610003434,0
518,17,Female,Black,103414.00177921525,Master's Degree,Private,3,96.47094693822052,2.4418137097335766,1
519,16,Other,Asian,66003.82459405504,High School Diploma,Charter,0,90.45443054266333,3.4604586321906723,0
520,17,Male,White,144737.9800948823,Associate Degree,Private,3,76.30412029794937,2.866774578685524,1
521,16,Female,White,76708.47023426728,PhD,Private,3,93.74625685920208,3.036075180593353,1
522,15,Female,White,113702.12806426123,Bachelor's Degree,Public,2,86.70631119473009,2.2872477002671934,1
523,16,Other,Black,106093.53659069331,Bachelor's Degree,Public,2,75.34251446486192,2.2822863263059414,1
524,16,Other,Asian,144349.3017646622,Associate Degree,Public,2,91.35748221900914,2.487820432821972,1
525,17,Other,White,139752.32333938044,High School Diploma,Private,0,79.64903193224468,3.967665457209633,0
526,17,Female,White,47760.48676200375,PhD,Public,2,77.22396376183653,3.4336701495486515,1
527,18,Male,White,40282.3049675307,Associate Degree,Public,3,81.58312538857085,2.5468080736019685,1
528,15,Other,Asian,127157.07933585955,High School Diploma,Public,0,80.75296052036597,3.289426064411585,0
529,16,Male,White,138593.18559561876,Bachelor's Degree,Private,3,93.241819404672,3.376312625601872,1
530,15,Female,Black,89156.83247074793,Bachelor's Degree,Private,1,96.20018953930446,3.788502168360037,1
531,18,Male,Asian,112891.35286005301,High School Diploma,Private,0,88.34840793868933,2.8831237554506712,0
532,15,Other,White,38374.59362141018,High School Diploma,Private,3,83.48916106517825,2.5234682157512047,1
533,15,Other,White,56376.52774277663,High School Diploma,Private,3,93.85243128730451,2.5880176153045715,1
534,17,Other,Hispanic,47925.14335880654,No Diploma,Public,0,94.05063351756303,2.3768381205993627,0
535,15,Male,Asian,102139.27002600407,Bachelor's Degree,Public,1,81.97781210652995,3.8257465749817934,1
536,18,Male,Hispanic,53704.78725193285,Associate Degree,Private,0,75.92090401263707,3.2996521492979545,0
537,16,Male,Black,37181.55786610208,High School Diploma,Private,2,96.3776434108505,3.7468227879234375,1
538,15,Male,Asian,66264.87392832129,No Diploma,Public,2,77.15246551715008,3.7898348432683386,1
539,18,Female,White,111265.49149367433,No Diploma,Private,2,86.05895614120928,3.342153366875899,1
540,17,Male,Hispanic,99343.64691142255,Bachelor's Degree,Public,4,85.77186836427956,3.6640487088219915,1
541,16,Male,White,69686.9958593563,High School Diploma,Private,1,84.49511753715737,2.306790987214944,1
542,18,Female,Black,130017.46510120518,High School Diploma,Public,0,84.30752533197165,3.0652617899749313,0
543,15,Other,Hispanic,63152.29296145075,No Diploma,Public,4,95.21877709314734,3.133570470366755,1
544,16,Male,White,61265.71660388191,High School Diploma,Public,1,76.39017144054851,2.142303685819318,1
545,17,Female,Asian,97193.68929475058,Master's Degree,Charter,3,96.06454615348873,2.6773314706341376,1
546,15,Female,Hispanic,87385.87678149308,High School Diploma,Private,0,96.8495505921085,3.8940634119878963,0
547,15,Other,White,83516.71927204328,PhD,Public,2,93.93181935407432,2.8118428968143103,1
548,15,Female,Hispanic,48694.27427448806,High School Diploma,Public,1,90.88697215497989,2.3353578436324853,1
549,17,Other,White,90557.54299595894,High School Diploma,Private,3,92.67263666128622,2.248835650180803,1
550,16,Male,Asian,61082.27007305331,Master's Degree,Public,1,91.77871148125202,2.273548526280341,1
551,18,Male,White,77061.58591428184,Associate Degree,Private,3,92.4363981924307,3.409639103670232,1
552,15,Female,Asian,118028.45372047275,High School Diploma,Public,1,89.14044503648226,2.2979944974564974,1
553,15,Male,White,142423.53906712268,Bachelor's Degree,Private,2,83.2581253471366,3.732117106654564,1
554,15,Other,Hispanic,122863.55582271892,No Diploma,Public,4,99.35733487368054,3.0627820178773097,1
555,15,Male,White,78676.06735479165,Master's Degree,Private,3,89.72486656859263,3.074174883204919,1
556,16,Male,White,101163.97671945166,Master's Degree,Private,0,82.00023900667881,2.6038970573268068,1
557,18,Other,Hispanic,119579.73790508448,No Diploma,Private,0,90.77458144776529,3.636846439611145,0
558,17,Other,Black,79706.52601150698,Bachelor's Degree,Charter,1,93.28266402540052,2.3222549729428708,1
559,17,Female,White,73229.77905747613,PhD,Private,4,97.85637642577197,3.5857310829891156,1
560,16,Other,White,46229.19551470359,Associate Degree,Private,3,95.28901334991153,3.9736116736546383,1
561,15,Female,White,118351.29617710508,Associate Degree,Public,4,90.4321304474331,2.9627516779853718,1
562,16,Male,Black,130621.03089691498,Bachelor's Degree,Charter,1,97.02586193323205,2.9448725656886614,1
563,16,Male,Hispanic,67990.12932359433,High School Diploma,Private,3,91.4641319624534,3.959392631958841,1
