,Age,Gender,Income,Education,Occupation,Marital Status,Number of Children,Frequency of Purchases,Spend per Purchase,Location,Demographic,Marketing Engagement,Past Purchase History,Response to Previous Campaigns,label
224,29,Male,15704.789244396668,Bachelor's Degree,Artist,Divorced,1,Daily,86.5554452057024,San Antonio,Urban,True,False,1,1
225,51,Male,37127.29016977115,Master's Degree,Arts,Married,0,Weekly,17.355281117210044,Phoenix,Rural,True,False,1,0
226,22,Female,52498.7685740331,Bachelor's Degree,Doctor,Single,3,Monthly,68.58761204358588,Phoenix,Rural,False,True,0,0
227,55,Female,32961.9938798479,Doctorate,Teacher,Divorced,0,Monthly,88.4922130020229,Chicago,Urban,False,False,0,0
228,39,Male,16312.689139630673,Master's Degree,Arts,Single,2,Daily,50.61154097628893,Chicago,Rural,False,True,1,0
229,19,Male,33196.56884061664,Doctorate,Lawyer,Married,1,Monthly,19.492632996096752,Houston,Urban,True,True,0,0
230,36,Male,19780.46365222575,Doctorate,Doctor,Married,3,Daily,67.11241757952735,San Antonio,Urban,True,True,0,1
231,57,Female,32380.147016010847,Bachelor's Degree,Lawyer,Single,2,Monthly,42.67906629706094,Los Angeles,Rural,True,False,0,1
232,50,Female,11669.180089319061,Doctorate,Artist,Divorced,0,Weekly,65.37682225628218,Phoenix,Urban,False,True,0,0
233,28,Female,58356.33076295852,Master's Degree,Artist,Divorced,0,Daily,75.26669932246517,Chicago,Rural,False,False,0,0
234,48,Female,16491.32244758588,High School,Engineer,Divorced,0,Daily,84.06626015993375,Chicago,Rural,False,True,1,0
235,45,Female,50953.175693082805,Bachelor's Degree,Arts,Divorced,3,Daily,52.405110903953315,San Antonio,Rural,False,True,1,0
236,41,Male,51412.46262186092,Doctorate,Arts,Single,3,Daily,20.16488875700562,Chicago,Rural,True,True,1,0
237,51,Male,32517.54894527063,Bachelor's Degree,Teacher,Married,2,Weekly,76.42622110046655,Houston,Urban,False,True,1,0
238,52,Male,46964.73675823866,Bachelor's Degree,Doctor,Divorced,3,Monthly,25.739329345836346,New York,Rural,False,True,0,0
239,40,Male,27019.004633333745,Bachelor's Degree,Engineer,Divorced,1,Monthly,29.13799387339865,Los Angeles,Urban,True,True,0,1
240,31,Female,21638.15735506444,High School,Teacher,Married,2,Weekly,68.56916928028727,Phoenix,Urban,True,True,1,0
241,44,Male,28975.14516873593,Bachelor's Degree,Lawyer,Married,3,Weekly,44.23604940733687,Phoenix,Urban,False,True,0,0
242,42,Male,11358.750804542207,Bachelor's Degree,Science,Single,3,Daily,36.2996407415708,Los Angeles,Urban,False,True,1,0
243,45,Male,58140.5178537013,Master's Degree,Engineer,Divorced,3,Monthly,57.940829808539945,Los Angeles,Urban,False,False,0,1
244,55,Male,13417.04677661302,High School,Arts,Married,3,Daily,52.189116891805526,New York,Rural,True,True,1,0
245,58,Male,47159.65993658017,Doctorate,Teacher,Single,0,Daily,63.389941309664586,New York,Rural,True,True,1,0
246,33,Male,49728.913935009514,Bachelor's Degree,Lawyer,Divorced,2,Weekly,87.01264844537855,San Antonio,Urban,True,False,0,1
247,54,Female,15746.649852978342,High School,Engineer,Married,0,Monthly,84.635811938508,San Diego,Rural,True,False,1,1
248,40,Male,25847.329389555962,Doctorate,Arts,Divorced,2,Daily,40.673412981086194,Houston,Urban,False,False,1,0
249,55,Female,45131.688654275815,Doctorate,Science,Divorced,3,Weekly,80.80753016389933,Los Angeles,Rural,False,False,0,0
250,51,Male,59192.01564277189,Doctorate,Science,Single,1,Weekly,32.89524227576623,New York,Urban,False,False,0,1
251,44,Male,23840.71538956529,High School,Engineer,Married,0,Daily,66.02677261567706,Phoenix,Urban,False,True,0,0
252,30,Female,52706.799882525214,High School,Arts,Divorced,3,Daily,40.49745844048765,Philadelphia,Urban,True,False,0,1
253,59,Male,56587.68597164082,High School,Medicine,Married,0,Daily,83.63860018734228,Philadelphia,Urban,True,True,1,1
254,58,Male,43771.01037735446,Bachelor's Degree,Teacher,Divorced,0,Monthly,34.72583729675676,New York,Rural,False,True,0,0
255,25,Female,45701.63222334282,Doctorate,Artist,Married,0,Weekly,95.95544603364901,Chicago,Urban,False,True,1,0
256,40,Female,51479.37784326252,High School,Science,Single,1,Weekly,69.87628917802496,New York,Urban,False,False,1,1
257,36,Female,37479.18283610718,High School,Engineer,Single,2,Monthly,77.48656879928197,Chicago,Urban,True,True,0,1
258,19,Female,39934.620115954865,Bachelor's Degree,Doctor,Divorced,1,Daily,65.13161215103372,Houston,Urban,False,False,1,0
259,19,Female,51450.88662727455,Bachelor's Degree,Medicine,Single,0,Daily,47.98308341148751,Los Angeles,Urban,True,True,1,1
260,32,Male,16150.164756187281,High School,Science,Divorced,0,Monthly,83.50508823026901,Phoenix,Rural,True,False,1,0
261,35,Male,13880.732236572043,High School,Artist,Single,1,Weekly,50.1777564761424,Chicago,Rural,True,True,0,0
262,32,Female,14943.680882031771,Master's Degree,Medicine,Single,2,Daily,12.467827897539188,Houston,Urban,False,True,0,0
263,45,Male,17129.707204095437,Doctorate,Engineer,Married,2,Monthly,12.29029839151758,Houston,Rural,False,True,1,0
264,48,Female,39799.442109174095,High School,Arts,Married,3,Weekly,85.75510255702085,San Diego,Rural,False,True,1,0
265,21,Male,58601.26282482956,Bachelor's Degree,Medicine,Divorced,2,Monthly,22.221014235754343,Chicago,Urban,False,False,1,1
266,44,Male,11167.604816409295,Master's Degree,Artist,Divorced,0,Weekly,21.704300426002483,Chicago,Urban,True,False,0,0
267,54,Male,32206.38565828758,Bachelor's Degree,Lawyer,Married,0,Daily,35.956489403687115,San Antonio,Rural,False,True,1,0
268,49,Male,37070.38036737926,High School,Engineer,Married,0,Weekly,25.150326032721722,Philadelphia,Urban,True,True,1,1
269,59,Female,45450.68621435159,Bachelor's Degree,Engineer,Married,1,Monthly,34.322292291770495,Houston,Urban,True,False,1,1
270,18,Female,16959.835067284774,Master's Degree,Artist,Divorced,1,Monthly,28.657810286880217,Philadelphia,Urban,True,False,0,0
271,57,Male,49626.06959814596,Master's Degree,Artist,Divorced,0,Daily,52.7991433738144,Houston,Rural,True,True,0,0
272,44,Female,46107.16177279529,High School,Science,Single,0,Weekly,81.14588148473965,Houston,Urban,True,False,0,0
273,58,Female,57202.104691269895,High School,Teacher,Divorced,1,Weekly,62.985836991818786,Chicago,Rural,False,True,1,0
274,41,Male,40287.76515695284,Doctorate,Engineer,Divorced,1,Daily,87.9019431062097,Phoenix,Urban,False,False,1,0
275,21,Female,33824.16918891463,Master's Degree,Engineer,Married,0,Daily,86.22719687863544,San Diego,Rural,True,True,0,1
276,20,Male,35521.62445021161,Bachelor's Degree,Artist,Divorced,2,Weekly,52.91591214860354,Philadelphia,Rural,True,True,0,1
277,27,Male,24969.77941858406,Doctorate,Lawyer,Single,0,Monthly,28.963446748048284,New York,Rural,True,True,1,0
278,25,Female,14490.6077141387,Bachelor's Degree,Science,Divorced,0,Daily,66.96156976105908,San Antonio,Urban,True,False,0,1
279,22,Female,50459.15855695155,High School,Lawyer,Divorced,1,Monthly,17.974424257271117,New York,Rural,False,False,0,0
280,21,Male,13300.49220701208,Master's Degree,Medicine,Divorced,1,Daily,95.29192233680237,Chicago,Urban,True,True,1,0
281,55,Male,13843.103763808176,Master's Degree,Doctor,Single,3,Weekly,14.520341031757638,Chicago,Rural,True,False,1,1
282,48,Male,24050.22494543568,Doctorate,Science,Single,3,Weekly,33.95512112639837,Phoenix,Urban,True,True,1,0
283,18,Female,20963.698096193788,High School,Artist,Divorced,0,Monthly,68.30357013914755,Phoenix,Urban,True,True,1,0
284,49,Male,39293.239422675964,Doctorate,Arts,Single,1,Weekly,74.25573692559308,Houston,Urban,False,True,0,0
285,47,Female,17143.798066970587,Master's Degree,Medicine,Single,3,Monthly,24.276173007374016,Chicago,Rural,False,False,1,0
286,28,Male,30122.331871683447,High School,Science,Married,1,Daily,14.216671767484282,San Diego,Rural,False,True,1,0
287,41,Female,10190.996132929155,High School,Lawyer,Married,3,Daily,93.77986348547276,New York,Urban,True,True,1,0
288,44,Female,38590.45818035769,Bachelor's Degree,Science,Divorced,0,Monthly,91.89488294689528,San Diego,Rural,False,True,1,0
289,34,Female,34690.70202284644,High School,Lawyer,Divorced,0,Monthly,10.392694268527817,San Antonio,Urban,True,True,1,0
290,54,Female,48051.88951253915,High School,Lawyer,Divorced,0,Weekly,34.207122843584735,Houston,Urban,True,False,1,0
291,59,Male,34928.53997528546,Master's Degree,Lawyer,Married,2,Monthly,19.987977212663328,San Diego,Rural,True,False,1,0
292,24,Female,30825.22159519395,High School,Lawyer,Divorced,1,Daily,69.16181339531157,Los Angeles,Rural,False,False,1,0
293,53,Female,40387.60611263613,Bachelor's Degree,Engineer,Divorced,3,Weekly,76.33868953888461,Phoenix,Rural,False,True,0,0
294,57,Male,38958.76276873611,High School,Lawyer,Divorced,2,Daily,15.22827568723148,Phoenix,Rural,False,True,0,0
295,27,Male,28954.70243359681,Doctorate,Doctor,Single,0,Weekly,47.227840742677174,New York,Urban,True,False,1,1
296,29,Female,10496.19105639178,Master's Degree,Engineer,Single,3,Weekly,70.97880407130579,Houston,Urban,False,False,1,0
297,34,Female,58800.69116396068,Master's Degree,Arts,Married,1,Monthly,44.43222912135719,New York,Rural,True,False,1,0
298,49,Male,27090.185274609128,Master's Degree,Doctor,Divorced,3,Daily,43.456536541569726,San Diego,Rural,True,True,0,1
299,30,Female,52353.04134919497,High School,Medicine,Divorced,3,Daily,64.55319084401317,San Diego,Rural,True,False,1,0
300,21,Female,45506.77158990329,High School,Doctor,Single,3,Daily,77.26999659370246,San Antonio,Rural,False,False,0,0
301,57,Female,49259.47715742042,Doctorate,Lawyer,Single,2,Monthly,60.51641886535624,Phoenix,Urban,True,True,0,0
302,24,Male,41120.68207829983,Bachelor's Degree,Teacher,Married,2,Monthly,98.34879914672031,San Diego,Rural,False,True,1,0
303,45,Female,50493.00936802931,Master's Degree,Lawyer,Single,3,Weekly,52.298944134214295,San Antonio,Urban,True,False,0,1
304,43,Male,10392.07953859584,Doctorate,Engineer,Divorced,3,Weekly,47.407796801731514,Phoenix,Urban,False,True,0,0
305,38,Female,41045.4295108854,Bachelor's Degree,Arts,Single,1,Weekly,59.191942782906544,Philadelphia,Urban,False,True,0,0
306,23,Male,20459.273270396392,Master's Degree,Lawyer,Married,0,Monthly,81.38285865970656,Los Angeles,Urban,False,False,0,0
307,58,Male,57571.49051809161,Doctorate,Medicine,Divorced,1,Weekly,61.25858016103933,Los Angeles,Urban,True,False,1,1
308,40,Male,41117.16323086231,Bachelor's Degree,Arts,Divorced,0,Monthly,41.95369508067624,New York,Urban,True,True,0,1
309,19,Female,29639.688790467168,Bachelor's Degree,Medicine,Single,3,Monthly,30.88358460109954,Los Angeles,Urban,True,True,0,1
310,41,Female,52760.3492509185,Doctorate,Engineer,Married,1,Daily,43.928698773365205,Houston,Rural,True,True,1,1
311,41,Female,18894.406202451173,Master's Degree,Medicine,Divorced,1,Daily,32.122669537553776,Philadelphia,Urban,False,True,1,0
312,27,Female,17690.35123208039,Master's Degree,Teacher,Single,2,Daily,14.042016909605426,Philadelphia,Urban,True,True,0,0
313,37,Female,55921.32160727043,High School,Science,Divorced,1,Weekly,65.98356061338944,Philadelphia,Rural,True,False,1,0
314,44,Male,52363.58338609297,High School,Doctor,Single,0,Monthly,55.53621169614385,Los Angeles,Urban,True,True,0,1
315,18,Male,53338.517725300015,High School,Engineer,Married,3,Daily,74.7243907250112,San Diego,Urban,True,True,0,1
316,43,Female,17190.717515740685,Master's Degree,Science,Divorced,2,Weekly,90.33024047378271,Philadelphia,Rural,False,True,0,0
317,37,Male,20234.0054528642,High School,Medicine,Married,3,Monthly,63.4422232728654,Phoenix,Rural,False,True,1,0
318,21,Male,53974.82853640632,High School,Teacher,Divorced,3,Monthly,85.22433351194644,Philadelphia,Rural,False,True,0,0
319,41,Female,17579.75374000497,High School,Engineer,Divorced,0,Monthly,93.79089737967698,San Antonio,Rural,True,False,1,1
320,23,Male,58653.90814861664,Master's Degree,Science,Single,0,Daily,49.37337339473888,San Diego,Urban,False,True,0,1
321,45,Male,46586.23682821065,Doctorate,Science,Married,0,Daily,48.03662773122482,Chicago,Rural,False,True,1,0
322,44,Male,16267.82378961928,Doctorate,Teacher,Divorced,1,Monthly,29.843959122019577,Phoenix,Urban,False,True,0,0
323,33,Male,37224.847955193254,Bachelor's Degree,Medicine,Divorced,1,Monthly,56.58366711839698,New York,Urban,False,False,0,0
324,34,Female,24827.995610296537,High School,Teacher,Married,0,Weekly,80.26586678808108,San Antonio,Urban,True,False,1,0
325,58,Male,17951.250187013065,Master's Degree,Medicine,Divorced,2,Weekly,92.88950689869183,San Antonio,Rural,True,True,0,0
326,34,Male,12594.764975920543,High School,Artist,Single,1,Daily,87.08835013731341,San Antonio,Urban,False,False,1,0
327,18,Male,34125.02101176803,Doctorate,Medicine,Single,0,Monthly,80.39541367821215,Los Angeles,Rural,False,False,1,0
328,31,Female,14875.716282044872,Doctorate,Teacher,Married,2,Weekly,59.17872844700626,New York,Rural,True,True,1,0
329,22,Female,53132.023557458946,High School,Medicine,Single,2,Monthly,45.68983137909669,Los Angeles,Urban,False,True,0,1
330,48,Male,24502.276598121844,Doctorate,Arts,Divorced,0,Daily,16.38024183021568,Phoenix,Rural,True,True,0,0
331,33,Female,41399.6691302049,Doctorate,Medicine,Married,0,Weekly,45.16138998873453,Philadelphia,Urban,False,True,0,0
332,50,Male,53899.22484924174,High School,Arts,Divorced,0,Weekly,17.55275822392865,New York,Urban,False,True,1,1
333,19,Male,29072.052070665573,High School,Artist,Single,2,Monthly,20.45718608729014,San Antonio,Urban,False,False,1,0
334,37,Male,23815.955423292682,Bachelor's Degree,Engineer,Married,3,Weekly,50.510487382733,Chicago,Urban,False,False,0,0
335,22,Female,37774.77120529301,Bachelor's Degree,Doctor,Married,0,Monthly,56.77338366050358,San Antonio,Urban,True,False,0,1
336,42,Female,41535.02355793925,Doctorate,Doctor,Single,1,Weekly,64.32734805034376,San Antonio,Urban,True,True,0,1
337,37,Male,14603.34930412377,Doctorate,Teacher,Divorced,2,Weekly,34.066182507178716,Chicago,Rural,True,False,1,0
338,44,Female,45331.49349393548,Doctorate,Arts,Married,2,Monthly,63.79014544324328,Philadelphia,Rural,True,True,0,0
339,42,Male,57236.812939153984,Bachelor's Degree,Teacher,Married,2,Weekly,66.2684292577398,Phoenix,Urban,True,False,1,1
340,21,Female,37099.50374448829,Master's Degree,Engineer,Single,3,Daily,85.5821445997984,Chicago,Rural,False,False,0,0
341,55,Male,10415.9971113596,Bachelor's Degree,Doctor,Divorced,3,Monthly,17.587118315021534,New York,Rural,True,True,0,1
342,46,Female,31919.249001538064,Master's Degree,Medicine,Married,2,Daily,70.3607972844093,Chicago,Rural,True,False,1,0
343,40,Male,55576.064666265826,Doctorate,Science,Married,0,Weekly,34.37256952332753,San Diego,Rural,False,True,1,0
344,20,Male,39854.78850933599,Doctorate,Doctor,Single,3,Monthly,85.46426504587224,Phoenix,Urban,True,False,1,1
345,30,Female,29872.40784495458,Bachelor's Degree,Engineer,Divorced,3,Monthly,56.93041217501921,Los Angeles,Rural,False,True,1,0
346,23,Female,26680.339451452157,Doctorate,Lawyer,Married,1,Daily,69.98167427741521,San Diego,Urban,True,False,1,0
347,55,Male,32127.275740737277,Doctorate,Teacher,Married,2,Weekly,84.22689136123068,Phoenix,Rural,True,False,1,0
348,30,Male,35131.56213150652,High School,Teacher,Single,3,Monthly,35.293427324292544,Los Angeles,Rural,False,False,1,0
349,18,Female,15594.030827456192,High School,Artist,Married,1,Daily,77.20989755803461,Los Angeles,Urban,True,False,1,0
350,52,Female,10398.220237272557,Doctorate,Lawyer,Divorced,3,Weekly,58.199843339170535,Philadelphia,Urban,True,False,0,0
351,41,Female,25389.79158403728,Doctorate,Science,Married,3,Weekly,41.89824539137494,Chicago,Rural,True,False,1,0
352,38,Female,13882.038799439064,High School,Teacher,Divorced,1,Daily,87.29350940513392,Chicago,Urban,True,False,1,0
353,33,Female,31960.53006248587,Bachelor's Degree,Engineer,Married,2,Daily,46.99842479923958,San Diego,Rural,False,True,0,0
354,40,Male,47031.30744471853,High School,Doctor,Married,1,Weekly,36.71080138178655,Phoenix,Urban,False,True,0,0
355,49,Female,22076.84208508409,Bachelor's Degree,Science,Divorced,3,Weekly,56.73021137021846,Houston,Urban,False,True,1,0
356,36,Male,47469.52264005795,Doctorate,Medicine,Divorced,0,Daily,47.41975931709897,Phoenix,Urban,True,True,0,0
357,57,Female,18584.695385272476,Bachelor's Degree,Doctor,Divorced,0,Weekly,61.78684485575335,Philadelphia,Rural,True,True,0,1
358,46,Male,59021.77851351859,High School,Science,Married,0,Weekly,90.61072998569009,San Antonio,Rural,True,True,1,0
359,18,Male,49637.905678640636,High School,Teacher,Married,2,Monthly,89.70577878175959,Los Angeles,Rural,False,False,0,0
360,42,Female,44863.770952692845,Doctorate,Engineer,Married,0,Weekly,85.89935510090949,Los Angeles,Rural,True,False,1,1
361,24,Male,19172.109820171725,Bachelor's Degree,Engineer,Married,2,Monthly,11.203091493345607,Phoenix,Rural,True,False,0,1
362,19,Male,53867.52265664193,Doctorate,Science,Married,3,Monthly,15.990825512280058,New York,Urban,True,False,0,1
363,30,Female,31673.61163778172,Doctorate,Artist,Divorced,1,Daily,50.17482012368753,Los Angeles,Rural,False,False,0,0
364,21,Male,46136.887611940234,Bachelor's Degree,Science,Divorced,3,Monthly,44.13038834624041,Chicago,Rural,False,True,1,0
365,45,Female,14768.580113652932,Doctorate,Science,Married,3,Daily,62.53422289582276,Philadelphia,Rural,True,False,1,0
366,49,Female,17016.225909675748,High School,Teacher,Married,2,Monthly,69.62355522474473,San Antonio,Rural,False,True,0,0
367,34,Male,40270.587875379366,High School,Medicine,Single,3,Weekly,62.09260790607465,Phoenix,Rural,False,False,0,0
368,30,Female,29310.599640851535,Doctorate,Teacher,Married,3,Daily,29.342137333275627,Phoenix,Rural,False,False,0,0
369,28,Male,13848.583469043704,Bachelor's Degree,Doctor,Divorced,1,Monthly,69.35596917766932,San Diego,Urban,False,False,0,0
370,20,Female,41818.71407666872,High School,Arts,Married,3,Daily,72.5176863004355,Philadelphia,Urban,False,True,0,0
371,27,Female,50746.98642702696,Doctorate,Medicine,Divorced,2,Weekly,80.80375066365782,Chicago,Urban,False,False,1,1
372,45,Male,33199.50657322125,Bachelor's Degree,Arts,Married,0,Monthly,84.18942026913423,Houston,Rural,False,False,0,0
373,23,Male,20053.25760249726,Doctorate,Medicine,Divorced,0,Monthly,99.6541906148901,Phoenix,Rural,False,False,1,0
374,50,Female,13362.795698368393,Doctorate,Teacher,Divorced,0,Monthly,82.12131926864276,Philadelphia,Rural,True,True,1,0
375,52,Female,25201.51362239998,High School,Engineer,Divorced,3,Monthly,42.43841444273375,Los Angeles,Rural,True,False,1,1
376,52,Male,10857.489095759905,Doctorate,Doctor,Married,3,Monthly,85.34076650475869,Los Angeles,Rural,True,True,0,1
377,22,Female,39346.82532794535,High School,Lawyer,Married,0,Monthly,75.97032576655181,Chicago,Rural,True,True,1,0
378,37,Female,53420.5393970691,Master's Degree,Arts,Single,2,Daily,66.97653881495617,Philadelphia,Urban,True,False,0,1
379,21,Female,33058.3450626955,Bachelor's Degree,Engineer,Single,2,Monthly,84.95487116821681,Los Angeles,Urban,False,False,0,0
380,40,Female,41582.175754144584,Master's Degree,Engineer,Divorced,2,Daily,68.3775061091934,Chicago,Rural,True,True,0,1
381,24,Female,18967.800514462047,Doctorate,Arts,Single,1,Monthly,50.76199632408497,Phoenix,Rural,False,False,0,0
382,50,Female,44981.97848110608,Doctorate,Medicine,Single,3,Weekly,91.9191731380981,Houston,Rural,False,False,1,0
383,30,Female,51689.59754594137,Bachelor's Degree,Lawyer,Single,1,Monthly,63.35561624572991,San Diego,Urban,False,False,0,1
384,46,Male,14228.268904861892,Doctorate,Lawyer,Divorced,3,Weekly,69.31408691190092,San Antonio,Rural,True,True,1,0
385,44,Female,24325.977446356148,Master's Degree,Engineer,Divorced,2,Daily,90.76292792118387,San Antonio,Urban,True,True,0,1
386,32,Female,13119.703429913861,Doctorate,Lawyer,Divorced,0,Monthly,45.63654298728444,New York,Rural,False,False,1,0
387,36,Female,49470.471095679284,Master's Degree,Lawyer,Single,1,Monthly,52.21964899428208,Phoenix,Rural,False,False,0,0
388,32,Male,58653.83989561492,Bachelor's Degree,Engineer,Divorced,3,Monthly,39.36285262370321,San Diego,Urban,False,False,0,1
389,27,Male,27765.987423694383,High School,Artist,Married,1,Weekly,90.84142575579116,Chicago,Rural,False,True,0,0
390,40,Male,51465.71170628797,Master's Degree,Lawyer,Single,3,Weekly,22.343363933746886,Phoenix,Rural,False,False,0,0
391,41,Female,23682.02089303858,Bachelor's Degree,Science,Married,0,Monthly,98.58110493109906,Chicago,Urban,True,False,1,1
392,51,Male,46250.303814955936,Doctorate,Doctor,Divorced,3,Daily,87.59826762923699,San Antonio,Urban,True,True,1,1
393,30,Female,54475.96555218816,Doctorate,Doctor,Divorced,0,Weekly,52.37806206008591,New York,Urban,False,False,0,1
394,36,Female,15850.586242897309,Doctorate,Doctor,Divorced,2,Monthly,78.62022628073817,Phoenix,Rural,True,True,1,1
395,54,Female,46811.990506691654,Doctorate,Doctor,Single,2,Weekly,30.684405321785658,San Antonio,Rural,True,True,0,1
396,55,Male,52735.17250465987,High School,Arts,Divorced,3,Monthly,26.45540018819354,Chicago,Rural,False,False,1,0
397,55,Female,38563.02349685487,High School,Arts,Single,3,Monthly,94.50054640371475,San Diego,Urban,False,True,1,0
398,48,Female,26882.46509996173,Doctorate,Engineer,Divorced,0,Monthly,29.6386781096955,Chicago,Rural,True,True,0,1
399,21,Male,53533.45170627588,Bachelor's Degree,Engineer,Married,0,Weekly,33.88331004417779,New York,Urban,True,True,0,1
400,25,Female,12002.955952534725,Bachelor's Degree,Medicine,Divorced,1,Monthly,91.75910966914377,San Antonio,Urban,True,False,1,1
401,33,Female,48021.21558412359,Master's Degree,Engineer,Single,2,Daily,79.25040046738424,Philadelphia,Rural,False,False,1,0
402,38,Female,12272.625021789798,High School,Medicine,Divorced,3,Monthly,91.95451454929795,Chicago,Rural,True,True,1,0
403,47,Female,31908.930662417224,Bachelor's Degree,Science,Married,3,Monthly,77.83606633852041,San Diego,Urban,False,True,0,0
404,50,Female,55748.29325389843,Doctorate,Medicine,Divorced,1,Daily,64.96936576165348,Chicago,Rural,True,True,1,0
405,48,Female,21846.66624533243,High School,Artist,Married,3,Monthly,93.46196625276674,Phoenix,Rural,False,True,1,0
406,25,Female,21721.280000575734,Master's Degree,Medicine,Married,0,Monthly,36.439831555695164,San Diego,Urban,True,False,1,0
407,34,Female,19615.494801681372,Doctorate,Doctor,Single,2,Daily,89.63696059264039,Houston,Rural,False,True,1,0
408,53,Female,10514.224796784601,Doctorate,Engineer,Married,3,Monthly,49.20803114108588,Los Angeles,Rural,False,True,0,0
409,57,Male,52476.71077439507,Bachelor's Degree,Doctor,Married,2,Weekly,93.57675059038547,Houston,Urban,True,True,0,1
410,29,Male,27071.263480214915,High School,Engineer,Divorced,1,Monthly,32.19927542248658,Phoenix,Rural,False,True,0,0
411,37,Female,38894.55563470442,Master's Degree,Medicine,Married,2,Weekly,94.73796192559969,New York,Urban,True,False,1,0
412,43,Female,52806.624950687175,Bachelor's Degree,Lawyer,Divorced,3,Monthly,36.89714217331277,San Diego,Urban,False,True,0,1
413,47,Female,40189.849596454806,Doctorate,Engineer,Single,0,Weekly,53.72356860213683,Houston,Rural,True,True,0,1
414,32,Male,18220.276453943938,High School,Doctor,Married,1,Daily,14.072427011699908,Houston,Urban,True,False,1,1
415,35,Male,53650.9697014858,Doctorate,Science,Divorced,3,Weekly,60.45218281009438,Houston,Urban,False,True,1,1
416,22,Male,13783.055195205543,High School,Medicine,Divorced,0,Weekly,29.322629871701988,New York,Urban,False,False,1,0
417,57,Male,42935.88193635111,Doctorate,Lawyer,Divorced,1,Daily,61.11768675844725,San Antonio,Rural,True,True,0,0
418,45,Female,22983.5419475207,Master's Degree,Doctor,Married,3,Monthly,22.987828064944274,San Antonio,Rural,True,False,1,1
419,39,Male,40698.51531626163,High School,Engineer,Divorced,1,Weekly,90.79692098587527,San Antonio,Urban,False,False,1,0
420,33,Male,50285.72628341089,High School,Arts,Single,0,Daily,85.11318573357448,San Diego,Rural,True,False,1,0
421,31,Male,50420.28694468454,Bachelor's Degree,Artist,Divorced,0,Daily,34.81816639971531,San Diego,Urban,False,False,1,1
422,39,Male,31038.06008829629,Bachelor's Degree,Doctor,Divorced,0,Weekly,46.6973294502459,Phoenix,Urban,False,False,0,0
423,21,Female,45737.66382219729,High School,Science,Divorced,2,Monthly,79.62148915576483,San Antonio,Rural,True,True,1,0
424,36,Male,44067.65066206744,Bachelor's Degree,Medicine,Married,0,Daily,90.93343230322206,Chicago,Urban,True,False,0,1
425,30,Female,36889.146737068826,High School,Medicine,Divorced,2,Weekly,26.360098049562573,Los Angeles,Rural,False,False,0,0
426,21,Male,18410.18278832591,High School,Doctor,Divorced,2,Weekly,38.5925227792446,San Antonio,Urban,True,True,1,1
427,19,Female,56715.20570837452,Master's Degree,Science,Single,0,Daily,35.7129634640288,Phoenix,Rural,False,False,0,0
428,22,Female,29911.389697900584,Bachelor's Degree,Teacher,Single,0,Monthly,84.96367440168052,Phoenix,Rural,False,True,0,0
429,21,Female,35023.865793335906,Bachelor's Degree,Doctor,Divorced,3,Weekly,56.268589829613376,Philadelphia,Rural,False,False,0,0
430,20,Female,45642.29979304775,Doctorate,Lawyer,Divorced,3,Daily,75.55337689056815,Philadelphia,Rural,False,False,0,0
431,52,Female,30010.6137924836,Doctorate,Science,Divorced,0,Monthly,80.21703416346955,New York,Rural,False,True,0,0
432,50,Male,25224.62663744754,High School,Science,Single,2,Daily,30.040847121077647,San Antonio,Rural,False,True,0,0
433,42,Male,18546.820121042416,Doctorate,Science,Married,1,Weekly,75.18092928507544,Phoenix,Rural,False,True,1,0
434,58,Male,17981.245071608362,Doctorate,Doctor,Single,2,Monthly,12.133697828006653,Philadelphia,Rural,True,True,1,1
435,34,Male,53420.4761973467,Doctorate,Engineer,Single,1,Weekly,29.232832741329556,San Diego,Urban,True,False,1,1
436,43,Female,49080.773959819955,Master's Degree,Science,Divorced,3,Weekly,62.9516998884838,Philadelphia,Rural,True,False,0,0
437,43,Male,45471.94323169874,Master's Degree,Medicine,Divorced,2,Monthly,56.18647753811009,San Antonio,Rural,False,False,1,0
438,34,Male,25877.728993475088,Doctorate,Artist,Married,1,Weekly,40.370885106780605,Houston,Urban,False,True,0,0
439,31,Female,12564.69244906078,Doctorate,Artist,Married,0,Monthly,53.59520670407643,San Antonio,Rural,False,True,1,0
440,59,Male,24819.60034376417,Master's Degree,Lawyer,Married,3,Daily,34.1356930970422,Houston,Rural,False,False,0,0
441,35,Male,11733.635211303319,High School,Teacher,Divorced,1,Daily,32.18679150741847,Phoenix,Urban,False,False,0,0
442,53,Male,15556.85736660062,Bachelor's Degree,Arts,Divorced,2,Daily,22.699683461921598,San Diego,Rural,False,False,1,0
443,37,Female,36757.616684017514,Bachelor's Degree,Doctor,Married,3,Weekly,12.70191989341647,New York,Rural,True,True,0,1
444,36,Male,27590.250320517625,Master's Degree,Engineer,Married,0,Monthly,36.04955694575391,Philadelphia,Rural,False,True,0,0
445,27,Male,26514.23337510422,High School,Medicine,Single,2,Daily,48.66605775071597,San Diego,Urban,True,True,1,0
446,21,Female,36180.02735763059,Doctorate,Science,Married,0,Monthly,99.2766472514779,New York,Urban,False,True,0,0
447,24,Male,53278.11915861017,Doctorate,Teacher,Single,2,Weekly,70.64550084430041,Philadelphia,Urban,False,True,0,1
