,customer_id,age,months_as_customer,total_charges,monthly_charges,contract_type,internet_service_type,payment_method,monthly_usage_minutes,num_support_tickets,last_login_days_ago,has_promo,is_active,label
308,1308,21,3,3298.27,28.11,Two year,No,Electronic check,136,6,307,1,0,1
309,1309,53,83,6959.42,95.54,One year,Fiber optic,Bank transfer,391,19,49,1,0,1
310,1310,71,88,2213.19,72.77,Month-to-month,DSL,Bank transfer,585,16,8,0,0,1
311,1311,24,64,7184.45,109.57,Month-to-month,DSL,Credit card,394,17,234,1,1,1
312,1312,23,9,3368.42,72.63,Month-to-month,DSL,Electronic check,722,14,337,0,0,1
313,1313,20,86,5664.67,44.63,Month-to-month,DSL,Credit card,554,14,62,0,1,1
314,1314,32,14,6278.97,116.85,Two year,No,Mailed check,248,11,33,0,0,1
315,1315,23,96,8205.04,103.92,Month-to-month,Fiber optic,Electronic check,929,5,16,0,1,0
316,1316,50,10,532.91,75.85,Month-to-month,DSL,Electronic check,285,12,269,0,1,1
317,1317,56,55,8705.34,40.03,Month-to-month,Fiber optic,Electronic check,131,1,342,0,0,1
318,1318,64,114,4018.87,105.39,Month-to-month,No,Bank transfer,498,11,9,0,0,1
319,1319,77,46,5360.86,112.35,Two year,Fiber optic,Electronic check,972,15,347,1,0,1
320,1320,67,5,3047.45,29.27,One year,DSL,Mailed check,213,10,329,1,1,1
321,1321,80,72,3894.09,65.48,Month-to-month,No,Mailed check,124,2,124,1,1,1
322,1322,21,103,9900.61,104.91,Two year,No,Mailed check,203,0,197,1,1,1
323,1323,24,42,5436.38,34.2,Month-to-month,DSL,Credit card,540,16,107,0,1,1
324,1324,56,104,867.74,109.24,One year,DSL,Credit card,552,7,25,1,0,1
325,1325,84,98,6349.16,70.99,Two year,Fiber optic,Electronic check,261,10,56,1,1,1
326,1326,81,14,1783.69,62.71,Two year,Fiber optic,Bank transfer,373,15,53,0,1,1
327,1327,20,100,5591.9,102.29,Month-to-month,Fiber optic,Bank transfer,804,15,233,0,0,1
328,1328,56,68,1395.79,51.46,Month-to-month,No,Electronic check,630,15,193,1,1,1
329,1329,34,56,6652.5,75.14,One year,Fiber optic,Electronic check,118,9,259,1,0,1
330,1330,30,29,2719.02,90.55,Two year,DSL,Credit card,600,12,221,0,0,1
331,1331,54,67,5394.81,99.38,Two year,No,Electronic check,219,17,153,0,0,1
332,1332,67,70,3595.33,35.72,Month-to-month,DSL,Bank transfer,776,5,127,0,0,1
333,1333,77,84,2861.53,84.14,One year,No,Electronic check,563,14,153,1,1,1
334,1334,45,12,4030.21,62.14,Two year,DSL,Mailed check,205,7,154,1,1,1
335,1335,42,7,8930.67,32.34,One year,DSL,Bank transfer,406,6,322,0,1,1
336,1336,42,78,2997.01,62.39,Two year,No,Mailed check,345,13,215,0,0,1
337,1337,55,85,3245.01,91.15,One year,No,Credit card,272,11,42,1,1,1
338,1338,19,107,4756.14,33.5,One year,Fiber optic,Bank transfer,866,13,108,1,1,1
339,1339,69,85,4182.76,107.69,One year,DSL,Mailed check,678,17,47,0,1,1
340,1340,19,15,9255.5,23.12,Two year,DSL,Mailed check,187,7,132,1,1,1
341,1341,75,63,2797.0,55.34,One year,Fiber optic,Credit card,461,9,259,0,0,1
342,1342,40,107,7064.62,74.26,Two year,DSL,Mailed check,626,17,307,0,0,1
343,1343,85,81,5931.35,82.76,One year,No,Bank transfer,947,11,200,1,1,1
344,1344,66,23,5303.4,104.42,Two year,No,Credit card,321,13,81,1,0,1
345,1345,68,9,7639.19,74.58,One year,No,Electronic check,982,4,31,0,0,1
346,1346,75,7,3461.5,98.07,Month-to-month,No,Electronic check,796,8,342,0,1,1
347,1347,55,72,248.53,115.85,Month-to-month,Fiber optic,Credit card,89,11,212,0,0,1
348,1348,54,65,4330.4,36.33,Two year,No,Credit card,859,4,271,1,0,1
349,1349,64,54,1864.09,94.27,One year,DSL,Mailed check,351,9,278,1,0,1
350,1350,18,113,5218.68,35.13,Two year,DSL,Credit card,863,8,114,0,1,1
351,1351,18,63,6167.28,20.27,One year,DSL,Electronic check,666,4,280,0,1,1
352,1352,75,70,7510.52,60.72,One year,Fiber optic,Mailed check,315,19,237,0,0,1
353,1353,24,76,8872.86,32.84,Month-to-month,No,Mailed check,750,13,150,0,0,1
354,1354,42,58,9480.41,61.89,One year,Fiber optic,Mailed check,60,19,2,0,1,1
355,1355,79,109,7187.67,75.61,One year,Fiber optic,Mailed check,176,5,330,1,0,1
356,1356,80,70,6188.37,98.01,Month-to-month,DSL,Electronic check,800,18,87,1,0,1
357,1357,47,84,7114.77,39.77,One year,No,Electronic check,126,5,110,1,0,1
358,1358,55,89,8464.84,78.56,Month-to-month,DSL,Mailed check,902,3,265,1,0,1
359,1359,35,1,4285.17,63.58,Two year,No,Electronic check,187,5,164,1,1,1
360,1360,47,116,7471.93,102.42,Two year,No,Electronic check,155,14,177,0,1,1
361,1361,50,17,7914.62,20.41,Two year,DSL,Credit card,418,0,88,1,0,1
362,1362,82,27,7931.23,80.37,One year,No,Electronic check,560,6,115,0,1,1
363,1363,82,46,5298.01,119.87,One year,No,Credit card,519,14,267,1,0,1
364,1364,35,9,9851.29,51.5,Two year,No,Bank transfer,623,20,255,0,1,1
365,1365,80,16,722.83,88.67,Month-to-month,Fiber optic,Mailed check,323,18,67,1,0,1
366,1366,59,2,5204.46,40.33,Month-to-month,Fiber optic,Credit card,970,3,179,0,0,1
367,1367,74,101,8597.88,91.53,Two year,No,Bank transfer,252,0,252,0,0,1
368,1368,18,105,6223.72,46.08,Month-to-month,No,Mailed check,823,8,259,0,1,1
369,1369,59,90,7198.59,73.09,One year,Fiber optic,Credit card,432,5,14,1,1,0
370,1370,38,92,6923.26,73.0,Month-to-month,No,Bank transfer,535,14,5,0,1,0
371,1371,73,113,5991.42,22.8,Month-to-month,No,Credit card,476,3,244,0,1,1
372,1372,61,8,2140.4,65.96,One year,No,Electronic check,741,9,238,1,0,1
373,1373,42,94,296.45,77.92,One year,Fiber optic,Bank transfer,909,3,226,1,0,1
374,1374,84,46,6610.13,23.31,One year,No,Electronic check,961,19,119,0,1,1
375,1375,61,34,7238.2,89.15,One year,No,Mailed check,990,14,279,1,0,1
376,1376,81,9,3972.03,53.89,Two year,No,Credit card,80,15,92,0,0,1
377,1377,27,30,4737.6,51.85,One year,Fiber optic,Bank transfer,168,1,329,1,0,1
378,1378,53,120,1342.7,118.31,One year,Fiber optic,Credit card,121,3,213,0,0,1
379,1379,79,5,7554.72,45.94,Month-to-month,DSL,Mailed check,206,6,239,0,1,1
380,1380,47,71,2620.01,36.6,One year,No,Credit card,991,13,108,1,0,1
381,1381,28,115,7288.7,36.65,Two year,DSL,Bank transfer,132,14,243,1,0,1
382,1382,55,111,2433.82,60.08,One year,No,Mailed check,698,4,336,1,1,1
383,1383,23,36,3381.33,89.93,Month-to-month,DSL,Electronic check,367,16,294,1,0,1
384,1384,59,52,8268.2,89.77,One year,DSL,Mailed check,800,9,207,1,0,1
385,1385,28,2,9462.05,68.56,One year,DSL,Mailed check,301,17,70,1,1,1
386,1386,61,108,5095.98,119.49,One year,DSL,Credit card,61,17,251,1,0,1
387,1387,76,93,6815.9,35.14,Month-to-month,Fiber optic,Electronic check,485,16,138,0,1,1
388,1388,28,60,1684.96,69.21,One year,No,Bank transfer,582,13,17,1,1,0
389,1389,82,54,8782.21,71.48,One year,No,Credit card,366,1,230,1,1,1
390,1390,79,19,1836.7,33.63,One year,No,Mailed check,458,10,365,0,1,1
391,1391,41,79,3379.15,113.07,One year,Fiber optic,Bank transfer,451,18,281,1,1,1
392,1392,66,69,2944.78,31.29,One year,No,Mailed check,740,17,101,1,1,1
393,1393,60,85,9172.31,37.28,One year,DSL,Mailed check,369,12,55,0,0,1
394,1394,54,83,7902.64,29.61,Two year,Fiber optic,Credit card,314,4,105,1,0,1
395,1395,72,112,375.49,113.54,One year,DSL,Mailed check,349,19,89,0,0,1
396,1396,79,43,6344.94,79.97,Month-to-month,DSL,Electronic check,138,1,165,1,1,1
397,1397,57,108,4652.32,29.56,One year,DSL,Mailed check,326,9,19,1,0,1
398,1398,46,68,5126.31,76.96,One year,DSL,Electronic check,969,13,196,0,1,1
399,1399,44,55,4576.92,110.39,Two year,Fiber optic,Mailed check,944,19,126,1,1,1
400,1400,71,12,936.01,43.1,Two year,DSL,Bank transfer,862,2,195,0,0,1
401,1401,37,63,7699.21,35.91,Two year,Fiber optic,Electronic check,757,13,304,1,0,1
402,1402,49,101,6321.86,22.06,Month-to-month,No,Electronic check,867,20,142,0,1,1
403,1403,40,37,4890.29,94.13,Two year,DSL,Credit card,661,12,338,1,1,1
404,1404,74,117,1427.88,81.27,Month-to-month,DSL,Mailed check,487,10,6,1,0,1
405,1405,62,32,4518.41,108.62,One year,Fiber optic,Bank transfer,730,0,89,0,1,1
406,1406,18,92,5165.1,48.06,One year,DSL,Mailed check,911,6,356,0,1,1
407,1407,71,12,3570.47,83.04,Month-to-month,Fiber optic,Credit card,692,15,69,0,1,1
408,1408,24,118,6727.71,93.53,One year,Fiber optic,Mailed check,355,18,293,0,1,1
409,1409,20,101,1907.61,117.1,One year,Fiber optic,Bank transfer,590,15,42,1,1,1
410,1410,47,73,9423.87,35.98,One year,Fiber optic,Electronic check,613,3,268,0,1,1
411,1411,54,105,94.03,80.97,Month-to-month,No,Mailed check,238,12,83,1,1,1
412,1412,61,38,7362.56,108.11,One year,No,Bank transfer,864,19,279,0,0,1
413,1413,70,86,5044.07,109.56,One year,Fiber optic,Mailed check,422,7,162,1,1,1
414,1414,22,84,1920.96,22.56,Two year,No,Mailed check,137,9,257,1,1,1
415,1415,73,106,738.92,86.69,One year,Fiber optic,Bank transfer,90,19,259,0,1,1
416,1416,26,34,329.17,100.88,Two year,No,Electronic check,166,4,335,0,0,1
417,1417,68,11,4010.34,106.24,One year,DSL,Mailed check,476,10,279,1,1,1
418,1418,30,38,9171.4,48.03,Month-to-month,No,Bank transfer,723,9,350,1,0,1
419,1419,46,7,2196.35,40.06,One year,No,Credit card,791,1,71,1,1,1
420,1420,60,54,8173.38,114.75,Month-to-month,No,Credit card,106,3,363,1,1,1
421,1421,68,67,3657.37,43.53,Two year,No,Credit card,658,12,125,1,0,1
422,1422,32,74,8787.28,62.73,Two year,DSL,Mailed check,573,8,161,0,1,1
423,1423,69,37,5319.0,24.16,Month-to-month,Fiber optic,Electronic check,862,18,232,1,1,1
424,1424,25,34,8576.62,26.73,Month-to-month,Fiber optic,Credit card,69,11,182,1,0,1
425,1425,78,38,901.42,113.64,Month-to-month,No,Mailed check,851,12,304,0,0,1
426,1426,21,66,7439.15,89.68,One year,Fiber optic,Electronic check,814,14,157,0,1,1
427,1427,51,52,5993.18,107.94,Month-to-month,Fiber optic,Credit card,428,12,209,1,0,1
428,1428,57,3,4469.05,81.57,One year,Fiber optic,Credit card,991,13,0,0,0,1
429,1429,30,81,7731.41,78.31,Month-to-month,No,Bank transfer,764,15,309,1,1,1
430,1430,46,117,5799.33,90.89,Two year,DSL,Bank transfer,860,9,285,1,0,1
431,1431,27,58,9354.24,36.44,Month-to-month,DSL,Credit card,450,4,97,0,0,1
432,1432,81,118,819.33,45.16,One year,Fiber optic,Credit card,144,0,19,1,1,0
433,1433,62,54,2312.66,37.73,Month-to-month,DSL,Bank transfer,458,17,173,1,0,1
434,1434,21,73,8964.23,82.91,Month-to-month,DSL,Electronic check,632,12,95,1,1,1
435,1435,32,84,6670.83,52.57,One year,No,Electronic check,517,4,143,0,1,1
436,1436,29,105,5981.68,57.11,Two year,Fiber optic,Electronic check,781,0,233,0,0,1
437,1437,69,79,1331.65,52.47,One year,No,Electronic check,756,2,64,0,1,1
438,1438,69,9,3859.75,90.83,One year,DSL,Mailed check,588,12,164,1,0,1
439,1439,49,55,2253.67,100.33,Two year,Fiber optic,Credit card,217,6,57,0,1,1
440,1440,62,118,4554.2,64.55,One year,Fiber optic,Mailed check,52,14,135,1,1,1
441,1441,22,77,7010.72,77.77,One year,Fiber optic,Electronic check,53,4,229,1,1,1
442,1442,62,62,5189.07,91.55,One year,No,Bank transfer,263,0,364,1,0,1
443,1443,37,98,2433.78,70.45,One year,No,Bank transfer,804,2,85,0,0,1
444,1444,83,109,1549.4,107.81,Month-to-month,Fiber optic,Mailed check,365,4,352,1,1,1
445,1445,38,45,5485.11,114.13,One year,No,Bank transfer,671,1,263,1,0,1
446,1446,25,39,979.32,22.94,Month-to-month,DSL,Mailed check,651,9,230,1,0,1
447,1447,58,8,6039.09,29.0,Two year,DSL,Credit card,371,3,344,1,1,1
448,1448,48,60,5008.7,60.29,Month-to-month,DSL,Credit card,433,5,215,1,0,1
449,1449,58,65,3043.38,102.46,Two year,DSL,Electronic check,84,4,355,0,1,1
450,1450,56,95,3159.56,110.93,Two year,Fiber optic,Credit card,784,18,203,1,0,1
451,1451,63,59,2839.79,25.66,Month-to-month,DSL,Credit card,542,12,207,1,0,1
452,1452,45,106,6801.09,20.12,Month-to-month,No,Electronic check,885,11,221,1,0,1
453,1453,59,110,9936.53,91.3,Two year,DSL,Credit card,1,8,174,0,0,1
454,1454,68,4,3603.88,100.6,One year,DSL,Credit card,892,7,189,1,0,1
455,1455,64,104,3629.92,65.35,Month-to-month,No,Mailed check,562,17,119,0,0,1
456,1456,82,85,6600.62,59.8,One year,No,Bank transfer,960,9,136,0,0,1
457,1457,30,9,5605.95,48.72,Two year,DSL,Credit card,352,1,266,0,1,1
458,1458,50,120,3852.19,49.66,One year,DSL,Bank transfer,75,18,29,1,0,1
459,1459,85,4,9843.95,34.11,Two year,DSL,Bank transfer,110,1,289,0,1,1
460,1460,67,85,5316.88,43.86,Month-to-month,No,Mailed check,381,6,223,1,1,1
461,1461,73,96,7244.76,27.45,One year,Fiber optic,Mailed check,411,17,141,0,1,1
462,1462,61,64,3697.53,107.27,Month-to-month,Fiber optic,Mailed check,78,2,221,1,0,1
463,1463,19,8,621.33,40.24,One year,No,Credit card,653,1,119,0,0,1
464,1464,40,54,3854.13,58.51,Month-to-month,DSL,Mailed check,337,8,308,1,1,1
465,1465,34,10,1306.67,42.4,Two year,No,Electronic check,206,13,254,0,1,1
466,1466,81,109,5921.33,118.56,Month-to-month,Fiber optic,Bank transfer,755,5,57,1,0,1
467,1467,54,5,2147.11,32.3,Two year,Fiber optic,Bank transfer,214,6,297,1,0,1
468,1468,48,90,1964.64,87.38,Month-to-month,Fiber optic,Electronic check,985,1,288,0,1,1
469,1469,77,56,1074.02,53.96,Two year,Fiber optic,Bank transfer,570,4,53,0,1,1
470,1470,81,11,9994.08,62.59,Two year,Fiber optic,Electronic check,86,10,352,1,1,1
471,1471,82,63,2260.57,55.96,One year,Fiber optic,Bank transfer,285,12,104,0,1,1
472,1472,47,37,2193.12,35.68,Month-to-month,DSL,Electronic check,22,6,354,0,1,1
473,1473,84,69,7606.48,47.13,Month-to-month,No,Electronic check,228,19,240,1,0,1
474,1474,77,70,5858.69,107.85,Month-to-month,DSL,Electronic check,895,0,50,1,1,1
475,1475,75,25,8731.03,51.26,One year,No,Electronic check,405,12,75,0,1,1
476,1476,42,114,2335.18,86.04,One year,DSL,Credit card,102,13,30,1,0,1
477,1477,24,86,7450.11,118.47,One year,Fiber optic,Credit card,128,2,196,0,1,1
478,1478,58,81,4618.64,103.24,Two year,No,Credit card,666,17,356,0,1,1
479,1479,46,112,2132.14,27.41,Month-to-month,Fiber optic,Bank transfer,385,2,328,0,0,1
480,1480,22,91,9720.8,28.65,Two year,Fiber optic,Mailed check,728,18,73,0,1,1
481,1481,57,1,9201.5,46.03,One year,No,Bank transfer,35,13,7,0,0,1
482,1482,67,31,2898.56,114.96,One year,Fiber optic,Bank transfer,897,18,183,1,0,1
483,1483,39,21,3166.36,54.0,One year,No,Credit card,556,15,128,1,0,1
484,1484,22,7,9068.69,22.79,Month-to-month,DSL,Credit card,72,19,217,0,1,1
485,1485,67,93,6201.56,42.4,Month-to-month,DSL,Credit card,446,10,187,1,0,1
486,1486,39,111,965.42,89.66,Month-to-month,Fiber optic,Electronic check,462,9,168,0,0,1
487,1487,82,42,8688.81,44.83,Two year,DSL,Credit card,63,17,365,1,0,1
488,1488,51,73,6082.19,104.55,One year,DSL,Mailed check,833,3,73,1,0,1
489,1489,69,110,2159.77,70.67,One year,DSL,Electronic check,588,0,278,0,1,1
490,1490,29,7,6204.73,30.21,Two year,DSL,Mailed check,393,9,153,1,1,1
491,1491,31,61,3019.66,21.22,One year,DSL,Mailed check,489,19,172,0,0,1
492,1492,63,4,9652.18,39.1,One year,DSL,Credit card,728,0,333,1,1,1
493,1493,76,88,1157.95,119.33,One year,Fiber optic,Electronic check,402,7,234,0,0,1
494,1494,66,98,8448.38,106.23,Month-to-month,DSL,Electronic check,627,12,143,1,1,1
495,1495,38,102,8581.63,65.86,Month-to-month,Fiber optic,Credit card,962,16,240,1,1,1
496,1496,54,2,2846.02,84.01,One year,DSL,Electronic check,0,20,365,1,1,1
497,1497,22,95,9241.73,80.0,Two year,No,Electronic check,503,18,87,0,0,1
498,1498,81,25,2982.73,116.95,One year,No,Electronic check,423,17,213,0,0,1
499,1499,56,26,9312.15,23.36,Two year,DSL,Mailed check,355,14,174,1,1,1
500,1500,58,100,5820.01,29.24,Month-to-month,DSL,Bank transfer,572,4,36,0,1,1
501,1501,77,97,1956.06,102.68,Month-to-month,DSL,Bank transfer,575,17,148,0,0,1
502,1502,33,45,500.67,43.53,One year,No,Electronic check,189,8,85,0,0,1
503,1503,66,52,9296.08,84.28,One year,DSL,Mailed check,341,9,28,1,0,1
504,1504,73,42,261.65,91.46,One year,DSL,Bank transfer,396,4,149,0,0,1
505,1505,26,17,6416.64,68.51,One year,No,Mailed check,820,5,192,1,0,1
506,1506,67,23,6856.26,66.5,Two year,No,Bank transfer,352,20,295,0,1,1
507,1507,50,57,1490.09,71.75,Month-to-month,DSL,Credit card,730,3,334,0,1,1
508,1508,63,41,1810.33,73.92,Month-to-month,DSL,Bank transfer,437,14,1,1,1,0
509,1509,46,118,2532.64,30.55,Two year,DSL,Bank transfer,783,6,95,0,1,1
510,1510,25,27,2818.17,31.48,Two year,No,Electronic check,834,10,361,1,1,1
511,1511,59,59,9587.71,33.51,Two year,DSL,Credit card,749,7,138,0,1,1
512,1512,69,67,2716.73,80.76,One year,Fiber optic,Electronic check,563,19,211,1,1,1
513,1513,50,79,4269.32,108.52,One year,No,Electronic check,317,20,150,0,0,1
514,1514,52,89,6167.38,44.31,One year,No,Mailed check,516,0,53,1,1,1
515,1515,51,50,8733.25,40.66,One year,DSL,Mailed check,942,11,346,1,0,1
516,1516,71,70,9636.73,96.1,One year,Fiber optic,Electronic check,726,4,50,0,1,1
517,1517,39,98,6065.78,21.25,One year,Fiber optic,Bank transfer,197,16,27,0,0,1
518,1518,26,40,1105.87,28.98,Month-to-month,No,Bank transfer,692,11,246,1,0,1
519,1519,44,93,9510.95,64.33,One year,No,Credit card,517,4,203,1,0,1
520,1520,34,77,6023.43,37.37,Month-to-month,DSL,Electronic check,186,6,47,1,0,1
521,1521,40,27,8725.36,66.1,One year,No,Bank transfer,544,20,247,1,1,1
522,1522,21,82,5057.52,118.19,One year,No,Electronic check,905,15,152,0,0,1
523,1523,71,4,2481.95,57.89,Month-to-month,Fiber optic,Mailed check,730,12,348,0,0,1
524,1524,57,84,6128.81,112.96,Month-to-month,Fiber optic,Bank transfer,711,12,157,1,0,1
525,1525,37,87,3467.78,73.27,Month-to-month,DSL,Mailed check,74,12,31,0,0,1
526,1526,67,53,9919.0,34.4,Two year,DSL,Bank transfer,550,4,177,0,1,1
527,1527,46,17,4007.06,34.59,Month-to-month,DSL,Electronic check,122,10,86,1,0,1
528,1528,60,56,4751.5,69.14,One year,DSL,Credit card,961,20,14,0,0,1
529,1529,27,115,5045.35,43.95,Month-to-month,DSL,Mailed check,517,6,99,1,0,1
530,1530,44,20,2759.66,83.68,One year,Fiber optic,Credit card,367,12,95,1,0,1
531,1531,84,79,2856.13,61.67,Month-to-month,Fiber optic,Credit card,525,6,47,0,0,1
532,1532,59,24,3560.76,47.85,One year,No,Mailed check,768,17,224,0,0,1
533,1533,34,30,4267.22,71.1,One year,No,Mailed check,74,7,320,0,0,1
534,1534,71,32,9213.06,27.14,Month-to-month,No,Bank transfer,90,6,260,0,0,1
535,1535,66,5,4042.39,110.57,One year,Fiber optic,Credit card,580,19,338,1,1,1
536,1536,53,106,6826.01,83.75,Two year,No,Credit card,487,5,66,0,0,1
537,1537,39,35,8972.04,71.85,Month-to-month,DSL,Credit card,758,6,258,0,0,1
538,1538,41,55,348.64,20.92,Two year,Fiber optic,Bank transfer,719,18,41,0,1,1
539,1539,75,102,221.57,42.64,Month-to-month,No,Mailed check,354,15,71,1,0,1
540,1540,30,74,4010.29,110.99,Month-to-month,Fiber optic,Mailed check,955,6,283,1,1,1
541,1541,38,117,5008.88,107.84,One year,No,Bank transfer,258,17,109,0,1,1
542,1542,51,16,5541.67,109.17,Two year,DSL,Electronic check,607,9,168,1,0,1
543,1543,79,117,4575.94,48.09,Two year,No,Electronic check,842,10,61,0,0,1
544,1544,81,37,1841.5,87.23,Month-to-month,DSL,Electronic check,703,20,41,1,1,1
545,1545,64,96,2550.95,97.67,Two year,Fiber optic,Credit card,362,14,172,0,1,1
546,1546,28,88,6239.93,63.9,One year,No,Credit card,857,6,278,1,0,1
547,1547,73,75,7801.42,74.01,One year,No,Bank transfer,406,9,153,1,1,1
548,1548,47,95,2281.86,78.39,Month-to-month,Fiber optic,Bank transfer,246,10,269,0,1,1
549,1549,67,51,6685.36,94.56,Two year,Fiber optic,Mailed check,834,14,21,0,0,1
550,1550,80,4,3194.93,73.39,Two year,No,Bank transfer,345,13,93,1,1,1
551,1551,70,111,6882.71,95.32,Month-to-month,No,Bank transfer,621,4,108,1,1,1
552,1552,37,11,6595.74,102.71,Two year,No,Credit card,361,1,141,0,0,1
553,1553,57,18,5178.04,64.0,Month-to-month,DSL,Credit card,810,9,148,0,0,1
554,1554,78,34,5259.16,28.94,Month-to-month,DSL,Credit card,943,10,81,1,1,1
555,1555,40,14,914.73,102.27,One year,DSL,Bank transfer,422,17,107,0,1,1
556,1556,52,69,4219.93,70.73,One year,Fiber optic,Electronic check,859,10,148,1,1,1
557,1557,29,66,8556.35,72.75,Month-to-month,No,Electronic check,122,15,97,0,0,1
558,1558,58,40,8060.26,58.02,One year,DSL,Mailed check,421,12,347,1,0,1
559,1559,62,101,3232.17,116.66,Two year,No,Electronic check,891,13,365,0,0,1
560,1560,43,29,4100.5,48.49,Month-to-month,Fiber optic,Mailed check,824,8,35,0,1,1
561,1561,75,10,5364.52,68.81,One year,No,Mailed check,495,17,249,1,1,1
562,1562,73,116,1507.87,62.96,Two year,No,Electronic check,482,2,191,1,0,1
563,1563,48,10,7545.77,63.02,Two year,Fiber optic,Mailed check,840,1,169,1,0,1
564,1564,76,68,2237.09,60.81,One year,DSL,Credit card,963,14,122,1,0,1
565,1565,83,44,7064.18,54.69,Two year,Fiber optic,Credit card,819,20,53,0,0,1
566,1566,53,112,250.84,85.37,Two year,Fiber optic,Credit card,309,17,102,0,0,1
567,1567,59,92,8508.72,66.5,Two year,Fiber optic,Credit card,606,18,158,1,1,1
568,1568,85,1,3674.08,60.74,One year,Fiber optic,Electronic check,386,3,261,1,1,1
569,1569,40,112,8847.88,28.75,One year,Fiber optic,Credit card,74,5,355,1,0,1
570,1570,78,9,2410.44,78.98,Month-to-month,No,Electronic check,604,19,89,1,0,1
571,1571,66,48,1484.04,22.52,One year,Fiber optic,Mailed check,442,3,244,1,0,1
572,1572,77,117,7986.16,98.15,Month-to-month,No,Mailed check,659,0,124,0,1,1
573,1573,33,103,3256.8,88.82,One year,No,Electronic check,451,15,254,0,0,1
574,1574,78,69,563.94,43.82,One year,No,Bank transfer,807,13,177,1,0,1
575,1575,54,76,9597.56,40.5,One year,No,Credit card,598,3,331,1,1,1
576,1576,60,36,4400.08,25.78,Two year,No,Bank transfer,395,3,193,0,1,1
577,1577,56,48,4080.12,60.47,Month-to-month,No,Electronic check,287,4,137,0,1,1
578,1578,20,58,8142.11,117.96,One year,No,Mailed check,107,13,126,0,0,1
579,1579,19,107,4571.55,49.59,One year,DSL,Credit card,848,18,290,1,1,1
580,1580,81,71,2724.46,73.01,One year,DSL,Mailed check,567,13,11,0,1,0
581,1581,25,119,8668.21,81.5,Two year,Fiber optic,Credit card,448,12,290,1,0,1
582,1582,35,19,2721.4,54.34,Two year,DSL,Credit card,469,16,232,1,1,1
583,1583,30,56,1267.57,64.34,Month-to-month,DSL,Electronic check,28,4,254,0,1,1
584,1584,64,28,5554.66,87.24,Two year,DSL,Bank transfer,846,17,105,1,1,1
585,1585,52,33,6906.58,46.67,Two year,DSL,Credit card,700,8,151,1,1,1
586,1586,72,98,8944.72,80.39,Two year,Fiber optic,Electronic check,850,5,255,0,0,1
587,1587,22,53,3202.44,37.97,Month-to-month,Fiber optic,Bank transfer,18,13,70,0,0,1
588,1588,35,111,6341.85,118.52,Two year,DSL,Credit card,746,14,119,1,0,1
589,1589,67,118,9963.75,28.3,Month-to-month,Fiber optic,Electronic check,787,15,186,1,1,1
590,1590,49,110,2716.22,68.45,Month-to-month,Fiber optic,Electronic check,93,7,231,1,0,1
591,1591,57,61,9232.81,48.94,One year,DSL,Electronic check,38,19,228,1,0,1
592,1592,85,115,5310.47,62.66,Two year,Fiber optic,Credit card,647,6,175,1,1,1
593,1593,40,90,4880.96,55.28,One year,No,Mailed check,289,8,158,1,0,1
594,1594,36,35,645.71,119.97,One year,Fiber optic,Credit card,376,3,127,1,0,1
595,1595,80,86,3539.4,80.51,Two year,Fiber optic,Bank transfer,36,5,231,0,0,1
596,1596,18,29,5723.4,39.83,Month-to-month,DSL,Electronic check,163,6,282,1,0,1
597,1597,37,98,9893.03,74.8,One year,DSL,Bank transfer,107,5,115,0,0,1
598,1598,77,108,7149.3,97.73,Month-to-month,Fiber optic,Mailed check,347,14,109,0,0,1
599,1599,30,76,9487.27,47.91,Two year,Fiber optic,Bank transfer,133,4,2,1,0,1
600,1600,51,76,4841.96,54.53,Month-to-month,Fiber optic,Bank transfer,474,18,91,1,1,1
601,1601,22,97,8713.35,26.72,Two year,Fiber optic,Electronic check,325,15,39,0,0,1
602,1602,74,70,6094.66,89.48,Month-to-month,DSL,Electronic check,360,14,8,1,1,0
603,1603,27,12,3485.69,61.89,Two year,No,Electronic check,775,15,3,0,1,1
604,1604,45,78,3577.48,69.49,Month-to-month,DSL,Bank transfer,829,4,31,0,1,1
605,1605,28,17,3810.35,103.18,One year,Fiber optic,Credit card,36,4,329,0,1,1
606,1606,77,13,7351.24,97.57,One year,Fiber optic,Credit card,365,16,19,0,1,1
607,1607,36,55,5615.16,29.35,One year,Fiber optic,Bank transfer,557,18,160,1,0,1
608,1608,33,39,690.98,105.86,Month-to-month,DSL,Credit card,496,10,73,1,0,1
609,1609,46,90,6687.75,61.38,One year,DSL,Bank transfer,695,4,125,1,0,1
610,1610,52,6,7701.74,83.4,One year,No,Bank transfer,771,20,150,0,0,1
611,1611,76,47,6358.87,36.03,Month-to-month,Fiber optic,Credit card,34,17,150,1,0,1
612,1612,25,109,9144.19,41.52,One year,No,Bank transfer,710,8,54,0,1,1
613,1613,77,80,6755.68,117.64,Month-to-month,DSL,Electronic check,723,20,311,0,0,1
614,1614,43,22,98.33,81.5,Month-to-month,Fiber optic,Electronic check,142,14,231,0,1,1
615,1615,25,73,4948.4,29.93,One year,No,Electronic check,81,14,296,0,0,1
616,1616,32,111,7102.27,86.74,Month-to-month,No,Credit card,242,18,336,0,1,1
617,1617,53,13,659.6,74.32,One year,Fiber optic,Bank transfer,87,17,231,1,0,1
618,1618,81,93,5944.78,43.43,Two year,No,Credit card,695,10,79,0,0,1
