feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
-0.041,-0.724,-0.645,-1.068,0.53,1.303,2.658,0.145,1.515,1.759,0.868,0.057,-0.492,-0.638,-1.737,-1.122,1.366,0.636,-0.526,1.02,0.001,0.462,0.18,-0.288,-0.951,0.542,1.438,2.01,-0.524,0.28,0.708,-0.357,-1.773,1.786,2.13,0.117,0.222,-0.629,0.565,-0.396,-1.364,0.732,0.457,1.844,0.095,-2.551,0.027,0.162,0.492,1.876,0
-0.195,-1.165,-2.154,-1.078,0.16,1.177,-2.052,1.127,-0.65,0.571,0.916,0.938,1.109,-0.667,0.437,0.115,-1.036,-0.503,-1.674,-0.188,-0.251,-0.752,-0.53,-0.771,1.819,0.336,1.127,-0.493,-0.952,0.497,0.518,-0.17,-0.935,0.996,-2.402,1.123,-0.868,0.383,0.734,0.477,-0.464,-0.081,-0.53,0.121,0.542,1.152,0.221,1.045,0.691,0.468,0
0.026,0.118,0.708,-0.442,0.049,-1.134,-1.481,0.737,0.239,-0.546,-0.7,1.386,0.107,0.333,0.199,0.314,-0.587,0.077,-1.411,-1.487,0.13,-0.003,0.194,-0.102,1.252,0.206,0.994,0.413,0.719,-0.277,0.104,1.904,-0.782,0.434,-1.014,1.327,-0.567,0.362,-0.808,0.697,0.749,-0.382,-0.836,1.694,1.609,-2.332,0.942,-1.749,0.703,1.783,1
-2.768,1.19,1.911,-1.206,-0.629,0.059,-0.688,1.486,0.197,-0.462,0.365,1.118,0.606,0.141,-0.296,2.195,0.754,-0.036,-1.207,0.432,1.213,1.475,0.802,-0.369,-3.159,-0.091,0.86,-0.324,-0.099,-1.042,-1.517,0.694,0.892,-1.548,-1.855,-1.101,-1.239,-1.041,-0.933,0.045,0.912,-0.531,2.284,0.588,-1.966,-0.455,1.009,-0.365,0.279,-0.422,0
0.216,0.795,-0.301,-0.452,0.225,-0.121,1.423,-1.267,-0.326,0.823,0.78,0.665,-0.562,1.49,-1.251,-0.609,0.258,-0.665,0.259,-1.598,-0.673,1.316,1.311,-0.834,-0.275,0.37,1.227,0.069,1.437,0.389,-0.471,-0.726,1.115,1.387,-0.196,0.017,-1.061,-0.189,-0.249,0.559,-0.847,-0.126,0.434,-0.851,1.129,-0.57,-1.502,-2.288,0.072,-0.147,0
0.11,-0.953,-3.828,-0.679,0.446,-0.209,-0.302,-1.027,0.683,-0.24,0.661,-2.568,1.75,-0.939,0.8,-0.966,0.301,0.354,0.784,-1.676,0.397,-1.706,-0.085,-0.873,0.603,-0.714,0.868,0.012,-0.272,-0.618,1.347,-0.106,-1.281,-1.206,-0.309,-0.871,-1.432,-1.224,-0.497,2.438,-2.613,1.27,1.637,-1.302,-1.867,0.509,0.083,1.02,-1.409,0.398,0
-1.613,-0.183,-0.771,1.247,1.679,1.282,-1.225,-0.386,-1.632,1.006,-0.572,-0.884,0.84,2.725,1.31,-2.054,0.335,0.31,1.945,0.567,-0.231,-0.72,1.252,1.231,-0.157,0.193,0.554,-2.239,-2.191,1.011,0.867,-0.944,0.549,0.319,0.832,-1.953,0.906,0.63,0.439,-0.058,-1.262,2.687,0.478,-0.769,-0.646,-1.185,-0.432,0.167,-1.349,0.627,0
-0.845,-0.241,-0.351,1.05,-0.565,1.365,-1.496,-0.415,0.937,-0.631,-1.385,-0.555,1.252,-0.126,0.848,-0.345,-0.407,-1.065,0.25,0.766,0.057,-1.625,-1.652,-0.368,0.34,-0.314,0.462,-0.371,-1.421,1.226,0.053,0.267,-1.79,0.247,0.856,0.706,0.314,0.695,0.364,0.216,-0.394,0.22,0.482,-0.334,-0.893,-0.789,-0.515,0.396,0.102,0.112,0
-1.912,1.013,0.551,-1.763,-1.554,0.889,-1.643,-0.25,0.692,-0.003,0.859,-1.435,1.251,-0.342,0.249,1.216,0.275,-0.508,1.2,0.294,0.928,0.335,-0.544,-2.079,-0.077,-0.765,-0.23,-1.624,0.196,-0.913,0.164,0.584,-1.223,1.098,-1.607,-2.762,-1.18,0.069,-0.716,0.867,0.313,-1.466,-0.564,0.347,0.514,0.887,1.64,-1.527,-1.973,-0.787,0
-0.973,0.983,0.196,-1.443,0.741,0.44,-0.208,-0.695,-0.131,-0.218,-0.826,-0.93,1.754,-1.052,-0.971,0.181,-1.628,0.963,0.01,0.825,0.327,-0.501,-0.731,-0.871,0.527,-0.477,2.661,-0.23,-1.369,0.636,0.271,-0.987,2.003,-2.214,0.018,-1.038,1.248,-0.931,-0.591,-0.828,1.308,0.894,-0.356,-0.749,-1.682,0.796,-0.233,-1.293,-0.002,-0.215,0
-1.824,-1.784,0.335,-1.039,-1.076,0.379,1.277,-1.594,-1.996,0.809,-0.288,-0.79,-0.625,-1.876,0.253,-0.012,-0.518,-1.318,-0.615,-0.815,-0.969,-1.495,0.703,-0.049,1.196,0.013,0.044,-0.729,-1.008,-1.166,0.416,1.285,-0.362,0.265,1.13,0.349,0.329,-0.973,1.36,-1.414,0.794,-1.302,2.24,1.312,-0.538,0.328,0.237,-2.555,0.511,1.221,0
-0.169,1.476,-0.722,-1.009,-2.476,0.723,-1.294,0.418,0.162,1.318,0.326,-0.386,0.879,0.891,-1.437,1.943,1.208,-0.587,-1.804,1.127,0.728,1.929,-0.484,-0.143,1.833,0.015,0.329,1.129,-0.258,0.307,-0.474,0.214,0.03,-0.523,1.589,0.982,-0.966,1.116,-0.358,-1.609,-0.156,-1.092,-1.102,0.856,-0.986,-2.702,-0.722,1.363,-1.658,-0.041,0
-0.375,-0.048,0.21,-1.669,-2.113,-2.457,1.291,0.133,-0.209,0.499,-0.532,0.929,0.677,-0.023,0.004,0.002,0.508,-0.518,1.016,0.085,1.671,1.266,-1.274,0.517,1.194,0.129,0.558,0.748,-1.172,0.829,-0.402,1.71,-0.664,-0.241,0.407,0.392,-0.314,-0.703,2.327,-0.306,0.302,-0.28,1.154,-0.936,-0.306,0.873,0.223,-0.493,1.263,-1.254,1
-0.236,-0.624,2.509,-0.773,0.099,-0.522,-1.238,-0.819,-0.306,-1.199,-0.218,0.728,1.174,0.977,-0.333,-0.996,0.974,-1.144,-0.447,-0.355,-1.299,-0.168,-0.834,0.325,0.249,-0.365,-1.39,-0.198,0.382,1.242,-0.696,-0.29,-0.108,0.427,0.03,-0.199,-1.409,0.455,-1.248,-0.399,-0.583,-1.869,0.244,0.529,-0.054,-0.454,0.719,-0.231,-0.044,0.192,0
-1.245,1.753,0.562,0.601,-2.646,0.769,-0.92,-0.531,0.111,2.259,1.408,-0.247,0.283,-0.387,0.131,1.377,1.114,-0.808,0.342,0.345,1.992,-2.103,-0.181,0.034,-2.208,1.024,0.458,0.956,-0.052,1.033,0.166,0.907,-2.336,0.093,1.184,-0.602,0.016,0.8,-1.352,0.771,-0.532,0.438,1.448,-0.547,1.061,0.39,2.394,1.846,1.847,-0.439,1
-0.963,1.438,0.531,-0.832,0.96,0.527,0.963,-0.659,-0.378,-0.858,-1.652,-2.019,-0.729,-2.17,-0.698,0.513,-1.524,0.433,-0.39,1.353,-0.598,0.157,0.467,1.454,-0.847,0.635,0.303,1.205,-1.431,0.877,0.667,-0.262,0.903,-0.08,1.064,-2.018,-1.123,-0.956,-1.315,1.087,0.644,-1.158,-0.08,0.649,-2.873,0.51,-0.149,-0.64,1.462,0.714,1
-1.401,-1.104,0.218,-0.756,0.44,-0.03,-2.204,-1.776,0.23,-0.704,0.75,-0.783,-0.403,-0.71,0.905,1.718,0.272,1.052,-0.881,0.154,-0.654,-0.917,3.611,0.705,-2.556,0.619,-1.777,1.463,-0.959,0.204,-0.274,-0.668,1.248,1.934,0.506,0.352,0.107,-0.272,-0.232,-0.676,-0.104,0.581,-2.491,-0.131,-0.425,0.007,1.02,0.69,-2.466,0.363,0
0.809,-0.733,0.515,0.586,-0.006,1.172,0.297,0.571,-2.041,1.063,-0.375,1.225,0.619,-1.243,1.167,0.355,-0.427,1.394,-0.347,-0.485,0.316,-0.163,-0.736,-1.78,0.828,1.402,-1.907,0.314,-0.968,0.587,-0.894,-0.87,1.321,0.374,1.467,0.28,-1.401,-1.247,0.104,0.848,0.459,0.584,0.864,-0.144,1.555,0.533,-0.396,0.054,-0.772,3.113,1
0.465,2.247,-0.797,0.57,-0.701,-1.654,-1.889,1.071,1.179,-0.313,1.936,-0.181,-2.034,1.123,0.277,-0.15,0.476,0.611,0.054,0.881,-1.276,0.297,1.269,-0.398,-1.659,-0.97,0.557,-0.224,1.015,0.074,-0.187,-0.043,1.64,0.188,-0.111,1.959,0.977,-0.702,-0.823,-1.89,-0.487,0.177,-1.479,-0.247,1.019,0.794,-0.472,2.26,1.05,0.802,0
1.415,-0.521,-0.228,-0.514,1.199,-0.263,-0.776,2.032,0.515,-0.288,-0.544,-2.499,-0.544,1.392,0.178,-0.174,-2.186,-1.23,-0.676,-0.097,0.823,0.867,1.116,0.784,-0.15,-0.172,-0.028,-0.577,-1.757,0.53,1.609,0.754,-0.626,-0.269,-0.572,1.422,1.391,-0.881,-1.299,1.343,0.705,1.264,-0.59,-1.253,-1.083,-0.062,-1.595,0.552,0.062,1.115,0
2.734,0.905,-0.036,1.359,0.196,0.418,-1.994,0.26,0.307,-0.741,-0.849,-0.93,0.654,-0.864,0.433,0.011,-0.891,-0.99,-1.845,-0.452,-0.1,0.894,0.733,0.158,-0.562,-0.375,0.544,-0.528,0.84,-0.312,0.407,0.463,-0.602,1.162,1.293,0.91,0.115,-2.088,0.164,1.76,0.714,2.142,0.957,-0.194,-0.444,-0.127,0.323,-0.61,-0.149,-1.191,0
-1.385,2.618,-0.601,-0.732,-0.057,1.728,-0.58,0.984,-0.156,-0.197,-1.007,0.454,-0.274,0.144,-1.939,-0.012,-0.967,-1.55,-0.636,-0.775,0.59,0.575,0.579,0.973,-0.936,-0.707,0.552,0.842,0.145,-0.377,0.688,-0.315,-0.507,0.919,0.588,0.858,0.158,0.297,-1.83,0.661,-0.226,0.75,0.111,-0.037,-0.546,-1.855,-1.82,0.104,-1.081,1.403,0
1.292,-0.197,0.131,-0.129,-0.611,-0.968,-0.431,0.083,1.008,-0.068,0.435,1.734,0.323,0.223,0.958,0.626,-0.297,1.908,-0.227,-0.38,0.982,-0.262,1.098,-1.001,-0.339,-0.548,-1.49,-0.322,-1.323,-0.054,0.95,-0.089,-0.454,1.04,0.338,-0.819,0.615,1.491,0.389,-1.883,-0.846,-0.706,-0.471,3.086,0.064,1.248,-2.419,-0.122,-1.364,0.067,1
0.819,0.184,1.036,0.889,1.599,0.722,0.862,0.898,-0.904,-1.124,0.944,0.898,0.388,-0.889,-0.601,0.103,-0.576,-0.518,-0.161,1.112,-0.333,0.71,0.477,0.03,0.135,-0.397,2.727,-1.222,-0.995,1.94,-1.6,0.564,-0.011,-0.205,0.129,-1.119,-1.087,0.113,1.299,0.237,-2.13,-1.157,-0.621,0.542,1.486,1.107,0.889,-0.291,1.662,-1.565,0
0.922,2.385,-1.21,-1.059,0.153,-0.17,-0.876,-1.492,-0.919,-1.688,0.258,0.541,0.288,-0.199,-1.105,1.138,0.069,1.233,-0.769,0.703,1.859,1.562,1.83,-0.109,0.348,0.771,1.905,-1.172,-0.294,-0.185,-2.661,0.189,-0.693,1.042,0.828,0.686,0.015,-0.605,-0.099,1.057,1.08,0.107,-1.089,0.08,1.214,-1.967,0.504,0.402,0.165,0.342,0
-0.663,-1.754,-1.345,1.237,-0.927,-1.383,-0.788,0.398,0.443,-1.71,-2.629,-0.724,-1.087,0.715,-0.404,-0.529,-0.597,-0.091,1.605,-0.313,-0.04,1.785,-0.721,-1.357,-0.56,-1.105,-0.995,-0.949,0.065,0.576,0.748,-0.798,0.138,-1.559,0.786,1.133,1.183,-3.1,1.7,0.662,0.058,-0.559,0.271,-0.051,-0.883,1.097,-0.636,-1.263,1.229,-1.007,1
0.032,-2.677,-0.874,2.392,1.199,-0.379,1.433,-0.581,-0.27,1.277,0.588,0.496,0.44,-0.715,1.513,-1.129,-0.448,-0.911,-0.22,1.254,0.109,-0.091,0.329,0.188,0.09,1.062,-2.011,0.058,-0.789,-0.268,-0.467,-0.054,1.455,1.378,1.804,-0.22,0.5,1.45,-0.034,1.027,-0.896,0.253,-0.161,1.271,-0.496,2.369,-0.55,0.128,1.615,-0.361,1
0.071,0.529,0.665,-0.831,-0.34,-1.023,1.019,-0.848,-0.502,0.247,0.048,-1.211,0.812,-0.44,-0.793,-0.952,-0.777,0.851,-1.289,0.48,1.531,1.363,-0.046,1.213,-1.068,-0.82,0.504,-1.231,-0.71,0.405,0.044,-1.17,-2.357,-0.591,-0.188,0.028,0.028,-1.19,0.811,-1.439,0.159,-0.84,0.903,-0.154,0.271,1.926,1.103,1.12,-0.201,-0.033,0
0.759,1.108,0.983,0.441,1.943,0.089,0.282,-0.657,0.532,-0.123,1.293,-0.404,0.322,0.842,-1.158,-0.692,1.579,-0.166,1.05,0.175,-0.305,-0.109,0.427,-0.325,0.64,1.683,0.237,1.064,0.034,1.022,-0.018,1.179,0.756,-1.342,0.223,-1.041,0.358,0.313,0.784,0.342,-1.085,0.649,-0.056,-1.22,-2.089,-0.222,-0.481,0.065,1.932,-0.481,0
-0.527,0.217,1.009,-0.44,-1.119,-0.34,2.096,0.616,0.882,-1.12,-1.38,-0.153,0.18,-0.626,0.217,-1.657,-0.66,-1.61,-0.571,0.851,-0.502,-0.095,0.335,-3.02,-0.474,-0.145,-0.815,-2.032,-0.0,-0.112,-2.528,-1.107,1.688,-0.557,-0.122,0.695,1.255,0.581,-1.336,0.055,0.22,-0.702,-1.003,-1.941,1.169,-0.587,0.207,-1.28,1.2,-0.509,0
0.449,-0.399,1.558,-0.676,0.297,-1.39,-0.329,0.611,2.384,0.022,-1.443,1.151,-0.369,-0.889,0.939,0.158,1.688,2.408,-0.484,-0.141,-0.473,-0.039,0.298,-0.118,-0.547,0.247,0.599,1.341,-0.246,-0.983,-1.251,-0.237,0.047,-0.576,-0.268,0.55,0.28,-0.904,0.735,-1.982,0.348,0.099,-0.891,-0.774,-0.338,-0.379,-2.059,0.086,0.185,-0.803,0
0.012,0.259,0.222,0.562,-0.391,0.863,1.256,0.096,-1.111,0.829,0.816,-0.034,0.013,0.062,1.448,-0.49,1.439,0.292,-0.175,0.656,-0.44,-1.908,2.412,-0.897,-0.934,0.942,-1.246,-0.107,-0.29,-0.101,0.115,-1.229,0.182,1.204,-1.005,0.701,0.309,2.549,0.152,0.622,1.224,-0.52,-0.871,-0.419,-1.819,-0.325,-0.744,-0.971,-1.006,0.077,1
1.505,-0.017,0.31,-0.853,-1.967,-1.49,-0.758,0.957,-2.259,0.389,-0.33,0.913,-1.011,-1.484,0.388,0.456,0.571,-0.435,0.585,-1.246,0.926,-1.014,0.286,-1.23,-0.812,-0.277,-0.747,-1.258,0.317,0.987,-0.207,-0.542,-1.202,0.266,1.094,1.145,1.071,-1.504,-1.367,0.685,-0.622,-2.02,2.156,1.075,0.024,1.0,0.146,-1.2,0.443,-1.128,0
-0.64,0.455,-0.211,0.221,1.227,-1.844,0.385,2.227,-0.259,-0.781,0.149,-0.731,-0.704,-0.276,0.016,0.198,0.906,1.061,-0.049,2.015,0.681,-0.334,-0.821,0.245,-0.593,0.139,1.017,-2.335,1.142,0.534,0.146,-0.42,0.54,0.303,-0.261,1.721,-1.719,0.66,0.986,-1.911,0.156,-0.508,1.447,0.197,-1.286,-0.37,-0.222,2.555,-0.595,0.134,0
1.053,0.126,0.315,0.386,0.553,0.661,-0.763,0.458,-0.241,-0.325,-0.014,-0.56,-0.585,0.176,-0.602,-1.287,-1.418,0.77,0.013,-0.51,-0.978,-2.005,1.657,1.071,0.673,-0.288,0.416,1.096,-0.819,-0.426,1.282,1.503,0.077,0.009,0.65,-0.018,1.264,-0.245,0.232,0.632,0.071,-0.233,-0.285,0.05,-1.032,0.166,1.086,-0.705,-0.508,-0.982,0
-0.348,0.699,-0.56,0.046,1.489,1.067,0.579,0.519,0.237,-0.217,-2.33,2.519,2.2,-0.711,-0.115,-0.113,0.975,1.811,-0.294,1.786,1.434,0.597,-0.842,0.641,-0.066,0.699,0.895,1.464,-1.482,-0.533,1.681,-0.152,2.247,0.942,-0.649,-2.141,-0.94,0.388,0.402,-0.735,0.166,0.77,0.137,-1.269,0.987,0.328,-0.316,1.453,0.083,1.333,0
0.62,-0.186,-1.991,-0.41,0.743,0.269,-0.548,-0.084,0.709,-0.402,-0.155,1.3,0.167,2.488,1.407,0.309,-0.244,0.102,2.279,0.398,-0.447,0.835,-0.18,0.646,-1.182,0.279,1.137,-0.575,0.143,-0.71,2.444,-2.657,-1.339,1.362,1.405,-0.255,-0.32,-0.066,0.359,1.165,-0.02,0.77,-1.086,-1.37,-2.718,-0.615,-0.664,-1.226,-2.231,-0.233,0
-2.476,0.767,0.259,0.437,1.296,-0.636,-0.594,-0.783,0.07,1.256,0.112,-0.295,1.341,-0.743,-0.686,0.145,1.746,-0.682,-0.625,-0.037,-1.801,0.422,0.061,0.956,0.259,-0.944,-0.01,-1.226,1.676,-0.761,-0.085,-1.023,-1.166,-1.254,-1.412,-0.216,-0.314,0.2,0.163,-0.006,-1.469,1.661,-1.572,-0.221,-1.218,-0.599,-0.716,0.714,-1.428,-0.627,1
2.111,-0.277,0.0,0.067,1.588,-0.201,-0.464,-0.926,-1.203,-0.043,-0.96,-1.476,0.26,-1.242,0.079,0.537,0.962,1.112,0.776,0.446,-0.747,0.095,-0.214,-0.839,0.557,-1.422,1.085,-0.969,-0.32,1.797,-0.292,0.76,2.119,1.489,1.828,0.0,0.764,1.518,0.107,0.352,1.26,-0.095,-0.18,0.488,0.776,-1.424,-1.51,-0.732,-0.64,0.622,1
-1.355,-1.466,-0.07,-0.149,0.619,-1.386,0.072,-0.861,2.249,-1.127,1.065,-0.998,-0.395,-1.835,0.877,-0.815,-0.074,0.213,0.743,0.407,0.129,0.341,-0.782,0.522,0.111,0.094,-0.091,-0.742,0.261,0.052,0.82,-0.998,0.099,1.249,-0.798,-0.53,-1.876,0.14,0.914,0.612,1.101,0.436,-1.605,-0.421,0.753,0.607,1.235,-1.245,0.496,2.146,1
0.409,0.959,-0.761,-0.158,0.644,2.223,0.618,1.331,-0.653,0.257,-0.192,1.079,0.712,0.534,0.297,-0.546,-0.794,0.303,0.059,1.216,-1.117,-0.384,0.814,0.352,0.821,0.87,0.192,0.367,1.327,-0.1,-0.997,-0.29,-0.201,0.28,-0.598,0.737,1.03,-0.181,0.496,0.147,0.77,-0.132,1.052,0.357,0.873,-0.334,-1.563,0.492,0.336,-1.077,0
-1.095,0.606,-1.445,2.919,-0.891,1.777,-0.607,1.303,-2.098,1.749,1.977,0.18,1.113,-0.923,0.728,0.248,0.447,-0.62,0.71,-0.587,1.297,0.345,-2.104,-1.016,0.771,0.082,1.0,-2.329,1.082,-0.05,1.665,-0.765,-0.536,-0.434,1.308,-0.482,0.033,0.141,0.476,0.797,0.96,0.747,2.108,0.329,-1.336,-0.779,-0.77,-1.192,-0.438,2.149,1
-1.109,0.75,-0.025,-0.648,-0.98,0.678,1.679,1.001,-1.838,0.237,-0.208,-1.639,-0.505,-0.832,-1.305,0.732,0.707,-0.028,0.971,1.184,-1.965,-0.379,-1.651,0.553,2.088,-0.042,-0.107,0.472,-0.342,-0.269,0.296,-0.263,-2.434,-1.534,-1.462,-1.225,0.468,-0.338,0.152,-0.348,1.301,1.863,1.13,-0.023,1.046,0.327,-1.384,-0.219,0.33,-0.427,0
-0.066,0.357,-0.487,1.374,0.89,-0.388,-1.63,-0.735,-0.545,1.133,-1.906,-0.62,0.379,0.037,0.921,-0.332,2.311,0.254,-1.289,-0.693,0.366,0.308,-1.738,1.542,1.711,-0.266,-0.686,0.46,0.409,0.384,1.13,1.726,1.152,-1.131,-0.631,-0.202,1.274,-0.364,-0.645,-3.057,-0.389,0.795,-1.898,0.657,1.196,-0.344,-0.406,0.728,1.792,1.007,0
-1.359,-2.696,-0.137,-0.634,0.785,0.489,-1.451,-0.322,0.015,-0.153,1.874,-2.115,-0.459,0.301,-0.364,0.445,0.786,-0.965,-1.242,-0.78,-0.508,-1.063,-0.853,0.596,0.901,-1.334,-0.1,-0.065,0.981,-0.98,0.288,-1.858,-1.58,1.175,-0.049,0.004,1.233,0.608,-0.109,0.979,0.767,-0.057,-1.099,2.648,-0.272,1.556,1.169,-0.011,0.158,-0.776,1
-0.864,0.473,-0.761,0.232,-0.328,-0.039,-2.19,1.493,-0.647,-0.153,-0.531,-1.315,-0.013,-0.397,0.123,0.796,0.939,0.675,0.217,-1.007,-0.285,0.344,-1.627,0.436,1.572,-0.021,-2.813,0.836,0.194,0.002,0.447,-0.422,0.735,-0.386,1.481,0.762,0.114,-0.815,-1.358,1.845,0.832,0.464,0.552,-1.843,0.958,-0.124,-1.136,-1.009,0.081,-0.52,0
-2.092,1.184,-1.297,-0.246,-0.796,-0.759,1.024,0.67,-0.482,0.043,-0.153,1.192,0.687,-1.84,0.887,0.119,-0.942,-0.523,-0.558,-0.118,0.085,-0.01,0.463,0.259,1.61,0.473,0.315,0.092,-0.605,1.863,-0.592,-1.081,-0.502,1.412,-0.985,0.204,-0.19,-0.177,0.136,0.421,0.837,0.285,2.946,-0.152,0.64,-1.815,-0.972,-2.811,0.86,0.264,0
-1.958,0.807,0.755,1.679,0.553,-0.262,-1.188,2.71,1.788,-0.703,2.302,-1.648,-0.913,1.044,0.105,-1.778,-0.187,0.579,0.009,-0.402,-0.5,-1.675,1.113,0.443,0.235,0.286,0.44,0.565,0.027,1.024,-0.78,-1.939,0.361,-3.277,2.638,1.034,0.882,0.903,0.978,-0.111,-0.627,0.548,-0.61,0.449,2.523,0.566,1.864,-1.213,-1.636,0.463,0
1.159,-0.046,-0.711,0.884,0.184,0.113,-0.848,1.174,-0.378,1.948,-1.195,-0.408,0.346,2.226,-0.702,-1.382,0.276,1.007,-1.361,0.319,-1.003,1.084,0.054,-1.702,0.466,-0.399,0.951,1.046,-0.199,0.959,1.708,-0.102,-1.05,0.503,0.559,1.031,-0.071,-0.919,1.098,0.155,-0.703,-0.032,1.527,-0.021,0.035,-0.214,-0.453,0.247,0.068,0.771,0
0.113,-0.396,-0.158,0.563,2.826,-1.012,0.361,1.846,0.224,1.022,-0.992,-1.253,-0.43,-0.681,1.959,-1.328,1.043,1.213,-0.23,0.451,-0.866,-2.383,-1.015,-0.296,-1.134,1.065,1.234,0.79,0.352,1.144,0.372,0.027,0.035,-0.902,1.22,-0.504,-0.97,-1.532,-0.854,1.157,-1.268,-0.29,-0.685,-1.91,0.325,0.289,-0.545,-0.686,-0.182,1.828,0
-1.24,-0.358,1.253,1.385,-0.97,-0.066,0.03,0.557,-0.051,0.392,-0.897,1.044,-2.2,-1.218,-0.23,-0.658,1.179,-0.357,0.18,0.472,1.289,0.089,1.546,0.841,0.363,-0.577,0.753,-0.973,-1.107,0.132,1.774,-0.947,-0.697,0.266,0.133,-0.371,-2.255,-0.977,-0.655,-0.569,0.449,0.415,-1.584,0.53,-0.151,0.188,1.321,0.118,-1.058,-1.727,0
-0.534,0.507,0.784,0.22,-0.184,0.493,-0.874,-2.322,0.846,-0.095,-0.041,-0.256,0.045,-0.562,1.062,-0.431,0.01,2.516,-0.47,1.284,-0.879,1.513,0.042,0.268,-0.479,0.958,-0.278,0.258,-0.026,1.837,1.431,-0.221,0.262,0.848,2.839,-0.585,-0.263,0.874,-0.162,0.029,0.687,-1.13,-0.112,0.218,0.394,-1.166,-2.265,0.686,-1.157,0.077,0
1.308,-0.024,0.549,0.984,0.524,0.088,-1.303,-1.489,1.391,0.153,-0.134,-0.092,-0.458,1.888,-0.776,-1.197,1.909,-0.013,1.321,0.415,0.635,0.537,-0.901,0.923,-0.007,0.728,-0.899,0.665,-0.479,0.536,-1.337,-0.361,1.619,0.538,-0.651,0.908,-0.195,0.52,1.871,0.697,1.216,0.236,-0.167,0.216,0.871,1.246,-1.426,0.361,1.426,2.568,0
0.355,-0.249,-1.496,0.481,-0.331,0.218,1.523,-0.946,0.285,-1.007,1.855,-0.797,0.788,-0.685,-0.239,0.566,-0.904,1.088,-1.035,-0.179,-0.206,0.566,0.471,1.201,1.206,1.239,-1.263,-0.521,0.367,1.758,0.471,0.574,0.505,-1.985,-0.601,0.493,-0.467,1.333,-0.984,-0.161,1.954,-1.497,0.031,-0.23,0.082,0.842,-0.882,-0.594,1.66,-0.973,0
-2.151,0.371,-0.686,-0.722,-2.539,1.506,0.001,-0.091,-0.35,-0.628,-1.547,-0.981,-0.317,-0.664,-0.743,-0.839,0.101,-0.273,-1.905,-0.02,0.853,0.469,-1.687,-1.07,0.826,1.227,-2.126,-0.134,-0.389,-1.406,-0.412,0.166,1.157,0.211,-0.972,0.2,1.001,1.671,-0.042,-0.226,-0.012,0.415,-1.455,-0.925,0.237,-0.124,-0.082,-0.456,-0.375,-0.408,0
1.829,-0.061,0.547,-1.022,1.541,0.322,1.745,-0.158,0.461,0.385,0.449,0.23,0.889,0.045,0.397,1.877,0.751,0.925,0.849,-0.641,-0.296,-0.695,0.695,-0.068,-0.242,-1.451,1.496,-1.024,-0.383,0.448,-0.15,0.411,-1.215,0.43,-2.06,-1.592,-1.098,0.746,-1.156,0.228,-1.265,0.346,-0.675,1.113,0.65,-1.078,0.704,0.377,-0.898,-0.399,0
1.111,-0.577,-0.931,1.185,-0.274,-0.905,-0.351,2.466,0.237,0.173,-0.958,0.099,-0.487,-1.018,-1.124,1.251,0.174,-1.327,0.776,-0.45,0.425,-0.172,0.807,-0.959,-1.293,0.339,0.955,-2.043,2.339,0.278,0.396,-0.639,-0.355,-1.923,0.698,-0.945,-1.087,1.225,-0.333,-0.139,1.37,0.151,1.176,0.924,1.138,2.854,-0.953,2.031,0.512,0.335,1
0.894,0.56,-0.075,-0.107,0.364,0.318,2.115,-1.065,-1.347,-0.754,-0.537,-0.296,-1.23,-0.331,1.002,-1.441,0.75,0.771,-0.804,3.134,0.468,-1.919,0.149,-0.648,0.916,-0.647,-1.465,0.581,-0.299,0.229,1.163,0.133,0.213,1.583,0.564,-0.057,0.137,-0.115,-0.515,0.16,-0.512,0.209,-1.272,0.564,-0.635,0.286,-0.219,-0.619,0.535,-0.865,1
-0.353,-1.109,1.13,-1.853,-1.389,0.161,-0.448,-0.21,2.901,0.997,0.798,1.281,-1.333,-0.446,0.328,0.725,-0.581,-0.054,0.172,1.681,-0.074,-0.045,-0.983,-0.135,0.696,-0.323,-1.005,0.273,-0.528,0.319,1.243,-0.134,1.156,-2.372,0.206,0.794,-1.31,-1.948,1.165,-0.54,-0.963,2.038,0.067,-0.025,2.224,0.117,-0.708,-0.098,1.178,0.716,1
-0.137,-0.23,-0.817,0.247,-0.92,-0.065,-0.018,-0.581,0.599,1.325,-0.479,-1.559,-1.189,-2.0,0.383,-0.269,-1.114,0.33,0.366,0.943,1.434,-0.794,0.384,1.122,1.789,0.031,-1.244,1.728,0.21,-0.44,0.402,-0.056,0.206,0.086,-1.171,0.629,0.526,0.885,1.88,-0.206,0.099,-0.8,-0.302,-0.497,-0.14,0.402,-0.451,1.179,-0.411,0.146,0
