Date,Primary Type,Description,Location Description,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,target
01/02/2025 01:13:00 PM,NARCOTICS,POSSESS - CRACK,ALLEY,0,1122,11,27,23,18,1151293.0,1903272.0,2025,41.890463519,-87.719833886,1
01/08/2025 09:00:00 PM,THEFT,OVER $500,GAS STATION,0,1131,15,24,25,06,1144812.0,1896930.0,2025,41.873185004,-87.743795434,0
01/08/2025 05:24:00 PM,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,0,1532,15,37,25,18,1143338.0,1902559.0,2025,41.888659323,-87.749066571,1
01/13/2025 10:25:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,334,3,7,43,07,1193759.0,1857389.0,2025,41.763619486,-87.56538722,0
01/20/2025 10:39:00 AM,BATTERY,SIMPLE,CAR WASH,0,1221,12,36,24,08B,1162691.0,1903481.0,2025,41.890805777,-87.677969106,0
01/09/2025 01:58:00 AM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,0,621,6,17,71,03,1172289.0,1854291.0,2025,41.755617231,-87.644169735,0
01/04/2025 11:51:00 AM,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,0,812,8,13,64,11,1132484.0,1862478.0,2025,41.778866365,-87.789858447,0
01/18/2025 08:52:00 AM,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,0,2422,24,49,1,04A,1165525.0,1950528.0,2025,42.019844934,-87.666216277,1
01/20/2025 08:00:00 PM,ASSAULT,SIMPLE,APARTMENT,0,231,2,20,40,08A,1179001.0,1867736.0,2025,41.792361522,-87.61916287,0
01/25/2025 04:30:00 AM,THEFT,$500 AND UNDER,APARTMENT,0,2012,20,40,77,06,1164205.0,1937254.0,2025,41.983448889,-87.671451352,0
01/11/2025 04:39:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,0,1133,11,24,29,01A,1153217.0,1894674.0,2025,41.866831736,-87.71299623,0
01/05/2025 11:44:00 PM,ASSAULT,SIMPLE,STREET,1,812,8,13,64,08A,1132621.0,1861004.0,2025,41.77481905,-87.789390362,0
01/18/2025 02:06:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,0,1432,14,32,22,06,1160867.0,1917657.0,2025,41.929743818,-87.684273777,1
01/02/2025 08:00:00 PM,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,TAVERN / LIQUOR STORE,0,1511,15,29,25,04A,1136597.0,1907384.0,2025,41.902023021,-87.773706834,0
01/12/2025 05:52:00 PM,ASSAULT,SIMPLE,APARTMENT,1,825,8,16,66,08A,1160315.0,1862793.0,2025,41.779202789,-87.687817874,0
01/20/2025 02:50:00 PM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA TRAIN,0,813,8,13,62,17,1146457.0,1864995.0,2025,41.785519673,-87.738567526,0
01/08/2025 11:20:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1522,15,29,25,08B,1140229.0,1899130.0,2025,41.879307235,-87.760568178,0
01/10/2025 04:42:00 AM,CRIMINAL DAMAGE,TO PROPERTY,STREET,0,621,6,17,71,14,1172644.0,1853474.0,2025,41.753367468,-87.642892778,0
01/15/2025 05:49:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1622,16,41,11,08B,1132879.0,1931838.0,2025,41.969193334,-87.786791172,0
01/11/2025 11:30:00 AM,BURGLARY,FORCIBLE ENTRY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,0,2022,20,48,77,05,1168358.0,1937375.0,2025,41.983691836,-87.656173946,0
01/14/2025 12:30:00 PM,THEFT,FROM BUILDING,RESTAURANT,0,122,1,42,32,06,1174413.0,1901724.0,2025,41.885730721,-87.634972962,0
01/26/2025 02:42:00 AM,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,0,321,3,20,42,15,1182687.0,1861814.0,2025,41.7760262,-87.605830727,1
01/29/2025 08:30:00 PM,BATTERY,SIMPLE,RESIDENCE,0,423,4,10,46,08B,1197280.0,1847679.0,2025,41.736887555,-87.552805142,0
01/18/2025 07:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,1712,17,39,14,14,1149463.0,1933771.0,2025,41.974191117,-87.725760824,0
01/13/2025 03:00:00 PM,THEFT,$500 AND UNDER,RESTAURANT,0,824,8,14,63,06,1156030.0,1866339.0,2025,41.789020724,-87.70343201,0
01/19/2025 05:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,0,2211,22,19,74,08A,1156938.0,1832740.0,2025,41.696801258,-87.701007913,0
01/18/2025 01:00:00 AM,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,0,1935,19,43,7,06,1171844.0,1916431.0,2025,41.926144513,-87.643972752,0
01/26/2025 12:04:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,631,6,6,44,08B,1178124.0,1851091.0,2025,41.746705803,-87.622882835,0
01/21/2025 12:25:00 PM,ASSAULT,SIMPLE,APARTMENT,1,631,6,8,44,08A,1183298.0,1851901.0,2025,41.748809737,-87.603899033,0
01/13/2025 12:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,812,8,13,64,07,1136569.0,1861120.0,2025,41.77506794,-87.774914491,0
01/25/2025 08:30:00 PM,THEFT,$500 AND UNDER,STREET,0,631,6,6,44,06,1182619.0,1851944.0,2025,41.748943503,-87.606385782,0
01/12/2025 03:24:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,0,1832,18,42,8,06,1176106.0,1905725.0,2025,41.896671699,-87.628635323,0
01/07/2025 08:33:00 AM,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,CTA BUS,0,1214,12,27,24,18,1168519.0,1904430.0,2025,41.893285756,-87.656538409,1
01/20/2025 12:00:00 PM,THEFT,$500 AND UNDER,CTA BUS,0,825,8,16,66,06,1160040.0,1862784.0,2025,41.779183752,-87.688826305,0
01/20/2025 02:10:00 PM,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),0,913,9,11,60,03,1171478.0,1884155.0,2025,41.837585073,-87.646267101,0
01/25/2025 11:12:00 AM,ASSAULT,SIMPLE,APARTMENT,0,1812,18,43,7,08A,1172270.0,1915222.0,2025,41.922817554,-87.642443213,0
01/25/2025 05:03:00 PM,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,0,433,4,10,52,26,1202204.0,1832386.0,2025,41.694798415,-87.535284919,1
01/21/2025 01:36:00 AM,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,0,123,1,4,32,26,1175757.0,1897652.0,2025,41.874526794,-87.630160089,0
01/21/2025 03:18:00 PM,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,0,1532,15,28,25,18,1142583.0,1900989.0,2025,41.884365126,-87.751878314,1
01/18/2025 08:04:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,1,431,4,7,51,26,1193242.0,1840761.0,2025,41.718003458,-87.567824228,1
01/26/2025 01:30:00 PM,ASSAULT,SIMPLE,RESIDENCE,1,2525,25,35,22,08A,1151656.0,1915285.0,2025,41.923421197,-87.718184386,0
01/26/2025 05:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,2212,22,19,75,08B,1166007.0,1830250.0,2025,41.689780772,-87.667872821,0
01/05/2025 08:20:00 PM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,0,822,8,14,63,03,1155307.0,1868329.0,2025,41.794496075,-87.706029789,0
01/27/2025 09:22:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,421,4,7,43,14,1194534.0,1854130.0,2025,41.754657524,-87.562653749,0
01/19/2025 03:41:00 AM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,1,321,3,6,42,26,1182056.0,1860407.0,2025,41.772179881,-87.608187389,0
01/28/2025 01:00:00 AM,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,0,123,1,4,32,03,1176516.0,1895374.0,2025,41.868258726,-87.627442185,0
01/09/2025 04:00:00 PM,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,0,714,7,16,67,06,1164741.0,1863948.0,2025,41.782279941,-87.671559063,0
01/24/2025 10:15:00 PM,ROBBERY,STRONG ARM - NO WEAPON,CTA PARKING LOT / GARAGE / OTHER PROPERTY,0,113,1,4,32,03,1176427.0,1898772.0,2025,41.877585052,-87.627666361,0
01/28/2025 10:27:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,1233,12,28,28,07,1165981.0,1892242.0,2025,41.859895453,-87.666207446,0
01/26/2025 08:00:00 PM,THEFT,$500 AND UNDER,APARTMENT,0,233,2,20,41,06,1183236.0,1870863.0,2025,41.800844679,-87.603536578,0
01/02/2025 09:15:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,524,5,21,53,14,1171772.0,1826887.0,2025,41.680428005,-87.646865171,0
01/13/2025 11:20:00 AM,BATTERY,SIMPLE,SCHOOL - PRIVATE GROUNDS,0,131,1,3,33,08B,1176341.0,1890924.0,2025,41.856051578,-87.628218813,0
01/24/2025 01:29:00 AM,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,0,233,2,20,40,08B,1181892.0,1871351.0,2025,41.802214999,-87.608450329,1
01/04/2025 09:50:00 AM,THEFT,THEFT FROM MOTOR VEHICLE,STREET,0,233,2,20,41,06,1183055.0,1871351.0,2025,41.802188005,-87.604185177,0
01/20/2025 11:00:00 PM,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,0,925,9,20,37,07,1175330.0,1876384.0,2025,41.816175363,-87.632365176,0
01/25/2025 02:05:00 AM,BATTERY,SIMPLE,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",0,1522,15,29,25,08B,1139100.0,1898196.0,2025,41.876764817,-87.764736463,1
01/21/2025 10:05:00 AM,ASSAULT,SIMPLE,SMALL RETAIL STORE,0,823,8,14,66,08A,1156143.0,1862448.0,2025,41.778340981,-87.703122242,0
01/29/2025 05:27:00 PM,BATTERY,SIMPLE,APARTMENT,0,423,4,7,46,08B,1196948.0,1844748.0,2025,41.728852906,-87.554118677,0
01/27/2025 10:30:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER (SPECIFY),0,114,1,42,32,07,1179263.0,1902486.0,2025,41.887711996,-87.617139647,0
01/01/2025 11:10:00 AM,BATTERY,SIMPLE,APARTMENT,0,1031,10,22,30,08B,1150973.0,1886444.0,2025,41.844291824,-87.72144959,0
01/28/2025 06:44:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,1,733,7,17,68,08B,1171575.0,1856225.0,2025,41.760940037,-87.646729798,1
01/26/2025 09:54:00 PM,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,0,1013,10,22,30,26,1150615.0,1886436.0,2025,41.844276863,-87.722763609,1
01/01/2025 05:54:00 PM,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,0,624,6,6,44,04A,1182272.0,1852524.0,2025,41.750543123,-87.607639382,0
01/05/2025 02:00:00 AM,THEFT,THEFT FROM MOTOR VEHICLE,STREET,0,1235,12,25,31,06,1167039.0,1889518.0,2025,41.852397931,-87.662401967,0
01/03/2025 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,0,2512,25,29,18,11,1131571.0,1914340.0,2025,41.921199662,-87.792007111,0
01/15/2025 05:30:00 PM,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,0,623,6,17,69,26,1176778.0,1852607.0,2025,41.75089628,-87.627769334,0
01/14/2025 12:52:00 PM,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,RESIDENCE - YARD (FRONT / BACK),0,2432,24,49,1,11,1164144.0,1944893.0,2025,42.004411811,-87.67145855,1
01/03/2025 11:39:00 PM,BURGLARY,FORCIBLE ENTRY,APARTMENT,1,725,7,15,67,05,1165758.0,1862569.0,2025,41.778474249,-87.667869578,0
01/17/2025 04:00:00 PM,THEFT,$500 AND UNDER,STREET,0,1935,19,43,7,06,1170157.0,1917850.0,2025,41.930075366,-87.650130077,0
01/10/2025 08:00:00 AM,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,0,2031,20,40,4,11,1157235.0,1933762.0,2025,41.974011608,-87.697181124,0
01/29/2025 04:45:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,2523,25,35,21,08B,1151716.0,1918712.0,2025,41.932823993,-87.717873537,1
01/09/2025 08:56:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1632,16,38,17,08B,1133056.0,1923055.0,2025,41.945088772,-87.786346471,0
01/01/2025 11:39:00 AM,BATTERY,SIMPLE,RESTAURANT,0,1434,14,32,22,08B,1160053.0,1913029.0,2025,41.917061131,-87.687393113,1
01/18/2025 11:00:00 PM,BATTERY,SIMPLE,OTHER (SPECIFY),0,915,9,11,60,08B,1172358.0,1884345.0,2025,41.838087088,-87.643032408,0
01/13/2025 03:40:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,0,1733,17,35,16,17,1156068.0,1924141.0,2025,41.947634706,-87.701733287,0
01/10/2025 12:15:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,1,321,3,5,43,14,1186716.0,1860027.0,2025,41.771028038,-87.591117472,0
01/25/2025 09:17:00 PM,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,0,1111,11,28,25,06,1144216.0,1904687.0,2025,41.894482351,-87.745788678,1
01/09/2025 10:30:00 PM,THEFT,FROM BUILDING,APARTMENT,0,1413,14,35,22,06,1152266.0,1914391.0,2025,41.920955955,-87.715966658,0
01/18/2025 12:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,324,3,8,43,14,1186318.0,1857197.0,2025,41.763271679,-87.592665704,0
01/12/2025 07:36:00 PM,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,0,1011,10,24,29,18,1147282.0,1892830.0,2025,41.861887194,-87.734831722,1
01/24/2025 12:00:00 AM,THEFT,THEFT FROM MOTOR VEHICLE,RESIDENCE,0,735,7,17,67,06,1163947.0,1856612.0,2025,41.762165693,-87.674676077,0
01/05/2025 01:30:00 PM,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,1,1225,12,28,28,08A,1161196.0,1895797.0,2025,41.8697514,-87.683673099,0
01/08/2025 05:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,1,1124,11,28,27,08A,1155455.0,1899367.0,2025,41.879665142,-87.704654033,0
01/18/2025 06:12:00 PM,BATTERY,SIMPLE,APARTMENT,0,1834,18,2,8,08B,1177997.0,1903665.0,2025,41.890976131,-87.621752835,0
01/26/2025 10:51:00 AM,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,0,222,2,4,39,26,1183101.0,1874422.0,2025,41.810613999,-87.603920894,0
01/21/2025 03:40:00 PM,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,0,1532,15,37,25,18,1143318.0,1902558.0,2025,41.888656952,-87.749140044,1
01/29/2025 04:40:00 AM,THEFT,$500 AND UNDER,CTA TRAIN,0,1623,16,45,15,06,,,2025,,,0
01/24/2025 10:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1135,11,28,29,08B,1157035.0,1895237.0,2025,41.868300102,-87.698964559,0
01/17/2025 04:30:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,1531,15,37,25,07,1143789.0,1907547.0,2025,41.902338528,-87.747285189,0
01/01/2025 09:45:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,231,2,3,40,07,1178690.0,1868597.0,2025,41.794731271,-87.620277064,0
01/27/2025 08:30:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,1134,11,24,29,07,1155175.0,1895761.0,2025,41.869775529,-87.705778966,0
01/03/2025 09:00:00 AM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,0,2432,24,49,1,26,1165745.0,1943674.0,2025,42.001032737,-87.665603433,0
01/15/2025 12:50:00 PM,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,DEPARTMENT STORE,0,111,1,34,32,14,1176352.0,1900927.0,2025,41.883500187,-87.627876698,0
01/29/2025 08:40:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,2413,24,50,2,07,1158266.0,1942393.0,2025,41.997674376,-87.693152616,0
01/10/2025 08:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,222,2,5,39,14,1188165.0,1871757.0,2025,41.803181616,-87.585432024,0
01/26/2025 07:49:00 PM,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,1,823,8,14,66,08A,1156476.0,1862473.0,2025,41.778402881,-87.701900763,0
01/20/2025 12:00:00 AM,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER (SPECIFY),0,122,1,34,32,10,1175138.0,1900243.0,2025,41.881650549,-87.632355065,0
01/19/2025 04:18:00 PM,BATTERY,SIMPLE,SMALL RETAIL STORE,0,924,9,15,61,08B,1167567.0,1873583.0,2025,41.808659359,-87.660921846,0
01/04/2025 04:30:00 AM,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,0,623,6,6,44,04B,1179866.0,1851871.0,2025,41.748806566,-87.616475951,0
01/17/2025 01:04:00 PM,NARCOTICS,POSSESS - PCP,SIDEWALK,0,1011,10,24,29,18,1150137.0,1893749.0,2025,41.864353945,-87.724327457,1
01/16/2025 08:09:00 PM,ARSON,BY FIRE,CONVENIENCE STORE,0,732,7,6,68,09,1172163.0,1858942.0,2025,41.768382919,-87.644495002,0
01/24/2025 04:11:00 PM,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,0,623,6,6,44,15,1175188.0,1851232.0,2025,41.747158743,-87.633636815,1
01/28/2025 08:05:00 PM,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,SMALL RETAIL STORE,0,2234,22,21,75,03,1167351.0,1830170.0,2025,41.689532641,-87.662954683,0
01/10/2025 02:24:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,813,8,13,62,14,1149013.0,1866262.0,2025,41.788947619,-87.729163273,0
01/27/2025 06:50:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,712,7,16,68,06,1171593.0,1863070.0,2025,41.779723151,-87.646463474,0
01/06/2025 04:29:00 PM,NARCOTICS,POSSESS - CRACK,ALLEY,0,122,1,42,32,18,1175093.0,1901978.0,2025,41.886412499,-87.632468271,1
01/27/2025 08:49:00 PM,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,OTHER (SPECIFY),0,1022,10,24,29,15,1155476.0,1893284.0,2025,41.862972332,-87.704740491,1
01/12/2025 08:39:00 AM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,933,9,20,61,06,1171764.0,1873607.0,2025,41.808634077,-87.645527495,0
01/08/2025 12:00:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,1214,12,27,24,06,1169507.0,1905538.0,2025,41.896304737,-87.652877593,0
01/29/2025 08:31:00 AM,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,0,1722,17,39,16,26,1146802.0,1929104.0,2025,41.961435894,-87.735665879,0
01/17/2025 03:00:00 AM,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,0,1933,19,44,6,05,1168973.0,1918770.0,2025,41.932625696,-87.65445418,0
01/28/2025 08:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,122,1,34,32,07,1174780.0,1898776.0,2025,41.877633028,-87.633713529,0
01/24/2025 08:00:00 PM,BURGLARY,HOME INVASION,APARTMENT,1,1522,15,29,25,05,1139957.0,1897361.0,2025,41.874457845,-87.7616102,0
01/21/2025 09:26:00 PM,ASSAULT,SIMPLE,DEPARTMENT STORE,0,922,9,15,61,08A,1161131.0,1874302.0,2025,41.810768138,-87.684507864,1
01/22/2025 06:00:00 PM,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,1,832,8,16,66,04B,1161086.0,1858828.0,2025,41.768306354,-87.68510086,0
01/13/2025 07:00:00 AM,THEFT,$500 AND UNDER,APARTMENT,1,2531,25,29,25,06,1138737.0,1908985.0,2025,41.906377779,-87.765807291,0
01/11/2025 12:00:00 PM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,0,921,9,12,58,26,1156805.0,1877949.0,2025,41.820864505,-87.700276773,0
01/08/2025 12:00:00 AM,THEFT,$500 AND UNDER,STREET,0,2413,24,40,2,06,1158892.0,1940126.0,2025,41.991440776,-87.690912351,0
01/14/2025 08:29:00 PM,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,0,1832,18,42,8,26,1175527.0,1904468.0,2025,41.893235456,-87.630799671,0
01/28/2025 10:45:00 AM,THEFT,THEFT FROM MOTOR VEHICLE,STREET,0,2234,22,21,75,06,1169177.0,1829457.0,2025,41.687536862,-87.656290202,0
01/23/2025 04:45:00 PM,BATTERY,SIMPLE,SMALL RETAIL STORE,0,821,8,12,58,08B,1155614.0,1875367.0,2025,41.813803157,-87.704715262,1
01/11/2025 04:30:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,SMALL RETAIL STORE,0,124,1,28,28,07,1173307.0,1895355.0,2025,41.868278395,-87.639223526,0
01/20/2025 05:45:00 PM,THEFT,$500 AND UNDER,RESTAURANT,0,112,1,34,32,06,1176988.0,1900419.0,2025,41.882091837,-87.62555667,0
01/23/2025 09:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,0,825,8,16,66,07,1161089.0,1863977.0,2025,41.782435869,-87.684947566,0
01/19/2025 03:30:00 PM,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,123,1,4,32,06,1176456.0,1897484.0,2025,41.874050049,-87.627598768,0
01/21/2025 05:05:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,2011,20,40,2,07,1158773.0,1939779.0,2025,41.990491043,-87.691359635,0
01/01/2025 09:00:00 AM,THEFT,$500 AND UNDER,STREET,0,1711,17,39,12,06,1146570.0,1941762.0,2025,41.996174759,-87.736194424,0
01/22/2025 06:22:00 AM,THEFT,$500 AND UNDER,RESIDENCE,0,523,5,9,53,06,1173907.0,1822440.0,2025,41.668177768,-87.639181185,0
01/23/2025 02:00:00 PM,ASSAULT,SIMPLE,SMALL RETAIL STORE,0,1232,12,34,28,08A,1171070.0,1899648.0,2025,41.880108035,-87.647309981,0
01/09/2025 11:20:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,0,1132,11,24,26,07,1148979.0,1896576.0,2025,41.872134031,-87.728505368,0
01/09/2025 09:14:00 AM,ASSAULT,SIMPLE,APARTMENT,1,321,3,20,42,08A,1182684.0,1861922.0,2025,41.776322631,-87.605838376,0
01/09/2025 07:37:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1222,12,27,27,08B,1157252.0,1900552.0,2025,41.882880585,-87.698023476,0
01/01/2025 12:15:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1011,10,24,29,08B,1151611.0,1892782.0,2025,41.861671564,-87.718941798,0
01/16/2025 03:40:00 PM,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,1532,15,28,25,08A,1142367.0,1900240.0,2025,41.882313791,-87.752690113,0
01/04/2025 07:25:00 AM,ASSAULT,SIMPLE,APARTMENT,0,311,3,20,40,08A,1178263.0,1863570.0,2025,41.780946398,-87.621995369,0
01/12/2025 02:36:00 PM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,0,332,3,5,43,26,1186707.0,1860391.0,2025,41.772027099,-87.591138947,0
01/16/2025 06:09:00 AM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,1,1633,16,30,15,01A,1136879.0,1922345.0,2025,41.943072654,-87.772311463,0
01/18/2025 09:20:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,1,1915,19,46,3,26,1169166.0,1928428.0,2025,41.959123447,-87.653463411,1
01/25/2025 10:39:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,0,1431,14,1,22,06,1159682.0,1913243.0,2025,41.917656022,-87.688750258,1
01/14/2025 12:00:00 AM,THEFT,OVER $500,RESIDENCE,0,632,6,6,44,06,1179142.0,1846338.0,2025,41.733639879,-87.619297162,0
01/08/2025 01:00:00 PM,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,1,523,5,9,53,26,1174964.0,1820191.0,2025,41.661982712,-87.635379456,0
01/21/2025 02:05:00 AM,BATTERY,SIMPLE,APARTMENT,1,934,9,16,61,08B,1166834.0,1868249.0,2025,41.794037951,-87.663762731,0
01/04/2025 05:00:00 PM,ASSAULT,SIMPLE,STREET,0,1934,19,44,6,08A,1172532.0,1919109.0,2025,41.93347785,-87.641365287,0
01/04/2025 09:35:00 AM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,432,4,10,52,06,1204206.0,1835283.0,2025,41.702696883,-87.527856005,0
01/14/2025 08:24:00 PM,NARCOTICS,POSSESS - METHAMPHETAMINE,VEHICLE NON-COMMERCIAL,0,735,7,17,67,18,1164903.0,1858007.0,2025,41.765973624,-87.671132841,1
01/19/2025 05:30:00 AM,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,1,2531,25,29,25,04B,1136136.0,1911004.0,2025,41.911964984,-87.775313677,0
01/06/2025 07:00:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,413,4,8,48,06,1188353.0,1846118.0,2025,41.732821527,-87.585560041,0
01/22/2025 01:30:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,2023,20,48,77,06,1167370.0,1934861.0,2025,41.976814727,-87.659880317,0
01/24/2025 05:37:00 PM,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",CTA BUS,0,835,8,18,70,04B,1161673.0,1852174.0,2025,41.750034642,-87.683133558,0
01/12/2025 03:44:00 AM,THEFT,OVER $500,STREET,0,632,6,6,44,06,1178624.0,1849049.0,2025,41.74109097,-87.621112653,0
01/10/2025 03:32:00 PM,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,CHA APARTMENT,0,1211,12,26,24,20,1156188.0,1907011.0,2025,41.900626231,-87.701755961,0
01/27/2025 09:50:00 AM,ASSAULT,SIMPLE,APARTMENT,1,1511,15,29,25,08A,1137759.0,1904757.0,2025,41.894793327,-87.769501996,0
01/25/2025 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESTAURANT,0,131,1,3,33,11,1177083.0,1890123.0,2025,41.853836827,-87.625519566,0
