,Unnamed: 0,Debt,Overdue days,Initial limit,BIRTHDATE,SEX,EDU,INCOME,TERM,Credit history rating,LV_AREA,LV_SETTLEMENTNAME,INDUSTRYNAME,PDN,UNDERAGECHILDRENCOUNT,FAMILYSTATUS,target
190,16593,19103.5,0,20000.0,1962-07-31,Male,College,3400.76,60,B3,GOMEL'SKAJa,NIVY,Production,0.31,0,1,1
191,18034,4698.55,0,4750.0,1985-07-19,Male,College,3610.28,60,B2,g. Minsk,MINSK,Trade,0.4,2,1,1
192,17800,2446.51,0,2500.0,1990-01-14,Male,University,2824.01,60,B2,Gomel'skaja oblast',Mozyr',Production,0.33,1,1,1
193,15059,7548.77,0,8000.0,1981-06-13,Male,College,1299.75,60,C3,Minskaja oblast',MOLODEChNO,Production,0.18,0,2,0
194,12897,3727.42,0,4000.0,1984-06-16,Female,College,854.46,60,C2,Gomel'skaja oblast',SALTANOVKA,Public services,0.14,0,1,0
195,16310,10853.23,0,12000.0,1968-01-21,Male,College,1455.51,60,C1,MINSKAJa,VESEJa,Public services,0.25,0,2,0
196,14536,5736.37,62,6000.0,1986-03-06,Male,University,2829.36,36,D1,Gomel'skaja oblast',BEREZKI,Medicine and healthcare,0.09,1,2,0
197,9849,9054.02,0,10000.0,1983-07-01,Male,College,2356.96,60,D2,VITEBSKAJa,VITEBSK,Agriculture,0.36,1,1,0
198,12912,930.77,0,1000.0,1963-12-27,Female,High school,630.82,60,B2,Minskaja oblast',RADOShKOVIChI,Retired,0.4,0,1,1
199,16556,15282.79,0,16000.0,1977-10-12,Female,College,1948.7,60,B2,g. Minsk,Minsk,Trade,0.35,0,2,0
200,12034,6000.0,185,6000.0,1979-08-01,Male,College,1569.5,60,C1,MOGILEVSKAJa,MOGILEV,Production,0.4,1,2,0
201,13740,1256.31,0,1350.0,1976-03-27,Female,University,1086.55,60,D1,g. Minsk,MINSK,Medicine and healthcare,0.24,0,1,0
202,17444,1910.34,0,2000.0,1989-02-17,Male,High school,1258.56,60,C1,g. Minsk,MINSK,Production,0.3,1,1,1
203,16077,817.05,0,1000.0,1982-01-29,Male,College,1619.06,24,D2,Grodnenskaja oblast',LIDA,Production,0.29,2,2,0
204,9049,6081.13,0,8700.0,1987-05-01,Female,University,2710.08,24,B2,g. Minsk,Minsk,Finance and Insurance,0.4,0,1,1
205,15232,14153.88,0,15000.0,2004-12-24,Female,College,2420.77,60,C2,g. Minsk,Minsk,Trade,0.28,1,1,1
206,14654,943.59,0,1000.0,1996-09-06,Male,College,1858.27,60,D1,Grodnenskaja oblast',Baranovichi,Transport/Logistic,0.4,1,1,0
207,16901,1910.34,0,2000.0,2000-12-02,Female,High school,1172.63,60,C3,Minskaja oblast',ZADOR'E,Finance and Insurance,0.33,0,2,1
208,13382,1887.17,3,2000.0,2003-06-26,Male,College,1900.0,60,C3,Minskaja oblast',ZhODINO,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.11,0,2,0
209,16219,955.17,0,1000.0,1976-12-26,Male,College,2287.53,60,B2,GOMEL'SKAJa,GOMEL',Public Administration,0.2,0,1,1
210,11563,1257.9,0,1400.0,1990-04-20,Female,College,895.91,60,D2,Minskaja oblast',SOLIGORSK,Trade,0.24,1,2,0
211,17602,1931.17,0,2000.0,1990-12-18,Male,College,3497.52,60,B3,Vitebskaja oblast',MIORY,Construction,0.2,2,1,0
212,13279,6522.61,0,7000.0,2000-06-02,Male,College,1691.96,60,B1,g. Minsk,MINSK,Production,0.28,0,2,1
213,11770,5923.17,0,8000.0,1996-02-21,Male,University,3556.61,24,A3,g. Minsk,MINSK,Trade,0.19,0,2,1
214,17816,928.75,0,1000.0,2002-03-22,Female,"Incomplete, University",1337.97,24,A3,g. Minsk,Minsk,Trade,0.14,0,2,1
215,18231,2500.0,0,2500.0,1995-08-04,Male,College,2381.17,24,C1,Mogilevskaja oblast',BOBRUJSK,Construction,0.33,0,1,0
216,10382,917.72,3,1000.0,1994-01-30,Female,College,787.7,60,B3,BRESTSKAJa OBLAST',MIKAShEVIChI,Production,0.39,2,1,1
217,13565,931.85,0,1000.0,1991-07-02,Female,College,927.34,60,C2,Vitebskaja oblast',POLOTsK,Trade,0.4,1,2,0
218,17322,1858.99,0,2000.0,1988-04-22,Female,University,1776.66,60,B2,Vitebskaja oblast',KOHANOVO,Information Technology,0.17,0,2,1
219,15181,817.05,0,1000.0,1986-08-26,Female,High school,1670.94,24,C2,GRODNENSKAJa,OZERY,Agriculture,0.32,2,1,1
220,16078,1415.37,0,1500.0,2003-05-18,Male,College,1286.54,60,E2,Gomel'skaja oblast',ZJaBROVKA,Production,0.24,0,2,0
221,16977,955.17,0,1000.0,1985-11-23,Male,High school,1906.45,60,B2,Minskaja oblast',BORISOV,Production,0.31,1,1,1
222,17474,18187.17,0,19200.0,1967-07-27,Female,College,1428.12,60,A1,g. Minsk,Minsk,Trade,0.4,0,2,1
223,16259,12283.33,0,14000.0,2000-08-27,Male,College,1785.3,60,D1,Brestskaja oblast',HVOROSNO,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.38,0,2,0
224,12738,18623.68,0,20000.0,1981-12-07,Male,High school,3839.3,60,A3,Brestskaja oblast',ZAKROSNITsA,Agriculture,0.37,3,2,1
225,13934,943.59,3,1000.0,1992-10-08,Male,College,1348.41,60,C3,Vitebskaja oblast',SVISTELKI,Trade,0.33,0,2,0
226,13511,1397.76,0,1500.0,1991-03-17,Female,College,1172.0,60,E1,Vitebskaja oblast',POLOTsK,Finance and Insurance,0.21,1,2,0
227,12660,4450.57,124,4500.0,1990-03-17,Female,College,857.69,60,D1,Minskaja oblast',SOLIGORSK,Trade,0.35,1,2,0
228,13376,10250.4,0,11000.0,1980-03-21,Female,College,1510.69,60,A2,Mogilevskaja oblast',GORODETs,Agriculture,0.32,0,2,1
229,13213,2143.28,0,2300.0,1968-02-09,Female,College,691.93,60,D1,VITEBSKAJa,TULOVO,Production,0.4,0,1,0
230,13713,3026.16,0,3500.0,1989-06-05,Male,University,4016.2,36,D2,Gomel'skaja oblast',REChITsA,Production,0.4,1,2,0
231,10473,12947.16,0,14300.0,1972-01-10,Female,College,1506.08,60,B1,MINSKAJa,LESNOJ,Medicine and healthcare,0.4,0,2,1
232,17080,955.17,0,1000.0,1995-01-26,Male,University,1702.62,60,C2,Brestskaja oblast',Bol'shie Vikorovichi,Science and Education,0.33,0,2,0
233,13066,5591.12,0,6000.0,1994-03-11,Male,University,1193.03,60,B3,g. Minsk,MINSK,Science and Education,0.34,0,1,1
234,17113,1187.92,0,1500.0,1991-11-21,Male,College,3271.12,24,C1,g. Minsk,MINSK,Production,0.12,1,2,0
235,13515,3115.89,0,4000.0,1996-03-01,Male,College,1105.06,24,C3,Vitebskaja oblast',STAROE SOKOLINO,Agriculture,0.2,2,1,0
236,16998,955.17,0,1000.0,1984-09-09,Male,College,2510.59,60,E1,g. Minsk,MINSK,Transport/Logistic,0.4,3,1,0
237,13649,1289.86,0,1500.0,1967-03-16,Female,College,824.73,36,C1,Minskaja oblast',Janovichi,Trade,0.37,0,2,1
238,13775,6398.16,0,7400.0,1979-06-01,Female,High school,754.03,36,B3,Vitebskaja oblast',GLINNOE,Agriculture,0.4,1,2,0
239,17902,978.61,0,1000.0,1989-11-04,Male,University,1585.31,60,C3,Brestskaja oblast',DROGIChIN,Production,0.4,1,2,0
240,16091,7100.0,124,7100.0,2000-06-22,Male,High school,1210.96,60,C1,VITEBSKAJa,BORZDOVKA,Agriculture,0.4,0,2,0
241,16250,4298.17,0,4500.0,1969-07-07,Female,High school,835.53,60,C2,Minskaja oblast',KUPNIKI,Public services,0.16,0,2,0
242,11870,1379.92,0,1500.0,1990-03-02,Male,High school,2106.5,60,D1,g. Minsk,MINSK,Production,0.39,2,1,0
243,10863,4662.78,0,5150.0,1984-05-05,Male,University,637.17,60,A2,g. Minsk,MINSK,Science and Education,0.4,0,2,1
244,14164,1509.74,3,1600.0,1971-04-25,Female,High school,838.44,60,D3,Gomel'skaja oblast',MOISEEVKA,Agriculture,0.06,0,2,0
245,15288,3774.37,0,4000.0,1976-05-12,Male,University,4957.35,60,D3,GRODNENSKAJa,GRODNO,Construction,0.33,0,2,0
246,11367,1379.92,0,1500.0,1974-08-18,Male,College,711.78,60,B3,MINSKAJa,URECh'E,Transport/Logistic,0.19,0,1,0
247,16732,5364.64,3,5550.0,1998-03-29,Male,University,1534.02,60,D3,Grodnenskaja oblast',LIDA,Science and Education,0.4,0,2,0
248,12193,1742.63,0,3000.0,1993-10-08,Female,University,860.79,24,C1,Grodnenskaja oblast',SLONIM,Public services,0.19,1,2,0
249,10517,5643.7,124,6000.0,1983-07-13,Female,College,1103.04,60,B3,MINSKAJa,ZAJaMNOE,Production,0.16,2,1,0
250,13600,2096.66,0,2250.0,1984-05-14,Male,High school,891.02,60,C1,Minskaja oblast',Ravnopol'e,Production,0.4,2,1,0
251,12006,1839.9,0,2000.0,1975-01-16,Female,College,948.63,60,B2,Minskaja oblast',KOREN',Trade,0.29,1,1,1
252,12305,1682.01,0,2000.0,1998-07-12,Male,University,1337.93,36,B3,GOMEL'SKAJa OBLAST',BOTVINOVO,Trade,0.24,0,2,1
253,12719,2336.89,0,3000.0,2000-09-13,Female,University,1940.59,24,B1,BRESTSKAJa,BEREZhNOE,Finance and Insurance,0.24,0,2,1
254,11348,1209.42,0,1500.0,1983-09-27,Male,College,1660.63,36,D2,Minskaja oblast',GORA,Production,0.38,2,1,0
255,15695,1329.15,0,1500.0,1997-04-07,Male,College,2028.21,60,D2,Brestskaja oblast',PINSK,Production,0.25,0,1,0
256,16832,6896.67,62,7000.0,1976-10-29,Female,College,1154.61,60,D3,GOMEL'SKAJa,DEMIDOV,Agriculture,0.18,0,2,0
257,10288,3983.79,0,4400.0,1992-05-19,Male,University,1151.09,60,B2,g. Minsk,MINSK,Construction,0.4,1,1,1
258,11966,189.69,0,1000.0,2000-06-09,Male,College,1500.0,24,C2,GRODNENSKAJa,GRODNO,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.35,1,1,1
259,13478,931.85,0,1000.0,1995-07-10,Male,College,2015.04,60,E1,g. Minsk,Minsk,Production,0.37,0,2,0
260,17772,3458.91,0,3700.0,1991-01-17,Male,University,1434.32,36,A3,MOGILEVSKAJa,LENINO,Medicine and healthcare,0.11,2,1,1
261,12115,4599.81,0,5000.0,1991-08-27,Male,University,3120.93,60,E2,BRESTSKAJa,BREST,Medicine and healthcare,0.3,0,2,0
262,14240,864.6,0,1000.0,1992-05-09,Male,University,2814.04,36,C2,g. Minsk,MINSK,Public services,0.2,0,2,0
263,14497,916.09,0,1000.0,1980-10-08,Female,College,894.33,60,E3,Vitebskaja oblast',MIORY,Agriculture,0.16,0,2,0
264,15530,966.6,33,1000.0,2003-07-10,Female,"Incomplete, University",1643.37,60,C3,VITEBSKAJa,VITEBSK,Trade,0.38,0,2,0
265,12266,13799.43,0,15000.0,1974-01-13,Male,"Incomplete, University",3174.07,60,A3,g. Minsk,MINSK,Trade,0.24,1,1,1
266,15028,6416.44,0,6800.0,1980-01-13,Female,College,835.68,60,B2,GRODNENSKAJa,MOZhEJKOVO,Public services,0.24,0,2,1
267,16617,7532.18,0,7900.0,2002-07-05,Male,High school,589.69,60,C3,g. Minsk,MINSK,Public services,0.4,0,2,0
268,9977,698.97,0,1000.0,1987-02-17,Female,University,2110.32,24,B3,Minskaja oblast',FANIPOL',Information Technology,0.34,1,1,1
269,13229,1331.29,3,1500.0,2005-01-02,Male,College,538.21,36,D2,MINSKAJa,URECh'E,Public services,0.39,0,2,0
270,16956,955.17,0,1000.0,1996-10-11,Female,College,2065.34,60,D1,Brestskaja oblast',KVASEVIChI,Agriculture,0.3,0,2,0
271,12985,1600.0,156,1600.0,1994-02-15,Male,College,649.54,60,C1,GRODNENSKAJa,DVORETs,Agriculture,0.09,0,2,0
272,14153,4659.28,0,5000.0,1983-10-24,Male,University,3348.73,60,C1,Gomel'skaja oblast',REChITsA,Production,0.24,1,1,1
273,10021,1358.07,0,1500.0,1967-11-12,Female,College,1121.18,60,C3,Brestskaja oblast',DROGIChIN,Medicine and healthcare,0.21,0,2,0
274,16642,955.17,0,1000.0,1994-01-18,Male,College,3744.87,60,E3,Gomel'skaja oblast',SVETLOGORSK,Production,0.26,2,1,0
275,11687,5519.76,0,6000.0,1974-02-19,Female,College,734.77,60,C2,Minskaja oblast',MOLODEChNO,Trade,0.29,0,2,0
276,10094,2850.69,0,3500.0,1986-05-06,Male,College,1589.88,36,C2,g. Minsk,MINSK,Production,0.09,2,1,0
277,9661,905.38,0,1000.0,1987-01-19,Female,College,1076.03,60,C2,g. Minsk,MINSK,Trade,0.25,2,1,1
278,14053,4717.96,3,5000.0,1971-03-20,Female,College,1074.91,60,D2,MOGILEVSKAJa,MOGILEV,Medicine and healthcare,0.14,0,2,0
279,10778,18351.57,3,20000.0,1966-01-19,Male,College,1714.87,60,A1,MINSKAJa,JuZUFOVO,Transport/Logistic,0.34,0,1,1
280,13042,1956.87,0,2100.0,1963-07-25,Female,College,821.78,60,B3,GRODNENSKAJa,GRODNO,Science and Education,0.23,0,1,1
281,17855,2740.09,0,2800.0,1987-02-06,Female,University,1292.47,60,B3,MINSKAJa,URECh'E,Science and Education,0.4,2,1,1
282,12383,1194.67,0,1480.0,2001-08-17,Male,University,1407.0,36,D1,Mogilevskaja oblast',GORKI,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.16,0,2,0
283,13196,3913.76,0,4200.0,1970-09-30,Male,College,1580.91,60,D2,Mogilevskaja oblast',Bobrujsk,Production,0.08,1,1,0
284,18000,14049.18,0,14200.0,1981-10-20,Male,High school,6136.1,60,B3,g. Minsk,MINSK,Production,0.4,3,1,0
285,14350,3349.74,0,3550.0,1983-11-08,Female,University,962.06,60,B2,Vitebskaja oblast',VASIL'KI,Public services,0.4,2,1,1
286,15159,8100.0,124,8100.0,1986-10-16,Male,University,1065.66,60,D3,g. Minsk,Minsk,Production,0.4,2,2,0
287,12842,1487.04,0,1600.0,1985-11-16,Female,College,589.16,60,D1,Minskaja oblast',KAZEJKI,Science and Education,0.08,0,1,0
288,16921,10029.32,0,10500.0,1997-11-26,Male,College,1000.0,60,B3,VITEBSKAJa,POD'EL'TsY,Public services,0.31,0,1,0
289,17883,1148.25,0,1200.0,1997-10-19,Male,College,1784.64,36,C1,Mogilevskaja oblast',ChAUSY,Medicine and healthcare,0.4,1,1,1
290,10338,6790.5,0,7500.0,1988-03-30,Female,College,1471.79,60,B2,Mogilevskaja oblast',KLIMOVIChI,Trade,0.26,2,1,1
291,9286,6337.81,0,7000.0,1984-08-28,Female,College,2121.69,60,A1,g. Minsk,MINSK,Medicine and healthcare,0.12,2,1,1
292,11865,2299.87,0,2500.0,1991-05-12,Female,College,977.96,60,D1,Gomel'skaja oblast',KORMA,Science and Education,0.1,1,2,0
293,14011,2225.28,124,2250.0,1974-01-08,Female,College,843.98,60,D2,VITEBSKAJa,VITEBSK,Medicine and healthcare,0.4,1,1,0
294,18372,1000.0,0,1000.0,1993-06-30,Male,College,2778.22,60,E2,g. Minsk,MINSK,Construction,0.37,1,1,0
295,11314,891.68,0,1500.0,1998-05-16,Male,College,1045.0,24,C2,Vitebskaja oblast',BARAN',Trade,0.4,0,1,0
296,11574,6834.85,0,8500.0,1973-06-15,Female,College,1734.4,36,A3,Brestskaja oblast',PINSK,Production,0.4,0,2,1
297,14828,4552.99,3,5000.0,1986-09-21,Male,"Incomplete, University",5940.77,36,E2,Gomel'skaja oblast',SVETLOGORSK,Production,0.36,2,1,0
298,16264,909.14,0,1000.0,1986-01-06,Male,College,4137.75,60,C2,Minskaja oblast',Staro-Borisov,Construction,0.16,1,1,0
299,10761,4526.97,0,5000.0,1983-11-03,Male,College,2691.56,60,D1,GRODNENSKAJa OBLAST',LESchENJaTY,Production,0.34,0,1,0
300,11909,2759.91,0,3000.0,2002-04-04,Male,High school,2098.79,60,D3,g. Minsk,MINSK,Production,0.34,0,2,0
301,15871,943.59,0,1000.0,2002-09-07,Male,College,537.47,60,D1,Grodnenskaja oblast',IV'E,Public Administration,0.26,0,2,0
302,11763,9199.62,0,10000.0,2002-10-15,Male,High school,1324.72,60,D2,GRODNENSKAJa,BAKUNY,Agriculture,0.23,2,1,0
303,16964,1910.34,0,2000.0,1986-05-16,Female,"Incomplete, University",2152.69,60,C2,MOGILEVSKAJa,MOGILEV,Trade,0.4,0,2,0
304,14569,5834.41,0,6200.0,1994-06-04,Male,College,1098.26,60,A3,Gomel'skaja oblast',BRAGIN,Culture and Art,0.24,0,2,1
305,11959,5519.76,0,6000.0,1996-02-16,Female,University,1076.4,60,C1,MOGILEVSKAJa,MOGILEV,Production,0.36,1,1,1
306,10970,917.72,3,1000.0,1987-08-08,Male,University,2181.15,60,D2,g. Minsk,MINSK,Production,0.3,1,1,0
307,14111,1304.56,0,1400.0,1988-04-07,Male,University,2164.62,60,C2,BRESTSKAJa,BREST,Production,0.39,0,2,1
308,8645,1204.06,0,1350.0,1975-08-22,Female,High school,767.46,60,B3,Brestskaja oblast',GANTsEVIChI,Medicine and healthcare,0.15,0,1,1
309,16866,854.62,0,1000.0,2005-01-25,Male,High school,801.78,24,D1,Minskaja oblast',SMOLEVIChI,Trade,0.29,0,2,0
310,18083,1403.61,0,1500.0,1996-06-14,Male,College,1800.0,36,B3,Mogilevskaja oblast',BOBRUJSK,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.32,1,1,1
311,10011,3712.16,0,4100.0,2004-02-18,Male,High school,1249.22,60,C3,Minskaja oblast',PETRIShKI,Trade,0.4,0,2,0
312,16258,6925.0,0,7250.0,1977-06-16,Female,College,1731.68,60,C3,Minskaja oblast',FANIPOL',Public services,0.4,0,1,1
313,12601,1168.48,0,1500.0,2001-08-01,Male,College,1500.0,24,B3,VITEBSKAJa,VITEBSK,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.25,1,1,1
314,12056,6341.24,0,6900.0,1988-04-20,Female,College,1661.91,60,C3,Mogilevskaja oblast',BYHOV,Trade,0.18,2,1,0
315,17734,4015.86,0,4150.0,1996-10-02,Male,College,1586.41,60,C2,Mogilevskaja oblast',Krasnopol'e,Production,0.4,0,1,0
316,11468,2471.67,156,2500.0,1971-03-13,Female,College,703.91,60,C1,Brestskaja oblast',MALORITA,Public services,0.11,1,2,0
317,12998,7936.05,62,8500.0,1994-09-20,Male,High school,2181.44,36,C2,Minskaja oblast',Cherven',Trade,0.4,0,2,0
318,9848,1710.46,0,2100.0,1998-10-28,Male,College,633.5,36,A3,Gomel'skaja oblast',GOMEL',Production,0.4,0,2,1
319,10940,814.46,0,1000.0,1984-10-06,Female,University,2839.35,36,E3,g. Minsk,Minsk,Construction,0.19,1,2,0
320,16610,2382.97,0,2500.0,1992-09-16,Male,High school,834.97,60,B2,Gomel'skaja oblast',ZhLOBIN,Production,0.09,0,2,0
321,13422,1397.76,0,1500.0,2000-12-14,Male,College,853.5,60,D2,Minskaja oblast',NOVOE POLE,Finance and Insurance,0.05,0,2,0
322,10279,5432.43,0,6000.0,1976-10-20,Female,College,1770.17,60,E2,g. Minsk,MINSK,Production,0.38,1,1,0
323,12280,919.95,0,1000.0,2003-05-28,Male,"Incomplete, University",975.07,60,C1,g. Minsk,MINSK,Finance and Insurance,0.06,0,2,1
324,13546,11648.18,0,12500.0,1980-06-20,Female,University,6501.85,60,C1,Minskaja oblast',DROZDOVO,Production,0.4,1,1,1
325,16540,7163.79,0,7500.0,1989-07-23,Male,College,848.53,60,C2,Minskaja oblast',UZDA,Production,0.27,0,2,0
326,18150,1000.0,0,1000.0,1995-01-05,Female,College,1294.25,24,C3,g. Minsk,MINSK,Science and Education,0.38,0,2,0
327,10083,1810.84,0,2000.0,1973-05-21,Male,High school,1941.55,60,C1,Minskaja oblast',PLASTOK,Agriculture,0.36,0,2,0
328,14263,9318.55,0,10000.0,1988-05-03,Female,College,2832.21,60,C1,Minskaja oblast',Senitsa,Production,0.34,3,1,1
329,13895,5468.74,0,6000.0,1972-07-14,Male,College,1634.09,60,C3,Minskaja oblast',SOSNOVYJ BOR,Production,0.12,0,2,0
330,10064,1358.07,0,1500.0,1986-11-18,Female,High school,1529.8,60,B3,Vitebskaja oblast',PRUDINKI,Agriculture,0.24,1,1,1
331,11709,1839.9,0,2000.0,2000-03-14,Male,College,1278.87,60,D1,g. Minsk,Minsk,Production,0.3,1,1,0
332,18045,24734.47,0,25000.0,1987-08-19,Female,University,9012.66,60,B1,g. Minsk,MINSK,Finance and Insurance,0.32,1,1,1
333,10306,12043.56,0,15000.0,1964-06-01,Male,University,2231.43,36,A2,Gomel'skaja oblast',BEREZINA,Science and Education,0.33,0,2,1
334,10062,1720.27,0,1900.0,1979-10-17,Female,University,1330.58,60,C3,GOMEL'SKAJa,GOMEL',Production,0.38,1,2,0
335,11577,7359.74,0,8000.0,1982-09-26,Female,High school,1286.35,60,C3,Gomel'skaja oblast',HOJNIKI,Agriculture,0.19,0,2,0
336,15587,1062.16,0,1300.0,1966-11-23,Male,College,2259.85,24,C2,g. Minsk,MINSK,Trade,0.21,0,1,1
337,11864,1251.35,0,1500.0,1968-08-16,Male,High school,740.0,36,C2,Mogilevskaja oblast',ZAGAT'E,Public services,0.38,0,1,0
338,14998,1887.17,0,2000.0,1999-02-10,Male,College,684.18,60,A3,Grodnenskaja oblast',VOLKOVYSK,Science and Education,0.09,1,1,1
339,13357,774.61,0,1000.0,1976-05-02,Female,High school,511.56,24,C1,Minskaja oblast',Dzerzhinsk,Production,0.11,0,2,0
340,9891,3621.59,0,4000.0,2004-07-29,Male,College,913.54,60,C1,MOGILEVSKAJa,MOGILEV,Transport/Logistic,0.29,0,2,0
341,15699,943.59,0,1000.0,1999-01-15,Male,College,1651.11,60,E2,Minskaja oblast',BORISOV,Production,0.25,0,2,0
342,14865,2358.96,0,2500.0,1999-07-28,Male,College,1715.99,60,C1,BRESTSKAJa,BREST,Transport/Logistic,0.1,0,2,0
343,15231,6605.13,0,7000.0,2001-08-03,Male,College,2000.0,60,E1,g. Minsk,MINSK,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.32,0,2,0
344,17545,4833.02,0,5000.0,1992-02-06,Male,College,1603.29,60,D3,Vitebskaja oblast',NOVOPOLOTsK,Public Administration,0.38,1,1,0
345,11832,981.91,0,2000.0,1991-03-17,Female,College,1574.51,60,D3,Vitebskaja oblast',POLOTsK,Finance and Insurance,0.13,1,2,0
346,15551,8162.02,62,8500.0,1992-05-29,Male,College,2269.97,60,D1,Minskaja oblast',ZAOSTROVECh'E,Agriculture,0.23,0,1,0
347,18070,2473.45,0,2500.0,1986-03-15,Female,University,4312.36,60,B3,Minskaja oblast',TARASOVO,Trade,0.4,2,1,1
348,10533,1448.64,0,1600.0,1971-01-21,Male,College,1178.97,60,B3,Minskaja oblast',MOLODEChNO,Production,0.4,0,1,0
349,13246,931.85,3,1000.0,2000-01-03,Male,College,1450.0,60,C3,GRODNENSKAJa,SEN'KOVSchINA,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.39,0,2,1
350,14973,836.2,0,1000.0,1999-01-17,Male,College,2228.49,36,C2,BRESTSKAJa,BREST,Transport/Logistic,0.18,0,2,0
351,11439,2932.39,3,3200.0,1980-07-29,Female,High school,1500.0,60,C3,Minskaja oblast',ZARECh'E,Production,0.06,0,1,0
352,13615,934.73,0,1200.0,1996-07-10,Male,University,1932.97,24,B3,g. Minsk,MINSK,Medicine and healthcare,0.12,0,2,1
353,10380,1038.55,0,1500.0,1989-01-20,Female,College,2429.94,24,D2,g. Minsk,MINSK,Trade,0.32,1,2,0
354,15830,2416.5,33,2500.0,1974-01-13,Female,University,1135.63,60,D3,Mogilevskaja oblast',KRIChEV,Trade,0.38,0,1,0
355,14224,14672.79,3,15550.0,1994-09-12,Male,College,5324.88,60,D1,Brestskaja oblast',Skoki,Production,0.4,2,1,0
356,14414,1331.87,0,1500.0,1996-10-18,Female,University,1187.64,36,A2,Gomel'skaja oblast',ZhLOBIN,Production,0.22,1,2,0
357,12339,2221.16,0,3000.0,2002-08-17,Male,College,1447.47,24,C2,MINSKAJa,VIShNEVETs,Agriculture,0.11,0,2,0
358,11976,1439.0,156,1500.0,2002-09-15,Male,High school,2398.73,24,E1,g. Minsk,MINSK,Public Administration,0.21,0,2,0
359,15730,9907.7,0,10500.0,1988-05-18,Male,College,1703.06,60,C3,Minskaja oblast',MOLODEChNO,Production,0.4,0,1,0
360,11251,980.0,185,1000.0,2003-08-24,Male,High school,1400.0,60,D3,Minskaja oblast',HATEZhINO,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.35,0,2,0
361,15899,1032.06,0,2500.0,1988-06-08,Male,University,2463.59,24,A2,g. Minsk,MINSK,Transport/Logistic,0.37,0,2,1
362,13124,12327.28,62,13000.0,1984-07-07,Female,College,1128.29,60,C1,Minskaja oblast',TROJChANY,Agriculture,0.36,0,1,0
363,12620,4193.36,0,4500.0,1995-10-29,Male,College,1261.28,60,C3,Vitebskaja oblast',KIROVSKAJa,Production,0.26,0,2,0
364,17097,6686.21,0,7000.0,1997-11-06,Male,High school,1233.88,60,C1,MINSKAJa,KOLODISchI,Trade,0.34,0,2,0
365,16015,13823.62,0,14650.0,1983-10-14,Male,College,3401.33,60,D2,Gomel'skaja oblast',Zhlobin,Production,0.4,2,1,0
366,18074,7712.39,0,7800.0,1987-02-26,Male,University,1761.0,60,C1,g. Minsk,Minsk,Trade,0.4,0,1,1
367,16634,4324.18,0,5000.0,1978-11-28,Female,College,2166.25,36,C2,Minskaja oblast',TJuRLI,Trade,0.09,1,2,0
368,14412,2972.33,0,3150.0,1988-02-26,Male,College,516.0,60,D1,g. Minsk,MINSK,Transport/Logistic,0.4,0,1,0
369,12669,13977.83,0,15000.0,1986-01-19,Male,College,3402.0,60,B2,g. Minsk,MINSK,Production,0.29,2,1,1
370,14122,1863.69,0,2000.0,1991-12-19,Male,College,2223.9,60,C2,g. Minsk,MINSK,Construction,0.03,0,2,0
371,12123,4599.81,0,5000.0,1991-04-02,Female,College,1003.51,60,B2,Minskaja oblast',SOROChI,Trade,0.16,1,2,1
372,14964,8020.55,0,8500.0,2003-03-20,Male,College,1286.4,60,C1,Grodnenskaja oblast',SKIDEL',Science and Education,0.39,0,2,0
373,15904,1837.17,0,2000.0,1980-12-15,Male,University,2581.29,60,D1,BRESTSKAJa,BREST,Production,0.37,2,1,0
374,17050,954.53,0,1000.0,1994-08-23,Male,College,1880.44,60,E1,g. Minsk,MINSK,Transport/Logistic,0.35,1,1,0
375,13102,3115.89,0,4000.0,1984-02-25,Female,University,1479.46,24,C1,g. Minsk,MINSK,Trade,0.33,2,1,1
376,11576,740.41,0,1000.0,1999-12-17,Male,College,746.22,24,C1,GOMEL'SKAJa,GOMEL',Trade,0.36,0,2,0
377,13220,3019.48,33,3200.0,1984-05-04,Male,College,1321.42,60,D2,VITEBSKAJa,VERETEI,Public services,0.1,0,1,0
378,10756,3621.59,0,4000.0,1982-08-17,Male,College,2753.77,60,C1,Minskaja oblast',SOLIGORSK,Production,0.34,2,1,1
379,10972,2850.69,0,3500.0,1980-07-12,Male,University,2663.45,36,A3,g. Minsk,MINSK,Production,0.4,1,1,1
380,14629,3347.51,0,3800.0,2003-12-18,Male,University,1688.58,60,B3,g. Minsk,MINSK,Construction,0.12,0,2,0
381,9883,1810.84,0,2000.0,1967-11-24,Female,High school,972.13,60,D1,Minskaja oblast',HVOJNIKI,Public Administration,0.37,0,1,0
382,13368,18637.11,0,20000.0,1982-03-28,Female,University,2148.48,60,C3,g. Minsk,Minsk,Agriculture,0.39,1,2,1
