,Gender,Age,Education,Nationality,Marital_Status,Governorate,Aware_151,Call_151,The_reason_of_the_call,Call_center_employee_communication_skills_evaluation,Satisfaction_with_the_doctors_response,How_often_do_you_receive_call_center_news,target
231,Male,18-24,High school,Kuwaiti,Single,Capital,Yes,Yes,Inquiries,3.286,3.0,2.4,0
232,Male,18-24,Bachelor,Kuwaiti,Married,Capital,Yes,Yes,Inquiries,2.286,3.143,3.0,1
233,Female,25-29,Bachelor,Kuwaiti,Single,Jahra,Yes,Yes,Vaccination,1.571,2.143,3.1,1
234,Female,18-24,Bachelor,Kuwaiti,Single,Around,Yes,Yes,Inquiries,2.714,3.0,4.1,1
235,Female,25-29,Bachelor,Kuwaiti,Married,Capital,Yes,Yes,Vaccination,2.143,3.429,2.8,1
236,Female,25-29,Bachelor,Kuwaiti,Single,Capital,Yes,Yes,Vaccination,1.571,2.429,1.9,1
237,Female,Under 18,High school,Kuwaiti,Single,Farwaniya,Yes,Yes,Vaccination,1.714,1.857,2.7,1
238,Male,40-49,Doctor,Kuwaiti,Married,Farwaniya,Yes,Yes,Inquiries_COVID19,1.857,2.0,2.6,1
239,Male,25-29,Bachelor,Kuwaiti,Single,Jahra,Yes,Yes,Inquiries,2.857,2.429,2.8,1
240,Male,30-39,High school,Kuwaiti,Married,AlAhmadi,Yes,Yes,Inquiries,2.857,2.714,2.7,1
241,Male,18-24,High school,Kuwaiti,Single,Around,Yes,Yes,Complaints,3.857,3.143,2.8,1
242,Male,18-24,Bachelor,Kuwaiti,Single,Around,Yes,Yes,Inquiries_COVID19,2.857,3.429,2.5,0
243,Male,Under 18,High school,Kuwaiti,Single,Jahra,Yes,Yes,Complaints,4.143,3.429,2.3,1
244,Female,18-24,Bachelor,Kuwaiti,Widow,Jahra,Yes,Yes,Inquiries,2.857,2.429,2.3,0
245,Female,25-29,Bachelor,Kuwaiti,Married,Capital,Yes,Yes,Complaints,4.0,2.857,3.7,0
246,Male,25-29,Bachelor,Kuwaiti,Single,Farwaniya,Yes,Yes,Complaints,1.714,2.143,2.2,0
247,Male,30-39,Bachelor,Kuwaiti,Married,Mubarak AlKabir,Yes,Yes,Inquiries,1.857,2.0,1.9,0
248,Male,60 and above,Bachelor,Kuwaiti,Married,Around,Yes,Yes,Medical_Consultation,1.857,2.0,2.3,0
249,Male,30-39,Bachelor,Kuwaiti,Married,AlAhmadi,Yes,Yes,Inquiries,1.857,2.429,2.3,1
250,Male,18-24,High school,Kuwaiti,Single,Around,Yes,Yes,Complaints,2.143,2.714,2.6,0
251,Male,25-29,Bachelor,Kuwaiti,Single,Around,Yes,Yes,Complaints,2.286,3.0,1.8,0
252,Female,40-49,Master,Kuwaiti,Widow,Around,Yes,Yes,Medical_Consultation,3.143,3.143,2.5,1
253,Female,30-39,Bachelor,Kuwaiti,Married,Capital,Yes,Yes,Complaints,3.714,2.0,2.7,0
254,Female,25-29,High school,Kuwaiti,Single,Around,Yes,Yes,Inquiries,3.286,3.286,3.1,1
255,Female,18-24,Bachelor,Kuwaiti,Married,AlAhmadi,Yes,Yes,Vaccination,2.571,2.429,3.3,1
256,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,Yes,Complaints,1.429,1.143,1.9,0
257,Female,25-29,Bachelor,Kuwaiti,Single,Around,Yes,Yes,Inquiries_COVID19,1.714,1.857,2.4,1
258,Female,25-29,Bachelor,Kuwaiti,Married,Around,Yes,Yes,Complaints,1.0,2.143,2.3,1
259,Male,18-24,High school,Kuwaiti,Single,Farwaniya,No,Yes,Inquiries,2.143,2.143,2.3,1
260,Male,18-24,High school,Unspecified,Single,Jahra,Yes,Yes,Inquiries,2.571,3.0,3.5,1
261,Female,30-39,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,Yes,Inquiries,3.143,3.0,3.6,1
262,Female,30-39,Diploma,Kuwaiti,Married,Farwaniya,Yes,Yes,Inquiries,1.857,2.286,3.1,1
263,Male,50-59,Doctor,Kuwaiti,Married,Around,Yes,Yes,Inquiries_COVID19,2.571,2.286,2.2,0
264,Male,40-49,Bachelor,Kuwaiti,Married,Around,Yes,Yes,Complaints,2.143,1.286,2.3,1
265,Female,18-24,Bachelor,Unspecified,Single,AlAhmadi,Yes,Yes,Complaints,1.0,1.0,1.0,0
266,Female,25-29,Master,Kuwaiti,Single,Capital,Yes,Yes,Inquiries_COVID19,2.429,1.429,3.6,0
267,Female,18-24,Diploma,Kuwaiti,Single,Farwaniya,Yes,Yes,Complaints,2.143,2.143,1.6,1
268,Female,18-24,High school,Other nationality,Single,AlAhmadi,Yes,Yes,Inquiries,1.0,1.0,2.5,0
269,Female,25-29,Bachelor,Other nationality,Single,Farwaniya,Yes,Yes,Vaccination,1.143,2.429,2.0,1
270,Male,30-39,Diploma,Kuwaiti,Married,AlAhmadi,Yes,Yes,Inquiries,2.571,1.857,3.0,1
271,Male,25-29,Bachelor,Kuwaiti,Single,Capital,Yes,Yes,Complaints,1.0,1.0,2.3,0
272,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,Yes,Vaccination,1.571,1.714,2.5,1
273,Male,30-39,High school,Kuwaiti,Married,Jahra,Yes,Yes,Medical_Consultation,4.143,1.0,4.0,1
274,Male,30-39,High school,Kuwaiti,Married,Jahra,Yes,Yes,Medical_Consultation,3.714,1.0,3.0,1
275,Male,40-49,Diploma,Kuwaiti,Married,Farwaniya,Yes,Yes,Vaccination,1.429,2.143,3.0,0
276,Male,18-24,Diploma,Other nationality,Single,Jahra,Yes,Yes,Complaints,3.714,1.429,2.7,1
277,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,Yes,Yes,Medical_Consultation,1.286,1.0,3.7,1
278,Female,40-49,Master,Kuwaiti,Widow,Mubarak AlKabir,Yes,Yes,Inquiries,3.429,3.143,3.0,0
279,Male,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,Yes,Yes,Vaccination,1.857,1.714,2.1,0
280,Male,25-29,Bachelor,Kuwaiti,Single,Farwaniya,Yes,Yes,Complaints,1.714,2.429,1.5,0
281,Female,50-59,Bachelor,Kuwaiti,Married,Farwaniya,Yes,Yes,Inquiries,1.0,1.0,2.6,0
282,Female,18-24,Bachelor,Unspecified,Single,AlAhmadi,Yes,Yes,Vaccination,1.143,1.0,1.8,0
283,Female,25-29,Less than high school,Kuwaiti,Single,Mubarak AlKabir,Yes,Yes,Medical_Consultation,1.286,1.429,3.6,0
284,Male,18-24,Bachelor,Kuwaiti,Single,Around,Yes,Yes,Inquiries,1.857,1.571,2.8,0
285,Male,18-24,Diploma,Kuwaiti,Single,Farwaniya,Yes,Yes,Inquiries,1.286,2.143,1.0,0
286,Male,18-24,Bachelor,Kuwaiti,Married,Farwaniya,Yes,Yes,Vaccination,1.571,1.0,3.0,0
287,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,Yes,Inquiries_COVID19,1.0,1.0,2.7,0
288,Male,50-59,Diploma,Kuwaiti,Married,Capital,Yes,Yes,Vaccination,1.0,1.0,1.0,0
289,Male,18-24,Diploma,Kuwaiti,Single,Farwaniya,Yes,Yes,Inquiries,1.286,1.571,2.3,0
290,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,1.6,1
291,Female,40-49,Doctor,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,2.3,1
292,Female,40-49,Doctor,Kuwaiti,Widow,AlAhmadi,No,No,Complaints,3.0,3.0,3.2,1
293,Female,18-24,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.3,1
294,Female,18-24,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,2.5,1
295,Female,30-39,Diploma,Unspecified,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.8,1
296,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,5.0,1
297,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.3,1
298,Female,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,2.8,1
299,Female,25-29,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,4.6,1
300,Female,25-29,High school,Unspecified,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.4,1
301,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
302,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.0,1
303,Female,25-29,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.8,1
304,Female,30-39,Master,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,2.4,1
305,Female,25-29,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,1.7,1
306,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.8,1
307,Female,25-29,High school,Other nationality,Widower,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.9,1
308,Female,18-24,High school,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,4.0,1
309,Female,25-29,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.7,1
310,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.9,1
311,Female,18-24,Diploma,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,4.1,1
312,Female,30-39,Bachelor,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,3.9,1
313,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,1.4,1
314,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.9,1
315,Female,40-49,High school,Kuwaiti,Widow,Jahra,Yes,No,Complaints,3.0,3.0,4.2,1
316,Female,18-24,Bachelor,Other nationality,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.8,1
317,Female,Under 18,Less than high school,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,3.8,1
318,Female,25-29,High school,Kuwaiti,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,5.0,1
319,Female,Under 18,Less than high school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.4,1
320,Female,30-39,Master,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.0,1
321,Female,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.7,1
322,Female,25-29,Bachelor,Other nationality,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.4,1
323,Female,40-49,Diploma,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.3,1
324,Female,25-29,High school,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,2.8,1
325,Female,40-49,Diploma,Other nationality,Widow,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.9,1
326,Female,30-39,High school,Unspecified,Married,Jahra,Yes,No,Complaints,3.0,3.0,4.6,1
327,Female,30-39,Bachelor,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,5.0,1
328,Female,25-29,Less than high school,Unspecified,Married,Jahra,No,No,Complaints,3.0,3.0,2.2,1
329,Female,30-39,Bachelor,Unspecified,Widow,Jahra,No,No,Complaints,3.0,3.0,3.1,1
330,Male,25-29,Bachelor,Kuwaiti,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,5.0,1
331,Male,40-49,Bachelor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,3.0,1
332,Male,40-49,High school,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,4.2,1
333,Male,30-39,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,3.0,1
334,Male,25-29,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.2,1
335,Male,18-24,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,1.4,1
336,Male,25-29,Bachelor,Unspecified,Single,Capital,No,No,Complaints,3.0,3.0,3.2,1
337,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.8,1
338,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,1.0,1
339,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,1.8,1
340,Male,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.5,1
341,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.5,1
342,Male,18-24,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,2.9,1
343,Male,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.0,1
344,Male,18-24,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,1.8,1
345,Male,30-39,Diploma,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.7,1
346,Male,18-24,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.0,1
347,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.5,1
348,Male,25-29,Diploma,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.8,1
349,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.0,1
350,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.1,0
351,Male,18-24,High school,Other nationality,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.7,1
352,Male,18-24,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.4,1
353,Male,18-24,Diploma,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,2.2,1
354,Male,25-29,Bachelor,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.0,1
355,Male,18-24,High school,Other nationality,Single,Around,Yes,No,Complaints,3.0,3.0,4.1,1
356,Male,30-39,High school,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,4.0,1
357,Male,25-29,Diploma,Unspecified,Single,Capital,No,No,Complaints,3.0,3.0,3.0,1
358,Male,18-24,Diploma,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,2.2,1
359,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,5.0,1
360,Male,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.0,1
361,Male,25-29,Less than high school,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,3.7,1
362,Male,25-29,Diploma,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,1.5,1
363,Male,30-39,Bachelor,Other nationality,Widow,AlAhmadi,No,No,Complaints,3.0,3.0,4.0,1
364,Male,18-24,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.2,1
365,Male,18-24,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.1,1
366,Male,18-24,Bachelor,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,3.5,1
367,Male,Under 18,Less than high school,Other nationality,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.5,1
368,Male,18-24,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.9,1
369,Male,30-39,Less than high school,Unspecified,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,4.6,1
370,Male,30-39,Doctor,Kuwaiti,Widow,AlAhmadi,No,No,Complaints,3.0,3.0,5.0,1
371,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,4.0,1
372,Male,18-24,Diploma,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,2.6,1
373,Male,18-24,Diploma,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.7,1
374,Female,40-49,Doctor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,3.0,1
375,Female,18-24,High school,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.7,1
376,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.5,1
377,Female,25-29,Diploma,Kuwaiti,Widow,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.1,1
378,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.1,1
379,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.9,1
380,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.8,1
381,Female,40-49,High school,Kuwaiti,Widow,Mubarak AlKabir,No,No,Complaints,3.0,3.0,4.2,1
382,Female,40-49,High school,Kuwaiti,Widow,Mubarak AlKabir,No,No,Complaints,3.0,3.0,4.0,1
383,Female,18-24,High school,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,3.3,1
384,Female,40-49,Bachelor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,2.7,1
385,Female,60 and above,Doctor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,3.1,1
386,Female,40-49,High school,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,4.5,1
387,Female,50-59,Diploma,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.9,1
388,Female,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.6,0
389,Female,25-29,High school,Unspecified,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.3,1
390,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.9,1
391,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.6,1
392,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,2.5,1
393,Female,50-59,High school,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,4.1,1
394,Female,18-24,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,2.0,1
395,Female,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.2,1
396,Female,50-59,Doctor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.6,1
397,Female,25-29,Diploma,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.7,1
398,Female,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,2.2,1
399,Female,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.2,1
400,Female,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.1,1
401,Female,50-59,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,1.1,0
402,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.7,1
403,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.9,1
404,Female,30-39,High school,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,3.3,1
405,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.6,1
406,Female,18-24,High school,Other nationality,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.2,1
407,Female,25-29,Diploma,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,4.6,1
408,Female,50-59,Less than high school,Kuwaiti,Widow,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.1,1
409,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.7,1
410,Female,50-59,Less than high school,Kuwaiti,Widow,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.0,1
411,Female,25-29,Diploma,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,1.6,1
412,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.7,1
413,Female,25-29,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,1.0,1
414,Female,18-24,High school,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,3.6,1
415,Female,25-29,Diploma,Kuwaiti,Married,Jahra,Yes,No,Complaints,3.0,3.0,3.0,1
416,Female,18-24,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,3.4,1
417,Female,30-39,Diploma,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.2,1
418,Female,25-29,Diploma,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,1.4,1
419,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.2,1
420,Female,25-29,Diploma,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.4,1
421,Female,30-39,Diploma,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.8,1
422,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,4.2,1
423,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.0,1
424,Female,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.5,1
425,Female,18-24,High school,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.8,1
426,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.9,1
427,Female,40-49,Diploma,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,3.0,1
428,Female,25-29,Bachelor,Kuwaiti,Widow,AlAhmadi,No,No,Complaints,3.0,3.0,2.5,1
429,Female,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.1,1
430,Female,18-24,Diploma,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,3.4,1
431,Female,18-24,Diploma,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.7,1
432,Female,25-29,Bachelor,Other nationality,Single,Jahra,Yes,No,Complaints,3.0,3.0,4.3,1
433,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.0,1
434,Female,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.8,1
435,Female,18-24,Bachelor,Kuwaiti,Widow,Farwaniya,No,No,Complaints,3.0,3.0,2.0,1
436,Female,30-39,Bachelor,Kuwaiti,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.4,1
437,Female,25-29,Diploma,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.3,1
438,Female,18-24,High school,Other nationality,Single,Around,Yes,No,Complaints,3.0,3.0,2.4,1
439,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.0,1
440,Female,25-29,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,1.7,1
441,Female,25-29,Bachelor,Kuwaiti,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.9,1
442,Female,30-39,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.8,1
443,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.0,1
444,Female,25-29,Bachelor,Other nationality,Married,AlAhmadi,No,No,Complaints,3.0,3.0,2.9,1
445,Female,40-49,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,4.5,1
446,Female,30-39,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.5,1
447,Female,18-24,Diploma,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.0,1
448,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,1.7,1
449,Female,18-24,Bachelor,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.2,1
450,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.2,1
451,Female,18-24,Diploma,Other nationality,Single,Around,No,No,Complaints,3.0,3.0,1.7,1
452,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.2,1
453,Female,30-39,Diploma,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.0,1
454,Female,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.7,1
455,Female,30-39,Diploma,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,2.5,1
456,Female,30-39,High school,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,4.1,1
457,Female,30-39,Diploma,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.6,1
458,Female,18-24,Diploma,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,4.4,1
459,Female,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.0,1
460,Female,25-29,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.0,1
461,Female,30-39,Master,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.9,1
462,Female,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.1,1
463,Female,18-24,Bachelor,Other nationality,Single,Capital,No,No,Complaints,3.0,3.0,3.1,1
464,Female,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.9,1
465,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,4.9,1
466,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,4.6,1
467,Female,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.1,1
468,Female,30-39,High school,Kuwaiti,Married,Around,Yes,No,Complaints,3.0,3.0,3.7,1
469,Female,18-24,Bachelor,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,1.7,1
470,Female,25-29,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.2,1
471,Female,25-29,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,1.5,1
472,Female,25-29,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.6,1
473,Female,Under 18,Less than high school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.7,1
474,Female,18-24,High school,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,3.1,1
475,Female,25-29,Diploma,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.9,1
476,Female,18-24,High school,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,3.0,1
477,Female,25-29,Doctor,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.1,1
478,Female,25-29,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,1.0,1
479,Female,50-59,High school,Unspecified,Married,Capital,Yes,No,Complaints,3.0,3.0,3.2,1
